Orthogroup	Aethionema_saxatile	Noccaea_praecox
OG0002572	As007G157610	Np002G075100, Np004G233750
OG0002573	As010G233140	Np002G085750
OG0002573	As007G160020	Np004G228740
OG0002574	As007G161070	Np004G208860
OG0002574	As010G231590	Np002G088720
OG0002575	As008G182790	Np004G227690
OG0002576	As008G184230	Np004G244290
OG0002576	As008G184220	Np001G037620, Np004G244280
OG0002577	As008G192700	Np006G364060
OG0002578	As008G193730, As008G193760	Np004G253370
OG0002580	As008G194790	Np006G355950, Np004G254430
OG0002581	As008G198400, As008G198390	Np004G258440
OG0002582	As009G213250	Np006G331850
OG0002583	As010G221700	Np001G050550
OG0002583	As009G215910	Np001G011970
OG0002584	As009G219490	Np003G153990
OG0002585	As010G224650	Np001G045980, Np003G152660
OG0002586	As010G231040	Np002G088920
OG0002587	As010G238060	Np004G235750, Np002G077950
OG0002588	As010G239220	Np002G079390
OG0002589	As010G241020	Np002G081980
OG0002590	As011G246160	Np007G406030
OG0002590	As010G241320, As012G269200	Np004G192020
OG0002591	As011G245450	Np007G407450
OG0002591	As012G268620	Np004G191180
OG0002592	As012G269150	Np004G191920
OG0002592	As011G246080	Np007G406150
OG0002593	As012G270160	Np004G193850
OG0002593	As011G247650	Np007G403660
OG0002594	As012G270470	Np004G194100
OG0002596	As011G248880	Np007G391410
OG0002596	As012G274650	Np005G301700
OG0002597	As011G249380	Np007G392310
OG0002597	As012G274080	Np004G200050
OG0002598	As011G249910	Np007G393210, Np004G199360
OG0002600	As011G255050	Np007G423500
OG0002601	As011G263820	Np006G363700, Np005G270200
OG0002602	As012G267890	Np007G408180
OG0002603	As012G271860	Np007G380690, Np004G195680
OG0002604	As012G273030	Np004G198390
OG0002605	As012G282930	Np001G060610, Np006G330990
OG0002606	As012G284350	Np001G062750, Np006G328900
OG0002607	As012G286060, As012G286070	Np001G065560
OG0002622	As011G266930	Np007G372270
OG0002622	As001G000680	Np005G275950
OG0002623	As001G003260	Np005G272450, Np006G365970
OG0002624	As001G006190	Np005G262860
OG0002625	As289G297790, As160G296640, As419G298080, As205G296950, As240G297400	Np031G440040, Np019G438870
OG0002626	As011G263160	Np007G377600
OG0002626	As001G014170	Np005G264790
OG0002627	As001G014270	Np005G264910
OG0002627	As011G263300	Np007G377430, Np007G377420
OG0002628	As011G263570	Np007G376920
OG0002628	As001G014800	Np005G265670
OG0002629	As004G078820	Np006G340950
OG0002629	As001G015750	Np004G215250
OG0002630	As004G079350	Np006G340340
OG0002631	As004G083150	Np006G340110
OG0002631	As001G017580	Np005G298260
OG0002632	As001G019060	Np002G108420, Np004G249900
OG0002633	As008G188110	Np004G249460
OG0002634	As001G019900	Np002G113880
OG0002635	As001G021860	Np004G246900, Np002G118570
OG0002636	As001G022990	Np004G241750
OG0002637	As008G183390	Np004G242810
OG0002637	As001G023970	Np001G024790
OG0002638	As001G024740	Np001G023530
OG0002638	As008G183930	Np004G244090
OG0002639	As001G025840	Np001G021740
OG0002639	As005G107930	Np003G127000
OG0002640	As001G027310	Np001G019520
OG0002641	As004G078380	Np005G315570, Np005G318700
OG0002641	As001G027640	Np001G019100
OG0002642	As001G028250	Np002G092580, Np005G313860
OG0002643	As004G077380	Np005G312470
OG0002643	As001G028850	Np002G095040
OG0002645	As002G048900	Np003G156320
OG0002645	As002G032620	Np005G279910
OG0002647	As007G163080, As007G163060	Np005G282020
OG0002648	As002G044830	Np003G164430, Np005G277090
OG0002650	As002G046120	Np003G162680, Np003G162580
OG0002651	As002G046390	Np003G163320
OG0002651	As006G132490	Np005G278340
OG0002652	As011G265690	Np007G373980
OG0002653	As002G052290	Np003G137300
OG0002653	As009G215520	Np001G012430
OG0002654	As005G118680	Np001G002850
OG0002654	As002G052650	Np003G136870
OG0002655	As002G053250	Np003G136310, Np001G003410
OG0002656	As005G117600	Np001G004260
OG0002656	As002G053570	Np003G135960
OG0002657	As003G056450	Np005G292640
OG0002657	As004G089010	Np001G034990, Np005G303100
OG0002658	As003G058870	Np005G287130, Np005G311820
OG0002659	As003G060340	Np005G285630
OG0002660	As004G085180	Np003G182520
OG0002660	As003G060580	Np005G285040
OG0002661	As003G061470	Np005G283520
OG0002661	As004G084490	Np003G180430
OG0002662	As003G063950	Np004G204600
OG0002662	As004G080190	Np003G177050
OG0002663	As003G068530	Np004G210920
OG0002664	As003G072000, As003G071990	Np005G267100
OG0002665	As003G072390	Np005G267720
OG0002665	As011G264930	Np001G021500, Np007G375080, Np001G021490
OG0002666	As003G072660	Np005G268160
OG0002667	As003G072790	Np005G268260
OG0002667	As011G265360	Np007G374610
OG0002668	As003G073280, As003G073270	Np005G268740
OG0002669	As007G179900	Np006G368260
OG0002669	As003G074060	Np005G269730
OG0002670	As007G180820	Np006G370000
OG0002670	As003G075640	Np005G261270
OG0002672	As004G078520	Np005G315930
OG0002673	As004G080350	Np003G176310
OG0002674	As004G085250	Np003G182610, Np003G157230
OG0002675	As004G086350	Np005G287490, Np003G184880
OG0002676	As004G093110	Np005G307700
OG0002676	As011G258120, As011G258130	Np007G388040
OG0002677	As004G093500	Np005G307950, Np005G308060, Np005G308050
OG0002678	As004G093530	Np007G386050, Np005G308180
OG0002678	As004G094510	Np005G307200
OG0002679	As004G095650	Np007G384000
OG0002680	As004G095740	Np005G304680
OG0002680	As011G254910	Np007G383930
OG0002681	As005G100710	Np006G322940
OG0002682	As012G285320	Np001G064550
OG0002683	As012G284450	Np001G062870
OG0002684	As005G105950	Np006G329960
OG0002685	As006G142160, As005G106640	Np003G125510
OG0002686	As005G109060	Np003G128560
OG0002686	As009G201790, As009G201760	Np003G142940
OG0002687	As010G225290	Np001G045030
OG0002687	As005G114330	Np003G151900
OG0002688	As010G224920	Np001G045550
OG0002688	As005G114620	Np003G152270
OG0002689	As005G115500	Np003G152820, Np003G152810
OG0002690	As010G224390	Np001G046390
OG0002691	As010G222530	Np001G049190
OG0002691	As005G116360	Np001G005910
OG0002692	As006G121510	Np003G189290
OG0002692	As008G199080	Np004G259300
OG0002693	As006G123750	Np003G185860
OG0002694	As006G124270	Np001G040030
OG0002694	As008G196950	Np004G256630
OG0002695	As006G127050	Np006G355410
OG0002695	As008G194410	Np004G253930
OG0002696	As006G129490	Np004G251580, Np006G359830
OG0002697	As006G142000, As006G133830	Np007G414300
OG0002698	As006G136330	Np007G422350
OG0002698	As009G203310	Np003G144710
OG0002699	As006G136410	Np007G422240
OG0002699	As009G203390	Np003G144760
OG0002700	As009G204050, As006G137200	Np007G421380
OG0002701	As006G140860	Np007G415890, Np001G017260
OG0002702	As012G282650	Np001G060150
OG0002702	As006G142520	Np007G386780, Np006G331700
OG0002703	As011G265040	Np004G213500
OG0002704	As006G145710	Np006G337870
OG0002705	As006G148860	Np001G057340, Np006G335000
OG0002706	As010G242850	Np002G072130
OG0002706	As007G152830	Np004G239930
OG0002707	As010G240220	Np002G081140
OG0002707	As007G154380	Np004G238020
OG0002708	As007G155940	Np002G078070, Np004G235850
OG0002709	As007G157250	Np002G075640, Np004G234150
OG0002710	As010G234240	Np002G083750
OG0002711	As007G159880	Np004G229190
OG0002712	As007G161180	Np004G209020
OG0002714	As008G182320	Np004G241260
OG0002715	As008G182490	Np001G027050, Np004G241530
OG0002716	As008G187170	Np004G248460, Np004G248470
OG0002717	As009G202340	Np003G143440, Np002G077130, Np006G334770
OG0002718	As009G203250, As009G203380	Np003G144630, Np003G144580
OG0002719	As009G215820	Np001G012050
OG0002721	As010G221870, As010G221880	Np001G050330
OG0002722	As010G232310	Np002G087300
OG0002723	As010G235340	Np002G073840, Np004G232560
OG0002724	As010G237080	Np004G234650
OG0002725	As011G244940	Np007G408080, Np007G408090
OG0002726	As011G247620	Np007G403690
OG0002726	As012G270130	Np004G193810
OG0002727	As011G248410	Np007G390490
OG0002728	As011G251250	Np007G395850
OG0002729	As012G271580	Np004G196280
OG0002730	As011G253790	Np007G381990, Np007G382010, Np007G382000
OG0002731	As011G254440	Np007G383190
OG0002733	As012G273010	Np004G198370
OG0002734	As012G275240	Np004G213380
OG0002736	As012G278190	Np006G336300, Np001G057180
OG0002737	As012G282920	Np001G060600, Np001G058230
OG0002753	As001G000210	Np005G276590
OG0002753	As011G267350	Np007G371780
OG0002754	As011G266760	Np005G275590
OG0002755	As007G177280, As001G004000	Np006G364890
OG0002756	As006G148080, As007G166090, As002G039790, As009G207690, As007G166810, As007G165480, As010G228710, As006G148110, As012G279280, As010G229560, As009G208920, As001G005520, As003G066680, As008G190750, As001G010620, As007G176950, As007G167230, As009G209400, As001G015370, As001G011450, As001G010420, As008G192140, As012G279260, As010G229820, As003G067200, As009G209430, As010G229890, As008G191020, As009G210150, As004G090910, As011G259470, As001G006010, As006G148100, As001G009950, As003G066520, As004G092380, As004G091150, As007G165490, As008G190560, As004G091330, As007G176940, As010G228640, As007G167220, As010G232370, As012G279890, As002G039130	Np002G100300
OG0002757	As011G263180	Np007G377560
OG0002759	As001G015740	Np004G215230
OG0002761	As011G262270, As001G019870, As001G019840, As001G017230, As001G019880, As001G019890	Np006G342610
OG0002762	As001G021940	Np002G118760
OG0002762	As008G185820	Np004G246740
OG0002763	As008G182460	Np004G241510
OG0002763	As001G022710	Np001G027200
OG0002764	As008G183640	Np004G243140
OG0002764	As001G024270	Np001G024250
OG0002766	As004G077360	Np005G312440
OG0002766	As001G028940	Np002G095770
OG0002767	As001G031510	Np002G121780
OG0002768	As002G032910	Np005G279500
OG0002769	As002G034270	Np007G413440
OG0002770	As002G042380	Np003G172410
OG0002771	As002G053190	Np003G136410
OG0002771	As005G118190	Np001G003590
OG0002772	As005G116840	Np001G005270
OG0002772	As002G054010	Np003G135360
OG0002773	As002G055290	Np003G133400
OG0002773	As009G218230	Np001G008860
OG0002774	As003G058130	Np005G288910
OG0002774	As004G087290	Np001G038720
OG0002775	As003G058200	Np005G288750, Np001G038900
OG0002776	As003G059570	Np005G286900, Np005G286910
OG0002777	As003G059960	Np005G286350
OG0002778	As003G061140	Np005G284200, Np001G035000, Np005G284220
OG0002780	As003G064140	Np004G204820
OG0002781	As007G179830	Np006G368070
OG0002781	As003G073970	Np005G269620
OG0002782	As003G074780, As007G180390	Np006G369060
OG0002783	As003G075620	Np006G370910, Np005G307110
OG0002784	As004G089990	Np005G294520
OG0002785	As004G091710	Np005G309960
OG0002785	As011G259610	Np007G389930
OG0002786	As004G091990	Np005G310020
OG0002787	As004G092210	Np005G310440
OG0002787	As011G258720	Np007G388830
OG0002788	As004G095570	Np005G305290
OG0002788	As011G255120	Np007G384260
OG0002789	As011G254740	Np007G383630
OG0002789	As004G095840	Np005G304390
OG0002790	As011G254310, As004G096070	Np007G383020, Np007G383040
OG0002791	As004G096460	Np007G381890
OG0002793	As005G099990	Np006G322020, Np003G182030
OG0002793	As012G288160	Np001G068410
OG0002794	As005G101850	Np006G324580
OG0002794	As012G286850	Np001G066570
OG0002795	As005G102310	Np001G065830
OG0002797	As012G284220	Np001G062600
OG0002797	As005G105270	Np006G328760
OG0002798	As005G105660	Np006G329650, Np001G062070
OG0002799	As005G106610	Np006G335810
OG0002800	As005G108500	Np003G128030, Np002G117740, Np003G128010
OG0002801	As005G112300, As010G227050	Np003G149110
OG0002802	As005G112600	Np001G043600, Np003G149500
OG0002803	As010G224010	Np001G046860
OG0002804	As005G119640	Np001G001590
OG0002806	As006G122540	Np003G187730
OG0002807	As006G123850	Np003G185660, Np004G256980
OG0002808	As006G126320	Np006G356800
OG0002808	As008G195220	Np004G254930
OG0002809	As006G127320	Np006G355070
OG0002810	As006G127830	Np004G253060
OG0002811	As006G128950, As006G128980	Np006G360460
OG0002812	As006G130890	Np006G360770
OG0002812	As008G190700	Np004G251010
OG0002813	As006G132910	Np007G425020
OG0002814	As009G200910	Np003G142540
OG0002814	As006G135200	Np007G423760
OG0002815	As006G136420	Np007G422230
OG0002815	As009G203420	Np003G144790
OG0002817	As006G137530	Np007G420750
OG0002817	As009G204350	Np003G146310
OG0002818	As006G138270	Np007G419440
OG0002818	As009G206780	Np001G015350
OG0002819	As009G204860	Np003G146880
OG0002819	As006G139750	Np007G417410
OG0002820	As006G140110	Np007G416970, Np007G417000
OG0002821	As006G140460	Np007G416390
OG0002822	As006G144050	Np007G420400
OG0002823	As006G144770	Np001G054980, Np006G339450
OG0002824	As006G146920	Np001G056830, Np006G336540
OG0002825	As010G243950	Np006G360740
OG0002825	As007G152100	Np004G240820
OG0002826	As010G243210	Np002G071570
OG0002826	As007G152490	Np004G240210
OG0002827	As007G153850	Np004G238570, Np002G082110
OG0002828	As007G153940	Np004G238520
OG0002828	As010G241060	Np002G082040
OG0002829	As007G154360	Np002G081320
OG0002830	As007G155230	Np004G236890
OG0002831	As010G238770	Np002G078880
OG0002831	As007G155350	Np004G236750
OG0002832	As007G156660	Np004G234960
OG0002832	As010G237250	Np002G076720
OG0002833	As007G156670	Np004G234950
OG0002833	As010G237240	Np002G076710
OG0002834	As007G159790	Np004G229480, Np002G085550
OG0002835	As010G232250	Np002G087360
OG0002835	As007G160850	Np004G225230
OG0002836	As007G161170	Np002G088230, Np004G209010
OG0002837	As007G161340	Np002G089200
OG0002838	As007G162790	Np005G282550
OG0002840	As007G180880	Np005G261220, Np006G369910
OG0002841	As008G195240	Np006G356850, Np007G409830, Np004G254950
OG0002842	As008G197280, As008G197290, As008G197270	Np002G113440, Np004G257170
OG0002843	As009G217030	Np001G010680
OG0002845	As009G204620	Np003G146650
OG0002846	As009G207360	Np001G016250
OG0002848	As009G216240	Np001G011790, Np001G050380
OG0002849	As010G221970	Np001G050220
OG0002849	As009G216340	Np001G011530
OG0002850	As009G218290	Np002G110620, Np002G110230, Np001G008750
OG0002850	As009G216690	Np001G008800
OG0002851	As009G216910	Np001G010840
OG0002851	As010G222370	Np001G049520
OG0002852	As009G216990	Np001G010740
OG0002853	As009G218380	Np001G008660
OG0002854	As009G219520, As009G219510, As009G219570, As009G219550	Np003G154000
OG0002855	As009G219680	Np007G424690, Np003G154150
OG0002856	As009G219710, As010G223780	Np001G046990
OG0002857	As010G221240	Np001G051340, Np001G051350
OG0002858	As010G222090, As010G222100, As010G222110	Np006G341590
OG0002859	As010G224720	Np001G045830
OG0002860	As010G226110, As011G263240	Np005G264850, Np007G377520
OG0002861	As010G233890	Np004G258050, Np002G084310
OG0002863	As010G243440	Np002G071250, Np004G240410
OG0002864	As012G268420	Np004G191060
OG0002864	As011G245390	Np007G407520
OG0002865	As012G268900	Np004G191510
OG0002865	As011G245720	Np007G406720
OG0002866	As011G245990	Np004G191750
OG0002867	As011G246110	Np007G406080
OG0002867	As012G269170	Np004G191960
OG0002868	As011G247630, As012G270140	Np007G403680, Np004G193820
OG0002869	As012G271540	Np004G196330
OG0002869	As011G252800	Np011G436170
OG0002870	As011G260220, As011G260320, As011G260230, As011G260250	Np005G260790
OG0002871	As011G262600	Np007G378440
OG0002872	As011G263520	Np005G286340, Np007G377040
OG0002874	As011G267620	Np007G371510, Np005G276810
OG0002875	As012G271600	Np004G196240, Np011G436220, Np012G436900
OG0002876	As012G271660	Np004G196120
OG0002876	As012G272980	Np004G198340
OG0002877	As012G281230	Np001G058530, Np006G334020
OG0002878	As012G282870	Np001G060560
OG0002879	As012G283630	Np001G061600, Np006G330360
OG0002880	As012G283930	Np001G061950, Np003G130740
OG0002890	As011G267320	Np007G371820
OG0002890	As001G000270	Np005G276530
OG0002891	As007G179070	Np006G366620
OG0002891	As001G002500	Np005G273240
OG0002892	As007G176760	Np006G364360
OG0002892	As001G004370	Np005G271070
OG0002893	As001G004560	Np005G270820, Np006G364140
OG0002894	As010G226250	Np001G044010
OG0002894	As001G005380	Np005G269980
OG0002895	As006G131970	Np006G363110
OG0002895	As001G005770	Np005G263070
OG0002896	As001G012130	Np005G263920
OG0002896	As011G262260	Np007G379340
OG0002897	As001G014440	Np005G265370
OG0002897	As011G263470	Np007G377160
OG0002898	As001G014610	Np007G377050
OG0002899	As001G016720	Np004G219720
OG0002900	As004G079980	Np006G340160
OG0002900	As001G017470	Np005G297400
OG0002901	As001G021000	Np002G116670
OG0002902	As001G021920	Np002G118740
OG0002903	As001G022250	Np004G241220
OG0002904	As008G182720	Np004G241770
OG0002904	As001G023030	Np001G026430
OG0002905	As001G026940	Np001G020050
OG0002906	As001G031240	Np002G122810, Np005G319230
OG0002907	As002G049140	Np003G155970
OG0002907	As002G032540	Np005G280120
OG0002909	As002G036070	Np007G411520
OG0002909	As009G214320	Np003G129410
OG0002910	As009G212330	Np003G131730
OG0002910	As002G037490	Np007G410070
OG0002911	As002G039050	Np007G409010, Np003G140720
OG0002912	As002G045830	Np003G161430
OG0002912	As006G132290	Np004G226420
OG0002913	As002G046250	Np003G163060, Np005G278240
OG0002915	As002G049850	Np003G155000, Np003G154830
OG0002916	As002G050530	Np004G210220, Np004G209980
OG0002917	As002G051300	Np003G138670, Np001G013710
OG0002918	As002G054630	Np001G010260, Np003G134450
OG0002919	As002G055050	Np003G133760
OG0002920	As002G055540	Np003G133010, Np001G007840
OG0002921	As003G055710	Np005G295510
OG0002921	As004G091060	Np005G285650
OG0002922	As004G089490, As003G056070	Np005G293690
OG0002923	As003G059680	Np005G286790
OG0002924	As004G085010	Np003G182040, Np003G181830
OG0002924	As003G060750	Np005G284800
OG0002925	As003G060930	Np003G181570
OG0002926	As003G062430, As004G083750	Np003G178460
OG0002927	As004G083280, As004G083270	Np003G177810
OG0002927	As003G062980	Np004G206870
OG0002928	As003G063290	Np004G208620
OG0002928	As010G234620	Np002G083390
OG0002929	As003G063510	Np004G204020
OG0002931	As003G071890	Np005G267000
OG0002932	As003G073230	Np005G268710
OG0002932	As007G179420	Np006G367060
OG0002933	As003G073620	Np005G269300, Np006G367720
OG0002934	As003G074190	Np005G262750
OG0002935	As007G180910	Np006G370490
