Orthogroup	Aethionema_saxatile	Capsella_rubella
OG0005267	As003G056420	XP_023634201.1, XP_023639560.1
OG0005268	As003G056520	XP_006283544.2
OG0005270	As003G060400	XP_006284387.1
OG0005271	As003G062220	XP_006283265.1
OG0005272	As003G063090, As003G063080	XP_006304524.1
OG0005274	As003G064590, As004G080920	XP_006306050.1
OG0005275	As003G067440	XP_006298700.1
OG0005276	As003G067920	XP_006304444.1
OG0005277	As003G068670	XP_006304100.1
OG0005278	As003G068760	XP_023644853.1
OG0005279	As003G069010	XP_006306124.1
OG0005280	As004G081400, As003G069020	XP_006304607.1
OG0005281	As003G070060	XP_006304542.1
OG0005282	As003G070120	XP_006305152.1
OG0005283	As003G070550, As003G070630, As003G070540	XP_006305258.1
OG0005284	As003G070820	XP_006307346.2
OG0005285	As003G073530	XP_006285787.1
OG0005286	As003G073790, As007G179760	XP_006295352.1
OG0005287	As003G073950	XP_006283511.1
OG0005288	As007G180210, As003G074510	XP_006296098.1
OG0005289	As003G074790	XP_006284434.1
OG0005290	As003G075710	XP_006285580.1
OG0005291	As004G076710	XP_006291418.1
OG0005292	As004G078110	XP_006279621.2
OG0005293	As004G078660	XP_006296463.1
OG0005294	As004G079840	XP_006294812.1
OG0005295	As012G278310, As010G237850	XP_006300301.1
OG0005296	As004G083990	XP_023636641.1
OG0005297	As004G084530	XP_006284707.1
OG0005298	As004G085110	XP_006288780.1
OG0005299	As004G086400, As005G113080	XP_006287934.2
OG0005300	As004G086500	XP_006279512.1
OG0005301	As004G088600	XP_006281752.1
OG0005302	As004G089670	XP_006280541.1
OG0005303	As004G092590	XP_006285415.1
OG0005304	As004G093480	XP_006296692.1
OG0005305	As004G094220	XP_006286000.1
OG0005306	As004G094400	XP_006285083.1
OG0005307	As004G095160	XP_023634917.1
OG0005308	As004G097330	XP_006295136.1
OG0005309	As004G098310	XP_006305653.1
OG0005310	As005G101900	XP_006293950.2
OG0005311	As005G101940	XP_006294955.1
OG0005312	As005G102030	XP_006296505.1
OG0005313	As005G102990	XP_006293351.2
OG0005314	As005G103830	XP_006283249.1
OG0005316	As005G104140	XP_006293647.1
OG0005317	As005G104740	XP_006296565.1
OG0005318	As005G105010	XP_023639911.1
OG0005319	As005G105050	XP_006295481.1
OG0005320	As005G105080	XP_006294827.1
OG0005321	As005G105830	XP_006294692.1
OG0005322	As005G106390	XP_006286782.1
OG0005323	As005G107120	XP_023637653.1
OG0005324	As005G107610	XP_006289012.1
OG0005325	As005G107770	XP_023635966.1
OG0005326	As005G108100	XP_023637196.1
OG0005327	As005G108310	XP_006287585.1
OG0005329	As005G109100	XP_023632603.1
OG0005330	As005G109560	XP_006288778.1
OG0005331	As005G110880	XP_006288656.1
OG0005332	As005G111210	XP_006287899.2
OG0005333	As005G111980	XP_006289376.1
OG0005334	As005G112100	XP_006288839.2
OG0005335	As005G112280	XP_006290065.1
OG0005336	As005G112520	XP_006283118.1
OG0005337	As005G112640	XP_006290054.1
OG0005338	As005G113040, As010G226430	XP_006287935.1
OG0005339	As005G113270	XP_006289164.1
OG0005340	As005G113290	XP_006289344.1
OG0005341	As010G226240, As005G113340	XP_006286563.1
OG0005342	As005G113890	XP_006280904.1
OG0005343	As005G114460	XP_006280744.2
OG0005344	As005G114910	XP_006282043.1
OG0005345	As005G115620	XP_006281201.1
OG0005346	As005G116070	XP_006281296.1
OG0005347	As005G116700	XP_006281600.1
OG0005348	As005G116970	XP_023633367.1, XP_023640865.1, XP_006281444.2
OG0005349	As005G116990	XP_006279639.1
OG0005350	As005G117270	XP_023634156.1, XP_006282032.1
OG0005351	As005G117780	XP_006280583.1
OG0005352	As005G117820	XP_006281145.1
OG0005353	As005G118500	XP_023642316.1
OG0005354	As005G118650	XP_023640922.1
OG0005355	As005G119000	XP_006281181.1
OG0005356	As005G119020	XP_006281399.1
OG0005357	As005G119650	XP_006281487.1
OG0005358	As005G120230	XP_006281109.2, XP_006301614.2, XP_006294863.1
OG0005359	As006G135260, As005G120420	XP_023642785.1
OG0005360	As008G199610	XP_023637725.1
OG0005361	As006G121060	XP_023635805.1
OG0005362	As006G121210	XP_006289142.1
OG0005363	As006G122260	XP_006287523.1
OG0005364	As008G198420, As006G122320	XP_006307579.1
OG0005365	As006G122550	XP_006288332.1
OG0005366	As006G123900	XP_006288716.1
OG0005368	As006G125730	XP_006294673.1
OG0005369	As006G125790	XP_006294663.2
OG0005370	As006G127060	XP_006293605.1
OG0005371	As006G127310	XP_006294655.1
OG0005372	As006G127400	XP_006296404.1
OG0005373	As006G130030	XP_006294616.1
OG0005374	As006G130880	XP_006294224.1
OG0005375	As006G131170	XP_006296031.2
OG0005376	As006G132090	XP_006282899.1
OG0005377	As006G133310	XP_023643395.1
OG0005378	As006G136010	XP_006297607.1
OG0005379	As006G136190	XP_006298723.1
OG0005380	As006G137130, As009G203990	XP_006288614.1
OG0005381	As006G138810	XP_006298819.1
OG0005382	As006G139330	XP_006296605.1
OG0005383	As006G139670	XP_006289185.1
OG0005384	As006G140170	XP_006296810.1
OG0005385	As006G140490	XP_006297065.1
OG0005386	As006G141090	XP_023642009.1
OG0005387	As006G141390	XP_006296715.1
OG0005388	As006G142900	XP_006293965.1
OG0005389	As012G282400, As006G142930	XP_006295672.1
OG0005390	As006G143390	XP_006294362.1
OG0005391	As006G143790	XP_006293598.1
OG0005392	As006G144000	XP_023640982.1
OG0005393	As006G144220	XP_006291240.1
OG0005394	As006G144290	XP_023639923.1, XP_023644073.1, XP_023641350.1
OG0005395	As006G144490	XP_023639678.1
OG0005396	As006G145630	XP_006295240.1
OG0005397	As006G146190	XP_006294104.1
OG0005398	As006G146370	XP_006294901.1
OG0005400	As006G147530, As012G278560	XP_006293379.1
OG0005401	As007G163120, As006G147870	XP_006299539.2
OG0005402	As006G148690	XP_006296155.1
OG0005403	As007G152380	XP_023644763.1
OG0005404	As007G153370	XP_006305559.2
OG0005405	As007G155080	XP_023635011.1, XP_006303528.1
OG0005406	As007G155200	XP_006305053.1
OG0005407	As007G155290	XP_006307358.2
OG0005408	As007G155310	XP_006304758.1
OG0005409	As007G155490	XP_023645372.1
OG0005410	As007G155980, As010G238120	XP_023644882.1
OG0005411	As007G156250	XP_023645594.1
OG0005412	As007G156740	XP_006306759.1
OG0005413	As007G157620	XP_023644743.1
OG0005414	As010G235650, As007G158030	XP_023643958.1
OG0005415	As007G158210	XP_006305384.1
OG0005417	As010G234630, As007G158760	XP_006300996.1
OG0005418	As007G158920	XP_006300829.1
OG0005419	As007G160140	XP_006306943.1
OG0005420	As007G160270	XP_006305441.1
OG0005421	As007G160420	XP_006303579.1
OG0005422	As007G160840	XP_006306850.1
OG0005423	As007G161750	XP_006300419.1, XP_023632985.1
OG0005424	As007G161800	XP_006303524.1
OG0005425	As007G161820	XP_006305832.1
OG0005426	As007G164240	XP_006282498.1
OG0005427	As007G165270	XP_006284555.1
OG0005429	As007G178550	XP_023640986.1
OG0005432	As008G185190	XP_023645852.1, XP_006304023.1
OG0005433	As008G185260	XP_006303505.1
OG0005434	As008G186720	XP_006304871.1
OG0005435	As008G186740	XP_023632565.1
OG0005436	As008G187770	XP_023645736.1
OG0005437	As008G187800	XP_006294531.2, XP_023645391.1
OG0005438	As008G188070	XP_006305236.2
OG0005439	As008G188380	XP_006305109.1
OG0005440	As008G188430	XP_006306459.1
OG0005441	As008G189400	XP_006305005.1
OG0005443	As008G191180	XP_006306580.1
OG0005444	As008G193410	XP_023644688.1
OG0005446	As008G194650	XP_023645039.1
OG0005447	As008G198530	XP_006298860.1
OG0005448	As009G199760	XP_006289077.1
OG0005449	As009G199880	XP_006289585.1
OG0005450	As009G200330	XP_006288869.1
OG0005451	As009G200560	XP_006289576.2, XP_006305277.2
OG0005452	As009G202220	XP_023636321.1
OG0005453	As009G202520	XP_006287877.1
OG0005454	As009G203370	XP_006286576.1
OG0005455	As009G203540	XP_006289589.1
OG0005456	As009G203720	XP_006288397.1
OG0005457	As009G204260	XP_023637536.1
OG0005458	As009G205380	XP_006286701.1
OG0005459	As009G206170	XP_023636645.1
OG0005460	As009G207070	XP_006288662.1
OG0005461	As009G208680	XP_006279708.1
OG0005462	As009G211500	XP_006289659.1
OG0005463	As009G212510	XP_023635973.1
OG0005464	As009G213280	XP_006288690.1
OG0005465	As009G213960	XP_006287733.1
OG0005466	As009G214080	XP_006288003.1
OG0005467	As009G214330	XP_006289993.1
OG0005468	As009G214350	XP_006288324.1
OG0005469	As009G214590	XP_006286645.1
OG0005470	As009G215170	XP_023637547.1, XP_006288399.1
OG0005471	As009G218530	XP_023633601.1
OG0005472	As009G218540	XP_006280765.2
OG0005473	As009G218600	XP_006280748.1
OG0005474	As009G218900, As010G223550	XP_006281035.2
OG0005475	As009G220040	XP_006282057.2
OG0005476	As010G220650	XP_006292057.1
OG0005478	As010G223900, As010G227850	XP_006290361.2
OG0005479	As010G224970	XP_023638906.1, XP_006290622.1
OG0005480	As010G227370	XP_006288107.1
OG0005481	As010G227770	XP_006301374.1
OG0005482	As010G230120	XP_023641630.1
OG0005483	As012G279230	XP_023638903.1
OG0005484	As010G231250	XP_006302519.1
OG0005485	As010G232340	XP_006302661.1
OG0005486	As010G232680	XP_006302512.1
OG0005487	As010G233660	XP_006300487.1
OG0005488	As010G234000	XP_023642852.1
OG0005489	As010G234410	XP_006300552.1
OG0005490	As010G235270	XP_006302818.1
OG0005491	As010G235360	XP_006302477.1
OG0005492	As010G236640	XP_006302849.1
OG0005493	As010G236980	XP_006305382.1
OG0005494	As010G237580	XP_006302445.1
OG0005495	As010G237980	XP_006302550.1
OG0005496	As010G238020	XP_006302829.1
OG0005497	As010G238170	XP_006302135.1
OG0005498	As010G239260	XP_006302688.1
OG0005499	As010G239280	XP_006302358.1
OG0005500	As010G239620	XP_023643329.1
OG0005501	As010G239980	XP_023637314.1
OG0005502	As010G240960	XP_006302487.1
OG0005503	As010G241410	XP_006301410.1
OG0005504	As010G241690	XP_006302527.1
OG0005505	As010G243330	XP_023643243.1
OG0005506	As010G243530	XP_006302271.1
OG0005507	As010G243800	XP_023644377.1
OG0005508	As011G244660, As012G267750	XP_006298400.1
OG0005509	As011G245180	XP_006300220.1
OG0005510	As011G247140	XP_006297817.1
OG0005511	As011G247560	XP_006299581.1
OG0005512	As011G247600	XP_006298858.1, XP_023643752.1
OG0005513	As011G248560	XP_023642008.1
OG0005514	As011G248700	XP_006297850.1
OG0005515	As011G248780	XP_006299958.1
OG0005516	As012G274680, As011G248860	XP_006283589.1
OG0005517	As011G249180	XP_006298702.1
OG0005518	As011G249590	XP_023642231.1
OG0005520	As011G250780	XP_006299814.1
OG0005521	As011G250870	XP_006299288.1
OG0005522	As011G250990	XP_023641340.1
OG0005523	As011G251240, As011G257370	XP_023641333.1
OG0005524	As011G251620	XP_006298849.1
OG0005525	As011G252560	XP_006297578.2
OG0005526	As011G252910	XP_006299632.1
OG0005527	As011G254490	XP_023642676.1, XP_006299031.1
OG0005529	As011G262000, As011G262680	XP_006287975.1
OG0005530	As011G262240	XP_006285540.1, XP_006297642.1
OG0005531	As011G263780	XP_006299086.1
OG0005532	As011G263890	XP_006298285.1
OG0005533	As011G264950	XP_006298850.1
OG0005534	As011G265510	XP_023642226.1
OG0005535	As011G266540	XP_023642686.1
OG0005536	As012G268750	XP_006307563.1
OG0005537	As012G269120	XP_006305462.1
OG0005538	As012G269130	XP_006305069.1
OG0005539	As012G269280	XP_006305008.1
OG0005540	As012G269570	XP_006304029.1
OG0005541	As012G269860	XP_006305108.1
OG0005542	As012G272150	XP_006307314.1
OG0005543	As012G272990	XP_006306539.2
OG0005544	As012G273870	XP_006303387.1
OG0005545	As012G273980	XP_006305666.2
OG0005546	As012G277470	XP_006290596.1
OG0005547	As012G278040	XP_006291344.1
OG0005548	As012G279160	XP_023639129.1
OG0005549	As012G279470	XP_006292059.1
OG0005550	As012G283980	XP_006290389.1
OG0005551	As012G284120	XP_006293344.2
OG0005552	As012G284430	XP_006291155.1
OG0005553	As012G284600	XP_023639304.1
OG0005554	As012G286950	XP_006291810.1
OG0005555	As012G288020	XP_006291204.1
OG0005556	As012G288420	XP_006293253.1
OG0005557	As012G288720	XP_023637770.1
OG0005592	As001G000970	XP_006283510.1
OG0005593	As001G002110	XP_006285618.1
OG0005594	As006G136630, As001G002230	XP_006304289.1
OG0005595	As001G002670	XP_006285720.1
OG0005596	As001G002890	XP_006283029.1
OG0005597	As001G002940	XP_006286217.1
OG0005598	As001G003080	XP_023634240.1
OG0005600	As001G003530	XP_006285612.1
OG0005601	As001G003860	XP_023635383.1
OG0005602	As001G004790	XP_006282812.1
OG0005603	As001G005240	XP_023634921.1
OG0005604	As006G131940, As001G005600	XP_006283680.1
OG0005605	As001G005830	XP_006284030.2
OG0005606	As001G012120	XP_006284113.1
OG0005607	As001G013590	XP_006284441.1
OG0005608	As001G015710	XP_006287962.1
OG0005609	As004G079180, As001G016190	XP_006293822.1
OG0005610	As001G018030	XP_023634492.1
OG0005611	As008G188180, As001G019310	XP_006302446.1
OG0005613	As001G021190	XP_023643089.1
OG0005614	As001G021890	XP_006300468.1
OG0005615	As001G022220	XP_023638782.1
OG0005616	As001G023370	XP_006290985.1
OG0005617	As001G023570	XP_006290253.1
OG0005618	As001G024320	XP_006291635.1
OG0005619	As008G183820, As001G024480	XP_006303204.1
OG0005620	As001G024500	XP_023639128.1, XP_006293010.1
OG0005621	As001G024560	XP_006292107.1
OG0005622	As001G025080	XP_023637850.1, XP_023637849.1
OG0005623	As001G025110	XP_006290883.1
OG0005624	As001G025980	XP_006291586.1
OG0005625	As001G026930	XP_006290690.1
OG0005626	As004G078310, As001G027760	XP_006291690.1
OG0005627	As001G027810	XP_023638261.1
OG0005628	As001G028350	XP_006301067.1, XP_023642964.1
OG0005629	As004G076910	XP_006286274.1
OG0005630	As004G098390	XP_006284679.1
OG0005631	As001G031070	XP_006302889.1
OG0005632	As001G031180, As009G201530	XP_006288753.1, XP_006293389.1
OG0005633	As008G184530, As001G031460	XP_006303043.2
OG0005634	As001G031680	XP_006302532.2
OG0005635	As002G032560	XP_023634939.1
OG0005636	As002G033070	XP_023640744.1
OG0005636	As012G283610	XP_006292158.1
OG0005637	As002G033850	XP_006296492.1
OG0005638	As002G034410	XP_023641544.1
OG0005639	As002G034720, As005G108070	XP_006297550.1
OG0005640	As002G035100	XP_006298664.1
OG0005641	As002G038610	XP_006298501.1
OG0005642	As002G043760	XP_006280740.1
OG0005644	As002G044970	XP_006280593.1
OG0005645	As002G046580	XP_006279646.1
OG0005647	As006G134300, As002G047690	XP_006281106.1
OG0005648	As002G047990	XP_006280023.1
OG0005649	As002G048200	XP_006279759.1
OG0005650	As002G048770	XP_006280155.1
OG0005651	As002G049090	XP_023641824.1
OG0005652	As002G049520	XP_006280408.2
OG0005653	As002G049860	XP_006281132.1
OG0005654	As002G050000	XP_023635478.1
OG0005655	As002G050360	XP_006289522.1
OG0005656	As002G050400	XP_006289857.2
OG0005657	As002G050640	XP_006286685.1
OG0005659	As002G051500	XP_006288548.2
OG0005660	As002G051530	XP_006288575.1
OG0005661	As002G051570	XP_023637290.1, XP_006286891.1
OG0005662	As002G051910	XP_006288806.1
OG0005663	As002G053900	XP_006288777.1
OG0005664	As002G054020	XP_006288944.1
OG0005665	As002G054720	XP_023637349.1
OG0005666	As003G055610	XP_006285627.1
OG0005667	As003G055790	XP_023634945.1
OG0005668	As004G089530, As003G056060	XP_023641201.1
OG0005669	As003G057730	XP_006283177.1
OG0005670	As003G057810	XP_006283560.2
OG0005672	As003G058080, As004G087440	XP_006285946.1
OG0005673	As003G059120	XP_006282720.1
OG0005674	As003G060330	XP_006283721.1
OG0005675	As003G060650	XP_006284014.1
OG0005676	As003G060780	XP_006282601.1
OG0005678	As003G063370	XP_006304269.1
OG0005680	As003G068930	XP_006305356.2
OG0005681	As003G069990	XP_006305571.1, XP_006305869.1
OG0005682	As003G070090	XP_006303300.1, XP_006303315.1
OG0005683	As003G071570	XP_006303442.1
OG0005684	As003G072040	XP_023635447.1
OG0005685	As003G072410	XP_006282477.1
OG0005686	As003G072600	XP_006284092.1
OG0005687	As003G073130	XP_006282585.2
OG0005688	As003G073860, As007G179770	XP_006294264.1
OG0005689	As003G074090	XP_006284261.1
OG0005691	As003G074760	XP_006285007.1
OG0005693	As003G075440	XP_006284053.2
OG0005694	As003G075450	XP_006282536.1
OG0005695	As004G077720	XP_023634085.1
OG0005697	As004G079740	XP_006294318.1
OG0005698	As004G081030	XP_006293573.1
OG0005699	As004G081880	XP_006281377.1
OG0005700	As004G081900	XP_023636032.1
OG0005701	As004G081910	XP_023644054.1
OG0005703	As004G085090	XP_006289346.1, XP_006287136.1
OG0005704	As004G085370	XP_006290188.2
OG0005705	As004G087970, As004G087950	XP_023642028.1, XP_006279990.1
OG0005706	As004G087960	XP_023642811.1, XP_006280549.2, XP_006280006.1
OG0005707	As004G088580	XP_006279925.1
OG0005708	As004G088860, As004G088830	XP_006279620.1
OG0005709	As004G089100	XP_006281627.1
OG0005710	As004G090190	XP_006281644.1
OG0005711	As004G090210	XP_006281322.1
OG0005712	As004G090660	XP_006279843.1
OG0005713	As004G090690	XP_006282223.1
OG0005714	As004G092450	XP_006285211.1
OG0005715	As004G094330	XP_006285346.1
OG0005716	As004G095850	XP_023634954.1
OG0005717	As004G096500, As011G253730	XP_006298676.1
OG0005718	As005G099150	XP_006295139.1
OG0005719	As005G099460	XP_006295685.1
OG0005720	As005G099650	XP_006296221.1
OG0005721	As005G100240	XP_023640574.1
OG0005722	As005G100400	XP_023638624.1
OG0005724	As005G100700, As012G287700	XP_006290506.1
OG0005725	As005G101370	XP_006295297.1, XP_023639000.1
OG0005726	As012G287060, As005G101510	XP_006292241.1
OG0005727	As005G101650	XP_006294742.1
OG0005728	As005G102170	XP_023640073.1
OG0005729	As012G286250	XP_006290558.1
OG0005730	As005G102520	XP_006296201.1
OG0005731	As005G102890	XP_006295424.1
OG0005732	As005G102920	XP_006295014.1
OG0005733	As005G103870	XP_023640979.1
OG0005734	As005G104020	XP_006295063.1
OG0005735	As005G104870	XP_006293724.1
OG0005736	As005G106100	XP_006293943.1
OG0005737	As005G107140	XP_006288471.1
OG0005738	As005G107360	XP_006288496.1
OG0005739	As005G109570	XP_006287532.1
OG0005740	As005G109650	XP_006289955.1
OG0005741	As005G109720	XP_006295795.1
OG0005742	As005G110700	XP_006288335.1
OG0005744	As010G227100, As005G112230	XP_006288517.1
OG0005745	As005G112270	XP_006288810.1
OG0005746	As005G113210	XP_006289493.1
OG0005747	As005G113420	XP_006288119.1
OG0005748	As005G113530	XP_006286633.1
OG0005749	As005G114100	XP_006280191.2
OG0005750	As005G114350	XP_006282113.1
OG0005751	As005G115900	XP_006281227.1
OG0005752	As005G116790	XP_006280478.1
OG0005753	As005G116850	XP_006282266.1
OG0005754	As005G117610	XP_006281177.1
OG0005755	As005G117720	XP_006279641.1
OG0005756	As005G118270	XP_006280731.1
OG0005757	As005G119990	XP_006280388.1
OG0005758	As005G120170	XP_006281247.1
OG0005759	As006G121240	XP_006287095.1
OG0005760	As006G121530	XP_023637305.1
OG0005761	As006G121710, As006G121870	XP_006287558.1
OG0005762	As006G121920	XP_006286696.1
OG0005763	As006G122470	XP_006290126.2
OG0005764	As006G123560	XP_006288197.1
OG0005765	As006G124020	XP_006288733.1
OG0005766	As006G124130	XP_023636422.1
OG0005767	As006G124260	XP_006280168.1
OG0005768	As006G124290	XP_006280675.1
OG0005770	As006G124500	XP_006280379.1
OG0005771	As006G125230	XP_006295012.1
OG0005772	As006G125240	XP_006296391.1
OG0005773	As006G125800	XP_006295218.1
OG0005774	As006G126490	XP_006294029.2
OG0005775	As006G128310	XP_006294360.1
OG0005776	As006G128500	XP_006293478.1
OG0005777	As012G269220, As006G129360	XP_006294186.1
OG0005778	As006G129460	XP_006295368.1
OG0005779	As006G130120	XP_006295618.1
OG0005781	As006G130710	XP_006295144.1
OG0005782	As006G131560	XP_006284473.1
OG0005783	As006G131600	XP_006292367.1
OG0005784	As009G199830, As006G133520	XP_006289147.1
OG0005785	As006G134900	XP_023641618.1
OG0005786	As006G135270	XP_006297226.1
OG0005787	As006G135360	XP_023641768.1
