Orthogroup	Aethionema_saxatile	Raphanus_sativus
OG0003150	As004G078350	XP_018479629.1, XP_018479628.1
OG0003151	As001G029590	XP_018463677.1
OG0003152	As001G030740	XP_018456674.1, XP_018456461.1
OG0003152	As004G098120	XP_018484238.1
OG0003153	As001G030750	XP_018454904.1, XP_018454900.1, XP_018456464.1, XP_018456676.1
OG0003154	As001G031280	XP_018457695.1, XP_018456489.1
OG0003155	As009G214140, As002G036180	XP_018475446.1, XP_018461907.1, XP_018469509.1, XP_018443901.1
OG0003156	As002G042480	XP_018476943.1, XP_018451617.1, XP_018464371.1
OG0003158	As002G053170	XP_018446157.1, XP_018475892.1, XP_018475891.1, XP_018471782.1
OG0003159	As004G086760	XP_018480681.1
OG0003159	As003G058570	XP_018478950.1, XP_018467968.1
OG0003160	As003G065950	XP_018447245.1
OG0003161	As003G074400	XP_018448369.1, XP_018450099.1, XP_018450068.1, XP_018467846.1
OG0003162	As004G079140	XP_018450829.1, XP_018444596.1
OG0003163	As004G085770	XP_018473656.1
OG0003164	As004G094040	XP_018484312.1
OG0003164	As011G256430	XP_018491282.1, XP_018491284.1
OG0003165	As010G242190, As004G096240	XP_018442842.1, XP_018442857.1
OG0003166	As005G101140	XP_018473336.1
OG0003166	As012G287420	XP_018486388.1
OG0003167	As005G101620, As005G101630	XP_018433953.1, XP_018476178.1
OG0003168	As005G106450, As005G106500	XP_018491873.1
OG0003169	As005G107740	XP_018488307.1, XP_018444902.1
OG0003170	As010G221360	XP_018481068.1
OG0003170	As005G119110	XP_018488949.1, XP_018452517.1, XP_018464319.1
OG0003171	As006G122380	XP_018473587.1, XP_018474531.1, XP_018472931.1
OG0003172	As006G122440	XP_018444884.1, XP_018457689.1, XP_018452999.1, XP_018453371.1, XP_018457690.1
OG0003174	As006G124110	XP_018474733.1, XP_018472996.1, XP_018490539.1
OG0003175	As008G195660	XP_018451719.1, XP_018485737.1
OG0003175	As006G125860	XP_018436329.1
OG0003176	As006G125980, As006G125970	XP_018473275.1, XP_018487016.1
OG0003177	As006G128880	XP_018434580.1, XP_018472617.1
OG0003178	As009G200280	XP_018473687.1, XP_018445213.1
OG0003179	As006G133480	XP_018448886.1
OG0003179	As009G200340	XP_018472532.1
OG0003180	As009G207110	XP_018481734.1, XP_018438253.1
OG0003181	As006G138760	XP_018440501.1, XP_018485833.1, XP_018438846.1, XP_018492953.1, XP_018490574.1
OG0003182	As006G142190	XP_018485780.1, XP_018485731.1, XP_018470023.1, XP_018470022.1
OG0003183	As006G143710	XP_018433808.1, XP_018477725.1
OG0003184	As006G144650	XP_018479907.1, XP_018479904.1, XP_018464752.1, XP_018438473.1, XP_018481767.1, XP_018481766.1, XP_018438139.1
OG0003185	As006G148040	XP_018473677.1
OG0003186	As007G154910	XP_018440899.1
OG0003186	As010G239450	XP_018441493.1
OG0003187	As010G237510	XP_018446571.1
OG0003187	As007G156370	XP_018448064.1
OG0003188	As007G156780	XP_018462937.1
OG0003189	As007G156790	XP_018482212.1
OG0003190	As010G235870	XP_018446827.1
OG0003190	As007G157810	XP_018437445.1
OG0003192	As007G159840	XP_018438207.1
OG0003193	As010G228330	XP_018472393.1
OG0003193	As007G162010	XP_018490228.1, XP_018451199.1
OG0003194	As007G178260	XP_018470889.1, XP_018482427.1
OG0003195	As007G180480	XP_018438835.1
OG0003197	As008G184830	XP_018449369.1, XP_018490405.1
OG0003198	As008G189210	XP_018454912.1, XP_018454899.1
OG0003199	As008G190490	XP_018464807.1, XP_018493122.1, XP_018453931.1
OG0003200	As008G190800	XP_018449633.1
OG0003201	As008G194490	XP_018451114.1, XP_018437802.1, XP_018469114.1
OG0003202	As008G197050	XP_018464172.1, XP_018486655.1, XP_018492821.1, XP_018450558.1
OG0003203	As009G206950	XP_018487074.1
OG0003204	As009G214600	XP_018445921.1, XP_018486854.1, XP_018490474.1, XP_018441142.1
OG0003205	As011G256540	XP_018456056.1, XP_018456064.1
OG0003206	As009G215340	XP_018477932.1, XP_018434670.1
OG0003207	As009G217560	XP_018438108.1, XP_018481119.1
OG0003208	As010G236670, As010G236680	XP_018444498.1, XP_018480131.1
OG0003209	As011G246360	XP_018488273.1, XP_018487448.1, XP_018468836.1, XP_018461479.1, XP_018490464.1
OG0003211	As011G247480	XP_018439754.1, XP_018478016.1
OG0003212	As011G248070	XP_018492116.1
OG0003213	As011G248330	XP_018434631.1, XP_018434606.1
OG0003214	As011G250070	XP_018464614.1, XP_018467365.1
OG0003216	As011G265500	XP_018450606.1, XP_018450605.1, XP_018492248.1
OG0003217	As011G267290	XP_018441290.1
OG0003218	As012G270030	XP_018482915.1, XP_018487078.1
OG0003219	As012G271490	XP_018490550.1, XP_018493028.1
OG0003220	As012G272530	XP_018447295.1, XP_018434636.1
OG0003221	As012G275000	XP_018482524.1, XP_018482440.1, XP_018462075.1, XP_018482439.1, XP_018462074.1, XP_018475648.1
OG0003222	As012G281200	XP_018443919.1, XP_018491038.1
OG0003223	As012G282130	XP_018471273.1, XP_018451360.1, XP_018452556.1, XP_018480665.1, XP_018480664.1
OG0003224	As012G282320, As012G282440	XP_018486999.1, XP_018490675.1, XP_018442524.1, XP_018464704.1
OG0003225	As012G284760	XP_018490924.1
OG0003226	As012G285770	XP_018488628.1, XP_018440608.1
OG0003247	As001G002660	XP_018462811.1, XP_018449390.1
OG0003247	As007G178960	XP_018440598.1
OG0003248	As001G002810, As007G178580	XP_018484097.1
OG0003249	As001G004570	XP_018451699.1, XP_018434715.1
OG0003250	As001G004950	XP_018483576.1, XP_018468052.1
OG0003251	As001G010070	XP_018477068.1, XP_018481590.1, XP_018472396.1
OG0003252	As001G012160	XP_018459409.1, XP_018459411.1, XP_018481351.1, XP_018481756.1, XP_018459416.1, XP_018459415.1
OG0003253	As006G124430, As006G124420, As001G012340	XP_018484881.1
OG0003254	As001G012950, As001G013440	XP_018467483.1, XP_018466963.1
OG0003255	As001G015840	XP_018492636.1, XP_018490851.1
OG0003255	As004G078910	XP_018439221.1
OG0003256	As001G024690	XP_018481652.1, XP_018477077.1, XP_018460920.1
OG0003257	As001G026920	XP_018481775.1
OG0003258	As004G077970	XP_018481820.1
OG0003258	As001G028150	XP_018481494.1, XP_018438122.1
OG0003259	As001G032020, As001G032030	XP_018454451.1, XP_018454450.1
OG0003260	As002G043840	XP_018491918.1
OG0003262	As002G045810	XP_018485137.1
OG0003263	As006G134380	XP_018449767.1, XP_018449597.1
OG0003263	As002G046720	XP_018474584.1
OG0003264	As002G051950	XP_018445807.1, XP_018457277.1
OG0003265	As002G052510	XP_018473120.1, XP_018442308.1, XP_018471068.1
OG0003266	As002G054550	XP_018472269.1, XP_018476158.1
OG0003267	As002G054690	XP_018455819.1, XP_018475173.1, XP_018466400.1, XP_018446876.1
OG0003268	As003G057170	XP_018480798.1
OG0003269	As003G063720, As003G063650, As003G063670, As003G060450, As004G085330	XP_018462766.1, XP_018439480.1
OG0003270	As003G064000	XP_018488065.1, XP_018448636.1
OG0003271	As003G068290	XP_018447333.1, XP_018474186.1, XP_018435998.1
OG0003272	As003G071130	XP_018492283.1, XP_018492286.1, XP_018451657.1, XP_018451656.1
OG0003273	As012G274890	XP_018473034.1, XP_018477929.1
OG0003274	As003G071680	XP_018465925.1, XP_018467384.1
OG0003275	As011G264570	XP_018458010.1
OG0003275	As003G071920	XP_018447836.1, XP_018450114.1
OG0003276	As011G265520	XP_018433607.1, XP_018461919.1, XP_018456395.1
OG0003277	As003G072780	XP_018450071.1, XP_018435855.1
OG0003278	As003G076070	XP_018480222.1
OG0003279	As003G076080	XP_018450931.1
OG0003280	As004G079190	XP_018487126.1, XP_018485371.1
OG0003282	As004G092460	XP_018464169.1, XP_018492685.1
OG0003283	As004G093520	XP_018485971.1
OG0003284	As004G094590	XP_018447879.1, XP_018483906.1, XP_018483907.1
OG0003285	As004G094820	XP_018463542.1, XP_018448578.1, XP_018484569.1, XP_018479264.1
OG0003286	As004G095820	XP_018469218.1, XP_018437897.1, XP_018437886.1
OG0003287	As004G096020	XP_018470163.1
OG0003288	As005G099390	XP_018439087.1
OG0003289	As005G103340	XP_018475510.1, XP_018483236.1, XP_018483237.1
OG0003293	As010G222620	XP_018491548.1
OG0003293	As005G116260	XP_018440284.1, XP_018463666.1
OG0003294	As005G117700	XP_018452243.1
OG0003295	As010G221600	XP_018463253.1, XP_018484889.1
OG0003295	As005G118770	XP_018491466.1, XP_018491449.1
OG0003296	As005G120210	XP_018472201.1
OG0003298	As006G124470	XP_018463529.1, XP_018455820.1
OG0003298	As008G196710	XP_018447761.1, XP_018447307.1
OG0003299	As006G126230	XP_018440717.1
OG0003300	As006G128530	XP_018471547.1, XP_018450080.1, XP_018484447.1
OG0003301	As006G130610	XP_018461565.1, XP_018484894.1, XP_018440986.1
OG0003302	As006G131610	XP_018475214.1, XP_018484958.1
OG0003303	As009G200360, As006G133490	XP_018471911.1, XP_018442113.1
OG0003304	As006G142030	XP_018492112.1, XP_018491231.1, XP_018432762.1
OG0003305	As009G202840	XP_018472553.1, XP_018446028.1
OG0003306	As006G138040	XP_018488664.1, XP_018465232.1, XP_018490631.1
OG0003307	As006G138370	XP_018484854.1
OG0003308	As006G141290	XP_018486555.1, XP_018486553.1, XP_018458023.1
OG0003309	As006G148620, As009G212270	XP_018478245.1, XP_018466313.1, XP_018471910.1
OG0003310	As007G153460	XP_018468933.1
OG0003311	As007G153610	XP_018449950.1, XP_018449953.1, XP_018459808.1, XP_018449403.1, XP_018447807.1, XP_018479412.1
OG0003312	As010G240150	XP_018442167.1, XP_018468245.1
OG0003313	As007G154590	XP_018448152.1
OG0003314	As010G238780, As007G155340	XP_018446766.1, XP_018436413.1
OG0003315	As007G157170	XP_018447865.1, XP_018468461.1, XP_018466273.1
OG0003316	As007G158290	XP_018456644.1, XP_018452227.1
OG0003317	As007G158600	XP_018484053.1, XP_018438360.1
OG0003318	As007G159430	XP_018488213.1, XP_018468197.1, XP_018460846.1, XP_018459398.1, XP_018443208.1
OG0003320	As007G161580	XP_018469041.1, XP_018467121.1, XP_018467572.1, XP_018451781.1
OG0003321	As007G176610	XP_018478574.1
OG0003322	As008G185720	XP_018447415.1, XP_018437545.1
OG0003323	As008G192340, As008G192600	XP_018463263.1, XP_018471601.1
OG0003324	As009G200870, As009G200840	XP_018488339.1
OG0003325	As009G206630, As009G206770	XP_018484814.1
OG0003326	As009G211740	XP_018442296.1
OG0003327	As009G213040	XP_018472846.1, XP_018442223.1
OG0003328	As009G216640	XP_018460649.1
OG0003328	As010G222160	XP_018458676.1
OG0003329	As010G229480	XP_018454184.1, XP_018442975.1, XP_018442160.1, XP_018442093.1
OG0003330	As010G232880	XP_018457099.1, XP_018437864.1, XP_018434113.1
OG0003331	As010G235720	XP_018455247.1, XP_018461021.1, XP_018444336.1, XP_018459926.1
OG0003332	As010G238330	XP_018443309.1
OG0003333	As010G239610	XP_018455566.1, XP_018460425.1, XP_018473141.1, XP_018466106.1
OG0003334	As010G242170	XP_018465133.1, XP_018443355.1, XP_018443808.1
OG0003335	As010G242230	XP_018443211.1, XP_018443202.1
OG0003336	As012G268160, As011G245170	XP_018488435.1, XP_018488436.1
OG0003337	As011G249300	XP_018480935.1
OG0003338	As011G254220	XP_018492375.1, XP_018470779.1
OG0003339	As012G269870	XP_018449459.1, XP_018464611.1, XP_018479511.1, XP_018479505.1, XP_018446968.1, XP_018493519.1
OG0003340	As012G283900	XP_018463795.1, XP_018488701.1
OG0003341	As012G284510, As012G284500	XP_018477360.1, XP_018480143.1, XP_018480141.1
OG0003342	As012G284940	XP_018477618.1, XP_018481031.1, XP_018446672.1, XP_018486283.1
OG0003359	As001G004550	XP_018480266.1, XP_018479048.1, XP_018467821.1
OG0003360	As001G004820	XP_018465025.1, XP_018480244.1, XP_018480263.1, XP_018470799.1, XP_018451193.1
OG0003361	As001G006980	YP_006666000.1
OG0003362	As001G012370	XP_018481488.1
OG0003364	As001G014620	XP_018470921.1, XP_018455977.1
OG0003365	As001G014810	XP_018482020.1, XP_018482016.1, XP_018459414.1, XP_018459413.1
OG0003366	As001G017300, As004G079860	XP_018449414.1, XP_018463585.1, XP_018472102.1
OG0003367	As001G023260	XP_018478796.1, XP_018478432.1
OG0003368	As001G023790	XP_018466756.1, XP_018463878.1
OG0003370	As001G024850	XP_018456430.1, XP_018483301.1
OG0003371	As004G097400	XP_018478026.1
OG0003371	As001G026520	XP_018477153.1
OG0003372	As004G078490	XP_018463036.1
OG0003372	As001G027560	XP_018478824.1
OG0003374	As001G029750	XP_018472149.1
OG0003375	As004G097950	XP_018483583.1
OG0003376	As002G033240, As002G032580	XP_018471948.1, XP_018448408.1, XP_018448406.1, XP_018470521.1, XP_018468194.1, XP_018468196.1, XP_018471947.1, XP_018471946.1
OG0003377	As002G032770	XP_018469795.1
OG0003378	As002G040740	XP_018476580.1, XP_018471241.1
OG0003379	As002G047130	XP_018469332.1
OG0003380	As002G049460	XP_018445952.1, XP_018474908.1, XP_018452473.1
OG0003381	As002G049570	XP_018469517.1, XP_018482283.1, XP_018472186.1, XP_018466784.1
OG0003382	As002G053070	XP_018493200.1, XP_018475886.1
OG0003383	As009G218010	XP_018466009.1, XP_018465184.1
OG0003383	As002G055090	XP_018445330.1, XP_018445156.1
OG0003384	As003G057350	XP_018469979.1, XP_018469976.1, XP_018478640.1
OG0003385	As003G058630, As004G086710	XP_018446744.1, XP_018485256.1
OG0003386	As008G183260, As008G183150, As011G253860	XP_018459191.1
OG0003386	As003G060190	XP_018465437.1, XP_018461424.1, XP_018479179.1
OG0003387	As004G083680	XP_018472463.1, XP_018472464.1
OG0003389	As003G069450, As004G081260	XP_018437639.1
OG0003390	As003G070950	XP_018491904.1, XP_018464443.1
OG0003391	As011G265200	XP_018457662.1
OG0003391	As003G072890	XP_018451621.1, XP_018471950.1, XP_018471964.1
OG0003392	As007G180200	XP_018437137.1, XP_018483956.1
OG0003393	As003G074560	XP_018465236.1, XP_018481103.1
OG0003393	As007G180240	XP_018439593.1
OG0003394	As004G077150	XP_018449055.1
OG0003395	As004G084260	XP_018458958.1, XP_018464692.1
OG0003397	As004G088040	XP_018457028.1
OG0003398	As011G258010	XP_018452118.1
OG0003399	As004G094640	XP_018484667.1
OG0003400	As004G094890	XP_018484081.1, XP_018451284.1
OG0003401	As004G095800	XP_018471261.1
OG0003402	As004G096470	XP_018464043.1, XP_018480601.1
OG0003403	As012G288800	XP_018481489.1, XP_018489933.1
OG0003403	As005G098850	XP_018438691.1
OG0003404	As005G099700	XP_018441439.1, XP_018437948.1, XP_018478262.1, XP_018464362.1
OG0003405	As012G285790, As005G103390	XP_018444714.1, XP_018491577.1, XP_018478390.1, XP_018459605.1
OG0003406	As005G104810	XP_018480908.1
OG0003407	As005G106080, As005G106190	XP_018491493.1
OG0003407	As006G142110	XP_018491826.1
OG0003408	As010G221480	XP_018438447.1
OG0003409	As005G119220	XP_018452675.1
OG0003410	As006G121820	XP_018456205.1
OG0003410	As008G198740	XP_018470171.1
OG0003411	As006G123300	XP_018456004.1
OG0003412	As008G195230	XP_018447835.1, XP_018490949.1
OG0003413	As006G127980	XP_018434491.1, XP_018478294.1
OG0003414	As006G128650	XP_018433010.1
OG0003414	As009G213050	XP_018476440.1
OG0003415	As006G133010, As006G132990	XP_018490993.1, XP_018473718.1
OG0003416	As009G202130	XP_018442098.1
OG0003416	As006G135620	XP_018464059.1
OG0003417	As006G138460	XP_018484304.1
OG0003418	As006G138650	XP_018434342.1, XP_018486219.1
OG0003419	As006G139780	XP_018491098.1
OG0003419	As009G204810	XP_018446578.1
OG0003420	As006G142690, As006G142680	XP_018458719.1, XP_018480853.1
OG0003422	As006G146040	XP_018478354.1, XP_018478165.1
OG0003423	As006G146860	XP_018473351.1
OG0003424	As006G147230	XP_018473145.1
OG0003425	As007G152070	XP_018467344.1, XP_018438966.1, XP_018472429.1, XP_018472428.1
OG0003426	As007G153720	XP_018451953.1
OG0003427	As007G156960	XP_018491433.1
OG0003428	As007G157140	XP_018483423.1, XP_018437006.1
OG0003429	As010G236620	XP_018445823.1
OG0003430	As007G160070, As010G233060	XP_018445969.1, XP_018456071.1
OG0003431	As007G160430	XP_018448298.1, XP_018450269.1, XP_018489148.1, XP_018462374.1, XP_018453435.1
OG0003432	As007G161360	XP_018435773.1, XP_018447769.1, XP_018447756.1, XP_018455966.1
OG0003433	As007G176830	XP_018434710.1, XP_018477333.1
OG0003434	As007G179680	XP_018461525.1, XP_018480291.1, XP_018441641.1, XP_018460423.1
OG0003435	As008G186250	XP_018455591.1
OG0003435	As008G199000	XP_018441803.1
OG0003436	As008G188270, As008G188260	XP_018450060.1, XP_018460009.1, XP_018450100.1, XP_018459388.1, XP_018486546.1, XP_018464428.1, XP_018441520.1
OG0003437	As009G200110	XP_018488540.1
OG0003438	As009G200700	XP_018488873.1, XP_018468078.1
OG0003439	As009G203440	XP_018459141.1, XP_018442509.1
OG0003440	As009G203860	XP_018476756.1, XP_018442203.1, XP_018438437.1, XP_018464551.1
OG0003441	As009G218660	XP_018434268.1, XP_018439913.1, XP_018435579.1, XP_018435578.1
OG0003442	As009G219280	XP_018466241.1
OG0003443	As010G222150	XP_018433933.1
OG0003444	As010G223080	XP_018467211.1, XP_018465720.1, XP_018457465.1, XP_018440623.1
OG0003445	As010G225730	XP_018473462.1, XP_018444149.1
OG0003446	As010G233880	XP_018454302.1, XP_018468764.1, XP_018485863.1
OG0003448	As010G242830	XP_018437586.1
OG0003449	As011G244700	XP_018489272.1, XP_018488741.1, XP_018490999.1, XP_018437747.1, XP_018437736.1
OG0003450	As012G268610	XP_018450209.1, XP_018481279.1
OG0003451	As011G249780, As011G249760	XP_018469450.1
OG0003452	As011G250120	XP_018439685.1, XP_018433674.1
OG0003454	As011G262740	XP_018455177.1, XP_018461152.1, XP_018441848.1, XP_018489255.1
OG0003455	As011G263340	XP_018468715.1, XP_018449258.1, XP_018484957.1
OG0003456	As012G270150	XP_018441445.1
OG0003457	As012G281150	XP_018491034.1
OG0003458	As012G286630, As012G286600	XP_018446529.1
OG0003481	As011G266040	XP_018453230.1
OG0003481	As001G001730	XP_018451164.1, XP_018470693.1
OG0003482	As001G002340	XP_018491781.1
OG0003484	As001G004940	XP_018468053.1, XP_018439965.1
OG0003485	As005G117350	XP_018493346.1
OG0003485	As001G010570	XP_018461792.1, XP_018449377.1, XP_018468025.1, XP_018480782.1
OG0003487	As001G018480	XP_018450959.1, XP_018465404.1, XP_018492384.1, XP_018454376.1
OG0003489	As001G020530	XP_018436756.1
OG0003490	As001G021530	XP_018437165.1, XP_018435518.1
OG0003490	As008G186500	XP_018449539.1, XP_018469185.1
OG0003491	As001G026430	XP_018483860.1
OG0003492	As001G029250	XP_018490433.1, XP_018468051.1, XP_018480976.1
OG0003493	As002G035090	XP_018485474.1, XP_018475922.1
OG0003494	As002G039730	XP_018473296.1
OG0003495	As002G043280, As010G230860	XP_018455648.1, XP_018453660.1, XP_018453332.1, XP_018462475.1, XP_018462276.1, XP_018469377.1
OG0003496	As002G044500	XP_018449712.1
OG0003497	As002G048990	XP_018454344.1, XP_018454343.1, XP_018455528.1
OG0003498	As002G052050	XP_018444679.1
OG0003499	As002G053620	XP_018442151.1, XP_018458588.1, XP_018473287.1
OG0003500	As005G117030	XP_018488472.1, XP_018439924.1
OG0003501	As002G053940	XP_018445453.1, XP_018492718.1, XP_018487588.1
OG0003502	As003G059690	XP_018471362.1, XP_018471361.1, XP_018447213.1, XP_018450876.1
OG0003503	As003G061590	XP_018470054.1, XP_018482004.1
OG0003504	As004G080010	XP_018473025.1, XP_018463904.1
OG0003504	As003G063140	XP_018441321.1, XP_018493576.1
OG0003505	As003G063630	XP_018467424.1, XP_018460202.1
OG0003506	As003G071210	XP_018478912.1, XP_018477035.1
OG0003508	As011G264580	XP_018432874.1
OG0003510	As003G073500	XP_018470452.1
OG0003512	As004G082150	XP_018460395.1, XP_018477608.1, XP_018434676.1
OG0003513	As004G086220	XP_018455077.1, XP_018457907.1
OG0003515	As004G090550	XP_018433596.1
OG0003516	As004G092820, As006G139030	XP_018445218.1, XP_018467655.1
OG0003517	As011G258520, As004G092880	XP_018484368.1, XP_018484687.1
OG0003518	As004G093510	XP_018486142.1
OG0003518	As011G257380	XP_018486877.1
OG0003519	As004G094410	XP_018438569.1
OG0003520	As011G255310, As004G095400, As004G095420	XP_018492739.1, XP_018493291.1, XP_018491190.1
OG0003521	As005G101360	XP_018479748.1, XP_018448936.1, XP_018485361.1, XP_018461136.1
OG0003522	As005G102020, As012G286680	XP_018438503.1
OG0003523	As005G104950	XP_018445174.1, XP_018446314.1, XP_018444208.1, XP_018435063.1
OG0003525	As005G118370	XP_018456899.1, XP_018456898.1
OG0003526	As010G221590	XP_018433784.1, XP_018472304.1
