Orthogroup	Aethionema_saxatile	Brassica_napus
OG0004187	As007G164400	XP_013656996.1, XP_013703974.1, XP_013739719.1, XP_013641392.2, XP_013722627.3, XP_013656505.1
OG0004188	As007G179030, As007G179010	XP_013709984.2, XP_013674756.1
OG0004189	As008G184410	XP_013708913.2, XP_013697919.1
OG0004190	As008G184700, As008G184690	XP_013693687.2, XP_013709815.2, XP_022576406.2, XP_013742607.2
OG0004192	As008G197350	XP_048596565.1, XP_013701761.2, XP_013697103.2, XP_013696397.1
OG0004193	As009G201990	XP_048602356.1, XP_013658748.2, XP_022548753.2, XP_022570906.2
OG0004194	As009G202240	XP_048625076.1, XP_013667589.2, XP_048626385.1, XP_048626396.1, XP_048626667.1, XP_048626669.1, XP_048607942.1
OG0004195	As009G203180	XP_048629283.1, XP_013683081.1, XP_048598193.1, XP_048607972.1
OG0004196	As009G205970	XP_013643937.2, XP_022543424.1, XP_022558175.1, XP_022552950.1, XP_048629342.1
OG0004197	As009G211300	XP_013715212.2, XP_013715375.2, XP_048603049.1, XP_013718837.1, XP_013725621.2, XP_013722505.1
OG0004198	As009G214930	XP_048591097.1, XP_013644011.2, XP_013644012.1, XP_013699933.2, XP_013678151.1
OG0004199	As009G215090, As009G215070	XP_048593569.1
OG0004200	As009G216370	XP_048617937.1, XP_022543382.2, XP_048591052.1
OG0004201	As009G217150	XP_048623060.1, XP_048596167.1
OG0004203	As009G218930	XP_048637844.1, XP_013733679.2, XP_013664563.1, XP_048631141.1, XP_013701506.1
OG0004204	As010G223320	XP_013704130.2, XP_013750061.1
OG0004204	As009G219070	XP_013642899.2
OG0004205	As009G219810	XP_013680590.1, XP_013732320.2, XP_013732331.2, XP_013680589.1, XP_048598931.1, XP_013671822.2
OG0004206	As010G221690	XP_013714027.2, XP_013646854.1, XP_013646856.1, XP_013713882.1
OG0004207	As010G225090, As010G225080, As010G225100, As010G225060, As010G225070	XP_013642526.1, XP_013701153.1, XP_048601696.1
OG0004208	As010G233390	XP_022560839.1
OG0004209	As010G234300	XP_013702837.1, XP_013649491.1, XP_013710766.1, XP_048604391.1, XP_048616055.1, XP_048591807.1
OG0004210	As010G234490	XP_013713880.1, XP_013710117.3, XP_048616052.1, XP_013697165.1, XP_048591799.1, XP_013649496.2, XP_048617313.1
OG0004211	As010G234890	XP_013649004.2, XP_013698439.1
OG0004212	As010G235670	XP_048617491.1, XP_013650027.1, XP_048617493.1, NP_001302849.1, XP_013708150.2, XP_013693861.2, XP_013648683.1, NP_001303048.1
OG0004213	As010G239270	XP_048603620.1, XP_013675600.1, XP_048591750.1, XP_013701605.1, XP_048592188.1, XP_022559635.1
OG0004214	As010G240480	XP_048613433.1, XP_048604554.1, XP_048613435.1, XP_013649607.2, XP_022544907.1
OG0004215	As010G241600, As010G241620	XP_048592337.1, XP_013652460.1, XP_013652510.2, XP_048592338.1
OG0004216	As010G243430	XP_013701180.2, XP_013652071.2, XP_048617600.1, XP_013726986.2, XP_048630827.1, XP_013718163.2, XP_013674945.2
OG0004217	As011G244640	XP_013697421.1, XP_013648231.2, XP_013646706.1, XP_013673183.1
OG0004218	As011G247420	XP_048632420.1, XP_022553907.1, XP_048612979.1, XP_013698815.2
OG0004219	As011G247730	XP_013676029.2, XP_048630554.1, XP_048602277.1, XP_048602204.1, XP_013713863.2, XP_013741024.1, XP_013702998.2, XP_013730302.1, XP_013695201.1
OG0004220	As011G248180, As012G270710	XP_013673063.1, XP_013645192.2, XP_048632429.1, XP_013701724.2, XP_013749747.2, XP_013696663.1
OG0004221	As011G250150	XP_013685972.1, XP_013685979.2
OG0004222	As011G250290, As011G250280, As012G273090	XP_013736493.1, XP_013678179.1
OG0004223	As011G251120	XP_013736460.2, XP_013736458.1, XP_013676582.1, XP_013749328.1, XP_013676583.1
OG0004224	As011G251370, As012G272690	XP_013686796.1, XP_022572177.1, XP_013658608.1, XP_048630849.1, XP_013641541.2, XP_013724576.2, XP_013714424.1, XP_022555901.1
OG0004225	As011G251650	XP_048635389.1, XP_013703709.2, XP_013685896.1, XP_013684927.1, XP_013720588.1, XP_013641284.2, XP_048600469.1
OG0004226	As011G253300	XP_048593468.1, XP_048600426.1, XP_048630304.1, XP_048635259.1, XP_048614790.1, XP_048632507.1, XP_013685045.1
OG0004227	As011G253800	XP_022555720.1, XP_013736595.1, XP_048626498.1, XP_013743105.2, XP_013679695.2, XP_013672482.3, XP_022544560.1
OG0004228	As011G253810	XP_013741133.1, XP_013646672.1, XP_048613424.1, XP_048626499.1, XP_013746741.2, XP_022573417.1, XP_013670245.2
OG0004229	As011G254240	XP_022550034.2
OG0004230	As011G254340	XP_013751544.2, XP_013729903.1, XP_022572302.1, XP_013685081.2, XP_048614711.1, XP_013647909.2, XP_048629074.1
OG0004231	As011G254780	XP_022572315.1, XP_048609214.1, XP_013732914.1, XP_013662977.2, XP_048635193.1, XP_013749207.1, XP_048627961.1, XP_048612902.1
OG0004232	As011G255480	XP_013653031.1, XP_013750554.1
OG0004233	As011G255710	XP_013651477.2, XP_013651476.2, XP_048632538.1, XP_048626419.1, XP_013710536.1, XP_048601647.1, XP_013681807.2
OG0004234	As011G264880	XP_013752528.1, XP_022562959.1, XP_013659287.2, XP_022547418.2, XP_048595587.1, XP_048590974.1, XP_048607625.1
OG0004235	As011G265830	XP_013643275.2, XP_022552921.2, XP_048618217.1, XP_022544303.2
OG0004236	As011G266690	XP_013685583.1, XP_013707108.2, XP_048601371.1, XP_048637680.1
OG0004237	As011G267270, As011G267280	XP_013680243.1, XP_048631172.1, XP_013676584.2, XP_022547081.2, XP_048621066.1
OG0004238	As012G267910	XP_013708381.1, XP_048609519.1, XP_013708737.2, XP_048636874.1, XP_013699060.1, XP_048594454.1, XP_013725283.2
OG0004239	As012G268080	XP_022545410.1, XP_048607467.1, XP_022543830.2
OG0004240	As012G269260	XP_048629877.1, XP_048628094.1, XP_048636909.1, XP_013732907.2, XP_013727918.2, XP_013643641.1, XP_013640465.1, XP_013740271.2, XP_013672984.1
OG0004241	As012G269460	XP_013643343.1
OG0004242	As012G269770	XP_013640597.2, XP_013748855.1, XP_048616446.1, XP_013640598.1, XP_013705513.2, XP_013752497.2, XP_048627154.1
OG0004243	As012G269900	XP_013687843.2, XP_013655473.1, XP_013748845.2, XP_013640590.1
OG0004244	As012G271830	XP_013646359.1, XP_048616386.1, XP_013695814.2, XP_048636960.1, XP_048613062.1, XP_013723624.2, XP_022546413.1
OG0004245	As012G273560, As012G273570	XP_013690122.2, XP_013731551.2, XP_013702972.2, XP_013649382.2
OG0004246	As012G280620, As012G273950	XP_013699260.1, XP_013646493.2, XP_048637444.1, XP_013703412.1
OG0004247	As012G274970	XP_013700854.1, XP_013734278.1, XP_013687128.1, XP_013744639.1, XP_013744544.1, XP_013716921.2, XP_048612247.1
OG0004248	As012G275400, As012G276260	XP_013735893.1, XP_013690212.1
OG0004251	As012G283920	XP_013746400.2, XP_048633875.1, XP_013710203.2, XP_013748974.1, XP_013705435.1, XP_013648400.2
OG0004252	As012G284390	XP_022574150.2, XP_013663539.1, XP_013661235.1
OG0004253	As012G286840	XP_022574223.2, XP_013741985.2
OG0004254	As012G287640	XP_013711885.1, XP_013663899.1
OG0004255	As012G288240	XP_013741886.2, XP_013686144.1, XP_013749452.1, XP_048597328.1
OG0004275	As001G000870	XP_048593669.1, XP_013710171.1, XP_013694453.1, XP_013670950.1, XP_048619158.1, XP_013681446.1
OG0004276	As001G002160	XP_013651606.2, XP_013693193.1
OG0004277	As011G265640, As001G002210	XP_013692783.2, XP_048637044.1, XP_048606443.1, XP_022545751.2, XP_013738265.1, XP_013706600.1
OG0004279	As001G003660	XP_013681577.1, XP_013720351.2, XP_048621603.1, XP_048619231.1, XP_022545357.2, XP_013669765.1
OG0004280	As001G006810	XP_013664233.2, XP_013706883.1, XP_013719622.1
OG0004281	As001G013770	XP_013666341.1, XP_013735215.2, XP_013741668.1, XP_022562849.2, XP_048594817.1, XP_048606356.1
OG0004282	As001G014300	XP_048601107.1, XP_013649232.2, XP_048606337.1, XP_013666762.1, XP_048594796.1, XP_022572794.1, XP_013724998.2
OG0004283	As001G015050	XP_022553686.2, XP_022554046.1, XP_048632910.1, XP_022561359.1, XP_013670590.1, XP_013746828.2
OG0004284	As001G015880	XP_048616635.1, XP_013742797.2, XP_048628486.1, XP_013743286.2, XP_013697600.2, XP_013644552.2, XP_048595031.1
OG0004285	As001G016710	XP_013677342.1, XP_048594516.1, XP_013738901.2, XP_048595002.1, XP_013662280.2, XP_048635485.1, XP_048612866.1
OG0004286	As001G018890, As001G018880	XP_013730265.2, XP_013670137.1
OG0004287	As001G022460	XP_013647540.2, XP_048637302.1, XP_013684346.2, XP_048604243.1, XP_013728338.1, XP_013714036.1
OG0004288	As001G023610	XP_013740627.1, XP_013718050.2, XP_048600054.1
OG0004289	As001G024600	XP_013697407.1, XP_013727535.1, XP_048627813.1, XP_048602863.1, XP_048618417.1, XP_013644804.2, XP_013713966.2, XP_048596693.1
OG0004290	As001G026120	XP_013725084.2, XP_013712149.2
OG0004291	As001G026380, As011G255770	XP_013653015.1, XP_013703283.1, XP_048601645.1, XP_048592684.1, XP_013709925.1
OG0004292	As001G027050	XP_048602945.1, XP_048631461.1, XP_013665672.1, XP_013691174.1, XP_013710418.2, XP_013698031.1, XP_013690739.1
OG0004293	As001G030010	XP_013686331.1, XP_013683663.1, XP_048612161.1, XP_013703608.1, XP_013722377.1
OG0004294	As001G030160	XP_048611192.1, XP_013747763.2, XP_048609296.1
OG0004295	As002G033190	XP_013734488.1, XP_013647866.1, XP_048610393.1, XP_013752090.2, XP_013687790.2, XP_013727396.1
OG0004296	As002G035220	XP_013706217.2, XP_048615267.1, XP_048610722.1, XP_048600725.1, XP_048606126.1, XP_013736017.2
OG0004297	As002G037050	XP_013648175.1, XP_013736143.1, XP_013729581.1, XP_013677101.1, XP_022575530.1, XP_013750145.1
OG0004298	As006G130640, As002G037710	XP_048600655.1, XP_013711945.2, XP_048615209.1, XP_048608950.1, XP_013648193.2, XP_048607495.1
OG0004299	As007G162270, As002G042660	XP_013702665.2, XP_013656335.1, XP_013683295.2, XP_013682844.1, XP_048598037.1, XP_013661445.1
OG0004300	As002G043250	XP_013712134.2, XP_048610430.1, XP_048623913.1, XP_022574998.2
OG0004301	As002G043300	XP_013683320.1, XP_013640539.1
OG0004302	As002G043550	XP_013676304.1, XP_048610302.1, XP_013683331.1, XP_013640551.1, XP_013699268.1, XP_013653769.2
OG0004303	As002G047780	XP_013742134.2, XP_013724490.1, XP_013666883.1, XP_022566868.1
OG0004304	As002G049650	XP_048606665.1, XP_013684019.2, XP_013731898.2, XP_048628629.1, XP_013682453.2, XP_013667105.2, XP_048624797.1
OG0004305	As002G051210	XP_048602117.1, XP_013678163.1
OG0004306	As006G141850, As002G051270	XP_013667930.1, XP_022549285.1, XP_013728235.2, XP_022554339.1, XP_013679675.1, XP_013640512.1
OG0004307	As002G051350	XP_013727180.2, XP_048625224.1, XP_048625612.1, XP_013653782.1
OG0004309	As002G054450	XP_013715555.2, XP_048623115.1, XP_013692121.1, XP_048603319.1
OG0004310	As002G054710	XP_048607820.1, XP_013680366.2, XP_022554006.1, XP_013730180.1, XP_013715232.2
OG0004312	As003G056690	XP_048629121.1, XP_048594686.1, XP_048607221.1
OG0004313	As003G057420	XP_013653012.1, XP_048601461.1, XP_013656061.2, XP_013715955.1, XP_048627966.1, XP_048632830.1, XP_013741351.2, XP_013701272.1
OG0004314	As003G058230	XP_013733836.1, XP_048627603.1, XP_048629247.1, XP_013737514.2, XP_013740523.1
OG0004315	As003G058610	XP_048596048.1, XP_013655893.2, XP_048618933.1, XP_022572534.2, XP_013717437.2, XP_013685686.2, XP_013659526.1
OG0004316	As003G058920	XP_013717407.2, XP_013741406.1, XP_013723714.2, XP_013723712.2, XP_013654835.2, XP_013669289.1, XP_013669852.1
OG0004317	As003G059020	XP_022569368.1
OG0004318	As003G060620	XP_013701671.2, XP_022555837.2, XP_013737622.2, XP_048618987.1, XP_013733975.1, XP_013672085.1
OG0004319	As003G060790, As003G060800	XP_013737616.2, XP_048618991.1, XP_013671183.2, XP_013738064.1
OG0004320	As003G061430, As003G061420	XP_013718106.1, XP_013659999.1
OG0004321	As003G062130	XP_013671499.2, XP_013710275.2, XP_013671852.2, XP_013656452.2, XP_048607277.1, XP_013644246.1, XP_048619104.1
OG0004322	As003G062240, As010G221830	XP_048596806.1, XP_048628534.1, XP_013684081.1, XP_048631982.1
OG0004323	As003G063810	XP_013739171.3
OG0004324	As006G145530, As003G067450	XP_013691332.1, XP_013749201.2, XP_048635203.1, XP_013641966.1, XP_013751658.1, XP_013719683.1, XP_022572310.1
OG0004326	As003G070110	XP_013681394.1, XP_013655092.2, XP_022547470.1, XP_013659667.2, XP_013651542.1, XP_013670210.1, XP_013731555.1
OG0004327	As003G071060	XP_013662461.1, XP_013707091.1, XP_048593858.1, XP_048606253.1, XP_022544415.2, XP_013732815.1
OG0004328	As003G071160	XP_013662448.1, XP_013706935.1, XP_013718353.1, XP_048592555.1, XP_048621551.1, XP_048594570.1
OG0004329	As003G071370, As003G071360	XP_048617794.1, XP_022545282.1, XP_022558032.1, XP_013704106.2, XP_022547578.2, XP_022564686.2
OG0004330	As003G072100	XP_048601050.1, XP_048634527.1
OG0004331	As003G073090	XP_013729073.2, XP_013665354.1, XP_048628469.1, XP_013681460.1, XP_013655022.1, XP_013746539.1, XP_013705184.1
OG0004332	As003G073170	XP_013733371.1, XP_013738481.2, XP_048619376.1, XP_022572838.1, XP_013681463.2, XP_048607399.1, XP_013656621.1
OG0004333	As004G083380	XP_013735978.1, XP_013656077.2, XP_013748711.1, XP_013677016.1
OG0004335	As004G087240	XP_048623526.1, XP_048596566.1
OG0004336	As004G091550	XP_013685126.2, XP_013736746.2
OG0004337	As004G091730	XP_013661779.1, XP_013701660.1
OG0004338	As004G092930	XP_013698452.1, XP_013683369.1, XP_013655149.2, XP_013690972.1
OG0004339	As004G095500, As011G255130	XP_013707969.1, XP_013686098.1, XP_013742815.2, XP_022569754.2
OG0004341	As004G095920	XP_013706862.2, XP_048628117.1, XP_048628249.1, XP_048627413.1, XP_013730399.2, XP_013738437.1, XP_013702605.1, XP_013655689.1, XP_048621908.1
OG0004342	As012G267840, As011G267630, As004G098550	XP_048594466.1, XP_013725280.2
OG0004343	As012G288780, As005G098860	XP_013717533.1, XP_013746271.1
OG0004344	As005G099940	XP_013740670.1, XP_013740659.2, XP_013751988.2, XP_013685961.1, XP_013752016.1, XP_013688170.2
OG0004345	As005G100750	XP_048608672.1, XP_013734845.2, XP_013750939.2, XP_013688228.1, XP_013711506.1, XP_013743296.2
OG0004346	As005G100950	XP_048605375.1, XP_013740655.1, XP_013725838.1
OG0004347	As005G102940	XP_013686810.1, XP_013687290.1, XP_013702153.1
OG0004348	As005G104170	XP_048611200.1, XP_013690851.2, XP_013717348.1, XP_013688640.2, XP_013681187.1, XP_022576014.1
OG0004349	As005G104940	XP_013648366.2, XP_013728406.1
OG0004350	As005G110660	XP_013682008.2, XP_048627467.1, XP_013667342.2, XP_013736371.1, XP_048617166.1, XP_048602441.1
OG0004351	As006G142910, As005G111560	XP_013744816.2, XP_013687985.1
OG0004352	As005G111570	XP_013695153.1, XP_013695252.1, XP_013752164.1, XP_013690501.1, XP_013747364.2, XP_013734541.1, XP_013716918.1
OG0004353	As010G226220, As010G226230, As005G113390	XP_013712874.2, XP_013723499.1, XP_013680562.1, XP_013715926.1, XP_013665880.1, XP_048623320.1
OG0004354	As005G115740	XP_013732479.2, XP_013682386.2, XP_013713037.2, XP_048606318.1, XP_048624909.1, XP_048598949.1
OG0004355	As005G116660	XP_013722050.1, XP_048603230.1, XP_013675456.2, XP_013675570.1, XP_022543966.1
OG0004356	As005G117010	XP_013643012.1, XP_013643193.2, XP_048603245.1, XP_048630911.1, XP_013678465.2, XP_013661299.1, XP_013652792.1
OG0004357	As005G118520	XP_048590935.1, XP_013714657.1, XP_048625316.1, XP_048598385.1
OG0004358	As005G119610	XP_013690953.1, XP_048592780.1, XP_022547411.1, XP_022566084.1, XP_013672951.2, XP_013727473.1
OG0004359	As005G119720	XP_013653582.1, XP_013686250.2, XP_048628835.1, XP_013661337.2, XP_022570087.1, XP_013733581.2, XP_013727443.2
OG0004360	As008G199550	XP_048592730.1, XP_013721790.1, XP_013722202.2, XP_048598002.1
OG0004361	As006G121370	XP_013718212.1, XP_048595117.1, XP_048625459.1, XP_048605964.1, XP_013703524.1
OG0004362	As006G123980	XP_013703002.2, XP_013719331.2, XP_013697557.2
OG0004363	As006G125290	XP_048634381.1, XP_022571101.1, XP_013683459.2, XP_048631089.1, XP_013748476.2, XP_048636691.1
OG0004364	As008G196110, As006G125340	XP_013683454.1, XP_013734226.1, XP_013642125.1, XP_013748472.1, XP_022558045.1, NP_001303025.1
OG0004365	As006G127270, As008G194240	XP_013716424.1, XP_048599428.1, XP_013697926.2, XP_013660621.2, XP_048594268.1
OG0004366	As006G127430	XP_022567090.1, XP_013748757.2, XP_013740464.2, XP_013746602.2, XP_048609976.1, XP_048634316.1
OG0004367	As006G127590	XP_048634873.1, XP_048609960.1, XP_013730578.2, XP_048613777.1
OG0004368	As006G128080	XP_048609917.1, XP_013643593.2, XP_048630481.1, XP_013683259.2, XP_048636795.1, XP_048610267.1
OG0004369	As006G128150	XP_013733953.1, XP_048608367.1, XP_022573968.2, XP_013662685.1, XP_048610272.1, XP_013748816.1
OG0004370	As006G128230, As006G128220	XP_013740427.2, XP_013680778.1, XP_048633822.1, XP_013752427.2, XP_048630588.1, XP_013721124.1
OG0004372	As009G206020, As006G132780	XP_048614339.1, XP_048636264.1, XP_013750697.2
OG0004373	As006G135750	XP_013750928.2, XP_048614243.1, XP_048614251.1, XP_013682554.2, XP_048601978.1, XP_048606008.1, XP_048632179.1
OG0004374	As006G138530	XP_013684516.2, XP_013732138.2, XP_013732409.2
OG0004375	As009G206280, As006G138610, As006G138590	XP_022569042.2, XP_048625662.1, XP_048629358.1, XP_022561442.2, XP_048603951.1
OG0004376	As006G138730	XP_013677650.2, XP_013657294.1, XP_048626540.1, XP_048626531.1, XP_048636095.1, XP_022572224.2, XP_013684504.1
OG0004377	As006G139470	XP_048618163.1, XP_048602045.1, XP_013696686.2, XP_022558808.2
OG0004378	As006G139690	XP_013680995.1, XP_013740927.1, XP_048618532.1, XP_013725512.2, XP_013732673.2, XP_013695874.2
OG0004379	As006G140010	XP_048606087.1, XP_013735903.2, XP_013687965.2, XP_048600828.1, XP_048615361.1, XP_013714338.2
OG0004380	As006G141010	XP_022555162.1, XP_022571999.2, XP_048636024.1, XP_022558422.1, XP_048629776.1
OG0004381	As006G144560	XP_048630474.1, XP_048630055.1, XP_048610584.1, XP_022574291.2, XP_013687542.1, XP_013683590.1, XP_013734331.2
OG0004382	As006G144700	XP_013691037.1, NP_001302631.1, NP_001302482.1, XP_048608461.1
OG0004383	As006G145490	XP_013687617.2, XP_048611043.1, XP_048610547.1, XP_048610546.1, XP_048636526.1
OG0004384	As006G146160	XP_048612474.1, XP_013748339.2
OG0004385	As007G152550, As007G152530	XP_013682919.2, XP_013698921.1, XP_048629293.1, XP_048638329.1, XP_013692505.2, XP_013710049.1, XP_013659562.2
OG0004386	As010G240780, As007G154150	XP_013653860.2, XP_048597605.1, XP_022571281.1, XP_013641752.2, XP_013723349.2
OG0004387	As007G154430	XP_048616000.1, XP_022566211.2, XP_013702495.1, XP_013649643.1
OG0004388	As007G154920	XP_013646693.1, XP_013723341.1
OG0004389	As007G155160	XP_013749381.2, XP_048597560.1, XP_022551997.2, XP_013655214.1, XP_013641842.2, XP_048614197.1
OG0004390	As007G157430	XP_013722151.2, XP_048622455.1, XP_048638521.1, XP_048612745.1
OG0004391	As010G234860	XP_013652188.2, XP_048631368.1, XP_013649525.1, XP_048616047.1, XP_013672399.1
OG0004391	As007G158670	XP_013691343.1, XP_013691650.1
OG0004392	As007G159020	XP_048612898.1
OG0004393	As007G160690, As007G160670	XP_013721773.1, XP_013651576.2, XP_048606751.1, XP_048593951.1, XP_013646762.2, XP_013695610.1
OG0004394	As007G161540	XP_013662721.1, XP_013708565.2, XP_013657138.1, XP_013657198.1
OG0004395	As007G163610	XP_013706278.2, XP_048619404.1, XP_048600123.1, XP_013739528.2
OG0004396	As007G178290	XP_013743869.1, XP_048633651.1, XP_013671060.2
OG0004398	As008G184470	XP_013641251.2, XP_013697456.1, XP_013696439.1, XP_013663516.1, XP_048621284.1, XP_013657314.1, XP_013677843.1
OG0004399	As008G184550	XP_013657310.2, XP_013677855.2, XP_048621287.1, XP_013697944.2, XP_013742597.2, XP_048613969.1
OG0004400	As008G185490	XP_013747931.1, XP_013657470.1, XP_013708218.1, XP_013671785.2, XP_013711461.1, XP_013732210.2
OG0004401	As008G186530	XP_013655257.1, XP_013701128.1, XP_013653133.1, XP_013676236.1
OG0004402	As008G186970	XP_013655357.1, XP_013710702.1, XP_013651522.2, XP_013663642.2
OG0004403	As008G187820	XP_013716119.1, XP_048621357.1, XP_022546143.1, XP_048622269.1, XP_048638063.1, XP_048627714.1, XP_013640938.1, XP_013645933.2
OG0004404	As008G189000	XP_022559233.2, XP_022576321.2, XP_013750886.2, XP_013657673.1
OG0004405	As008G191210	XP_013657586.2, XP_013729485.2
OG0004406	As008G191790	XP_048621614.1, XP_013657578.1, XP_013711226.1, XP_022576291.2
