Orthogroup	Aethionema_saxatile	Arabidopsis_lyrata_NCBI
OG0002362	As004G097290	XP_020874720.1
OG0002363	As001G026840	XP_002875417.1, XP_020874168.1
OG0002364	As001G029260	XP_002888457.1
OG0002365	As001G029650	XP_020890942.1
OG0002365	As004G076890	XP_020872210.1
OG0002366	As001G031630	XP_002892700.1, XP_020869779.1, XP_002886438.1
OG0002367	As002G048220	XP_020871814.1
OG0002368	As002G033500, As002G033510	XP_002879905.1
OG0002369	As002G033860	XP_020883642.1
OG0002370	As005G107180	XP_020878516.1
OG0002371	As002G034980	XP_002882643.1
OG0002371	As005G108380	XP_020878194.1
OG0002372	As002G036740	XP_020887854.1
OG0002372	As009G213590	XP_020875962.1
OG0002373	As002G038720	XP_002884884.1
OG0002374	As002G040940	XP_002869709.1, XP_020871229.1
OG0002375	As003G061380	XP_002867714.1
OG0002375	As002G043310	XP_002865853.1
OG0002376	As002G044030	XP_002865901.1
OG0002377	As006G132320	XP_002869563.1
OG0002377	As002G045900	XP_002866028.1, XP_002862155.2
OG0002378	As006G132580	XP_020873487.1
OG0002378	As002G046560	XP_020871942.1
OG0002379	As002G048600	XP_002864489.1
OG0002380	As005G117870	XP_020871117.1
OG0002380	As002G053410	XP_002873431.1
OG0002381	As002G054200	XP_002871349.1
OG0002381	As005G116610	XP_002866567.1
OG0002382	As002G054990	XP_020877566.1
OG0002382	As009G217890	XP_020871206.1
OG0002383	As004G088440	XP_002865216.1
OG0002383	As003G056960	XP_002867988.1
OG0002384	As004G086770	XP_002862972.1, XP_020877555.1
OG0002385	As004G086410	XP_002872758.1
OG0002385	As003G059010	XP_020872174.1
OG0002387	As007G179590	XP_002878679.1
OG0002389	As003G075930	XP_020872526.1, XP_020885486.1, XP_002879550.2
OG0002390	As004G079660	XP_020882940.1, XP_020868032.1
OG0002392	As004G086380	XP_020872172.1, XP_002872755.1
OG0002393	As004G093590	XP_020875741.1
OG0002393	As011G257490	XP_020886113.1
OG0002394	As004G094020	XP_020876339.1
OG0002394	As011G256530	XP_020886497.1
OG0002395	As011G256330, As004G094350	XP_020876481.1
OG0002396	As011G255320	XP_002883421.1
OG0002396	As004G095390	XP_002868289.1
OG0002397	As004G097460	XP_020872222.1, XP_002875384.1
OG0002398	As005G098570	XP_020883659.1
OG0002398	As012G288950	XP_002876706.1
OG0002399	As005G099170	XP_002880319.1
OG0002400	As005G100690	XP_020884624.1
OG0002400	As012G287710	XP_020880822.1
OG0002401	As005G101260	XP_020883116.1
OG0002401	As012G287290	XP_020881562.1
OG0002402	As005G101600	XP_020885583.1
OG0002402	As012G287030	XP_020880419.1
OG0002403	As005G103330, As010G239880	XP_020890527.1
OG0002404	As005G103860	XP_002880047.1
OG0002404	As009G216560	XP_002874165.1
OG0002405	As005G105420, As005G105440, As005G105430	XP_020890784.1, XP_020890785.1
OG0002406	As005G111770	XP_002873999.1, XP_002877256.1
OG0002407	As010G227090	XP_002877267.1
OG0002408	As010G225340	XP_002877395.1
OG0002408	As005G114180	XP_002864689.1
OG0002409	As005G117920	XP_002864928.1, XP_002866300.1
OG0002410	As010G221420	XP_020881265.1
OG0002410	As005G119040	XP_002864993.1
OG0002411	As007G154010	XP_020868336.1
OG0002411	As010G240950, As006G120970	XP_002888894.2
OG0002412	As006G121270	XP_020870063.1, XP_020878512.1
OG0002413	As008G198970	XP_002892051.1
OG0002414	As008G197140	XP_020870310.1
OG0002414	As006G123790	XP_020876365.1
OG0002415	As006G124690	XP_002863626.1, XP_002889495.1
OG0002416	As006G125040	XP_020871105.1
OG0002416	As008G196270	XP_002892210.1
OG0002417	As006G125930	XP_002881247.1
OG0002417	As008G195600	XP_002892253.2
OG0002418	As006G126740	XP_020882956.1
OG0002418	As008G194760	XP_020869875.1
OG0002419	As008G193350	XP_002892358.1
OG0002419	As006G127970	XP_020885041.1
OG0002420	As006G130200	XP_020883831.1
OG0002421	As006G130420	XP_020869182.1
OG0002422	As006G132600	XP_002866062.1
OG0002423	As006G135160	XP_020886903.1, XP_002871671.1
OG0002424	As009G201660	XP_020876588.1
OG0002424	As006G135400	XP_002884317.1
OG0002425	As006G135440	XP_020886908.1
OG0002425	As009G201750	XP_020876597.1
OG0002426	As009G201930	XP_002873752.1
OG0002427	As006G136130	XP_002882275.2
OG0002427	As009G202970	XP_020878395.1
OG0002428	As006G137190	XP_002882318.1
OG0002428	As009G204040	XP_020876694.1
OG0002430	As006G141940, As011G249920	XP_020887356.1
OG0002431	As012G281710	XP_020880106.1
OG0002431	As006G143550	XP_020883744.1
OG0002432	As006G143880	XP_002862522.2
OG0002433	As007G152330	XP_020868127.1
OG0002434	As007G153130	XP_002890182.1
OG0002435	As010G240000	XP_020889602.1
OG0002435	As007G154550	XP_002892990.1
OG0002436	As007G157780	XP_002890461.1
OG0002436	As010G235980	XP_020891230.1
OG0002437	As007G158170	XP_020869441.1
OG0002438	As007G158300	XP_020869193.1, XP_002889178.1
OG0002439	As010G235050	XP_002887419.1
OG0002439	As007G158550	XP_020869833.1
OG0002440	As007G158900, As007G163640	XP_002875714.1
OG0002441	As007G159190	XP_002890550.1
OG0002441	As010G233950	XP_020891382.1
OG0002442	As010G233340	XP_020891128.1
OG0002442	As007G159670	XP_002890588.1
OG0002443	As007G160590	XP_002890648.1
OG0002443	As010G232560	XP_002888720.1
OG0002444	As010G231580	XP_020890218.1
OG0002444	As007G161090	XP_002893414.1
OG0002445	As007G165530	XP_002869670.1
OG0002446	As007G166970	XP_002869548.1
OG0002447	As007G167050	XP_020875746.1, XP_002880697.1
OG0002448	As007G180990, As010G220930	XP_020879769.1, XP_020866548.1
OG0002449	As008G184400	XP_002892721.1, XP_002875327.1
OG0002450	As008G190820	XP_002892438.1
OG0002451	As008G191270	XP_002892430.1
OG0002452	As008G192830	XP_020866942.1
OG0002453	As008G197420	XP_020876277.1, XP_020870643.1
OG0002454	As008G197430	XP_020869078.1, XP_020877396.1
OG0002455	As009G202980	XP_002873808.1
OG0002456	As009G203970, As011G262850	XP_020877797.1
OG0002457	As009G205150	XP_002873352.2
OG0002458	As009G207430	XP_020882499.1, XP_020882502.1
OG0002459	As009G219300	XP_002866520.1, XP_020880346.1
OG0002460	As009G219940	XP_002873297.1, XP_020886393.1
OG0002461	As010G220310	XP_002877797.1
OG0002462	As010G236970	XP_020891572.1
OG0002463	As010G237210	XP_002887633.1
OG0002464	As010G239170	XP_002887537.2
OG0002465	As010G244070	XP_002890101.1, XP_002889306.1
OG0002466	As011G246020	XP_020886751.1, XP_002891794.1
OG0002467	As011G246390	XP_020867403.1, XP_020889074.1
OG0002468	As012G269940	XP_020867138.1
OG0002468	As011G247340	XP_020887173.1
OG0002469	As012G274440	XP_020872617.1
OG0002469	As011G249070	XP_002885173.1
OG0002470	As011G249540	XP_020889207.1
OG0002471	As011G249710	XP_020889110.1
OG0002471	As012G273810	XP_002891428.1
OG0002472	As011G249830	XP_002885229.1
OG0002472	As012G273760	XP_002894113.1
OG0002473	As011G250030	XP_020887875.1, XP_002891444.1
OG0002474	As011G254520	XP_020886727.1, XP_002862235.1, XP_002885301.1
OG0002475	As011G255010	XP_002870309.1, XP_002885543.1
OG0002476	As011G260880	XP_020885863.1
OG0002477	As011G267110	XP_002886278.2, XP_020875529.1
OG0002478	As012G282460	XP_020888949.1
OG0002478	As012G269880	XP_020867177.1
OG0002479	As012G275080	XP_020885164.1, XP_002865177.1
OG0002480	As012G282910	XP_020882576.1, XP_002881740.2
OG0002494	As011G267440	XP_020888696.1
OG0002494	As001G000070	XP_020874855.1
OG0002495	As001G000720	XP_020873904.1, XP_020873893.1, XP_020873895.1
OG0002496	As007G180720, As001G002930	XP_002868898.1
OG0002497	As002G048780	XP_020877509.1
OG0002497	As001G003770	XP_020874806.1
OG0002498	As001G003890	XP_002867293.1, XP_002880602.1
OG0002499	As001G012010, As001G010780, As005G113250	XP_020876661.1
OG0002499	As010G226320	XP_020881513.1
OG0002500	As001G013480	XP_002867129.1, XP_002883891.1
OG0002502	As004G079730	XP_002862198.1, XP_002881383.1
OG0002503	As008G189320, As001G018590, As001G018580	XP_002868724.1, XP_002892475.1, XP_020866298.1
OG0002504	As001G019510	XP_020891145.1
OG0002504	As008G187560	XP_020868182.1
OG0002505	As008G187280	XP_020867484.1
OG0002505	As001G020220	XP_002888188.1
OG0002506	As001G020640	XP_020890974.1
OG0002506	As008G187030	XP_020867232.1
OG0002507	As008G182970	XP_020881111.1
OG0002508	As001G023960	XP_002875197.1
OG0002508	As008G183400	XP_002892782.1
OG0002509	As001G024220	XP_020882378.1
OG0002510	As008G184420	XP_002892719.1
OG0002510	As001G025530	XP_002875330.1
OG0002511	As001G027330	XP_002877133.1, XP_002877148.1
OG0002512	As001G030940	XP_002878314.1
OG0002512	As012G268260	XP_002894516.1
OG0002513	As002G036190	XP_002882691.1
OG0002513	As009G214160	XP_020875948.1
OG0002514	As009G213190	XP_002873212.1
OG0002515	As009G212380	XP_002871210.2
OG0002515	As002G037470	XP_002882740.1
OG0002516	As002G044340, As007G164890	XP_002869661.1, XP_002869660.1
OG0002517	As002G045300	XP_020872061.1, XP_002864247.1
OG0002518	As002G047320	XP_020871603.1
OG0002518	As006G134700	XP_020873466.1
OG0002519	As002G047340	XP_002867553.1
OG0002520	As002G047720	XP_020871165.1
OG0002521	As002G051220	XP_002873546.1, XP_020879378.1
OG0002522	As002G053700	XP_020879187.1
OG0002522	As005G117400	XP_020885073.1
OG0002523	As003G055760	XP_020874564.1
OG0002523	As004G091100	XP_020882622.1
OG0002524	As004G084950	XP_020877705.1
OG0002524	As003G060810	XP_020873622.1
OG0002525	As004G080270	XP_002872439.1
OG0002525	As003G063820	XP_002891184.1
OG0002526	As003G071140	XP_002890878.1
OG0002526	As007G164530	XP_020873436.1
OG0002527	As004G078670	XP_002879526.1
OG0002527	As003G071590	XP_002890913.1
OG0002528	As011G264850	XP_020887365.1
OG0002528	As003G072370	XP_020874030.1
OG0002529	As003G073400	XP_002866966.2
OG0002529	As007G179540	XP_020884084.1
OG0002530	As003G073920	XP_020872539.1
OG0002531	As003G074720	XP_020883256.1, XP_002866900.1
OG0002532	As007G180670	XP_020884877.1
OG0002532	As003G075500	XP_020891557.1
OG0002533	As003G076500	XP_020880858.1, XP_020880860.1, XP_020872872.1
OG0002534	As004G080330, As004G080320	XP_002872428.1, XP_020878781.1, XP_002872432.1
OG0002535	As004G084730	XP_020876839.1, XP_002869795.1
OG0002536	As004G085350	XP_002874786.1
OG0002537	As004G085480	XP_002872675.1
OG0002538	As004G095080	XP_020872048.1, XP_002868319.1
OG0002539	As004G095560	XP_002868281.1
OG0002539	As004G095510	XP_002868282.1
OG0002540	As004G096620	XP_002868197.1
OG0002541	As012G288940	XP_002876705.1
OG0002541	As005G098580	XP_020883654.1
OG0002542	As005G100920	XP_002880222.1, XP_020882533.1
OG0002543	As005G101310	XP_002880197.1
OG0002543	As012G287170	XP_020881599.1
OG0002544	As005G103360	XP_002881933.1
OG0002544	As008G195470	XP_002878296.1
OG0002545	As005G105890, As005G105610, As005G105930	XP_020883282.1
OG0002545	As012G283910	XP_020879650.1
OG0002546	As005G105700, As005G105720	XP_002879950.1
OG0002547	As012G283750	XP_002876402.2
OG0002547	As005G106150	XP_020883888.1
OG0002548	As005G108450	XP_002879747.1, XP_020876507.1
OG0002549	As005G111540	XP_020885734.1
OG0002550	As010G227270	XP_020878286.1
OG0002551	As010G224410	XP_020880068.1
OG0002551	As005G115520	XP_002866337.1
OG0002552	As010G222510	XP_020880963.1
OG0002552	As005G116390	XP_002864849.1
OG0002553	As005G119590	XP_002866718.1
OG0002553	As010G221160	XP_002877738.1
OG0002554	As005G120110, As005G120120, As005G120130	XP_020871875.1
OG0002555	As006G122230	XP_020876780.1
OG0002555	As008G198480	XP_020866515.1
OG0002556	As006G122430	XP_020875892.1
OG0002556	As008G198330	XP_002889391.2
OG0002557	As006G127180	XP_020869101.1, XP_002881177.1
OG0002559	As006G133130	XP_002884277.1
OG0002559	As009G200430	XP_002873685.1
OG0002560	As009G201240	XP_002871661.1
OG0002560	As006G134910	XP_002882198.1
OG0002561	As009G202670	XP_020878205.1
OG0002561	As006G135920	XP_020886852.1
OG0002562	As009G206940	XP_020876929.1
OG0002562	As006G138150, As006G138130	XP_002882384.1
OG0002563	As006G138330	XP_002863495.1, XP_002863498.1
OG0002564	As006G139890	XP_020888920.1, XP_002873915.1
OG0002565	As006G144620	XP_020883732.1
OG0002566	As006G146200	XP_020885556.1
OG0002567	As007G152810	XP_002890159.1, XP_002889248.1, XP_002862214.2
OG0002568	As010G238200	XP_020890669.1
OG0002568	As007G155930	XP_020867330.1
OG0002569	As010G237410	XP_002889058.1
OG0002569	As007G156520	XP_020867039.1
OG0002571	As010G236920	XP_020890853.1
OG0002571	As007G156990	XP_020870745.1
OG0002572	As007G157610	XP_020890502.1, XP_020867724.1
OG0002573	As010G233140	XP_020865872.1
OG0002573	As007G160020	XP_002890610.1
OG0002574	As007G161070	XP_020870988.1
OG0002574	As010G231590	XP_020890219.1
OG0002575	As008G182790	XP_002892818.1, XP_002885714.1
OG0002576	As008G184220	XP_002880872.1, XP_002889988.1, XP_002862782.2
OG0002577	As008G192700	XP_020869988.1
OG0002578	As008G193730, As008G193760	XP_002892337.2, XP_002892336.2
OG0002580	As008G194790	XP_002881209.1, XP_020866809.1
OG0002581	As008G198400, As008G198390	XP_002889387.2, XP_020866060.1
OG0002582	As009G213250	XP_020883883.1
OG0002583	As010G221700	XP_020880299.1
OG0002583	As009G215910	XP_020879175.1
OG0002584	As009G219490	XP_020891578.1
OG0002585	As010G224650	XP_002875777.1, XP_020885428.1
OG0002586	As010G231040	XP_002888672.1, XP_020881797.1, XP_020880013.1
OG0002587	As010G238060	XP_020872330.1, XP_002887852.2, XP_002890352.1, XP_020891357.1
OG0002588	As010G239220	XP_020865590.1
OG0002589	As010G241020	XP_020891522.1
OG0002590	As011G246160	XP_002882868.1
OG0002590	As010G241320, As012G269200	XP_002894477.1
OG0002591	As011G245450	XP_002882828.1
OG0002591	As012G268620	XP_020868902.1
OG0002592	As012G269150	XP_002891792.1
OG0002592	As011G246080	XP_002885006.1
OG0002593	As012G270160	XP_002891720.1
OG0002593	As011G247650	XP_002885090.1
OG0002594	As012G270470	XP_020867819.1
OG0002594	As011G247800	XP_020887649.1
OG0002595	As012G270810, As011G248280	XP_020888096.1
OG0002596	As011G248880	XP_020889139.1
OG0002596	As012G274650	XP_020874798.1
OG0002597	As011G249380	XP_020889131.1
OG0002597	As012G274080	XP_020868223.1
OG0002598	As011G249910	XP_020889084.1, XP_020866277.1
OG0002600	As011G255050	XP_020886895.1, XP_020872163.1
OG0002601	As011G263820	XP_020882664.1, XP_020872657.1
OG0002602	As012G267890	XP_020870119.1, XP_020889350.1
OG0002603	As012G271860	XP_002891637.1
OG0002604	As012G273030	XP_002894166.1, XP_020869379.1
OG0002605	As012G282930	XP_002876367.1, XP_020884093.1, XP_002879892.1
OG0002606	As012G284350	XP_020879884.1, XP_020884977.1
OG0002607	As012G286060, As012G286070	XP_020882373.1
OG0002622	As011G266930	XP_002885991.1
OG0002622	As001G000680	XP_020872483.1
OG0002623	As001G003260	XP_002878743.1, XP_020873046.1
OG0002624	As006G132160	XP_020884980.1
OG0002624	As001G006190	XP_002869242.1
OG0002625	As289G297790, As160G296640, As419G298080, As205G296950, As240G297400	YP_009357293.1
OG0002626	As011G263160	XP_002884158.1
OG0002626	As001G014170	XP_020875581.1
OG0002627	As001G014270	XP_002867112.1
OG0002627	As011G263300	XP_020888549.1
OG0002628	As011G263570	XP_002886069.1, XP_002886070.1
OG0002628	As001G014800	XP_020874660.1
OG0002629	As004G078820	XP_020884508.1
OG0002629	As001G015750	XP_020866098.1
OG0002630	As004G079350	XP_020885695.1, XP_002862723.1
OG0002631	As004G083150	XP_002862393.2, XP_002879567.1
OG0002631	As001G017580	XP_020873153.1
OG0002632	As001G019060	XP_020868301.1, XP_002889738.1
OG0002633	As008G188110	XP_002889763.1
OG0002634	As001G019900	XP_002888209.1
OG0002634	As008G187830	XP_020870947.1
OG0002635	As001G021860	XP_002889871.1, XP_002888072.1
OG0002636	As001G022990	XP_002892825.1
OG0002637	As008G183390	XP_020868416.1
OG0002637	As001G023970	XP_020881186.1
OG0002638	As001G024740	XP_020881261.1
OG0002638	As008G183930	XP_020870882.1
OG0002639	As001G025840	XP_020881280.1
OG0002639	As005G107930	XP_020877319.1
OG0002640	As001G027310	XP_020879711.1
OG0002641	As004G078380	XP_020872983.1
OG0002641	As001G027640	XP_002877155.1
OG0002642	As001G028250	XP_002888582.1, XP_002868761.1
OG0002643	As004G077380	XP_020875292.1
OG0002643	As001G028850	XP_020890498.1
OG0002644	As001G029730	XP_020890877.1
OG0002645	As002G048900	XP_020880675.1, XP_020871460.1
OG0002645	As002G032620	XP_020873374.1
OG0002646	As002G035470	XP_020886428.1
OG0002647	As007G163080, As007G163060	XP_020873699.1
OG0002647	As002G039660	XP_020879819.1
OG0002648	As002G044830	XP_002864227.1, XP_002869531.1
OG0002649	As004G083470, As002G045400	XP_020879132.1
OG0002650	As002G046120	XP_020870694.1
OG0002651	As002G046390	XP_002866053.1
OG0002651	As006G132490	XP_002869573.1
OG0002652	As002G049070	XP_002864515.1
OG0002652	As011G265690	XP_002884185.1
OG0002653	As002G052290	XP_020876737.1
OG0002653	As009G215520	XP_020878484.1
OG0002654	As005G118680	XP_002866683.1, XP_020873364.1
OG0002654	As002G052650	XP_020876730.1
OG0002655	As002G053250	XP_020879335.1, XP_002864945.1
OG0002656	As005G117600	XP_002866625.1
OG0002656	As002G053570	XP_002873419.1
OG0002657	As003G056450	XP_020873126.1
OG0002657	As004G089010	XP_002863399.1, XP_020872196.1
OG0002658	As003G058870	XP_002867869.1, XP_020872102.1
OG0002659	As003G060340	XP_002867778.1
OG0002660	As004G085180	XP_020877700.1
OG0002660	As003G060580	XP_020873564.1
OG0002661	As003G061470	XP_020873266.1
OG0002661	As004G084490	XP_020877827.1
OG0002662	As003G063950	XP_002891197.1
OG0002662	As004G080190	XP_002872452.1
OG0002663	As004G081750	XP_020885082.1
OG0002663	As003G068530	XP_020867716.1
OG0002664	As003G072000, As003G071990	XP_002869067.1, XP_002869069.1
OG0002665	As011G264930	XP_020887935.1
OG0002666	As003G072660	XP_002867011.1
OG0002667	As003G072790	XP_002867006.1
OG0002667	As011G265360	XP_020886356.1
OG0002668	As003G073280, As003G073270	XP_020872105.1, XP_020872106.1
OG0002669	As007G179900	XP_002880464.2
OG0002669	As003G074060	XP_020873927.1
OG0002670	As007G180820	XP_002878559.1
OG0002670	As003G075640	XP_020872544.1
OG0002672	As004G078520	XP_002870766.1
OG0002673	As004G080350	XP_002872359.1
OG0002674	As004G085250	XP_002874779.1, XP_002874778.1
OG0002675	As004G086350	XP_020873939.1, XP_020876457.1
OG0002676	As004G093110	XP_002863203.2
OG0002676	As011G258120, As011G258130	XP_020888583.1
OG0002677	As004G093500	XP_020875961.1, XP_002863176.1, XP_002863180.1, XP_002863177.1
OG0002678	As004G093530	XP_020887972.1
OG0002678	As004G094510	XP_002870371.2
OG0002679	As004G095650	XP_020875312.1
OG0002679	As011G254990	XP_002883395.1
OG0002680	As004G095740	XP_002868272.1
OG0002680	As011G254910	XP_020887853.1
OG0002681	As005G100710	XP_020883468.1
OG0002681	As012G287670	XP_002878399.1
OG0002683	As012G284450	XP_020880173.1
OG0002684	As005G105950	XP_020883739.1, XP_020881525.1
OG0002685	As006G142160, As005G106640	XP_020878694.1
OG0002686	As005G109060	XP_020884771.1, XP_020878429.1
OG0002686	As009G201790, As009G201760	XP_002871693.2
OG0002687	As010G225290	XP_020881728.1
OG0002687	As005G114330	XP_020882561.1
OG0002688	As010G224920	XP_002877437.1
OG0002688	As005G114620	XP_002864663.1
OG0002689	As005G115500	XP_002866339.1, XP_020880746.1, XP_020886199.1
OG0002690	As010G224390	XP_020880069.1
OG0002690	As005G115510	XP_020869154.1
OG0002691	As010G222530	XP_020880104.1
OG0002691	As005G116360	XP_020882761.1
OG0002692	As006G121510	XP_020878882.1
OG0002693	As008G197190	XP_002892157.1
OG0002693	As006G123750	XP_020876401.1
OG0002694	As006G124270	XP_002863599.1
OG0002694	As008G196950	XP_020869259.1
OG0002695	As006G127050	XP_002881188.1
OG0002695	As008G194410	XP_002889568.1
OG0002696	As006G129490	XP_020869393.1, XP_002879183.2
