Orthogroup	Cardamine_hirsuta	Arabidopsis_thaliana
OG0003016	CARHR259530	AT4G08500.1
OG0003018	CARHR101140	AT3G24790.2
OG0003018	CARHR218660	AT4G13190.1
OG0003019	CARHR219650, CARHR219550, CARHR219630, CARHR219620	AT4G13770.1
OG0003020	CARHR179980	AT4G13890.1
OG0003020	CARHR219820	AT4G13930.1
OG0003021	CARHR067010	AT1G73890.1
OG0003022	CARHR061570	AT1G68750.1
OG0003023	CARHR236910	AT4G29180.2
OG0003023	CARHR237270	AT4G29450.1
OG0003024	CARHR021630	AT1G21170.2
OG0003025	CARHR149790	AT3G28150.1
OG0003025	CARHR261940	AT5G40180.1
OG0003026	CARHR149810	AT3G28200.1
OG0003027	CARHR176540	AT5G45490.1
OG0003028	CARHR095040	AT3G19590.1
OG0003029	CARHR040840	AT1G50740.1
OG0003029	CARHR096270	AT3G20510.1
OG0003030	CARHR039330	AT1G49340.1
OG0003031	CARHR041810	AT1G51650.1
OG0003032	CARHR091340	AT3G16175.1
OG0003033	CARHR132800, CARHR132790, CARHR132810	AT2G38185.4, AT2G38195.1, AT2G38220.1
OG0003034	CARHR281190	AT5G49560.1
OG0003034	CARHR160400	AT3G50850.1
OG0003035	CARHR227210	AT4G20380.8
OG0003037	CARHR252360	AT4G05190.1
OG0003037	CARHR227850	AT4G21270.1
OG0003039	CARHR171190	AT3G60800.1
OG0003040	CARHR170740	AT3G60415.1
OG0003041	CARHR170440	AT3G60130.1
OG0003042	CARHR169650	AT2G43150.1
OG0003043	CARHR168450	AT3G58100.2
OG0003044	CARHR163450	AT3G53540.2
OG0003045	CARHR077280	AT3G03260.1
OG0003046	CARHR057640, CARHR057720	AT1G65845.1
OG0003047	CARHR068030	AT1G67460.1
OG0003047	CARHR059980	AT1G67440.2
OG0003048	CARHR060100	AT1G67530.1
OG0003049	CARHR060520	AT1G67870.1
OG0003050	CARHR056830	AT1G65220.1
OG0003050	CARHR216500	AT5G36230.2
OG0003051	CARHR026650	AT1G24480.1
OG0003051	CARHR232210	AT4G24805.1
OG0003052	CARHR112050	AT2G21190.1
OG0003052	CARHR247940	AT4G38790.1
OG0003054	CARHR227160	AT4G20330.1, AT4G21010.1
OG0003055	CARHR193840	AT5G19110.2
OG0003056	CARHR080510	AT3G06010.1
OG0003056	CARHR193660	AT5G19310.1
OG0003057	CARHR186960	AT5G26730.1
OG0003058	CARHR079090	AT3G04830.1
OG0003059	CARHR142910	AT2G47510.1
OG0003059	CARHR257280	AT5G50950.1
OG0003060	CARHR140540	AT2G45330.1
OG0003061	CARHR139060	AT2G43880.1
OG0003062	CARHR139040, CARHR199340, CARHR058880	AT2G43860.1
OG0003063	CARHR025870	AT5G24640.1, AT2G41730.1
OG0003064	CARHR079530	AT3G05190.1
OG0003065	CARHR008990	AT1G09100.1
OG0003065	CARHR079920	AT3G05530.1
OG0003066	CARHR080190	AT3G05727.1
OG0003066	CARHR080200	AT3G05730.1
OG0003067	CARHR182040	AT5G49460.1
OG0003068	CARHR083060, CARHR083070, CARHR083080, CARHR083090	AT3G08770.2
OG0003068	CARHR212220	AT5G01870.1
OG0003069	CARHR085460	AT3G30540.1, AT3G10900.1, AT3G10890.1
OG0003071	CARHR179300	AT1G67520.6
OG0003072	CARHR093340	AT3G18030.1
OG0003072	CARHR038210	AT1G48605.1
OG0003073	CARHR038730	AT1G48760.1
OG0003074	CARHR214960	AT5G37800.1
OG0003074	CARHR058510	AT1G66470.1
OG0003075	CARHR194130, CARHR194140	AT5G18860.1
OG0003076	CARHR248810	AT4G00680.2
OG0003076	CARHR000570	AT1G01750.2
OG0003077	CARHR000710	AT1G01640.1
OG0003078	CARHR035210, CARHR002080	AT1G02790.1
OG0003079	CARHR002730	AT1G03360.1
OG0003080	CARHR006000	AT1G06390.1
OG0003080	CARHR124500	AT2G30980.1
OG0003081	CARHR052310	AT1G60630.1
OG0003081	CARHR011070	AT1G10850.1
OG0003082	CARHR144160	AT1G14900.1
OG0003083	CARHR015510	AT1G14980.1
OG0003084	CARHR016010	AT1G15460.1
OG0003085	CARHR019120	AT1G18500.1
OG0003085	CARHR067180	AT1G74040.1
OG0003086	CARHR069770	AT1G76210.1
OG0003086	CARHR020990	AT1G20520.1
OG0003087	CARHR021140	AT1G20696.2
OG0003087	CARHR021130	AT1G20693.1
OG0003088	CARHR021160	AT1G20710.1
OG0003088	CARHR021150	AT1G20700.1
OG0003089	CARHR021590	AT1G21140.1
OG0003090	CARHR065030	AT1G72175.1
OG0003092	CARHR178350	AT5G44600.1
OG0003092	CARHR178360	AT5G44590.1
OG0003093	CARHR244820	AT4G36500.1
OG0003094	CARHR243190	AT4G34920.1
OG0003094	CARHR243200	AT4G34930.1
OG0003095	CARHR250380	AT4G34900.1
OG0003095	CARHR243170	AT4G34890.1
OG0003096	CARHR239990	AT4G32090.1
OG0003097	CARHR062660	AT1G69670.1
OG0003097	CARHR025050	AT1G26830.1
OG0003098	CARHR250220	AT4G01450.2
OG0003101	CARHR108650	AT2G18190.1
OG0003102	CARHR118300	AT2G24050.1
OG0003103	CARHR122150, CARHR122160	AT2G28990.1
OG0003106	CARHR163060	AT3G53232.1
OG0003116	CARHR238370	AT4G30480.2
OG0003117	CARHR195220	AT4G08580.1, AT5G17900.1
OG0003118	CARHR197330	AT5G15980.1
OG0003118	CARHR076470	AT3G02490.1
OG0003119	CARHR198400, CARHR198410	AT5G14930.2
OG0003120	CARHR279220	AT5G65270.1
OG0003121	CARHR126810	AT2G32870.1, AT2G32880.1
OG0003122	CARHR232610	AT4G00130.1, AT4G25210.1
OG0003123	CARHR037210	AT1G47578.1
OG0003123	CARHR238960	AT4G31050.1
OG0003124	CARHR028240	AT3G19515.2, AT1G29030.1
OG0003125	CARHR030680	AT1G31200.1
OG0003125	CARHR010260	AT1G10155.1
OG0003126	CARHR286930	AT1G31670.1, AT1G31690.1
OG0003126	CARHR286920	AT1G31710.1
OG0003127	CARHR160160	AT3G50650.1
OG0003127	CARHR280930	AT5G66770.1
OG0003128	CARHR191050	AT5G22480.1
OG0003128	CARHR215770	AT5G37340.2
OG0003129	CARHR277440	AT5G63570.1
OG0003130	CARHR276830	AT5G63030.1
OG0003131	CARHR205700	AT5G07450.1
OG0003131	CARHR275450	AT5G61650.1
OG0003132	CARHR157980	AT3G49140.1
OG0003132	CARHR189530	AT5G24060.2
OG0003133	CARHR051140	AT1G61390.1
OG0003133	CARHR051210, CARHR051160	AT1G61380.1
OG0003134	CARHR098220	AT3G22320.1
OG0003136	CARHR191010	AT5G22545.1
OG0003138	CARHR259130, CARHR265280	AT5G52300.1
OG0003139	CARHR233360	AT4G25890.1
OG0003140	CARHR038350, CARHR022320	AT1G21970.1
OG0003141	CARHR092260	AT3G17010.1
OG0003142	CARHR002180	AT1G02840.1
OG0003143	CARHR250810	AT4G02510.1
OG0003144	CARHR289060	AT3G55220.1, AT3G55200.1
OG0003145	CARHR208610	AT5G04680.1, AT5G04700.1
OG0003145	CARHR208600	AT5G04690.2
OG0003146	CARHR208810	AT5G04460.1
OG0003147	CARHR213740	AT5G40780.1
OG0003148	CARHR213070	AT5G41260.1
OG0003148	CARHR047870	AT1G63500.1
OG0003150	CARHR074210	AT1G80280.1
OG0003152	CARHR073110	AT1G79450.1
OG0003152	CARHR016830	AT1G16360.2
OG0003153	CARHR072440, CARHR072430	AT1G78860.1, AT1G78850.1
OG0003154	CARHR070380	AT1G76870.1
OG0003154	CARHR021650	AT1G21200.1
OG0003155	CARHR070310	AT1G76770.1
OG0003156	CARHR146930, CARHR020540	AT3G25940.1
OG0003157	CARHR068560	AT1G75230.2, AT1G19480.1
OG0003159	CARHR130330	AT2G36100.1
OG0003160	CARHR130680	AT2G36380.1
OG0003162	CARHR219500	AT4G13710.1
OG0003162	CARHR099910	AT3G24230.1
OG0003163	CARHR221200	AT4G14723.1
OG0003163	CARHR098680	AT3G22820.1
OG0003164	CARHR290040	AT4G15640.1
OG0003165	CARHR018940	AT1G18350.1
OG0003165	CARHR066520	AT1G73500.1
OG0003166	CARHR018810	AT1G18260.1
OG0003166	CARHR066590	AT1G73570.1
OG0003167	CARHR149390	AT3G27880.1
OG0003168	CARHR262920	AT5G39430.1
OG0003168	CARHR152340	AT3G29180.1
OG0003169	CARHR261440	AT5G40540.1
OG0003169	CARHR148940	AT3G27560.1
OG0003172	CARHR057460	AT1G65630.1
OG0003173	CARHR136410, CARHR136420	AT3G45800.1, AT2G11620.1, AT2G29850.1, AT2G29605.1
OG0003175	CARHR181060	AT5G42960.1
OG0003175	CARHR036260	AT1G45170.1
OG0003176	CARHR213500	AT4G17510.1
OG0003177	CARHR256760	AT5G51270.1
OG0003178	CARHR259140	AT5G49700.1
OG0003178	CARHR014940	AT1G14490.2
OG0003179	CARHR222880	AT4G16480.1
OG0003179	CARHR129990	AT2G35740.1
OG0003180	CARHR223660	AT4G17080.1
OG0003180	CARHR129330	AT2G35170.1
OG0003181	CARHR160540	AT3G50960.1
OG0003182	CARHR170880	AT3G60500.1
OG0003182	CARHR154600	AT3G12990.1
OG0003183	CARHR170150	AT3G59810.1
OG0003184	CARHR168680	AT3G58320.1
OG0003185	CARHR150720, CARHR150710	AT3G62050.1
OG0003186	CARHR150380	AT3G45220.1
OG0003187	CARHR166130	AT3G56060.1
OG0003188	CARHR166040	AT3G55960.1
OG0003189	CARHR164980	AT3G54980.1
OG0003190	CARHR163590	AT3G53680.2
OG0003190	CARHR132090	AT2G37520.1
OG0003192	CARHR108470	AT2G17980.1
OG0003193	CARHR166800	AT3G56680.1
OG0003193	CARHR136070	AT2G40960.1
OG0003194	CARHR222400, CARHR222410, CARHR133970, CARHR133960	AT2G39210.1
OG0003195	CARHR245350	AT4G37160.1
OG0003196	CARHR116490	AT2G25170.3
OG0003197	CARHR254780	AT4G11650.1
OG0003198	CARHR186090	AT5G27520.1
OG0003198	CARHR079630	AT3G05290.1
OG0003199	CARHR111240	AT2G20610.1
OG0003199	CARHR236190	AT4G28420.2
OG0003200	CARHR078920	AT3G04690.1
OG0003200	CARHR185290	AT5G28680.1
OG0003201	CARHR079620	AT3G05280.1
OG0003202	CARHR194040	AT5G18960.1
OG0003202	CARHR080750	AT3G06250.1
OG0003203	CARHR081870	AT3G07220.1
OG0003204	CARHR088400	AT3G11060.1, AT3G06545.1
OG0003206	CARHR087360	AT3G12830.1
OG0003207	CARHR089470	AT3G14320.1
OG0003208	CARHR157630, CARHR283740, CARHR112470, CARHR094030	AT3G18650.1
OG0003210	CARHR214750	AT5G37930.1
OG0003211	CARHR004090	AT1G50920.1
OG0003211	CARHR010410	AT1G10300.1
OG0003212	CARHR006840	AT1G07135.1
OG0003213	CARHR008310	AT1G08430.1
OG0003214	CARHR052940	AT1G60030.1
OG0003214	CARHR010700	AT1G10540.1
OG0003215	CARHR013030	AT1G12740.2
OG0003216	CARHR068650	AT4G31520.1
OG0003216	CARHR013530	AT1G13160.1
OG0003217	CARHR144710	AT2G02061.1
OG0003217	CARHR015090	AT1G14590.1
OG0003218	CARHR257870	AT5G50430.1
OG0003218	CARHR017870	AT1G17280.4
OG0003219	CARHR182150, CARHR182360	AT1G22590.2
OG0003220	CARHR023020	AT1G22650.1
OG0003221	CARHR023270	AT5G36907.1, AT1G22885.2
OG0003221	CARHR023250	AT1G22890.1
OG0003221	CARHR178460	AT5G44568.1
OG0003222	CARHR064530	AT1G71230.1
OG0003222	CARHR023300	AT1G22920.1
OG0003223	CARHR052060	AT1G60989.1
OG0003224	CARHR053520	AT1G59670.1
OG0003224	CARHR053490	AT1G59700.1
OG0003225	CARHR290630	AT4G15990.1
OG0003226	CARHR037610	AT1G47980.1
OG0003227	CARHR242480	AT2G14880.1, AT4G34290.1
OG0003228	CARHR241810, CARHR241800	AT5G26130.1, AT4G33710.1
OG0003229	CARHR025230	AT1G26730.1, AT1G35350.1
OG0003230	CARHR235330	AT4G27630.3
OG0003230	CARHR056390	AT1G64990.1
OG0003231	CARHR146250	AT2G03850.1
OG0003231	CARHR146130	AT2G03740.1
OG0003233	CARHR244690	AT4G36350.1
OG0003236	CARHR113710	AT2G22510.1
OG0003237	CARHR263860	AT5G38800.1
OG0003239	CARHR150310	AT3G45420.1
OG0003239	CARHR150420, CARHR150390, CARHR150410, CARHR150350, CARHR150340	AT3G45410.1
OG0003240	CARHR181630, CARHR264030	AT4G17713.1
OG0003241	CARHR230220	AT4G23170.1
OG0003246	CARHR155130, CARHR155160	AT3G46660.1
OG0003247	CARHR154930	AT3G46740.1
OG0003247	CARHR285600	AT1G35860.1
OG0003248	CARHR156820, CARHR156810	AT3G48090.1, AT3G48080.1
OG0003249	CARHR175040, CARHR149580	AT5G46550.1
OG0003250	CARHR198170	AT5G15140.1
OG0003250	CARHR075780	AT3G01260.1
OG0003251	CARHR199320	AT5G14040.1
OG0003252	CARHR201130	AT5G12000.1
OG0003252	CARHR187430	AT5G26150.2
OG0003253	CARHR225270	AT4G18440.1, AT1G36280.1
OG0003254	CARHR293760	AT5G65010.2
OG0003254	CARHR203060	AT5G10240.1
OG0003255	CARHR203070	AT5G10220.1
OG0003256	CARHR203150	AT5G10140.1
OG0003257	CARHR203740	AT5G09650.1
OG0003258	CARHR278240	AT5G64310.1
OG0003259	CARHR123040	AT2G29700.1
OG0003259	CARHR207560	AT5G05710.1
OG0003260	CARHR123940	AT2G30490.1
OG0003261	CARHR124030	AT2G30570.1
OG0003262	CARHR005060	AT1G05575.1
OG0003263	CARHR039270, CARHR039280	AT1G49290.1
OG0003264	CARHR126930	AT2G32980.1
OG0003265	CARHR218340	AT4G10320.1
OG0003266	CARHR024910	AT1G27000.1
OG0003267	CARHR029800	AT1G30420.1
OG0003267	CARHR029790	AT1G30410.1
OG0003268	CARHR032520	AT5G61720.1
OG0003269	CARHR204050	AT5G09350.1
OG0003269	CARHR277980	AT5G64070.1
OG0003270	CARHR099960, CARHR274970	AT5G61220.1
OG0003271	CARHR190000	AT5G23540.1
OG0003273	CARHR190580	AT5G22950.1
OG0003274	CARHR244900	AT4G36600.2
OG0003274	CARHR108930	AT2G18340.1
OG0003275	CARHR087670	AT3G13080.1
OG0003276	CARHR272290	AT5G58460.1, AT5G37060.1
OG0003277	CARHR269400	AT5G56020.1
OG0003277	CARHR234130	AT4G26550.1
OG0003278	CARHR158750	AT3G49680.1
OG0003279	CARHR279680	AT3G49660.1
OG0003280	CARHR040500, CARHR210130	AT5G03220.1
OG0003281	CARHR012640	AT1G12350.1
OG0003282	CARHR023720	AT1G23280.1
OG0003283	CARHR115540	AT2G25710.1
OG0003284	CARHR074140	AT1G80370.1
OG0003285	CARHR225790	AT4G18910.1
OG0003286	CARHR226510	AT4G19690.2
OG0003287	CARHR022660, CARHR022600, CARHR022630	AT1G22260.1, AT1G22275.1
OG0003289	CARHR221460	AT4G14880.1
OG0003290	CARHR098110	AT3G22220.1
OG0003290	CARHR221720	AT4G15020.1
OG0003291	CARHR047760	AT1G63580.1, AT1G63590.1
OG0003292	CARHR025090	AT1G26870.1
OG0003293	CARHR042080	AT1G51930.1
OG0003294	CARHR090600	AT3G15534.1
OG0003295	CARHR225150	AT4G18372.1
OG0003297	CARHR277080	AT5G63225.1, AT5G63230.1
OG0003298	CARHR207550	AT5G08695.1
OG0003298	CARHR226400	AT4G19610.1
OG0003299	CARHR264060	AT5G51300.1
OG0003300	CARHR284880	AT5G42270.1
OG0003300	CARHR040310	AT1G50250.1
OG0003301	CARHR281670	AT5G66080.1
OG0003301	CARHR160970	AT3G51370.1
OG0003302	CARHR141460	AT2G46180.1
OG0003303	CARHR133290	AT2G38620.2
OG0003303	CARHR164080	AT3G54180.1
OG0003304	CARHR234850	AT4G27190.1
OG0003304	CARHR234860	AT4G27220.2
OG0003305	CARHR218290	AT4G12980.1, AT3G25290.1
OG0003306	CARHR183990	AT5G48300.1
OG0003307	CARHR060430	AT1G67800.2
OG0003308	CARHR109330	AT2G18740.1
OG0003309	CARHR044840	AT1G55205.2
OG0003309	CARHR088390	AT3G13674.1
OG0003310	CARHR036040	AT1G44780.1
OG0003310	CARHR259390	AT4G08310.1
OG0003311	CARHR142630	AT2G47240.1
OG0003312	CARHR069720	AT1G76170.7
OG0003312	CARHR139440	AT2G44270.1
OG0003313	CARHR106690	AT5G48420.1
OG0003313	CARHR242940	AT4G34630.1
OG0003314	CARHR079420, CARHR185710	AT3G05100.1
OG0003315	CARHR187050	AT5G26360.1
OG0003316	CARHR194020	AT5G18980.1
OG0003317	CARHR081830	AT3G07190.1
OG0003317	CARHR183250	AT5G48660.1
OG0003318	CARHR090330	AT3G16530.1, AT3G15356.1
OG0003319	CARHR092090	AT3G16830.1
OG0003320	CARHR039400	AT1G49400.1
OG0003321	CARHR236100	AT4G28365.1
OG0003321	CARHR240410	AT4G32490.1
OG0003322	CARHR264020	AT5G38790.1
OG0003323	CARHR098140	AT3G22231.1, AT3G22235.1
OG0003323	CARHR098150	AT3G22240.1
OG0003324	CARHR238070	AT4G30170.1
OG0003324	CARHR146550	AT2G18980.1
OG0003325	CARHR060540	AT1G67890.1
OG0003325	CARHR182030	AT5G49470.2
OG0003326	CARHR161400	AT3G51770.2
OG0003327	CARHR000850	AT1G01520.1
OG0003327	CARHR249030	AT4G01280.2
OG0003328	CARHR249330	AT4G01010.1
OG0003328	CARHR001110	AT1G01340.2
OG0003330	CARHR007020	AT1G07300.3
OG0003331	CARHR214520	AT1G08730.1
OG0003332	CARHR014850	AT1G14410.1
OG0003332	CARHR145170	AT2G02740.1
OG0003333	CARHR016380	AT1G15860.3
OG0003334	CARHR019910	AT1G19320.1
OG0003335	CARHR020900	AT1G20450.1, AT1G20440.1
OG0003336	CARHR023230	AT1G22880.1
OG0003336	CARHR064650	AT1G71380.1
OG0003337	CARHR063990	AT1G70730.3
OG0003337	CARHR023640	AT1G23190.1
OG0003338	CARHR063160	AT1G70060.1
OG0003339	CARHR281100	AT5G66640.5
OG0003340	CARHR173910	AT4G17310.1, AT5G47455.4
OG0003341	CARHR178310, CARHR178300	AT5G44620.1
OG0003342	CARHR057680	AT1G65820.3
OG0003343	CARHR237300	AT4G29460.1, AT4G29470.1
OG0003345	CARHR212960	AT5G41370.1, AT5G41360.1
OG0003346	CARHR282350	ATCG01230.1
OG0003346	CARHR287250, CARHR283240	AT2G07675.1
OG0003347	CARHR243940	AT4G35600.2
OG0003348	CARHR193120	AT4G12731.1, AT4G12735.1
OG0003349	CARHR242630	AT4G34180.1
OG0003350	CARHR240230	AT4G32330.1
OG0003351	CARHR064940	AT1G72125.1, AT1G72120.1
OG0003352	CARHR000800	AT1G01560.2
OG0003353	CARHR235180	AT4G27500.1
OG0003355	CARHR287000, CARHR289570, CARHR261540, CARHR261550	AT1G31580.1
OG0003356	CARHR152810	AT1G61470.1, AT1G27890.1, AT1G27820.1
OG0003361	CARHR265600, CARHR265610	AT5G52620.1
OG0003364	CARHR148240	AT3G27027.1
OG0003364	CARHR213400	AT5G40980.1
OG0003366	CARHR089420	AT3G14362.1
OG0003367	CARHR116240	AT2G25297.2
OG0003372	CARHR156710	AT3G47990.1
OG0003373	CARHR027370	AT1G27940.1
OG0003373	CARHR027460	AT1G28010.1
OG0003374	CARHR032160	AT1G32780.1
OG0003375	CARHR257230	AT5G50960.1
OG0003376	CARHR103470	AT2G05840.1
OG0003377	CARHR196900, CARHR196920, CARHR062790, CARHR196930, CARHR196950, CARHR289010	AT5G16330.1
OG0003378	CARHR197080	AT5G16230.1
OG0003379	CARHR213050	AT5G41300.1
OG0003379	CARHR213040	AT5G41290.1, AT5G41280.1
OG0003381	CARHR200910	AT5G12210.1
OG0003384	CARHR245990	AT4G37608.1
OG0003385	CARHR205000	AT5G08180.1
OG0003386	CARHR205410	AT5G07740.2
OG0003387	CARHR257690	AT5G50680.1, AT5G50580.2
OG0003387	CARHR232340	AT4G24940.1
OG0003388	CARHR232290	AT4G24890.1
OG0003389	CARHR126420	AT2G32560.1
OG0003390	CARHR123520	AT2G30210.1
OG0003391	CARHR180290	AT5G43340.1, AT4G08895.1
OG0003392	CARHR179150	AT5G44120.3
OG0003393	CARHR030100	AT1G30620.1
OG0003394	CARHR030110	AT2G34840.1, AT1G30630.1
OG0003395	CARHR158850	AT3G49760.1
OG0003397	CARHR241680	AT4G33580.2
OG0003398	CARHR277020	AT5G63170.1
OG0003399	CARHR276760	AT5G62950.1, AT3G28956.10
OG0003400	CARHR276670	AT5G62880.1
OG0003401	CARHR189580	AT5G23980.1, AT5G23990.2
OG0003402	CARHR191930	AT5G20920.1
OG0003405	CARHR270370, CARHR000660	AT5G56680.1, AT1G70980.1
OG0003406	CARHR184450	AT5G47880.1
OG0003408	CARHR208320	AT5G04940.1
OG0003409	CARHR209780	AT5G03550.1
OG0003410	CARHR211240	AT5G02120.1
OG0003411	CARHR083200	AT3G08880.1
OG0003412	CARHR083160	AT3G08850.1
OG0003412	CARHR212130	AT5G01770.1
OG0003413	CARHR086870	AT3G12340.1
OG0003414	CARHR017240	AT1G16780.1
OG0003415	CARHR247590, CARHR106830	AT4G39160.2
OG0003416	CARHR070070	AT1G76520.1
OG0003417	CARHR045350, CARHR087970	AT1G55670.1
OG0003418	CARHR043950	AT1G53660.3
OG0003419	CARHR043660	AT1G53440.1, AT1G53430.1
OG0003420	CARHR130840	AT2G36550.1
OG0003421	CARHR099650	AT3G23670.1
OG0003422	CARHR245650	AT4G37270.1
OG0003424	CARHR292460	AT3G28490.1
OG0003424	CARHR292470	AT3G28480.2
OG0003425	CARHR025220	AT1G26740.1
OG0003426	CARHR175600	AT5G46190.2
OG0003426	CARHR225160	AT4G18375.2
OG0003427	CARHR041920	AT1G51760.1
OG0003428	CARHR041930	AT1G51770.1
OG0003429	CARHR043130	AT1G52920.1
OG0003429	CARHR111440	AT2G20770.1
OG0003431	CARHR225550	AT4G18680.1
OG0003431	CARHR225540	AT4G18690.1
OG0003432	CARHR162450	AT3G52630.1
OG0003433	CARHR160250	AT3G50740.1
OG0003434	CARHR264100	AT5G51380.1
OG0003435	CARHR256790	AT5G51230.1
OG0003437	CARHR158190	AT5G35810.1, AT3G54065.1
OG0003437	CARHR177980	AT5G35830.1, AT3G54070.1
OG0003438	CARHR227270	AT4G20440.1
OG0003440	CARHR228660	AT4G21895.1
OG0003441	CARHR033890	AT1G34570.1, AT3G15750.1
OG0003442	CARHR139740	AT2G44525.1
OG0003443	CARHR169060	AT2G42650.1, AT3G58660.1
OG0003444	CARHR136540	AT2G41420.1
OG0003445	CARHR167160, CARHR163700	AT3G57010.1
OG0003446	CARHR135290	AT2G40250.1
OG0003447	CARHR103030	AT2G05160.1
OG0003448	CARHR100450	AT3G24350.2
OG0003449	CARHR245030	AT4G36690.1
OG0003450	CARHR053880, CARHR246670, CARHR113600	AT2G22420.1
OG0003453	CARHR142820	AT2G47430.1
OG0003454	CARHR142750	AT2G47370.1, AT5G28660.1, AT2G16760.1
OG0003455	CARHR141040	AT2G45760.1
OG0003456	CARHR140000	AT2G44790.1
OG0003457	CARHR139120	AT2G43945.1
OG0003458	CARHR139100	AT2G43910.1, AT2G43920.1
OG0003459	CARHR080720	AT3G06200.1
OG0003461	CARHR213130, CARHR176030, CARHR176040, CARHR213100, CARHR213110, CARHR213090, CARHR213140, CARHR081210	AT3G66656.1
OG0003462	CARHR083390	AT3G09035.1
OG0003462	CARHR083530	AT3G09190.1
OG0003463	CARHR145210, CARHR086010	AT3G11470.1
OG0003464	CARHR086460, CARHR086470	AT3G11930.3
OG0003465	CARHR088310	AT3G13610.1
OG0003466	CARHR088450	AT3G13710.1, AT3G13720.1
OG0003467	CARHR090980	AT3G15870.1
OG0003468	CARHR231770	AT4G24340.1, AT4G24350.1
OG0003469	CARHR238770	AT4G30870.1, AT5G39770.1
OG0003470	CARHR008840	AT1G08930.1
OG0003471	CARHR007850	AT1G08050.1
OG0003472	CARHR009490	AT1G09520.1
OG0003473	CARHR010070	AT1G09950.1
OG0003474	CARHR010310	AT1G10210.1
OG0003474	CARHR283810	AT1G59580.1
OG0003475	CARHR048710	AT1G62950.1
OG0003475	CARHR012750	AT1G12460.1
OG0003477	CARHR015140	AT1G14650.1
OG0003478	CARHR223680	AT1G70400.3
OG0003479	CARHR018210	AT1G17610.1
OG0003479	CARHR262030	AT5G40090.1
OG0003481	CARHR173550	AT5G47770.1
OG0003481	CARHR223760	AT4G17190.1
OG0003482	CARHR092300	AT2G18790.1, AT4G16250.1
OG0003483	CARHR141560	AT2G46290.1, AT2G46280.1, AT5G57650.1
OG0003484	CARHR294150	AT4G38420.1
OG0003485	CARHR245950	AT4G37550.5
OG0003485	CARHR245960	AT4G37560.1
OG0003486	CARHR244150	AT4G35785.2
OG0003487	CARHR242800	AT4G34600.1
OG0003488	CARHR117900	AT2G24240.1
OG0003488	CARHR238840	AT4G30940.1
OG0003489	CARHR023550, CARHR023570, CARHR023560, CARHR023580, CARHR024050, CARHR024040	AT1G23130.1
OG0003494	CARHR045300	AT1G55600.1
OG0003495	CARHR146870	AT1G65050.1, AT1G65150.1, AT1G65370.1
OG0003496	CARHR058980	AT1G66855.1, AT4G16165.1, AT1G66870.2, AT1G66852.1
OG0003497	CARHR220460, CARHR056340	AT1G67270.1
OG0003497	CARHR059750	AT1G67780.1
OG0003502	CARHR265660	AT5G52670.1
OG0003503	CARHR146290	AT2G03933.1, AT2G03937.2, AT2G03913.1
OG0003505	CARHR223000	AT1G29570.1
OG0003513	CARHR254120	AT4G12100.1
OG0003513	CARHR252640, CARHR122340	AT3G46910.1
OG0003514	CARHR196270	AT5G16890.1
OG0003515	CARHR197440	AT5G15870.1
OG0003515	CARHR018880	AT1G18310.1
OG0003516	CARHR201750	AT5G11470.1
OG0003517	CARHR204070	AT5G09320.1
OG0003517	CARHR095280	AT3G19770.1
OG0003518	CARHR204450	AT5G08535.1, AT3G52350.1
OG0003519	CARHR275170	AT5G61410.1
OG0003520	CARHR205520	AT5G07630.1
OG0003521	CARHR119810	AT2G27285.1
OG0003521	CARHR119800	AT1G55928.1, AT2G27280.1
OG0003522	CARHR120330	AT2G27680.1
OG0003523	CARHR121270	AT2G28340.1
OG0003525	CARHR123850	AT2G30410.1
OG0003527	CARHR125030	AT2G31400.1
OG0003528	CARHR008820	AT2G31580.1
OG0003529	CARHR126050	AT2G32260.1
OG0003530	CARHR003560	AT1G04230.1
OG0003531	CARHR029110	AT1G29740.1
OG0003532	CARHR030270	AT1G30800.1
OG0003533	CARHR280550	AT5G67100.1
OG0003534	CARHR181420, CARHR280300, CARHR053680, CARHR181410	AT5G67310.1
OG0003535	CARHR279420	AT5G65440.3
OG0003536	CARHR275990, CARHR205950	AT5G62200.1
OG0003537	CARHR275580	AT5G61820.1
OG0003540	CARHR190550	AT5G22980.1
OG0003542	CARHR066880	AT1G73790.1
OG0003542	CARHR260420	AT4G09550.1
OG0003543	CARHR285860	AT5G59490.1
OG0003544	CARHR285750	AT5G59380.1
OG0003545	CARHR272100	AT5G58290.1
OG0003546	CARHR271540	AT5G57800.1
OG0003547	CARHR269770	AT5G56330.1
OG0003547	CARHR007870	AT1G08065.1
OG0003548	CARHR268940, CARHR268950	AT5G55630.1
OG0003549	CARHR205930	AT5G07210.1, AT2G27070.1
OG0003550	CARHR207240	AT5G05970.2
OG0003551	CARHR208090	AT5G05170.1
OG0003552	CARHR109910	AT4G08800.1, AT2G19470.1
OG0003554	CARHR148830	AT3G27460.4
OG0003554	CARHR261430	AT5G40550.3
OG0003555	CARHR072650	AT1G78990.1
OG0003556	CARHR071730, CARHR022760	AT1G22410.1
OG0003557	CARHR293610	AT2G17265.1
OG0003559	CARHR220600	AT4G14380.1
OG0003560	CARHR220780	AT4G14570.1
OG0003563	CARHR066270, CARHR066280	AT1G73260.1
OG0003564	CARHR019580	AT1G18950.2
