Orthogroup	Cardamine_hirsuta	Raphanus_sativus
OG0003869	CARHR033130	XP_018490058.1
OG0003870	CARHR194380	XP_018489297.1
OG0003871	CARHR047990	XP_018456404.1, XP_018452064.1, XP_018456481.1
OG0003872	CARHR255150	XP_018454309.1, XP_018476237.1, XP_018459575.1, XP_018471459.1
OG0003873	CARHR130310	XP_018433554.1
OG0003874	CARHR142220, CARHR034190	XP_018465962.1, XP_018482618.1, XP_018482646.1, XP_018436810.1
OG0003875	CARHR138860	XP_018482526.1, XP_018482544.1, XP_018482486.1
OG0003876	CARHR137580	XP_018436538.1, XP_018436541.1
OG0003877	CARHR137030	XP_018466963.1, XP_018467483.1, XP_018438482.1
OG0003878	CARHR136620	XP_018478137.1, XP_018478151.1, XP_018465277.1
OG0003879	CARHR196370, CARHR076980	XP_018486038.1
OG0003880	CARHR081920	XP_018486054.1, XP_018438908.1, XP_018440669.1, XP_018466299.1
OG0003881	CARHR082520	XP_018492811.1, XP_018466171.1, XP_018441569.1
OG0003882	CARHR085970	XP_018435349.1, XP_018435348.1, XP_018486239.1, XP_018485896.1, XP_018485897.1
OG0003883	CARHR106750	XP_018436700.1
OG0003884	CARHR090830, CARHR090820	XP_018489326.1, XP_018487323.1
OG0003885	CARHR001500	XP_018463313.1, XP_018485376.1, XP_018437290.1
OG0003887	CARHR162070	XP_018434228.1
OG0003888	CARHR003670, CARHR003680	XP_018449284.1, XP_018455055.1
OG0003889	CARHR004750	XP_018449795.1, XP_018487121.1, XP_018487377.1, XP_018487930.1
OG0003890	CARHR150790	XP_018434387.1
OG0003891	CARHR185950	XP_018461563.1, XP_018466905.1, XP_018451212.1, XP_018493231.1
OG0003892	CARHR008940	XP_018493506.1, XP_018451338.1
OG0003893	CARHR018610	XP_018438814.1
OG0003893	CARHR009360	XP_018447886.1, XP_018449560.1
OG0003894	CARHR009530	XP_018451222.1, XP_018460011.1, XP_018451460.1, XP_018463414.1
OG0003895	CARHR048720	XP_018452488.1
OG0003896	CARHR018840	XP_018484155.1, XP_018463975.1, XP_018438010.1
OG0003897	CARHR019330	XP_018439335.1, XP_018449168.1, XP_018450642.1
OG0003898	CARHR019600	XP_018440770.1, XP_018437260.1, XP_018483623.1
OG0003899	CARHR019850	XP_018483536.1, XP_018450584.1
OG0003900	CARHR250080	XP_018468155.1, XP_018487704.1
OG0003901	CARHR049390	XP_018454452.1
OG0003902	CARHR051560	XP_018435519.1
OG0003903	CARHR054040	XP_018457664.1
OG0003904	CARHR016030, CARHR121540, CARHR048920, CARHR260540, CARHR048200, CARHR049270	XP_018468686.1
OG0003904	CARHR013080	XP_018463101.1
OG0003905	CARHR173660	XP_018461756.1, XP_018456256.1, XP_018456753.1, XP_018439539.1, XP_018464943.1, XP_018481173.1
OG0003906	CARHR174210	XP_018439196.1
OG0003907	CARHR272810	XP_018456370.1
OG0003908	CARHR244860, CARHR244540, CARHR289510	XP_018477854.1, XP_018469837.1, XP_018469850.1, XP_018451012.1
OG0003909	CARHR004760	XP_018460235.1
OG0003910	CARHR242460	XP_018449855.1, XP_018480350.1, XP_018480352.1
OG0003911	CARHR239040	XP_018448097.1, XP_018465494.1, XP_018454060.1
OG0003912	CARHR023680	XP_018450620.1
OG0003914	CARHR005050	XP_018491821.1
OG0003915	CARHR281870	YP_009046899.1
OG0003915	CARHR283420, CARHR287210	YP_006665997.1
OG0003916	CARHR057410	XP_018487791.1, XP_018455616.1
OG0003917	CARHR260240	XP_018474884.1
OG0003919	CARHR184890	XP_018487998.1
OG0003920	CARHR113730	XP_018467147.1, XP_018482396.1
OG0003922	CARHR153100	XP_018454777.1, XP_018453001.1, XP_018466678.1, XP_018437096.1, XP_018478001.1, XP_018458464.1
OG0003923	CARHR155980, CARHR155960, CARHR155950, CARHR155970	XP_018487987.1, XP_018469457.1
OG0003925	CARHR274510	XP_018455935.1, XP_018438681.1
OG0003925	CARHR205040	XP_018482432.1
OG0003927	CARHR196490	XP_018442584.1, XP_018488770.1, XP_018487665.1, XP_018470006.1
OG0003928	CARHR195140	XP_018465155.1
OG0003929	CARHR259730	XP_018473530.1, XP_018458868.1
OG0003930	CARHR178040	XP_018490349.1, XP_018482263.1, XP_018466258.1, XP_018479489.1, XP_018479485.1
OG0003931	CARHR264260	XP_018455443.1, XP_018455586.1
OG0003941	CARHR198090	XP_018473583.1, XP_018475348.1, XP_018443875.1
OG0003942	CARHR199090	XP_018442670.1, XP_018465898.1, XP_018464458.1, XP_018470997.1, XP_018452280.1, XP_018473589.1, XP_018466721.1, XP_018473696.1
OG0003943	CARHR199480	XP_018474551.1
OG0003944	CARHR200510	XP_018455725.1, XP_018455716.1, XP_018443320.1, XP_018443322.1, XP_018445497.1, XP_018445498.1
OG0003945	CARHR187310, CARHR187330	XP_018455988.1, XP_018482310.1
OG0003946	CARHR062670	XP_018454438.1, XP_018444415.1
OG0003947	CARHR239870	XP_018448767.1, XP_018461299.1
OG0003948	CARHR202000, CARHR202040	XP_018450658.1, XP_018445811.1
OG0003949	CARHR289470	XP_018433077.1
OG0003951	CARHR190390	XP_018477763.1
OG0003951	CARHR204940	XP_018442807.1
OG0003952	CARHR205020	XP_018446435.1, XP_018473475.1, XP_018466401.1, XP_018447027.1
OG0003953	CARHR275270	XP_018477320.1
OG0003954	CARHR232260	XP_018471756.1
OG0003955	CARHR232070	XP_018450884.1, XP_018450885.1, XP_018484258.1, XP_018467939.1, XP_018465545.1
OG0003957	CARHR121450	XP_018475064.1, XP_018475061.1
OG0003958	CARHR123420	XP_018463821.1, XP_018482752.1, XP_018476024.1
OG0003959	CARHR127420	XP_018441506.1, XP_018485203.1
OG0003960	CARHR003580	XP_018479619.1, XP_018447535.1, XP_018486377.1
OG0003961	CARHR232530	XP_018469480.1, XP_018469478.1, XP_018482118.1, XP_018482116.1, XP_018450010.1
OG0003962	CARHR028940	XP_018486807.1, XP_018480770.1
OG0003964	CARHR165540, CARHR159370, CARHR135030	XP_018480273.1, XP_018449381.1
OG0003965	CARHR289760, CARHR002160	XP_018453103.1, XP_018472702.1, XP_018473233.1, XP_018457837.1
OG0003966	CARHR279540	XP_018488451.1
OG0003967	CARHR148630, CARHR217800, CARHR278030	XP_018486026.1, XP_018459909.1
OG0003968	CARHR277600	XP_018492976.1, XP_018489355.1
OG0003970	CARHR275320	XP_018482067.1, XP_018455554.1, XP_018438449.1, XP_018438499.1
OG0003971	CARHR110530, CARHR033270	XP_018448863.1
OG0003972	CARHR274930	XP_018491176.1, XP_018491173.1, XP_018456466.1
OG0003973	CARHR289630	XP_018433394.1, XP_018492471.1
OG0003974	CARHR189990	XP_018453221.1, XP_018478857.1
OG0003975	CARHR157690	XP_018450863.1, XP_018451115.1
OG0003976	CARHR187680	XP_018434661.1
OG0003977	CARHR187510	XP_018477788.1, XP_018462111.1
OG0003978	CARHR100170, CARHR011990	XP_018437545.1, XP_018447415.1
OG0003979	CARHR273990	XP_018444692.1, XP_018464897.1
OG0003980	CARHR273920	XP_018457078.1, XP_018438698.1, XP_018438707.1, XP_018474834.1
OG0003981	CARHR147650	XP_018483059.1, XP_018490391.1
OG0003982	CARHR272890	XP_018457725.1, XP_018476620.1, XP_018469417.1, XP_018469409.1
OG0003983	CARHR272720	XP_018468942.1, XP_018455722.1
OG0003984	CARHR272390	XP_018477003.1, XP_018477002.1, XP_018452566.1
OG0003985	CARHR271310	XP_018458367.1, XP_018455134.1
OG0003986	CARHR269640	XP_018460463.1, XP_018449927.1, XP_018475869.1
OG0003987	CARHR157820	XP_018465051.1
OG0003988	CARHR267620	XP_018472958.1, XP_018472940.1, XP_018472212.1, XP_018460446.1, XP_018464641.1
OG0003989	CARHR206140	XP_018444043.1, XP_018443815.1, XP_018468481.1, XP_018475695.1
OG0003990	CARHR266310	XP_018474179.1, XP_018466979.1, XP_018464245.1
OG0003991	CARHR065770, CARHR065760	XP_018443400.1
OG0003992	CARHR277810, CARHR208250	XP_018472896.1, XP_018446200.1, XP_018472455.1
OG0003993	CARHR208700	XP_018446256.1, XP_018445614.1
OG0003994	CARHR209950	XP_018476962.1, XP_018472178.1
OG0003995	CARHR211070	XP_018443219.1, XP_018475608.1, XP_018475970.1, XP_018470079.1
OG0003996	CARHR211080	XP_018472509.1, XP_018475613.1, XP_018465478.1, XP_018464801.1, XP_018445669.1, XP_018450337.1
OG0003997	CARHR213280	XP_018479679.1, XP_018444528.1
OG0003998	CARHR084850	XP_018491469.1
OG0003999	CARHR011650	XP_018435124.1
OG0004000	CARHR069990	XP_018444126.1, XP_018444616.1, XP_018458207.1
OG0004001	CARHR021070, CARHR069890	XP_018442282.1
OG0004002	CARHR069460	XP_018468617.1
OG0004003	CARHR114890, CARHR178630	XP_018482225.1, XP_018479502.1
OG0004004	CARHR044020, CARHR248660	XP_018447177.1
OG0004005	CARHR045760	XP_018438134.1
OG0004006	CARHR045550	XP_018440687.1, XP_018440684.1, XP_018450687.1
OG0004007	CARHR045130	XP_018439317.1, XP_018464277.1
OG0004008	CARHR123330	XP_018450200.1
OG0004009	CARHR035780	XP_018482455.1, XP_018482274.1, XP_018450648.1, XP_018450649.1, XP_018493243.1
OG0004010	CARHR044050	XP_018435640.1, XP_018450969.1, XP_018432557.1
OG0004011	CARHR130660	XP_018440191.1
OG0004012	CARHR266060	XP_018454678.1
OG0004013	CARHR220630	XP_018447947.1, XP_018451658.1, XP_018464575.1, XP_018465984.1
OG0004014	CARHR221190	XP_018447861.1, XP_018457373.1
OG0004015	CARHR290190	XP_018477475.1, XP_018460766.1, XP_018469077.1
OG0004016	CARHR066490	XP_018457309.1, XP_018445882.1
OG0004020	CARHR148490	XP_018457693.1
OG0004021	CARHR228440	XP_018447597.1, XP_018451274.1, XP_018483839.1, XP_018471169.1
OG0004022	CARHR176510, CARHR176610	XP_018439546.1
OG0004023	CARHR095330	XP_018488537.1, XP_018488534.1, XP_018439673.1
OG0004025	CARHR178030, CARHR129130	XP_018440683.1
OG0004026	CARHR129280	XP_018441500.1, XP_018441499.1, XP_018459512.1
OG0004027	CARHR175360	XP_018483476.1
OG0004028	CARHR016450	XP_018440204.1, XP_018472834.1
OG0004029	CARHR229460, CARHR253760	XP_018480381.1
OG0004030	CARHR292410	XP_018463288.1, XP_018486912.1, XP_018483980.1
OG0004031	CARHR259150	XP_018457333.1
OG0004032	CARHR226840	XP_018467702.1
OG0004034	CARHR228380	XP_018450876.1, XP_018447213.1, XP_018471361.1
OG0004035	CARHR228500	XP_018480643.1, XP_018478748.1
OG0004036	CARHR093410	XP_018489681.1
OG0004037	CARHR222810	XP_018484628.1, XP_018470153.1, XP_018463110.1, XP_018449338.1
OG0004038	CARHR223210	XP_018449096.1, XP_018459006.1
OG0004039	CARHR075550	XP_018490623.1, XP_018461472.1
OG0004040	CARHR115920	XP_018440218.1, XP_018454492.1
OG0004041	CARHR173040	XP_018485329.1, XP_018485348.1, XP_018442665.1
OG0004042	CARHR172190	XP_018489078.1, XP_018441168.1, XP_018441153.1
OG0004043	CARHR114770, CARHR262780, CARHR241000	XP_018489953.1
OG0004044	CARHR171780	XP_018493364.1, XP_018485222.1
OG0004046	CARHR169950	XP_018460704.1, XP_018459599.1, XP_018459603.1, XP_018493146.1
OG0004047	CARHR167590	XP_018458780.1, XP_018468536.1, XP_018486851.1, XP_018444266.1, XP_018437123.1
OG0004048	CARHR143830	XP_018465297.1, XP_018437031.1, XP_018467293.1
OG0004049	CARHR167260	XP_018488350.1
OG0004050	CARHR166740	XP_018446155.1, XP_018442637.1
OG0004051	CARHR164100, CARHR164120	XP_018491307.1, XP_018482687.1, XP_018469197.1, XP_018444688.1
OG0004052	CARHR163490	XP_018443095.1, XP_018492225.1
OG0004053	CARHR163420	XP_018491490.1, XP_018460321.1, XP_018477294.1
OG0004054	CARHR101150	XP_018462654.1, XP_018493189.1, XP_018485383.1
OG0004055	CARHR045410	XP_018446911.1
OG0004056	CARHR064870	XP_018446244.1, XP_018442686.1
OG0004058	CARHR135590	XP_018437939.1, XP_018475329.1, XP_018475330.1, XP_018475328.1, XP_018465517.1, XP_018466961.1, XP_018480948.1
OG0004060	CARHR117610	XP_018438631.1, XP_018434932.1, XP_018477432.1
OG0004061	CARHR231980	XP_018461366.1, XP_018477902.1, XP_018449197.1, XP_018471390.1
OG0004062	CARHR039200, CARHR286730, CARHR039190	XP_018488100.1, XP_018448795.1, XP_018459857.1, XP_018450308.1
OG0004063	CARHR033360	XP_018486367.1, XP_018459714.1, XP_018449617.1, XP_018466194.1, XP_018444966.1
OG0004064	CARHR261100, CARHR261120	XP_018470698.1, XP_018457622.1
OG0004065	CARHR231310	XP_018470089.1
OG0004066	CARHR193630	XP_018446703.1
OG0004068	CARHR185780	XP_018483952.1
OG0004068	CARHR079360	XP_018487291.1
OG0004069	CARHR142790	XP_018474508.1, XP_018461798.1, XP_018478362.1, XP_018478361.1
OG0004070	CARHR141790	XP_018439868.1, XP_018476219.1
OG0004071	CARHR105780	XP_018433116.1
OG0004072	CARHR139780	XP_018433962.1
OG0004073	CARHR119270, CARHR138820	XP_018467046.1, XP_018474800.1, XP_018477098.1
OG0004074	CARHR017600, CARHR137380	XP_018437146.1
OG0004076	CARHR077110	XP_018489904.1, XP_018491795.1, XP_018492961.1, XP_018436800.1, XP_018434846.1, XP_018490661.1, XP_018493209.1
OG0004077	CARHR077430	XP_018489464.1
OG0004078	CARHR078090	XP_018486136.1, XP_018490982.1, XP_018438963.1
OG0004080	CARHR078960	XP_018490635.1
OG0004080	CARHR078950	XP_018490636.1
OG0004081	CARHR185900	XP_018456982.1
OG0004082	CARHR079340	XP_018438994.1, XP_018438995.1, XP_018486519.1, XP_018463431.1, XP_018445012.1, XP_018485554.1
OG0004083	CARHR079560	XP_018491649.1
OG0004084	CARHR080390	XP_018438304.1, XP_018489576.1, XP_018489574.1, XP_018488278.1
OG0004085	CARHR080570	XP_018491644.1
OG0004086	CARHR081930	XP_018491499.1, XP_018465375.1, XP_018432566.1, XP_018440670.1, XP_018438900.1
OG0004087	CARHR087420	XP_018490377.1, XP_018464675.1, XP_018438483.1
OG0004088	CARHR088120	XP_018440588.1, XP_018486092.1, XP_018459558.1, XP_018492223.1
OG0004089	CARHR089110	XP_018465921.1, XP_018492587.1
OG0004090	CARHR090300	XP_018459444.1, XP_018490722.1, XP_018486117.1
OG0004091	CARHR091130	XP_018492493.1, XP_018492652.1, XP_018492693.1, XP_018464680.1
OG0004092	CARHR092380	XP_018489672.1, XP_018467388.1, XP_018439665.1, XP_018439657.1, XP_018490446.1, XP_018489294.1
OG0004093	CARHR093290, CARHR292250	XP_018486311.1, XP_018485445.1
OG0004094	CARHR095270	XP_018493309.1
OG0004095	CARHR056790, CARHR182700, CARHR287810	XP_018483433.1, XP_018465752.1
OG0004098	CARHR099520	XP_018434472.1
OG0004099	CARHR099350	XP_018438484.1, XP_018462711.1, XP_018492574.1, XP_018490338.1, XP_018490304.1
OG0004100	CARHR098730	XP_018492318.1, XP_018434896.1, XP_018487128.1, XP_018489541.1, XP_018460767.1
OG0004101	CARHR098700	XP_018486512.1, XP_018433493.1
OG0004102	CARHR097460, CARHR097450	XP_018458541.1, XP_018458540.1
OG0004103	CARHR237920	XP_018444840.1
OG0004104	CARHR287960, CARHR050710	XP_018483025.1
OG0004105	CARHR185420	XP_018461275.1, XP_018453058.1, XP_018483801.1
OG0004106	CARHR248370	XP_018471523.1
OG0004107	CARHR001070	XP_018488683.1
OG0004108	CARHR003420	XP_018451589.1, XP_018451581.1, XP_018450695.1, XP_018450698.1
OG0004109	CARHR005880	XP_018449674.1
OG0004110	CARHR007620	XP_018450919.1, XP_018438349.1, XP_018490749.1
OG0004111	CARHR284470	XP_018435510.1
OG0004112	CARHR252500	XP_018491398.1, XP_018491395.1
OG0004113	CARHR011270	XP_018450339.1, XP_018439181.1, XP_018490263.1
OG0004114	CARHR048700	XP_018457862.1
OG0004115	CARHR015280	XP_018449541.1, XP_018449957.1, XP_018436928.1, XP_018470310.1
OG0004116	CARHR018480	XP_018447349.1, XP_018488357.1, XP_018432721.1
OG0004117	CARHR180060	XP_018440155.1
OG0004118	CARHR064990	XP_018487649.1, XP_018442875.1
OG0004119	CARHR259040	XP_018452417.1, XP_018452771.1
OG0004120	CARHR291230	XP_018460189.1, XP_018444552.1, XP_018469514.1, XP_018454637.1
OG0004121	CARHR063390	XP_018466601.1, XP_018462916.1, XP_018459184.1
OG0004122	CARHR013020, CARHR048400	XP_018452429.1
OG0004123	CARHR148990	XP_018440269.1, XP_018440267.1
OG0004124	CARHR047720, CARHR046670	XP_018454013.1
OG0004125	CARHR252140	XP_018456411.1
OG0004128	CARHR252510	XP_018456419.1
OG0004129	CARHR037830	XP_018477546.1, XP_018480430.1
OG0004130	CARHR245870	XP_018458618.1, XP_018447675.1, XP_018437458.1
OG0004131	CARHR244650	XP_018449177.1, XP_018478737.1, XP_018456213.1
OG0004132	CARHR244280	XP_018471479.1, XP_018471841.1, XP_018477117.1, XP_018462644.1, XP_018449135.1
OG0004133	CARHR241860	XP_018448448.1
OG0004134	CARHR099840	XP_018440000.1, XP_018487286.1
OG0004135	CARHR100060	XP_018485823.1, XP_018434615.1, XP_018489970.1
OG0004136	CARHR248750	XP_018457501.1, XP_018457504.1, XP_018484021.1
OG0004137	CARHR265770	XP_018454890.1, XP_018472817.1
OG0004141	CARHR055730	XP_018452605.1
OG0004143	CARHR100630	XP_018490333.1, XP_018490085.1
OG0004146	CARHR122090	XP_018460862.1, XP_018482311.1
OG0004146	CARHR007370	XP_018450567.1
OG0004147	CARHR267110	XP_018436968.1, XP_018438445.1
OG0004148	CARHR143820	XP_018440183.1, XP_018440184.1, XP_018465296.1, XP_018434308.1
OG0004149	CARHR149400	XP_018478497.1
OG0004150	CARHR171180	XP_018478400.1, XP_018480177.1, XP_018490046.1, XP_018488050.1
OG0004152	CARHR259650	XP_018469567.1, XP_018462795.1, XP_018462784.1, XP_018467920.1, XP_018475128.1
OG0004153	CARHR234960	XP_018471755.1, XP_018450678.1, XP_018447650.1, XP_018478371.1
OG0004154	CARHR190570	XP_018474240.1, XP_018474242.1, XP_018474241.1, XP_018443257.1
OG0004155	CARHR277090, CARHR277100	XP_018489265.1
OG0004156	CARHR255170	XP_018474310.1
OG0004156	CARHR080600	XP_018466215.1, XP_018488415.1
OG0004157	CARHR128930	XP_018462902.1, XP_018474752.1, XP_018478444.1, XP_018460981.1
OG0004165	CARHR184610	XP_018466449.1, XP_018477805.1
OG0004167	CARHR238460	XP_018461851.1, XP_018480502.1, XP_018462812.1, XP_018450210.1
OG0004168	CARHR043640, CARHR277040	XP_018491956.1
OG0004169	CARHR195860	XP_018442817.1, XP_018469180.1, XP_018468719.1
OG0004170	CARHR196320	XP_018456463.1, XP_018462634.1, XP_018473339.1, XP_018442423.1, XP_018444480.1
OG0004171	CARHR196500	XP_018474288.1
OG0004173	CARHR197310	XP_018473488.1, XP_018463072.1, XP_018443017.1
OG0004174	CARHR198150	XP_018468931.1, XP_018444862.1, XP_018475311.1, XP_018467245.1, XP_018475312.1
OG0004175	CARHR198210	XP_018465126.1, XP_018444852.1, XP_018475193.1, XP_018475194.1, XP_018475029.1
OG0004176	CARHR198310	XP_018469281.1
OG0004177	CARHR023990	XP_018438016.1, XP_018449774.1, XP_018447848.1, XP_018461545.1
OG0004178	CARHR199350	XP_018473167.1, XP_018442514.1
OG0004180	CARHR202220	XP_018442643.1
OG0004181	CARHR152260	XP_018484050.1, XP_018439106.1, XP_018455414.1
OG0004182	CARHR188430	XP_018456519.1
OG0004183	CARHR204040	XP_018470729.1
OG0004184	CARHR204600	XP_018456901.1, XP_018442378.1
OG0004187	CARHR264560	XP_018485192.1
OG0004188	CARHR119280	XP_018436563.1, XP_018478176.1, XP_018439695.1
OG0004189	CARHR119770	XP_018480848.1, XP_018481419.1, XP_018466953.1, XP_018440102.1, XP_018434161.1
OG0004190	CARHR120140	XP_018458490.1, XP_018473495.1, XP_018437866.1
OG0004191	CARHR121430	XP_018464865.1, XP_018438148.1, XP_018475714.1, XP_018475799.1
OG0004192	CARHR123680	XP_018485157.1, XP_018473241.1
OG0004193	CARHR289390, CARHR123770	XP_018437664.1, XP_018482047.1, XP_018475036.1
OG0004194	CARHR123950	XP_018477499.1, XP_018477017.1, XP_018477018.1
OG0004195	CARHR124830	XP_018481294.1, XP_018474697.1, XP_018434793.1
OG0004196	CARHR021370	XP_018459417.1
OG0004196	CARHR264210	XP_018482499.1, XP_018469578.1, XP_018442874.1
OG0004197	CARHR125550, CARHR125360	XP_018484661.1, XP_018462796.1, XP_018482165.1
OG0004198	CARHR125980	XP_018437722.1, XP_018462603.1
OG0004199	CARHR181810	XP_018453025.1
OG0004199	CARHR037430	XP_018468975.1
OG0004200	CARHR036620	XP_018449862.1
OG0004201	CARHR036760, CARHR036750	XP_018486963.1, XP_018447734.1, XP_018455649.1
OG0004202	CARHR027730	XP_018485582.1, XP_018461858.1, XP_018470047.1, XP_018449204.1, XP_018448319.1, XP_018465274.1
OG0004203	CARHR128220	XP_018449664.1, XP_018449666.1
OG0004203	CARHR028450	XP_018489746.1
OG0004204	CARHR028990, CARHR028970, CARHR029000	XP_018465509.1
OG0004205	CARHR128490	XP_018476914.1, XP_018476862.1, XP_018483494.1
OG0004206	CARHR029660	XP_018486009.1, XP_018447116.1, XP_018478428.1, XP_018475980.1
OG0004207	CARHR029870	XP_018441533.1, XP_018488898.1, XP_018451611.1, XP_018451609.1, XP_018493083.1
OG0004208	CARHR030030	XP_018447176.1, XP_018492281.1, XP_018492282.1, XP_018493417.1
OG0004209	CARHR030310, CARHR030320	XP_018459617.1
OG0004210	CARHR031410	XP_018447540.1, XP_018447562.1
OG0004211	CARHR145350	XP_018434815.1, XP_018455238.1, XP_018481151.1
OG0004212	CARHR280690	XP_018455329.1, XP_018436241.1, XP_018462263.1
OG0004214	CARHR280590	XP_018463172.1, XP_018437881.1, XP_018455344.1
OG0004215	CARHR279960	XP_018493256.1
OG0004216	CARHR175500	XP_018470101.1, XP_018467680.1
OG0004217	CARHR277390	XP_018438999.1, XP_018457782.1, XP_018432750.1
OG0004218	CARHR276630	XP_018452034.1, XP_018490083.1, XP_018490076.1
OG0004219	CARHR042570, CARHR172770, CARHR172780, CARHR042590, CARHR042580	XP_018449655.1, XP_018448866.1
OG0004220	CARHR275090	XP_018483728.1
OG0004221	CARHR274570	XP_018455245.1, XP_018437920.1, XP_018466574.1, XP_018438402.1, XP_018481392.1, XP_018459737.1, XP_018459738.1
OG0004222	CARHR223120	XP_018463732.1, XP_018460579.1, XP_018481528.1, XP_018483099.1
OG0004223	CARHR180220	XP_018482788.1
OG0004225	CARHR188530	XP_018482354.1
OG0004226	CARHR193070	XP_018476164.1, XP_018470865.1
OG0004227	CARHR192130	XP_018446489.1, XP_018465054.1, XP_018442397.1, XP_018474930.1
OG0004228	CARHR191290	XP_018445782.1, XP_018444439.1, XP_018475469.1, XP_018468387.1
OG0004229	CARHR285570	XP_018474234.1, XP_018461596.1, XP_018476132.1, XP_018452288.1, XP_018454817.1, XP_018477810.1
OG0004230	CARHR285220	XP_018469414.1
OG0004232	CARHR270520	XP_018436461.1
OG0004232	CARHR270530	XP_018457851.1
OG0004233	CARHR222380, CARHR230010	XP_018471193.1
OG0004234	CARHR269180, CARHR269130	XP_018473365.1, XP_018454590.1
OG0004235	CARHR158680	XP_018441654.1, XP_018488689.1, XP_018488194.1
