Orthogroup	Cardamine_hirsuta	Arabidopsis_lyrata_NCBI
OG0004867	CARHR198890	XP_020878051.1
OG0004868	CARHR199210	XP_002873650.1
OG0004869	CARHR199400	XP_002873643.1
OG0004870	CARHR199520	XP_002873636.1
OG0004871	CARHR182680	XP_020871410.1, XP_020871409.1
OG0004872	CARHR200010	XP_020877589.1
OG0004873	CARHR200110	XP_020879309.1
OG0004874	CARHR200230	XP_020878353.1
OG0004875	CARHR200290	XP_002871551.1
OG0004876	CARHR087600	XP_020886314.1
OG0004877	CARHR200580	XP_002873583.1
OG0004878	CARHR200980	XP_020876263.1
OG0004879	CARHR201270	XP_020877228.1
OG0004880	CARHR201420	XP_002873529.2
OG0004881	CARHR201460	XP_002871497.1
OG0004882	CARHR201520	XP_020877553.1
OG0004883	CARHR202520	XP_020876755.1
OG0004884	CARHR203200	XP_002873437.1
OG0004885	CARHR203410	XP_020878188.1
OG0004886	CARHR203970	XP_002871371.1
OG0004887	CARHR204130	XP_002873391.2
OG0004888	CARHR204180	XP_020877311.1, XP_020877312.1
OG0004889	CARHR204470	XP_020877625.1
OG0004890	CARHR204550	XP_020878131.1, XP_020878167.1
OG0004891	CARHR205480	XP_020879222.1
OG0004892	CARHR147560	XP_020882015.1
OG0004893	CARHR251780	XP_020876368.1
OG0004894	CARHR232430	XP_020873603.1
OG0004895	CARHR232400	XP_002867630.1
OG0004896	CARHR152760, CARHR232370, CARHR152770, CARHR152750	XP_020873332.1
OG0004897	CARHR232150	XP_002867645.1
OG0004898	CARHR119660	XP_020882806.1, XP_020872637.1
OG0004899	CARHR121530	XP_002879161.1
OG0004900	CARHR117410, CARHR154080, CARHR121550	XP_002879163.1
OG0004901	CARHR122720	XP_020884004.1, XP_020884700.1
OG0004902	CARHR123500	XP_002881089.2
OG0004903	CARHR123570	XP_002881094.1
OG0004904	CARHR124010, CARHR123990	XP_002881118.1
OG0004905	CARHR124060	XP_002879270.1
OG0004906	CARHR124860	XP_020885738.1
OG0004907	CARHR125590, CARHR125570	XP_002879347.1
OG0004908	CARHR125970	XP_002879368.2
OG0004909	CARHR127470	XP_002881283.1
OG0004910	CARHR179270	XP_002865388.1
OG0004911	CARHR178900	XP_020886000.1
OG0004912	CARHR232820	XP_002869672.1
OG0004913	CARHR054190, CARHR034590, CARHR037270, CARHR259240	XP_002894064.1
OG0004914	CARHR027630	XP_020869864.1
OG0004915	CARHR027680	XP_002893509.1
OG0004916	CARHR027940	XP_020867346.1
OG0004917	CARHR215400	XP_002893561.1, XP_002868524.1
OG0004918	CARHR234110	XP_020873576.1, XP_020873581.1
OG0004919	CARHR028910	XP_020867239.1
OG0004920	CARHR029670	XP_020870723.1
OG0004921	CARHR287980	XP_002862194.1, XP_020890151.1
OG0004922	CARHR030700	XP_020867427.1, XP_020889642.1
OG0004923	CARHR030790	XP_020868814.1
OG0004924	CARHR031990	XP_002890995.1
OG0004925	CARHR280580	XP_002866719.1
OG0004926	CARHR280210	XP_002865005.1
OG0004927	CARHR280000	XP_002866696.1
OG0004928	CARHR279790	XP_002864981.1
OG0004930	CARHR279140	XP_002864946.1
OG0004931	CARHR264600	XP_020871151.1
OG0004932	CARHR277930	XP_002879705.2
OG0004932	CARHR171950	XP_020881871.1
OG0004933	CARHR277690	XP_020869831.1
OG0004934	CARHR276160	XP_002864789.1
OG0004935	CARHR274590	XP_002866402.1
OG0004936	CARHR274530	XP_002864708.1
OG0004937	CARHR190260	XP_002872048.1
OG0004938	CARHR189930	XP_020876253.1
OG0004939	CARHR115570	XP_020882731.1
OG0004940	CARHR193370	XP_002873952.1
OG0004941	CARHR193500, CARHR193490	XP_002871885.1
OG0004942	CARHR192990	XP_002871910.1
OG0004943	CARHR192590	XP_020875850.1
OG0004944	CARHR192490	XP_020876786.1
OG0004945	CARHR192280	XP_020878988.1
OG0004946	CARHR192180	XP_002874007.1
OG0004947	CARHR192140	XP_020878231.1
OG0004948	CARHR192090	XP_002871956.1
OG0004949	CARHR192040	XP_002874015.2
OG0004950	CARHR191430, CARHR072400	XP_002871987.2
OG0004951	CARHR191170	XP_002874066.1
OG0004952	CARHR191150	XP_002874067.1
OG0004953	CARHR154380	XP_002877450.1
OG0004954	CARHR285880	XP_020871027.1
OG0004954	CARHR155200	XP_002875795.1
OG0004955	CARHR272860	XP_002864599.1
OG0004956	CARHR272610	XP_002866286.1
OG0004957	CARHR272580	XP_020871321.1
OG0004958	CARHR272360	XP_020871836.1
OG0004959	CARHR272300	XP_020884171.1
OG0004960	CARHR272130	XP_020867065.1
OG0004961	CARHR271950	XP_020872016.1
OG0004962	CARHR271690	XP_002866238.1
OG0004963	CARHR271120	XP_002864512.1
OG0004964	CARHR270740	XP_020871848.1
OG0004965	CARHR269280	XP_020871161.1
OG0004966	CARHR269220	XP_020871203.1
OG0004967	CARHR267990	XP_020888968.1
OG0004968	CARHR158630	XP_020882141.1
OG0004969	CARHR158490	XP_002877680.1
OG0004970	CARHR250890	XP_002874907.1
OG0004971	CARHR205710	XP_020878006.1
OG0004973	CARHR206920	XP_020875924.1
OG0004974	CARHR213360, CARHR043990	XP_002870659.1
OG0004975	CARHR207230	XP_002873232.1
OG0004976	CARHR207700	XP_020875904.1
OG0004977	CARHR207830	XP_020876006.1
OG0004978	CARHR208120	XP_020875975.1
OG0004979	CARHR208800	XP_020879593.1
OG0004980	CARHR209350	XP_002871063.1
OG0004981	CARHR025560	XP_020868573.1
OG0004982	CARHR209620	XP_002871053.1
OG0004983	CARHR209910	XP_020879483.1
OG0004984	CARHR261270	XP_020875314.1
OG0004985	CARHR213810	XP_020875547.1
OG0004986	CARHR213180	XP_002868607.1, XP_020874845.1
OG0004987	CARHR213570, CARHR289170	XP_002870634.1
OG0004988	CARHR043430	XP_020867147.1
OG0004989	CARHR015870	XP_002892861.1
OG0004990	CARHR074150	XP_002887833.1
OG0004991	CARHR074790	XP_020890387.1
OG0004992	CARHR074030	XP_020890985.1
OG0004993	CARHR073900	XP_020865766.1
OG0004994	CARHR073850	XP_020890868.1
OG0004995	CARHR073740	XP_002862367.2, XP_020891215.1
OG0004996	CARHR073560	XP_020890164.1
OG0004997	CARHR071630	XP_002887726.1
OG0004998	CARHR090440	XP_020872060.1, XP_020888774.1
OG0004999	CARHR070650	XP_020890221.1
OG0005000	CARHR070390	XP_002887660.1
OG0005001	CARHR070050	XP_002887643.2
OG0005002	CARHR069730	XP_002889065.1
OG0005003	CARHR069550	XP_002889053.1
OG0005004	CARHR069450	XP_020891280.1
OG0005005	CARHR058030, CARHR069010	XP_002889034.1
OG0005006	CARHR068900	XP_020890647.1
OG0005007	CARHR068760	XP_002887591.1
OG0005008	CARHR107760	XP_020887285.1
OG0005009	CARHR087880	XP_002882813.1
OG0005010	CARHR045320	XP_020868476.1
OG0005011	CARHR088660	XP_002884994.1
OG0005012	CARHR044490	XP_020869983.1, XP_020866326.1
OG0005013	CARHR044390	XP_020870593.1
OG0005015	CARHR043770	XP_002891755.1
OG0005016	CARHR130280	XP_020883724.1
OG0005017	CARHR130430	XP_002881429.1
OG0005018	CARHR130720	XP_002879611.1
OG0005019	CARHR131010	XP_020884978.1
OG0005019	CARHR131050	XP_002881462.1
OG0005020	CARHR152250	XP_002875490.1
OG0005021	CARHR216810	XP_002870445.1
OG0005022	CARHR265990	XP_002865947.1, XP_002880896.1, XP_020868492.1
OG0005023	CARHR134200	XP_002893477.1
OG0005025	CARHR032810	XP_002865336.1, XP_020868768.1
OG0005026	CARHR220100	XP_020872311.1
OG0005028	CARHR223150	XP_020872074.1
OG0005029	CARHR290400, CARHR290390	XP_002870203.1
OG0005030	CARHR065740	XP_020891567.1
OG0005031	CARHR231030	XP_020873525.1
OG0005032	CARHR066230	XP_002887477.1
OG0005033	CARHR067140	XP_020865685.1
OG0005034	CARHR067860, CARHR067870, CARHR067880	XP_002888985.1
OG0005035	CARHR061340	XP_020890585.1
OG0005036	CARHR061560	XP_020865661.1
OG0005037	CARHR061920	XP_020891195.1
OG0005038	CARHR236210	XP_002869502.1
OG0005039	CARHR236230	XP_020872436.1
OG0005041	CARHR046920	XP_020891031.1
OG0005041	CARHR051500	XP_020887787.1
OG0005041	CARHR051260	XP_002886370.2
OG0005042	CARHR261990	XP_020888051.1
OG0005043	CARHR153560	XP_002877230.1
OG0005044	CARHR148740	XP_002875382.2
OG0005046	CARHR147720	XP_020881189.1
OG0005047	CARHR214740	XP_020872319.1
OG0005047	CARHR147590	XP_002876984.1
OG0005048	CARHR146990	XP_020880065.1
OG0005049	CARHR175510	XP_002863412.1
OG0005050	CARHR290910, CARHR124080	XP_020865928.1
OG0005051	CARHR041240	XP_020868715.1
OG0005052	CARHR042750	XP_002894391.1
OG0005053	CARHR090760	XP_020888138.1
OG0005054	CARHR127740	XP_002881296.1
OG0005055	CARHR225870	XP_002870008.2
OG0005056	CARHR225620	XP_002870023.1
OG0005057	CARHR224940	XP_002870064.1
OG0005058	CARHR224800	XP_020873211.1
OG0005059	CARHR224250	XP_020872638.1
OG0005060	CARHR160650	XP_020882340.1
OG0005061	CARHR164230	XP_002877968.1
OG0005062	CARHR284820	XP_002883860.1
OG0005063	CARHR107380	XP_002884035.1
OG0005064	CARHR218550, CARHR286520	XP_002863882.1
OG0005065	CARHR229990	XP_020873730.1
OG0005066	CARHR229860	XP_002867747.1
OG0005067	CARHR229780, CARHR229790	XP_020873448.1
OG0005068	CARHR229770	XP_020873476.1
OG0005069	CARHR153900	XP_020880647.1
OG0005070	CARHR227710	XP_002869906.1
OG0005071	CARHR228110	XP_020873570.1
OG0005072	CARHR143860	XP_002875068.1
OG0005073	CARHR228560	XP_020873653.1
OG0005074	CARHR077780	XP_020888928.1
OG0005075	CARHR222750	XP_020873983.1
OG0005076	CARHR222870	XP_020873970.1
OG0005077	CARHR032130	XP_020870567.1
OG0005078	CARHR125830	XP_002882182.1
OG0005079	CARHR281070	XP_020871566.1
OG0005080	CARHR172900	XP_002878467.1
OG0005081	CARHR171890	XP_002876622.1
OG0005082	CARHR170980, CARHR171020	XP_020881697.1
OG0005083	CARHR170650	XP_020882411.1
OG0005084	CARHR076770	XP_020889325.1
OG0005085	CARHR260400, CARHR060050	XP_020879067.1
OG0005086	CARHR168970	XP_002878228.1
OG0005087	CARHR168350	XP_020881120.1
OG0005088	CARHR167910	XP_002876428.1
OG0005089	CARHR167940	XP_002878164.1
OG0005090	CARHR167480	XP_020881317.1
OG0005091	CARHR165050	XP_002876283.1
OG0005092	CARHR164750	XP_020881225.1
OG0005093	CARHR164520	XP_002877990.1
OG0005094	CARHR163990	XP_002876241.1
OG0005095	CARHR162960	XP_002876189.1
OG0005096	CARHR134210	XP_020867753.1
OG0005097	CARHR101430	XP_020887623.1, XP_020879989.1
OG0005098	CARHR178190	XP_020877711.1
OG0005099	CARHR182930	XP_002865680.1
OG0005100	CARHR108500	XP_002884096.1
OG0005101	CARHR108890	XP_020888574.1
OG0005102	CARHR109600	XP_020887858.1
OG0005103	CARHR237610	XP_002867390.1
OG0005104	CARHR136010	XP_020885399.1
OG0005105	CARHR135420	XP_020885552.1
OG0005106	CARHR134580	XP_020883999.1
OG0005107	CARHR134290	XP_002879796.1
OG0005108	CARHR133510	XP_020884201.1
OG0005109	CARHR107350	XP_020888423.1
OG0005110	CARHR132870	XP_020884747.1, XP_002881576.2
OG0005111	CARHR132780	XP_002879730.1
OG0005112	CARHR132740	XP_020884538.1
OG0005113	CARHR132020	XP_020883177.1, XP_020883176.1
OG0005114	CARHR132110	XP_002881511.1
OG0005115	CARHR131410	XP_002879634.1
OG0005116	CARHR131320	XP_002881475.2
OG0005117	CARHR065490	XP_002888883.1
OG0005118	CARHR116810	XP_020883038.1
OG0005119	CARHR253050	XP_020877666.1
OG0005120	CARHR252840	XP_020878721.1
OG0005121	CARHR146350	XP_020881710.1, XP_020881655.1
OG0005122	CARHR253960	XP_020877641.1
OG0005123	CARHR033880	XP_002893826.1
OG0005124	CARHR033800	XP_020870590.1
OG0005125	CARHR259850	XP_020877484.1
OG0005126	CARHR255760	XP_020877601.1
OG0005127	CARHR254650	XP_002872612.1, XP_002872619.1
OG0005128	CARHR193760	XP_002871870.1
OG0005129	CARHR024190	XP_020869231.1, XP_002893305.2
OG0005130	CARHR187030	XP_002872214.1
OG0005131	CARHR186650	XP_020878950.1
OG0005132	CARHR110790	XP_020887843.1, XP_020886514.1
OG0005133	CARHR142160	XP_020883298.1
OG0005134	CARHR142120	XP_020884218.1
OG0005135	CARHR141420	XP_020882674.1
OG0005136	CARHR141060	XP_002880200.1
OG0005138	CARHR139960	XP_002862291.2, XP_020882772.1
OG0005139	CARHR139470	XP_020885707.1, XP_002881957.1
OG0005140	CARHR138060	XP_002881884.1
OG0005142	CARHR213060	XP_002870646.1
OG0005143	CARHR174440	XP_002865149.1
OG0005145	CARHR076450	XP_020886904.1
OG0005146	CARHR077010	XP_020889453.1
OG0005147	CARHR078120	XP_002882323.1
OG0005148	CARHR079370, CARHR079380	XP_020889412.1
OG0005149	CARHR081760	XP_020886979.1
OG0005150	CARHR082610, CARHR181550	XP_002882555.1
OG0005151	CARHR082640	XP_002884672.1
OG0005152	CARHR082950	XP_002884690.1
OG0005153	CARHR084190	XP_020888365.1
OG0005154	CARHR085040	XP_002884796.2
OG0005155	CARHR086130	XP_002884852.1
OG0005156	CARHR086810	XP_002884895.2
OG0005157	CARHR127990	YP_009357304.1
OG0005158	CARHR087790	XP_002882808.1
OG0005159	CARHR088300	XP_020889534.1
OG0005160	CARHR089590	XP_020886817.1
OG0005161	CARHR089890	XP_020888803.1
OG0005162	CARHR090000	XP_002885065.1
OG0005163	CARHR090150	XP_002882916.1
OG0005164	CARHR090620	XP_020889277.1
OG0005165	CARHR091410	XP_020887319.1
OG0005166	CARHR091710	XP_002885143.1
OG0005167	CARHR092020	XP_002883025.1
OG0005168	CARHR094220	XP_020887503.1
OG0005169	CARHR094450	XP_002885291.1
OG0005170	CARHR094530	XP_002883163.1
OG0005171	CARHR094690	XP_020887150.1
OG0005172	CARHR094660	XP_002885303.2
OG0005173	CARHR095460	XP_002883211.1
OG0005174	CARHR096560	XP_002885401.1
OG0005175	CARHR096570	XP_020886305.1
OG0005176	CARHR097050	XP_020887650.1
OG0005177	CARHR184380	XP_020889970.1
OG0005178	CARHR098540	XP_020886718.1
OG0005179	CARHR098440	XP_002885510.2
OG0005180	CARHR097580	XP_002885453.1
OG0005181	CARHR097180	XP_002883295.1
OG0005182	CARHR238060	XP_020873880.1
OG0005183	CARHR238040, CARHR114660	XP_020872282.1
OG0005184	CARHR194080	XP_002873919.1
OG0005185	CARHR194500	XP_002871820.1
OG0005186	CARHR194550	XP_002871818.1
OG0005187	CARHR194570	XP_002873895.2
OG0005188	CARHR287830	XP_020871736.1
OG0005189	CARHR287940	XP_002863991.1
OG0005190	CARHR184020	XP_002865625.1
OG0005191	CARHR110380	XP_002886013.1
OG0005192	CARHR162220	XP_020882267.1
OG0005193	CARHR162170	XP_020880039.1
OG0005194	CARHR161480	XP_020881134.1
OG0005195	CARHR161190	XP_020880408.1
OG0005196	CARHR161150	XP_002877810.1
OG0005197	CARHR259890, CARHR088890, CARHR259870, CARHR001370	XP_020867077.1
OG0005198	CARHR003280	XP_020869240.1, XP_020868859.1
OG0005199	CARHR003060	XP_002892177.2
OG0005200	CARHR004580	XP_020868136.1
OG0005201	CARHR004810	XP_020869139.1
OG0005202	CARHR005130	XP_020867570.1
OG0005203	CARHR005770	XP_002889594.1
OG0005204	CARHR006540	XP_002889621.1
OG0005205	CARHR007150	XP_002889646.1
OG0005206	CARHR007430	XP_020868756.1
OG0005207	CARHR007990	XP_020870117.1
OG0005208	CARHR008350	XP_020868330.1
OG0005209	CARHR010050	XP_020869987.1
OG0005210	CARHR009300	XP_002892500.1
OG0005211	CARHR010220, CARHR009030	XP_002892548.1
OG0005212	CARHR005850, CARHR005840, CARHR010740	XP_002892579.1
OG0005213	CARHR010770	XP_002892583.2
OG0005214	CARHR010810	XP_002892586.2
OG0005215	CARHR252920, CARHR254380, CARHR254390	XP_020877646.1
OG0005216	CARHR012200	XP_020866973.1
OG0005217	CARHR012430	XP_020866406.1
OG0005218	CARHR012480	XP_020868735.1
OG0005219	CARHR012620	XP_020866036.1
OG0005220	CARHR048640	XP_002887985.1
OG0005221	CARHR012990	XP_020869511.1
OG0005222	CARHR048170	XP_020889824.1, XP_020889826.1
OG0005223	CARHR013150	XP_020870524.1
OG0005224	CARHR013740	XP_002892744.1
OG0005225	CARHR015310	XP_020870938.1
OG0005226	CARHR015600	XP_002892848.1
OG0005227	CARHR015900	XP_020870565.1
OG0005228	CARHR016400	XP_020868130.1
OG0005229	CARHR016900	XP_020870841.1
OG0005230	CARHR017220	XP_002890187.2
OG0005231	CARHR017250	XP_020867026.1
OG0005232	CARHR017430	XP_002892930.1
OG0005233	CARHR017670	XP_020866552.1
OG0005234	CARHR103510, CARHR103480	XP_020888606.1
OG0005235	CARHR018590	XP_020869030.1
OG0005236	CARHR019390	XP_002890300.1
OG0005237	CARHR019700	XP_020868660.1
OG0005238	CARHR019780	XP_020870043.1
OG0005239	CARHR019940	XP_020870402.1
OG0005240	CARHR020350	XP_020866993.1
OG0005241	CARHR020710	XP_020869056.1
OG0005242	CARHR020920	XP_002890390.1
OG0005243	CARHR070610, CARHR070620	XP_002889125.1
OG0005244	CARHR291250	XP_002887373.1
OG0005245	CARHR064490, CARHR064480	XP_020889941.1
OG0005247	CARHR050850	XP_002886534.2
OG0005248	CARHR051480	XP_020890113.1
OG0005249	CARHR051940	XP_020890066.1
OG0005250	CARHR095580	XP_020886276.1
OG0005251	CARHR053200	XP_020890277.1
OG0005252	CARHR175010	XP_020885750.1
OG0005253	CARHR173700	XP_002863329.1
OG0005254	CARHR173640	XP_020884268.1
OG0005255	CARHR252390	XP_002872738.1
OG0005256	CARHR252470	XP_020876420.1
OG0005257	CARHR237530	XP_002867396.1
OG0005258	CARHR109790, CARHR237780	XP_020872510.1
OG0005259	CARHR222600	XP_002862414.2, XP_002870171.1
OG0005260	CARHR037880	XP_002894102.1
OG0005261	CARHR113690	XP_020885338.1
OG0005262	CARHR246310, CARHR246300	XP_002866925.1
OG0005263	CARHR246140	XP_002868967.1
OG0005264	CARHR245920	XP_020875351.1
OG0005265	CARHR245500	XP_002866969.1
OG0005266	CARHR243810	XP_002867072.1
OG0005267	CARHR243560	XP_020873207.1
OG0005268	CARHR242810	XP_020874799.1
OG0005269	CARHR242280	XP_020875582.1
OG0005270	CARHR242380	XP_020873146.1
OG0005273	CARHR240210	XP_020872796.1
OG0005274	CARHR240730	XP_020872494.1
OG0005275	CARHR240750	XP_020873118.1
OG0005276	CARHR240860	XP_002867224.2
OG0005277	CARHR241050	XP_020875607.1
OG0005278	CARHR240080	XP_002867255.1
OG0005279	CARHR239860	XP_002869304.1, XP_002869302.1
OG0005280	CARHR239760	XP_020872182.1
OG0005281	CARHR239680	XP_002869313.1
OG0005282	CARHR239450	XP_020871136.1
OG0005283	CARHR239430	XP_002867294.1
OG0005284	CARHR238850	XP_002867319.1
OG0005285	CARHR238620	XP_020872115.1
OG0005286	CARHR238610	XP_020872124.1
OG0005287	CARHR099800	XP_002885594.1
OG0005288	CARHR065000	XP_002887418.1
OG0005289	CARHR064830	XP_020891262.1
OG0005290	CARHR064780	XP_020891018.1
OG0005291	CARHR023800	XP_020866542.1
OG0005292	CARHR024720	XP_020887736.1, XP_020870870.1
OG0005293	CARHR024960	XP_020870718.1
OG0005294	CARHR025080	XP_020866641.1
OG0005295	CARHR233340	XP_020873537.1
OG0005296	CARHR026450	XP_020869360.1
OG0005297	CARHR250460	XP_020876533.1
OG0005298	CARHR250020	XP_002872882.1
OG0005299	CARHR250100	XP_020876993.1
OG0005300	CARHR249500	XP_020876778.1
OG0005301	CARHR248940	XP_020877078.1
OG0005302	CARHR248900	XP_020878511.1
OG0005303	CARHR248540, CARHR148180	XP_020877833.1
OG0005304	CARHR235640	XP_002867478.1
OG0005305	CARHR146260	XP_020882140.1
OG0005306	CARHR236010	XP_020874445.1
OG0005307	CARHR146340	XP_020880857.1
OG0005309	CARHR069120	XP_020891689.1
OG0005310	CARHR024750	XP_020870637.1
OG0005311	CARHR026510	XP_020891081.1
OG0005312	CARHR027010	XP_002890727.2
OG0005314	CARHR035280	XP_002891252.2
OG0005314	CARHR159820	XP_020871679.1
OG0005315	CARHR039250, CARHR040050	XP_020870860.1, XP_020882673.1
OG0005317	CARHR073430, CARHR073530	XP_002887520.1, XP_020891167.1
OG0005319	CARHR077370	XP_020888666.1
OG0005320	CARHR105390	XP_002883868.1
OG0005322	CARHR109180	XP_020886135.1
OG0005324	CARHR263170	XP_002868736.2
OG0005325	CARHR159140	XP_002877727.1
OG0005327	CARHR189900, CARHR175030, CARHR149590	XP_002872065.1
OG0005329	CARHR225350	XP_020875482.1
OG0005331	CARHR175720	XP_002863427.1
OG0005331	CARHR175710	XP_020877706.1
OG0005332	CARHR183520	XP_020871084.1
OG0005333	CARHR126080, CARHR126720	XP_002879416.2, XP_002879417.1
OG0005335	CARHR237980	XP_020872467.1
OG0005336	CARHR152140	XP_020881268.1
OG0005346	CARHR238300	XP_002869380.1
OG0005347	CARHR139690	XP_002880121.1
OG0005349	CARHR238540	XP_002869365.1
OG0005350	CARHR238590	XP_020872860.1
OG0005351	CARHR155490	XP_020880681.1, XP_002879022.1
OG0005352	CARHR267730	XP_002866044.1
OG0005353	CARHR143660	XP_020879972.1
OG0005354	CARHR144260	XP_020880004.1
OG0005355	CARHR144720	XP_002875111.1
OG0005356	CARHR144550	XP_002875101.1
OG0005357	CARHR145000	XP_020881085.1
OG0005358	CARHR195080	XP_002871793.1
OG0005359	CARHR195300	XP_020877804.1
OG0005360	CARHR195350	XP_020877795.1
OG0005361	CARHR195410	XP_020877782.1
OG0005362	CARHR146960	XP_002875295.1
OG0005363	CARHR240920	XP_020872724.1
OG0005364	CARHR195590	XP_020877289.1
OG0005365	CARHR195620	XP_002871772.1
OG0005366	CARHR196340, CARHR034610	XP_020877936.1
OG0005367	CARHR196660	XP_020878077.1
OG0005368	CARHR196760	XP_002871720.1
OG0005369	CARHR202280	XP_020879480.1
OG0005370	CARHR197060	XP_020877575.1
OG0005371	CARHR197280	XP_020878040.1
OG0005372	CARHR197340	XP_020876610.1
OG0005373	CARHR198130	XP_002871653.1, XP_002871652.1
OG0005374	CARHR198180	XP_002871650.1
OG0005375	CARHR198520	XP_020877087.1
OG0005376	CARHR198740	XP_020877558.1
OG0005377	CARHR198790	XP_020877559.1
OG0005378	CARHR198870	XP_020879039.1
OG0005379	CARHR198950	XP_020878703.1
OG0005380	CARHR199160	XP_002873653.1
OG0005381	CARHR199290	XP_020877065.1
OG0005382	CARHR200300	XP_020878742.1
OG0005383	CARHR200440	XP_020877358.1
OG0005384	CARHR200610	XP_002873581.1
OG0005385	CARHR200740	XP_020878387.1
OG0005386	CARHR201050	XP_020878577.1
OG0005387	CARHR201160	XP_020876836.1
OG0005388	CARHR202930	XP_020876706.1
OG0005389	CARHR203020	XP_020879110.1
OG0005390	CARHR203290	XP_020878032.1
OG0005391	CARHR231640	XP_002869731.1
OG0005392	CARHR204850	XP_002873350.1
OG0005393	CARHR205060	XP_002873342.1
OG0005394	CARHR205090	XP_002873339.1
OG0005395	CARHR232440	XP_020873776.1
OG0005396	CARHR119240, CARHR063930	XP_020885094.1
OG0005397	CARHR119550	XP_020883848.1
OG0005398	CARHR124760	XP_020872736.1, XP_020882726.1
OG0005399	CARHR125130	XP_002879330.1
OG0005400	CARHR125290	XP_020882840.1
OG0005401	CARHR125740	XP_020873882.1
OG0005402	CARHR126600	XP_020884303.1
OG0005403	CARHR126610	XP_002881239.1
OG0005404	CARHR126640	XP_002879411.1
OG0005405	CARHR126650	XP_020884319.1
OG0005406	CARHR127140	XP_002879431.1
OG0005407	CARHR127480	XP_020885466.1
