Orthogroup	Cardamine_hirsuta	Eutrema_salsugineum
OG0003392	CARHR179150	XP_006403138.1
OG0003393	CARHR030100	XP_006415442.1
OG0003394	CARHR030110	XP_006415441.1, XP_006410637.1
OG0003395	CARHR279860	XP_006393978.2
OG0003395	CARHR158850	XP_006404104.2
OG0003396	CARHR278620	XP_006394129.1, XP_006399460.1
OG0003397	CARHR241680	XP_006412340.2, XP_024007034.1
OG0003398	CARHR277020	XP_006394305.1
OG0003399	CARHR276760	XP_024014285.1, XP_006394332.1
OG0003400	CARHR276670	XP_006394342.1
OG0003401	CARHR189580	XP_024007537.1
OG0003402	CARHR191930	XP_006400657.1
OG0003404	CARHR272500	XP_006401058.1
OG0003405	CARHR270370, CARHR000660	XP_006401297.1
OG0003406	CARHR037090	XP_006393089.2
OG0003408	CARHR208320	XP_006398950.1, XP_006398951.1
OG0003409	CARHR209780	XP_006398808.2
OG0003410	CARHR211240	XP_006398678.1
OG0003411	CARHR083200	XP_024015410.1
OG0003412	CARHR083160	XP_006407739.1
OG0003412	CARHR212130	XP_006398582.1
OG0003414	CARHR072520, CARHR017240	XP_006389940.1
OG0003415	CARHR112440, CARHR106820, CARHR247590, CARHR106830	XP_024005819.1
OG0003416	CARHR070070, CARHR070080	XP_006390184.1
OG0003417	CARHR087970	XP_006392613.1
OG0003418	CARHR089370	XP_006407080.1
OG0003418	CARHR043950	XP_024006286.1
OG0003419	CARHR043660	XP_006392789.1
OG0003421	CARHR099650	XP_006418852.1
OG0003422	CARHR292870	XP_006404810.1
OG0003422	CARHR245650	XP_006411908.1
OG0003424	CARHR292470	XP_006395360.1
OG0003425	CARHR025220	XP_006415952.1
OG0003426	CARHR225160	XP_024010946.1, XP_024005492.1
OG0003427	CARHR041920	XP_006392998.1
OG0003429	CARHR043130	XP_006392852.1
OG0003429	CARHR111440	XP_006409014.1
OG0003430	CARHR262560	XP_006405603.1
OG0003431	CARHR225550, CARHR225540	XP_006414070.1, XP_006414069.1
OG0003432	CARHR162450	XP_006403783.1
OG0003433	CARHR160250	XP_006404007.1, XP_006404008.1
OG0003434	CARHR264100	XP_006401985.1
OG0003435	CARHR256790	XP_006402000.1
OG0003438	CARHR227270	XP_006413865.1
OG0003440	CARHR228660	XP_006413719.1
OG0003441	CARHR033890	XP_024008231.1
OG0003442	CARHR139740	XP_006397633.1
OG0003443	CARHR169060	XP_006402762.1
OG0003445	CARHR167160, CARHR163700	XP_006402922.1, XP_024013000.1
OG0003446	CARHR135290	XP_006411280.2
OG0003447	CARHR103030	XP_006396166.1
OG0003448	CARHR100450	XP_006418755.1
OG0003449	CARHR245030	XP_006409139.1, XP_006411972.1
OG0003452	CARHR033540	XP_006415036.1
OG0003453	CARHR142820	XP_024010862.1, XP_024004903.1
OG0003454	CARHR142750	XP_006397930.1
OG0003455	CARHR141040	XP_006397758.1
OG0003456	CARHR140000	XP_006397659.1
OG0003457	CARHR139120	XP_006397568.1
OG0003458	CARHR139100	XP_006397564.1, XP_024008776.1
OG0003459	CARHR194010	XP_006400453.1
OG0003459	CARHR080720	XP_006407972.1
OG0003461	CARHR213130, CARHR176030, CARHR176040, CARHR213100, CARHR213110, CARHR213090, CARHR213140, CARHR081210	XP_006407920.1
OG0003462	CARHR083390, CARHR083530	XP_006407707.2
OG0003463	CARHR145210, CARHR086010	XP_024011007.1
OG0003464	CARHR086460, CARHR086470	XP_006407394.1, XP_024015563.1
OG0003465	CARHR088310	XP_006407193.1
OG0003466	CARHR105710, CARHR088450	XP_006407177.1
OG0003467	CARHR090980	XP_024015506.1
OG0003468	CARHR231770	XP_006413442.1
OG0003469	CARHR238770	XP_006412649.1, XP_024005560.1
OG0003470	CARHR008840	XP_024008595.1
OG0003471	CARHR007850, CARHR007840	XP_024008896.1
OG0003472	CARHR009490	XP_006417566.1
OG0003473	CARHR010070	XP_006417512.1
OG0003474	CARHR283810	XP_006392276.1
OG0003475	CARHR048710	XP_006391803.1
OG0003477	CARHR015140	XP_006416992.1
OG0003478	CARHR292010, CARHR223680	XP_006392182.1
OG0003479	CARHR262030	XP_024014754.1
OG0003480	CARHR264880	XP_006395370.1
OG0003481	CARHR223760	XP_006414262.1
OG0003482	CARHR092300	XP_006406774.2, XP_006414374.1
OG0003483	CARHR141560	XP_006395439.1
OG0003484	CARHR294150	XP_006411628.1
OG0003485	CARHR245950	XP_006411875.1
OG0003485	CARHR245960	XP_006411874.1
OG0003486	CARHR244150	XP_006412060.1, XP_024004395.1, XP_006409259.1
OG0003487	CARHR242800	XP_006412206.1
OG0003488	CARHR117900	XP_006404929.1
OG0003489	CARHR023550, CARHR023570, CARHR023560, CARHR023580, CARHR024050, CARHR024040	XP_006416120.1
OG0003491	CARHR025070, CARHR062580	XP_006390989.1
OG0003494	CARHR045300	XP_006392618.1
OG0003497	CARHR220460, CARHR056340, CARHR059750	XP_006391509.1
OG0003501	CARHR189320	XP_006394676.1
OG0003502	CARHR265660	XP_024011234.1
OG0003505	CARHR223000	XP_024007987.1
OG0003513	CARHR254120, CARHR252640, CARHR122340	XP_024013374.1
OG0003514	CARHR196270	XP_006400232.1
OG0003515	CARHR197440	XP_006400113.1
OG0003515	CARHR018880	XP_024006891.1
OG0003516	CARHR201750	XP_024011169.1
OG0003517	CARHR204070	XP_024012207.1
OG0003517	CARHR095280	XP_024015528.1
OG0003518	CARHR204450	XP_006408891.2
OG0003519	CARHR275170	XP_006394511.1
OG0003521	CARHR119810	XP_006408694.1
OG0003522	CARHR120330	XP_006409749.1
OG0003522	CARHR120370, CARHR120340	XP_024003637.1
OG0003523	CARHR121270	XP_006409859.1
OG0003525	CARHR123850	XP_006410098.2
OG0003526	CARHR124920, CARHR068770	XP_024003918.1
OG0003527	CARHR125030	XP_024016819.1
OG0003528	CARHR125230, CARHR008820	XP_024004216.1
OG0003529	CARHR126050	XP_006410359.1
OG0003530	CARHR179900, CARHR003560	XP_006403204.1
OG0003531	CARHR029110	XP_024008636.1
OG0003532	CARHR030270	XP_006415422.1
OG0003533	CARHR066690, CARHR280550	XP_006393908.1
OG0003535	CARHR279420	XP_024007425.1
OG0003536	CARHR205950	XP_006399200.2
OG0003537	CARHR275580	XP_024006837.1, XP_006394469.1
OG0003538	CARHR289290	XP_006394822.1, XP_006394821.1
OG0003540	CARHR190550	XP_006400807.1, XP_006400806.1, XP_006400808.1
OG0003541	CARHR274170	XP_006400842.1
OG0003543	CARHR285860	XP_024011894.1
OG0003544	CARHR285750	XP_006400967.1
OG0003545	CARHR272100	XP_024014644.1, XP_006401107.1
OG0003546	CARHR271540	XP_006401167.1
OG0003547	CARHR269770	XP_006401345.1
OG0003547	CARHR007870	XP_006417733.1
OG0003548	CARHR268940, CARHR268950	XP_006401431.1
OG0003549	CARHR205930	XP_024012265.1
OG0003550	CARHR207240	XP_006399059.1
OG0003551	CARHR208090	XP_006398979.1
OG0003552	CARHR109910	XP_024016158.1
OG0003554	CARHR148830	XP_024007079.1
OG0003555	CARHR072650	XP_006389934.1
OG0003557	CARHR293610	XP_006409330.1
OG0003558	CARHR039830, CARHR039820, CARHR039840	XP_006393216.2
OG0003559	CARHR220600	XP_006414714.1
OG0003559	CARHR099230	XP_006406057.1
OG0003560	CARHR220780	XP_006414693.2
OG0003561	CARHR256820, CARHR102080, CARHR256830	XP_006402004.1
OG0003563	CARHR066270, CARHR066280	XP_006390572.1
OG0003564	CARHR019580	XP_006416549.1
OG0003565	CARHR146670	XP_006395628.1
OG0003566	CARHR062460	XP_006391005.2
OG0003567	CARHR176340	XP_024010965.1
OG0003568	CARHR181160	XP_006403324.1
OG0003569	CARHR023920, CARHR023930	XP_006416079.1
OG0003571	CARHR227430, CARHR227410	XP_006413847.1
OG0003572	CARHR226580	XP_006413935.1
OG0003573	CARHR222920	XP_006414338.1
OG0003575	CARHR173240	XP_006402323.1
OG0003577	CARHR142420	XP_024010735.1
OG0003577	CARHR172560	XP_006402399.1
OG0003578	CARHR078640, CARHR004860	XP_006402461.1
OG0003579	CARHR186390, CARHR186410, CARHR171130	XP_006402550.1
OG0003580	CARHR166300	XP_006403017.1
OG0003581	CARHR168460	XP_024012854.1
OG0003582	CARHR137000	XP_024003910.1
OG0003583	CARHR165140, CARHR165150	XP_006403490.1
OG0003584	CARHR163170	XP_006403710.1, XP_024011049.1
OG0003585	CARHR266800	XP_006401680.1
OG0003586	CARHR214630	XP_024014803.1
OG0003586	CARHR058840	XP_006391425.1
OG0003587	CARHR166100	XP_006403033.2
OG0003588	CARHR158020	XP_024006396.1
OG0003589	CARHR133180	XP_006411063.1
OG0003590	CARHR131760	XP_006410968.1, XP_006410969.1
OG0003592	CARHR115110	XP_006408784.2, XP_024013448.1
OG0003594	CARHR255210	XP_006396918.1
OG0003595	CARHR186940	XP_006394891.1
OG0003596	CARHR185830, CARHR054200	XP_024007573.1
OG0003597	CARHR003460	XP_006408953.1
OG0003597	CARHR003470	XP_006418165.1
OG0003598	CARHR112950, CARHR041480, CARHR040260	XP_006404878.1, XP_006404876.1, XP_006404863.2, XP_006404886.2
OG0003599	CARHR194810	XP_024012306.1
OG0003601	CARHR087140	XP_006407313.1
OG0003603	CARHR091270	XP_024015139.1
OG0003604	CARHR117820	XP_006404933.1
OG0003605	CARHR096380	XP_006406366.1
OG0003606	CARHR096460	XP_006406362.1
OG0003609	CARHR144620	XP_024016052.1
OG0003612	CARHR162200	XP_024013452.1, XP_024013440.1
OG0003613	CARHR023400, CARHR000760	XP_006418436.1
OG0003614	CARHR002270	XP_006418286.1
OG0003616	CARHR005610	XP_024008258.1
OG0003617	CARHR005870	XP_006417937.1
OG0003618	CARHR008170, CARHR008190	XP_006417707.1
OG0003619	CARHR010210	XP_006398045.1
OG0003620	CARHR010570	XP_006417466.1
OG0003620	CARHR053270	XP_006392227.1
OG0003621	CARHR010750	XP_024009033.1
OG0003622	CARHR011320	XP_006417388.1
OG0003624	CARHR015350, CARHR015360	XP_006416967.1
OG0003626	CARHR115800, CARHR058770	XP_024008059.1
OG0003627	CARHR021190	XP_024008052.1
OG0003627	CARHR021170	XP_024007819.1
OG0003628	CARHR178180	XP_006398096.1, XP_006398101.1
OG0003629	CARHR242660, CARHR242670	XP_006412263.1
OG0003630	CARHR114810	XP_006408846.1
OG0003631	CARHR241880	XP_006419126.1, XP_006412311.1
OG0003632	CARHR059710, CARHR240100	XP_006412506.1
OG0003633	CARHR024560	XP_006416018.1
OG0003634	CARHR248770, CARHR248240	XP_006396261.1
OG0003635	CARHR124630	XP_006410232.1
OG0003636	CARHR122420	XP_006409958.1
OG0003636	CARHR007270	XP_006417798.1
OG0003637	CARHR024020, CARHR024030	XP_006416070.2, XP_024010232.1
OG0003638	CARHR181530, CARHR052320, CARHR098280	XP_006401809.1
OG0003639	CARHR257820	XP_006402087.1
OG0003641	CARHR177810, CARHR152180	XP_024011104.1
OG0003642	CARHR261700	XP_024013597.1
OG0003645	CARHR228920, CARHR228930	XP_006413692.1
OG0003646	CARHR264990	XP_006401870.1
OG0003647	CARHR282080	XP_006404491.1
OG0003648	CARHR241170	XP_024005880.1
OG0003656	CARHR157180	XP_006404261.1
OG0003656	CARHR157190	XP_006404260.1
OG0003657	CARHR156530	XP_006404332.1
OG0003657	CARHR276360	XP_006394376.1
OG0003659	CARHR076050	XP_006408449.1
OG0003660	CARHR229260	XP_006413664.1
OG0003661	CARHR216280	XP_024012332.1
OG0003662	CARHR187590	XP_006394834.1
OG0003662	CARHR201590	XP_006399671.2
OG0003663	CARHR038490	XP_006416865.1
OG0003665	CARHR085350	XP_006407505.1
OG0003666	CARHR123580	XP_006410137.1
OG0003668	CARHR265250	XP_006401843.1
OG0003668	CARHR232990	XP_006413294.1
OG0003670	CARHR189970	XP_006394622.1
OG0003671	CARHR188800	XP_006394721.1
OG0003672	CARHR187640	XP_006394826.1
OG0003673	CARHR191840	XP_006400672.1
OG0003674	CARHR152680	XP_006404481.1
OG0003675	CARHR274070	XP_006400852.1
OG0003677	CARHR128330, CARHR128320	XP_006410564.2, XP_006410565.1
OG0003678	CARHR269790, CARHR233940	XP_006401343.1
OG0003679	CARHR268870	XP_006401441.1
OG0003680	CARHR158590	XP_024013726.1
OG0003680	CARHR158580	XP_024013793.1
OG0003681	CARHR157450	XP_006404226.1
OG0003683	CARHR211640	XP_006404962.1
OG0003684	CARHR148890	XP_006395425.1
OG0003686	CARHR212570	XP_006405288.1
OG0003687	CARHR059850	XP_024010606.1
OG0003688	CARHR074110, CARHR073980	XP_006389799.1
OG0003689	CARHR074020	XP_024011009.1, XP_006398099.1
OG0003690	CARHR185820	XP_024006686.1
OG0003692	CARHR045790	XP_006392573.1
OG0003693	CARHR043350	XP_006392825.1
OG0003694	CARHR258420	XP_006402168.1
OG0003695	CARHR290030	XP_006414479.1
OG0003696	CARHR236290	XP_006412945.1
OG0003696	CARHR111080	XP_006408980.1, XP_024008620.1
OG0003697	CARHR236660	XP_006412901.1
OG0003698	CARHR149780	XP_006395377.1
OG0003698	CARHR261950	XP_006405538.1
OG0003699	CARHR249130	XP_006396295.1
OG0003700	CARHR175580	XP_006398308.1, XP_006414121.1
OG0003701	CARHR093050	XP_006406700.1
OG0003702	CARHR138770	XP_006397534.1
OG0003703	CARHR177710	XP_006398148.1
OG0003704	CARHR041020, CARHR040530	XP_006393144.2
OG0003706	CARHR227050	XP_006416964.1
OG0003707	CARHR041870	XP_024006177.1
OG0003708	CARHR042020	XP_024006124.1
OG0003708	CARHR284810	XP_006409027.1
OG0003709	CARHR127670, CARHR035200	XP_006410510.1
OG0003710	CARHR130090, CARHR130080	XP_006410753.1
OG0003711	CARHR164890	XP_006403517.1
OG0003713	CARHR172640	XP_024012965.1
OG0003714	CARHR141950	XP_006397194.1
OG0003715	CARHR171710	XP_006402488.1
OG0003716	CARHR171450	XP_006402514.1
OG0003718	CARHR165890	XP_006403417.2
OG0003719	CARHR134630	XP_006411211.1
OG0003720	CARHR195900	XP_006400265.1
OG0003721	CARHR026610	XP_006415811.1
OG0003722	CARHR109120	XP_006409142.1
OG0003723	CARHR146540	XP_006409117.1
OG0003723	CARHR242500	XP_006412245.1
OG0003724	CARHR109570	XP_006409089.1
OG0003725	CARHR109620	XP_006409084.2
OG0003726	CARHR237740	XP_006412802.1
OG0003727	CARHR215860	XP_024015879.1
OG0003728	CARHR114320	XP_006396172.1, XP_024014079.1, XP_024014078.1, XP_024014080.1
OG0003729	CARHR187010	XP_006394883.1
OG0003730	CARHR186270	XP_006394941.1
OG0003731	CARHR115520	XP_024010891.1
OG0003732	CARHR058290, CARHR058340	XP_006403199.1
OG0003733	CARHR114110	XP_024010685.1
OG0003734	CARHR139110	XP_024010894.1
OG0003735	CARHR138960	XP_024010786.1
OG0003736	CARHR080870	XP_006407957.1
OG0003737	CARHR082240, CARHR082220	XP_006407824.1
OG0003738	CARHR082780	XP_006407769.1
OG0003739	CARHR088990, CARHR089010	XP_006407122.1
OG0003740	CARHR089250	XP_024015372.1
OG0003741	CARHR015790	XP_024008487.1
OG0003741	CARHR091200	XP_006406888.2
OG0003742	CARHR093440, CARHR113170	XP_006406648.1
OG0003743	CARHR093950	XP_006406591.1
OG0003744	CARHR097690	XP_006406238.1
OG0003745	CARHR161430, CARHR159310	XP_006403880.1
OG0003746	CARHR002470, CARHR182160	XP_006418262.1
OG0003747	CARHR005200	XP_006417998.2
OG0003748	CARHR007180	XP_006417804.1
OG0003749	CARHR016510	XP_006416854.1
OG0003750	CARHR017440	XP_006398470.1
OG0003751	CARHR017930	XP_006416717.1, XP_024008255.1
OG0003752	CARHR064570, CARHR064550	XP_006390789.1
OG0003753	CARHR063920, CARHR063940	XP_006390855.1
OG0003754	CARHR217350	XP_024014072.1, XP_006403070.1
OG0003756	CARHR178810	XP_006403109.1
OG0003757	CARHR037790	XP_006393472.1
OG0003758	CARHR038270	XP_006390999.1
OG0003759	CARHR039310	XP_006393268.1
OG0003760	CARHR294270	XP_006411647.1
OG0003761	CARHR247100, CARHR215520	XP_006405879.1
OG0003762	CARHR247060	XP_006391122.1, XP_006411760.1
OG0003763	CARHR113670	XP_006411814.1
OG0003765	CARHR233370	XP_006413255.2, XP_006413254.1
OG0003768	CARHR235950	XP_006412980.1
OG0003769	CARHR029960	XP_006415456.1
OG0003770	CARHR268020, CARHR268030, CARHR268010	XP_006401542.1
OG0003772	CARHR292270	XP_006391353.1
OG0003772	CARHR215360	XP_006405864.1
OG0003773	CARHR112990	XP_024004151.1, XP_024004161.1, XP_024004158.1
OG0003774	CARHR124280	XP_006416022.1, XP_024008704.1, XP_006395777.1, XP_024009332.1
OG0003776	CARHR222900	XP_006414340.1
OG0003778	CARHR124660, CARHR124670	XP_006410234.1
OG0003780	CARHR072250	XP_024004518.1
OG0003790	CARHR195890	XP_006400266.1, XP_006400267.1
OG0003791	CARHR195930, CARHR154520, CARHR154530	XP_006400259.1
OG0003792	CARHR197200	XP_006400142.1
OG0003793	CARHR184010, CARHR199820	XP_006399856.1
OG0003794	CARHR201280	XP_006399705.1
OG0003795	CARHR202600	XP_006399569.1
OG0003796	CARHR203640	XP_006399459.1
OG0003797	CARHR204710	XP_006399327.1
OG0003798	CARHR232220	XP_006413379.1
OG0003799	CARHR121100	XP_006409842.1
OG0003800	CARHR124910, CARHR124390	XP_006410190.2
OG0003801	CARHR125350	XP_006410300.2
OG0003802	CARHR125730	XP_006410333.1
OG0003803	CARHR127460	XP_006410489.1
OG0003804	CARHR232640	XP_006401977.2, XP_024005170.1
OG0003805	CARHR262430	XP_006397221.1, XP_006405594.1
OG0003806	CARHR286960	XP_024009205.1
OG0003807	CARHR032990	XP_024008151.1, XP_006415268.1
OG0003808	CARHR280480, CARHR280490, CARHR280470	XP_006393914.1
OG0003809	CARHR277610	XP_006394246.2
OG0003810	CARHR276990	XP_006394309.2
OG0003811	CARHR276400	XP_006394370.1
OG0003812	CARHR060900, CARHR236070	XP_024006984.1
OG0003813	CARHR248040	XP_006394053.1
OG0003814	CARHR190090	XP_006394608.1
OG0003815	CARHR201690	XP_024012391.1, XP_006394829.1
OG0003816	CARHR191440	XP_006400714.1
OG0003817	CARHR274370	XP_006400821.1
OG0003818	CARHR271800	XP_006401141.1
OG0003819	CARHR234100	XP_024005124.1
OG0003820	CARHR268800	XP_006401451.1
OG0003821	CARHR268420	XP_006401497.1
OG0003822	CARHR267590, CARHR267600	XP_024011846.1
OG0003824	CARHR206870	XP_006399084.1
OG0003825	CARHR287360, CARHR267130	XP_006391093.2, XP_024009465.1, XP_024015098.1, XP_024016538.1
OG0003826	CARHR182460, CARHR150300	XP_006395084.1
OG0003827	CARHR208940	XP_006398892.1
OG0003829	CARHR213190	XP_006417356.1, XP_006405384.1
OG0003830	CARHR072490	XP_006389944.1
OG0003831	CARHR071850	XP_006389995.2
OG0003832	CARHR146420	XP_006395652.1
OG0003833	CARHR045500	XP_024006072.1
OG0003836	CARHR149980	XP_006419017.1
OG0003837	CARHR085170, CARHR218080	XP_006415003.1
OG0003838	CARHR058610, CARHR058620, CARHR187980, CARHR222160	XP_006414513.1
OG0003839	CARHR290170, CARHR290150, CARHR056520, CARHR260120	XP_006414465.1, XP_006414464.1
OG0003840	CARHR067190	XP_006390474.2
OG0003841	CARHR062130	XP_006391039.1
OG0003842	CARHR062820	XP_024012155.1
OG0003843	CARHR040560	XP_006393140.1
OG0003845	CARHR116820	XP_006405049.1, XP_006403321.1
OG0003846	CARHR152110	XP_006405602.2, XP_006395314.1
OG0003848	CARHR280960	XP_006404013.1, XP_006393869.1
OG0003849	CARHR231090	XP_006413527.1
OG0003850	CARHR230760	XP_006413556.1
OG0003851	CARHR074890	XP_024015443.1
OG0003852	CARHR075310, CARHR017030	XP_006404284.1
OG0003853	CARHR172040	XP_006402450.1
OG0003854	CARHR140500	XP_024010800.1
OG0003855	CARHR169660	XP_006402703.1
OG0003856	CARHR168490	XP_006408676.1, XP_006408587.1
OG0003857	CARHR168310, CARHR137210	XP_006402818.1
OG0003858	CARHR168290	XP_006402819.1
OG0003859	CARHR163940	XP_006403624.2
OG0003860	CARHR143990, CARHR257330	XP_006398538.2
OG0003861	CARHR102120	XP_024009679.1
OG0003862	CARHR100440	XP_006418756.1
OG0003863	CARHR061120	XP_006391145.1
OG0003865	CARHR132290	XP_024003922.1
OG0003866	CARHR131380	XP_024011304.1
OG0003866	CARHR257860	XP_006410866.1
OG0003867	CARHR113680	XP_006404705.1
OG0003868	CARHR035840	XP_006393739.1
OG0003869	CARHR033130	XP_006415065.1
OG0003870	CARHR194380	XP_006415067.1
OG0003871	CARHR047990	XP_006397009.1
OG0003872	CARHR255150	XP_006396905.1
OG0003873	CARHR130310	XP_006408974.1
OG0003874	CARHR142220, CARHR034190	XP_006397878.1
OG0003875	CARHR138860	XP_006397539.1
OG0003876	CARHR137580	XP_006411509.2
OG0003877	CARHR137030	XP_006411462.2
OG0003878	CARHR136620	XP_006398360.1, XP_006411417.1
OG0003879	CARHR076980	XP_006408359.1
OG0003880	CARHR081920	XP_006395159.1, XP_024015613.1
OG0003881	CARHR082520	XP_006407795.1
OG0003882	CARHR085970	XP_006407449.1
OG0003883	CARHR106750	XP_006409425.1, XP_006404927.1
OG0003884	CARHR090830, CARHR090820	XP_006406925.2
OG0003885	CARHR001500	XP_024008162.1
OG0003886	CARHR264900	XP_006401882.1
OG0003887	CARHR162070	XP_006403816.1
OG0003888	CARHR142190	XP_006418138.1
OG0003889	CARHR004750	XP_024008772.1
OG0003890	CARHR150790	XP_024014685.1, XP_006419064.1
OG0003891	CARHR185950	XP_006417632.1
OG0003892	CARHR008940	XP_024008983.1
OG0003893	CARHR018610	XP_006416647.2
OG0003893	CARHR009360	XP_024008711.1
OG0003894	CARHR009530	XP_006417563.1
OG0003895	CARHR048720	XP_006391804.1
OG0003896	CARHR018840	XP_006416623.1
OG0003897	CARHR019330	XP_006416574.1
OG0003898	CARHR019600	XP_006416546.1
OG0003899	CARHR019850	XP_006416524.1
OG0003900	CARHR250080	XP_006392185.1, XP_024010057.1
OG0003901	CARHR049390	XP_024004564.1
OG0003902	CARHR051560	XP_006392053.1
OG0003903	CARHR054040	XP_006392346.1
OG0003905	CARHR173660	XP_024010990.1
OG0003906	CARHR174210	XP_006404537.1
OG0003906	CARHR111830	XP_006411646.1
OG0003907	CARHR272810	XP_006401030.1
OG0003908	CARHR244860, CARHR244540, CARHR289510	XP_006411989.1
OG0003909	CARHR004760	XP_006412176.2
OG0003910	CARHR242460	XP_006412239.2
OG0003911	CARHR239040	XP_006412629.1
OG0003912	CARHR023680	XP_006416110.1
OG0003913	CARHR235580	XP_006413017.1
OG0003914	CARHR005050	XP_024008095.1
OG0003916	CARHR057410	XP_024007992.1
OG0003917	CARHR260240	XP_006397197.1
OG0003917	CARHR034200	XP_006397443.1
OG0003919	CARHR184890	XP_024011096.1, XP_024013104.1
OG0003920	CARHR113730	XP_006404714.1
OG0003922	CARHR153100	XP_006395274.1
OG0003923	CARHR155980, CARHR155960, CARHR155950, CARHR155970	XP_006404394.1, XP_024013740.1
OG0003925	CARHR274510	XP_024007374.1
OG0003927	CARHR196490	XP_006400209.1
OG0003928	CARHR195140	XP_006392106.2
OG0003929	CARHR259730	XP_006397261.1
OG0003930	CARHR178040	XP_024011066.1
OG0003931	CARHR264260	XP_006401970.1, XP_006401969.2
OG0003941	CARHR198090	XP_006402016.1, XP_006400039.1, XP_006398167.1
OG0003942	CARHR199090	XP_006399935.1
OG0003943	CARHR199480, CARHR199700	XP_006399872.1
OG0003944	CARHR200510	XP_006399780.1
OG0003945	CARHR187310, CARHR187330	XP_006394852.1
OG0003946	CARHR062670	XP_006390983.1
OG0003948	CARHR202000, CARHR202040	XP_006399627.1
OG0003949	CARHR289470	XP_024007203.1
OG0003951	CARHR190390	XP_006394582.1
OG0003951	CARHR204940	XP_024012026.1
