Raphanus_sativus	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
XP_018448710.1	242	AT5G53910.1	AT5G53910.1	orthologue	GO:0061630;GO:0016567;GO:0004842;GO:0006511;GO:0005794;GO:0008270;GO:0016020;GO:0000325	RING-type E3 ubiquitin transferase (EC 2.3.2.27)
XP_018448711.1	430	AT4G22270.1	AT4G22270.1	orthologue	GO:0009507;GO:0003674;GO:0005886;GO:0035265;GO:0005739;GO:0051302	Transmembrane protein, putative (DUF3537)
XP_018448712.1	280					
XP_018448713.1	423					
XP_018448714.1	215					
XP_018448715.1	148	ATMG00810.1	ATMG00810.1	other	GO:0008150;GO:0003674;GO:0005575;GO:0005739	Uncharacterized mitochondrial protein AtMg00810 (ORF240b)
XP_018448716.1	113					
XP_018448717.1	660					
XP_018448718.1	416				GO:0008270	
XP_018448719.1	344	AT1G80290.2	AT1G80290.2	orthologue	GO:0005576;GO:0016757;GO:0006486;GO:0016020;GO:0046872	Glycosyltransferase family protein 64 C3 (GT64 C3) (EC 2.4.1.-)
XP_018448720.1	362	AT2G09388.1	AT2G09388.1	other	GO:0005575;GO:0003674;GO:0008150	Uncharacterized protein
XP_018448721.1	133	AT2G07800.1	AT2G07800.1	orthologue	GO:0005575;GO:0008150;GO:0003674;;GO:0008270	Transmembrane protein
XP_018448722.1	603					
XP_018448723.1	398	AT2G13770.1	AT2G13770.1	other	GO:0008150;GO:0005575;GO:0003674	Nuclease
XP_018448724.1	398	AT2G13770.1	AT2G13770.1	other	GO:0008150;GO:0005575;GO:0003674	Nuclease
XP_018448725.1	877					
XP_018448726.1	326	AT1G80320.1	AT1G80320.1	orthologue	GO:0005737;GO:0016706;GO:0008150	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein (Putative oxidoreductase; 24302-25416)
XP_018448727.1	475					
XP_018448728.1	505					
XP_018448729.1	480	AT2G17905.1, AT5G36225.1	AT2G17905.1	other	GO:0003674;GO:0005575;GO:0008150;GO:0005634	Ta11-like non-LTR retrotransposon;Zinc knuckle protein
XP_018448730.1	230	AT1G43650.1	AT1G43650.1	orthologue	GO:0022857;GO:0005886;GO:0009507;GO:0016020	WAT1-related protein;WAT1-related protein At1g43650
XP_018448732.1	148				GO:0008270	
XP_018448733.1	833				GO:0006508;GO:0008234	
XP_018448734.1	137	ATMG00300.1	ATMG00300.1	other	GO:0005739;GO:0008150;GO:0003674	Uncharacterized mitochondrial protein AtMg00300 (ORF1451) (ORF145a)
XP_018448735.1	275	AT5G16010.1	AT5G16010.1	orthologue	GO:0016627;GO:0009941;GO:0016491;GO:0009536;GO:0009507;GO:0006629;GO:0016020	3-oxo-5-alpha-steroid 4-dehydrogenase family protein (AT5g16010/F1N13_150) (Steroid 5alpha-reductase-like protein)
XP_018448736.1	137	ATMG00300.1	ATMG00300.1	other	GO:0005739;GO:0008150;GO:0003674	Uncharacterized mitochondrial protein AtMg00300 (ORF1451) (ORF145a)
XP_018448737.1	208	AT4G03566.1	AT4G03566.1	orthologue	GO:0003674;GO:0005575;GO:0008150;;GO:0003676;GO:0004523	Ribonuclease H
XP_018448738.1	405					
XP_018448739.1	144				GO:0008270	
XP_018448740.1	413	AT3G50290.1	AT3G50290.1	orthologue	GO:0008150;GO:0003674;GO:0005576;GO:0016740	HXXXD-type acyl-transferase family protein
XP_018448742.1	112					
XP_018448743.1	550	AT1G34120.2	AT1G34120.2	other	GO:0005794;GO:0046856;GO:0043647;GO:0052659;GO:0090351;GO:0004445;GO:0034485;GO:0052658;GO:0004439;GO:0032957;GO:0009845;GO:0046030;GO:0009738;GO:0016791	Inositol polyphosphate 5-phosphatase I;Type I inositol polyphosphate 5-phosphatase 1 (At5PTase1) (EC 3.1.3.56)
XP_018448744.1	268					
XP_018448746.1	120	AT5G36662.1, AT5G36739.1, AT5G36480.1, AT5G36320.1, AT5G36658.1, AT5G36738.1, AT5G36661.1, AT5G36440.1, AT5G36470.1, AT5G36410.1, AT5G36450.1, AT5G36420.1, AT5G36400.1, AT5G36380.1, AT5G36350.1, AT5G36550.1, AT5G36310.1, AT5G36340.1, AT5G36330.1, AT5G36540.1, AT5G36520.1, AT5G36500.1, AT5G36490.1, AT5G36390.1, AT5G36460.1, AT5G36360.1, AT5G36430.1, AT5G36370.1, AT3G42565.1, AT4G09545.1, AT5G42895.1, AT5G36659.1, AT5G44495.1, AT5G36657.1, AT5G51105.1	AT4G09545.1	other	GO:0003674;GO:0005575;GO:0008150;GO:0005576;GO:0031982;GO:0009567;GO:0080155;GO:2000008	Cysteine rich peptide (ECA1 gametogenesis related family protein);ECA1 gametogenesis family protein (DUF1278);ECA1 gametogenesis related family protein
XP_018448747.1	120	AT5G36662.1, AT5G36739.1, AT5G36480.1, AT5G36320.1, AT5G36658.1, AT5G36738.1, AT5G36661.1, AT5G36440.1, AT5G36470.1, AT5G36410.1, AT5G36450.1, AT5G36420.1, AT5G36400.1, AT5G36380.1, AT5G36350.1, AT5G36550.1, AT5G36310.1, AT5G36340.1, AT5G36330.1, AT5G36540.1, AT5G36520.1, AT5G36500.1, AT5G36490.1, AT5G36390.1, AT5G36460.1, AT5G36360.1, AT5G36430.1, AT5G36370.1, AT3G42565.1, AT4G09545.1, AT5G42895.1, AT5G36659.1, AT5G44495.1, AT5G36657.1, AT5G51105.1	AT4G09545.1	other	GO:0003674;GO:0005575;GO:0008150;GO:0005576;GO:0031982;GO:0009567;GO:0080155;GO:2000008	Cysteine rich peptide (ECA1 gametogenesis related family protein);ECA1 gametogenesis family protein (DUF1278);ECA1 gametogenesis related family protein
XP_018448748.1	124	AT5G36662.1, AT5G36739.1, AT5G36480.1, AT5G36320.1, AT5G36658.1, AT5G36738.1, AT5G36661.1, AT5G36440.1, AT5G36470.1, AT5G36410.1, AT5G36450.1, AT5G36420.1, AT5G36400.1, AT5G36380.1, AT5G36350.1, AT5G36550.1, AT5G36310.1, AT5G36340.1, AT5G36330.1, AT5G36540.1, AT5G36520.1, AT5G36500.1, AT5G36490.1, AT5G36390.1, AT5G36460.1, AT5G36360.1, AT5G36430.1, AT5G36370.1, AT3G42565.1, AT4G09545.1, AT5G42895.1, AT5G36659.1, AT5G44495.1, AT5G36657.1, AT5G51105.1	AT4G09545.1	other	GO:0003674;GO:0005575;GO:0008150;GO:0005576;GO:0031982;GO:0009567;GO:0080155;GO:2000008	Cysteine rich peptide (ECA1 gametogenesis related family protein);ECA1 gametogenesis family protein (DUF1278);ECA1 gametogenesis related family protein
XP_018448749.1	251	AT2G11035.1	AT2G11035.1	other	GO:0003674;GO:0005634;GO:0003964	Reverse transcriptase zinc-binding protein
XP_018448750.1	124	AT5G36662.1, AT5G36739.1, AT5G36480.1, AT5G36320.1, AT5G36658.1, AT5G36738.1, AT5G36661.1, AT5G36440.1, AT5G36470.1, AT5G36410.1, AT5G36450.1, AT5G36420.1, AT5G36400.1, AT5G36380.1, AT5G36350.1, AT5G36550.1, AT5G36310.1, AT5G36340.1, AT5G36330.1, AT5G36540.1, AT5G36520.1, AT5G36500.1, AT5G36490.1, AT5G36390.1, AT5G36460.1, AT5G36360.1, AT5G36430.1, AT5G36370.1, AT3G42565.1, AT4G09545.1, AT5G42895.1, AT5G36659.1, AT5G44495.1, AT5G36657.1, AT5G51105.1	AT4G09545.1	other	GO:0003674;GO:0005575;GO:0008150;GO:0005576;GO:0031982;GO:0009567;GO:0080155;GO:2000008	Cysteine rich peptide (ECA1 gametogenesis related family protein);ECA1 gametogenesis family protein (DUF1278);ECA1 gametogenesis related family protein
XP_018448752.1	120	AT5G36662.1, AT5G36739.1, AT5G36480.1, AT5G36320.1, AT5G36658.1, AT5G36738.1, AT5G36661.1, AT5G36440.1, AT5G36470.1, AT5G36410.1, AT5G36450.1, AT5G36420.1, AT5G36400.1, AT5G36380.1, AT5G36350.1, AT5G36550.1, AT5G36310.1, AT5G36340.1, AT5G36330.1, AT5G36540.1, AT5G36520.1, AT5G36500.1, AT5G36490.1, AT5G36390.1, AT5G36460.1, AT5G36360.1, AT5G36430.1, AT5G36370.1, AT3G42565.1, AT4G09545.1, AT5G42895.1, AT5G36659.1, AT5G44495.1, AT5G36657.1, AT5G51105.1	AT4G09545.1	other	GO:0003674;GO:0005575;GO:0008150;GO:0005576;GO:0031982;GO:0009567;GO:0080155;GO:2000008	Cysteine rich peptide (ECA1 gametogenesis related family protein);ECA1 gametogenesis family protein (DUF1278);ECA1 gametogenesis related family protein
XP_018448753.1	123	AT5G36662.1, AT5G36739.1, AT5G36480.1, AT5G36320.1, AT5G36658.1, AT5G36738.1, AT5G36661.1, AT5G36440.1, AT5G36470.1, AT5G36410.1, AT5G36450.1, AT5G36420.1, AT5G36400.1, AT5G36380.1, AT5G36350.1, AT5G36550.1, AT5G36310.1, AT5G36340.1, AT5G36330.1, AT5G36540.1, AT5G36520.1, AT5G36500.1, AT5G36490.1, AT5G36390.1, AT5G36460.1, AT5G36360.1, AT5G36430.1, AT5G36370.1, AT3G42565.1, AT4G09545.1, AT5G42895.1, AT5G36659.1, AT5G44495.1, AT5G36657.1, AT5G51105.1	AT4G09545.1	other	GO:0003674;GO:0005575;GO:0008150;GO:0005576;GO:0031982;GO:0009567;GO:0080155;GO:2000008	Cysteine rich peptide (ECA1 gametogenesis related family protein);ECA1 gametogenesis family protein (DUF1278);ECA1 gametogenesis related family protein
XP_018448754.1	120	AT5G36662.1, AT5G36739.1, AT5G36480.1, AT5G36320.1, AT5G36658.1, AT5G36738.1, AT5G36661.1, AT5G36440.1, AT5G36470.1, AT5G36410.1, AT5G36450.1, AT5G36420.1, AT5G36400.1, AT5G36380.1, AT5G36350.1, AT5G36550.1, AT5G36310.1, AT5G36340.1, AT5G36330.1, AT5G36540.1, AT5G36520.1, AT5G36500.1, AT5G36490.1, AT5G36390.1, AT5G36460.1, AT5G36360.1, AT5G36430.1, AT5G36370.1, AT3G42565.1, AT4G09545.1, AT5G42895.1, AT5G36659.1, AT5G44495.1, AT5G36657.1, AT5G51105.1	AT4G09545.1	other	GO:0003674;GO:0005575;GO:0008150;GO:0005576;GO:0031982;GO:0009567;GO:0080155;GO:2000008	Cysteine rich peptide (ECA1 gametogenesis related family protein);ECA1 gametogenesis family protein (DUF1278);ECA1 gametogenesis related family protein
XP_018448755.1	306	AT1G44900.1	AT1G44900.1	other	GO:0010082;GO:0009793;GO:1902975;GO:0005634;GO:0048364;GO:0006268;GO:0003697;GO:0000347;GO:0000785;GO:0042127;GO:0043138;GO:0000727;GO:0017116;GO:0042555;GO:0006270;GO:0005515;GO:0003677;GO:0004386;GO:0005524;GO:0008270;GO:0016887;GO:0044786	DNA replication licensing factor MCM2 (EC 3.6.4.12) (DNA replication licensing factor mcm2) (Minichromosome maintenance protein 2);DNA replication licensing factor MCM2 (EC 3.6.4.12) (Minichromosome maintenance protein 2) (AtMCM2)
XP_018448756.1	79	AT2G31953.1	AT2G31953.1	orthologue	GO:0006952;GO:0003674;GO:0005576;GO:0031640;GO:0050832	Putative defensin-like protein 9 (Putative low-molecular-weight cysteine-rich protein 76) (Protein LCR76)
XP_018448757.1	362	AT5G12090.1	AT5G12090.1	orthologue	GO:0005524;GO:0004672;GO:0007165;GO:0016310;GO:0005634;GO:0006468	Protein kinase superfamily protein (Similarity to NPK1-related protein kinase)
XP_018448758.1	258					
XP_018448759.1	308	AT4G31800.1	AT4G31800.1	orthologue	GO:0050691;GO:0003700;GO:0050832;GO:0005634;GO:0009751;GO:0005515;GO:0005737;GO:0042802;GO:0042742;GO:0006355;GO:0031347;GO:0002237;GO:0043565	WRKY DNA-binding protein 18;WRKY transcription factor 18 (WRKY DNA-binding protein 18) (AtWRKY18)
XP_018448760.1	790				GO:0008270	
XP_018448761.1	1576					
XP_018448762.1	289					
XP_018448763.1	572	AT5G19280.2	AT5G19280.2	orthologue	GO:0005515;GO:0017018;GO:0004721;GO:0050408;GO:0005886;GO:0007165;GO:0019901;GO:0016310;GO:0009934;GO:0004722;GO:0046872;GO:0016020;GO:0016301;GO:0006470;GO:0043169	Protein phosphatase 2C 70 (AtPP2C70) (EC 3.1.3.16) (Kinase-associated protein phosphatase) (Protein ROOT ATTENUATED GROWTH 1);protein-serine/threonine phosphatase (EC 3.1.3.16)
XP_018448764.1	339	AT3G25720.1	AT3G25720.1	orthologue	GO:0003674;GO:0008150;GO:0005575;GO:0003964	RNA-directed DNA polymerase (Reverse transcriptase)-related family protein
XP_018448765.1	129	AT1G47250.1, AT5G42790.1	AT1G47250.1	other	GO:0005839;GO:0019773;GO:0005829;GO:0006511;GO:0043161;GO:0000502;GO:0009506;GO:0005634;GO:0005737;GO:0003674;GO:0009536;GO:0046685;GO:0030163;GO:0051603	Proteasome subunit alpha type-1-A (20S proteasome alpha subunit F-1) (Proteasome 30 kDa subunit) (Proteasome component 2A) (AtPSM30) (Proteasome subunit alpha type-6) (Protein ARSENIC TOLERANCE 5);Proteasome subunit alpha type-1-B (20S proteasome alpha subunit F-2) (Proteasome component 2B) (Proteasome subunit alpha type-6)
XP_018448766.1	201	AT2G06105.1	AT2G06105.1	other	GO:0008150;GO:0005739;GO:0003674;GO:0006508;GO:0008233	Aspartyl protease gag-polyprotein
XP_018448767.1	285	AT4G31980.1	AT4G31980.1	orthologue	GO:0005737;GO:0008150;GO:0008233;GO:0006508;GO:0016020	PPPDE thiol peptidase family protein
XP_018448768.1	359	AT3G47990.1	AT3G47990.1	orthologue	GO:0004842;GO:0010182;GO:0016567;GO:0005739;GO:0008270;GO:0016020	E3 ubiquitin-protein ligase SIS3 (EC 2.3.2.27) (Protein SUGAR INSENSITIVE 3) (RING-type E3 ubiquitin transferase SIS3);SUGAR-INSENSITIVE 3
XP_018448769.1	410	AT4G03566.1	AT4G03566.1	orthologue	GO:0003674;GO:0005575;GO:0008150;;GO:0003676;GO:0004523	Ribonuclease H
XP_018448770.1	183	AT3G27999.1, AT1G11593.1, AT4G03945.1, AT1G50325.1, AT1G50340.1, AT1G11362.1, AT1G48010.1	AT1G11362.1	other	GO:0005737;GO:0005576;GO:0004857;GO:0008150;GO:0046910;GO:0043086;GO:0009507	Plant invertase/pectin methylesterase inhibitor superfamily protein
XP_018448771.1	120	AT5G36662.1, AT5G36739.1, AT5G36480.1, AT5G36320.1, AT5G36658.1, AT5G36738.1, AT5G36661.1, AT5G36440.1, AT5G36470.1, AT5G36410.1, AT5G36450.1, AT5G36420.1, AT5G36400.1, AT5G36380.1, AT5G36350.1, AT5G36550.1, AT5G36310.1, AT5G36340.1, AT5G36330.1, AT5G36540.1, AT5G36520.1, AT5G36500.1, AT5G36490.1, AT5G36390.1, AT5G36460.1, AT5G36360.1, AT5G36430.1, AT5G36370.1, AT3G42565.1, AT4G09545.1, AT5G42895.1, AT5G36659.1, AT5G44495.1, AT5G36657.1, AT5G51105.1	AT4G09545.1	other	GO:0003674;GO:0005575;GO:0008150;GO:0005576;GO:0031982;GO:0009567;GO:0080155;GO:2000008	Cysteine rich peptide (ECA1 gametogenesis related family protein);ECA1 gametogenesis family protein (DUF1278);ECA1 gametogenesis related family protein
XP_018448772.1	120	AT5G36662.1, AT5G36739.1, AT5G36480.1, AT5G36320.1, AT5G36658.1, AT5G36738.1, AT5G36661.1, AT5G36440.1, AT5G36470.1, AT5G36410.1, AT5G36450.1, AT5G36420.1, AT5G36400.1, AT5G36380.1, AT5G36350.1, AT5G36550.1, AT5G36310.1, AT5G36340.1, AT5G36330.1, AT5G36540.1, AT5G36520.1, AT5G36500.1, AT5G36490.1, AT5G36390.1, AT5G36460.1, AT5G36360.1, AT5G36430.1, AT5G36370.1, AT3G42565.1, AT4G09545.1, AT5G42895.1, AT5G36659.1, AT5G44495.1, AT5G36657.1, AT5G51105.1	AT4G09545.1	other	GO:0003674;GO:0005575;GO:0008150;GO:0005576;GO:0031982;GO:0009567;GO:0080155;GO:2000008	Cysteine rich peptide (ECA1 gametogenesis related family protein);ECA1 gametogenesis family protein (DUF1278);ECA1 gametogenesis related family protein
XP_018448773.1	120	AT5G36662.1, AT5G36739.1, AT5G36480.1, AT5G36320.1, AT5G36658.1, AT5G36738.1, AT5G36661.1, AT5G36440.1, AT5G36470.1, AT5G36410.1, AT5G36450.1, AT5G36420.1, AT5G36400.1, AT5G36380.1, AT5G36350.1, AT5G36550.1, AT5G36310.1, AT5G36340.1, AT5G36330.1, AT5G36540.1, AT5G36520.1, AT5G36500.1, AT5G36490.1, AT5G36390.1, AT5G36460.1, AT5G36360.1, AT5G36430.1, AT5G36370.1, AT3G42565.1, AT4G09545.1, AT5G42895.1, AT5G36659.1, AT5G44495.1, AT5G36657.1, AT5G51105.1	AT4G09545.1	other	GO:0003674;GO:0005575;GO:0008150;GO:0005576;GO:0031982;GO:0009567;GO:0080155;GO:2000008	Cysteine rich peptide (ECA1 gametogenesis related family protein);ECA1 gametogenesis family protein (DUF1278);ECA1 gametogenesis related family protein
XP_018448775.1	328					
XP_018448776.1	216	AT2G14610.1	AT2G14610.1	other	GO:0005576;GO:0080136;GO:0009414;GO:0005615;GO:0009505;GO:0001816;GO:0009627;GO:0005515;GO:0010266;GO:0099503;GO:0006952;GO:0005125;GO:0002253;GO:0048046	Pathogenesis-related protein 1 (PR-1)
XP_018448777.1	383	AT2G22440.1	AT2G22440.1	other	GO:0005575;GO:0008150;GO:0003674;GO:0003964;GO:0003676;GO:0004523	Non-LTR retroelement reverse transcriptase
XP_018448778.1	497	AT5G16890.1	AT5G16890.1	orthologue	GO:0006486;GO:0003674;GO:0000138;GO:0005794;GO:0000139;GO:0016757;GO:0009101	Exostosin family protein (Glycosyltransferase)
XP_018448779.1	598	AT3G21210.1, AT1G34480.1	AT3G21210.1	other	GO:0005634;GO:0003674;GO:0008270;GO:0008150	Cysteine/Histidine-rich C1 domain family protein (F12K21.20);Putative CHP-rich zinc finger protein (Zinc ion binding protein)
XP_018448780.1	531				GO:0006508;GO:0008234;GO:0005634;GO:0016926;GO:0016929	
XP_018448781.1	296	AT1G48405.1	AT1G48405.1	orthologue	GO:0008150;GO:0003779;GO:0005739;GO:0005737;GO:0016020	Kinase-interacting family protein (KIP1-like family protein)
XP_018448782.1	362	AT5G12090.1	AT5G12090.1	orthologue	GO:0005524;GO:0004672;GO:0007165;GO:0016310;GO:0005634;GO:0006468	Protein kinase superfamily protein (Similarity to NPK1-related protein kinase)
XP_018448783.1	362	AT5G12090.1	AT5G12090.1	orthologue	GO:0005524;GO:0004672;GO:0007165;GO:0016310;GO:0005634;GO:0006468	Protein kinase superfamily protein (Similarity to NPK1-related protein kinase)
XP_018448784.1	305	AT1G48460.1	AT1G48460.1	orthologue	GO:0009941;GO:0009536;GO:0005739;GO:0003674;GO:0016020;GO:0009507	At1g48460 (tRNA-processing ribonuclease BN);tRNA-processing ribonuclease BN
XP_018448785.1	305	AT1G48460.1	AT1G48460.1	orthologue	GO:0009941;GO:0009536;GO:0005739;GO:0003674;GO:0016020;GO:0009507	At1g48460 (tRNA-processing ribonuclease BN);tRNA-processing ribonuclease BN
XP_018448786.1	263					
XP_018448787.1	472	AT5G16900.1	AT5G16900.1	other	GO:0004672;GO:0004674;GO:0016310;GO:0005515;GO:0044024;GO:0016301;GO:0006468;GO:0005634;GO:0005524;GO:0016020;GO:0106310	Leucine-rich repeat protein kinase family protein;Probable LRR receptor-like serine/threonine-protein kinase At5g16900 (EC 2.7.11.1)
XP_018448788.1	158	AT1G18080.1	AT1G18080.1	other	GO:0005515;GO:0009967;GO:0010228;GO:0060090;GO:0005634;GO:0010476;GO:0072344;GO:0043022;GO:0006417;GO:0005829;GO:2001125;GO:0009739;GO:0022626;GO:0003729;GO:0071215;GO:0009507;GO:0005737;GO:0045182;GO:0005080;GO:0005078;GO:0005886;GO:0009749;GO:0009845;GO:0042254;GO:0003735;GO:1990904	Small ribosomal subunit protein RACK1z (Guanine nucleotide-binding protein subunit beta-like protein A) (Receptor for activated C kinase 1A) (WD-40 repeat auxin-dependent protein ARCA)
XP_018448789.1	367					
XP_018448790.1	190					
XP_018448792.1	119	AT4G09490.1	AT4G09490.1	other	GO:0004523;GO:0003676;GO:0008150;GO:0005575;GO:0016740	Polynucleotidyl transferase, ribonuclease H-like superfamily protein
XP_018448793.1	154				GO:0008270	
XP_018448794.1	688					
XP_018448795.1	434	AT1G49190.2	AT1G49190.2	orthologue	GO:0003700;GO:0005634;GO:0009507;GO:0009736;GO:0006355;GO:0000156;GO:0005737;GO:0003677;GO:0000160	Putative two-component response regulator ARR19
XP_018448796.1	81	AT1G49310.1	AT1G49310.1	orthologue	GO:0003674;GO:0008150;GO:0005575	At1g49310 (Transmembrane protein)
XP_018448797.1	128	AT1G49300.1	AT1G49300.1	other	GO:0005794;GO:0006979;GO:0005634;GO:0005886;GO:0005774;GO:0009651;GO:0000325;GO:0003924;GO:0005525;GO:0015031	Ras-related protein RABG3e (AtRABG3e) (Ras-related protein Rab74) (AtRab74)
XP_018448798.1	398	AT4G32660.1, AT1G36627.1	AT4G32660.1	orthologue	GO:0003674;GO:0005634;GO:0008150;GO:0004712;GO:0043484;GO:0004674;GO:0005515;GO:0005886;GO:0046777;GO:0004713;GO:0005524;GO:0106310;GO:0004672;GO:0006468	Serine/Threonine-kinase;Serine/threonine-protein kinase AFC3 (EC 2.7.12.1);dual-specificity kinase (EC 2.7.12.1)
XP_018448799.1	646					
XP_018448800.1	351	AT1G49330.1	AT1G49330.1	orthologue	GO:0003674;GO:0008150;GO:0005634	F13F21.24 protein (Hydroxyproline-rich glycoprotein family protein)
XP_018448801.1	361	AT5G12090.1	AT5G12090.1	orthologue	GO:0005524;GO:0004672;GO:0007165;GO:0016310;GO:0005634;GO:0006468	Protein kinase superfamily protein (Similarity to NPK1-related protein kinase)
XP_018448802.1	322				GO:0003676;GO:0004523	
XP_018448803.1	195	AT1G29080.1	AT1G29080.1	other	GO:0005576;GO:0005615;GO:0051603;GO:0005764;GO:0004197;GO:0006508;GO:0008234	Papain family cysteine protease (Peptidase C1A papain family protein) (Putative cysteine proteinase)
XP_018448804.1	339	AT5G49490.1, AT5G38620.1, AT5G49420.1	AT5G49420.1	orthologue	GO:0000978;GO:0045944;GO:0046983;GO:0000981;GO:0006357;GO:0005515;GO:0000987;GO:0003700;GO:0005634;GO:0006355;GO:0003677	AGAMOUS-like 83 (Similarity to MADS-box protein);MADS-box protein (MADS-box transcription factor family protein);MADS-box protein AGL73 (MADS-box protein-like) (MADS-box transcription factor family protein)
XP_018448805.1	300	AT5G49490.1, AT5G38620.1, AT5G49420.1	AT5G49420.1	orthologue	GO:0000978;GO:0045944;GO:0046983;GO:0000981;GO:0006357;GO:0005515;GO:0000987;GO:0003700;GO:0005634;GO:0006355;GO:0003677	AGAMOUS-like 83 (Similarity to MADS-box protein);MADS-box protein (MADS-box transcription factor family protein);MADS-box protein AGL73 (MADS-box protein-like) (MADS-box transcription factor family protein)
XP_018448806.1	303	AT5G49490.1, AT5G38620.1, AT5G49420.1	AT5G49420.1	orthologue	GO:0000978;GO:0045944;GO:0046983;GO:0000981;GO:0006357;GO:0005515;GO:0000987;GO:0003700;GO:0005634;GO:0006355;GO:0003677	AGAMOUS-like 83 (Similarity to MADS-box protein);MADS-box protein (MADS-box transcription factor family protein);MADS-box protein AGL73 (MADS-box protein-like) (MADS-box transcription factor family protein)
XP_018448807.1	112	AT1G49800.1	AT1G49800.1	orthologue	GO:2000280;GO:1902025;GO:0005179;GO:0005576;GO:0045087;GO:0048046;GO:0050793	Precursor of CEP16 (PCEP16) [Cleaved into: C-terminally encoded peptide 16 (CEP16)]
XP_018448808.1	300	AT5G49490.1, AT5G38620.1, AT5G49420.1	AT5G49420.1	orthologue	GO:0000978;GO:0045944;GO:0046983;GO:0000981;GO:0006357;GO:0005515;GO:0000987;GO:0003700;GO:0005634;GO:0006355;GO:0003677	AGAMOUS-like 83 (Similarity to MADS-box protein);MADS-box protein (MADS-box transcription factor family protein);MADS-box protein AGL73 (MADS-box protein-like) (MADS-box transcription factor family protein)
XP_018448809.1	303	AT5G49490.1, AT5G38620.1, AT5G49420.1	AT5G49420.1	orthologue	GO:0000978;GO:0045944;GO:0046983;GO:0000981;GO:0006357;GO:0005515;GO:0000987;GO:0003700;GO:0005634;GO:0006355;GO:0003677	AGAMOUS-like 83 (Similarity to MADS-box protein);MADS-box protein (MADS-box transcription factor family protein);MADS-box protein AGL73 (MADS-box protein-like) (MADS-box transcription factor family protein)
XP_018448810.1	112	AT1G49800.1	AT1G49800.1	orthologue	GO:2000280;GO:1902025;GO:0005179;GO:0005576;GO:0045087;GO:0048046;GO:0050793	Precursor of CEP16 (PCEP16) [Cleaved into: C-terminally encoded peptide 16 (CEP16)]
XP_018448811.1	416	AT5G13730.1	AT5G13730.1	orthologue	GO:0006352;GO:2001141;GO:0071482;GO:0016987;GO:0009507;GO:0003677;GO:0003700;GO:0006355	RNA polymerase sigma factor sigD, chloroplastic (Sigma factor D) (Sigma-D) (RNA polymerase sigma factor sig4) (Atsig4) (Sigma factor 4)
