Euclidium_syriacum	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
ESY1_g10880_DN3_SP0_c0.t1	198	AT2G39310.1, AT2G39330.2	AT2G39310.1	other	GO:0005737;GO:0003674;GO:0009506;GO:0000325;GO:0030246	Jacalin-related lectin 22 (Myrosinase-binding protein-like At2g39310);Jacalin-related lectin 23;Jacalin-related lectin 23 (Myrosinase-binding protein-like At2g39330)
ESY1_g10881_DN2_SP0_c0.t1	131	AT3G16670.1	AT3G16670.1	orthologue	GO:0006979;GO:0003674;GO:0005576	AT3g16670/MGL6_12 (Pollen Ole e 1 allergen and extensin family protein)
ESY1_g10882_DN2_SP0_c0.t1	133	AT3G16670.1	AT3G16670.1	orthologue	GO:0006979;GO:0003674;GO:0005576	AT3g16670/MGL6_12 (Pollen Ole e 1 allergen and extensin family protein)
ESY1_g10883_DN1_SP0_c0.t1	78					
ESY1_g10884_DN3_SP2_c0.t1	1225	AT3G54670.1	AT3G54670.1	orthologue	GO:0008278;GO:0016887;GO:0007062;GO:0007059;GO:0005634;GO:0003677;GO:0005524;GO:0006281;GO:0051301;GO:0051321;GO:0005515;GO:0005694;GO:0051276	Structural maintenance of chromosomes protein 1 (SMC protein 1) (SMC-1) (Chromosome segregation protein SMC-1) (Cohesin complex subunit SMC-1) (Protein TITAN8)
ESY1_g10885_DN1_SP0_c0.t1	70					
ESY1_g10886_DN2_SP0_c0.t1	72					
ESY1_g10887_DN3_SP0_c0.t1	82					
ESY1_g10888_DN3_SP8_c0.t1	565	AT3G54660.1	AT3G54660.1	orthologue	GO:0009507;GO:0050660;GO:0005524;GO:0006749;GO:0009570;GO:0005829;GO:0045454;GO:0050661;GO:0004362;GO:0004791;GO:0005507;GO:0005737;GO:0005739;GO:0016491;GO:0034599;GO:0016668	Glutathione reductase, chloroplastic (GR) (GRase) (EC 1.8.1.7) (Protein EMBRYO DEFECTIVE 2360)
ESY1_g10889_DN3_SP0_c0.t1	588	AT3G54650.1	AT3G54650.1	orthologue	GO:0016567;GO:0006511;GO:0005515;GO:0001673;GO:0048316;GO:0000077;GO:0031146;GO:0009793;GO:0019005;GO:0035861;GO:0009555;GO:0055047;GO:0006974;GO:0009507;GO:0005634;GO:0051302;GO:0005737	F-box/LRR-repeat protein 17 (F-box-like protein 17)
ESY1_g10890_DN3_SP8_c0.t1	313	AT3G54640.1	AT3G54640.1	orthologue	GO:0000162;GO:0004834;GO:0042742;GO:0009507;GO:0033984;GO:0052544;GO:0009570;GO:0005829;GO:0009630;GO:0009851;GO:0006568	Tryptophan synthase alpha chain, chloroplastic (EC 4.2.1.20) (Indole-3-glycerol-phosphate lyase, chloroplastic) (EC 4.1.2.8) (Protein TRYPTOPHAN-REQUIRING 3)
ESY1_g10891_DN3_SP0_c0.t1	573	AT3G54630.1	AT3G54630.1	orthologue	GO:0008017;GO:0051315;GO:0005634;GO:0031262;GO:0051301	Kinetochore protein NDC80 homolog
ESY1_g10892_DN3_SP0_c0.t1	357	AT2G38820.2	AT2G38820.2	other	GO:0003674;GO:0005634;GO:0000428	DNA-directed RNA polymerase subunit beta-beta protein, putative (DUF506)
ESY1_g10893_DN3_SP0_c0.t1	404	AT3G54620.1	AT3G54620.1	orthologue	GO:0005515;GO:0046982;GO:2000693;GO:0045893;GO:0005634;GO:0003700;GO:0003677;GO:0045735;GO:0006355	Basic leucine zipper 25 (AtbZIP25) (bZIP protein 25) (Basic leucine zipper OPAQUE 2 homolog 4) (Basic leucine zipper O2 homolog 4)
ESY1_g10894_DN3_SP8_c0.t1	567	AT3G54610.1	AT3G54610.1	orthologue	GO:1904278;GO:0004402;GO:0005515;GO:0005634;GO:0045893;GO:0010321;GO:0016407;GO:0010015;GO:0045944;GO:0010484;GO:0000123;GO:0009908;GO:0003677;GO:0006338;GO:0009416;GO:0010485;GO:0140673;GO:0016747;GO:0043966	Histone acetyltransferase GCN5 (AtGCN5) (EC 2.3.1.48) (BIG TOP protein)
ESY1_g10895_DN3_SP0_c0.t1	261	AT3G54600.1	AT3G54600.1	orthologue	GO:0005829;GO:0004462	DJ-1 protein homolog F (AtDJ-1F)
ESY1_g10896_DN1_SP0_c0.t1	63	AT3G54600.1	AT3G54600.1	other	GO:0005829;GO:0004462	DJ-1 protein homolog F (AtDJ-1F)
ESY1_g10899_DN3_SP0_c0.t1	991	AT3G28550.1, AT3G54580.1, AT3G54590.3	AT3G28550.1	orthologue	GO:0005199;GO:0005575;GO:0009664;GO:0005576;GO:0009530;GO:0016020	Extensin-2 (AtExt2) (Cell wall hydroxyproline-rich glycoprotein 1) (HRGP1);Hydroxyproline-rich glycoprotein;Proline-rich extensin-like family protein
ESY1_g10900_DN3_SP0_c0.t1	945	AT3G28550.1, AT3G54580.1, AT3G54590.3	AT3G28550.1	orthologue	GO:0005199;GO:0005575;GO:0009664;GO:0005576;GO:0009530;GO:0016020	Extensin-2 (AtExt2) (Cell wall hydroxyproline-rich glycoprotein 1) (HRGP1);Hydroxyproline-rich glycoprotein;Proline-rich extensin-like family protein
ESY1_g10901_DN2_SP0_c0.t1	126					
ESY1_g10902_DN1_SP0_c0.t1	131					
ESY1_g10903_DN1_SP0_c0.t1	81					
ESY1_g10904_DN1_SP0_c0.t1	156	AT4G21450.3	AT4G21450.3	orthologue	GO:0061817;GO:0005886;GO:0005789;GO:0005634;GO:0043495;GO:0005829;GO:0005515;GO:0090158	PapD-like superfamily protein;Vesicle-associated protein 4-2 (Plant VAP homolog 4-2) (AtPVA42) (VAMP-associated protein 4-2)
ESY1_g10912_DN3_SP0_c0.t1	94					
ESY1_g10913_DN1_SP0_c0.t1	103					
ESY1_g10924_DN1_SP0_c0.t1	69					
ESY1_g10925_DN1_SP0_c0.t1	129					
ESY1_g10927_DN1_SP0_c0.t1	962	AT3G28550.1, AT3G54580.1, AT3G54590.3	AT3G28550.1	orthologue	GO:0005199;GO:0005575;GO:0009664;GO:0005576;GO:0009530;GO:0016020	Extensin-2 (AtExt2) (Cell wall hydroxyproline-rich glycoprotein 1) (HRGP1);Hydroxyproline-rich glycoprotein;Proline-rich extensin-like family protein
ESY1_g10928_DN3_SP0_c0.t1	403	AT3G54570.1	AT3G54570.1	orthologue	GO:0005739;GO:0005516;GO:0008150	Calmodulin-binding protein-related (Plant calmodulin-binding protein-like protein)
ESY1_g10929_DN3_SP8_c0.t1	136	AT3G54560.1	AT3G54560.1	orthologue	GO:0030527;GO:0005515;GO:0045892;GO:0046982;GO:0042742;GO:0005634;GO:0006970;GO:0031507;GO:0009908;GO:0000786;GO:0010468;GO:0016048;GO:0003677	Histone H2A variant 1 (H2A.F/Z 1) (H2AvAt) (HTA11)
ESY1_g10930_DN3_SP0_c0.t1	710	AT3G54540.1	AT3G54540.1	orthologue	GO:0005524;GO:0005886;GO:0016887;GO:0005829	ABC transporter F family member 4 (ABC transporter ABCF.4) (AtABCF4) (GCN20-type ATP-binding cassette protein GCN4)
ESY1_g10934_DN1_SP0_c0.t1	393	AT3G54540.1	AT3G54540.1	other	GO:0005524;GO:0005886;GO:0016887;GO:0005829	ABC transporter F family member 4 (ABC transporter ABCF.4) (AtABCF4) (GCN20-type ATP-binding cassette protein GCN4)
ESY1_g10935_DN3_SP0_c0.t1	291	AT3G54540.1	AT3G54540.1	orthologue	GO:0005524;GO:0005886;GO:0016887;GO:0005829	ABC transporter F family member 4 (ABC transporter ABCF.4) (AtABCF4) (GCN20-type ATP-binding cassette protein GCN4)
ESY1_g10936_DN2_SP0_c0.t1	246	AT3G54520.1	AT3G54520.1	orthologue	GO:0008150;GO:0005634;GO:0003674	Uncharacterized protein
ESY1_g10937_DN3_SP0_c0.t1	321	AT3G54520.1	AT3G54520.1	orthologue	GO:0008150;GO:0005634;GO:0003674	Uncharacterized protein
ESY1_g10938_DN2_SP0_c0.t1	201	AT3G54530.1	AT3G54530.1	orthologue	GO:0003674;GO:0008150;GO:0005634	Uncharacterized protein
ESY1_g10939_DN3_SP0_c0.t1	300	AT3G54520.1	AT3G54520.1	orthologue	GO:0008150;GO:0005634;GO:0003674	Uncharacterized protein
ESY1_g10940_DN3_SP0_c0.t1	140	AT3G54520.1	AT3G54520.1	orthologue	GO:0008150;GO:0005634;GO:0003674	Uncharacterized protein
ESY1_g10941_DN1_SP0_c0.t1	76	AT3G54520.1	AT3G54520.1	orthologue	GO:0008150;GO:0005634;GO:0003674	Uncharacterized protein
ESY1_g10942_DN3_SP0_c0.t1	230	AT3G54520.1	AT3G54520.1	orthologue	GO:0008150;GO:0005634;GO:0003674	Uncharacterized protein
ESY1_g10943_DN3_SP0_c0.t1	328	AT3G54520.1	AT3G54520.1	orthologue	GO:0008150;GO:0005634;GO:0003674	Uncharacterized protein
ESY1_g10944_DN3_SP7_c0.t1	712	AT3G54510.2	AT3G54510.2	orthologue	GO:0009507;GO:0005227;GO:0005739;GO:0005886;GO:0016020	Early-responsive to dehydration stress protein (ERD4);Hyperosmolality-gated Ca2+ permeable channel 2.5 (AtOSCA2.5)
ESY1_g10945_DN1_SP0_c0.t1	396	AT3G62230.1	AT3G62230.1	orthologue	GO:0016567;GO:0005515;GO:0048235;GO:0005575;GO:0005634	F-box protein At3g62230
ESY1_g10946_DN1_SP0_c0.t1	98					
ESY1_g10947_DN3_SP0_c0.t1	627	AT3G54500.3	AT3G54500.3	orthologue	GO:0003712;GO:0032922;GO:0005634;GO:0006355;GO:0005515;GO:0009649;GO:0007623	Agglutinin-like protein;Protein LNK2 (Night light-inducible and clock-regulated 2)
ESY1_g10948_DN3_SP0_c0.t1	228	AT3G54490.1	AT3G54490.1	orthologue	GO:0003899;GO:0006351;GO:0003677;GO:0001056;GO:0042797;GO:0001055;GO:0006366;GO:0006362;GO:0005634;GO:0001054;GO:0000419	DNA-directed RNA polymerase V subunit 5C
ESY1_g10949_DN3_SP0_c0.t1	283	AT4G19970.1	AT4G19970.1	other	GO:0005737;GO:0003674;GO:0000139;GO:0016757;GO:0071555	Glycosyltransferase (EC 2.4.2.-)
ESY1_g10950_DN3_SP5_c0.t1	272	AT3G54480.1	AT3G54480.1	orthologue	GO:0005739;GO:0016567;GO:0005515	F-box protein SKIP5 (SKP1-interacting partner 5);SKP1/ASK-interacting protein 5
ESY1_g10951_DN3_SP8_c0.t1	476	AT3G54470.1	AT3G54470.1	orthologue	GO:0006207;GO:0004588;GO:0016036;GO:0004590;GO:0009220;GO:0044205;GO:0019856;GO:0006222;GO:0005737;GO:0006221	Uridine 5'-monophosphate synthase (UMP synthase) [Includes: Orotate phosphoribosyltransferase (OPRTase) (EC 2.4.2.10); Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMPdecase)]
ESY1_g10952_DN3_SP0_c0.t1	1375	AT3G54460.1	AT3G54460.1	orthologue	GO:0008270;GO:0005634;GO:0140658;GO:0009506;GO:0006281;GO:0008094;GO:0004386;GO:0005524;GO:0016787;GO:0005515	F-box protein At3g54460;SNF2 domain-containing protein / helicase domain-containing protein / F-box family protein
ESY1_g10953_DN3_SP1_c0.t1	259	AT3G54450.1	AT3G54450.1	other	GO:0055085;GO:0022857;GO:0009507;GO:0071916;GO:0016020;GO:0042937	Protein NRT1/ PTR FAMILY 5.4 (AtNPF5.4)
ESY1_g10954_DN3_SP1_c0.t1	268	AT3G54450.1	AT3G54450.1	other	GO:0055085;GO:0022857;GO:0009507;GO:0071916;GO:0016020;GO:0042937;GO:0006857	Protein NRT1/ PTR FAMILY 5.4 (AtNPF5.4)
ESY1_g10955_DN3_SP6_c0.t1	1354	AT3G54440.3	AT3G54440.3	orthologue	GO:0009507;GO:0030246;GO:0005829;GO:0005990;GO:0009341;GO:0004565;GO:0005975;GO:0004553;GO:0003824	beta-galactosidase (EC 3.2.1.23) (Lactase)
ESY1_g10956_DN3_SP6_c0.t1	274	AT3G54420.1	AT3G54420.1	orthologue	GO:0010262;GO:0009626;GO:0004568;GO:0009617;GO:0005576;GO:0009505;GO:0016998;GO:0009611;GO:0000272;GO:0006032;GO:0006952;GO:0008061;GO:0008843;GO:0005975	Endochitinase EP3 (EC 3.2.1.14) (Chitinase class IV) (AtchitIV) (Protein HOMOLOG OF CARROT EP3-3 CHITINASE) (AtEP3)
ESY1_g10957_DN3_SP0_c0.t1	225	AT3G45490.1	AT3G45490.1	orthologue	GO:0004523;GO:0005634;GO:0008150;GO:0003676;GO:0003964	Reverse transcriptase-like protein
ESY1_g10958_DN3_SP4_c0.t1	433	AT3G54400.1	AT3G54400.1	orthologue	GO:0005829;GO:0005576;GO:0004190;GO:0009505;GO:0048046;GO:0003677;GO:0006508	AT3g54400/T12E18_90 (Eukaryotic aspartyl protease family protein) (Nucleoid DNA-binding-like protein)
ESY1_g10959_DN3_SP0_c0.t1	312	AT3G54390.2	AT3G54390.2	orthologue	GO:0000976;GO:0003700;GO:0006355;GO:0005634;GO:0005515	At3g54390 (Sequence-specific DNA binding transcription factor);Sequence-specific DNA binding transcription factor
ESY1_g10960_DN3_SP0_c0.t1	411	AT3G54380.1	AT3G54380.1	orthologue	GO:0006406;GO:0005634;GO:0005737;GO:0005739;GO:0003674;GO:0070390;GO:0016020	SAC3 family protein C;SAC3/GANP/Nin1/mts3/eIF-3 p25 family
ESY1_g10962_DN3_SP8_c0.t1	406	AT3G54360.1	AT3G54360.1	orthologue	GO:0005829;GO:0005634;GO:0043069;GO:0008047;GO:0005515;GO:0008270;GO:1902553;GO:0016567;GO:0061630	Protein NCA1 (NO CATALASE ACTIVITY 1)
ESY1_g10963_DN3_SP0_c0.t1	690	AT3G54350.1	AT3G54350.1	orthologue	GO:0071339;GO:0044545;GO:0045944;GO:0031011;GO:0005634;GO:0009793;GO:0002151;GO:0005515	Forkhead-associated (FHA) domain-containing protein
ESY1_g10964_DN3_SP8_c0.t1	232	AT3G54340.1	AT3G54340.1	orthologue	GO:0003700;GO:0010093;GO:0045944;GO:0000978;GO:0000981;GO:0046983;GO:0006357;GO:0000977;GO:0005634;GO:0030154;GO:0003677;GO:0006355	Floral homeotic protein APETALA 3
ESY1_g10966_DN3_SP2_c15.t1	432	AT3G54320.1	AT3G54320.1	orthologue	GO:0006355;GO:0006110;GO:0006109;GO:0019432;GO:0008610;GO:0005634;GO:0019900;GO:0003700;GO:1901959;GO:0006629;GO:0003677;GO:0009744;GO:0009873	Ethylene-responsive transcription factor WRI1 (Protein ACTIVATOR OF SPORAMIN::LUC 1) (Protein WRINKLED 1);Integrase-type DNA-binding superfamily protein
ESY1_g10967_DN3_SP0_c0.t1	305	AT3G54310.1	AT3G54310.1	other	GO:0003674;GO:0008150;GO:0009507;GO:0000428	DNA-directed RNA polymerase subunit alpha
ESY1_g10968_DN3_SP0_c0.t1	358	AT3G54310.1	AT3G54310.1	orthologue	GO:0003674;GO:0008150;GO:0009507;GO:0000428	DNA-directed RNA polymerase subunit alpha
ESY1_g10969_DN3_SP0_c0.t1	139	AT1G02405.1	AT1G02405.1	orthologue	GO:0005886;GO:0016020;GO:0003674	At1g02405 (Proline-rich family protein)
ESY1_g10971_DN3_SP8_c0.t1	241	AT3G54300.1	AT3G54300.1	orthologue	GO:0033263;GO:0016192;GO:0031201;GO:0007033;GO:0006623;GO:0005768;GO:0005515;GO:0031901;GO:0016020	Vesicle-associated membrane protein 727 (AtVAMP727)
ESY1_g10972_DN3_SP2_c0.t1	353	AT3G54290.1	AT3G54290.1	orthologue	GO:0003674;GO:0009507	At3g54290 (Hemerythrin HHE cation-binding domain protein)
ESY1_g10973_DN3_SP8_c0.t1	2044	AT3G54280.2	AT3G54280.2	orthologue	GO:1902185;GO:0016887;GO:0005634;GO:0140658;GO:0017025;GO:0003677;GO:0004386;GO:0005524	ROOT GROWTH DEFECTIVE 3;TATA-binding protein-associated factor BTAF1 (AtBTAF1) (EC 3.6.4.-) (Protein BTAF1 homolog) (Protein ROOT GROWTH DEFECTIVE 3)
ESY1_g10974_DN3_SP0_c0.t1	281					
ESY1_g10975_DN1_SP0_c0.t1	425	AT3G54630.1	AT3G54630.1	orthologue	GO:0008017;GO:0051315;GO:0005634;GO:0031262;GO:0051301	Kinetochore protein NDC80 homolog
ESY1_g10976_DN3_SP0_c0.t1	520	AT3G54270.1	AT3G54270.1	orthologue	GO:0005986;GO:0050307;GO:0000287;GO:0005634;GO:0016311	Probable sucrose-phosphatase 3a (AtSPP3a) (EC 3.1.3.24)
ESY1_g10977_DN3_SP0_c0.t1	260	AT3G54260.1	AT3G54260.1	orthologue	GO:0016413;GO:0005794;GO:0008150;GO:0016020;GO:0016740	Protein trichome birefringence-like 36
ESY1_g10978_DN3_SP8_c0.t1	419	AT3G54250.1	AT3G54250.1	orthologue	GO:0004163;GO:0019287;GO:0005829;GO:0005634;GO:0005524;GO:0005777;GO:0016126;GO:0016301;GO:0008299;GO:0016831	Diphosphomevalonate decarboxylase (EC 4.1.1.33);Diphosphomevalonate decarboxylase MVD2, peroxisomal (EC 4.1.1.33) (Mevalonate 5-diphosphate decarboxylase 2) (AtMDD2) (AtMVD2)
ESY1_g10979_DN3_SP0_c0.t1	350	AT3G54240.1	AT3G54240.1	orthologue	GO:0003674;GO:0005575;GO:0008150;GO:0016787	Hydrolase
ESY1_g10980_DN2_SP0_c12.t1	440	AT1G16940.1, AT1G66290.1, AT1G66300.1, AT1G66310.1, AT1G66320.1, AT1G66640.1, AT1G69630.1, AT1G78730.1, AT1G78740.1, AT1G78750.1, AT1G78760.1, AT4G13985.1	AT1G69630.1	other	GO:0003674;GO:0005634;GO:0008150;GO:0005575;GO:0005515;	F-box/FBD/LRR-repeat protein At1g78750;F-box/LRR-repeat protein 13;F-box/RNI-like/FBD-like domains-containing protein;FBD-associated F-box protein At1g66310;FBD-associated F-box protein At1g66320;FBD-associated F-box protein At4g13985;Putative F-box/FBD/LRR-repeat protein At1g16940;Putative F-box/FBD/LRR-repeat protein At1g66290;Putative F-box/FBD/LRR-repeat protein At1g66300;Putative F-box/FBD/LRR-repeat protein At1g78760;Putative FBD-associated F-box protein At1g78730;RNI-like superfamily protein
ESY1_g10981_DN3_SP0_c0.t1	981	AT3G54230.2	AT3G54230.2	orthologue	GO:0043484;GO:0005634;GO:0006397;GO:0003723;GO:0005515;GO:0000398;GO:0005681;GO:0008270;GO:0003676	SUPPRESSOR OF ABI3-5 (REQUIRED FOR SNC4-1D protein 1) (Splicing factor SUA);Suppressor of abi3-5
ESY1_g10982_DN3_SP8_c0.t1	663	AT3G54220.1	AT3G54220.1	orthologue	GO:0048366;GO:0006355;GO:0009630;GO:0005515;GO:0009956;GO:0043565;GO:0003700;GO:0090610;GO:0008356;GO:0045454;GO:0048364;GO:0005634;GO:0051457	Protein SCARECROW (AtSCR) (GRAS family protein 20) (AtGRAS-20) (Protein SHOOT GRAVITROPISM 1)
ESY1_g10983_DN3_SP8_c0.t1	246	AT3G54210.1	AT3G54210.1	orthologue	GO:0006412;GO:0022625;GO:0009570;GO:0009507;GO:0003735;GO:0009941;GO:0005829;GO:0005840;GO:0019843;GO:1990904;GO:0015934	Large ribosomal subunit protein bL17c (50S ribosomal protein L17, chloroplastic) (CL17)
ESY1_g10984_DN2_SP0_c0.t1	425	AT3G54200.1	AT3G54200.1	orthologue	GO:0005886;GO:0003674;GO:0009506;GO:0005634;GO:0005829;GO:0098542	Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family
ESY1_g10985_DN3_SP8_c0.t1	470	AT2G38630.1, AT3G54190.1	AT3G54190.1	orthologue	GO:0005739;GO:0005515;GO:0005634;GO:0008150;GO:0016020	AT3g54190/F24B22_150 (Transducin/WD40 repeat-like superfamily protein);Transducin/WD40 repeat-like superfamily protein
ESY1_g10986_DN2_SP0_c0.t1	168	AT2G41473.1	AT2G41473.1	other	GO:0003674;GO:0005739;GO:0008150;;GO:0005515	F-box family protein
ESY1_g10987_DN3_SP8_c0.t1	309	AT3G54180.1	AT3G54180.1	orthologue	GO:0010444;GO:0000082;GO:0048825;GO:0032875;GO:0042023;GO:0005515;GO:0009826;GO:0010389;GO:0004693;GO:0005737;GO:0010376;GO:0005634;GO:0008353;GO:0004674;GO:0046777;GO:0010468;GO:0007165;GO:2000037;GO:1902806;GO:0030332;GO:0000307;GO:0005524;GO:0051301;GO:0106310;GO:0004672;GO:0006468;GO:0010033	Cyclin-dependent kinase B1-1 (CDKB1;1) (EC 2.7.11.22) (EC 2.7.11.23) (Cell division control protein 2 homolog B)
ESY1_g10988_DN3_SP6_c0.t1	335	AT3G54170.1	AT3G54170.1	orthologue	GO:0000381;GO:0005515;GO:0036396;GO:0005634;GO:0006397;GO:0001510;GO:0009637;GO:0009506;GO:0016556;GO:0010073;GO:0008380;GO:0016607;GO:0080009	FKBP12-interacting protein of 37 kDa (FIP-37) (Immunophilin-interacting protein AtFIP37) (Protein WTAP homolog)
ESY1_g10989_DN3_SP0_c0.t1	254	AT3G54170.1	AT3G54170.1	other	GO:0000381;GO:0005515;GO:0036396;GO:0005634;GO:0006397;GO:0001510;GO:0009637;GO:0009506;GO:0016556;GO:0010073;GO:0008380;GO:0016607;GO:0080009	FKBP12-interacting protein of 37 kDa (FIP-37) (Immunophilin-interacting protein AtFIP37) (Protein WTAP homolog)
ESY1_g10990_DN3_SP1_c0.t1	310	AT3G54150.1	AT3G54150.1	orthologue	GO:0005737;GO:0010584;GO:0005634;GO:1990110;GO:0008757;GO:0009846;GO:0032259	Embryonic abundant protein-like (Putative embryonic abundant protein) (S-adenosyl-L-methionine-dependent methyltransferases superfamily protein);S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
ESY1_g10992_DN3_SP5_c0.t1	285	AT3G54130.1	AT3G54130.1	orthologue	GO:0006515;GO:1904294;GO:0005515;GO:0004843;GO:0043161;GO:0005634;GO:1904262;GO:0006508;GO:0016579	Ataxin-3 homolog (EC 3.4.19.12) (MJD1a-like) (Machado-Joseph disease-like protein)
ESY1_g10993_DN3_SP0_c0.t1	204	AT3G54120.1	AT3G54120.1	orthologue	GO:0003674;GO:0005575;GO:0005789;GO:0009617	Reticulon-like protein B12 (AtRTNLB12)
ESY1_g10994_DN3_SP8_c0.t1	307	AT3G54110.1	AT3G54110.1	orthologue	GO:1990542;GO:0003333;GO:0000325;GO:0015171;GO:0009853;GO:0005739;GO:0005743;GO:0005829;GO:0017077;GO:0009506;GO:0015979;GO:0055085	Mitochondrial uncoupling protein 1 (AtPUMP1)
ESY1_g10995_DN3_SP0_c0.t1	647	AT3G54100.1	AT3G54100.1	orthologue	GO:0005634;GO:0016757;GO:0005737;GO:0006004;GO:0016020	O-fucosyltransferase 28 (O-FucT-28) (EC 2.4.1.-) (O-fucosyltransferase family protein)
ESY1_g10996_DN3_SP8_c0.t1	480	AT3G54090.1	AT3G54090.1	orthologue	GO:0042644;GO:0009658;GO:0005515;GO:0042793;GO:0005737;GO:0005634;GO:0016301	Fructokinase-like 1, chloroplastic (PEP-associated protein 6) (pfkB-type carbohydrate kinase family protein 2)
ESY1_g10997_DN3_SP0_c0.t1	78	AT3G54085.1	AT3G54085.1	orthologue	GO:0006888;GO:0005789;GO:0000139;GO:0005739;GO:0030134;GO:0003674;GO:0015031	At3g54082 (Yos1-like protein)
ESY1_g10998_DN3_SP0_c0.t1	347	AT3G54080.1	AT3G54080.1	orthologue	GO:0009507;GO:0003674;GO:0016020;GO:0030246	Concanavalin A-like lectin family protein
ESY1_g10999_DN3_SP0_c14.t1	463	AT2G37960.1, AT3G54060.1	AT3G54060.1	orthologue	GO:0005634;GO:0003674;GO:0008150	Myosin-M heavy protein
ESY1_g11000_DN3_SP7_c0.t1	414	AT3G54050.1	AT3G54050.1	orthologue	GO:0009570;GO:0019253;GO:0006000;GO:0005829;GO:0030388;GO:0009773;GO:0015979;GO:0009409;GO:0005985;GO:0006094;GO:0009507;GO:0048046;GO:0010319;GO:0005737;GO:0006002;GO:0042132;GO:0046872;GO:0005975;GO:0042578;GO:0016791;GO:0005986	Fructose-1,6-bisphosphatase 1, chloroplastic (FBPase1) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase) (Protein HIGH CYCLIC ELECTRON FLOW 1)
ESY1_g11001_DN3_SP4_c0.t1	171	AT3G54040.2	AT3G54040.2	orthologue	GO:0009507;GO:0003674	PAR1 protein;PAR1 protein (Photoassimilate-responsive protein PAR-1b-like protein)
ESY1_g11003_DN3_SP8_c0.t1	495	AT3G54030.1	AT3G54030.1	orthologue	GO:0009742;GO:0005515;GO:0005886;GO:0009507;GO:0004674;GO:0005524;GO:0106310;GO:0004672;GO:0006468	Serine/threonine-protein kinase BSK6 (EC 2.7.11.1) (Brassinosteroid-signaling kinase 6)
ESY1_g11004_DN3_SP7_c0.t1	308	AT3G54020.1	AT3G54020.1	orthologue	GO:0005886;GO:0005789;GO:0045140;GO:0033188;GO:0000139;GO:0005802;GO:0047493;GO:0046513;GO:0030148;GO:0016780;GO:0016020	Phosphatidylinositol:ceramide inositolphosphotransferase 1 (EC 2.7.8.-) (Inositol-phosphorylceramide synthase 1) (AtIPCS1) (IPC synthase 1) (Protein ERH1-like2) (Sphingolipid synthase 1)
ESY1_g11005_DN3_SP0_c0.t1	172	AT2G44950.1	AT2G44950.1	orthologue	GO:0061630;GO:0140936;GO:0010162;GO:0005634;GO:0045087;GO:0006513;GO:0016567;GO:0051781;GO:0005515;GO:0140852;GO:0033503;GO:0010389;GO:0009965;GO:0010228;GO:0051301;GO:0042803;GO:0042802;GO:0004842;GO:0005739;GO:0006325;GO:0008270;GO:0050832	E3 ubiquitin protein ligase (EC 2.3.2.27);E3 ubiquitin-protein ligase BRE1-like 1 (AtBRE1) (EC 2.3.2.27) (Protein HISTONE MONOUBIQUITINATION 1) (AtHUB1) (Protein REDUCED DORMANCY 4) (RING-type E3 ubiquitin transferase BRE1-like 1)
ESY1_g11006_DN1_SP0_c0.t1	74	AT3G42860.1	AT3G42860.1	orthologue	GO:0008270;GO:0005634;GO:0003676	Zinc knuckle (CCHC-type) family protein
ESY1_g11007_DN3_SP5_c0.t1	636	AT3G54010.1	AT3G54010.1	orthologue	GO:0009793;GO:0009735;GO:0009826;GO:0061077;GO:0042761;GO:0005634;GO:0048527;GO:0003755;GO:0048364;GO:0009880;GO:0030010;GO:0030154;GO:0005515;GO:0005783;GO:0005737;GO:0005789;GO:0009734;GO:0009736	Peptidyl-prolyl cis-trans isomerase PASTICCINO1 (EC 5.2.1.8) (70 kDa peptidyl-prolyl isomerase) (FK506-binding protein 72) (AtFKBP72) (Immunophilin FKBP72) (Peptidyl-prolyl cis-trans isomerase FKBP72) (PPIase FKBP72) (Rotamase)
ESY1_g11008_DN3_SP0_c0.t1	347	AT3G54000.1	AT3G54000.1	orthologue	GO:0005634;GO:0003674	TIP41-like protein
ESY1_g11009_DN3_SP0_c0.t1	176	AT4G26466.1	AT4G26466.1	orthologue	GO:0010183;GO:0010198;GO:0005886;GO:0005515;GO:0009567;GO:0010483;GO:0098552	GPI-anchored protein LORELEI
ESY1_g11011_DN3_SP1_c0.t1	162	AT3G53990.1	AT3G53990.1	orthologue	GO:0005886;GO:0005829;GO:0061077;GO:0009506;GO:0034337;GO:0009409;GO:0006979;GO:0005737;GO:0005634;GO:0009408;GO:0003676;GO:0006457;GO:0016787;GO:0044183	AT3g53990 (AT3g53990/F5K20_290) (Adenine nucleotide alpha hydrolases-like superfamily protein);Adenine nucleotide alpha hydrolases-like superfamily protein
ESY1_g11012_DN2_SP0_c0.t1	114	AT3G53980.1	AT3G53980.1	orthologue	GO:0005504;GO:0099503;GO:0009627;GO:0005576	At3g53980 (Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein)
