Eutrema_salsugineum	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
XP_006401192.1	359	AT5G55440.1, AT5G67040.1	AT5G55440.1	other	GO:0003674;GO:0005575;GO:0008150	F-box protein, putative (DUF295);F-box protein, putative (DUF295) (Gb|AAC80597.1)
XP_006401193.1	283	AT5G57560.1	AT5G57560.1	other	GO:0030247;GO:0010411;GO:0071456;GO:0009741;GO:0009408;GO:0009505;GO:0009612;GO:0016762;GO:0009409;GO:0042546;GO:0004553;GO:0005794;GO:0099503;GO:0009507;GO:0009664;GO:0009733;GO:0048046;GO:0005975;GO:0005618;GO:0044042	Xyloglucan endotransglucosylase/hydrolase protein 22 (At-XTH22) (XTH-22) (EC 2.4.1.207) (Touch protein 4)
XP_006401194.1	282	AT5G57560.1	AT5G57560.1	other	GO:0030247;GO:0010411;GO:0071456;GO:0009741;GO:0009408;GO:0009505;GO:0009612;GO:0016762;GO:0009409;GO:0042546;GO:0004553;GO:0005794;GO:0099503;GO:0009507;GO:0009664;GO:0009733;GO:0048046;GO:0005618;GO:0044042;GO:0005975	Xyloglucan endotransglucosylase/hydrolase protein 22 (At-XTH22) (XTH-22) (EC 2.4.1.207) (Touch protein 4)
XP_006401195.2	285	AT5G57550.1	AT5G57550.1	orthologue	GO:0010411;GO:0030247;GO:0005576;GO:0016762;GO:0004553;GO:0009832;GO:0048046;GO:0071555;GO:0005618;GO:0044042;GO:0005975;GO:0042546	Probable xyloglucan endotransglucosylase/hydrolase protein 25 (At-XTH25) (XTH-25) (EC 2.4.1.207)
XP_006401196.1	285	AT5G57530.1	AT5G57530.1	orthologue	GO:0030247;GO:0005737;GO:0005576;GO:0009505;GO:0010411;GO:0042546;GO:0016762;GO:0004553;GO:0048046;GO:0071555;GO:0005975;GO:0005618;GO:0044042	Probable xyloglucan endotransglucosylase/hydrolase protein 12 (At-XTH12) (XTH-12) (EC 2.4.1.207)
XP_006401197.2	191	AT5G57520.1	AT5G57520.1	orthologue	GO:0060862;GO:0009788;GO:0005515;GO:0006355;GO:0005634;GO:0003700;GO:0008270	Zinc finger protein 2 (AtZFP2)
XP_006401198.1	131	AT5G57510.1	AT5G57510.1	orthologue	GO:0071456;GO:0005634;GO:0003674	Cotton fiber protein
XP_006401199.1	320	AT5G57500.1	AT5G57500.1	orthologue	GO:0000139;GO:0008378;GO:0016758;GO:0006486;GO:0016757;GO:0005794;GO:0009101;GO:0016020	Hexosyltransferase (EC 2.4.1.-)
XP_006401201.1	515	AT5G57480.1	AT5G57480.1	other	GO:0005575;GO:0003674;GO:0005524;GO:0006950;GO:0016887	AAA-ATPase At5g57480 (EC 3.6.1.-)
XP_006401204.1	682	AT4G37910.1	AT4G37910.1	orthologue	GO:0005739;GO:0017004;GO:0006457;GO:0005759;GO:0005515;GO:0140964;GO:0042026;GO:0005829;GO:0140662;GO:0051085;GO:0000325;GO:0016887;GO:0005886;GO:0044183;GO:0005737;GO:0016226;GO:0005524;GO:0009505;GO:0051082;GO:0031072;GO:0008270	Heat shock 70 kDa protein 9, mitochondrial (Chaperone protein HscA homolog 1) (AtHscA1) (Heat shock protein 70-9) (AtHsp70-9) (Mitochondrial heat shock protein 70-1) (mtHsc70-1)
XP_006401205.1	241	AT5G57440.1	AT5G57440.1	orthologue	GO:0043136;GO:0000121;GO:0005829;GO:0050308;GO:0006114;GO:0009507;GO:0005739;GO:0016311;GO:0046872;GO:0016791	(DL)-glycerol-3-phosphatase 2 (EC 3.1.3.21) (Glycerol-1-phosphatase 2) (Haloacid dehalogenase-like hydrolase domain-containing protein GPP2)
XP_006401206.1	176	AT5G57420.1	AT5G57420.1	orthologue	GO:0005515;GO:0006355;GO:0009733;GO:0003700;GO:0005634;GO:0009734	Auxin-responsive protein IAA33 (Indoleacetic acid-induced protein 33)
XP_006401207.2	374	AT5G57410.3	AT5G57410.3	orthologue	GO:0003674;GO:0046686;GO:0005634;GO:0008150;GO:0005875	Afadin/alpha-actinin-binding protein;Afadin/alpha-actinin-binding protein (At5g57410)
XP_006401208.2	226	AT5G57400.2	AT5G57400.2	orthologue	GO:0005739;GO:0003674;GO:0016020	Transmembrane protein
XP_006401210.1	557	AT5G57390.1	AT5G57390.1	orthologue	GO:0009791;GO:0006355;GO:0060772;GO:0009845;GO:0003700;GO:0048364;GO:0060771;GO:0005634;GO:1905392;GO:0010311;GO:0003677;GO:0040019;GO:1990110;GO:0000976;GO:0009873	AINTEGUMENTA-like 5;AP2-like ethylene-responsive transcription factor AIL5 (Protein AINTEGUMENTA-LIKE 5)
XP_006401211.1	612	AT5G57380.1	AT5G57380.1	orthologue	GO:0045814;GO:0040029;GO:0016607;GO:0010048;GO:0005515;GO:0001666;GO:0070417;GO:0009409;GO:0005677;GO:0005634;GO:0003677;GO:0008270	Fibronectin type III domain-containing protein;Protein VERNALIZATION INSENSITIVE 3
XP_006401212.1	609	AT5G57360.2	AT5G57360.2	orthologue	GO:0010498;GO:0005829;GO:0043153;GO:0007623;GO:0006511;GO:0005634;GO:0010114;GO:0005515;GO:0016567;GO:0009637;GO:0042752;GO:0009882;GO:0031146;GO:0009908;GO:0019005;GO:0005737;GO:0009881;GO:0048511	Adagio protein 1 (Clock-associated PAS protein ZTL) (F-box only protein 2b) (FBX2b) (Flavin-binding kelch repeat F-box protein 1-like protein 2) (FKF1-like protein 2) (LOV kelch protein 1) (Protein ZEITLUPE);Galactose oxidase/kelch repeat superfamily protein
XP_006401214.1	189	AT5G57345.1	AT5G57345.1	orthologue	GO:0034599;GO:0071470;GO:0005783;GO:0003674;GO:0016020	At5g57345 (Transmembrane protein)
XP_006401215.1	236	AT5G57340.2	AT5G57340.2	orthologue	GO:0005634;GO:0003674	AT5g57340/MJB24_15 (Ras guanine nucleotide exchange factor Q-like protein);Ras guanine nucleotide exchange factor Q-like protein
XP_006401216.1	312	AT5G57330.1	AT5G57330.1	orthologue	GO:0047938;GO:0005829;GO:0005737;GO:0005975;GO:0030246;GO:0003824;GO:0016853	glucose-6-phosphate 1-epimerase (EC 5.1.3.15)
XP_006401218.1	288	AT5G57300.1	AT5G57300.1	orthologue	GO:0005739;GO:0006744;GO:0008425;GO:0031314;GO:0032259;GO:0008168	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial (EC 2.1.1.201) (Ubiquinone biosynthesis methyltransferase COQ5)
XP_006401220.1	121	AT5G57290.1	AT5G57290.1	other	GO:0022626;GO:0003735;GO:0006414;GO:0009536;GO:0005840;GO:1990904	60S acidic ribosomal protein family;Large ribosomal subunit protein P3y (60S acidic ribosomal protein P3-2)
XP_006401221.1	286	AT5G57280.1	AT5G57280.1	orthologue	GO:0048364;GO:0048527;GO:0006364;GO:0016435;GO:0070476;GO:0005634;GO:1990110;GO:0010078;GO:0005730;GO:0005654;GO:0048471;GO:0008757	18S rRNA (guanine-N(7))-methyltransferase RID2 (EC 2.1.1.309) (Protein ROOT INITIATION DEFECTIVE 2)
XP_006401222.1	389	AT5G57270.1	AT5G57270.1	orthologue	GO:0005739;GO:0016757;GO:0008150;GO:0016020	At5g57270 (Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein) (Glycosyltransferase)
XP_006401223.1	503	AT5G57260.1	AT5G57260.1	orthologue	GO:0016020;GO:0008150;GO:0020037;GO:0016705;GO:0016709;GO:0009507;GO:0005506;GO:0004497	Cytochrome P450 71B10 (EC 1.14.-.-)
XP_006401224.1	971	AT5G57250.1	AT5G57250.1	orthologue	GO:0009507;GO:0003674;GO:0005739;GO:0005515	Pentatricopeptide repeat-containing protein At5g57250, mitochondrial
XP_006401225.1	379	AT5G57240.3	AT5G57240.3	orthologue	GO:0005634;GO:0008289;GO:0008150;GO:0016020;GO:0005829;GO:0032934;GO:0006869;GO:0015248	OSBP(Oxysterol binding protein)-related protein 4C;Oxysterol-binding protein-related protein 4C (OSBP-related protein 4C)
XP_006401226.1	160	AT5G57230.2	AT5G57230.2	orthologue	GO:0005739;GO:0003674	At5g57230 (Thioredoxin superfamily protein);Thioredoxin superfamily protein
XP_006401228.1	493	AT5G57220.1	AT5G57220.1	orthologue	GO:0005506;GO:0050832;GO:0009759;GO:0009682;GO:0071456;GO:0002213;GO:0042742;GO:0052544;GO:0016709;GO:0016705;GO:0020037;GO:0019760;GO:0042343;GO:0016020;GO:0009617;GO:0004497	Cytochrome P450 81F2 (EC 1.14.-.-) (Protein INDOLE GLUCOSINOLATE MODIFIER 1)
XP_006401229.1	759	AT5G57210.1	AT5G57210.1	orthologue	GO:0030904;GO:0010008;GO:0042147;GO:0005794;GO:0005096;GO:0005737;GO:0005829;GO:0090630	AT5g57210/MJB24_2 (Microtubule-associated protein-like) (Ypt/Rab-GAP domain of gyp1p superfamily protein);Ypt/Rab-GAP domain of gyp1p superfamily protein
XP_006401230.1	593	AT5G57200.1	AT5G57200.1	orthologue	GO:0005546;GO:0000149;GO:0072583;GO:0048268;GO:0030136;GO:0005545;GO:0005905;GO:0006900;GO:0009536;GO:0030276;GO:0032050;GO:0005634;GO:0005794;GO:0005543	Putative clathrin assembly protein At5g57200
XP_006401234.1	636	AT5G57190.1	AT5G57190.1	other	GO:0006646;GO:0005509;GO:0009705;GO:0004609;GO:0005737;GO:0005739;GO:0012505;GO:0016020;GO:0016540;GO:0008654	Phosphatidylserine decarboxylase proenzyme 2 (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase 2 beta chain; Phosphatidylserine decarboxylase 2 alpha chain];phosphatidylserine decarboxylase (EC 4.1.1.65)
XP_006401235.1	115	AT5G57170.2	AT5G57170.2	orthologue	GO:0005737;GO:0005576;GO:0005634;GO:0005515;GO:0009507;GO:0005615;GO:0050178;GO:0005125;GO:0016853	L-dopachrome isomerase (EC 5.3.2.1) (EC 5.3.3.12) (L-dopachrome tautomerase) (Phenylpyruvate tautomerase)
XP_006401236.1	1220	AT5G57160.1	AT5G57160.1	orthologue	GO:0005515;GO:0006303;GO:0003910;GO:0032807;GO:0005524;GO:0071897;GO:0005634;GO:0006974;GO:0006302;GO:0009506;GO:0006297;GO:0003677;GO:0051103;GO:0010165;GO:0006281;GO:0006310;GO:0046872;GO:0003909	DNA ligase 4 (EC 6.5.1.1) (DNA ligase IV) (Polydeoxyribonucleotide synthase [ATP] 4);DNA ligase IV (Polydeoxyribonucleotide synthase [ATP] 4)
XP_006401239.1	402	AT5G57140.1	AT5G57140.1	orthologue	GO:0005737;GO:0003993;GO:0016311;GO:0016788;GO:0005576;GO:0046872;GO:0016787	Probable inactive purple acid phosphatase 28
XP_006401241.1	67	AT5G57123.1	AT5G57123.1	orthologue	GO:0003674;GO:0005575	At5g57123
XP_006401244.1	1073	AT5G57110.1	AT5G57110.1	orthologue	GO:0005388;GO:0005886;GO:0009624;GO:0005515;GO:0005516;GO:0070588;GO:0009536;GO:0043231;GO:0051480;GO:0016887;GO:0009506;GO:0005524;GO:0046872;GO:0000166;GO:0016020;GO:0005215;GO:0019829	Calcium-transporting ATPase 8, plasma membrane-type (EC 7.2.2.10) (Ca(2+)-ATPase isoform 8)
XP_006401245.1	387	AT5G57100.1	AT5G57100.1	orthologue	GO:0055085;GO:0005886;GO:0005794;GO:0015297;GO:0005464;GO:0016020	Nucleotide-sugar uncharacterized transporter 1;Nucleotide/sugar transporter family protein
XP_006401246.1	648	AT5G57090.1	AT5G57090.1	orthologue	GO:0010315;GO:0005515;GO:0009958;GO:0010329;GO:0042802;GO:0005886;GO:0009733;GO:0005783;GO:0009926;GO:0009925;GO:0055085;GO:0042803;GO:0009507;GO:0001666;GO:0045178;GO:0000323;GO:0009749;GO:0009723;GO:0009734;GO:0012505;GO:0016020;GO:0060918;GO:0010252	Auxin efflux carrier component;Auxin efflux carrier component 2 (AtPIN2) (Auxin efflux carrier AGR) (Ethylene-insensitive root 1) (AtEIR1) (Polar-auxin-transport efflux component AGR1) (Protein AGRAVITROPIC 1) (AtAGR1) (Protein WAVY 6)
XP_006401247.1	570	AT5G57070.1	AT5G57070.1	orthologue	GO:0003674;GO:0005634;GO:0016020	Hydroxyproline-rich glycoprotein family protein
XP_006401248.1	134	AT5G57060.3	AT5G57060.3	orthologue	GO:0005739;GO:0003674;GO:0016020	60S ribosomal L18a-like protein
XP_006401249.1	430	AT5G57050.1	AT5G57050.1	orthologue	GO:0005515;GO:0006970;GO:0005737;GO:0009788;GO:0009408;GO:0009414;GO:0009737;GO:0004722;GO:1902531;GO:0030295;GO:0010205;GO:1902456;GO:0017018;GO:0006470;GO:0008287;GO:0006469;GO:0009738;GO:0046872;GO:0043169	Protein phosphatase 2C 77 (AtPP2C77) (EC 3.1.3.16) (Protein ABSCISIC ACID-INSENSITIVE 2) (Protein phosphatase 2C ABI2) (PP2C ABI2);protein-serine/threonine phosphatase (EC 3.1.3.16)
XP_006401250.1	196	AT5G57040.1	AT5G57040.1	orthologue	GO:0009628;GO:0009507;GO:0003674;GO:0016829	At5g57040 (Gb|AAD55473.1) (Lactoylglutathione lyase / glyoxalase I family protein)
XP_006401251.1	785	AT5G57035.1	AT5G57035.1	orthologue	GO:0004672;GO:0006468;GO:0016310;GO:0016567;GO:0004842;GO:0005634;GO:0005524	RING-type E3 ubiquitin transferase (EC 2.3.2.27)
XP_006401252.1	528	AT5G57030.1	AT5G57030.1	orthologue	GO:0009507;GO:0016117;GO:0045435;GO:0009765;GO:0016123;GO:0016120;GO:0016705;GO:0031969	Lycopene epsilon cyclase, chloroplastic (EC 5.5.1.18) (Protein LUTEIN DEFICIENT 2)
XP_006401253.1	434	AT5G57020.1	AT5G57020.1	orthologue	GO:0009536;GO:0072657;GO:0019107;GO:0004379;GO:0005737;GO:0010064;GO:0006499;GO:0005829;GO:0005840;GO:0018008	Glycylpeptide N-tetradecanoyltransferase 1 (EC 2.3.1.97) (Myristoyl-CoA:protein N-myristoyltransferase 1) (NMT 1) (Type I N-myristoyltransferase 1) (Peptide N-myristoyltransferase 1)
XP_006401256.1	511	AT5G57010.1	AT5G57010.1	orthologue	GO:0003674;GO:0005634;GO:0005737	IQ domain-containing protein IQM5 (IQ motif-containing protein 5)
XP_006401257.1	628	AT4G31180.1	AT4G31180.1	orthologue	GO:0006422;GO:0005829;GO:0050832;GO:0004815;GO:0005886;GO:0005783;GO:0003723;GO:0017101;GO:0003677;GO:0005524;GO:0046872;GO:0000166;GO:0005737;GO:0004812;GO:0006418	Aspartate--tRNA ligase 2, cytoplasmic (EC 6.1.1.12) (Aspartyl-tRNA synthetase) (AspRS) (Protein IMPAIRED IN BABA-INDUCED DISEASE IMMUNITY 1)
XP_006401258.1	191	AT5G57000.1	AT5G57000.1	orthologue	GO:0005634;GO:0003674;GO:0008150;GO:0004386	At5g57000 (DEAD-box ATP-dependent RNA helicase) (Gb|AAF21159.1);DEAD-box ATP-dependent RNA helicase
XP_006401259.1	120				GO:0006508;GO:0008234	
XP_006401260.1	375	AT5G56980.1	AT5G56980.1	orthologue	GO:0009507;GO:0009753;GO:0042742;GO:0009617;GO:0009611;GO:0003674;GO:0016020	Pathogen-associated molecular patterns-induced protein A70 (PIG A70)
XP_006401261.1	517	AT5G56970.1	AT5G56970.1	orthologue	GO:0009823;GO:0019139;GO:0005576;GO:0005773;GO:0009690;GO:0008131;GO:0071949;GO:0016491;GO:0005783;GO:0016020;GO:0050660;GO:0003824	Cytokinin dehydrogenase 3 (EC 1.5.99.12) (Cytokinin oxidase 3) (AtCKX3) (CKO 3);cytokinin dehydrogenase (EC 1.5.99.12)
XP_006401262.2	525	AT5G56960.2	AT5G56960.2	orthologue	GO:0000976;GO:0003700;GO:0005634;GO:0046983;GO:0006355;GO:0009733;GO:1990110;GO:0003677	Basic helix-loop-helix (BHLH) DNA-binding family protein;Putative transcription factor bHLH041 (Basic helix-loop-helix protein 41) (AtbHLH41) (bHLH 41) (Transcription factor EN 51) (bHLH transcription factor bHLH041)
XP_006401263.1	375	AT5G56950.1	AT5G56950.1	orthologue	GO:0042802;GO:0009294;GO:0006334;GO:0006281;GO:0005515;GO:0003682;GO:0005634;GO:0000785;GO:0000724;GO:0016444;GO:0042393;GO:0005737;GO:0009536	Nucleosome assembly protein 1;3 (AtNAP1;3) (Nucleosome/chromatin assembly factor group A3)
XP_006401264.1	135	AT5G56940.1	AT5G56940.1	orthologue	GO:0015935;GO:0009536;GO:0003735;GO:0005739;GO:0006412;GO:0005840;GO:0009507;GO:1990904;GO:0032543	Small ribosomal subunit protein bS16m/bS16c (30S ribosomal protein S16-2, mitochondrial/chloroplastic)
XP_006401265.1	698	AT5G56930.1	AT5G56930.1	orthologue	GO:0005634;GO:0009793;GO:0003674;GO:0003677;GO:0003723;GO:0004518;GO:0008270;GO:0045892;GO:0046872	Zinc finger CCCH domain-containing protein 65 (AtC3H65) (EC 3.1.-.-) (Protein EMBRYO DEFECTIVE 1789)
XP_006401267.1	235	AT5G56920.1	AT5G56920.1	other	GO:0005634;GO:0003674;GO:0008150	Cystatin/monellin superfamily protein
XP_006401268.2	176	AT5G56920.1	AT5G56920.1	other	GO:0005634;GO:0003674;GO:0008150	Cystatin/monellin superfamily protein
XP_006401272.2	949	AT5G56890.1	AT5G56890.1	orthologue	GO:0006468;GO:0003674;GO:0005575;GO:0004672;GO:0004674;GO:0005524;GO:0016020	Protein kinase superfamily protein
XP_006401274.1	157	AT5G56880.1	AT5G56880.1	orthologue	GO:0005634;GO:0003674	At5g56880
XP_006401276.1	384	AT5G56860.1	AT5G56860.1	orthologue	GO:1902326;GO:0005634;GO:2000028;GO:0043610;GO:0009740;GO:0010029;GO:0009736;GO:0080050;GO:0090693;GO:0006355;GO:0009910;GO:0009658;GO:0005515;GO:0009416;GO:0010255;GO:0008270;GO:0010468;GO:0007623;GO:0009938;GO:0009733;GO:0010380;GO:0009739;GO:0010187;GO:0009735;GO:0000976;GO:0003700;GO:0010151;GO:0043565	GATA transcription factor 21 (Protein GATA, NITRATE-INDUCIBLE, CARBON-METABOLISM INVOLVED) (AtGNC)
XP_006401278.1	484	AT5G56850.1	AT5G56850.1	orthologue	GO:0005739;GO:0003674;GO:0005634;GO:0009506	At5g56850;Uncharacterized protein
XP_006401279.2	230	AT5G56840.1	AT5G56840.1	orthologue	GO:0009723;GO:0006355;GO:0008270;GO:0009739;GO:0005634;GO:0003700;GO:0003677;GO:0003676	At5g56840 (MYB transcription factor) (Myb-like transcription factor family protein) (Similarity to Myb-related transcription activator)
XP_006401282.1	418				GO:0005515	
XP_006401284.1	423	AT5G56820.1	AT5G56820.1	orthologue	GO:0003674;GO:0008150;GO:0005634;;GO:0005515	Putative FBD-associated F-box protein At5g56820
XP_006401286.1	672	AT5G56790.1	AT5G56790.1	orthologue	GO:0016310;GO:0004672;GO:0007165;GO:0005886;GO:0005634;GO:0004674;GO:0005524;GO:0006468	Protein kinase superfamily protein
XP_006401287.2	425	AT5G56780.1	AT5G56780.1	orthologue	GO:0097100;GO:2000033;GO:0010089;GO:0005634;GO:0045892;GO:0005737;GO:0003677;GO:0006355	Protein EFFECTOR OF TRANSCRIPTION 2 (AtET2)
XP_006401288.1	311	AT5G56760.1	AT5G56760.1	orthologue	GO:0006535;GO:0005829;GO:0009001;GO:0005737;GO:0016740	Serine acetyltransferase 5 (AtSAT-5) (EC 2.3.1.30) (AtSERAT1;1) (SAT-c)
XP_006401289.1	345	AT5G56750.1	AT5G56750.1	orthologue	GO:0009733;GO:0005515;GO:0009751;GO:0005737;GO:2000012;GO:0009753;GO:0060918;GO:0016020	N-MYC downregulated-like 1;Protein NDL1 (Protein N-MYC DOWNREGULATED-LIKE 1)
XP_006401290.1	465	AT5G56740.1	AT5G56740.1	orthologue	GO:0031509;GO:0004402;GO:0005634;GO:0010485;GO:0000781;GO:0005737;GO:0006325;GO:0016747	Histone acetyltransferase type B catalytic subunit (EC 2.3.1.48);Histone acetyltransferase type B catalytic subunit (HAT B) (EC 2.3.1.48)
XP_006401293.1	372	AT5G56720.1	AT5G56720.1	orthologue	GO:0005737;GO:0006099;GO:0030060;GO:0006108;GO:0006107;GO:0009536;GO:0006734;GO:0016020;GO:0016615;GO:0016616;GO:0019752;GO:0003824;GO:0016491	Malate dehydrogenase (EC 1.1.1.37);Malate dehydrogenase 3, cytoplasmic (EC 1.1.1.37) (Cytosolic NAD-dependent malate dehydrogenase 3) (cNAD-MDH3) (Cytosolic malate dehydrogenase 3) (Cytosolic MDH3)
XP_006401294.1	119	AT4G26230.1, AT5G56710.1	AT5G56710.1	orthologue	GO:0003735;GO:0005737;GO:0022625;GO:0002181;GO:0003729;GO:0006412;GO:0009506;GO:0022626;GO:0009536;GO:0009505;GO:0005840;GO:1990904	Large ribosomal subunit protein eL31x (60S ribosomal protein L31-3);Large ribosomal subunit protein eL31y (60S ribosomal protein L31-2);Ribosomal protein L31e family protein
XP_006401297.1	575	AT5G56680.1	AT5G56680.1	other	GO:0009536;GO:0006421;GO:0004816;GO:0005737;GO:0009793;GO:0009507;GO:0005739;GO:0005829;GO:0003677;GO:0005524;GO:0003676;GO:0000166;GO:0004812;GO:0006418	Asparagine--tRNA ligase, cytoplasmic 1 (EC 6.1.1.22) (Asparaginyl-tRNA synthetase 1) (AsnRS 1) (Protein EMBRYO DEFECTIVE 2755)
XP_006401299.1	442	AT5G56660.1, AT5G56650.1	AT5G56650.1	orthologue	GO:0005794;GO:0009850;GO:0010179;GO:0009507;GO:0010178;GO:0016787;GO:0005783;GO:0005788;GO:0046872	IAA-amino acid hydrolase ILR1-like 1 (EC 3.5.1.-);IAA-amino acid hydrolase ILR1-like 2 (EC 3.5.1.-);IAA-leucine resistant (ILR)-like 1
XP_006401300.1	315	AT5G56640.1	AT5G56640.1	orthologue	GO:0005506;GO:0019310;GO:0050113;GO:0005737;GO:0006949;GO:0019853	Inositol oxygenase (EC 1.13.99.1) (Myo-inositol oxygenase);Inositol oxygenase 5 (EC 1.13.99.1) (Myo-inositol oxygenase 5) (AtMIOX5) (MI oxygenase 5)
XP_006401301.1	490	AT5G56630.1	AT5G56630.1	orthologue	GO:0006096;GO:0006002;GO:0005737;GO:0003872;GO:0005829;GO:0005524;GO:0046872	ATP-dependent 6-phosphofructokinase 7 (ATP-PFK 7) (Phosphofructokinase 7) (EC 2.7.1.11) (Phosphohexokinase 7)
XP_006401302.2	408	AT5G56620.3	AT5G56620.3	orthologue	GO:0000976;GO:0006355;GO:0005634;GO:0003700;GO:0003677;GO:0045893	NAC domain containing protein 99
XP_006401303.1	240	AT5G56610.1	AT5G56610.1	orthologue	GO:0008962;GO:0048364;GO:0006470;GO:0017018;GO:0005737;GO:0004725;GO:0006655;GO:0004722;GO:0004721;GO:0016311	Phosphatidylglycerophosphate phosphatase PTPMT2 (EC 3.1.3.27) (Protein TYROSINE PHOSPHATASE LOCALIZED TO THE MITOCHONDRION 2) (Putative dual specificity protein phosphatase PTPMT2) (EC 3.1.3.16, EC 3.1.3.48)
XP_006401304.1	506	AT5G56590.1	AT5G56590.1	orthologue	GO:0016020;GO:0005886;GO:0042973;GO:0005975;GO:0009536;GO:0005576;GO:0006952;GO:0071555;GO:0098552;GO:0004553	Glucan endo-1,3-beta-glucosidase 13 (EC 3.2.1.39) ((1->3)-beta-glucan endohydrolase 13) ((1->3)-beta-glucanase 13) (Beta-1,3-endoglucanase 13) (Beta-1,3-glucanase 13)
XP_006401306.1	355	AT5G56580.1	AT5G56580.1	orthologue	GO:0031435;GO:0051019;GO:0004708;GO:0005515;GO:0009524;GO:0002229;GO:0004674;GO:0009507;GO:0007112;GO:0010311;GO:0005737;GO:0004713;GO:0005524;GO:0005856;GO:0106310;GO:0000165;GO:0004672;GO:0006468	Mitogen-activated protein kinase kinase 6 (AtMKK6) (MAP kinase kinase 6) (EC 2.7.12.2) (Protein Arabidopsis NQK1 homolog)
XP_006401307.2	310	AT5G56560.1, AT5G56570.1	AT5G56560.1	other	GO:0003674;GO:0008150;GO:0005575	F-box/FBD/LRR-repeat protein At5g56570;Putative FBD-associated F-box protein At5g56560
XP_006401309.1	182	AT5G56550.1	AT5G56550.1	orthologue	GO:2000028;GO:2000070;GO:0046688;GO:0010114;GO:0006979;GO:0010043;GO:0005515;GO:0016607;GO:0009416;GO:0046686;GO:0005634;GO:0010218;GO:0009611	Protein OXIDATIVE STRESS 3 (AtOXS3)
XP_006401311.1	426	AT5G56530.1	AT5G56530.1	orthologue	GO:0005576;GO:0003674;GO:0016874	Similarity to carboxyl-terminal proteinase (tRNA-splicing ligase (DUF239))
XP_006401313.1	608	AT5G56510.1	AT5G56510.1	orthologue	GO:0010608;GO:0005737;GO:0005634;GO:0003723;GO:0003729;GO:0006417	Pumilio 12;Pumilio homolog 12 (APUM-12) (AtPUM12)
XP_006401314.1	597	AT5G56500.1	AT5G56500.1	orthologue	GO:0009570;GO:0005739;GO:0051085;GO:0009507;GO:0042026;GO:0009536;GO:0140662;GO:0005524;GO:0006457	Chaperonin 60 subunit beta 3, chloroplastic (CPN-60 beta 3)
XP_006401315.2	409	AT5G56460.1	AT5G56460.1	orthologue	GO:0004674;GO:0009506;GO:0005886;GO:0005524;GO:0006952;GO:0106310;GO:0004672;GO:0006468	Probable serine/threonine-protein kinase PBL16 (EC 2.7.11.1) (PBS1-like protein 16)
XP_006401316.1	336	AT5G56450.1	AT5G56450.1	orthologue	GO:1990544;GO:0005739;GO:0048653;GO:0005743;GO:0005347;GO:0005471;GO:0140021;GO:0055085	Probable ADP,ATP carrier protein At5g56450 (ADP/ATP translocase At5g56450) (Adenine nucleotide translocator At5g56450)
XP_006401317.1	429	AT5G56440.1	AT5G56440.1	orthologue	GO:0005634;GO:0008150;GO:0003674;;GO:0005515	Putative FBD-associated F-box protein At5g56440
XP_006401318.1	432	AT5G56440.1	AT5G56440.1	orthologue	GO:0005634;GO:0008150;GO:0003674;;GO:0005515	Putative FBD-associated F-box protein At5g56440
XP_006401320.2	296	AT5G56440.1	AT5G56440.1	orthologue	GO:0005634;GO:0008150;GO:0003674	Putative FBD-associated F-box protein At5g56440
XP_006401325.1	427	AT3G56780.2	AT3G56780.2	orthologue	GO:0003674;GO:0005634;GO:0008150;;GO:0005515	FBD, F-box and Leucine Rich Repeat domains containing protein;Putative F-box/FBD/LRR-repeat protein At3g56780
