Camelina_sativa	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
XP_010416439.1	206	AT1G75490.1	AT1G75490.1	orthologue	GO:0005634;GO:0003700;GO:0045893;GO:0000976;GO:0006355;GO:0006950;GO:0003677	Dehydration-responsive element-binding protein 2D (Protein DREB2D)
XP_010416440.1	148				GO:0005777;GO:0010468	
XP_010416441.1	391	AT1G75500.1	AT1G75500.1	orthologue	GO:0010315;GO:0009826;GO:0005886;GO:0090355;GO:0005739;GO:0009834;GO:0090358;GO:0000325;GO:0009705;GO:0022857;GO:0000162;GO:0006952;GO:0009734;GO:0009851;GO:0071555;GO:0016020	Protein WALLS ARE THIN 1
XP_010416442.1	263	AT1G75510.1	AT1G75510.1	orthologue	GO:0003674;GO:0005674;GO:0006367;GO:0005634;GO:0005739;GO:0003677;GO:0003743;GO:0006366	At1g75700 (F10A5.27) (Putative transcription initiation factor) (TFIIF-beta 2) (Transcription initiation factor IIF, beta subunit)
XP_010416444.1	343	AT1G75520.1	AT1G75520.1	orthologue	GO:0003677;GO:0045893;GO:0006355;GO:0005634;GO:0048467;GO:0009640;GO:0043565;GO:0003700;GO:0048653;GO:0009555;GO:0005515;GO:0009734;GO:0009851;GO:0046872	Protein SHI RELATED SEQUENCE 5
XP_010416445.1	336	AT1G75540.1	AT1G75540.1	orthologue	GO:0000976;GO:0006355;GO:1905157;GO:0005634;GO:0005515;GO:0009641;GO:0009640;GO:0010117;GO:0008270;GO:0003700	B-box zinc finger protein 21 (AtBBX21) (Protein LONG HYPOCOTYL UNDER SHADE) (Protein SALT TOLERANCE HOMOLOG 2)
XP_010416446.1	253	AT1G75560.1	AT1G75560.1	orthologue	GO:0005634;GO:0003729;GO:0008270;GO:0003677;GO:0003676	DNA-binding protein (Zinc knuckle (CCHC-type) family protein)
XP_010416447.1	109	AT1G75580.1	AT1G75580.1	orthologue	GO:0009737;GO:0009733;GO:0005575;GO:0003674;GO:0005886	Protein SMALL AUXIN UP-REGULATED RNA 51
XP_010416449.1	151	AT1G75590.1	AT1G75590.1	orthologue	GO:0009733;GO:0005739;GO:0003674	SAUR-like auxin-responsive protein family
XP_010416450.1	548	AT1G75620.1	AT1G75620.1	orthologue	GO:0005576;GO:0003674;GO:0005615;GO:0009505;GO:0042545;GO:0045480;GO:0080001;GO:0098609	Aldehyde oxidase GLOX (Glyoxal oxidase)
XP_010416452.1	165	AT1G75630.2	AT1G75630.2	orthologue	GO:0009507;GO:0005886;GO:0046961;GO:0005515;GO:0016020;GO:0005773;GO:0016887;GO:0033179;GO:0005774;GO:0015078;GO:0033177;GO:1902600	V-type proton ATPase proteolipid subunit;V-type proton ATPase subunit c4 (V-ATPase subunit c4) (V-type proton ATPase 16 kDa proteolipid subunit c4) (V-ATPase 16 kDa proteolipid subunit c4) (Vacuolar H(+)-ATPase subunit c isoform 4) (Vacuolar proton pump 16 kDa proteolipid subunit c4) (Vacuolar proton pump subunit c4)
XP_010416453.1	1138	AT1G75640.1	AT1G75640.1	orthologue	GO:0010103;GO:0005886;GO:0009504;GO:0004672;GO:0000226;GO:0016301;GO:0005524;GO:0005575;GO:0005515;GO:0006468;GO:0033612	F10A5.16 (Leucine-rich receptor-like protein kinase family protein) (Putative receptor-like protein kinase)
XP_010416454.1	1032	AT1G75660.1	AT1G75660.1	orthologue	GO:0000967;GO:0060149;GO:0003723;GO:0004534;GO:0005634;GO:0071035;GO:0010587;GO:0000956;GO:0003676;GO:0008270;GO:0006397;GO:0004527;GO:0006139	5'-3' exoribonuclease 3 (AtXRN3) (EC 3.1.13.-) (Protein EXORIBONUCLEASE 3)
XP_010416455.1	196	AT1G75670.1	AT1G75670.1	orthologue	GO:0008150;GO:0006362;GO:0003674;GO:0005634;GO:0005736;GO:0000428;GO:0005730;GO:0006352	DNA-directed RNA polymerase subunit
XP_010416457.1	525	AT1G75680.1	AT1G75680.1	orthologue	GO:0008810;GO:0005576;GO:0005886;GO:0005739;GO:0030245;GO:0071555;GO:0005975;GO:0004553	Endoglucanase 10 (EC 3.2.1.4) (Endo-1,4-beta glucanase 10)
XP_010416458.1	296					
XP_010416461.1	158	AT1G75690.1	AT1G75690.1	orthologue	GO:0010206;GO:0009570;GO:0003756;GO:0009507;GO:0009535;GO:0009534;GO:0005739;GO:0008270	Protein disulfide-isomerase LQY1, chloroplastic (EC 5.3.4.1) (Protein LOW QUANTUM YIELD OF PHOTOSYSTEM II 1)
XP_010416462.1	177	AT1G75700.3	AT1G75700.3	orthologue	GO:0009507;GO:0003674;GO:0003677;GO:0003743;GO:0005674;GO:0005739;GO:0006367;GO:0016020	At1g75700 (F10A5.27) (Putative transcription initiation factor) (TFIIF-beta 2) (Transcription initiation factor IIF, beta subunit);HVA22-like protein;Putative HVA22-like protein g (AtHVA22g)
XP_010416465.1	468	AT1G75710.1	AT1G75710.1	orthologue	GO:0080022;GO:0006355;GO:0003700;GO:0000976;GO:0051301;GO:0071367;GO:0005634;GO:0008270	C2H2-like zinc finger protein (F10A5.10)
XP_010416466.1	195	AT1G75720.1	AT1G75720.1	orthologue	GO:0009903;GO:0009904;GO:0005829;GO:0003674;	WEB family protein (DUF827);WEB family protein At1g75720
XP_010416467.1	591	AT1G75730.1	AT1G75730.1	orthologue	GO:0003674;GO:0005634;GO:0008150	At1g75730
XP_010416470.1	98	AT1G75750.1	AT1G75750.1	orthologue	GO:0003674;GO:0009739;GO:0009741;GO:0005739;GO:0009737;GO:0009826;GO:0005576;GO:0009505;GO:0009740	GAST1 protein homolog 1;Gibberellin-regulated protein 1 (GAST1 protein homolog 1)
XP_010416471.1	272	AT1G75760.1	AT1G75760.1	orthologue	GO:0006621;GO:0005575;GO:0046923;GO:0005789;GO:0015031;GO:0016192;GO:0016020	At1g75760 (ER lumen protein retaining receptor family protein) (Putative ER lumen protein retaining receptor);ER lumen protein retaining receptor family protein
XP_010416475.1	184	AT1G19980.1	AT1G19980.1	other	GO:0005886;GO:0003674	Cytomatrix protein-like protein
XP_010416480.1	249	AT1G75770.1	AT1G75770.1	orthologue	GO:0005634;GO:0003674	At1g75770/F10A5_10
XP_010416482.1	448	AT1G75780.1	AT1G75780.1	orthologue	GO:0005200;GO:0003729;GO:0005737;GO:0009826;GO:0007017;GO:0009416;GO:0000278;GO:0000226;GO:0005773;GO:0005525;GO:0003924;GO:0005874;GO:0046872	Tubulin beta-1 chain (Beta-1-tubulin)
XP_010416485.1	334	AT1G75800.1	AT1G75800.1	orthologue	GO:0006952;GO:0005576;GO:0003674	At1g75800/T4O12_2 (Pathogenesis-related thaumatin superfamily protein) (T4O12.3)
XP_010416486.1	128	AT1G75810.1	AT1G75810.1	orthologue	GO:0003674;GO:0005576;GO:0016020	At1g75810 (T4O12.4) (Transmembrane protein)
XP_010416487.1	992	AT1G75820.1	AT1G75820.1	orthologue	GO:0005515;GO:0007172;GO:0033612;GO:0005886;GO:0036289;GO:0009506;GO:0004674;GO:0016020;GO:0000325;GO:0016301;GO:0009934;GO:0030154;GO:0005524;GO:0106310;GO:0004672;GO:0006468	Receptor protein kinase CLAVATA1 (EC 2.7.11.1)
XP_010416490.1	80	AT1G55010.1, AT1G75830.1, AT2G26010.1, AT2G26020.1, AT5G44420.1, AT5G44430.1	AT5G44420.1	other	GO:0003674;GO:0006952;GO:0005576;GO:0005515;GO:0099503;GO:0005737;GO:0009505;GO:0030003;GO:0009753;GO:0009723;GO:0009861;GO:0009625;GO:0031640;GO:0050832	Defensin-like protein 13 (Anther-specific protein S18 homolog) (Cysteine-rich antifungal protein 1) (AFP1) (Low-molecular-weight cysteine-rich protein 67) (Protein LCR67) (Plant defensin 1.1);Defensin-like protein 14 (Cysteine-rich antifungal protein At2g26010) (Plant defensin 1.3);Defensin-like protein 16 (Low-molecular-weight cysteine-rich protein 77) (Protein LCR77) (Plant defensin 1.2) (Plant defensin 1.2a);Defensin-like protein 17 (Plant defensin 1.2c);Defensin-like protein 18 (Cysteine-rich antifungal protein At1g55010) (Plant defensin 1.5);Plant defensin 1.5;Putative defensin-like protein 15 (Putative cysteine-rich antifungal protein At2g26020) (Putative plant defensin 1.2b)
XP_010416491.1	90	AT1G55010.1, AT1G75830.1, AT2G26010.1, AT2G26020.1, AT5G44420.1, AT5G44430.1	AT5G44420.1	other	GO:0003674;GO:0006952;GO:0005576;GO:0005515;GO:0099503;GO:0005737;GO:0009505;GO:0030003;GO:0009753;GO:0009723;GO:0009861;GO:0009625;GO:0031640;GO:0050832	Defensin-like protein 13 (Anther-specific protein S18 homolog) (Cysteine-rich antifungal protein 1) (AFP1) (Low-molecular-weight cysteine-rich protein 67) (Protein LCR67) (Plant defensin 1.1);Defensin-like protein 14 (Cysteine-rich antifungal protein At2g26010) (Plant defensin 1.3);Defensin-like protein 16 (Low-molecular-weight cysteine-rich protein 77) (Protein LCR77) (Plant defensin 1.2) (Plant defensin 1.2a);Defensin-like protein 17 (Plant defensin 1.2c);Defensin-like protein 18 (Cysteine-rich antifungal protein At1g55010) (Plant defensin 1.5);Plant defensin 1.5;Putative defensin-like protein 15 (Putative cysteine-rich antifungal protein At2g26020) (Putative plant defensin 1.2b)
XP_010416492.1	80	AT1G55010.1, AT1G75830.1, AT2G26010.1, AT2G26020.1, AT5G44420.1, AT5G44430.1	AT2G26020.1	other	GO:0003674;GO:0006952;GO:0005576;GO:0005515;GO:0099503;GO:0005737;GO:0009505;GO:0030003;GO:0009753;GO:0009723;GO:0009861;GO:0009625;GO:0031640;GO:0050832	Defensin-like protein 13 (Anther-specific protein S18 homolog) (Cysteine-rich antifungal protein 1) (AFP1) (Low-molecular-weight cysteine-rich protein 67) (Protein LCR67) (Plant defensin 1.1);Defensin-like protein 14 (Cysteine-rich antifungal protein At2g26010) (Plant defensin 1.3);Defensin-like protein 16 (Low-molecular-weight cysteine-rich protein 77) (Protein LCR77) (Plant defensin 1.2) (Plant defensin 1.2a);Defensin-like protein 17 (Plant defensin 1.2c);Defensin-like protein 18 (Cysteine-rich antifungal protein At1g55010) (Plant defensin 1.5);Plant defensin 1.5;Putative defensin-like protein 15 (Putative cysteine-rich antifungal protein At2g26020) (Putative plant defensin 1.2b)
XP_010416493.1	80	AT1G55010.1, AT1G75830.1, AT2G26010.1, AT2G26020.1, AT5G44420.1, AT5G44430.1	AT5G44420.1	other	GO:0003674;GO:0006952;GO:0005576;GO:0005515;GO:0099503;GO:0005737;GO:0009505;GO:0030003;GO:0009753;GO:0009723;GO:0009861;GO:0009625;GO:0031640;GO:0050832	Defensin-like protein 13 (Anther-specific protein S18 homolog) (Cysteine-rich antifungal protein 1) (AFP1) (Low-molecular-weight cysteine-rich protein 67) (Protein LCR67) (Plant defensin 1.1);Defensin-like protein 14 (Cysteine-rich antifungal protein At2g26010) (Plant defensin 1.3);Defensin-like protein 16 (Low-molecular-weight cysteine-rich protein 77) (Protein LCR77) (Plant defensin 1.2) (Plant defensin 1.2a);Defensin-like protein 17 (Plant defensin 1.2c);Defensin-like protein 18 (Cysteine-rich antifungal protein At1g55010) (Plant defensin 1.5);Plant defensin 1.5;Putative defensin-like protein 15 (Putative cysteine-rich antifungal protein At2g26020) (Putative plant defensin 1.2b)
XP_010416495.1	223	AT1G20090.1, AT1G75840.1, AT2G17800.1, AT3G51300.1, AT4G35020.1, AT4G35950.1	AT1G75840.1	other	GO:0003924;GO:0007264;GO:0009958;GO:0043622;GO:0031410;GO:0010928;GO:0048767;GO:0007165;GO:0019003;GO:0005739;GO:0005856;GO:0048766;GO:0005525;GO:0005730;GO:0007015;GO:0005886;GO:0005634;GO:0019901;GO:0007163;GO:0042995;GO:0048446;GO:0032956;GO:0030427;GO:0008360;GO:0030865;GO:0005819;GO:0005737;GO:0051211;GO:0005515;GO:0009860;GO:0032794;GO:0030833;GO:0030834;GO:0051650;GO:0017157;GO:0009524;GO:0045177;GO:0009734;GO:0009738;GO:0010119;GO:0000226;GO:0009416;GO:0000902;GO:0016020	RAC-like 3;Rac-like GTP-binding protein ARAC1 (GTPase protein ROP3);Rac-like GTP-binding protein ARAC11 (EC 3.6.5.-) (GTPase protein ROP1);Rac-like GTP-binding protein ARAC3 (AtRAC1) (GTPase protein ROP6);Rac-like GTP-binding protein ARAC4 (AtRAC4) (GTPase protein ROP2);Rac-like GTP-binding protein ARAC5 (AtRAC5) (GTPase protein ROP4);Rac-like GTP-binding protein ARAC6 (GTPase protein ROP5)
XP_010416496.1	168	AT1G75870.1	AT1G75870.1	orthologue	GO:0005575;GO:0004842;GO:0008150	T4O12.11
XP_010416497.1	374	AT1G75880.1	AT1G75880.1	orthologue	GO:0016746;GO:0005576;GO:0016298;GO:0016042;GO:0006629;GO:0016788	GDSL esterase/lipase EXL1 (EC 3.1.1.-) (Family II extracellular lipase 1) (Family II lipase EXL1)
XP_010416498.1	366	AT1G75890.3	AT1G75890.3	orthologue	GO:0005576;GO:0009507;GO:0006629;GO:0016746;GO:0016298;GO:0016042;GO:0016788	GDSL esterase/lipase EXL2 (EC 3.1.1.-) (Family II extracellular lipase 2) (Family II lipase EXL2);GDSL-like Lipase/Acylhydrolase superfamily protein
XP_010416499.1	363	AT1G75900.1	AT1G75900.1	orthologue	GO:0016746;GO:0016298;GO:0005783;GO:0005576;GO:0016042;GO:0006629;GO:0016788	GDSL esterase/lipase EXL3 (EC 3.1.1.-) (Family II extracellular lipase 3) (Family II lipase EXL3)
XP_010416500.1	343	AT1G75930.1	AT1G75930.1	orthologue	GO:0005576;GO:0008150;GO:0016298;GO:0009507;GO:0016746;GO:0016042;GO:0070505;GO:0016788;GO:0006629	GDSL esterase/lipase EXL6 (EC 3.1.1.-) (Family II extracellular lipase 6) (Family II lipase EXL6)
XP_010416501.1	571	AT1G75940.1	AT1G75940.1	orthologue	GO:0008422;GO:0019762;GO:0009651;GO:0005788;GO:0005975;GO:0009507;GO:0004553	Beta-glucosidase 20 (AtBGLU20) (EC 3.2.1.21)
XP_010416502.1	162	AT1G75950.1	AT1G75950.1	other	GO:0006511;GO:0005515;GO:0007140;GO:0005829;GO:0016567;GO:0005739;GO:0097602;GO:0031146;GO:0000226;GO:0045910;GO:0005737;GO:0019005;GO:0005819;GO:0000278;GO:0005634;GO:0000151;GO:0009524;GO:0007059;GO:0009733;GO:0009734;GO:0009753;GO:0009867;GO:0009873	SKP1-like protein 1A (SKP1-like 1) (UFO-binding protein 1)
XP_010416503.1	402	AT3G04600.1	AT3G04600.1	orthologue	GO:0006436;GO:0005737;GO:0004830;GO:0005829;GO:0005524;GO:0009791;GO:0016740;GO:0048608;GO:0000166;GO:0004812;GO:0006418	Tryptophan--tRNA ligase, cytoplasmic (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase);Tryptophan--tRNA ligase, cytoplasmic (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase) (TrpRS)
XP_010416504.1	158	AT2G19990.1	AT2G19990.1	orthologue	GO:0003674;GO:0042742;GO:0005576;GO:0005615;GO:0098542	Pathogenesis-related protein 1
XP_010416505.1	234	AT1G75980.1	AT1G75980.1	orthologue	GO:0005634;GO:0008150;GO:0003674	Protein Abitram (Actin-binding transcription modulator);Single hybrid motif superfamily protein
XP_010416506.1	487	AT1G75990.1	AT1G75990.1	orthologue	GO:0042176;GO:0006511;GO:0000502;GO:0030163;GO:0005739;GO:0005634;GO:0008541;GO:0030234	26S proteasome non-ATPase regulatory subunit 3 homolog B (26S proteasome regulatory subunit RPN3b) (AtRPN3b) (26S proteasome regulatory subunit S3 homolog B)
XP_010416508.1	332	AT1G76010.1	AT1G76010.1	orthologue	GO:0003729;GO:0000932;GO:0034605;GO:0010494;GO:0005739;GO:0005576;GO:0003723;GO:0005634;GO:0003676	Alba DNA/RNA-binding protein (At1g76010/T4O12_22)
XP_010416509.1	223	AT1G76020.1	AT1G76020.1	orthologue	GO:0005576;GO:0000325;GO:0009505;GO:0003674	At1g76020 (Thioredoxin superfamily protein);Thioredoxin superfamily protein
XP_010416510.1	486	AT1G76030.1	AT1G76030.1	orthologue	GO:0009506;GO:0005739;GO:0010255;GO:0046034;GO:0005524;GO:0005773;GO:0046961;GO:0051015;GO:0005794;GO:0000325;GO:0005886;GO:0051693;GO:0051017;GO:0030835;GO:0007035;GO:0033180;GO:0005634;GO:0005774;GO:0006357;GO:0032991;GO:1902600	V-type proton ATPase subunit B1 (V-ATPase subunit B1) (V-ATPase 57 kDa subunit) (Vacuolar H(+)-ATPase subunit B isoform 1) (Vacuolar proton pump subunit B1)
XP_010416511.1	560	AT1G76040.2	AT1G76040.2	orthologue	GO:0005886;GO:0005516;GO:0004683;GO:0004674;GO:0005737;GO:0035556;GO:0005634;GO:0004672;GO:0009931;GO:0005509;GO:0005739;GO:0005524;GO:0106310;GO:0006468	Calcium-dependent protein kinase 29 (EC 2.7.11.1);non-specific serine/threonine protein kinase (EC 2.7.11.1)
XP_010416512.1	156	AT1G76060.1	AT1G76060.1	orthologue	GO:0005759;GO:0003674;GO:0005739;GO:0032981;GO:0034551	At1g76060 (LYR family of Fe/S cluster biogenesis protein)
XP_010416513.1	156	AT1G76060.1	AT1G76060.1	orthologue	GO:0005759;GO:0003674;GO:0005739;GO:0032981;GO:0034551	At1g76060 (LYR family of Fe/S cluster biogenesis protein)
XP_010416514.1	173	AT2G19980.1	AT2G19980.1	orthologue	GO:0005615;GO:0008150;GO:0005576;GO:0003674;GO:0016020	CAP (Cysteine-rich secretory proteins, Antigen 5, and Pathogenesis-related 1 protein) superfamily protein (Putative pathogenesis-related protein)
XP_010416516.1	431	AT1G76050.2	AT1G76050.2	orthologue	GO:0000455;GO:0009507;GO:0001522;GO:0009982;GO:0003723;GO:0009451	RNA pseudouridine synthase 2, chloroplastic (EC 5.4.99.-) (RNA pseudouridylate synthase 2) (RNA-uridine isomerase 2)
XP_010416517.1	82	AT1G76065.1	AT1G76065.1	orthologue	GO:0005739;GO:0003674	LYR motif-containing protein 2
XP_010416518.1	273	AT1G76070.1	AT1G76070.1	orthologue	GO:0005515;GO:0005634	Uncharacterized protein At1g76070
XP_010416519.1	303	AT1G76080.1	AT1G76080.1	orthologue	GO:0010286;GO:0042742;GO:0009941;GO:0009570;GO:0005515;GO:0009414;GO:0005739;GO:0006979;GO:0009507;GO:0045454;GO:0016671	Thioredoxin-like protein CDSP32, chloroplastic (Chloroplastic drought-induced stress protein of 32 KDa) (AtCDSP32)
XP_010416520.1	360	AT1G76090.1	AT1G76090.1	orthologue	GO:0016126;GO:0032259;GO:0030797;GO:0005783;GO:0003838;GO:0016020;GO:0008757;GO:0008168;GO:0006694	24-methylenesterol C-methyltransferase 3 (24-sterol C-methyltransferase 3) (Sterol-C-methyltransferase 3) (EC 2.1.1.143)
XP_010416521.1	343	AT1G76110.1	AT1G76110.1	orthologue	GO:0006355;GO:0010197;GO:0005634;GO:0000741;GO:0005515;GO:0003677;GO:0003700	High mobility group B protein 9 (Nucleosome/chromatin assembly factor group D 09) (Nucleosome/chromatin assembly factor group D 9) (Protein NUCLEAR FUSION DEFECTIVE 9)
XP_010416522.1	471	AT1G76120.1	AT1G76120.1	orthologue	GO:0009982;GO:1990481;GO:0005634;GO:0003723;GO:0031119;GO:0001522;GO:0009451	At1g76120/T23E18_5 (Pseudouridine synthase family protein) (T23E18.5);Pseudouridine synthase family protein
XP_010416524.1	413	AT1G76130.1	AT1G76130.1	orthologue	GO:0005576;GO:0005987;GO:0005975;GO:0005509;GO:0004556;GO:0005829;GO:0043169	Probable alpha-amylase 2 (AtAMY2) (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase)
XP_010416525.1	177	AT2G19970.1	AT2G19970.1	orthologue	GO:0005576;GO:0005615;GO:0008150;GO:0003674	At2g19970 (CAP (Cysteine-rich secretory proteins, Antigen 5, and Pathogenesis-related 1 protein) superfamily protein) (Putative pathogenesis-related protein)
XP_010416527.1	541	AT1G76160.1	AT1G76160.1	orthologue	GO:0009505;GO:0099503;GO:0005507;GO:0016491;GO:0005576;GO:0009506;GO:0048046	AT1G76160 protein (SKU5 similar 5) (T23E18.10)
XP_010416529.1	198	AT1G76180.1	AT1G76180.1	orthologue	GO:0009737;GO:0009631;GO:0009414;GO:0009269;GO:0016020;GO:0005886;GO:0005829;GO:0009409;GO:0005739;GO:0005634;GO:0009507;GO:0005509;GO:0003729;GO:0001786;GO:0008289;GO:0019898;GO:0031210;GO:0044183;GO:0050821;GO:0090559;GO:0009415	Dehydrin ERD14
XP_010416530.1	106	AT1G76185.1	AT1G76185.1	orthologue	GO:0005739;GO:0003674;GO:0016020	At1g76185 (NADH-ubiquinone oxidoreductase chain)
XP_010416531.1	226	AT1G76210.1	AT1G76210.1	orthologue	GO:0048367;GO:0048364;GO:0003674;GO:0005575	At1g76210 (DUF241 domain protein, putative (DUF241)) (T23E18.14)
XP_010416532.1	257	AT1G76220.1	AT1G76220.1	orthologue	GO:0005575;GO:0048367;GO:0048364;GO:0003674;GO:0016020;GO:0016192	T23E18.15
XP_010416533.1	710	AT2G19950.2	AT2G19950.2	orthologue	GO:0007030;GO:0000139;GO:0005794;GO:0031985;GO:0003674;GO:0005739;GO:0000301	Golgin candidate 1 (AtGC1) (Golgin-84)
XP_010416534.1	150	AT1G76230.1	AT1G76230.1	orthologue	GO:0005634;GO:0003674	At1g76230 (T23E18.16)
XP_010416535.1	309	AT1G76240.1	AT1G76240.1	orthologue	GO:0005634;GO:0003674;GO:0048367;GO:0048364	At1g76240 (DUF241 domain protein (DUF241))
XP_010416536.1	432	AT1G76250.1	AT1G76250.1	orthologue	GO:0005739;GO:0003674	At1g76250 (Transmembrane protein)
XP_010416537.1	350	AT1G76260.1	AT1G76260.1	orthologue	GO:0016567;GO:0009788;GO:0005515;GO:0080008;GO:0005634;GO:0009738	WD repeat-containing protein DWA2 (Protein DWD HYPERSENSITIVE TO ABA 2)
XP_010416538.1	276					
XP_010416539.1	828	AT1G76280.5	AT1G76280.5	orthologue	GO:0005739;GO:0003674;GO:0009507;;GO:0005515	Pentatricopeptide repeat-containing protein At1g76280;Tetratricopeptide repeat (TPR)-like superfamily protein
XP_010416542.1	124	AT1G76300.1	AT1G76300.1	orthologue	GO:0000387;GO:0003723;GO:0042742;GO:0071013;GO:0016604;GO:0005686;GO:0000398;GO:0005687;GO:0097526;GO:0005634;GO:0005685;GO:0005682;GO:0000243;GO:0071011;GO:0005730;GO:0034719;GO:0005681;GO:0005829;GO:0006396	Small nuclear ribonucleoprotein SmD3a (SmD3-a) (snRNP core protein D3-a)
XP_010416543.1	441	AT1G76310.3	AT1G76310.3	orthologue	GO:0005737;GO:0005515;GO:0005634;GO:0016538;GO:0044772;GO:0000307;GO:0000082;GO:0005815;GO:0010332;GO:0051301	CYCLIN B24;Cyclin-B2-4 (G2/mitotic-specific cyclin-B2-4) (CycB2;4)
XP_010416545.1	404	AT2G19940.2	AT2G19940.2	orthologue	GO:0005730;GO:0009507;GO:0009570;GO:0005737;GO:0046983;GO:0070401;GO:0006526;GO:0005507;GO:0003942;GO:0051287;GO:0016620	Probable N-acetyl-gamma-glutamyl-phosphate reductase, chloroplastic (AGPR) (EC 1.2.1.38) (N-acetyl-glutamate semialdehyde dehydrogenase) (NAGSA dehydrogenase);Probable N-acetyl-gamma-glutamyl-phosphate reductase, chloroplastic (EC 1.2.1.38) (N-acetyl-glutamate semialdehyde dehydrogenase)
XP_010416546.1	742	AT1G76320.1	AT1G76320.1	orthologue	GO:0006355;GO:0008270;GO:0005634	Protein FAR1-RELATED SEQUENCE;Protein FAR1-RELATED SEQUENCE 4
XP_010416547.1	384	AT1G76340.1	AT1G76340.1	orthologue	GO:0015297;GO:0015780;GO:0005338;GO:0005886;GO:0000139;GO:0005794	GDP-mannose transporter GONST3 (Protein GOLGI NUCLEOTIDE SUGAR TRANSPORTER 3)
XP_010416548.1	824	AT1G76350.1	AT1G76350.1	orthologue	GO:0005634;GO:0006355;GO:0000976;GO:0003700;GO:0010167;GO:0005515	Protein NLP5 (AtNLP5) (NIN-like protein 5) (Nodule inception protein-like protein 5)
XP_010416552.1	500	AT1G76360.1	AT1G76360.1	orthologue	GO:0016310;GO:0006468;GO:0003674;GO:0005575;GO:0004674;GO:0005524;GO:0005886;GO:0004672	non-specific serine/threonine protein kinase (EC 2.7.11.1)
XP_010416553.1	381	AT1G76370.1	AT1G76370.1	orthologue	GO:0004674;GO:0009941;GO:0005524;GO:0005886;GO:0006952;GO:0106310;GO:0004672;GO:0006468	Probable serine/threonine-protein kinase PBL22 (EC 2.7.11.1) (PBS1-like protein 22)
XP_010416554.1	604	AT1G76380.2	AT1G76380.2	orthologue	GO:0005634;GO:0016514;GO:2000028;GO:0005515;GO:1905613;GO:0009506;GO:0003729;GO:0003677	At1g76380 (DNA-binding bromodomain-containing protein);DNA-binding bromodomain-containing protein
XP_010416555.1	609	AT1G76400.1	AT1G76400.1	orthologue	GO:0018279;GO:0010494;GO:0008250;GO:0005739;GO:0006486;GO:0005783;GO:0009507;GO:0005515;GO:0005789;GO:0006487;GO:0009101;GO:0016020	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1;Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1A (Ribophorin IA) (RPN-IA) (Ribophorin-1A)
