Cardamine_amara	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
evm.model.RL_2.3378	195	AT4G39630.1	AT4G39630.1	other	GO:0005515;GO:0000775;GO:0005634;GO:0003743	Translation initiation factor
evm.model.RL_2.3379	497	AT4G39620.1	AT4G39620.1	orthologue	GO:0006397;GO:0009507;GO:0003729;GO:0009793;GO:0005737;GO:0005515	Pentatricopeptide repeat-containing protein At4g39620, chloroplastic (Protein EMBRYO DEFECTIVE 2453);Tetratricopeptide repeat (TPR)-like superfamily protein
evm.model.RL_2.338	889	AT5G38850.1	AT5G38850.1	orthologue	GO:0007165;GO:0043531;GO:0005737;GO:0016887;GO:0006952;GO:0016787	Disease resistance protein (TIR-NBS-LRR class) (Disease resistance protein-like)
evm.model.RL_2.3380	263	AT4G39610.1	AT4G39610.1	orthologue	GO:0003674;GO:0005575;GO:0010274	At4g39610
evm.model.RL_2.3381	395	AT4G39580.1	AT4G39580.1	orthologue	GO:0003674;GO:0005737;;GO:0005515	F-box/kelch-repeat protein At4g39580
evm.model.RL_2.3382	384	AT4G39560.1	AT4G39560.1	orthologue	GO:0003674;GO:0009507;;GO:0005515	F-box/kelch-repeat protein At4g39560
evm.model.RL_2.3383	187	AT1G19930.1	AT1G19930.1	other	GO:0008150;GO:0003674;GO:0005634;;GO:0005515	Putative F-box/kelch-repeat protein At1g19930
evm.model.RL_2.3384	299	AT4G39540.3	AT4G39540.3	orthologue	GO:0009507;GO:0009423;GO:0005515;GO:0019632;GO:0004765;GO:0009073;GO:0005524;GO:0008652;GO:0046872;GO:0005829	Shikimate kinase 2, chloroplastic (AtSK2) (EC 2.7.1.71);shikimate kinase (EC 2.7.1.71)
evm.model.RL_2.3385	839	AT4G39530.1	AT4G39530.1	orthologue	GO:0009451;GO:0043231;GO:0003723;GO:0005739;GO:0005515	Pentatricopeptide repeat-containing protein At4g39530
evm.model.RL_2.3386.1.687c86e9	371	AT4G39520.1	AT4G39520.1	orthologue	GO:0010494;GO:0002181;GO:0003924;GO:0005737;GO:0005525;GO:0019003	Developmentally-regulated G-protein 3 (AtDRG3) (Developmentally-regulated G-protein 1) (AtDRG1)
evm.model.RL_2.3387	416	AT4G39510.1	AT4G39510.1	orthologue	GO:0016705;GO:0005506;GO:0020037;GO:0005575;GO:0008150;GO:0004497;GO:0006629;GO:0016020	AT4g39510/F23K16_140 (Cytochrome P450, family 96, subfamily A, polypeptide 12) (Cytochrome P450-like protein)
evm.model.RL_2.3388	520	AT4G39480.1	AT4G39480.1	orthologue	GO:0020037;GO:0005506;GO:0016705;GO:0005576;GO:0004497;GO:0006629;GO:0016020	Cytochrome P450, family 96, subfamily A, polypeptide 9 (Cytochrome P450-like protein)
evm.model.RL_2.3389	343	AT4G39470.1	AT4G39470.1	orthologue	GO:0003674;GO:0005634;;GO:0005515	AT4g39470/F23K16_100 (Tetratricopeptide repeat (TPR)-like superfamily protein)
evm.model.RL_2.339	149	AT1G57630.1, AT4G04110.1, AT5G38344.1	AT5G38344.1	other	GO:0003674;GO:0071456;GO:0007165;GO:0009507;GO:0005737;GO:0005634;GO:0016020	Disease resistance protein RPP1-WsB, putative (Toll-Interleukin-Resistance (TIR) domain family protein);Putative RPP1-like disease resistance protein (T24H24.18 protein) (Toll-Interleukin-Resistance (TIR) domain family protein);Similarity to disease resistance protein (Toll-Interleukin-Resistance (TIR) domain family protein)
evm.model.RL_2.3390	324	AT4G39460.1	AT4G39460.1	orthologue	GO:0000095;GO:0009941;GO:0009507;GO:0005743;GO:0005739;GO:0009536;GO:0005886;GO:0009658;GO:0015805;GO:0031966;GO:0031969;GO:0055085	S-adenosylmethionine carrier 1, chloroplastic/mitochondrial (S-adenosylmethionine transporter 1) (AtSAMT1)
evm.model.RL_2.3391	3196	AT4G39420.2	AT4G39420.2	orthologue	GO:0005739;GO:0005737;GO:0003674;GO:0005886	Spatacsin carboxy-terminus protein
evm.model.RL_2.3392	295	AT4G39410.1	AT4G39410.1	orthologue	GO:0003700;GO:1901141;GO:1990170;GO:0000976;GO:0000978;GO:0045893;GO:0005515;GO:0005634;GO:1904369;GO:0006355;GO:0043565	Probable WRKY transcription factor 13 (WRKY DNA-binding protein 13)
evm.model.RL_2.3393	1198	AT4G39400.1	AT4G39400.1	orthologue	GO:0042803;GO:0005496;GO:0009414;GO:0009742;GO:0004672;GO:0005515;GO:0048657;GO:0009826;GO:0010584;GO:0006468;GO:0004674;GO:0038023;GO:0004714;GO:0010224;GO:0005886;GO:0009911;GO:0016301;GO:0009729;GO:0009416;GO:0042802;GO:0048366;GO:0009755;GO:0090351;GO:0005768;GO:0010268;GO:0046982;GO:0000149;GO:0044024;GO:0032991;GO:0005524;GO:0010008;GO:0106310	Protein BRASSINOSTEROID INSENSITIVE 1 (AtBRI1) (EC 2.7.10.1) (EC 2.7.11.1) (Brassinosteroid LRR receptor kinase)
evm.model.RL_2.3394	332	AT4G39390.1	AT4G39390.1	orthologue	GO:0005459;GO:0005886;GO:0015297;GO:0015780;GO:0072334;GO:0022857;GO:0005338;GO:0055085;GO:0000139;GO:0005794;GO:0016020	Nucleotide sugar transporter-KT 1;UDP-rhamnose/UDP-galactose transporter 4 (UDP-Rha/UDP-Gal transporter 4) (Bi-functional UDP-rhamnose/UDP-galactose transporter) (Nucleotide sugar transporter-KT 1) (AtNST-KT1)
evm.model.RL_2.3395	517	AT4G39380.2	AT4G39380.2	orthologue	GO:0005634;GO:0007389;GO:0003682	TSL-kinase interacting-like protein
evm.model.RL_2.3396	492	AT4G39370.3	AT4G39370.3	orthologue	GO:0008233;GO:0031966;GO:0005737;GO:0004843;GO:0005741;GO:0031647;GO:0005634;GO:0005829;GO:0006508;GO:0016020;GO:0016579	Ubiquitin carboxyl-terminal hydrolase 27 (EC 3.4.19.12) (Deubiquitinating enzyme 27) (AtUBP27) (Ubiquitin thioesterase 27) (Ubiquitin-specific-processing protease 27);Ubiquitin-specific protease 27;ubiquitinyl hydrolase 1 (EC 3.4.19.12)
evm.model.RL_2.3397	118	AT4G39360.1	AT4G39360.1	orthologue	GO:0005634;GO:0003674	At4g39360
evm.model.RL_2.3398	1079	AT4G39350.1	AT4G39350.1	orthologue	GO:0016759;GO:0009833;GO:0030244;GO:0005886;GO:0016760;GO:0016757;GO:0008270;GO:0071555;GO:0016020	Cellulose synthase A catalytic subunit 2 [UDP-forming] (AtCesA2) (Ath-A) (EC 2.4.1.12)
evm.model.RL_2.3399	126	AT4G39340.1	AT4G39340.1	orthologue	GO:0005576;GO:2000008;GO:0080155;GO:0003674;GO:0031982;GO:0009567;GO:0031410	Egg cell-secreted protein 1.4
evm.model.RL_2.34	490	AT5G40470.1	AT5G40470.1	orthologue	GO:0031146;GO:0009507;GO:0003674;GO:0019005;GO:0005515	AT5g40470/K21I16_20 (RNI-like superfamily protein)
evm.model.RL_2.340	735	AT5G38840.1	AT5G38840.1	orthologue	GO:0003729;GO:0005634;GO:0005515	Kanadaptin-like protein (SMAD/FHA domain-containing protein)
evm.model.RL_2.3400	360	AT4G39330.1	AT4G39330.1	orthologue	GO:0009809;GO:0045551;GO:0005515;GO:0008270;GO:0005829;GO:0048046;GO:0005737;GO:0005886;GO:0016616;GO:0016491	Probable cinnamyl alcohol dehydrogenase 9 (AtCAD9) (EC 1.1.1.195)
evm.model.RL_2.3401	164	AT4G39320.1	AT4G39320.1	orthologue	GO:0005886;GO:0003674	AT4g39320/T22F8_220 (Microtubule-associated protein-like protein)
evm.model.RL_2.3402	97	AT4G39300.1	AT4G39300.1	orthologue	GO:0005575;GO:0003674;GO:0008150	At4g39300 (Envelope glycoprotein);Envelope glycoprotein
evm.model.RL_2.3403	485	AT4G39280.1	AT4G39280.1	orthologue	GO:0005524;GO:0000049;GO:0006432;GO:0005737;GO:0009328;GO:0000287;GO:0004826;GO:0005886;GO:0005829;GO:0046872;GO:0004812;GO:0043039;GO:0000166	Phenylalanine--tRNA ligase alpha subunit, cytoplasmic (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS);phenylalanine--tRNA ligase (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit)
evm.model.RL_2.3404	860	AT4G39270.1	AT4G39270.1	orthologue	GO:0005886;GO:0004672;GO:0005515;GO:0009755;GO:0038023;GO:0004713;GO:0005524;GO:0016020;GO:0006468	non-specific serine/threonine protein kinase (EC 2.7.11.1)
evm.model.RL_2.3405	324	AT3G27910.1	AT3G27910.1	orthologue	GO:0003674;GO:0005737;GO:0009506;GO:0008150;;GO:0005515	Putative F-box/kelch-repeat protein At3g27910
evm.model.RL_2.3406	169	AT4G39260.1	AT4G39260.1	orthologue	GO:0050688;GO:0035197;GO:0009409;GO:0005886;GO:0045087;GO:1990428;GO:0009505;GO:0009506;GO:0005777;GO:0005739;GO:0003727;GO:0005634;GO:0005730;GO:0003729;GO:0000380;GO:0010043;GO:0035198;GO:0005615;GO:0006858;GO:0050658;GO:0005829;GO:0005794;GO:0005737;GO:0003723;GO:0003676	Cold, circadian rhythm, and RNA binding 1;Glycine-rich RNA-binding protein 8 (AtGR-RBP8) (AtRBG8) (Glycine-rich protein 8) (AtGRP8) (Protein COLD, CIRCADIAN RHYTHM, AND RNA BINDING 1) (Protein CCR1) (Small RNA binding protein 2) (AtSRBP2)
evm.model.RL_2.3407	384	AT4G39240.1	AT4G39240.1	orthologue	GO:0005515;GO:0005575;	F-box/kelch-repeat protein At4g39240
evm.model.RL_2.3408	103	AT4G39235.1	AT4G39235.1	orthologue	GO:0008150;GO:0005634;GO:0003674	At4g39235
evm.model.RL_2.3409	308	AT4G39230.1	AT4G39230.1	orthologue	GO:0050664;GO:0009807;GO:0005737;GO:0032442;GO:0016491	Phenylcoumaran benzylic ether reductase 1 (AtPCBER1) (EC 1.23.1.-)
evm.model.RL_2.341	511	AT5G38830.1	AT5G38830.1	orthologue	GO:0006423;GO:0005524;GO:0005829;GO:0004817;GO:0005737;GO:0046872;GO:0000166;GO:0004812;GO:0006418	Cysteine--tRNA ligase 2, cytoplasmic (EC 6.1.1.16) (Cysteinyl-tRNA synthetase) (CysRS)
evm.model.RL_2.3410	191	AT4G39220.1	AT4G39220.1	orthologue	GO:0005886;GO:0006890;GO:0006621;GO:0003674;GO:0005794;GO:0000139;GO:0016020	Protein RER1A (AtRER1A)
evm.model.RL_2.3411	295	AT1G61670.1	AT1G61670.1	orthologue	GO:0005794;GO:0003674;GO:0016020;GO:0006810	Lung seven transmembrane receptor family protein
evm.model.RL_2.3412.1.687c86e9	538	AT4G39210.1	AT4G39210.1	orthologue	GO:0005978;GO:0019252;GO:0009507;GO:0008878;GO:0005524;GO:0009058	Glucose-1-phosphate adenylyltransferase large subunit 3, chloroplastic (EC 2.7.7.27) (ADP-glucose pyrophosphorylase) (ADP-glucose synthase) (AGPase S) (Alpha-D-glucose-1-phosphate adenyl transferase)
evm.model.RL_2.3413	108	AT4G39200.1	AT4G39200.1	orthologue	GO:0005886;GO:0008150;GO:0022627;GO:0022626;GO:0003729;GO:0005737;GO:0003735;GO:0005840;GO:1990904	40S ribosomal protein S25;Small ribosomal subunit protein eS25w (40S ribosomal protein S25-4)
evm.model.RL_2.3414	548	AT4G39180.1	AT4G39180.1	orthologue	GO:0008526;GO:0015914;GO:0006656;GO:0005794;GO:0000139;GO:0005886;GO:0015031	Phosphatidylinositol/phosphatidylcholine transfer protein SFH2 (Protein SEC FOURTEEN HOMOLOGS 2) (AtSFH2);Sec14p-like phosphatidylinositol transfer family protein
evm.model.RL_2.3415	614	AT4G39170.1	AT4G39170.1	orthologue	GO:0003674;GO:0005794;GO:0000139;GO:0005886;GO:0015031	Phosphatidylinositol/phosphatidylcholine transfer protein SFH6 (Protein SEC FOURTEEN HOMOLOGS 6) (AtSFH6);Sec14p-like phosphatidylinositol transfer family protein
evm.model.RL_2.3416	607	AT4G39160.2	AT4G39160.2	orthologue	GO:0070898;GO:0005634;GO:0000126;GO:0001156;GO:0003677	At4g39160 (Homeodomain-like superfamily protein);Homeodomain-like superfamily protein
evm.model.RL_2.3417	344	AT4G39150.1	AT4G39150.1	orthologue	GO:0005886;GO:0003674;GO:0005737	AT4g39150/T22F8_50 (DNAJ heat shock N-terminal domain-containing protein) (DnaJ-like protein)
evm.model.RL_2.3418	426	AT4G39140.1	AT4G39140.1	orthologue	GO:0003674;GO:0005634;GO:0008270	RING finger family protein (RING/U-box superfamily protein)
evm.model.RL_2.3419	146	AT4G39130.1	AT4G39130.1	orthologue	GO:0009415;GO:0003674;GO:0005829;GO:0009414;GO:0009631;GO:0009737	Dehydrin family protein
evm.model.RL_2.342	457	AT5G38820.2	AT5G38820.2	orthologue	GO:0009409;GO:0003333;GO:0009414;GO:0015179;GO:0016020;GO:0009408;GO:0009651;GO:0009737;GO:0015171;GO:0006865;GO:0031090	Amino acid transporter AVT6B (AtAvt6B)
evm.model.RL_2.3420	348	AT4G39120.2	AT4G39120.2	orthologue	GO:0004401;GO:0010347;GO:0000105;GO:0008934;GO:0009507;GO:0005737;GO:0006021;GO:0046872;GO:0052834;GO:0042578	Bifunctional phosphatase IMPL2, chloroplastic (Histidinol-phosphatase) (Histidinol-phosphate phosphatase) (HPP) (EC 3.1.3.15) (Inositol-phosphate phosphatase) (EC 3.1.3.25) (L-galactose 1-phosphate phosphatase) (EC 3.1.3.93) (Protein HISTIDINE BIOSYNTHESIS 7) (Protein MYO-INOSITOL MONOPHOSPHATASE-LIKE 2)
evm.model.RL_2.3421	875	AT4G39110.1	AT4G39110.1	orthologue	GO:0016301;GO:0004672;GO:0004714;GO:0080092;GO:0016324;GO:0005515;GO:0009507;GO:0005886;GO:0009555;GO:0004674;GO:0005524;GO:0006468	Probable receptor-like protein kinase At4g39110 (EC 2.7.11.-)
evm.model.RL_2.3422	224	AT4G39100.1	AT4G39100.1	orthologue	GO:0005515;GO:2000028;GO:0045814;GO:0000976;GO:0035064;GO:0010228;GO:0005634;GO:0009791;GO:0003682;GO:0003700;GO:0008270;GO:0009908;GO:0140002;GO:0006325	Chromatin remodeling protein SHL (Protein SHORT LIFE);PHD finger family protein / bromo-adjacent homology (BAH) domain-containing protein
evm.model.RL_2.3423	372	AT4G39090.1	AT4G39090.1	orthologue	GO:0051603;GO:0005615;GO:0005764;GO:0006970;GO:0005576;GO:0004197;GO:0009414;GO:0009651;GO:0005634;GO:0000323;GO:0009269;GO:0042742;GO:0005886;GO:0005773;GO:0006508;GO:0008234	Cysteine protease RD19A (EC 3.4.22.-) (Protein RESPONSIVE TO DEHYDRATION 19) (RD19)
evm.model.RL_2.3424	819	AT4G39080.1	AT4G39080.1	orthologue	GO:0009507;GO:0000325;GO:0009705;GO:0005737;GO:0009941;GO:0046961;GO:0005774;GO:2000012;GO:0015986;GO:0070072;GO:0031669;GO:0000220;GO:0005773;GO:0005794;GO:0032119;GO:0043181;GO:0016471;GO:0007035;GO:0009678;GO:0005886;GO:0016887;GO:0051117;GO:0033179;GO:1902600	V-type proton ATPase subunit a3 (V-ATPase subunit a3) (V-type proton ATPase 95 kDa subunit a isoform 3) (V-ATPase 95 kDa isoform a3) (Vacuolar H(+)-ATPase subunit a isoform 3) (Vacuolar proton pump subunit a3) (Vacuolar proton translocating ATPase 95 kDa subunit a isoform 3)
evm.model.RL_2.3425	1216	AT2G21390.1	AT2G21390.1	orthologue	GO:0030126;GO:0006890;GO:0006888;GO:0080008;GO:0006891;GO:0005198;GO:0006886;GO:0005515;GO:0005739;GO:0000139;GO:0016192;GO:0030117	Coatomer subunit alpha-2 (Alpha-coat protein 2) (Alpha-COP 2)
evm.model.RL_2.3426	236	AT4G39070.1	AT4G39070.1	orthologue	GO:0000976;GO:0009640;GO:0006355;GO:1900458;GO:2000306;GO:0005515;GO:0005634;GO:0008270;GO:0009741;GO:0003700	B-box zinc finger protein 20 (Protein BZR1 SUPPRESSOR 1) (Protein DOUBLE B-BOX 2) (Protein SALT TOLERANCE HOMOLOG 7)
evm.model.RL_2.3427	1061	AT4G39050.1	AT4G39050.1	orthologue	GO:0008017;GO:0005737;GO:0003777;GO:0007018;GO:0005874;GO:0005634;GO:0031347;GO:0005871;GO:0016887;GO:0005524;GO:0005739;GO:0008270	Kinesin-like protein KIN-7D, mitochondrial (Mitochondria-targeted kinesin-related protein 2)
evm.model.RL_2.3428	282	AT4G39040.1	AT4G39040.1	orthologue	GO:0009507;GO:0003729;GO:0005886;GO:0003723	At4g39040 (RNA-binding CRS1 / YhbY (CRM) domain protein);RNA-binding CRS1 / YhbY (CRM) domain protein
evm.model.RL_2.3429	540	AT4G39030.1	AT4G39030.1	orthologue	GO:0009941;GO:0042910;GO:0009697;GO:0009507;GO:0031348;GO:0045087;GO:0006952;GO:0015297;GO:0042742;GO:0009624;GO:0009751;GO:0055085;GO:0009536;GO:0031969;GO:0016020	Protein DETOXIFICATION 47, chloroplastic (AtDTX47) (Multidrug and toxic compound extrusion protein 47) (MATE protein 47) (Protein ENHANCED DISEASE SUSCEPTIBILITY 5) (Protein EDS5) (Protein IMPORTANT FOR THE ARR PATHWAY 1) (Protein IAP1) (Protein SALICYLIC ACID INDUCTION DEFICIENT 1) (Protein SID1) (Protein SUSCEPTIBLE TO CORONATINE-DEFICIENT PST DC3000 3) (Protein SCORD3)
evm.model.RL_2.343	161	AT5G38800.1	AT5G38800.1	orthologue	GO:0005515;GO:0006355;GO:0003700;GO:0005634;GO:0003677	Basic leucine zipper 43 (AtbZIP43) (bZIP protein 43)
evm.model.RL_2.3430	270	AT4G34660.1	AT4G34660.1	other	GO:0005515;GO:0005546;GO:0005737;GO:0009504;GO:0030136;GO:0032266;GO:0005886;GO:0009920;GO:0005547;GO:0005634;GO:0043325;GO:0072583;GO:0005768;GO:0043130;GO:1903527;GO:0005829;GO:0005776;GO:0090406;GO:0000421;GO:0005770	SH3 domain-containing protein 2 (AtSH3P2)
evm.model.RL_2.3431	510	AT4G36220.1	AT4G36220.1	other	GO:0005886;GO:0009809;GO:0005783;GO:0005515;GO:0016705;GO:0009699;GO:0005506;GO:0004497;GO:0010224;GO:0020037;GO:0046424	Cytochrome P450 84A1 (EC 1.14.-.-) (Ferulate-5-hydroxylase) (F5H)
evm.model.RL_2.3432	248	AT1G75560.1	AT1G75560.1	other	GO:0005634;GO:0003729;GO:0008270;GO:0003677;GO:0003676	DNA-binding protein (Zinc knuckle (CCHC-type) family protein)
evm.model.RL_2.3433	495	AT4G39010.1	AT4G39010.1	orthologue	GO:0009828;GO:1990059;GO:0010047;GO:0005576;GO:0008810;GO:0030245;GO:0071555;GO:0005975;GO:0004553	Endoglucanase 24 (EC 3.2.1.4) (Endo-1,4-beta glucanase 24);cellulase (EC 3.2.1.4)
evm.model.RL_2.3434	493	AT4G39000.1	AT4G39000.1	orthologue	GO:0008810;GO:0005576;GO:0030245;GO:0071555;GO:0005975;GO:0004553	Endoglucanase 23 (EC 3.2.1.4) (Endo-1,4-beta glucanase 23)
evm.model.RL_2.3435	502	AT4G38990.2	AT4G38990.2	orthologue	GO:0008810;GO:0005576;GO:0008150;GO:0030245;GO:0071555;GO:0004553;GO:0005975	Endoglucanase 22 (EC 3.2.1.4) (Endo-1,4-beta glucanase 22) (Glycosyl hydrolase 9B16)
evm.model.RL_2.3436.1.687c86e9	284	AT4G38980.1	AT4G38980.1	orthologue	GO:0003674;GO:0008150;GO:0005634	Uncharacterized protein At4g38980 (Uncharacterized protein F19H22.80)
evm.model.RL_2.3437	398	AT4G38970.1	AT4G38970.1	orthologue	GO:0009570;GO:0006096;GO:0005829;GO:0009507;GO:0010287;GO:0006094;GO:0004332;GO:0009579;GO:0006098;GO:0009737;GO:0009941;GO:0048046;GO:0003729;GO:0030388;GO:0005886	Fructose-bisphosphate aldolase (EC 4.1.2.13);Fructose-bisphosphate aldolase 2, chloroplastic (AtFBA2) (EC 4.1.2.13)
evm.model.RL_2.3438	150	AT4G38960.3	AT4G38960.3	orthologue	GO:0005515;GO:0006355;GO:0045892;GO:0009640;GO:0008270;GO:0010228;GO:0010100;GO:0005634;GO:0042752;GO:0003700;GO:0007623;GO:0005737	B-box type zinc finger family protein;B-box zinc finger protein 19 (Protein DOUBLE B-BOX 1B) (Protein SALT TOLERANCE HOMOLOG 5)
evm.model.RL_2.3439	831	AT4G38950.1	AT4G38950.1	orthologue	GO:0003777;GO:0005737;GO:0009506;GO:0008017;GO:0003729;GO:0007018;GO:0005524;GO:0005874	Kinesin-like protein KIN-7F
evm.model.RL_2.344	127	AT5G38790.1	AT5G38790.1	orthologue	GO:0009690;GO:0009736;GO:0005737;GO:0005634;GO:0003674;GO:0009691	Protein SOB FIVE-LIKE 4 (AtSOFL4)
evm.model.RL_2.3440	164	AT2G16510.1, AT4G34720.1, AT4G38920.1	AT4G38920.1	other	GO:0000325;GO:0016887;GO:0009507;GO:0046961;GO:0005773;GO:0033179;GO:0016020;GO:0005886;GO:0005774;GO:1902600;GO:0015078;GO:0033177	V-type proton ATPase proteolipid subunit;V-type proton ATPase subunit c1 (V-ATPase subunit c1) (V-type proton ATPase 16 kDa proteolipid subunit c1) (V-ATPase 16 kDa proteolipid subunit c1) (Vacuolar H(+)-ATPase subunit c isoform 1) (Vacuolar proton pump 16 kDa proteolipid subunit c1) (Vacuolar proton pump subunit c1);V-type proton ATPase subunit c3 (V-ATPase subunit c3) (V-type proton ATPase 16 kDa proteolipid subunit c3) (V-ATPase 16 kDa proteolipid subunit c3) (Vacuolar H(+)-ATPase subunit c isoform 3) (Vacuolar proton pump 16 kDa proteolipid subunit c3) (Vacuolar proton pump subunit c3);V-type proton ATPase subunit c5 (V-ATPase subunit c5) (V-type proton ATPase 16 kDa proteolipid subunit c5) (V-ATPase 16 kDa proteolipid subunit c5) (Vacuolar H(+)-ATPase subunit c isoform 5) (Vacuolar proton pump 16 kDa proteolipid subunit c5) (Vacuolar proton pump subunit c5)
evm.model.RL_2.3441	295	AT4G38910.2	AT4G38910.2	orthologue	GO:0005634;GO:0003700;GO:0003677;GO:0043565;GO:0009723;GO:0005515	Protein BASIC PENTACYSTEINE5 (AtBPC5) (GAGA-motif binding transcriptional activator BBR/BPC5)
evm.model.RL_2.3442	178	AT4G38905.1	AT4G38905.1	orthologue	GO:0003674;GO:0005739;GO:0016020	Transmembrane protein
evm.model.RL_2.3443	809	AT4G38890.1	AT4G38890.1	orthologue	GO:0005634;GO:0005773;GO:0017150;GO:0050660;GO:0006397;GO:0008270;GO:0106414;GO:0003723;GO:0008033;GO:0003700;GO:0006355;GO:0046872	tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like (EC 1.3.1.89) (Zinc finger CCCH domain-containing protein 50) (AtC3H50) (mRNA-dihydrouridine synthase DUS3 homolog) (EC 1.3.1.-) (tRNA-dihydrouridine synthase 3-like)
evm.model.RL_2.3444	105	AT4G38860.1	AT4G38860.1	orthologue	GO:0005739;GO:0009737;GO:0009639;GO:0009741;GO:0003674;GO:0009733;GO:0005886	Protein SMALL AUXIN UP-REGULATED RNA 16
evm.model.RL_2.3445	99	AT4G38840.1	AT4G38840.1	orthologue	GO:0003674;GO:0005886;GO:0009733;GO:0009409;GO:0009507	At4g38840 (Auxin-induced protein-like) (SAUR-like auxin-responsive protein family)
evm.model.RL_2.3446	669	AT4G38830.1	AT4G38830.1	orthologue	GO:0004674;GO:0005576;GO:0005886;GO:0016301;GO:0007165;GO:0006955;GO:0005524;GO:0016020;GO:0106310;GO:0004672;GO:0006468	Cysteine-rich receptor-like protein kinase 26 (Cysteine-rich RLK26) (EC 2.7.11.-)
evm.model.RL_2.3447	374	AT4G38810.2	AT4G38810.2	orthologue	GO:0005509;GO:0005737;GO:0005515;GO:0005634;GO:0005829;GO:0004860;GO:0005886	Calcium-binding EF-hand family protein (EF-Hand containing protein-like) (Putative EF-hand containing protein);Calcium-binding EF-hand family protein (EF-hand containing protein-like)
evm.model.RL_2.3448	266	AT4G38800.1	AT4G38800.1	orthologue	GO:0008930;GO:0005886;GO:0005829;GO:0009116;GO:0010087;GO:0005737;GO:0019509;GO:0022414;GO:0003824	5'-methylthioadenosine nucleosidase (MTA nucleosidase) (EC 3.2.2.16) (5'-methylthioadenosine nucleosidase 1) (AtMTAN1) (MTA nucleosidase 1)
evm.model.RL_2.3449	221	AT4G38790.1	AT4G38790.1	orthologue	GO:0046923;GO:0005575;GO:0006621;GO:0005789;GO:0015031;GO:0016192;GO:0016020	ER lumen protein retaining receptor family protein (Putative ER lumen protein retaining receptor)
evm.model.RL_2.345	268	AT5G38100.1, AT5G38780.1	AT5G38780.1	orthologue	GO:0008757;GO:0032259;GO:0009507;GO:0008168;GO:0046872	Probable S-adenosylmethionine-dependent methyltransferase At5g38100 (EC 2.1.1.-);Probable S-adenosylmethionine-dependent methyltransferase At5g38780 (EC 2.1.1.-);S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
evm.model.RL_2.3450	497	AT4G38770.1	AT4G38770.1	orthologue	GO:0009505;GO:0003674;GO:0005576	Proline-rich protein 4 (AtPRP4)
evm.model.RL_2.3451	1960	AT4G38760.1	AT4G38760.1	orthologue	GO:0006606;GO:0006405;GO:0017056;GO:0044611;GO:0005634	Nucleoporin (DUF3414)
evm.model.RL_2.3452	172	AT4G38740.1	AT4G38740.1	orthologue	GO:0001932;GO:0009785;GO:0006457;GO:0005829;GO:0009704;GO:0005737;GO:0009416;GO:0007165;GO:0005886;GO:0003755;GO:0009585;GO:0009742;GO:0016018;GO:0010494;GO:0048046;GO:0009626;GO:0000413	Peptidyl-prolyl cis-trans isomerase CYP18-3 (PPIase CYP18-3) (EC 5.2.1.8) (Cyclophilin of 18 kDa 3) (Cyclosporin A-binding protein) (Rotamase cyclophilin-1)
evm.model.RL_2.3453	354	AT4G38730.1	AT4G38730.1	orthologue	GO:0015095;GO:0009507;GO:0015693;GO:0016020;GO:0005769;GO:0005886	Probable magnesium transporter NIPA7
evm.model.RL_2.3454	429	AT4G38710.2	AT4G38710.2	orthologue	GO:0003729;GO:0005737;GO:0005515;GO:0005886;GO:0003743;GO:0042803;GO:0005634	Eukaryotic translation initiation factor 4B3 (AtTif4B3) (eIF4B3)
evm.model.RL_2.3455	197	AT4G38700.1	AT4G38700.1	orthologue	GO:0003674;GO:0005576;GO:0009699;GO:0048046	Dirigent protein 15 (AtDIR15)
evm.model.RL_2.3456	318	AT4G38690.1	AT4G38690.1	orthologue	GO:0008081;GO:0005886;GO:0006629;GO:0005576	AT4g38690/F20M13_250 (PLC-like phosphodiesterases superfamily protein)
