Odontarrhena_muralis	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
Om002G074360	716	AT3G24630.1	AT3G24630.1	orthologue	GO:0005634;GO:0003674	DUF3741 domain-containing protein
Om002G074370	221	AT5G26630.1	AT5G26630.1	orthologue	GO:0006355;GO:0006357;GO:0000981;GO:0046983;GO:0005634;GO:0003700;GO:0000976;GO:0000978;GO:0003677;GO:0000987;GO:0045944	MADS-box protein AGL35 (MADS-box transcription factor family protein)
Om002G074400	695	AT3G24650.1	AT3G24650.1	orthologue	GO:0005515;GO:0031930;GO:0005634;GO:0045893;GO:0003700;GO:0003677;GO:0009737;GO:0009657;GO:0005829;GO:0009793;GO:0009733;GO:0006355;GO:0043565;GO:0009738	B3 domain-containing transcription factor ABI3 (Protein ABSCISIC ACID-INSENSITIVE 3)
Om002G074410	83					
Om002G074420	672	AT3G24660.1	AT3G24660.1	orthologue	GO:0004672;GO:0006468;GO:0016301;GO:0005524;GO:0009506;GO:0005886;GO:0005515;GO:0033612	Putative kinase-like protein TMKL1
Om002G074430	441	AT3G24670.1	AT3G24670.1	orthologue	GO:0045490;GO:0030570;GO:0005576;GO:0046872	Probable pectate lyase 10 (EC 4.2.2.2)
Om002G074440	1003	AT3G24715.1	AT3G24715.1	orthologue	GO:0006468;GO:0005634;GO:0004672;GO:0007165;GO:0005730;GO:0071456;GO:0006833;GO:0005737;GO:0016301;GO:0004674;GO:0005524;GO:0009734;GO:0010928;GO:0005515	Kinase superfamily with octicosapeptide/Phox/Bem1p domain-containing protein
Om002G074450	151	AT3G24730.1	AT3G24730.1	orthologue	GO:0005634;GO:0005681;GO:0006376;GO:0003674;GO:0005682;GO:0046540;GO:0000398	Thioredoxin-like protein 4B
Om002G074460	354	AT3G24740.1	AT3G24740.1	orthologue	GO:0003674;GO:0005634;GO:0003700	AT3g24740/K7P8_3 (Cellulose synthase, putative (DUF1644))
Om002G074470	403					
Om002G074480	382	AT3G24760.1	AT3G24760.1	orthologue	GO:0005634;GO:0005737;GO:0004842;GO:0031146;GO:0005515	F-box/kelch-repeat protein At3g24760
Om002G074490	99	AT4G13195.1	AT4G13195.1	orthologue	GO:0045595;GO:0048046;GO:0010067;GO:0033612;GO:0045168;GO:0090506;GO:0005739;GO:0010078;GO:0010088;GO:0010089;GO:0010087	CLAVATA3/ESR (CLE)-related protein 44 (Tracheary element differentiation inhibitory factor-like protein) (TDIF-like protein) [Cleaved into: CLE44p]
Om002G074510	399	AT3G24800.1	AT3G24800.1	orthologue	GO:0061630;GO:0006511;GO:0016567;GO:0000151;GO:0043161;GO:0008270;GO:0005737;GO:0004842;GO:0050832;GO:0071596	E3 ubiquitin-protein ligase PRT1 (EC 2.3.2.27) (Proteolysis 1 protein) (RING-type E3 ubiquitin transferase PRT1)
Om002G074520	77	AT1G22930.1	AT1G22930.1	other	GO:0005634;GO:0007165;GO:0003674;GO:0009506	T-complex protein 11
Om002G074530	97	AT1G22930.1	AT1G22930.1	other	GO:0005634;GO:0007165;GO:0003674;GO:0009506	T-complex protein 11
Om002G074540	703					
Om002G074550	385	AT3G24790.2	AT3G24790.2	other	GO:0005634;GO:0005829;GO:0010483;GO:0004674;GO:0090406;GO:0016310;GO:0005886;GO:0005524;GO:0006952;GO:0106310;GO:0004672;GO:0006468	Probable serine/threonine-protein kinase PBL25 (EC 2.7.11.1) (PBS1-like protein 25)
Om002G074560	165	AT3G24820.1	AT3G24820.1	orthologue	GO:0008150;GO:0003674;GO:0005634	At3g24820 (BSD domain-containing protein)
Om002G074570	206	AT3G24830.1	AT3G24830.1	orthologue	GO:0009506;GO:0022625;GO:0003735;GO:0005840;GO:0017148;GO:0006412;GO:0003729;GO:0005737;GO:0022626;GO:0005829;GO:0015934	Large ribosomal subunit protein uL13y (60S ribosomal protein L13a-2)
Om002G074660	428	AT1G12220.1	AT1G12220.1	other	GO:0006952;GO:0005515;GO:0098542;GO:0009626;GO:0006499;GO:0043531;GO:0038023;GO:0042802;GO:0042742;GO:0000166;GO:0005622;GO:0012501;GO:0005886;GO:0005524;GO:0008219	Disease resistance protein (CC-NBS-LRR class) family;Disease resistance protein RPS5 (Resistance to Pseudomonas syringae protein 5) (pNd3/pNd10)
Om002G074670	432	AT1G12220.1	AT1G12220.1	other	GO:0006952;GO:0005515;GO:0098542;GO:0009626;GO:0006499;GO:0043531;GO:0038023;GO:0042802;GO:0042742;GO:0000166;GO:0005622;GO:0012501;GO:0005886;GO:0005524;GO:0008219	Disease resistance protein (CC-NBS-LRR class) family;Disease resistance protein RPS5 (Resistance to Pseudomonas syringae protein 5) (pNd3/pNd10)
Om002G074690	366	AT5G48380.1	AT5G48380.1	orthologue	GO:0005515;GO:0009626;GO:0009506;GO:0042742;GO:0033612;GO:0004672;GO:0042802;GO:0005576;GO:0005886;GO:0016301;GO:0031348;GO:0005524;GO:0006468	Probably inactive leucine-rich repeat receptor-like protein kinase At5g48380
Om002G074700	203					
Om002G074710	512				GO:0008270;GO:0003676	
Om002G074740	582	AT3G24840.3	AT3G24840.3	orthologue	GO:0009507;GO:0003674;GO:0000139;GO:0005886;GO:0015031	Phosphatidylinositol/phosphatidylcholine transfer protein SFH9 (Protein SEC FOURTEEN HOMOLOGS 9) (AtSFH9);Sec14p-like phosphatidylinositol transfer family protein
Om002G074750	292	AT3G24860.1	AT3G24860.1	orthologue	GO:0000976;GO:0006355;GO:0005634;GO:0009651;GO:0010555;GO:0009755;GO:0003700;GO:0006970;GO:0003677	Homeodomain-like superfamily protein
Om002G074760	1911	AT3G24870.1, AT3G24880.1	AT3G24880.1	orthologue	GO:0005634;GO:0005515;GO:0035267;GO:0048046;GO:0010485;GO:2000028;GO:0003677;GO:0004386;GO:0006325;GO:0009909;GO:0048510	Chromatin modification-related protein EAF1 A (ESA1-associated factor 1 A);Chromatin modification-related protein EAF1 B (ESA1-associated factor 1 B);Helicase/SANT-associated, DNA binding protein
Om002G074770	290	AT3G25050.1	AT3G25050.1	orthologue	GO:0030247;GO:0048573;GO:0005576;GO:0016762;GO:0030243;GO:0009832;GO:0010411;GO:0004553;GO:0048046;GO:0071555;GO:0042546;GO:0005618;GO:0044042;GO:0005975	Xyloglucan endotransglucosylase/hydrolase protein 3 (At-XTH3) (XTH-3) (EC 2.4.1.207)
Om002G074790	87	AT5G61220.1	AT5G61220.1	orthologue	GO:0016226;GO:0009536;GO:0005739;GO:0003674	At5g61220 (LYR family of Fe/S cluster biogenesis protein)
Om002G074800	380	AT3G25550.1	AT3G25550.1	other	GO:0031146;GO:0004842;GO:0005739;;GO:0005515	Probable F-box protein At3g25550
Om002G074810	113	AT4G20060.1	AT4G20060.1	other	GO:0009793;GO:0034472;GO:0009555;GO:0032039;GO:0003674;GO:0005634;GO:0005737;GO:0016020;GO:0016180	ARM repeat superfamily protein
Om002G074830	388	AT3G25550.1	AT3G25550.1	other	GO:0031146;GO:0004842;GO:0005739;;GO:0005515	Probable F-box protein At3g25550
Om002G074840	347	AT4G20060.1	AT4G20060.1	other	GO:0009793;GO:0034472;GO:0009555;GO:0032039;GO:0003674;GO:0005634;GO:0005737;GO:0016020;GO:0016180	ARM repeat superfamily protein
Om002G074850	89	AT4G05190.1	AT4G05190.1	orthologue	GO:0051225;GO:0003777;GO:0008017;GO:0005876;GO:0005634;GO:0005737;GO:0007018;GO:0000226;GO:0016887;GO:0005871;GO:0005874;GO:0005524;GO:0009524;GO:0051301	Kinesin-like protein;Kinesin-like protein KIN-14D (AtKIN14b)
Om002G074860	74					
Om002G074870	313	AT5G20010.1	AT5G20010.1	other	GO:0005886;GO:0000054;GO:0005515;GO:0003924;GO:0005634;GO:0042742;GO:0048046;GO:0050832;GO:0006606;GO:0005829;GO:0009536;GO:0005525;GO:0005794;GO:0005737;GO:0003729;GO:0005622;GO:0009505;GO:0006913	GTP-binding nuclear protein Ran-1 (Ras-related nuclear protein 1)
Om002G074880	341	AT3G25140.1	AT3G25140.1	orthologue	GO:0000138;GO:0010289;GO:0016757;GO:0045489;GO:0005794;GO:0005739;GO:0047262;GO:0005768;GO:0005802;GO:0000139;GO:0007155	Galacturonosyltransferase 8 (EC 2.4.1.-) (Glycosyltransferase QUASIMODO1)
Om002G074900	388	AT3G25550.1	AT3G25550.1	other	GO:0031146;GO:0004842;GO:0005739;;GO:0005515	Probable F-box protein At3g25550
Om002G074910	347	AT4G20060.1	AT4G20060.1	other	GO:0009793;GO:0034472;GO:0009555;GO:0032039;GO:0003674;GO:0005634;GO:0005737;GO:0016020;GO:0016180	ARM repeat superfamily protein
Om002G074920	74					
Om002G074930	599	AT3G25100.1	AT3G25100.1	other	GO:0000727;GO:0031261;GO:0003682;GO:0003688;GO:1902977;GO:0006279;GO:0006270;GO:0048229;GO:0003697;GO:0051301	Cell division cycle 45 (Putative cell division cyle protein 45)
Om002G074940	361	AT3G25110.1	AT3G25110.1	orthologue	GO:0009507;GO:0000036;GO:0016297;GO:0006633;GO:0016790	Oleoyl-acyl carrier protein thioesterase 1, chloroplastic (EC 3.1.2.14) (18:0-acyl-carrier protein thioesterase) (18:0-ACP thioesterase) (Acyl-[acyl-carrier-protein] hydrolase)
Om002G074950	372	AT3G25130.1	AT3G25130.1	orthologue	GO:0009507;GO:0008150;GO:0003674;GO:0016020	Acidic leucine-rich nuclear phosphoprotein 32 family B protein
Om002G074960	558	AT3G25140.1	AT3G25140.1	orthologue	GO:0000138;GO:0010289;GO:0016757;GO:0045489;GO:0005794;GO:0005739;GO:0047262;GO:0005768;GO:0005802;GO:0000139;GO:0007155	Galacturonosyltransferase 8 (EC 2.4.1.-) (Glycosyltransferase QUASIMODO1)
Om002G074970	482	AT3G25150.2	AT3G25150.2	orthologue	GO:0003729;GO:0005829;GO:0034063;GO:0005737;GO:0009507;GO:0003723;GO:0003676;GO:1990904	AT3g25150/MJL12_9 (Nuclear transport factor 2 (NTF2) family protein with RNA binding (RRM-RBD-RNP motifs) domain-containing protein);Nuclear transport factor 2 (NTF2) family protein with RNA binding (RRM-RBD-RNP motifs) domain-containing protein
Om002G074980	125					
Om002G074990	70					
Om002G075000	119				GO:0043539;GO:0004672;GO:0005524;GO:0006468	
Om002G075010	133				GO:0006508;GO:0008234	
Om002G075020	115					
Om002G075030	139					
Om002G075040	334					
Om002G075050	102					
Om002G075060	175	AT1G10586.1, AT1G10585.1	AT1G10586.1	orthologue	GO:0000977;GO:0000981;GO:0006357;GO:0046983;GO:0005634;GO:0090575;GO:0006355;GO:0005737;GO:0003700;GO:0009507;GO:0003677	Basic helix-loop-helix (BHLH) DNA-binding superfamily protein;Transcription factor bHLH167 (Basic helix-loop-helix protein 167) (AtbHLH167) (bHLH 167) (bHLH transcription factor bHLH167);Transcription factor bHLH168 (Basic helix-loop-helix protein 168) (AtbHLH168) (bHLH 168) (bHLH transcription factor bHLH168)
Om002G075070	515	AT3G25180.1	AT3G25180.1	orthologue	GO:0046246;GO:0050832;GO:0009617;GO:0002213;GO:0009507;GO:0016114;GO:0005506;GO:0097008;GO:1901045;GO:0004497;GO:0097007;GO:0020037;GO:0016020;GO:0102171;GO:0016705	Dimethylnonatriene synthase (EC 1.14.14.59) (Cytochrome P450 82G1) (Protein OVIPOSITION RATE 9) (Trimethyltridecatetraene synthase) (EC 1.14.14.58)
Om002G075080	223	AT3G25190.1	AT3G25190.1	orthologue	GO:0016020;GO:0005384;GO:0006880;GO:0005381;GO:0010039;GO:0030026;GO:0006879;GO:0005774	Vacuolar iron transporter homolog 2.1 (Protein NODULIN-LIKE 21) (Vacuolar iron transporter-like 5) (AtVTL5)
Om002G075090	151					
Om002G075100	365	AT3G25210.1	AT3G25210.1	orthologue	GO:0003729;GO:0008150;GO:0005739;GO:0005515	Pentatricopeptide repeat-containing protein At3g25210, mitochondrial
Om002G075110	115	AT1G72140.1	AT1G72140.1	other	GO:0016020;GO:0080054;GO:0015706;GO:0009624;GO:0022857;GO:0055085;GO:0009705;GO:0005515;GO:0005634;GO:0000325;GO:0042937;GO:0071916	Protein NRT1/ PTR FAMILY 5.12 (AtNPF5.12)
Om002G075140	148	AT3G25220.1	AT3G25220.1	orthologue	GO:0061077;GO:0003755;GO:0099503;GO:0005829;GO:0005783;GO:0009507;GO:0005788;GO:0000413	Peptidyl-prolyl cis-trans isomerase FKBP15-1 (PPIase FKBP15-1) (EC 5.2.1.8) (15 kDa FK506-binding protein) (15 kDa FKBP) (FK506-binding protein 15-1) (AtFKBP15-1) (FK506-binding protein 2-1) (Immunophilin FKBP15-1) (Rotamase)
Om002G075150	138	AT1G31740.1	AT1G31740.1	other	GO:0009505;GO:0009827;GO:0005773;GO:0019388;GO:0005576;GO:0005975;GO:0004565;GO:0030246;GO:0048046;GO:0004553	Beta-galactosidase 15 (Lactase 15) (EC 3.2.1.23)
Om002G075160	68					
Om002G075170	484	AT1G31740.1	AT1G31740.1	other	GO:0009505;GO:0009827;GO:0005773;GO:0019388;GO:0005576;GO:0005975;GO:0004565;GO:0030246;GO:0048046;GO:0004553	Beta-galactosidase 15 (Lactase 15) (EC 3.2.1.23)
Om002G075190	552	AT3G25230.2	AT3G25230.2	orthologue	GO:0070370;GO:0005634;GO:0005829;GO:0009408;GO:0032266;GO:0009644;GO:0003755;GO:0061077;GO:0080025;GO:0009611;GO:0006970;GO:0005515;GO:0005737;GO:0009845;GO:0071944;GO:0005516	Peptidyl-prolyl cis-trans isomerase FKBP62 (PPIase FKBP62) (EC 5.2.1.8) (70 kDa peptidyl-prolyl isomerase) (FK506-binding protein 62) (AtFKBP62) (Immunophilin FKBP62) (Peptidylprolyl isomerase ROF1) (Protein ROTAMASE FKBP 1) (Rotamase);peptidylprolyl isomerase (EC 5.2.1.8)
Om002G075200	93					
Om002G075210	276	AT3G25240.1	AT3G25240.1	orthologue	GO:0003674;GO:0005634;GO:0005524	Sulfate/thiosulfate import ATP-binding protein, putative (DUF506)
Om002G075240	380	AT3G25290.1	AT3G25290.1	other	GO:0009507;GO:0005886;GO:0080022;GO:0009506;GO:0000293;GO:0046872	Cytochrome b561 and DOMON domain-containing protein At3g25290 (Protein b561A.tha3)
Om002G075250	69					
Om002G075270	109					
Om002G075280	126	AT3G25400.1	AT3G25400.1	orthologue	GO:0047840;GO:0005634;GO:0000287;GO:0005829;GO:0006253;GO:0042262;GO:0009143;GO:0047429	dCTP pyrophosphatase 1 (EC 3.6.1.12)
Om002G075290	425	AT3G25410.1	AT3G25410.1	orthologue	GO:0009507;GO:0009941;GO:0003674;GO:0016020	Probable sodium/metabolite cotransporter BASS3, chloroplastic (Bile acid transporter 3) (Bile acid-sodium symporter family protein 3)
Om002G075300	611	AT3G25430.1	AT3G25430.1	orthologue	GO:0008150;GO:0009507;GO:0000175;GO:1905392;GO:0043169;GO:0004535;GO:0003723;GO:0003676;GO:0016740;GO:0016787;GO:0005634;GO:0005737;GO:0006397;GO:0046872	Poly(A)-specific ribonuclease PARN-like (EC 3.1.13.4) (Polyadenylate-specific ribonuclease-like protein);Polynucleotidyl transferase, ribonuclease H-like superfamily protein
Om002G075310	429	AT3G25440.1	AT3G25440.1	orthologue	GO:0003674;GO:0009507;GO:0003723	RNA-binding CRS1 / YhbY (CRM) domain protein;Uncharacterized CRM domain-containing protein At3g25440, chloroplastic
Om002G075340	299	AT3G25470.1	AT3G25470.1	orthologue	GO:0032259;GO:0009507;GO:0008168;GO:0003723	Hemolysin-like (Hemolysin, putative)
Om002G075350	257	AT3G25480.1	AT3G25480.1	orthologue	GO:0009535;GO:0009507;GO:0003674	Rhodanese-like domain-containing protein 4A, chloroplastic (Sulfurtransferase 4A) (AtStr4a)
Om002G075360	1067	AT3G25500.1	AT3G25500.1	orthologue	GO:0005634;GO:0030036;GO:0005886;GO:0005515;GO:0051016;GO:0051015;GO:0003779;GO:0045010;GO:0009505;GO:0009506;GO:0016020	Formin-like protein 1 (AtFH1) (AtFORMIN-8)
Om002G075380	232				GO:0015074;GO:0003676	
Om002G075390	301	AT5G39740.1	AT5G39740.1	orthologue	GO:0009955;GO:0022625;GO:0022626;GO:0009965;GO:0003729;GO:0000027;GO:0005737;GO:0006412;GO:0008097;GO:0009536;GO:0000325;GO:0051301;GO:0005730;GO:0003735;GO:0005654;GO:0005840	Large ribosomal subunit protein uL18y (60S ribosomal protein L5-2) (Ribosomal protein L5 B) (Protein OLIGOCELLULA 7)
Om002G075400	289	AT3G25530.1	AT3G25530.1	orthologue	GO:0005739;GO:0050661;GO:0030267;GO:0005829;GO:0006979;GO:0051287;GO:0003858;GO:0005634;GO:0016616;GO:0016491	Glyoxylate reductase 1;Glyoxylate/succinic semialdehyde reductase 1 (AtGLYR1) (AtGR1) (SSA reductase 1) (EC 1.1.1.79) (EC 1.1.1.n11) (Gamma-hydroxybutyrate dehydrogenase) (AtGHBDH)
Om002G075410	279	AT1G29080.1	AT1G29080.1	other	GO:0005576;GO:0005615;GO:0051603;GO:0005764;GO:0004197;GO:0006508;GO:0008234	Papain family cysteine protease (Peptidase C1A papain family protein) (Putative cysteine proteinase)
Om002G075440	476	AT2G04100.1, AT2G04090.1	AT2G04100.1	orthologue	GO:0022857;GO:1990961;GO:0015297;GO:0016020;GO:0042910;GO:0009507;GO:0055085	Protein DETOXIFICATION (Multidrug and toxic compound extrusion protein);Protein DETOXIFICATION 5 (AtDTX5) (Multidrug and toxic compound extrusion protein 5) (MATE protein 5);Protein DETOXIFICATION 6 (AtDTX6) (Multidrug and toxic compound extrusion protein 6) (MATE protein 6)
Om002G075450	217	AT2G04066.1	AT2G04066.1	orthologue	GO:0055085;GO:0042910;GO:0015297;GO:0009507;GO:0016020	MATE efflux family protein (Predicted protein)
Om002G075460	516	AT5G48300.1	AT5G48300.1	orthologue	GO:0005978;GO:0009536;GO:0048046;GO:0030931;GO:0009570;GO:0048573;GO:0019252;GO:0009507;GO:0008878;GO:0005524;GO:0009058	Glucose-1-phosphate adenylyltransferase small subunit, chloroplastic (EC 2.7.7.27) (ADP-glucose pyrophosphorylase) (ADP-glucose synthase) (AGPase B) (Alpha-D-glucose-1-phosphate adenyl transferase)
Om002G075480	100					
Om002G075490	104					
Om002G075500	259	AT4G27910.1	AT4G27910.1	orthologue	GO:0031011;GO:0048188;GO:0006357;GO:0040029;GO:0003674;GO:0005634;GO:0008270;GO:0032259;GO:0042054	Histone-lysine N-methyltransferase ATX4 (EC 2.1.1.-) (Protein SET DOMAIN GROUP 16) (Trithorax-homolog protein 4) (TRX-homolog protein 4) (Trithorax 4)
Om002G075510	112					
Om002G075520	771	AT2G04160.1	AT2G04160.1	orthologue	GO:0004252;GO:0009733;GO:0010102;GO:0005576;GO:0006508;GO:0008236	Subtilisin-like protease SBT5.3 (EC 3.4.21.-) (Auxin-induced in root cultures protein 3) (Subtilase subfamily 5 member 3) (AtSBT5.3) (Subtilisin-like protease AIR3)
Om002G075530	143					
Om002G075540	785	AT2G09388.1	AT2G09388.1	other	GO:0005575;GO:0003674;GO:0008150	Uncharacterized protein
Om002G075550	66					
Om002G075560	358					
Om002G075570	95	AT5G40595.1	AT5G40595.1	other	GO:0005739;GO:0003674;GO:0008150	DUF4283 domain-containing protein
Om002G075590	369	AT4G18360.1	AT4G18360.1	orthologue	GO:0050665;GO:0003973;GO:0005777;GO:0042742;GO:0010181;GO:0009854;GO:0016491	Aldolase-type TIM barrel family protein;Glycolate oxidase 3 (GOX 3) (EC 1.1.3.15) (AtGLO5) (Peroxisomal (S)-2-hydroxy-acid oxidase GLO5) (Short chain alpha-hydroxy acid oxidase GLO5)
Om002G075620	129					
Om002G075640	539	AT4G18350.1	AT4G18350.1	orthologue	GO:0009535;GO:0009570;GO:0009688;GO:0016121;GO:0045549;GO:0009507;GO:0010436;GO:0046872;GO:0016702	9-cis-epoxycarotenoid dioxygenase NCED2, chloroplastic (AtNCED2) (EC 1.13.11.51)
Om002G075680	128	AT4G25315.1	AT4G25315.1	orthologue	GO:0005634;GO:0003674	At4g25315 (Expressed protein);Expressed protein
Om002G075710	171					
Om002G075720	481				GO:0003676;GO:0008270;GO:0015074	
Om002G075730	290					
Om002G075770	100					
Om002G075780	568				GO:0003676;GO:0004523	
Om002G075810	176	AT2G04066.1	AT2G04066.1	orthologue	GO:0055085;GO:0042910;GO:0015297;GO:0009507;GO:0016020	MATE efflux family protein (Predicted protein)
Om002G075850	160	AT5G57230.2	AT5G57230.2	orthologue	GO:0005739;GO:0003674	At5g57230 (Thioredoxin superfamily protein);Thioredoxin superfamily protein
Om002G075860	128	AT4G03505.1	AT4G03505.1	orthologue	GO:0008150;GO:0003674;GO:0005739;;GO:0005515	Uncharacterized protein
Om002G075870	160	AT5G57230.2	AT5G57230.2	orthologue	GO:0005739;GO:0003674	At5g57230 (Thioredoxin superfamily protein);Thioredoxin superfamily protein
Om002G075880	305	AT2G04220.1	AT2G04220.1	orthologue	GO:0005634;GO:0003674;GO:0008150	DUF868 family protein (DUF868)
Om002G075890	1076	AT2G04235.1	AT2G04235.1	orthologue	GO:0005634;GO:0000776;GO:0005515	Knl1 C-terminal RWD domain-containing protein
Om002G075900	161	AT2G04240.1	AT2G04240.1	orthologue	GO:0009739;GO:0009687;GO:0016567;GO:0009507;GO:0009651;GO:0005515;GO:0006970;GO:0008270;GO:0009688;GO:0016020;GO:0016740	Probable E3 ubiquitin-protein ligase XERICO (EC 2.3.2.27) (RING-type E3 ubiquitin transferase XERICO)
Om002G075920	1002	AT2G04270.5	AT2G04270.5	orthologue	GO:2001070;GO:0006396;GO:0005737;GO:1901259;GO:0004521;GO:0006364;GO:0010239;GO:0009507;GO:0004540;GO:0009658;GO:0003723;GO:0004519;GO:0016787;GO:0046872;GO:0009570;GO:0030246	Putative endoribonuclease E (RNAse E/G-like protein);Ribonuclease E/G-like protein, chloroplastic (RNase E/G-like protein) (EC 3.1.26.-) (RNase E)
Om002G075930	561	AT2G04280.1, AT4G12700.1	AT2G04280.1	orthologue	GO:0005575;GO:0016757;GO:0005794;GO:0005802;GO:0005797;GO:0005739;GO:0005768;GO:0016020	At2g04280 (Calcium ion-binding protein) (Expressed protein);At4g12700 (Calcium ion-binding protein)
Om002G075940	324	AT5G49490.1, AT5G38620.1, AT5G49420.1	AT5G49420.1	orthologue	GO:0000978;GO:0045944;GO:0046983;GO:0000981;GO:0006357;GO:0005515;GO:0000987;GO:0003700;GO:0005634;GO:0006355;GO:0003677	AGAMOUS-like 83 (Similarity to MADS-box protein);MADS-box protein (MADS-box transcription factor family protein);MADS-box protein AGL73 (MADS-box protein-like) (MADS-box transcription factor family protein)
Om002G075950	73					
Om002G075960	452	AT2G04305.1	AT2G04305.1	orthologue	GO:0055085;GO:0005634;GO:0046873;GO:0016020;GO:0030001	At2g04305/T23O15.7 (Magnesium transporter CorA-like family protein)
Om002G075980	172	AT2G04340.1	AT2G04340.1	orthologue	GO:0008150;GO:0003674;GO:0005739	At2g04340 (Cytoplasmic dynein 2 light intermediate chain) (Expressed protein)
Om002G075990	715	AT2G04350.1	AT2G04350.1	orthologue	GO:0005783;GO:0004467;GO:0009941;GO:0005739;GO:0005794;GO:0016020;GO:0006631;GO:0005524	Long chain acyl-CoA synthetase 8 (EC 6.2.1.3)
Om002G076000	314	AT2G04360.2	AT2G04360.2	orthologue	GO:0009507;GO:0003674;GO:0005739;GO:0016020	At2g04360 (Transmembrane protein);Transmembrane protein
Om002G076030	303					
Om002G076040	462				GO:0003824	
Om002G076050	257					
Om002G076060	153	AT1G10000.1, AT2G06845.1, AT3G26855.1, AT3G27495.1, AT3G29791.1, AT4G09490.1, ATMG01250.1	AT5G49420.1	other	GO:0003674;GO:0005575;GO:0008150;GO:0004523;GO:0003676;GO:0005739;GO:0009507;GO:0016740;GO:0003964;GO:0003824	Beta-galactosidase related protein;Polynucleotidyl transferase, ribonuclease H-like superfamily protein;RNA-directed DNA polymerase (Reverse transcriptase)-related family protein;RNase H type-1 domain-containing protein;Ribonuclease H-like superfamily protein;Uncharacterized mitochondrial protein AtMg01250 (ORF102);Uncharacterized protein
Om002G076070	530					
Om002G076080	388	AT2G04400.1	AT2G04400.1	orthologue	GO:0000162;GO:0009507;GO:0009570;GO:0004640;GO:0004425;GO:0005507;GO:0006568	Indole-3-glycerol phosphate synthase, chloroplastic (IGPS) (EC 4.1.1.48)
Om002G076090	76	AT2G04410.1	AT2G04410.1	other	GO:0005886;GO:0003674;GO:0009506;GO:0005634;GO:0008150;GO:0005739	RPM1-interacting protein 4 (RIN4) family protein
Om002G076100	145	AT2G04520.1	AT2G04520.1	other	GO:0005739;GO:0003729;GO:0005634;GO:0006413;GO:0003743;GO:0005737;GO:0003723	Eukaryotic translation initiation factor 4C
Om002G076110	348	AT2G04530.1	AT2G04530.1	orthologue	GO:0042781;GO:0042780;GO:0008033;GO:0005634;GO:0009507;GO:0046872	tRNase Z TRZ2, chloroplastic (EC 3.1.26.11) (Chloroplast ribonuclease Z) (Chloroplast RNase Z) (Short tRNase Z 2) (Zinc phosphodiesterase CPZ) (tRNA 3 endonuclease) (tRNase ZS2) (AthTRZS2)
