Alyssum_gmelinii	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
Ag001G100150	476	AT5G66690.1, AT5G26310.1	AT5G26310.1	orthologue	GO:0047209;GO:0047218;GO:0005575;GO:0009808;GO:0016757;GO:0008194	UDP-glycosyltransferase 72E2 (EC 2.4.1.111) (Hydroxycinnamate 4-beta-glucosyltransferase UGT72E2) (EC 2.4.1.126);UDP-glycosyltransferase 72E3 (EC 2.4.1.111) (Hydroxycinnamate 4-beta-glucosyltransferase UGT72E3) (EC 2.4.1.126)
Ag001G100160	988	AT3G01380.2	AT3G01380.2	orthologue	GO:0006506;GO:0051377;GO:0005789;GO:0005783;GO:0005576;GO:0005739;GO:0016020;GO:0016740	GPI ethanolamine phosphate transferase 1 (EC 2.-.-.-)
Ag001G100170	109	AT4G23710.1	AT4G23710.1	orthologue	GO:0000221;GO:0016471;GO:0016887;GO:0005773;GO:0005794;GO:0046961;GO:0000325;GO:0005829;GO:1902600	V-type proton ATPase subunit G2 (V-ATPase subunit G2) (Vacuolar H(+)-ATPase subunit G isoform 2) (Vacuolar proton pump subunit G2)
Ag001G100180	352	AT3G01400.1	AT3G01400.1	orthologue	GO:0005737;GO:0005634;GO:0003674;GO:0005515	ARM repeat superfamily protein (T13O15.4 protein)
Ag001G100190	292	AT3G01410.1	AT3G01410.1	orthologue	GO:0005737;GO:0003676;GO:0005634;GO:0004523;GO:0016740	Polynucleotidyl transferase, ribonuclease H-like superfamily protein
Ag001G100200	640	AT3G01420.1	AT3G01420.1	orthologue	GO:0071732;GO:0042742;GO:1902609;GO:0009737;GO:0050832;GO:0009627;GO:0001561;GO:0020037;GO:0034614;GO:0071446;GO:0006629;GO:0005576;GO:0012511;GO:0006979;GO:0016702;GO:0009751;GO:0051213;GO:0004601;GO:0008219;GO:0009626;GO:0031408;GO:0046872;GO:0102672;GO:0016491	Alpha-dioxygenase 1 (Alpha DOX1) (EC 1.13.11.92) (Fatty acid dioxygenase AlphaDOX1) (Pathogen-induced oxygenase) (Plant alpha dioxygenase 1)
Ag001G100210	639	AT3G01420.1	AT3G01420.1	orthologue	GO:0071732;GO:0042742;GO:1902609;GO:0009737;GO:0050832;GO:0009627;GO:0001561;GO:0020037;GO:0034614;GO:0071446;GO:0006629;GO:0005576;GO:0012511;GO:0006979;GO:0016702;GO:0009751;GO:0051213;GO:0004601;GO:0008219;GO:0009626;GO:0031408;GO:0046872;GO:0102672;GO:0016491	Alpha-dioxygenase 1 (Alpha DOX1) (EC 1.13.11.92) (Fatty acid dioxygenase AlphaDOX1) (Pathogen-induced oxygenase) (Plant alpha dioxygenase 1)
Ag001G100220	624	AT3G01420.1	AT3G01420.1	orthologue	GO:0071732;GO:0042742;GO:1902609;GO:0009737;GO:0050832;GO:0009627;GO:0001561;GO:0020037;GO:0034614;GO:0071446;GO:0006629;GO:0005576;GO:0012511;GO:0006979;GO:0016702;GO:0009751;GO:0051213;GO:0004601;GO:0008219;GO:0009626;GO:0031408;GO:0046872;GO:0102672;GO:0016491	Alpha-dioxygenase 1 (Alpha DOX1) (EC 1.13.11.92) (Fatty acid dioxygenase AlphaDOX1) (Pathogen-induced oxygenase) (Plant alpha dioxygenase 1)
Ag001G100230	640	AT3G01420.1	AT3G01420.1	orthologue	GO:0071732;GO:0042742;GO:1902609;GO:0009737;GO:0050832;GO:0009627;GO:0001561;GO:0020037;GO:0034614;GO:0071446;GO:0006629;GO:0005576;GO:0012511;GO:0006979;GO:0016702;GO:0009751;GO:0051213;GO:0004601;GO:0008219;GO:0009626;GO:0031408;GO:0046872;GO:0102672;GO:0016491	Alpha-dioxygenase 1 (Alpha DOX1) (EC 1.13.11.92) (Fatty acid dioxygenase AlphaDOX1) (Pathogen-induced oxygenase) (Plant alpha dioxygenase 1)
Ag001G100240	639	AT3G01420.1	AT3G01420.1	orthologue	GO:0071732;GO:0042742;GO:1902609;GO:0009737;GO:0050832;GO:0009627;GO:0001561;GO:0020037;GO:0034614;GO:0071446;GO:0006629;GO:0005576;GO:0012511;GO:0006979;GO:0016702;GO:0009751;GO:0051213;GO:0004601;GO:0008219;GO:0009626;GO:0031408;GO:0046872;GO:0102672;GO:0016491	Alpha-dioxygenase 1 (Alpha DOX1) (EC 1.13.11.92) (Fatty acid dioxygenase AlphaDOX1) (Pathogen-induced oxygenase) (Plant alpha dioxygenase 1)
Ag001G100270	169	AT3G01430.1	AT3G01430.1	orthologue	GO:0003674;GO:0005634	NHL domain protein (T13O15.7 protein)
Ag001G100280	115	AT3G01435.2	AT3G01435.2	orthologue	GO:0016592;GO:0005515;GO:0005634;GO:0006357;GO:0003712	Mediator of RNA polymerase II transcription subunit 11;Mediator of RNA polymerase II transcription subunit 11 (Mediator complex subunit 11)
Ag001G100290	220	AT3G01440.1	AT3G01440.1	orthologue	GO:0009534;GO:0045156;GO:0009507;GO:0009767;GO:0009344;GO:0009535;GO:0009543;GO:0005829;GO:0019898;GO:0009654;GO:0005509;GO:0019684;GO:0009523;GO:0015979	Photosynthetic NDH subunit of lumenal location 3, chloroplastic (PsbQ-like protein 2)
Ag001G100300	275	AT3G18530.1, AT3G01450.1	AT3G01450.1	orthologue	GO:0005881;GO:0000226;GO:0005739;GO:0008017;GO:0005634;GO:0031110;GO:1902903	ARM repeat superfamily protein;ARM repeat superfamily protein (At3g01450) (T13O15.9 protein)
Ag001G100320	2143	AT3G01460.1	AT3G01460.1	orthologue	GO:0042393;GO:0004402;GO:0000812;GO:0005634;GO:0048573;GO:0006355;GO:0008327;GO:0010223;GO:0009506;GO:0040029;GO:0008270;GO:0003677;GO:0005515	Methyl-CpG-binding domain-containing protein 9 (AtMBD9) (MBD09) (EC 2.3.1.48) (Histone acetyl transferase MBD9) (Methyl-CpG-binding protein MBD9)
Ag001G100330	275	AT3G01470.1	AT3G01470.1	orthologue	GO:0045893;GO:0005515;GO:0001558;GO:0009965;GO:0003677;GO:0005634;GO:0043565;GO:0003700;GO:0017148;GO:0009637;GO:0000981;GO:0042803;GO:0009651;GO:0006355	Homeobox-leucine zipper protein HAT5 (HD-ZIP protein ATHB-1) (Homeodomain transcription factor ATHB-1) (Homeodomain-leucine zipper protein HAT5) (HD-ZIP protein 5)
Ag001G100340	437	AT3G01480.1	AT3G01480.1	orthologue	GO:0009543;GO:0009579;GO:0009535;GO:0009534;GO:0003755;GO:0009507;GO:0009570;GO:0005829;GO:0031977;GO:0010102;GO:0010207;GO:0042549;GO:0000413	Peptidyl-prolyl cis-trans isomerase CYP38, chloroplastic (PPIase CYP38) (EC 5.2.1.8) (Rotamase CYP38) (Thylakoid lumen PPIase)
Ag001G100350	401	AT3G01490.1	AT3G01490.1	orthologue	GO:0005515;GO:0005737;GO:1902456;GO:0005829;GO:0004712;GO:0004674;GO:0007165;GO:0009637;GO:0006468;GO:0001659;GO:0004713;GO:0005524;GO:0010114;GO:0071244;GO:0004672;GO:0005886	Protein kinase superfamily protein;Serine/threonine-protein kinase 54 (EC 2.7.11.1) (Protein CONVERGENCE OF BLUE LIGHT AND CO2 1)
Ag001G100360	200	AT5G14750.1	AT5G14750.1	other	GO:0000976;GO:0005515;GO:0045893;GO:0005634;GO:0006355;GO:0048765;GO:0003700;GO:0030154;GO:0045165;GO:0003677	Myb domain protein 66;Transcription factor WER (Myb-related protein 66) (AtMYB66) (Protein WEREWOLF)
Ag001G100370	346	AT3G01500.2	AT3G01500.2	orthologue	GO:0009941;GO:0005829;GO:0009535;GO:0009579;GO:0004089;GO:0010037;GO:0010319;GO:0003729;GO:0009570;GO:0048046;GO:0009507;GO:0005737;GO:0015976;GO:2000122;GO:0008270;GO:0010119;GO:0005886;GO:0009409;GO:0015979;GO:0050832	Beta carbonic anhydrase 1, chloroplastic (AtbCA1) (AtbetaCA1) (EC 4.2.1.1) (Beta carbonate dehydratase 1) (Protein SALICYLIC ACID-BINDING PROTEIN 3) (AtSABP3);Carbonic anhydrase (EC 4.2.1.1) (Carbonate dehydratase)
Ag001G100380	589	AT3G01510.1	AT3G01510.1	orthologue	GO:0009507;GO:0005983;GO:0009570;GO:0009569;GO:0006470;GO:0019203;GO:0043036;GO:0004721;GO:0044042;GO:0005515;GO:0016311	Like SEX4 1;Phosphoglucan phosphatase LSF1, chloroplastic (EC 3.1.3.-) (Phosphoglucan phosphatase like sex Four1) (Protein LIKE SEX4 1)
Ag001G100390	219	AT3G01513.1	AT3G01513.1	orthologue	GO:0003674;GO:0005575	Uncharacterized protein
Ag001G100400	547					
Ag001G100410	165	AT3G01516.1	AT3G01516.1	orthologue	GO:0005634;GO:0003674;GO:0016020	At3g01516 (Transmembrane protein)
Ag001G100420	175	AT3G01520.1	AT3G01520.1	orthologue	GO:0005737;GO:0016208;GO:0005829;GO:0005886	Universal stress protein A-like protein
Ag001G100430	214	AT3G01530.1	AT3G01530.1	orthologue	GO:0009740;GO:0080086;GO:0006355;GO:0005634;GO:1990841;GO:0048443;GO:0003700;GO:0009867;GO:0043565;GO:0000976;GO:0005515	Transcription factor MYB57 (Myb-related protein 57) (AtMYB57)
Ag001G100440	627	AT3G01540.2	AT3G01540.2	orthologue	GO:1990904;GO:0005515;GO:0005634;GO:0006364;GO:0016887;GO:0003724;GO:0003729;GO:0005730;GO:0005737;GO:0000184;GO:0003723;GO:0005524;GO:0003676	DEAD-box ATP-dependent RNA helicase 14 (EC 3.6.4.13)
Ag001G100450	377	AT3G01550.1	AT3G01550.1	orthologue	GO:0009507;GO:0005886;GO:0015713;GO:0015714;GO:0009670;GO:0015120;GO:0005794;GO:0015297;GO:0015121;GO:0035436;GO:0031969;GO:0015605;GO:0016020;GO:0022857;GO:0055085	Phosphoenolpyruvate (Pep)/phosphate translocator 2;Phosphoenolpyruvate/phosphate translocator 2, chloroplastic (AtPPT2)
Ag001G100460	545	AT3G01560.1	AT3G01560.1	orthologue	GO:0009651;GO:0006970;GO:0042735;GO:0009507;GO:0043130;GO:0009737;GO:0005515;GO:0016301	Proline-rich receptor-like kinase, putative (DUF1421)
Ag001G100470	188	AT3G01570.1	AT3G01570.1	orthologue	GO:0050826;GO:0019915;GO:0003674;GO:0012511;GO:0010344;GO:0009791;GO:0016020;GO:0048608	Oleosin 5
Ag001G100500	305	AT3G01590.1	AT3G01590.1	orthologue	GO:0005737;GO:0005634;GO:0005975;GO:0047938;GO:0030246;GO:0003824;GO:0016853	glucose-6-phosphate 1-epimerase (EC 5.1.3.15)
Ag001G100510	362	AT3G01600.1	AT3G01600.1	orthologue	GO:0000976;GO:0005634;GO:0003700;GO:0006355;GO:0005515;GO:0003677	NAC domain containing protein 44
Ag001G100520	818	AT3G01610.2	AT3G01610.2	orthologue	GO:0005634;GO:0005524;GO:0009793;GO:0016887;GO:1990275;GO:0042254;GO:0005856;GO:0009524;GO:0015031;GO:0051301;GO:0005737	Cell division control protein 48 homolog C (AtCDC48c) (Protein EMBRYO DEFECTIVE 1354);Cell division cycle 48C
Ag001G100530	388	AT3G01620.1	AT3G01620.1	orthologue	GO:0006487;GO:0016757;GO:0003830;GO:0005794;GO:0006044;GO:0016020	Beta-1,4-N-acetylglucosaminyltransferase family protein (F4P13.16 protein) (Glycosyltransferase)
Ag001G100540	565	AT3G01630.2	AT3G01630.2	orthologue	GO:0005739;GO:0016020;GO:0003674;GO:0008150	F4P13.17 protein (Major facilitator superfamily protein);Major facilitator superfamily protein
Ag001G100550	366	AT3G01640.2	AT3G01640.2	orthologue	GO:0004496;GO:0008266;GO:0005737;GO:0048868;GO:0047940;GO:0005829;GO:0006020;GO:0042546;GO:0019287;GO:0005524;GO:0046872;GO:0016301	Glucuronokinase 1 (AtGlcAK1) (EC 2.7.1.43);glucuronokinase (EC 2.7.1.43)
Ag001G100560	845				GO:0008270;GO:0003677;GO:0004803;GO:0006313	
Ag001G100570	133	AT4G07445.1, AT1G48285.1, AT2G37125.1	AT1G48285.1	other	GO:0005575;GO:0003674;GO:0008150;GO:0008270;GO:0005634;GO:0016020	GRF zinc finger protein;Uncharacterized protein
Ag001G100580	469	AT3G01650.1	AT3G01650.1	orthologue	GO:0070534;GO:0016567;GO:0061630;GO:0009789;GO:0005886;GO:0080148;GO:0005515;GO:0005634;GO:0004842;GO:0009850;GO:0009690;GO:0008270;GO:0009738	E3 ubiquitin-protein ligase RGLG1 (EC 2.3.2.27) (RING domain ligase 1)
Ag001G100590	274	AT3G01660.1	AT3G01660.1	orthologue	GO:0008757;GO:0005575;GO:0032259	At3g01660 (F4P13.20 protein) (S-adenosyl-L-methionine-dependent methyltransferases superfamily protein)
Ag001G100640	838	AT3G01670.2	AT3G01670.2	orthologue	GO:0042803;GO:0005634;GO:0010088;GO:0005515;GO:0009507	Protein SIEVE ELEMENT OCCLUSION A (AtSEOa) (Protein SIEVE ELEMENT OCCLUSION-RELATED 2) (AtSEOR2);Sieve element occlusion protein
Ag001G100660	742	AT3G01680.1	AT3G01680.1	orthologue	GO:0005634;GO:0010088;GO:0042803	Protein SIEVE ELEMENT OCCLUSION B (AtSEOb) (Protein SIEVE ELEMENT OCCLUSION-RELATED 1) (AtSEOR1)
Ag001G100670	367	AT3G01690.1	AT3G01690.1	orthologue	GO:0005515;GO:0005634	Alpha/beta-Hydrolases superfamily protein (At3g01690) (F28J7.1 protein) (F4P13.23 protein)
Ag001G100680	136	AT3G01700.1	AT3G01700.1	orthologue	GO:0009860;GO:0005886;GO:0003674;GO:0016020;GO:0098552	Classical arabinogalactan protein 11
Ag001G100690	385	AT3G01710.3	AT3G01710.3	orthologue	GO:0008150;GO:0005634;GO:0003674;GO:0005737;GO:0005874	TPX2 (Targeting protein for Xklp2) protein family
Ag001G100700	821	AT3G01720.1	AT3G01720.1	orthologue	GO:0005575;GO:0016757;GO:0005789	Peptidyl serine alpha-galactosyltransferase (AtSGT1) (EC 2.4.1.-)
Ag001G100710	128	AT3G01740.1, AT5G14290.1	AT3G01740.1	orthologue	GO:0003735;GO:0005762;GO:0008150;GO:0005829;GO:0005739	Large ribosomal subunit protein mL54
Ag001G100720	128	AT3G01740.1, AT5G14290.1	AT3G01740.1	orthologue	GO:0003735;GO:0005762;GO:0008150;GO:0005829;GO:0005739	Large ribosomal subunit protein mL54
Ag001G100730	665	AT3G01750.1	AT3G01750.1	orthologue	GO:0005737;GO:0003674;;GO:0005515	Ankyrin repeat family protein (F28J7.8 protein) (F4P13.30 protein)
Ag001G100740	673	AT3G01770.1	AT3G01770.1	orthologue	GO:0045893;GO:0005515;GO:0005634;GO:0009737	Bromodomain and extraterminal domain protein 10;Transcription factor GTE11 (BROMODOMAIN AND EXTRATERMINAL DOMAIN PROTEIN 10) (AtBET10) (Bromodomain-containing protein GTE11) (Protein GLOBAL TRANSCRIPTION FACTOR GROUP E11)
Ag001G100750	1186	AT3G01780.1	AT3G01780.1	orthologue	GO:0005515;GO:0006897;GO:0005737;GO:0009555;GO:0005634;GO:0042802;GO:0005886;GO:0005829;GO:0009506;GO:0009504;GO:0009524;GO:0000911;GO:0005856	ARM repeat superfamily protein;Protein TPLATE
Ag001G100760	204	AT3G01790.1	AT3G01790.1	orthologue	GO:0009507;GO:0003729;GO:0003735;GO:0005840;GO:0005762;GO:0017148;GO:0005739;GO:0006412;GO:1990904	At1g01640 (Ribosomal protein L13 family protein) (Uncharacterized protein At3g01790);Ribosomal protein L13 family protein
Ag001G100770	268	AT3G01800.1	AT3G01800.1	orthologue	GO:0006412;GO:0005829;GO:0043023;GO:0005739	Ribosome-recycling factor, chloroplastic (Ribosome-releasing factor, chloroplastic)
Ag001G100780	929	AT3G01810.1	AT3G01810.1	orthologue	GO:0005643;GO:0005634;GO:0003674	EEIG1/EHBP1 protein amino-terminal domain protein (F28J7.14 protein)
Ag001G100790	261	AT3G01820.1	AT3G01820.1	orthologue	GO:0004017;GO:0005739;GO:0005737;GO:0005524;GO:0006139;GO:0019205	Probable adenylate kinase 7, mitochondrial (EC 2.7.4.3) (ATP-AMP transphosphorylase 7) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase 7) (AMK7)
Ag001G100800	139	AT3G01830.1	AT3G01830.1	orthologue	GO:0005634;GO:0005509	Probable calcium-binding protein CML40 (Calmodulin-like protein 40)
Ag001G100810	648	AT3G01840.1	AT3G01840.1	orthologue	GO:0009507;GO:0004672;GO:0016310;GO:0005515;GO:0005886;GO:0005524;GO:0006468	Protein LYK2 (LysM domain receptor-like kinase 2) (LysM-containing receptor-like kinase 2)
Ag001G100820	271	AT3G01850.1	AT3G01850.1	orthologue	GO:0005975;GO:0006098;GO:0009507;GO:0009052;GO:0046872;GO:0005737;GO:0004750;GO:0016857;GO:0005829	Aldolase-type TIM barrel family protein;Ribulose-phosphate 3-epimerase (EC 5.1.3.1)
Ag001G100830	205	AT3G01860.1	AT3G01860.1	orthologue	GO:0003674;GO:0005634	F28J7.19 protein;Uncharacterized protein At3g01860
Ag001G100840	578	AT3G01870.1	AT3G01870.1	orthologue	GO:0003674;GO:0005886;GO:0005576;GO:0008150;GO:1990170	F28J7.20 protein
Ag001G100850	578	AT3G01880.1	AT3G01880.1	orthologue	GO:0008150;GO:0003674;GO:0005576	F1C9.34 protein (F28J7.21 protein) (Vacuolar sorting-associated protein (DUF946))
Ag001G100860	497	AT3G01900.1	AT3G01900.1	orthologue	GO:0004497;GO:0016705;GO:0005576;GO:0020037;GO:0005506	Cytochrome P450, family 94, subfamily B, polypeptide 2 (Putative cytochrome P450)
Ag001G100870	393	AT3G01910.1	AT3G01910.1	orthologue	GO:0015994;GO:0020037;GO:0006790;GO:0010477;GO:0009507;GO:0005829;GO:0005777;GO:0043546;GO:0030151;GO:0005739;GO:0008482;GO:0016491	Sulfite oxidase (EC 1.8.3.1);Sulfite oxidase (EC 1.8.3.1) (Moco-containing protein AtMCP) (At-SO) (AtSOX)
Ag001G100880	284	AT3G01920.2	AT3G01920.2	orthologue	GO:0005829;GO:0003725;GO:0005737;GO:0003729	Threonylcarbamoyl-AMP synthase
Ag001G100890	580	AT3G01930.2	AT3G01930.2	orthologue	GO:0003674;GO:0005739;GO:0005886;GO:0016020	F1C9.29 protein (F28J7.26 protein) (Major facilitator superfamily protein);Major facilitator superfamily protein
Ag001G100910	336	AT3G06550.2	AT3G06550.2	other	GO:0005794;GO:0045492;GO:1990937;GO:0050832;GO:0045491;GO:0010411;GO:0000138;GO:0005976;GO:0009834;GO:0005783;GO:0016407;GO:0000139;GO:0005789;GO:0016491;GO:0016740;GO:0005975	Protein REDUCED WALL ACETYLATION 2 (EC 2.3.1.-)
Ag001G100920	70	AT3G01940.1	AT3G01940.1	orthologue	GO:0003674;GO:0016020	F1C9.28 protein (F28J7.27 protein) (Transmembrane protein, putative (DUF 3339))
Ag001G100930	70	AT3G01950.1	AT3G01950.1	orthologue	GO:0016020;GO:0003674;GO:0004601	At3g01950 (F1C9.27 protein) (F28J7.28 protein) (GPI-anchored protein) (Peroxidase (DUF 3339))
Ag001G100940	126	AT3G01960.1	AT3G01960.1	orthologue	GO:0008150;GO:0003674;GO:0005575	At3g01960 (F1C9.26 protein) (F28J7.29 protein)
Ag001G100950	70	AT5G14105.1	AT5G14105.1	other	GO:0008150;GO:0045271;GO:0003674	At5g14105
Ag001G100960	153	AT3G01970.1	AT3G01970.1	orthologue	GO:0005515;GO:0000976;GO:0003700;GO:0006355;GO:0006817;GO:0008134;GO:0046686;GO:0005634;GO:0046872;GO:0043565	Probable WRKY transcription factor 45 (AT.I.24-4) (WRKY DNA-binding protein 45)
Ag001G100970	267	AT3G01980.3	AT3G01980.3	orthologue	GO:0005777;GO:0005739;GO:0003674;GO:0016020	AT3g01980/F28J7_36 (NAD(P)-binding Rossmann-fold superfamily protein);F28J7.36 protein (NAD(P)-binding Rossmann-fold superfamily protein);NAD(P)-binding Rossmann-fold superfamily protein;NAD(P)-binding Rossmann-fold superfamily protein (Putative dehydrogenase)
Ag001G100980	443	AT3G01990.5	AT3G01990.5	orthologue	GO:0016597;GO:0005515;GO:0009507	ACT domain-containing protein ACR (Protein ACT DOMAIN REPEATS);ACT domain-containing protein ACR6 (Protein ACT DOMAIN REPEATS 6)
Ag001G100990	134	AT3G02000.1	AT3G02000.1	orthologue	GO:0048448;GO:0000122;GO:0005515;GO:0005634;GO:0045892;GO:0005737;GO:0048441;GO:0048653;GO:0048451;GO:0003756;GO:0015036	Glutaredoxin-C7 (AtGrxC7) (Protein ROXY 1)
Ag001G101000	551	AT3G02020.1	AT3G02020.1	orthologue	GO:0009089;GO:0004072;GO:0009067;GO:0009507;GO:0005829;GO:0009088;GO:0009090;GO:0005524;GO:0008652;GO:0009570	Aspartokinase 3, chloroplastic (EC 2.7.2.4) (Aspartate kinase 3)
Ag001G101010	364	AT5G14040.1	AT5G14040.1	other	GO:0005739;GO:0009505;GO:0005315;GO:0035435;GO:0009651;GO:1990547;GO:0003729;GO:0005743;GO:0009507;GO:0000325	Mitochondrial phosphate carrier protein 3, mitochondrial (Mitochondrial phosphate transporter 3) (MPT3) (Phosphate transporter 3;1)
Ag001G101020	651	AT3G02030.2	AT3G02030.2	orthologue	GO:0016020;GO:0003674;GO:0004144;GO:0019432;GO:0008374	Transferase
Ag001G101030	372	AT3G02040.1	AT3G02040.1	orthologue	GO:0071456;GO:0005737;GO:0046475;GO:0009536;GO:0000287;GO:0030643;GO:0006629;GO:0008889;GO:0006071;GO:0009507;GO:0008081	Glycerophosphodiester phosphodiesterase GDPD1, chloroplastic (EC 3.1.4.46) (Glycerophosphodiester phosphodiesterase 1) (AtGDPD1) (Protein SENESCENCE-RELATED GENE 3)
Ag001G101040	486	AT3G19340.1	AT3G19340.1	orthologue	GO:0005886;GO:0003674;GO:0005783;GO:0005829;GO:0004177	Aminopeptidase (DUF3754)
Ag001G101050	343	AT3G19330.1	AT3G19330.1	orthologue	GO:0005634;GO:0008150;GO:0005739;GO:0003674;GO:0016020	UPF0496 protein At3g19330
Ag001G101060	783	AT3G02050.1	AT3G02050.1	orthologue	GO:0006813;GO:0071805;GO:0015079;GO:0005829;GO:0009507;GO:0016020;GO:0005886	Potassium transporter 4 (AtKT4) (AtKUP3) (AtPOT4)
Ag001G101070	813	AT3G02060.1	AT3G02060.1	orthologue	GO:0005634;GO:0003674;GO:0003677;GO:0004386;GO:0005524;GO:0009507;GO:0016887;GO:0003676;GO:0006281	ATP-dependent DNA helicase At3g02060, chloroplastic (EC 3.6.4.12)
Ag001G101080	501	AT3G02065.2	AT3G02065.2	orthologue	GO:0003729;GO:0005634;GO:0003724;GO:0009507;GO:0003723;GO:0005524;GO:0008270;GO:0016887;GO:0003676	DEAD-box ATP-dependent RNA helicase 41 (EC 3.6.4.13)
Ag001G101090	219	AT3G02070.1	AT3G02070.1	orthologue	GO:0005737;GO:0004843;GO:0005886;GO:0006508;GO:0016579	OVARIAN TUMOR DOMAIN-containing deubiquitinating enzyme 12 (OTU domain-containing protein 12) (EC 3.4.19.12) (Deubiquitinating enzyme OTU12)
Ag001G101100	216	AT1G32700.1	AT1G32700.1	orthologue	GO:0005515;GO:0005634	At1g32700 (PLATZ transcription factor family protein);PLATZ transcription factor family protein
Ag001G101110	130	AT1G32710.1	AT1G32710.1	orthologue	GO:0004129;GO:0045277;GO:0003674;GO:0005739	Putative cytochrome c oxidase subunit 6b-like
Ag001G101120	327	AT1G32730.1	AT1G32730.1	orthologue	GO:0009507;GO:0003674;GO:0005634	Electron carrier/iron ion-binding protein (F6N18.11)
Ag001G101130	17					
Ag001G101140	275	AT1G32740.1	AT1G32740.1	orthologue	GO:0004842;GO:0005634;GO:0008270	SBP (S-ribonuclease binding protein) family protein
Ag001G101150	1903	AT1G32750.1, AT3G19040.2	AT1G32750.1	orthologue	GO:0051123;GO:0005669;GO:0004402;GO:0009294;GO:0017025;GO:0016251;GO:0005634;GO:0006366;GO:0009416;GO:0005515	Histone acetyltransferase of the TAFII250 family 2;Transcription initiation factor TFIID subunit 1 (TAFII250-A) (TBP-associated factor 1) (AtTAF1) (Transcription initiation factor TFIID subunit 1-A);Transcription initiation factor TFIID subunit 1b (TAFII250-B) (TBP-associated factor 1b) (AtTAF1b) (Transcription initiation factor TFIID subunit 1-B)
Ag001G101160	4199	AT4G17140.3	AT4G17140.3	orthologue	GO:0005829;GO:0000325;GO:0005886;GO:0045053;GO:0005794;GO:0006623;GO:0009506;GO:0003674;GO:0006869	Pleckstrin homology (PH) domain-containing protein
Ag001G101170	433	AT4G17100.1	AT4G17100.1	orthologue	GO:0005829;GO:0004521;GO:0005634;GO:0003746;GO:0003924;GO:0005525;GO:0016787	Nucleotide-sugar transporter family protein (Poly(U)-specific endoribonuclease-B protein) (RNA polymerase II, Rpb4, core protein);Poly(U)-specific endoribonuclease-B protein
Ag001G101200	550	AT4G17090.1	AT4G17090.1	orthologue	GO:0000024;GO:0009570;GO:0016161;GO:0005983;GO:0009409;GO:0005576;GO:0005829;GO:0000272	Beta-amylase 3, chloroplastic (EC 3.2.1.2) (1,4-alpha-D-glucan maltohydrolase) (Beta-amylase 8) (Chloroplast beta-amylase) (CT-BMY)
Ag001G101210	58	AT4G17085.1	AT4G17085.1	orthologue	GO:0005801;GO:0008150;GO:0005783;GO:0005515;GO:0016020	Membrane lipoprotein
Ag001G101220	189	AT3G15750.1, AT1G34570.1	AT1G34570.1	other	GO:0003674;GO:0005575;GO:0008150;GO:0005634;GO:0005737	Essential protein Yae1, N-terminal
Ag001G101230	484	AT4G17080.1, AT2G35170.1	AT4G17080.1	orthologue	GO:0003674;GO:0005737;GO:0005794;GO:0005811;GO:0008168;GO:0016020;GO:0032259	AT4g17080/dl4570w (Histone H3 K4-specific methyltransferase SET7/9 family protein);At2g35170/T4C15.16 (Expressed protein) (Histone H3 K4-specific methyltransferase SET7/9 family protein)
Ag001G101240	339	AT4G17070.1	AT4G17070.1	orthologue	GO:0006979;GO:0005737;GO:0003674;GO:0003755;GO:0016020;GO:0000413	AT4g17070/dl4565c (Peptidyl-prolyl cis-trans isomerase)
