Arabis_alpina	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
Aa_G162310.h1.t1	374	AT1G76680.2, AT1G76690.1	AT1G76680.2	orthologue	GO:0010181;GO:0071456;GO:0010150;GO:0009611;GO:0005737;GO:0005829;GO:0031407;GO:0005515;GO:0016629;GO:0031408;GO:0009751;GO:0016491;GO:0005739;GO:0006629;GO:0009695;GO:0006633	12-oxophytodienoate reductase 1;12-oxophytodienoate reductase 1 (EC 1.3.1.42) (12-oxophytodienoate-10,11-reductase 1) (AtOPR1) (OPDA-reductase 1) (FS-AT-I);12-oxophytodienoate reductase 2 (EC 1.3.1.42) (12-oxophytodienoate-10,11-reductase 2) (AtOPR2) (OPDA-reductase 2) (4,5-didehydrojasmonate reductase) (EC 1.3.1.-)
Aa_G162320.h1.t1	278	AT5G16830.1	AT5G16830.1	orthologue	GO:0012505;GO:0006906;GO:0005515;GO:0005770;GO:0005484;GO:0045324;GO:0006886;GO:0031201;GO:0048278;GO:0006896;GO:0006623;GO:0016020;GO:0000149;GO:0030140;GO:0005794;GO:0061025;GO:0016192	Syntaxin-21 (AtSYP21) (PEP12 homolog) (AtPEP12) (aPEP12)
Aa_G162330.h1.t1	476	AT5G16820.1	AT5G16820.1	orthologue	GO:0006357;GO:0005634;GO:0006355;GO:0009408;GO:0000978;GO:0003700;GO:0034605;GO:0043565;GO:0005515;GO:0003677;GO:0005737	Heat stress transcription factor A-1b (AtHsfA1b) (AtHsf-18) (Heat shock factor protein 3) (HSF 3) (Heat shock transcription factor 3) (HSTF 3)
Aa_G162340.h1.t1	420	AT5G16810.1	AT5G16810.1	orthologue	GO:0009507;GO:0005524;GO:0004672;GO:0006468	Protein kinase superfamily protein
Aa_G162350.h1.t1	270	AT5G16800.3	AT5G16800.3	orthologue	GO:0007059;GO:0006473;GO:0006474;GO:0005737;GO:0004596;GO:0000139;GO:0004402;GO:0005634;GO:0016020;GO:0006325;GO:0016747;GO:0017196	N-alpha-acetyltransferase 60 (EC 2.3.1.259) (EC 2.3.1.48)
Aa_G162360.h1.t1	237	AT5G16790.1	AT5G16790.1	orthologue	GO:0003674;GO:0000445;GO:0006406;GO:0000347;GO:0005634;GO:0003723;GO:0006397;GO:0008380;GO:0051028	THO complex subunit 7A (THO complex subunit 7) (AtTHO7)
Aa_G162370.h1.t1	843	AT5G16780.1	AT5G16780.1	orthologue	GO:0048528;GO:0000481;GO:0010588;GO:0005634;GO:0045292;GO:0048364;GO:0009933;GO:0009908;GO:0048367;GO:0046540;GO:0010087;GO:0005730;GO:0048366;GO:0000398;GO:0010305;GO:0003674	SART-1 family protein DOT2 (Protein DEFECTIVELY ORGANIZED TRIBUTARIES 2) (Protein MERISTEM-DEFECTIVE)
Aa_G162380.h1.t1	88					
Aa_G162390.h1.t1	941	AT1G42540.1	AT1G42540.1	orthologue	GO:0005262;GO:0009416;GO:0005886;GO:0071230;GO:0038023;GO:0009864;GO:0019722;GO:0009630;GO:0005217;GO:0022849;GO:0050832;GO:0015276;GO:0008066;GO:0045087;GO:0007267;GO:0009611;GO:0006816;GO:0006874;GO:0016020	Glutamate receptor 3.3;Glutamate receptor 3.3 (AtGLR3.3) (Glutamate receptor-like protein 3.3) (Ligand-gated ion channel 3.3)
Aa_G16240.h1.t1	314	AT2G45430.1	AT2G45430.1	other	GO:0005634;GO:0009640;GO:0010228;GO:0005515;GO:0003700;GO:0042826;GO:0009647;GO:0003680;GO:0009908	AT-hook motif nuclear-localized protein 22
Aa_G162400.h1.t1	41					
Aa_G162410.h1.t1	103					
Aa_G162420.h1.t1	157	AT1G62510.1	AT1G62510.1	orthologue	GO:0005575;GO:0003674	At1g62510 (Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein) (Similar to 14KD proline-rich protein DC2.15) (T3P18.7)
Aa_G162430.h1.t1	333	AT1G62500.1	AT1G62500.1	orthologue	GO:0005575;GO:0003674	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein (Putative proline-rich cell wall protein) (T3P18.6)
Aa_G162440.h1.t1	457	AT3G46950.1	AT3G46950.1	other	GO:0006355;GO:0003690;GO:0005739;GO:0003676;GO:0006353;GO:0009507;GO:0009658;GO:0043231	Mitochondrial transcription termination factor family protein
Aa_G162450.h1.t1	478	AT1G58260.1	AT1G58260.1	other	GO:0005506;GO:0008150;GO:0016705;GO:0009507;GO:0016709;GO:0020037;GO:0016020;GO:0002229;GO:0006569;GO:0009625;GO:0009682;GO:0009684;GO:0010120;GO:0052544;GO:0004497	Cytochrome P450, putative (Cytochrome p450 79c2) (F19C14.12 protein)
Aa_G162460.h1.t1	127				GO:0003676;GO:0003887;GO:0006261;GO:0006287;GO:0006297;GO:0008296;GO:0043625;GO:0045004	
Aa_G16250.h1.t1	262	AT2G45420.1	AT2G45420.1	orthologue	GO:0009755;GO:0045893;GO:0010089;GO:0010311;GO:0046982;GO:0005515;GO:0000987;GO:0001216;GO:0005634;GO:1990110	LOB domain-containing protein 18 (ASYMMETRIC LEAVES 2-like protein 20) (AS2-like protein 20)
Aa_G162570.h1.t1	38					
Aa_G162580.h1.t1	975	AT2G24130.2	AT2G24130.2	orthologue	GO:0004672;GO:0005886;GO:0004674;GO:0005515;GO:0005524;GO:0009617;GO:0106310;GO:0006468;GO:0033612	Putative leucine-rich repeat receptor-like serine/threonine-protein kinase At2g24130 (EC 2.7.11.1);non-specific serine/threonine protein kinase (EC 2.7.11.1)
Aa_G162590.h1.t1	315	AT2G24140.2	AT2G24140.2	orthologue	GO:0008150;GO:0000139;GO:0005737;GO:0005634;GO:0015629;GO:0080115	Expressed protein;GTD-binding domain-containing protein
Aa_G16260.h1.t1	213	AT2G45410.1	AT2G45410.1	orthologue	GO:0005634;GO:0001216;GO:0045893;GO:0009755;	LOB domain-containing protein 19 (ASYMMETRIC LEAVES 2-like protein 23) (AS2-like protein 23)
Aa_G162600.h1.t1	341	AT2G24150.1	AT2G24150.1	orthologue	GO:0009725;GO:0005739;GO:0009744;GO:0006979;GO:0038023;GO:0016020;GO:0046872	Heptahelical protein 3;Heptahelical transmembrane protein 3 (PAQR family protein HHP3)
Aa_G162610.h1.t1	149	AT5G11650.1	AT5G11650.1	other	GO:0005783;GO:0009507;GO:0016020;GO:0016298;GO:0005794	Alpha/beta-Hydrolases superfamily protein;Alpha/beta-Hydrolases superfamily protein (At5g11650) (Lysophospholipase-like protein)
Aa_G162620.h1.t1	113					
Aa_G162630.h1.t1	634	AT2G24170.1	AT2G24170.1	orthologue	GO:0005576;GO:0016020;GO:0005794;GO:0003674;GO:0072657;GO:0000139;GO:0010008	Transmembrane 9 superfamily member;Transmembrane 9 superfamily member 10 (Endomembrane protein 3) (Transmembrane nine protein 10) (AtTMN10)
Aa_G162640.h1.t1	633	AT1G16030.1, AT3G12580.1	AT3G12580.1	orthologue	GO:0042026;GO:0005737;GO:0009617;GO:0016567;GO:0009408;GO:0005829;GO:0010494;GO:0000325;GO:0140662;GO:0006457;GO:0009505;GO:0005515;GO:0009266;GO:0005886;GO:0044183;GO:0009615;GO:0005794;GO:0005524;GO:0009507;GO:0051085;GO:0031072;GO:0016887;GO:0005739;GO:0031625;GO:0005634	Heat shock 70 kDa protein 4 (Heat shock cognate 70 kDa protein 4) (Heat shock cognate protein 70-4) (AtHsc70-4) (Heat shock protein 70-4) (AtHsp70-4);Heat shock 70 kDa protein 5 (Heat shock protein 70-5) (AtHsp70-5) (Heat shock protein 70b)
Aa_G162650.h1.t1	382	AT1G56410.1	AT1G56410.1	orthologue	GO:0009408;GO:0009941;GO:0009507;GO:0042026;GO:0005829;GO:0044183;GO:0006457;GO:0016887;GO:0051085;GO:0005737;GO:0031072;GO:0140662;GO:0005524	Heat shock 70 kDa protein 18 (Heat shock protein 70-18) (AtHsp70-18) (Heat-shock protein 70T-1)
Aa_G16270.h1.t1	358	AT2G45400.1	AT2G45400.1	orthologue	GO:0010422;GO:0016131;GO:0005634;GO:0016132;GO:0009813;GO:0009646;GO:0016616;GO:0005737;GO:0016491	NAD(P)-binding Rossmann-fold superfamily protein;Protein BRI1-5 ENHANCED 1 (EC 1.1.1.-)
Aa_G162760.h1.t1	59					
Aa_G162760.h2.t1	59					
Aa_G162770.h1.t1	262	AT2G43590.1	AT2G43590.1	other	GO:0004568;GO:0016998;GO:0099503;GO:0005576;GO:0000272;GO:0006032;GO:0006952;GO:0008061;GO:0008843;GO:0005975	Endochitinase At2g43590 (EC 3.2.1.14)
Aa_G162780.h1.t1	749					
Aa_G16280.h1.t1	214	AT3G60960.1	AT3G60960.1	other	GO:0005739;GO:0003729;GO:0005515	Pentatricopeptide repeat-containing protein At3g60960, mitochondrial
Aa_G162800.h1.t1	65					
Aa_G162810.h1.t1	367	AT5G47500.1	AT5G47500.1	orthologue	GO:0005576;GO:0045490;GO:0030599;GO:0042545;GO:0052689	Probable pectinesterase 68 (PE 68) (EC 3.1.1.11) (Pectin methylesterase 68) (AtPME68)
Aa_G162820.h1.t1	1358	AT5G47490.1	AT5G47490.1	orthologue	GO:0006914;GO:0007030;GO:0070973;GO:0070971;GO:0012507;GO:0048208;GO:0005634;GO:0003674;GO:0000139;GO:0015031;GO:0016192;GO:0005794;GO:0046907	Protein transport protein SEC16B homolog (Protein MAIGO 5 homolog);Protein transport protein sec16
Aa_G162830.h1.t1	1351	AT5G47480.1	AT5G47480.1	orthologue	GO:0006914;GO:0005515;GO:0048208;GO:0012507;GO:0007030;GO:0070973;GO:0070971;GO:0005634;GO:0000139;GO:0015031;GO:0016192;GO:0005795;GO:0046907	Protein transport protein SEC16A homolog (Protein MAIGO 5);Protein transport protein sec16
Aa_G162840.h1.t1	336	AT5G47470.2	AT5G47470.2	orthologue	GO:0022857;GO:0008150;GO:0005886;GO:0016020	WAT1-related protein;WAT1-related protein At5g47470
Aa_G162850.h1.t1	485	AT5G47460.1	AT5G47460.1	orthologue	GO:0009451;GO:0009507;GO:0003723;GO:0005515	Putative pentatricopeptide repeat-containing protein At5g47460
Aa_G162860.h1.t1	99	AT4G17310.1	AT4G17310.1	other	GO:0005739;GO:0008150;GO:0003674;	At4g17310;Protein NUCLEAR FUSION DEFECTIVE 6, chloroplastic/mitochondrial
Aa_G162870.h1.t1	250	AT5G47450.1	AT5G47450.1	orthologue	GO:0009705;GO:0015250;GO:0015200;GO:0042807;GO:0015267;GO:0008519;GO:0006833;GO:0016020;GO:0055085	Aquaporin TIP2-3 (Tonoplast intrinsic protein 2-3) (AtTIP2;3)
Aa_G162880.h1.t1	408	AT5G47440.1	AT5G47440.1	orthologue	GO:0005634;GO:0009734;GO:0010087;GO:0035091;GO:0005794;GO:0010305;GO:0007165	At5g47440 (Auxin canalization protein (DUF828))
Aa_G162890.h1.t1	325	AT5G47435.1	AT5G47435.1	orthologue	GO:0009507;GO:0006189;GO:0008864;GO:0046653;GO:0005739;GO:0009853;GO:0006730;GO:0009058	Formyltetrahydrofolate deformylase 1, mitochondrial (EC 3.5.1.10)
Aa_G16290.h1.t1	409	AT3G60980.1	AT3G60980.1	other	GO:0003674;GO:0006979;GO:0005739;GO:0005515	Pentatricopeptide repeat-containing protein At3g60980, mitochondrial
Aa_G162900.h1.t1	876	AT5G47430.6	AT5G47430.6	orthologue	GO:0005634;GO:0006511;GO:0061630;GO:0008270;GO:0003676;GO:0016567;GO:0006397;GO:0016020	DWNN domain, a CCHC-type zinc finger;E3 ubiquitin ligase PQT3-like (EC 2.3.2.27)
Aa_G162910.h1.t1	282	AT5G47420.1	AT5G47420.1	orthologue	GO:0005783;GO:0009507;GO:1904292;GO:0000836;GO:0005515;GO:0030968	Tryptophan RNA-binding attenuator protein-like protein
Aa_G162920.h1.t1	1207	AT5G47400.1	AT5G47400.1	orthologue	GO:0003674;GO:0005575;GO:0016020	Sphingomyelin phosphodiesterase
Aa_G162930.h1.t1	1003	ATMG00750.1	ATMG00750.1	other	GO:0005739;GO:0003674;GO:0008150;GO:0015074;GO:0003676	Uncharacterized mitochondrial protein AtMg00750 (ORF119)
Aa_G162940.h1.t1	367	AT5G47390.1	AT5G47390.1	orthologue	GO:0006355;GO:0045892;GO:0009737;GO:0009646;GO:0000976;GO:2000377;GO:0090697;GO:0000122;GO:0009723;GO:0030307;GO:0005515;GO:0048366;GO:0005634;GO:0048527;GO:0003700;GO:0010150;GO:0140964;GO:0009739;GO:0008270;GO:0003677;GO:0003676	Transcription factor KUA1 (Myb-related protein H) (AtMYBH) (AtMYBS3) (MYBS3-homolog protein) (Protein KUODA1)
Aa_G16300.h1.t1	32					
Aa_G163050.h1.t1	579	AT3G06150.1, AT5G19060.1	AT3G06150.1	orthologue	GO:0003674;GO:0009507;GO:0005575	Cytochrome P450 family protein;Cytochrome P450 family protein (F28L1.9 protein)
Aa_G163060.h1.t1	172	AT3G06145.1	AT3G06145.1	orthologue	GO:0005739;GO:0003674	RING zinc finger protein
Aa_G163070.h1.t1	370	AT3G06140.1	AT3G06140.1	orthologue	GO:0016567;GO:0061630;GO:0004842;GO:0005634;GO:0008270	Probable E3 ubiquitin-protein ligase LUL4 (EC 2.3.2.27) (Probable RING-type E3 ubiquitin transferase LUL4) (Protein LOG2-LIKE UBIQUITIN LIGASE 4) (RING finger protein 208);RING zinc finger protein
Aa_G163080.h1.t1	479	AT3G06130.1	AT3G06130.1	orthologue	GO:0009505;GO:0046872;GO:0005737	Heavy metal transport/detoxification superfamily protein;Heavy metal-associated isoprenylated plant protein 32 (AtHIP32)
Aa_G163090.h1.t1	192	AT3G06120.1	AT3G06120.1	orthologue	GO:0010052;GO:0005634;GO:0003700;GO:0045893;GO:0090627;GO:0010374;GO:0000976;GO:0046983;GO:0009913	Transcription factor MUTE (Basic helix-loop-helix protein 45) (AtbHLH45) (bHLH 45) (Transcription factor EN 20) (bHLH transcription factor bHLH045)
Aa_G163100.h1.t1	555	AT5G13710.1	AT5G13710.1	other	GO:0009506;GO:0005783;GO:0016126;GO:0003838;GO:0009793;GO:0000325;GO:0009536;GO:0032259;GO:0006470;GO:0006694;GO:0008168;GO:0008757;GO:0016311	Cycloartenol-C-24-methyltransferase (EC 2.1.1.41) (24-sterol C-methyltransferase 1) (Sterol C-methyltransferase 1) (Protein CEPHALOPOD) (Protein STEROL METHYLTRANSFERASE 1)
Aa_G163110.h1.t1	331	AT5G13710.1	AT5G13710.1	other	GO:0009506;GO:0005783;GO:0016126;GO:0003838;GO:0009793;GO:0000325;GO:0009536;GO:0032259;GO:0008757;GO:0006694;GO:0008168	Cycloartenol-C-24-methyltransferase (EC 2.1.1.41) (24-sterol C-methyltransferase 1) (Sterol C-methyltransferase 1) (Protein CEPHALOPOD) (Protein STEROL METHYLTRANSFERASE 1)
Aa_G163120.h1.t1	276	AT3G06100.1	AT3G06100.1	orthologue	GO:0055085;GO:0015250;GO:0005576;GO:0015267;GO:0046715;GO:0035445;GO:0016020	NOD26-like intrinsic protein 71;Probable aquaporin NIP7-1 (NOD26-like intrinsic protein 7-1) (AtNIP7;1)
Aa_G163130.h1.t1	80	AT3G06090.1	AT3G06090.1	orthologue	GO:0008150;GO:0003674;GO:0005576	F28L1.2 protein (Transmembrane protein)
Aa_G163140.h1.t1	468	AT3G06080.2	AT3G06080.2	orthologue	GO:0005794;GO:0008374;GO:0005634;GO:0007623;GO:0016413;GO:0016020;GO:0016740	Protein trichome birefringence-like 10
Aa_G163150.h1.t1	158	AT3G06070.1	AT3G06070.1	orthologue	GO:0003674;GO:0005575	At3g06070
Aa_G163160.h1.t1	327	AT3G06060.2	AT3G06060.2	orthologue	GO:0006666;GO:0030148;GO:0005789;GO:0047560;GO:0070402;GO:0009507;GO:0000166	3-dehydrosphinganine reductase (EC 1.1.1.102) (3-ketodihydrosphingosine reductase) (3-ketosphinganine reductase);3-dehydrosphinganine reductase TSC10A (EC 1.1.1.102) (3-ketodihydrosphingosine reductase) (KDS reductase) (3-ketosphinganine reductase)
Aa_G163170.h1.t1	170	AT3G06050.1	AT3G06050.1	other	GO:0042744;GO:0034599;GO:0005739;GO:0008379;GO:0004601;GO:0005759;GO:0005737;GO:0005829;GO:0045454;GO:0006979;GO:0016491	Peroxiredoxin-2F, mitochondrial (EC 1.11.1.25) (Glutaredoxin-dependent peroxiredoxin) (Peroxiredoxin IIF) (Thioredoxin peroxidase 2F);glutaredoxin-dependent peroxiredoxin (EC 1.11.1.25) (Glutaredoxin-dependent peroxiredoxin)
Aa_G163180.h1.t1	201	AT3G06050.1	AT3G06050.1	orthologue	GO:0042744;GO:0034599;GO:0005739;GO:0008379;GO:0004601;GO:0005759;GO:0005737;GO:0005829;GO:0045454;GO:0006979;GO:0016491	Peroxiredoxin-2F, mitochondrial (EC 1.11.1.25) (Glutaredoxin-dependent peroxiredoxin) (Peroxiredoxin IIF) (Thioredoxin peroxidase 2F);glutaredoxin-dependent peroxiredoxin (EC 1.11.1.25) (Glutaredoxin-dependent peroxiredoxin)
Aa_G163190.h1.t1	187	AT3G06040.1	AT3G06040.1	orthologue	GO:0003735;GO:0003729;GO:0006412;GO:0005739;GO:0005840;GO:0006508;GO:0008233;GO:1990904	Ribosomal protein L12/ ATP-dependent Clp protease adaptor protein ClpS family protein
Aa_G163200.h1.t1	206	AT3G06035.1	AT3G06035.1	orthologue	GO:0003674;GO:0016020;GO:0005829;GO:0005886;GO:0098552	Uncharacterized GPI-anchored protein At3g06035
Aa_G163210.h1.t1	653	AT3G06030.1	AT3G06030.1	orthologue	GO:0048046;GO:0043622;GO:0004672;GO:0046777;GO:0004674;GO:0005886;GO:0007165;GO:0004709;GO:0005524;GO:0005737;GO:0005874;GO:0106310;GO:0006468;GO:0000165	Mitogen-activated protein kinase kinase kinase 3 (EC 2.7.11.25) (Arabidopsis NPK1-related protein kinase 3)
Aa_G163220.h1.t1	190	AT5G26860.1, AT3G05780.1, AT3G05790.1	AT5G26860.1	other	GO:0003697;GO:0009507;GO:0005759;GO:0005739;GO:0051131;GO:0007005;GO:0004176;GO:0006515;GO:0004252;GO:0005515;GO:0005524;GO:0016887;GO:0034599;GO:0043565;GO:0070407;GO:0009535;GO:0030163	Lon protease homolog 1, mitochondrial (EC 3.4.21.53);Lon protease homolog 3, mitochondrial (EC 3.4.21.53);Lon protease homolog 4, chloroplastic/mitochondrial (AtLon4) (EC 3.4.21.53);Lon protease homolog, mitochondrial (EC 3.4.21.53)
Aa_G163330.h1.t1	614	AT1G70820.1	AT1G70820.1	orthologue	GO:0009570;GO:0009507;GO:0004615;GO:0016868;GO:0006006;GO:0005975	phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent) (EC 5.4.2.2)
Aa_G163340.h1.t1	166	AT1G70810.1	AT1G70810.1	orthologue	GO:0009789;GO:0005634;GO:0043547;GO:0005886;GO:0005739;GO:0005543;GO:0005096;GO:0009738;GO:0046872	Protein C2-DOMAIN ABA-RELATED 7
Aa_G163350.h1.t1	185	AT1G70790.1	AT1G70790.1	orthologue	GO:0005515;GO:0005543;GO:0009737;GO:0005886;GO:0005096;GO:0009789;GO:0005634;GO:0043547;GO:0009738;GO:0046872;GO:0008289	Calcium-dependent lipid-binding (CaLB domain) family protein;Protein C2-DOMAIN ABA-RELATED 9
Aa_G163360.h1.t1	143	AT1G70780.1	AT1G70780.1	orthologue	GO:0003674;GO:0005575	At1g70780 (F15H11.3 protein)
Aa_G163370.h1.t1	595	AT1G70770.1	AT1G70770.1	other	GO:0005634;GO:0009506;GO:0003729;GO:0005783;GO:0005794;GO:0000325;GO:0005886	At1g70770 (F15H11.2 protein)
Aa_G163380.h1.t1	192	AT1G70760.1	AT1G70760.1	orthologue	GO:0009773;GO:0009535;GO:0010258;GO:0042651;GO:0010598;GO:0016655;GO:0009507;GO:0048038	NAD(P)H-quinone oxidoreductase subunit L, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit L) (NDH subunit L) (NDH-L) (NADH-plastoquinone oxidoreductase subunit L) (Protein CHLORORESPIRATORY REDUCTION 23)
Aa_G163390.h1.t1	708	AT1G70750.1	AT1G70750.1	orthologue	GO:0030133;GO:0016020;GO:0005737;GO:0080115;GO:0017022;GO:0005811	Myosin-binding protein 2
Aa_G163400.h1.t1	412	AT1G70740.1	AT1G70740.1	orthologue	GO:0016310;GO:0005634;GO:0005886;GO:0005524;GO:0004672;GO:0007165;GO:0004674;GO:0006468	At1g70740 (Protein kinase superfamily protein);Cysteine-rich receptor-like protein kinase 43 (Cysteine-rich RLK43) (EC 2.7.11.1)
Aa_G163410.h1.t1	584	AT1G70730.3	AT1G70730.3	orthologue	GO:0004614;GO:0000287;GO:0005739;GO:0005737;GO:0009507;GO:0005829;GO:0005975;GO:0048229;GO:0005886;GO:0006006;GO:0016868	Probable phosphoglucomutase, cytoplasmic 2 (PGM 2) (EC 5.4.2.2) (Glucose phosphomutase 2);phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent) (EC 5.4.2.2)
Aa_G163520.h1.t1	102	AT3G62960.1	AT3G62960.1	orthologue	GO:0005737;GO:0005515;GO:0005634;GO:0008150	Glutaredoxin-C14 (AtGrxC14) (Protein ROXY 8)
Aa_G163530.h1.t1	275	AT3G62970.1	AT3G62970.1	orthologue	GO:0016567;GO:0005634;GO:0006511;GO:0061630;GO:0008270	Zinc finger (C3HC4-type RING finger) family protein
Aa_G163540.h1.t1	438	AT3G62980.1	AT3G62980.1	orthologue	GO:0005515;GO:0016567;GO:0009734;GO:0010311;GO:0009733;GO:0010011;GO:0048443;GO:0006511;GO:0031146;GO:0019005;GO:0016036;GO:0038198;GO:0004842;GO:0000151;GO:0000822;GO:0005737;GO:0010152;GO:0005634;GO:0006952;GO:0009873	Protein TRANSPORT INHIBITOR RESPONSE 1 (Weak ethylene-insensitive protein 1)
Aa_G163550.h1.t1	77					
Aa_G163560.h1.t1	413	AT3G63000.1	AT3G63000.1	orthologue	GO:0006511;GO:0005737;GO:0031625;GO:0043161;GO:0005634;GO:0043130	NPL4-like protein 1
Aa_G163570.h1.t1	357	AT3G63010.1	AT3G63010.1	orthologue	GO:0005515;GO:0048444;GO:0010325;GO:0009939;GO:0005634;GO:0009739;GO:0010476;GO:0005737;GO:0010331;GO:0010629;GO:0016787;GO:0048530;GO:1905516	Gibberellin receptor GID1B (EC 3.-.-.-) (AtCXE14) (Carboxylesterase 14) (GID1-like protein 2) (Protein GA INSENSITIVE DWARF 1B) (AtGID1B)
Aa_G163580.h1.t1	383	AT3G63030.1	AT3G63030.1	orthologue	GO:0005634;GO:0008327;GO:0005515;GO:0000118;GO:0008150;GO:0008270;GO:0003677	Methyl-CpG-binding domain-containing protein 4 (AtMBD4) (MBD04) (Methyl-CpG-binding protein MBD4)
Aa_G163590.h1.t1	174	AT3G63030.1	AT3G63030.1	orthologue	GO:0005634;GO:0008327;GO:0005515;GO:0000118;GO:0008150;GO:0008270;GO:0003677	Methyl-CpG-binding domain-containing protein 4 (AtMBD4) (MBD04) (Methyl-CpG-binding protein MBD4)
Aa_G163600.h1.t1	65	AT3G63052.1	AT3G63052.1	orthologue	GO:0008150;GO:0005739;GO:0003674	Uncharacterized protein
Aa_G163610.h1.t1	316	AT1G59560.1	AT1G59560.1	orthologue	GO:0009507;GO:0006996;GO:0005739;GO:0004842;GO:0016567;GO:0009941;GO:0008270;GO:0009707;GO:0016020;GO:0061630	E3 ubiquitin-protein ligase SPL1 (EC 2.3.2.27) (DIAP1-like protein 2) (RING-type E3 ubiquitin transferase SPL1) (SP1-like protein 1);RING-type E3 ubiquitin transferase (EC 2.3.2.27)
Aa_G163620.h1.t1	273	AT3G63060.1	AT3G63060.1	orthologue	GO:0010228;GO:0009738;GO:0009737;GO:0009651;GO:0009414;GO:0003674;GO:0006970;GO:0010029;GO:0005634;GO:0005515	EID1-like F-box protein 3
Aa_G163630.h1.t1	1341	AT3G63070.1	AT3G63070.1	orthologue	GO:0005634;GO:0006338;GO:0003674;GO:0006397;GO:0009908	Protein HUA2-LIKE 3 (HUA2-like protein 3)
Aa_G163640.h1.t1	179	AT3G63080.1	AT3G63080.1	orthologue	GO:0005886;GO:0009793;GO:0009507;GO:0005783;GO:0004602;GO:0005829;GO:0006979;GO:0004601;GO:0012505	Probable glutathione peroxidase 5 (EC 1.11.1.9)
Aa_G163650.h1.t1	400	AT3G63090.1	AT3G63090.1	orthologue	GO:0003723;GO:0005575;GO:0016787	Ubiquitin carboxyl-terminal hydrolase family protein
Aa_G163660.h1.t1	249	AT3G63095.1	AT3G63095.1	orthologue	GO:0003674;GO:0005575	Tetratricopeptide repeat (TPR)-like superfamily protein
Aa_G163670.h1.t1	339	AT3G63110.1	AT3G63110.1	orthologue	GO:0009691;GO:0005634;GO:0006400;GO:0052622;GO:0052381;GO:0005739;GO:0009536;GO:0009507;GO:0009824;GO:0005524;GO:0031965	Adenylate isopentenyltransferase 3, chloroplastic (AtIPT3) (EC 2.5.1.112) (Adenylate dimethylallyltransferase 3) (Cytokinin synthase 3)
Aa_G163680.h1.t1	212				GO:0046872	
Aa_G163690.h1.t1	220	AT3G63120.1	AT3G63120.1	orthologue	GO:0005634;GO:0019901;GO:0051301;GO:0000079	Cyclin-U3-1 (CycU3;1) (Cyclin-P1.1) (CycP1;1)
Aa_G163700.h1.t1	534	AT3G63130.1	AT3G63130.1	orthologue	GO:0005515;GO:0005635;GO:0000911;GO:0009504;GO:0005634;GO:0032153;GO:0006606;GO:0005829;GO:0005096;GO:0005819;GO:0009524;GO:0031965	RAN GTPase-activating protein 1 (AtRanGAP1) (RanGAP1)
Aa_G163710.h1.t1	403	AT3G63140.1	AT3G63140.1	orthologue	GO:0010319;GO:0006364;GO:0008266;GO:0009570;GO:0045727;GO:0009579;GO:0007623;GO:0045893;GO:0009507;GO:0032544;GO:0003729;GO:0009534;GO:0048046;GO:0005829;GO:0009941;GO:0009658;GO:0010287;GO:0005840;GO:0005515;GO:0005996;GO:0019843;GO:0003978	Chloroplast stem-loop binding protein of 41 kDa a, chloroplastic (CSP41-a)
Aa_G163820.h1.t1	254	AT1G15430.1	AT1G15430.1	orthologue	GO:0003674;GO:0005634;GO:0003700	Uncharacterized protein At1g15430
Aa_G163830.h1.t1	270	AT1G15420.1	AT1G15420.1	orthologue	GO:0000462;GO:0005634;GO:0005730;GO:0006364;GO:0009506;GO:0003674	WD repeat protein
Aa_G163840.h1.t1	39	AT1G15415.1	AT1G15415.1	orthologue	GO:0005634;GO:0005829;GO:0003674	F9L1.37 (Late embryogenesis abundant-like protein)
Aa_G163850.h1.t1	327	AT1G15410.1	AT1G15410.1	orthologue	GO:0036361;GO:0009507;GO:0047661;GO:0016855	Aspartate-glutamate racemase family (F9L1.36 protein)
Aa_G163860.h1.t1	132	AT1G15400.3	AT1G15400.3	orthologue	GO:0005886;GO:0005634;GO:0005515	Uncharacterized protein At1g15400
Aa_G163870.h1.t1	255	AT1G15390.1	AT1G15390.1	orthologue	GO:0043686;GO:0005739;GO:0009505;GO:0009507;GO:0018206;GO:0031365;GO:0042586;GO:0006412;GO:0009570;GO:0046872	Peptide deformylase 1A, chloroplastic/mitochondrial (AtDEF1) (AtPDF1A) (PDF 1A) (EC 3.5.1.88) (Polypeptide deformylase)
