Arabidopsis_lyrata_NCBI	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
XP_002883895.1	319	AT2G15430.1	AT2G15430.1	orthologue	GO:0010374;GO:0001055;GO:0005665;GO:0006366;GO:0005515;GO:0000418;GO:0006351;GO:0000419;GO:0003899;GO:0003677;GO:0005737;GO:0005634;GO:0010375;GO:0005730;GO:0046983	DNA-directed RNA polymerase family protein;DNA-directed RNA polymerases II, IV and V subunit 3 (DNA-directed RNA polymerase II 36 kDa polypeptide A) (DNA-directed RNA polymerase II subunit RPB3-A) (RNA polymerase II subunit 3-A) (RNA polymerase II subunit B3-A)
XP_002883897.1	484	AT2G15480.2	AT2G15480.2	orthologue	GO:0051555;GO:0047893;GO:0009507;GO:0080043;GO:0080044;GO:0051707;GO:0035251;GO:0016757;GO:0006952;GO:0008194	Glycosyltransferase (EC 2.4.1.-);UDP-glycosyltransferase 73B5 (EC 2.4.1.-) (Flavonol 3-O-glucosyltransferase UGT73B5) (EC 2.4.1.91)
XP_002883898.1	481	AT2G15490.1	AT2G15490.1	orthologue	GO:0009507;GO:0016757;GO:0035251;GO:0080043;GO:0047893;GO:0080044;GO:0051555;GO:0051707;GO:0009636;GO:0008194	Glycosyltransferase (EC 2.4.1.-);UDP-glycosyltransferase 73B4 (EC 2.4.1.-) (Flavonol 3-O-glucosyltransferase UGT73B4) (EC 2.4.1.91)
XP_002883899.1	655	AT4G34110.1	AT4G34110.1	other	GO:0006446;GO:0005886;GO:0048255;GO:0005634;GO:0010494;GO:0060211;GO:0005829;GO:0006413;GO:0009507;GO:0008266;GO:1900151;GO:0003729;GO:1990904;GO:0005515;GO:0008143;GO:0003743;GO:0003730;GO:0000184;GO:0005737;GO:0003723;GO:0003676	Polyadenylate-binding protein 2 (PABP-2) (Poly(A)-binding protein 2)
XP_002883904.1	155	AT2G15590.2	AT2G15590.2	orthologue	GO:0005739;GO:0003674;GO:0005634	Spire, putative (DUF1685)
XP_002883905.1	151	AT2G15610.1	AT2G15610.1	orthologue	GO:0008150;GO:0005739;GO:0003674	Uncharacterized protein
XP_002883906.1	585	AT2G15620.1	AT2G15620.1	orthologue	GO:0009570;GO:0010167;GO:0009507;GO:0048046;GO:0050421;GO:0042128;GO:0005739;GO:0048307;GO:0020037;GO:0046872;GO:0051539;GO:0016491;GO:0051536	Ferredoxin--nitrite reductase, chloroplastic (NiR) (EC 1.7.7.1)
XP_002883912.1	623	AT2G15630.1	AT2G15630.1	orthologue	GO:0003729;GO:0005739;GO:0005515;GO:0009507;GO:0010019;GO:0031930	Pentatricopeptide repeat-containing protein At2g15630, mitochondrial
XP_002883919.1	100					
XP_002883920.1	66	AT2G15830.1	AT2G15830.1	orthologue	GO:0005739;GO:0003674	At2g15830
XP_002883923.2	428	AT2G16810.1	AT2G16810.1	orthologue	GO:0006511;GO:0005739;GO:0003674;;GO:0005515	F-box only protein 8
XP_002883924.1	344	AT5G03000.1, AT3G46050.1, AT5G02980.1, AT5G02995.1, AT5G03020.1, AT5G03010.1, AT5G02990.1	AT3G46050.1	other	GO:0003674;GO:0008150;GO:0005634;GO:0005739;GO:0009507;;GO:0005515	At5g03010 (Galactose oxidase/kelch repeat superfamily protein);F-box/kelch-repeat protein At5g03020;Putative F-box/kelch-repeat protein At3g46050;Putative F-box/kelch-repeat protein At5g02980;Putative F-box/kelch-repeat protein At5g02995;Putative F-box/kelch-repeat protein At5g03000
XP_002883925.2	124	AT5G43070.1	AT5G43070.1	other	GO:0005640;GO:0000278;GO:0048527;GO:0005634;GO:0005515;GO:0009536;GO:0005794;GO:0016363	WPP domain-containing protein 1 (MFP1 attachment factor 1)
XP_002883929.1	150	AT5G06030.1, AT5G06040.1	AT5G06030.1	orthologue	GO:0005575;GO:0003674;GO:0008150;GO:0005576;GO:0060320;GO:0016020	S-protein homolog 28;Self-incompatibility protein-like protein
XP_002883930.1	995	AT2G15900.1	AT2G15900.1	orthologue	GO:0005794;GO:0005575;GO:0035091;GO:0005737;GO:0007165;GO:0005768;GO:0016020	Phox domain-containing protein
XP_002883932.1	76	AT2G15960.1	AT2G15960.1	orthologue	GO:0005575;GO:0003674	Expressed protein (Stress-induced protein)
XP_002883934.1	372	AT2G20280.1	AT2G20280.1	orthologue	GO:0003674;GO:0005829;GO:0002181;GO:0005737;GO:0005739;GO:0003677;GO:0008270;GO:0003729;GO:0046872	Zinc finger CCCH domain-containing protein 21 (AtC3H21)
XP_002883936.1	575	AT2G20250.2	AT2G20250.2	orthologue	GO:0003674;GO:0005739	Uncharacterized protein
XP_002883937.1	697	AT2G20240.1	AT2G20240.1	orthologue	GO:0005634;GO:0003674	GPI-anchored adhesin-like protein, putative (DUF3741)
XP_002883939.1	1439	AT2G20190.1	AT2G20190.1	orthologue	GO:0043622;GO:0000226;GO:0005881;GO:0007026;GO:0005737;GO:0005876;GO:0009506;GO:0008017;GO:0009826;GO:0005938;GO:0000278;GO:0051781;GO:0009524;GO:0050821;GO:0051010;GO:0005739;GO:0051301	CLIP-associated protein (AtCLASP)
XP_002883942.1	156	AT2G20160.1	AT2G20160.1	orthologue	GO:0016567;GO:0031146;GO:0006511;GO:0005737;GO:0097602;GO:0005634;GO:0005515;GO:0009733;GO:0009734;GO:0009753;GO:0009867;GO:0019005	SKP1-like protein 17 (AtSK17) (Protein MEIDOS)
XP_002883944.1	266	AT2G20120.1, AT2G20130.1	AT2G20120.1	orthologue	GO:0000137;GO:0010222;GO:0005634;GO:0005794;GO:0003674;GO:0016020	Protein CONTINUOUS VASCULAR RING 1;Protein LIKE COV 1
XP_002883952.1	952	AT2G20010.2	AT2G20010.2	orthologue	GO:0003674;GO:0009507;GO:0005739	Gls protein (DUF810)
XP_002883954.2	177	AT2G19990.1	AT2G19990.1	orthologue	GO:0003674;GO:0042742;GO:0005576;GO:0005615;GO:0098542	Pathogenesis-related protein 1
XP_002883959.1	116	AT2G22880.1	AT2G22880.1	orthologue	GO:0003674;GO:0005634;GO:0010224;GO:0019904	At2g22880 (VQ motif-containing protein)
XP_002883961.1	177	AT2G19970.1	AT2G19970.1	orthologue	GO:0005576;GO:0005615;GO:0008150;GO:0003674	At2g19970 (CAP (Cysteine-rich secretory proteins, Antigen 5, and Pathogenesis-related 1 protein) superfamily protein) (Putative pathogenesis-related protein)
XP_002883966.1	581	AT2G19900.1	AT2G19900.1	orthologue	GO:0006090;GO:0005737;GO:0009507;GO:0005829;GO:0008948;GO:0004473;GO:0006108;GO:0016616;GO:0005739;GO:0051287;GO:0004470;GO:0046872	Malic enzyme;NADP-dependent malic enzyme 1 (AtNADP-ME1) (NADP-malic enzyme 1) (EC 1.1.1.40)
XP_002883967.2	214	AT2G19830.2	AT2G19830.2	orthologue	GO:0005515;GO:0000815;GO:0005737;GO:0016192;GO:0032511;GO:0009898;GO:0005771;GO:0006900;GO:0007034;GO:0015031;GO:0005768	SNF7 family protein;Vacuolar protein sorting-associated protein 32 homolog 1 (AtVPS32-1) (Charged multivesicular body protein 4 homolog 1) (ESCRT-III complex subunit VPS32 homolog 1)
XP_002883968.2	82	AT2G19802.1	AT2G19802.1	orthologue	GO:0005576;GO:0003674	Transmembrane protein
XP_002883969.1	317	AT2G19800.1	AT2G19800.1	orthologue	GO:0006949;GO:0019310;GO:0005506;GO:0050113;GO:0005737;GO:0019853	Inositol oxygenase 2 (EC 1.13.99.1) (Myo-inositol oxygenase 2) (AtMIOX2) (MI oxygenase 2)
XP_002883974.1	129	AT2G19720.1	AT2G19720.1	orthologue	GO:0009507;GO:0022627;GO:0003735;GO:0006412;GO:0005739;GO:0005840	Small ribosomal subunit protein uS8mz (40S ribosomal protein S15a-2)
XP_002883975.1	127	AT2G19700.1	AT2G19700.1	orthologue	GO:0005634;GO:0003674;GO:0008150	Uncharacterized protein At2g19700
XP_002883976.1	366	AT2G19670.1	AT2G19670.1	orthologue	GO:0006355;GO:0042054;GO:0016274;GO:0005634;GO:0006338;GO:0005737;GO:0006325;GO:0032259;GO:0018216;GO:0019919;GO:0034969	Probable protein arginine N-methyltransferase 1.2 (AtPRMT12) (EC 2.1.1.-)
XP_002883980.2	328	AT1G24256.1, AT1G06925.1	AT1G24256.1	other	GO:0010468;GO:0003674;GO:0005634;GO:0005777;GO:0004519;GO:0016787;GO:0004540	Endonuclease/glycosyl hydrolase;NYN domain-containing protein
XP_002883982.1	310	AT2G19590.1	AT2G19590.1	orthologue	GO:0005737;GO:0009693;GO:0051365;GO:0071398;GO:0071732;GO:0009815;GO:0006952;GO:0031418;GO:0046872;GO:0016491	1-aminocyclopropane-1-carboxylate oxidase 1 (ACC oxidase 1) (AtACO1) (EC 1.14.17.4);aminocyclopropanecarboxylate oxidase (EC 1.14.17.4)
XP_002883983.1	270	AT2G19580.1	AT2G19580.1	orthologue	GO:0009734;GO:0003674;GO:0009507;GO:0005886;GO:0009506;GO:0016020	Tetraspanin-2
XP_002883987.1	503	AT2G19500.1	AT2G19500.1	orthologue	GO:0008131;GO:0019139;GO:0009823;GO:0005788;GO:0016491;GO:0071949;GO:0005576;GO:0009690;GO:0050660;GO:0003824	Cytokinin dehydrogenase 2 (EC 1.5.99.12) (Cytokinin oxidase 2) (AtCKX2) (CKO 2)
XP_002883988.1	434	AT2G19470.1	AT2G19470.1	orthologue	GO:0005737;GO:0006897;GO:0004674;GO:0006468;GO:0005634;GO:0007165;GO:0005524;GO:0106310;GO:0004672	Casein kinase 1-like protein 5 (EC 2.7.11.1) (Protein CASEIN KINASE I-LIKE 5)
XP_002883991.1	111	AT2G19440.1	AT2G19440.1	other	GO:0009832;GO:0042973;GO:0016020;GO:0005886;GO:0005975;GO:0006952;GO:0098552;GO:0004553	glucan endo-1,3-beta-D-glucosidase (EC 3.2.1.39)
XP_002883994.1	527	AT2G19400.1	AT2G19400.1	orthologue	GO:0005737;GO:0004674;GO:0005634;GO:0005515;GO:0009846;GO:0006468;GO:0035556;GO:0016301;GO:0016310;GO:0009555;GO:0005524;GO:0004672	non-specific serine/threonine protein kinase (EC 2.7.11.1)
XP_002883996.1	78	AT2G19320.1	AT2G19320.1	orthologue	GO:0008150;GO:0003674;GO:0005634	At2g19320
XP_002883997.1	162	AT2G19310.1	AT2G19310.1	orthologue	GO:0006457;GO:0042542;GO:0009651;GO:0051082;GO:0009408;GO:0051259;GO:0005737;GO:0006979	18.5 kDa class IV heat shock protein (18.5 kDa heat shock protein) (AtHsp18.5)
XP_002883998.1	360	AT2G19270.1	AT2G19270.1	orthologue	GO:0005634;GO:0003674	At2g19270 (Mitotic checkpoint protein PRCC-carboxy-term protein)
XP_002883999.1	190					
XP_002884007.1	101	AT2G16594.1	AT2G16594.1	orthologue	GO:0003674;GO:0008150;GO:0005575	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
XP_002884009.1	173	AT2G16600.1	AT2G16600.1	orthologue	GO:0009737;GO:0007165;GO:0010494;GO:0006457;GO:0005829;GO:0005737;GO:0003755;GO:0005739;GO:0009507;GO:0009414;GO:0005515;GO:0009506;GO:0005886;GO:0005794;GO:0016018;GO:0000413	Peptidyl-prolyl cis-trans isomerase CYP19-1 (PPIase CYP19-1) (EC 5.2.1.8) (Cyclophilin of 19 kDa 1) (Rotamase cyclophilin-3)
XP_002884010.1	323	AT2G16630.1	AT2G16630.1	orthologue	GO:0010374;GO:0003674;GO:0005576	At2g16630 (Pollen Ole e 1 allergen and extensin family protein)
XP_002884011.2	143	AT2G16700.1	AT2G16700.1	orthologue	GO:0005737;GO:0009860;GO:0051015;GO:0030042;GO:0005829;GO:0015629;GO:0009846;GO:0051017;GO:0003779;GO:0016020	Actin depolymerizing factor 5;Actin-depolymerizing factor 5 (ADF-5) (AtADF5)
XP_002884016.2	360	AT2G16760.1	AT2G16760.1	orthologue	GO:0005783;GO:0005576;GO:0003674	Calcium-dependent phosphotriesterase superfamily protein (Expressed protein)
XP_002884017.1	255	AT2G16770.1	AT2G16770.1	orthologue	GO:0003677;GO:0000978;GO:0006357;GO:0000981;GO:0006351;GO:0003700;GO:0005515;GO:0006355;GO:0005634;GO:0010043;GO:0071294	Basic leucine zipper 23 (AtbZIP23) (bZIP protein 23)
XP_002884019.1	278	AT2G16850.1	AT2G16850.1	orthologue	GO:0015250;GO:0005515;GO:0055085;GO:0006833;GO:0005737;GO:0005886;GO:0015267;GO:0016020	Probable aquaporin PIP2-8 (Plasma membrane intrinsic protein 2-8) (AtPIP2;8) (Plasma membrane intrinsic protein 3b) (PIP3b)
XP_002884022.1	482	AT2G16890.2, AT5G14860.1	AT2G16890.2	other	GO:0009507;GO:0035251;GO:0016757;GO:0008194;GO:0046527	Glycosyltransferase (EC 2.4.1.-);UDP-glycosyltransferase 90A1 (EC 2.4.1.-)
XP_002884023.2	633	AT2G16910.1	AT2G16910.1	orthologue	GO:0000978;GO:0003700;GO:0005515;GO:0005634;GO:0006355;GO:0003682;GO:0009555;GO:0048658;GO:0043565;GO:0046983	Transcription factor ABORTED MICROSPORES (Basic helix-loop-helix protein 21) (AtbHLH21) (bHLH 21) (Transcription factor EN 48) (bHLH transcription factor bHLH021)
XP_002884024.1	891	AT2G16950.1	AT2G16950.1	orthologue	GO:0005515;GO:0005634;GO:0006606;GO:0031267;GO:0008139;GO:0005737;GO:0051170;GO:0061608;GO:0140142;GO:0005654;GO:0070922;GO:0006886	Transportin-1 (AtTRN1) (Importin beta-2) (Karyopherin beta-2)
XP_002884030.1	453	AT2G16990.1	AT2G16990.1	orthologue	GO:0015904;GO:0008493;GO:0005886;GO:0098656;GO:0055085;GO:0022857;GO:0006855;GO:0016020	Major facilitator superfamily protein
XP_002884035.1	278	AT2G17040.1	AT2G17040.1	orthologue	GO:0048281;GO:0005634;GO:0003677;GO:0009965;GO:0006355;GO:0003700;GO:0045792	NAC domain containing protein 36
XP_002884036.1	263	AT2G17080.1, AT2G17070.1	AT2G17070.1	other	GO:0005634;GO:0003674;GO:0048367;GO:0048364;GO:0009507	Uncharacterized protein
XP_002884040.1	356	AT2G17120.1	AT2G17120.1	orthologue	GO:0009506;GO:0005739;GO:0016020;GO:0008061;GO:0005886;GO:0006952;GO:0098552	LysM domain-containing GPI-anchored protein 2 (Chitin elicitor-binding protein LYM2) (CEBiP LYM2)
XP_002884045.1	921	AT2G17260.1	AT2G17260.1	orthologue	GO:0005217;GO:0009416;GO:0006874;GO:0019722;GO:0005886;GO:0005262;GO:0010118;GO:0006816;GO:0071230;GO:0008066;GO:0038023;GO:0015276;GO:0016020	Glutamate receptor 3.1 (AtGLR2) (Ligand-gated ion channel 3.1)
XP_002884046.1	370	AT2G17265.1	AT2G17265.1	orthologue	GO:0048573;GO:0009507;GO:0009570;GO:0009086;GO:0009617;GO:0004413;GO:0009088;GO:0009620;GO:0005524;GO:0006952;GO:0006566	Homoserine kinase (EC 2.7.1.39) (Protein DOWNY MILDEW RESISTANT 1)
XP_002884047.1	309	AT2G17270.1	AT2G17270.1	orthologue	GO:0005315;GO:0035435;GO:0005739;GO:1990547;GO:0005743;GO:0009651	Mitochondrial phosphate carrier protein 1, mitochondrial (Mitochondrial phosphate transporter 1) (MPT1) (Phosphate transporter 3;3)
XP_002884052.1	261	AT2G17360.1	AT2G17360.1	orthologue	GO:0000325;GO:0006412;GO:0003735;GO:0005737;GO:0022627;GO:0005739;GO:0003723;GO:0003729;GO:0019843;GO:0005840;GO:1990904	Ribosomal protein S4 (RPS4A) family protein;Small ribosomal subunit protein eS4z (40S ribosomal protein S4-1)
XP_002884056.2	384	AT2G17420.1	AT2G17420.1	orthologue	GO:0009860;GO:0005739;GO:0005759;GO:0048316;GO:0045454;GO:0005829;GO:0051781;GO:0019430;GO:0009507;GO:0004791;GO:0009846;GO:0005737;GO:0016491	Thioredoxin reductase (EC 1.8.1.9);Thioredoxin reductase 2 (EC 1.8.1.9) (NADPH-dependent thioredoxin reductase 2) (NTR2) (NADPH-dependent thioredoxin reductase A) (AtNTRA)
XP_002884063.1	839	AT2G17520.1	AT2G17520.1	orthologue	GO:0042742;GO:0006396;GO:0030968;GO:0005783;GO:0046777;GO:0004521;GO:0004674;GO:0051082;GO:0036498;GO:0008380;GO:0099503;GO:1990604;GO:0009507;GO:0070059;GO:0009751;GO:0034976;GO:0005515;GO:0002376;GO:0005524;GO:0006397;GO:0042406;GO:0046872;GO:0106310;GO:0004672;GO:0006468;GO:0004540	Serine/threonine-protein kinase/endoribonuclease IRE1a (Endoplasmic reticulum-to-nucleus signaling 1-2) (Inositol-requiring protein 1-2) (AtIRE1-2) (Serine/threonine-protein kinase/endoribonuclease IRE1-2) [Includes: Serine/threonine-protein kinase (EC 2.7.11.1); Endoribonuclease (EC 3.1.26.-)]
XP_002884069.1	761	AT2G17580.1	AT2G17580.1	orthologue	GO:0097222;GO:0003674;GO:0005739;GO:0009507;GO:0000166;GO:0001680;GO:0003723;GO:0016779;GO:0006396	Polynucleotide adenylyltransferase family protein
XP_002884070.2	341	AT3G18320.1, AT3G44120.1, AT2G07140.1, AT3G18330.1, AT3G18910.1, AT3G19410.1	AT3G18910.1	other	GO:0003674;GO:0005575;GO:0008150;GO:0005634;GO:0009507;GO:0005515;GO:0005739	F-box and associated interaction domains-containing protein;F-box protein At2g07140;F-box protein At3g18320;F-box protein ETP2 (EIN2 targeting protein 2);F-box/kelch-repeat protein At3g44120;Putative F-box protein At3g18330;Putative F-box/kelch-repeat protein At3g19410
XP_002884071.1	426	AT2G17620.1	AT2G17620.1	orthologue	GO:0005737;GO:0044772;GO:0005634;GO:0000082;GO:0005815;GO:0016538;GO:0005515;GO:0000307;GO:0051301	Cyclin-B2-1 (Cyc2a-At) (Cyclin-2a) (G2/mitotic-specific cyclin-B2-1) (CycB2;1)
XP_002884072.1	420	AT2G17630.1	AT2G17630.1	orthologue	GO:0009570;GO:0009507;GO:0006564;GO:0009534;GO:0004648;GO:0005737;GO:0030170	Phosphoserine aminotransferase 2, chloroplastic (AtPSAT2) (EC 2.6.1.52)
XP_002884073.1	596	AT2G17650.1	AT2G17650.1	orthologue	GO:0003674;GO:0005575;GO:0005739;GO:0008150;GO:0006631;GO:0016874	Isovalerate--CoA ligase AAE2 (EC 6.2.1.-) (3-methylpentanoate--CoA ligase AAE2) (EC 6.2.1.-) (4-methylpentanoate--CoA ligase AAE2) (EC 6.2.1.-) (AMP-binding protein 2) (AtAMPBP2) (Acyl-activating enzyme 2) (Butanoate--CoA ligase AAE2) (EC 6.2.1.-) (Hexanoate--CoA ligase AAE2) (EC 6.2.1.-) (Pentanoate--CoA ligase AAE2) (EC 6.2.1.-)
XP_002884074.1	69	AT2G17660.1	AT2G17660.1	orthologue	GO:0005886;GO:0009625;GO:0003674	At2g17660 (RPM1-interacting protein 4 (RIN4) family protein)
XP_002884076.1	293	AT2G17680.1	AT2G17680.1	orthologue	GO:0003674;GO:0048364;GO:0048367;GO:0009507	DUF241 domain protein, putative (DUF241)
XP_002884080.1	80	AT2G17723.1	AT2G17723.1	orthologue	GO:0008150;GO:0003674;GO:0005576;GO:0031640;GO:0050832	Putative defensin-like protein 256
XP_002884081.1	239	AT2G17730.2	AT2G17730.2	orthologue	GO:0009535;GO:0009507;GO:0042170;GO:0005515;GO:0009416;GO:0008270;GO:0016020	NEP-interacting protein 2;NEP1-interacting protein 2 (RING-H2 finger protein ATL25)
XP_002884092.1	159	AT2G17972.1	AT2G17972.1	orthologue	GO:0009535;GO:0009507;GO:0003674	Expressed protein (Transmembrane protein)
XP_002884095.2	268	AT2G18000.2	AT2G18000.2	orthologue	GO:0005634;GO:0006355;GO:0006338;GO:2000028;GO:0006357;GO:0035267;GO:0042393;GO:0005737;GO:0009908;GO:0009909;GO:0030154;GO:0048510	Transcription initiation factor TFIID subunit 14 (Protein AF-9 homolog b) (TBP-associated factor 14) (AtTAF14)
XP_002884096.1	112	AT2G18010.1	AT2G18010.1	orthologue	GO:0009741;GO:0051510;GO:0060560;GO:0009639;GO:0009733;GO:0009641;GO:0003674;GO:0010202;GO:0005575;GO:0005886	Protein SMALL AUXIN UP-REGULATED RNA 10
XP_002884102.1	258	AT2G18020.1	AT2G18020.1	orthologue	GO:0003735;GO:0022626;GO:0005739;GO:0022625;GO:0003723;GO:0009793;GO:0006412;GO:0005730;GO:0005773;GO:0003729;GO:0000325;GO:0002181;GO:0005737;GO:0005515;GO:0005840;GO:0015934	Large ribosomal subunit protein uL2z (60S ribosomal protein L2) (60S ribosomal protein L8-1) (Protein EMBRYO DEFECTIVE 2296)
XP_002884106.1	122	AT3G42565.1	AT3G42565.1	orthologue	GO:0080155;GO:0003674;GO:0005576;GO:2000008;GO:0009567;GO:0031982	Cysteine rich peptide (ECA1 gametogenesis related family protein)
XP_002884107.2	166	AT2G18050.1	AT2G18050.1	orthologue	GO:0031492;GO:0045910;GO:0005634;GO:0000786;GO:0030261;GO:0009414;GO:0030527;GO:0006334;GO:0003690;GO:0003677	Histone H1 (Putative histone H1 protein);Histone H1-3
XP_002884113.1	827	AT2G18090.1	AT2G18090.1	orthologue	GO:0005737;GO:0003674;GO:0003677;GO:0008270;GO:0005515	PHD finger family protein / SWIB complex BAF60b domain-containing protein / GYF domain-containing protein
XP_002884115.2	231	AT2G18110.1	AT2G18110.1	orthologue	GO:0005737;GO:0010494;GO:0005829;GO:0006414;GO:0005853;GO:0005739;GO:0005085;GO:0003746	Elongation factor 1-delta 2 (EF-1-delta 2) (Elongation factor 1B-beta 2) (eEF-1B beta 2)
XP_002884119.1	772	AT2G18220.1	AT2G18220.1	orthologue	GO:0005515;GO:0005654;GO:0030690;GO:0030691;GO:0042802;GO:0005730;GO:0042273;GO:0005634;GO:0042803	Nucleolar complex-associated protein 2 (AtNOC2)
XP_002884127.1	77	AT2G18328.1	AT2G18328.1	orthologue	GO:0005829;GO:0005634;GO:0003700	Protein RADIALIS-like 4 (AtRL4) (Protein RAD-like 4)
XP_002884131.1	185	AT2G18390.1	AT2G18390.1	orthologue	GO:0006457;GO:0007021;GO:0009630;GO:0009793;GO:0003924;GO:0005525;GO:0009960;GO:0009558;GO:0005737;GO:0000226;GO:0015630	ADP-ribosylation factor-like protein 2 (Protein ARF-like 2) (Protein HALLIMASCH) (Protein TITAN 5)
XP_002884133.1	94	AT2G18420.1	AT2G18420.1	orthologue	GO:0008150;GO:0003674;GO:0005576;GO:0009740;GO:0007586;GO:0008047;GO:0016042	Gibberellin-regulated family protein;Gibberellin-regulated protein 11 (GAST1 protein homolog 11)
XP_002884137.1	333	AT2G18490.2	AT2G18490.2	orthologue	GO:0006355;GO:0090057;GO:0003700;GO:0005634;GO:0045893;GO:0008270	C2H2-like zinc finger protein (Putative C2H2-type zinc finger protein);C2H2-like zinc finger protein (Zinc finger family protein)
XP_002884140.1	117				GO:0003677	
XP_002884144.2	473	AT2G18590.1	AT2G18590.1	orthologue	GO:0055085;GO:0022857;GO:0016020;GO:0005739;GO:0005215	Major facilitator superfamily protein
XP_002884146.1	398	AT2G18630.1	AT2G18630.1	orthologue	GO:0005777;GO:0005634;GO:0003674;GO:0016020	Transmembrane protein, putative (DUF677);UPF0496 protein At2g18630
XP_002884151.2	319	AT2G18680.1	AT2G18680.1	orthologue	GO:0008150;GO:0003674;GO:0005783;GO:0016020	Transmembrane protein
XP_002884153.1	871	AT2G18700.1	AT2G18700.1	orthologue	GO:0005992;GO:0005737;GO:0005739;GO:0016757;GO:0003824;GO:0004805;GO:0005829	Probable alpha,alpha-trehalose-phosphate synthase [UDP-forming] 11 (EC 2.4.1.15) (Trehalose-6-phosphate synthase 11) (AtTPS11)
XP_002884154.1	488	AT2G18730.1	AT2G18730.1	orthologue	GO:0005634;GO:0016020;GO:0004143;GO:0009506;GO:0046486;GO:0005515;GO:0035556;GO:0007200;GO:0005524;GO:0006952;GO:0016301;GO:0007165	Diacylglycerol kinase 3 (AtDGK3) (DAG kinase 3) (EC 2.7.1.107) (Diglyceride kinase 3) (DGK 3)
XP_002884156.1	511	AT2G16130.1	AT2G16130.1	orthologue	GO:0008150;GO:0005886;GO:0005351;GO:0015144;GO:0016020;GO:0022857;GO:0055085	Putative polyol transporter 2
XP_002884158.1	886	AT4G34450.1	AT4G34450.1	other	GO:0030126;GO:0006888;GO:0005793;GO:0009506;GO:0005198;GO:0009306;GO:0000139;GO:0006886;GO:0009507;GO:0006891;GO:0005886;GO:0005634;GO:0005783;GO:0016192;GO:0030117	Coatomer subunit gamma (Gamma-coat protein) (Gamma-COP)
XP_002884160.1	511	AT2G16280.1	AT2G16280.1	orthologue	GO:0005737;GO:0005783;GO:0006633;GO:0000038;GO:0009416;GO:0009409;GO:0160062;GO:0009922;GO:0005789;GO:0016020;GO:0016747;GO:0016746	3-ketoacyl-CoA synthase 9 (KCS-9) (EC 2.3.1.199) (Very long-chain fatty acid condensing enzyme 9) (VLCFA condensing enzyme 9)
XP_002884163.2	517	AT4G34520.1	AT4G34520.1	other	GO:0000038;GO:0030497;GO:0006633;GO:0009507;GO:0009922;GO:0005783;GO:0016020;GO:0016746;GO:0016747	3-ketoacyl-CoA synthase 18 (KCS-18) (EC 2.3.1.199) (Protein FATTY ACID ELONGATION 1) (Very long-chain fatty acid condensing enzyme 18) (VLCFA condensing enzyme 18)
XP_002884166.1	340	AT1G54040.2	AT1G54040.2	orthologue	GO:0005515;GO:0005634;GO:0009753;GO:0030234;GO:0009507;GO:0010150;GO:0042742;GO:0019762;GO:0080028;GO:0005737;GO:0042803;GO:0042802;GO:0016829;GO:0005829	N-(sulfonatooxy)alkenimidothioic acid sulfate-lyase (epithionitrile-forming) (EC 4.8.1.5) (EC 4.8.1.6) (Epithionitrile-specifier protein) (Epithiospecifier protein) (AtESP) (Protein EPITHIOSPECIFYING SENESCENCE REGULATOR) (AtESR);thiohydroximate-O-sulfate sulfate/sulfur-lyase (nitrile-forming) (EC 4.8.1.5)
XP_002884178.1	451	AT2G19070.1	AT2G19070.1	orthologue	GO:0050734;GO:0010584;GO:0016410;GO:0005737;GO:0080075;GO:0080088;GO:0080074;GO:0016747;GO:0080072;GO:0009555;GO:0080073	Spermidine hydroxycinnamoyl transferase (AtSHT) (EC 2.3.1.-) (BAHD-like hydroxycinnamoyl transferase)
