Erysimum_linariifolium	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
El001G051130	356	AT5G26660.1	AT5G26660.1	orthologue	GO:0005634;GO:0000976;GO:0006355;GO:0045892	Myb domain protein 86;Transcription factor MYB86 (Myb homolog 4) (AtMyb4) (Myb-related protein 86) (AtMYB86)
El001G051140	98					
El001G051160	69	AT3G26470.1	AT3G26470.1	orthologue	GO:0005739;GO:0003674	Powdery mildew resistance protein, RPW8 domain-containing protein
El001G051170	114	AT4G33300.1	AT4G33300.1	other	GO:0048046;GO:0042742;GO:0009507;GO:0050832;GO:0043531;GO:0005524	Probable disease resistance protein At4g33300
El001G051180	254	AT5G26660.1	AT5G26660.1	orthologue	GO:0005634;GO:0000976;GO:0006355;GO:0045892	Myb domain protein 86;Transcription factor MYB86 (Myb homolog 4) (AtMyb4) (Myb-related protein 86) (AtMYB86)
El001G051190	416	AT5G26670.1	AT5G26670.1	orthologue	GO:0071555;GO:0005576;GO:0052793;GO:0009505;GO:0016787	Pectin acetylesterase 10 (EC 3.1.1.-)
El001G051200	698	AT5G28823.1	AT5G28823.1	other	GO:0005575;GO:0003674;GO:0008150	DUF4283 domain-containing protein
El001G051210	122					
El001G051220	104	AT3G61530.1	AT3G61530.1	other	GO:0015940;GO:0008270;GO:0050897;GO:0000287;GO:0005739;GO:0003864;GO:0009507;GO:0003824	3-methyl-2-oxobutanoate hydroxymethyltransferase 2, mitochondrial (EC 2.1.2.11) (Ketopantoate hydroxymethyltransferase 2)
El001G051230	294	AT2G33175.1	AT2G33175.1	orthologue	GO:0003674;GO:0008150;GO:0005739	Transmembrane protein
El001G051240	105					
El001G051250	112					
El001G051260	383	AT5G26680.1	AT5G26680.1	orthologue	GO:0048256;GO:0005634;GO:0017108;GO:0008409;GO:0009411;GO:0000287;GO:0003677;GO:0005654;GO:0005730;GO:0005739;GO:0006284;GO:0043137;GO:0004518;GO:0016788;GO:0003824	Flap endonuclease 1 (FEN-1) (EC 3.1.-.-) (Flap structure-specific endonuclease 1)
El001G051270	112	AT5G26690.1	AT5G26690.1	orthologue	GO:0005634;GO:0003674;GO:0046872	Heavy metal-associated isoprenylated plant protein 2 (AtHIP02)
El001G051280	216	AT5G26700.1	AT5G26700.1	orthologue	GO:0010497;GO:0005576;GO:0009506;GO:2000280;GO:0030145;GO:0048046	Probable germin-like protein subfamily 2 member 5
El001G051290	719	AT5G26710.1	AT5G26710.1	orthologue	GO:0006424;GO:0004818;GO:0017102;GO:0005829;GO:0009507;GO:0009536;GO:0005524;GO:0009791;GO:0032991;GO:0048608;GO:0000166;GO:0004812;GO:0043039;GO:0006412;GO:0005737;GO:0006418	Glutamate--tRNA ligase, cytoplasmic (EC 6.1.1.17) (GluRSAt) (Glutamyl-tRNA synthetase) (GluRS)
El001G051300	149	AT5G26720.1	AT5G26720.1	orthologue	GO:0009860;GO:0003674;GO:0005634;GO:0016787	Ubiquitin carboxyl-terminal hydrolase-like protein
El001G051310	277	AT5G26730.1	AT5G26730.1	orthologue	GO:0008150;GO:0003674;GO:0005739	Fasciclin-like arabinogalactan family protein
El001G051320	98	AT5G26731.1	AT5G26731.1	orthologue	GO:0005739;GO:0008150;GO:0003674	AT5g26741
El001G051330	444	AT5G25860.1	AT5G25860.1	orthologue	GO:0003674;GO:0008150;GO:0005773;GO:0005515	Putative F-box/LRR-repeat protein At5g25860
El001G051340	359	AT3G19400.1	AT3G19400.1	orthologue	GO:0009507;GO:0051603;GO:0005576;GO:0004197;GO:0005764;GO:0005615;GO:0006508;GO:0008234	Cysteine proteinases superfamily protein;Probable cysteine protease RDL2 (EC 3.4.22.-) (Probable cysteine proteinase At3g19400) (RD21A-like protease 2)
El001G051350	422	AT5G26740.1	AT5G26740.1	orthologue	GO:0022857;GO:0016020;GO:0005576;GO:0005802;GO:0050714	AT5G26740 protein (Organic solute transporter ostalpha protein (DUF300))
El001G051360	746	AT5G26742.2	AT5G26742.2	orthologue	GO:0009570;GO:0005737;GO:0009658;GO:0009507;GO:0008270;GO:0000373;GO:0009651;GO:0009793;GO:0005634;GO:0042254;GO:0009941;GO:0003723;GO:0003729;GO:0003724;GO:0009536;GO:0005524;GO:0016887;GO:0016787;GO:0003676;GO:0004386;GO:0005829	DEAD-box ATP-dependent RNA helicase 3, chloroplastic (EC 3.6.4.13) (Protein EMBRYO DEFECTIVE 1138);RNA helicase (EC 3.6.4.13)
El001G051370	80	AT5G26717.1, AT5G26692.1	AT5G26717.1	orthologue	GO:0005739;GO:0003674;GO:0008150;GO:0005575	Membrane lipoprotein
El001G051380	83	AT5G26673.1	AT5G26673.1	orthologue	GO:0005576;GO:0008150;GO:0003674	Membrane lipoprotein
El001G051410	204	AT5G26667.1	AT5G26667.1	orthologue	GO:0004127;GO:0046705;GO:0006225;GO:0006207;GO:0033862;GO:0046050;GO:0005737;GO:0006221;GO:0005829;GO:0005634;GO:0005524;GO:0009173;GO:0009041;GO:0009536;GO:0036430;GO:0036431;GO:0016776;GO:0006139;GO:0019205	UMP-CMP kinase 3 (EC 2.7.4.14) (Deoxycytidylate kinase) (CK) (dCMP kinase) (Uridine monophosphate/cytidine monophosphate kinase) (UMP/CMP kinase) (UMP/CMPK)
El001G051420	138	AT5G26594.1	AT5G26594.1	orthologue	GO:0003674;GO:0009507;GO:0008150;GO:0000160;GO:0005634;GO:0009736	Two-component response regulator 24 (Arabidopsis response regulator 24)
El001G051430	1199	AT5G26570.1	AT5G26570.1	orthologue	GO:0051752;GO:0009507;GO:0009570;GO:2001070;GO:0009536;GO:0005983;GO:0019200;GO:0005982;GO:0046777;GO:0005524;GO:0046872;GO:0016301;GO:0030246;GO:0016310	Chloroplastidic phosphoglucan, water dikinase (ATGWD3);Phosphoglucan, water dikinase, chloroplastic (EC 2.7.9.5)
El001G051440	555	AT5G26360.1	AT5G26360.1	orthologue	GO:0016887;GO:0006457;GO:0009507;GO:0051082;GO:0005832;GO:0009536;GO:0140662;GO:0005515;GO:0005524	T-complex protein 1 subunit gamma (TCP-1-gamma) (CCT-gamma) (Chaperonin CCT3)
El001G051450	526	AT5G26340.1	AT5G26340.1	orthologue	GO:0015144;GO:0009506;GO:0009414;GO:0005886;GO:0009737;GO:0005737;GO:0015145;GO:0015749;GO:0009679;GO:0009536;GO:0009651;GO:0005358;GO:0016020;GO:0022857;GO:0055085	Sugar transport protein 13 (Hexose transporter 13) (Multicopy suppressor of snf4 deficiency protein 1)
El001G051470	186	AT5G26330.1	AT5G26330.1	orthologue	GO:0016020;GO:0005886;GO:0009055;GO:0098552	At5g26330 (Copper binding protein-like, predicted GPI-anchored protein) (Cupredoxin superfamily protein) (F9D12.16 protein)
El001G051480	351	AT5G26300.1, AT5G26280.3, AT5G26260.1	AT5G26280.3	orthologue	GO:0003674;GO:0009506;GO:0005576;GO:0008150;GO:0016020;GO:0009507;GO:0005515	AT5g26280/T19G15_130 (TRAF-like family protein);F9D12.8 protein (TRAF-like family protein);TRAF-like family protein
El001G051490	265	AT5G04010.1	AT5G04010.1	orthologue	GO:0019005;GO:0009740;GO:0031146;GO:0005737;GO:0003674;;GO:0005515	Probable F-box protein At5g04010 (Non-specific F-box protein)
El001G051500	507	AT5G26250.1	AT5G26250.1	orthologue	GO:0015145;GO:0009507;GO:0005886;GO:0015749;GO:0015144;GO:0090406;GO:0015293;GO:0016020;GO:0022857;GO:0055085	Sugar transport protein 8 (Hexose transporter 8)
El001G051510	794	AT5G26240.1	AT5G26240.1	orthologue	GO:0045824;GO:0005802;GO:0009826;GO:0005247;GO:0010038;GO:0005622;GO:0015108;GO:0043231;GO:0005253;GO:0034707;GO:0006821;GO:0016020;GO:0055085	Chloride channel protein;Chloride channel protein CLC-d (AtCLC-d) (CBS domain-containing protein CBSCLC2)
El001G051530	341	AT5G26230.1	AT5G26230.1	orthologue	GO:0009741;GO:0005829;GO:0009536;GO:0005886;GO:0019210;GO:0005634;GO:0006629;GO:0009742	Probable membrane-associated kinase regulator 1
El001G051540	216	AT5G26220.1	AT5G26220.1	orthologue	GO:0006751;GO:0046686;GO:0061928;GO:0010288;GO:0003839;GO:0005737	ChaC-like family protein;Gamma-glutamylcyclotransferase 2-1 (AtGGCT2;1) (EC 4.3.2.9) (Gamma-glutamyl cyclotransferase 2;1)
El001G051550	255	AT5G26210.1	AT5G26210.1	orthologue	GO:0000976;GO:0035064;GO:0003712;GO:0005634;GO:0006355;GO:0006325;GO:0008270;GO:0042393	PHD finger protein ALFIN-LIKE 4 (Protein AL4)
El001G051560	343	AT5G26200.1	AT5G26200.1	orthologue	GO:0055085;GO:0003674;GO:0009507;GO:0016020	AT5g26200/T19G15_50 (Mitochondrial substrate carrier family protein)
El001G051570	521	AT5G26180.1	AT5G26180.1	orthologue	GO:0001510;GO:0005730;GO:0005634;GO:0070475;GO:0008173;GO:0003729;GO:0006364;GO:0008168	25S rRNA (cytosine-C(5))-methyltransferase NSUN5 (EC 2.1.1.-) (tRNA methyltransferase 4h) (AtTRM4h)
El001G051580	108	AT5G26200.1	AT5G26200.1	orthologue	GO:0055085;GO:0003674;GO:0009507;GO:0016020	AT5g26200/T19G15_50 (Mitochondrial substrate carrier family protein)
El001G051590	91	AT5G26180.1	AT5G26180.1	other	GO:0001510;GO:0005730;GO:0005634;GO:0070475;GO:0008173;GO:0003729;GO:0006364	25S rRNA (cytosine-C(5))-methyltransferase NSUN5 (EC 2.1.1.-) (tRNA methyltransferase 4h) (AtTRM4h)
El001G051600	177	AT3G13710.1	AT3G13710.1	orthologue	GO:0005783;GO:0005794;GO:0005886;GO:0016192;GO:0003674;GO:0010008	PRA1 family protein F4 (AtPRA1.F4)
El001G051610	189	AT3G13710.1	AT3G13710.1	other	GO:0005783;GO:0005794;GO:0005886;GO:0016192;GO:0003674;GO:0010008	PRA1 family protein F4 (AtPRA1.F4)
El001G051620	374	AT5G40990.1	AT5G40990.1	other	GO:0009751;GO:0009871;GO:0050832;GO:0009627;GO:0016298;GO:0042742;GO:0009866;GO:0009620;GO:0009507;GO:0005615;GO:0016042;GO:0006629;GO:0016788	GDSL esterase/lipase 1 (EC 3.1.1.-) (Extracellular lipase 1)
El001G051650	173	AT5G26170.1	AT5G26170.1	orthologue	GO:0006355;GO:0009867;GO:0050832;GO:0003700;GO:0005634;GO:0043565	Probable WRKY transcription factor 50 (WRKY DNA-binding protein 50)
El001G051660	984	AT5G26160.1	AT5G26160.1	orthologue	GO:0005634;GO:0003674	Light-independent protochlorophyllide reductase subunit;Protein PLASTID MOVEMENT IMPAIRED 1-RELATED 2
El001G051670	712	AT5G26150.2	AT5G26150.2	orthologue	GO:0005634;GO:0004672;GO:0006468;GO:0016310;GO:0005524	RING-type E3 ubiquitin transferase (EC 2.3.2.27)
El001G051680	209	AT5G26140.2	AT5G26140.2	orthologue	GO:0005634;GO:0005829;GO:0009507;GO:0009691;GO:0102682;GO:0016787;GO:0016799	Putative cytokinin riboside 5'-monophosphate phosphoribohydrolase LOG9 (EC 3.2.2.n1) (Protein LONELY GUY 9);cytokinin riboside 5'-monophosphate phosphoribohydrolase (EC 3.2.2.n1)
El001G051690	678	AT5G26120.1	AT5G26120.1	orthologue	GO:0005576;GO:0046373;GO:0046556	Alpha-L-arabinofuranosidase 2 (AtASD2) (EC 3.2.1.55) (Beta-D-xylosidase) (EC 3.2.1.-)
El001G051700	215					
El001G051710	226	AT5G26110.1	AT5G26110.1	orthologue	GO:0004674;GO:0005634;GO:0000408;GO:0070525;GO:0005829;GO:0005524;GO:0008033;GO:0140101;GO:0004672;GO:0006468	non-specific serine/threonine protein kinase (EC 2.7.11.1)
El001G051720	175	AT5G26100.1	AT5G26100.1	orthologue	GO:0005739;GO:0003674	S-protein homolog
El001G051730	442	AT3G04600.1	AT3G04600.1	other	GO:0006436;GO:0005737;GO:0004830;GO:0005829;GO:0005524;GO:0009791;GO:0016740;GO:0048608;GO:0000166;GO:0004812;GO:0006418	Tryptophan--tRNA ligase, cytoplasmic (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase);Tryptophan--tRNA ligase, cytoplasmic (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase) (TrpRS)
El001G051740	135	AT3G44170.1	AT3G44170.1	other	GO:0005576;GO:0008150;GO:0003674	Plant self-incompatibility protein S1 family protein
El001G051750	227	AT1G63290.1	AT1G63290.1	orthologue	GO:0009507;GO:0009052;GO:0005829;GO:0005886;GO:0005975;GO:0006098;GO:0046872;GO:0004750;GO:0016857	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)
El001G051760	125					
El001G051770	229	AT1G63270.1	AT1G63270.1	orthologue	GO:0015439;GO:0005739;GO:0016887;GO:0022857;GO:0005524;GO:0016020;GO:0017004	ABC transporter I family member 1 (ABC transporter ABCI.1) (AtABCI1) (Cytochrome c biogenesis ATP-binding export protein ccmA-like) (MRP-related protein 3) (Putative non-intrinsic ABC protein 10) (EC 7.6.2.5)
El001G051780	220					
El001G051790	183	AT5G26090.2	AT5G26090.2	orthologue	GO:0005634;GO:0008150;GO:0003674;GO:0005576;GO:0060320	Plant self-incompatibility protein S1 family
El001G051800	194	AT5G26090.2	AT5G26090.2	other	GO:0005634;GO:0008150;GO:0003674;GO:0005576;GO:0060320	Plant self-incompatibility protein S1 family
El001G051810	114	AT5G26070.1, AT5G26080.1	AT5G26070.1	orthologue	GO:0003674;GO:0008150;GO:0005575	Hydroxyproline-rich glycoprotein family protein;Proline-rich family protein
El001G051820	154	AT5G26060.1	AT5G26060.1	orthologue	GO:0005576;GO:0008150;GO:0003674;GO:0060320	S-protein homolog 12
El001G051830	159	AT5G26050.1	AT5G26050.1	orthologue	GO:0008150;GO:0003674;GO:0005576;GO:0060320	S-protein homolog 13
El001G051840	386	AT5G26040.2	AT5G26040.2	orthologue	GO:0004407;GO:0000118;GO:0005634;GO:0008270;GO:0040029;GO:0006325;GO:0141221;GO:0016575	Histone deacetylase 2 (EC 3.5.1.98)
El001G051850	474	AT5G26030.1	AT5G26030.1	orthologue	GO:0009536;GO:0009507;GO:0006783;GO:0006979;GO:0004325;GO:0005739;GO:0033014;GO:0009535;GO:0031969	Ferrochelatase-1, chloroplastic/mitochondrial (AtFC1) (EC 4.98.1.1) (Ferrochelatase-I) (AtFC-I) (Heme synthase 1) (Protoheme ferro-lyase 1)
El001G051860	332	AT5G26010.1	AT5G26010.1	orthologue	GO:1902531;GO:0004722;GO:0017018;GO:0009507;GO:0046872;GO:0006470	Probable protein phosphatase 2C 72 (AtPP2C72) (EC 3.1.3.16)
El001G051870	544	AT5G26000.1	AT5G26000.1	orthologue	GO:0005576;GO:0019762;GO:0019137;GO:0009507;GO:0002213;GO:0009737;GO:0022626;GO:0005777;GO:0009625;GO:0009579;GO:0048046;GO:0099503;GO:0008422;GO:0000325;GO:0009536;GO:0010119;GO:0005975;GO:0009738;GO:0046872;GO:0004553	Myrosinase 1 (EC 3.2.1.147) (Beta-glucosidase 38) (AtBGLU38) (EC 3.2.1.21) (Sinigrinase 1) (Thioglucosidase 1)
El001G051880	314	AT4G08267.1	AT4G08267.1	other	GO:0003674;GO:0005575;GO:0008150;;GO:0046983	HAT transposon superfamily protein
El001G051890	98	AT5G25980.2	AT5G25980.2	other	GO:0005975;GO:0009507;GO:0048046;GO:0000325;GO:0002213;GO:0022626;GO:0005576;GO:0009737;GO:0008422;GO:0019762;GO:0005777;GO:0009536;GO:0019137;GO:0099503;GO:0009506;GO:0010119;GO:0009738;GO:0004553	Myrosinase 2 (EC 3.2.1.147) (Beta-glucosidase 37) (AtBGLU37) (Sinigrinase 2) (Thioglucosidase 2)
El001G051920	536	AT5G25980.2	AT5G25980.2	orthologue	GO:0005975;GO:0009507;GO:0048046;GO:0000325;GO:0002213;GO:0022626;GO:0005576;GO:0009737;GO:0008422;GO:0019762;GO:0005777;GO:0009536;GO:0019137;GO:0099503;GO:0009506;GO:0010119;GO:0009738;GO:0004553	Myrosinase 2 (EC 3.2.1.147) (Beta-glucosidase 37) (AtBGLU37) (Sinigrinase 2) (Thioglucosidase 2)
El001G051930	414	AT5G26000.1, AT5G25980.2, AT5G48375.1	AT5G25980.2	other	GO:0005576;GO:0019762;GO:0019137;GO:0009507;GO:0002213;GO:0009737;GO:0022626;GO:0005777;GO:0009625;GO:0009579;GO:0048046;GO:0099503;GO:0008422;GO:0000325;GO:0009536;GO:0010119;GO:0005975;GO:0009506;GO:0009738;GO:0046872;GO:0004553	Myrosinase 1 (EC 3.2.1.147) (Beta-glucosidase 38) (AtBGLU38) (EC 3.2.1.21) (Sinigrinase 1) (Thioglucosidase 1);Myrosinase 2 (EC 3.2.1.147) (Beta-glucosidase 37) (AtBGLU37) (Sinigrinase 2) (Thioglucosidase 2);Putative myrosinase 3 (EC 3.2.1.147) (Beta-glucosidase 39) (AtBGLU39) (Sinigrinase 3) (Thioglucosidase 3)
El001G051950	541	AT5G25980.2	AT5G25980.2	orthologue	GO:0005975;GO:0009507;GO:0048046;GO:0000325;GO:0002213;GO:0022626;GO:0005576;GO:0009737;GO:0008422;GO:0019762;GO:0005777;GO:0009536;GO:0019137;GO:0099503;GO:0009506;GO:0010119;GO:0009738;GO:0004553	Myrosinase 2 (EC 3.2.1.147) (Beta-glucosidase 37) (AtBGLU37) (Sinigrinase 2) (Thioglucosidase 2)
El001G051960	232					
El001G051970	144					
El001G051980	128				GO:0003676;GO:0004523	
El001G051990	541	AT5G25980.2	AT5G25980.2	orthologue	GO:0005975;GO:0009507;GO:0048046;GO:0000325;GO:0002213;GO:0022626;GO:0005576;GO:0009737;GO:0008422;GO:0019762;GO:0005777;GO:0009536;GO:0019137;GO:0099503;GO:0009506;GO:0010119;GO:0009738;GO:0004553	Myrosinase 2 (EC 3.2.1.147) (Beta-glucosidase 37) (AtBGLU37) (Sinigrinase 2) (Thioglucosidase 2)
El001G052010	76					
El001G052020	63	AT5G11740.1, AT2G19230.1	AT5G11740.1	other	GO:0005515;GO:0006468;GO:0016301;GO:0004674;GO:0044024;GO:0016310;GO:0005576;GO:0016020;GO:0005886;GO:0003674;GO:0005524;GO:0106310;GO:0098552	Arabinogalactan protein 15 (AtAGP15) (Arabinogalactan peptide 15) (AG-peptide 15);Putative leucine-rich repeat receptor-like serine/threonine-protein kinase At2g19230 (EC 2.7.11.1)
El001G052030	63	AT5G11740.1	AT5G11740.1	other	GO:0016020;GO:0005886;GO:0003674;GO:0098552	Arabinogalactan protein 15 (AtAGP15) (Arabinogalactan peptide 15) (AG-peptide 15)
El001G052040	386	AT5G25970.1	AT5G25970.1	orthologue	GO:0008150;GO:0016757;GO:0005575;GO:0016020	Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein (Glycosyltransferase)
El001G052050	413	AT5G25960.1, AT5G25950.1	AT5G25950.1	other	GO:0003674;GO:0005576;GO:0008150;GO:0005575	AslB (DUF239);AslB, putative (DUF239)
El001G052060	556	AT5G08690.1, AT5G08670.1	AT5G08690.1	orthologue	GO:0005524;GO:0005739;GO:0050897;GO:0005507;GO:0005886;GO:0008150;GO:0045259;GO:0009507;GO:0045271;GO:0045261;GO:0000325;GO:0008270;GO:0046961;GO:0009941;GO:0046933;GO:0015986;GO:0005730;GO:0042776;GO:0016887;GO:0008266;GO:0005743;GO:0046034;GO:1902600;GO:0006754;GO:0005753	ATP synthase subunit beta-1, mitochondrial (EC 7.1.2.2);ATP synthase subunit beta-2, mitochondrial (EC 7.1.2.2)
El001G052080	410	AT5G25960.1, AT5G25950.1	AT5G25950.1	orthologue	GO:0003674;GO:0005576;GO:0008150;GO:0005575	AslB (DUF239);AslB, putative (DUF239)
El001G052090	433					
El001G052100	418	AT5G25950.1, AT5G25960.1	AT5G25950.1	other	GO:0003674;GO:0005576;GO:0008150;GO:0005575	AslB (DUF239);AslB, putative (DUF239)
El001G052160	132	AT5G25950.1	AT5G25950.1	other	GO:0003674;GO:0008150;GO:0005575	AslB, putative (DUF239)
El001G052170	1462	AT5G11700.2	AT5G11700.2	other	GO:0009506;GO:0000325;GO:0005773;GO:0005886;GO:0005576;GO:0003674	Ephrin type-B receptor
El001G052180	91	AT1G45063.1	AT1G45063.1	other	GO:0005886;GO:0005576;GO:0008150;GO:0009055	Copper ion binding / electron carrier protein
El001G052190	116	AT5G25940.1	AT5G25940.1	orthologue	GO:0005739;GO:0003674;GO:0016020	Nodulin-like protein (Putative nodulin protein) (T1N24.3 protein)
El001G052200	926	AT5G25930.1	AT5G25930.1	orthologue	GO:0005886;GO:0016301;GO:0004672;GO:0005515;GO:0005524;GO:0006468;GO:0033612	Kinase family with leucine-rich repeat domain-containing protein (Leucine-rich repeat receptor-like protein kinase) (Putative receptor protein kinase) (T1N24.22 protein)
El001G052210	1006	AT5G25930.1	AT5G25930.1	orthologue	GO:0005886;GO:0016301;GO:0004672;GO:0005515;GO:0005524;GO:0006468	Kinase family with leucine-rich repeat domain-containing protein (Leucine-rich repeat receptor-like protein kinase) (Putative receptor protein kinase) (T1N24.22 protein)
El001G052220	510	AT5G25900.1	AT5G25900.1	orthologue	GO:0009686;GO:0016709;GO:0009507;GO:0005783;GO:0009707;GO:0010241;GO:0005506;GO:0052615;GO:0020037;GO:0009740;GO:0019825;GO:0004497;GO:0016705	Ent-kaurene oxidase, chloroplastic (AtKO1) (EC 1.14.14.86) (Cytochrome P450 701A3)
El001G052230	108					
El001G052240	135					
El001G052250	175	AT5G25890.1	AT5G25890.1	orthologue	GO:0006355;GO:0005515;GO:0000976;GO:0042802;GO:0009733;GO:0010102;GO:0003700;GO:0005634;GO:0009734	Auxin-responsive protein IAA28 (Indoleacetic acid-induced protein 28)
El001G052260	156	AT1G37113.1	AT1G37113.1	orthologue	GO:0003674;GO:0005634	Uncharacterized protein
El001G052280	588	AT5G25880.1	AT5G25880.1	orthologue	GO:0005829;GO:0009507;GO:0051287;GO:0006090;GO:0006108;GO:0009536;GO:0016616;GO:0008948;GO:0004473;GO:0004470;GO:0046872	Malic enzyme;NADP-dependent malic enzyme 3 (AtNADP-ME3) (NADP-malic enzyme 3) (EC 1.1.1.40)
El001G052290	592					
El001G052300	592					
El001G052310	173	AT5G25840.1	AT5G25840.1	orthologue	GO:0005634;GO:0003674	DUF1677 family protein (DUF1677)
El001G052320	325	AT5G25830.1	AT5G25830.1	orthologue	GO:0006357;GO:0000976;GO:0003700;GO:0045893;GO:0009416;GO:0030154;GO:0008270;GO:0005634;GO:0007623;GO:1905177;GO:0071555;GO:0006355;GO:0043565;GO:0003677	GATA transcription factor 12
El001G052340	88	AT5G11630.1	AT5G11630.1	other	GO:0005739;GO:2000023;GO:0050832;GO:0042742;GO:0052543;GO:0009617;GO:0019372;GO:0009635;GO:0010311;GO:0048364;GO:2000280;GO:0071433;GO:0031407;GO:0010821;GO:0003674;GO:0048311	Protein NONRESPONDING TO OXYLIPINS 2, mitochondrial
El001G052350	653	AT5G25820.1	AT5G25820.1	orthologue	GO:0006486;GO:0003674;GO:0005575;GO:0000139;GO:0016757;GO:0009101	Exostosin family protein (Glycosyltransferase)
El001G052370	213	AT5G25810.1	AT5G25810.1	orthologue	GO:0006355;GO:0005634;GO:0000976;GO:0009825;GO:0003700;GO:0003677	Ethylene-responsive transcription factor TINY
El001G052400	574	AT5G25800.2	AT5G25800.2	orthologue	GO:0005634;GO:0031125;GO:0004527;GO:0003676;GO:0016740	Polynucleotidyl transferase, ribonuclease H-like superfamily protein;Small RNA degrading nuclease 5 (EC 3.1.-.-)
El001G052410	276	AT5G25470.1	AT5G25470.1	orthologue	GO:0005634;GO:0008150;GO:0003674;GO:0003677	B3 domain-containing protein At5g25470
El001G052420	480	AT5G25790.2	AT5G25790.2	orthologue	GO:0005634;GO:0005515;GO:0006355;GO:0003700;GO:0046872	Protein tesmin/TSO1-like CXC 7 (AtTCX7);Tesmin/TSO1-like CXC domain-containing protein
El001G052430	416	AT5G25770.3	AT5G25770.3	orthologue	GO:0003674;GO:0009507	Alpha/beta-Hydrolases superfamily protein;Alpha/beta-Hydrolases superfamily protein (At5g25770)
El001G052440	157	AT5G25760.1	AT5G25760.1	orthologue	GO:0007031;GO:0061631;GO:0005739;GO:0016567;GO:0004842;GO:0016558;GO:0005634;GO:0006635;GO:0000209;GO:0005515;GO:0005524;GO:0005778	Protein PEROXIN-4 (AtPEX4) (E2 ubiquitin-conjugating enzyme 21) (Probable ubiquitin-conjugating enzyme E2 21) (EC 2.3.2.23) (Ubiquitin carrier protein 21)
El001G052470	70					
El001G052480	281	AT5G25640.1	AT5G25640.1	other	GO:0004252;GO:0008150;GO:0005575;GO:0006508;GO:0016020	Rhomboid-related intramembrane serine protease family protein
El001G052490	272	AT5G25640.1	AT5G25640.1	orthologue	GO:0004252;GO:0008150;GO:0005575;GO:0006508;GO:0016020	Rhomboid-related intramembrane serine protease family protein
El001G052500	565	AT5G25630.2	AT5G25630.2	orthologue	GO:0005739;GO:0003674;GO:0009507;;GO:0005515	Pentatricopeptide repeat-containing protein At5g25630;Tetratricopeptide repeat (TPR)-like superfamily protein
El001G052530	417	AT5G25620.2	AT5G25620.2	orthologue	GO:0009819;GO:0047134;GO:0010262;GO:0050660;GO:0009851;GO:0009723;GO:0004499;GO:0004497;GO:0050661;GO:0010038;GO:0005575;GO:0006979;GO:0103075;GO:0005737	Flavin-containing monooxygenase (EC 1.-.-.-);Indole-3-pyruvate monooxygenase YUCCA6 (EC 1.14.13.168) (Flavin-containing monooxygenase YUCCA6) (Protein HYPERTALL1)
