Arabidopsis_lyrata_Rawat	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
AL1G13850	133	AT1G04250.1	AT1G04250.1	orthologue	GO:0005515;GO:0009734;GO:0006355;GO:0009733;GO:0003700;GO:0005634;GO:0042802;GO:1900057	Auxin-responsive protein IAA17 (Auxin response 3) (Indoleacetic acid-induced protein 17)
AL1G13860	177	AT1G04260.1	AT1G04260.1	orthologue	GO:0046739;GO:0005737;GO:0005783;GO:0016192;GO:0005794;GO:0005886;GO:0005515;GO:0010008	PRA1 family protein D (AtPRA1.D) (CAMV MOVEMENT PROTEIN-INTERACTING PROTEIN 7) (Prenylated Rab acceptor 5)
AL1G13870	152	AT1G04270.1	AT1G04270.1	orthologue	GO:0022626;GO:0000325;GO:0022627;GO:0009506;GO:0015935;GO:0009507;GO:0005576;GO:0000028;GO:0005737;GO:0006412;GO:0003723;GO:0003735;GO:0003729;GO:0005840	Cytosolic ribosomal protein S15;Small ribosomal subunit protein uS19u (40S ribosomal protein S15-1)
AL1G13880	479	AT1G04280.1	AT1G04280.1	orthologue	GO:0005741;GO:0003951;GO:0005634;GO:0006741;GO:0005516;GO:0005524;GO:0016301	Calmodulin calcium-dependent NAD kinase (EC 2.7.1.23) (NAD kinase-CaM dependent protein) (NADKc)
AL1G13890	155	AT1G04290.1	AT1G04290.1	orthologue	GO:0005777;GO:0047617;GO:0008150	F19P19.27 protein (Thioesterase superfamily protein);Thioesterase superfamily protein
AL1G13900	1063	AT1G04300.3	AT1G04300.3	orthologue	GO:0005515;GO:0045087;GO:0005737;GO:0005634;GO:0005886;GO:1905037;GO:0005576;GO:0005776;GO:0005829;GO:0016020	TNF receptor-associated factor homolog 1b (Protein MUTANT SNC1-ENHANCING 13);TRAF-like superfamily protein
AL1G13910	652	AT1G04310.1	AT1G04310.1	orthologue	GO:0010105;GO:0005576;GO:0000155;GO:0004674;GO:0042802;GO:0005515;GO:0004673;GO:0038199;GO:0051740;GO:0005783;GO:0005524;GO:0005789;GO:0009873;GO:0046872;GO:0007165	Ethylene response sensor 2 (AtERS2) (EC 2.7.11.-) (Protein ERS2)
AL1G13930	100	AT1G04330.1	AT1G04330.1	orthologue	GO:0005634;GO:0005737;GO:0005515	At1g04330 (F19P19.24 protein)
AL1G13940	159	AT1G04340.1	AT1G04340.1	orthologue	GO:0003674;GO:0009507;GO:0016020	At1g04340/F19P19_23 (F19P19.23 protein) (HR-like lesion-inducing protein-like protein)
AL1G13950	361	AT1G04350.1	AT1G04350.1	orthologue	GO:0005737;GO:0005576;GO:0008150;GO:0016706;GO:0009058;GO:0046872;GO:0051213	1-aminocyclopropane-1-carboxylate oxidase homolog 6 (EC 1.14.-.-)
AL1G13960	382	AT1G04360.1	AT1G04360.1	orthologue	GO:0005575;GO:0016567;GO:0003674;GO:0008270;GO:0016020;GO:0016740	RING-H2 finger protein ATL1 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase ATL1)
AL1G13970	134	AT1G04370.1	AT1G04370.1	orthologue	GO:0006355;GO:0009873;GO:0000976;GO:0003700;GO:0005622;GO:0005634;GO:0006952;GO:0003677	Ethylene-responsive transcription factor 14 (AtERF14) (Ethylene-responsive element-binding factor 14) (EREBP-14)
AL1G13980	346	AT1G04380.1	AT1G04380.1	orthologue	GO:0005737;GO:0008150;GO:0016706;GO:0009058;GO:0046872;GO:0051213	1-aminocyclopropane-1-carboxylate oxidase homolog 7 (EC 1.14.-.-);2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
AL1G14000	1009	AT1G04390.1	AT1G04390.1	orthologue	GO:0003674;GO:0009507;GO:0016567;GO:0005515	BTB/POZ domain-containing protein At1g04390
AL1G14010	612	AT1G04400.1	AT1G04400.1	orthologue	GO:0072387;GO:0005515;GO:0009638;GO:0042802;GO:0009785;GO:0009416;GO:0010118;GO:0048574;GO:0010617;GO:0005634;GO:0010075;GO:0042803;GO:0051607;GO:0007623;GO:1901371;GO:0006338;GO:1902347;GO:0009882;GO:0009637;GO:0000325;GO:2000028;GO:0043153;GO:0005737;GO:0009646;GO:0016604;GO:2000379;GO:0009911;GO:0005524;GO:0071949;GO:0003904;GO:0009909;GO:0032922;GO:0009414;GO:0006325;GO:0010244;GO:0042752;GO:0003677;GO:0046872	Cryptochrome-2 (Atcry2) (Blue light photoreceptor) (Protein PHR homolog 1) (AtPHH1) (Protein SUPPRESSOR OF elf3 20)
AL1G14020	332	AT1G04410.1	AT1G04410.1	orthologue	GO:0000325;GO:0006734;GO:0009506;GO:0005576;GO:0006108;GO:0005515;GO:0005829;GO:0009570;GO:0006099;GO:0030060;GO:0003729;GO:0010043;GO:0009507;GO:0048046;GO:0006107;GO:0005634;GO:0005737;GO:0005886;GO:0016491;GO:0003824;GO:0016616;GO:0016615;GO:0019752	Malate dehydrogenase 1, cytoplasmic (EC 1.1.1.37) (Cytosolic NAD-dependent malate dehydrogenase 1) (cNAD-MDH1) (Cytosolic malate dehydrogenase 1) (Cytosolic MDH1)
AL1G14030	301	AT1G04420.1	AT1G04420.1	orthologue	GO:0009941;GO:0009570;GO:0005576;GO:0003674;GO:0009507;GO:0016491	NAD(P)-linked oxidoreductase superfamily protein
AL1G14040	42					
AL1G14050	272					
AL1G14060	171	AT1G71310.1	AT1G71310.1	orthologue	GO:0003677;GO:0006281;GO:0005739;GO:0000724;GO:0003690;GO:0005515;GO:0005634;GO:0003697;GO:0000373;GO:0050897	Cobalt ion binding protein;DNA repair RAD52-like protein 1, mitochondrial (Organellar DNA-binding protein 1)
AL1G14070	623	AT1G04430.1	AT1G04430.1	orthologue	GO:0005802;GO:0000138;GO:0000325;GO:0005794;GO:0005737;GO:0005768;GO:0000139;GO:0008168;GO:0032259	Probable methyltransferase PMT8 (EC 2.1.1.-)
AL1G14080	468	AT1G04440.1	AT1G04440.1	orthologue	GO:0005737;GO:0004674;GO:0007165;GO:0005634;GO:0006897;GO:0005524;GO:0009506;GO:0106310;GO:0004672;GO:0006468	Casein kinase 1-like protein 13 (EC 2.7.11.1) (Protein CASEIN KINASE I-LIKE 13)
AL1G14090	113	AT1G04445.2	AT1G04445.2	orthologue	GO:0005515;GO:0005575;GO:0008270	C2H2-like zinc finger protein;C2H2-like zinc finger protein (F19P19.9)
AL1G14100	219	AT1G04450.1	AT1G04450.1	orthologue	GO:0050848;GO:0017157;GO:0009860;GO:0005737;GO:0051650;GO:0005634;GO:0030834;GO:0050850;GO:0005515;GO:0007204	CRIB domain-containing protein RIC3 (ROP-interactive CRIB motif-containing protein 3) (Target of ROP protein RIC3)
AL1G14110	137	AT2G33450.1	AT2G33450.1	other	GO:0009507;GO:0006412;GO:0003735;GO:0009941;GO:0005783;GO:0009570;GO:0003729;GO:0005840;GO:1990904	Large ribosomal subunit protein bL28c (50S ribosomal protein L28, chloroplastic) (CL28)
AL1G14120	1032	AT1G04470.1	AT1G04470.1	orthologue	GO:0008150;GO:0005575;GO:0003674	F19P19.6 protein
AL1G14130	140	AT3G04400.1	AT3G04400.1	orthologue	GO:0003729;GO:0022625;GO:0009507;GO:0009793;GO:0003735;GO:0006412;GO:0005829;GO:0005576;GO:0005730;GO:0005783;GO:0005840;GO:1990904;GO:0070180	Large ribosomal subunit protein uL14x/uL14z/uL14y (60S ribosomal protein L23) (Protein EMBRYO DEFECTIVE 2171);Ribosomal protein L14p/L23e family protein
AL1G14140	410	AT1G04490.1	AT1G04490.1	orthologue	GO:0005634;GO:0003674	At1g04490;Uncharacterized protein
AL1G14150	386	AT1G04500.1	AT1G04500.1	orthologue	GO:0003674;GO:0005634;GO:0009909;GO:0016020;GO:0005515;GO:0003700	CCT motif family protein;CCT motif family protein (Zinc finger CONSTANS-like protein)
AL1G14160	522	AT1G04510.1	AT1G04510.1	orthologue	GO:0004842;GO:0005634;GO:0000974;GO:0000398;GO:0061630;GO:0042742;GO:0080008;GO:0005576;GO:0005737;GO:0071006;GO:0070534;GO:0005730;GO:0005681;GO:0006281;GO:0045087;GO:0016567;GO:0005515	Pre-mRNA-processing factor 19 (EC 2.3.2.27);Pre-mRNA-processing factor 19 homolog 1 (EC 2.3.2.-) (MOS4-associated complex protein 3A) (MAC protein 3A) (Plant U-box protein 59) (U-box domain-containing protein 59)
AL1G14170	307	AT1G04520.1	AT1G04520.1	orthologue	GO:0046739;GO:0010497;GO:0005576;GO:0009506;GO:0003674;GO:0005886	Plasmodesmata-located protein 2 (PD-located protein 2) (Cysteine-rich repeat secretory protein 3)
AL1G14180	312	AT1G04530.1	AT1G04530.1	orthologue	GO:0005576;GO:0005634;GO:0006396;GO:0003674;GO:0005515	Tetratricopeptide repeat (TPR)-like superfamily protein
AL1G14190	577	AT1G04540.1	AT1G04540.1	orthologue	GO:0003674;GO:0006952;GO:0005575	Calcium-dependent lipid-binding (CaLB domain) family protein
AL1G14200	676	AT1G24256.1, AT1G06925.1	AT1G24256.1	other	GO:0010468;GO:0003674;GO:0005634;GO:0005777;GO:0004519;GO:0016787	Endonuclease/glycosyl hydrolase;NYN domain-containing protein
AL1G14210	187	AT1G02580.1	AT1G02580.1	orthologue	GO:0003682;GO:0048317;GO:0006338;GO:0005515;GO:0046976;GO:0031507;GO:0043565;GO:0005634;GO:0042054;GO:0010484;GO:0031519;GO:0045892;GO:0141044;GO:2000014;GO:0009646;GO:0140951;GO:0032259	Histone-lysine N-methyltransferase MEDEA (EC 2.1.1.356) (Maternal embryogenesis control protein) (Protein EMBRYO DEFECTIVE 173) (Protein FERTILIZATION-INDEPENDENT SEED 1) (Protein SET DOMAIN GROUP 5);SET domain-containing protein
AL1G14220	239	AT1G04550.2	AT1G04550.2	orthologue	GO:0045892;GO:0005515;GO:0006355;GO:0048364;GO:0042802;GO:0010051;GO:0009733;GO:0009880;GO:0003700;GO:0005634;GO:0000976;GO:0009734	Auxin-responsive protein;Auxin-responsive protein IAA12 (Indoleacetic acid-induced protein 12) (Protein BODENLOS)
AL1G14230	151	AT1G04555.1	AT1G04555.1	orthologue	GO:0003674;GO:0005739;GO:0008150;GO:0016020	Transmembrane protein
AL1G14240	188	AT1G04560.1	AT1G04560.1	orthologue	GO:0005576;GO:0003674;GO:0008150;GO:0016020	AWPM-19-like family protein (T1G11.19 protein)
AL1G14250	542	AT1G04570.1	AT1G04570.1	orthologue	GO:0005575;GO:0003674;GO:0016020;GO:0031969	Major facilitator superfamily protein;Probable folate-biopterin transporter 8, chloroplastic
AL1G14260	1349	AT1G04580.1	AT1G04580.1	orthologue	GO:0004031;GO:0005634;GO:0005829;GO:0009414;GO:0110096;GO:0042542;GO:0005506;GO:0019760;GO:0071949;GO:0018479;GO:0018488;GO:0050302;GO:0009688;GO:0009851;GO:0051537;GO:0016491;GO:0051536;GO:0050660;GO:0046872	Aldehyde oxidase 4 (AO-4) (AtAO-4) (AtAO2) (EC 1.2.3.1) (Benzaldehyde oxidase) (Indole-3-acetaldehyde oxidase) (IAA oxidase) (EC 1.2.3.7)
AL1G14270	395	AT1G04590.2	AT1G04590.2	orthologue	GO:0009507;GO:0003674;;GO:0005515	PPR containing-like protein
AL1G14280	1706	AT1G04600.1	AT1G04600.1	orthologue	GO:0051015;GO:0015629;GO:0030048;GO:0007015;GO:0030050;GO:0003774;GO:0031982;GO:0005737;GO:0000146;GO:0016020;GO:0003779;GO:0005516;GO:0005524;GO:0016459;GO:0005515	Myosin-7 (Myosin XI A) (AtXIA)
AL1G14290	437	AT1G04610.1	AT1G04610.1	orthologue	GO:0009723;GO:0004499;GO:0050660;GO:0009851;GO:0004497;GO:0103075;GO:0050661;GO:0005634	Probable indole-3-pyruvate monooxygenase YUCCA3 (EC 1.14.13.168) (Flavin-containing monooxygenase YUCCA3)
AL1G14300	461	AT1G04620.1	AT1G04620.1	orthologue	GO:0005576;GO:0033354;GO:0009507;GO:0090415;GO:0015994;GO:0046872;GO:0051536;GO:0016491;GO:0052592;GO:0003824	7-hydroxymethyl chlorophyll a reductase, chloroplastic (EC 1.17.7.2)
AL1G14310	143	AT2G33220.2, AT1G04630.1	AT2G33220.2	other	GO:0031966;GO:0005739;GO:0045271;GO:0005576;GO:0009793;GO:0003674;GO:0009853;GO:0005783;GO:0005743;GO:0005747	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13-A (Protein MATERNAL EFFECT EMBRYO ARREST 4);NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13-B
AL1G14320	151	AT1G04635.1	AT1G04635.1	orthologue	GO:0030677;GO:0000325;GO:0005634;GO:0009793;GO:0008033;GO:0006364;GO:0033204;GO:0000172;GO:0001682;GO:0005655;GO:0005515;GO:0004526;GO:0005730;GO:0030681	Probable ribonuclease P/MRP protein subunit POP5 (Protein EMBRYO DEFECTIVE 1687)
AL1G14330	235	AT1G04640.1	AT1G04640.1	orthologue	GO:0033819;GO:0005576;GO:0017118;GO:0009249;GO:0005739;GO:0005737;GO:0009106;GO:0036211	Octanoyltransferase LIP2, mitochondrial (EC 2.3.1.181) (Lipoate biosynthesis protein) (Lipoate-protein ligase) (Lipoyl ligase) (Lipoyl/octanoyl transferase) (Octanoyl-[acyl-carrier-protein]-protein N-octanoyltransferase)
AL1G14340	178					
AL1G14360	998	AT1G04650.1	AT1G04650.1	orthologue	GO:0045128;GO:0005575;GO:0005515	Holliday junction resolvase
AL1G14370	211	AT1G04660.1	AT1G04660.1	orthologue	GO:0008150;GO:0003674;GO:0005575	Glycine-rich protein (T1G11.8 protein)
AL1G14380	126	AT1G04670.1	AT1G04670.1	orthologue	GO:0003674;GO:0008150;GO:0005575	Uncharacterized protein
AL1G14390	432	AT1G04680.1	AT1G04680.1	orthologue	GO:0016829;GO:0045490;GO:0005576;GO:0030570;GO:0046872	Probable pectate lyase 1 (EC 4.2.2.2) (Pectate lyase A1)
AL1G14400	328	AT1G04690.1	AT1G04690.1	orthologue	GO:0009506;GO:0005737;GO:0003674;GO:0005576;GO:0005886;GO:0006813;GO:0016491;GO:0034220;GO:0034702	Probable voltage-gated potassium channel subunit beta (EC 1.1.1.-) (K(+) channel subunit beta) (Potassium voltage beta 1) (KV-beta1)
AL1G14410	1045	AT1G04700.1	AT1G04700.1	orthologue	GO:0006468;GO:0005634;GO:0004672;GO:0004712;GO:0005737;GO:0007165;GO:0004674;GO:0005524;GO:0009734;GO:0010928;GO:0005515	PB1 domain-containing protein tyrosine kinase
AL1G14420	671	AT1G50920.1	AT1G50920.1	orthologue	GO:0005634;GO:0005730;GO:0042273;GO:0003723;GO:0003924;GO:0003729;GO:0005525;GO:0042254	Nucleolar GTP-binding protein 1
AL1G14430	446	AT1G04710.1	AT1G04710.1	orthologue	GO:0006635;GO:0005777;GO:0003988;GO:0010124;GO:0000325;GO:0009507;GO:0005515;GO:0006633;GO:0031408;GO:0016747;GO:0016746	3-ketoacyl-CoA thiolase 1, peroxisomal (EC 2.3.1.16) (Acetyl-CoA acyltransferase 1) (Beta-ketothiolase 1) (Peroxisomal 3-oxoacyl-CoA thiolase 1)
AL1G14450	943	AT1G04730.1	AT1G04730.1	orthologue	GO:0007062;GO:0005634;GO:0016887;GO:0005657;GO:0003677;GO:0005524;GO:0006260	Chromosome transmission fidelity protein 18 homolog
AL1G14460	219	AT1G04750.1	AT1G04750.1	orthologue	GO:0009920;GO:0005768;GO:0016192;GO:0005886;GO:0009504;GO:0031982;GO:0005515;GO:0009506;GO:0034976;GO:0072659;GO:0015031;GO:0031901;GO:0016020	Vesicle-associated membrane protein 721;Vesicle-associated membrane protein 721 (AtVAMP721) (v-SNARE synaptobrevin 7B) (AtVAMP7B)
AL1G14470	220	AT1G04760.1	AT1G04760.1	orthologue	GO:0005802;GO:0005886;GO:0016324;GO:0000045;GO:0090404;GO:0005768;GO:0016192;GO:0000149;GO:0015031;GO:0031901;GO:0016020	Putative vesicle-associated membrane protein 726 (AtVAMP726)
AL1G14480	305	AT1G04770.1	AT1G04770.1	orthologue	GO:0010438;GO:0005575;GO:0010439;GO:0003674;GO:0009658;GO:0005634;GO:0005515	Protein SULFUR DEFICIENCY-INDUCED 2
AL1G14490	55	AT1G34010.2	AT1G34010.2	other	GO:0003674;GO:0005634;GO:0009507	At1g34010;Uncharacterized protein
AL1G14500	663	AT1G04780.1	AT1G04780.1	orthologue	GO:0005737;GO:0005634;GO:0003674;GO:0012505;GO:0016020;GO:0005515	Ankyrin repeat family protein
AL1G14510	634	AT1G04790.1	AT1G04790.1	orthologue	GO:0061630;GO:0006511;GO:0005737;GO:0008270;GO:0005634	At1g04790 (RING/U-box superfamily protein)
AL1G14520	198	AT1G04800.1	AT1G04800.1	orthologue	GO:0005575;GO:0003674	At1g04800 (F13M7.21 protein) (Glycine-rich protein)
AL1G14530	1001	AT1G04810.1	AT1G04810.1	orthologue	GO:0042176;GO:0005634;GO:0034515;GO:0030234;GO:0043161;GO:0008540;GO:0030163;GO:0006511;GO:0009507;GO:0005576;GO:0000502	26S proteasome non-ATPase regulatory subunit 1 homolog B (26S proteasome regulatory subunit RPN2b) (AtRPN2b) (26S proteasome regulatory subunit S1 homolog B)
AL1G14550	448	AT1G04830.2	AT1G04830.2	orthologue	GO:0005737;GO:0006886;GO:0005096;GO:0090630	Ypt/Rab-GAP domain of gyp1p superfamily protein
AL1G14560	664	AT1G04840.1	AT1G04840.1	orthologue	GO:0009451;GO:0003723;GO:0005739;GO:0008270;GO:0043231;GO:0005515	Pentatricopeptide repeat-containing protein At1g04840
AL1G14570	413	AT1G04850.1	AT1G04850.1	orthologue	GO:0005576;GO:0005737;GO:0003674;GO:0005515	F13M7.16 protein (Ubiquitin-associated (UBA)/TS-N domain-containing protein);Ubiquitin-associated (UBA)/TS-N domain-containing protein
AL1G14580	927	AT1G04860.1	AT1G04860.1	orthologue	GO:0031647;GO:0005634;GO:0004843;GO:0005829;GO:0006511;GO:0000502;GO:0008270;GO:0016579	Ubiquitin carboxyl-terminal hydrolase 2 (EC 3.4.19.12) (Deubiquitinating enzyme 2) (AtUBP2) (Ubiquitin thioesterase 2) (Ubiquitin-specific-processing protease 2)
AL1G14590	372	AT1G04870.2	AT1G04870.2	orthologue	GO:0035242;GO:0006355;GO:0016274;GO:0010228;GO:0035241;GO:0005634;GO:0006338;GO:0044020;GO:0019919;GO:0042054;GO:0008469;GO:0018216;GO:0034969	Protein arginine N-methyltransferase PRMT10 (EC 2.1.1.319)
AL1G14600	448	AT1G04880.1	AT1G04880.1	orthologue	GO:0009860;GO:0000976;GO:0006355;GO:0090406;GO:0009846;GO:0003677;GO:0019760;GO:0008134;GO:0003700;GO:0005634;GO:0000400	High mobility group B protein 15 (Nucleosome/chromatin assembly factor group D 15)
AL1G14610	503	AT1G04890.1	AT1G04890.1	other	GO:0008150;GO:0005737;GO:0003674;GO:0016020;GO:0080115	GTD-binding domain-containing protein
AL1G14620	447	AT1G04900.1	AT1G04900.1	orthologue	GO:0035243;GO:0008150;GO:0005739;GO:0032259	Protein arginine methyltransferase NDUFAF7 (EC 2.1.1.320)
AL1G14630	519	AT1G04910.1	AT1G04910.1	orthologue	GO:0000138;GO:0005802;GO:0005739;GO:0005794;GO:0005768;GO:0016757;GO:0005737;GO:0000139;GO:0006004	O-fucosyltransferase 1 (O-FucT-1) (EC 2.4.1.-) (O-fucosyltransferase family protein)
AL1G14640	1062	AT1G04920.1	AT1G04920.1	orthologue	GO:0016757;GO:0005986;GO:0005794;GO:0046524;GO:0016157;GO:0005985	Probable sucrose-phosphate synthase 3 (EC 2.4.1.14) (Sucrose phosphate synthase 3F) (AtSPS3F) (UDP-glucose-fructose-phosphate glucosyltransferase)
AL1G14650	326	AT1G04930.2	AT1G04930.2	orthologue	GO:0070176;GO:0005794;GO:0005515;GO:0017053	F13M7.8 protein (Hydroxyproline-rich glycoprotein family protein);Hydroxyproline-rich glycoprotein family protein
AL1G14660	273	AT1G04940.1	AT1G04940.1	orthologue	GO:0045037;GO:0009706;GO:0005515;GO:0009507;GO:0005622;GO:0008320	Protein TIC 20-I, chloroplastic (Translocon at the inner envelope membrane of chloroplasts 20-I) (AtTIC20-I)
AL1G14670	392	AT1G04945.3	AT1G04945.3	orthologue	GO:0005634;GO:0009507;GO:0003674;GO:0008150;GO:0008270;GO:0008320;GO:0009706;GO:0042254;GO:0045037;GO:0000463;GO:0000492;GO:0048254;GO:0070761	Box C/D snoRNA protein 1 (Zinc finger HIT domain-containing protein 6)
AL1G14680	554	AT1G04950.1	AT1G04950.1	orthologue	GO:0051123;GO:0009860;GO:0006367;GO:0005669;GO:0005515;GO:0000124;GO:0003713;GO:0046695;GO:0046982;GO:0016251;GO:0005634	Transcription initiation factor TFIID subunit 6 (Protein EMBRYO DEFECTIVE 2781) (TATA box associated factor II 59) (TBP-associated factor 6) (AtTAF6) (Transcription initiation factor TFIID subunit D5)
AL1G14690	317	AT1G04960.2	AT1G04960.2	orthologue	GO:0005576;GO:0003674	F13M7.5 protein (Golgin family A protein (DUF1664));Golgin family A protein (DUF1664)
AL1G14700	501	AT1G04970.1	AT1G04970.1	orthologue	GO:0005615;GO:0001530;GO:0000325;GO:0010468;GO:0005576;GO:0008289;GO:1903409	Lipid-binding serum glycoprotein family protein;Putative BPI/LBP family protein At1g04970
AL1G14710	438	AT1G04980.1	AT1G04980.1	orthologue	GO:0034976;GO:0009507;GO:0005634;GO:0005829;GO:0015035;GO:0005730;GO:0003756;GO:0005783;GO:0009505;GO:0005788	Protein disulfide-isomerase like 2-2 (AtPDIL2-2) (EC 5.3.4.1) (Protein disulfide-isomerase 10) (PDI10) (Protein disulfide-isomerase like 5-1) (AtPDIL5-1)
AL1G14720	193	AT1G04985.1	AT1G04985.1	orthologue	GO:0003674;GO:0005739;GO:0016020	Triacylglycerol lipase-like protein
AL1G14730	428	AT1G04990.1	AT1G04990.1	orthologue	GO:0005634;GO:0003729;GO:0003677;GO:0004518;GO:0008270;GO:0046872	Zinc finger C-x8-C-x5-C-x3-H type family protein;Zinc finger CCCH domain-containing protein 3 (AtC3H3) (EC 3.1.-.-) (Zinc finger CCCH domain-containing protein ZFN-like 4)
AL1G14740	215	AT1G05000.2	AT1G05000.2	orthologue	GO:0004725;GO:0052845;GO:0016311;GO:0005737;GO:0016791;GO:0052847;GO:0052848;GO:0106211;GO:0006470	Inositol diphosphatase DSP1 (EC 3.6.1.52) (Inositol pyrophosphate phosphatase DSP1) (Protein PLANT AND FUNGI ATYPICAL DUAL-SPECIFICITY PHOSPHATASE 1) (AtPFA-DSP1);Phosphotyrosine protein phosphatases superfamily protein;diphosphoinositol-polyphosphate diphosphatase (EC 3.6.1.52)
AL1G14750	217	AT1G05005.1	AT1G05005.1	orthologue	GO:0003674;GO:0008150;GO:0009507;;GO:0005739	PPR containing protein
AL1G14760	327	AT1G05010.1	AT1G05010.1	orthologue	GO:0009620;GO:0010494;GO:0009693;GO:0005737;GO:0005576;GO:0071398;GO:0009815;GO:0016706;GO:0005829;GO:0006952;GO:0009835;GO:0031418;GO:0046872	1-aminocyclopropane-1-carboxylate oxidase 4 (ACC oxidase) (EC 1.14.17.4) (Ethylene-forming enzyme) (EFE)
AL1G14770	643	AT1G05020.1	AT1G05020.1	orthologue	GO:0006900;GO:0030136;GO:0032050;GO:0072583;GO:0005634;GO:0005546;GO:0048268;GO:0000149;GO:0030276;GO:0005515;GO:0005545;GO:0005905;GO:0005794;GO:0015031;GO:0005543	Clathrin coat assembly protein AP180 (At-AP180) (Clathrin coat-associated protein AP180)
AL1G14780	521	AT1G05030.1	AT1G05030.1	orthologue	GO:0015149;GO:0016020;GO:0055085;GO:0009507;GO:0015749;GO:0015144;GO:0022857;GO:0031969	Major facilitator superfamily protein;Probable plastidic glucose transporter 1
AL1G14790	165	AT1G05040.1	AT1G05040.1	orthologue	GO:0008150;GO:0003674;GO:0005634;;GO:0005515	T7A14.9 (UBA-like domain protein);UBA-like domain protein
AL1G14800	421	AT1G05055.1	AT1G05055.1	orthologue	GO:0005675;GO:0006357;GO:0005634;GO:0006289;GO:0006351;GO:0000439;GO:0008270;GO:0006281	General transcription factor IIH subunit 2 (AtGTF2H2) (TFIIH basal transcription factor complex p44 subunit) (Atp44)
AL1G14810	253	AT1G05060.1	AT1G05060.1	orthologue	GO:0009507;GO:0003674	At1g05060 (Coiled-coil protein) (T7A14.7 protein)
AL1G14820	190	AT2G32630.1	AT2G32630.1	other	GO:0007005;GO:0003729;GO:0005739;GO:0006396;GO:0009507;;GO:0005515	Pentatricopeptide repeat-containing protein At2g32630
AL1G14830	181	AT1G05070.1	AT1G05070.1	orthologue	GO:0005794;GO:0005768;GO:0005802;GO:0003674	At1g05070/T7A14_6 (Transmembrane protein, putative (DUF1068))
AL1G14840	482	AT1G05080.1	AT1G05080.1	orthologue	GO:0003674;GO:0005634;GO:0008150;;GO:0005515;GO:0000148;GO:0003843;GO:0006075;GO:0016020	Putative FBD-associated F-box protein At1g05080
AL1G14850	399					
AL1G14860	785	AT1G05090.1, AT4G20720.1	AT4G20720.1	orthologue	GO:0003674;GO:0005634;GO:0008150	Dentin sialophosphoprotein-like protein
AL1G14870	341	AT1G05100.1	AT1G05100.1	orthologue	GO:0004672;GO:0005515;GO:1900057;GO:0009738;GO:0005634;GO:0004709;GO:0009789;GO:0019901;GO:0004674;GO:0006970;GO:0009737;GO:0007165;GO:0046777;GO:1902457;GO:2000038;GO:0005524;GO:0106310;GO:0006468	Mitogen-activated protein kinase kinase kinase 18 (EC 2.7.11.25)
AL1G14880	842	AT1G05120.2	AT1G05120.2	orthologue	GO:0006289;GO:0005634;GO:0140658;GO:0070911;GO:0009411;GO:0000109;GO:0008094;GO:0004386;GO:0005524;GO:0008270;GO:0016787;GO:0046872;GO:0006281	Helicase protein with RING/U-box domain-containing protein
