Noccaea_praecox	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
Np001G061950	362	AT3G57340.1	AT3G57340.1	orthologue	GO:0051085;GO:0005789;GO:0005634;GO:0071218;GO:0030544	AT3G57340 protein (DnaJ heat shock amino-terminal domain protein (DUF1977)) (DnaJ-like protein)
Np001G061970	253	AT3G57360.1	AT3G57360.1	orthologue	GO:0000379;GO:0003674;GO:0005634;GO:0000214;GO:0004519	At3g57360 (tRNA-splicing endonuclease subunit)
Np001G061980	292				GO:0017025;GO:0005634;GO:0006352;GO:0070897;GO:0097550	
Np001G061990	46					
Np001G062000	273	AT3G57390.1	AT3G57390.1	orthologue	GO:0005634;GO:0045944;GO:0048577;GO:0006357;GO:0003700;GO:0009910;GO:0005515;GO:0000977;GO:0000981;GO:0000976;GO:0000978;GO:0046983;GO:0009555;GO:0009908;GO:0003677;GO:0006355	AGAMOUS-like 18;Agamous-like MADS-box protein AGL18
Np001G062020	479	AT3G57400.1, AT5G52500.1	AT3G57400.1	orthologue	GO:0005634;GO:0003674;GO:0005739;GO:0016020	Emb|CAB68146.1 (Transmembrane protein);Transmembrane protein
Np001G062030	948	AT3G57410.1	AT3G57410.1	orthologue	GO:0005737;GO:0051015;GO:0051017;GO:0005884;GO:0051014;GO:0005829;GO:0003729;GO:0051693;GO:0005856;GO:0007015;GO:0003779;GO:0007010	Villin 3;Villin-3
Np001G062040	210	AT5G64930.1	AT5G64930.1	other	GO:0006952;GO:0005515;GO:0009626;GO:0009868;GO:0009627;GO:0048573;GO:0010182;GO:0009723;GO:0051707;GO:0005783;GO:0010090;GO:0003729;GO:0005635;GO:0010150;GO:0005634;GO:0009507;GO:1900056;GO:0016607;GO:0016020;GO:0031965	Protein CPR-5 (Protein constitutive expression of pathogenesis-related genes 5) (Protein constitutive expression of PR genes 5) (Protein hypersenescence-1)
Np001G062050	380	AT5G64930.1	AT5G64930.1	other	GO:0006952;GO:0005515;GO:0009626;GO:0009868;GO:0009627;GO:0048573;GO:0010182;GO:0009723;GO:0051707;GO:0005783;GO:0010090;GO:0003729;GO:0005635;GO:0010150;GO:0005634;GO:0009507;GO:1900056;GO:0016607;GO:0016020;GO:0031965	Protein CPR-5 (Protein constitutive expression of pathogenesis-related genes 5) (Protein constitutive expression of PR genes 5) (Protein hypersenescence-1)
Np001G062070	768	AT3G57420.1	AT3G57420.1	orthologue	GO:0005515;GO:0052324;GO:0005794;GO:2001009;GO:0042802;GO:0005634;GO:0009505;GO:0008104;GO:0016757;GO:0000139	Probable glycosyltransferase STELLO2 (EC 2.4.-.-)
Np001G062080	914	AT3G57430.1	AT3G57430.1	orthologue	GO:0031425;GO:0009451;GO:0008270;GO:0009507;GO:0003723;GO:0043231;GO:0003729;GO:0006397;GO:0005515	Pentatricopeptide repeat-containing protein At3g57430, chloroplastic (Protein ORGANELLE TRANSCRIPT PROCESSING 84)
Np001G062090	234	AT3G57440.1	AT3G57440.1	orthologue	GO:0003674;GO:0005739;GO:0008150	HTH three-helical bundle domain-containing protein;Uncharacterized protein T8H10.40
Np001G062100	93	AT3G57450.1	AT3G57450.1	orthologue	GO:0003674;GO:0005575	At3g57450
Np001G062200	250	AT3G57470.2	AT3G57470.2	other	GO:0043171;GO:0004222;GO:0005737;GO:0046872;GO:0005739;GO:0051603;GO:0005829;GO:0006508;GO:0008237	Insulin-degrading enzyme-like 2 (EC 3.4.24.-) (Insulysin-like 2);Insulinase (Peptidase family M16) family protein
Np001G062210	248	AT3G57480.1	AT3G57480.1	orthologue	GO:0009651;GO:0009737;GO:0000976;GO:0005737;GO:0097501;GO:0005634;GO:0008270	Zinc finger AN1 and C2H2 domain-containing stress-associated protein 13 (AtSAP13)
Np001G062230	126	AT3G57500.1	AT3G57500.1	orthologue	GO:0003674;GO:0008150;GO:0005634;GO:0016020	Fission regulator-like protein
Np001G062240	434	AT3G57510.1	AT3G57510.1	orthologue	GO:0009901;GO:0045490;GO:0009830;GO:0010047;GO:0005975;GO:0004650;GO:0005576;GO:0005737	Polygalacturonase ADPG1 (AtADPG1) (PG ADPG1) (EC 3.2.1.15) (Pectinase ADPG1) (Protein ARABIDOPSIS DEHISCENCE ZONE POLYGALACTURONASE 1)
Np001G062260	779	AT3G57520.1	AT3G57520.1	orthologue	GO:0006979;GO:0034484;GO:0009506;GO:0052692;GO:0005737;GO:0047274;GO:0016757	Probable galactinol--sucrose galactosyltransferase 2 (EC 2.4.1.82) (Protein SEED IMBIBITION 2) (Raffinose synthase 2);galactinol--sucrose galactosyltransferase (EC 2.4.1.82)
Np001G062270	539	AT3G57530.1	AT3G57530.1	orthologue	GO:0005886;GO:0005829;GO:0009931;GO:0004698;GO:0004683;GO:0005515;GO:0005509;GO:0009738;GO:0009651;GO:0005737;GO:0035556;GO:0005634;GO:0005516;GO:0009506;GO:0004674;GO:0005524;GO:0106310;GO:0004672;GO:0006468	Calcium-dependent protein kinase 32 (EC 2.7.11.1);non-specific serine/threonine protein kinase (EC 2.7.11.1)
Np001G062290	291	AT3G57540.1	AT3G57540.1	orthologue	GO:0009414;GO:0005515;GO:0005886;GO:0010555;GO:0009737;GO:0005634;GO:0009651;GO:0019900	Remorin 4.1 (AtREM4.1) (Remorin group 4 member 1)
Np001G062310	390	AT3G57550.2, AT2G41880.5	AT3G57550.2	orthologue	GO:0004385;GO:0005634;GO:0005829;GO:0009117;GO:0048229;GO:0048638;GO:0005737;GO:0005524;GO:0016301;GO:0046037;GO:0006163	Guanylate kinase 1 (AtGK1) (EC 2.7.4.8) (GMP kinase 1);Guanylate kinase 1 (EC 2.7.4.8) (GMP kinase 1);Guanylate kinase 2 (AtGK2) (EC 2.7.4.8) (GMP kinase 2);guanylate kinase (EC 2.7.4.8)
Np001G062320	88	AT2G22720.2	AT2G22720.2	other	GO:0006334;GO:0042393;GO:0006360;GO:0005737;GO:0005730;GO:0003677	At2g22720/T9I22.16 (Expressed protein) (SPT2 chromatin protein);SPT2 chromatin protein
Np001G062330	345	AT3G57560.1	AT3G57560.1	orthologue	GO:0009507;GO:0009534;GO:0003991;GO:0006526;GO:0005515;GO:0005829;GO:0042450;GO:0034618;GO:0005524;GO:0009570;GO:0004042;GO:0005737;GO:0016301	Acetylglutamate kinase, chloroplastic (EC 2.7.2.8) (N-acetyl-L-glutamate 5-phosphotransferase) (NAG kinase) (AtNAGK)
Np001G062340	15					
Np001G062350	13					
Np001G062360	1091	AT3G57570.1	AT3G57570.1	orthologue	GO:0005739;GO:0003674	ARM repeat superfamily protein
Np001G062370	285	AT3G57600.1	AT3G57600.1	orthologue	GO:0005634;GO:0045893;GO:0005515;GO:0006355;GO:0000976;GO:0003700;GO:0006950;GO:0003677	Dehydration-responsive element-binding protein 2F (Protein DREB2F)
Np001G062380	490	AT3G57610.1	AT3G57610.1	orthologue	GO:0009536;GO:0009570;GO:0004019;GO:0046040;GO:0009507;GO:0006167;GO:0044208;GO:0048046;GO:0005737;GO:0000287;GO:0005525;GO:0000166;GO:0006164	Adenylosuccinate synthetase, chloroplastic (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)
Np001G062390	796	AT3G57630.1	AT3G57630.1	orthologue	GO:0080147;GO:0006486;GO:0010409;GO:0005794;GO:0005576;GO:0016757;GO:0000139;GO:0009101	At3g57630 (Exostosin family protein) (Glycosyltransferase);Exostosin family protein
Np001G062430	389	AT3G57650.1	AT3G57650.1	orthologue	GO:0016024;GO:0005515;GO:0003841;GO:0005783;GO:0012505;GO:0005576;GO:0005789;GO:0016746	1-acyl-sn-glycerol-3-phosphate acyltransferase 2 (EC 2.3.1.51) (Lysophosphatidyl acyltransferase 2)
Np001G062440	1626	AT3G57660.1	AT3G57660.1	orthologue	GO:0003677;GO:0001054;GO:0005736;GO:0006351;GO:0005634;GO:0003899;GO:0009506;GO:0005739;GO:0009536;GO:0042254;GO:0046872	DNA-directed RNA polymerase I subunit 1 (DNA-directed RNA polymerase I subunit RPA1) (DNA polymerase I subunit A1) (EC 2.7.7.6) (Nuclear RNA polymerase A1);DNA-directed RNA polymerase subunit (EC 2.7.7.6)
Np001G062450	379	AT3G57670.1	AT3G57670.1	other	GO:0001709;GO:0006355;GO:1990058;GO:0010468;GO:0009860;GO:0010500;GO:0080022;GO:0005634;GO:0003700;GO:0005515;GO:0008270;GO:0048856	Zinc finger protein WIP2 (Protein NO TRANSMITTING TRACT) (WIP-domain protein 2) (AtWIP2)
Np001G062470	516	AT3G57680.1	AT3G57680.1	orthologue	GO:0004175;GO:0005576;GO:0005886;GO:0004252;GO:0006508;GO:0009543;GO:0008236;GO:0005515	C-terminal processing peptidase (EC 3.4.21.102);Carboxyl-terminal-processing peptidase 3, chloroplastic (EC 3.4.21.102) (D1 C-terminal processing protease 3) (Photosystem II D1 protein processing peptidase 3)
Np001G062480	61	AT3G57690.1	AT3G57690.1	orthologue	GO:0016020;GO:0005886;GO:0008150;GO:0003674;GO:0098552	Arabinogalactan protein 23 (AtAGP23) (Arabinogalactan peptide 23) (AG-peptide 23)
Np001G062490	344	AT3G57700.1, AT3G57770.1	AT3G57700.1	orthologue	GO:0006952;GO:0005886;GO:0004672;GO:0005524;GO:0007166;GO:0016310;GO:0004713;GO:0044024;GO:0004674;GO:0006468;GO:0009266;GO:0042742;GO:0106310	Protein kinase superfamily protein (Protein kinase-like protein);Serine/threonine-protein kinase ZRK7 (EC 2.7.11.1)
Np001G062500	367	AT3G57720.1, AT3G57710.1, AT3G57730.1	AT3G57720.1	other	GO:0005886;GO:0042742;GO:0005634;GO:0005515;GO:1900426;GO:0009266;GO:0007166;GO:0006952;GO:0016310;GO:0004674;GO:0003674;GO:0004672;GO:0005524;GO:0106310;GO:0016301;GO:0006468	Non-functional pseudokinase ZRK2;Serine/threonine-protein kinase ZRK1 (EC 2.7.11.1) (Protein RESISTANCE RELATED KINASE 1) (Quantitative resistance to Xanthomonas campestris pv. campestris 568) (Quantitative resistance to Xcc568);Serine/threonine-protein kinase ZRK3 (EC 2.7.11.1)
Np001G062510	349	AT3G57710.1	AT3G57710.1	orthologue	GO:0005886;GO:0042742;GO:0005634;GO:0005515;GO:1900426;GO:0009266;GO:0007166;GO:0006952;GO:0016310;GO:0005524;GO:0016301;GO:0004672;GO:0006468;GO:0004674	Serine/threonine-protein kinase ZRK1 (EC 2.7.11.1) (Protein RESISTANCE RELATED KINASE 1) (Quantitative resistance to Xanthomonas campestris pv. campestris 568) (Quantitative resistance to Xcc568)
Np001G062520	353	AT3G57730.1	AT3G57730.1	orthologue	GO:0007166;GO:0004674;GO:0005515;GO:0016310;GO:0042742;GO:0006952;GO:0005886;GO:0005524;GO:0106310;GO:0004672;GO:0006468	Serine/threonine-protein kinase ZRK3 (EC 2.7.11.1)
Np001G062540	352	AT3G57740.2	AT3G57740.2	orthologue	GO:0016310;GO:0005634;GO:0003674;GO:0005829;GO:0004674;GO:0005524;GO:0007166;GO:0106310;GO:0004672;GO:0006468;GO:0005886	Serine/threonine-protein kinase ZRK4 (EC 2.7.11.1)
Np001G062550	338	AT3G57750.1	AT3G57750.1	orthologue	GO:0005515;GO:0050829;GO:0005634;GO:0009266;GO:0050776;GO:0040008;GO:0005886;GO:0005829;GO:0007166;GO:0006952;GO:0005524;GO:0004674;GO:0006468;GO:0004672	Non-functional pseudokinase ZED1 (AtZED1) (Non-functional pseudokinase ZRK5) (Protein CLUSTERED SILIQUE) (Protein HOPZ-ETI-DEFICIENT 1)
Np001G062560	370	AT3G57760.1	AT3G57760.1	orthologue	GO:0005634;GO:0004672;GO:0007166;GO:0009266;GO:0005515;GO:0005886;GO:0006952;GO:0005524;GO:0006468;GO:0004674	Non-functional pseudokinase ZRK6
Np001G062580	661	AT3G57780.1	AT3G57780.1	orthologue	GO:0005634;GO:0005643;GO:0003674	Nucleolar-like protein
Np001G062600	114	AT3G57785.1	AT3G57785.1	orthologue	GO:0005739;GO:0045271;GO:0008150;GO:0003674;GO:0009507	ESSS subunit of NADH:ubiquinone oxidoreductase (Complex I) protein (Expressed protein)
Np001G062610	480	AT3G57790.1	AT3G57790.1	orthologue	GO:0005576;GO:0000325;GO:0005975;GO:0004650;GO:0016829	Pectin lyase-like superfamily protein
Np001G062620	379	AT3G57800.1	AT3G57800.1	orthologue	GO:0005515;GO:0003700;GO:0006355;GO:0046983;GO:0005634;GO:0003677	Transcription factor bHLH60 (Basic helix-loop-helix protein 60) (AtbHLH60) (bHLH 60) (Transcription factor EN 91) (bHLH transcription factor bHLH060)
Np001G062630	322	AT3G57810.2	AT3G57810.2	orthologue	GO:0004843;GO:0005739;GO:0009507;GO:0005634;GO:0005829;GO:0016579;GO:0030968;GO:0036503	OVARIAN TUMOR DOMAIN-containing deubiquitinating enzyme 4 (OTU domain-containing protein 4) (EC 3.4.19.12) (Deubiquitinating enzyme OTU4)
Np001G062640	661	AT3G57830.1	AT3G57830.1	orthologue	GO:0005515;GO:0005524;GO:0004672;GO:0016310;GO:0005576;GO:0016301;GO:0005886;GO:0016020;GO:0006468	Leucine-rich repeat protein kinase family protein;Leucine-rich repeat protein kinase family protein (Receptor-like protein kinase)
Np001G062650	244	AT3G57860.1	AT3G57860.1	orthologue	GO:1904667;GO:0005515;GO:0009960;GO:0005634;GO:0040020;GO:0007135;GO:1900426;GO:0009561;GO:0007113;GO:0007127;GO:0007088;GO:0006260;GO:0006952;GO:0051301;GO:0051783	Protein GIGAS CELL1 (Protein ENHANCER OF BON1-2 30) (Protein OMISSION OF SECOND DIVISION1) (Protein UV-B-INSENSITIVE 4-like)
Np001G062660	160	AT3G57870.1	AT3G57870.1	orthologue	GO:0016925;GO:0019900;GO:0009793;GO:0005515;GO:0032183;GO:0019789;GO:0005829;GO:0009737;GO:0005634;GO:0061656;GO:0005524	SUMO-conjugating enzyme SCE1 (EC 2.3.2.-) (Protein EMBRYO DEFECTIVE 1637) (Protein hus5 homolog) (SUMO-conjugating enzyme 1) (AtSCE1)
Np001G062670	117	AT2G38020.1	AT2G38020.1	orthologue	GO:0009860;GO:0042144;GO:0009705;GO:0006886;GO:0003779;GO:0030897;GO:0033263;GO:0007033;GO:0016197;GO:0016192;GO:0032991;GO:0005768;GO:0005783;GO:0005771;GO:0045992;GO:0051469;GO:0005765	Protein VACUOLELESS1 (Vacuolar protein sorting-associated protein 16 homolog)
Np001G062680	774	AT3G57880.1	AT3G57880.1	orthologue	GO:0005783;GO:0005737;GO:0005768;GO:0009506;GO:1902182;GO:0005886;GO:0005829;GO:0005739;GO:0005515;GO:0009505;GO:0000139;GO:0005789;GO:0010008;GO:0016757;GO:0046872	FT-interacting protein 3 (Multiple C2 domain and transmembrane region protein 3)
Np001G062690	575	AT3G57890.2	AT3G57890.2	orthologue	GO:0005829;GO:0005634;GO:0003674;GO:0000922	TBCC domain-containing protein 1
Np001G062700	270	AT3G57910.1	AT3G57910.1	orthologue	GO:0003676;GO:0000776;GO:0005634	At3g57910 (D111/G-patch domain-containing protein)
Np001G062710	346	AT3G57920.1	AT3G57920.1	orthologue	GO:0008361;GO:0048653;GO:0010228;GO:0006355;GO:0003700;GO:0005634;GO:0042127;GO:0005515;GO:0003677;GO:0008270	Squamosa promoter-binding-like protein 15
Np001G062720	154	AT3G57930.1	AT3G57930.1	other	GO:0003674;GO:0005634	Rho GTPase-activating gacO-like protein
Np001G062730	1026	AT3G57940.1	AT3G57940.1	orthologue	GO:1904812;GO:0005730;GO:0000049;GO:0005634;GO:0003723;GO:1990883;GO:0106162;GO:0005524;GO:0051391;GO:0051392;GO:0008080;GO:0030686;GO:0016072;GO:0016747	RNA cytidine acetyltransferase (EC 2.3.1.-) (18S rRNA cytosine acetyltransferase);RNA cytidine acetyltransferase 2 (EC 2.3.1.-) (18S rRNA cytosine acetyltransferase 2)
Np001G062750	181	AT3G57950.1	AT3G57950.1	orthologue	GO:0009507;GO:0003674	At3g57950 (Cotton fiber protein)
Np001G062760	269	AT3G57960.1	AT3G57960.1	orthologue	GO:0050832;GO:0005634;GO:0003674	Emsy N Terminus (ENT) domain-containing protein
Np001G062770	273	AT3G57970.1	AT3G57970.1	orthologue	GO:0005634;GO:0050832;GO:0003674	Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein
Np001G062780	636	AT3G57980.2, AT2G42150.1	AT3G57980.2	orthologue	GO:0005634;GO:0003674;GO:0003677;GO:0005515	DNA-binding bromodomain-containing protein
Np001G062790	352	AT3G57990.1	AT3G57990.1	orthologue	GO:0005575;GO:1904659;GO:0003674	Uncharacterized protein At3g57990 (Uncharacterized protein T10K17.200)
Np001G062800	182	AT3G58000.1	AT3G58000.1	orthologue	GO:0005634;GO:0003674;GO:0008150;GO:0006952	VQ motif-containing protein 25 (AtVQ25)
Np001G062810	309	AT3G58010.1	AT3G58010.1	orthologue	GO:0009535;GO:0010287;GO:0003674;GO:0009579;GO:0005829;GO:0031977;GO:0008150;GO:0009507	Probable plastid-lipid-associated protein 9, chloroplastic (Fibrillin-7a) (AtPGL34)
Np001G062830	102					
Np001G062840	248	AT3G58020.1	AT3G58020.1	orthologue	GO:0008150;GO:0003674;GO:0005634;GO:0005737	Chaperone DnaJ-domain superfamily protein
Np001G062850	438	AT3G58030.1	AT3G58030.1	orthologue	GO:0036503;GO:0006511;GO:0005634;GO:0051865;GO:0061630;GO:0044390;GO:0005789;GO:0008270;GO:0046872;GO:0005783	E3 ubiquitin-protein ligase RMA (EC 2.3.2.27) (Protein RING membrane-anchor) (RING-type E3 ubiquitin transferase RMA)
Np001G062860	309	AT3G58040.1	AT3G58040.1	orthologue	GO:0006511;GO:0016567;GO:2000785;GO:0005515;GO:0005737;GO:0005634;GO:0061630;GO:0008270;GO:0005771;GO:0005776;GO:0016740;GO:0007275	E3 ubiquitin-protein ligase SINAT2 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase SINAT2) (Seven in absentia homolog 2)
Np001G062870	1168	AT3G58050.2	AT3G58050.2	orthologue	GO:0005634;GO:0003674;GO:0008150	Uncharacterized protein
Np001G062880	409	AT3G58060.1	AT3G58060.1	other	GO:0071421;GO:0035618;GO:0005384;GO:0009705;GO:0048316;GO:0009845;GO:0006826;GO:0016020;GO:0005634;GO:0008324;GO:0006812;GO:0055085	Putative metal tolerance protein C3 (AtMTPc3) (AtMTP8)
Np001G062890	256	AT3G58070.1	AT3G58070.1	orthologue	GO:0010026;GO:0000976;GO:0003700;GO:0005634;GO:0005515;GO:0006355;GO:0009739;GO:0010091;GO:0008270;GO:0009740;GO:0010090	Zinc finger protein GIS (Protein GLABROUS INFLORESCENCE STEMS)
Np001G062900	429					
Np001G062910	186	AT1G65870.1	AT1G65870.1	orthologue	GO:0003674;GO:0009505;GO:0005576;GO:0008150;GO:0009699	Dirigent protein 21 (AtDIR21)
Np001G062920	136	AT3G58090.1	AT3G58090.1	orthologue	GO:0005634;GO:0008150;GO:0003674;GO:0009699;GO:0048046	Dirigent protein 17 (AtDIR17)
Np001G062930	176	AT3G58100.2	AT3G58100.2	orthologue	GO:0009506;GO:0016020;GO:0001872;GO:0005886;GO:0030247;GO:0098552	PLASMODESMATA CALLOSE-BINDING PROTEIN 5 (AtPDCB5) (Glucan endo-1,3-beta-glucosidase-like protein 1);Plasmodesmata callose-binding protein 5
Np001G062940	787	AT3G58110.1	AT3G58110.1	orthologue	GO:0009867;GO:0030371;GO:0005737;GO:0030674;GO:0009718;GO:0005634	Uncharacterized protein;Uncharacterized protein F9D24.20
Np001G062950	332	AT3G58120.1	AT3G58120.1	orthologue	GO:0005634;GO:0000976;GO:0003700;GO:0006355;GO:0003677;GO:0045893;GO:0005515	Basic leucine zipper 61 (AtbZIP61) (bZIP protein 61);Basic-leucine zipper (BZIP) transcription factor family protein
Np001G062970	255	AT2G27340.2, AT3G58130.1	AT3G58130.1	orthologue	GO:0005576;GO:0006506;GO:0000225;GO:0005783;GO:0005739;GO:0016020;GO:0016811	N-acetylglucosaminylphosphatidylinositol deacetylase (EC 3.5.1.89)
Np001G062980	449	AT3G58140.1	AT3G58140.1	orthologue	GO:0006432;GO:0005829;GO:0009507;GO:0000049;GO:0004826;GO:0009570;GO:0005737;GO:0005739;GO:0005524;GO:0005759;GO:0000166;GO:0004812;GO:0043039	Phenylalanine--tRNA ligase, chloroplastic/mitochondrial (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase) (PheRS)
Np001G062990	198	AT3G58150.1	AT3G58150.1	orthologue	GO:0003674;GO:0019216;GO:0005739	Optic atrophy 3 protein (OPA3)
Np001G063000	1184	AT3G58160.1	AT3G58160.1	orthologue	GO:0000325;GO:0000146;GO:0005737;GO:0051015;GO:0015629;GO:0016020;GO:0007015;GO:0030048;GO:0003774;GO:0016459;GO:0003779;GO:0005516;GO:0005524;GO:0016787;GO:0005515	Myosin-16 (AtMYA3) (AtMYOS3) (Myosin XI J) (AtXIJ);P-loop containing nucleoside triphosphate hydrolases superfamily protein
Np001G063010	124	AT3G58170.1	AT3G58170.1	orthologue	GO:0005886;GO:0009860;GO:0005794;GO:0005484;GO:0005829;GO:0000139;GO:0005789;GO:0015031;GO:0016192	Bet1-like SNARE 1-1 (AtBET11) (Bet1/Sft1-like SNARE 14a) (AtBS14a)
Np001G063020	319	AT3G58180.1	AT3G58180.1	orthologue	GO:0019135;GO:0008612;GO:0016491;GO:0005575;GO:0046872	Deoxyhypusine hydroxylase (DOHH) (EC 1.14.99.29) (Deoxyhypusine dioxygenase) (Deoxyhypusine monooxygenase)
Np001G063030	227	AT3G58190.1	AT3G58190.1	orthologue	GO:0045893;GO:0001216;GO:0005634;GO:0010311;GO:1990110;GO:0009755	LOB domain-containing protein 29 (ASYMMETRIC LEAVES 2-like protein 16) (AS2-like protein 16)
Np001G063040	702	AT1G43145.1	AT1G43145.1	other	GO:0008150;GO:0003674;GO:0005575	Uncharacterized protein
Np001G063050	1281	AT2G22440.1	AT2G22440.1	other	GO:0005575;GO:0008150;GO:0003674;GO:0003964;GO:0003824;GO:0003676;GO:0004523	Non-LTR retroelement reverse transcriptase
Np001G063080	323	AT3G58200.1	AT3G58200.1	orthologue	GO:0005634;GO:0003674;GO:0008150;;GO:0005515	MATH domain and coiled-coil domain-containing protein At3g58200 (RTM3-like protein At3g58200)
Np001G063090	153	AT3G58230.1	AT3G58230.1	orthologue	GO:0008150;GO:0005634;GO:0003674;GO:0006508;GO:0008233	Ubiquitin-specific protease family C19-related protein
Np001G063100	316	AT3G58240.1	AT3G58240.1	orthologue	GO:0005634;GO:0008150;GO:0003674;;GO:0005515	MATH domain and coiled-coil domain-containing protein At3g58240 (RTM3-like protein At3g58240)
Np001G063110	38					
Np001G063120	153	AT3G58230.1	AT3G58230.1	orthologue	GO:0008150;GO:0005634;GO:0003674;GO:0006508;GO:0008233	Ubiquitin-specific protease family C19-related protein
Np001G063130	323	AT3G58240.1	AT3G58240.1	other	GO:0005634;GO:0008150;GO:0003674;;GO:0005515	MATH domain and coiled-coil domain-containing protein At3g58240 (RTM3-like protein At3g58240)
Np001G063140	323	AT3G58270.1	AT3G58270.1	other	GO:0005634;GO:0003674;GO:0008150;;GO:0005515	MATH domain and coiled-coil domain-containing protein At3g58270 (RTM3-like protein At3g58270)
Np001G063150	307	AT3G58360.1	AT3G58360.1	other	GO:0008150;GO:0003674;GO:0009507;;GO:0005515	MATH domain and coiled-coil domain-containing protein At3g58360 (RTM3-like protein At3g58360)
Np001G063160	329	AT3G58360.1	AT3G58360.1	other	GO:0008150;GO:0003674;GO:0009507;;GO:0005515	MATH domain and coiled-coil domain-containing protein At3g58360 (RTM3-like protein At3g58360)
Np001G063170	258	AT3G58310.1	AT3G58310.1	orthologue	GO:0008150;GO:0003674;GO:0005576	Putative cysteine-rich repeat secretory protein 61
Np001G063180	298	AT3G58350.1	AT3G58350.1	orthologue	GO:0009615;GO:0005515;GO:0005575;GO:0051607	Protein RESTRICTED TEV MOVEMENT 3 (Protein RTM3) (MATH domain and coiled-coil domain-containing protein RTM3) (Restricted tobacco etch virus movement protein 3)
Np001G063200	338	AT3G58380.1	AT3G58380.1	orthologue	GO:0005634;GO:0005515;	MATH domain and coiled-coil domain-containing protein At3g58380 (RTM3-like protein At3g58380)
Np001G063210	238	AT3G58340.1	AT3G58340.1	other	GO:0008150;GO:0003674;GO:0005575;;GO:0005515	MATH domain and coiled-coil domain-containing protein At3g58340 (RTM3-like protein At3g58340);TRAF-like family protein
Np001G063220	315	AT2G05400.3, AT2G05410.2, AT2G05420.1, AT3G58210.1, AT3G58250.1, AT3G58270.1, AT3G58350.1, AT3G58360.1, AT3G58370.1, AT3G58400.1	AT3G58350.1	other	GO:0003674;GO:0005634;GO:0008150;GO:0009507;GO:0005829;GO:0009615;GO:0005515;GO:0005575;GO:0051607;GO:0006508;GO:0008233	MATH domain and coiled-coil domain-containing protein At2g05410 (RTM3-like protein At2g05410);MATH domain and coiled-coil domain-containing protein At2g05420 (RTM3-like protein At2g05420);MATH domain and coiled-coil domain-containing protein At3g58210 (RTM3-like protein At3g58210);MATH domain and coiled-coil domain-containing protein At3g58250 (RTM3-like protein At3g58250);MATH domain and coiled-coil domain-containing protein At3g58270 (RTM3-like protein At3g58270);MATH domain and coiled-coil domain-containing protein At3g58360 (RTM3-like protein At3g58360);MATH domain and coiled-coil domain-containing protein At3g58370 (RTM3-like protein At3g58370);MATH domain and coiled-coil domain-containing protein At3g58400 (RTM3-like protein At3g58400);Protein RESTRICTED TEV MOVEMENT 3 (Protein RTM3) (MATH domain and coiled-coil domain-containing protein RTM3) (Restricted tobacco etch virus movement protein 3);Ubiquitin-specific protease family C19-related protein
