Cardamine_glauca	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
Cg002G060560	452	AT3G46670.1, AT3G46660.1	AT3G46660.1	orthologue	GO:0005634;GO:0005737;GO:0016757;GO:0080044;GO:0080043;GO:0047893;GO:0033836;GO:0008194	Flavonol 3-O-glucosyltransferase UGT76E12 (EC 2.4.1.91) (Flavonol 7-O-beta-glucosyltransferase UGT76E12) (EC 2.4.1.237) (UDP-glycosyltransferase 76E12);UDP-glycosyltransferase 76E11 (EC 2.4.1.-)
Cg002G060570	445	AT3G46720.1, AT3G46700.1, AT3G46690.1, AT3G46650.1, AT3G46680.1	AT3G46680.1	other	GO:0008150;GO:0005737;GO:0016757;GO:0080043;GO:0008194;GO:0080044;GO:0009506	UDP-Glycosyltransferase superfamily protein;UDP-glycosyltransferase 76E3 (EC 2.4.1.-);UDP-glycosyltransferase 76E4 (EC 2.4.1.-);UDP-glycosyltransferase 76E5 (EC 2.4.1.-);UDP-glycosyltransferase 76E6 (EC 2.4.1.-)
Cg002G060590	452	AT3G46670.1, AT3G46660.1	AT3G46660.1	orthologue	GO:0005634;GO:0005737;GO:0016757;GO:0080044;GO:0080043;GO:0047893;GO:0033836;GO:0008194	Flavonol 3-O-glucosyltransferase UGT76E12 (EC 2.4.1.91) (Flavonol 7-O-beta-glucosyltransferase UGT76E12) (EC 2.4.1.237) (UDP-glycosyltransferase 76E12);UDP-glycosyltransferase 76E11 (EC 2.4.1.-)
Cg002G060600	347	AT3G46640.3	AT3G46640.3	orthologue	GO:0003700;GO:0005634;GO:0006355;GO:0010468;GO:0007623;GO:0042753;GO:0000122;GO:0003677;GO:0005667;GO:0042752	Homeodomain-like superfamily protein;Transcription factor LUX (Protein LUX ARRHYTHMO) (Protein PHYTOCLOCK 1)
Cg002G060610	203	AT3G46630.1	AT3G46630.1	orthologue	GO:0009507;GO:1901259;GO:0003729;GO:0009658	DCL protein (DUF3223)
Cg002G060620	390	AT3G46620.1	AT3G46620.1	orthologue	GO:0061630;GO:0009414;GO:0004842;GO:0005737;GO:0009737;GO:0051865;GO:0016567;GO:0005634;GO:0005829;GO:0008270;GO:0009738	E3 ubiquitin-protein ligase RDUF1 (EC 2.3.2.27) (RING and DUF1117 domain-containing protein 1) (AtRDUF1) (RING-type E3 ubiquitin transferase RDUF1)
Cg002G060630	590	AT3G46600.1	AT3G46600.1	orthologue	GO:0006355;GO:0000976;GO:0005634;GO:0003700;GO:0043565	GRAS family transcription factor;Scarecrow-like protein 30 (AtSCL30) (GRAS family protein 17) (AtGRAS-17)
Cg002G060640	575	AT3G46590.2	AT3G46590.2	orthologue	GO:0042162;GO:0005515;GO:0005634;GO:0008301;GO:0043565	TRF-like 1;Telomere repeat-binding protein 2 (Protein TRF-LIKE 1)
Cg002G060650	170	AT2G06265.1, AT2G07505.1	AT2G06265.1	other	GO:0005575;GO:0008150;GO:0008270;GO:0005634	Zinc ion binding protein;Zinc ion-binding protein
Cg002G060670	231	AT3G51800.2	AT3G51800.2	other	GO:0003729;GO:0005515;GO:0005730;GO:0001558;GO:0044843;GO:0005634;GO:0005829;GO:0009734;GO:0051302;GO:0006364;GO:1990904	ERBB-3 BINDING PROTEIN 1 (AtEBP1) (Proliferation-associated protein G2p) (AtG2) (Protein CELL-PROLIFERATION-RELATED) (AtCPR)
Cg002G060680	288	AT3G58960.1, AT3G58920.1, AT3G58980.1	AT3G58920.1	other	GO:0003674;GO:0005575;GO:0008150;;GO:0005515	F-box/LRR-repeat protein At3g58980;Putative F-box protein At3g58960;Putative F-box/LRR-repeat protein At3g58920
Cg002G060700	207	AT3G46580.1	AT3G46580.1	orthologue	GO:0008327;GO:0005515;GO:0019899;GO:0010370;GO:0000792;GO:0005634;GO:0003677	Methyl-CpG-binding domain-containing protein 5 (AtMBD5) (MBD05) (Methyl-CpG-binding protein MBD5)
Cg002G060710	93	AT3G46560.1	AT3G46560.1	orthologue	GO:0005758;GO:0009793;GO:0007005;GO:0005515;GO:0005739;GO:0005829;GO:0015031;GO:0046872	Mitochondrial import inner membrane translocase subunit TIM9 (Protein EMBRYO DEFECTIVE 2474)
Cg002G060720	429	AT3G46550.1	AT3G46550.1	orthologue	GO:0010192;GO:0009738;GO:0009825;GO:0009897;GO:0048354;GO:0005886;GO:0016020;GO:0005576;GO:0009651;GO:0007155;GO:0030247	Fasciclin-like arabinogalactan protein 4 (Protein SALT OVERLY SENSITIVE 5)
Cg002G060730	293	AT3G46540.1	AT3G46540.1	orthologue	GO:0030276;GO:0030125;GO:0006897;GO:0005768;GO:0005886;GO:0005543;GO:0005634;GO:0005794;GO:0030136	ENTH/VHS family protein
Cg002G060740	377	AT5G59370.1	AT5G59370.1	orthologue	GO:0005200;GO:0005737;GO:0007010;GO:0009536;GO:0030036;GO:0015629;GO:0005739;GO:0005524;GO:0005856;GO:0016787	Actin-4 (EC 3.6.4.-)
Cg002G060760	661	AT3G46510.1	AT3G46510.1	orthologue	GO:0005634;GO:2000028;GO:0005515;GO:0070696;GO:0042742;GO:0016567;GO:0005829;GO:0004842;GO:0043066;GO:0050777;GO:0005737;GO:0007166	U-box domain-containing protein 13 (EC 2.3.2.27) (Plant U-box protein 13) (RING-type E3 ubiquitin transferase PUB13)
Cg002G060780	339	AT3G46490.1	AT3G46490.1	orthologue	GO:0003674;GO:0005737;GO:0046872;GO:0051213	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
Cg002G060790	614	AT5G10720.1	AT5G10720.1	other	GO:0071219;GO:0070301;GO:0000155;GO:0004673;GO:0009788;GO:0010105;GO:0048364;GO:0009927;GO:0000325;GO:0009736;GO:0000160;GO:0071732;GO:0005634;GO:0090333;GO:0005886;GO:0005737;GO:0006952;GO:0009738;GO:0009873;GO:0046872;GO:0007165;GO:0046777;GO:0016310;GO:0016772	Histidine kinase 5 (EC 2.7.13.3) (Arabidopsis histidine kinase 5) (AtHK5) (Protein AUTHENTIC HIS-KINASE 5) (Protein CYTOKININ-INDEPENDENT 2)
Cg002G060800	190	AT3G46500.5	AT3G46500.5	other	GO:0005737;GO:0008150;GO:0003674;GO:0046872;GO:0051213	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
Cg002G060830	166	AT3G46460.1	AT3G46460.1	orthologue	GO:0000209;GO:0006511;GO:0016567;GO:0061631;GO:0004842;GO:0005634;GO:0005515;GO:0005829;GO:0005524;GO:0016740	Ubiquitin-conjugating enzyme 13;Ubiquitin-conjugating enzyme E2 13 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme 13) (Ubiquitin carrier protein 13) (Ubiquitin-protein ligase 13)
Cg002G060840	487	AT3G46450.2	AT3G46450.2	orthologue	GO:0005739;GO:0003674;GO:0016020	AT3g46450/F18L15_170 (SEC14 cytosolic factor family protein / phosphoglyceride transfer family protein);SEC14 cytosolic factor family protein / phosphoglyceride transfer family protein
Cg002G060860	341	AT3G46440.1	AT3G46440.1	orthologue	GO:0045492;GO:0048040;GO:0005886;GO:0042732;GO:0005829;GO:0009507;GO:0033320;GO:0005737;GO:0070403	UDP-glucuronic acid decarboxylase 5 (EC 4.1.1.35) (UDP-XYL synthase 5) (UDP-glucuronate decarboxylase 5) (UGD) (UXS-5)
Cg002G060870	55	AT3G46430.1, AT5G59613.1	AT5G59613.1	orthologue	GO:0003674;GO:0045259;GO:0008150;GO:0045275;GO:0009536;GO:0005739;GO:0006950;GO:0005829;GO:0005743;GO:0006979;GO:0009409;GO:0009414;GO:0009744;GO:0010555;GO:0042542;GO:1902074;GO:1902600	ATP synthase small subunit 6-A, mitochondrial (AtMtATP6) (MtATP6) (ATP synthase 6 kDa subunit, mitochondrial);ATP synthase small subunit 6-B, mitochondrial (AtMtATP6) (MtATP6) (ATP synthase 6 kDa subunit, mitochondrial)
Cg002G060880	882	AT3G46340.1	AT3G46340.1	orthologue	GO:0016310;GO:0004674;GO:0016301;GO:0005576;GO:0005515;GO:0005524;GO:0005886;GO:0106310;GO:0004672;GO:0006468	Putative receptor-like protein kinase At3g46340 (EC 2.7.11.1)
Cg002G060890	335	AT5G28780.1, AT3G51700.1, AT3G51690.1	AT3G51690.1	other	GO:0005634;GO:0032508;GO:0005657;GO:0006260;GO:0003677;GO:0004386;GO:0005737	PIF1 helicase
Cg002G060900	889	AT3G46350.1	AT3G46350.1	orthologue	GO:0016310;GO:0005575;GO:0016301;GO:0016020;GO:0004672;GO:0006468;GO:0005515;GO:0005524	LRR receptor-like Serine/Threonine-kinase
Cg002G060920	881	AT3G46330.1	AT3G46330.1	orthologue	GO:0006468;GO:0009960;GO:0005576;GO:0009793;GO:0016301;GO:0005515;GO:0044024;GO:0004674;GO:0005524;GO:0016020;GO:0106310;GO:0004672	Leucine-rich repeat protein kinase family protein;Probable LRR receptor-like serine/threonine-protein kinase MEE39 (EC 2.7.11.1) (Protein MATERNAL EFFECT EMBRYO ARREST 39)
Cg002G060930	103	AT1G07660.1, AT1G07820.1, AT2G28740.1, AT3G45930.1, AT3G46320.1, AT3G53730.1, AT5G59690.1, AT5G59970.1	AT5G59970.1	other	GO:0000786;GO:0005777;GO:0005730;GO:0009414;GO:0003677;GO:0005634;GO:0003674;GO:0005829;GO:0005515;GO:0030527;GO:0009536;GO:0000325;GO:0046982;GO:0009507;GO:0005576;GO:0005886;GO:0009506;GO:0009579;GO:0006334	Histone H4
Cg002G060940	137	AT3G46300.1	AT3G46300.1	orthologue	GO:0005575;GO:0003674;GO:0008150	Uncharacterized protein F18L15.20
Cg002G060950	833	AT3G46290.1	AT3G46290.1	orthologue	GO:0004672;GO:0005515;GO:0009826;GO:0004714;GO:0051510;GO:0010183;GO:0009741;GO:0005886;GO:0009742;GO:0016301;GO:0005576;GO:0009506;GO:0009791;GO:0010483;GO:0043680;GO:0004674;GO:0005524;GO:0006468;GO:0046777	Receptor-like protein kinase HERK 1 (EC 2.7.11.-) (Protein HERCULES RECEPTOR KINASE 1)
Cg002G060960	459					
Cg002G060970	480	AT3G46280.1	AT3G46280.1	orthologue	GO:0005576;GO:0003674;GO:0016020;GO:0016301	Kinase-like protein
Cg002G061000	455	AT3G46280.1	AT3G46280.1	orthologue	GO:0005576;GO:0003674;GO:0016020;GO:0016301	Kinase-like protein
Cg002G061010	157	AT1G53540.1	AT1G53540.1	orthologue	GO:0006457;GO:0009651;GO:0009408;GO:0051082;GO:0042542;GO:0051259;GO:0005737	17.6 kDa class I heat shock protein 3 (17.6 kDa heat shock protein 3) (AtHsp17.6C)
Cg002G061020	157	AT3G46230.1, AT1G53540.1	AT1G53540.1	other	GO:0006457;GO:0009651;GO:0009408;GO:0051082;GO:0042542;GO:0051259;GO:0005737;GO:0071456;GO:0009628;GO:0005515	17.4 kDa class I heat shock protein (17.4 kDa heat shock protein 1) (AtHsp17.4A);17.6 kDa class I heat shock protein 3 (17.6 kDa heat shock protein 3) (AtHsp17.6C)
Cg002G061030	804	AT3G46220.2	AT3G46220.2	orthologue	GO:0034976;GO:0005789;GO:0071568;GO:0061709;GO:0071569;GO:0061666;GO:0016874;GO:0032434;GO:1990592	E3 UFM1-protein ligase 1 homolog (EC 2.3.2.-) (E3 UFM1-protein transferase 1 homolog);E3 UFM1-protein ligase-like protein
Cg002G061040	242	AT3G46210.1	AT3G46210.1	orthologue	GO:0071051;GO:0071028;GO:0016075;GO:0005730;GO:0005737;GO:0034475;GO:0000177;GO:0003723;GO:0000176;GO:0000178;GO:0003690;GO:0003727;GO:0004527;GO:0004536;GO:0004540;GO:0006364;GO:0042802;GO:0034427	Exosome complex exonuclease RRP46 homolog (EC 3.1.13.-) (Exosome component 5) (Ribosomal RNA-processing protein 46)
Cg002G061050	309	AT3G46200.1	AT3G46200.1	orthologue	GO:0052751;GO:0005634;GO:0005829;GO:0071242;GO:0046872;GO:0016787	Nudix hydrolase 9 (AtNUDT9) (EC 3.6.1.-);Nudix hydrolase homolog 9
Cg002G061060	441	AT3G60500.1	AT3G60500.1	other	GO:0034476;GO:0006396;GO:0000178;GO:0000467;GO:0000175;GO:0071028;GO:0034473;GO:0005634;GO:0000177;GO:0005737;GO:0010025;GO:0005829;GO:0016075;GO:0071035;GO:0035925;GO:0034475;GO:0000176;GO:0071038;GO:0003723;GO:0034427;GO:0043928	Exosome complex component RRP45B (Protein ECERIFERUM 7) (RNA-processing protein CER7) (RRP45 homolog B) (Ribosomal RNA-processing protein 45B);Protein ECERIFERUM 7
Cg002G061080	346	AT3G46180.1	AT3G46180.1	orthologue	GO:0046963;GO:0000139;GO:0005789;GO:0055085;GO:0046964;GO:0005886;GO:0005354;GO:0015297;GO:0016020;GO:0022857	UDP-galactose transporter 5;UDP-galactose/UDP-glucose transporter 5 (AtUTr5)
Cg002G061100	410	AT3G46160.1, AT2G18530.1	AT3G46160.1	orthologue	GO:0005524;GO:0004672;GO:0007165;GO:0016310;GO:0005575;GO:0005634;GO:0016020;GO:0006468	Protein kinase superfamily protein;Protein kinase superfamily protein (Protein kinase-like)
Cg002G061120	252	AT3G46130.1	AT3G46130.1	orthologue	GO:0000976;GO:0006355;GO:0005829;GO:0005634;GO:0043565;GO:0003700	Myb domain protein 48;Transcription factor MYB48 (Myb-related protein 48) (AtMYB48)
Cg002G061180	328	AT3G46110.1	AT3G46110.1	orthologue	GO:0006970;GO:1902074;GO:0010928;GO:0010600;GO:0010229;GO:0005515;GO:0005634;GO:0051302;GO:2000024;GO:2000067;GO:0042803;GO:0090708;GO:1905392;GO:0051258;GO:0005886;GO:0009734;GO:0051301	Protein SOSEKI 4 (AtSOK4) (Auxin-regulated protein 3) (AtAuxRP3);UPSTREAM OF FLC-like protein (DUF966)
Cg002G061190	169	AT3G46090.1, AT3G46080.1	AT3G46080.1	orthologue	GO:0006950;GO:0005634;GO:0071456;GO:0045926;GO:0006355;GO:0006979;GO:0010200;GO:0003700;GO:0008270	Zinc finger protein ZAT7;Zinc finger protein ZAT8
Cg002G061200	173	AT3G46070.1	AT3G46070.1	orthologue	GO:0006355;GO:0006950;GO:0005575;GO:0010200;GO:0003700;GO:0005634;GO:0008270	Zinc finger family protein (Zinc finger-like protein)
Cg002G061210	216	AT3G46060.1	AT3G46060.1	orthologue	GO:0006887;GO:0005515;GO:0005886;GO:0009873;GO:0000325;GO:0016020;GO:0005829;GO:0003924;GO:0005525;GO:0000139;GO:0015031;GO:1901527	Ras-related protein RABE1c (AtRABE1c) (Ras-related protein Ara-3) (Ras-related protein Rab8A) (AtRab8A)
Cg002G061220	130	AT3G46040.1	AT3G46040.1	orthologue	GO:0005829;GO:0022627;GO:0006412;GO:0003735;GO:0022626;GO:0009507;GO:0005840	Small ribosomal subunit protein uS8x (40S ribosomal protein S15a-4)
Cg002G061230	145	AT3G46030.1	AT3G46030.1	orthologue	GO:0046982;GO:0009506;GO:0008150;GO:0003677;GO:0030527;GO:0005829;GO:0005634;GO:0000786	Histone H2B.7 (HTB11)
Cg002G061240	137	AT3G46000.2	AT3G46000.2	orthologue	GO:0030042;GO:0015629;GO:0005737;GO:0051015;GO:0005634;GO:0005515;GO:0005829;GO:0003779;GO:0006952	AT3G46000 protein (Actin depolymerizing factor 2);Actin depolymerizing factor 2;Actin-depolymerizing factor 2 (ADF-2) (AtADF2)
Cg002G061250	139	AT3G46010.2	AT3G46010.2	orthologue	GO:0030042;GO:0007015;GO:0009507;GO:0051015;GO:0005829;GO:0005515;GO:0005737;GO:0003779;GO:0015629	Actin depolymerizing factor 1;Actin-depolymerizing factor 1 (ADF-1) (AtADF1)
Cg002G061260	142	AT3G44760.1	AT3G44760.1	other	GO:0003674;GO:0005739;GO:0008150;GO:0016020	Transmembrane protein
Cg002G061270	145	AT3G46030.1	AT3G46030.1	orthologue	GO:0046982;GO:0009506;GO:0008150;GO:0003677;GO:0030527;GO:0005829;GO:0005634;GO:0000786	Histone H2B.7 (HTB11)
Cg002G061280	266	AT3G45970.1, AT3G45960.2, AT4G38400.1	AT3G45970.1	orthologue	GO:0003674;GO:0005576;GO:0099503;GO:0005794;GO:0009826;GO:0009828;GO:0009506;GO:0009505;GO:0019953;GO:0009653;GO:0016020	Expansin-like A1;Expansin-like A1 (At-EXPL1) (AtEXLA1) (AtEXPL1) (Ath-ExpBeta-2.1);Expansin-like A2 (At-EXPL2) (AtEXLA2) (AtEXPL2) (Ath-ExpBeta-2.2);Expansin-like A3 (At-EXPL3) (AtEXLA3) (AtEXPL3) (Ath-ExpBeta-2.3)
Cg002G061310	929	AT3G45940.1	AT3G45940.1	orthologue	GO:0004553;GO:0008150;GO:0005886;GO:0061634;GO:0030246;GO:0009506;GO:0005829;GO:0000272;GO:0048046;GO:0071555;GO:0005975;GO:0003824	Putative alpha-xylosidase 2 (EC 3.2.1.177)
Cg002G061320	103	AT1G07660.1, AT1G07820.1, AT2G28740.1, AT3G45930.1, AT3G46320.1, AT3G53730.1, AT5G59690.1, AT5G59970.1	AT5G59970.1	other	GO:0000786;GO:0005777;GO:0005730;GO:0009414;GO:0003677;GO:0005634;GO:0003674;GO:0005829;GO:0005515;GO:0030527;GO:0009536;GO:0000325;GO:0046982;GO:0009507;GO:0005576;GO:0005886;GO:0009506;GO:0009579;GO:0006334	Histone H4
Cg002G061330	400	AT3G45900.1	AT3G45900.1	orthologue	GO:0008150;GO:0005634;GO:0003674	At3g45900 (Ribonuclease P protein subunit P38-like protein)
Cg002G061340	610	AT3G45890.1	AT3G45890.1	orthologue	GO:0010224;GO:0009941;GO:0032502;GO:0003674;GO:0009536;GO:0031969	Protein root UVB sensitive 1, chloroplastic (Protein WEAK AUXIN RESPONSE 3)
Cg002G061350	351	AT3G45880.1	AT3G45880.1	orthologue	GO:0005737;GO:0071558;GO:2000028;GO:0004175;GO:0009787;GO:0045814;GO:1900140;GO:0009737;GO:0005783;GO:0005634;GO:1900457;GO:0016706;GO:0080022;GO:0009266;GO:0046872	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein;Lysine-specific demethylase JMJ32 (EC 1.14.11.68) (Jumonji domain-containing protein 32) (AtJMJ32) (Protein JUMONJI 32) (Lysine-specific histone demethylase JMJ32) ([histone H3]-trimethyl-L-lysine(27) monodemethylase JMJ32)
Cg002G061360	381	AT3G45870.1	AT3G45870.1	orthologue	GO:0005739;GO:0005886;GO:0022857;GO:0009507;GO:0016020	Nodulin MtN21 /EamA-like transporter family protein;WAT1-related protein;WAT1-related protein At3g45870
Cg002G061370	768	AT1G40390.1, AT1G43760.1	AT1G43760.1	other	GO:0005575;GO:0003674;GO:0008150;GO:0005634	DNAse I-like superfamily protein
Cg002G061380	1065	AT3G45850.1	AT3G45850.1	orthologue	GO:0005737;GO:0008574;GO:0005876;GO:0090307;GO:0007018;GO:0051231;GO:0072686;GO:0003777;GO:0008017;GO:0005524;GO:0005819;GO:0005874;GO:0007010;GO:0016787	Kinesin-like protein KIN-5D;P-loop containing nucleoside triphosphate hydrolases superfamily protein
Cg002G061400	1308	AT3G45830.1	AT3G45830.1	orthologue	GO:0031011;GO:0003674;GO:0008150;GO:0005634;GO:0003677	DNA-binding protein-like (Nuclear factor kappa-B-binding-like protein)
Cg002G061410	906	AT3G45810.1	AT3G45810.1	orthologue	GO:0008150;GO:0050664;GO:0016174;GO:0005634;GO:0005509;GO:0005886;GO:0004601;GO:0016020;GO:0016491	Putative respiratory burst oxidase homolog protein J (EC 1.11.1.-) (EC 1.6.3.-) (NADPH oxidase RBOHJ) (AtRBOHJ)
Cg002G061420	390	AT3G45670.1	AT3G45670.1	orthologue	GO:0004672;GO:0016310;GO:0005634;GO:0007165;GO:0005524;GO:0006468	Protein kinase superfamily protein
Cg002G061430	492	AT5G60050.1	AT5G60050.1	other	GO:0016567;GO:0003674;GO:0009507;GO:0005515	BTB/POZ domain-containing protein At5g60050
Cg002G061440	994	AT3G45780.1	AT3G45780.1	orthologue	GO:0010181;GO:0009785;GO:0005737;GO:0005634;GO:0046777;GO:0009903;GO:0042802;GO:0004674;GO:0004672;GO:0010119;GO:0010155;GO:0005886;GO:0005515;GO:0000325;GO:0009637;GO:0016301;GO:0044024;GO:0009638;GO:0007623;GO:0003729;GO:0009904;GO:0009898;GO:0009882;GO:0009986;GO:0005524;GO:0071483;GO:0106310;GO:0006468	Phototropin-1 (EC 2.7.11.1) (Non-phototropic hypocotyl protein 1) (Root phototropism protein 1)
Cg002G061460	375	AT3G45770.1	AT3G45770.1	orthologue	GO:0006633;GO:0005524;GO:0009507;GO:0005739;GO:0005829;GO:0005507;GO:0005634;GO:0006631;GO:0016631;GO:0141148;GO:0016491	Enoyl-[acyl-carrier-protein] reductase, mitochondrial (EC 1.3.1.104) (2-enoyl thioester reductase);enoyl-[acyl-carrier-protein] reductase (EC 1.3.1.104)
Cg002G061470	801	AT3G45750.1	AT3G45750.1	orthologue	GO:0005737;GO:0031123;GO:0016779;GO:0016020	Nucleotidyltransferase family protein
Cg002G061490	375	AT3G45740.1	AT3G45740.1	orthologue	GO:0008270;GO:0046474;GO:0005739;GO:0005507;GO:0016787	Hydrolase family protein / HAD-superfamily protein
Cg002G061500	86	AT3G45730.1	AT3G45730.1	orthologue	GO:0005739;GO:0003674	Uncharacterized protein At3g45730 (Uncharacterized protein T6D9_60)
Cg002G061530	552	AT3G45700.1, AT3G45710.1	AT3G45710.1	orthologue	GO:0006821;GO:0005886;GO:0055085;GO:0022857;GO:1902075;GO:0006857;GO:0015108;GO:1902476;GO:0042128;GO:0016020	Protein NRT1/ PTR FAMILY 2.4 (AtNPF2.4) (Probable nitrate excretion transporter 5) (Protein NAXT1-like 4);Protein NRT1/ PTR FAMILY 2.5 (AtNPF2.5) (Probable nitrate excretion transporter 6) (Protein NAXT1-like 5)
Cg002G061540	558	AT3G45700.1, AT3G45710.1	AT3G45710.1	orthologue	GO:0006821;GO:0005886;GO:0055085;GO:0022857;GO:1902075;GO:0006857;GO:0015108;GO:1902476;GO:0042128;GO:0016020	Protein NRT1/ PTR FAMILY 2.4 (AtNPF2.4) (Probable nitrate excretion transporter 5) (Protein NAXT1-like 4);Protein NRT1/ PTR FAMILY 2.5 (AtNPF2.5) (Probable nitrate excretion transporter 6) (Protein NAXT1-like 5)
Cg002G061570	316	AT3G45650.2	AT3G45650.2	other	GO:0055085;GO:0005886;GO:0010447;GO:0015706;GO:0022857;GO:0005634;GO:0010542;GO:0042128;GO:0016020	Nitrate excretion transporter1;Protein NRT1/ PTR FAMILY 2.7 (AtNPF2.7) (Nitrate excretion transporter 1)
Cg002G061580	377	AT3G45660.2	AT3G45660.2	other	GO:0005886;GO:0055085;GO:0005576;GO:0022857;GO:0016020;GO:0042128	Major facilitator superfamily protein;Protein NRT1/ PTR FAMILY 2.6 (AtNPF2.6) (Probable nitrate excretion transporter 2) (Protein NAXT1-like 1)
Cg002G061590	377	AT3G45660.2	AT3G45660.2	other	GO:0005886;GO:0055085;GO:0005576;GO:0022857;GO:0016020;GO:0042128	Major facilitator superfamily protein;Protein NRT1/ PTR FAMILY 2.6 (AtNPF2.6) (Probable nitrate excretion transporter 2) (Protein NAXT1-like 1)
Cg002G061600	108	AT3G45650.2	AT3G45650.2	other	GO:0055085;GO:0005886;GO:0010447;GO:0015706;GO:0022857;GO:0005634;GO:0010542;GO:0042128;GO:0016020	Nitrate excretion transporter1;Protein NRT1/ PTR FAMILY 2.7 (AtNPF2.7) (Nitrate excretion transporter 1)
Cg002G061620	25					
Cg002G061630	562	AT3G45650.2	AT3G45650.2	orthologue	GO:0055085;GO:0005886;GO:0010447;GO:0015706;GO:0022857;GO:0005634;GO:0010542;GO:0042128;GO:0016020	Nitrate excretion transporter1;Protein NRT1/ PTR FAMILY 2.7 (AtNPF2.7) (Nitrate excretion transporter 1)
Cg002G061640	370	AT3G45640.1	AT3G45640.1	orthologue	GO:0050826;GO:0010183;GO:0004672;GO:0080136;GO:0009611;GO:1902065;GO:0005737;GO:0004674;GO:0005515;GO:0009617;GO:0009555;GO:0009409;GO:0006468;GO:0004707;GO:0005634;GO:0005938;GO:0010229;GO:0010494;GO:0009738;GO:0010224;GO:0048481;GO:0010120;GO:0007165;GO:2000038;GO:2000037;GO:0009875;GO:0006970;GO:0006979;GO:0010200;GO:0035556;GO:0005524;GO:0009626;GO:0106310	Mitogen-activated protein kinase 3 (AtMPK3) (MAP kinase 3) (EC 2.7.11.24)
Cg002G061650	480	AT3G45620.2	AT3G45620.2	orthologue	GO:0080008;GO:0005515;GO:0005634;GO:0005737	Transducin/WD40 repeat-like superfamily protein
Cg002G061660	527					
Cg002G061690	246	AT3G45610.1	AT3G45610.1	orthologue	GO:0003700;GO:0000976;GO:0090057;GO:0005634;GO:0006355;GO:0008270;GO:0003677	Dof zinc finger protein DOF3.2 (AtDOF3.2) (Protein PHLOEM EARLY DOF6)
Cg002G061700	441	AT5G15620.1, AT3G62430.1, AT3G54160.1	AT5G15620.1	other	GO:0005515;GO:0005634;GO:0008150;GO:0005575;GO:0003674;	F-box protein At3g62430;Putative F-box/LRR-repeat protein At5g15620;RNI-like superfamily protein
Cg002G061710	389	AT3G45670.1	AT3G45670.1	orthologue	GO:0004672;GO:0016310;GO:0005634;GO:0007165;GO:0005524;GO:0006468	Protein kinase superfamily protein
Cg002G061720	115	AT3G45810.1	AT3G45810.1	other	GO:0008150;GO:0050664;GO:0016174;GO:0005634;GO:0005509;GO:0005886;GO:0004601;GO:0016020;GO:0016491	Putative respiratory burst oxidase homolog protein J (EC 1.11.1.-) (EC 1.6.3.-) (NADPH oxidase RBOHJ) (AtRBOHJ)
Cg002G061730	389	AT3G45670.1	AT3G45670.1	orthologue	GO:0004672;GO:0016310;GO:0005634;GO:0007165;GO:0005524;GO:0006468	Protein kinase superfamily protein
Cg002G061740	389	AT3G45670.1	AT3G45670.1	orthologue	GO:0004672;GO:0016310;GO:0005634;GO:0007165;GO:0005524;GO:0006468	Protein kinase superfamily protein
Cg002G061750	584	AT2G44470.3	AT2G44470.3	orthologue	GO:0008422;GO:0009507;GO:0009651;GO:0019762;GO:0005975;GO:0004553	Beta-glucosidase 29 (AtBGLU29) (EC 3.2.1.21)
Cg002G061790	285	AT3G45600.1	AT3G45600.1	orthologue	GO:0009734;GO:0005886;GO:0009506;GO:0005829;GO:0003674;GO:0016020	Tetraspanin-3;Tetraspanin3
