Conringia_planisiliqua	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
CP10_g44050_DN3_SP8_c.t1	591	AT2G15620.1	AT2G15620.1	orthologue	GO:0009570;GO:0010167;GO:0009507;GO:0048046;GO:0050421;GO:0042128;GO:0005739;GO:0048307;GO:0020037;GO:0046872;GO:0051539;GO:0016491;GO:0051536	Ferredoxin--nitrite reductase, chloroplastic (NiR) (EC 1.7.7.1)
CP10_g44052_DN2_SP0_c.t1	245	AT1G44980.1	AT1G44980.1	orthologue	GO:0005634;GO:0030599;GO:0045490;GO:0042545;GO:0046910	Putative pectinesterase 57 (PE 57) (EC 3.1.1.11) (Pectin methylesterase 57) (AtPME57)
CP10_g44053_DN3_SP0_c.t1	82	AT1G44980.1	AT1G44980.1	orthologue	GO:0005634;GO:0030599;GO:0045490;GO:0042545;GO:0046910	Putative pectinesterase 57 (PE 57) (EC 3.1.1.11) (Pectin methylesterase 57) (AtPME57)
CP10_g44054_DN1_SP0_c.t1	107					
CP10_g44055_DN3_SP0_c.t1	258					
CP10_g44056_DN3_SP0_c.t1	188					
CP10_g44057_DN2_SP0_c.t1	265					
CP10_g44061_DN2_SP0_c.t1	100	AT1G05620.1	AT1G05620.1	orthologue	GO:0006152;GO:0006148;GO:0045437;GO:0005515;GO:0008477;GO:0005829;GO:0035251;GO:0010150;GO:0047724;GO:0046982;GO:0072585;GO:0016799	Probable uridine nucleosidase 2 (EC 3.2.2.3) (Inosine nucleosidase) (EC 3.2.2.2) (Nucleoside hydrolase 2) (Uridine ribohydrolase 2) (Xanthosine nucleosidase) (EC 3.2.2.-)
CP10_g44062_DN3_SP1_c.t1	150	AT2G15610.1, AT2G15590.2	AT2G15590.2	orthologue	GO:0005739;GO:0003674;GO:0005634;GO:0008150	Spire, putative (DUF1685);Uncharacterized protein
CP10_g44063_DN3_SP0_c.t1	338	AT1G13420.1, AT2G14920.1, AT1G13430.1	AT1G13420.1	other	GO:0005737;GO:0009735;GO:0051923;GO:0008146;GO:0005634;GO:0016131;GO:0080118	Cytosolic sulfotransferase 10 (AtSOT10) (EC 2.8.2.-) (Sulfotransferase 4a) (AtST4a);Cytosolic sulfotransferase 8 (AtSOT8) (EC 2.8.2.-) (Sulfotransferase 4b) (AtST4b);Cytosolic sulfotransferase 9 (AtSOT9) (EC 2.8.2.-) (Sulfotransferase 4c) (AtST4b)
CP10_g44064_DN3_SP0_c.t1	165	AT2G15580.1	AT2G15580.1	orthologue	GO:0006511;GO:0005737;GO:0061630;GO:0005739;GO:0008270	At2g15580 (Putative RING-H2 zinc finger protein) (RING finger family protein) (RING/U-box superfamily protein);RING/U-box superfamily protein
CP10_g44070_DN1_SP0_c.t1	262					
CP10_g44071_DN3_SP0_c.t1	103					
CP10_g44073_DN3_SP3_c.t1	175	AT2G15570.2	AT2G15570.2	orthologue	GO:0009570;GO:0009507;GO:0008047;GO:0045454;GO:0048509;GO:0010647;GO:0010497;GO:0005737;GO:0015035	Thioredoxin M3, chloroplastic (AtTrxm3) (Protein GFP ARRESTED TRAFFICKING 1);Thioredoxin superfamily protein
CP10_g44074_DN3_SP0_c.t1	308	AT4G03728.1	AT4G03728.1	other	GO:0003674;GO:0008150;GO:0005575	Uncharacterized protein
CP10_g44077_DN1_SP0_c.t1	407	AT2G15560.1	AT2G15560.1	orthologue	GO:0000932;GO:0006979;GO:0005515;GO:0005634;GO:0004540;GO:0010468;GO:0005777;GO:0004519;GO:0016787	At2g15560 (Endonuclease or glycosyl hydrolase);Endonuclease or glycosyl hydrolase
CP10_g44078_DN3_SP0_c.t1	697	AT2G15530.4	AT2G15530.4	orthologue	GO:0005634;GO:0061630;GO:0005515;GO:0010228;GO:0043161;GO:0016567;GO:0008270;GO:0009908	E3 ubiquitin-protein ligase MBR1 (EC 2.3.2.27) (MED25-binding RING-H2 protein 1) (RING-H2 finger MBR1) (RING-type E3 ubiquitin transferase MBR1);RING-type E3 ubiquitin transferase (EC 2.3.2.27)
CP10_g44086_DN3_SP6_c.t1	648	AT4G34110.1	AT4G34110.1	other	GO:0006446;GO:0005886;GO:0048255;GO:0005634;GO:0010494;GO:0060211;GO:0005829;GO:0006413;GO:0009507;GO:0008266;GO:1900151;GO:0003729;GO:1990904;GO:0005515;GO:0008143;GO:0003743;GO:0003730;GO:0000184;GO:0005737;GO:0003723;GO:0003676	Polyadenylate-binding protein 2 (PABP-2) (Poly(A)-binding protein 2)
CP10_g44087_DN3_SP1_c.t1	202	AT1G69680.1	AT1G69680.1	orthologue	GO:0031267;GO:0005634;GO:0005085;GO:0015031;GO:0006606	At1g69680/T6C23_12 (Ran guanine nucleotide release factor, putative (Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein))
CP10_g44088_DN3_SP3_c.t1	484	AT2G15490.1, AT2G15480.2	AT2G15480.2	orthologue	GO:0009507;GO:0016757;GO:0035251;GO:0080043;GO:0047893;GO:0080044;GO:0051555;GO:0051707;GO:0006952;GO:0009636;GO:0008194	Glycosyltransferase (EC 2.4.1.-);UDP-glycosyltransferase 73B4 (EC 2.4.1.-) (Flavonol 3-O-glucosyltransferase UGT73B4) (EC 2.4.1.91);UDP-glycosyltransferase 73B5 (EC 2.4.1.-) (Flavonol 3-O-glucosyltransferase UGT73B5) (EC 2.4.1.91)
CP10_g44091_DN2_SP0_c.t1	118	AT1G35660.1	AT1G35660.1	orthologue	GO:0045893;GO:0003674;GO:0005634	Erythroid differentiation factor-like protein
CP10_g44094_DN3_SP0_c.t1	330	AT2G15440.1	AT2G15440.1	orthologue	GO:0045492;GO:0003674;GO:0009834;GO:0005794;GO:0009507;GO:0000139	At2g15440 (Expressed protein) (Polysaccharide biosynthesis protein (DUF579))
CP10_g44097_DN3_SP8_c.t1	320	AT2G15400.1, AT2G15430.1	AT2G15430.1	orthologue	GO:0001055;GO:0006366;GO:0005665;GO:0006351;GO:0005634;GO:0000419;GO:0000418;GO:0003899;GO:0003677;GO:0046983;GO:0005515;GO:0010374;GO:0005737;GO:0010375;GO:0005730	DNA-directed RNA polymerase family protein;DNA-directed RNA polymerases II, IV and V subunit 3 (DNA-directed RNA polymerase II 36 kDa polypeptide A) (DNA-directed RNA polymerase II subunit RPB3-A) (RNA polymerase II subunit 3-A) (RNA polymerase II subunit B3-A);DNA-directed RNA polymerases IV and V subunit 3B (DNA-directed RNA polymerase II 36 kDa polypeptide B) (DNA-directed RNA polymerase II subunit RPB3-B) (RNA polymerase II subunit 3-B) (RNA polymerase II subunit B3-B)
CP10_g44098_DN3_SP0_c.t1	501	AT2G15350.1, AT2G15370.1, AT2G15360.1	AT2G15370.1	orthologue	GO:0008150;GO:0005575;GO:0003674;GO:0009969;GO:0016020;GO:0008417;GO:0006486;GO:0008107;GO:0036065;GO:0042546;GO:0016757;GO:0005794;GO:0071555;GO:0032580	Fucosyltransferase;Probable fucosyltransferase 5 (AtFUT5) (EC 2.4.1.-);Putative fucosyltransferase 10 (AtFUT10) (EC 2.4.1.-)
CP10_g44099_DN2_SP0_c.t1	98					
CP111_g12917_DN2_SP0_c.t1	279					
CP111_g12928_DN2_SP0_c.t1	99					
CP111_g12930_DN1_SP0_c.t1	105					
CP111_g12931_DN2_SP0_c.t1	104					
CP112_g20854_DN1_SP0_p.t1	81					
CP112_g20855_DN2_SP0_c.t1	76					
CP112_g20856_DN2_SP0_c.t1	140					
CP112_g20857_DN2_SP0_c.t1	68					
CP112_g20858_DN1_SP0_c.t1	105					
CP112_g20859_DN1_SP0_c.t1	97					
CP112_g20860_DN1_SP0_c.t1	72					
CP112_g20861_DN1_SP0_c.t1	105					
CP112_g20862_DN1_SP0_c.t1	97					
CP112_g20863_DN1_SP0_c.t1	105					
CP112_g20864_DN1_SP0_c.t1	72					
CP112_g20865_DN1_SP0_c.t1	80					
CP112_g20866_DN1_SP0_c.t1	97					
CP112_g20867_DN1_SP0_c.t1	116					
CP112_g20868_DN2_SP0_c.t1	90					
CP112_g20870_DN1_SP0_c.t1	73					
CP112_g20871_DN2_SP0_c.t1	128					
CP112_g20877_DN3_SP0_c.t1	112					
CP112_g20878_DN2_SP0_c.t1	71					
CP112_g20879_DN2_SP0_c.t1	110					
CP112_g20880_DN2_SP0_c.t1	143					
CP112_g20881_DN1_SP0_c.t1	126					
CP112_g20882_DN2_SP0_c.t1	97					
CP112_g20883_DN1_SP0_c.t1	113					
CP112_g20884_DN1_SP0_c.t1	126					
CP112_g20885_DN1_SP0_c.t1	143					
CP112_g20886_DN1_SP0_c.t1	96					
CP112_g20887_DN2_SP0_c.t1	178					
CP115_g10352_DN2_SP0_c.t1	161					
CP115_g10362_DN2_SP0_c.t1	114					
CP115_g10367_DN3_SP0_c.t1	202					
CP115_g10368_DN2_SP0_c.t1	216					
CP115_g10369_DN1_SP0_c.t1	141					
CP115_g10370_DN1_SP0_c.t1	53					
CP115_g10371_DN2_SP0_c.t1	153				GO:0015074;GO:0003676	
CP115_g10372_DN3_SP0_c.t1	196					
CP115_g10373_DN2_SP0_c.t1	62					
CP115_g10375_DN1_SP0_c.t1	128					
CP115_g10377_DN2_SP0_c.t1	115					
CP115_g10378_DN1_SP0_c.t1	88					
CP116_g50872_DN2_SP0_c.t1	97					
CP116_g50873_DN1_SP0_c.t1	76					
CP116_g50874_DN1_SP0_c.t1	68					
CP116_g50875_DN2_SP0_c.t1	76					
CP116_g50876_DN1_SP0_c.t1	156					
CP116_g50877_DN1_SP0_c.t1	66					
CP116_g50878_DN1_SP0_c.t1	72					
CP116_g50879_DN1_SP0_c.t1	76					
CP116_g50880_DN1_SP0_c.t1	56					
CP116_g50881_DN2_SP0_c.t1	109					
CP116_g50882_DN1_SP0_c.t1	86					
CP116_g50883_DN1_SP0_c.t1	61					
CP116_g50884_DN1_SP0_c.t1	86					
CP116_g50888_DN1_SP0_c.t1	85					
CP116_g50889_DN1_SP0_c.t1	72					
CP116_g50890_DN1_SP0_c.t1	70					
CP116_g50891_DN1_SP0_c.t1	244					
CP116_g50894_DN1_SP0_c.t1	77					
CP116_g50896_DN2_SP0_c.t1	87					
CP116_g50897_DN1_SP0_c.t1	67					
CP116_g50898_DN1_SP0_c.t1	138					
CP116_g50899_DN1_SP0_c.t1	73					
CP116_g50900_DN1_SP0_c.t1	67					
CP116_g50901_DN2_SP0_c.t1	139					
CP116_g50902_DN2_SP0_c.t1	97					
CP116_g50903_DN1_SP0_c.t1	98					
CP116_g50904_DN1_SP0_c.t1	78					
CP116_g50905_DN1_SP0_c.t1	102					
CP117_g56217_DN3_SP0_c.t1	182					
CP117_g56225_DN2_SP0_c.t1	83	AT2G07240.1	AT2G07240.1	other	GO:0006508;GO:0008234;GO:0005575	Cysteine-type peptidase
CP117_g56230_DN1_SP0_c.t1	129					
CP118_g36299_DN3_SP0_c.t1	506					
CP118_g36302_DN1_SP0_p.t1	79	AT1G33390.1	AT1G33390.1	other	GO:0000462;GO:0003676;GO:0005730;GO:0003723;GO:0004386;GO:0005634;GO:0003724;GO:0005524;GO:0016887	ATP-dependent RNA helicase DEAH13 (EC 3.6.4.13) (Protein FASCIATED STEM 4) (AtFAS4)
CP11_g31774_DN3_SP0_c.t1	172	AT4G12490.1, AT4G12500.1, AT4G12480.1	AT4G12490.1	orthologue	GO:0003674;GO:0005576;GO:0009506;GO:0009707;GO:0005783;GO:0050832;GO:0009737;GO:0009505;GO:0009682;GO:0009651;GO:0009409;GO:0099503	Lipid transfer protein EARLI 1 (Protein EARLY ARABIDOPSIS ALUMINUM INDUCED 1) (pEARLI1);pEARLI1-like lipid transfer protein 2;pEARLI1-like lipid transfer protein 3
CP11_g31775_DN3_SP0_c.t1	134	AT4G12520.1, AT4G12510.1	AT4G12520.1	orthologue	GO:0005576;GO:0003674;GO:0008150;GO:0005783;GO:0009506	At4g12520 (Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein) (PEARLI 1-like protein)
CP11_g31776_DN3_SP0_c.t1	115	AT4G12530.1	AT4G12530.1	orthologue	GO:0008150;GO:0003674;GO:0005783;GO:0009506;GO:0030414	AIR1A-like protein (At4g12530) (Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein) (Protease inhibitor/seed storage/lipid transfer protein family protein)
CP11_g31777_DN3_SP0_c.t1	495	AT4G12540.1	AT4G12540.1	orthologue	GO:0005634;GO:0003674	Uncharacterized protein;Uncharacterized protein AT4g12540
CP11_g31778_DN3_SP0_c.t1	497	AT5G18770.1, AT5G18780.1	AT5G18770.1	other	GO:0003674;GO:0009507;GO:0005634;GO:0008150;GO:0005739;GO:0005515	F-box/FBD-like domains containing protein;F-box/FBD/LRR-repeat protein At5g18770;F-box/RNI-like superfamily protein;FBD-associated F-box protein At5g18780
CP11_g31779_DN3_SP2_c.t1	107	AT4G14695.1	AT4G14695.1	orthologue	GO:0006850;GO:0005739;GO:0009507;GO:0003674;GO:0005743	Mitochondrial pyruvate carrier;Mitochondrial pyruvate carrier 2
CP11_g31780_DN3_SP0_c.t1	129	AT4G22460.1	AT4G22460.1	other	GO:0005575;GO:0008150;GO:0003674	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein (Extensin like protein)
CP11_g31781_DN3_SP0_c.t1	128	AT4G12545.1	AT4G12545.1	other	GO:0003674;GO:0008150;GO:0005575;GO:0005576	Putative lipid-binding protein AIR1B
CP11_g31783_DN1_SP1_c.t1	411	AT4G12560.1	AT4G12560.1	orthologue	GO:0005515;GO:0016567;GO:0005634;GO:0005737;GO:0042177;GO:0031348;GO:0009626	F-box protein CPR1 (Protein CONSTITUTIVE EXPRESSER OF PR GENES 1) (Protein CONSTITUTIVE EXPRESSER OF PR GENES 30)
CP11_g31785_DN3_SP0_c.t1	954	AT4G12570.1	AT4G12570.1	other	GO:0006511;GO:0016567;GO:0005515;GO:0042542;GO:0004842;GO:0010150;GO:0005634;GO:0061630;GO:0005737;GO:0009753;GO:0030246;GO:0000209	E3 ubiquitin-protein ligase UPL5 (Ubiquitin-protein ligase 5) (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase UPL5)
CP11_g31786_DN2_SP0_c.t1	97	AT4G12580.1	AT4G12580.1	orthologue	GO:0005575;GO:0003674	At4g12580;Uncharacterized protein
CP11_g31787_DN3_SP8_c.t1	246	AT4G12590.1	AT4G12590.1	orthologue	GO:0072546;GO:0005783;GO:0005739;GO:0003674;GO:0016020;GO:0034975	ER membrane protein complex subunit 3
CP11_g31788_DN3_SP8_c.t1	128	AT5G20160.2	AT5G20160.2	other	GO:0009536;GO:0030490;GO:0003723;GO:0000398;GO:0005730;GO:0005634;GO:0071011;GO:0032040;GO:0046540;GO:0042254;GO:0031428;GO:0005681;GO:0005840;GO:0016020;GO:0031120;GO:0031429;GO:1990904	AT5g20160/F5O24_50 (Ribosomal protein L7Ae-like) (Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein);H/ACA ribonucleoprotein complex subunit 2 (Nucleolar protein family A member 2);Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein
CP11_g31789_DN3_SP6_c.t1	532	AT4G12610.2	AT4G12610.2	orthologue	GO:0005634;GO:0001096;GO:0006367;GO:0032968;GO:0005674;GO:0005515;GO:0016251;GO:0003677	Transcription initiation factor IIF subunit alpha (TFIIF-alpha) (General transcription factor IIF subunit 1) (Transcription initiation factor RAP74 homolog) (AtRAP74)
CP11_g31790_DN2_SP0_c.t1	129	AT4G05630.1, AT4G12617.1	AT4G12617.1	other	GO:0005515;GO:0008150;GO:0005634;GO:0005739;GO:0003674;GO:0003677	B3 domain-containing protein At4g05630 (Protein AUXIN RESPONSE FACTOR 46);Putative B3 domain-containing protein At4g12617
CP11_g31791_DN2_SP0_c.t1	129	AT4G05630.1, AT4G12617.1	AT4G12617.1	other	GO:0005515;GO:0008150;GO:0005634;GO:0005739;GO:0003674;GO:0003677	B3 domain-containing protein At4g05630 (Protein AUXIN RESPONSE FACTOR 46);Putative B3 domain-containing protein At4g12617
CP11_g31792_DN2_SP0_c.t1	129	AT4G05630.1, AT4G12617.1	AT4G12617.1	other	GO:0005515;GO:0008150;GO:0005634;GO:0005739;GO:0003674;GO:0003677	B3 domain-containing protein At4g05630 (Protein AUXIN RESPONSE FACTOR 46);Putative B3 domain-containing protein At4g12617
CP11_g31793_DN2_SP0_c.t1	129	AT4G05630.1, AT4G12617.1	AT4G12617.1	other	GO:0005515;GO:0008150;GO:0005634;GO:0005739;GO:0003674;GO:0003677	B3 domain-containing protein At4g05630 (Protein AUXIN RESPONSE FACTOR 46);Putative B3 domain-containing protein At4g12617
CP11_g31794_DN3_SP2_c.t1	649	AT4G30870.1	AT4G30870.1	orthologue	GO:0000712;GO:0006281;GO:0008821;GO:0000727;GO:0031573;GO:0051026;GO:0007129;GO:0006974;GO:0048257;GO:0004519;GO:0005634;GO:0000724;GO:0006308;GO:0006312;GO:0000794;GO:0000723;GO:0048476;GO:0003677;GO:0005730;GO:0046872;GO:0051301;GO:0006302	Crossover junction endonuclease MUS81 (EC 3.1.22.-) (Protein MMS AND UV SENSITIVE 81) (AtMUS81)
CP11_g31795_DN3_SP0_c.t1	308	AT5G48670.1	AT5G48670.1	orthologue	GO:0000987;GO:0000978;GO:0005634;GO:0000981;GO:0045944;GO:0006357;GO:0000976;GO:0046983;GO:0043078;GO:0005515;GO:0003700;GO:0003677	Agamous-like MADS-box protein AGL80
CP11_g31796_DN3_SP0_c.t1	419	AT1G56380.2, AT1G61960.1, AT1G61970.1, AT1G61980.1, AT1G61990.1, AT1G62085.1, AT1G62110.1, AT1G62120.1, AT1G62150.1, AT1G62490.1, AT3G46950.1	AT1G62085.1	other	GO:0003690;GO:0005739;GO:0006355;GO:0005575;GO:0005634;GO:0009507;GO:0005794;GO:0003676;GO:0006353;GO:0009658;GO:0005737;GO:0043231	At1g61960 (F8K4.15 protein) (Mitochondrial transcription termination factor family protein);At1g61970 (F8K4.16 protein) (Mitochondrial transcription termination factor family protein);At1g61980 (F8K4.17 protein) (Mitochondrial transcription termination factor family protein);At1g61990/F8K4_18 (F8K4.18 protein) (Mitochondrial transcription termination factor family protein);At1g62110 (Mitochondrial transcription termination factor family protein);At1g62120 (Mitochondrial transcription termination factor family protein);F19K23.4 protein (Mitochondrial transcription termination factor family protein);Mitochondrial transcription termination factor family protein;Mitochondrial transcription termination factor family protein (T3P18.5)
CP11_g31797_DN3_SP0_c.t1	832	AT4G12620.1, AT4G14700.1	AT4G12620.1	orthologue	GO:0005515;GO:0006355;GO:0033314;GO:0005664;GO:0003682;GO:0003688;GO:0000808;GO:0005634;GO:0016887;GO:0010385;GO:0006270;GO:0006260;GO:0009567;GO:0042393;GO:0005524;GO:0008270	Origin of replication complex subunit 1A (AtORC1a) (Origin recognition complex subunit 1a);Origin of replication complex subunit 1B (AtORC1b) (Origin recognition complex 1b protein) (Protein UNFERTILIZED EMBRYO SAC 13)
CP11_g31798_DN3_SP5_c.t1	108	AT4G14695.1	AT4G14695.1	orthologue	GO:0006850;GO:0005739;GO:0009507;GO:0003674;GO:0005743	Mitochondrial pyruvate carrier;Mitochondrial pyruvate carrier 2
CP11_g31799_DN3_SP0_c.t1	690	AT5G18770.1, AT5G18780.1	AT5G18770.1	other	GO:0003674;GO:0009507;GO:0005634;GO:0008150;GO:0005739;GO:0005515	F-box/FBD-like domains containing protein;F-box/FBD/LRR-repeat protein At5g18770;F-box/RNI-like superfamily protein;FBD-associated F-box protein At5g18780
CP11_g31800_DN3_SP7_c.t1	108	AT4G05590.2	AT4G05590.2	orthologue	GO:0006850;GO:0005515;GO:0005739;GO:2000070;GO:0009507;GO:0005743;GO:0010360;GO:1901017	Mitochondrial pyruvate carrier;Mitochondrial pyruvate carrier 3 (Protein NEGATIVE REGULATOR OF GUARD CELL ABA SIGNALING 1)
CP11_g31801_DN3_SP2_c.t1	435	AT4G22290.1	AT4G22290.1	other	GO:0003674;GO:0005575;GO:0000245;GO:0004843;GO:0005681;GO:0008270;GO:0016579;GO:0006508;GO:0008233;GO:0016020	At4g22290 (Ubiquitin-specific protease family C19-related protein);Ubiquitin C-terminal hydrolases superfamily protein
CP11_g31802_DN3_SP0_c.t1	814	AT4G05540.1	AT4G05540.1	other	GO:0005634;GO:0080136;GO:0004386;GO:0003723;GO:0005524;GO:0005694;GO:0016787	P-loop containing nucleoside triphosphate hydrolases superfamily protein
CP11_g31803_DN3_SP0_c.t1	869	AT4G05540.1	AT4G05540.1	orthologue	GO:0005634;GO:0080136;GO:0004386;GO:0003723;GO:0005524;GO:0005694;GO:0016787	P-loop containing nucleoside triphosphate hydrolases superfamily protein
CP11_g31804_DN3_SP7_c.t1	254	AT4G05530.1	AT4G05530.1	orthologue	GO:0048767;GO:0080026;GO:0009507;GO:0005777;GO:0005829;GO:0080024;GO:0003674;GO:0006631;GO:0016491	Short-chain dehydrogenase/reductase SDRA (EC 1.1.-.-) (Protein INDOLE-3-BUTYRIC ACID RESPONSE 1) (Short-chain dehydrogenase/reductase A)
CP11_g31805_DN3_SP8_c.t1	546	AT4G05520.1	AT4G05520.1	orthologue	GO:0006897;GO:0005886;GO:0005737;GO:0051260;GO:0005515;GO:0016197;GO:0009506;GO:0016020;GO:0032956;GO:0003925;GO:0005509;GO:0043231;GO:0005525;GO:0005634;GO:0010008	EH domain-containing protein 2 (AtEHD2) (EC 3.6.5.2)
CP11_g31806_DN3_SP3_c.t1	432	AT4G03820.4	AT4G03820.4	orthologue	GO:0005739;GO:0003674;GO:0005634;GO:0016020	At4g03820 (Transmembrane protein, putative (DUF3537));Transmembrane protein, putative (DUF3537)
CP11_g31807_DN3_SP2_c.t1	327	AT1G54460.1	AT1G54460.1	orthologue	GO:0000226;GO:0008017;GO:0005634;GO:0005737;GO:0005874	Protein WVD2-like 2
CP11_g31809_DN3_SP0_c.t1	439	AT4G03820.4	AT4G03820.4	orthologue	GO:0005739;GO:0003674;GO:0005634;GO:0016020	At4g03820 (Transmembrane protein, putative (DUF3537));Transmembrane protein, putative (DUF3537)
CP11_g31810_DN1_SP0_c.t1	72	AT4G03960.1	AT4G03960.1	orthologue	GO:0005737;GO:0052845;GO:1900424;GO:0016791;GO:0004725;GO:0006952;GO:0052847;GO:0052848	Inositol diphosphatase DSP4 (EC 3.6.1.52) (Inositol pyrophosphate phosphatase DSP4) (Protein PLANT AND FUNGI ATYPICAL DUAL-SPECIFICITY PHOSPHATASE 4) (AtPFA-DSP4)
CP11_g31812_DN3_SP1_c.t1	246	AT4G03960.1	AT4G03960.1	orthologue	GO:0005737;GO:0052845;GO:1900424;GO:0016791;GO:0004725;GO:0006952;GO:0052847;GO:0052848;GO:0006470;GO:0016311	Inositol diphosphatase DSP4 (EC 3.6.1.52) (Inositol pyrophosphate phosphatase DSP4) (Protein PLANT AND FUNGI ATYPICAL DUAL-SPECIFICITY PHOSPHATASE 4) (AtPFA-DSP4)
CP11_g31813_DN2_SP0_c.t1	184	AT4G04025.1	AT4G04025.1	orthologue	GO:0005634;GO:0003674;GO:0008150;GO:0045892	Transcription repressor (Ovate family protein)
CP11_g31815_DN3_SP8_c.t1	568	AT4G04040.1	AT4G04040.1	orthologue	GO:0047334;GO:0005524;GO:0009793;GO:0010318;GO:0005737;GO:0015979;GO:0006002;GO:0009749;GO:0003872;GO:0046872;GO:0006096;GO:0005829;GO:0008443	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit beta 2 (PFP 2) (EC 2.7.1.90) (6-phosphofructokinase, pyrophosphate dependent 2) (PPi-PFK 2) (Protein MATERNAL EFFECT EMBRYO ARREST 51) (Pyrophosphate-dependent 6-phosphofructose-1-kinase 2)
CP11_g31816_DN1_SP0_c.t1	66	AT5G51360.1, AT3G50373.1	AT5G51360.1	orthologue	GO:0008150;GO:0003674;GO:0005739;GO:0003746;GO:0005634	Transcription elongation factor (TFIIS) family protein
CP11_g31817_DN3_SP0_c.t1	160	AT3G01020.1, AT4G04080.1	AT4G04080.1	orthologue	GO:0005506;GO:0016226;GO:0005739;GO:0005759;GO:0051537;GO:0008198;GO:0006879;GO:0005198;GO:0005829;GO:0005737;GO:0009507;GO:0051536	Iron-sulfur cluster assembly protein 2 (AtISU2) (Protein ISCU-LIKE 2) (NifU-like N-terminal domain-containing protein ISU2) (NifU-like protein ISU2);Iron-sulfur cluster assembly protein 3 (AtISU3) (Protein ISCU-LIKE 3) (NifU-like N-terminal domain-containing protein ISU3) (NifU-like protein ISU3)
CP11_g31819_DN3_SP0_c.t1	277	AT4G22190.1	AT4G22190.1	other	GO:0005739;GO:0003674	Serine/arginine repetitive matrix-like protein
CP11_g31820_DN3_SP3_c.t1	587	AT4G04180.1	AT4G04180.1	orthologue	GO:0043161;GO:0008540;GO:0009507;GO:0036402;GO:0005739;GO:0016887;GO:0000502;GO:0005524;GO:0005634	P-loop containing nucleoside triphosphate hydrolases superfamily protein
CP11_g31821_DN3_SP6_c.t1	150	AT4G04190.1	AT4G04190.1	orthologue	GO:0005634;GO:0003674;GO:0005739	At4g04190 (Transmembrane protein);Transmembrane protein
CP11_g31822_DN3_SP1_c.t1	176	AT4G04200.1	AT4G04200.1	orthologue	GO:0006465;GO:0003674;GO:0005787;GO:0045047;GO:0005829;GO:0008233;GO:0016020	Signal peptidase complex subunit 2
CP11_g31823_DN3_SP6_c.t1	308	AT4G04210.1	AT4G04210.1	orthologue	GO:0000045;GO:0005634;GO:0043161;GO:0031468;GO:0061025;GO:0005829;GO:0043130;GO:0051117;GO:0007030;GO:0005515	Plant UBX domain-containing protein 4 (PUX4) (CDC48-interacting UBX-domain protein 4)
CP11_g31825_DN3_SP8_c.t1	514	AT4G04320.1	AT4G04320.1	orthologue	GO:2001294;GO:0006633;GO:0005782;GO:0005759;GO:0005739;GO:0050080;GO:0006085;GO:0005777;GO:0005829	Malonyl-CoA decarboxylase family protein;Malonyl-CoA decarboxylase family protein (Malonyl-CoA decarboxylase like protein) (Putative malonyl-CoA decarboxylase)
CP11_g31826_DN3_SP6_c.t1	174	AT4G04330.1	AT4G04330.1	orthologue	GO:0009651;GO:0009414;GO:0061077;GO:0009534;GO:0009409;GO:0110102;GO:0044183;GO:0015977;GO:0015979	Chaperonin-like RBCX protein 1, chloroplastic (AtRBCX1)
CP11_g31827_DN3_SP7_c.t1	772	AT4G04340.1	AT4G04340.1	orthologue	GO:0005886;GO:0005227;GO:0071474;GO:0051262;GO:0006970;GO:0090279;GO:0005261;GO:0005829;GO:0008381;GO:0016020	Hyperosmolality-gated Ca2+ permeable channel 1.1 (AtOSCA1.1) (CSC1-like protein At4g04340) (Protein reduced hyperosmolality-induced [Ca(2+)]i increase 1)
CP11_g31828_DN3_SP0_c.t1	149	AT3G24690.1	AT3G24690.1	orthologue	GO:0005739;GO:0008150;GO:0003674	Uncharacterized protein
CP11_g31829_DN3_SP8_c.t1	969	AT4G04350.1	AT4G04350.1	orthologue	GO:0009570;GO:0006429;GO:0004823;GO:0009507;GO:0009793;GO:0005739;GO:0002161;GO:0005829;GO:0005524;GO:0000166;GO:0004812;GO:0006418	Leucine--tRNA ligase, chloroplastic/mitochondrial (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS) (Protein EMBRYO DEFECTIVE 2369)
CP11_g31830_DN3_SP3_c.t1	177	AT4G04360.1	AT4G04360.1	orthologue	GO:0008150;GO:0003674;GO:0005575;GO:0016020	Transmembrane protein, putative (DUF1068)
CP11_g31831_DN3_SP0_c.t1	727	AT4G04370.1	AT4G04370.1	orthologue	GO:0003723;GO:0009451;GO:0009507;GO:0005515;GO:0043231	Pentatricopeptide repeat-containing protein At4g04370
