Aethionema_saxatile	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
As004G094060	572	AT3G54220.1	AT3G54220.1	orthologue	GO:0048366;GO:0006355;GO:0009630;GO:0005515;GO:0009956;GO:0043565;GO:0003700;GO:0090610;GO:0008356;GO:0045454;GO:0048364;GO:0005634;GO:0051457	Protein SCARECROW (AtSCR) (GRAS family protein 20) (AtGRAS-20) (Protein SHOOT GRAVITROPISM 1)
As004G094070	64	AT4G13395.1	AT4G13395.1	orthologue	GO:0048367;GO:0071456;GO:0005739;GO:0003674;GO:0008285;GO:0005886	Small polypeptide DEVIL 10 (Small polypeptide ROTUNDIFOLIA LIKE 12) (Small polypeptide ROT-FOUR-LIKE 12)
As004G094080	399	AT4G13400.1	AT4G13400.1	orthologue	GO:0003674;GO:0005634;GO:0009507	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
As004G094090	93					
As004G094100	82					
As004G094110	148					
As004G094120	785	AT4G13420.1	AT4G13420.1	orthologue	GO:1990573;GO:0009674;GO:0005634;GO:0015079;GO:0006813;GO:0016020;GO:0005886;GO:0071805	Potassium transporter 5 (AtHAK1) (AtHAK5) (AtPOT5)
As004G094130	786	AT4G13420.1	AT4G13420.1	orthologue	GO:1990573;GO:0009674;GO:0005634;GO:0015079;GO:0006813;GO:0016020;GO:0005886;GO:0071805	Potassium transporter 5 (AtHAK1) (AtHAK5) (AtPOT5)
As004G094150	785	AT4G13420.1	AT4G13420.1	orthologue	GO:1990573;GO:0009674;GO:0005634;GO:0015079;GO:0006813;GO:0016020;GO:0005886;GO:0071805	Potassium transporter 5 (AtHAK1) (AtHAK5) (AtPOT5)
As004G094160	103	AT4G13420.1	AT4G13420.1	other	GO:1990573;GO:0009674;GO:0005634;GO:0015079;GO:0006813;GO:0016020;GO:0005886;GO:0071805	Potassium transporter 5 (AtHAK1) (AtHAK5) (AtPOT5)
As004G094170	327	AT4G13420.1	AT4G13420.1	other	GO:1990573;GO:0009674;GO:0005634;GO:0015079;GO:0006813;GO:0016020;GO:0005886;GO:0071805	Potassium transporter 5 (AtHAK1) (AtHAK5) (AtPOT5)
As004G094180	379	AT4G13420.1	AT4G13420.1	other	GO:1990573;GO:0009674;GO:0005634;GO:0015079;GO:0006813;GO:0016020;GO:0005886;GO:0071805	Potassium transporter 5 (AtHAK1) (AtHAK5) (AtPOT5)
As004G094190	163	AT4G13440.2	AT4G13440.2	orthologue	GO:0005509;GO:0005739	Calcium-binding EF-hand family protein
As004G094220	510	AT4G13430.1	AT4G13430.1	other	GO:0009536;GO:0050486;GO:0009570;GO:0003861;GO:0019761;GO:0009098;GO:0009507;GO:0046872;GO:0051539;GO:0120528;GO:0008652;GO:0016836	3-isopropylmalate dehydratase large subunit, chloroplastic (EC 4.2.1.33) (2-(omega-methylthio)alkylmalate dehydratase large subunit) (EC 4.2.1.170) (AtLEUC) (Isopropylmalate isomerase large subunit 1) (AtIIL1) (IPMI LSU1) (Methylthioalkylmalate isomerase large subunit) (MAM-IL)
As004G094230	785	AT4G13420.1	AT4G13420.1	orthologue	GO:1990573;GO:0009674;GO:0005634;GO:0015079;GO:0006813;GO:0016020;GO:0005886;GO:0071805	Potassium transporter 5 (AtHAK1) (AtHAK5) (AtPOT5)
As004G094310	247	AT4G13440.2	AT4G13440.2	other	GO:0005509;GO:0005739	Calcium-binding EF-hand family protein
As004G094330	229	AT4G13450.1	AT4G13450.1	orthologue	GO:0008150;GO:0005739;GO:0003674;GO:0016787	Adenine nucleotide alpha hydrolases-like superfamily protein;Adenine nucleotide alpha hydrolases-like superfamily protein (At4g13450)
As004G094340	665	AT4G13460.1	AT4G13460.1	orthologue	GO:0005515;GO:0008270;GO:0042054;GO:0080188;GO:0003690;GO:0005634;GO:0009294;GO:0000775;GO:0003677	Histone-lysine N-methyltransferase family member SUVH9 (Histone H3-K9 methyltransferase 9) (H3-K9-HMTase 9) (Protein SET DOMAIN GROUP 22) (Suppressor of variegation 3-9 homolog protein 9) (Su(var)3-9 homolog protein 9)
As004G094350	260	AT4G13480.1	AT4G13480.1	orthologue	GO:0006355;GO:0005634;GO:0003700;GO:0001216;GO:0045893;GO:0043565	Myb domain protein 79 (Myb-like protein) (Putative myb protein)
As004G094360	553	AT4G31180.1	AT4G31180.1	orthologue	GO:0006422;GO:0005829;GO:0050832;GO:0004815;GO:0005886;GO:0005783;GO:0003723;GO:0017101;GO:0003677;GO:0005524;GO:0046872;GO:0000166;GO:0005737;GO:0004812;GO:0006418;GO:0003676	Aspartate--tRNA ligase 2, cytoplasmic (EC 6.1.1.12) (Aspartyl-tRNA synthetase) (AspRS) (Protein IMPAIRED IN BABA-INDUCED DISEASE IMMUNITY 1)
As004G094370	245	AT3G55620.1	AT3G55620.1	orthologue	GO:0009793;GO:0000460;GO:0000470;GO:1902626;GO:0005634;GO:0005829;GO:0071215;GO:0005730;GO:0000054;GO:0043023;GO:0003743;GO:0042256;GO:0042273;GO:0043022	Eukaryotic translation initiation factor 6-2 (AteIF-6;2)
As004G094390	83					
As004G094400	500	AT4G13510.1	AT4G13510.1	orthologue	GO:0010311;GO:0008519;GO:0005886;GO:0051258;GO:0080181;GO:0072488;GO:0009506;GO:0009413;GO:0097272;GO:0005515;GO:0110067;GO:0016020	Ammonium transporter 1 member 1 (AtAMT1;1)
As004G094410	63	AT4G13520.1	AT4G13520.1	orthologue	GO:0040029;GO:0009733;GO:0005515;GO:0005575;GO:0009734	Small acidic protein 1
As004G094420	581	AT3G23920.1	AT3G23920.1	orthologue	GO:0005983;GO:0009414;GO:0016161;GO:0005576;GO:0009507;GO:0000272	Beta-amylase 1, chloroplastic (EC 3.2.1.2) (1,4-alpha-D-glucan maltohydrolase) (Beta-amylase 7) (Thioredoxin-regulated beta-amylase) (TR-BAMY)
As004G094430	286	AT4G13530.1	AT4G13530.1	orthologue	GO:0005634;GO:0003674;GO:0016020	Transmembrane protein
As004G094440	209	AT4G13540.1	AT4G13540.1	orthologue	GO:0120196;GO:0061692;GO:0005737;GO:0003674;GO:0005777	Golgin family A protein
As004G094450	865	AT4G13550.2	AT4G13550.2	orthologue	GO:0009408;GO:0016042;GO:0016298;GO:0009507;GO:0006629;GO:0005576	Triglyceride lipase
As004G094460	109	AT4G13560.1	AT4G13560.1	orthologue	GO:0009567;GO:0005829;GO:0003674;GO:0009409	Late embryogenesis abundant protein (LEA) family protein
As004G094470	241	AT3G24020.1, AT4G13580.1	AT4G13580.1	orthologue	GO:0003674;GO:0009507;GO:0008150;GO:0009699;GO:0048046	Dirigent protein 16 (AtDIR16);Dirigent protein 18 (AtDIR18)
As004G094480	356	AT4G13590.1	AT4G13590.1	orthologue	GO:0071421;GO:0070588;GO:0009941;GO:0015085;GO:0005384;GO:0009507;GO:0019722;GO:0005794;GO:0032468;GO:0009706;GO:0032472;GO:0006816;GO:0016020;GO:0046873	GDT1 family protein;Protein PAM71-homolog, chloroplastic (GDT1-like protein 2) (PHOTOSYNTHESIS AFFECTED MUTANT71-homolog)
As004G094490	200	AT4G13600.1	AT4G13600.1	orthologue	GO:0005575;GO:0003674;GO:0005886;GO:0009506;GO:0098552	Carbohydrate-binding X8 domain superfamily protein
As004G094510	67	AT4G13615.1	AT4G13615.1	orthologue	GO:0003674;GO:0008150;GO:0005575	At4g13612
As004G094520	437	AT4G13620.1	AT4G13620.1	other	GO:0006355;GO:0005634;GO:0003700;GO:0000976;GO:0009873;GO:0003677	Ethylene-responsive transcription factor ERF062
As004G094530	686	AT4G13630.1	AT4G13630.1	orthologue	GO:0005634;GO:0008150;GO:0003674;GO:0009738;GO:0016020;GO:0080115	GTD-binding domain-containing protein
As004G094550	299	AT4G13640.2	AT4G13640.2	orthologue	GO:0010468;GO:0005515;GO:0009567;GO:0043565;GO:0010628;GO:0003700;GO:0005634;GO:0003677	Protein PHR1-LIKE 3 (Myb family transcription factor PHL3) (Protein UNFERTILIZED EMBRYO SAC 16)
As004G094560	393	AT4G13670.1	AT4G13670.1	orthologue	GO:0009658;GO:0003756;GO:0009534;GO:0006355;GO:0009507;GO:0042793;GO:0009416;GO:0009535;GO:0009941;GO:0042644;GO:0009408;GO:0005515;GO:0000427;GO:0005829;GO:0008270;GO:0140096	Plastid transcriptionally active 5;Protein disulfide isomerase pTAC5, chloroplastic (EC 5.3.4.1) (Protein PLASTID TRANSCRIPTIONALLY ACTIVE 5) (pTAC5)
As004G094570	269	AT4G13690.1	AT4G13690.1	orthologue	GO:0003674;GO:0005634;GO:0008150	RNA-binding protein
As004G094580	586	AT4G13700.1	AT4G13700.1	orthologue	GO:0003993;GO:0005576;GO:0016311;GO:0046872;GO:0016787	Purple acid phosphatase (EC 3.1.3.2);Purple acid phosphatase 23 (EC 3.1.3.2)
As004G094590	451	AT4G13710.1, AT3G24230.1	AT4G13710.1	orthologue	GO:0045490;GO:0005576;GO:0030570;GO:0016829;GO:0046872	Pectate lyase (EC 4.2.2.2);Probable pectate lyase 15 (EC 4.2.2.2) (Pectate lyase A11);Probable pectate lyase 9 (EC 4.2.2.2)
As004G094600	206	AT4G13720.2	AT4G13720.2	orthologue	GO:0005737;GO:0047429;GO:0009143;GO:0000166;GO:0009117;GO:0009204;GO:0035870;GO:0036220;GO:0036222;GO:0046872	Inosine triphosphate pyrophosphatase (ITPase) (Inosine triphosphatase) (EC 3.6.1.66) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase) (XTP/dITP diphosphatase)
As004G094610	453	AT4G13730.1	AT4G13730.1	orthologue	GO:0006886;GO:0005737;GO:0005096;GO:0005634;GO:0090630	Ypt/Rab-GAP domain of gyp1p superfamily protein
As004G094620	169	AT4G14147.2	AT4G14147.2	orthologue	GO:0051015;GO:0005515;GO:0034314;GO:0005885;GO:0000902;GO:0007015;GO:0030041;GO:0005737;GO:0045010;GO:0003779;GO:0042995;GO:0015629	Actin-related protein 2/3 complex subunit 4;Actin-related protein 2/3 complex subunit 4 (Actin-related protein C4) (Arp2/3 complex 20 kDa subunit) (p20-ARC)
As004G094630	2732	AT4G13750.1	AT4G13750.1	orthologue	GO:0009926;GO:0048364;GO:0009793;GO:0019827;GO:0001708;GO:0005634;GO:0010305;GO:0003674	Protein NO VEIN (Protein EMBRYO DEFECTIVE 2597)
As004G094640	499	AT4G13770.1	AT4G13770.1	orthologue	GO:0009625;GO:0019761;GO:0005829;GO:0020037;GO:0005506;GO:0009411;GO:0016709;GO:0005789;GO:0004497;GO:0016705	Cytochrome P450 83A1 (EC 1.14.14.43) (CYPLXXXIII) (Protein REDUCED EPIDERMAL FLUORESCENCE 2)
As004G094650	476	AT1G78490.1	AT1G78490.1	orthologue	GO:0010268;GO:0020037;GO:0016132;GO:0005506;GO:0004497;GO:0016705;GO:0009507;GO:0016020;GO:0007275;GO:0016125;GO:0016491	At1g78490 (Cytochrome P450, family 708, subfamily A, polypeptide 3) (Similar to cytochrome P450);Cytochrome P450, family 708, subfamily A, polypeptide 3
As004G094660	242	AT1G78490.1	AT1G78490.1	orthologue	GO:0010268;GO:0020037;GO:0016132;GO:0005506;GO:0004497;GO:0016705;GO:0009507;GO:0016020;GO:0007275;GO:0016125;GO:0016491	At1g78490 (Cytochrome P450, family 708, subfamily A, polypeptide 3) (Similar to cytochrome P450);Cytochrome P450, family 708, subfamily A, polypeptide 3
As004G094670	414	AT1G78490.1	AT1G78490.1	orthologue	GO:0010268;GO:0020037;GO:0016132;GO:0005506;GO:0004497;GO:0016705;GO:0009507;GO:0016020;GO:0007275;GO:0016125;GO:0016491	At1g78490 (Cytochrome P450, family 708, subfamily A, polypeptide 3) (Similar to cytochrome P450);Cytochrome P450, family 708, subfamily A, polypeptide 3
As004G094730	476	AT1G78490.1	AT1G78490.1	orthologue	GO:0010268;GO:0020037;GO:0016132;GO:0005506;GO:0004497;GO:0016705;GO:0009507;GO:0016020;GO:0007275;GO:0016125;GO:0016491	At1g78490 (Cytochrome P450, family 708, subfamily A, polypeptide 3) (Similar to cytochrome P450);Cytochrome P450, family 708, subfamily A, polypeptide 3
As004G094750	477	AT1G78490.1	AT1G78490.1	orthologue	GO:0010268;GO:0020037;GO:0016132;GO:0005506;GO:0004497;GO:0016705;GO:0009507;GO:0016020;GO:0007275;GO:0016125;GO:0016491	At1g78490 (Cytochrome P450, family 708, subfamily A, polypeptide 3) (Similar to cytochrome P450);Cytochrome P450, family 708, subfamily A, polypeptide 3
As004G094760	477	AT1G78490.1	AT1G78490.1	orthologue	GO:0010268;GO:0020037;GO:0016132;GO:0005506;GO:0004497;GO:0016705;GO:0009507;GO:0016020;GO:0007275;GO:0016125;GO:0016491	At1g78490 (Cytochrome P450, family 708, subfamily A, polypeptide 3) (Similar to cytochrome P450);Cytochrome P450, family 708, subfamily A, polypeptide 3
As004G094770	98					
As004G094780	202	AT5G32613.1	AT5G32613.1	orthologue	GO:0005634;GO:0008150;GO:0003676;GO:0008270	Zinc knuckle (CCHC-type) family protein
As004G094790	476	AT1G78490.1	AT1G78490.1	orthologue	GO:0010268;GO:0020037;GO:0016132;GO:0005506;GO:0004497;GO:0016705;GO:0009507;GO:0016020;GO:0007275;GO:0016125;GO:0016491	At1g78490 (Cytochrome P450, family 708, subfamily A, polypeptide 3) (Similar to cytochrome P450);Cytochrome P450, family 708, subfamily A, polypeptide 3
As004G094800	135	AT1G78490.1	AT1G78490.1	orthologue	GO:0010268;GO:0020037;GO:0016132;GO:0005506;GO:0004497;GO:0016705;GO:0009507;GO:0016020;GO:0007275;GO:0016125;GO:0016491	At1g78490 (Cytochrome P450, family 708, subfamily A, polypeptide 3) (Similar to cytochrome P450);Cytochrome P450, family 708, subfamily A, polypeptide 3
As004G094810	478	AT1G78490.1	AT1G78490.1	orthologue	GO:0010268;GO:0020037;GO:0016132;GO:0005506;GO:0004497;GO:0016705;GO:0009507;GO:0016020;GO:0007275;GO:0016125;GO:0016491	At1g78490 (Cytochrome P450, family 708, subfamily A, polypeptide 3) (Similar to cytochrome P450);Cytochrome P450, family 708, subfamily A, polypeptide 3
As004G094820	796	AT4G13780.1	AT4G13780.1	orthologue	GO:0006431;GO:0004825;GO:0005829;GO:0017101;GO:0005737;GO:0000049;GO:0005524;GO:0009791;GO:0048608;GO:0000166;GO:0004812;GO:0006418	Methionine--tRNA ligase, cytoplasmic (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS)
As004G094830	94	AT4G13790.1	AT4G13790.1	orthologue	GO:0010114;GO:0009733;GO:0005739;GO:0003674;GO:0010218	At4g13790 (SAUR-AC-like protein (Small auxin up RNA)) (SAUR-like auxin-responsive protein family)
As004G094840	333	AT4G13800.1	AT4G13800.1	orthologue	GO:0015693;GO:0005886;GO:0015095;GO:0016020;GO:0005769	Probable magnesium transporter;Probable magnesium transporter NIPA2
As004G094850	199	AT4G13830.2	AT4G13830.2	orthologue	GO:0005515;GO:0009507;GO:0061077;GO:0010322;GO:0005634	Chaperone protein dnaJ 20, chloroplastic (AtDjC20) (AtJ20);DNAJ-like 20
As004G094860	75	AT4G13840.1	AT4G13840.1	orthologue	GO:0005829;GO:0010025;GO:0042761;GO:0016747;GO:0071555	Protein ECERIFERUM 26 (CER2-like protein 1) (CER2-like1)
As004G094870	147	AT4G13850.1	AT4G13850.1	orthologue	GO:0009409;GO:0009414;GO:0034336;GO:0005524;GO:0005739;GO:0009845;GO:0003697;GO:0005829;GO:0009651;GO:0006970;GO:0050688;GO:0035198;GO:0006858;GO:1990428;GO:0003723;GO:0003729;GO:0005507;GO:0009631;GO:0003727;GO:0005634;GO:0003690;GO:0005615;GO:0035197;GO:0050658;GO:0000959;GO:0060567;GO:0090615;GO:0003676	Glycine-rich RNA-binding protein 2;Glycine-rich RNA-binding protein 2, mitochondrial (AtGR-RBP2) (AtRBG2) (Glycine-rich protein 2) (AtGRP2) (Mitochondrial RNA-binding protein 1a) (At-mRBP1a) (Organelle RNA recognition motif-containing protein 5) (Small RNA binding protein 3) (AtSRBP3)
As004G094880	297	AT2G34110.1, AT4G13885.1, AT4G13870.2	AT4G13870.2	orthologue	GO:0003674;GO:0008150;GO:0005575;GO:0005634;GO:0005515;GO:0008408;GO:0006139;GO:0003676;GO:0016740;GO:0003677;GO:0046872	3'-5' exonuclease (EC 3.1.-.-) (Werner Syndrome-like exonuclease);Polynucleotidyl transferase, ribonuclease H-like superfamily protein;Uncharacterized protein At2g34110
As004G094890	471	AT4G13930.1, AT4G13890.1	AT4G13930.1	orthologue	GO:0005739;GO:0005515;GO:0005829;GO:0019264;GO:0030170;GO:1901149;GO:0005737;GO:0005886;GO:0004372;GO:0046653;GO:0009506;GO:0007623;GO:0035999;GO:0010197;GO:0009555	Serine hydroxymethyltransferase (EC 2.1.2.1);Serine hydroxymethyltransferase 4 (AtSHMT4) (EC 2.1.2.1) (Glycine hydroxymethyltransferase 4) (Serine methylase 4);Serine hydroxymethyltransferase 5 (AtSHMT5) (EC 2.1.2.1) (Glycine hydroxymethyltransferase 5) (Protein EMBRYO SAC DEVELOPMENT ARREST 36) (Protein EMBRYO SAC DEVELOPMENT ARREST 37) (Serine methylase 5)
As004G094900	489	AT4G13940.1	AT4G13940.1	orthologue	GO:0005886;GO:0004013;GO:0005737;GO:0009793;GO:0016441;GO:0005515;GO:0005773;GO:0000325;GO:0005829;GO:0003729;GO:0005507;GO:0006346;GO:0033353;GO:0009506;GO:0006730;GO:0016787	adenosylhomocysteinase (EC 3.13.2.1);Adenosylhomocysteinase (EC 3.13.2.1);adenosylhomocysteinase (EC 3.13.2.1) (S-adenosyl-L-homocysteine hydrolase 1);Adenosylhomocysteinase 1 (AdoHcyase 1) (EC 3.13.2.1) (Protein EMBRYO DEFECTIVE 1395) (Protein HOMOLOGY-DEPENDENT GENE SILENCING 1) (S-adenosyl-L-homocysteine hydrolase 1) (SAH hydrolase 1)
As004G094910	113	AT4G13950.1	AT4G13950.1	orthologue	GO:0005179;GO:0007267;GO:0019722;GO:0048046;GO:0005576;GO:0040008;GO:0009506	Protein RALF-like 31
As004G094920	173	AT4G13970.1	AT4G13970.1	orthologue	GO:0008270;GO:0005634	Zinc ion binding protein
As004G094930	769	AT4G13970.1	AT4G13970.1	orthologue	GO:0008270;GO:0005634	Zinc ion binding protein
As004G094940	473	AT4G13980.1	AT4G13980.1	orthologue	GO:0006355;GO:0005634;GO:0006357;GO:0000978;GO:0034605;GO:0003700;GO:0043565;GO:0005737	Heat stress transcription factor A-5 (AtHsfA5) (AtHsf-12)
As004G094950	439	AT3G12220.1	AT3G12220.1	other	GO:0005576;GO:0016747;GO:0019748;GO:0006508;GO:0009507;GO:0004185;GO:0016752	Serine carboxypeptidase-like 16;Serine carboxypeptidase-like 16 (EC 3.4.16.-)
As004G094970	439	AT3G12220.1	AT3G12220.1	other	GO:0005576;GO:0016747;GO:0019748;GO:0006508;GO:0009507;GO:0004185;GO:0016752	Serine carboxypeptidase-like 16;Serine carboxypeptidase-like 16 (EC 3.4.16.-)
As004G094980	438	AT3G12220.1	AT3G12220.1	other	GO:0005576;GO:0016747;GO:0019748;GO:0006508;GO:0009507;GO:0004185;GO:0016752	Serine carboxypeptidase-like 16;Serine carboxypeptidase-like 16 (EC 3.4.16.-)
As004G094990	439	AT3G12220.1	AT3G12220.1	other	GO:0005576;GO:0016747;GO:0019748;GO:0006508;GO:0009507;GO:0004185;GO:0016752	Serine carboxypeptidase-like 16;Serine carboxypeptidase-like 16 (EC 3.4.16.-)
As004G095000	439	AT3G12230.1	AT3G12230.1	other	GO:0019748;GO:0009507;GO:0016747;GO:0004185;GO:0005576;GO:0006508	Serine carboxypeptidase-like 14 (EC 3.4.16.-)
As004G095020	439	AT3G12220.1	AT3G12220.1	other	GO:0005576;GO:0016747;GO:0019748;GO:0006508;GO:0009507;GO:0004185;GO:0016752	Serine carboxypeptidase-like 16;Serine carboxypeptidase-like 16 (EC 3.4.16.-)
As004G095030	507	AT1G36510.1, AT3G32260.1	AT1G36510.1	other	GO:0003674;GO:0005575;GO:0008150;GO:0003677;GO:0006260;GO:0006281;GO:0005634;GO:0006310	Nucleic acid-binding proteins superfamily
As004G095040	440	AT3G12220.1	AT3G12220.1	other	GO:0005576;GO:0016747;GO:0019748;GO:0006508;GO:0009507;GO:0004185;GO:0016752	Serine carboxypeptidase-like 16;Serine carboxypeptidase-like 16 (EC 3.4.16.-)
As004G095050	528	AT4G13990.1	AT4G13990.1	orthologue	GO:0006486;GO:0016020;GO:0005794;GO:0003674;GO:0009505;GO:0000139;GO:0016757;GO:0009101	Probable xyloglucan galactosyltransferase GT14 (EC 2.4.1.-) (Glycosyltransferase 14) (AtGT14)
As004G095060	122	AT4G14010.1	AT4G14010.1	orthologue	GO:0019722;GO:0005576;GO:0007267;GO:0048046;GO:0005179;GO:0040008;GO:0009506	Protein RALF-like 32
As004G095070	101	AT4G14020.1	AT4G14020.1	orthologue	GO:0005515;GO:0019722;GO:0005634;GO:0005179;GO:0005576;GO:0040008	At4g14020 (Rapid alkalinization factor (RALF) family protein)
As004G095080	487	AT4G14040.1, AT4G14030.1	AT4G14030.1	orthologue	GO:0005634;GO:0046686;GO:0009506;GO:0042542;GO:0008430;GO:0005829;GO:0071291;GO:0005515;GO:0000103;GO:0010494;GO:0010197;GO:0009507	Selenium-binding protein 1 (AtSBP1);Selenium-binding protein 2 (Protein EMBRYO SAC DEVELOPMENT ARREST 38)
As004G095090	611	AT4G14050.1	AT4G14050.1	orthologue	GO:0016554;GO:0005515;GO:0005739;GO:0009451;GO:0009507;GO:0003723;GO:0008270;GO:0006397	Pentatricopeptide repeat (PPR) superfamily protein;Pentatricopeptide repeat-containing protein At4g14050, mitochondrial (Mitochondrial editing factor 35)
As004G095100	739	AT4G14070.1	AT4G14070.1	orthologue	GO:0009941;GO:0030497;GO:0006633;GO:0009507;GO:0009536;GO:0008922	Long-chain-fatty-acid--[acyl-carrier-protein] ligase AEE15, chloroplastic (EC 6.2.1.20) (Acyl-[acyl-carrier-protein] synthetase) (Acyl-activating enzyme 15)
As004G095110	478	AT4G14080.1	AT4G14080.1	orthologue	GO:0009793;GO:0005886;GO:0042973;GO:0010584;GO:0005576;GO:0005975;GO:0006952;GO:0004553	Probable glucan endo-1,3-beta-glucosidase A6 (EC 3.2.1.39) ((1->3)-beta-glucan endohydrolase) ((1->3)-beta-glucanase) (Anther-specific protein A6) (Beta-1,3-endoglucanase) (Protein MATERNAL EFFECT EMBRYO ARREST 48)
As004G095120	211	AT4G14100.1	AT4G14100.1	orthologue	GO:0000325;GO:0016757;GO:0099503;GO:0009507;GO:0008150	Uncharacterized protein At4g14100
As004G095130	464	AT4G14090.1	AT4G14090.1	orthologue	GO:0080043;GO:0005737;GO:0080044;GO:0009507;GO:0080018;GO:0009718;GO:0035251;GO:0009698;GO:0008194	UDP-glycosyltransferase 75C1 (EC 2.4.1.-) (Anthocyanin 5-O-glucosyltransferase) (UDP glucose:anthocyanin 5-O-glucosyltransferase)
As004G095140	197	AT4G14110.1	AT4G14110.1	orthologue	GO:0005515;GO:0008180;GO:0000338;GO:0009753;GO:0005634;GO:0010387;GO:0009640;GO:0009416;GO:0004222;GO:0005737;GO:0009585	COP9 signalosome complex subunit 8 (CSN complex subunit 8) (Constitutive photomorphogenesis protein 9) (Protein FUSCA 7)
As004G095150	282	AT4G14130.1	AT4G14130.1	orthologue	GO:0005576;GO:0010218;GO:0010411;GO:0030247;GO:0033946;GO:0016762;GO:0042546;GO:0048046;GO:0071555;GO:0004553;GO:0005975;GO:0005618;GO:0044042	Xyloglucan endotransglucosylase/hydrolase protein 15 (At-XTH15) (XTH-15) (EC 2.4.1.207) (EC 3.2.1.151)
As004G095160	133	AT4G14145.1	AT4G14145.1	orthologue	GO:0031966;GO:0008150;GO:0009507;GO:0003674;GO:0005743	At4g14145 (Cytochrome C oxidase assembly protein)
As004G095170	106					
As004G095180	779	AT4G14160.1	AT4G14160.1	orthologue	GO:0006888;GO:0005096;GO:0030127;GO:0005737;GO:0005515;GO:0006886;GO:0090110;GO:0090114;GO:0070971;GO:0005829;GO:0008270;GO:0005789	Protein transport protein SEC23;Protein transport protein SEC23 F (AtSEC23F) (Protein transport protein SEC23 B) (AtSEC23B) (Protein transport protein SEC23 D)
As004G095190	1301	AT4G14180.1	AT4G14180.1	orthologue	GO:0042138;GO:0042803;GO:0009507;GO:0005515;GO:0051026;GO:0003677;GO:0005634;GO:0016787	Protein PUTATIVE RECOMBINATION INITIATION DEFECT 1 (AtPRD1) (Protein PRD1);Recombination initiation defect 1
As004G095200	504	AT4G14190.1	AT4G14190.1	orthologue	GO:0009507;GO:0003674;GO:0005515	Pentatricopeptide repeat-containing protein At4g14190, chloroplastic
