Orthogroup	Conringia_planisiliqua	Camelina_sativa
OG0005035	CP9_g28436_DN3_SP0_c.t1	XP_010415475.1, XP_010470806.1, XP_010511854.1
OG0005036	CP9_g28462_DN3_SP8_c.t1	XP_010470863.1, XP_010470858.1, XP_010511890.1
OG0005037	CP9_g28492_DN3_SP0_c.t1	XP_019101038.1, XP_019082840.1, XP_019093578.1
OG0005038	CP5_g1154_DN3_SP6_c.t1	XP_010433218.1, XP_010438455.1, XP_010447980.1
OG0005039	CP5_g1152_DN2_SP0_c.t1	XP_010438452.1, XP_019088555.1, XP_010438451.1, XP_010438453.1, XP_010433216.1, XP_010447977.1
OG0005040	CP5_g1095_DN3_SP0_c.t1	XP_010433146.1, XP_010438360.1, XP_010447899.1, XP_010497760.1
OG0005042	CP5_g1432_DN2_SP0_c.t1	XP_010488710.1, XP_010518600.1, XP_010467021.1
OG0005043	CP2_g48844_DN3_SP8_c.t1	XP_010514690.1, XP_010495871.1, XP_010496051.1
OG0005044	CP13_g19265_DN3_SP7_c.t1	XP_010425491.1, XP_010514446.1, XP_010502717.1
OG0005045	CP1_g37583_DN2_SP4_c.t1	XP_010476260.1, XP_010494669.1
OG0005046	CP13_g19343_DN3_SP8_c.t1	XP_010514329.1, XP_010502605.1, XP_019085302.1
OG0005047	CP13_g19354_DN3_SP7_c.t1	XP_010425356.1, XP_010514303.1
OG0005048	CP13_g19407_DN3_SP0_c.t1	XP_010514229.1, XP_010425261.1
OG0005049	CP13_g19885_DN3_SP8_c.t1	XP_010441599.1, XP_019097988.1, XP_010481467.1
OG0005050	CP9_g28799_DN3_SP6_c.t1	XP_010471193.1, XP_010428031.1, XP_010415895.1
OG0005051	CP9_g27832_DN1_SP0_c.t1, CP1_g38000_DN2_SP0_c.t1	XP_010479580.1, XP_010500691.1, XP_010461952.1
OG0005052	CP1_g37863_DN3_SP8_c.t1	XP_010479777.1, XP_010500870.1, XP_010462109.1
OG0005053	CP12_g29908_DN3_SP2_c.t1	XP_010487398.1, XP_010503320.1, XP_010465544.1
OG0005054	CP4_g25374_DN3_SP0_c.t1	XP_010413822.1, XP_010469439.1, XP_010509844.1
OG0005056	CP6_g6933_DN3_SP3_c.t1	XP_010436491.1, XP_010439813.1, XP_010449469.1
OG0005057	CP6_g7003_DN3_SP1_c.t1	XP_010439892.1, XP_010449494.1, XP_019086249.1
OG0005058	CP6_g7022_DN3_SP8_c.t1	XP_019086747.1, XP_019089491.1, XP_010439911.1
OG0005058	CP13_g19847_DN3_SP4_c.t1	XP_019097245.1, XP_010481446.1
OG0005059	CP6_g7077_DN3_SP8_c.t1	XP_010449598.1, XP_010434650.1, XP_010445312.1
OG0005060	CP3_g14258_DN3_SP7_c.t1	XP_010515490.1, XP_010503787.1, XP_010426649.1
OG0005061	CP3_g13927_DN3_SP8_c.t1	XP_010427103.1, XP_010515951.1, XP_010504230.1
OG0005062	CP17_g5125_DN3_SP8_c.t1	XP_010467266.1, XP_010488924.1, XP_010517838.1
OG0005063	CP10_g43857_DN3_SP5_c.t1	XP_010467456.1, XP_010489321.1, XP_010515693.1
OG0005064	CP2_g48804_DN3_SP2_c.t1	XP_010482070.1, XP_010493638.1, XP_010442244.1
OG0005065	CP19_g18376_DN3_SP4_c.t1	XP_010433968.1, XP_010439256.1, XP_010448808.1
OG0005066	CP19_g18391_DN3_SP6_c.t1	XP_010448827.1, XP_010433985.1, XP_010439272.1, XP_010439276.1, XP_010448829.1
OG0005067	CP19_g18395_DN3_SP0_c.t1	XP_010448832.1, XP_010439280.1, XP_010433988.1
OG0005068	CP19_g18396_DN3_SP8_c.t1	XP_010439281.1, XP_010448833.1, XP_010433989.1
OG0005069	CP13_g19125_DN3_SP8_c.t1	XP_010502874.1, XP_010514639.1, XP_010425724.1
OG0005070	CP6_g6746_DN3_SP3_c.t1	XP_010439517.1, XP_010449114.1, XP_010434234.1, XP_019086700.1
OG0005072	CP13_g19681_DN3_SP1_c.t1	XP_010424880.1, XP_010502111.1, XP_010513852.1
OG0005073	CP19_g18508_DN3_SP7_c.t1	XP_010434126.1, XP_010449004.1, XP_010439424.1
OG0005074	CP10_g42365_DN3_SP8_c.t1	XP_010513547.1, XP_010463831.1, XP_010485724.1
OG0005075	CP6_g7211_DN2_SP5_c.t1	XP_010434837.1, XP_010449800.1, XP_019087021.1
OG0005077	CP7_g44620_DN3_SP2_c.t1	XP_019094500.1
OG0005078	CP10_g42154_DN3_SP6_c.t1	XP_010505970.1, XP_010485552.1, XP_010463523.1, XP_010508927.1
OG0005079	CP2_g47589_DN3_SP2_c.t1	XP_010465123.1, XP_010484607.1, XP_010444759.1
OG0005080	CP3_g13138_DN3_SP0_c.t1	XP_010468935.1, XP_010413261.1, XP_010512659.1
OG0005081	CP3_g13239_DN3_SP0_c.t1	XP_010512510.1, XP_010413381.1, XP_010469097.1
OG0005082	CP3_g13329_DN3_SP8_c.t1	XP_010512390.1, XP_010413538.1, XP_010469161.1
OG0005083	CP3_g13357_DN3_SP8_c.t1	XP_010512349.1, XP_010469197.1, XP_010413571.1
OG0005084	CP10_g42267_DN3_SP1_c.t1	XP_010501216.1, XP_010463700.1, XP_010485605.1, XP_010430860.1
OG0005085	CP2_g48843_DN3_SP8_c.t1	XP_010514691.1, XP_010495873.1, XP_010425783.1
OG0005086	CP3_g13499_DN3_SP8_c.t1	XP_010516507.1, XP_010504813.1
OG0005087	CP3_g13546_DN3_SP0_c.t1	XP_010516443.1, XP_010427700.1, XP_019100403.1
OG0005088	CP3_g13586_DN3_SP8_c.t1	XP_010516385.1, XP_010427647.1, XP_010516388.1, XP_010516386.1, XP_010504698.1
OG0005089	CP3_g13588_DN3_SP8_c.t1	XP_010504693.1, XP_010516380.1, XP_010427644.1
OG0005090	CP3_g13620_DN3_SP5_c.t1	XP_010504653.1, XP_010427597.1, XP_010516341.1
OG0005091	CP3_g13845_DN3_SP8_c.t1	XP_010504341.1, XP_010516058.1, XP_010427243.1
OG0005092	CP3_g13869_DN3_SP8_c.t1	XP_010427201.1, XP_010504307.1, XP_010516023.1
OG0005093	CP3_g13894_DN3_SP1_c.t1	XP_010427169.1, XP_010504273.2, XP_010515998.1
OG0005094	CP3_g13949_DN3_SP8_c.t1	XP_010515928.1, XP_010504203.1, XP_010427081.1
OG0005095	CP3_g14047_DN3_SP6_c.t1	XP_010504068.1, XP_010426943.1, XP_010515800.1
OG0005096	CP7_g45125_DN3_SP3_c.t1	XP_019099228.1, XP_019091398.1
OG0005097	CP12_g30883_DN3_SP0_c.t1	XP_010466929.1, XP_010513902.1, XP_010488617.1
OG0005098	CP13_g20116_DN2_SP7_c.t1	XP_010481719.1, XP_010494519.1, XP_010441837.1
OG0005099	CP2_g48749_DN3_SP7_c.t1	XP_010482147.1, XP_010442330.1, XP_010439683.1
OG0005100	CP10_g43719_DN3_SP0_c.t1	XP_010489444.1, XP_010413202.1, XP_010467599.1
OG0005101	CP10_g43683_DN3_SP1_c.t1	XP_019092491.1, XP_010414176.1, XP_010414188.1, XP_010489535.1
OG0005102	CP10_g43617_DN3_SP5_c.t1	XP_010467743.1, XP_010489455.1, XP_010415011.1
OG0005103	CP5_g1035_DN2_SP8_c.t1	XP_010438273.1, XP_010433072.1, XP_010447815.1
OG0005104	CP4_g24629_DN3_SP2_c.t1	XP_010505847.1, XP_010517531.1, XP_010508790.1
OG0005105	CP4_g24686_DN2_SP0_c.t1	XP_010517452.1, XP_010505762.1, XP_010508879.1
OG0005106	CP4_g24752_DN3_SP8_c.t1	XP_010517330.1, XP_010505656.1, XP_010508984.1
OG0005107	CP4_g24781_DN3_SP0_c.t1	XP_019101958.1, XP_019101778.1, XP_010517290.1, XP_010509017.1, XP_010505613.1
OG0005108	CP4_g24842_DN3_SP0_c.t1	XP_010517202.1, XP_019101253.1, XP_010505537.1
OG0005109	CP10_g43859_DN3_SP0_c.t1	XP_010515725.1, XP_010489317.1, XP_010467454.1
OG0005110	CP4_g24899_DN3_SP8_c.t1	XP_019100753.1, XP_010517117.1, XP_019100505.1, XP_010509198.1, XP_019100752.1
OG0005111	CP4_g24906_DN3_SP1_c.t1	XP_010517106.1, XP_010509212.1
OG0005112	CP19_g17881_DN2_SP0_c.t1	XP_019088339.1, XP_010481840.1, XP_010494344.1, XP_019101046.1, XP_010509219.1
OG0005113	CP4_g24974_DN3_SP0_c.t1	XP_010517028.1, XP_010509317.1, XP_010505349.1
OG0005114	CP4_g24984_DN3_SP8_c.t1	XP_010517019.1, XP_019101269.1, XP_010505338.1
OG0005115	CP4_g25048_DN3_SP0_c.t1	XP_010516927.1, XP_010509413.1, XP_010505243.1
OG0005116	CP4_g25057_DN3_SP8_c.t1	XP_010516915.1, XP_010505232.1, XP_010509424.1
OG0005117	CP11_g32372_DN3_SP3_c.t1, CP9_g28895_DN3_SP5_c.t1	XP_010471282.1, XP_010416009.1, XP_010471479.1, XP_010428143.1
OG0005119	CP11_g31834_DN3_SP3_c.t1	XP_010455726.1, XP_010432791.1, XP_019098210.1
OG0005122	CP20_g4436_DN3_SP3_c.t1	XP_010455667.1, XP_010422197.1, XP_010434239.1
OG0005123	CP7_g44445_DN1_SP0_c.t1, CP7_g44450_DN3_SP3_c.t1	XP_010461271.1, XP_010501780.1, XP_010478879.1
OG0005124	CP7_g44462_DN2_SP8_c.t1	XP_010461263.1, XP_010499979.1, XP_010478866.1
OG0005125	CP29_g21982_DN3_SP8_c.t1	XP_010421799.1, XP_010436235.1, XP_010455297.1, XP_010436279.1
OG0005126	CP20_g4263_DN3_SP1_c.t1	XP_010455476.1, XP_010436689.1, XP_010422008.1
OG0005128	CP8_g54415_DN3_SP1_c.t1	XP_010454186.1, XP_010492973.1, XP_010420716.1
OG0005129	CP7_g45406_DN2_SP0_c.t1	XP_010477680.1, XP_010498884.2, XP_010460153.1, XP_010460152.1
OG0005130	CP2_g48528_DN3_SP2_c.t1	XP_010421505.1, XP_010493902.1, XP_010454992.1
OG0005131	CP2_g48562_DN3_SP0_c.t1	XP_010493944.1, XP_010455052.1, XP_010421548.1
OG0005132	CP12_g29868_DN3_SP8_c.t1	XP_010489060.1, XP_010495927.1
OG0005133	CP4_g24037_DN3_SP2_c.t1	XP_010518362.1, XP_010507967.1, XP_010506698.1
OG0005134	CP4_g24041_DN3_SP5_c.t1	XP_019102003.1, XP_010506695.1, XP_010507973.1
OG0005135	CP4_g24108_DN3_SP5_c.t1	XP_010508061.1, XP_010506612.1, XP_010518276.1
OG0005137	CP4_g24216_DN3_SP8_c.t1	XP_010518127.1, XP_010506451.1, XP_010512843.1
OG0005138	CP4_g24253_DN3_SP7_c.t1	XP_010506407.1, XP_010508257.1, XP_010518078.1
OG0005139	CP4_g24299_DN2_SP0_c.t1	XP_010518028.1, XP_010506351.1, XP_010508309.1
OG0005140	CP4_g24427_DN3_SP3_c.t1	XP_010517852.1, XP_010506152.1, XP_010508485.1
OG0005141	CP4_g25591_DN3_SP0_c.t1	XP_010418753.1, XP_010468117.1, XP_010489776.1, XP_010489777.1, XP_010512901.1
OG0005142	CP19_g17898_DN3_SP0_c.t1	XP_010436074.1, XP_010447252.1, XP_010446574.1, XP_010441288.1, XP_019087529.1
OG0005144	CP10_g42237_DN3_SP8_c.t1	XP_010487836.1
OG0005145	CP10_g42242_DN3_SP0_c.t1	XP_010463656.2, XP_019099426.1, XP_019096902.1
OG0005147	CP10_g42397_DN3_SP4_c.t1	XP_010463869.1, XP_010517168.1, XP_010517869.1
OG0005148	CP10_g42492_DN3_SP0_c.t1	XP_019097141.1, XP_010422585.1, XP_010464012.1
OG0005149	CP10_g42723_DN3_SP7_c.t1	XP_010449316.1, XP_010486258.1, XP_010464324.1
OG0005150	CP10_g42800_DN3_SP8_c.t1	XP_010486361.1, XP_010464431.1, XP_010458908.1
OG0005151	CP10_g42803_DN3_SP6_c.t1	XP_010486368.1, XP_010459539.1, XP_010464436.1
OG0005152	CP10_g42828_DN3_SP8_c.t1	XP_010486406.1, XP_010464473.1, XP_010463169.1
OG0005153	CP10_g42937_DN3_SP2_c.t1	XP_010464632.1, XP_010486548.1, XP_010476472.1
OG0005154	CP10_g43015_DN3_SP0_c.t1	XP_010485439.1, XP_010464729.1, XP_010486666.1
OG0005155	CP10_g43119_DN3_SP7_c.t1	XP_010486825.1, XP_010464875.1, XP_010497206.1
OG0005156	CP10_g43190_DN3_SP8_c.t1	XP_010486918.1, XP_010498813.1, XP_010464988.1
OG0005157	CP9_g28866_DN3_SP0_c.t1, CP9_g28867_DN3_SP0_c.t1	XP_019093557.1, XP_019082875.1, XP_019100830.1
OG0005158	CP10_g43278_DN3_SP8_c.t1	XP_010500172.1, XP_010487068.1, XP_010465135.1
OG0005159	CP10_g43323_DN3_SP8_c.t1	XP_019101491.1, XP_019092195.1
OG0005161	CP10_g43462_DN3_SP0_c.t1	XP_010465427.1, XP_010502364.1, XP_010487309.1
OG0005162	CP10_g43470_DN3_SP0_c.t1	XP_019101908.1, XP_010487317.1
OG0005163	CP10_g43484_DN3_SP6_c.t1	XP_010487335.1, XP_010465466.1, XP_010502576.1
OG0005164	CP12_g29892_DN2_SP8_c.t1	XP_010487381.1, XP_010503141.1, XP_010465525.1
OG0005165	CP12_g29975_DN3_SP1_c.t1	XP_019095872.1, XP_019092610.1, XP_010487474.1
OG0005166	CP12_g30003_DN3_SP5_c.t1	XP_010465673.1, XP_010504392.1, XP_010487512.1
OG0005167	CP12_g30022_DN3_SP2_c.t1	XP_010497642.1, XP_010504647.1, XP_010465699.1, XP_010487543.1
OG0005168	CP12_g30221_DN3_SP6_c.t1	XP_010507157.1, XP_010465995.1, XP_010489925.1
OG0005169	CP12_g30243_DN3_SP0_c.t1	XP_019096648.1, XP_019096459.1
OG0005170	CP12_g30249_DN3_SP8_c.t1	XP_010507434.1
OG0005171	CP12_g30269_DN3_SP3_c.t1	XP_010487862.1, XP_010507592.1, XP_019092816.1
OG0005172	CP12_g30266_DN3_SP6_c.t1	XP_010466059.1, XP_010487857.1, XP_010507530.1
OG0005174	CP12_g30429_DN3_SP8_c.t1	XP_010466273.1, XP_010488058.1
OG0005175	CP12_g30430_DN3_SP0_c.t1	XP_010488061.1, XP_010509263.1, XP_010466278.1
OG0005176	CP12_g30467_DN3_SP8_c.t1	XP_010466338.1, XP_010509827.1, XP_019096984.1
OG0005177	CP13_g19234_DN3_SP0_c.t1	XP_010438979.1, XP_010482034.1, XP_010442206.1
OG0005178	CP12_g30629_DN3_SP0_c.t1	XP_010466553.1, XP_010511556.1, XP_010488299.1
OG0005179	CP12_g30621_DN3_SP6_c.t1	XP_010466540.1, XP_010511489.1, XP_010488287.1
OG0005180	CP12_g30523_DN3_SP8_c.t1	XP_010466409.1, XP_010510399.1, XP_010488174.1
OG0005181	CP12_g30481_DN3_SP0_c.t1	XP_010488133.1, XP_010466363.1, XP_010510044.1
OG0005182	CP5_g989_DN3_SP8_c.t1	XP_010433022.1, XP_010438211.1, XP_010447761.1
OG0005183	CP5_g991_DN3_SP0_c.t1	XP_010438214.1, XP_010447763.1, XP_010433025.1
OG0005184	CP8_g54447_DN3_SP0_c.t1	XP_010454143.1, XP_010420666.1, XP_010492932.1
OG0005185	CP8_g54487_DN1_SP0_c.t1	XP_010454100.1, XP_010420618.1, XP_010492861.1
OG0005186	CP8_g54492_DN3_SP0_c.t1	XP_019097904.1, XP_010420610.1, XP_010454090.1
OG0005187	CP8_g54494_DN3_SP0_c.t1	XP_010420608.1, XP_019097155.1, XP_010454086.1
OG0005188	CP2_g48688_DN3_SP7_c.t1	XP_010442417.1, XP_010482226.1, XP_010440662.1
OG0005189	CP2_g48687_DN3_SP6_c.t1	XP_010442419.1, XP_010482227.1, XP_010440671.1
OG0005190	CP2_g48802_DN3_SP0_c.t1	XP_010445941.1, XP_010495442.1, XP_010484925.1
OG0005191	CP10_g43533_DN3_SP6_c.t1	XP_010467912.1, XP_010416545.1, XP_010489117.1
OG0005192	CP3_g14125_DN3_SP0_c.t1	XP_010426860.1, XP_010515711.1
OG0005194	CP3_g14185_DN3_SP8_c.t1	XP_010503891.1, XP_010426764.1, XP_010515620.1
OG0005197	CP1_g36507_DN3_SP8_c.t1	XP_010474696.1, XP_010480668.1, XP_010457174.1
OG0005198	CP1_g36682_DN3_SP0_c.t1, CP1_g36723_DN2_SP0_c.t1	XP_019090926.1, XP_010474975.1, XP_019094363.1, XP_010482850.1
OG0005199	CP1_g36704_DN2_SP0_c.t1	XP_010457385.1, XP_010482451.1, XP_010475000.1
OG0005200	CP1_g36563_DN3_SP0_c.t1	XP_010484708.1, XP_010475184.1, XP_010457587.1
OG0005202	CP1_g36855_DN3_SP8_c.t1	XP_019091878.1, XP_010485141.1, XP_010475271.1
OG0005203	CP1_g36913_DN3_SP2_c.t1	XP_010457751.1, XP_010485918.1, XP_010475351.1
OG0005204	CP1_g36973_DN3_SP7_c.t1	XP_019095274.1, XP_019095275.1, XP_010486780.1, XP_010457837.1
OG0005206	CP1_g37046_DN3_SP1_c.t1	XP_010457954.1, XP_010487767.1, XP_010475527.1, XP_010497593.2
OG0005207	CP1_g37097_DN3_SP0_c.t1	XP_010488516.1, XP_010458047.1, XP_010475606.1
OG0005208	CP1_g37127_DN3_SP8_c.t1	XP_010475645.1, XP_010488902.1, XP_010458084.1
OG0005209	CP1_g37280_DN3_SP5_c.t1	XP_010480402.1, XP_019090976.1, XP_010490474.1
OG0005210	CP1_g37212_DN3_SP8_c.t1	XP_010458215.1, XP_010475762.1, XP_010489920.1
OG0005211	CP1_g37297_DN3_SP8_c.t1	XP_010490708.1, XP_010475871.1, XP_010458347.1
OG0005212	CP1_g37352_DN1_SP0_c.t1	XP_010491405.1, XP_010458407.1, XP_010475926.1
OG0005214	CP1_g37361_DN3_SP8_c.t1	XP_010491600.1, XP_010458422.1, XP_010475939.1
OG0005216	CP1_g37488_DN3_SP4_c.t1	XP_010476130.1, XP_010493434.1, XP_010458601.1
OG0005217	CP1_g37515_DN3_SP0_c.t1	XP_010512427.1, XP_010458629.1, XP_010476160.1, XP_010493674.1
OG0005218	CP1_g37520_DN3_SP0_c.t1	XP_010493764.1, XP_010476168.1, XP_010458635.1
OG0005219	CP1_g37536_DN3_SP4_c.t1	XP_010476203.1, XP_010458662.1, XP_010494073.1
OG0005220	CP1_g37558_DN3_SP4_c.t1, CP2_g48976_DN3_SP8_c.t1	XP_010430376.1, XP_010418304.1, XP_010473526.1
OG0005221	CP1_g37569_DN3_SP8_c.t1	XP_010494499.1, XP_010476240.1, XP_010458698.1
OG0005222	CP10_g43864_DN3_SP0_c.t1, CP2_g48950_DN3_SP0_c.t1, CP1_g37580_DN3_SP0_c.t1	XP_019083675.1, XP_019085748.1, XP_019093592.1
OG0005224	CP1_g37637_DN2_SP0_c.t1	XP_010476333.1, XP_010495254.1, XP_010458789.1
OG0005225	CP1_g37787_DN3_SP0_c.t1, CP7_g46428_DN3_SP0_c.t1	XP_010458992.1, XP_010496518.1, XP_010476548.1
OG0005226	CP1_g37813_DN3_SP8_c.t1	XP_010476584.1, XP_010459025.1, XP_010496794.1, XP_019095279.1
OG0005227	CP7_g46193_DN3_SP8_c.t1	XP_010476623.1, XP_010497098.1, XP_010459069.1
OG0005228	CP7_g46145_DN3_SP8_c.t1	XP_010497468.1, XP_010459121.1, XP_019094248.1
OG0005229	CP7_g46101_DN3_SP7_c.t1	XP_010488185.1, XP_010475575.1, XP_010458016.1, XP_010497841.1
OG0005230	CP7_g46072_DN3_SP7_c.t1	XP_010498006.1, XP_019091443.1
OG0005231	CP7_g46070_DN3_SP0_c.t1	XP_010476808.1, XP_010498009.1, XP_010459229.1
OG0005232	CP7_g46053_DN2_SP8_c.t1	XP_010459250.1, XP_010498032.1, XP_010476828.1, XP_010430643.1
OG0005233	CP7_g46034_DN3_SP8_c.t1	XP_010498389.1, XP_010477189.1, XP_010476849.1, XP_010459279.1, XP_010498054.1
OG0005235	CP13_g19688_DN3_SP0_c.t1, CP7_g45952_DN3_SP7_c.t1	XP_010476963.1, XP_010498178.1, XP_010496041.1
OG0005236	CP18_g12089_DN3_SP0_c.t1, CP7_g45878_DN3_SP7_c.t1, CP6_g8925_DN3_SP0_c.t1, CP18_g12088_DN3_SP0_c.t1	XP_010459520.1, XP_010477076.1, XP_010498286.1
OG0005237	CP7_g45846_DN3_SP8_c.t1	XP_010477113.1, XP_010459567.1, XP_010498320.1
OG0005238	CP7_g45839_DN3_SP2_c.t1	XP_010498328.1, XP_010459578.1, XP_010477122.1
OG0005239	CP7_g45820_DN3_SP8_c.t1	XP_010477145.1, XP_010498350.1, XP_010459601.1
OG0005240	CP7_g45777_DN3_SP8_c.t1	XP_010477210.1, XP_010459661.1, XP_010498407.1
OG0005241	CP7_g45739_DN3_SP3_c.t1	XP_010498456.1, XP_010459704.1, XP_010477253.1
OG0005242	CP7_g45720_DN2_SP0_c.t1	XP_010459731.1, XP_010498478.1, XP_010477283.1
OG0005243	CP9_g29356_DN3_SP1_c.t1	XP_010416641.1, XP_010428781.1, XP_010471900.1
OG0005244	CP9_g28768_DN3_SP0_c.t1	XP_010415853.1, XP_010471158.1, XP_010427980.1
OG0005245	CP9_g28744_DN3_SP0_c.t1	XP_010415823.1, XP_010427941.1
OG0005246	CP1_g38480_DN2_SP0_c.t1	XP_019085821.1, XP_019085779.1, XP_019084692.1, XP_019102106.1, XP_019089505.1, XP_019086576.1, XP_019089543.1
OG0005247	CP2_g49123_DN3_SP2_c.t1	XP_010473362.1, XP_010418123.1, XP_010430162.1
OG0005248	CP2_g49160_DN3_SP0_c.t1	XP_010473322.1, XP_010418073.1, XP_010430112.1, XP_010473507.1
OG0005249	CP2_g49215_DN3_SP8_c.t1	XP_010418033.1, XP_010430076.1, XP_010473271.1
OG0005250	CP12_g30349_DN3_SP8_c.t1	XP_010487968.1, XP_010466179.1, XP_010508385.1
OG0005251	CP2_g49340_DN3_SP2_c.t1	XP_010414629.1, XP_010470173.1, XP_010510993.1
OG0005252	CP6_g7025_DN3_SP0_c.t1	XP_010449528.1, XP_019086145.1
OG0005252	CP13_g19846_DN3_SP8_c.t1	XP_010494835.1, XP_010441568.1, XP_010481439.1
OG0005253	CP13_g19732_DN3_SP6_c.t1	XP_010441434.1, XP_010494999.1, XP_010481301.1
OG0005254	CP13_g19726_DN3_SP3_c.t1	XP_010441424.1, XP_010481287.1, XP_010495006.1
OG0005255	CP11_g31907_DN3_SP1_c.t1, CP11_g31908_DN3_SP5_c.t1	XP_010431672.1, XP_010455853.1, XP_010422413.1
OG0005256	CP11_g31901_DN3_SP3_c.t1	XP_010468656.1, XP_010468220.1, XP_010431745.1, XP_010455842.1, XP_010431753.1, XP_010422381.1, XP_010455841.1
OG0005257	CP5_g1040_DN3_SP0_c.t1	XP_010438279.1
OG0005258	CP5_g1021_DN2_SP0_c.t1	XP_010433052.1, XP_010438249.1
OG0005259	CP6_g7227_DN2_SP1_c.t1	XP_010440190.1, XP_010434862.1, XP_010449833.1
OG0005260	CP1_g38308_DN3_SP1_c.t1	XP_010461638.1, XP_010500348.1, XP_010479245.1
OG0005261	CP16_g54880_DN3_SP1_c.t1	XP_010417007.1, XP_010472237.1, XP_010431574.1
OG0005262	CP5_g221_DN3_SP2_c.t1	XP_010432017.1, XP_019088283.1, XP_010446612.1
OG0005263	CP5_g237_DN3_SP7_c.t1	XP_010446628.1, XP_010432034.1, XP_010437189.1
OG0005264	CP5_g256_DN3_SP6_c.t1	XP_010437219.1, XP_010432051.1
OG0005265	CP5_g300_DN3_SP4_c.t1	XP_010437262.1, XP_010446699.1, XP_010432091.1
OG0005266	CP5_g463_DN3_SP0_c.t1	XP_010446920.1, XP_010437466.1, XP_010432277.1
OG0005267	CP5_g486_DN3_SP5_c.t1	XP_010432310.1, XP_010446961.1, XP_010437501.1
OG0005268	CP5_g548_DN3_SP0_c.t1	XP_010447053.1, XP_010432394.1, XP_010437587.1
OG0005269	CP5_g560_DN3_SP8_c.t1	XP_010447077.1, XP_010432411.1, XP_010437612.1
OG0005270	CP5_g568_DN3_SP0_c.t1	XP_010447092.1, XP_010432420.1
OG0005271	CP5_g597_DN3_SP7_c.t1	XP_010447128.1, XP_010432455.1
OG0005274	CP5_g735_DN3_SP1_c.t1	XP_019098618.1, XP_010432672.1, XP_010437863.1, XP_010447351.1
OG0005275	CP5_g733_DN3_SP8_c.t1	XP_010447346.1, XP_010437858.1, XP_010432669.1
OG0005276	CP5_g723_DN1_SP0_c.t1	XP_010447328.1, XP_010437843.1, XP_010432647.1
OG0005277	CP5_g707_DN2_SP0_c.t1	XP_010432624.1, XP_010447297.1, XP_010437814.1
OG0005278	CP5_g788_DN3_SP8_c.t1	XP_010447434.1, XP_010432766.1
OG0005280	CP5_g817_DN3_SP4_c.t1	XP_010447549.2, XP_010432809.1, XP_010437986.1
OG0005281	CP16_g55189_DN3_SP0_c.t1	XP_010432818.1, XP_010437994.1, XP_010447539.1
OG0005282	CP5_g843_DN3_SP0_c.t1	XP_019086634.1, XP_019087309.1, XP_010447513.1, XP_019086171.1
OG0005283	CP5_g845_DN3_SP5_c.t1	XP_010438023.1, XP_010432848.1, XP_010447510.1
OG0005284	CP5_g903_DN3_SP8_c.t1	XP_010447638.1, XP_010432921.1
OG0005285	CP5_g922_DN3_SP3_c.t1	XP_010432947.1, XP_010447673.1, XP_010438134.1
OG0005286	CP5_g923_DN3_SP0_c.t1	XP_010438135.1, XP_010447674.1, XP_010432948.1
OG0005287	CP12_g30759_DN3_SP0_c.t1	XP_019084613.1, XP_019084598.1, XP_010488459.1, XP_010466739.1
OG0005289	CP9_g28821_DN2_SP4_c.t1	XP_010415923.1, XP_010471224.1, XP_010428055.1
OG0005290	CP9_g28815_DN3_SP5_c.t1	XP_010428049.1, XP_010471215.1, XP_010415916.1
OG0005291	CP7_g45446_DN1_SP0_c.t1	XP_010498843.1, XP_010460122.1, XP_010477631.1
OG0005292	CP7_g44568_DN3_SP0_c.t1	XP_010477762.1, XP_010498961.1, XP_010460208.1
OG0005293	CP7_g45332_DN3_SP8_c.t1	XP_010498979.1, XP_010460241.1, XP_010477789.1
OG0005294	CP7_g45324_DN3_SP8_c.t1	XP_010498988.1, XP_010477804.1, XP_010460256.1
OG0005295	CP19_g18053_DN3_SP8_c.t1	XP_010438825.1, XP_010448356.1, XP_010433582.1
OG0005296	CP7_g45194_DN3_SP0_c.t1	XP_010477987.1, XP_010460422.1, XP_010499149.1
OG0005297	CP11_g32084_DN3_SP0_c.t1	XP_010422615.1, XP_010456059.1, XP_010429447.1
OG0005298	CP11_g32156_DN3_SP2_c.t1	XP_010422700.1, XP_010428596.1, XP_010456136.1
OG0005299	CP8_g54523_DN2_SP0_c.t1	XP_010422708.1, XP_010456142.1, XP_010428511.1
OG0005300	CP8_g54551_DN3_SP8_c.t1	XP_019090179.1, XP_010428144.1, XP_019084419.1
OG0005301	CP8_g54609_DN3_SP0_c.t1	XP_010419632.1, XP_010456247.1, XP_010427438.1
OG0005302	CP8_g54613_DN3_SP8_c.t1, CP3_g14444_DN2_SP0_c.t1	XP_010419627.1, XP_010456250.1, XP_010427345.1
OG0005303	CP8_g54640_DN3_SP0_c.t1	XP_010427014.1, XP_010456287.1, XP_010419584.1
OG0005304	CP5_g1206_DN2_SP0_c.t1	XP_010438528.1, XP_010448056.1, XP_010433287.1
OG0005305	CP13_g19469_DN3_SP8_c.t1	XP_010425184.1, XP_010502407.1, XP_010514155.1
OG0005306	CP5_g1172_DN3_SP5_c.t1	XP_010448000.1, XP_010438481.1, XP_010433239.1
OG0005307	CP13_g19461_DN3_SP8_c.t1	XP_010502419.1, XP_010514162.1, XP_010425190.1
OG0005308	CP20_g3827_DN2_SP0_c.t1, CP13_g19450_DN2_SP0_c.t1	XP_010425204.1, XP_010502434.1, XP_010514176.1
