Orthogroup	Conringia_planisiliqua	Capsella_rubella
OG0003082	CP13_g19653_DN3_SP0_c.t1	XP_006291855.1
OG0003083	CP1_g37805_DN3_SP8_c.t1	XP_006305801.1
OG0003084	CP9_g29118_DN3_SP3_c.t1	XP_023643650.1
OG0003084	CP7_g46182_DN3_SP8_c.t1	XP_023645810.1
OG0003085	CP7_g45905_DN3_SP7_c.t1	XP_023645693.1
OG0003085	CP9_g29045_DN3_SP7_c.t1	XP_023643860.1
OG0003086	CP9_g29265_DN3_SP0_c.t1	XP_006301239.1
OG0003086	CP7_g45713_DN3_SP0_c.t1	XP_006303245.1
OG0003087	CP7_g45699_DN3_SP8_c.t1	XP_006304292.1
OG0003088	CP7_g45696_DN3_SP1_c.t1	XP_006306476.1
OG0003088	CP7_g45697_DN3_SP0_c.t1	XP_006305646.1
OG0003089	CP7_g45657_DN3_SP0_c.t1	XP_006291836.2, XP_006291870.1
OG0003092	CP13_g20132_DN3_SP0_c.t1, CP13_g20133_DN3_SP0_c.t1	XP_023640966.1, XP_006282244.2
OG0003093	CP5_g368_DN3_SP0_c.t1, CP5_g367_DN3_SP0_c.t1	XP_006284773.1
OG0003094	CP5_g519_DN3_SP0_c.t1	XP_006284143.1
OG0003095	CP5_g521_DN3_SP8_c.t1	XP_023635114.1
OG0003096	CP5_g794_DN3_SP0_c.t1	XP_006285833.1
OG0003097	CP9_g28574_DN2_SP0_c.t1	XP_023643463.1
OG0003097	CP7_g45321_DN3_SP8_c.t1	XP_023644841.1
OG0003098	CP8_g54537_DN3_SP0_c.t1, CP8_g54538_DN3_SP1_c.t1, CP8_g54536_DN3_SP0_c.t1	XP_006288017.1
OG0003101	CP10_g43698_DN3_SP4_c.t1, CP10_g43693_DN3_SP0_c.t1	XP_006299202.2, XP_006297415.2, XP_006282526.2
OG0003102	CP5_g928_DN3_SP3_c.t1	XP_023634553.1
OG0003102	CP16_g55057_DN3_SP0_c.t1	XP_006293720.2
OG0003103	CP4_g25844_DN3_SP0_c.t1	XP_023640019.1
OG0003106	CP4_g25044_DN1_SP0_c.t1	XP_023640984.1
OG0003116	CP5_g950_DN3_SP2_c.t1	XP_006284287.1
OG0003117	CP11_g32183_DN3_SP5_c.t1	XP_006287789.1
OG0003119	CP11_g32476_DN3_SP0_c.t1	XP_006289274.2
OG0003120	CP11_g32896_DN3_SP7_c.t1	XP_006290108.1
OG0003120	CP2_g47770_DN3_SP8_c.t1	XP_006281052.1
OG0003122	CP19_g18126_DN3_SP0_c.t1	XP_006283973.1
OG0003123	CP1_g38430_DN3_SP2_c.t1	XP_006304074.1
OG0003123	CP5_g890_DN3_SP1_c.t1	XP_023633957.1
OG0003124	CP4_g25338_DN3_SP7_c.t1	XP_006293463.2, XP_006307096.2
OG0003125	CP7_g44783_DN3_SP1_c.t1	XP_006303203.1
OG0003125	CP1_g37301_DN3_SP4_c.t1	XP_006305679.1
OG0003126	CP7_g44746_DN3_SP3_c.t1	XP_006306925.1
OG0003127	CP3_g14311_DN3_SP0_c.t1	XP_006290913.1, XP_023639261.1
OG0003128	CP8_g54149_DN3_SP6_c.t1	XP_006289978.1
OG0003129	CP2_g47951_DN3_SP8_c.t1	XP_006279614.1
OG0003130	CP2_g48006_DN3_SP8_c.t1	XP_006281325.1
OG0003131	CP11_g33150_DN3_SP1_c.t1	XP_006288646.1
OG0003131	CP2_g48137_DN3_SP1_c.t1	XP_006279771.1
OG0003132	CP3_g14463_DN3_SP7_c.t1	XP_006292754.1
OG0003132	CP2_g48323_DN3_SP1_c.t1	XP_023637430.1
OG0003134	CP12_g30601_DN3_SP8_c.t1	XP_006298572.1
OG0003135	CP5_g68_DN3_SP0_c.t1	XP_023637021.1
OG0003136	CP8_g54146_DN1_SP0_c.t1	XP_006279138.1, XP_006289411.1
OG0003137	CP10_g43007_DN1_SP0_c.t1	XP_023642301.1
OG0003138	CP8_g53185_DN3_SP0_c.t1	XP_006281549.1
OG0003139	CP19_g18051_DN3_SP2_c.t1	XP_006282756.1
OG0003140	CP7_g45586_DN1_SP1_c.t1	XP_006303559.1
OG0003141	CP12_g30042_DN3_SP0_c.t1	XP_023641319.1
OG0003142	CP1_g36785_DN3_SP4_c.t1	XP_023644627.1
OG0003143	CP11_g32054_DN3_SP2_c.t1	XP_023636531.1
OG0003143	CP11_g32058_DN3_SP0_c.t1	XP_023636426.1
OG0003145	CP11_g33424_DN3_SP8_c.t1	XP_023637661.1, XP_006287208.2
OG0003146	CP11_g33446_DN3_SP1_c.t1	XP_023636955.1
OG0003147	CP13_g19281_DN3_SP6_c.t1	XP_006292474.2
OG0003148	CP2_g48930_DN3_SP8_c.t1	XP_023642989.1
OG0003150	CP9_g29688_DN3_SP0_c.t1	XP_006300629.1
OG0003151	CP7_g46108_DN3_SP4_c.t1	XP_023645029.1
OG0003153	CP9_g29521_DN3_SP0_c.t1, CP6_g7199_DN3_SP0_c.t1	XP_006301909.1
OG0003154	CP7_g45653_DN3_SP0_c.t1	XP_006307528.1
OG0003155	CP9_g29324_DN2_SP0_c.t1	XP_023644203.1
OG0003156	CP7_g45759_DN3_SP7_c.t1	XP_023638394.1
OG0003157	CP7_g45810_DN3_SP0_c.t1	XP_006305120.1
OG0003158	CP7_g46245_DN3_SP0_c.t1	XP_006307616.1
OG0003159	CP4_g25133_DN3_SP1_c.t1, CP4_g25132_DN3_SP2_c.t1	XP_006295518.1
OG0003161	CP3_g14877_DN3_SP0_c.t1	XP_023638605.1
OG0003162	CP12_g30803_DN3_SP0_c.t1	XP_006297643.1
OG0003163	CP6_g7454_DN3_SP0_c.t1	XP_006284802.1
OG0003164	CP12_g30509_DN3_SP3_c.t1	XP_023642650.1
OG0003165	CP9_g28982_DN3_SP0_c.t1	XP_006302579.1
OG0003166	CP7_g45933_DN3_SP8_c.t1	XP_006306937.1
OG0003167	CP13_g19224_DN3_SP0_c.t1	XP_006291729.1
OG0003168	CP13_g19129_DN3_SP8_c.t1	XP_006290933.1
OG0003169	CP5_g1360_DN3_SP8_c.t1	XP_006284021.1
OG0003169	CP13_g19248_DN3_SP8_c.t1	XP_006291373.1
OG0003171	CP2_g50542_DN3_SP0_c.t1	XP_023641003.1
OG0003171	CP13_g20004_DN3_SP0_c.t1, CP13_g20002_DN3_SP0_c.t1	XP_006279889.1
OG0003173	CP4_g24588_DN3_SP0_c.t1	XP_023632603.1
OG0003174	CP7_g46222_DN2_SP0_c.t1	XP_006305920.2, XP_006303569.2
OG0003175	CP13_g20445_DN3_SP2_c.t1	XP_006281095.1, XP_006303344.2
OG0003176	CP6_g7081_DN3_SP8_c.t1	XP_006282964.1
OG0003177	CP8_g53025_DN3_SP0_c.t1	XP_006279824.1
OG0003178	CP27_g41742_DN3_SP0_c.t1	XP_006282022.1
OG0003178	CP1_g37757_DN3_SP0_c.t1	XP_006303791.2
OG0003179	CP6_g7195_DN3_SP8_c.t1	XP_006282574.1
OG0003180	CP6_g7128_DN3_SP8_c.t1	XP_006283553.1
OG0003181	CP3_g14272_DN3_SP8_c.t1	XP_006281675.2, XP_023638376.1
OG0003182	CP3_g13339_DN3_SP7_c.t1	XP_006291085.1
OG0003183	CP3_g13409_DN3_SP8_c.t1	XP_023637742.1, XP_006295323.1
OG0003187	CP3_g13744_DN3_SP1_c.t1	XP_006292250.1
OG0003188	CP4_g24708_DN3_SP2_c.t1	XP_006294652.2
OG0003189	CP4_g24800_DN2_SP0_c.t1	XP_006293664.1
OG0003189	CP3_g13851_DN3_SP0_c.t1	XP_006290589.1
OG0003190	CP3_g13988_DN3_SP0_c.t1	XP_006293244.1
OG0003190	CP4_g24982_DN3_SP4_c.t1	XP_006293678.1
OG0003191	CP9_g28387_DN1_SP0_c.t1	XP_006302514.1
OG0003192	CP10_g43721_DN3_SP7_c.t1	XP_006297219.1
OG0003193	CP3_g13683_DN3_SP0_c.t1	XP_006292703.1
OG0003193	CP4_g24624_DN3_SP1_c.t1	XP_006294497.1
OG0003194	CP4_g24802_DN2_SP5_c.t1	XP_006285261.2, XP_006293868.1
OG0003195	CP16_g55015_DN3_SP2_c.t1	XP_006296162.1
OG0003195	CP5_g315_DN3_SP5_c.t1	XP_006285189.1
OG0003196	CP16_g55247_DN3_SP8_c.t1	XP_006296174.1
OG0003196	CP5_g811_DN3_SP0_c.t1	XP_023635622.1
OG0003198	CP2_g48601_DN3_SP8_c.t1	XP_006288229.1
OG0003198	CP10_g42518_DN3_SP8_c.t1	XP_006298155.1
OG0003203	CP10_g42731_DN3_SP8_c.t1	XP_023642448.1, XP_006298156.1
OG0003206	CP10_g43241_DN3_SP0_c.t1	XP_006298805.1
OG0003207	CP10_g43406_DN3_SP0_c.t1	XP_023641299.1
OG0003208	CP12_g30202_DN3_SP0_c.t1	XP_006299790.2
OG0003210	CP5_g1705_DN3_SP0_c.t1	XP_006291420.1
OG0003211	CP1_g36604_DN3_SP0_c.t1	XP_006306939.1
OG0003212	CP1_g36998_DN2_SP0_c.t1	XP_006305942.1
OG0003214	CP1_g37345_DN3_SP2_c.t1	XP_006305877.1
OG0003215	CP2_g48961_DN3_SP4_c.t1	XP_023644009.1, XP_006302176.2
OG0003215	CP1_g37572_DN3_SP7_c.t1	XP_023633231.1
OG0003216	CP1_g39307_DN3_SP0_c.t1	XP_006297017.1
OG0003216	CP1_g37619_DN3_SP2_c.t1	XP_006306785.2
OG0003217	CP13_g19600_DN3_SP1_c.t1	XP_006292904.2
OG0003217	CP1_g37766_DN3_SP3_c.t1	XP_006303175.1
OG0003219	CP7_g45526_DN3_SP0_c.t1	XP_006300971.1, XP_006301142.1, XP_006301344.1, XP_006301788.1, XP_006284897.2, XP_006306009.2
OG0003220	CP9_g28819_DN3_SP4_c.t1	XP_023644007.1
OG0003220	CP7_g45520_DN3_SP6_c.t1	XP_006307658.2
OG0003222	CP9_g28751_DN3_SP7_c.t1	XP_006302454.1
OG0003222	CP7_g45491_DN3_SP8_c.t1	XP_006305189.1
OG0003225	CP6_g7269_DN1_SP0_c.t1	XP_006284675.2
OG0003226	CP1_g38348_DN3_SP6_c.t1	XP_023646036.1
OG0003227	CP5_g577_DN3_SP4_c.t1	XP_006298767.1, XP_023634012.1
OG0003228	CP5_g640_DN3_SP0_c.t1	XP_006286103.1
OG0003229	CP7_g45308_DN3_SP2_c.t1	XP_023632920.1, XP_006305850.1
OG0003230	CP5_g1244_DN3_SP8_c.t1	XP_006283681.1
OG0003230	CP36_g50974_DN3_SP6_c.t1	XP_006302216.1
OG0003231	CP13_g19478_DN3_SP0_c.t1	XP_006292439.1
OG0003231	CP13_g19479_DN2_SP1_c.t1	XP_006291887.1
OG0003233	CP5_g381_DN3_SP2_c.t1	XP_023635267.1, XP_006301757.1
OG0003234	CP9_g29039_DN3_SP0_c.t1	XP_006282524.1
OG0003234	CP2_g48451_DN1_SP0_c.t1	XP_006286403.1
OG0003236	CP16_g54882_DN2_SP0_c.t1	XP_006296193.1
OG0003236	CP6_g9287_DN1_SP0_c.t1	XP_006285632.1
OG0003237	CP5_g1603_DN3_SP0_c.t1	XP_006284650.1
OG0003237	CP2_g48847_DN3_SP0_c.t1	XP_006291935.1
OG0003238	CP18_g12079_DN3_SP0_c.t1	XP_023644082.1
OG0003240	CP6_g7056_DN3_SP0_c.t1, CP6_g7054_DN3_SP0_c.t1	XP_006285552.1, XP_006284982.1
OG0003241	CP19_g18357_DN2_SP0_c.t1	XP_023638907.1
OG0003247	CP3_g14730_DN3_SP8_c.t1	XP_006290594.2
OG0003248	CP3_g14576_DN3_SP0_c.t1	XP_006290744.1
OG0003249	CP13_g19850_DN3_SP0_c.t1, CP13_g20689_DN3_SP0_c.t1	XP_023638643.1
OG0003250	CP11_g32455_DN3_SP2_c.t1	XP_006287626.1
OG0003251	CP10_g42098_DN3_SP2_c.t1	XP_023642404.1
OG0003251	CP11_g32564_DN3_SP8_c.t1	XP_006287937.1
OG0003252	CP2_g48511_DN3_SP1_c.t1	XP_023635779.1
OG0003254	CP2_g47797_DN3_SP8_c.t1	XP_023635550.1
OG0003254	CP11_g32905_DN3_SP7_c.t1	XP_006287293.2
OG0003255	CP11_g32906_DN3_SP1_c.t1	XP_006288251.1
OG0003255	CP11_g32907_DN3_SP8_c.t1	XP_006288241.1
OG0003256	CP11_g32915_DN3_SP3_c.t1	XP_023635899.1
OG0003257	CP11_g32964_DN3_SP8_c.t1	XP_006298216.1
OG0003258	CP2_g47872_DN3_SP0_c.t1	XP_023641456.1
OG0003259	CP4_g25779_DN2_SP0_c.t1	XP_006295188.1
OG0003261	CP6_g8266_DN1_SP0_c.t1	XP_006295756.1
OG0003262	CP1_g36848_DN1_SP0_c.t1	XP_006304341.1
OG0003262	CP4_g25558_DN3_SP0_c.t1	XP_006295298.1
OG0003263	CP1_g38179_DN3_SP0_c.t1	XP_006304698.1
OG0003267	CP7_g44863_DN3_SP8_c.t1	XP_006305999.1
OG0003268	CP2_g48132_DN3_SP0_c.t1	XP_006282090.1
OG0003269	CP11_g32993_DN3_SP0_c.t1	XP_006286942.1
OG0003269	CP2_g47897_DN3_SP8_c.t1	XP_023635901.1
OG0003270	CP2_g48181_DN3_SP0_c.t1	XP_023637229.1, XP_006279517.1
OG0003273	CP8_g54106_DN3_SP8_c.t1	XP_006288588.1
OG0003274	CP10_g43679_DN3_SP0_c.t1	XP_006285554.2
OG0003275	CP10_g43266_DN3_SP8_c.t1	XP_006296826.1
OG0003276	CP8_g53846_DN3_SP8_c.t1	XP_006281504.1, XP_006282808.1
OG0003277	CP19_g17984_DN3_SP6_c.t1	XP_006282707.1
OG0003278	CP3_g14409_DN3_SP4_c.t1	XP_006291199.1
OG0003279	CP3_g14410_DN2_SP4_c.t1	XP_006291513.1, XP_006279650.1
OG0003282	CP12_g30655_DN3_SP6_c.t1	XP_006304050.1
OG0003283	CP1_g41367_DN3_SP4_c.t1	XP_023640219.1, XP_023640065.1
OG0003286	CP6_g6844_DN3_SP7_c.t1, CP6_g6845_DN3_SP2_c.t1	XP_006285709.1
OG0003287	CP9_g29460_DN3_SP2_c.t1	XP_023632718.1, XP_006304762.1
OG0003289	CP6_g7432_DN3_SP8_c.t1	XP_006284124.1
OG0003291	CP2_g48922_DN2_SP0_c.t1	XP_006300350.1, XP_023642994.1
OG0003292	CP7_g45325_DN3_SP1_c.t1	XP_023632826.1
OG0003292	CP9_g28565_DN3_SP0_c.t1	XP_006301116.1
OG0003293	CP19_g17883_DN1_SP0_c.t1	XP_023634341.1
OG0003294	CP12_g29891_DN1_SP0_c.t1	XP_006298925.1
OG0003295	CP6_g6976_DN2_SP0_c.t1	XP_006285662.1
OG0003297	CP2_g47984_DN2_SP0_c.t1	XP_023633471.1
OG0003298	CP6_g6853_DN3_SP1_c.t1	XP_006283107.1
OG0003299	CP8_g53030_DN3_SP0_c.t1	XP_006280024.1
OG0003300	CP9_g28334_DN3_SP6_c.t1	XP_006306893.1
OG0003301	CP3_g14229_DN3_SP8_c.t1	XP_006291300.1
OG0003302	CP4_g24104_DN3_SP3_c.t1	XP_023639488.1
OG0003303	CP3_g13941_DN3_SP8_c.t1	XP_006293281.1
OG0003305	CP12_g30927_DN3_SP2_c.t1	XP_006297868.1
OG0003306	CP12_g31003_DN3_SP5_c.t1, CP2_g48799_DN3_SP6_c.t1	XP_006280308.1
OG0003307	CP9_g28351_DN3_SP8_c.t1	XP_023633287.1, XP_006301528.2
OG0003310	CP1_g39029_DN3_SP0_c.t1	XP_023646060.1
OG0003311	CP4_g23996_DN3_SP8_c.t1	XP_006293795.2
OG0003312	CP4_g24301_DN3_SP8_c.t1	XP_023643601.1, XP_006294486.1
OG0003313	CP5_g544_DN3_SP0_c.t1	XP_006284527.1
OG0003314	CP10_g42496_DN3_SP6_c.t1, CP2_g48634_DN3_SP3_c.t1	XP_006298097.1
OG0003315	CP2_g48526_DN3_SP1_c.t1	XP_006287408.1
OG0003316	CP10_g42619_DN3_SP4_c.t1	XP_006296978.1
OG0003316	CP8_g54441_DN3_SP8_c.t1	XP_006286442.1
OG0003317	CP2_g48759_DN2_SP3_c.t1	XP_006281079.1
OG0003318	CP10_g43502_DN3_SP0_c.t1	XP_006299904.1, XP_006303507.1
OG0003319	CP12_g30027_DN3_SP8_c.t1	XP_006299477.1
OG0003320	CP1_g38170_DN3_SP7_c.t1	XP_006304312.1
OG0003321	CP5_g1165_DN2_SP0_c.t1	XP_006286223.1
OG0003322	CP5_g1605_DN1_SP0_c.t1	XP_006284765.1
OG0003322	CP2_g48846_DN2_SP0_c.t1	XP_006279460.1
OG0003324	CP5_g986_DN3_SP7_c.t1	XP_006300101.1
OG0003325	CP24_g47450_DN3_SP0_c.t1, CP17_g5841_DN3_SP0_c.t1, CP17_g5838_DN2_SP0_c.t1, CP2_g48690_DN3_SP8_c.t1	XP_006280141.2
OG0003326	CP3_g14193_DN3_SP8_c.t1	XP_023638176.1
OG0003327	CP8_g54600_DN3_SP0_c.t1	XP_006288162.2
OG0003328	CP8_g54571_DN3_SP8_c.t1	XP_006287167.1
OG0003328	CP1_g36484_DN3_SP2_c.t1	XP_006306882.1
OG0003329	CP5_g933_DN3_SP0_c.t1	XP_006286007.1
OG0003330	CP1_g37015_DN3_SP0_c.t1	XP_006304695.2
OG0003331	CP35_g52129_DN3_SP6_c.t1	XP_023642959.1
OG0003331	CP1_g37156_DN3_SP8_c.t1	XP_006303742.1
OG0003333	CP9_g29640_DN3_SP2_c.t1	XP_006302718.2
OG0003333	CP7_g46147_DN3_SP8_c.t1	XP_023645173.1
OG0003334	CP7_g45824_DN3_SP1_c.t1, CP7_g45823_DN2_SP0_c.t1	XP_023644977.1
OG0003335	CP7_g45723_DN3_SP0_c.t1	XP_006304111.1
OG0003336	CP7_g45497_DN3_SP7_c.t1	XP_006304593.1
OG0003336	CP9_g28764_DN3_SP6_c.t1	XP_006301571.1
OG0003337	CP9_g28694_DN3_SP7_c.t1	XP_006300411.1
OG0003337	CP7_g45464_DN3_SP8_c.t1	XP_006307091.1
OG0003338	CP9_g28613_DN3_SP3_c.t1	XP_006304840.1, XP_006300378.1
OG0003339	CP13_g19962_DN3_SP0_c.t1	XP_023645728.1
OG0003339	CP2_g47588_DN3_SP0_c.t1	XP_023641587.1
OG0003340	CP13_g19748_DN2_SP7_c.t1	XP_006284779.2
OG0003342	CP9_g28087_DN3_SP5_c.t1	XP_006300565.1
OG0003342	CP5_g1832_DN3_SP5_c.t1	XP_023634714.1
OG0003343	CP5_g1052_DN3_SP0_c.t1	XP_006285671.2, XP_006284994.1
OG0003344	CP16_g54891_DN2_SP0_c.t1	XP_006292348.2, XP_006292848.1
OG0003347	CP5_g450_DN3_SP0_c.t1	XP_006283798.1
OG0003349	CP5_g593_DN3_SP7_c.t1	XP_006284362.1
OG0003352	CP1_g36462_DN3_SP2_c.t1	XP_006305119.1
OG0003355	CP7_g45377_DN2_SP0_c.t1	XP_006288966.1, XP_023634501.1
OG0003356	CP7_g44607_DN3_SP0_c.t1, CP7_g44592_DN2_SP0_c.t1, CP7_g44606_DN2_SP0_c.t1, CP7_g44597_DN3_SP0_c.t1	XP_006304487.1
OG0003364	CP13_g19307_DN1_SP0_c.t1	XP_006292147.1, XP_023635411.1
OG0003372	CP3_g14588_DN3_SP8_c.t1	XP_006291376.1
OG0003373	CP7_g45095_DN3_SP8_c.t1	XP_023632828.1
OG0003373	CP7_g45089_DN3_SP4_c.t1	XP_006306603.1
OG0003374	CP7_g44616_DN3_SP7_c.t1	XP_006305007.1
OG0003375	CP12_g30330_DN3_SP5_c.t1	XP_006280724.1
OG0003378	CP11_g32349_DN3_SP8_c.t1	XP_006287900.1
OG0003378	CP10_g42255_DN3_SP6_c.t1	XP_023641053.1
OG0003379	CP19_g17897_DN3_SP0_c.t1	XP_023635510.1, XP_006285910.1
OG0003381	CP11_g32712_DN2_SP8_c.t1	XP_023636286.1
OG0003383	CP11_g32852_DN2_SP6_c.t1	XP_023636804.1, XP_006289020.1
OG0003384	CP5_g250_DN3_SP0_c.t1	XP_006284847.1
OG0003385	CP11_g33073_DN3_SP8_c.t1	XP_006286595.1
OG0003386	CP11_g33121_DN3_SP4_c.t1	XP_023637696.1
OG0003387	CP8_g52917_DN3_SP6_c.t1	XP_006280825.1
OG0003387	CP19_g18155_DN3_SP3_c.t1	XP_006284118.1
OG0003388	CP8_g52853_DN3_SP7_c.t1	XP_023637000.1
OG0003388	CP19_g18160_DN3_SP2_c.t1	XP_006283344.1
OG0003389	CP1_g37493_DN3_SP2_c.t1	XP_006294453.1, XP_006296486.1
OG0003390	CP4_g25735_DN3_SP8_c.t1	XP_006296399.1
OG0003391	CP13_g20313_DN3_SP0_c.t1	XP_006281582.1, XP_006286635.1
OG0003392	CP13_g20196_DN3_SP1_c.t1	XP_006281468.1, XP_006279075.1, XP_006282361.1
OG0003393	CP4_g25257_DN3_SP5_c.t1	XP_023640129.1
OG0003393	CP7_g44834_DN3_SP8_c.t1	XP_023645076.1
OG0003394	CP4_g25258_DN3_SP5_c.t1	XP_006294720.1
OG0003395	CP3_g14398_DN3_SP0_c.t1	XP_006292387.1
OG0003396	CP2_g47835_DN3_SP5_c.t1, CP11_g32954_DN3_SP2_c.t1	XP_006281236.1, XP_006288819.1
OG0003397	CP2_g47866_DN3_SP3_c.t1	XP_006284186.1
OG0003398	CP2_g47991_DN3_SP4_c.t1	XP_006282047.1
OG0003399	CP2_g48013_DN3_SP1_c.t1	XP_006295190.1, XP_023644146.1
OG0003400	CP2_g48020_DN3_SP8_c.t1	XP_006281091.1
OG0003404	CP8_g53866_DN3_SP7_c.t1	XP_006281061.1, XP_006292640.2
OG0003405	CP8_g53661_DN3_SP2_c.t1	XP_006280241.1
OG0003408	CP11_g33400_DN3_SP0_c.t1, CP11_g33399_DN3_SP0_c.t1	XP_006289738.1
OG0003409	CP11_g33537_DN3_SP0_c.t1	XP_023637644.1
OG0003410	CP11_g33662_DN3_SP5_c.t1	XP_006288935.1
OG0003412	CP10_g42845_DN3_SP8_c.t1	XP_006299577.1
OG0003413	CP5_g1808_DN3_SP0_c.t1	XP_006297382.2
OG0003414	CP9_g29529_DN3_SP8_c.t1	XP_006300751.1
OG0003415	CP5_g98_DN3_SP0_c.t1	XP_006283385.1
OG0003416	CP9_g29296_DN3_SP3_c.t1	XP_023642887.1, XP_023642884.1
OG0003417	CP7_g46415_DN3_SP0_c.t1	XP_006306215.1
OG0003418	CP10_g43417_DN3_SP8_c.t1	XP_006298072.1, XP_006304511.2
OG0003421	CP12_g30745_DN3_SP4_c.t1	XP_006296836.1
OG0003422	CP16_g54978_DN3_SP5_c.t1	XP_006295445.1
OG0003422	CP5_g283_DN3_SP8_c.t1	XP_023633708.1
OG0003424	CP13_g19190_DN3_SP3_c.t1	XP_006291518.1
OG0003425	CP7_g45309_DN3_SP2_c.t1	XP_006305767.1
OG0003426	CP13_g19897_DN3_SP3_c.t1	XP_023640015.1, XP_023633850.1
OG0003427	CP1_g37949_DN3_SP0_c.t1	XP_006305862.1
OG0003427	CP1_g37951_DN3_SP5_c.t1	XP_023645116.1
OG0003429	CP12_g29820_DN3_SP2_c.t1	XP_006299729.1
OG0003430	CP5_g1504_DN3_SP2_c.t1	XP_006284328.1
OG0003431	CP6_g6940_DN3_SP0_c.t1	XP_006285421.1
OG0003432	CP6_g6951_DN3_SP3_c.t1	XP_006282475.2
OG0003432	CP3_g14095_DN3_SP0_c.t1	XP_006292088.1
OG0003434	CP8_g53040_DN3_SP0_c.t1	XP_006280448.1, XP_006281528.1
OG0003435	CP8_g53019_DN3_SP8_c.t1	XP_023639926.1
OG0003438	CP6_g6785_DN3_SP0_c.t1	XP_006284391.1
OG0003440	CP19_g18493_DN2_SP0_c.t1	XP_006284492.1
OG0003441	CP6_g7127_DN3_SP0_c.t1, CP7_g44448_DN3_SP0_c.t1	XP_006284570.1, XP_006303289.2
OG0003442	CP4_g24274_DN3_SP8_c.t1	XP_023639457.1
OG0003443	CP3_g13490_DN3_SP0_c.t1	XP_006296390.1, XP_006290420.1
OG0003445	CP3_g13645_DN3_SP2_c.t1	XP_006291310.1, XP_006291314.1
OG0003447	CP12_g31465_DN3_SP1_c.t1	XP_023642208.1
OG0003448	CP12_g30826_DN3_SP2_c.t1	XP_006298053.1
OG0003449	CP5_g347_DN3_SP6_c.t1, CP10_g43660_DN3_SP4_c.t1	XP_023635345.1
OG0003450	CP16_g54871_DN3_SP8_c.t1	XP_006284091.1
OG0003452	CP20_g4120_DN3_SP8_c.t1	XP_006287803.2
OG0003452	CP7_g44491_DN3_SP3_c.t1	XP_006303649.1
OG0003453	CP4_g23978_DN3_SP0_c.t1, CP6_g7566_DN3_SP0_c.t1	XP_006293429.1
OG0003454	CP20_g4185_DN3_SP1_c.t1, CP4_g23984_DN3_SP3_c.t1	XP_006294557.1, XP_006298115.1
OG0003455	CP4_g24145_DN2_SP0_c.t1	XP_006295550.1
OG0003456	CP4_g24249_DN3_SP0_c.t1	XP_006295902.1
OG0003457	CP4_g24332_DN3_SP8_c.t1	XP_006295513.2
OG0003458	CP4_g24334_DN3_SP2_c.t1	XP_006294880.1, XP_023640711.1
OG0003459	CP8_g54440_DN2_SP0_c.t1	XP_006289567.1
OG0003459	CP10_g42620_DN3_SP0_c.t1	XP_006298269.1
OG0003460	CP10_g42629_DN3_SP0_c.t1	XP_023642407.1, XP_023643342.1
OG0003461	CP8_g52985_DN2_SP0_c.t1	XP_006296625.1
OG0003462	CP10_g42872_DN3_SP0_c.t1	XP_006296653.1
OG0003464	CP10_g43154_DN3_SP2_c.t1	XP_023641496.1
OG0003466	CP10_g43332_DN1_SP0_c.t1	XP_006299764.1, XP_006300164.1
OG0003467	CP12_g29933_DN3_SP0_c.t1, CP12_g29930_DN3_SP0_c.t1	XP_006300242.1
OG0003468	CP19_g18215_DN3_SP6_c.t1	XP_006286134.2, XP_006286102.1
OG0003469	CP11_g31794_DN3_SP2_c.t1	XP_023634629.1
OG0003470	CP2_g50469_DN3_SP3_c.t1	XP_006300956.2
OG0003471	CP1_g37084_DN3_SP0_c.t1, CP1_g37083_DN3_SP0_c.t1, CP21_g11007_DN2_SP0_c.t1	XP_023645368.1
OG0003472	CP1_g37231_DN3_SP0_c.t1	XP_006303836.1
OG0003473	CP1_g37282_DN3_SP0_c.t1	XP_006303181.1
OG0003473	CP2_g49437_DN3_SP0_c.t1	XP_006301016.1
OG0003474	CP2_g49388_DN3_SP8_c.t1	XP_006300469.2
OG0003475	CP2_g48983_DN3_SP4_c.t1	XP_006300607.1
OG0003475	CP1_g37547_DN3_SP1_c.t1	XP_006303147.1
OG0003476	CP1_g37593_DN1_SP0_c.t1	XP_006304591.1
OG0003476	CP13_g19348_DN2_SP0_c.t1	XP_006291421.1
OG0003477	CP1_g37772_DN3_SP7_c.t1	XP_023632726.1
OG0003478	CP2_g49290_DN3_SP8_c.t1	XP_023643661.1
OG0003480	CP13_g19202_DN3_SP3_c.t1	XP_006281281.1
OG0003481	CP6_g7119_DN3_SP5_c.t1	XP_023637622.1, XP_006284544.2
OG0003482	CP12_g30046_DN3_SP8_c.t1	XP_006296857.1
OG0003482	CP6_g7225_DN3_SP5_c.t1	XP_006283034.1
OG0003484	CP5_g26_DN3_SP4_c.t1	XP_006283464.1
OG0003484	CP8_g52676_DN3_SP0_c.t1	XP_023635359.1
OG0003485	CP5_g253_DN3_SP8_c.t1	XP_023635598.1
OG0003486	CP5_g431_DN3_SP3_c.t1	XP_023633687.1
OG0003487	CP5_g547_DN3_SP2_c.t1	XP_006284859.1
OG0003488	CP16_g55088_DN3_SP0_c.t1	XP_006295476.1
OG0003490	CP10_g42462_DN3_SP0_c.t1	XP_023632740.1, XP_006304874.1
OG0003494	CP7_g46409_DN3_SP0_c.t1	XP_023645943.1
