Orthogroup	Conringia_planisiliqua	Arabidopsis_lyrata_NCBI
OG0002402	CP12_g30934_DN3_SP1_c.t1, CP12_g30940_DN3_SP0_c.t1, CP12_g30959_DN3_SP0_c.t1	XP_020888583.1
OG0002403	CP6_g8609_DN3_SP0_c.t1	XP_020875741.1
OG0002404	CP6_g7754_DN3_SP1_c.t1	XP_002870379.1
OG0002404	CP12_g30813_DN3_SP6_c.t1	XP_020886177.1
OG0002405	CP6_g7587_DN3_SP8_c.t1	XP_002868319.1
OG0002405	CP6_g7584_DN3_SP8_c.t1	XP_020872048.1
OG0002406	CP6_g7456_DN3_SP8_c.t1	XP_020875727.1
OG0002407	CP6_g7423_DN3_SP7_c.t1	XP_002868242.1
OG0002407	CP12_g30609_DN3_SP6_c.t1	XP_020886719.1
OG0002408	CP7_g45960_DN2_SP2_c.t1	XP_020866828.1
OG0002408	CP9_g28957_DN2_SP0_c.t1	XP_002888917.1
OG0002409	CP9_g29005_DN3_SP8_c.t1	XP_020890527.1
OG0002409	CP7_g45949_DN3_SP8_c.t1	XP_020869039.1
OG0002410	CP9_g29070_DN3_SP8_c.t1	XP_020865590.1, XP_020869770.1, XP_020872440.1, XP_020874647.1
OG0002411	CP7_g45881_DN3_SP2_c.t1	XP_002893011.1
OG0002412	CP7_g45862_DN3_SP0_c.t1	XP_020866862.1
OG0002412	CP9_g29113_DN3_SP1_c.t1	XP_002888990.1
OG0002413	CP9_g28438_DN3_SP8_c.t1	XP_002888672.1, XP_020881797.1, XP_020880013.1
OG0002414	CP9_g28452_DN3_SP7_c.t1	XP_020891130.1
OG0002415	CP7_g45259_DN3_SP0_c.t1	XP_020870988.1
OG0002416	CP9_g28458_DN3_SP8_c.t1	XP_020890218.1
OG0002416	CP7_g45257_DN3_SP8_c.t1	XP_002893414.1
OG0002417	CP7_g45278_DN3_SP7_c.t1	XP_002890665.1
OG0002417	CP9_g28512_DN3_SP8_c.t1	XP_020865846.1
OG0002418	CP9_g28486_DN3_SP0_c.t1	XP_002887217.1
OG0002418	CP9_g28520_DN3_SP0_c.t1	XP_020890226.1
OG0002419	CP5_g1140_DN3_SP8_c.t1	XP_002869494.1
OG0002419	CP12_g29855_DN3_SP7_c.t1	XP_002886279.1
OG0002420	CP19_g17895_DN3_SP3_c.t1	XP_020874162.1
OG0002420	CP2_g48915_DN3_SP7_c.t1	XP_020890229.1
OG0002421	CP2_g49891_DN3_SP8_c.t1	XP_020868301.1
OG0002422	CP13_g19216_DN3_SP8_c.t1	XP_002875417.1
OG0002422	CP5_g1390_DN3_SP2_c.t1	XP_020874168.1
OG0002424	CP5_g1801_DN3_SP0_c.t1	XP_002892648.2, XP_002884224.2
OG0002425	CP6_g6963_DN3_SP7_c.t1	XP_002867988.1
OG0002426	CP13_g19985_DN3_SP0_c.t1	XP_020867528.1
OG0002426	CP6_g6894_DN3_SP0_c.t1	XP_002867952.1
OG0002428	CP13_g19806_DN3_SP0_c.t1, CP13_g19734_DN3_SP0_c.t1	XP_002863332.1
OG0002429	CP6_g7095_DN3_SP1_c.t1	XP_002870106.1
OG0002429	CP13_g19752_DN3_SP4_c.t1	XP_020885538.1
OG0002430	CP20_g4339_DN3_SP8_c.t1	XP_020877827.1
OG0002430	CP19_g18316_DN3_SP6_c.t1	XP_020873266.1
OG0002431	CP5_g107_DN3_SP4_c.t1	XP_020872548.1, XP_002884516.1
OG0002432	CP19_g18394_DN3_SP0_c.t1	XP_020873622.1
OG0002434	CP20_g4457_DN3_SP7_c.t1	XP_020877700.1
OG0002434	CP19_g18423_DN3_SP7_c.t1	XP_020873564.1
OG0002435	CP11_g31787_DN3_SP8_c.t1	XP_002874786.1
OG0002435	CP19_g18437_DN3_SP6_c.t1	XP_002869826.1
OG0002436	CP11_g31801_DN3_SP2_c.t1	XP_002872670.1
OG0002436	CP19_g18449_DN3_SP8_c.t1	XP_002867778.1
OG0002437	CP13_g20098_DN3_SP0_c.t1	XP_002863546.1
OG0002437	CP6_g6823_DN3_SP0_c.t1	XP_020872856.1
OG0002438	CP6_g6766_DN3_SP0_c.t1	XP_002867869.1
OG0002440	CP11_g31921_DN2_SP0_c.t1	XP_020876457.1
OG0002440	CP6_g6745_DN2_SP0_c.t1	XP_020873939.1
OG0002441	CP6_g6699_DN3_SP0_c.t1	XP_020873437.1
OG0002441	CP6_g6698_DN3_SP5_c.t1	XP_020873449.1
OG0002442	CP6_g6687_DN3_SP0_c.t1, CP19_g18524_DN3_SP0_c.t1	XP_020873304.1, XP_020873298.1
OG0002442	CP19_g18523_DN3_SP0_c.t1	XP_020873271.1
OG0002444	CP2_g48798_DN3_SP0_c.t1	XP_020878252.1
OG0002445	CP2_g49217_DN3_SP0_c.t1	XP_002888121.2, XP_002886576.1
OG0002446	CP3_g13284_DN3_SP3_c.t1	XP_020881599.1
OG0002446	CP4_g24146_DN3_SP4_c.t1	XP_002880197.1
OG0002447	CP4_g24363_DN3_SP0_c.t1	XP_020883637.1
OG0002447	CP3_g13424_DN3_SP0_c.t1	XP_020882082.1
OG0002448	CP1_g38319_DN3_SP0_c.t1, CP1_g38326_DN3_SP7_c.t1	XP_002891415.1
OG0002449	CP3_g13563_DN3_SP0_c.t1	XP_020882543.1, XP_020869437.1
OG0002450	CP4_g24545_DN3_SP8_c.t1	XP_020883391.1
OG0002450	CP3_g13604_DN3_SP7_c.t1	XP_002878149.1
OG0002451	CP4_g24585_DN3_SP1_c.t1	XP_002879922.1
OG0002451	CP3_g13639_DN3_SP0_c.t1	XP_002876396.1
OG0002453	CP3_g13933_DN3_SP8_c.t1	XP_002877963.1
OG0002453	CP4_g24853_DN3_SP7_c.t1	XP_020883840.1
OG0002454	CP3_g14027_DN3_SP6_c.t1	XP_002877913.1
OG0002454	CP4_g25034_DN3_SP8_c.t1	XP_020883881.1
OG0002455	CP3_g14029_DN3_SP0_c.t1	XP_002877911.1
OG0002456	CP3_g14103_DN3_SP8_c.t1	XP_002877873.1
OG0002458	CP10_g43677_DN3_SP2_c.t1	XP_020886356.1
OG0002458	CP5_g357_DN3_SP6_c.t1	XP_002867006.1
OG0002459	CP10_g43651_DN1_SP0_c.t1	XP_020888924.1
OG0002459	CP5_g335_DN3_SP0_c.t1	XP_020873013.1
OG0002460	CP10_g43636_DN3_SP5_c.t1	XP_002886260.1
OG0002461	CP10_g43542_DN3_SP0_c.t1	XP_020888119.1
OG0002462	CP4_g24659_DN3_SP2_c.t1	XP_020883642.1
OG0002462	CP4_g24658_DN3_SP1_c.t1	XP_002881730.1
OG0002463	CP4_g24885_DN3_SP0_c.t1	XP_020884754.1
OG0002464	CP20_g4387_DN3_SP7_c.t1	XP_020876839.1
OG0002465	CP5_g310_DN3_SP0_c.t1	XP_002869008.1
OG0002465	CP16_g55005_DN2_SP0_c.t1	XP_020884286.1
OG0002466	CP7_g44493_DN3_SP0_c.t1	XP_020868496.1
OG0002466	CP7_g44497_DN3_SP0_c.t1, CP7_g44494_DN3_SP0_c.t1	XP_002891072.1
OG0002467	CP20_g4421_DN3_SP7_c.t1	XP_002872644.1
OG0002467	CP19_g18401_DN3_SP8_c.t1	XP_020873600.1
OG0002469	CP5_g1139_DN3_SP1_c.t1	XP_020875529.1
OG0002470	CP4_g24282_DN3_SP0_c.t1	XP_020884247.1
OG0002470	CP4_g24283_DN3_SP3_c.t1	XP_002880115.1
OG0002471	CP4_g24293_DN3_SP0_c.t1	XP_020886204.1, XP_020885436.1
OG0002472	CP4_g24381_DN3_SP6_c.t1	XP_002880047.1
OG0002472	CP2_g48324_DN3_SP8_c.t1	XP_002874165.1
OG0002473	CP10_g42446_DN3_SP8_c.t1	XP_020887958.1
OG0002474	CP2_g48656_DN3_SP3_c.t1	XP_002884455.1
OG0002475	CP10_g42587_DN2_SP3_c.t1	XP_002884538.1
OG0002475	CP10_g42588_DN2_SP7_c.t1	XP_020887979.1
OG0002476	CP10_g42835_DN3_SP6_c.t1	XP_020888569.1
OG0002476	CP10_g42834_DN3_SP3_c.t1	XP_020888566.1
OG0002477	CP11_g33712_DN3_SP0_c.t1	XP_020878694.1
OG0002477	CP10_g42854_DN3_SP8_c.t1	XP_002884704.1
OG0002478	CP11_g33346_DN3_SP0_c.t1	XP_002873212.1
OG0002481	CP10_g43378_DN3_SP7_c.t1	XP_002882868.1
OG0002481	CP7_g46325_DN3_SP8_c.t1	XP_002894477.1
OG0002482	CP6_g7369_DN2_SP0_c.t1	XP_002868208.1
OG0002483	CP12_g30039_DN3_SP6_c.t1	XP_002883036.1
OG0002483	CP6_g7222_DN3_SP8_c.t1	XP_020873994.1
OG0002484	CP6_g7226_DN3_SP0_c.t1	XP_002868149.1
OG0002484	CP12_g30047_DN3_SP0_c.t1	XP_020889203.1
OG0002486	CP9_g28185_DN3_SP0_c.t1	XP_020890498.1
OG0002487	CP5_g1854_DN3_SP5_c.t1	XP_002870497.1
OG0002488	CP47_g21272_DN2_SP0_c.t1, CP35_g52082_DN2_SP0_c.t1	XP_020891498.1
OG0002489	CP8_g54463_DN3_SP8_c.t1	XP_020876669.1
OG0002490	CP3_g14233_DN3_SP0_c.t1	XP_002877797.1
OG0002491	CP1_g36544_DN2_SP0_c.t1	XP_020869563.1
OG0002491	CP9_g28725_DN2_SP0_c.t1	XP_020865997.1
OG0002492	CP2_g49488_DN3_SP1_c.t1	XP_020890874.1
OG0002492	CP1_g37252_DN2_SP0_c.t1	XP_020868169.1
OG0002493	CP2_g49548_DN3_SP7_c.t1	XP_020891145.1
OG0002493	CP1_g37269_DN3_SP8_c.t1	XP_020868182.1
OG0002494	CP1_g37324_DN3_SP1_c.t1	XP_002892562.1
OG0002494	CP1_g37325_DN3_SP5_c.t1	XP_002892563.1
OG0002496	CP13_g19347_DN3_SP8_c.t1	XP_002875330.1
OG0002496	CP1_g37592_DN3_SP8_c.t1	XP_002892719.1
OG0002497	CP1_g37655_DN3_SP8_c.t1	XP_020866966.1
OG0002498	CP13_g19518_DN3_SP2_c.t1	XP_020881186.1
OG0002498	CP1_g37704_DN3_SP8_c.t1	XP_020868416.1
OG0002499	CP13_g19564_DN3_SP0_c.t1	XP_020881111.1
OG0002500	CP1_g37782_DN3_SP5_c.t1	XP_002892825.1
OG0002500	CP13_g19626_DN3_SP7_c.t1	XP_020879995.1
OG0002501	CP7_g46165_DN3_SP8_c.t1	XP_002890120.1
OG0002502	CP8_g52875_DN3_SP6_c.t1	XP_002865803.1
OG0002503	CP7_g45559_DN2_SP0_c.t1	XP_020869193.1
OG0002503	CP9_g29462_DN3_SP0_c.t1	XP_002889178.1
OG0002504	CP9_g28665_DN3_SP3_c.t1	XP_020889993.1
OG0002505	CP7_g45425_DN3_SP0_c.t1	XP_002890588.1
OG0002505	CP9_g28656_DN3_SP0_c.t1	XP_020891128.1
OG0002506	CP9_g28625_DN3_SP0_c.t1	XP_020865872.1
OG0002506	CP7_g45374_DN3_SP1_c.t1	XP_002890610.1
OG0002507	CP1_g37452_DN3_SP0_c.t1	XP_020868355.1
OG0002507	CP2_g49093_DN3_SP0_c.t1	XP_002888069.1
OG0002509	CP16_g54847_DN2_SP0_c.t1	XP_020884845.1
OG0002510	CP5_g247_DN3_SP8_c.t1	XP_020872539.1
OG0002510	CP16_g54931_DN3_SP8_c.t1	XP_002878646.1
OG0002513	CP5_g495_DN3_SP5_c.t1	XP_002867087.1
OG0002513	CP6_g7314_DN2_SP0_c.t1	XP_020874361.1
OG0002514	CP5_g590_DN3_SP8_c.t1, CP17_g4847_DN3_SP6_c.t1	XP_002883891.1
OG0002515	CP5_g726_DN3_SP7_c.t1	XP_002869240.1
OG0002515	CP18_g12623_DN3_SP7_c.t1	XP_020885539.1, XP_002880716.1
OG0002516	CP16_g55282_DN3_SP5_c.t1	XP_002880670.1
OG0002516	CP5_g791_DN3_SP8_c.t1	XP_020874367.1
OG0002517	CP5_g835_DN3_SP0_c.t1	XP_020872301.1
OG0002518	CP9_g28635_DN2_SP0_c.t1	XP_020889747.1
OG0002518	CP7_g45386_DN3_SP8_c.t1	XP_002890604.1
OG0002519	CP5_g1248_DN3_SP0_c.t1	XP_020874014.1
OG0002520	CP9_g28205_DN3_SP2_c.t1, CP9_g28204_DN3_SP0_c.t1, CP9_g28203_DN3_SP0_c.t1	XP_002887070.1
OG0002521	CP8_g53398_DN2_SP0_c.t1	XP_002864317.1, XP_002864314.1, XP_002880671.2
OG0002523	CP20_g3998_DN2_SP0_c.t1	XP_002872428.1, XP_020878781.1, XP_002872432.1
OG0002525	CP13_g20018_DN3_SP0_c.t1	XP_020868142.1
OG0002525	CP13_g20014_DN3_SP0_c.t1	XP_002863502.1, XP_020866222.1, XP_002863509.1, XP_020890849.1, XP_020871856.1, XP_020887509.1
OG0002530	CP5_g937_DN3_SP8_c.t1	XP_002867336.1
OG0002530	CP16_g55053_DN3_SP8_c.t1	XP_020884908.1
OG0002531	CP5_g57_DN3_SP1_c.t1	XP_020872879.1
OG0002532	CP3_g14741_DN3_SP0_c.t1	XP_020880068.1
OG0002533	CP3_g14516_DN1_SP0_c.t1	XP_020880104.1
OG0002533	CP2_g47964_DN2_SP0_c.t1	XP_020882761.1
OG0002534	CP3_g14594_DN3_SP1_c.t1	XP_020881046.1, XP_020881044.1
OG0002535	CP13_g19611_DN3_SP8_c.t1	XP_002876790.1
OG0002536	CP11_g32227_DN3_SP8_c.t1	XP_002871766.1
OG0002538	CP9_g29240_DN3_SP0_c.t1	XP_020891406.1
OG0002538	CP11_g32335_DN3_SP0_c.t1	XP_020878647.1
OG0002540	CP11_g32409_DN3_SP5_c.t1	XP_020876589.1
OG0002540	CP10_g42214_DN3_SP6_c.t1	XP_002882213.1
OG0002541	CP11_g32480_DN2_SP0_c.t1	XP_020877572.1
OG0002541	CP10_g42155_DN2_SP0_c.t1	XP_002882183.1
OG0002542	CP11_g32517_DN3_SP8_c.t1	XP_002873671.1
OG0002542	CP10_g42136_DN3_SP8_c.t1	XP_020888156.1
OG0002544	CP11_g32735_DN3_SP8_c.t1	XP_020876835.1
OG0002544	CP2_g48510_DN3_SP5_c.t1	XP_020876158.1
OG0002545	CP2_g47861_DN3_SP4_c.t1	XP_020885073.1
OG0002545	CP11_g32971_DN3_SP0_c.t1	XP_020879187.1
OG0002546	CP2_g47921_DN3_SP8_c.t1	XP_020881770.1
OG0002546	CP11_g33001_DN3_SP6_c.t1	XP_002871364.1
OG0002547	CP11_g32003_DN3_SP8_c.t1	XP_020876401.1
OG0002548	CP1_g36721_DN3_SP5_c.t1	XP_002892166.1
OG0002548	CP11_g31962_DN3_SP8_c.t1	XP_002872787.1
OG0002549	CP1_g37044_DN3_SP6_c.t1	XP_020868755.1
OG0002549	CP4_g25855_DN3_SP5_c.t1	XP_020885600.1
OG0002550	CP4_g25782_DN3_SP4_c.t1	XP_020882797.1
OG0002550	CP1_g37012_DN3_SP0_c.t1	XP_002892391.1
OG0002551	CP4_g25681_DN3_SP5_c.t1	XP_002881133.1
OG0002551	CP1_g36949_DN3_SP0_c.t1	XP_002889613.1
OG0002552	CP1_g36558_DN3_SP8_c.t1	XP_002892271.1
OG0002553	CP4_g25426_DN3_SP4_c.t1	XP_020883271.1
OG0002553	CP1_g36616_DN3_SP8_c.t1	XP_020870370.1
OG0002554	CP1_g36664_DN3_SP8_c.t1	XP_020867549.1
OG0002556	CP4_g25395_DN3_SP6_c.t1	XP_020885082.1
OG0002556	CP7_g45082_DN3_SP8_c.t1	XP_020867716.1
OG0002558	CP4_g25192_DN3_SP7_c.t1	XP_002879555.1
OG0002559	CP3_g14327_DN3_SP8_c.t1	XP_020880626.1
OG0002559	CP2_g47618_DN3_SP8_c.t1	XP_002866727.1
OG0002560	CP2_g47757_DN3_SP6_c.t1	XP_020883947.1
OG0002561	CP2_g47833_DN2_SP0_c.t1	XP_020868974.1
OG0002561	CP11_g32952_DN2_SP0_c.t1	XP_002871385.1
OG0002562	CP2_g47960_DN2_SP0_c.t1	XP_002864849.1
OG0002563	CP2_g48063_DN3_SP8_c.t1	XP_020871074.1
OG0002563	CP3_g14658_DN3_SP8_c.t1	XP_020879627.1
OG0002564	CP2_g48094_DN3_SP0_c.t1	XP_020871894.1
OG0002564	CP11_g33175_DN3_SP4_c.t1	XP_002873301.1
OG0002565	CP11_g33148_DN3_SP4_c.t1	XP_002873310.1
OG0002565	CP2_g48138_DN3_SP6_c.t1	XP_002864745.2
OG0002566	CP2_g48351_DN3_SP8_c.t1	XP_020878264.1
OG0002566	CP3_g14448_DN3_SP8_c.t1	XP_020882639.1
OG0002567	CP3_g14887_DN3_SP2_c.t1	XP_020881728.1
OG0002567	CP8_g54059_DN3_SP6_c.t1	XP_020882561.1
OG0002568	CP8_g54046_DN3_SP6_c.t1	XP_002864674.1
OG0002568	CP3_g14870_DN3_SP8_c.t1	XP_002877422.1
OG0002569	CP8_g54024_DN3_SP8_c.t1	XP_002864663.1
OG0002569	CP3_g14849_DN3_SP3_c.t1	XP_002877437.1
OG0002570	CP3_g14695_DN3_SP8_c.t1	XP_020880187.1
OG0002570	CP8_g53893_DN3_SP7_c.t1	XP_020887973.1, XP_020891114.1
OG0002571	CP8_g53835_DN3_SP0_c.t1	XP_020867072.1
OG0002572	CP9_g29712_DN3_SP8_c.t1	XP_020890710.1
OG0002573	CP12_g30696_DN3_SP8_c.t1	XP_020874514.1, XP_020886954.1
OG0002574	CP8_g53740_DN3_SP8_c.t1	XP_020883273.1
OG0002574	CP19_g18057_DN3_SP8_c.t1	XP_020873650.1
OG0002577	CP8_g53523_DN2_SP0_c.t1	XP_020871612.1
OG0002578	CP13_g19844_DN3_SP0_c.t1	XP_002870403.1
OG0002580	CP10_g43183_DN3_SP7_c.t1	XP_002882768.1
OG0002581	CP3_g13614_DN2_SP0_c.t1	XP_002876412.1
OG0002582	CP10_g43025_DN3_SP8_c.t1	XP_002882687.1
OG0002582	CP11_g33418_DN3_SP8_c.t1	XP_020875939.1
OG0002583	CP10_g42988_DN3_SP8_c.t1	XP_002873138.1
OG0002584	CP10_g42857_DN3_SP8_c.t1	XP_020886662.1
OG0002584	CP11_g33718_DN3_SP7_c.t1	XP_002873012.1
OG0002585	CP19_g17935_DN3_SP2_c.t1	XP_002870660.1
OG0002586	CP7_g46179_DN3_SP1_c.t1	XP_020868016.1
OG0002586	CP9_g29689_DN3_SP2_c.t1	XP_002889301.1
OG0002588	CP9_g29297_DN3_SP8_c.t1	XP_020890853.1
OG0002588	CP7_g45674_DN3_SP8_c.t1	XP_020870745.1
OG0002589	CP9_g29283_DN3_SP8_c.t1	XP_002887636.1
OG0002590	CP9_g29269_DN3_SP8_c.t1	XP_020890990.1
OG0002590	CP7_g45711_DN3_SP8_c.t1	XP_002890391.1
OG0002591	CP7_g45730_DN3_SP0_c.t1	XP_020867039.1
OG0002591	CP9_g29253_DN3_SP0_c.t1	XP_002889058.1
OG0002592	CP7_g45740_DN3_SP7_c.t1	XP_002893093.1
OG0002592	CP9_g29248_DN3_SP0_c.t1	XP_020891362.1
OG0002593	CP2_g48575_DN2_SP0_c.t1	XP_002874341.1
OG0002594	CP16_g55148_DN1_SP0_c.t1	XP_002876667.1
OG0002595	CP7_g46463_DN2_SP0_c.t1	XP_002872923.1, XP_020866799.1
OG0002596	CP7_g46331_DN3_SP8_c.t1	XP_002891792.1
OG0002596	CP10_g43371_DN3_SP8_c.t1	XP_002885006.1
OG0002597	CP7_g46329_DN3_SP0_c.t1	XP_020866688.1
OG0002597	CP10_g43374_DN3_SP0_c.t1	XP_002885010.1
OG0002598	CP7_g46316_DN3_SP0_c.t1, CP7_g46315_DN3_SP2_c.t1, CP7_g46313_DN3_SP2_c.t1	XP_020869094.1
OG0002600	CP3_g14085_DN1_SP0_c.t1	XP_020882261.1
OG0002600	CP4_g25115_DN2_SP0_c.t1	XP_020883183.1
OG0002601	CP12_g30750_DN3_SP8_c.t1	XP_020888506.1
OG0002601	CP6_g7563_DN3_SP8_c.t1	XP_002868312.1
OG0002602	CP6_g7452_DN3_SP8_c.t1	XP_020874619.1
OG0002602	CP12_g30641_DN3_SP1_c.t1	XP_002883378.1, XP_020872696.1
OG0002604	CP9_g29075_DN3_SP0_c.t1	XP_002887537.2
OG0002605	CP7_g45233_DN3_SP3_c.t1	XP_020870102.1
OG0002605	CP9_g28434_DN3_SP8_c.t1	XP_002888670.1
OG0002606	CP9_g28454_DN3_SP2_c.t1, CP7_g45243_DN3_SP0_c.t1	XP_002893418.1
OG0002607	CP4_g25324_DN3_SP0_c.t1	XP_020885648.1
OG0002607	CP14_g23423_DN3_SP8_c.t1	XP_020877450.1
OG0002608	CP13_g20088_DN2_SP0_c.t1	XP_002863539.1, XP_002863540.1
OG0002609	CP12_g30256_DN3_SP8_c.t1	XP_020886580.1
OG0002609	CP1_g38144_DN3_SP8_c.t1	XP_002894203.1
OG0002611	CP12_g30410_DN3_SP2_c.t1	XP_002883254.1
OG0002611	CP1_g38034_DN3_SP4_c.t1	XP_020868237.1
OG0002612	CP12_g29885_DN3_SP8_c.t1	XP_002885090.1
OG0002612	CP7_g46206_DN3_SP6_c.t1	XP_002891720.1
OG0002613	CP7_g46208_DN3_SP6_c.t1	XP_020869201.1
OG0002613	CP12_g29883_DN3_SP5_c.t1	XP_002885088.1
OG0002614	CP12_g29882_DN3_SP7_c.t1	XP_020886298.1
OG0002614	CP7_g46209_DN3_SP5_c.t1	XP_002894413.1
OG0002616	CP3_g14275_DN2_SP0_c.t1	XP_020882151.1, XP_020873346.1
OG0002617	CP15_g34708_DN3_SP8_c.t1, CP15_g34737_DN3_SP0_c.t1	XP_002883854.2
OG0002618	CP10_g43988_DN3_SP0_c.t1	XP_002884160.1
OG0002618	CP5_g556_DN3_SP0_c.t1	XP_002869143.1
OG0002619	CP12_g30011_DN2_SP0_c.t1	XP_020889089.1
OG0002620	CP10_g43888_DN3_SP5_c.t1	XP_002886076.1
OG0002621	CP10_g43882_DN3_SP6_c.t1	XP_002884019.1
OG0002621	CP5_g502_DN3_SP8_c.t1	XP_020873159.1
OG0002622	CP19_g18434_DN3_SP0_c.t1, CP11_g31780_DN3_SP0_c.t1	XP_002867769.1
OG0002623	CP20_g4331_DN3_SP1_c.t1	XP_002872575.1, XP_002872576.1
OG0002624	CP3_g13093_DN3_SP7_c.t1	XP_002876706.1
OG0002624	CP4_g23913_DN3_SP8_c.t1	XP_020883659.1
OG0002625	CP3_g13254_DN3_SP8_c.t1	XP_020881570.1
OG0002625	CP4_g24126_DN3_SP8_c.t1	XP_020885422.1
OG0002626	CP3_g13407_DN3_SP8_c.t1	XP_002878296.1
OG0002626	CP4_g24342_DN3_SP7_c.t1	XP_002881933.1
OG0002627	CP3_g13554_DN3_SP0_c.t1	XP_020879884.1
OG0002627	CP4_g24506_DN3_SP0_c.t1	XP_020884977.1
OG0002628	CP4_g24494_DN1_SP0_c.t1	XP_002879978.1
OG0002629	CP3_g13613_DN3_SP3_c.t1	XP_020881525.1
OG0002629	CP4_g24559_DN3_SP8_c.t1	XP_020883739.1
OG0002630	CP3_g13736_DN3_SP8_c.t1	XP_002876351.1
OG0002630	CP4_g24681_DN3_SP8_c.t1	XP_020883741.1
OG0002631	CP3_g13832_DN3_SP2_c.t1	XP_002876286.1
OG0002632	CP12_g30722_DN3_SP5_c.t1, CP1_g38471_DN3_SP1_c.t1	XP_020886005.1, XP_020889298.1
OG0002633	CP4_g24942_DN3_SP3_c.t1	XP_002879710.1
OG0002633	CP3_g13968_DN3_SP3_c.t1	XP_002876231.1
OG0002634	CP5_g1229_DN3_SP8_c.t1	XP_020872061.1
OG0002634	CP8_g53317_DN3_SP7_c.t1	XP_002864247.1
OG0002635	CP12_g31130_DN2_SP0_c.t1	XP_002883662.1
OG0002635	CP5_g2117_DN3_SP0_c.t1	XP_002868433.1
OG0002636	CP5_g1618_DN3_SP3_c.t1	XP_002868761.1
OG0002636	CP9_g28267_DN3_SP3_c.t1	XP_002888582.1
OG0002637	CP5_g1057_DN3_SP7_c.t1	XP_020873134.1
OG0002637	CP10_g43560_DN3_SP6_c.t1	XP_002883974.1
OG0002638	CP4_g24770_DN3_SP2_c.t1	XP_002881661.2
OG0002639	CP7_g45202_DN3_SP8_c.t1	XP_002878947.1, XP_002876803.1, XP_020869878.1
OG0002640	CP1_g36500_DN2_SP0_c.t1, CP8_g54554_DN3_SP0_c.t1	XP_002872925.1
OG0002641	CP16_g54751_DN3_SP0_c.t1, CP5_g74_DN3_SP0_c.t1	XP_002886677.1, XP_020875423.1
OG0002642	CP5_g100_DN3_SP4_c.t1	XP_002868891.1
OG0002642	CP16_g54783_DN3_SP7_c.t1	XP_020884481.1
OG0002643	CP20_g4223_DN3_SP4_c.t1	XP_020878179.1
OG0002644	CP12_g29802_DN3_SP8_c.t1	XP_020886602.1
OG0002644	CP5_g1190_DN3_SP0_c.t1	XP_002869519.1
OG0002645	CP3_g13354_DN3_SP3_c.t1	XP_002878329.1
OG0002646	CP4_g24373_DN3_SP0_c.t1	XP_002881911.1
OG0002646	CP4_g24369_DN2_SP2_c.t1	XP_002881915.1
OG0002647	CP8_g54516_DN3_SP3_c.t1	XP_002873875.1
OG0002647	CP10_g42390_DN3_SP3_c.t1	XP_002884418.1
OG0002648	CP10_g42689_DN3_SP1_c.t1	XP_002882495.1
OG0002649	CP10_g42895_DN3_SP8_c.t1	XP_020886598.1
OG0002650	CP10_g42905_DN3_SP3_c.t1	XP_002884736.1
OG0002651	CP10_g43124_DN3_SP8_c.t1	XP_002882740.1
OG0002651	CP11_g33222_DN3_SP5_c.t1	XP_002871210.2
OG0002652	CP10_g43267_DN3_SP3_c.t1	XP_002884942.1
OG0002652	CP10_g43268_DN3_SP6_c.t1	XP_002884943.1
OG0002653	CP12_g30132_DN3_SP8_c.t1	XP_020887875.1
OG0002654	CP16_g54915_DN3_SP0_c.t1	XP_002880464.2
OG0002654	CP5_g236_DN3_SP7_c.t1	XP_020873927.1
OG0002655	CP13_g19134_DN3_SP5_c.t1	XP_002877155.1
OG0002655	CP5_g1528_DN3_SP7_c.t1	XP_020872983.1
OG0002656	CP12_g30663_DN3_SP6_c.t1	XP_002883395.1
OG0002657	CP6_g7479_DN3_SP0_c.t1	XP_002868272.1
OG0002658	CP12_g30602_DN3_SP8_c.t1	XP_020886695.1
OG0002658	CP12_g30600_DN3_SP5_c.t1	XP_020886696.1
OG0002660	CP5_g1735_DN3_SP2_c.t1	XP_020873886.1
OG0002660	CP9_g28171_DN3_SP2_c.t1	XP_020890184.1
OG0002661	CP2_g48667_DN3_SP6_c.t1	XP_020876658.1, XP_020876655.1
OG0002662	CP11_g32157_DN3_SP6_c.t1	XP_002874967.1
OG0002663	CP16_g55223_DN3_SP0_c.t1	XP_020879812.1, XP_020869288.1
OG0002665	CP2_g49668_DN3_SP0_c.t1	XP_002889763.1
OG0002666	CP1_g37295_DN3_SP0_c.t1	XP_020870947.1
OG0002666	CP2_g49404_DN3_SP8_c.t1	XP_002888209.1
OG0002667	CP2_g49224_DN3_SP8_c.t1	XP_020890085.1
OG0002667	CP1_g37366_DN3_SP8_c.t1	XP_020870795.1
OG0002669	CP1_g36419_DN3_SP0_c.t1	XP_020869394.1
OG0002669	CP1_g37478_DN3_SP0_c.t1	XP_002889895.2
OG0002670	CP1_g37688_DN3_SP2_c.t1	XP_020869223.1
OG0002670	CP13_g19501_DN3_SP8_c.t1	XP_002875206.1
OG0002671	CP1_g37710_DN2_SP0_c.t1	XP_020866788.1
OG0002672	CP1_g37801_DN2_SP0_c.t1	XP_020869342.1
OG0002673	CP1_g37822_DN3_SP2_c.t1	XP_002890090.1
OG0002674	CP7_g46042_DN3_SP8_c.t1	XP_002868726.1
OG0002674	CP9_g29488_DN3_SP6_c.t1	XP_002889194.1
OG0002675	CP9_g28878_DN3_SP8_c.t1	XP_002888873.2
