Orthogroup	Conringia_planisiliqua	Rorippa_islandica
OG0001999	CP3_g13305_DN3_SP8_c.t1	Roisl.0018s0211.1.p
OG0002000	CP4_g24222_DN3_SP8_c.t1	Roisl.0028s0077.1.p
OG0002000	CP3_g13334_DN3_SP8_c.t1	Roisl.0018s0175.1.p
OG0002001	CP3_g13335_DN3_SP0_c.t1	Roisl.0018s0172.1.p
OG0002001	CP4_g24223_DN3_SP0_c.t1	Roisl.0028s0078.1.p
OG0002002	CP3_g13385_DN3_SP8_c.t1	Roisl.0018s0117.1.p
OG0002002	CP4_g24300_DN3_SP8_c.t1	Roisl.0028s0161.1.p
OG0002003	CP1_g37339_DN3_SP8_c.t1	Roisl.0021s0113.1.p
OG0002003	CP3_g13555_DN3_SP8_c.t1	Roisl.0026s0095.1.p
OG0002005	CP5_g1232_DN3_SP8_c.t1	Roisl.0022s0440.1.p
OG0002005	CP8_g53319_DN3_SP8_c.t1	Roisl.0031s0129.1.p
OG0002007	CP4_g24836_DN2_SP0_c.t1	Roisl.0017s0257.1.p
OG0002009	CP3_g14184_DN3_SP8_c.t1	Roisl.0046s1148.1.p
OG0002009	CP4_g24907_DN3_SP7_c.t1	Roisl.0017s0181.1.p
OG0002011	CP16_g54748_DN3_SP0_c.t1	Roisl.0063s0043.1.p
OG0002011	CP5_g65_DN3_SP0_c.t1	Roisl.0115s0714.1.p
OG0002012	CP20_g4077_DN3_SP0_c.t1, CP20_g4134_DN3_SP4_c.t1	Roisl.0020s0047.1.p
OG0002013	CP10_g42556_DN3_SP4_c.t1	Roisl.0039s0095.1.p
OG0002013	CP2_g48571_DN3_SP6_c.t1	Roisl.0046s0365.1.p
OG0002014	CP3_g13119_DN3_SP8_c.t1	Roisl.0018s0419.1.p
OG0002014	CP4_g23956_DN3_SP8_c.t1	Roisl.0067s0052.1.p
OG0002015	CP4_g23964_DN3_SP0_c.t1	Roisl.0067s0060.1.p
OG0002015	CP3_g13133_DN3_SP0_c.t1	Roisl.0018s0402.1.p
OG0002016	CP12_g30055_DN2_SP0_c.t1	Roisl.0074s0604.1.p, Roisl.0080s0832.1.p, Roisl.0074s0227.1.p
OG0002017	CP4_g24514_DN3_SP0_c.t1	Roisl.0028s0410.1.p
OG0002017	CP3_g13547_DN3_SP0_c.t1	Roisl.0026s0086.1.p
OG0002018	CP10_g42515_DN3_SP5_c.t1	Roisl.0039s0049.1.p
OG0002018	CP2_g50300_DN3_SP6_c.t1	Roisl.0071s0008.1.p
OG0002019	CP8_g54464_DN2_SP0_c.t1	Roisl.0210s1591.1.p
OG0002020	CP12_g30056_DN3_SP0_c.t1	Roisl.0074s0225.1.p
OG0002021	CP12_g30067_DN3_SP8_c.t1	Roisl.0074s0216.1.p
OG0002021	CP1_g38338_DN3_SP8_c.t1	Roisl.0013s0145.1.p
OG0002022	CP12_g30082_DN3_SP8_c.t1	Roisl.0074s0199.1.p
OG0002022	CP1_g38313_DN3_SP8_c.t1	Roisl.0013s0127.1.p
OG0002023	CP13_g19115_DN3_SP4_c.t1	Roisl.0184s0206.1.p
OG0002023	CP5_g1542_DN3_SP6_c.t1	Roisl.0022s0084.1.p
OG0002024	CP5_g1802_DN3_SP3_c.t1	Roisl.0210s2210.1.p
OG0002025	CP12_g30596_DN3_SP8_c.t1	Roisl.0115s0578.1.p
OG0002025	CP6_g7412_DN3_SP7_c.t1	Roisl.0002s0219.1.p
OG0002026	CP8_g54475_DN3_SP3_c.t1	Roisl.0210s1572.1.p, Roisl.0210s1574.1.p
OG0002027	CP8_g54604_DN3_SP7_c.t1	Roisl.0191s0521.1.p
OG0002027	CP1_g36464_DN3_SP8_c.t1	Roisl.0210s0084.1.p
OG0002028	CP8_g54573_DN3_SP6_c.t1	Roisl.0191s0561.1.p
OG0002028	CP1_g36482_DN3_SP6_c.t1	Roisl.0210s0102.1.p
OG0002029	CP8_g54572_DN3_SP0_c.t1	Roisl.0191s0562.1.p
OG0002030	CP1_g36803_DN3_SP0_c.t1	Roisl.0210s0195.1.p
OG0002030	CP11_g32096_DN3_SP0_c.t1	Roisl.0191s0660.1.p
OG0002031	CP2_g48348_DN2_SP0_c.t1	Roisl.0091s0808.1.p
OG0002032	CP2_g49840_DN3_SP2_c.t1	Roisl.0008s0060.1.p
OG0002032	CP1_g37214_DN3_SP8_c.t1	Roisl.0091s1218.1.p
OG0002033	CP1_g37348_DN3_SP0_c.t1	Roisl.0021s0123.1.p
OG0002034	CP2_g49150_DN3_SP6_c.t1	Roisl.0209s0724.1.p
OG0002035	CP1_g37464_DN3_SP3_c.t1	Roisl.0021s0249.1.p
OG0002035	CP2_g49086_DN3_SP8_c.t1	Roisl.0209s0638.1.p
OG0002036	CP2_g48970_DN3_SP8_c.t1	Roisl.0010s0100.1.p
OG0002036	CP1_g37565_DN3_SP8_c.t1	Roisl.0021s0352.1.p
OG0002037	CP1_g37606_DN3_SP5_c.t1	Roisl.0021s0401.1.p
OG0002038	CP1_g37776_DN1_SP0_c.t1	Roisl.0007s0673.1.p
OG0002038	CP13_g19614_DN3_SP0_c.t1	Roisl.0011s0101.1.p
OG0002039	CP4_g25555_DN3_SP0_c.t1, CP3_g14961_DN3_SP0_c.t1	Roisl.0007s0570.1.p, Roisl.0007s0571.1.p, Roisl.0007s0569.1.p
OG0002041	CP7_g45461_DN3_SP6_c.t1	Roisl.0191s0161.1.p
OG0002041	CP9_g28692_DN3_SP8_c.t1	Roisl.0019s0458.1.p
OG0002042	CP19_g17851_DN3_SP8_c.t1	Roisl.0009s0054.1.p
OG0002042	CP13_g19091_DN3_SP6_c.t1	Roisl.0050s0068.1.p
OG0002043	CP5_g23_DN2_SP0_c.t1	Roisl.0209s0298.1.p
OG0002044	CP10_g43896_DN3_SP7_c.t1	Roisl.0066s0286.1.p
OG0002045	CP5_g706_DN3_SP7_c.t1	Roisl.0003s0341.1.p
OG0002045	CP18_g12298_DN3_SP8_c.t1	Roisl.0082s0468.1.p
OG0002046	CP4_g25535_DN3_SP0_c.t1, CP4_g25495_DN3_SP0_c.t1	Roisl.0033s0126.1.p, Roisl.0028s0649.1.p
OG0002047	CP3_g14330_DN3_SP0_c.t1, CP3_g14331_DN2_SP0_c.t1, CP3_g14329_DN3_SP0_c.t1, CP3_g14328_DN3_SP0_c.t1	Roisl.0046s0987.1.p, Roisl.0046s0986.1.p
OG0002048	CP20_g4137_DN3_SP1_c.t1, CP20_g4143_DN3_SP1_c.t1	Roisl.0020s0051.1.p
OG0002052	CP6_g8576_DN1_SP0_c.t1	Roisl.0011s0234.1.p, Roisl.0012s0278.1.p
OG0002056	CP8_g53883_DN3_SP5_c.t1	Roisl.0080s0408.1.p
OG0002056	CP3_g14680_DN3_SP8_c.t1	Roisl.0209s0431.1.p
OG0002057	CP3_g14577_DN3_SP5_c.t1	Roisl.0046s0719.1.p
OG0002057	CP2_g48017_DN3_SP3_c.t1	Roisl.0024s0162.1.p
OG0002058	CP8_g54517_DN3_SP8_c.t1	Roisl.0210s1525.1.p
OG0002058	CP10_g42389_DN3_SP8_c.t1	Roisl.0016s0331.1.p
OG0002059	CP8_g54518_DN3_SP5_c.t1	Roisl.0210s1522.1.p
OG0002059	CP11_g32506_DN2_SP0_c.t1	Roisl.0210s1161.1.p
OG0002060	CP11_g32162_DN3_SP0_c.t1	Roisl.0210s1514.1.p
OG0002060	CP11_g32174_DN3_SP0_c.t1	Roisl.0210s1502.1.p
OG0002061	CP10_g42336_DN3_SP0_c.t1	Roisl.0016s0279.1.p
OG0002061	CP11_g32223_DN3_SP0_c.t1	Roisl.0210s1446.1.p
OG0002062	CP11_g32286_DN3_SP8_c.t1	Roisl.0210s1384.1.p
OG0002062	CP10_g42293_DN3_SP1_c.t1	Roisl.0016s0232.1.p
OG0002063	CP10_g42268_DN3_SP6_c.t1	Roisl.0016s0208.1.p
OG0002063	CP11_g32328_DN3_SP8_c.t1	Roisl.0210s1342.1.p
OG0002064	CP11_g32348_DN3_SP6_c.t1	Roisl.0210s1322.1.p
OG0002064	CP10_g42256_DN3_SP8_c.t1	Roisl.0016s0194.1.p
OG0002065	CP10_g42245_DN3_SP8_c.t1	Roisl.0016s0183.1.p
OG0002065	CP11_g32368_DN3_SP8_c.t1	Roisl.0210s1302.1.p
OG0002066	CP10_g42241_DN3_SP8_c.t1	Roisl.0016s0175.1.p
OG0002066	CP11_g32378_DN3_SP7_c.t1	Roisl.0210s1291.1.p
OG0002067	CP11_g32528_DN3_SP8_c.t1	Roisl.0209s0202.1.p, Roisl.0210s1140.1.p
OG0002067	CP10_g42127_DN3_SP5_c.t1	Roisl.0016s0043.1.p
OG0002068	CP11_g32615_DN3_SP8_c.t1	Roisl.0210s1050.1.p
OG0002068	CP10_g43208_DN3_SP6_c.t1	Roisl.0074s0757.1.p
OG0002069	CP11_g32656_DN3_SP8_c.t1	Roisl.0210s0999.1.p
OG0002069	CP7_g45160_DN3_SP6_c.t1	Roisl.0015s0088.1.p
OG0002070	CP2_g48487_DN3_SP8_c.t1	Roisl.0046s0268.1.p
OG0002070	CP11_g32767_DN3_SP8_c.t1	Roisl.0210s0887.1.p
OG0002072	CP11_g32942_DN3_SP7_c.t1	Roisl.0024s0363.1.p
OG0002073	CP11_g32974_DN3_SP0_c.t1	Roisl.0210s0661.1.p
OG0002074	CP2_g48178_DN3_SP2_c.t1	Roisl.0080s0131.1.p
OG0002074	CP11_g33112_DN3_SP5_c.t1	Roisl.0210s0524.1.p
OG0002075	CP11_g31994_DN3_SP1_c.t1	Roisl.0082s0367.1.p
OG0002075	CP1_g36733_DN3_SP0_c.t1	Roisl.0210s0274.1.p
OG0002076	CP4_g25968_DN3_SP8_c.t1	Roisl.0082s0543.1.p
OG0002077	CP4_g25923_DN3_SP6_c.t1	Roisl.0082s0588.1.p
OG0002077	CP1_g37082_DN3_SP7_c.t1	Roisl.0091s1083.1.p
OG0002078	CP1_g36841_DN3_SP8_c.t1	Roisl.0091s0806.1.p
OG0002078	CP4_g25550_DN3_SP4_c.t1	Roisl.0017s0451.1.p
OG0002079	CP1_g36821_DN3_SP5_c.t1	Roisl.0091s0786.1.p
OG0002079	CP4_g25504_DN3_SP5_c.t1, CP3_g14714_DN3_SP0_c.t1	Roisl.0017s0423.1.p
OG0002080	CP1_g36690_DN2_SP0_c.t1	Roisl.0210s0321.1.p
OG0002080	CP13_g20195_DN3_SP0_c.t1	Roisl.0012s0231.1.p
OG0002081	CP13_g20581_DN3_SP3_c.t1	Roisl.0214s0315.1.p
OG0002081	CP1_g38483_DN3_SP8_c.t1	Roisl.0066s0333.1.p
OG0002082	CP1_g37741_DN3_SP8_c.t1	Roisl.0007s0712.1.p
OG0002082	CP13_g19549_DN3_SP8_c.t1	Roisl.0011s0173.1.p
OG0002083	CP2_g47603_DN3_SP8_c.t1	Roisl.0024s0597.1.p
OG0002083	CP10_g43670_DN3_SP8_c.t1	Roisl.0066s0062.1.p
OG0002084	CP3_g14381_DN2_SP0_c.t1	Roisl.0046s0934.1.p
OG0002084	CP2_g47674_DN3_SP0_c.t1	Roisl.0024s0521.1.p
OG0002085	CP2_g47807_DN3_SP0_c.t1	Roisl.0024s0379.1.p
OG0002086	CP11_g33164_DN3_SP7_c.t1	Roisl.0210s0473.1.p
OG0002087	CP3_g14420_DN3_SP8_c.t1	Roisl.0046s0892.1.p
OG0002087	CP2_g48385_DN3_SP8_c.t1, CP1_g36968_DN3_SP0_c.t1	Roisl.0046s0144.1.p
OG0002088	CP2_g48393_DN3_SP0_c.t1	Roisl.0046s0153.1.p, Roisl.0046s0156.1.p, Roisl.0046s0155.1.p, Roisl.0046s0154.1.p, Roisl.0046s0150.1.p
OG0002089	CP3_g16539_DN3_SP4_c.t1	Roisl.0087s0020.1.p
OG0002089	CP8_g54273_DN3_SP5_c.t1	Roisl.0210s1777.1.p
OG0002090	CP8_g54108_DN3_SP4_c.t1	Roisl.0210s1955.1.p
OG0002090	CP3_g14953_DN1_SP2_c.t1	Roisl.0027s0096.1.p
OG0002092	CP19_g18045_DN3_SP8_c.t1	Roisl.0022s0252.1.p
OG0002092	CP8_g53715_DN3_SP8_c.t1	Roisl.0080s0585.1.p
OG0002093	CP19_g18028_DN3_SP0_c.t1	Roisl.0022s0270.1.p
OG0002093	CP8_g53684_DN3_SP8_c.t1	Roisl.0080s0613.1.p
OG0002094	CP19_g17999_DN3_SP2_c.t1	Roisl.0022s0299.1.p
OG0002094	CP8_g53613_DN3_SP8_c.t1	Roisl.0080s0699.1.p
OG0002095	CP19_g17961_DN1_SP7_c.t1	Roisl.0022s0336.1.p
OG0002096	CP8_g53457_DN3_SP8_c.t1	Roisl.0080s0850.1.p
OG0002096	CP5_g1308_DN3_SP8_c.t1	Roisl.0022s0369.1.p
OG0002097	CP11_g32033_DN3_SP5_c.t1	Roisl.0082s0406.1.p
OG0002097	CP1_g36760_DN3_SP8_c.t1	Roisl.0210s0247.1.p
OG0002098	CP11_g32026_DN3_SP0_c.t1	Roisl.0001s0038.1.p
OG0002099	CP10_g43091_DN3_SP6_c.t1	Roisl.0074s0880.1.p
OG0002099	CP11_g33327_DN3_SP8_c.t1	Roisl.0042s0089.1.p
OG0002100	CP11_g33692_DN3_SP0_c.t1	Roisl.0034s0086.1.p
OG0002100	CP10_g42871_DN2_SP0_c.t1	Roisl.0079s0262.1.p
OG0002101	CP10_g42312_DN3_SP8_c.t1	Roisl.0016s0253.1.p
OG0002101	CP11_g33716_DN3_SP7_c.t1	Roisl.0034s0061.1.p, Roisl.0189s0104.1.p
OG0002102	CP13_g19291_DN3_SP8_c.t1	Roisl.0011s0510.1.p
OG0002104	CP7_g46160_DN3_SP8_c.t1	Roisl.0007s0560.1.p
OG0002104	CP9_g29665_DN3_SP8_c.t1	Roisl.0115s0088.1.p
OG0002105	CP7_g46120_DN3_SP4_c.t1	Roisl.0007s0515.1.p
OG0002105	CP9_g29603_DN3_SP7_c.t1	Roisl.0115s0156.1.p
OG0002106	CP7_g46100_DN3_SP6_c.t1	Roisl.0007s0491.1.p
OG0002106	CP9_g29565_DN3_SP7_c.t1	Roisl.0115s0200.1.p
OG0002108	CP9_g29555_DN3_SP1_c.t1	Roisl.0115s0209.1.p
OG0002108	CP7_g46096_DN3_SP0_c.t1	Roisl.0007s0485.1.p
OG0002109	CP9_g29441_DN3_SP8_c.t1	Roisl.0004s0097.1.p
OG0002110	CP9_g29346_DN3_SP8_c.t1	Roisl.0004s0191.1.p
OG0002110	CP7_g45638_DN3_SP8_c.t1	Roisl.0049s0048.1.p
OG0002111	CP7_g45663_DN3_SP8_c.t1	Roisl.0007s0021.1.p
OG0002111	CP9_g29316_DN3_SP8_c.t1	Roisl.0004s0222.1.p
OG0002112	CP7_g46410_DN3_SP0_c.t1	Roisl.0021s0532.1.p
OG0002112	CP10_g43300_DN3_SP0_c.t1	Roisl.0074s0655.1.p
OG0002113	CP7_g46401_DN3_SP7_c.t1	Roisl.0021s0542.1.p
OG0002114	CP10_g43321_DN3_SP5_c.t1	Roisl.0074s0632.1.p
OG0002114	CP7_g46379_DN2_SP2_c.t1	Roisl.0006s0541.1.p
OG0002115	CP9_g28325_DN3_SP5_c.t1	Roisl.0019s0805.1.p
OG0002115	CP7_g45169_DN3_SP8_c.t1	Roisl.0015s0079.1.p
OG0002116	CP6_g7616_DN3_SP0_c.t1	Roisl.0075s0099.1.p
OG0002116	CP12_g30763_DN3_SP3_c.t1	Roisl.0053s0298.1.p
OG0002117	CP6_g7508_DN3_SP5_c.t1	Roisl.0075s0183.1.p
OG0002117	CP12_g30686_DN3_SP8_c.t1	Roisl.0053s0363.1.p
OG0002118	CP6_g7493_DN3_SP8_c.t1	Roisl.0075s0201.1.p
OG0002118	CP12_g30667_DN3_SP7_c.t1	Roisl.0053s0394.1.p
OG0002119	CP6_g7389_DN2_SP0_c.t1	Roisl.0002s0201.1.p
OG0002119	CP12_g30571_DN3_SP0_c.t1	Roisl.0115s0561.1.p, Roisl.0115s0554.1.p
OG0002120	CP5_g1745_DN2_SP0_c.t1	Roisl.0189s0252.1.p
OG0002120	CP5_g1310_DN2_SP0_c.t1	Roisl.0189s0251.1.p
OG0002122	CP6_g7336_DN3_SP8_c.t1	Roisl.0002s0142.1.p
OG0002122	CP12_g30513_DN3_SP5_c.t1	Roisl.0115s0499.1.p
OG0002123	CP16_g54801_DN3_SP5_c.t1	Roisl.0204s0166.1.p
OG0002124	CP7_g45993_DN3_SP0_c.t1	Roisl.0007s0375.1.p
OG0002124	CP9_g28914_DN2_SP0_c.t1	Roisl.0019s0220.1.p
OG0002127	CP13_g19286_DN3_SP8_c.t1	Roisl.0011s0516.1.p
OG0002127	CP5_g1330_DN3_SP8_c.t1	Roisl.0009s0149.1.p
OG0002128	CP13_g19955_DN3_SP8_c.t1	Roisl.0005s0286.1.p
OG0002128	CP6_g6905_DN3_SP8_c.t1	Roisl.0091s0407.1.p
OG0002129	CP1_g37976_DN3_SP8_c.t1	Roisl.0006s0206.1.p
OG0002129	CP12_g30458_DN3_SP8_c.t1, CP28_g33918_DN3_SP0_c.t1	Roisl.0115s0442.1.p
OG0002130	CP12_g29910_DN3_SP3_c.t1	Roisl.0074s0380.1.p
OG0002130	CP1_g37860_DN3_SP1_c.t1	Roisl.0006s0322.1.p
OG0002131	CP13_g20690_DN3_SP0_c.t1	Roisl.0005s0148.1.p
OG0002132	CP7_g44862_DN3_SP0_c.t1, CP13_g19123_DN3_SP0_c.t1	Roisl.0188s0084.1.p
OG0002133	CP19_g18290_DN3_SP3_c.t1, CP19_g18289_DN2_SP0_c.t1	Roisl.0008s0176.1.p, Roisl.0008s0177.1.p
OG0002134	CP5_g564_DN3_SP8_c.t1	Roisl.0001s0043.1.p
OG0002134	CP10_g44039_DN3_SP8_c.t1	Roisl.0045s0036.1.p
OG0002135	CP10_g43916_DN3_SP0_c.t1	Roisl.0066s0319.1.p
OG0002135	CP5_g523_DN3_SP0_c.t1	Roisl.0001s0093.1.p
OG0002136	CP20_g4289_DN3_SP7_c.t1	Roisl.0213s0645.1.p
OG0002137	CP19_g18269_DN3_SP0_c.t1	Roisl.0008s0195.1.p
OG0002137	CP20_g4303_DN3_SP0_c.t1	Roisl.0213s0640.1.p
OG0002138	CP5_g759_DN3_SP8_c.t1	Roisl.0003s0268.1.p
OG0002138	CP16_g55480_DN3_SP6_c.t1	Roisl.0023s0109.1.p
OG0002140	CP6_g7540_DN3_SP1_c.t1	Roisl.0075s0153.1.p
OG0002141	CP13_g20095_DN3_SP0_c.t1, CP6_g6829_DN2_SP4_c.t1	Roisl.0091s0310.1.p
OG0002142	CP13_g20134_DN3_SP0_c.t1	Roisl.0012s0312.1.p
OG0002142	CP6_g6797_DN3_SP0_c.t1	Roisl.0091s0272.1.p
OG0002143	CP6_g6750_DN3_SP8_c.t1	Roisl.0091s0223.1.p
OG0002144	CP20_g4047_DN3_SP7_c.t1	Roisl.0060s0010.1.p
OG0002144	CP7_g44158_DN3_SP8_c.t1	Roisl.0210s2105.1.p
OG0002145	CP3_g13123_DN3_SP8_c.t1	Roisl.0018s0413.1.p
OG0002145	CP4_g23953_DN3_SP2_c.t1	Roisl.0067s0049.1.p
OG0002146	CP4_g24080_DN3_SP7_c.t1	Roisl.0035s0106.1.p
OG0002146	CP3_g13223_DN3_SP7_c.t1	Roisl.0018s0296.1.p
OG0002147	CP3_g13241_DN3_SP8_c.t1	Roisl.0018s0279.1.p
OG0002147	CP4_g24105_DN3_SP8_c.t1	Roisl.0035s0134.1.p
OG0002148	CP3_g13303_DN2_SP0_c.t1	Roisl.0018s0213.1.p
OG0002149	CP3_g13362_DN3_SP0_c.t1	Roisl.0018s0142.1.p
OG0002150	CP3_g13544_DN3_SP1_c.t1	Roisl.0026s0083.1.p
OG0002150	CP4_g24522_DN3_SP0_c.t1	Roisl.0028s0419.1.p
OG0002151	CP4_g24615_DN2_SP0_c.t1, CP4_g24612_DN2_SP0_c.t1	Roisl.0028s0515.1.p
OG0002152	CP4_g24605_DN3_SP2_c.t1	Roisl.0028s0507.1.p
OG0002153	CP3_g13704_DN3_SP5_c.t1	Roisl.0046s1646.1.p
OG0002153	CP4_g24639_DN3_SP7_c.t1	Roisl.0028s0544.1.p
OG0002154	CP3_g13940_DN3_SP8_c.t1	Roisl.0017s0228.1.p, Roisl.0046s1397.1.p
OG0002155	CP4_g25028_DN3_SP5_c.t1	Roisl.0017s0051.1.p
OG0002155	CP3_g14023_DN3_SP0_c.t1	Roisl.0046s1312.1.p
OG0002156	CP8_g53323_DN3_SP3_c.t1	Roisl.0031s0130.1.p
OG0002156	CP5_g1233_DN3_SP8_c.t1	Roisl.0022s0439.1.p
OG0002157	CP12_g30031_DN3_SP1_c.t1	Roisl.0074s0256.1.p
OG0002157	CP6_g7260_DN3_SP3_c.t1	Roisl.0002s0064.1.p
OG0002158	CP6_g8036_DN3_SP6_c.t1	Roisl.0058s0019.1.p
OG0002158	CP12_g30834_DN3_SP7_c.t1	Roisl.0053s0232.1.p
OG0002160	CP9_g28320_DN3_SP6_c.t1	Roisl.0019s0810.1.p
OG0002160	CP7_g45167_DN3_SP8_c.t1	Roisl.0015s0082.1.p
OG0002161	CP7_g45200_DN3_SP8_c.t1	Roisl.0191s0464.1.p
OG0002162	CP10_g43642_DN3_SP8_c.t1	Roisl.0066s0028.1.p
OG0002162	CP5_g969_DN3_SP7_c.t1	Roisl.0003s0041.1.p
OG0002164	CP4_g24721_DN3_SP0_c.t1	Roisl.0017s0391.1.p
OG0002165	CP4_g24988_DN3_SP1_c.t1	Roisl.0017s0092.1.p
OG0002165	CP4_g24989_DN3_SP8_c.t1	Roisl.0017s0088.1.p
OG0002167	CP16_g54752_DN1_SP0_c.t1	Roisl.0063s0045.1.p
OG0002167	CP5_g75_DN3_SP3_c.t1	Roisl.0115s0710.1.p
OG0002168	CP16_g54770_DN3_SP8_c.t1	Roisl.0082s0142.1.p
OG0002168	CP5_g90_DN3_SP8_c.t1	Roisl.0115s0691.1.p
OG0002170	CP16_g54843_DN3_SP2_c.t1	Roisl.0046s0622.1.p
OG0002170	CP16_g54810_DN3_SP0_c.t1	Roisl.0046s0656.1.p
OG0002171	CP20_g4206_DN2_SP0_c.t1, CP20_g4208_DN3_SP0_c.t1	Roisl.0020s0112.1.p, Roisl.0020s0116.1.p
OG0002172	CP2_g48640_DN3_SP0_c.t1	Roisl.0046s0456.1.p
OG0002172	CP10_g42478_DN3_SP0_c.t1	Roisl.0039s0010.1.p
OG0002174	CP4_g24150_DN3_SP8_c.t1	Roisl.0035s0175.1.p
OG0002175	CP19_g18017_DN3_SP3_c.t1, CP19_g17864_DN3_SP1_c.t1	Roisl.0068s0005.1.p
OG0002176	CP10_g42562_DN3_SP2_c.t1	Roisl.0039s0103.1.p
OG0002176	CP2_g48567_DN3_SP4_c.t1	Roisl.0046s0354.1.p
OG0002177	CP10_g42699_DN3_SP8_c.t1	Roisl.0079s0080.1.p
OG0002177	CP2_g48729_DN3_SP8_c.t1	Roisl.0036s0060.1.p
OG0002178	CP2_g48757_DN3_SP0_c.t1	Roisl.0014s0130.1.p
OG0002178	CP10_g42724_DN3_SP5_c.t1	Roisl.0079s0104.1.p
OG0002179	CP10_g42827_DN3_SP0_c.t1	Roisl.0079s0220.1.p
OG0002179	CP10_g42826_DN3_SP0_c.t1	Roisl.0079s0219.1.p
OG0002180	CP10_g43178_DN3_SP8_c.t1	Roisl.0074s0790.1.p
OG0002180	CP11_g33268_DN3_SP0_c.t1, CP11_g33267_DN3_SP0_c.t1	Roisl.0210s0409.1.p
OG0002181	CP1_g38312_DN3_SP5_c.t1	Roisl.0013s0126.1.p
OG0002181	CP12_g30083_DN3_SP8_c.t1	Roisl.0074s0198.1.p
OG0002182	CP12_g30150_DN3_SP2_c.t1	Roisl.0074s0122.1.p
OG0002182	CP1_g38257_DN3_SP1_c.t1	Roisl.0013s0084.1.p
OG0002183	CP1_g38200_DN3_SP1_c.t1	Roisl.0013s0036.1.p
OG0002184	CP12_g30272_DN3_SP0_c.t1	Roisl.0074s0001.1.p
OG0002184	CP1_g38130_DN3_SP0_c.t1	Roisl.0006s0039.1.p
OG0002185	CP13_g19153_DN3_SP0_c.t1	Roisl.0188s0091.1.p
OG0002185	CP5_g1497_DN1_SP0_c.t1	Roisl.0009s0297.1.p
OG0002186	CP12_g30618_DN3_SP0_c.t1	Roisl.0115s0604.1.p
OG0002186	CP6_g7437_DN3_SP0_c.t1	Roisl.0002s0242.1.p
OG0002187	CP5_g2063_DN3_SP0_c.t1	Roisl.0053s0107.1.p
OG0002187	CP9_g27571_DN3_SP0_c.t1	Roisl.0021s0630.1.p
OG0002188	CP2_g50317_DN3_SP0_c.t1	Roisl.0189s0062.1.p
OG0002189	CP4_g25153_DN3_SP8_c.t1	Roisl.0028s1013.1.p
OG0002190	CP4_g24702_DN3_SP2_c.t1	Roisl.0017s0410.1.p
OG0002190	CP3_g14189_DN3_SP3_c.t1	Roisl.0046s1142.1.p
OG0002191	CP1_g36850_DN3_SP6_c.t1	Roisl.0091s0816.1.p
OG0002193	CP2_g49374_DN3_SP0_c.t1	Roisl.0214s0680.1.p
OG0002193	CP1_g37328_DN3_SP5_c.t1	Roisl.0021s0095.1.p
OG0002194	CP2_g49335_DN3_SP6_c.t1	Roisl.0214s0649.1.p
OG0002194	CP1_g37337_DN3_SP7_c.t1	Roisl.0021s0110.1.p
OG0002195	CP2_g49206_DN3_SP0_c.t1	Roisl.0214s0539.1.p
OG0002195	CP1_g37391_DN3_SP2_c.t1	Roisl.0021s0170.1.p
OG0002196	CP2_g48997_DN3_SP0_c.t1, CP1_g37535_DN1_SP0_c.t1	Roisl.0021s0321.1.p
OG0002197	CP1_g37810_DN3_SP0_c.t1	Roisl.0007s0629.1.p
OG0002197	CP13_g19689_DN3_SP0_c.t1	Roisl.0011s0020.1.p
OG0002198	CP7_g45484_DN3_SP8_c.t1	Roisl.0191s0135.1.p
OG0002198	CP9_g28732_DN3_SP5_c.t1	Roisl.0019s0418.1.p
OG0002199	CP9_g28729_DN3_SP2_c.t1	Roisl.0019s0423.1.p
OG0002199	CP7_g45481_DN3_SP8_c.t1	Roisl.0191s0139.1.p
OG0002200	CP9_g28741_DN3_SP3_c.t1	Roisl.0019s0409.1.p
OG0002201	CP2_g49025_DN3_SP0_c.t1	Roisl.0209s0045.1.p, Roisl.0209s0044.1.p
OG0002203	CP5_g1049_DN3_SP8_c.t1	Roisl.0044s0104.1.p
OG0002203	CP10_g43564_DN3_SP8_c.t1	Roisl.0214s0367.1.p
OG0002205	CP9_g28102_DN3_SP1_c.t1, CP9_g28096_DN3_SP0_c.t1, CP9_g28104_DN2_SP1_c.t1	Roisl.0209s0049.1.p
OG0002206	CP9_g29133_DN3_SP8_c.t1	Roisl.0004s0402.1.p
OG0002206	CP7_g45830_DN3_SP5_c.t1	Roisl.0007s0201.1.p
OG0002207	CP16_g54808_DN3_SP6_c.t1	Roisl.0204s0154.1.p
OG0002207	CP5_g118_DN3_SP7_c.t1	Roisl.0115s0657.1.p
OG0002208	CP16_g54951_DN3_SP0_c.t1	Roisl.0046s0506.1.p
OG0002210	CP5_g581_DN2_SP2_c.t1	Roisl.0001s0024.1.p
OG0002210	CP17_g5074_DN3_SP8_c.t1	Roisl.0047s0026.1.p
OG0002211	CP6_g7651_DN3_SP8_c.t1	Roisl.0075s0093.1.p
OG0002211	CP12_g30768_DN3_SP7_c.t1	Roisl.0053s0293.1.p
OG0002212	CP7_g45147_DN3_SP0_c.t1	Roisl.0015s0100.1.p
OG0002213	CP19_g17949_DN3_SP8_c.t1	Roisl.0022s0351.1.p
OG0002213	CP8_g53487_DN3_SP7_c.t1	Roisl.0080s0824.1.p
