Orthogroup	Conringia_planisiliqua	Brassica_rapa
OG0003628	CP13_g20110_DN3_SP1_c.t1, CP13_g20109_DN3_SP1_c.t1	XP_009113902.1
OG0003628	CP13_g20115_DN3_SP7_c.t1	XP_009101646.1
OG0003629	CP5_g594_DN3_SP8_c.t1	XP_009138267.1, XP_009115735.1
OG0003631	CP3_g15176_DN3_SP0_c.t1	XP_009108773.1, XP_009119230.1
OG0003632	CP16_g55300_DN3_SP0_c.t1	XP_009108891.1
OG0003633	CP9_g28615_DN3_SP6_c.t1	XP_009105683.1
OG0003633	CP7_g45371_DN3_SP7_c.t1	XP_009115464.1, XP_009103132.1
OG0003634	CP8_g54623_DN3_SP7_c.t1	XP_009111472.1
OG0003635	CP1_g36912_DN3_SP0_c.t1	XP_009119079.1, XP_033138464.1
OG0003635	CP4_g25650_DN2_SP0_c.t1	XP_033146440.1
OG0003637	CP20_g4368_DN3_SP0_c.t1	XP_009103162.1, XP_009103161.1, XP_033130331.1
OG0003641	CP13_g20072_DN1_SP0_c.t1	XP_033142631.1
OG0003641	CP13_g20064_DN3_SP0_c.t1	XP_009148771.1
OG0003646	CP8_g53151_DN3_SP0_c.t1, CP8_g53152_DN3_SP0_c.t1, CP8_g53158_DN3_SP0_c.t1, CP8_g53157_DN2_SP0_c.t1, CP8_g53159_DN3_SP0_c.t1	XP_009132561.1, XP_033140787.1
OG0003647	CP156_g16814_DN3_SP0_c.t1	XP_033129022.1, XP_033138923.1
OG0003648	CP5_g698_DN2_SP0_c.t1	XP_033128856.1
OG0003656	CP3_g14542_DN3_SP2_c.t1	XP_009149819.1
OG0003659	CP10_g42202_DN3_SP8_c.t1	XP_009117783.1
OG0003661	CP11_g32738_DN3_SP0_c.t1	XP_033142505.1
OG0003662	CP11_g32771_DN3_SP8_c.t1	XP_009121925.1
OG0003663	CP7_g46143_DN3_SP1_c.t1	XP_009117795.1, XP_009149026.1
OG0003664	CP11_g32965_DN3_SP1_c.t1	XP_009125363.1, XP_033140967.1, XP_009122528.1, XP_009122530.2
OG0003665	CP10_g43046_DN3_SP0_c.t1	XP_009135132.1, XP_009122617.1, XP_009146805.1
OG0003667	CP6_g8185_DN3_SP0_c.t1, CP6_g8252_DN3_SP0_c.t1, CP6_g8208_DN2_SP0_c.t1	XP_033143301.1
OG0003669	CP7_g45007_DN3_SP8_c.t1	XP_009102883.1
OG0003670	CP2_g48287_DN3_SP8_c.t1	XP_033140402.1, XP_033138606.1, XP_033140401.1, XP_009150889.1, XP_009141613.1
OG0003671	CP2_g48386_DN3_SP0_c.t1	XP_009130005.1
OG0003672	CP2_g48479_DN3_SP2_c.t1	XP_009111673.1
OG0003673	CP8_g54225_DN3_SP4_c.t1	XP_009131834.1
OG0003674	CP3_g15407_DN3_SP8_c.t1	XP_009123302.1
OG0003675	CP8_g54062_DN2_SP3_c.t1	XP_009120572.2, XP_018512229.1, XP_009126608.3, XP_009131917.1
OG0003678	CP8_g53624_DN3_SP8_c.t1	XP_009132308.3, XP_009120154.2
OG0003679	CP8_g53538_DN3_SP7_c.t1	XP_009132373.2, XP_009126997.1, XP_018511111.1
OG0003680	CP3_g14418_DN3_SP0_c.t1	XP_009149727.1
OG0003680	CP3_g14419_DN2_SP0_c.t1	XP_009149729.1
OG0003681	CP3_g14508_DN3_SP0_c.t1	XP_009150180.1, XP_009151501.1
OG0003682	CP11_g32070_DN3_SP0_c.t1	XP_009111292.1, XP_009144573.2
OG0003683	CP2_g48918_DN3_SP0_c.t1	XP_033139514.1, XP_033139520.1, XP_009130662.1
OG0003684	CP13_g19252_DN3_SP0_c.t1	XP_009111577.1, XP_009151951.1
OG0003686	CP19_g17829_DN3_SP8_c.t1	XP_018512345.1
OG0003688	CP9_g29667_DN3_SP8_c.t1	XP_009128421.2
OG0003689	CP13_g20111_DN3_SP0_c.t1, CP9_g29664_DN1_SP8_c.t1	XP_033131456.1, NP_001288946.1
OG0003690	CP9_g29424_DN3_SP0_c.t1	XP_033131919.1
OG0003691	CP9_g29139_DN3_SP0_c.t1	XP_009104727.1
OG0003692	CP7_g46456_DN3_SP8_c.t1	XP_033146272.1, XP_009129918.2, XP_018509245.2, XP_033133355.1
OG0003693	CP7_g46232_DN1_SP0_c.t1	XP_009147630.1
OG0003694	CP8_g52609_DN2_SP0_c.t1	XP_009118895.1, XP_009127362.2
OG0003695	CP6_g7331_DN2_SP0_c.t1	XP_009136705.1, XP_009107849.1
OG0003696	CP5_g1146_DN3_SP6_c.t1	XP_009129573.1
OG0003697	CP5_g1106_DN3_SP8_c.t1	XP_009137813.1
OG0003697	CP5_g1107_DN3_SP7_c.t1	XP_033141381.1
OG0003698	CP13_g19209_DN2_SP0_c.t1	XP_009151893.1
OG0003699	CP8_g54590_DN3_SP7_c.t1	XP_009111423.1, XP_009128499.1
OG0003700	CP13_g19893_DN3_SP8_c.t1	XP_009114369.2, XP_009128848.1, XP_018508026.1
OG0003701	CP12_g30105_DN3_SP8_c.t1	XP_009113822.1
OG0003702	CP4_g24367_DN3_SP0_c.t1	XP_009133619.1
OG0003703	CP13_g20061_DN3_SP0_c.t1	XP_009101628.1
OG0003703	CP13_g20059_DN3_SP8_c.t1	XP_009123615.1
OG0003704	CP1_g38065_DN3_SP8_c.t1	XP_009144952.1
OG0003706	CP1_g37794_DN3_SP8_c.t1	XP_018515494.2, XP_009117869.1
OG0003707	CP1_g37956_DN3_SP7_c.t1	XP_009147740.1
OG0003708	CP1_g37931_DN3_SP0_c.t1	XP_009147728.1
OG0003709	CP4_g25380_DN3_SP8_c.t1	XP_009141335.1
OG0003710	CP4_g25156_DN3_SP1_c.t1	XP_009141523.1
OG0003711	CP3_g13858_DN3_SP0_c.t1	XP_009103941.1
OG0003712	CP2_g47585_DN3_SP0_c.t1	XP_009112381.2, XP_009103502.1
OG0003713	CP3_g13158_DN3_SP0_c.t1	XP_009138727.1, XP_009116904.1, XP_009104380.1, XP_009105549.1
OG0003714	CP3_g13205_DN1_SP0_c.t1	XP_009116854.1
OG0003714	CP4_g24056_DN3_SP0_c.t1	XP_009142622.1
OG0003715	CP3_g13264_DN3_SP1_c.t1	XP_009116799.1, XP_033146750.1
OG0003716	CP3_g13288_DN3_SP8_c.t1	XP_009104293.3, XP_009116779.1
OG0003718	CP3_g13605_DN1_SP0_c.t1	XP_009104057.1
OG0003718	CP3_g13770_DN2_SP0_c.t1	XP_009116277.2
OG0003719	CP4_g24746_DN3_SP8_c.t1	XP_033145934.1, XP_009133383.1, XP_009143286.1
OG0003720	CP11_g32243_DN3_SP0_c.t1	XP_009126177.1, XP_009103958.2, XP_009121397.1
OG0003721	CP7_g45181_DN3_SP8_c.t1	XP_009103037.2, XP_009113805.1
OG0003722	CP10_g43662_DN3_SP7_c.t1	XP_009102239.1
OG0003723	CP5_g579_DN3_SP8_c.t1	XP_009114388.2
OG0003724	CP10_g43619_DN3_SP0_c.t1	XP_009150709.1
OG0003725	CP10_g43615_DN3_SP0_c.t1	XP_009150707.1, XP_009102202.2
OG0003726	CP5_g1024_DN3_SP0_c.t1	XP_009109023.1, XP_009128436.1
OG0003726	CP10_g43588_DN2_SP0_c.t1	XP_009112602.1
OG0003727	CP2_g48948_DN3_SP0_c.t1	XP_033143397.1, XP_009112742.1
OG0003729	CP11_g32285_DN3_SP0_c.t1	XP_009111706.1, XP_009111700.1, XP_033140504.1, XP_033140503.1, XP_033140497.1
OG0003731	CP4_g24219_DN3_SP2_c.t1	XP_009133699.1, XP_009143102.1
OG0003732	CP13_g20246_DN3_SP0_c.t1	XP_033140622.1
OG0003732	CP4_g24220_DN3_SP0_c.t1	XP_009133698.1, XP_018514845.1, XP_033148387.1
OG0003733	CP4_g24321_DN3_SP0_c.t1	XP_033145015.1
OG0003734	CP4_g24333_DN3_SP5_c.t1	XP_009142237.1
OG0003735	CP4_g24349_DN1_SP0_c.t1	XP_033142580.1, XP_009142962.1
OG0003736	CP10_g42636_DN3_SP3_c.t1	XP_009124925.1, XP_009129661.2, XP_009134894.1
OG0003737	CP10_g42766_DN3_SP8_c.t1	XP_009134980.1, XP_009147062.1, XP_018515182.1
OG0003738	CP10_g42814_DN3_SP3_c.t1	XP_009123965.1, XP_009135020.1, XP_009135017.2, XP_009147004.2
OG0003742	CP12_g30149_DN3_SP8_c.t1	XP_033148110.1
OG0003744	CP12_g30537_DN3_SP0_c.t1	XP_009145456.1
OG0003745	CP3_g14190_DN3_SP4_c.t1	XP_033144782.1, XP_009123761.1, XP_009115882.1
OG0003746	CP1_g36753_DN3_SP8_c.t1, CP13_g20185_DN3_SP0_c.t1	XP_009118713.1, XP_009111169.2
OG0003747	CP1_g36862_DN3_SP1_c.t1	XP_009111039.1, XP_033137378.1
OG0003749	CP7_g46135_DN3_SP0_c.t1	XP_009104495.1
OG0003750	CP7_g46052_DN3_SP0_c.t1	XP_033145369.1, XP_033128350.1, XP_033129017.1, XP_009149128.1
OG0003751	CP7_g46013_DN3_SP0_c.t1	XP_033134953.1
OG0003751	CP7_g46012_DN3_SP0_c.t1	XP_009149180.1, XP_009117664.1
OG0003752	CP9_g28754_DN3_SP4_c.t1	XP_009105797.3, XP_009104921.1
OG0003753	CP9_g28689_DN3_SP4_c.t1	XP_009104946.1, XP_009105736.1
OG0003754	CP5_g2367_DN3_SP0_c.t1	XP_033143495.1
OG0003755	CP13_g19067_DN3_SP8_c.t1	XP_009124664.1, XP_009112870.2
OG0003756	CP13_g20170_DN3_SP0_c.t1	XP_009113927.2, XP_009101722.1
OG0003757	CP1_g38320_DN3_SP8_c.t1	XP_009145022.3
OG0003758	CP9_g28558_DN3_SP8_c.t1	XP_009127743.1, XP_009105510.1
OG0003759	CP1_g38176_DN3_SP0_c.t1, CP2_g49408_DN2_SP0_c.t1	XP_009107308.2, XP_009102050.1, XP_009147906.1
OG0003760	CP5_g38_DN3_SP4_c.t1	XP_009101939.1
OG0003761	CP5_g1800_DN3_SP0_c.t1	XP_009139722.1
OG0003762	CP9_g28440_DN3_SP3_c.t1	XP_009105402.1
OG0003762	CP5_g146_DN3_SP0_c.t1	XP_033129890.1
OG0003763	CP16_g54878_DN3_SP4_c.t1	XP_009112524.1
OG0003764	CP5_g353_DN3_SP1_c.t1	XP_009109329.1, XP_009138435.1, XP_009143191.1
OG0003766	CP11_g32145_DN3_SP0_c.t1, CP5_g3374_DN2_SP0_c.t1, CP29_g22054_DN3_SP0_c.t1, CP11_g32147_DN2_SP0_c.t1	XP_033143207.1, XP_009111333.1
OG0003767	CP8_g54545_DN3_SP0_c.t1	XP_009111384.1
OG0003768	CP5_g1179_DN2_SP0_c.t1	XP_009109108.1, XP_009144272.1, XP_009137771.1
OG0003769	CP7_g44846_DN3_SP0_c.t1	XP_009144784.2, XP_033130713.1
OG0003770	CP8_g53438_DN3_SP0_c.t1	XP_033144444.1, XP_033144445.1
OG0003772	CP5_g1788_DN3_SP0_c.t1	XP_009139728.1
OG0003774	CP7_g45362_DN2_SP0_c.t1	XP_009108078.1, XP_009106131.1
OG0003776	CP6_g7193_DN3_SP0_c.t1	XP_033137268.1, XP_009145792.1, XP_009145812.1, XP_009124841.1
OG0003777	CP6_g7310_DN3_SP0_c.t1	XP_033133731.1
OG0003778	CP4_g25647_DN2_SP0_c.t1	XP_009144257.1
OG0003790	CP11_g32242_DN3_SP8_c.t1	XP_009131590.1, XP_009121396.2, XP_009126178.2, XP_009131589.1
OG0003791	CP11_g32248_DN3_SP4_c.t1	XP_009121399.1
OG0003792	CP11_g32362_DN3_SP0_c.t1	XP_009126091.1, XP_009121515.1
OG0003794	CP11_g32742_DN3_SP8_c.t1	XP_009131243.2, XP_009121909.1
OG0003795	CP11_g32856_DN3_SP6_c.t1	XP_033137622.1, XP_033142819.1, XP_009125283.2
OG0003796	CP11_g32955_DN3_SP6_c.t1	XP_033137508.1, XP_009122537.1, XP_009131121.1, XP_009125346.1, XP_009125349.1
OG0003797	CP11_g33054_DN3_SP0_c.t1, CP2_g48269_DN3_SP0_c.t1	XP_009141509.1
OG0003798	CP19_g18166_DN3_SP7_c.t1	XP_009137476.1, XP_009109236.1, XP_009138580.1
OG0003799	CP4_g25931_DN3_SP0_c.t1	XP_009113037.1, XP_009132759.1, XP_009103655.1
OG0003800	CP4_g25670_DN3_SP8_c.t1	XP_009132760.1, XP_009144270.1
OG0003802	CP4_g25553_DN3_SP1_c.t1	XP_009144029.1
OG0003803	CP4_g25403_DN3_SP7_c.t1, CP1_g36631_DN3_SP3_c.t1	XP_009141317.1
OG0003804	CP19_g18123_DN3_SP8_c.t1	XP_009137505.1, XP_009109222.2
OG0003805	CP20_g3917_DN3_SP7_c.t1	XP_009134124.1
OG0003806	CP4_g25182_DN3_SP0_c.t1	XP_009143646.1
OG0003806	CP7_g44751_DN3_SP6_c.t1	XP_033135660.1
OG0003807	CP7_g44703_DN3_SP0_c.t1	XP_009114926.1
OG0003808	CP2_g49827_DN3_SP0_c.t1	XP_009103448.1, XP_009112358.1
OG0003809	CP9_g28752_DN3_SP0_c.t1	XP_009105790.2
OG0003809	CP2_g47937_DN3_SP0_c.t1	XP_009112105.1
OG0003810	CP3_g14552_DN3_SP0_c.t1	XP_033129394.1
OG0003811	CP3_g14605_DN3_SP1_c.t1	XP_009149864.1
OG0003812	CP2_g48056_DN3_SP4_c.t1	XP_033140340.1, XP_018515299.1
OG0003813	CP2_g47769_DN3_SP8_c.t1	XP_009150616.1
OG0003814	CP2_g48273_DN3_SP0_c.t1	XP_009141528.1
OG0003815	CP11_g32781_DN3_SP0_c.t1	XP_009131212.1, XP_009125809.1
OG0003815	CP2_g48482_DN3_SP0_c.t1	XP_009151102.1
OG0003816	CP8_g54184_DN2_SP0_c.t1	XP_009126523.1, XP_009131857.2, XP_009120687.1
OG0003817	CP8_g54091_DN3_SP8_c.t1	XP_009126588.1, XP_009120605.1
OG0003817	CP3_g14913_DN3_SP2_c.t1	XP_033128477.1
OG0003818	CP8_g53798_DN3_SP2_c.t1	XP_009132091.1, XP_009120316.1
OG0003819	CP8_g53586_DN3_SP5_c.t1	XP_009120115.1
OG0003819	CP19_g17987_DN3_SP8_c.t1	XP_009142415.1
OG0003820	CP8_g53527_DN3_SP1_c.t1	XP_009132381.1, XP_009120059.1
OG0003821	CP8_g53481_DN3_SP8_c.t1	XP_009127036.2
OG0003822	CP8_g53406_DN3_SP0_c.t1	XP_009132443.1, XP_009119963.1, XP_009127098.1
OG0003823	CP11_g33184_DN3_SP0_c.t1	XP_009122367.1
OG0003824	CP161_g50909_DN3_SP0_c.t1, CP11_g33205_DN3_SP0_c.t1, CP161_g50915_DN3_SP2_c.t1	XP_009130918.1, XP_009125635.1
OG0003825	CP3_g15688_DN3_SP0_c.t1	XP_033129921.1
OG0003829	CP19_g17904_DN3_SP0_c.t1	XP_009125178.2, XP_009140077.1
OG0003830	CP9_g29526_DN3_SP8_c.t1	XP_009104562.1, XP_009106605.2, XP_033140012.1
OG0003833	CP7_g46424_DN3_SP0_c.t1	XP_018509510.1
OG0003834	CP7_g46353_DN3_SP2_c.t1	XP_009107081.1, XP_009106909.2
OG0003835	CP3_g14858_DN3_SP0_c.t1	XP_033128506.1
OG0003836	CP3_g14864_DN3_SP5_c.t1	XP_009150062.2
OG0003837	CP12_g30992_DN3_SP1_c.t1	XP_009136120.2
OG0003837	CP6_g9565_DN3_SP8_c.t1	XP_009124135.1
OG0003838	CP6_g7360_DN3_SP0_c.t1	XP_033144790.1, XP_033128487.1
OG0003840	CP7_g45904_DN3_SP1_c.t1	XP_009149295.1
OG0003841	CP9_g28515_DN3_SP0_c.t1, CP7_g46215_DN3_SP0_c.t1	XP_009127713.1, XP_009105009.1, XP_009105008.1, XP_018508853.1
OG0003842	CP9_g28582_DN3_SP5_c.t1	XP_009105642.1
OG0003844	CP1_g38046_DN3_SP5_c.t1	XP_009135689.1
OG0003845	CP16_g55180_DN1_SP0_c.t1	XP_018514019.2
OG0003846	CP5_g1503_DN3_SP0_c.t1	XP_009139913.1
OG0003848	CP2_g47601_DN3_SP5_c.t1	XP_009112330.1
OG0003849	CP19_g18285_DN3_SP7_c.t1	XP_009137382.2, XP_009137322.1, XP_009109299.1
OG0003850	CP19_g18319_DN3_SP7_c.t1	XP_009136980.1
OG0003851	CP10_g42094_DN3_SP2_c.t1	XP_009124821.1
OG0003852	CP10_g42134_DN3_SP1_c.t1	XP_018513294.1
OG0003853	CP3_g13220_DN3_SP0_c.t1	XP_033136370.1
OG0003854	CP4_g24202_DN3_SP8_c.t1	XP_009133723.1, XP_009142326.2
OG0003855	CP3_g13454_DN3_SP3_c.t1	XP_009116590.1, XP_009138926.1, XP_009104189.1
OG0003856	CP3_g13529_DN3_SP1_c.t1	XP_009104118.1, XP_033136066.1
OG0003857	CP3_g13550_DN3_SP0_c.t1	XP_009138994.1, XP_018510367.1
OG0003858	CP4_g24507_DN3_SP0_c.t1	XP_009142039.1
OG0003859	CP3_g13955_DN2_SP6_c.t1	XP_009139268.1, XP_009103899.1, XP_009139267.1
OG0003860	CP13_g19670_DN3_SP0_c.t1	XP_009101348.1, XP_009129238.1
OG0003861	CP12_g31045_DN3_SP0_c.t1	XP_009102392.1
OG0003862	CP12_g30825_DN3_SP0_c.t1	XP_009135889.1, XP_009102514.1
OG0003863	CP9_g28413_DN3_SP8_c.t1	XP_009127626.1
OG0003865	CP4_g25007_DN2_SP1_c.t1	XP_009133146.1, XP_009143510.1
OG0003866	CP4_g25051_DN3_SP6_c.t1	XP_009143546.1
OG0003867	CP16_g54879_DN3_SP8_c.t1	XP_033134559.1
OG0003867	CP5_g202_DN3_SP5_c.t1	XP_009109420.1
OG0003868	CP46_g6631_DN3_SP3_c.t1	XP_009107480.2, XP_009145048.1
OG0003869	CP7_g44525_DN2_SP0_c.t1	XP_033136133.1, XP_033147551.1
OG0003870	CP7_g44527_DN3_SP1_c.t1	XP_009114789.1
OG0003871	CP20_g4252_DN3_SP0_c.t1	XP_009108222.1
OG0003871	CP2_g48940_DN2_SP0_c.t1	XP_009112746.1, XP_009112949.1
OG0003872	CP20_g4346_DN3_SP8_c.t1	XP_009108164.1, XP_018513282.2, XP_009128674.2
OG0003873	CP12_g29847_DN3_SP1_c.t1	XP_009112672.1, XP_009102019.1
OG0003874	CP4_g24033_DN3_SP0_c.t1	XP_009142460.2, XP_009133791.2, XP_009142591.1
OG0003876	CP4_g24475_DN3_SP0_c.t1	XP_009142848.1
OG0003877	CP4_g24526_DN3_SP0_c.t1	XP_033145662.1, XP_033148435.1
OG0003878	CP4_g24570_DN3_SP8_c.t1	XP_009141994.2, XP_009142746.1
OG0003879	CP10_g42290_DN3_SP7_c.t1	XP_009130320.1
OG0003880	CP2_g48768_DN3_SP2_c.t1	XP_033147230.1, XP_009124437.1, XP_009129738.1
OG0003881	CP10_g42792_DN3_SP8_c.t1	XP_009117210.2, XP_009134994.1, XP_009147022.1, XP_009124116.1
OG0003882	CP10_g43101_DN3_SP5_c.t1	XP_009135164.1
OG0003883	CP10_g43922_DN3_SP0_c.t1	XP_009112391.1
OG0003884	CP12_g29919_DN3_SP3_c.t1	XP_018513054.2, XP_033148683.1, XP_009146201.1
OG0003885	CP1_g36519_DN3_SP0_c.t1	XP_009119658.1
OG0003886	CP8_g53139_DN3_SP7_c.t1	XP_009127262.1
OG0003887	CP4_g25157_DN3_SP4_c.t1	XP_009139469.1, XP_009136673.1
OG0003889	CP1_g36547_DN3_SP0_c.t1	XP_009118598.1, XP_009111053.1, XP_009111055.2, XP_033137668.1, XP_033137667.1
OG0003890	CP7_g44690_DN2_SP0_c.t1	XP_009108927.1
OG0003891	CP2_g48614_DN3_SP1_c.t1	XP_009148150.2, XP_009110867.2, XP_009118335.1
OG0003892	CP1_g37183_DN3_SP0_c.t1	XP_033128728.1, XP_009110856.1
OG0003894	CP1_g37236_DN3_SP6_c.t1	XP_009110818.1, XP_009148253.2, XP_009118312.1
OG0003895	CP1_g37545_DN2_SP0_c.t1, CP2_g48984_DN3_SP0_c.t1	XP_009118080.1
OG0003896	CP7_g45930_DN2_SP0_c.t1	XP_009110357.1
OG0003897	CP7_g45883_DN2_SP0_c.t1	XP_009149358.1, XP_009110326.1
OG0003898	CP7_g45858_DN2_SP0_c.t1	XP_009117573.1
OG0003898	CP7_g45857_DN2_SP0_c.t1	XP_033130084.1
OG0003900	CP8_g54522_DN3_SP0_c.t1	XP_009128521.1
OG0003902	CP2_g49171_DN3_SP0_c.t1	XP_009104389.1
OG0003903	CP2_g49523_DN3_SP6_c.t1	XP_009113337.1
OG0003905	CP13_g19728_DN3_SP1_c.t1	XP_033136857.1, XP_009128986.1, XP_009101398.1
OG0003906	CP16_g54723_DN3_SP8_c.t1	XP_009117458.1
OG0003906	CP5_g39_DN3_SP5_c.t1	XP_009101940.1
OG0003907	CP3_g14694_DN3_SP0_c.t1	XP_009150240.1, XP_009149934.1
OG0003907	CP8_g53892_DN3_SP0_c.t1	XP_009120394.1
OG0003908	CP5_g362_DN3_SP0_c.t1	XP_033143702.1, XP_009143836.1, XP_009109312.1
OG0003909	CP12_g31295_DN2_SP0_c.t1	XP_009107945.1
OG0003909	CP20_g4170_DN3_SP0_c.t1	XP_009128963.1
OG0003910	CP5_g574_DN3_SP5_c.t1	XP_033132475.1, XP_009138288.2
OG0003911	CP5_g881_DN3_SP6_c.t1	XP_009108946.1, XP_009127223.1
OG0003912	CP7_g45460_DN3_SP6_c.t1	XP_018509116.2
OG0003913	CP5_g1212_DN3_SP8_c.t1	XP_009109123.1
OG0003914	CP13_g19903_DN2_SP0_c.t1, CP18_g12552_DN1_SP0_c.t1	XP_033134463.1, XP_009118580.1
OG0003916	CP7_g45025_DN3_SP0_c.t1	XP_009102891.1, XP_009113639.1
OG0003916	CP9_g29437_DN3_SP0_c.t1	XP_033130892.1
OG0003917	CP20_g4008_DN2_SP0_c.t1	XP_009134138.2
OG0003917	CP75_g34150_DN1_SP0_c.t1	XP_033135797.1
OG0003919	CP3_g15784_DN1_SP0_c.t1	XP_009123718.1
OG0003920	CP16_g54886_DN3_SP0_c.t1	XP_033146396.1
OG0003922	CP13_g19108_DN3_SP2_c.t1	XP_009111795.1, XP_018511869.1, XP_009151770.1
OG0003923	CP2_g49405_DN3_SP0_c.t1	XP_009136723.1
OG0003924	CP3_g15590_DN2_SP0_c.t1, CP1_g38390_DN1_SP0_c.t1, CP321_g27091_DN1_SP0_c.t1	XP_009106516.2, XP_033135514.1, XP_033136515.1, XP_033141189.1
OG0003925	CP2_g48228_DN1_SP0_c.t1	XP_009111959.1
OG0003927	CP11_g32298_DN3_SP1_c.t1	XP_033137416.1, XP_009121460.2, XP_033133010.1, XP_033139990.1, XP_033141881.1, XP_033141885.1
OG0003929	CP29_g22108_DN3_SP8_c.t1	XP_009113501.1
OG0003930	CP13_g20175_DN3_SP0_c.t1, CP13_g20091_DN3_SP0_c.t1, CP12_g29920_DN3_SP0_c.t1, CP13_g20090_DN2_SP0_c.t1	XP_009101631.2, XP_033128307.1
OG0003941	CP10_g43809_DN3_SP8_c.t1	XP_009131455.1, XP_009121597.1, XP_009126039.1
OG0003942	CP11_g32543_DN3_SP2_c.t1	XP_009121681.2, XP_009125967.1, XP_009131395.2
OG0003943	CP11_g32596_DN3_SP8_c.t1	XP_009125940.1
OG0003944	CP11_g32671_DN3_SP0_c.t1	XP_009125872.1, XP_033137459.1, XP_009121823.1
OG0003945	CP2_g48501_DN3_SP0_c.t1	XP_033134881.1, XP_033140491.1, XP_033129744.1
OG0003946	CP10_g44087_DN3_SP1_c.t1	XP_009104988.1
OG0003948	CP2_g48448_DN3_SP2_c.t1, CP11_g32806_DN3_SP7_c.t1	XP_033141611.1, XP_009121971.1
OG0003949	CP2_g48603_DN3_SP8_c.t1	XP_009129865.1
OG0003950	CP11_g33067_DN3_SP2_c.t1	XP_009131050.1, XP_009122437.1
OG0003951	CP2_g48246_DN3_SP7_c.t1	XP_009136387.1
OG0003951	CP11_g33069_DN3_SP5_c.t1	XP_009122433.1
OG0003952	CP11_g33075_DN3_SP8_c.t1	XP_018511115.1, XP_009131040.1, XP_009125719.1
OG0003953	CP11_g33131_DN2_SP5_c.t1	XP_009125695.1
OG0003953	CP2_g48154_DN3_SP8_c.t1	XP_018512957.1
OG0003954	CP19_g18164_DN3_SP3_c.t1	XP_009137478.2, XP_009138596.2
OG0003955	CP19_g18182_DN3_SP0_c.t1	XP_009109238.1, XP_009137468.1, XP_009138422.1
OG0003956	CP4_g26054_DN1_SP0_c.t1	XP_009140803.1
OG0003957	CP4_g26033_DN2_SP8_c.t1	XP_009103610.1, XP_033145831.1, XP_033138864.1, XP_009140811.2, XP_033143930.1
OG0003958	CP4_g25751_DN3_SP8_c.t1	XP_009144330.1, XP_009141040.2, XP_009133152.2
OG0003959	CP4_g25407_DN3_SP8_c.t1	XP_009132928.1, XP_033147665.1, XP_009141312.1
OG0003960	CP1_g36654_DN3_SP8_c.t1	XP_009119323.2, XP_009111119.1, XP_009118658.1
OG0003962	CP7_g44955_DN3_SP0_c.t1	XP_009115230.1
OG0003964	CP4_g24716_DN3_SP3_c.t1	XP_033146503.1
OG0003965	CP11_g32028_DN2_SP5_c.t1	XP_033142115.1, XP_033134578.1, XP_033139731.1
OG0003967	CP2_g47891_DN2_SP2_c.t1	XP_009150482.1, XP_009130440.1
OG0003968	CP2_g47938_DN3_SP0_c.t1	XP_009150422.2, XP_009130269.1
OG0003970	CP2_g48149_DN3_SP8_c.t1	XP_009137072.2, XP_033135278.1, XP_009130169.2
OG0003972	CP2_g48185_DN3_SP0_c.t1	XP_033142368.1, XP_033138973.1, XP_033138971.1, XP_033142370.1, XP_018510408.1
OG0003973	CP2_g48210_DN3_SP8_c.t1	XP_009130143.1
OG0003974	CP2_g48282_DN3_SP8_c.t1	XP_009141573.1, XP_033129555.1
OG0003975	CP2_g48300_DN3_SP0_c.t1	XP_009149787.1
OG0003975	CP3_g14489_DN3_SP8_c.t1	XP_009151585.1
OG0003976	CP2_g48474_DN3_SP6_c.t1	XP_009129949.1
OG0003977	CP2_g48490_DN3_SP0_c.t1	XP_009151112.2, XP_009151111.2
OG0003978	CP1_g37465_DN3_SP8_c.t1	XP_009148497.2, XP_009110706.1
OG0003979	CP8_g54055_DN1_SP0_c.t1, CP11_g31951_DN2_SP0_c.t1	XP_009126617.1, XP_009120564.1
OG0003980	CP8_g54049_DN3_SP0_c.t1	XP_009120545.2
OG0003981	CP13_g19350_DN3_SP0_c.t1	XP_009152040.1, XP_009135363.1, XP_033140851.1
OG0003983	CP8_g53882_DN3_SP0_c.t1	XP_009126735.2, XP_009120391.1
OG0003984	CP8_g53857_DN3_SP7_c.t1	XP_018512814.1, XP_009132038.2, XP_009120370.1
OG0003985	CP8_g53750_DN3_SP8_c.t1	XP_009120268.1
OG0003986	CP8_g53609_DN3_SP0_c.t1	XP_009126956.1, XP_009132326.1, XP_009120140.1
OG0003987	CP3_g14477_DN3_SP0_c.t1	XP_033132515.1, XP_009150165.2
OG0003988	CP8_g53407_DN3_SP6_c.t1	XP_009132442.1, XP_009127097.2, XP_009119965.1
OG0003989	CP11_g33293_DN2_SP0_c.t1	XP_009122389.1, XP_009125671.2, XP_009130975.2
OG0003990	CP8_g53291_DN3_SP0_c.t1	XP_009132660.1, XP_009127182.1
OG0003992	CP11_g33392_DN3_SP8_c.t1	XP_009130857.1, XP_033137509.1, XP_009125585.1
OG0003993	CP11_g33432_DN3_SP6_c.t1	XP_009122581.2
OG0003993	CP10_g43019_DN3_SP5_c.t1	XP_009122764.2, XP_009135116.1
OG0003994	CP11_g33553_DN3_SP3_c.t1	XP_009130754.1, XP_009125500.1
OG0003995	CP11_g33644_DN3_SP1_c.t1	XP_009122787.2, XP_009130693.1, XP_009125443.1
