Orthogroup	Conringia_planisiliqua	Brassica_oleracea
OG0001654	CP7_g44699_DN3_SP0_c.t1, CP7_g44708_DN3_SP0_c.t1, CP7_g44704_DN3_SP0_c.t1	XP_013639415.1
OG0001655	CP9_g27789_DN3_SP3_c.t1	XP_013619513.1, XP_013590834.1
OG0001655	CP6_g6794_DN3_SP4_c.t1	XP_013614719.1, XP_013635334.1, XP_013592725.1
OG0001656	CP9_g29290_DN3_SP8_c.t1	XP_013592504.1
OG0001656	CP7_g45680_DN3_SP6_c.t1	XP_013602367.1, XP_013594120.1, XP_013587614.1
OG0001657	CP5_g465_DN3_SP7_c.t1	XP_013598452.1, XP_013630719.1
OG0001657	CP10_g43802_DN3_SP6_c.t1	XP_013613301.1, XP_013630268.1
OG0001658	CP10_g43735_DN3_SP0_c.t1	XP_013593384.1
OG0001658	CP5_g407_DN3_SP0_c.t1	XP_013626341.1, XP_013614869.1, XP_013598422.1
OG0001659	CP7_g46474_DN3_SP8_c.t1	XP_013625042.1
OG0001659	CP10_g43232_DN3_SP0_c.t1	XP_013586855.1, XP_013628744.1
OG0001660	CP10_g43405_DN3_SP8_c.t1	XP_013622811.1, XP_013585953.1, XP_013610481.1
OG0001661	CP7_g46224_DN2_SP0_c.t1	XP_013590273.1
OG0001661	CP10_g43505_DN1_SP0_c.t1	XP_013638027.1
OG0001662	CP3_g14123_DN3_SP0_c.t1	XP_013631410.1, XP_013602637.1, XP_013595369.1
OG0001663	CP4_g25113_DN2_SP0_c.t1	XP_013627226.1, XP_013635314.1
OG0001663	CP3_g14084_DN3_SP0_c.t1	XP_013634746.1
OG0001664	CP4_g25089_DN3_SP0_c.t1	XP_013634833.1, XP_013635555.1
OG0001664	CP3_g14067_DN3_SP0_c.t1	XP_013592090.1
OG0001665	CP3_g14066_DN3_SP7_c.t1	XP_013603487.1
OG0001665	CP4_g25088_DN3_SP7_c.t1	XP_013630506.1, XP_013630922.1, XP_013637213.1
OG0001666	CP6_g7447_DN3_SP0_c.t1	XP_013601946.1
OG0001666	CP12_g30638_DN3_SP3_c.t1	XP_013607430.1, XP_013585794.1
OG0001667	CP6_g7297_DN2_SP0_c.t1	XP_013598868.1
OG0001667	CP12_g30008_DN2_SP0_c.t1	XP_013629111.1, XP_013584350.1
OG0001668	CP12_g30016_DN3_SP5_c.t1	XP_013609597.1
OG0001668	CP6_g7279_DN3_SP7_c.t1	XP_013596398.1
OG0001669	CP6_g7276_DN3_SP3_c.t1	XP_013593519.1
OG0001669	CP6_g7274_DN3_SP2_c.t1	XP_013598619.1, XP_013603077.1
OG0001670	CP9_g29042_DN3_SP3_c.t1	XP_013590925.1, XP_013619519.1
OG0001670	CP9_g29043_DN3_SP8_c.t1	XP_013616425.1
OG0001671	CP13_g19189_DN3_SP0_c.t1, CP13_g19188_DN3_SP0_c.t1	XP_013619084.1
OG0001672	CP13_g19351_DN3_SP0_c.t1	XP_013612615.1
OG0001672	CP1_g37594_DN3_SP0_c.t1	XP_013604463.1
OG0001673	CP13_g19408_DN3_SP4_c.t1	XP_013616041.1
OG0001673	CP1_g37646_DN3_SP8_c.t1	XP_013638203.1, XP_013599910.1
OG0001674	CP12_g30297_DN3_SP8_c.t1	XP_013608402.1, XP_013587548.1
OG0001674	CP1_g38119_DN3_SP3_c.t1	XP_013600488.1
OG0001675	CP1_g38081_DN3_SP8_c.t1	XP_013591369.1, XP_013638441.1, XP_013592814.1, XP_013592764.1, XP_013592797.1
OG0001676	CP12_g30455_DN3_SP0_c.t1	XP_013590733.1
OG0001676	CP1_g37985_DN3_SP0_c.t1	XP_013592328.1
OG0001677	CP12_g30001_DN3_SP0_c.t1	XP_013638491.1
OG0001677	CP1_g37925_DN3_SP8_c.t1	XP_013630668.1, XP_013592757.1, XP_013592900.1
OG0001678	CP1_g37914_DN3_SP1_c.t1	XP_013631909.1
OG0001679	CP1_g37854_DN3_SP7_c.t1	XP_013591775.1, XP_013592089.1, XP_013622736.1
OG0001679	CP12_g29901_DN3_SP5_c.t1	XP_013636704.1
OG0001682	CP13_g19781_DN3_SP4_c.t1	XP_013610858.1, XP_013593133.1
OG0001682	CP6_g7072_DN3_SP3_c.t1	XP_013595059.1
OG0001683	CP10_g43912_DN3_SP8_c.t1	XP_013630754.1, XP_013611605.1
OG0001683	CP5_g516_DN3_SP6_c.t1	XP_013626907.1, XP_013604631.1
OG0001684	CP10_g43895_DN3_SP8_c.t1	XP_013626061.1, XP_013595710.1
OG0001684	CP5_g510_DN3_SP8_c.t1	XP_013598156.1, XP_013635521.1
OG0001686	CP19_g18464_DN3_SP8_c.t1	XP_013630103.1, XP_013625685.1
OG0001686	CP11_g31827_DN3_SP7_c.t1	XP_013628966.1
OG0001687	CP19_g18506_DN3_SP8_c.t1	XP_013598335.1, XP_013623372.1
OG0001687	CP11_g31876_DN3_SP8_c.t1	XP_013612720.1
OG0001688	CP12_g30923_DN3_SP0_c.t1	XP_013627028.1
OG0001689	CP7_g44178_DN3_SP8_c.t1	XP_013587392.1, XP_013600714.1
OG0001689	CP20_g4039_DN3_SP8_c.t1	XP_013630137.1
OG0001690	CP3_g13099_DN2_SP0_c.t1	XP_013634510.1, XP_013616744.1, XP_013602084.1
OG0001691	CP3_g13117_DN3_SP8_c.t1	XP_013634118.1
OG0001691	CP4_g23958_DN3_SP4_c.t1	XP_013632226.1, XP_013629638.1
OG0001692	CP3_g13132_DN3_SP8_c.t1	XP_013604107.1
OG0001692	CP1_g38301_DN3_SP6_c.t1	XP_013587013.1, XP_013591425.1
OG0001693	CP4_g24024_DN3_SP0_c.t1	XP_013634195.1
OG0001693	CP3_g13182_DN3_SP0_c.t1	XP_013615363.1, XP_013605863.1, XP_013590173.1
OG0001694	CP5_g1582_DN2_SP0_c.t1, CP5_g1575_DN1_SP0_c.t1	XP_013597253.1, XP_013633194.1
OG0001695	CP3_g13363_DN3_SP8_c.t1	XP_013605196.1, XP_013590052.1
OG0001695	CP4_g24250_DN3_SP8_c.t1	XP_013637145.1
OG0001696	CP3_g13364_DN3_SP8_c.t1	XP_013605197.1, XP_013588531.1
OG0001696	CP4_g24261_DN3_SP8_c.t1	XP_013635470.1, XP_013622639.1
OG0001697	CP4_g24403_DN3_SP8_c.t1	XP_013622261.1, XP_013632104.1
OG0001697	CP3_g13450_DN3_SP8_c.t1	XP_013604715.1
OG0001698	CP4_g24446_DN3_SP8_c.t1	XP_013632198.1
OG0001698	CP3_g13478_DN3_SP8_c.t1	XP_013634034.1, XP_013592413.1, XP_013605337.1
OG0001699	CP4_g24495_DN3_SP2_c.t1	XP_013636341.1
OG0001699	CP3_g13568_DN3_SP3_c.t1	XP_013605919.1, XP_013633542.1, XP_013588353.1
OG0001700	CP3_g13652_DN3_SP0_c.t1	XP_013615108.1
OG0001700	CP3_g13653_DN3_SP0_c.t1	XP_013596868.1
OG0001700	CP3_g13650_DN3_SP1_c.t1	XP_013634961.1
OG0001701	CP3_g13902_DN3_SP8_c.t1	XP_013604403.1
OG0001701	CP4_g24841_DN3_SP7_c.t1	XP_013630599.1
OG0001702	CP8_g53338_DN2_SP0_c.t1	XP_013633015.1, XP_013616652.1
OG0001703	CP12_g31066_DN3_SP0_c.t1	XP_013631214.1
OG0001704	CP15_g35740_DN3_SP0_c.t1	XP_013630687.1, XP_013619372.1, XP_013625626.1
OG0001705	CP4_g24729_DN3_SP7_c.t1	XP_013633927.1, XP_013625475.1, XP_013633716.1
OG0001707	CP29_g22009_DN2_SP0_c.t1, CP29_g22000_DN2_SP0_c.t1	XP_013628792.1
OG0001708	CP20_g4156_DN3_SP8_c.t1	XP_013625828.1, XP_013611007.1
OG0001708	CP7_g45501_DN3_SP8_c.t1	XP_013593329.1, XP_013586396.1
OG0001709	CP20_g4218_DN3_SP6_c.t1	XP_013614181.1
OG0001709	CP7_g44573_DN3_SP8_c.t1	XP_013588344.1, XP_013600208.1
OG0001710	CP10_g42591_DN3_SP3_c.t1	XP_013591991.1, XP_013585818.1
OG0001710	CP2_g48539_DN3_SP0_c.t1	XP_013619848.1, XP_013593402.1
OG0001711	CP10_g42501_DN3_SP0_c.t1	XP_013586466.1
OG0001712	CP10_g42491_DN3_SP8_c.t1	XP_013587125.1
OG0001712	CP2_g48627_DN3_SP8_c.t1	XP_013621287.1, XP_013611175.1
OG0001713	CP4_g24377_DN3_SP0_c.t1	XP_013634437.1, XP_013632263.1
OG0001713	CP4_g24378_DN3_SP0_c.t1	XP_013634954.1, XP_013634959.1
OG0001715	CP10_g42318_DN3_SP2_c.t1	XP_013585337.1, XP_013585290.1
OG0001715	CP16_g54866_DN2_SP0_c.t1	XP_013592671.1, XP_013592824.1
OG0001716	CP1_g37145_DN3_SP8_c.t1	XP_013604965.1, XP_013585611.1, XP_013614164.1
OG0001716	CP10_g42439_DN3_SP7_c.t1	XP_013638622.1
OG0001717	CP12_g30014_DN3_SP6_c.t1	XP_013585081.1
OG0001718	CP4_g26067_DN3_SP0_c.t1	XP_013607510.1, XP_013589019.1
OG0001719	CP10_g42632_DN3_SP8_c.t1	XP_013625659.1, XP_013586092.1
OG0001719	CP8_g54450_DN3_SP8_c.t1	XP_013606549.1
OG0001720	CP10_g42642_DN3_SP8_c.t1	XP_013586508.1, XP_013623184.1
OG0001720	CP8_g54477_DN3_SP8_c.t1	XP_013611301.1
OG0001721	CP10_g42651_DN3_SP0_c.t1	XP_013627671.1, XP_013593277.1, XP_013587798.1
OG0001721	CP10_g42650_DN3_SP0_c.t1	XP_013639194.1, XP_013583908.1
OG0001722	CP10_g42678_DN3_SP7_c.t1	XP_013584891.1, XP_013585696.1
OG0001722	CP10_g42677_DN3_SP3_c.t1	XP_013626847.1
OG0001723	CP10_g42706_DN3_SP7_c.t1	XP_013587525.1
OG0001723	CP2_g48739_DN3_SP7_c.t1	XP_013614131.1
OG0001724	CP14_g23240_DN3_SP8_c.t1	XP_013606889.1
OG0001724	CP10_g42941_DN3_SP8_c.t1	XP_013627991.1, XP_013638320.1
OG0001725	CP16_g55041_DN3_SP8_c.t1	XP_013636253.1
OG0001725	CP10_g43109_DN3_SP0_c.t1	XP_013638038.1, XP_013589046.1
OG0001726	CP12_g30133_DN3_SP8_c.t1	XP_013638081.1
OG0001726	CP1_g38264_DN3_SP8_c.t1	XP_013588543.1
OG0001727	CP1_g38235_DN3_SP0_c.t1	XP_013590413.1, XP_013603035.1
OG0001728	CP5_g1203_DN3_SP8_c.t1	XP_013596582.1, XP_013601113.1
OG0001728	CP8_g53238_DN3_SP8_c.t1	XP_013630240.1, XP_013619543.1
OG0001729	CP3_g14224_DN3_SP0_c.t1	XP_013639505.1, XP_013602300.1
OG0001729	CP3_g14223_DN3_SP0_c.t1	XP_013638459.1
OG0001730	CP1_g36475_DN3_SP0_c.t1	XP_013584478.1
OG0001730	CP8_g54584_DN3_SP1_c.t1	XP_013611973.1, XP_013630509.1
OG0001731	CP8_g54578_DN3_SP3_c.t1	XP_013610245.1, XP_013619456.1, XP_013628635.1
OG0001731	CP1_g36478_DN2_SP7_c.t1	XP_013627900.1, XP_013603708.1
OG0001732	CP11_g32124_DN3_SP5_c.t1	XP_013608733.1
OG0001732	CP1_g36541_DN3_SP0_c.t1	XP_013585761.1, XP_013603241.1
OG0001734	CP2_g49520_DN3_SP8_c.t1	XP_013637560.1, XP_013620408.1
OG0001734	CP1_g37262_DN3_SP8_c.t1	XP_013586020.1
OG0001735	CP2_g49202_DN3_SP5_c.t1	XP_013610413.1, XP_013637332.1, XP_013612906.1
OG0001735	CP1_g37393_DN3_SP8_c.t1	XP_013605724.1, XP_013585540.1
OG0001736	CP2_g49155_DN3_SP8_c.t1	XP_013606604.1, XP_013631721.1, XP_013619211.1
OG0001736	CP1_g37413_DN3_SP8_c.t1	XP_013583513.1
OG0001737	CP6_g7288_DN3_SP0_c.t1	XP_013596767.1
OG0001737	CP1_g37499_DN3_SP0_c.t1	XP_013585270.1
OG0001737	CP1_g37500_DN3_SP5_c.t1	XP_013584932.1
OG0001738	CP2_g49028_DN1_SP0_c.t1	XP_013615459.1, XP_013609437.1
OG0001738	CP1_g37517_DN1_SP0_c.t1	XP_013638140.1
OG0001739	CP1_g37611_DN3_SP0_c.t1	XP_013600701.1
OG0001740	CP9_g28722_DN3_SP8_c.t1	XP_013591753.1, XP_013591894.1
OG0001740	CP7_g45477_DN3_SP8_c.t1	XP_013599383.1, XP_013603596.1
OG0001741	CP5_g217_DN3_SP8_c.t1	XP_013607410.1, XP_013629759.1
OG0001741	CP9_g28761_DN3_SP8_c.t1	XP_013592155.1, XP_013592395.1
OG0001742	CP9_g28671_DN3_SP5_c.t1	XP_013612847.1, XP_013614122.1
OG0001742	CP7_g45447_DN3_SP7_c.t1	XP_013600952.1, XP_013584266.1
OG0001743	CP7_g45403_DN3_SP8_c.t1	XP_013602024.1
OG0001744	CP2_g49122_DN1_SP0_c.t1	XP_013615155.1
OG0001745	CP5_g160_DN3_SP8_c.t1	XP_013596237.1, XP_013638561.1, XP_013626251.1
OG0001745	CP16_g54846_DN3_SP4_c.t1	XP_013632188.1
OG0001746	CP16_g54874_DN3_SP8_c.t1	XP_013631195.1, XP_013605522.1
OG0001746	CP5_g196_DN3_SP7_c.t1	XP_013623152.1, XP_013609150.1
OG0001747	CP5_g252_DN3_SP8_c.t1	XP_013587508.1, XP_013593873.1, XP_013625835.1
OG0001747	CP16_g54937_DN3_SP7_c.t1	XP_013635237.1
OG0001748	CP12_g30340_DN3_SP8_c.t1	XP_013586863.1
OG0001748	CP1_g38078_DN3_SP8_c.t1	XP_013586605.1, XP_013591615.1, XP_013589004.1
OG0001749	CP10_g43919_DN3_SP0_c.t1	XP_013596976.1, XP_013626758.1
OG0001749	CP5_g532_DN2_SP0_c.t1	XP_013585716.1
OG0001750	CP5_g838_DN3_SP0_c.t1	XP_013620599.1
OG0001750	CP5_g837_DN3_SP0_c.t1	XP_013597030.1, XP_013591088.1
OG0001751	CP5_g899_DN3_SP0_c.t1, CP21_g10502_DN3_SP0_c.t1, CP21_g10507_DN3_SP0_c.t1	XP_013597725.1
OG0001751	CP7_g45335_DN3_SP0_c.t1	XP_013639379.1
OG0001752	CP7_g45401_DN3_SP0_c.t1	XP_013587504.1
OG0001752	CP7_g45402_DN2_SP0_c.t1	XP_013598940.1
OG0001754	CP10_g44001_DN3_SP3_c.t1, CP10_g43997_DN3_SP6_c.t1	XP_013598395.1, XP_013596981.1
OG0001755	CP3_g14957_DN3_SP0_c.t1	XP_013627970.1
OG0001755	CP3_g14958_DN3_SP0_c.t1	XP_013624558.1
OG0001759	CP3_g16376_DN1_SP0_c.t1, CP3_g16374_DN1_SP0_c.t1, CP3_g16373_DN1_SP0_c.t1	XP_013639485.1
OG0001763	CP10_g42342_DN3_SP2_c.t1	XP_013625357.1
OG0001763	CP11_g32216_DN3_SP8_c.t1	XP_013608861.1
OG0001764	CP11_g32294_DN3_SP2_c.t1	XP_013611686.1
OG0001764	CP10_g42288_DN3_SP0_c.t1	XP_013584978.1
OG0001765	CP11_g32329_DN3_SP8_c.t1	XP_013629349.1
OG0001765	CP10_g42269_DN3_SP8_c.t1	XP_013630420.1, XP_013632761.1, XP_013587168.1
OG0001766	CP11_g32338_DN3_SP0_c.t1	XP_013610843.1, XP_013621212.1
OG0001766	CP11_g32336_DN3_SP0_c.t1	XP_013628655.1, XP_013628654.1
OG0001767	CP1_g37429_DN3_SP0_c.t1	XP_013583492.1
OG0001768	CP9_g28643_DN3_SP8_c.t1	XP_013592812.1, XP_013621642.1
OG0001768	CP11_g32482_DN3_SP8_c.t1	XP_013620687.1
OG0001769	CP10_g42126_DN3_SP0_c.t1	XP_013583563.1, XP_013623707.1
OG0001769	CP11_g32529_DN3_SP0_c.t1	XP_013627353.1, XP_013610109.1
OG0001770	CP9_g29656_DN3_SP8_c.t1	XP_013620406.1, XP_013591248.1
OG0001770	CP11_g32548_DN3_SP7_c.t1	XP_013618232.1
OG0001771	CP7_g44750_DN3_SP3_c.t1	XP_013593276.1
OG0001772	CP11_g32872_DN3_SP8_c.t1	XP_013621525.1, XP_013628577.1
OG0001772	CP2_g47732_DN3_SP8_c.t1	XP_013628521.1
OG0001773	CP11_g32886_DN3_SP0_c.t1	XP_013627312.1, XP_013610069.1, XP_013618733.1
OG0001774	CP11_g33090_DN3_SP8_c.t1	XP_013625590.1
OG0001774	CP2_g48209_DN3_SP8_c.t1	XP_013607058.1, XP_013596245.1
OG0001775	CP11_g33132_DN3_SP1_c.t1	XP_013609344.1
OG0001775	CP2_g48147_DN3_SP0_c.t1	XP_013597617.1
OG0001776	CP1_g36744_DN3_SP0_c.t1	XP_013587720.1
OG0001776	CP11_g32008_DN3_SP1_c.t1, CP11_g32009_DN3_SP0_c.t1	XP_013615873.1
OG0001777	CP1_g37032_DN3_SP8_c.t1	XP_013599708.1
OG0001777	CP4_g25835_DN3_SP8_c.t1	XP_013636477.1
OG0001778	CP4_g25812_DN3_SP6_c.t1	XP_013630931.1
OG0001779	CP4_g25791_DN3_SP0_c.t1	XP_013637358.1
OG0001779	CP1_g37021_DN3_SP8_c.t1	XP_013602265.1
OG0001780	CP1_g36988_DN3_SP8_c.t1	XP_013638712.1
OG0001780	CP4_g25742_DN3_SP8_c.t1	XP_013631883.1, XP_013636422.1
OG0001781	CP1_g36907_DN3_SP1_c.t1	XP_013584762.1
OG0001781	CP4_g25627_DN3_SP2_c.t1	XP_013634648.1, XP_013633827.1
OG0001782	CP4_g25429_DN3_SP6_c.t1, CP4_g25430_DN3_SP3_c.t1	XP_013621828.1, XP_013631117.1
OG0001782	CP12_g30808_DN3_SP6_c.t1	XP_013629134.1
OG0001783	CP13_g20199_DN3_SP8_c.t1	XP_013595759.1, XP_013607238.1
OG0001783	CP1_g36685_DN3_SP8_c.t1	XP_013602057.1
OG0001784	CP19_g18122_DN3_SP7_c.t1	XP_013617970.1
OG0001784	CP8_g53051_DN3_SP0_c.t1	XP_013626734.1, XP_013610579.1, XP_013619137.1
OG0001785	CP8_g53141_DN3_SP8_c.t1	XP_013622362.1, XP_013612061.1
OG0001785	CP19_g18099_DN3_SP4_c.t1	XP_013618608.1
OG0001787	CP13_g20435_DN3_SP0_c.t1	XP_013600648.1, XP_013610748.1
OG0001787	CP1_g38642_DN3_SP0_c.t1	XP_013592044.1
OG0001788	CP7_g45116_DN3_SP0_c.t1	XP_013596944.1
OG0001788	CP13_g20373_DN3_SP0_c.t1	XP_013635440.1, XP_013610494.1
OG0001789	CP7_g44865_DN3_SP8_c.t1	XP_013628503.1, XP_013585924.1
OG0001789	CP4_g25274_DN3_SP8_c.t1	XP_013636038.1
OG0001793	CP7_g45158_DN3_SP2_c.t1	XP_013583740.1, XP_013622699.1
OG0001793	CP7_g45157_DN3_SP0_c.t1	XP_013584277.1
OG0001794	CP1_g38426_DN3_SP0_c.t1	XP_013619954.1
OG0001794	CP1_g38427_DN3_SP0_c.t1	XP_013593448.1
OG0001795	CP2_g48503_DN3_SP0_c.t1	XP_013597224.1
OG0001796	CP3_g15432_DN3_SP0_c.t1	XP_013622426.1
OG0001797	CP3_g15333_DN3_SP0_c.t1	XP_013622136.1
OG0001797	CP8_g54174_DN3_SP0_c.t1	XP_013607339.1, XP_013622098.1
OG0001798	CP3_g14888_DN3_SP8_c.t1	XP_013628264.1
OG0001798	CP8_g54063_DN3_SP4_c.t1	XP_013620699.1, XP_013611935.1
OG0001799	CP8_g54013_DN3_SP6_c.t1, CP8_g54014_DN3_SP4_c.t1	XP_013618251.1, XP_013623428.1
OG0001800	CP3_g14721_DN3_SP8_c.t1	XP_013622221.1
OG0001800	CP8_g53924_DN3_SP8_c.t1	XP_013615450.1
OG0001802	CP8_g53575_DN3_SP0_c.t1	XP_013616990.1, XP_013601277.1, XP_013616303.1, XP_013605999.1
OG0001802	CP19_g17977_DN3_SP1_c.t1	XP_013617378.1
OG0001803	CP10_g43141_DN2_SP0_c.t1	XP_013638380.1, XP_013636996.1
OG0001803	CP11_g33237_DN2_SP0_c.t1	XP_013625263.1
OG0001804	CP11_g33337_DN3_SP8_c.t1	XP_013609531.1
OG0001804	CP10_g43640_DN3_SP5_c.t1	XP_013594014.1
OG0001805	CP10_g43017_DN3_SP8_c.t1	XP_013616660.1, XP_013584902.1
OG0001805	CP11_g33439_DN3_SP8_c.t1	XP_013606355.1
OG0001806	CP10_g42989_DN3_SP7_c.t1	XP_013596595.1
OG0001806	CP11_g33475_DN3_SP7_c.t1	XP_013613022.1, XP_013622313.1
OG0001807	CP11_g33479_DN3_SP7_c.t1	XP_013612736.1
OG0001807	CP10_g42987_DN3_SP8_c.t1	XP_013587612.1
OG0001808	CP10_g42939_DN3_SP2_c.t1	XP_013637977.1
OG0001808	CP11_g33572_DN3_SP0_c.t1	XP_013616240.1, XP_013610679.1
OG0001809	CP13_g19278_DN3_SP8_c.t1	XP_013593858.1, XP_013611670.1
OG0001809	CP5_g1335_DN3_SP8_c.t1	XP_013592576.1
OG0001810	CP5_g382_DN3_SP0_c.t1	XP_013603612.1
OG0001811	CP7_g46033_DN3_SP5_c.t1	XP_013605410.1
OG0001811	CP1_g39180_DN3_SP0_c.t1	XP_013587632.1
OG0001811	CP9_g29481_DN3_SP0_c.t1	XP_013590188.1
OG0001813	CP7_g45654_DN3_SP7_c.t1	XP_013585309.1
OG0001814	CP9_g29318_DN3_SP4_c.t1	XP_013592235.1
OG0001814	CP7_g45662_DN3_SP8_c.t1	XP_013599970.1
OG0001815	CP9_g29252_DN3_SP0_c.t1	XP_013592872.1
OG0001815	CP7_g45731_DN3_SP0_c.t1	XP_013615337.1, XP_013586147.1, XP_013586148.1
OG0001817	CP5_g1682_DN3_SP0_c.t1	XP_013615157.1
OG0001818	CP7_g45819_DN3_SP3_c.t1	XP_013604809.1, XP_013586195.1
OG0001818	CP9_g29146_DN3_SP1_c.t1	XP_013591834.1
OG0001819	CP10_g43790_DN2_SP0_c.t1	XP_013614521.1, XP_013593372.1
OG0001819	CP5_g460_DN3_SP0_c.t1	XP_013637661.1, XP_013594061.1
OG0001820	CP5_g408_DN2_SP5_c.t1	XP_013597596.1
OG0001820	CP10_g43736_DN3_SP0_c.t1	XP_013596891.1
OG0001821	CP4_g25098_DN3_SP8_c.t1	XP_013633610.1, XP_013625236.1
OG0001821	CP3_g14070_DN3_SP8_c.t1	XP_013588265.1
OG0001822	CP13_g19360_DN3_SP8_c.t1	XP_013599150.1, XP_013613430.1
OG0001822	CP4_g25061_DN3_SP8_c.t1	XP_013621827.1, XP_013637482.1
OG0001824	CP9_g28934_DN3_SP8_c.t1	XP_013588126.1, XP_013621411.1, XP_013588594.1
OG0001825	CP8_g53429_DN1_SP0_c.t1	XP_013623472.1, XP_013609808.1
OG0001826	CP9_g29077_DN3_SP0_c.t1	XP_013591385.1, XP_013591558.1
OG0001826	CP7_g45885_DN1_SP0_c.t1	XP_013585291.1
OG0001827	CP5_g1083_DN3_SP8_c.t1	XP_013595334.1, XP_013636314.1
OG0001827	CP10_g43541_DN3_SP1_c.t1	XP_013607252.1
OG0001828	CP7_g45313_DN3_SP8_c.t1	XP_013614494.1
OG0001828	CP9_g28555_DN3_SP8_c.t1	XP_013592810.1, XP_013612633.1
OG0001829	CP6_g6975_DN3_SP3_c.t1	XP_013607618.1
OG0001829	CP13_g19899_DN3_SP0_c.t1	XP_013614739.1, XP_013593304.1
OG0001830	CP13_g19979_DN3_SP5_c.t1	XP_013612109.1, XP_013598050.1
OG0001830	CP6_g6899_DN3_SP8_c.t1	XP_013598200.1, XP_013628959.1
OG0001831	CP7_g44409_DN3_SP0_c.t1, CP7_g44261_DN3_SP0_c.t1	XP_013599803.1
OG0001832	CP1_g37958_DN3_SP8_c.t1	XP_013588384.1, XP_013622606.1, XP_013587834.1
OG0001833	CP12_g29966_DN3_SP8_c.t1	XP_013617552.1, XP_013637994.1
OG0001833	CP1_g37899_DN3_SP8_c.t1	XP_013592401.1
OG0001834	CP4_g25307_DN3_SP3_c.t1	XP_013622148.1, XP_013632251.1
OG0001834	CP8_g53199_DN3_SP7_c.t1	XP_013621175.1
OG0001836	CP4_g25790_DN3_SP5_c.t1	XP_013631478.1
OG0001837	CP10_g44086_DN3_SP6_c.t1	XP_013598408.1
OG0001838	CP10_g43839_DN3_SP8_c.t1	XP_013599422.1
OG0001838	CP5_g483_DN3_SP8_c.t1	XP_013630727.1, XP_013611345.1
OG0001839	CP19_g18276_DN3_SP7_c.t1	XP_013606217.1
OG0001839	CP20_g4309_DN3_SP3_c.t1	XP_013606498.1
OG0001840	CP19_g18386_DN3_SP7_c.t1	XP_013598612.1, XP_013595175.1
OG0001840	CP20_g4401_DN3_SP8_c.t1	XP_013629538.1
OG0001842	CP28_g33819_DN3_SP0_c.t1, CP6_g6885_DN3_SP0_c.t1	XP_013611759.1
OG0001843	CP11_g31923_DN3_SP8_c.t1	XP_013611464.1
OG0001843	CP6_g6749_DN3_SP3_c.t1	XP_013630620.1
OG0001844	CP11_g31895_DN3_SP0_c.t1	XP_013609380.1
OG0001844	CP6_g6696_DN3_SP0_c.t1	XP_013601775.1, XP_013621704.1
OG0001845	CP1_g37093_DN3_SP8_c.t1	XP_013605373.1, XP_013614525.1
OG0001846	CP3_g13636_DN3_SP3_c.t1	XP_013602548.1
OG0001846	CP16_g55633_DN3_SP7_c.t1	XP_013634180.1
OG0001847	CP4_g23957_DN3_SP2_c.t1	XP_013588018.1
OG0001848	CP3_g13178_DN3_SP8_c.t1	XP_013603575.1, XP_013590731.1
OG0001848	CP4_g24022_DN2_SP8_c.t1	XP_013635255.1
OG0001849	CP3_g13327_DN3_SP0_c.t1	XP_013631110.1
OG0001849	CP4_g24214_DN3_SP0_c.t1	XP_013587926.1, XP_013630167.1
OG0001850	CP3_g13361_DN3_SP0_c.t1	XP_013632052.1
OG0001850	CP4_g24246_DN3_SP5_c.t1	XP_013637147.1
OG0001851	CP3_g13372_DN3_SP8_c.t1	XP_013605559.1, XP_013631449.1
OG0001851	CP4_g24268_DN3_SP4_c.t1	XP_013634661.1
OG0001852	CP3_g13382_DN3_SP8_c.t1	XP_013637178.1
OG0001852	CP4_g24295_DN3_SP8_c.t1	XP_013637352.1
OG0001853	CP4_g24310_DN3_SP7_c.t1	XP_013626324.1
OG0001853	CP3_g13389_DN3_SP8_c.t1	XP_013604199.1
OG0001854	CP3_g13418_DN3_SP0_c.t1	XP_013590724.1, XP_013632086.1
OG0001855	CP4_g24625_DN3_SP1_c.t1	XP_013636928.1, XP_013637012.1
OG0001855	CP3_g13684_DN3_SP0_c.t1	XP_013631426.1
OG0001856	CP3_g13787_DN3_SP1_c.t1	XP_013636520.1
OG0001857	CP3_g13875_DN3_SP0_c.t1, CP3_g13878_DN3_SP0_c.t1	XP_013636442.1, XP_013636393.1, XP_013615383.1
OG0001858	CP3_g14028_DN3_SP0_c.t1	XP_013600779.1
OG0001858	CP4_g25033_DN3_SP0_c.t1	XP_013634320.1
OG0001859	CP5_g360_DN3_SP6_c.t1	XP_013592039.1
OG0001859	CP10_g43681_DN3_SP8_c.t1	XP_013606254.1, XP_013622150.1
OG0001860	CP5_g336_DN3_SP8_c.t1	XP_013629097.1, XP_013596190.1, XP_013595533.1
OG0001860	CP10_g43652_DN3_SP1_c.t1	XP_013609203.1
OG0001861	CP9_g28075_DN3_SP0_c.t1	XP_013591326.1
OG0001861	CP9_g28085_DN3_SP0_c.t1	XP_013616863.1
OG0001862	CP11_g31775_DN3_SP0_c.t1	XP_013635894.1, XP_013626238.1, XP_013615739.1
OG0001863	CP11_g31856_DN3_SP0_c.t1	XP_013617476.1
OG0001863	CP11_g31854_DN3_SP0_c.t1	XP_013628412.1, XP_013610847.1
OG0001864	CP16_g54912_DN3_SP0_c.t1	XP_013636673.1, XP_013604408.1
