Orthogroup	Brassica_rapa	Raphanus_sativus
OG0001318	XP_033138804.1, XP_018510889.1, XP_009121328.1	XP_018443445.1
OG0001319	XP_033143206.1	XP_018472596.1
OG0001319	XP_009120496.1	XP_018453268.1
OG0001319	XP_009126663.1	XP_018468534.1
OG0001319	XP_009149988.1	XP_018436504.1
OG0001320	XP_018513131.2	XP_018474211.1
OG0001320	XP_009132560.2, XP_033144092.1	XP_018464904.1
OG0001320	XP_009132181.2	XP_018474210.1
OG0001320	XP_033144087.1, XP_033144588.1	XP_018464366.1, XP_018464375.1, XP_018462222.1, XP_018453555.1, XP_018453554.1, XP_018469561.1, XP_018474165.1
OG0001321	XP_009126988.2	XP_018466599.1, XP_018471537.1
OG0001321	XP_009109174.2	XP_018450366.1
OG0001321	XP_018514414.1	XP_018470855.1
OG0001322	XP_009119740.1	XP_018487749.1
OG0001322	XP_009116784.1	XP_018491592.1, XP_018491664.1
OG0001322	XP_009138783.1	XP_018478613.1, XP_018478630.1
OG0001323	XP_009125645.1	XP_018469888.1
OG0001323	XP_009122254.1	XP_018444017.1
OG0001323	XP_009121147.1, XP_009146682.1, XP_009135183.2	XP_018489798.1, XP_018491325.1
OG0001324	XP_009125636.1	XP_018470180.1, XP_018465028.1
OG0001324	XP_009135173.1	XP_018488625.1
OG0001324	XP_033148392.1	XP_018492780.1
OG0001325	XP_009135174.2	XP_018490054.1
OG0001325	XP_009124886.2	XP_018466197.1, XP_018438170.1
OG0001325	XP_009146708.1	XP_018489895.1
OG0001326	XP_009130843.1	XP_018476120.1
OG0001326	XP_009122558.1	XP_018446206.1
OG0001326	XP_009146816.1	XP_018488913.1
OG0001326	XP_009135122.1	XP_018491580.1
OG0001327	XP_018511874.1	XP_018443184.1
OG0001327	XP_033145658.1	XP_018481540.1, XP_018478562.1
OG0001327	XP_018509720.1, XP_009112892.1	XP_018453179.1, XP_018453080.1
OG0001328	XP_033132162.1	XP_018442903.1
OG0001328	XP_009106614.1	XP_018456238.1
OG0001329	XP_009112575.1	XP_018433947.1
OG0001329	XP_009110172.1	XP_018464738.1
OG0001329	XP_009149692.1	XP_018461923.1, XP_018488697.1, XP_018465074.1
OG0001330	XP_009149670.1	XP_018439866.1
OG0001330	XP_009106386.1	XP_018456001.1
OG0001330	XP_009128212.1	XP_018471707.1, XP_018471708.1
OG0001331	XP_009147490.1	XP_018450673.1, XP_018432518.1
OG0001331	XP_009106837.1	XP_018450767.1
OG0001331	XP_009135299.1	XP_018488497.1
OG0001331	XP_009146532.2	XP_018488439.1
OG0001332	XP_009147533.1	XP_018465269.1, XP_018450917.1
OG0001332	XP_033132803.1	XP_018434251.1
OG0001332	XP_033146906.1	XP_018486458.1
OG0001334	XP_009139541.1	XP_018485263.1
OG0001334	XP_009109569.1	XP_018450681.1
OG0001335	XP_009108537.1	XP_018435022.1
OG0001335	XP_009107792.1	XP_018449876.1
OG0001336	XP_018508958.1	XP_018468065.1, XP_018447798.1
OG0001336	XP_009108574.1	XP_018440961.1
OG0001337	XP_009148117.1	XP_018449316.1
OG0001337	XP_009108758.1	XP_018459670.1
OG0001337	XP_009135817.2	XP_018486732.1
OG0001337	XP_009145309.1	XP_018493016.1
OG0001338	XP_033139280.1	XP_018443519.1, XP_018471624.1
OG0001338	XP_033128127.1	XP_018469049.1
OG0001338	XP_009110385.1	XP_018447357.1
OG0001338	XP_009149233.2	XP_018473038.1
OG0001339	XP_009148531.1	XP_018442582.1, XP_018442711.1
OG0001339	XP_009118012.1	XP_018433948.1, XP_018433957.1
OG0001339	XP_009152116.2	XP_018482500.1, XP_018483034.1
OG0001339	XP_033139865.1	XP_018434660.1
OG0001340	XP_033136870.1	XP_018455576.1
OG0001340	XP_033128314.1	XP_018482218.1
OG0001340	XP_009132082.1	XP_018469268.1
OG0001341	XP_009101594.1	XP_018454141.1, XP_018483353.1
OG0001341	XP_009128806.1	XP_018441029.1
OG0001342	XP_033139919.1	XP_018442067.1
OG0001342	XP_009113867.1	XP_018452096.1
OG0001342	XP_009132702.2	XP_018468493.1
OG0001342	XP_009137004.1	XP_018480585.1
OG0001343	XP_009108431.1	XP_018451251.1
OG0001343	XP_009132958.1	XP_018470207.1, XP_018472406.1
OG0001343	XP_009128764.1	XP_018433185.1
OG0001343	XP_009101616.1	XP_018483781.1
OG0001344	XP_009107208.1	XP_018447822.1
OG0001344	XP_009144900.1	XP_018489356.1
OG0001344	XP_009141524.1	XP_018478696.1, XP_018482918.1
OG0001344	XP_009133047.1	XP_018476036.1
OG0001345	XP_009123823.1	XP_018449622.1
OG0001345	XP_033146858.1	XP_018491187.1
OG0001345	XP_009146200.1	XP_018488587.1
OG0001345	XP_009115281.1	XP_018439621.1, XP_018439533.1
OG0001346	XP_009147650.1	XP_018469627.1
OG0001346	XP_009135446.2	XP_018490713.1, XP_018459446.1
OG0001346	XP_009115491.2	XP_018434054.1, XP_018434020.1
OG0001346	XP_009146237.1	XP_018490926.1
OG0001347	XP_033133269.1	XP_018450003.1
OG0001347	XP_009132293.1	XP_018450916.1
OG0001347	XP_033133270.1	XP_018449884.1
OG0001348	XP_009136574.2	XP_018484494.1
OG0001348	XP_009112303.1, XP_009103529.1, XP_033141409.1	XP_018441873.1
OG0001349	XP_033142088.1	XP_018474731.1
OG0001349	XP_009137370.1	XP_018468552.1
OG0001349	XP_033142594.1	XP_018482617.1
OG0001350	XP_009136168.1	XP_018444668.1
OG0001350	XP_009137277.1	XP_018478142.1
OG0001350	XP_033141521.1	XP_018452758.1
OG0001351	XP_009137153.1	XP_018483973.1
OG0001351	XP_009134021.2	XP_018471131.1
OG0001351	XP_009108480.1	XP_018447264.1
OG0001351	XP_009137152.2	XP_018483974.1
OG0001352	XP_009102421.1	XP_018490403.1
OG0001353	XP_033135047.1	XP_018488926.1
OG0001353	XP_009104388.1	XP_018480700.1, XP_018467305.1
OG0001353	XP_033147759.1	XP_018437213.1
OG0001353	XP_033139298.1	XP_018481711.1, XP_018462815.1
OG0001355	XP_009104252.1	XP_018480709.1, XP_018482415.1
OG0001355	XP_009116707.1	XP_018463128.1
OG0001356	XP_009116687.1	XP_018486958.1
OG0001356	XP_009138870.1	XP_018459089.1
OG0001356	XP_033146049.1	XP_018480730.1, XP_018480834.1, XP_018480776.1
OG0001356	XP_033148324.1	XP_018437003.1
OG0001357	XP_009133549.1	XP_018474594.1
OG0001357	XP_009142881.1	XP_018441591.1, XP_018465611.1
OG0001357	XP_009116548.1	XP_018492882.1
OG0001357	XP_009138941.1	XP_018480566.1
OG0001358	XP_009139057.1	XP_018458570.1
OG0001358	XP_009116399.1	XP_018465396.1, XP_018489537.1
OG0001358	XP_009142731.1	XP_018439601.1, XP_018438067.1
OG0001358	XP_009133474.1	XP_018475281.1
OG0001359	XP_033134649.1, XP_033131716.1, XP_009104015.1	XP_018444863.1
OG0001360	XP_009132383.2	XP_018449706.1
OG0001360	XP_009139806.1	XP_018484722.1
OG0001361	XP_009144067.1	XP_018448836.1
OG0001361	XP_009105392.1	XP_018458438.1, XP_018487672.1
OG0001362	XP_009151664.1	XP_018482890.1
OG0001362	XP_009111848.1	XP_018453089.1
OG0001362	XP_009129742.1	XP_018434961.1
OG0001362	XP_033147481.1	XP_018461636.1, XP_018435313.1
OG0001364	XP_009145353.1, XP_009103246.1	XP_018440778.1
OG0001365	XP_033147223.1	XP_018492840.1
OG0001365	XP_033136180.1	XP_018434167.1
OG0001365	XP_009134196.1	XP_018452390.1, XP_018476383.1
OG0001366	XP_009134825.2	XP_018490581.1
OG0001366	XP_009147241.2	XP_018493486.1
OG0001366	XP_018511494.2	XP_018433398.1, XP_018439571.1
OG0001366	XP_009129871.1	XP_018440235.1, XP_018435094.1
OG0001367	XP_018510577.1, XP_009102579.1	XP_018488062.1, XP_018488058.1
OG0001367	XP_033128585.1	XP_018438241.1
OG0001368	XP_009142450.1	XP_018484952.1, XP_018483149.1, XP_018484941.1
OG0001368	XP_009142600.1	XP_018440551.1
OG0001369	XP_009133629.2	XP_018475419.1
OG0001369	XP_009142223.1	XP_018484217.1
OG0001370	XP_033141194.1, XP_033141582.1	XP_018435686.1, XP_018435685.1, XP_018460537.1, XP_018436354.1, XP_018460538.1, XP_018437647.1
OG0001371	XP_009130420.1	XP_018485492.1
OG0001371	XP_009125008.1	XP_018440913.1
OG0001371	XP_009120988.1	XP_018472595.1, XP_018442999.1, XP_018442700.1
OG0001372	XP_009111892.2	XP_018483342.1, XP_018452508.1
OG0001372	XP_033144330.1	XP_018488769.1
OG0001372	XP_009123983.1	XP_018491434.1
OG0001372	XP_033147471.1	XP_018439235.1
OG0001373	XP_033142266.1	XP_018432714.1
OG0001373	XP_009122650.1	XP_018461712.1, XP_018434691.1
OG0001374	XP_009115877.1, XP_009125099.1	XP_018459744.1, XP_018459840.1
OG0001374	XP_009139815.1	XP_018483060.1, XP_018484666.1
OG0001374	XP_009139818.1	XP_018483023.1, XP_018482718.1
OG0001375	XP_009146321.2, XP_033148645.1	XP_018492244.1
OG0001375	XP_009116594.2	XP_018440629.1
OG0001375	XP_009135398.1	XP_018486106.1
OG0001375	XP_009135396.1	XP_018466455.1
OG0001376	XP_009135432.1	XP_018466262.1, XP_018459439.1
OG0001376	XP_009104652.1, XP_033137861.1	XP_018434754.1
OG0001376	XP_009107000.1	XP_018447839.1
OG0001376	XP_033128388.1	XP_018469523.1
OG0001377	XP_009145977.1, XP_033144429.1	XP_018492854.1, XP_018485930.1
OG0001377	XP_009113753.1	XP_018440208.1
OG0001378	XP_009131304.1	XP_018474309.1, XP_018476766.1
OG0001378	XP_033147045.1, XP_033137460.1	XP_018445499.1
OG0001378	XP_009110170.1, XP_009145585.1	XP_018490671.1
OG0001379	XP_009107204.1	XP_018448084.1
OG0001379	XP_009144905.1	XP_018490190.1
OG0001379	XP_033134899.1	XP_018440040.1
OG0001380	XP_009120984.1	XP_018444426.1, XP_018444636.1
OG0001381	XP_009104154.1	XP_018442000.1
OG0001381	XP_009144406.2	XP_018433529.1, XP_018466738.1
OG0001381	XP_009118223.2	XP_018491713.1
OG0001381	XP_009148434.2	XP_018483562.1
OG0001382	XP_009148824.2	XP_018455841.1, XP_018461773.1
OG0001382	XP_009117897.1	XP_018441849.1
OG0001382	XP_009117895.1	XP_018441852.1
OG0001383	XP_033134378.1	XP_018466780.1
OG0001384	XP_033130229.1	XP_018454673.1
OG0001384	XP_009110107.2	XP_018450623.1, XP_018450621.1
OG0001384	XP_009115544.1	XP_018436204.1
OG0001385	XP_033145479.1, XP_033145475.1, XP_009138464.1	XP_018481276.1
OG0001385	XP_009140147.2	XP_018444192.1, XP_018444624.1
OG0001386	XP_009114803.2, XP_009114802.1, XP_033136135.1	XP_018481622.1, XP_018481593.1
OG0001386	XP_009114804.2, XP_009114806.1, XP_009114805.1	XP_018439303.1
OG0001387	XP_009138218.1	XP_018461093.1, XP_018482685.1
OG0001387	XP_009123221.1	XP_018453934.1, XP_018453937.1, XP_018452895.1, XP_018461410.1
OG0001389	XP_033148159.1	XP_018490892.1
OG0001389	XP_033148016.1	XP_018453912.1
OG0001389	XP_009114794.1	XP_018440472.1
OG0001391	XP_018508993.1	XP_018453770.1
OG0001391	XP_009141165.3	XP_018482435.1
OG0001392	XP_033141693.1	XP_018469674.1
OG0001392	XP_009133965.1	XP_018464557.1
OG0001393	XP_033129365.1	XP_018435477.1
OG0001394	XP_033140572.1	XP_018487734.1, XP_018487735.1
OG0001394	XP_033143403.1, XP_033134296.1	XP_018464447.1, XP_018464456.1, XP_018459171.1, XP_018487918.1
OG0001396	XP_033133958.1, XP_033137309.1	XP_018448653.1
OG0001396	XP_009132440.1	XP_018476000.1
OG0001396	XP_009127084.1, XP_009119977.2	XP_018454300.1
OG0001397	XP_009143310.3	XP_018472306.1
OG0001397	XP_009127088.1	XP_018470416.1
OG0001398	XP_009111328.1	XP_018455570.1
OG0001398	XP_009140001.1	XP_018483924.1
OG0001399	XP_009134741.1	XP_018492951.1
OG0001399	XP_009126216.2	XP_018467995.1
OG0001399	XP_009121037.2	XP_018445793.1
OG0001399	XP_009131623.2	XP_018476134.1
OG0001400	XP_009124855.1	XP_018484061.1
OG0001400	XP_009121599.1	XP_018472764.1
OG0001400	XP_009131450.1	XP_018442437.1
OG0001401	XP_009121854.2	XP_018446706.1, XP_018446699.1
OG0001401	XP_009125861.1	XP_018471437.1
OG0001401	XP_009131736.2	XP_018476275.1
OG0001401	XP_018511107.2	XP_018443949.1
OG0001402	XP_033142800.1	XP_018473362.1, XP_018474468.1
OG0001402	XP_009125259.2	XP_018452419.1
OG0001402	XP_009129978.1	XP_018441134.1
OG0001402	XP_009151045.2	XP_018459220.1
OG0001403	XP_009131129.1	XP_018476016.1
OG0001403	XP_009112155.2	XP_018456336.1
OG0001403	XP_009130469.2	XP_018439726.1
OG0001403	XP_009150553.2	XP_018491235.1
OG0001404	XP_009122444.2	XP_018446634.1
OG0001404	XP_009131054.1	XP_018476832.1
OG0001404	XP_009125723.1	XP_018471570.1
OG0001404	XP_009136375.1	XP_018477894.1, XP_018477901.1
OG0001405	XP_009140932.1	XP_018481329.1
OG0001405	XP_009103705.1	XP_018437421.1
OG0001405	XP_009118419.2	XP_018489332.1
OG0001405	XP_009110930.1	XP_018449554.1
OG0001405	XP_009148017.1	XP_018442498.1
OG0001406	XP_009132705.1	XP_018474663.1
OG0001406	XP_009118985.1	XP_018481823.1
OG0001406	XP_009141029.1	XP_018480438.1
OG0001407	XP_018514546.1	XP_018433105.1
OG0001407	XP_009141033.1	XP_018478805.1
OG0001407	XP_018513582.1	XP_018476110.1
OG0001407	XP_009147418.1	XP_018432732.1
OG0001408	XP_009141108.1	XP_018434674.1, XP_018478057.1
OG0001408	XP_009141104.1	XP_018481129.1
OG0001408	XP_009141106.2, XP_009141107.1, XP_009141105.2, XP_009132898.1	XP_018480710.1
OG0001409	XP_009144265.1	XP_018440080.1, XP_018440117.1
OG0001409	XP_009110989.1	XP_018449064.1
OG0001409	XP_009119063.1	XP_018492916.1
OG0001410	XP_009111059.1	XP_018448099.1
OG0001410	XP_009119181.1	XP_018447643.1
OG0001411	XP_018508909.2	XP_018447688.1, XP_018459746.1
OG0001411	XP_009123448.2	XP_018437305.1
OG0001411	XP_009101816.1	XP_018484237.1
OG0001412	XP_009143786.1	XP_018436348.1, XP_018466586.1
OG0001412	XP_009141371.1	XP_018478717.1
OG0001412	XP_009109658.1, XP_033137275.1	XP_018448707.1
OG0001412	XP_033130144.1	XP_018488707.1
OG0001413	XP_009114918.1	XP_018485840.1
OG0001413	XP_009145209.1	XP_018485733.1
OG0001414	XP_009101486.1	XP_018471448.1
OG0001414	XP_033142678.1	XP_018481071.1, XP_018481056.1
OG0001414	XP_009150691.1	XP_018488954.1
OG0001415	XP_009112201.1	XP_018452495.1, XP_018457015.1
OG0001415	XP_009150672.1	XP_018432591.1, XP_018491204.1
OG0001415	XP_009101232.1	XP_018452050.1
OG0001415	XP_009149708.1	XP_018440293.1
OG0001416	XP_009130256.1	XP_018432515.1, XP_018433060.1
OG0001416	XP_009149802.1	XP_018433505.1
OG0001417	XP_033137978.1, XP_009117047.1, XP_009126719.1	XP_018465905.1
OG0001418	XP_033144843.1	XP_018489468.1
OG0001418	XP_009136247.1	XP_018488487.1
OG0001419	XP_033139643.1	XP_018470646.1, XP_018452865.1
OG0001419	XP_009137602.1	XP_018484223.1
OG0001420	XP_009144554.1	XP_018447133.1
OG0001420	XP_009134426.1	XP_018472939.1
OG0001420	XP_009134427.2	XP_018474706.1, XP_018465234.1
OG0001420	XP_009111277.2	XP_018455003.1
OG0001420	XP_009111278.1	XP_018456005.1
OG0001421	XP_009125588.1	XP_018468543.1
OG0001421	XP_009125587.1	XP_018469577.1
OG0001421	XP_009103079.1	XP_018432966.1
OG0001422	XP_009122854.1	XP_018442104.1
OG0001422	XP_009130632.1	XP_018474418.1
OG0001422	XP_009135082.1	XP_018485708.1
OG0001422	XP_009146974.1	XP_018491495.1
OG0001423	XP_009129413.1	XP_018483868.1, XP_018434153.1, XP_018434849.1
OG0001425	XP_018508722.2	XP_018469731.1, XP_018470841.1
OG0001425	XP_009112421.2	XP_018458027.1
OG0001425	XP_033129514.1	XP_018492335.1
OG0001426	XP_009124739.1	XP_018440120.1
OG0001426	XP_009146534.1, XP_009135296.1	XP_018488498.1
OG0001427	XP_009106861.1	XP_018449720.1
OG0001427	XP_018511607.2	XP_018435100.1
OG0001427	XP_009146525.2	XP_018489192.1
OG0001427	XP_009135303.2	XP_018488495.1
OG0001428	XP_009143573.1	XP_018434572.1, XP_018434608.1
OG0001428	XP_009125247.1, XP_009116003.2, XP_009148759.1	XP_018442949.1
OG0001429	XP_009137691.1	XP_018478869.1
OG0001429	XP_009119836.1	XP_018455783.1, XP_018457490.1
OG0001429	XP_009127205.1	XP_018468412.1
OG0001430	XP_009137436.1	XP_018483139.1, XP_018479116.1
OG0001430	XP_009137865.1	XP_018445757.1
OG0001430	XP_009134026.2	XP_018476221.1
OG0001430	XP_009123553.1	XP_018465488.1
OG0001431	XP_009117060.3	XP_018436179.1
OG0001432	XP_009115420.1	XP_018466799.1
OG0001432	XP_009110051.1	XP_018449348.1
OG0001432	XP_009104983.1	XP_018444135.1
OG0001432	XP_009105643.1	XP_018454953.1, XP_018454957.1
OG0001433	XP_009136958.2	XP_018480484.1
OG0001433	XP_009132207.1	XP_018458629.1
OG0001433	XP_009128812.1	XP_018463830.1
OG0001433	XP_009101574.1	XP_018477512.1
OG0001434	XP_009133051.2	XP_018451899.1
OG0001434	XP_009113877.1	XP_018455897.1
OG0001435	XP_009111254.1	XP_018438436.1, XP_018440342.1, XP_018436655.1
OG0001435	XP_009147835.1	XP_018469002.1, XP_018492635.1
OG0001435	XP_009144954.1	XP_018463508.1
OG0001436	XP_009147680.1	XP_018480677.1
OG0001436	XP_009144835.1	XP_018486397.1
OG0001436	XP_009135465.1	XP_018432709.1
OG0001436	XP_009115182.1	XP_018438232.1
OG0001437	XP_009114310.1	XP_018455341.1
OG0001437	XP_009128921.2	XP_018438309.1
OG0001437	XP_009101460.1	XP_018481758.1
OG0001437	XP_033144147.1	XP_018461089.1
OG0001438	XP_009136847.1	XP_018484090.1, XP_018463745.1
OG0001438	XP_009101434.1	XP_018464003.1, XP_018466246.1
OG0001439	XP_009128680.1	XP_018462010.1, XP_018458957.1
OG0001439	XP_033142102.1	XP_018465424.1
OG0001440	XP_009138352.1	XP_018477352.1
OG0001440	XP_009103570.2	XP_018450921.1, XP_018471933.1
OG0001440	XP_033129493.1	XP_018492394.1
OG0001440	XP_009121154.1	XP_018440650.1
OG0001441	XP_009134286.1	XP_018473099.1
OG0001441	XP_009114588.2	XP_018456171.1, XP_018460795.1, XP_018453842.1
OG0001441	XP_009135738.1	XP_018445616.1
OG0001442	XP_033136404.1	XP_018453366.1, XP_018457885.1
OG0001442	XP_018508154.1	XP_018471393.1, XP_018470398.1
OG0001442	XP_009137235.1	XP_018477682.1, XP_018480644.1
OG0001443	XP_009134167.1	XP_018469697.1
OG0001444	XP_009137332.1	XP_018466229.1, XP_018465071.1
OG0001444	XP_033143137.1, XP_009125027.1	XP_018439123.1
OG0001445	XP_033146720.1	XP_018467555.1
OG0001445	XP_009104392.2	XP_018444816.1, XP_018461357.1
OG0001447	XP_009104212.1	XP_018442478.1
OG0001447	XP_009142946.1	XP_018434817.1
OG0001447	XP_018513349.2, XP_033142839.1	XP_018476896.1
OG0001447	XP_009142196.1	XP_018477361.1
OG0001448	XP_009112504.1	XP_018440419.1, XP_018435023.1
OG0001448	XP_009109409.1	XP_018449397.1
OG0001448	XP_009109407.1	XP_018449839.1
OG0001448	XP_033131908.1	XP_018443616.1, XP_018459993.1
OG0001449	XP_033135996.1, XP_009116592.1	XP_018488035.1
OG0001450	XP_018514114.1	XP_018481383.1
OG0001450	XP_009142786.1	XP_018436443.1
OG0001450	XP_009104064.1	XP_018446465.1, XP_018459496.1
OG0001450	XP_009116455.1	XP_018493204.1
OG0001451	XP_009142749.1	XP_018488658.1, XP_018488611.1, XP_018465278.1
OG0001451	XP_009139045.1	XP_018458586.1, XP_018460288.1
OG0001452	XP_009139144.1	XP_018481076.1
OG0001452	XP_009116267.1	XP_018486001.1
OG0001452	XP_033147797.1	XP_018438670.1, XP_018466245.1
OG0001453	XP_009112547.1	XP_018434730.1, XP_018438870.1
OG0001453	XP_009140326.2	XP_018477441.1
OG0001453	XP_009109451.1	XP_018447481.1
OG0001454	XP_009141699.1	XP_018477716.1
OG0001454	XP_009133217.2	XP_018473219.1
OG0001454	XP_033145817.1	XP_018442677.1
OG0001455	XP_009116065.1	XP_018485578.1
OG0001455	XP_009139382.1	XP_018483826.1
OG0001455	XP_009143481.1	XP_018441295.1
OG0001455	XP_009133186.2	XP_018465954.1
OG0001456	XP_009135504.3, XP_009114215.1, XP_009146054.1	XP_018463464.1
OG0001456	XP_009146462.1	XP_018470027.1
OG0001456	XP_009136743.2	XP_018483743.1
OG0001457	XP_033135489.1	XP_018463139.1
OG0001458	XP_033131054.1	XP_018438017.1, XP_018462518.1, XP_018437485.1
OG0001458	XP_009103402.1	XP_018436231.1
OG0001459	XP_009112601.1	XP_018436758.1, XP_018454974.1, XP_018454911.1
OG0001459	XP_009128419.1	XP_018448393.1
OG0001459	XP_009137870.1	XP_018481075.1, XP_018481498.1
OG0001460	XP_009124317.1	XP_018433650.1
OG0001460	XP_009117535.2	XP_018434013.1
OG0001460	XP_009128524.2	XP_018472290.1
OG0001461	XP_009133356.2	XP_018473213.1
OG0001461	XP_033145598.1, XP_033145592.1	XP_018436392.1
OG0001462	XP_009133256.1	XP_018473044.1
OG0001462	XP_009141740.1	XP_018483369.1
OG0001462	XP_033143191.1	XP_018474047.1, XP_018476023.1
OG0001462	XP_033146814.1	XP_018436380.1, XP_018436381.1
OG0001463	XP_009135203.2	XP_018491969.1
OG0001463	XP_009105221.2, XP_009150399.2	XP_018464799.1
OG0001464	XP_009144488.1	XP_018460338.1
OG0001464	XP_009134258.2	XP_018472540.1
OG0001464	XP_009134259.2	XP_018474626.1
OG0001465	XP_009101913.2, XP_009142782.1	XP_018454211.1
OG0001465	XP_009109511.2	XP_018450574.1, XP_018483849.1
OG0001466	XP_009140345.2	XP_018480772.1, XP_018467531.1
OG0001466	XP_009129057.2	XP_018447230.1
OG0001466	XP_018508942.1	XP_018459821.1
OG0001466	XP_009138546.1	XP_018485051.1
OG0001467	XP_009117275.1	XP_018433995.1
OG0001468	XP_009141598.1	XP_018469078.1, XP_018462729.1
OG0001468	XP_009138451.2	XP_018483061.1, XP_018484642.1
OG0001468	XP_009117269.2	XP_018440908.1, XP_018436189.1
OG0001469	XP_009140535.1	XP_018481749.1
OG0001469	XP_009117139.1	XP_018437633.1
OG0001469	XP_009108955.1	XP_018461182.1
OG0001469	XP_009137988.1	XP_018480805.1
OG0001469	XP_009127331.1	XP_018470890.1
OG0001470	XP_009114751.2, XP_009107934.1	XP_018447064.1
OG0001470	XP_009145145.2	XP_018485609.1
OG0001470	XP_033148075.1	XP_018435615.1, XP_018487250.1
OG0001471	XP_009151165.1	XP_018484595.1, XP_018480279.1
OG0001471	XP_009129901.1	XP_018440286.1
OG0001471	XP_009124965.1	XP_018434337.1
OG0001472	XP_009134835.1	XP_018489561.1, XP_018490260.1
OG0001472	XP_009147301.1, XP_009124869.1	XP_018438852.1, XP_018433453.1
OG0001472	XP_009111740.2	XP_018455378.1
OG0001472	XP_009151177.2	XP_018479320.1
OG0001473	XP_009151182.1	XP_018483796.1
OG0001473	XP_009129883.1	XP_018441629.1
OG0001473	XP_009147219.2	XP_018491853.1
OG0001473	XP_033147177.1	XP_018433454.1, XP_018438853.1
OG0001473	XP_009134832.2	XP_018432523.1
OG0001474	XP_033135551.1	XP_018452317.1, XP_018452315.1
OG0001474	XP_009117497.1	XP_018438237.1
OG0001474	XP_033130191.1	XP_018434968.1
OG0001474	XP_009102040.1	XP_018462100.1
OG0001475	XP_009104230.1	XP_018444020.1
OG0001475	XP_009133657.1	XP_018463228.1
OG0001475	XP_009142245.1	XP_018478177.1, XP_018478166.1
OG0001475	XP_033147575.1	XP_018437102.1
OG0001476	XP_033136860.1	XP_018454930.1
OG0001476	XP_018508173.1	XP_018464001.1
OG0001477	XP_009134903.1	XP_018490800.1
OG0001477	XP_009129805.1	XP_018438539.1
OG0001477	XP_009151286.1	XP_018481208.1
