Orthogroup	Brassica_rapa	Cochlearia_excelsa
OG0002847	XP_009131369.2, XP_009121714.2, XP_009125955.2, XP_033135300.1, XP_009129739.1	g5230
OG0002850	XP_009121968.1	g5379
OG0002851	XP_018508572.2	g29453, g5383
OG0002852	XP_009111770.1, XP_009151164.1	g4815
OG0002853	XP_009131056.2	g5505
OG0002854	XP_009103578.2, XP_009140760.1	g40134, g40132
OG0002855	XP_009118384.1	g49614
OG0002855	XP_009140827.1	g40083
OG0002856	XP_009119017.2, XP_009110971.1, XP_009118472.1	g49556
OG0002857	XP_009118554.1	g30978
OG0002857	XP_009132779.1, XP_009144217.2	g39846
OG0002858	XP_009144004.1	g39808
OG0002858	XP_009119208.1	g26953
OG0002859	XP_009119200.1	g30910
OG0002860	XP_009118620.1, XP_009111075.1	g49468
OG0002861	XP_009118628.1, XP_033138316.1	g30880
OG0002862	XP_009118407.1, XP_033128627.1	g47012, g49600
OG0002863	XP_009139407.1, XP_009139426.2	g17157
OG0002865	XP_009145233.1, XP_009114968.1	g27726
OG0002866	XP_009108004.1	g14176, g14116, g14163, g14135, g14125, g14184, g14155, g14132, g14170, g14149, g14157, g14152, g14187, g14142, g14137, g14166, g14178, g14172, g14145
OG0002867	XP_009145216.1, XP_009107999.1	g32552
OG0002868	XP_009101448.1	g2604
OG0002869	XP_009150662.1	g9697
OG0002869	XP_009136515.1	g11375
OG0002870	XP_009131085.1	g5488
OG0002871	XP_033141651.1	g9818
OG0002871	XP_018508152.1	g19420
OG0002872	XP_009136512.1	g404
OG0002873	XP_009126507.2, XP_033138519.1, XP_033138515.1	g41372
OG0002874	XP_009137611.1, XP_009142725.1	g23677
OG0002875	XP_009127011.1, XP_033133172.1	g1008
OG0002876	XP_009115709.2, XP_009128663.1, XP_009102397.1	g19363, g19364
OG0002878	XP_009122928.1	g32414, g29781
OG0002879	XP_009123043.1, XP_018514864.1	g7441
OG0002880	XP_009140085.1	g46648
OG0002880	XP_009125181.1	g16788
OG0002881	XP_033140156.1, XP_033141196.1, XP_033141198.1, XP_009104450.1, XP_033132060.1	g28302, g14732
OG0002883	XP_009149141.1, XP_033129692.1	g31680
OG0002884	XP_009101260.1	g19388
OG0002887	XP_009134037.1, XP_009138011.1	g47505, g47506
OG0002888	XP_009108483.1	g25845, g18080
OG0002889	XP_009102476.1	g6442
OG0002889	XP_009139642.1	g24730
OG0002890	XP_009139632.1	g24694
OG0002891	XP_009149571.1	g27478
OG0002891	XP_009146915.2	g7428
OG0002892	XP_009128044.2, XP_009104762.1, XP_009106106.2, XP_009106105.2	g44527, g46141
OG0002893	XP_009114403.1	g40567
OG0002895	XP_009144818.1	g54271
OG0002896	XP_009109196.2	g23742
OG0002897	XP_009110190.1, XP_009119412.2, XP_009136271.1	g6160
OG0002898	XP_009128944.1, XP_009128945.1, XP_009101444.1	g40688
OG0002899	XP_009109269.1	g23058
OG0002901	XP_009108467.1	g24061
OG0002903	XP_009115795.1	g2490
OG0002904	XP_009115803.1, XP_009136605.1	g2487
OG0002905	NP_001288967.1	g19311
OG0002905	XP_009149006.1, XP_033136984.1	g2472
OG0002906	XP_009133805.1	g50817
OG0002906	XP_009116902.1	g1762
OG0002907	XP_009104372.1	g1772
OG0002907	XP_009142574.1, XP_009142463.1	g50808
OG0002908	XP_009142649.2, XP_009133779.1, XP_009142417.1	g50779
OG0002909	XP_009142659.1, XP_009133771.1	g37656
OG0002910	XP_009143123.2	g11184
OG0002911	XP_009138895.1	g11195
OG0002912	XP_033135571.1	g11277
OG0002914	XP_009119888.1	g921
OG0002914	XP_018508983.1	g23590
OG0002915	XP_009108020.2, XP_009108022.1	g46878, g25245
OG0002915	XP_009102341.1	g11580
OG0002916	XP_033136737.1, XP_009102261.1	g6024
OG0002917	XP_009102208.1, XP_009102209.1, XP_009102211.1	g13933
OG0002919	XP_009126312.1, XP_009126313.2	g29100
OG0002920	XP_009143150.1, XP_009133729.1, XP_009133730.2	g52255
OG0002921	XP_033148194.1	g12768
OG0002921	XP_009131588.1	g4993
OG0002922	XP_009151217.1	g4679
OG0002923	XP_009147210.1, XP_009124863.1	g12535
OG0002924	XP_009135012.1	g7555
OG0002924	XP_009135310.1	g12237
OG0002925	XP_009146969.1	g13010
OG0002926	XP_009146881.1	g7456
OG0002927	XP_033148259.1, XP_009146536.1	g13164, g13163
OG0002928	XP_009116545.1	g12156
OG0002930	XP_009146195.2, XP_009135457.1, XP_009115229.1	g7056
OG0002931	XP_009113523.1	g6906
OG0002932	XP_009113475.2, XP_018514325.1, XP_018514326.2	g13301
OG0002933	XP_009111878.1, XP_009145796.1	g6806
OG0002934	XP_033134316.1	g41980
OG0002935	XP_033142801.1	g13398
OG0002935	XP_009135770.2, XP_009145452.1	g6611, g6623
OG0002936	XP_009135765.1, XP_009145464.1, XP_009109403.2	g11859, g6631, g6632
OG0002937	XP_009124229.1, XP_009105145.1	g45098
OG0002938	XP_009128484.1, XP_009111490.2	g25357
OG0002938	XP_009118821.2, XP_009119710.1	g49311
OG0002939	XP_009119641.3	g49362
OG0002939	XP_009111344.1	g45226
OG0002940	XP_009132771.1	g39862
OG0002940	XP_009119083.1	g49537
OG0002941	XP_009117845.1, XP_009110506.1	g27293
OG0002942	XP_009110260.1, XP_009149461.1	g31877
OG0002943	XP_009112937.1	g44256
OG0002945	XP_009102565.1	g41077
OG0002946	XP_009117290.1	g36913
OG0002947	XP_009146404.1	g17817
OG0002947	XP_009134324.1	g25564
OG0002948	XP_009101916.1	g18318
OG0002949	XP_033129468.1	g22698
OG0002950	XP_009109400.1, XP_009132311.1	g47998
OG0002951	XP_009121096.1, XP_009112442.1, XP_009150777.1	g22980
OG0002952	XP_009126062.1	g23275
OG0002953	XP_009133943.1	g38278
OG0002953	XP_009138175.1	g23196
OG0002954	XP_009126351.2	g47803
OG0002955	XP_009126471.1	g47799
OG0002955	XP_009140631.1	g38336
OG0002956	XP_009135874.1, XP_009126439.2, XP_009106181.1	g11732, g6483
OG0002957	XP_009123539.2	g39531
OG0002958	XP_009144375.1	g23558
OG0002962	XP_009131413.1, XP_033132989.1, XP_033132988.1, XP_033132987.1	g18291, g22790
OG0002963	XP_009114238.1, XP_033134779.1, XP_009114314.1, XP_033132816.1	g13274
OG0002971	XP_009122152.1, XP_009125601.1	g45427
OG0002972	XP_009140504.1	g38409
OG0002973	XP_009147050.2	g36013, g12436
OG0002975	XP_009140598.1, XP_009117099.1	g51027, g38358
OG0002976	XP_009131569.1, XP_009121426.1	g5015, g29155
OG0002977	XP_009122869.1	g22287, g22468, g22507, g30097, g30090, g22343, g22274, g22486, g36091, g30096, g36092, g22485, g22467, g22271, g22286, g22506, g30089
OG0002978	XP_009121693.1, XP_009131387.1	g5213, g45638
OG0002979	XP_009110116.1	g32466
OG0002979	XP_009121771.1, XP_009125902.1, XP_009131331.1	g29360
OG0002981	XP_009130503.2	g163
OG0002982	XP_009122117.1, XP_009112150.1	g29542
OG0002983	XP_009137168.1, XP_009137360.1	g23896
OG0002984	XP_033129178.1	g10524
OG0002985	XP_009144339.1, XP_009141028.1	g51183
OG0002987	XP_009113951.1	g39684, g11077
OG0002988	XP_009114033.1	g37039
OG0002988	XP_009102962.1	g32292
OG0002989	XP_033146280.1, XP_009133000.1, XP_033148771.1	g37103
OG0002990	XP_009115054.1	g27712
OG0002990	XP_009102689.1	g32490
OG0002991	XP_009151434.1	g32620
OG0002992	XP_033140772.1	g19372
OG0002992	XP_009141044.1, XP_033140770.1, XP_009112373.2, XP_009112378.2, XP_009112374.2	g9672
OG0002993	XP_009130545.1, XP_009112219.1	g94, g9680
OG0002994	XP_009150694.1, XP_009112213.1	g104
OG0002996	XP_009120644.2, XP_009149701.1	g810
OG0002997	XP_009126618.2, XP_033138136.1, XP_009120547.2, XP_009120549.2	g28811
OG0002999	XP_018512220.1, XP_009120321.1, XP_009132086.2, XP_009126795.2	g28682
OG0003000	XP_009132330.1, XP_009120133.1, XP_009120131.1	g1055
OG0003002	XP_009132416.1	g986
OG0003002	XP_009109159.1	g47612
OG0003003	XP_009142954.1, XP_033144050.1	g17107
OG0003004	XP_009118303.1	g31203, g49620
OG0003005	XP_009122284.1	g5588
OG0003006	XP_009111256.1	g39607
OG0003007	XP_009125010.1, XP_009112221.1	g12799, g36097
OG0003008	XP_009139037.1, XP_009116440.1	g18989
OG0003009	XP_009122760.1	g29848, g5781
OG0003009	XP_009135048.1	g13057
OG0003010	XP_009125176.1, XP_033145809.1	g14376
OG0003011	XP_009145379.1	g27510
OG0003011	XP_009106432.2	g46394
OG0003013	XP_009104617.1	g46371
OG0003014	XP_009109285.2	g22983
OG0003015	XP_009150778.1	g6053
OG0003016	XP_009134096.1, XP_009113487.2	g25941
OG0003016	XP_018515018.2	g40218
OG0003017	XP_009136097.1, XP_009102441.1	g11682
OG0003018	XP_009139686.1	g17884
OG0003019	XP_009142022.1	g52014
OG0003020	XP_009139576.2, XP_009107497.2	g17813, g47020
OG0003021	XP_009149284.1	g50041
OG0003021	XP_009106045.1	g46105
OG0003022	XP_009105021.1	g44804
OG0003023	XP_018512740.1	g23495
OG0003024	XP_033141094.1, XP_009104657.1	g31971
OG0003025	XP_009129381.1, XP_009151894.1	g10438
OG0003026	XP_009129380.1, XP_009111591.1, XP_009139968.1	g10433
OG0003027	XP_009128805.1	g18395, g16730
OG0003028	XP_009111676.1	g6788
OG0003028	XP_009107249.1	g54153
OG0003029	XP_009147805.1	g28048
OG0003030	XP_033128466.1, XP_009144984.2	g36389
OG0003031	XP_033137015.1, XP_009135737.1	g11875
OG0003032	XP_009114896.1	g12097
OG0003032	XP_009107146.1	g28015
OG0003033	XP_009133238.1	g51705
OG0003034	XP_009146667.1	g33
OG0003034	XP_009115763.2	g2526
OG0003035	XP_018512616.1, XP_009133755.1, XP_018508979.2	g17382
OG0003037	XP_009114495.1	g40467
OG0003039	XP_009143136.1	g37607
OG0003040	XP_009138836.1, XP_009104260.1	g18823
OG0003041	XP_009116691.1, XP_009138869.1, XP_009104245.1, XP_009116689.1	g18857, g1932
OG0003042	XP_018513394.2, XP_009142288.2, XP_009142916.2	g37489
OG0003043	XP_009142831.1	g2039
OG0003043	XP_009104106.1	g11216
OG0003044	XP_009116048.1, XP_009103867.1, XP_009139395.2	g2343
OG0003045	XP_033142257.1, XP_033141346.1, XP_009130351.1	g12769, g7829
OG0003047	XP_009105284.1	g44902
OG0003048	XP_009127558.1, XP_018509341.2, XP_009103004.1	g32258
OG0003049	XP_009105086.1	g41604
OG0003050	XP_009144656.1	g18127
OG0003051	XP_009138572.1	g23819
OG0003052	XP_009109529.1	g18331
OG0003053	XP_009114749.1	g50744
OG0003054	XP_033140708.1	g25748
OG0003054	XP_018515003.1	g47341
OG0003056	XP_009124943.1	g12908
OG0003057	XP_009111709.1	g4855
OG0003057	XP_033141212.1	g10105, g4856
OG0003058	XP_009134789.2, XP_009124200.1	g7739
OG0003060	XP_033147582.1	g52245
OG0003061	XP_009142975.1, XP_033148359.1	g52140
OG0003061	XP_009142232.1	g52138
OG0003062	XP_009133643.1, XP_033145459.1, XP_009142299.2, XP_033145457.1	g37525
OG0003063	XP_009142771.2, XP_009142772.1	g38169
OG0003064	XP_009124069.1	g12572
OG0003064	XP_009151208.1	g4691
OG0003065	XP_009147227.1, XP_009134829.1, XP_009124018.1	g12869, g7702
OG0003066	XP_009124859.1, XP_009147214.1	g12532
OG0003067	XP_009111879.1, XP_009129785.1	g12933
OG0003068	XP_009135090.1, XP_009146980.1	g7537
OG0003069	XP_009122559.1	g7407
OG0003070	XP_009135304.1, XP_009146498.1, XP_009124744.1	g13176, g7241
OG0003072	XP_009145944.1	g12022
OG0003073	XP_018514773.1	g6887
OG0003073	XP_009144999.2	g36364
OG0003075	XP_009120935.1	g41451
OG0003076	XP_009118831.2	g26866
OG0003077	XP_009119713.1, XP_009111487.2	g25165
OG0003078	XP_009118746.1	g26899
OG0003078	XP_009109724.1, XP_009109723.2, XP_009111183.1, XP_009119612.1	g30790
OG0003079	XP_009119549.1	g30819
OG0003081	XP_009148418.1	g31281
OG0003082	XP_009101330.2, XP_009129220.2, XP_018510015.1	g10776
OG0003083	XP_009110512.1, XP_009148884.1, XP_009117859.1	g49927
OG0003084	XP_009148940.1	g31602
OG0003085	XP_009149293.1	g31785
OG0003086	XP_009106276.1, XP_009110223.1	g17972
OG0003089	XP_033129108.1, XP_033130983.1	g31968, g50167
OG0003090	XP_009103234.1	g27520
OG0003092	XP_009110594.1	g40499
OG0003093	XP_009144195.1, XP_009144127.1, XP_009138429.1, XP_009109314.1	g22923, g47968
OG0003094	XP_009108695.1	g47899
OG0003095	XP_009108028.2	g47897
OG0003096	XP_009138067.1, XP_009130110.2, XP_009126385.2	g16936, g23287
OG0003097	XP_009115415.1, XP_009110042.1	g32139
OG0003098	XP_009134484.1, XP_009128513.1, XP_009151456.1, XP_009134481.1, XP_009134482.1	g39504
OG0003101	XP_009150747.1	g6023
OG0003102	XP_009127643.2, XP_018509273.2	g23381
OG0003104	XP_033135290.1, XP_033142401.1	g39905
OG0003104	XP_033145609.1	g39906
OG0003105	XP_009120083.2	g44274
OG0003117	XP_033132081.1	g5969
OG0003118	XP_009121530.1	g29211
OG0003118	XP_009134674.1	g7869
OG0003119	XP_009131430.1, XP_009121622.1	g45675
OG0003120	XP_009122063.1	g45531
OG0003122	XP_009137503.1, XP_009138982.1	g17178
OG0003123	XP_009108954.1, XP_009127279.1	g47765
OG0003124	XP_009132972.2	g51412
OG0003125	XP_009148337.1	g31237
OG0003127	XP_009103487.1	g46
OG0003128	XP_009131882.1, XP_009120652.1	g46818
OG0003129	XP_009112088.2, XP_009150411.1	g287, g2697
OG0003130	XP_009150366.1, XP_009112052.1, XP_009112048.1	g18617
OG0003133	XP_033133490.1, XP_009113135.1	g44174
OG0003134	XP_018512527.1	g28969
OG0003134	XP_009145389.1, XP_009135802.1	g11823
OG0003135	XP_009109522.2	g10754
OG0003136	XP_033134346.1	g801
OG0003136	XP_033140100.1	g14404
OG0003138	XP_009127244.1	g28365
OG0003138	XP_009127250.1, XP_009132533.1	g41219
OG0003139	XP_009120252.1	g39308, g47563
OG0003140	XP_009145385.1, XP_009103273.2	g27508, g32018
OG0003141	XP_018514493.1	g6981
OG0003141	XP_009146048.1, XP_009135509.1, XP_033143957.1	g12061
OG0003142	XP_033139976.1, XP_033134572.1	g25468
OG0003143	XP_009111279.2	g45237, g45241
OG0003145	XP_009130833.2	g29777
OG0003146	XP_009122594.1	g5686
OG0003147	XP_009140039.1, XP_009125162.2, XP_009111561.1	g16821
OG0003148	XP_009112941.1, XP_009112750.1	g40781
OG0003149	XP_009139126.1, XP_009147592.1	g36636
OG0003150	XP_033141834.1	g44280
OG0003150	XP_009148946.1	g49943
OG0003151	XP_009128363.1, XP_009104526.1	g44319
OG0003152	XP_009104529.1, XP_009117767.1	g44322
OG0003153	XP_009106600.1, XP_009104565.1	g46482
OG0003156	XP_009103362.1, XP_009149497.1	g31897
OG0003157	XP_009104713.1	g44474
OG0003157	XP_009149434.1	g31854
OG0003158	XP_009147615.1	g7129
OG0003159	XP_033147443.1, XP_009133064.1, XP_009141561.1	g38026, g51569
OG0003160	XP_009133078.1, XP_009141587.1	g37164
OG0003161	XP_009150068.1	g2971
OG0003162	XP_009107745.1, XP_009139602.1, XP_009102560.1	g47011
OG0003163	XP_009148357.1	g24504, g24502
OG0003164	XP_033147469.1	g13391
OG0003165	XP_009104808.1, XP_009127995.1	g46063
OG0003166	XP_009149269.1	g31758, g50035
OG0003167	XP_009151914.1, XP_033140676.1, XP_009139991.1	g10453
OG0003168	XP_009151808.1	g10367
OG0003169	XP_009140020.1	g16837
OG0003169	XP_018515514.1	g1625
OG0003172	XP_009140719.1	g45058
OG0003173	XP_033128450.1	g19112
OG0003175	XP_009101819.1, XP_009123703.1	g36183
OG0003176	XP_009136851.1, XP_009130677.1	g17533, g24258
OG0003177	XP_033138769.1, XP_033137903.1, XP_009119427.2, XP_009127317.1	g1336, g41160
OG0003178	XP_033128037.1	g1497, g27273
OG0003179	XP_009136775.1, XP_009145854.1	g47162
OG0003180	XP_009108293.1, XP_009145206.1	g24294, g51503
OG0003181	XP_009136578.1, XP_009115775.1	g2512
OG0003182	XP_009116731.1	g1908
OG0003182	XP_009104266.1	g18818
OG0003183	XP_009138892.1, XP_009116647.1, XP_009104225.1	g1961
OG0003184	XP_009104141.1	g18955
OG0003186	XP_033134380.1	g36352, g19376
OG0003187	XP_009116302.2	g19045
OG0003188	XP_009116288.1, XP_033131697.1, XP_009141872.1	g2178
OG0003189	XP_009116195.2	g2258
OG0003190	XP_009141670.1	g51645
OG0003191	XP_009109867.1	g27614, g50390
OG0003192	XP_009150755.2	g6032
OG0003193	XP_009139085.1	g19017
OG0003194	XP_009141793.2, XP_009133348.1, XP_009143336.1	g6279, g51761
OG0003195	XP_009138463.1, XP_009140331.1	g18263
OG0003196	XP_009117079.1	g51034
OG0003196	XP_033135190.1	g23296
OG0003198	XP_018508090.1	g10144
OG0003199	XP_009112631.1, XP_009102004.2	g17044
OG0003200	XP_009151260.1, XP_009129817.2	g10174
OG0003201	XP_009124072.1, XP_009147256.1, XP_009134819.1	g12855, g7711
OG0003202	XP_009131712.1	g4897
OG0003203	XP_009147095.1, XP_009111846.2	g12448, g12957
OG0003206	XP_033142348.1	g12268
OG0003206	XP_033148869.1, XP_009146579.1	g7280
OG0003207	XP_009128556.1, XP_009144993.1	g7166
OG0003208	XP_009146116.1, XP_009112576.1	g11997
OG0003210	XP_009103206.1	g46765
OG0003210	XP_009125055.1	g46767
OG0003211	XP_009119263.2, XP_009111086.2	g49461
OG0003212	XP_033129011.1	g26997
OG0003213	XP_009110895.1, XP_033133209.1, XP_033128570.1	g49687
OG0003214	XP_009103320.1	g44107
OG0003215	XP_009118059.1, XP_009148571.1	g49846
OG0003216	XP_009118018.1	g31435
OG0003217	XP_009101277.1	g10734
OG0003218	XP_009110416.1, XP_009149175.1	g49995, g31692
OG0003219	XP_033137104.1	g27523, g50249
OG0003220	XP_009105864.1	g45973
OG0003220	XP_009115616.1	g27525
OG0003222	XP_009103210.1, XP_009115580.1	g50270
OG0003223	XP_009104241.1, XP_009105031.1	g40987
OG0003224	XP_009113286.1	g1730
OG0003225	XP_009107880.1, XP_009146539.1	g17609
OG0003226	XP_009145033.1, XP_009148008.1	g54028, g28110
OG0003227	XP_009138278.2, XP_009113948.1	g23105
OG0003228	XP_033144404.1, XP_033144515.1	g23159, g24361
OG0003229	XP_009110032.2	g50351
OG0003230	XP_009143697.1	g23620
OG0003230	XP_009127377.1	g45116
OG0003231	XP_033139876.1	g10652
OG0003232	XP_033140527.1	g53522, g53521
OG0003233	XP_009138418.2	g22936
OG0003233	XP_009109316.1	g18251
OG0003234	XP_033130004.1	g18134, g46111
OG0003234	XP_009149290.1	g27407
OG0003236	XP_009140363.1, XP_009112519.1	g36930
OG0003239	XP_009150075.1	g2985
OG0003246	XP_009149968.1, XP_009150439.1	g2867
OG0003247	XP_009150445.2	g2823, g19542
OG0003248	XP_009150821.1, XP_009150805.1, XP_018515530.2	g19489, g50663, g2762
OG0003249	XP_009128879.1	g10940, g4628, g40634
OG0003250	XP_009121605.1, XP_009131443.1	g5133
OG0003251	XP_009131381.1	g29326, g45635
OG0003253	XP_009136932.2, XP_009131732.1, XP_009108364.1	g47272
OG0003254	XP_009131148.1	g29508
OG0003255	XP_009122077.1	g5422
OG0003256	XP_009122081.1	g29515, g29517
OG0003256	NP_001288991.1, XP_009125323.1, XP_018512519.1	g5427
OG0003257	XP_009131119.1, XP_009122531.1	g5449
OG0003258	XP_009130448.1, XP_009150507.1	g9772
OG0003259	XP_009133841.1	g29714
OG0003260	XP_009141067.1, XP_009132738.2	g11581
OG0003261	XP_009119030.1	g26991
OG0003261	XP_009141078.1, XP_009144290.1	g39904, g51218
OG0003262	XP_033147742.1	g51277
OG0003263	XP_009145067.1, XP_009144673.1, XP_033130304.1, XP_009147908.1	g28081
OG0003264	XP_009144165.1, XP_009132891.1	g39760
OG0003268	XP_009136511.1	g18599
OG0003269	XP_009150477.1, XP_009130436.2	g256
OG0003270	XP_009136444.1	g431
OG0003271	XP_009130109.1	g495
OG0003273	XP_033140209.1	g41334
OG0003273	XP_033138052.1	g28852
OG0003274	XP_033132047.1	g13960
OG0003275	XP_009135282.2, XP_009135285.2, XP_009124708.2	g7261
OG0003276	XP_033141386.1, XP_009132279.1, XP_009120355.2	g28725
OG0003277	XP_009142455.1	g23689
OG0003277	XP_009137600.1	g47586
OG0003278	XP_009149712.1, XP_009152207.1	g11372
OG0003279	XP_009150125.1	g2612, g11376
OG0003280	NP_001288979.1	g47315
OG0003281	XP_009122810.1, XP_009125438.1	g5799
OG0003282	XP_033144221.1	g50284
OG0003284	XP_033131985.1, XP_009128429.1, XP_033132056.1, XP_009134345.1	g44283
OG0003285	XP_009136970.1, XP_009132304.1	g17456
OG0003286	XP_009133184.1	g24115
OG0003286	XP_009133175.1, XP_009133165.2, XP_009137017.2	g17405
OG0003287	XP_009104585.1, XP_009106521.2	g46427
OG0003289	XP_009107806.1	g17708, g24495
OG0003290	XP_009145416.2	g11833, g13411
OG0003292	XP_009110048.1, XP_033135140.1	g32130
OG0003295	XP_009136926.1, XP_009131621.1	g24190
OG0003297	XP_009150384.1	g311
OG0003298	XP_009132976.1	g17406
OG0003299	XP_009132612.1	g28328
OG0003300	XP_009105314.1	g36500
OG0003301	XP_009149079.1	g2478, g19314
OG0003302	XP_009104317.1, XP_009116821.1	g1840
OG0003303	XP_009133275.1	g38098
OG0003303	XP_009139259.1	g2307
OG0003304	XP_009137644.1	g47622
OG0003305	XP_009107670.2	g24890
OG0003306	XP_009102403.1	g13528
OG0003306	XP_009151631.1	g10280
OG0003309	XP_009106898.1, XP_009147521.1	g36701
OG0003311	XP_009118824.1, XP_009142549.1	g37720
OG0003312	XP_009143011.1	g37538
OG0003313	XP_009110778.1	g23068
OG0003314	XP_009151231.1	g7718
OG0003314	XP_009147278.1, XP_009134810.1	g12574
OG0003316	XP_009120929.1	g29079
OG0003317	XP_009129743.1, XP_009151666.1	g10240
OG0003318	XP_009146263.1, XP_009115623.1	g7098
OG0003319	XP_009146056.1, XP_009114175.2	g6990
OG0003320	XP_009145845.1	g6849
OG0003321	XP_009109097.1	g23556
OG0003322	XP_033145838.1, XP_033140512.1, XP_033129751.1	g10315
OG0003324	XP_009137893.1	g16988
OG0003324	XP_009128021.2	g47731
OG0003325	XP_009111881.2	g4661
OG0003326	XP_018514248.2, XP_009133242.1	g37263
OG0003326	XP_009115879.2, XP_009136634.2	g2459
OG0003328	XP_033143211.1	g45260
OG0003329	XP_009127692.1	g16974
OG0003330	XP_009118447.2, XP_009118969.1	g27003
OG0003330	XP_033145178.1	g51176
OG0003331	XP_009148126.2, XP_033132317.1	g31135
OG0003332	XP_009110543.1	g27267
OG0003332	XP_009101242.1	g10700
OG0003333	XP_033132712.1	g27327
OG0003333	XP_009117798.2, XP_009149017.1	g49953
OG0003334	XP_009117552.1	g31837
OG0003335	XP_009103342.1	g50136
OG0003335	XP_009149525.1	g31919
OG0003336	XP_009103215.1	g50263
OG0003336	XP_009105806.2	g44654
OG0003337	XP_009110113.1	g32062
OG0003338	XP_033130289.1, XP_009104968.1	g32074
OG0003340	XP_009128970.1, XP_009101420.1	g40704
OG0003341	XP_009101692.2	g11043
OG0003342	XP_009127454.1, XP_033129929.1, XP_009139711.1	g46829
OG0003343	XP_009128695.1	g47696
