Orthogroup	Brassica_rapa	Rorippa_islandica
OG0002001	XP_009133694.1	Roisl.0028s0078.1.p
OG0002002	XP_009138879.1	Roisl.0018s0117.1.p
OG0002002	XP_009142254.1, XP_009143012.1	Roisl.0028s0161.1.p
OG0002003	XP_009144437.1	Roisl.0021s0113.1.p
OG0002003	XP_009116490.1	Roisl.0026s0095.1.p
OG0002004	XP_009141999.1	Roisl.0028s0462.1.p
OG0002004	XP_009116436.2, XP_009104052.1	Roisl.0026s0163.1.p
OG0002005	XP_033140116.1	Roisl.0022s0440.1.p
OG0002005	XP_009127156.1, XP_009119901.1	Roisl.0031s0129.1.p
OG0002007	XP_033146018.1, XP_033146016.1, XP_033146017.1	Roisl.0017s0257.1.p
OG0002008	XP_033146791.1, XP_009141745.1, XP_009141746.1, XP_009143379.1	Roisl.0017s0220.1.p
OG0002009	XP_033144772.1	Roisl.0046s1148.1.p
OG0002009	XP_009141725.1, XP_009143416.1	Roisl.0017s0181.1.p
OG0002010	XP_009101406.1	Roisl.0051s0003.1.p
OG0002010	XP_009101403.1	Roisl.0005s0022.1.p
OG0002011	XP_033136493.1	Roisl.0063s0043.1.p
OG0002011	XP_009101924.1, XP_009134559.1	Roisl.0115s0714.1.p
OG0002012	XP_009113578.1	Roisl.0020s0047.1.p
OG0002013	XP_009124867.1	Roisl.0039s0095.1.p
OG0002013	XP_009129890.1, XP_009111736.1	Roisl.0046s0365.1.p
OG0002014	XP_009104397.2, XP_009138714.1, XP_018510485.2	Roisl.0018s0419.1.p
OG0002014	XP_009133822.1	Roisl.0067s0052.1.p
OG0002015	XP_018510515.1, XP_009142520.1	Roisl.0067s0060.1.p
OG0002015	XP_009104393.2, XP_033134518.1	Roisl.0018s0402.1.p
OG0002016	XP_009114400.1	Roisl.0074s0604.1.p, Roisl.0080s0832.1.p, Roisl.0074s0227.1.p
OG0002017	XP_009142801.1, XP_009142034.1	Roisl.0028s0410.1.p
OG0002017	XP_009116499.1	Roisl.0026s0086.1.p
OG0002018	XP_009147260.1	Roisl.0039s0049.1.p
OG0002018	XP_009119565.1	Roisl.0071s0008.1.p
OG0002019	XP_033141918.1, XP_033137730.1, XP_009131698.1	Roisl.0210s1591.1.p
OG0002020	XP_033132301.1, XP_009131474.1	Roisl.0074s0225.1.p
OG0002021	XP_009146028.1	Roisl.0074s0216.1.p
OG0002021	XP_009148003.1	Roisl.0013s0145.1.p
OG0002022	XP_033145039.1	Roisl.0074s0199.1.p
OG0002022	XP_009107368.2, XP_009147986.1	Roisl.0013s0127.1.p
OG0002023	XP_009151777.1, XP_009111788.1	Roisl.0184s0206.1.p
OG0002023	XP_009139832.1	Roisl.0022s0084.1.p
OG0002024	XP_009140151.1	Roisl.0210s2210.1.p
OG0002025	XP_018514767.1, XP_009108983.1	Roisl.0115s0578.1.p
OG0002025	XP_033143223.1	Roisl.0002s0219.1.p
OG0002026	XP_033141909.1, XP_009120953.2	Roisl.0210s1572.1.p, Roisl.0210s1574.1.p
OG0002027	XP_009111449.1	Roisl.0191s0521.1.p
OG0002027	XP_009118815.1, XP_009119704.2	Roisl.0210s0084.1.p
OG0002028	XP_009134503.1	Roisl.0191s0561.1.p
OG0002028	XP_009119689.1	Roisl.0210s0102.1.p
OG0002029	XP_033140673.1	Roisl.0191s0562.1.p
OG0002029	XP_009119687.1	Roisl.0210s0103.1.p
OG0002030	XP_009118751.1, XP_009119618.2	Roisl.0210s0195.1.p
OG0002030	XP_009134442.2	Roisl.0191s0660.1.p
OG0002031	XP_033143632.1, XP_033134278.1	Roisl.0091s0808.1.p
OG0002032	XP_009113368.1	Roisl.0008s0060.1.p
OG0002032	XP_009118321.1	Roisl.0091s1218.1.p
OG0002033	XP_009148385.1	Roisl.0021s0123.1.p
OG0002033	XP_033141287.1, XP_009113217.1	Roisl.0214s0618.1.p
OG0002034	XP_009148453.1, XP_009110738.2, XP_009118197.2	Roisl.0021s0201.1.p
OG0002035	XP_009118179.1, XP_009110708.1	Roisl.0021s0249.1.p
OG0002035	XP_009113112.1, XP_009105791.1	Roisl.0209s0638.1.p
OG0002036	XP_009113025.1	Roisl.0010s0100.1.p
OG0002036	XP_009148576.1	Roisl.0021s0352.1.p
OG0002037	XP_009110603.1, XP_009148547.2, XP_009118034.2	Roisl.0021s0401.1.p
OG0002038	XP_009110521.2, XP_009148851.1, XP_033134715.1	Roisl.0007s0673.1.p
OG0002039	XP_009148955.1	Roisl.0007s0570.1.p, Roisl.0007s0571.1.p, Roisl.0007s0569.1.p
OG0002041	XP_009115552.1	Roisl.0191s0161.1.p
OG0002041	XP_009104944.2, XP_009105740.1	Roisl.0019s0458.1.p
OG0002042	XP_033145632.1	Roisl.0009s0054.1.p
OG0002042	XP_009112819.2, XP_009112888.2	Roisl.0050s0068.1.p
OG0002043	XP_009124092.1, XP_009101947.1	Roisl.0209s0298.1.p
OG0002044	XP_009136325.1	Roisl.0066s0286.1.p
OG0002045	XP_009108816.1	Roisl.0003s0341.1.p
OG0002045	XP_009140729.1	Roisl.0082s0468.1.p
OG0002046	XP_009144175.2, XP_009144168.1, XP_009144176.1, XP_009144167.1	Roisl.0033s0126.1.p, Roisl.0028s0649.1.p
OG0002047	XP_009115717.2, XP_009115720.2, XP_009115718.2, XP_009115719.2	Roisl.0046s0987.1.p, Roisl.0046s0986.1.p
OG0002048	XP_009113586.1	Roisl.0020s0051.1.p, Roisl.0020s0054.1.p
OG0002056	XP_009132028.1	Roisl.0080s0408.1.p
OG0002056	XP_009149926.1	Roisl.0209s0431.1.p
OG0002057	XP_009149847.1	Roisl.0046s0719.1.p
OG0002057	XP_009151415.1	Roisl.0024s0162.1.p
OG0002058	XP_009121005.1	Roisl.0210s1525.1.p
OG0002058	XP_009102088.1	Roisl.0016s0331.1.p
OG0002059	XP_033143060.1, XP_033143061.1, XP_009121007.1, XP_009126241.1	Roisl.0210s1522.1.p
OG0002059	XP_018512179.1	Roisl.0210s1161.1.p
OG0002060	XP_009121019.1	Roisl.0210s1514.1.p
OG0002060	XP_009126227.1	Roisl.0210s1502.1.p
OG0002061	XP_033148202.1	Roisl.0016s0279.1.p
OG0002061	XP_009119248.1, XP_009134727.1	Roisl.0210s1446.1.p
OG0002062	XP_009131561.1, XP_009121446.1	Roisl.0210s1384.1.p
OG0002062	XP_009130325.1	Roisl.0016s0232.1.p
OG0002063	XP_009134698.1, XP_009118572.1	Roisl.0016s0208.1.p
OG0002063	XP_009131541.2	Roisl.0210s1342.1.p
OG0002064	XP_009121502.1	Roisl.0210s1322.1.p
OG0002064	XP_018513314.1, XP_009118393.2	Roisl.0016s0194.1.p
OG0002065	XP_033139350.1, XP_009118297.1	Roisl.0016s0183.1.p
OG0002065	XP_009121524.1	Roisl.0210s1302.1.p
OG0002066	XP_009134670.1	Roisl.0016s0175.1.p
OG0002066	XP_033140089.1	Roisl.0210s1291.1.p
OG0002067	XP_009121669.1	Roisl.0209s0202.1.p, Roisl.0210s1140.1.p
OG0002068	XP_009121755.1, XP_009131348.2	Roisl.0210s1050.1.p
OG0002068	XP_009135233.2	Roisl.0074s0757.1.p
OG0002069	XP_009121798.2, XP_033142458.1	Roisl.0210s0999.1.p
OG0002069	XP_009109830.1, XP_009102999.1	Roisl.0015s0088.1.p
OG0002070	XP_009151107.1	Roisl.0046s0268.1.p
OG0002070	XP_009131215.2	Roisl.0210s0887.1.p
OG0002071	XP_009122057.1	Roisl.0012s0217.1.p
OG0002072	XP_009125339.1, XP_009131131.1, XP_033139669.1, XP_009122112.2	Roisl.0024s0363.1.p
OG0002073	XP_009125365.1, XP_033137485.1, XP_009131114.1	Roisl.0210s0661.1.p
OG0002074	XP_009136456.1	Roisl.0080s0131.1.p
OG0002074	XP_033138442.1	Roisl.0210s0524.1.p
OG0002075	XP_009111241.1	Roisl.0082s0367.1.p
OG0002075	XP_009119548.1	Roisl.0210s0274.1.p
OG0002076	XP_009108744.1	Roisl.0082s0542.1.p
OG0002076	XP_009140836.1	Roisl.0082s0543.1.p
OG0002077	XP_009103671.1, XP_009140892.1	Roisl.0082s0588.1.p
OG0002077	XP_009148057.1	Roisl.0091s1083.1.p
OG0002078	XP_009141204.1	Roisl.0017s0451.1.p
OG0002079	XP_018511271.1	Roisl.0091s0786.1.p
OG0002079	XP_009141213.1, XP_009143963.1	Roisl.0017s0423.1.p
OG0002080	XP_009119354.1	Roisl.0210s0321.1.p
OG0002080	XP_009113940.1	Roisl.0012s0231.1.p
OG0002081	XP_009114036.1, XP_009123698.1	Roisl.0214s0315.1.p
OG0002081	XP_009107431.1	Roisl.0066s0333.1.p
OG0002082	XP_009148724.1	Roisl.0007s0712.1.p
OG0002082	XP_009129118.1	Roisl.0011s0173.1.p
OG0002083	XP_009112332.2, XP_018508778.1	Roisl.0024s0597.1.p
OG0002083	XP_009150830.1	Roisl.0066s0062.1.p
OG0002084	XP_033137031.1	Roisl.0046s0934.1.p
OG0002085	XP_009150567.1	Roisl.0024s0379.1.p
OG0002087	XP_009149730.1	Roisl.0046s0892.1.p
OG0002087	XP_009150989.1	Roisl.0046s0144.1.p
OG0002088	XP_009130001.1	Roisl.0046s0153.1.p, Roisl.0046s0156.1.p, Roisl.0046s0155.1.p, Roisl.0046s0154.1.p, Roisl.0046s0150.1.p
OG0002089	XP_033129004.1	Roisl.0087s0020.1.p
OG0002089	XP_009120801.2, XP_009126446.1	Roisl.0210s1777.1.p
OG0002090	XP_009131898.1, XP_009120621.1	Roisl.0210s1955.1.p
OG0002090	XP_009149780.1	Roisl.0027s0096.1.p
OG0002091	XP_009120484.1	Roisl.0080s0304.1.p
OG0002092	XP_009139758.1	Roisl.0022s0252.1.p
OG0002092	XP_009121298.1	Roisl.0080s0585.1.p
OG0002093	XP_033133062.1, XP_009139905.1	Roisl.0022s0270.1.p
OG0002093	XP_009120208.1	Roisl.0080s0613.1.p
OG0002094	XP_009137595.1, XP_009142263.2	Roisl.0022s0299.1.p
OG0002094	XP_009120144.1	Roisl.0080s0699.1.p
OG0002095	XP_009132396.1	Roisl.0080s0804.1.p
OG0002096	XP_009120015.1, XP_009127046.1	Roisl.0080s0850.1.p
OG0002096	XP_009143005.2	Roisl.0022s0369.1.p
OG0002097	XP_033139729.1	Roisl.0082s0406.1.p
OG0002097	XP_009119572.1	Roisl.0210s0247.1.p
OG0002098	XP_033139725.1	Roisl.0001s0038.1.p
OG0002099	XP_009130901.1, XP_009125615.2, XP_009122175.1	Roisl.0042s0089.1.p
OG0002100	XP_009122841.1	Roisl.0034s0086.1.p
OG0002100	XP_009123490.2, XP_009146956.1	Roisl.0079s0262.1.p
OG0002101	XP_009119125.1	Roisl.0016s0253.1.p
OG0002101	XP_009130652.1	Roisl.0034s0061.1.p, Roisl.0189s0104.1.p
OG0002102	XP_009151986.1	Roisl.0011s0510.1.p
OG0002103	XP_009104417.2	Roisl.0214s0654.1.p
OG0002103	XP_009110502.2, XP_009148904.1, XP_009148905.2	Roisl.0007s0613.1.p
OG0002104	XP_009117812.2, XP_009148962.1	Roisl.0007s0560.1.p
OG0002104	XP_009104466.3	Roisl.0115s0088.1.p
OG0002105	XP_009117771.1, XP_009149056.1	Roisl.0007s0515.1.p
OG0002105	XP_009104513.1	Roisl.0115s0156.1.p
OG0002106	XP_009149077.1	Roisl.0007s0491.1.p
OG0002106	XP_033141638.1	Roisl.0115s0200.1.p
OG0002107	XP_009104544.1, XP_009106644.1	Roisl.0007s0488.1.p, Roisl.0115s0206.1.p
OG0002108	XP_009106636.1	Roisl.0115s0209.1.p
OG0002108	XP_009117762.1, XP_033128779.1	Roisl.0007s0485.1.p
OG0002109	XP_009106444.1	Roisl.0004s0097.1.p
OG0002110	XP_009106367.1, XP_018508755.1	Roisl.0004s0191.1.p
OG0002110	XP_009110186.1	Roisl.0049s0048.1.p
OG0002111	XP_009149586.2	Roisl.0007s0021.1.p
OG0002111	XP_009106334.1	Roisl.0004s0222.1.p
OG0002112	XP_009106844.2	Roisl.0021s0532.1.p
OG0002112	XP_009146526.1	Roisl.0074s0655.1.p
OG0002113	XP_009106869.1	Roisl.0021s0542.1.p
OG0002113	XP_009146496.1	Roisl.0074s0650.1.p
OG0002114	XP_009124747.1	Roisl.0074s0632.1.p
OG0002114	XP_009103733.1, XP_009147513.1	Roisl.0006s0541.1.p
OG0002115	XP_009127569.1	Roisl.0019s0805.1.p
OG0002115	XP_009113791.1, XP_018508336.1	Roisl.0015s0079.1.p
OG0002116	XP_009144682.1, XP_018508933.2	Roisl.0075s0099.1.p
OG0002117	XP_033146584.1	Roisl.0075s0183.1.p
OG0002117	XP_033147997.1, XP_033130322.1	Roisl.0053s0363.1.p
OG0002118	XP_009107776.2	Roisl.0075s0201.1.p
OG0002118	XP_009145238.1, XP_009108264.1	Roisl.0053s0394.1.p
OG0002119	XP_009144716.1	Roisl.0002s0201.1.p
OG0002119	XP_009145430.2, XP_009109216.2	Roisl.0115s0561.1.p, Roisl.0115s0554.1.p
OG0002120	XP_009142988.1	Roisl.0022s0368.1.p, Roisl.0189s0251.1.p
OG0002121	XP_009136898.1	Roisl.0091s0519.1.p
OG0002121	XP_033136812.1	Roisl.0005s0147.1.p
OG0002122	XP_009146913.1, NP_001288863.1	Roisl.0002s0142.1.p
OG0002122	XP_009135754.1	Roisl.0115s0499.1.p
OG0002123	XP_009140300.1, XP_009117371.1	Roisl.0204s0166.1.p
OG0002124	XP_009149207.1	Roisl.0007s0375.1.p
OG0002124	XP_009127950.1, XP_009105942.1	Roisl.0019s0220.1.p
OG0002127	XP_009151981.2, XP_009111559.1, XP_009129436.1	Roisl.0011s0516.1.p, Roisl.0009s0149.1.p
OG0002128	XP_009101582.1	Roisl.0005s0286.1.p
OG0002128	XP_009108403.1	Roisl.0091s0407.1.p
OG0002129	XP_009144898.1	Roisl.0006s0206.1.p
OG0002129	XP_009145524.1	Roisl.0115s0442.1.p
OG0002130	XP_009115305.1, XP_009146209.1	Roisl.0074s0380.1.p
OG0002131	XP_009132997.1	Roisl.0028s0878.1.p
OG0002131	XP_009128867.1	Roisl.0005s0148.1.p
OG0002132	XP_009115148.1, XP_009109589.2	Roisl.0188s0084.1.p
OG0002133	XP_009123076.1, XP_009137305.1	Roisl.0008s0176.1.p, Roisl.0008s0177.1.p
OG0002134	XP_009112704.1	Roisl.0001s0043.1.p
OG0002134	XP_009136279.1, XP_009119399.1	Roisl.0045s0036.1.p
OG0002135	XP_009112393.1	Roisl.0066s0319.1.p
OG0002135	XP_009108112.1	Roisl.0001s0093.1.p
OG0002136	XP_009108208.1	Roisl.0213s0645.1.p
OG0002137	XP_033133158.1	Roisl.0008s0195.1.p
OG0002137	XP_033140710.1	Roisl.0213s0640.1.p
OG0002138	XP_009125933.1	Roisl.0003s0268.1.p
OG0002138	XP_009117222.1	Roisl.0023s0109.1.p
OG0002140	XP_033129016.1	Roisl.0091s0312.1.p
OG0002141	XP_009101634.1	Roisl.0091s0310.1.p
OG0002141	XP_009101632.1	Roisl.0012s0345.1.p, Roisl.0012s0349.1.p
OG0002142	XP_009101694.1	Roisl.0012s0312.1.p
OG0002142	XP_033134037.1, XP_009133731.2, XP_009137148.1	Roisl.0091s0272.1.p
OG0002143	XP_009134344.1, XP_009108515.1	Roisl.0091s0223.1.p
OG0002144	XP_009134149.2	Roisl.0060s0010.1.p
OG0002144	XP_009145120.1	Roisl.0210s2105.1.p
OG0002145	XP_009116939.1	Roisl.0018s0413.1.p
OG0002146	XP_009142644.1	Roisl.0035s0106.1.p
OG0002146	XP_018510353.1	Roisl.0018s0296.1.p
OG0002147	XP_009104316.1	Roisl.0018s0279.1.p
OG0002147	XP_009142682.1	Roisl.0035s0134.1.p
OG0002148	XP_009116767.2, XP_009104281.2	Roisl.0018s0213.1.p
OG0002149	XP_009138849.1, XP_009116712.1	Roisl.0018s0142.1.p
OG0002150	XP_009133523.1, XP_009142795.1, XP_009142794.2	Roisl.0028s0419.1.p
OG0002151	XP_009141969.1	Roisl.0028s0515.1.p
OG0002151	XP_009116386.1	Roisl.0026s0213.1.p
OG0002152	XP_009142726.1	Roisl.0028s0507.1.p
OG0002153	XP_009116346.1	Roisl.0046s1646.1.p
OG0002153	XP_009142708.1	Roisl.0028s0544.1.p
OG0002154	XP_009139258.2	Roisl.0017s0228.1.p
OG0002155	XP_009103859.1, XP_009139421.1, XP_009116029.1	Roisl.0046s1312.1.p
OG0002156	XP_009119902.1	Roisl.0031s0130.1.p
OG0002156	XP_009137686.1, XP_009143884.1	Roisl.0022s0439.1.p
OG0002157	XP_009114205.1	Roisl.0074s0256.1.p
OG0002157	XP_009146493.2	Roisl.0002s0064.1.p
OG0002158	XP_009107690.1	Roisl.0058s0019.1.p
OG0002158	XP_009102507.1, XP_009135895.1	Roisl.0053s0232.1.p
OG0002160	XP_009105303.1	Roisl.0019s0810.1.p
OG0002160	XP_009109836.1	Roisl.0015s0082.1.p
OG0002161	XP_009109860.1, XP_033131565.1, XP_009113829.2	Roisl.0191s0464.1.p
OG0002162	XP_009112559.2, XP_009102225.1	Roisl.0066s0028.1.p
OG0002162	XP_009127899.1	Roisl.0003s0041.1.p
OG0002164	XP_033143899.1, XP_009143259.1	Roisl.0017s0391.1.p
OG0002165	XP_009141664.1	Roisl.0017s0092.1.p
OG0002165	XP_009141663.2, XP_009143490.1	Roisl.0017s0088.1.p
OG0002167	XP_009140266.1	Roisl.0063s0045.1.p
OG0002167	XP_018508066.1, XP_009101921.2, XP_009109516.1	Roisl.0115s0710.1.p
OG0002168	XP_009117405.2, XP_009140276.2	Roisl.0082s0142.1.p
OG0002168	XP_033141615.1	Roisl.0115s0691.1.p
OG0002169	XP_009109497.1, XP_033128052.1, XP_009150927.2	Roisl.0115s0687.1.p
OG0002169	XP_009140281.2	Roisl.0082s0134.1.p
OG0002170	XP_009112728.1	Roisl.0046s0622.1.p
OG0002170	XP_033145365.1	Roisl.0046s0656.1.p
OG0002171	XP_009128719.1	Roisl.0020s0118.1.p
OG0002171	XP_033134277.1, XP_009134189.2, XP_009113604.1	Roisl.0020s0112.1.p, Roisl.0020s0116.1.p
OG0002172	XP_009151238.1	Roisl.0046s0456.1.p
OG0002172	XP_009124212.1	Roisl.0039s0010.1.p
OG0002173	XP_033139296.1, XP_009136117.3	Roisl.0066s0382.1.p
OG0002174	XP_009143164.1, XP_009142360.1	Roisl.0035s0175.1.p
OG0002174	XP_009118837.1	Roisl.0210s0050.1.p
OG0002175	XP_009117119.1, XP_009118639.2, XP_009109184.1	Roisl.0068s0005.1.p
OG0002176	XP_009129895.2, XP_009151169.2	Roisl.0046s0354.1.p
OG0002177	XP_009147121.1	Roisl.0079s0080.1.p
OG0002177	XP_009129755.1, XP_009151707.2	Roisl.0036s0060.1.p
OG0002178	XP_033129713.1	Roisl.0014s0130.1.p
OG0002178	XP_009134954.1, XP_009147099.1	Roisl.0079s0104.1.p
OG0002179	XP_009123906.1	Roisl.0079s0220.1.p
OG0002179	XP_018514291.1	Roisl.0079s0219.1.p
OG0002180	XP_009146641.1	Roisl.0074s0790.1.p
OG0002180	XP_009120938.1, XP_009135207.1	Roisl.0210s0409.1.p
OG0002181	XP_009146011.1, XP_009114009.1	Roisl.0013s0126.1.p
OG0002181	XP_009135530.1	Roisl.0074s0198.1.p
OG0002182	XP_009135568.1, XP_009113491.1	Roisl.0074s0122.1.p
OG0002182	XP_009147951.1	Roisl.0013s0084.1.p
OG0002183	XP_009112734.1	Roisl.0074s0089.1.p
OG0002184	XP_009145802.1	Roisl.0074s0001.1.p
OG0002184	XP_009107284.1, XP_009145107.1	Roisl.0006s0039.1.p
OG0002185	XP_009111615.1, XP_009151829.2	Roisl.0188s0091.1.p
OG0002185	XP_009139922.1	Roisl.0009s0297.1.p
OG0002186	XP_009108819.1, XP_009145320.1	Roisl.0115s0604.1.p
OG0002187	XP_009124241.1	Roisl.0053s0107.1.p
OG0002187	XP_009127384.1	Roisl.0021s0630.1.p
OG0002188	XP_009118332.1	Roisl.0091s1180.1.p
OG0002189	XP_009141525.1, XP_009133050.2	Roisl.0028s1013.1.p
OG0002190	XP_009143240.1, XP_009133418.1	Roisl.0017s0410.1.p
OG0002191	XP_009119138.1	Roisl.0091s0816.1.p
OG0002192	XP_009144450.1, XP_033132800.1	Roisl.0021s0088.1.p
OG0002193	XP_033135058.1	Roisl.0214s0680.1.p
OG0002193	XP_009148365.1	Roisl.0021s0095.1.p
OG0002194	XP_009113268.1	Roisl.0214s0649.1.p
OG0002194	XP_009123061.1, XP_009148373.1, XP_009144440.1	Roisl.0021s0110.1.p
OG0002195	XP_033135825.1	Roisl.0214s0539.1.p
OG0002195	XP_033133574.1, XP_009118221.2	Roisl.0021s0170.1.p
OG0002196	XP_009110658.1, XP_009148603.2	Roisl.0021s0321.1.p
OG0002197	XP_009148891.1, XP_033135640.1	Roisl.0007s0629.1.p
OG0002197	XP_009107126.1	Roisl.0011s0020.1.p
OG0002198	XP_009115570.1	Roisl.0191s0135.1.p
OG0002198	XP_009105774.1	Roisl.0019s0418.1.p
OG0002199	XP_009105770.1	Roisl.0019s0423.1.p
OG0002199	XP_009115567.2	Roisl.0191s0139.1.p
OG0002200	XP_009127850.1, XP_009104925.2, XP_009105783.1	Roisl.0019s0409.1.p
OG0002201	XP_009113068.1	Roisl.0209s0045.1.p, Roisl.0209s0044.1.p
OG0002202	XP_009132761.2, XP_033143613.1	Roisl.0200s0014.1.p
OG0002203	XP_009128628.1, XP_009137851.2	Roisl.0044s0104.1.p
OG0002203	XP_009102148.1	Roisl.0214s0367.1.p
OG0002205	XP_009124154.1, XP_009127457.1, XP_018508323.2	Roisl.0209s0049.1.p
OG0002206	XP_009149615.3	Roisl.0007s0201.1.p
OG0002207	XP_009109475.1, XP_009101568.2	Roisl.0115s0657.1.p
OG0002208	XP_009117299.2	Roisl.0046s0506.1.p
OG0002209	XP_009108757.1, XP_018509129.2	Roisl.0008s0340.1.p
OG0002210	XP_009114552.1	Roisl.0001s0024.1.p
OG0002210	XP_009136262.1	Roisl.0047s0026.1.p
OG0002211	XP_009139591.1	Roisl.0075s0093.1.p
OG0002211	XP_009102567.1, XP_009135869.1	Roisl.0053s0293.1.p
OG0002212	XP_009102986.1, XP_009113771.1	Roisl.0015s0100.1.p
OG0002213	XP_009109165.1	Roisl.0022s0351.1.p
OG0002213	XP_009127029.1	Roisl.0080s0824.1.p
OG0002214	XP_033131750.1	Roisl.0024s0084.1.p, Roisl.0024s0055.1.p, Roisl.0024s0054.1.p, Roisl.0024s0069.1.p
OG0002216	XP_009108877.1	Roisl.0003s0255.1.p
OG0002216	XP_033133966.1	Roisl.0003s0254.1.p
OG0002216	XP_009126095.1	Roisl.0003s0253.1.p
OG0002221	XP_009141475.1, XP_009143687.1, XP_009102325.2	Roisl.0028s0941.1.p
OG0002222	XP_009120050.1	Roisl.0213s0135.1.p, Roisl.0001s0530.1.p
OG0002223	XP_009107521.1	Roisl.0210s1444.1.p
OG0002223	XP_009119215.1	Roisl.0016s0272.1.p
OG0002224	XP_009134039.1	Roisl.0214s0088.1.p
OG0002224	XP_009109242.1, XP_009138303.1	Roisl.0022s0108.1.p
OG0002225	XP_018512495.1	Roisl.0210s1162.1.p
OG0002225	XP_009124816.1, XP_009134609.1	Roisl.0016s0058.1.p
OG0002226	XP_009125948.1	Roisl.0210s1079.1.p, Roisl.0213s0664.1.p, Roisl.0053s0034.1.p
OG0002227	XP_009140775.1	Roisl.0204s0131.1.p
OG0002227	XP_009110896.2, XP_009118376.2	Roisl.0091s1128.1.p
OG0002228	XP_033145183.1	Roisl.0082s0646.1.p
OG0002228	XP_033135886.1	Roisl.0091s1059.1.p
OG0002229	XP_009144023.2	Roisl.0017s0455.1.p
OG0002229	XP_033138568.1	Roisl.0091s0813.1.p
OG0002230	XP_009111112.1	Roisl.0210s0368.1.p
OG0002230	XP_009113985.1	Roisl.0012s0121.1.p
OG0002231	XP_009119325.1	Roisl.0210s0357.1.p
OG0002231	XP_009101767.2, XP_009123908.2	Roisl.0012s0168.1.p
OG0002232	XP_009101725.1, XP_018509639.2	Roisl.0012s0253.1.p, Roisl.0210s0311.1.p
OG0002233	XP_033141788.1	Roisl.0082s0321.1.p
OG0002234	XP_009138920.1	Roisl.0022s0157.1.p
OG0002235	XP_033144027.1	Roisl.0022s0164.1.p
OG0002235	XP_033133506.1	Roisl.0213s0317.1.p
OG0002236	XP_009106864.1	Roisl.0189s0142.1.p, Roisl.0189s0140.1.p
OG0002236	XP_033143313.1	Roisl.0022s0201.1.p
OG0002237	XP_033146330.1	Roisl.0028s0817.1.p
OG0002239	XP_009141408.2, XP_009141530.2	Roisl.0028s0902.1.p
OG0002239	XP_009107759.2, XP_009115044.1	Roisl.0213s0346.1.p
OG0002240	XP_009133027.1, XP_009141502.1, XP_033147583.1	Roisl.0028s0984.1.p
OG0002241	XP_009114890.1	Roisl.0209s0186.1.p
OG0002241	XP_033147156.1	Roisl.0028s0957.1.p
OG0002242	XP_009103457.2	Roisl.0024s0558.1.p
OG0002242	XP_009101744.1, XP_009115702.1	Roisl.0046s0970.1.p
OG0002243	XP_009122351.1, XP_009125685.1	Roisl.0210s0471.1.p
OG0002243	XP_009150121.1	Roisl.0080s0071.1.p
OG0002244	XP_033142400.1	Roisl.0080s0185.1.p
OG0002245	XP_009142265.1, XP_009143039.1	Roisl.0028s0141.1.p
OG0002248	XP_009135205.1, XP_009135204.1	Roisl.0033s0048.1.p
OG0002249	XP_033143203.1, XP_009120490.1, XP_009126670.1	Roisl.0080s0300.1.p
OG0002250	XP_033138849.1	Roisl.0080s0422.1.p
OG0002250	XP_033143134.1	Roisl.0016s0078.1.p
OG0002251	XP_009120276.1	Roisl.0080s0541.1.p
OG0002251	XP_009139545.1	Roisl.0022s0231.1.p
OG0002252	XP_009124813.1	Roisl.0022s0285.1.p
OG0002252	XP_009126928.1	Roisl.0080s0652.1.p
OG0002253	XP_009120009.1	Roisl.0080s0857.1.p
OG0002253	XP_009137633.1	Roisl.0022s0373.1.p
OG0002254	XP_009118717.2, XP_033138277.1	Roisl.0210s0246.1.p
OG0002254	XP_033142014.1	Roisl.0082s0410.1.p
OG0002255	XP_033131096.1	Roisl.0066s0316.1.p
OG0002255	XP_009135421.1	Roisl.0091s0133.1.p
OG0002256	XP_009146737.2, XP_009135159.1	Roisl.0074s0876.1.p
OG0002256	XP_009130902.1	Roisl.0042s0085.1.p
OG0002257	XP_009146786.1	Roisl.0074s0911.1.p
OG0002257	XP_033138828.1	Roisl.0042s0130.1.p
OG0002258	XP_009143384.1	Roisl.0017s0211.1.p
OG0002258	XP_033145041.1	Roisl.0030s0082.1.p
OG0002259	XP_009122744.1	Roisl.0030s0007.1.p
OG0002259	XP_033134638.1, XP_009113470.2	Roisl.0030s0008.1.p, Roisl.0030s0009.1.p
OG0002260	XP_009125418.1, XP_009130656.1	Roisl.0034s0063.1.p
OG0002261	XP_033145236.1	Roisl.0009s0143.1.p
OG0002261	XP_009129439.1, XP_009151982.1	Roisl.0011s0512.1.p
OG0002262	XP_009128447.1	Roisl.0115s0053.1.p
OG0002262	XP_009110487.1, XP_009148927.1	Roisl.0007s0594.1.p
OG0002263	XP_009110479.1, XP_009148947.1	Roisl.0007s0579.1.p, Roisl.0007s0580.1.p
OG0002264	XP_009106722.1	Roisl.0115s0118.1.p
OG0002264	XP_009149022.1	Roisl.0007s0544.1.p
OG0002265	XP_033130847.1	Roisl.0191s0050.1.p
OG0002266	XP_009128247.2	Roisl.0004s0124.1.p
OG0002266	XP_009110161.1	Roisl.0191s0033.1.p
OG0002267	XP_009106356.1	Roisl.0004s0201.1.p
OG0002267	XP_009149608.1, XP_009103299.1	Roisl.0049s0039.1.p
OG0002268	XP_033141770.1	Roisl.0007s0090.1.p
