Orthogroup	Brassica_rapa	Cardamine_hirsuta
OG0003298	XP_009132976.1	CARHR226400
OG0003299	XP_009132612.1	CARHR264060
OG0003300	XP_009105314.1	CARHR040310
OG0003301	XP_009149079.1	CARHR281670
OG0003301	XP_009115817.1	CARHR160970
OG0003303	XP_009133275.1	CARHR133290
OG0003303	XP_009139259.1	CARHR164080
OG0003304	XP_009143203.1	CARHR116450, CARHR116440, CARHR234850
OG0003304	XP_009108849.2	CARHR234860
OG0003305	XP_009107670.2, XP_009112683.1	CARHR218290
OG0003306	XP_009102403.1	CARHR102050
OG0003306	XP_009151631.1	CARHR183990
OG0003307	XP_018508212.1	CARHR060430
OG0003309	XP_009106898.1, XP_009147521.1	CARHR044840
OG0003310	XP_009123064.1	CARHR036040
OG0003311	XP_009118824.1, XP_009142549.1	CARHR142630
OG0003312	XP_009106272.1	CARHR069720
OG0003312	XP_009143011.1	CARHR139440
OG0003313	XP_009110778.1	CARHR242940
OG0003314	XP_009151231.1	CARHR185710
OG0003315	XP_009124948.1	CARHR187050
OG0003316	XP_009120929.1	CARHR194020
OG0003317	XP_009129743.1, XP_009151666.1	CARHR183250
OG0003318	XP_009146263.1, XP_009115623.1	CARHR090330
OG0003319	XP_009146056.1, XP_009114175.2	CARHR092090
OG0003321	XP_009109097.1, XP_009144418.1	CARHR240410
OG0003322	XP_033145838.1	CARHR264020
OG0003324	XP_009137893.1	CARHR238070
OG0003324	XP_009128021.2	CARHR146550
OG0003325	XP_009111881.2	CARHR182030
OG0003326	XP_009115879.2, XP_009136634.2	CARHR161400
OG0003327	XP_009111444.1	CARHR249030
OG0003328	XP_033143211.1	CARHR249330
OG0003329	XP_009108977.1	CARHR238520
OG0003330	XP_009118447.2, XP_009118969.1	CARHR007020
OG0003330	XP_033145178.1	CARHR122980
OG0003331	XP_009148126.2, XP_033132317.1	CARHR214520
OG0003332	XP_009110543.1	CARHR014850
OG0003332	XP_009101242.1	CARHR145170
OG0003333	XP_009117798.2, XP_009149017.1	CARHR016380
OG0003334	XP_009149412.1, XP_009149407.1, XP_009117552.1, XP_009110282.2, XP_009110283.1	CARHR019910
OG0003335	XP_009103342.1, XP_009149525.1	CARHR020900
OG0003336	XP_009103215.1	CARHR023230
OG0003336	XP_009105806.2	CARHR064650
OG0003337	XP_009115557.1	CARHR063990
OG0003337	XP_009110113.1	CARHR023640
OG0003338	XP_033130289.1, XP_009104968.1	CARHR063160
OG0003339	XP_033141164.1, XP_033141223.1	CARHR281090, CARHR281080
OG0003339	XP_033134119.1	CARHR281100
OG0003340	XP_009128970.1, XP_009101420.1	CARHR173910
OG0003342	XP_009127454.1	CARHR057680
OG0003342	XP_009139711.1	CARHR215890
OG0003343	XP_009128695.1	CARHR237300
OG0003345	XP_009140088.1, XP_033131094.1	CARHR183180
OG0003346	XP_033138925.1	CARHR282350
OG0003347	XP_009109286.1, XP_009138380.1, XP_009151452.1, XP_018509315.1, XP_018513560.1	CARHR243940
OG0003348	XP_033133164.1, XP_009138379.1, XP_009151705.1, XP_009151594.1	CARHR243920, CARHR193120
OG0003349	XP_009138268.1	CARHR242630
OG0003350	XP_009138078.1, XP_018509150.1, XP_009108879.1	CARHR240230
OG0003351	XP_009104877.1, XP_009127898.1	CARHR064940
OG0003352	XP_009134529.1	CARHR248970
OG0003353	XP_009109131.1, XP_009137666.1, XP_009143539.1	CARHR235180
OG0003356	XP_009115088.1	CARHR027320, CARHR256700, CARHR189100
OG0003356	XP_033147460.1, XP_033147459.1	CARHR152810
OG0003362	XP_033138801.1	CARHR273140, CARHR154810, CARHR122170
OG0003364	XP_009129455.1	CARHR148240
OG0003364	XP_009140054.1, XP_033130938.1	CARHR213400
OG0003366	XP_009135377.1, XP_009146378.2	CARHR089420
OG0003367	XP_018513114.1	CARHR116240
OG0003369	XP_018508678.1, XP_009102944.1, XP_009102435.1	CARHR101350
OG0003372	XP_009150779.1, NP_001288820.1	CARHR156710
OG0003373	XP_033137133.1	CARHR027370
OG0003373	XP_009113714.1	CARHR027460
OG0003374	XP_009151453.1, XP_009114857.1	CARHR032160
OG0003375	XP_009145736.1, XP_009111476.1	CARHR257230, CARHR257250
OG0003376	XP_009136197.1, XP_009102355.1	CARHR103470
OG0003377	XP_009126108.1, XP_033139556.1, XP_033139557.1, XP_033143170.1	CARHR196900, CARHR196920, CARHR062790, CARHR196930, CARHR196950, CARHR289010
OG0003378	XP_009121503.1	CARHR197080
OG0003379	XP_033145432.1	CARHR213040
OG0003381	XP_009121869.1	CARHR200910
OG0003384	XP_009138503.1	CARHR245990
OG0003385	XP_009125720.1, XP_009131042.1, XP_009122429.1	CARHR205000
OG0003386	XP_033138440.1	CARHR205400
OG0003386	XP_009131008.2, XP_009125700.2	CARHR205410
OG0003387	XP_009138660.2	CARHR232340
OG0003388	XP_009138611.1	CARHR232290
OG0003389	XP_009118163.1, XP_009148635.1	CARHR126420
OG0003390	XP_009144319.1, XP_009141050.1	CARHR123520
OG0003392	XP_009123931.2, XP_009101736.1	CARHR179150
OG0003393	XP_009115120.1	CARHR030100
OG0003394	XP_009115118.1, XP_009133006.1, XP_009141406.1	CARHR030110
OG0003395	XP_033129429.1	CARHR279860
OG0003395	XP_009115659.1	CARHR158850
OG0003396	XP_009112146.1, XP_009131122.1	CARHR278620
OG0003397	XP_009108786.1, XP_009121158.1, XP_009138195.1, XP_018515249.1	CARHR241680
OG0003398	XP_009130244.1	CARHR277020
OG0003399	XP_009130242.1, XP_033135739.1	CARHR276760
OG0003400	XP_009130238.1	CARHR276670
OG0003401	XP_033129570.1, XP_033140506.1	CARHR189580
OG0003402	XP_033141491.1, XP_033138618.1	CARHR191930
OG0003404	XP_009120382.1	CARHR272500
OG0003405	XP_009132187.1, XP_009120180.1	CARHR270370, CARHR000660
OG0003406	XP_009151586.2	CARHR037090, CARHR039020
OG0003408	XP_018513165.2, XP_009125582.1, XP_033138162.1, XP_009122548.1	CARHR208320
OG0003409	XP_009130764.1	CARHR209780
OG0003410	XP_009146936.1	CARHR083690
OG0003410	XP_009130684.1	CARHR211240
OG0003411	XP_009123801.1	CARHR083200
OG0003412	XP_009135087.1, XP_009146976.2	CARHR083160
OG0003413	XP_009140150.1	CARHR086870
OG0003414	XP_009128320.1, XP_009106607.2	CARHR072520, CARHR017240
OG0003415	XP_009101896.1, XP_033132994.1	CARHR112440, CARHR106820, CARHR247590, CARHR106830
OG0003416	XP_009104670.1, XP_009128182.1, XP_009106321.1	CARHR070070, CARHR070080
OG0003418	XP_009146371.1	CARHR089370
OG0003418	XP_009116933.1	CARHR043950
OG0003419	XP_009144771.1	CARHR043660
OG0003421	XP_009106438.1, XP_009102595.1	CARHR099650
OG0003422	XP_018509956.2	CARHR292870
OG0003422	XP_009137459.2	CARHR245650
OG0003424	XP_033136950.1, XP_009151868.2	CARHR292470
OG0003425	XP_009103106.1, XP_009115400.1	CARHR025220
OG0003426	XP_018508030.1, XP_009131645.1	CARHR225160
OG0003427	NP_001288913.1, XP_009147731.1	CARHR041920
OG0003428	XP_009144879.1	CARHR041930
OG0003429	XP_009147647.1	CARHR043130
OG0003429	XP_033131220.1	CARHR111440
OG0003430	XP_009151814.1	CARHR152100
OG0003430	XP_009139914.1	CARHR262560
OG0003431	XP_033133282.1, XP_033144868.1	CARHR225550, CARHR225540
OG0003434	XP_009119432.1, XP_009132607.1	CARHR264100
OG0003435	XP_033140987.1	CARHR256790
OG0003435	XP_033138056.1	CARHR256780
OG0003437	XP_009113887.2	CARHR177980
OG0003438	XP_033132463.1, XP_018515291.2	CARHR227270
OG0003440	XP_009137218.1, XP_009108535.1, XP_009135379.1, XP_009135393.2	CARHR228660
OG0003441	XP_009107922.1, XP_018510041.1	CARHR033890
OG0003442	XP_009143043.1	CARHR139740
OG0003443	XP_009116543.1, XP_009138946.1, XP_009104166.1	CARHR169060
OG0003444	XP_009133486.1	CARHR136540
OG0003445	XP_009139050.2, XP_009139053.2	CARHR167160, CARHR163700
OG0003446	XP_009143233.1, XP_009141877.1	CARHR135290
OG0003447	XP_033145019.1, XP_009102362.1	CARHR103030
OG0003448	XP_009105912.1, XP_009135890.1, XP_009102511.1	CARHR100450
OG0003449	XP_009124616.1, XP_009109333.1, XP_033146472.1	CARHR245030
OG0003452	XP_033136102.1	CARHR033540
OG0003453	XP_009142537.1	CARHR142820
OG0003454	XP_009142542.1	CARHR142750
OG0003455	XP_033142437.1, XP_009142364.1, XP_009143170.1	CARHR141040
OG0003456	XP_009143067.1	CARHR140000
OG0003457	XP_009133649.2	CARHR139120
OG0003458	XP_009142236.1, XP_009142979.2	CARHR139100
OG0003459	XP_009129651.1	CARHR194010
OG0003460	XP_033147242.1	CARHR080820, CARHR080810
OG0003461	XP_009134914.1	CARHR213130, CARHR176030, CARHR176040, CARHR213100, CARHR213110, CARHR213090, CARHR213140, CARHR081210
OG0003462	XP_009135075.1, XP_009146954.1	CARHR083390, CARHR083530
OG0003463	XP_009146722.1	CARHR145210, CARHR086010
OG0003464	XP_009121027.1, XP_009146670.2, XP_009135195.1	CARHR086460, CARHR086470
OG0003465	XP_009117633.2, XP_009135312.1, XP_009146469.1, XP_009146520.1	CARHR088310
OG0003466	XP_009117519.2, XP_009146459.2	CARHR105710, CARHR088450
OG0003467	XP_009135462.2	CARHR090980
OG0003468	XP_009137991.1, XP_009137982.1	CARHR231770
OG0003469	XP_009114608.1	CARHR238770
OG0003470	XP_009110866.2, XP_009118334.1, XP_009148151.1	CARHR008840
OG0003471	XP_009110909.1	CARHR007850, CARHR007840
OG0003472	XP_033133455.1, XP_009110824.1, XP_009118317.1, XP_009148248.1	CARHR009490
OG0003473	XP_009118288.1, XP_009148314.1	CARHR010070
OG0003474	XP_009148340.1	CARHR010310
OG0003474	XP_009102924.1	CARHR283810
OG0003475	XP_009148589.1	CARHR012750
OG0003477	XP_009148845.1, XP_033133745.1	CARHR015140
OG0003478	XP_009103670.1	CARHR223680
OG0003479	XP_009117701.1	CARHR262030
OG0003480	XP_009111594.1	CARHR264880
OG0003481	XP_009101386.2, XP_009128999.1	CARHR173550, CARHR223760
OG0003482	NP_001288833.1	CARHR092300
OG0003483	XP_009129412.1, XP_009151956.2	CARHR141560
OG0003484	XP_009101945.1	CARHR294150
OG0003485	XP_009134675.1	CARHR245950
OG0003485	XP_009134560.1	CARHR245960
OG0003486	XP_009150254.2, XP_033133994.1, XP_009109272.1	CARHR244150
OG0003487	XP_009110966.1, XP_009108718.1, XP_009138310.1	CARHR242800
OG0003488	XP_009117233.1	CARHR117900
OG0003489	XP_009103191.1, XP_009110120.1, XP_009103192.1	CARHR023550, CARHR023570, CARHR023560, CARHR023580, CARHR024050, CARHR024040
OG0003494	XP_009144739.1, XP_018509197.1, XP_009147496.1	CARHR045300
OG0003496	XP_033129569.1	CARHR058980
OG0003497	XP_009105266.1, XP_009127540.1	CARHR220460, CARHR056340, CARHR059750
OG0003501	XP_009144633.1	CARHR189320
OG0003502	XP_009132517.1	CARHR265660
OG0003503	XP_033146431.1, XP_009142093.1	CARHR146290
OG0003505	XP_009102843.1, XP_033130142.1, XP_033137277.1, XP_033137280.1, XP_033137281.1	CARHR223000
OG0003514	XP_009126145.2	CARHR196270
OG0003515	XP_009121538.1	CARHR197440
OG0003515	XP_009126074.2, XP_033128117.1	CARHR018880
OG0003516	XP_009131204.2, XP_033137721.1	CARHR201750
OG0003516	XP_009111668.1	CARHR201760
OG0003517	XP_018511099.1	CARHR204070
OG0003517	XP_009145754.1	CARHR095280
OG0003518	XP_009117524.2, XP_033137492.1	CARHR204450
OG0003519	XP_009136468.1	CARHR275170
OG0003521	XP_009140787.1	CARHR119810
OG0003522	XP_009103614.1	CARHR120330
OG0003523	XP_033145166.1, XP_009103676.1	CARHR121270
OG0003525	XP_009144303.1	CARHR123850
OG0003526	XP_009144228.1	CARHR068770
OG0003527	XP_009141167.1	CARHR125030
OG0003528	XP_009132804.1, XP_033147610.1	CARHR125230, CARHR008820
OG0003529	XP_009143961.1, XP_009132840.1	CARHR126050
OG0003530	XP_009101768.1, XP_009123900.1	CARHR179900, CARHR003560
OG0003532	XP_009107764.2, XP_009149748.1	CARHR030270
OG0003533	XP_033139889.1	CARHR066690
OG0003534	XP_009112368.2, XP_009103435.2, XP_009103432.2	CARHR181420, CARHR280300, CARHR053680, CARHR181410
OG0003535	XP_009150633.2	CARHR279420
OG0003536	XP_009130982.1	CARHR205950
OG0003537	XP_033140414.1, XP_009150119.1	CARHR275580
OG0003538	XP_009151095.1	CARHR289290
OG0003540	XP_033142415.1, XP_033142411.1, XP_033142413.1, XP_033142409.1, XP_009126578.2	CARHR190550
OG0003541	XP_009120581.1, XP_009120583.1	CARHR274170
OG0003543	XP_009120460.1, XP_009126695.1	CARHR285860
OG0003544	XP_033137996.1, XP_009126698.1, XP_009131998.1	CARHR285750
OG0003545	XP_009120337.1, XP_009132068.2, XP_009126768.1	CARHR272100
OG0003546	XP_009126813.1, XP_033137694.1, XP_009132107.2, XP_018512815.2	CARHR271540
OG0003547	XP_009148063.1	CARHR007870
OG0003548	XP_033144577.1, XP_033138714.1	CARHR268940, CARHR268950
OG0003549	XP_009130983.1, XP_033141756.1, XP_009122362.1	CARHR205930
OG0003550	XP_009122204.1	CARHR207240
OG0003551	XP_009130870.1, XP_009125590.1	CARHR208090
OG0003551	XP_033147834.1	CARHR085440
OG0003552	XP_033136747.1	CARHR109910
OG0003554	XP_009151960.1	CARHR148830
OG0003555	XP_009106615.1, XP_009104555.1	CARHR072650
OG0003556	XP_009106538.1	CARHR071730
OG0003558	XP_009145108.1, XP_009147892.1	CARHR039830, CARHR039820, CARHR039840
OG0003559	XP_009139515.1	CARHR220600
OG0003560	XP_009107785.1, XP_009144692.1, XP_009148621.1	CARHR220780
OG0003561	XP_009140873.1	CARHR256820, CARHR102080, CARHR256830
OG0003563	XP_009105978.1, XP_009104823.1	CARHR066270, CARHR066280
OG0003564	XP_009149378.1	CARHR068100
OG0003564	XP_033133170.1, XP_009117574.1	CARHR019580
OG0003565	XP_009152113.2, XP_033136452.1	CARHR146670
OG0003566	XP_009105500.1	CARHR062460
OG0003567	XP_009114399.1	CARHR176340
OG0003568	XP_009114023.1, XP_009101823.1	CARHR181160
OG0003569	XP_033134621.1, XP_009103170.1	CARHR023920, CARHR023930
OG0003571	XP_009134043.2, XP_033138954.1	CARHR227430, CARHR227410
OG0003572	XP_009108437.1	CARHR226580
OG0003573	XP_009123018.1, XP_009145770.1, XP_009136777.1	CARHR222920
OG0003574	XP_009115902.1, XP_009115900.1	CARHR161610
OG0003575	XP_033135540.1, XP_033146752.1	CARHR173240
OG0003577	XP_009142569.1	CARHR142420
OG0003578	XP_009116832.1	CARHR078640
OG0003579	XP_009138818.1	CARHR171130
OG0003580	XP_009127351.3, XP_009116313.2	CARHR166300
OG0003581	XP_009104107.2	CARHR168460
OG0003582	XP_033136062.1, XP_033146413.1, XP_033130984.1	CARHR167870
OG0003582	XP_033145667.1, XP_033143843.1, XP_009142788.1	CARHR137000
OG0003583	XP_009103952.1, XP_009116213.1	CARHR165140, CARHR165150
OG0003584	XP_009103854.1	CARHR163170
OG0003585	XP_009132464.1	CARHR266800
OG0003586	XP_009105225.1	CARHR214630
OG0003586	XP_033141316.1	CARHR058840
OG0003587	XP_009116299.2	CARHR166100
OG0003588	XP_009133554.1	CARHR158020
OG0003589	XP_009115852.1, XP_009115850.1	CARHR161250
OG0003590	XP_009133204.1, XP_009143450.1, XP_033146945.1, XP_009133205.1	CARHR131760
OG0003592	XP_009140738.1	CARHR115110
OG0003594	XP_009134236.1, XP_009141047.1, XP_009108174.1	CARHR255210
OG0003595	XP_033139351.1, XP_009129934.1, XP_009111711.2	CARHR186940
OG0003596	XP_009151222.1	CARHR185830
OG0003596	XP_009111935.2, XP_033136598.1	CARHR054200
OG0003597	XP_009112666.1	CARHR003460
OG0003597	XP_009119329.1	CARHR003470
OG0003598	XP_033128458.1, XP_033128456.1, XP_033134852.1	CARHR112950, CARHR041480, CARHR040260
OG0003599	XP_009120993.1, XP_009131647.1	CARHR194810
OG0003600	XP_009138285.1	CARHR080730, CARHR080680
OG0003601	XP_009146604.1, XP_009135242.1, XP_009120462.1	CARHR087140
OG0003602	XP_009146240.1	CARHR090530
OG0003604	XP_009140531.2	CARHR117820
OG0003604	XP_009127344.1	CARHR238900
OG0003605	XP_009135700.1, XP_033129947.1	CARHR096380
OG0003606	XP_009110293.1, XP_009145603.1	CARHR096460
OG0003607	XP_009107989.1	CARHR099410
OG0003608	XP_009102634.1, XP_009135853.1	CARHR099270
OG0003609	XP_009114216.2, XP_009129180.2	CARHR144620
OG0003610	XP_009143775.1	CARHR055610
OG0003612	XP_009136676.1, XP_009139454.1, XP_009115942.1	CARHR162200
OG0003613	XP_009118817.1	CARHR023400, CARHR000760
OG0003614	XP_009119597.1, XP_009111176.1	CARHR002270
OG0003616	XP_033135621.1, XP_009118555.2, XP_009119089.2	CARHR005610
OG0003617	XP_009119069.1	CARHR005870
OG0003618	XP_033134017.1	CARHR008170, CARHR008190
OG0003619	XP_033128269.1, XP_009113921.1	CARHR010210
OG0003620	XP_033133365.1, XP_009138566.2	CARHR053270
OG0003621	XP_009144433.1, XP_009118243.1, XP_033129880.1	CARHR010750
OG0003622	XP_009148443.1	CARHR011320
OG0003623	XP_009118105.1, XP_009148609.2	CARHR012510
OG0003624	XP_009117872.1	CARHR015360
OG0003625	XP_009110449.1	CARHR017080
OG0003627	XP_009149551.1	CARHR021170
OG0003628	XP_009101646.1	CARHR178180
OG0003629	XP_009138267.1, XP_009115735.1	CARHR242660, CARHR242670
OG0003630	XP_009125119.1	CARHR241020
OG0003631	XP_009108773.1, XP_009119230.1	CARHR241880
OG0003632	XP_009108891.1	CARHR059710, CARHR240100
OG0003633	XP_009115464.1, XP_009103132.1	CARHR024560
OG0003634	XP_009111472.1	CARHR248770, CARHR248240
OG0003635	XP_009119079.1, XP_033138464.1	CARHR005760
OG0003635	XP_033146440.1	CARHR124630
OG0003636	XP_033145184.1	CARHR122420
OG0003636	XP_009118434.1, XP_009110941.1, XP_009118957.1	CARHR007270
OG0003637	XP_009103162.1, XP_009103161.1, XP_033130331.1	CARHR024020, CARHR024030
OG0003638	XP_018514609.1	CARHR181530, CARHR052320, CARHR098280
OG0003641	XP_033142631.1	CARHR251910
OG0003641	XP_009148771.1	CARHR177810, CARHR152180
OG0003642	XP_009150000.1, XP_009149735.2	CARHR158400
OG0003645	XP_018508637.1, XP_018513045.1	CARHR228920, CARHR228930
OG0003646	XP_033128441.1, XP_009132561.1, XP_033140787.1	CARHR264990
OG0003647	XP_033129022.1, XP_033138923.1	CARHR282080
OG0003648	XP_033128911.1, XP_009124926.1, XP_009124962.1, XP_033128856.1	CARHR241170
OG0003656	XP_009149819.1	CARHR157180
OG0003657	XP_009149866.1	CARHR156530, CARHR276360
OG0003659	XP_018514664.1, XP_009117783.1	CARHR076050
OG0003661	XP_009121899.1, XP_033142505.1	CARHR216280
OG0003662	XP_009125822.1, XP_009121925.1	CARHR201590
OG0003663	XP_009117795.1, XP_009149026.1	CARHR038490
OG0003665	XP_009135132.1, XP_009122617.1, XP_009146805.1	CARHR085350
OG0003666	XP_033147397.1	CARHR123580
OG0003667	XP_033143301.1	CARHR230260
OG0003668	XP_009127253.1	CARHR265250
OG0003668	XP_009137537.1	CARHR232990
OG0003670	XP_033140402.1, XP_033138606.1, XP_033140401.1, XP_009150889.1, XP_009141613.1	CARHR189970
OG0003671	XP_009130005.1	CARHR188800
OG0003672	XP_018511755.2, XP_009129948.1, XP_009111673.1	CARHR187640
OG0003673	XP_009131834.1	CARHR191840
OG0003674	XP_009123302.1	CARHR152680
OG0003675	XP_009120572.2, XP_018512229.1, XP_009126608.3, XP_009131917.1	CARHR274070
OG0003676	XP_033140229.1, XP_009131957.1	CARHR068680
OG0003677	XP_033147625.1	CARHR128330, CARHR128320
OG0003679	XP_009132373.2, XP_009126997.1, XP_018511111.1	CARHR268870
OG0003680	XP_009149727.1	CARHR158590
OG0003681	XP_009150180.1, XP_009151501.1	CARHR157450
OG0003683	XP_033139514.1, XP_033139520.1, XP_009130662.1	CARHR211640, CARHR211650
OG0003684	XP_009111577.1, XP_009151951.1	CARHR148890
OG0003685	XP_009148030.1	CARHR007640
OG0003686	XP_018512345.1	CARHR212570
OG0003689	NP_001288946.1	CARHR074020
OG0003690	XP_033131919.1	CARHR185820
OG0003691	XP_009104727.1	CARHR288980, CARHR068370, CARHR288990
OG0003693	XP_009147630.1	CARHR043350
OG0003694	XP_009118895.1, XP_009127362.2, XP_009134048.2, XP_009150665.2	CARHR258420
OG0003695	XP_009136705.1, XP_009107849.1	CARHR290030
OG0003696	XP_009129573.1	CARHR236290
OG0003697	XP_009137813.1	CARHR236660
OG0003697	XP_033141381.1	CARHR236650
OG0003698	XP_009151893.1	CARHR149780
OG0003699	XP_033142104.1, XP_009111423.1, XP_009128499.1	CARHR249130
OG0003700	XP_009114369.2, XP_009128848.1, XP_018508026.1	CARHR175580
OG0003701	XP_033147256.1, XP_009113822.1	CARHR093050
OG0003702	XP_009135918.1	CARHR138770
OG0003703	XP_009101628.1	CARHR177730
OG0003703	XP_009123615.1	CARHR177710
OG0003704	XP_009144952.1	CARHR041020, CARHR040530
OG0003706	XP_018515494.2, XP_009117869.1	CARHR227050
OG0003707	XP_009107168.1, XP_009147740.1	CARHR041870
OG0003708	XP_009147728.1	CARHR042020
OG0003709	XP_009141335.1	CARHR127670, CARHR035200
OG0003710	XP_009141523.1	CARHR130090, CARHR130080
OG0003711	XP_009103941.1, XP_009116168.1	CARHR164890
OG0003713	XP_009138727.1, XP_009116904.1, XP_009104380.1, XP_009105549.1	CARHR172640
OG0003714	XP_009116854.1	CARHR172200
OG0003714	XP_009142622.1	CARHR141950
OG0003715	XP_009116799.1, XP_033146750.1	CARHR171710
OG0003716	XP_009104293.3, XP_009116779.1	CARHR171450
OG0003718	XP_009116277.2	CARHR165890
OG0003719	XP_033145934.1, XP_009133383.1, XP_009143286.1	CARHR134630
OG0003720	XP_009126177.1, XP_009103958.2, XP_009121397.1	CARHR195900
OG0003721	XP_009109840.1, XP_009103037.2, XP_009113805.1	CARHR026610
OG0003722	XP_009102239.1, XP_009112495.1	CARHR109120
OG0003723	XP_009114388.2	CARHR242500
OG0003724	XP_009150709.1	CARHR109570
OG0003725	XP_009150707.1, XP_009102202.2	CARHR109620
OG0003726	XP_009109023.1, XP_009128436.1	CARHR237740
OG0003727	XP_033143397.1, XP_009112742.1	CARHR215860
OG0003728	XP_009117291.2	CARHR114320
OG0003729	XP_009111706.1, XP_009111700.1, XP_033140504.1, XP_033140503.1, XP_033140497.1	CARHR187010
OG0003730	XP_009129880.1	CARHR186270
OG0003731	XP_009133699.1, XP_009143102.1	CARHR115520, CARHR135440
OG0003732	XP_033140622.1	CARHR058290, CARHR058340
OG0003733	XP_018514849.2, XP_033145015.1	CARHR114110
OG0003734	XP_009142237.1	CARHR139110
OG0003735	XP_033142580.1, XP_009142962.1	CARHR138960
OG0003736	XP_009124925.1, XP_009129661.2, XP_009134894.1	CARHR080870
OG0003738	XP_009123965.1, XP_009135020.1, XP_009135017.2, XP_009147004.2	CARHR082780
OG0003739	XP_033140852.1, XP_009117162.1, XP_009135361.2	CARHR088990, CARHR089010
OG0003740	XP_009135387.1, XP_033128177.1, XP_033132352.1, XP_009146346.1	CARHR089250
OG0003741	XP_009110499.1, XP_009148912.1	CARHR015790
OG0003742	XP_033148110.1	CARHR093440, CARHR113170
OG0003743	XP_009145881.2, XP_018513024.2	CARHR093950
