Orthogroup	Brassica_rapa	Euclidium_syriacum
OG0001182	XP_009106199.1	ESY2_g36042_DN3_SP8_c0.t1
OG0001184	XP_009141499.1, XP_033147602.1	ESY9_g43934_DN3_SP8_c0.t1
OG0001184	XP_009114942.1	ESY16_g61813_DN3_SP8_c0.t1
OG0001185	XP_009130528.1, XP_009150670.2, XP_009112200.2	ESY6_g50448_DN3_SP8_c0.t1
OG0001185	XP_009149709.1, XP_009136516.1	ESY1_g9741_DN3_SP6_c0.t1
OG0001186	XP_009150896.1, XP_009141677.1	ESY6_g50149_DN3_SP8_c0.t1
OG0001186	XP_009149800.1, XP_009150178.1	ESY1_g9286_DN3_SP8_c0.t1
OG0001188	XP_033136128.1, XP_033148434.1	ESY2_g33887_DN2_SP0_c0.t1
OG0001189	XP_033138599.1, XP_009127543.1, XP_009105271.2, XP_009126377.2	ESY6_g49852_DN3_SP0_c0.t1
OG0001190	XP_009143575.2	ESY16_g62161_DN3_SP7_c0.t1
OG0001190	XP_009127115.1, XP_033137680.1, XP_009132453.2	ESY16_g62162_DN3_SP0_c0.t1, ESY6_g47611_DN3_SP3_c0.t1
OG0001191	XP_033130949.1	ESY13_g56943_DN3_SP0_c0.t1
OG0001191	XP_009119948.1, XP_009132451.1, XP_009119951.1	ESY6_g47559_DN3_SP8_c0.t1
OG0001192	XP_033140577.1, XP_009106271.1	ESY2_g34781_DN3_SP8_c21.t1
OG0001192	XP_009149524.1	ESY5_g3951_DN3_SP0_c0.t1
OG0001193	XP_009124126.1, XP_009106803.2	ESY2_g36418_DN3_SP6_c0.t1
OG0001193	XP_009135254.1	ESY3_g30122_DN3_SP5_c0.t1
OG0001194	XP_009128061.2, XP_009104748.1, XP_009110312.2, XP_009149372.1	ESY2_g35000_DN3_SP7_c0.t1
OG0001195	XP_033139096.1, XP_009151928.1, XP_009136161.1, XP_009111582.1	ESY2_g33842_DN2_SP8_c0.t1, ESY2_g33844_DN3_SP0_c0.t1, ESY2_g33841_DN2_SP0_c0.t1
OG0001196	XP_009129451.1	ESY10_g13775_DN2_SP0_c0.t1
OG0001196	XP_009140244.1	ESY8_g60167_DN3_SP0_c0.t1
OG0001197	XP_033136292.1	ESY3_g30144_DN3_SP0_c19.t1
OG0001197	XP_009124697.1, XP_009135274.1	ESY3_g30008_DN3_SP0_c24.t1, ESY3_g30150_DN2_SP0_c0.t1
OG0001198	XP_009127897.1, XP_033141848.1	ESY2_g35761_DN3_SP0_c0.t1
OG0001199	XP_033133181.1, XP_009131115.1, XP_009136879.1	ESY9_g42510_DN3_SP0_c0.t1
OG0001199	XP_009101488.1, XP_009114327.1	ESY10_g14967_DN3_SP0_c0.t1
OG0001200	XP_033139596.1, XP_033139577.1, XP_033139584.1, XP_033139588.1	ESY9_g42443_DN3_SP0_c0.t1
OG0001201	XP_009135725.1	ESY9_g43744_DN3_SP8_c0.t1
OG0001201	XP_009114585.1	ESY7_g16133_DN3_SP0_c0.t1
OG0001202	XP_009108268.1, XP_009136808.1	ESY16_g61539_DN3_SP5_c0.t1
OG0001202	XP_033142628.1	ESY16_g61540_DN3_SP1_c0.t1
OG0001203	XP_009149246.1, XP_009115794.2, XP_009136601.1	ESY1_g10120_DN3_SP0_c0.t1
OG0001203	XP_009130564.1, XP_009103537.1	ESY6_g50240_DN3_SP0_c0.t1
OG0001204	XP_033134591.1	ESY1_g12259_DN3_SP0_c0.t1
OG0001204	XP_009142370.1, XP_009143176.1	ESY12_g51799_DN3_SP6_c0.t1
OG0001205	XP_009142248.1, XP_033148314.1	ESY12_g52118_DN3_SP8_c0.t1
OG0001205	XP_009116676.2, XP_009104238.1	ESY1_g11926_DN3_SP8_c0.t1
OG0001207	XP_009116504.1, XP_009104108.1	ESY1_g11511_DN3_SP8_c0.t1
OG0001207	XP_009133535.2, XP_009142832.1	ESY12_g51313_DN3_SP0_c0.t1
OG0001208	XP_009142031.1, XP_018513518.1	ESY12_g51269_DN3_SP8_c0.t1
OG0001208	XP_009104101.2, XP_033145588.1, XP_018510603.2	ESY1_g11533_DN3_SP8_c0.t1
OG0001209	XP_009104084.1, XP_009139001.1, XP_009142043.1, XP_009142805.1	ESY12_g51290_DN2_SP0_c0.t1
OG0001210	XP_009141638.1, XP_009143522.2, XP_009133130.1	ESY9_g44759_DN3_SP7_c0.t1
OG0001210	XP_009116037.2	ESY1_g11108_DN3_SP8_c0.t1
OG0001212	XP_009141871.1, XP_009144094.2	ESY20_g13320_DN3_SP0_c0.t1
OG0001213	XP_009147239.1	ESY3_g31759_DN3_SP0_c0.t1
OG0001214	XP_009147133.1, XP_009134924.2	ESY3_g31435_DN2_SP0_c0.t1
OG0001215	XP_009135057.2, XP_009135058.1	ESY3_g30917_DN3_SP1_c0.t1, ESY3_g30919_DN3_SP0_c0.t1
OG0001216	XP_018514731.1	ESY3_g29607_DN3_SP8_c0.t1
OG0001216	XP_009112339.1	ESY2_g37729_DN3_SP8_c0.t1
OG0001217	XP_009139829.2, XP_009137569.1, XP_033143030.1	ESY5_g3262_DN3_SP0_c0.t1, ESY5_g3263_DN3_SP7_c0.t1
OG0001218	XP_033147450.1	ESY9_g42845_DN2_SP0_c0.t1, ESY5_g3196_DN3_SP0_c0.t1, ESY5_g3195_DN2_SP0_c0.t1, ESY5_g3194_DN2_SP0_c0.t1
OG0001218	XP_009149883.1	ESY4_g25512_DN2_SP0_c0.t1
OG0001219	XP_018515122.2, XP_009150044.2, XP_009122492.1, XP_033140952.1	ESY7_g17794_DN3_SP0_c0.t1, ESY7_g17789_DN1_SP0_c0.t1, ESY7_g16314_DN2_SP0_c0.t1
OG0001220	XP_009129024.2	ESY12_g52194_DN3_SP0_c0.t1, ESY3_g30759_DN3_SP0_c8.t1
OG0001220	XP_009137996.1, XP_009127185.1	ESY11_g53997_DN3_SP0_c0.t1, ESY2_g37511_DN3_SP0_c0.t1
OG0001221	XP_009101418.1, XP_009114277.2, XP_009114279.2	ESY10_g14793_DN3_SP0_c0.t1, ESY2_g37352_DN3_SP0_c0.t1
OG0001222	XP_033134404.1, XP_033129554.1, XP_009112461.1	ESY11_g54154_DN2_SP0_c0.t1
OG0001222	XP_009109258.1, XP_009147799.1, XP_009138405.2	ESY4_g26131_DN3_SP0_c0.t1
OG0001223	XP_033131860.1, XP_033135135.1, XP_033134370.1, XP_009115639.2, XP_033135146.1	ESY5_g1425_DN3_SP0_c0.t1
OG0001224	XP_009109873.1, XP_009113303.2, XP_009113300.2, XP_009113399.2, XP_009129206.1, XP_033135254.1	ESY2_g35231_DN3_SP0_c0.t1
OG0001225	XP_009135955.1	ESY9_g42688_DN2_SP0_c0.t1, ESY9_g42689_DN2_SP0_c0.t1
OG0001226	XP_033143705.1, XP_018513130.2	ESY11_g53348_DN2_SP0_c0.t1
OG0001231	XP_009119071.2	ESY3_g32375_DN3_SP0_c0.t1
OG0001231	XP_009126159.1, XP_009121421.2, XP_009131574.2	ESY7_g17227_DN3_SP8_c10.t1
OG0001232	XP_009111590.1, XP_009106229.1, XP_009128130.1, XP_009112561.1, XP_009130251.1, XP_009104698.1	ESY2_g36085_DN3_SP1_c87.t1
OG0001233	XP_009109956.1, XP_009143027.1	ESY16_g62340_DN3_SP0_c17.t1
OG0001234	XP_018512985.2, XP_009131183.2, XP_009125272.1, XP_033137625.1	ESY7_g18097_DN3_SP8_c0.t1
OG0001235	XP_009122472.1, XP_009131090.1	ESY7_g17770_DN3_SP8_c17.t1
OG0001235	XP_009112104.1, XP_009150421.1	ESY6_g49640_DN3_SP8_c0.t1
OG0001236	XP_009147051.2, XP_009134985.1, XP_009124276.2	ESY3_g30674_DN3_SP8_c0.t1
OG0001236	XP_009134396.1	ESY20_g13318_DN3_SP8_c0.t1
OG0001237	XP_009140979.1, XP_009122209.1, XP_009125632.1	ESY7_g18818_DN3_SP0_c0.t1, ESY7_g18817_DN3_SP5_c0.t1
OG0001240	XP_009119251.1	ESY5_g4939_DN3_SP0_c0.t1
OG0001240	XP_009141266.1	ESY20_g12710_DN3_SP0_c0.t1
OG0001241	XP_009132871.1, XP_009141271.2, XP_009143936.2	ESY20_g12716_DN3_SP8_c0.t1
OG0001242	XP_033134710.1	ESY11_g53784_DN3_SP0_c0.t1
OG0001242	XP_033146295.1	ESY2_g33838_DN3_SP0_c0.t1, ESY6_g49225_DN3_SP0_c0.t1, ESY6_g49224_DN3_SP0_c0.t1
OG0001243	XP_033136596.1, XP_009129844.2, XP_009111926.2	ESY10_g15686_DN3_SP0_c0.t1
OG0001244	XP_009150693.1, XP_009112212.2	ESY6_g50435_DN3_SP7_c4.t1
OG0001245	XP_009150426.1, XP_009130270.1, XP_009150427.1	ESY6_g49628_DN2_SP0_c0.t1, ESY6_g49625_DN3_SP0_c0.t1, ESY6_g49626_DN3_SP0_c0.t1
OG0001246	XP_009105285.2, XP_009127555.1	ESY19_g42010_DN3_SP8_c14.t1
OG0001246	XP_009113763.1, XP_009109807.1	ESY5_g832_DN3_SP8_c0.t1
OG0001247	XP_033140357.1, XP_009150123.2	ESY6_g49447_DN3_SP8_c0.t1
OG0001247	XP_009125686.1, XP_009130988.1	ESY7_g18525_DN3_SP7_c0.t1
OG0001248	XP_009126521.2, XP_009120689.2, XP_009120690.1	ESY6_g49068_DN3_SP0_c0.t1
OG0001248	XP_009131855.1	ESY1_g6882_DN3_SP8_c0.t1
OG0001249	XP_009120348.1	ESY6_g48582_DN3_SP0_c0.t1
OG0001249	XP_009125674.1	ESY7_g18486_DN3_SP0_c0.t1, ESY7_g18487_DN3_SP0_c0.t1
OG0001250	XP_009122972.1, XP_033135597.1	ESY2_g34200_DN3_SP0_c0.t1, ESY2_g34199_DN3_SP0_c0.t1
OG0001251	XP_009137670.1, XP_009144982.2, XP_009127118.1, XP_009132653.1, XP_009119939.1	ESY16_g62163_DN3_SP0_c0.t1
OG0001252	XP_009134429.1, XP_009144559.1, XP_009111283.1	ESY20_g13261_DN3_SP8_c0.t1
OG0001252	XP_033134955.1, XP_033138281.1	ESY5_g5285_DN3_SP1_c0.t1
OG0001253	XP_033143200.1, XP_009134405.1, XP_009111258.1, XP_009114768.1	ESY8_g58340_DN3_SP0_c0.t1, ESY8_g58341_DN3_SP0_c0.t1
OG0001254	XP_009135043.1, XP_009123236.2	ESY3_g30978_DN3_SP0_c0.t1
OG0001254	XP_033137659.1, XP_009125473.2	ESY7_g19407_DN3_SP8_c0.t1
OG0001255	XP_009122748.1, XP_033144926.1, XP_009130739.1	ESY7_g19428_DN3_SP5_c0.t1
OG0001255	XP_009123299.1, XP_009146914.1	ESY3_g30963_DN3_SP7_c0.t1
OG0001256	XP_009128315.1, XP_009106602.1	ESY2_g36825_DN3_SP8_c0.t1
OG0001256	XP_009149121.1, XP_009110439.1	ESY5_g4397_DN3_SP8_c0.t1
OG0001257	XP_009128198.2	ESY2_g34691_DN3_SP0_c0.t1
OG0001257	XP_033132889.1	ESY4_g25998_DN3_SP0_c0.t1
OG0001258	XP_018508803.2	ESY2_g36009_DN3_SP4_c0.t1
OG0001259	XP_009106179.1, XP_009128085.2, XP_009104714.1	ESY2_g35999_DN3_SP8_c0.t1
OG0001259	XP_009117538.2, XP_009149433.1	ESY5_g4064_DN3_SP8_c0.t1
OG0001260	XP_009121121.1	ESY11_g54018_DN3_SP6_c0.t1, ESY22_g40747_DN3_SP0_c0.t1
OG0001260	XP_009101799.1, XP_009109291.1, XP_009138358.2	ESY4_g25377_DN3_SP8_c0.t1
OG0001261	XP_009109275.3	ESY4_g26017_DN3_SP8_c0.t1
OG0001261	XP_033131361.1, XP_009112445.1, XP_009150775.1	ESY11_g54099_DN3_SP7_c0.t1
OG0001262	XP_033132305.1, XP_009147500.2	ESY2_g36313_DN2_SP8_c0.t1
OG0001262	XP_009135302.1, XP_033147390.1, XP_009124743.1	ESY3_g30207_DN3_SP8_c0.t1
OG0001263	XP_009125231.2, XP_009148742.1, XP_009145588.2, XP_033143080.1, XP_009143596.1	ESY1_g10468_DN3_SP0_c0.t1
OG0001264	XP_033145869.1, XP_009107665.1	ESY17_g39768_DN3_SP0_c0.t1
OG0001264	XP_033144876.1	ESY3_g31368_DN3_SP0_c0.t1
OG0001265	XP_009145308.1	ESY3_g28811_DN3_SP8_c0.t1
OG0001265	XP_009144350.1, XP_009144702.1, XP_009148136.1, XP_009107804.1	ESY22_g40864_DN3_SP2_c0.t1
OG0001266	XP_033135628.1, XP_033128159.1, XP_033133173.1	ESY5_g4150_DN3_SP0_c0.t1
OG0001266	XP_033130652.1	ESY2_g34991_DN2_SP0_c0.t1
OG0001267	XP_009109027.1, XP_009128542.1	ESY7_g16988_DN3_SP0_c0.t1
OG0001267	XP_009128553.1	ESY4_g24389_DN1_SP0_c0.t1
OG0001268	XP_018508465.1, XP_009127683.1, XP_018511650.1	ESY2_g34393_DN1_SP0_c0.t1
OG0001270	XP_033134059.1	ESY3_g29313_DN3_SP6_c0.t1
OG0001271	XP_009145696.1, XP_009111306.1, XP_009135660.2	ESY2_g37470_DN3_SP0_c0.t1
OG0001272	XP_009147841.2, XP_033128436.1	ESY2_g37469_DN3_SP0_c0.t1
OG0001272	XP_009135662.1, XP_009145694.1	ESY3_g29311_DN3_SP6_c0.t1
OG0001273	XP_009134231.1	ESY18_g63622_DN3_SP6_c0.t1
OG0001273	XP_009137373.1, XP_009109295.1, XP_009137263.1	ESY23_g162_DN3_SP8_c0.t1
OG0001274	XP_009111122.1, XP_009119328.2, XP_009118663.1	ESY5_g5061_DN3_SP8_c0.t1
OG0001275	XP_033145642.1	ESY2_g35058_DN2_SP0_c0.t1, ESY8_g60041_DN1_SP0_c0.t1, ESY7_g19439_DN1_SP0_c0.t1
OG0001275	XP_009113004.1	ESY1_g6177_DN2_SP0_c0.t1, ESY2_g33330_DN3_SP0_c0.t1
OG0001276	XP_009135461.1	ESY9_g43685_DN3_SP6_c17.t1
OG0001276	XP_009144515.1	ESY7_g16335_DN3_SP8_c0.t1
OG0001277	XP_009114536.1	ESY7_g16366_DN3_SP8_c0.t1
OG0001277	XP_033148024.1, XP_009108529.2, XP_009137213.2	ESY9_g43583_DN3_SP8_c0.t1
OG0001278	XP_033146093.1, XP_018514870.1	ESY12_g51786_DN3_SP0_c0.t1
OG0001278	XP_009116801.1, XP_033146701.1	ESY1_g12281_DN3_SP0_c0.t1
OG0001279	XP_009116668.1, XP_009138891.1, XP_009104231.1	ESY1_g11916_DN3_SP8_c17.t1
OG0001279	NP_001288917.1	ESY12_g52127_DN3_SP8_c15.t1, ESY19_g41187_DN3_SP0_c0.t1
OG0001280	XP_009142072.1	ESY12_g51343_DN3_SP8_c0.t1
OG0001280	XP_033145541.1, XP_009104148.1, XP_009116530.2	ESY1_g11424_DN3_SP6_c0.t1
OG0001282	XP_009104081.2, XP_009139004.2	ESY1_g11554_DN3_SP8_c0.t1
OG0001283	XP_009123935.1, XP_009147001.1	ESY3_g30755_DN3_SP8_c0.t1
OG0001283	XP_009116286.1, XP_009139611.1	ESY1_g10643_DN3_SP4_c0.t1
OG0001284	XP_009139148.2, XP_009116262.1	ESY1_g10703_DN3_SP8_c0.t1
OG0001284	XP_009143283.2, XP_009141837.2, XP_009133384.1	ESY9_g45606_DN3_SP8_c0.t1
OG0001285	XP_009127196.3	ESY6_g47213_DN3_SP1_c0.t1
OG0001285	XP_009143962.1	ESY4_g23791_DN3_SP7_c0.t1
OG0001286	XP_009143533.1, XP_009141625.1	ESY9_g44658_DN2_SP8_c0.t1
OG0001286	XP_033145799.1, XP_009103852.1, XP_009116020.2	ESY1_g11132_DN2_SP8_c12.t1
OG0001287	XP_033134324.1	ESY11_g54200_DN3_SP0_c0.t1
OG0001287	XP_009138413.1	ESY4_g26185_DN3_SP1_c0.t1
OG0001288	XP_009117123.1, XP_033145767.1	ESY8_g59420_DN3_SP0_c18.t1
OG0001288	XP_009126964.1, XP_033133901.1	ESY4_g24894_DN1_SP0_c0.t1
OG0001289	XP_009133676.1	ESY12_g52062_DN3_SP0_c0.t1
OG0001289	XP_009143042.2, XP_009143044.2, XP_009143046.2	ESY12_g52065_DN3_SP0_c0.t1, ESY12_g52066_DN3_SP0_c0.t1
OG0001290	XP_009129729.1	ESY15_g64783_DN3_SP0_c0.t1
OG0001291	XP_009129306.1, XP_033141124.1, XP_033141522.1	ESY4_g25673_DN3_SP0_c0.t1, ESY4_g25992_DN1_SP0_c0.t1, ESY4_g25665_DN3_SP0_c0.t1, ESY4_g25288_DN3_SP0_c0.t1, ESY4_g25662_DN3_SP0_c0.t1, ESY4_g25285_DN3_SP0_c0.t1
OG0001292	XP_009114631.2	ESY3_g29907_DN2_SP0_c0.t1
OG0001292	XP_009114342.1, XP_009114352.1	ESY1_g10882_DN2_SP0_c0.t1, ESY1_g10881_DN2_SP0_c0.t1
OG0001292	XP_009135520.1	ESY9_g42593_DN2_SP0_c0.t1
OG0001293	XP_009119373.1, XP_009119374.1	ESY5_g5133_DN3_SP0_c0.t1, ESY5_g5134_DN3_SP0_c0.t1
OG0001294	XP_009110520.1	ESY5_g2810_DN3_SP0_c0.t1
OG0001295	XP_009110403.1, XP_009149205.1, XP_009117657.1	ESY5_g4315_DN3_SP0_c0.t1
OG0001295	XP_009105940.1	ESY2_g35850_DN3_SP0_c0.t1
OG0001296	XP_009139763.1	ESY20_g13070_DN2_SP0_c0.t1
OG0001297	XP_009151827.1, XP_009129350.1, XP_009151826.1, XP_009129349.1, XP_009151825.1	ESY2_g34536_DN3_SP0_c0.t1
OG0001298	XP_009109852.1, XP_033136295.1, XP_033131247.1	ESY13_g57501_DN2_SP0_c0.t1
OG0001298	XP_009105340.1, XP_009127586.1, XP_033131676.1	ESY2_g34530_DN1_SP0_c0.t1
OG0001299	XP_033146293.1, XP_009143770.1	ESY5_g5198_DN3_SP0_c0.t1
OG0001301	XP_033136889.1, XP_009114315.1	ESY10_g14942_DN3_SP0_c0.t1, ESY16_g61943_DN2_SP0_c0.t1, ESY16_g61946_DN3_SP0_c0.t1, ESY16_g61945_DN3_SP0_c0.t1
OG0001301	XP_033128332.1, XP_033128336.1, XP_009101468.2, XP_033128335.1, XP_033128333.1, XP_033128334.1	ESY10_g14940_DN3_SP0_c0.t1, ESY10_g14939_DN2_SP0_c0.t1
OG0001305	XP_033129907.1	ESY5_g2867_DN3_SP0_c0.t1
OG0001305	XP_018512428.2, XP_009101331.1, XP_033135785.1	ESY10_g14599_DN3_SP6_c0.t1
OG0001306	XP_009147388.1, XP_009134640.1	ESY3_g32551_DN3_SP8_c0.t1
OG0001306	XP_009131467.2, XP_009126048.1, XP_009121571.1	ESY7_g17443_DN3_SP8_c0.t1
OG0001307	XP_009125032.2	ESY3_g32598_DN3_SP8_c0.t1
OG0001307	XP_018512962.2, XP_033137799.1	ESY7_g17515_DN3_SP8_c0.t1
OG0001308	XP_033138529.1, XP_009125790.2, XP_009131197.2, XP_033138526.1, XP_009125794.2	ESY7_g18145_DN3_SP8_c0.t1
OG0001309	XP_009131049.1, XP_033140836.1, XP_009122431.1	ESY7_g18653_DN3_SP7_c0.t1
OG0001309	XP_009136386.1	ESY6_g50202_DN3_SP0_c0.t1
OG0001310	XP_009148039.2, XP_009118406.1	ESY5_g4454_DN3_SP2_c0.t1
OG0001310	XP_009133875.1, XP_009103694.1, XP_009140905.1	ESY8_g58919_DN3_SP1_c0.t1
OG0001311	XP_009118570.1, XP_009119110.1	ESY5_g4748_DN3_SP3_c0.t1
OG0001311	XP_009132802.1, XP_009141154.1	ESY8_g58441_DN3_SP6_c0.t1
OG0001312	XP_033147729.1	ESY4_g25231_DN3_SP1_c0.t1, ESY13_g57686_DN2_SP0_c0.t1
OG0001312	XP_009102872.1, XP_009115263.2, XP_009109679.1	ESY4_g23078_DN3_SP8_c43.t1
OG0001314	XP_009148729.2	ESY5_g2791_DN3_SP0_c9.t1
OG0001314	XP_009129125.1, XP_009101236.1, XP_009114188.2	ESY10_g14347_DN3_SP1_c15.t1
OG0001315	XP_009110575.1, XP_009117962.1, XP_018514957.1	ESY5_g2716_DN3_SP0_c0.t1
OG0001315	XP_009152169.1	ESY10_g14200_DN3_SP0_c0.t1
OG0001316	XP_009150118.1	ESY6_g49436_DN3_SP8_c0.t1
OG0001316	XP_009102971.2, XP_009109804.1	ESY16_g61684_DN2_SP6_c0.t1
OG0001317	XP_033129543.1	ESY6_g50146_DN3_SP0_c0.t1
OG0001317	XP_018510153.1	ESY1_g9306_DN3_SP0_c0.t1
OG0001318	XP_009131928.2, XP_033138135.1, XP_018511229.2, XP_009120563.1, XP_018512121.1, XP_033138804.1, XP_018510889.1, XP_009121328.1	ESY6_g48903_DN3_SP0_c0.t1
OG0001319	XP_033143206.1, XP_009120496.1, XP_009126663.1	ESY6_g48822_DN3_SP7_c0.t1
OG0001319	XP_009149988.1	ESY6_g49016_DN3_SP5_c0.t1
OG0001320	XP_018513131.2, XP_009132560.2, XP_033144092.1, XP_009132181.2	ESY6_g48302_DN3_SP0_c0.t1
OG0001320	XP_033144087.1, XP_033144588.1	ESY6_g49820_DN3_SP0_c0.t1, ESY6_g48309_DN3_SP0_c0.t1, ESY6_g48307_DN3_SP0_c0.t1
OG0001321	XP_009126988.2, XP_018511087.2	ESY6_g48073_DN3_SP0_c0.t1
OG0001321	XP_009109174.2, XP_018514414.1	ESY16_g62484_DN3_SP0_c0.t1
OG0001322	XP_009119740.1	ESY5_g5532_DN3_SP0_c0.t1
OG0001322	XP_009116784.1, XP_009138783.1	ESY2_g35959_DN3_SP0_c0.t1, ESY2_g35960_DN3_SP0_c0.t1
OG0001323	XP_009125645.1, XP_009122254.1	ESY7_g18750_DN3_SP0_c0.t1
OG0001323	XP_009121147.1, XP_009146682.1, XP_009135183.2	ESY3_g31312_DN3_SP2_c0.t1
OG0001324	XP_009125636.1	ESY7_g18785_DN3_SP0_c0.t1
OG0001324	XP_009135173.1, XP_033148392.1	ESY3_g31273_DN3_SP2_c0.t1
OG0001325	XP_009135174.2, XP_009124886.2, XP_009146708.1	ESY3_g31271_DN3_SP2_c0.t1
OG0001326	XP_009130843.1, XP_009122558.1, XP_009146816.1, XP_009135122.1	ESY3_g31139_DN3_SP8_c7.t1
OG0001327	XP_018511874.1	ESY8_g60050_DN3_SP0_c0.t1
OG0001327	XP_018509720.1, XP_009112892.1	ESY23_g212_DN3_SP0_c0.t1
OG0001328	XP_033132162.1, XP_009106614.1	ESY2_g36806_DN3_SP2_c0.t1
OG0001329	XP_009128227.1	ESY2_g34617_DN3_SP8_c0.t1
OG0001329	XP_009112575.1, XP_009110172.1, XP_009149692.1	ESY5_g2404_DN3_SP8_c0.t1
OG0001330	XP_009149670.1	ESY5_g2427_DN3_SP7_c0.t1, ESY5_g2428_DN3_SP0_c0.t1
OG0001330	XP_009106386.1, XP_009128212.1	ESY2_g34641_DN3_SP0_c0.t1
OG0001331	XP_009147490.1, XP_009106837.1	ESY2_g36343_DN3_SP8_c12.t1
OG0001331	XP_009135299.1, XP_009146532.2	ESY3_g30193_DN3_SP8_c0.t1
OG0001332	XP_009106929.2, XP_009147533.1	ESY2_g36233_DN2_SP0_c0.t1
OG0001332	XP_033146906.1	ESY3_g30309_DN3_SP0_c0.t1
OG0001334	XP_009139541.1	ESY15_g65476_DN3_SP8_c0.t1
OG0001334	XP_009109569.1	ESY15_g65491_DN3_SP0_c0.t1
OG0001335	XP_009135834.1, XP_009108537.1, XP_018514342.1	ESY3_g28714_DN3_SP8_c0.t1
OG0001335	XP_009107792.1	ESY22_g40738_DN3_SP0_c0.t1
OG0001336	XP_018508958.1, XP_009108574.1	ESY22_g40744_DN2_SP0_c0.t1
OG0001337	XP_009148117.1, XP_009108758.1, XP_009135817.2, XP_009145309.1	ESY3_g28803_DN3_SP3_c0.t1
OG0001338	XP_033139280.1	ESY2_g35891_DN3_SP0_c0.t1
OG0001338	XP_018509966.2, XP_033128127.1, XP_009110385.1, XP_009149233.2	ESY5_g4270_DN3_SP0_c0.t1
OG0001339	XP_009148531.1, XP_009118012.1	ESY5_g2618_DN2_SP0_c0.t1
OG0001339	XP_009152116.2, XP_033139865.1	ESY10_g14032_DN2_SP0_c0.t1
OG0001340	XP_033136870.1, XP_033128314.1	ESY7_g16854_DN3_SP0_c0.t1
OG0001340	XP_009132082.1	ESY9_g42721_DN3_SP0_c0.t1
OG0001342	XP_033139919.1, XP_009101608.1, XP_009113867.1	ESY7_g16781_DN3_SP8_c0.t1
OG0001342	XP_009132702.2, XP_009137004.1	ESY9_g42929_DN3_SP8_c0.t1
OG0001343	XP_009108431.1, XP_009132958.1	ESY1_g6720_DN1_SP0_c0.t1
OG0001343	XP_009128764.1, XP_009101616.1	ESY7_g16742_DN3_SP8_c0.t1
OG0001344	XP_009107208.1, XP_009144900.1	ESY2_g37267_DN3_SP0_c0.t1
OG0001344	XP_009141524.1, XP_009133047.1	ESY9_g44057_DN3_SP7_c0.t1
OG0001345	XP_009123823.1, XP_033146858.1	ESY2_g37044_DN3_SP8_c0.t1
OG0001345	XP_009146200.1, XP_009115281.1	ESY3_g30631_DN3_SP8_c0.t1
OG0001346	XP_009147650.1	ESY2_g36991_DN3_SP1_c0.t1
OG0001346	XP_009135446.2, XP_009115491.2, XP_009146237.1	ESY3_g30589_DN3_SP7_c0.t1
OG0001347	XP_033133269.1, XP_009132293.1, XP_033133270.1	ESY4_g25387_DN3_SP0_c0.t1
OG0001348	XP_009136574.2, XP_033144646.1	ESY1_g10083_DN3_SP0_c0.t1, ESY1_g10086_DN3_SP0_c0.t1
OG0001348	XP_009112303.1, XP_009103529.1, XP_033141409.1	ESY6_g50257_DN3_SP2_c0.t1
OG0001349	XP_033142088.1	ESY18_g63679_DN3_SP0_c0.t1
OG0001349	XP_009137370.1, XP_033142594.1	ESY23_g218_DN3_SP0_c0.t1
OG0001350	XP_009136168.1, XP_009137277.1	ESY26_g42293_DN3_SP1_c0.t1
OG0001350	XP_033141521.1	ESY18_g63014_DN2_SP0_c0.t1, ESY18_g63015_DN1_SP0_c0.t1
OG0001351	XP_009137153.1	ESY9_g43344_DN3_SP0_c0.t1
OG0001351	XP_009134021.2, XP_009108480.1, XP_009137152.2	ESY9_g43342_DN1_SP0_c0.t1
OG0001352	XP_009102421.1	ESY3_g31949_DN2_SP0_c0.t1
OG0001353	XP_033135047.1, XP_009104388.1	ESY1_g12486_DN3_SP0_c0.t1
OG0001353	XP_033147759.1, XP_033139298.1	ESY12_g52228_DN2_SP0_c0.t1
OG0001355	XP_009104252.1, XP_009116707.1, XP_009138853.1	ESY1_g12018_DN3_SP8_c0.t1
OG0001356	XP_009116687.1, XP_009138870.1	ESY1_g11979_DN3_SP7_c0.t1
OG0001356	XP_009143026.1	ESY12_g52081_DN3_SP1_c0.t1
OG0001356	XP_033146049.1, XP_033148324.1	ESY12_g52073_DN3_SP3_c0.t1
OG0001357	XP_009133549.1	ESY12_g51586_DN3_SP5_c0.t1
OG0001357	XP_009138941.1	ESY1_g11396_DN3_SP7_c0.t1
OG0001358	XP_009116399.1	ESY1_g11771_DN3_SP8_c0.t1
OG0001358	XP_009142731.1, XP_009133474.1	ESY12_g51062_DN3_SP8_c0.t1
OG0001359	XP_033134649.1, XP_033131716.1, XP_009104015.1	ESY1_g11812_DN3_SP0_c0.t1, ESY1_g11815_DN3_SP0_c0.t1
OG0001360	XP_009132383.2	ESY1_g10543_DN3_SP0_c0.t1
OG0001360	XP_009139806.1, XP_009125095.2	ESY8_g60962_DN3_SP8_c0.t1
OG0001361	XP_033145282.1, XP_009144067.1, XP_009105392.1	ESY8_g60985_DN2_SP0_c0.t1, ESY1_g9800_DN2_SP0_c0.t1
OG0001362	XP_009151664.1	ESY15_g64473_DN3_SP0_c0.t1
OG0001362	XP_009129742.1, XP_033147481.1	ESY3_g31407_DN3_SP0_c0.t1
