Orthogroup	Brassica_rapa	Arabis_alpina
OG0004270	XP_009127867.2, XP_009105810.1	Aa_G319550.h1.t1
OG0004271	XP_009144906.1, XP_033128705.1, XP_009107203.1	Aa_G582060.h1.t1
OG0004272	XP_009144875.1	Aa_G166380.h1.t1
OG0004272	XP_033144874.1, XP_033144904.1	Aa_G230500.h1.t1
OG0004273	XP_033146889.1, XP_033129269.1	Aa_G256040.h1.t1
OG0004274	XP_009108370.2, XP_009131983.1, XP_009136941.2	Aa_G345160.h1.t1
OG0004275	XP_009131909.1, XP_033133278.1, XP_033144286.1	Aa_G339950.h1.t1
OG0004277	XP_009136841.1, XP_033131193.1	Aa_G697070.h1.t1
OG0004278	XP_009115788.2, XP_009136586.2	Aa_G326310.h1.t1
OG0004279	XP_009109298.1, XP_009137314.1, XP_009137381.1	Aa_G222130.h1.t1
OG0004280	XP_009137005.1, XP_009137337.1	Aa_G537930.h1.t1
OG0004281	XP_009107323.2, XP_009132593.1, XP_009127284.1	Aa_G101920.h1.t1
OG0004282	XP_009137681.1	Aa_G186920.h1.t1, Aa_G186870.h1.t1
OG0004283	XP_009143720.1	Aa_G264070.h1.t1
OG0004284	XP_033143945.1, XP_009136071.2, XP_009108580.3	Aa_G292470.h1.t1
OG0004285	XP_009133404.1, XP_009137031.1	Aa_G204040.h1.t1
OG0004287	XP_009134394.1, XP_009108510.1, XP_009137165.1	Aa_G586770.h1.t1
OG0004288	XP_009145315.1	Aa_G295960.h1.t1
OG0004289	XP_009134589.1	Aa_G52650.h1.t1
OG0004290	XP_009151122.1	Aa_G272950.h1.t1
OG0004291	XP_009116970.2, XP_009104407.1, XP_009138680.2	Aa_G163570.h1.t1
OG0004293	XP_009116776.1, XP_009104291.1	Aa_G57940.h1.t1
OG0004295	XP_009116537.2, XP_009138947.2, XP_009104153.1	Aa_G114080.h1.t1
OG0004296	XP_009138968.1, XP_009104128.1	Aa_G677310.h1.t1
OG0004297	XP_009116508.1	Aa_G98500.h1.t1
OG0004298	XP_009116471.2	Aa_G114710.h1.t1
OG0004299	XP_009104024.1, XP_009116391.1, XP_018513915.1	Aa_G483500.h1.t1
OG0004300	XP_009104012.1, XP_009116364.1, XP_009139089.1	Aa_G774480.h1.t1
OG0004301	XP_033146546.1, XP_009139343.1	Aa_G467650.h1.t1, Aa_G467670.h1.t1, Aa_G467630.h1.t1
OG0004302	XP_009116199.1, XP_009103948.1	Aa_G650990.h1.t1
OG0004303	XP_009119884.2, XP_009132480.1, XP_009127171.1	Aa_G505380.h1.t1
OG0004304	XP_009102521.1, XP_009106000.1, XP_009135886.1	Aa_G26850.h1.t1
OG0004305	XP_033131402.1, XP_009112462.1, XP_009150756.2	Aa_G197460.h1.t1
OG0004306	XP_009150749.1, XP_009102266.2, XP_009112471.1	Aa_G606690.h1.t1
OG0004307	XP_009150725.1, XP_009114698.1	Aa_G92110.h1.t1, Aa_G426680.h1.t1
OG0004308	XP_009112606.1, XP_009117537.1, XP_009124309.1	Aa_G143470.h1.t1
OG0004310	XP_009141972.1, XP_009133472.1, XP_009142730.1	Aa_G88450.h1.t1
OG0004311	XP_009141948.2, XP_009142712.1	Aa_G144150.h1.t1
OG0004312	XP_009141931.1, XP_009142707.1, XP_009133453.1	Aa_G281250.h1.t1
OG0004313	XP_018513978.2, XP_018514047.1, XP_009143251.2, XP_009133410.1	Aa_G224180.h1.t1
OG0004314	XP_009141792.1, XP_009133342.1, XP_009133345.2, XP_009133347.2	Aa_G202490.h1.t1
OG0004316	XP_009141675.2, XP_009143473.1, XP_009133193.1	Aa_G197180.h1.t1
OG0004317	XP_033138159.1, XP_009128643.2	Aa_G35160.h1.t1
OG0004318	XP_009140487.1	Aa_G11860.h1.t1
OG0004319	XP_009103052.1, XP_009109865.1	Aa_G233450.h1.t1
OG0004320	XP_033135701.1	Aa_G38760.h1.t1
OG0004322	XP_009111710.1, XP_009129933.2, XP_033129729.1	Aa_G40950.h1.t1
OG0004323	XP_009129881.1	Aa_G159560.h1.t1
OG0004324	XP_009151187.1, XP_009111743.1	Aa_G26040.h1.t1
OG0004325	XP_009111748.1, XP_009151192.2, XP_009129873.2	Aa_G26100.h1.t1
OG0004326	XP_009133795.2, XP_009142570.1, XP_009142469.1	Aa_G593430.h1.t1
OG0004327	XP_009142571.2, XP_009133794.1	Aa_G593440.h1.t1
OG0004328	XP_009142635.1	Aa_G196980.h1.t1
OG0004329	XP_009133775.1, XP_033146347.1, XP_009142654.2	Aa_G196810.h1.t1
OG0004330	XP_009142676.1, XP_009142413.1	Aa_G381060.h1.t1
OG0004331	XP_033130653.1, XP_018512659.1, XP_009145486.1	Aa_G434050.h1.t1
OG0004332	XP_009133745.1	Aa_G15930.h1.t1
OG0004334	XP_009142170.1, XP_009142915.1, XP_009133575.1	Aa_G401530.h1.t1
OG0004335	XP_009142909.1, XP_009133572.1	Aa_G401580.h1.t1
OG0004336	XP_009133551.1, XP_009142092.1, XP_009142861.1	Aa_G200010.h1.t1
OG0004337	XP_009114290.2, XP_009101443.2, XP_033140112.1	Aa_G352380.h1.t1
OG0004338	XP_033140111.1, XP_009114293.1, XP_009101446.1	Aa_G712430.h1.t1
OG0004339	XP_009101451.1, XP_009114307.1, XP_009128930.2	Aa_G213930.h1.t1
OG0004340	XP_009147204.1, XP_009124964.1, XP_033142908.1	Aa_G269280.h1.t1
OG0004342	XP_033146577.1, XP_009134919.2, XP_009147134.1	Aa_G47240.h1.t1
OG0004343	XP_009134925.1, XP_009124665.1, XP_009147131.1	Aa_G47130.h1.t1
OG0004344	XP_009147018.1	Aa_G258570.h1.t1
OG0004345	XP_009123138.1, XP_009135029.1, XP_018514757.2	Aa_G569360.h1.t1
OG0004346	XP_009135158.1, XP_009122309.1, XP_009146743.1	Aa_G195530.h1.t1
OG0004347	XP_009135188.1, XP_009121126.1, XP_009146677.1	Aa_G5590.h1.t1
OG0004348	XP_009120992.1	Aa_G5370.h1.t1
OG0004349	XP_009120504.1, XP_009146607.1, XP_009135239.1	Aa_G40260.h1.t1
OG0004350	XP_033137414.1, XP_009146549.1, NP_001288855.1	Aa_G716800.h1.t1
OG0004352	XP_009117435.1, XP_009135328.2, XP_033147816.1	Aa_G614360.h1.t1
OG0004353	XP_009135355.1	Aa_G974250.h1.t1
OG0004353	XP_009117176.1, XP_009146415.1	Aa_G237580.h1.t1
OG0004354	XP_009146399.1, XP_009117104.1, XP_009135369.1	Aa_G483840.h1.t1
OG0004355	XP_009146318.2, XP_009146313.2, XP_009135400.1, XP_009116583.1	Aa_G1490.h1.t1
OG0004356	XP_009146258.1, XP_009135438.1, XP_009115573.1	Aa_G234950.h1.t1
OG0004357	XP_009146250.1, XP_009115547.1	Aa_G235000.h1.t1
OG0004358	XP_009126115.1	Aa_G235040.h1.t1
OG0004359	XP_009137368.2, XP_009135468.2, XP_009115084.1, XP_033148137.1	Aa_G242040.h1.t1
OG0004360	XP_009101999.1	Aa_G627400.h1.t1
OG0004361	XP_009114381.1, XP_009146035.1, XP_009135521.1	Aa_G71170.h1.t1
OG0004362	XP_009135590.1, XP_009112548.1, XP_033148807.1	Aa_G522270.h1.t1
OG0004363	XP_009135607.2, XP_009135608.2	Aa_G108130.h1.t1
OG0004364	XP_033146939.1, XP_009135641.1, XP_009111687.1	Aa_G164420.h1.t1
OG0004365	XP_018514711.1, XP_033138994.1, XP_033138997.1, XP_009111229.1	Aa_G152550.h1.t1
OG0004366	XP_033148743.1, XP_009145628.1	Aa_G250530.h1.t1
OG0004367	XP_009135712.1, XP_009145536.1, XP_009109996.1	Aa_G136640.h1.t1
OG0004368	XP_009135724.1, XP_018510009.1	Aa_G161980.h1.t1
OG0004369	XP_009109696.1, XP_009145499.2	Aa_G497620.h1.t1, Aa_G497630.h1.t1
OG0004370	XP_033145915.1, XP_009144399.1, XP_009139749.1, XP_009140159.1	Aa_G505920.h1.t1
OG0004371	XP_009105162.1	Aa_G359620.h1.t1
OG0004372	XP_009129701.1, XP_009151606.1	Aa_G287020.h1.t1
OG0004373	XP_009102583.1, XP_009135862.2, XP_009106344.1	Aa_G178970.h1.t1
OG0004374	XP_009108088.1, XP_009135852.2, XP_009102644.1	Aa_G252860.h1.t1
OG0004375	XP_033148564.1, XP_009135804.2, XP_009108905.2	Aa_G326730.h1.t1
OG0004376	XP_009135773.1, XP_009145445.1, XP_009109307.1	Aa_G455800.h1.t1
OG0004377	XP_009135767.1, XP_009145460.2, XP_009109370.1	Aa_G171650.h1.t1
OG0004378	XP_009135766.1, XP_009109381.2, XP_009145462.2	Aa_G171660.h1.t1
OG0004380	XP_009124230.1	Aa_G65080.h1.t1
OG0004380	XP_009127393.2	Aa_G474660.h1.t1
OG0004382	XP_009136628.1, XP_009115856.1	Aa_G178610.h1.t1
OG0004383	XP_009115840.1, XP_009136619.1, XP_009148931.2	Aa_G122900.h1.t1
OG0004384	XP_009111203.1	Aa_G325280.h1.t1
OG0004385	XP_009118702.1, XP_009119536.2	Aa_G134930.h1.t1
OG0004387	XP_009118564.1, XP_009119100.1, XP_033132324.1	Aa_G140030.h1.t1
OG0004388	XP_009110916.1	Aa_G481490.h1.t1
OG0004389	XP_018510105.1, XP_033133463.1	Aa_G19120.h1.t1
OG0004390	XP_009148244.2, XP_009148246.1, XP_009148245.1	Aa_G194070.h1.t1
OG0004391	XP_009110803.1, XP_009148278.1	Aa_G160880.h1.t1
OG0004392	XP_009110687.1, XP_033128939.1, XP_009118166.1	Aa_G77460.h1.t1
OG0004393	XP_009118074.2, XP_009148581.1	Aa_G10760.h1.t1, Aa_G10740.h1.t1, Aa_G10730.h1.t1
OG0004394	XP_009110634.1, XP_009118070.1, XP_009148577.2	Aa_G319730.h1.t1
OG0004395	XP_009110628.1, XP_009118057.1, XP_009148567.1	Aa_G291940.h1.t1, Aa_G291940.h2.t1
OG0004396	XP_033136569.1, XP_033131423.1, XP_009149093.1	Aa_G103890.h1.t1
OG0004397	XP_009110184.1, XP_009149662.2	Aa_G374410.h1.t1
OG0004398	XP_009110150.1	Aa_G166150.h1.t1
OG0004399	XP_009115618.1, XP_009103226.1	Aa_G372750.h1.t1
OG0004400	XP_009104898.1, XP_009127861.2, XP_009105828.1	Aa_G149370.h1.t1
OG0004401	XP_033130548.1, XP_009104959.1, XP_009127782.1, XP_009105695.1	Aa_G189590.h1.t1
OG0004403	XP_009112738.1, XP_009112965.1	Aa_G72420.h1.t1
OG0004405	XP_009124661.1	Aa_G488460.h1.t1
OG0004406	XP_033135222.1, XP_009113914.2, XP_009113919.2	Aa_G103120.h1.t1
OG0004407	XP_009117009.1	Aa_G647390.h1.t1
OG0004408	XP_009128745.1, XP_009109430.1	Aa_G91680.h1.t1, Aa_G702340.h1.t1
OG0004409	XP_009141055.1, XP_033133131.1	Aa_G363180.h1.t1
OG0004411	XP_009138173.1, XP_009124165.2, XP_018509505.1	Aa_G288310.h1.t1
OG0004412	XP_009111500.1	Aa_G242320.h1.t1
OG0004413	XP_009108778.2, XP_009138202.1, XP_009120554.1	Aa_G258370.h1.t1
OG0004414	XP_009138221.1, XP_033132572.1, XP_009118929.2	Aa_G434210.h1.t1
OG0004415	XP_009138255.1, XP_009117836.1, XP_009108763.2	Aa_G616700.h1.t1
OG0004416	XP_009108894.1, XP_033144919.1, XP_009126447.1	Aa_G324910.h1.t1
OG0004417	XP_009108915.1, XP_009126824.1, XP_033135429.1	Aa_G241480.h1.t1, Aa_G241460.h1.t1
OG0004419	XP_033134874.1	Aa_G388020.h1.t1
OG0004419	XP_009106477.1	Aa_G388010.h1.t1
OG0004421	XP_033142065.1, XP_033140681.1, XP_033135171.1	Aa_G67780.h1.t1
OG0004422	XP_033143210.1, XP_009111408.1	Aa_G67830.h1.t1
OG0004423	XP_009109101.1, XP_018513266.1, XP_009144363.1	Aa_G18400.h1.t1
OG0004424	XP_009115484.1, XP_009110074.1, XP_009110076.1	Aa_G652280.h1.t1
OG0004428	XP_009147856.2, XP_033128455.1	Aa_G181030.h1.t1
OG0004434	XP_009151953.1, XP_009151954.1	Aa_G133090.h1.t1, Aa_G571280.h1.t1
OG0004436	XP_009129859.1, XP_009129856.1, XP_009151215.1	Aa_G251060.h1.t1
OG0004440	XP_009106612.1	Aa_G293110.h1.t1
OG0004451	XP_009136658.1, XP_009137309.1	Aa_G360270.h1.t1
OG0004452	XP_009149927.1	Aa_G89060.h1.t1, Aa_G148070.h1.t1
OG0004453	XP_009133319.1, XP_018514859.1	Aa_G216890.h1.t1
OG0004454	XP_009102576.1, XP_009106304.1	Aa_G179030.h1.t1, Aa_G712200.h1.t1
OG0004455	XP_009101268.1, XP_009129165.1	Aa_G323280.h1.t1
OG0004456	XP_009126239.1, XP_009131640.1, XP_009121017.1	Aa_G396220.h1.t1
OG0004457	XP_009119267.1	Aa_G38980.h1.t1
OG0004458	XP_009131563.1, XP_009121445.1	Aa_G162320.h1.t1
OG0004459	XP_009104414.1	Aa_G273100.h1.t1
OG0004460	XP_009131532.2, XP_033139555.1, XP_009126102.1, XP_009121499.2	Aa_G96820.h1.t1
OG0004462	XP_009131436.1, XP_009121608.1	Aa_G304410.h1.t1
OG0004463	XP_009126006.1	Aa_G561670.h1.t1
OG0004464	XP_009136322.2, XP_009112397.1, XP_033134162.1	Aa_G323500.h1.t1
OG0004465	XP_009131358.1, XP_009121731.1, XP_009121733.1	Aa_G209540.h1.t1
OG0004466	NP_001288935.1, XP_009131338.1, XP_009125913.1	Aa_G19740.h1.t1
OG0004468	XP_009110531.3, XP_033138558.1	Aa_G385360.h1.t1
OG0004469	XP_009125873.1, XP_009131303.1	Aa_G155160.h1.t1
OG0004470	XP_009125862.2, XP_033142453.1, XP_033137895.1	Aa_G138300.h1.t1
OG0004471	XP_009125846.2, XP_033137887.1, XP_009131254.1	Aa_G233090.h1.t1
OG0004472	XP_009121911.2, XP_009131232.1	Aa_G267690.h1.t1
OG0004473	XP_009151050.1	Aa_G70580.h1.t1
OG0004475	XP_009125277.2, XP_009122022.1	Aa_G168670.h1.t1
OG0004476	XP_009131167.1, XP_009125296.1, XP_009122044.2	Aa_G98260.h1.t1
OG0004477	XP_009125382.1, XP_009131133.1	Aa_G195910.h1.t1
OG0004478	XP_009122498.1, XP_009131103.1, XP_033140958.1	Aa_G130400.h1.t1
OG0004479	XP_009122417.1, XP_033144931.1, XP_033140837.1	Aa_G392840.h1.t1
OG0004480	XP_033140649.1, XP_009134372.1, XP_009122132.1	Aa_G187630.h1.t1
OG0004482	XP_033145004.1, XP_009137493.2	Aa_G353720.h1.t1
OG0004484	XP_009103598.1	Aa_G633830.h1.t1
OG0004486	XP_033130881.1, XP_009140847.1, XP_009133880.1	Aa_G422110.h1.t1
OG0004487	XP_009144361.1	Aa_G199790.h1.t1, Aa_G880.h1.t1
OG0004488	XP_009144352.1, XP_009133840.1	Aa_G391910.h1.t1
OG0004489	XP_009141027.1	Aa_G330010.h1.t1
OG0004490	XP_033147392.1, XP_033146259.1, XP_033142563.1	Aa_G119400.h1.t1
OG0004491	XP_009132732.1	Aa_G645450.h1.t1
OG0004492	XP_009141065.1, XP_009144302.2, XP_009132737.2	Aa_G552360.h1.t1
OG0004493	XP_009141160.1	Aa_G584280.h1.t1
OG0004494	XP_009144007.1, XP_009143950.1, XP_009141254.1	Aa_G346440.h1.t1
OG0004495	XP_009143934.1, XP_009141275.1, XP_009143933.1	Aa_G257870.h1.t1
OG0004496	XP_009141286.1, XP_009143903.2, XP_009132884.2	Aa_G183760.h1.t1
OG0004497	XP_009132922.1, XP_009143868.1, XP_009141309.2	Aa_G208680.h1.t1
OG0004498	XP_009132931.1	Aa_G208590.h1.t1
OG0004499	XP_033135629.1	Aa_G519820.h1.t1
OG0004502	XP_009137553.2, XP_033132980.1	Aa_G29570.h1.t1
OG0004503	XP_009129557.1	Aa_G128460.h1.t1
OG0004504	XP_009113721.1, XP_009109768.1	Aa_G130680.h1.t1
OG0004505	XP_009102930.2, XP_009113698.1	Aa_G48110.h1.t1
OG0004507	XP_009109741.1, XP_009113684.1	Aa_G329830.h1.t1
OG0004508	XP_009109711.1, XP_009102901.1, XP_009113652.1	Aa_G498730.h1.t1
OG0004509	XP_009123177.1, XP_009103024.1, XP_009109688.1	Aa_G456680.h1.t1
OG0004510	XP_009115242.1	Aa_G223760.h1.t1
OG0004511	XP_033133859.1, XP_009102835.1, XP_033137290.1	Aa_G108480.h1.t1
OG0004512	XP_009115216.1, XP_009109642.1, XP_033130708.1	Aa_G108320.h1.t1
OG0004513	XP_009102806.1, XP_018510333.1	Aa_G657770.h1.t1
OG0004514	XP_009125143.1, XP_009140009.1	Aa_G378320.h1.t1
OG0004515	XP_009109619.1, XP_009102791.1, XP_009115187.1	Aa_G538660.h1.t1
OG0004516	XP_009115056.1	Aa_G279770.h1.t1
OG0004517	XP_033135668.1	Aa_G299270.h1.t1
OG0004518	XP_009101245.1, XP_009114192.2, XP_009129128.1	Aa_G344880.h1.t1
OG0004519	XP_009114179.2, XP_009129103.1, XP_009152212.1	Aa_G171920.h1.t1
OG0004520	XP_009129081.1, XP_009152153.1	Aa_G281880.h1.t1
OG0004521	XP_009115829.1, XP_009103469.1, XP_009112343.1	Aa_G180810.h1.t1
OG0004522	XP_009130516.1, XP_033135180.1, XP_018515507.1	Aa_G527010.h1.t1
OG0004523	XP_009112145.1, XP_009150543.1	Aa_G21070.h1.t1
OG0004524	XP_009150480.1, XP_009130439.2	Aa_G268340.h1.t1
OG0004525	XP_009130435.2, XP_009112113.1, XP_009150473.1	Aa_G268280.h1.t1
OG0004526	XP_009112220.2, XP_009150441.1	Aa_G102450.h1.t1
OG0004527	XP_009150375.2, XP_009150373.2, XP_009112068.1	Aa_G320880.h1.t1, Aa_G320870.h1.t1
OG0004528	XP_009149912.1	Aa_G207470.h1.t1
OG0004529	XP_009130306.2, XP_009130199.1, XP_009112010.1	Aa_G131030.h1.t1, Aa_G131020.h1.t1
OG0004530	XP_009136470.1, XP_009130172.1, XP_009111992.1	Aa_G606850.h1.t1
OG0004531	XP_009136371.1, XP_009141444.1, XP_009130118.1	Aa_G104890.h1.t1
OG0004532	XP_009114158.1, XP_009152198.1	Aa_G480350.h1.t1
OG0004533	XP_009111765.2, XP_033129928.1	Aa_G517860.h1.t1
OG0004534	XP_009151093.1, XP_009111670.2, XP_009129951.1	Aa_G539240.h1.t1
OG0004535	XP_009151094.2, XP_009111671.1, XP_009129950.1	Aa_G539250.h1.t1
OG0004536	XP_009111691.1, XP_009151129.1, XP_009129917.1	Aa_G112860.h1.t1
OG0004537	XP_033146916.1	Aa_G463790.h1.t1
OG0004538	XP_009120835.1, XP_009131784.1	Aa_G68140.h1.t1
OG0004539	XP_009120789.1	Aa_G15420.h1.t1
OG0004540	XP_009126487.1, XP_009120760.1, XP_033143944.1	Aa_G501630.h1.t1
OG0004541	XP_009131824.2, XP_009120758.1, XP_009126488.1	Aa_G672110.h1.t1
OG0004542	XP_009126497.1, XP_009131830.2, XP_009120740.1	Aa_G404800.h1.t1
OG0004543	XP_009131838.1, XP_033141946.1, XP_009126503.2	Aa_G444260.h1.t1
OG0004544	XP_009120699.1, XP_009131846.2, XP_009126517.1	Aa_G8920.h1.t1
OG0004545	XP_009131871.1, XP_009120668.1	Aa_G459190.h1.t1
OG0004546	XP_018513435.2, XP_009126562.1, XP_009120642.2	Aa_G173810.h1.t1
OG0004547	XP_009120529.1, XP_009126622.1	Aa_G234670.h1.t1
OG0004549	XP_009126699.1, XP_009132001.1, XP_033137994.1	Aa_G27940.h1.t1
OG0004550	XP_009120436.2, XP_009126708.2, XP_009132006.1	Aa_G297120.h1.t1
OG0004551	XP_009126745.1, XP_009121303.1	Aa_G147850.h1.t1
OG0004552	XP_009126763.1, XP_009120338.2, XP_009132066.1	Aa_G344290.h1.t1
OG0004553	XP_009110802.1, XP_009148277.1	Aa_G460500.h1.t1, Aa_G160870.h1.t1
OG0004555	XP_009132092.1, XP_009120313.1	Aa_G482040.h1.t1, Aa_G182560.h1.t1
OG0004557	XP_009120195.1, XP_009132168.1, XP_009126922.1	Aa_G629700.h1.t1
OG0004558	XP_009132189.2, NP_001288981.1	Aa_G22090.h1.t1
OG0004559	XP_033139828.1	Aa_G235390.h1.t1
OG0004560	XP_009127048.3, XP_009132329.1, XP_009120137.1	Aa_G216650.h1.t1
OG0004562	XP_009132428.2, XP_009120004.1	Aa_G439470.h1.t1
OG0004563	XP_009150149.1, XP_009149738.1, XP_009152009.1	Aa_G97800.h1.t1, Aa_G355450.h1.t1, Aa_G102530.h1.t1
OG0004564	XP_009150155.1, XP_009149755.1	Aa_G102550.h1.t1
OG0004565	XP_009122358.1, XP_009130984.1	Aa_G365250.h1.t1, Aa_G564930.h1.t1, Aa_G564940.h1.t1
OG0004566	XP_009130835.1, XP_009125576.2, XP_009122571.1	Aa_G331860.h1.t1
OG0004567	XP_009122598.1	Aa_G73100.h1.t1
OG0004569	XP_009125507.1, XP_033145087.1, XP_009122694.1	Aa_G170090.h1.t1
OG0004570	XP_009125460.1, XP_009130744.2, XP_009122756.2	Aa_G260680.h1.t1
OG0004571	XP_009146984.1	Aa_G24340.h1.t1
OG0004571	XP_009122859.1	Aa_G264540.h1.t1
OG0004572	XP_009128440.1	Aa_G497470.h1.t1, Aa_G161550.h1.t1
OG0004573	XP_009106754.1, XP_009128426.1, XP_009104459.1	Aa_G312100.h1.t1
OG0004574	XP_009106724.1, XP_033136262.1	Aa_G21650.h1.t1
OG0004576	XP_009106574.1, XP_009104568.1, XP_009128303.1	Aa_G236160.h1.t1, Aa_G656420.h1.t1
OG0004578	NP_001288873.1, XP_009106531.1, XP_009104583.2	Aa_G508960.h1.t1
OG0004579	XP_009151781.1, XP_009106426.1, XP_009104601.1	Aa_G526870.h1.t1
OG0004580	XP_009106419.2, XP_009128251.2, XP_009104604.1	Aa_G121580.h1.t1
OG0004581	XP_033141650.1, XP_033132088.1	Aa_G165050.h1.t1
OG0004582	XP_033131971.1, XP_009128175.1, XP_009104679.1	Aa_G785460.h1.t1
OG0004583	XP_009104702.1, XP_033131086.1, XP_009128110.1	Aa_G533870.h1.t1
OG0004584	XP_009104703.1, XP_009128108.1	Aa_G533880.h1.t1
OG0004585	XP_009103077.1, XP_009109901.1	Aa_G902400.h1.t1, Aa_G902400.h2.t1
OG0004586	XP_009106930.2, XP_009147542.1	Aa_G118280.h1.t1
OG0004587	XP_009144650.1	Aa_G447130.h1.t1
OG0004587	XP_009117477.1	Aa_G194690.h1.t1
OG0004588	XP_009147613.1, XP_033132410.1	Aa_G501490.h1.t1
OG0004589	XP_009143621.1, XP_009133061.1, XP_009141554.1	Aa_G354180.h1.t1
OG0004590	XP_009143908.1, XP_009143074.1	Aa_G467110.h1.t1
OG0004592	XP_009128465.2, XP_033130837.1	Aa_G266900.h1.t1
OG0004593	XP_009132509.1, XP_009119831.2, XP_018511789.2	Aa_G695140.h1.t1
OG0004595	XP_009103934.1	Aa_G66630.h1.t1
OG0004597	XP_009124105.1	Aa_G55000.h1.t1
OG0004598	XP_033133697.1	Aa_G594610.h1.t1
OG0004599	XP_009104842.1, XP_009105949.1, XP_009127954.1	Aa_G366490.h1.t1
OG0004600	XP_009137258.1, XP_018509162.2, XP_009135888.1	Aa_G419760.h1.t1
OG0004601	XP_009104758.1	Aa_G547190.h1.t1
OG0004602	XP_009105005.1	Aa_G446000.h1.t1
OG0004603	XP_009137779.1, XP_009144407.1	Aa_G44510.h1.t1
OG0004604	XP_009137822.1, XP_009109065.2, XP_009129060.2	Aa_G186640.h1.t1
OG0004606	XP_009127333.2, XP_009132687.2, XP_009140888.2	Aa_G124260.h1.t1
OG0004607	XP_009152097.1, XP_009129577.1	Aa_G257380.h1.t1
OG0004608	XP_009105663.1	Aa_G144550.h1.t1
OG0004610	XP_009101607.1	Aa_G290930.h1.t1
OG0004611	XP_009135701.2, XP_009145607.1	Aa_G254130.h1.t1
OG0004612	XP_009144912.1	Aa_G415010.h1.t1
OG0004613	XP_009144897.1, XP_009147763.1, XP_009107179.1	Aa_G370100.h1.t1
OG0004614	XP_009102542.1	Aa_G225000.h1.t1
OG0004615	XP_009147710.1, XP_009147711.1	Aa_G407090.h1.t1
OG0004616	XP_009147686.1, XP_009144844.1	Aa_G669290.h1.t1
OG0004618	XP_009147644.2	Aa_G396660.h1.t1
OG0004619	XP_009133036.1, XP_009143637.2, XP_009141507.1	Aa_G24730.h1.t1
OG0004620	XP_009108386.1, XP_033129340.1, XP_009136953.2	Aa_G507690.h1.t1
OG0004621	XP_009136931.2, XP_009131722.1, XP_009108362.2	Aa_G748360.h1.t1
OG0004622	XP_009124614.1	Aa_G276430.h1.t1
OG0004623	XP_009136922.1, XP_009108359.1	Aa_G155410.h1.t1
OG0004624	XP_009137359.1	Aa_G55810.h1.t1
OG0004625	XP_009137333.1, XP_009136940.1	Aa_G92780.h1.t1
OG0004626	XP_009112389.2	Aa_G543440.h1.t1
OG0004627	XP_033134128.1, XP_009136369.1	Aa_G542130.h1.t1
OG0004628	XP_009137657.1, XP_033133056.1, XP_009137416.1	Aa_G186860.h1.t1
OG0004630	XP_009137467.1, XP_009137396.1	Aa_G124440.h1.t1
OG0004631	XP_033143306.1	Aa_G503910.h1.t1
OG0004633	XP_033131060.1, XP_009137256.1	Aa_G419800.h1.t1
OG0004636	XP_009112960.2	Aa_G52540.h1.t1
OG0004637	XP_009138679.1	Aa_G163560.h1.t1, Aa_G13040.h1.t1
OG0004638	XP_009104403.1, XP_009138705.1, XP_009116959.1	Aa_G364390.h1.t1
OG0004639	XP_009116880.1	Aa_G2410.h1.t1
OG0004640	XP_009117213.1	Aa_G33450.h1.t1, Aa_G33470.h1.t1, Aa_G33490.h1.t1
OG0004641	XP_009116829.1, XP_009104328.1	Aa_G128050.h1.t1, Aa_G170450.h1.t1
OG0004642	XP_009116720.1, XP_009138840.1	Aa_G282440.h1.t1, Aa_G77360.h1.t1
OG0004643	XP_009116632.1	Aa_G323000.h1.t1
OG0004644	XP_009138588.1, XP_009137477.1	Aa_G362300.h1.t1
OG0004646	XP_009139007.1, XP_009104077.1, XP_009116485.1	Aa_G345800.h1.t1
OG0004647	XP_009116446.2	Aa_G401940.h1.t1
OG0004648	XP_033131394.1, XP_009116443.1, XP_009139035.1	Aa_G461160.h1.t1
OG0004649	XP_009104046.1, XP_009128677.1	Aa_G520470.h1.t1
OG0004650	XP_009116414.1, XP_009139046.1	Aa_G238660.h1.t1
OG0004651	XP_009116377.1, XP_009139072.1, XP_033131719.1	Aa_G562490.h1.t1
OG0004652	XP_009116370.1, XP_009104017.1, XP_009139080.1, XP_009139077.1	Aa_G174940.h1.t1
OG0004653	XP_033146547.1, NP_001288847.1, NP_001288821.1	Aa_G373110.h1.t1
OG0004654	XP_009103984.1, XP_009139116.1, XP_009116316.1	Aa_G268610.h1.t1
OG0004655	XP_009131352.1	Aa_G213650.h1.t1
OG0004656	XP_009116258.1, XP_009139154.1, XP_009103959.1	Aa_G213570.h1.t1
OG0004657	XP_009103902.1	Aa_G266020.h1.t1, Aa_G266010.h1.t1
OG0004657	XP_009116095.1	Aa_G266000.h1.t1
OG0004659	XP_033142005.1, XP_009127094.2	Aa_G54550.h1.t1
OG0004660	XP_009127137.1, XP_009132460.1, XP_009119928.1	Aa_G231640.h1.t1
OG0004661	XP_009105097.1, XP_009127577.2, XP_009105327.2	Aa_G156860.h1.t1
OG0004662	XP_009127636.1	Aa_G169760.h1.t1
OG0004663	XP_009112555.2	Aa_G426630.h1.t1, Aa_G310030.h1.t1
OG0004664	XP_009103407.1	Aa_G632950.h1.t1
OG0004665	XP_018508232.1, XP_009102157.1	Aa_G143420.h1.t1
OG0004666	XP_009141915.1, XP_033144146.1, XP_033148448.1	Aa_G677920.h1.t1
