Orthogroup	Brassica_rapa	Arabidopsis_arenosa
OG0004738	XP_009107004.1, XP_009127271.1	jg21870, jg20679
OG0004739	XP_009103269.1, XP_033134761.1	jg28408
OG0004740	XP_009134513.2, XP_009111419.1	jg8121
OG0004741	XP_009150837.2, XP_009118738.1, XP_009119590.1	jg28609
OG0004742	XP_009114273.1, XP_009128976.1, XP_009101412.1	jg20287
OG0004744	XP_009118559.1, XP_009111009.1, XP_009119098.1	jg28952
OG0004745	XP_009118525.1, XP_018511124.2	jg29020
OG0004746	XP_009110961.2, XP_009118462.1, XP_009118994.1	jg29062
OG0004747	XP_033135862.1, XP_009110912.1, XP_033128630.1	jg29160
OG0004748	XP_009148049.1, XP_009110913.1, XP_009118398.1	jg29161
OG0004750	XP_033135431.1, XP_009148106.2, XP_009110887.2	jg29214
OG0004752	XP_009110855.2, XP_009148165.1, XP_009118327.2	jg29265
OG0004753	XP_009148308.1	jg29368
OG0004754	XP_009148234.1, XP_009118319.1	jg29300
OG0004755	XP_009148271.1, XP_009110809.1	jg29340
OG0004756	XP_009118284.1, XP_009148316.1, XP_009144482.1	jg29374
OG0004757	XP_009102418.1	jg1113
OG0004758	XP_009144477.2, XP_009148326.1	jg29383
OG0004759	XP_009118269.1, XP_033132304.1, XP_009148334.1	jg29385
OG0004760	XP_009118265.1, XP_009144464.1, XP_009148343.1	jg29400
OG0004761	XP_009148405.1, XP_009144428.1	jg2653
OG0004763	XP_009118110.1, XP_018509487.1	jg29657
OG0004764	XP_009118072.1, XP_009148580.1, NP_001289002.1	jg29699
OG0004766	XP_009118052.1, XP_009148561.1, XP_009110617.2	jg29743
OG0004767	XP_009118000.1, XP_009148521.1, XP_009110583.1	jg29802
OG0004768	XP_009117977.1, XP_009148662.1	jg29842, jg29843, jg29840
OG0004769	XP_009148922.1, XP_009110489.1, XP_009117838.2	jg30021
OG0004770	XP_009110482.1, XP_033129099.1, XP_033134443.1	jg30032
OG0004772	XP_033132698.1, XP_033136560.1	jg30153, jg30176, jg30164
OG0004773	XP_009110399.1	jg30280
OG0004774	XP_009110391.2, XP_009117643.1, XP_009149227.1	jg30297
OG0004775	XP_033143975.1	jg10212
OG0004776	XP_009110341.2, XP_009149297.2, XP_033136943.1	jg30375
OG0004777	XP_033128135.1, XP_009110331.1	jg30386
OG0004778	XP_009110252.2, XP_009149487.2, XP_009103375.1, XP_033130633.1	jg30516
OG0004781	XP_009105820.1	jg2785
OG0004782	XP_009104937.1, XP_009127827.1, XP_009105746.1	jg2692
OG0004783	XP_009127824.1, XP_009104941.1	jg2688
OG0004784	XP_033131480.1, XP_033131938.1	jg3065
OG0004785	XP_009113355.1, XP_009122967.1	jg1331
OG0004787	XP_018514890.1, XP_009147949.1	jg33049, jg32941
OG0004788	XP_009129608.1	jg8504
OG0004789	XP_009109331.1, XP_009138439.1, XP_009142783.1	jg8670
OG0004790	XP_009144505.1	jg8690
OG0004791	XP_009150166.1	jg8759
OG0004792	XP_009109967.1, XP_009138373.2, XP_009152034.1	jg8792
OG0004793	XP_033132474.1, XP_009113342.1, XP_033144742.1	jg8918
OG0004794	XP_033132627.1, XP_009138147.1, XP_009125319.1	jg9101
OG0004795	XP_009108821.1	jg9087
OG0004797	XP_018510133.2, XP_009108777.1	jg9004
OG0004798	NP_001288822.1, NP_001288969.1, NP_001288879.1	jg9221
OG0004799	XP_009106220.2, XP_009102551.1, XP_009135877.2	jg26678
OG0004800	XP_009102543.3, XP_009135871.1	jg21317, jg21325, jg26698
OG0004801	XP_009127933.1, XP_009104858.1, XP_009105904.2	jg2877
OG0004802	XP_033131726.1, XP_033131725.1, XP_009104862.1	jg2870
OG0004803	XP_018512113.2, XP_009105879.1, XP_009104863.2	jg2856
OG0004804	XP_009127892.1, XP_009105867.1	jg2833
OG0004805	XP_009115515.2, XP_009103167.1, XP_009110096.2	jg30925
OG0004806	XP_009103104.1, XP_033135147.1	jg12839
OG0004807	XP_009115384.1, XP_009110025.1, XP_009103097.1	jg31095
OG0004808	XP_009137776.1, XP_033132976.1	jg10063
OG0004809	XP_009108675.2, XP_033133003.1, XP_009144103.1	jg9644
OG0004810	XP_033140171.1, XP_009137774.1, XP_009109105.2	jg9609
OG0004812	XP_009119055.1	jg29001
OG0004815	XP_009138707.1	jg16359
OG0004817	XP_033137796.1	jg11149
OG0004817	XP_018510026.1	jg11524, jg11522, jg1268
OG0004818	XP_009147037.1, XP_009124192.2	jg24731
OG0004820	XP_009111612.1, XP_009151834.1, XP_009129351.1	jg13679
OG0004821	XP_033129347.1, XP_033129349.1	jg14417
OG0004823	XP_009129829.2, XP_009111893.1	jg6799, jg6798
OG0004825	XP_033143751.1, XP_009127799.1, XP_009140499.1	jg9367
OG0004826	XP_009139861.1, XP_009137578.2, XP_018509409.1	jg9850
OG0004827	XP_009138137.2, XP_009138145.2, XP_009137450.2	jg10025
OG0004830	XP_009132512.1, XP_009119818.2, XP_033141546.1	jg21994
OG0004847	XP_009149951.1	jg14490
OG0004848	XP_009149924.1, XP_018515027.1	jg14519
OG0004849	XP_033138688.1	jg22252
OG0004850	XP_009101338.1, XP_009114231.1, NP_001288983.1	jg12943
OG0004851	XP_009129162.1, XP_033128829.1, XP_018515470.2, XP_009101267.1	jg13038
OG0004852	XP_009131611.1, XP_009126208.1, XP_009121051.2	jg5617
OG0004853	XP_009121057.2, XP_009126206.2, XP_009131607.2	jg5614
OG0004854	XP_009126191.1, XP_009107526.1	jg5585
OG0004856	XP_009131583.1, XP_009126171.1, XP_009121405.1	jg5549
OG0004857	XP_009126122.1, XP_009131549.1, XP_009121477.2	jg5483
OG0004858	XP_009103400.1	jg25729
OG0004859	XP_009121493.1, XP_033139549.1, XP_033139548.1, XP_033143159.1	jg5453
OG0004860	XP_009121729.1, XP_009125944.1	jg5188
OG0004861	XP_009126056.1, XP_009131473.1, XP_033133920.1, XP_009121564.1	jg5381
OG0004862	XP_009126033.1, XP_009121604.1, XP_009131444.1	jg5340
OG0004863	NP_001288964.1, NP_001288856.1	jg5334
OG0004864	XP_033128646.1	jg29123
OG0004867	XP_009125973.1, XP_033142251.1, XP_009121662.1	jg5261
OG0004868	XP_009121694.1, XP_009125965.1	jg5228
OG0004869	XP_009131371.2, XP_033139772.1, XP_009121711.2	jg5213
OG0004870	XP_033137826.1, XP_033143151.1, XP_033139770.1	jg5202
OG0004871	XP_009129757.2, XP_009151708.1	jg21509
OG0004872	XP_009121766.1, XP_009125910.1, XP_009131334.1	jg5155
OG0004873	XP_009125903.1, XP_009131332.1, XP_009121770.1	jg5147
OG0004874	XP_009131325.1, XP_009121786.1, XP_033141831.1	jg5136
OG0004875	XP_009131323.1, XP_009125891.1, XP_009121790.1	jg5132
OG0004876	XP_009124702.1, XP_033142311.1	jg25270
OG0004877	XP_009131297.1, XP_009121829.2, XP_009125868.1	jg5097
OG0004878	XP_009121876.1, XP_009125850.2	jg5054
OG0004879	XP_009125834.1	jg5028
OG0004880	XP_009121916.1, XP_009125829.1, XP_009131227.1	jg5011
OG0004881	XP_009125828.1, XP_009131229.1, XP_033138385.1	jg5009
OG0004882	XP_018513344.2, XP_009121919.1	jg5002
OG0004883	XP_009125276.1, XP_009131182.1	jg4909
OG0004884	XP_009131140.1, XP_009125329.1, XP_033137439.1	jg4833
OG0004885	XP_009122111.1, XP_009131132.1, XP_009125338.1	jg4812
OG0004886	XP_018511872.1, XP_009131110.1	jg4757
OG0004887	XP_009122504.1	jg4743
OG0004888	XP_009125751.1	jg4740
OG0004889	XP_009125735.1, XP_009122461.1, XP_009132223.2	jg4707
OG0004890	XP_009131070.1, XP_033137472.1, XP_033137480.1, XP_033137476.1	jg4698
OG0004891	XP_033138830.1, XP_009131005.1	jg4612
OG0004893	XP_009134350.1, XP_009121906.1	jg7935
OG0004895	XP_009138751.2, XP_009137488.1, XP_009109231.1	jg9973
OG0004896	XP_009138709.1, XP_009137486.2	jg9977
OG0004897	XP_009109240.1, XP_009138497.2, XP_009137471.1	jg9996
OG0004898	XP_033130906.1	jg17598
OG0004899	XP_009133874.1, XP_009140911.2, XP_009103695.2	jg17823
OG0004900	XP_009140912.1, XP_009103696.1	jg17825
OG0004901	XP_009133847.1, XP_009144374.1	jg17960
OG0004902	XP_009141048.1, XP_009144320.1	jg18060
OG0004903	XP_009132720.2, NP_001288877.1, XP_009141053.1	jg18066
OG0004904	XP_009132744.1, XP_033146218.1, XP_009144292.1	jg18095
OG0004905	XP_009144287.1, XP_033145619.1, XP_018513624.1	jg18101
OG0004906	XP_033143485.1, XP_009132777.1, XP_009144242.1	jg18186
OG0004907	XP_009141199.2, XP_009141198.2, XP_009132822.1	jg18253
OG0004908	XP_009141211.1	jg18287
OG0004909	XP_009143859.1, XP_009141315.1	jg18444
OG0004910	XP_009101743.2, XP_009113955.1, XP_009123928.2	jg20795
OG0004911	XP_009113930.1, XP_009123938.1	jg20763
OG0004912	XP_009109215.1, XP_009137525.2, XP_009139189.1	jg9926
OG0004913	XP_009107415.1	jg32806
OG0004914	XP_033132473.1, XP_033131618.1, XP_033135134.1	jg31337
OG0004915	XP_033132471.1, XP_009113695.1	jg31340
OG0004916	XP_009102909.1, XP_009109716.2, XP_009113661.1	jg31373
OG0004918	XP_009142435.1	jg9799
OG0004919	XP_009115232.1, XP_009109659.1, XP_009102850.1	jg31481
OG0004920	XP_009109599.1, XP_009102708.1, XP_009115171.2	jg31574
OG0004921	XP_009111891.1	jg21595
OG0004922	XP_009115007.1	jg31733, jg2670
OG0004923	XP_009114992.1, XP_009102665.1, XP_009108124.1	jg31747
OG0004924	XP_009151437.1	jg31906
OG0004925	XP_009112356.1, XP_009103458.2, XP_009115825.1	jg23676
OG0004926	XP_009103424.1, XP_033140802.1, XP_009112377.1	jg23640
OG0004927	NP_001288995.1, XP_033135193.1, XP_033135191.1	jg23620
OG0004928	XP_009150669.1, XP_009130527.1	jg23600
OG0004930	XP_009130499.1, XP_033136254.1, XP_033134815.1, XP_018515521.1	jg23531
OG0004931	XP_009107217.1	jg21851
OG0004932	XP_009150470.2, XP_009130431.2	jg23393
OG0004933	XP_009150430.1, XP_009112106.1, XP_009130272.1	jg23355
OG0004934	XP_009130209.1, XP_009151357.1, XP_033135237.1	jg23191
OG0004935	XP_009130138.1, XP_009136412.2, XP_009111964.1	jg23032
OG0004936	XP_009136402.1, XP_009130136.1, XP_009111960.1	jg23025
OG0004937	XP_009150861.2, XP_009141469.1, XP_009130117.2	jg6177
OG0004938	XP_009130105.2, XP_009141623.1, XP_009150893.1	jg6210
OG0004939	XP_033134465.1, XP_009117042.1	jg17161
OG0004940	XP_009126370.1, XP_009120877.1	jg5815
OG0004941	XP_009120886.1	jg5803
OG0004942	XP_009131758.1, XP_009120852.1	jg5850
OG0004943	XP_009131786.1, XP_018511860.2, XP_009120826.1	jg5889
OG0004944	XP_018513163.1, XP_009120814.1, XP_009126441.1	jg5901
OG0004945	XP_009126453.1, XP_009131800.1	jg5916
OG0004947	XP_009120787.1, XP_033145012.1, XP_009126464.1	jg5932
OG0004948	XP_009131811.1, XP_009120774.1	jg5937
OG0004949	XP_033138632.1, XP_033141490.1, XP_009131817.1	jg5945
OG0004950	XP_009118938.1, XP_009107405.1	jg6012
OG0004951	XP_009126538.1, XP_009131876.1	jg6047
OG0004952	XP_009126539.1, XP_009131877.2, XP_009120664.2	jg6049
OG0004954	XP_009150420.1	jg14445
OG0004955	XP_009126725.1, XP_009132023.1	jg22809
OG0004956	XP_009120385.1, XP_009126743.1	jg22785
OG0004957	XP_009132032.1, XP_033138848.1, XP_009120383.1	jg22782
OG0004958	XP_033138863.1, XP_033137395.1, XP_033144585.1	jg22765
OG0004959	XP_033137707.1, XP_009126750.1, XP_009132050.2	jg22759
OG0004960	XP_009120339.2, XP_033144557.1	jg22737
OG0004961	XP_009126786.1, XP_033144526.1, XP_009120327.1	jg22719
OG0004962	XP_009132094.2, XP_009120309.1, XP_009126805.1	jg22693
OG0004963	XP_009126846.1, XP_009132131.1, XP_009120258.1	jg22632
OG0004964	XP_009120214.1, XP_009132157.1, XP_009126910.1	jg22590
OG0004965	XP_009120105.2, XP_009126979.1, XP_009132350.2	jg22431
OG0004966	XP_009126980.1, XP_009132351.1, XP_009120102.1	jg22423
OG0004967	XP_009127072.1, XP_009120001.1, XP_009132430.1	jg22292
OG0004969	XP_009150141.1, XP_009152124.1, XP_009149733.1	jg14796
OG0004970	XP_009144550.1, XP_009111270.1	jg7955
OG0004971	XP_009130990.2	jg4585
OG0004972	XP_033130722.1, XP_009117918.1, XP_009118009.1	jg12212
OG0004973	XP_009130920.1, XP_009122905.3	jg4383
OG0004975	XP_009125621.2	jg25088
OG0004975	XP_018511288.1	jg4354
OG0004976	XP_009130887.1, XP_009125604.1	jg4312, jg4477
OG0004977	XP_009125600.1, XP_009130881.1, XP_033137774.1	jg4296
OG0004978	XP_009122124.1, XP_033145066.1, XP_009125589.1	jg4269
OG0004979	XP_009125560.1	jg4198
OG0004980	XP_009122658.2, XP_009125527.1	jg4136
OG0004982	XP_009125515.1, XP_009130776.1	jg4112
OG0004983	XP_009125503.1, XP_009130755.2, XP_009122699.2	jg4081
OG0004984	XP_009140033.1	jg12686
OG0004985	XP_009125155.1, XP_009140035.1	jg12689
OG0004986	XP_009140078.1, XP_009125179.1	jg12747
OG0004987	XP_009101523.1	jg12772
OG0004988	XP_033128392.1, XP_009144786.2	jg33524
OG0004989	XP_018509457.1	jg30020
OG0004990	XP_009104456.1, XP_033132058.1, XP_033141836.1	jg3733
OG0004991	XP_009106746.1, XP_033140217.1, XP_009104464.1	jg3724
OG0004992	XP_009106739.2, XP_009128417.1, XP_033131984.1	jg3716
OG0004993	XP_009106731.2, XP_009128402.2	jg3702
OG0004994	XP_009106727.1, XP_009104475.1, XP_009128399.1	jg3696
OG0004995	XP_009106719.1, XP_009128393.1	jg3685
OG0004996	XP_009104496.1	jg3667
OG0004997	XP_009106520.1, XP_009104587.1, XP_033140052.1	jg3492
OG0004998	XP_033148698.1, XP_018512471.1	jg25582
OG0005000	XP_009104654.2, XP_009106347.1, XP_033141382.1	jg3350
OG0005001	XP_033132175.1, XP_033140664.1, XP_009104672.2	jg3313
OG0005002	XP_009104688.1	jg3277
OG0005003	XP_009128149.1, XP_009106251.1	jg3256
OG0005004	XP_009106247.1, XP_009104692.1	jg3247
OG0005005	XP_009128116.2, XP_009106213.1	jg3221
OG0005006	XP_009128107.1, XP_009104704.1, XP_009106202.1	jg3207
OG0005007	XP_009128098.1, XP_009104708.1, XP_033131087.1	jg3195
OG0005008	XP_009150784.1	jg27889
OG0005009	XP_009146541.1	jg25303
OG0005010	XP_009106841.1, XP_009147495.1	jg33727, jg33736, jg33733, jg33732
OG0005011	XP_009135341.2, XP_009135336.2	jg25389
OG0005012	XP_009106935.1	jg33646
OG0005013	XP_009107062.1, XP_033129117.1, XP_009106943.2	jg33636
OG0005014	XP_033128362.1	jg33616, jg33617
OG0005015	XP_009121995.1, XP_033142810.1	jg33560
OG0005016	XP_009133060.1, XP_009143623.2, XP_009141555.1	jg18735
OG0005017	XP_009133067.1, XP_033139049.1, XP_009141565.1	jg18750
OG0005018	XP_009141592.1, XP_009133085.1, XP_009143586.2	jg18777
OG0005019	XP_009143563.1, XP_009144121.1	jg18811
OG0005020	XP_009129330.1, XP_009111780.1	jg13714
OG0005021	XP_009124255.1	jg11973
OG0005022	XP_009119838.2	jg17612, jg22024, jg22017
OG0005023	XP_009102966.1, XP_009109794.1	jg31285
OG0005025	XP_033140164.1	jg31989, jg13342
OG0005026	XP_009144683.1, XP_009108090.1, XP_009139564.1	jg11384
OG0005027	XP_009101347.2, XP_009101346.2, XP_033140824.1	jg11234
OG0005028	XP_009123029.2, XP_009136801.1, XP_009145647.1	jg10956
OG0005029	XP_009136721.1, XP_009107867.2	jg11099
OG0005030	XP_009105948.2, XP_009104844.2	jg2917
OG0005031	XP_009137292.1, XP_009137378.1	jg10129
OG0005032	XP_009127984.1, XP_009105974.1	jg18181, jg18182, jg2964
OG0005033	XP_009106058.2, XP_009128018.1	jg3046
OG0005034	XP_009106127.1, XP_009128052.1	jg3111
OG0005035	XP_009127639.1, XP_009105038.1, XP_009105399.2	jg2421
OG0005036	XP_009105424.2, XP_009127665.1	jg2449
OG0005037	XP_033140932.1, XP_033130284.1, XP_009105014.1	jg2486
OG0005038	XP_009129611.1, XP_009109093.1, XP_009137783.1	jg9589
OG0005039	XP_009137787.1, XP_009109091.1, XP_033146224.1	jg9587
OG0005040	XP_009137823.1, XP_009129051.1	jg9530
OG0005041	XP_009124806.1, XP_033134181.1	jg7310, jg459
OG0005042	XP_033146493.1, XP_009125405.1	jg26986
OG0005043	NP_001288930.1, XP_009151745.1, XP_009111810.1	jg13890
OG0005044	XP_009111570.1	jg13475
OG0005045	XP_009110621.1, XP_009152020.1	jg29740
OG0005046	XP_009129491.1, XP_009121453.1, XP_009152029.1	jg13359
OG0005047	XP_033128604.1	jg12292, jg12298, jg13347
OG0005048	XP_033139263.1, XP_009129572.1, XP_033139852.1, XP_009152094.2, XP_009114101.1	jg13277
OG0005049	XP_009101526.1, XP_009128853.1, XP_009114364.1	jg20440
OG0005050	XP_009105843.1, XP_033130528.1	jg2807
OG0005051	NP_001288874.1, XP_009107189.1	jg33263
OG0005052	XP_033128369.1	jg33454
OG0005053	XP_009135453.1, XP_009115323.1, XP_009146210.1	jg25613
OG0005054	XP_033146274.1	jg18473
OG0005055	XP_009136982.1, XP_033133287.1	jg10690
OG0005056	XP_009137122.1, XP_009132201.2, XP_009108388.1	jg10711
OG0005057	XP_009131493.1	jg10789
OG0005058	XP_009131372.1	jg10805
OG0005059	XP_009130736.2, XP_033144031.1, XP_009108333.1	jg10863
OG0005060	XP_009149307.2	jg14990
OG0005062	XP_009136256.1, XP_009123217.1	jg27521
OG0005063	XP_009112413.1, XP_009136365.1, XP_009121166.1	jg27808
OG0005064	XP_009111831.1, XP_009151625.1	jg21357
OG0005065	XP_009136496.1, XP_009108594.1, XP_009137303.2	jg10230
OG0005066	XP_009136225.1	jg10242
OG0005067	XP_009137279.2, XP_009136202.1	jg10248
OG0005068	XP_009137278.1	jg10249
OG0005069	XP_009151792.1	jg13744
OG0005070	XP_009108509.1, XP_009137166.2	jg10456
OG0005071	XP_009108500.1	jg10421
OG0005072	XP_009114243.1, XP_009129247.1, XP_009101353.1	jg12924
OG0005073	XP_009135258.1, XP_009137216.1, XP_009135247.2	jg10380
OG0005074	XP_009102072.2, XP_033148249.1	jg24220
OG0005075	XP_009124518.2, XP_009136759.2, XP_009146037.2	jg11012
OG0005076	XP_009145886.1	jg10997
OG0005077	XP_009107984.2	jg31929
OG0005078	XP_009125022.1, XP_009147431.2	jg23954
OG0005079	XP_009130559.1, XP_009112321.1, XP_009103501.1	jg23726
OG0005080	XP_009104387.1, XP_009116926.1	jg16329
OG0005081	XP_009138767.1, XP_009104319.1, XP_009116822.1	jg16214
OG0005082	XP_009116741.2, XP_009138824.2, XP_009104274.1	jg16119
OG0005083	XP_033134107.1	jg16090
OG0005084	XP_009118308.1, XP_009134701.1	jg24098
OG0005085	XP_009129688.1, XP_009151742.1	jg13892, jg7259
OG0005086	XP_009138955.1, XP_009104152.1, XP_009116536.1	jg15885
OG0005087	XP_009104099.1, XP_009138990.1, XP_009116500.2	jg15823
OG0005088	XP_009116469.1, XP_009104068.1, XP_009139024.1	jg15783
OG0005089	XP_009116466.1, XP_009139026.2, XP_033130313.1	jg15773
OG0005090	XP_009116432.1	jg15165, jg15731, jg15650
OG0005091	XP_009103950.1, XP_009116201.1, XP_009139204.1	jg15441
OG0005092	XP_009103933.1, XP_033134100.1	jg15415
OG0005093	XP_009116138.1	jg15397
OG0005094	XP_009116099.1, XP_009103904.1	jg15349
OG0005095	XP_009125248.2, XP_009139431.1	jg15242
OG0005097	XP_033130934.1, XP_033144196.1	jg26848
OG0005098	XP_009113906.1, XP_009123609.1, XP_009101648.1	jg20664
OG0005099	XP_009111854.1, XP_009151679.1	jg21456
OG0005100	XP_033129566.1, XP_009102288.1, XP_033136225.1	jg27941
OG0005101	XP_009102251.1, XP_009150737.2, XP_009112483.1	jg27988
OG0005102	XP_009112580.1, XP_009102203.1	jg28091
OG0005103	XP_009128511.1, XP_009137859.1	jg9455
OG0005104	XP_009133465.1, XP_009141949.1, XP_009142715.1	jg19363
OG0005105	XP_009143221.1	jg19289
OG0005106	XP_009143290.2, XP_009133378.2, XP_018514080.2	jg19195
OG0005107	XP_033145603.1, XP_009143318.1, XP_009133366.2	jg19160
OG0005108	XP_018512536.1, XP_009143357.1	jg19064
OG0005109	XP_009136360.1	jg19869, jg27804
OG0005110	XP_009141731.1, XP_009143404.1	jg19005
OG0005111	XP_009133234.1, XP_009133233.1, XP_009141726.1	jg18989
OG0005112	XP_009143419.1	jg18983
OG0005113	XP_033146008.1, XP_033146006.1, XP_033142445.1	jg18915
OG0005114	XP_009141667.1, XP_033147981.1	jg18907
OG0005115	XP_009143544.1, XP_009141620.1	jg18837
OG0005116	XP_009133100.1, XP_009141612.1, XP_009143551.1	jg18826
OG0005117	XP_009121528.1	jg2889
OG0005119	XP_009114571.1, XP_009134301.1, XP_033136895.1	jg7699
OG0005120	XP_009114553.1, XP_033147830.1	jg7724
OG0005122	XP_009144486.1	jg7633
OG0005123	XP_009114731.1, XP_009107924.1	jg32134
OG0005124	XP_009114736.1, XP_009107930.1	jg32114
OG0005125	XP_009134113.1	jg7199, jg7188
OG0005126	XP_018513281.1, XP_009108217.1	jg7438
OG0005128	XP_009126307.2, XP_009120907.1, XP_009131727.1	jg5780
OG0005129	XP_009103155.1	jg30947, jg30946
OG0005130	XP_033136523.1, XP_009129924.1	jg6543
OG0005131	XP_009151166.1, XP_033135097.1, XP_009129896.1	jg6587, jg6586
OG0005132	XP_009117498.1, XP_009102045.2, XP_009112653.1	jg28244
OG0005133	XP_033146681.1, XP_009142595.1	jg20088
OG0005134	XP_009142447.1, XP_009142602.1	jg20084
OG0005135	XP_009142410.1	jg20013
OG0005136	XP_009143174.1, XP_009142367.1, XP_009133752.2	jg19976
OG0005137	XP_009142320.1, XP_009133705.1, XP_009104098.1	jg19901
OG0005138	XP_009143062.1, XP_009133684.1, XP_009142278.1	jg19834
OG0005139	XP_009143014.1	jg19780, jg19779
OG0005140	XP_009142897.1, XP_009133561.1, XP_009142151.1, XP_033146048.1	jg19624
OG0005141	XP_009144058.2, XP_009144189.1, XP_033147678.1, XP_009142826.2	jg19537
OG0005143	XP_009128923.1, XP_009114309.1, XP_009101456.1	jg20359
OG0005145	XP_009118056.2, XP_009134671.1	jg24062
OG0005146	XP_009134718.1, XP_009118959.1, XP_009130326.1	jg24125
OG0005147	XP_033147355.1	jg24260
OG0005148	XP_009147285.1	jg24401
OG0005149	XP_033142954.1, XP_009147103.2, XP_018509555.1	jg24668
OG0005150	XP_009147019.1, XP_009124079.2, XP_009135006.2	jg24745
OG0005151	XP_009135009.1, XP_009147016.1, XP_009124055.1	jg24748
OG0005152	XP_009135098.1, XP_009146992.1, XP_009123890.1	jg24778
OG0005153	XP_009135042.2	jg24903
OG0005154	XP_009135115.1, XP_009122815.1, XP_009146830.3	jg24990
OG0005155	XP_018513509.1, XP_009146703.1, XP_009124885.1	jg25110
OG0005156	XP_009146626.1, XP_009120779.1, XP_009135218.1	jg25183
OG0005157	XP_018508729.1	jg17861
OG0005158	XP_009146543.1, XP_009124724.1	jg25291
OG0005159	XP_009117645.1, XP_009146470.1, XP_009135311.2	jg25344
OG0005160	XP_009146340.1, XP_033128153.1	jg25478, jg25477
OG0005161	XP_009116557.1, XP_009146302.1	jg25512
OG0005162	XP_009116520.1, XP_009135420.1, XP_009146293.1	jg25524
OG0005163	XP_009116467.1, XP_009135429.1	jg25540
OG0005164	XP_009115446.1, XP_009135447.2, XP_009146230.2	jg25599
OG0005165	XP_009114832.1, XP_009114839.1	jg25669
OG0005166	XP_009114694.1, XP_009135489.1, XP_009146079.1	jg25705
OG0005167	XP_009114507.1, XP_009135498.1, XP_009146062.1	jg25747
OG0005168	XP_009135598.2, XP_009112357.1, XP_009145855.2	jg26015
OG0005170	XP_009112142.2	jg26048
OG0005171	XP_009145804.1, XP_009135625.2, XP_009112062.1	jg26066
OG0005172	XP_009112081.1, XP_009145811.1, XP_009135622.1	jg26063
