Orthogroup	Brassica_rapa	Arabidopsis_lyrata_Rawat
OG0001520	XP_033136507.1	AL8G16930
OG0001521	XP_009106690.1	AL2G40350
OG0001521	XP_009117774.1	AL1G28300
OG0001522	XP_009115249.1, XP_009109670.2, XP_009141366.1	AL4G30190
OG0001523	XP_009143789.1	AL4G30230
OG0001523	XP_009102852.1, XP_009115236.2, XP_009109666.1	AL1G43300
OG0001524	XP_009107753.1	AL1G45180
OG0001526	XP_009115679.1, XP_009101536.1, XP_009136523.1	AL5G29920
OG0001527	XP_033129216.1	nbis-gene-1483, AL8G43470
OG0001527	XP_009103954.2, XP_009113882.2	AL5G36560
OG0001528	XP_033141666.1	AL8G40580
OG0001529	XP_009150973.1, XP_009111629.1	AL6G36010
OG0001529	XP_009150150.1, XP_009149741.1	AL5G29130
OG0001531	XP_009126572.1	AL6G33970
OG0001532	XP_033142238.1, XP_009120469.1, XP_033139181.1	AL8G36080, AL8G36070
OG0001533	XP_033142767.1, XP_009131991.2, XP_009131989.1, XP_009131992.1	AL8G36030
OG0001534	XP_009129005.1	AL8G12260
OG0001535	XP_033145113.1	AL7G26680
OG0001535	XP_009126929.2, XP_009120176.1	AL8G32450
OG0001536	XP_009140079.1, XP_009112749.1, XP_009112944.1	AL2G11750, AL2G11740
OG0001537	XP_009134430.1, XP_009144563.2	AL6G50610
OG0001537	XP_009119603.1	AL1G12290
OG0001538	XP_009119583.1	AL1G12490
OG0001538	XP_009111272.2, XP_009134422.1	AL6G50460
OG0001540	XP_009146755.1, XP_009135148.1	AL3G22610
OG0001540	XP_009122157.1	AL6G15410
OG0001541	XP_009146820.1	AL3G22080
OG0001542	XP_033134432.1, XP_009125506.2	AL6G12850
OG0001542	XP_009146889.1, XP_009135039.1	AL3G21120
OG0001543	XP_009104641.2, XP_009106362.1	AL2G37140, AL402U10010
OG0001543	XP_018515008.1	AL1G34490
OG0001544	XP_009106360.1	AL2G37130
OG0001544	XP_009149655.1, XP_009103295.1	AL1G34480
OG0001545	XP_009106326.1, XP_009104667.1	AL2G36730
OG0001545	XP_009149581.1, XP_009110201.1	AL1G34070
OG0001546	XP_009128072.1	AL2G34910
OG0001546	XP_009106162.2	AL2G34940
OG0001547	XP_009102804.1	AL3G50210
OG0001548	XP_009149384.1, XP_009138392.1	AL7G15230
OG0001548	XP_009121085.1	AL3G50740
OG0001549	XP_033146642.1, XP_009107703.2	AL7G43010
OG0001549	XP_009106061.1, XP_009102540.1	AL3G39360
OG0001550	XP_009106049.1	AL2G33780
OG0001550	XP_009117612.1, XP_009149287.1, XP_009110343.1	AL1G30900
OG0001551	XP_009128698.1	AL6G35070, AL6G35050
OG0001552	XP_009101579.1, XP_009114398.1	AL8G12980
OG0001552	XP_009136981.1	AL7G35200
OG0001553	XP_033144450.1, XP_033135081.1, XP_009145644.1	AL3G34030
OG0001553	XP_009147819.1	AL1G58310
OG0001554	XP_009115335.1, XP_018512783.1, XP_033148712.1	AL3G28310
OG0001555	XP_009128933.1, XP_033129476.1	AL8G11120
OG0001555	XP_009130842.1, XP_009136859.1	AL7G36950
OG0001556	XP_009128979.1	AL8G10430
OG0001556	XP_009136836.1	AL7G37430
OG0001557	XP_009103510.1, XP_009112310.1, XP_009130561.1	AL8G44940
OG0001557	XP_009149414.1	AL5G31060
OG0001558	XP_009118889.2, XP_009133802.2	AL4G46710
OG0001558	XP_009138732.1	AL5G45020
OG0001559	XP_009138066.2, XP_018508994.2	AL7G19820
OG0001559	XP_009117067.1, XP_033143419.1	AL4G16620
OG0001560	XP_009133660.1, XP_009142998.1	AL4G43030
OG0001560	XP_009104232.1, XP_009116674.1	AL5G42140
OG0001561	XP_033132100.1, XP_009138995.1	AL5G39610
OG0001561	XP_033136022.1	AL5G39620
OG0001562	XP_009116458.1, XP_009104065.1	AL5G39130
OG0001562	XP_033146473.1	AL4G40210
OG0001563	XP_009133469.1, XP_009142724.1	AL4G39110
OG0001563	XP_009139075.1	AL5G38120
OG0001564	XP_009139138.1, XP_009116276.1	AL5G37050
OG0001564	XP_009143273.1, XP_009133391.1	AL4G37480
OG0001565	XP_009116272.1	AL5G36950, AL5G36960
OG0001565	XP_009103970.1	AL5G36970
OG0001566	XP_009143436.1	AL4G34950
OG0001566	XP_009116094.1	AL1G35910, AL5G35090
OG0001567	XP_009112517.1	AL5G23330
OG0001568	XP_009128155.2, XP_009137881.1	AL7G22220
OG0001568	XP_009112595.1, XP_009102196.1	AL3G52750
OG0001569	XP_009117394.1, XP_009134006.3	AL4G10700
OG0001569	XP_009106281.1	AL7G11090
OG0001571	XP_009118710.1	AL1G12750
OG0001571	XP_009131721.2, XP_009120922.1	AL6G30450
OG0001572	XP_033144882.1	AL3G15750
OG0001572	XP_018508073.2, XP_009129866.1	AL6G39470
OG0001573	XP_009111920.1, XP_009151242.1	AL6G40410
OG0001573	XP_009124203.1, XP_009124977.1	AL3G15040
OG0001574	XP_009109090.1, XP_009129600.1, XP_009137786.2	AL7G24090
OG0001574	XP_018508805.2	AL3G53630
OG0001575	XP_009111889.1, XP_009111890.1	AL3G14320, AL3G14310
OG0001576	XP_009111930.2, XP_033140384.1, XP_009151230.1	AL6G40050
OG0001577	XP_009151629.1	AL8G21010
OG0001577	XP_033147492.1, XP_009147052.1, XP_009134984.1	AL3G18960, AL8G14310
OG0001578	XP_009114060.1, XP_009146015.1	AL3G30490
OG0001578	XP_009107384.2	AL1G54800
OG0001580	XP_009101723.1	AL7G42060, AL7G42050
OG0001581	XP_033145976.1, XP_033145975.1	AL7G50820, AL7G50830, AL7G50850
OG0001581	XP_009139858.1	AL7G50860
OG0001582	XP_033136632.1	AL1G15000
OG0001583	XP_009144404.1	AL1G21940
OG0001583	XP_009104198.1, XP_009113156.1	AL2G15540
OG0001584	XP_009117867.1, XP_009148873.1	AL1G26880
OG0001584	XP_009101324.1, XP_009129215.1	AL5G10770
OG0001585	XP_009115624.1, XP_009103231.1	AL1G36090
OG0001585	XP_009110133.1	AL1G36100
OG0001586	XP_033136433.1, XP_033136432.1, XP_033139859.1, XP_033136441.1, XP_009114417.2, XP_033136436.1, XP_033136439.1, XP_033136437.1, XP_009114137.1, XP_033141184.1	AL5G13550
OG0001587	XP_009115548.1	AL1G37040
OG0001587	XP_009127816.1	AL2G30090
OG0001588	XP_009112826.1	AL2G10610
OG0001588	XP_009125197.2	AL7G47470
OG0001589	XP_009129382.1, XP_009151895.1	AL5G17600, AL5G17610
OG0001591	XP_009112529.1	AL4G11930
OG0001591	XP_009130164.1, XP_033140754.1	AL7G12360
OG0001592	XP_018508799.1, XP_009108751.2	AL7G17250
OG0001592	XP_009108750.1, XP_009117049.1	AL7G17260
OG0001593	XP_009148643.1, XP_009117989.1	AL1G25300
OG0001593	XP_009152131.1	AL5G14090, AL990U10010
OG0001595	XP_009147992.2	nbis-gene-531, nbis-gene-530, AL2G22430
OG0001596	XP_018513405.1	AL1G52070, AL1G36910, AL2G28950, AL3G48000, AL8G38210, AL3G53760, AL3G48170, AL8G20890, AL1G47580, AL5G44570, AL6G19580, AL8G17200, AL4G25920
OG0001597	XP_009107775.1	AL8G32200
OG0001598	XP_009122409.1	AL6G18350
OG0001598	XP_033141224.1	AL8G37740, AL8G37750
OG0001599	XP_033142323.1, XP_009129259.2, XP_033141476.1	AL7G23680, AL7G23700, AL7G23690
OG0001603	XP_009115250.2, XP_033128469.1, XP_009150195.1	AL5G27860
OG0001603	XP_033141663.1, XP_009150387.1	AL8G40350
OG0001604	XP_009149382.1, XP_033136766.1	AL1G31580
OG0001604	XP_009150208.1, XP_033142603.1	AL5G27510
OG0001605	XP_018513993.2, XP_018513841.2, XP_009140019.2	AL7G49400
OG0001606	XP_009126167.1	AL6G28240
OG0001607	XP_009119010.1, XP_009130327.2	AL3G12560
OG0001607	XP_009126147.1, XP_009121428.2	AL6G27910
OG0001608	XP_033136265.1, XP_033148007.1, XP_033147452.1, XP_033147103.1, XP_033142367.1	AL3G34490, AL3G34500
OG0001609	XP_009147333.1, XP_009131518.1, XP_009121520.1	AL3G11890
OG0001610	XP_033135902.1, XP_009113776.1, XP_009109822.1, XP_009102988.1	AL1G40750, AL1G40730
OG0001611	XP_009121835.1	AL6G23380
OG0001611	XP_009120885.1, XP_009126362.1	AL6G30940
OG0001612	XP_009120882.1	AL6G30980
OG0001612	XP_009131265.1, XP_009121868.1	AL6G23020
OG0001613	XP_009131226.1, XP_018510950.1	AL6G22460
OG0001613	XP_009151114.2	nbis-gene-1577, AL6G37920
OG0001614	XP_009130483.1	AL8G42460
OG0001614	XP_009122072.1	AL6G20770
OG0001615	XP_009112539.1	AL4G11780
OG0001616	XP_033131649.1, XP_009122535.2	nbis-gene-1501
OG0001616	XP_033128184.1, XP_009130462.1, XP_009112141.1	AL8G41990
OG0001617	XP_009122500.1, XP_009131105.2	AL6G19560
OG0001617	XP_009130275.1, XP_009150448.2	AL8G41080
OG0001618	XP_009111957.1	AL6G34280
OG0001618	XP_009131044.1	AL6G18600
OG0001619	XP_009111240.1	AL6G49920
OG0001619	XP_009111154.1, XP_009119542.1	AL1G12940
OG0001620	XP_009118950.2, XP_009118427.1	AL1G17750
OG0001620	XP_009124366.1	AL4G23480
OG0001621	XP_009132703.1	AL4G24740
OG0001621	XP_009118982.1, XP_009110954.1	AL1G17330
OG0001622	XP_009118997.2, XP_009118463.1	AL1G17210
OG0001622	XP_033146935.1	AL4G24900, AL201U10010
OG0001623	XP_033146581.1	AL4G25320
OG0001623	XP_009119024.1, XP_009118473.1	AL1G16890
OG0001624	XP_009144269.1, XP_009141113.1	AL4G25870
OG0001624	XP_009119051.1	AL1G16570
OG0001625	XP_009111031.1, XP_033137381.1	AL1G15620
OG0001626	XP_009118627.1, XP_009111094.1, XP_009119270.1	AL4G28840, AL1G14310
OG0001627	XP_009119290.1	AL1G14160
OG0001627	XP_009143870.1, XP_009141306.1	AL4G28990
OG0001628	XP_033138361.1	AL1G13670
OG0001628	XP_009101750.1, XP_009113959.1	AL8G16140
OG0001629	XP_009134342.1, XP_009121784.1	AL6G49370
OG0001629	XP_009118698.1	AL1G13170
OG0001630	XP_009139437.1, NP_001288890.1	AL7G27380
OG0001630	XP_009119803.1	AL8G27050
OG0001631	XP_009101809.1, XP_009123868.1	AL8G17530
OG0001631	XP_009102956.1	AL1G41250
OG0001632	XP_009132963.1	AL4G29700
OG0001633	XP_009137074.2	AL8G38420, AL8G38460
OG0001633	XP_033144965.1	AL8G38500
OG0001634	XP_009136457.1, XP_009111984.1	AL8G37900
OG0001635	XP_009150176.1, XP_009151545.1	AL5G28290
OG0001635	XP_009150173.1	AL5G28300
OG0001636	XP_009150987.1, XP_009130007.1, XP_033142375.1, XP_009150138.1	AL5G29390
OG0001637	XP_009131740.1, XP_009120879.1, XP_009131741.2, XP_009120878.1, XP_033141634.1	AL6G31030
OG0001638	XP_009120838.1, XP_009131763.2	AL6G31530
OG0001638	XP_009126408.2	AL6G31520
OG0001639	XP_009106764.1	AL595U10010, AL8G32660
OG0001640	XP_009142628.1	AL7G26210
OG0001640	XP_009132379.1, XP_009120060.1	AL8G31060
OG0001641	XP_009127020.1	AL8G30720
OG0001641	XP_033144616.1, XP_009137621.1	AL7G26010
OG0001642	XP_033143600.1, XP_009132410.1, XP_009120027.1, XP_009132408.1, XP_009127039.1	AL8G30530
OG0001643	XP_009143344.1	AL7G25450, AL9U10820
OG0001643	XP_009119959.1, XP_009127108.1	AL8G29560
OG0001644	XP_009135178.2, XP_009121213.1	AL3G23270
OG0001644	XP_009122249.1	AL5G43040
OG0001645	XP_009146726.1, XP_033144401.1	AL3G22990
OG0001646	XP_009122159.1	AL6G15500
OG0001646	XP_018513508.2, XP_009146747.1, XP_009122333.1	AL3G22720
OG0001647	XP_009104045.1	AL5G38620
OG0001647	XP_009125533.1, XP_009130793.1, XP_009122642.1	AL6G13630
OG0001648	XP_009140038.1, XP_009125160.2	AL7G48950
OG0001648	XP_009111563.1, XP_009151977.1	AL5G16470
OG0001649	XP_009125164.1, XP_009140242.1	AL7G48680
OG0001649	XP_009151988.1, XP_009129444.2	AL5G16280
OG0001650	XP_009140090.2	AL7G48030
OG0001650	XP_009112917.1	AL2G11310
OG0001651	XP_009117773.1, XP_009149057.1	AL1G28360
OG0001651	XP_009128371.1, XP_033131213.1	AL2G40260
OG0001652	XP_009106655.1	AL2G39950
OG0001652	XP_009128349.1	AL2G39930
OG0001653	XP_009149076.1	AL1G28600
OG0001653	XP_009106646.1	AL2G39700
OG0001654	XP_033137211.1	AL1G46080
OG0001655	XP_009127403.1, XP_009105152.1	AL2G22180
OG0001656	XP_033132176.1	AL2G36600
OG0001656	XP_009110205.1, XP_009103322.1, XP_009149567.1	AL1G33900
OG0001657	XP_009138359.1, XP_009109290.1	AL7G15710
OG0001657	XP_009112427.3, XP_033129525.1	AL3G50290
OG0001658	XP_009121068.1	AL3G50910
OG0001658	XP_009147904.1, XP_009138402.1	AL7G15030
OG0001659	XP_009106795.2	AL1G64540
OG0001659	XP_009146591.1, XP_009135246.1	AL3G24420
OG0001660	XP_033147001.1	AL1G62540
OG0001660	XP_009135376.1, XP_009146386.2, XP_033142845.1, XP_009116991.2	AL3G26630
OG0001661	XP_033146900.1, XP_009147638.1	AL1G61390
OG0001661	XP_009146260.1, XP_033139915.1	AL3G27800
OG0001662	XP_009141538.1	AL4G32070
OG0001662	XP_009139451.2, XP_009115947.1, XP_009136681.1	AL5G33130
OG0001663	XP_009143598.1, XP_009133072.1, XP_009141574.1	AL4G32430
OG0001663	XP_009148739.1, XP_009115973.1, XP_009125226.1	AL5G33550
OG0001664	XP_009143578.1, XP_009142106.1	AL4G32690
OG0001664	XP_033131658.1	AL5G33740
OG0001665	XP_009133088.1, XP_009143574.1, XP_033146121.1	AL4G32710
OG0001666	XP_009148189.1	AL7G41160
OG0001666	XP_033132436.1, XP_009145264.1	AL3G37110
OG0001667	XP_009136714.1	AL7G39500
OG0001667	XP_009135493.1, XP_009146075.2	AL3G29440
OG0001668	XP_009114620.1, XP_009135494.1	AL3G29620
OG0001669	XP_009136732.1	AL7G39280
OG0001669	XP_009136735.1	AL7G39270
OG0001670	XP_009106059.1, XP_009128019.1	AL2G33850
OG0001670	XP_009128020.1	AL2G33860
OG0001671	XP_009129369.1, XP_009111598.1, XP_009151867.2	AL5G18130, AL352U10010
OG0001671	XP_033146497.1	AL7G49960
OG0001672	XP_009121464.1	AL5G15450
OG0001672	XP_009110612.1	AL1G24560
OG0001673	XP_033139850.1, XP_009129574.2, XP_033139851.1	AL5G14650
OG0001673	NP_001288865.1, XP_009117994.1	AL1G25210
OG0001674	XP_009111789.1, XP_009145776.1	AL3G32950
OG0001674	XP_009107271.1	AL1G57380
OG0001675	XP_009111361.2, XP_033147945.1, XP_009111369.2, XP_009111387.2, XP_009111375.2	AL3G33510
OG0001676	XP_033147152.1, XP_009135721.1	AL3G35000
OG0001676	XP_009147771.2	AL1G59250
OG0001677	XP_009146083.1	AL3G29300
OG0001677	XP_009107159.1, XP_009147720.2, XP_009144867.2	AL1G60040
OG0001679	XP_009147667.1, XP_009144817.1	AL1G61060
OG0001679	XP_009115398.1	AL3G28240
OG0001681	XP_009130811.1, XP_009136855.1	AL7G36970
OG0001681	XP_009128938.1	AL8G10980
OG0001682	XP_009123181.1, XP_009114297.1, XP_009101449.1	AL8G10970
OG0001682	XP_009136854.2	AL7G37000
OG0001683	XP_009136319.1, XP_009112395.2, XP_033134126.1	AL3G49350
OG0001683	XP_009108692.1, XP_009107674.1	AL7G16270
OG0001684	XP_009136326.1, XP_009121204.1	AL3G49450
OG0001684	XP_009138336.1, XP_009107264.1	AL7G16210
OG0001685	XP_009135638.1, XP_009108552.1, XP_009137242.2	AL7G31550
OG0001686	XP_009108550.1, XP_009135587.1	AL7G31570
OG0001686	XP_009134294.2	AL6G47880
OG0001687	XP_009114542.1	AL6G48350
OG0001688	XP_009136111.2, XP_009136112.2	AL3G41180
OG0001688	XP_009103701.1	AL3G41240, AL3G41230
OG0001689	XP_009145124.1, XP_009107914.2	AL1G50430
OG0001689	XP_009134146.3	AL6G43070
OG0001690	XP_009138685.1, XP_009116971.3	AL5G45820
OG0001691	XP_009138711.1, XP_009116949.2	AL5G45630
OG0001691	XP_009133821.1	AL4G47210
OG0001692	XP_009116930.1	AL5G45450
OG0001692	XP_033147574.1, XP_009147975.1	AL4G47380, AL946U10010
OG0001693	XP_009142577.1, XP_033142600.1	AL4G46450
OG0001693	XP_033135036.1, XP_009104360.1	AL5G29590, AL5G44770, AL5G44870
OG0001694	XP_009140206.1	AL5G15160, nbis-gene-1123
OG0001695	XP_009116710.1, XP_033131435.1	AL5G42480
OG0001695	XP_009142280.1	AL4G43850, AL364U10010
OG0001696	XP_009116709.1, XP_009104254.1	AL5G42470
OG0001696	XP_018514843.1, XP_009133681.1	AL4G43750
OG0001697	XP_018513467.1, XP_009142177.1	AL4G41900
OG0001697	XP_009138913.1, XP_009116598.1	AL5G41220
OG0001698	XP_018514272.1	AL4G41440
OG0001698	XP_009138935.1, XP_009104172.1, XP_009116562.1	AL5G40560
OG0001699	XP_009142817.1	AL4G40660
OG0001699	XP_009116480.1, XP_009139008.2, XP_009104076.3	AL5G39470
OG0001700	XP_009139056.2, XP_009102593.2	AL5G38430
OG0001700	XP_009139058.1	AL5G38400
OG0001701	XP_009139231.1, XP_009103924.1, XP_009116136.1	AL5G35640
OG0001701	XP_009133299.1	AL4G36110
OG0001702	XP_009127145.1	nbis-gene-2118
OG0001703	XP_009102383.1, XP_009136137.1	AL3G42150
OG0001704	XP_009136205.1, XP_009112251.2, XP_009123167.1	AL3G45000
OG0001705	XP_009143265.1, XP_033143903.1, XP_009141852.1	AL4G37540
OG0001706	XP_009107919.1	AL7G11230
OG0001706	XP_009140298.1, XP_009134000.1, XP_009117377.1	AL4G10850
OG0001707	XP_009134111.1	AL6G42660
OG0001707	XP_009145117.1	AL1G50590, AL1G50610
OG0001708	XP_009134179.1	AL6G43790
OG0001708	XP_009103216.1, XP_009115594.1	AL1G36380
OG0001709	XP_009128713.1	AL6G44380
OG0001709	XP_009123746.1, XP_009107947.1	AL1G47600
OG0001710	XP_009124951.1, XP_009129615.1	AL3G16680
OG0001710	XP_033140498.1, XP_009151148.1	AL6G38500
OG0001711	XP_009151216.1	AL6G39740
OG0001711	XP_009147274.2	AL3G15330, AL3G15510
OG0001712	XP_033147777.1	AL3G15400
OG0001712	XP_009129852.1, XP_009111931.1	AL6G40010
OG0001714	XP_009147410.1, XP_009125040.1	AL3G11000
OG0001715	XP_033148195.1, XP_033148196.1	AL3G12850
OG0001716	XP_009118360.1, XP_009148115.1, XP_009110878.1	AL1G19060
OG0001716	XP_009123981.1	AL3G14530
OG0001717	XP_009114653.1, XP_009135495.1, XP_009146067.1	AL3G29560
OG0001717	XP_009124881.1	AL3G16150
OG0001718	XP_033128706.1	AL845U10020
OG0001719	XP_009134885.2, XP_009129657.1	AL3G17190
OG0001719	XP_009120936.1, XP_009126289.1	AL6G30250
OG0001720	XP_009129666.2, XP_009124922.2	AL3G17350
OG0001720	XP_009120957.1	AL6G29890
OG0001721	XP_033147266.1, XP_033142949.1, XP_033147346.1	AL3G17480
OG0001721	XP_033147484.1	AL3G17490
OG0001722	XP_009124698.1, XP_009147137.1	nbis-gene-670, AL5G26500, AL4G22460
OG0001723	XP_009147117.2	AL3G18220
OG0001723	XP_009111860.1, XP_009129753.1	AL8G22090
OG0001724	XP_009113488.1	AL6G42330
OG0001724	NP_001288886.1, XP_009123179.1	AL3G21030
OG0001725	XP_009140507.1	AL4G13960
OG0001725	XP_009146713.1, XP_009146580.1	AL3G23040
OG0001726	XP_009145948.1	AL3G31150
OG0001727	XP_009112799.2, XP_009145905.1	AL3G31540
OG0001727	XP_009147945.1, XP_009107337.1	AL1G55490
OG0001728	XP_009137753.1, XP_033140043.1	AL7G24640
OG0001728	XP_009132511.1, XP_009119821.1	AL8G27350
OG0001729	XP_018508806.1, XP_009115831.1, XP_009149019.1	AL5G31880, AL5G31870, AL5G31890
OG0001730	XP_009119692.1	AL1G11010
OG0001730	XP_009111418.1, XP_009134509.1	AL6G52270
OG0001731	XP_009111414.1, XP_009128504.1, XP_009134506.1	AL6G52310
OG0001731	XP_009118810.1	AL1G11070
OG0001732	XP_009111329.1	AL6G51330
OG0001732	XP_009119637.1, XP_009118775.1	AL1G11730
OG0001733	XP_033138312.1	AL1G12060
OG0001733	XP_009134443.1, XP_009128526.1	AL6G51020
OG0001734	XP_009102599.1	AL2G17980, AL2G17990, AL2G18010
OG0001734	XP_009148281.1	AL1G20370
OG0001735	XP_033135912.1, XP_009144405.1, XP_009148436.2	AL1G21930
OG0001736	XP_009113142.1, XP_009104571.1	AL2G15080
OG0001736	XP_009148449.1	AL1G22200
OG0001737	XP_009136724.1	AL1G44280
OG0001737	XP_009148627.2	AL1G23120
OG0001738	XP_009110671.1, XP_009148613.1	AL1G23360
OG0001739	XP_009118026.1	AL1G24770
OG0001739	XP_009118030.1	AL1G24750, AL5G15780
OG0001740	XP_009103201.1, XP_009110124.1	AL1G36650
OG0001741	XP_009132042.2, XP_009109405.2	AL7G12710
OG0001741	XP_009105803.1, XP_009104919.1	AL6G38650
OG0001742	XP_018511738.1, XP_009105723.1	AL2G29940
OG0001742	XP_009110106.1, XP_009115538.1	AL1G37140
OG0001743	XP_009115499.2	AL1G37570
OG0001744	XP_009104772.1, XP_033138168.1, XP_033134709.1, XP_009113126.2, XP_009113125.1	AL2G14690
OG0001745	XP_018515282.2, XP_009127222.1, XP_009109444.1	AL7G11980
OG0001745	XP_009140332.1	AL4G11670
OG0001746	XP_009140353.1, XP_009112528.1	AL4G11940
OG0001746	XP_009109426.2, XP_009130625.1	AL7G12380
OG0001747	XP_009134450.1, XP_009138498.1, XP_033133042.1	AL7G13180
OG0001747	XP_009140446.2	AL4G12840
OG0001748	XP_009145706.2	AL3G33610
OG0001748	XP_009124542.2, XP_009147843.1	AL1G58000
OG0001749	XP_033144072.1	AL3G49170
OG0001749	XP_009109058.1	AL7G16440
OG0001750	XP_009138028.1, XP_009126756.1	nbis-gene-1737
OG0001751	XP_009137984.2	AL7G21090
OG0001752	XP_009115494.1	AL1G37600
OG0001752	XP_009103154.1	AL1G37580
OG0001754	XP_009121388.2, XP_033131416.1, XP_009121227.2, XP_033130129.1	AL3G52230, AL3G52220
OG0001756	XP_033146986.1	nbis-gene-1854
OG0001756	XP_009136684.2, XP_009137091.3	AL7G40420
OG0001763	XP_009134729.1	AL3G13170
OG0001763	XP_009107527.1	AL6G28640
OG0001764	XP_009147304.1	AL3G12390
OG0001765	XP_009131539.1	AL6G27370
OG0001765	XP_009134709.1, XP_009118581.1, XP_009147323.1	AL3G12190
OG0001766	XP_009121491.1, XP_009126107.1	AL6G27280
OG0001767	XP_009148463.1	AL1G22420
OG0001767	XP_033128948.1	AL1G22500
OG0001768	XP_009105698.2, XP_009127786.1	AL2G29600
OG0001768	XP_009126013.1	AL6G25650
OG0001769	XP_009124046.1, XP_009134595.1	AL3G10450
OG0001769	XP_009131402.1, XP_009121671.1	AL6G25090
OG0001770	XP_009128410.1, XP_009106734.1	AL2G40900
OG0001770	XP_009125966.1	AL1G50860, AL6G24870
OG0001771	XP_009102910.1, XP_033130398.1	AL6G50590
OG0001772	XP_009125292.1, XP_009131169.1	AL6G21070
OG0001772	XP_009150651.1	AL112U10040, AL8G43210
OG0001773	XP_009125301.1	AL6G20930
OG0001774	XP_009131026.1	AL6G18370
OG0001774	XP_009111971.1, XP_009136427.1	AL8G37660
OG0001775	XP_009122323.1	AL6G17930
OG0001775	XP_009136493.1	AL8G38290
OG0001776	XP_009119568.1	AL1G12690
OG0001776	XP_009144538.1	nbis-gene-1659
OG0001777	XP_033135888.1	AL1G17690
OG0001777	XP_009125053.2	AL4G23650
OG0001778	XP_033145174.1	AL4G23950
OG0001778	XP_009110946.1, XP_009118962.1	AL1G17570
OG0001779	XP_009144362.1	AL4G24290
OG0001779	XP_009118445.1	AL1G17520
OG0001780	XP_009119003.1	AL1G17140
OG0001780	XP_009141046.1, XP_009144322.1	AL4G24990
OG0001781	XP_009119085.1	AL1G16130
OG0001781	XP_009141141.1, XP_009144238.1	AL4G26440
OG0001782	XP_009132917.2, XP_009143882.1	AL4G28830
OG0001782	XP_009135882.1	AL3G39390
OG0001783	XP_009113941.1	AL8G15930
OG0001784	XP_009139031.1	AL7G27900
OG0001784	XP_009132603.1, XP_009127298.1	AL8G25780
OG0001785	XP_009132571.1, XP_033137677.1	AL8G26310
OG0001785	XP_009139264.1	AL7G27650
OG0001786	XP_033144398.1, XP_033143021.1	AL7G27600, AL7G27630
OG0001787	NP_001288844.1	AL8G17790
OG0001787	XP_009107463.1, XP_009129553.1	AL1G52740
OG0001788	XP_033130163.1, XP_033130162.1, XP_033135959.1	AL6G42380
OG0001789	XP_009109591.2, XP_018510350.2	AL1G44330
OG0001789	XP_009143751.1	AL4G30650
OG0001790	XP_033134689.1, XP_009130252.1, XP_033128340.1	AL8G40510
OG0001790	XP_033129003.1, XP_009150186.1	AL5G27970
OG0001791	XP_009121192.1, XP_009146686.1, XP_009146687.1	AL3G35860, AL3G23320
OG0001792	XP_033136608.1, XP_009112037.2	AL8G39890
OG0001793	XP_018509656.1, XP_009109828.1	AL1G40660
OG0001793	XP_009113784.1	AL1G40670
OG0001794	XP_009124529.1, XP_009124597.1	AL5G28620
OG0001795	XP_009151120.1	AL6G38060
OG0001795	XP_033142136.1	AL3G34790
OG0001796	XP_009123296.1	AL5G22260
OG0001796	XP_009131861.1, XP_009126528.1	AL6G33120
OG0001797	XP_009126529.1, XP_009123303.1	AL5G22380
OG0001797	XP_009120675.1, XP_009131865.2	AL6G33240
OG0001798	XP_009150080.1	AL5G23910
OG0001798	XP_009126605.1, XP_009120574.1	AL8G37030
OG0001800	XP_009149962.1	AL5G25830
