Orthogroup	Brassica_rapa	Eutrema_salsugineum
OG0001696	XP_009116709.1, XP_009104254.1	XP_006402602.1
OG0001696	XP_018514843.1, XP_009133681.1	XP_006397649.1
OG0001697	XP_018513467.1, XP_009142177.1	XP_006397489.1
OG0001697	XP_009138913.1, XP_009116598.1	XP_006402694.1
OG0001698	XP_018514272.1	XP_006411553.1
OG0001698	XP_009138935.1, XP_009104172.1, XP_009116562.1	XP_024012819.1
OG0001699	XP_009116480.1, XP_009139008.2, XP_009104076.3	XP_006402839.1
OG0001700	XP_009139054.1, XP_009139056.2, XP_009102593.2	XP_006402926.1, XP_006402925.1
OG0001700	XP_009139058.1	XP_006402927.1
OG0001701	XP_009116136.1	XP_006403558.1
OG0001701	XP_009133299.1	XP_006411105.1
OG0001702	XP_009127145.1	XP_024011216.1
OG0001703	XP_009124264.1	XP_006418569.1
OG0001705	XP_009143265.1, XP_033143903.1, XP_009141852.1	XP_024004254.1
OG0001706	XP_009107919.1	XP_006411728.1
OG0001706	XP_009140298.1, XP_009134000.1, XP_009117377.1	XP_006404620.1
OG0001707	XP_009134111.1	XP_006397251.1
OG0001708	XP_009134179.1	XP_006397109.1
OG0001708	XP_009103216.1, XP_009115594.1	XP_006416151.1
OG0001709	XP_009128713.1	XP_006397067.2
OG0001709	XP_009123746.1, XP_009107947.1	XP_006415120.1
OG0001710	XP_009124951.1, XP_009129615.1	XP_006408012.1
OG0001710	XP_033140498.1, XP_009151148.1	XP_006394893.1
OG0001711	XP_009151216.1	XP_006394978.1
OG0001712	XP_033147777.1	XP_006408118.1
OG0001712	XP_009129852.1, XP_009111931.1	XP_006394990.1
OG0001713	XP_009142948.1	XP_006397521.2, XP_024010704.1
OG0001714	XP_009147410.1, XP_009125040.1	XP_006408478.1
OG0001715	XP_033148195.1, XP_033148196.1	XP_006408326.1, XP_006409226.2
OG0001715	XP_009119173.1, XP_009119167.2	XP_006408327.2
OG0001716	XP_009118360.1, XP_009148115.1, XP_009110878.1	XP_006417664.1
OG0001716	XP_009123981.1	XP_006408182.1
OG0001717	XP_009114653.1, XP_009135495.1, XP_009146067.1	XP_006406818.1
OG0001717	XP_009124881.1	XP_006408060.2
OG0001719	XP_009134885.2, XP_009129657.1	XP_006407963.1
OG0001719	XP_009120936.1, XP_009126289.1	XP_006400443.1
OG0001720	XP_009129666.2, XP_009124922.2	XP_006407951.1
OG0001720	XP_009120957.1	XP_006400411.1
OG0001721	XP_033147266.1	XP_006407943.1
OG0001722	XP_009124698.1, XP_009147137.1, XP_009134922.1	XP_006407911.1
OG0001723	XP_009147117.2	XP_024015131.1
OG0001723	XP_009129753.1	XP_006395133.2
OG0001724	XP_009113488.1	XP_006397289.1
OG0001724	NP_001288886.1, XP_009123179.1	XP_006407636.1
OG0001725	XP_009140507.1	XP_006404885.1
OG0001725	XP_009146713.1, XP_009146580.1	XP_006407442.1
OG0001726	XP_009145948.1	XP_006406666.1
OG0001726	XP_009147956.1	XP_006393387.2
OG0001727	XP_009112799.2, XP_009145905.1	XP_006406620.1
OG0001727	XP_009147945.1, XP_009107337.1	XP_024006229.1
OG0001728	XP_009137753.1, XP_033140043.1	XP_006413006.1
OG0001728	XP_009132511.1, XP_009119821.1	XP_006401767.1
OG0001729	XP_018508806.1, XP_009115831.1, XP_009149019.1	XP_024013489.1
OG0001730	XP_009119692.1	XP_006418421.1
OG0001730	XP_009111418.1, XP_009134509.1	XP_006396302.1
OG0001731	XP_009111414.1, XP_009128504.1, XP_009134506.1	XP_006396306.1
OG0001731	XP_009118810.1	XP_006418418.1
OG0001732	XP_009111329.1	XP_006396393.1
OG0001732	XP_009119637.1, XP_009118775.1	XP_006418349.1
OG0001733	XP_009134443.1, XP_009128526.1	XP_006396421.1
OG0001734	XP_009102599.1	XP_006392338.1
OG0001734	XP_009148281.1	XP_006417535.1
OG0001735	XP_009104187.2, XP_033143547.1, XP_033134514.1	XP_006392092.1
OG0001735	XP_033135912.1, XP_009144405.1, XP_009148436.2	XP_006417401.1
OG0001736	XP_009113142.1, XP_009104571.1	XP_006392026.1
OG0001736	XP_009148449.1	XP_006417383.1
OG0001737	XP_009136724.1	XP_024005319.1
OG0001737	XP_009148627.2	XP_024008383.1
OG0001738	XP_033143583.1, XP_033134785.1	XP_006391856.1
OG0001738	XP_009110671.1, XP_009148613.1	XP_006417266.1
OG0001739	XP_009118026.1	XP_024008364.1
OG0001739	XP_009118030.1	XP_006417155.1
OG0001740	XP_009105760.2	XP_006390822.1
OG0001740	XP_009103201.1, XP_009110124.1	XP_006416127.1
OG0001741	XP_009132042.2, XP_009109405.2	XP_006411834.1
OG0001741	XP_009105803.1, XP_009104919.1	XP_006390781.1
OG0001742	XP_018511738.1, XP_009105723.1	XP_006390872.2
OG0001742	XP_009110106.1, XP_009115538.1	XP_006416094.2
OG0001743	XP_009110079.2	XP_006416052.2
OG0001744	XP_009104772.1, XP_033138168.1, XP_033134709.1, XP_009113126.2, XP_009113125.1	XP_006391994.1
OG0001745	XP_018515282.2, XP_009127222.1, XP_009109444.1	XP_006411773.1
OG0001745	XP_009140332.1	XP_006404674.2
OG0001746	XP_009140353.1, XP_009112528.1	XP_006404700.1
OG0001746	XP_009109426.2, XP_009130625.1	XP_006411810.1
OG0001747	XP_009134450.1, XP_009138498.1, XP_033133042.1	XP_006411873.1
OG0001747	XP_009140446.2	XP_006404772.1
OG0001748	XP_009145706.2	XP_024015049.1
OG0001748	XP_009124542.2, XP_009147843.1	XP_024006005.1
OG0001749	XP_033144072.1	XP_006409422.1
OG0001749	XP_009108706.1	XP_006412187.1
OG0001750	XP_009138028.1, XP_009126756.1	XP_024004602.1
OG0001751	XP_009137984.2	XP_024005882.1
OG0001751	XP_033135702.1	XP_024007881.1
OG0001752	XP_009103154.1	XP_024008163.1
OG0001754	XP_009121388.2, XP_033131416.1, XP_009121227.2, XP_033130129.1	XP_006409469.1
OG0001755	XP_009150316.2	XP_006404477.1, XP_006419088.1
OG0001756	XP_033146986.1	XP_024005153.1
OG0001756	XP_009136684.2, XP_009137091.3	XP_024005841.1
OG0001758	XP_009122999.2	XP_024014739.1
OG0001763	XP_009134729.1	XP_006400003.2
OG0001763	XP_009107527.1	XP_006400295.1
OG0001764	XP_009121455.1	XP_006400214.1
OG0001764	XP_009147304.1	XP_006408361.1
OG0001765	XP_009131539.1	XP_006400180.2
OG0001765	XP_009134709.1, XP_009118581.1, XP_009147323.1	XP_024014833.1
OG0001766	XP_009121491.1, XP_009126107.1	XP_006400171.1
OG0001767	XP_009148463.1	XP_024007712.1
OG0001767	XP_033128948.1	XP_024007715.1
OG0001768	XP_009105698.2, XP_009127786.1	XP_006390898.1
OG0001768	XP_009126013.1	XP_024011554.1
OG0001769	XP_009124046.1, XP_009134595.1	XP_006408539.1
OG0001769	XP_009131402.1, XP_009121671.1	XP_006399949.1
OG0001770	XP_009128410.1, XP_009106734.1	XP_006389810.1
OG0001770	XP_009125966.1	XP_006399931.1
OG0001771	XP_009102910.1, XP_033130398.1	XP_024009921.1
OG0001771	XP_009102661.3, XP_009114970.1	XP_006415318.1
OG0001772	XP_009125292.1, XP_009131169.1	XP_006399552.1
OG0001772	XP_009150651.1	XP_006394007.1
OG0001773	XP_009125301.1	XP_024012423.1
OG0001774	XP_009131026.1	XP_006399289.1
OG0001774	XP_009111971.1, XP_009136427.1	XP_006394544.1
OG0001775	XP_009122323.1	XP_006399244.1
OG0001775	XP_009136493.1	XP_006394491.1
OG0001776	XP_009119568.1	XP_006418254.1
OG0001776	XP_009144538.1	XP_006396512.1
OG0001777	XP_033135888.1	XP_006417796.1
OG0001777	XP_009125053.2	XP_006409951.1
OG0001778	XP_033145174.1	XP_006409985.1
OG0001778	XP_009110946.1, XP_009118962.1	XP_006417806.1
OG0001779	XP_009144362.1	XP_006410014.1
OG0001779	XP_009118445.1	XP_006417809.1
OG0001780	XP_009119003.1	XP_006417853.2
OG0001780	XP_009141046.1, XP_009144322.1	XP_006410089.1
OG0001781	XP_009119085.1	XP_006417951.2
OG0001781	XP_009141141.1, XP_009144238.1	XP_024003913.1
OG0001782	XP_009132917.2, XP_009143882.1	XP_006410460.1, XP_006410461.1
OG0001783	XP_009113941.1	XP_006403140.1
OG0001783	XP_009111135.1	XP_006418189.1
OG0001784	XP_009139031.1	XP_006413326.1
OG0001784	XP_009132603.1, XP_009127298.1	XP_006401971.1
OG0001785	XP_009132571.1, XP_033137677.1	XP_006401881.1
OG0001785	XP_009139264.1	XP_006413303.1
OG0001786	XP_033144398.1, XP_033143021.1	XP_006413301.1
OG0001787	NP_001288844.1	XP_006403316.1
OG0001787	XP_009107463.1, XP_009129553.1	XP_006393674.1
OG0001788	XP_033130163.1, XP_033130162.1, XP_033135959.1	XP_024008001.1
OG0001788	XP_009101814.1, XP_009114013.1	XP_024013175.1
OG0001789	XP_009109591.2, XP_018510350.2	XP_024008208.1
OG0001789	XP_009143751.1	XP_006410614.2
OG0001790	XP_033134689.1, XP_009130252.1, XP_033128340.1	XP_006394276.1
OG0001790	XP_033129003.1, XP_009150186.1	XP_024013763.1
OG0001791	XP_009121192.1, XP_009146686.1, XP_009146687.1	XP_006407415.1
OG0001792	XP_033136608.1, XP_009112037.2	XP_024006916.1
OG0001793	XP_018509656.1, XP_009109828.1	XP_006415785.1
OG0001793	XP_009113784.1	XP_006415784.1
OG0001794	XP_009150920.2, XP_009151487.2	XP_006393558.2, XP_024006326.1
OG0001795	XP_009151120.1	XP_024007660.1
OG0001795	XP_033142136.1	XP_024014998.1
OG0001796	XP_009131861.1, XP_009126528.1	XP_006400721.1
OG0001797	XP_009126529.1, XP_009123303.1	XP_006404478.1
OG0001797	XP_009120675.1, XP_009131865.2	XP_006400731.1
OG0001798	XP_009150080.1	XP_006419045.1
OG0001798	XP_009126605.1, XP_009120574.1	XP_024011477.1
OG0001800	XP_009149962.1	XP_006418854.1
OG0001800	XP_009126716.1	XP_006400996.1
OG0001801	XP_033142006.1, XP_033144536.1	XP_006401307.2
OG0001801	XP_033138062.1, XP_033141751.1	XP_024005129.1, XP_006401832.1, XP_024011244.1
OG0001802	XP_009126977.1, XP_009121283.2	XP_006401400.1
OG0001802	XP_009142532.2	XP_006413162.1
OG0001803	XP_009146683.2, XP_009121170.1	XP_006407412.1
OG0001803	XP_009130944.1	XP_024011798.1
OG0001804	XP_009130892.1, XP_009122164.1	XP_006399024.1
OG0001804	XP_009102222.1	XP_006409112.1
OG0001805	XP_009122791.2, XP_009146828.1	XP_006407548.1
OG0001805	XP_009122588.1	XP_006398910.1
OG0001806	XP_009123014.1	XP_006407586.1
OG0001806	XP_009122631.1, XP_033145073.1	XP_006398873.1
OG0001807	XP_033145109.1, XP_009125545.1	XP_006398869.1
OG0001807	XP_009146852.1	XP_006407588.1
OG0001808	XP_009146899.1, XP_009125485.1, XP_009122728.1, XP_009123199.1	XP_006407640.1
OG0001809	XP_009151975.1, XP_009111567.1	XP_006395458.1
OG0001809	XP_009125158.1	XP_006405432.1
OG0001810	XP_009145338.1	XP_006412013.1
OG0001811	XP_018508065.1	XP_006416740.1
OG0001811	XP_009104569.1	XP_006389983.2
OG0001812	XP_009104647.2, XP_033130156.1	XP_006390141.2
OG0001813	XP_009106346.1, XP_009104658.1, XP_009128202.1, XP_009149596.1	XP_024010980.1
OG0001814	XP_009106341.1	XP_006390163.2, XP_006390162.1
OG0001814	XP_009110197.1, XP_009149588.1	XP_006416333.1
OG0001815	XP_009106260.1	XP_006390239.1
OG0001815	XP_033128788.1, XP_018511350.2	XP_006416412.1
OG0001816	XP_009104871.1, XP_009104876.1	XP_006390699.1, XP_024012363.1
OG0001816	XP_009104874.1	XP_006390695.1
OG0001818	XP_009110277.1, XP_009149419.1	XP_006416512.1
OG0001819	XP_009150786.1, XP_009121103.1	XP_024016621.1
OG0001819	XP_009101231.1, XP_009138366.1	XP_006412095.1
OG0001820	XP_009109259.1, XP_009148123.2	XP_006412032.1
OG0001820	XP_009121069.1	XP_006409236.1
OG0001821	XP_009141590.1, XP_009133082.1	XP_006410819.1
OG0001821	XP_009115990.1, XP_009125240.1	XP_006403751.1
OG0001822	XP_009152050.2, XP_009129499.1	XP_006395549.1
OG0001822	XP_009141610.1	XP_006410854.1
OG0001824	XP_009105959.1, XP_033139311.1, XP_009104833.2	XP_006390601.1
OG0001826	XP_009106103.2, XP_009104763.2	XP_006390433.1
OG0001826	XP_033128122.1	XP_006416577.1
OG0001827	XP_009137831.1, XP_009128967.1	XP_006412871.1
OG0001827	XP_009112635.1	XP_006408902.1
OG0001828	XP_009115410.1	XP_006415956.1
OG0001828	NP_001288866.1, XP_018512388.1	XP_006391003.1
OG0001829	XP_009131656.1	XP_006414111.1
OG0001829	XP_033140789.1, XP_009101540.1	XP_006398302.1
OG0001830	XP_018510416.1, XP_009101598.1	XP_006398217.1
OG0001830	XP_009136988.1, XP_033133291.1	XP_006414009.1
OG0001832	XP_018514902.1, XP_033132398.1, XP_009147743.1	XP_024006157.1
OG0001833	XP_009114947.1, XP_009146167.1	XP_006406874.1
OG0001833	XP_009107145.1, XP_009147700.1	XP_006392943.2
OG0001834	XP_009132984.1, XP_033147652.1	XP_006410581.1
OG0001834	XP_018511212.1, XP_009127238.1	XP_006401822.1
OG0001835	XP_018511900.2, XP_009125981.2	XP_006416618.2, XP_006416692.2
OG0001836	XP_009141010.1	XP_006410015.1
OG0001837	XP_033130559.1	XP_006409548.1
OG0001838	XP_009121160.1	XP_006409349.1
OG0001838	XP_009108618.1, XP_009103898.1	XP_024005546.1
OG0001839	XP_009137390.1	XP_006413516.1
OG0001839	XP_009108200.1	XP_006396959.1
OG0001840	XP_009137291.1, XP_009136287.1	XP_006413606.1
OG0001840	XP_009134250.1	XP_024009981.1
OG0001841	XP_033144900.1, XP_009137020.2, XP_009137026.1	XP_006413922.1
OG0001842	XP_033129253.1	XP_024005658.1, XP_006392521.1
OG0001843	XP_009114481.1	XP_006396601.1
OG0001843	XP_009108514.1	XP_006413823.1
OG0001844	XP_009114518.1	XP_006396641.1
OG0001844	XP_009134899.1, XP_009108494.1	XP_006413761.1
OG0001845	XP_009118391.1, XP_009148073.1	XP_006417724.1
OG0001846	XP_009116419.1	XP_006402910.1
OG0001846	XP_009140695.1	XP_006411402.1
OG0001847	XP_018508246.2, XP_009116945.1	XP_024012883.1, XP_006397962.1
OG0001848	XP_009116888.1, XP_009104363.1	XP_006402413.1
OG0001848	XP_009142462.1	XP_006397890.1
OG0001849	XP_009138823.1	XP_006402563.1
OG0001849	XP_009104096.2, XP_009133708.2	XP_006397697.1
OG0001850	XP_009138848.1	XP_006402598.1
OG0001851	XP_009116696.1, XP_009138865.1	XP_006402610.1
OG0001851	XP_009142272.1	XP_006397639.1
OG0001852	XP_009138874.1	XP_024012778.1
OG0001852	XP_009142257.1	XP_024010714.1
OG0001853	XP_009133662.1	XP_006397597.1
OG0001853	XP_009116678.2, XP_009138888.1, XP_009104239.1	XP_006402633.1
OG0001854	XP_009138901.1	XP_006402663.1
OG0001855	XP_009141952.1	XP_006411360.1
OG0001855	XP_009139087.1	XP_006402962.1
OG0001856	XP_009143285.1	XP_006411216.1
OG0001856	XP_009139150.1	XP_006403439.1
OG0001857	XP_009139214.2, XP_009139211.2	XP_006403541.1
OG0001858	XP_009116026.1	XP_006403704.1
OG0001858	XP_009141627.1	XP_006410887.1
OG0001859	XP_009143525.1	XP_006411986.1
OG0001859	XP_009112486.1	XP_006409165.1
OG0001860	XP_009109342.1, XP_033146460.1, XP_033144470.1	XP_006411960.1
OG0001860	XP_009112549.2	XP_006409130.1
OG0001861	XP_009105164.2	XP_006391518.1
OG0001861	XP_033139428.1	XP_024009613.1
OG0001862	XP_009134274.1, XP_009134275.1	XP_006396750.1
OG0001863	XP_009144511.1	XP_024010193.1
OG0001863	XP_009114560.1	XP_024014028.1, XP_024009953.1, XP_024010525.1
OG0001864	XP_033145363.1, XP_009117324.1	XP_006404744.1
OG0001864	XP_009109394.1	XP_006411848.1
OG0001865	XP_033144721.1, XP_033144725.1, XP_033144726.1	XP_006397292.1, XP_024010174.1
OG0001866	XP_009110801.1	XP_006417539.1
OG0001866	XP_009146999.1	XP_006407761.1
OG0001867	XP_009133542.1, XP_009133541.1	XP_006411515.1, XP_006411512.1, XP_006411514.1
OG0001869	XP_009103314.2, XP_009127091.2, XP_033132908.1	XP_024008125.1
OG0001871	XP_009147340.2, XP_018510486.2, XP_009134686.1	XP_006408403.1
OG0001871	XP_009118383.1, XP_009134687.1	XP_006408402.1, XP_006393135.1
OG0001872	XP_009129642.1	XP_006407982.1
OG0001872	XP_009106619.1, XP_009102598.1	XP_006406005.2
OG0001873	XP_009110567.2, XP_009117947.1	XP_006417066.1
OG0001873	XP_009129097.2	XP_006395722.1
OG0001874	XP_009117043.1	XP_006405237.1
OG0001874	XP_009108865.2	XP_024005798.1
OG0001875	XP_009125108.1, XP_009139909.1	XP_006414110.2, XP_006405609.1
OG0001875	XP_009111778.1, XP_009151811.1	XP_006395312.1
OG0001876	XP_009139902.1	XP_006405621.1
OG0001876	XP_009124504.1	XP_024014778.1
OG0001877	XP_033146671.1	XP_006405777.1
OG0001877	XP_009127514.1, XP_009105249.1	XP_006391463.1
OG0001878	XP_009111488.1	XP_006396240.1
OG0001878	XP_033134756.1, XP_009119711.1	XP_006418438.1
OG0001879	XP_033128851.1	XP_006417431.1
OG0001879	XP_009139729.2, XP_009137566.2	XP_006413247.1
OG0001880	XP_009148415.2, XP_018510513.2	XP_006417426.1
OG0001880	XP_009103973.1	XP_006392117.1
OG0001881	XP_009118157.1, XP_009148622.1	XP_006417277.1
OG0001881	XP_009123393.1, XP_009113083.1	XP_006391897.1
OG0001882	XP_009118117.2	XP_006417273.1
OG0001882	XP_009113077.2	XP_024004439.1
OG0001883	XP_009113024.1, XP_009112979.1	XP_006391782.1
OG0001883	XP_009148572.1	XP_006417204.1
OG0001884	XP_009152127.1, XP_009129042.1	XP_024007058.1
OG0001884	XP_009118015.1	XP_006417144.1
OG0001885	XP_009101256.1, XP_009114196.1	XP_006395784.1
OG0001885	XP_033133805.1, XP_009117896.1	XP_006417003.1
OG0001886	XP_009148918.1	XP_006416923.2
OG0001886	XP_009147933.1, XP_009107330.1	XP_006393335.1
OG0001888	XP_009149177.2, XP_009110415.1, XP_009117710.2	XP_006416720.1
OG0001889	XP_009117659.1, XP_033128465.1	XP_024008360.1
OG0001889	XP_009105922.1, XP_009127943.1	XP_006390641.1
OG0001890	XP_009101261.1	XP_006395791.1
OG0001890	XP_009129150.1	XP_006395792.1
OG0001891	XP_009105687.2	XP_006390926.2
OG0001891	XP_009103133.1, XP_033134496.1	XP_006416019.1
OG0001892	XP_009109413.1	XP_024005099.1
OG0001892	XP_009131731.1, XP_033133063.1, XP_033133065.1	XP_006411830.1
OG0001893	XP_033146661.1, XP_033146668.1	XP_024015766.1
OG0001893	XP_009108874.1, XP_018509214.1	XP_006412474.1
OG0001894	XP_009136258.1, XP_009123222.1	XP_006409626.1
OG0001894	XP_009138219.1	XP_006412302.1
OG0001895	XP_009127051.2	XP_024005191.1
OG0001895	XP_009117126.2, XP_009140555.1	XP_006404977.1
OG0001896	XP_009140551.1, XP_009117132.1	XP_024014214.1
OG0001896	XP_009127076.1	XP_006412603.1
OG0001897	XP_009127424.1	XP_024005155.1
OG0001897	XP_018509992.2, XP_009140523.1	XP_024014293.1
OG0001900	XP_009125118.1	XP_006405588.1
OG0001900	XP_009129354.1	XP_006395335.1
OG0001901	XP_009131461.1	XP_024004307.1
OG0001901	XP_018512138.1	XP_024012594.1
OG0001902	XP_033131507.1, XP_018508615.1	XP_006418520.1
OG0001910	XP_033144457.1	XP_006412691.1
OG0001910	XP_033136659.1, XP_009140510.2	XP_024014108.1
OG0001911	XP_009140519.1	XP_006404903.1
OG0001911	XP_009137960.1	XP_024004422.1
OG0001912	XP_009126111.1	XP_006400178.1
OG0001912	XP_009118514.1, XP_009147326.1	XP_006408388.1
OG0001913	XP_009145744.1	XP_006414996.1
OG0001913	XP_033147423.1	XP_006407837.1
OG0001914	XP_009117930.1	XP_006408425.1
OG0001914	XP_009126069.2, XP_009122871.1	XP_006400108.1
OG0001915	XP_018512209.2, XP_009121762.2, XP_009131345.2	XP_006399842.1
OG0001916	XP_009131737.1	XP_006400503.1
OG0001916	XP_009121860.1, XP_009131278.1	XP_006399746.1
OG0001917	XP_009126366.2, XP_009120880.2	XP_006400511.1
OG0001918	XP_033140419.1, XP_009151021.1	XP_006394746.1
OG0001918	XP_009125281.1, XP_033137628.1	XP_024012317.1
OG0001919	XP_033128868.1	XP_006394738.1
OG0001919	XP_033137631.1	XP_006399559.1
OG0001920	XP_009130498.1, XP_009150600.1, XP_009112172.1	XP_006394066.1
OG0001921	XP_033142799.1, XP_009125334.1, XP_009122099.1	XP_024011994.1, XP_024012442.1, XP_006399489.1
OG0001922	XP_009140390.1	XP_006404741.1
OG0001922	XP_009122532.1, XP_009125355.1	XP_006399447.1
OG0001923	XP_009122517.1	XP_006399422.1
OG0001923	XP_009150498.1, XP_009130446.1	XP_006394173.1
OG0001924	XP_009122403.1, XP_009131020.2	XP_006399270.1
OG0001924	XP_009136443.1	XP_006394530.1
OG0001925	XP_009141081.1	XP_024003947.1
OG0001926	XP_033145612.1	XP_024016747.1
OG0001926	XP_009118483.1	XP_006417884.2
OG0001927	XP_009111004.1, XP_009119082.1	XP_006417946.1
OG0001927	XP_009132772.1	XP_006410242.1
OG0001928	XP_009136267.1	XP_006409598.1, XP_006409585.1
OG0001929	XP_009111084.1	XP_024008362.1
OG0001929	XP_009143894.1, XP_009141289.1, XP_009132912.1	XP_006410451.1
OG0001930	XP_009119355.2, XP_009118686.2, XP_009111138.1	XP_006418196.1
OG0001931	XP_009132562.1	XP_024011464.1
OG0001932	XP_009142419.1	XP_006397839.1
OG0001933	XP_009102938.1, XP_009109759.1	XP_006415702.1
OG0001933	XP_009132934.1, XP_009143849.1	XP_006410494.1
OG0001934	XP_009108141.1, XP_009115017.1	XP_006415376.1
OG0001934	XP_009143714.1	XP_006410658.1
OG0001935	XP_009151432.1, XP_009107967.1, XP_009114880.1	XP_006415191.1
OG0001936	XP_009143682.1	XP_006403595.1, XP_006410691.1
OG0001936	XP_033148550.1, XP_009114874.1	XP_006415179.1
OG0001937	XP_009101674.1	XP_006404064.1
OG0001937	XP_009103439.2, XP_009112366.1	XP_006394452.1
OG0001938	XP_009116501.1, XP_009135424.1	XP_024007423.1
OG0001939	XP_009150900.1	XP_024006748.1
OG0001939	XP_009149792.1	XP_006404211.1
OG0001940	XP_009108873.1, XP_009125952.1	XP_006412471.1
OG0001940	XP_009129963.1	XP_006394798.1
OG0001942	XP_009149771.1	XP_006419090.1
OG0001942	XP_009126575.1	XP_006400799.2
OG0001943	XP_033141470.1	XP_006419056.1
OG0001944	XP_009131984.1, XP_009120475.1, XP_009126685.1	XP_006418898.1, XP_024012083.1
OG0001945	XP_009103857.1	XP_024004459.1
OG0001945	XP_009113181.1	XP_006392109.1
OG0001946	XP_009120351.2	XP_006401079.1
OG0001946	XP_009122369.1, XP_009130978.1	XP_024005717.1
OG0001947	XP_033140790.1, XP_009120273.2, XP_009120272.1, XP_009139558.1, XP_009121735.1	XP_024005051.1
OG0001948	XP_009120266.1	XP_006401201.1
OG0001948	XP_009137558.2, XP_033148011.1	XP_006413265.1
OG0001949	XP_009136348.1	XP_024016606.1
OG0001949	XP_018512561.2, XP_018511053.1	XP_024016576.1
OG0001950	XP_009140176.1	XP_006405673.1
OG0001950	XP_009111802.2, XP_009151760.1, XP_009129671.1	XP_006395260.1
OG0001951	XP_009142357.1, XP_009137598.1	XP_006413178.1
OG0001951	XP_009120126.1, XP_009132341.1	XP_006401374.1
OG0001952	XP_009120017.1	XP_006401514.1
OG0001952	XP_009137630.2, XP_009109155.1, XP_033128009.1	XP_006413118.1
OG0001953	XP_009119997.1, XP_009127074.1	XP_006401547.1
OG0001953	XP_009143182.1	XP_006413102.1
OG0001954	XP_009120759.1, XP_009135220.1, XP_009146627.1	XP_024014893.1
OG0001954	XP_009122312.1	XP_006399172.1
OG0001955	XP_009122266.1	XP_024012039.1
OG0001955	XP_009146676.1	XP_006407403.1
