Orthogroup	Brassica_oleracea	Erysimum_linariifolium
OG0001977	XP_013632152.1, XP_013631989.1	El006G295300
OG0001977	XP_013614117.1	El003G170760
OG0001978	XP_013601959.1, XP_013583511.1, XP_013601931.1	El002G094430
OG0001979	XP_013596599.1, XP_013606239.1	El001G037660
OG0001979	XP_013600253.1	El002G098500
OG0001980	XP_013616232.1	El001G037910
OG0001980	XP_013587085.1	El002G098290
OG0001981	XP_013601064.1, XP_013638621.1, XP_013600566.1	El002G096620
OG0001982	XP_013595815.1	El001G041150
OG0001982	XP_013584327.1	El002G096460
OG0001983	XP_013592918.1, XP_013615919.1	El001G041880
OG0001983	XP_013631743.1	El003G192010
OG0001984	XP_013611670.1	El001G042150
OG0001984	XP_013592576.1	El003G191790
OG0001985	XP_013583673.1, XP_013613826.1, XP_013602249.1	El002G095790
OG0001986	XP_013591790.1, XP_013600322.1	El001G028110
OG0001986	XP_013634387.1	El006G288280
OG0001987	XP_013612736.1	El001G078480
OG0001987	XP_013587612.1	El005G245600
OG0001988	XP_013622866.1, XP_013618074.1, XP_013606631.1	El001G076460
OG0001989	XP_013585869.1, XP_013627193.1	El005G246990
OG0001990	XP_013610499.1	El007G338320
OG0001990	XP_013639769.1	El003G156940
OG0001991	XP_013619993.1, XP_013610626.1, XP_013627861.1, XP_013627929.1	El007G337200
OG0001991	XP_013594635.1	El003G157450
OG0001992	XP_013617378.1	El003G157810
OG0001992	XP_013601277.1, XP_013616990.1, XP_013605999.1, XP_013616303.1	El007G336220
OG0001993	XP_013606336.1, XP_013622357.1	El007G336010
OG0001993	XP_013599026.1, XP_013603637.1	El003G157980
OG0001994	XP_013611795.1, XP_013611793.1, XP_013615077.1	El007G334110
OG0001994	XP_013599988.1	El003G158670
OG0001995	XP_013629155.1	El001G069290
OG0001995	XP_013606966.1	El001G060820
OG0001996	XP_013611835.1, XP_013628606.1	El001G069870
OG0001996	XP_013594999.1	El001G052040
OG0001997	XP_013612595.1, XP_013620271.1	El001G072380
OG0001997	XP_013630947.1	El006G319400
OG0001998	XP_013613314.1	El001G072630
OG0001998	XP_013621839.1, XP_013612477.1	El007G326220
OG0001999	XP_013609344.1	El001G074150
OG0001999	XP_013597617.1	El007G329230
OG0002000	XP_013620873.1, XP_013629508.1, XP_013612388.1	El007G329030
OG0002001	XP_013598243.1	El007G365710
OG0002001	XP_013605597.1	El003G168950
OG0002002	XP_013596041.1	El003G165900
OG0002003	XP_013628966.1	El001G005630
OG0002004	XP_013608959.1, XP_013629540.1	El001G006790
OG0002004	XP_013593377.1, XP_013595117.1, XP_013615756.1	El003G162630
OG0002005	XP_013626211.1	El001G007880
OG0002005	XP_013621406.1, XP_013594117.1	El003G161210
OG0002006	XP_013599195.1	El003G161120
OG0002006	XP_013609890.1	El001G008010
OG0002007	XP_013619719.1	El001G008050
OG0002007	XP_013627958.1, XP_013639483.1, XP_013595965.1	El003G161100
OG0002008	XP_013629547.1	El001G008580
OG0002008	XP_013585970.1	El002G120350
OG0002009	XP_013603286.1	El002G130040, El002G130050, El002G130070
OG0002010	XP_013583974.1	El002G114680
OG0002011	XP_013629163.1, XP_013599003.1, XP_013587024.1	El002G115310
OG0002011	XP_013636377.1	El006G297070
OG0002012	XP_013598780.1	El005G274980
OG0002012	XP_013600295.1, XP_013593348.1	El003G146790
OG0002013	XP_013609704.1, XP_013626170.1	El005G275130
OG0002013	XP_013596142.1	El003G146640
OG0002014	XP_013594899.1, XP_013593929.1	El003G146260
OG0002014	XP_013606637.1	El005G275310
OG0002015	XP_013609203.1	El005G277010
OG0002015	XP_013629097.1, XP_013595533.1, XP_013596190.1	El003G145390
OG0002016	XP_013599513.1	El006G319230
OG0002016	XP_013596324.1	El003G144410
OG0002017	XP_013617108.1	El003G143710
OG0002017	XP_013602766.1	El006G319840
OG0002018	XP_013634624.1	El006G321130
OG0002018	XP_013630243.1, XP_013599167.1, XP_013596260.1	El003G142590
OG0002020	XP_013602979.1, XP_013600807.1	El004G210730
OG0002021	XP_013593761.1, XP_013599241.1	El003G161020, El003G161000
OG0002021	XP_013609210.1	El001G008090
OG0002022	XP_013633895.1	El002G101690
OG0002022	XP_013595652.1	El007G364600
OG0002023	XP_013630312.1, XP_013586582.1	El005G262340
OG0002023	XP_013607896.1	El003G174550
OG0002024	XP_013586186.1, XP_013607579.1	El005G261100
OG0002025	XP_013631017.1	El006G281630
OG0002026	XP_013637147.1	El006G283860
OG0002026	XP_013632052.1	El001G032000
OG0002027	XP_013591516.1, XP_013604737.1	El001G028770
OG0002027	XP_013635758.1	El006G287780
OG0002028	XP_013628264.1	El001G014250
OG0002028	XP_013611935.1, XP_013620699.1	El007G330530
OG0002029	XP_013583876.1, XP_013583671.1	El002G083460
OG0002029	XP_013628634.1	El001G001250
OG0002030	XP_013614535.1, XP_013612197.1	El001G003160
OG0002030	XP_013587292.1	El002G084830
OG0002031	XP_013586138.1, XP_013602136.1	El006G298810
OG0002032	XP_013635156.1	El006G299980
OG0002032	XP_013586767.1	El002G087510
OG0002033	XP_013634804.1, XP_013635132.1	El006G302020
OG0002034	XP_013599708.1	El002G090080
OG0002034	XP_013636444.1, XP_013636477.1	El006G304140
OG0002036	XP_013606380.1, XP_013625161.1	El001G065560
OG0002036	XP_013635224.1	El005G236480
OG0002037	XP_013618743.1, XP_013608432.1	El001G065550
OG0002037	XP_013637208.1	El005G236500
OG0002038	XP_013586173.1, XP_013629109.1, XP_013585081.1	El005G253410
OG0002039	XP_013636520.1	El001G026790
OG0002039	XP_013636231.1	El006G290030
OG0002040	XP_013631188.1, XP_013591959.1, XP_013604347.1	El001G023560
OG0002041	XP_013590178.1, XP_013600217.1, XP_013613777.1, XP_013613779.1	El001G023970
OG0002043	XP_013583916.1	El007G361440, El002G131960
OG0002043	XP_013592729.1, XP_013605795.1	El002G132700
OG0002044	XP_013604974.1, XP_013587434.1	El002G099590
OG0002044	XP_013591545.1, XP_013591616.1	El004G234220
OG0002045	XP_013584573.1	El002G099790
OG0002045	XP_013590540.1, XP_013590818.1	El004G233900
OG0002046	XP_013585957.1	El002G100080
OG0002046	XP_013590155.1, XP_013621336.1	El004G233420
OG0002047	XP_013603217.1, XP_013584585.1	El002G100480
OG0002047	XP_013589923.1	El006G318640, El004G232630
OG0002048	XP_013583813.1	El002G101570
OG0002048	XP_013618741.1	El004G224720
OG0002049	XP_013616338.1	El004G225240
OG0002049	XP_013602575.1	El002G101920
OG0002050	XP_013602367.1, XP_013587614.1	El002G105240
OG0002050	XP_013592504.1	El004G229390
OG0002051	XP_013617016.1	El002G105340
OG0002051	XP_013627096.1	El006G286880
OG0002052	XP_013599970.1, XP_013583832.1	El002G105480
OG0002052	XP_013592235.1	El004G229650
OG0002053	XP_013614612.1	El002G105860
OG0002053	XP_013588567.1, XP_013588524.1	El004G230010
OG0002054	XP_013596384.1	El002G108190
OG0002054	XP_013618155.1, XP_013590335.1	El004G223020
OG0002055	XP_013584611.1	El002G108520
OG0002055	XP_013587797.1, XP_013592892.1	El004G222370
OG0002056	XP_013601748.1, XP_013631069.1	El006G314210
OG0002056	XP_013628458.1, XP_013602883.1	El003G150360
OG0002057	XP_013625922.1, XP_013598035.1, XP_013611960.1	El003G150830
OG0002057	XP_013631865.1	El006G315130
OG0002058	XP_013636253.1	El006G317900, El005G247050
OG0002059	XP_013638632.1, XP_013601999.1	El002G087320
OG0002059	XP_013630890.1	El006G299810
OG0002060	XP_013621642.1, XP_013592812.1	El004G221830
OG0002060	XP_013620687.1	El001G066630
OG0002061	XP_013619954.1	El001G018860, El001G018870
OG0002061	XP_013593448.1	El001G055980, El001G056060
OG0002063	XP_013613184.1	El001G074760
OG0002063	XP_013618732.1, XP_013611528.1	El007G333100
OG0002064	XP_013638459.1, XP_013602300.1, XP_013639505.1	El001G021680, El001G021690
OG0002065	XP_013623110.1	El004G214730, El004G214740
OG0002065	XP_013618990.1, XP_013620861.1	El004G224040
OG0002066	XP_013620267.1	El004G229800
OG0002066	XP_013603010.1	El002G105520
OG0002067	XP_013590959.1	El004G228680
OG0002068	XP_013591488.1	El004G232710
OG0002068	XP_013604800.1	El004G233160
OG0002069	XP_013591502.1	El004G232850
OG0002069	XP_013618281.1	El004G232820
OG0002070	XP_013583650.1	El002G100290
OG0002070	XP_013618094.1, XP_013588454.1	El004G233050
OG0002071	XP_013583763.1	El005G249360
OG0002071	XP_013592277.1, XP_013625568.1	El002G140580
OG0002072	XP_013588081.1, XP_013588206.1	El002G140310
OG0002072	XP_013594717.1	El005G249510
OG0002073	XP_013630728.1, XP_013592750.1	El002G138200
OG0002073	XP_013638295.1	El005G251220
OG0002074	XP_013626967.1	El003G171430
OG0002074	XP_013623684.1	El005G253920
OG0002075	XP_013610902.1	El005G278430
OG0002075	XP_013607624.1, XP_013596963.1	El005G278420
OG0002076	XP_013625042.1	El002G141500
OG0002076	XP_013586855.1, XP_013628744.1	El005G248550
OG0002077	XP_013625315.1	El002G135980
OG0002077	XP_013638693.1, XP_013618052.1	El005G259250
OG0002078	XP_013600846.1	El001G026900
OG0002079	XP_013603798.1, XP_013603592.1	El003G189980, El003G190010, El003G158210
OG0002080	XP_013598871.1	El003G172480, El003G172460
OG0002082	XP_013604403.1	El001G025330
OG0002082	XP_013630599.1	El006G291320
OG0002084	XP_013617789.1, XP_013617791.1, XP_013590398.1, XP_013589723.1	El001G007980, El004G234290, El003G187190, El003G187180, El003G187200
OG0002093	XP_013625842.1	El005G272590
OG0002093	XP_013591315.1	El003G148210
OG0002094	XP_013627075.1	El003G147920
OG0002094	XP_013627240.1	El005G273560
OG0002095	XP_013598829.1	El005G274540
OG0002095	XP_013628640.1, XP_013604944.1	El003G146990
OG0002096	XP_013609244.1	El004G206830
OG0002096	XP_013614642.1	El002G092130
OG0002097	XP_013609141.1	El004G202840
OG0002097	XP_013602665.1	El002G093120
OG0002098	XP_013612038.1	El004G200370
OG0002098	XP_013635891.1	El004G200750
OG0002099	XP_013600168.1	El002G094030
OG0002099	XP_013616440.1, XP_013606654.1	El004G200220
OG0002100	XP_013599899.1, XP_013599695.1	El002G097520
OG0002100	XP_013596081.1	El001G038540
OG0002101	XP_013608665.1, XP_013593500.1, XP_013616046.1	El001G042000
OG0002103	XP_013598075.1	El003G193580
OG0002104	XP_013608612.1	El004G195460
OG0002104	XP_013635459.1	El003G192650
OG0002105	XP_013584384.1	El002G096250
OG0002105	XP_013613991.1, XP_013608926.1	El004G196800
OG0002106	XP_013607297.1	El004G198260
OG0002106	XP_013637775.1	El002G095380
OG0002107	XP_013631426.1	El001G028010
OG0002107	XP_013637012.1, XP_013636928.1	El002G094300, El006G288480
OG0002108	XP_013619574.1	El001G081440
OG0002108	XP_013617188.1, XP_013638506.1	El005G244140
OG0002109	XP_013616240.1	El001G079700
OG0002110	XP_013594833.1	El005G245030
OG0002110	XP_013606049.1, XP_013622527.1	El001G079580
OG0002111	XP_013607082.1	El001G078450
OG0002112	XP_013606368.1, XP_013626508.1	El001G077370
OG0002114	XP_013600950.1	El003G156360
OG0002114	XP_013606252.1, XP_013618304.1	El007G339520
OG0002115	XP_013601274.1, XP_013605309.1	El003G157470
OG0002115	XP_013621458.1	El007G337190
OG0002116	XP_013625958.1, XP_013596751.1, XP_013608956.1	El007G336630
OG0002116	XP_013619189.1	El003G157700
OG0002117	XP_013611768.1, XP_013628826.1	El001G068620
OG0002117	XP_013598053.1	El002G112830
OG0002118	XP_013593576.1	El001G052280
OG0002118	XP_013615950.1, XP_013628976.1	El001G069930
OG0002119	XP_013621246.1, XP_013609746.1	El001G071180
OG0002119	XP_013598732.1, XP_013621593.1	El001G054300
OG0002120	XP_013611203.1, XP_013597529.1	El001G056460
OG0002120	XP_013606545.1	El001G073230
OG0002121	XP_013629531.1	El007G328990, El007G329010
OG0002121	XP_013608504.1, XP_013613366.1	El001G074490
OG0002122	XP_013618843.1, XP_013593621.1	El007G366550
OG0002122	XP_013605741.1, XP_013595934.1	El003G169760
OG0002123	XP_013605949.1	El007G363710
OG0002123	XP_013593432.1, XP_013597220.1	El003G167170
OG0002124	XP_013612448.1, XP_013620718.1	El007G363370
OG0002124	XP_013598511.1	El003G167020
OG0002125	XP_013621757.1, XP_013609819.1	El003G165630
OG0002125	XP_013613592.1	El007G361500
OG0002126	XP_013612975.1	El001G004750
OG0002126	XP_013607366.1	El003G164790
OG0002127	XP_013606498.1	El001G007950
OG0002127	XP_013606217.1	El003G161170
OG0002128	XP_013621958.1	El001G008460
OG0002128	XP_013637701.1	El002G120320
OG0002129	XP_013610541.1	El001G009630
OG0002129	XP_013605578.1, XP_013591476.1	El002G122170
OG0002131	XP_013621784.1, XP_013620527.1	El001G002660
OG0002132	XP_013639161.1, XP_013598728.1	El003G146700
OG0002132	XP_013595814.1	El005G275040
OG0002133	XP_013592252.1	El003G146650
OG0002133	XP_013591069.1	El003G146550
OG0002134	XP_013623390.1, XP_013597596.1	El003G146150
OG0002135	XP_013593521.1	El005G277020
OG0002135	XP_013626067.1, XP_013596174.1	El003G145380
OG0002136	XP_013603322.1	El006G321450
OG0002136	XP_013595824.1, XP_013636265.1	El003G142310
OG0002137	XP_013613522.1, XP_013613516.1	El003G189310, El003G189280
OG0002137	XP_013613521.1	El003G189320
OG0002138	XP_013631782.1	El006G296960
OG0002138	XP_013636651.1, XP_013632338.1	El006G296970
OG0002139	XP_013592044.1	El002G128630
OG0002139	XP_013610748.1, XP_013600648.1	El007G358090
OG0002140	XP_013626527.1	El001G009130
OG0002141	XP_013632287.1	El003G176640
OG0002141	XP_013627189.1, XP_013599430.1	El005G265930
OG0002142	XP_013602084.1, XP_013634510.1, XP_013616744.1	El001G035340
OG0002143	XP_013627089.1, XP_013635631.1	El006G279840
OG0002144	XP_013621990.1, XP_013621988.1	El006G286500, El006G286490
OG0002145	XP_013634380.1, XP_013634020.1	El006G287090
OG0002145	XP_013603947.1	El001G029530
OG0002146	XP_013623236.1	El001G013180
OG0002146	XP_013612861.1, XP_013621630.1	El001G057700
OG0002147	XP_013623428.1, XP_013618251.1	El007G331070, El007G331080
OG0002148	XP_013616637.1, XP_013608690.1	El007G331440
OG0002149	XP_013612552.1, XP_013622101.1	El007G327490
OG0002150	XP_013604687.1	El001G020150
OG0002151	XP_013613099.1, XP_013621687.1, XP_013598748.1	El007G322920
OG0002151	XP_013627148.1	El005G276810
OG0002152	XP_013585400.1, XP_013604695.1	El002G082860
OG0002153	XP_013638277.1	El002G083030
OG0002153	XP_013622259.1	El001G000610
OG0002154	XP_013595759.1, XP_013607238.1	El007G360140
OG0002154	XP_013602057.1	El002G085740
OG0002155	XP_013598234.1, XP_013621050.1	El007G359650
OG0002155	XP_013600974.1, XP_013587157.1	El002G086120
OG0002156	XP_013629134.1	El005G267200
OG0002157	XP_013634261.1	El006G299850
OG0002157	XP_013586641.1, XP_013605632.1	El002G087390
OG0002158	XP_013594121.1, XP_013600834.1	El003G156540
OG0002158	XP_013619008.1	El003G156530
OG0002159	XP_013630756.1, XP_013585166.1	El005G236860
OG0002159	XP_013612903.1	El001G065090
OG0002160	XP_013584116.1	El005G237760
OG0002161	XP_013610550.1, XP_013596952.1	El005G239230
OG0002162	XP_013596060.1	El005G265250
OG0002162	XP_013584179.1	El005G241270
OG0002163	XP_013626847.1, XP_013585696.1, XP_013584891.1	El005G242000
OG0002164	XP_013630412.1, XP_013635530.1, XP_013635044.1, XP_013585692.1	El005G242060
OG0002165	XP_013621224.1, XP_013612480.1, XP_013625511.1	El001G068190
OG0002166	XP_013605482.1, XP_013588220.1	El001G027410
OG0002166	XP_013631871.1	El006G289200
OG0002167	XP_013635234.1	El006G290320
OG0002167	XP_013635020.1, XP_013635261.1	El006G290330, El006G290370, El006G290350
OG0002168	XP_013637588.1, XP_013622415.1	El006G295090
OG0002168	XP_013636221.1	El001G022720
OG0002169	XP_013637093.1	El006G291560
OG0002170	XP_013586939.1	El002G100030
OG0002170	XP_013621397.1	El004G233510
OG0002171	XP_013604406.1, XP_013583777.1	El002G100200
OG0002171	XP_013592546.1	El004G233240
OG0002172	XP_013587619.1	El002G100220
OG0002172	XP_013618639.1, XP_013588119.1	El004G233220
OG0002174	XP_013638349.1	El002G103540
OG0002175	XP_013592799.1	El004G229480
OG0002175	XP_013599919.1, XP_013587668.1	El002G105330
OG0002176	XP_013586103.1, XP_013593686.1	El002G107680
OG0002176	XP_013599519.1	El002G107690
OG0002177	XP_013596711.1, XP_013614910.1	El002G108210
OG0002177	XP_013590558.1	El004G222920
OG0002178	XP_013619273.1	El004G222120
OG0002178	XP_013638685.1, XP_013600741.1	El002G108710
OG0002179	XP_013619794.1	El004G218050, El004G211970
OG0002179	XP_013584521.1, XP_013595635.1	El002G112740
OG0002181	XP_013595910.1, XP_013638716.1, XP_013589237.1, XP_013620702.1	El003G148070
OG0002182	XP_013612917.1	El007G329620
OG0002182	XP_013598290.1	El002G097780, El002G097610
OG0002183	XP_013599910.1, XP_013638203.1	El002G097090
OG0002183	XP_013616041.1	El001G040130
OG0002184	XP_013596767.1	El002G116610
OG0002184	XP_013584932.1	El002G095320
OG0002185	XP_013604773.1, XP_013604310.1	El002G095300
OG0002185	XP_013632177.1	El004G198340
OG0002186	XP_013606665.1	El004G200250
OG0002186	XP_013605666.1, XP_013605572.1	El002G093990
OG0002187	XP_013604208.1	El002G092580
OG0002187	XP_013587108.1	El005G243640
OG0002188	XP_013630798.1	El002G087750
OG0002189	XP_013621420.1	El001G076220
OG0002190	XP_013625945.1	El005G246030
OG0002190	XP_013609138.1, XP_013626904.1	El001G077670
OG0002191	XP_013597224.1	El001G051810
OG0002192	XP_013622426.1	El001G012460
OG0002192	XP_013618492.1	El001G058390
OG0002194	XP_013590219.1	El002G141260
OG0002194	XP_013584547.1, XP_013627491.1	El005G248840
OG0002195	XP_013638431.1	El005G249370
OG0002195	XP_013592273.1	El002G140570
OG0002196	XP_013599925.1	El003G172030
OG0002196	XP_013609607.1	El005G253460
OG0002197	XP_013583295.1, XP_013613837.1	El005G254360
OG0002197	XP_013604739.1, XP_013588497.1	El002G131660
OG0002198	XP_013638081.1	El005G255000
OG0002198	XP_013588543.1	El002G132290
OG0002199	XP_013625556.1, XP_013635846.1	El005G255290
OG0002199	XP_013589826.1	El002G132350
OG0002200	XP_013598395.1, XP_013596981.1	El005G273420
OG0002201	XP_013626606.1	El005G274290
OG0002201	XP_013624360.1, XP_013596612.1	El005G274300
OG0002203	XP_013625594.1	El001G076570
OG0002203	XP_013594014.1	El001G066470, El005G277210
OG0002204	XP_013608087.1	El003G153160
OG0002204	XP_013596681.1	El005G277590
OG0002205	XP_013627197.1	El002G134400
OG0002206	XP_013592903.1, XP_013600292.1	El002G133890
OG0002206	XP_013638057.1	El005G256700
OG0002207	XP_013593519.1	El003G172010
OG0002207	XP_013603077.1, XP_013598619.1	El003G172000
OG0002208	XP_013592562.1, XP_013602434.1	El001G028400
OG0002208	XP_013614273.1	El001G028410
OG0002209	XP_013632088.1, XP_013637233.1	El006G282980
OG0002209	XP_013602221.1, XP_013635618.1	El001G032860
OG0002210	XP_013627744.1	El007G357870
OG0002213	XP_013588416.1	El004G213520, El004G213470
OG0002214	XP_013590918.1, XP_013615627.1, XP_013615140.1, XP_013639699.1, XP_013595022.1	El004G210820, El007G350870, El004G229520, El004G204400, El007G354720
OG0002219	XP_013593099.1	El005G278280
OG0002219	XP_013610124.1, XP_013595591.1, XP_013627920.1	El003G154520
OG0002220	XP_013598342.1, XP_013600242.1	El003G153860
OG0002221	XP_013596632.1	El003G153730
OG0002221	XP_013587273.1	El005G278030
OG0002222	XP_013628463.1, XP_013583913.1	El003G150310
OG0002222	XP_013619289.1	El001G052770
OG0002223	XP_013597725.1	El003G151970
OG0002223	XP_013639379.1	El001G015650
OG0002224	XP_013637443.1, XP_013599493.1	El006G316730
OG0002224	XP_013597323.1	El003G151380
OG0002225	XP_013606026.1	El003G150840
OG0002225	XP_013600765.1	El006G315160
OG0002226	XP_013597736.1, XP_013612605.1	El005G272910
OG0002227	XP_013595485.1	El005G274490
OG0002228	XP_013631430.1	El006G295710
OG0002228	XP_013584023.1, XP_013637728.1	El002G119770
OG0002229	XP_013614059.1	El001G036150
OG0002229	XP_013599793.1, XP_013637888.1	El002G099100
OG0002230	XP_013621132.1, XP_013597634.1	El001G036960
OG0002231	XP_013613643.1	El001G039180
OG0002231	XP_013602246.1	El002G097200
OG0002232	XP_013621329.1, XP_013597888.1	El001G040240
OG0002232	XP_013585948.1	El002G097100
OG0002233	XP_013618119.1, XP_013593371.1, XP_013606170.1	El001G044040
OG0002234	XP_013631916.1	El003G189650
OG0002234	XP_013607214.1, XP_013599446.1	El001G044400
