Orthogroup	Brassica_oleracea	Aethionema_saxatile
OG0001111	XP_013592363.1	As010G228810
OG0001111	XP_013583797.1, XP_013626728.1	As007G162030
OG0001112	XP_013631628.1, XP_013604728.1	As009G207970
OG0001113	XP_013606691.1	As009G210730
OG0001114	XP_013615131.1, XP_013608518.1, XP_013608520.1, XP_013608519.1, XP_013608508.1, XP_013608509.1	As009G211960
OG0001115	XP_013618594.1, XP_013590098.1, XP_013589960.1, XP_013605917.1, XP_013603768.1	As010G241340
OG0001116	XP_013588467.1	As012G271470
OG0001116	XP_013587650.1, XP_013607972.1, XP_013630591.1	As011G253270
OG0001117	XP_013601303.1, XP_013628719.1, XP_013627051.1, XP_013589667.1, XP_013601302.1, XP_013595049.1	As012G274810, As012G274800
OG0001124	XP_013602453.1, XP_013595530.1, XP_013583256.1	As012G276130, As001G000460
OG0001125	XP_013584967.1	As001G015980
OG0001125	XP_013635774.1, XP_013635799.1, XP_013623930.1	As002G043210, As004G079080
OG0001126	XP_013619934.1, XP_013610771.1, XP_013626932.1	As003G070440, As011G256560, As003G070420, As003G070430, As003G070400, As001G020030
OG0001127	XP_013600092.1, XP_013585107.1, XP_013585017.1, XP_013604649.1	As008G182820
OG0001127	XP_013613030.1, XP_013599228.1	As001G023280
OG0001128	XP_013610371.1, XP_013613647.1, XP_013596246.1	As001G024510
OG0001128	XP_013603176.1, XP_013584811.1	As008G183850
OG0001129	XP_013593990.1, XP_013616592.1, XP_013615727.1, XP_013593989.1, XP_013618969.1, XP_013616595.1, XP_013615722.1, XP_013595361.1	As001G027480
OG0001130	XP_013598012.1, XP_013620763.1, XP_013606027.1	As001G028120
OG0001130	XP_013637337.1	As004G077980
OG0001131	XP_013602214.1	As002G032550
OG0001131	XP_013611716.1	As002G048950
OG0001132	XP_013612433.1, XP_013622273.1, XP_013621305.1	As005G107970
OG0001132	XP_013634803.1, XP_013627847.1	As002G034660
OG0001133	XP_013606664.1, XP_013616505.1	As002G047010
OG0001134	XP_013613362.1, XP_013628489.1, XP_013630110.1, XP_013606673.1, XP_013621110.1	As002G050280, As002G050290
OG0001135	XP_013616262.1, XP_013612020.1, XP_013622197.1	As005G117880
OG0001135	XP_013609429.1, XP_013618668.1	As002G053400
OG0001136	XP_013637404.1, XP_013605903.1, XP_013597533.1	As003G056250
OG0001136	XP_013593713.1, XP_013606581.1	As004G089250
OG0001137	XP_013616101.1, XP_013596203.1, XP_013612751.1	As004G087840
OG0001137	XP_013593278.1, XP_013583679.1	As003G057700
OG0001138	XP_013618247.1, XP_013623329.1, XP_013610738.1	As003G060280
OG0001139	XP_013584467.1, XP_013595313.1	As003G067410
OG0001139	XP_013593175.1, XP_013637967.1	As007G162130
OG0001140	XP_013601229.1, XP_013593699.1, XP_013626583.1	As003G072340
OG0001140	XP_013627011.1, XP_013609119.1	As011G264830
OG0001141	XP_013629440.1, XP_013603080.1	As010G224380
OG0001142	XP_013600709.1, XP_013607136.1, XP_013587872.1	As004G095910
OG0001143	XP_013590771.1, XP_013602837.1	As005G102010
OG0001144	XP_013602286.1, XP_013632336.1	As012G286050
OG0001144	XP_013636678.1, XP_013634359.1, XP_013634136.1	As005G102790
OG0001146	XP_013622840.1, XP_013637413.1	As005G105940
OG0001146	XP_013628652.1	As005G109260
OG0001147	XP_013616001.1, XP_013614220.1, XP_013610004.1, XP_013606208.1, XP_013632855.1, XP_013634126.1	As005G110350
OG0001148	XP_013622664.1, XP_013608726.1, XP_013619264.1	As005G117560
OG0001149	XP_013639073.1, XP_013597804.1, XP_013599759.1	As010G220420
OG0001149	XP_013621654.1	As005G120550
OG0001150	XP_013625645.1, XP_013618650.1, XP_013608428.1	As009G202000
OG0001150	XP_013639016.1, XP_013584690.1, XP_013624114.1	As006G135560
OG0001151	XP_013626365.1, XP_013585695.1	As006G140390
OG0001151	XP_013614015.1	As009G208040
OG0001152	XP_013605080.1, XP_013635379.1	As012G282810
OG0001152	XP_013630674.1, XP_013635536.1, XP_013631433.1	As006G142300
OG0001153	XP_013631881.1	As006G144900
OG0001154	XP_013591755.1, XP_013613242.1, XP_013592166.1	As010G238340
OG0001154	XP_013604371.1, XP_013638030.1	As007G155790
OG0001155	XP_013602093.1, XP_013594011.1, XP_013583610.1	As007G156380
OG0001156	XP_013586908.1, XP_013600538.1	As007G159660
OG0001156	XP_013616272.1, XP_013592385.1	As010G233350
OG0001157	XP_013583488.1	As008G186030
OG0001157	XP_013601945.1, XP_013583492.1, XP_013636986.1	As008G186040
OG0001158	XP_013592877.1, XP_013621073.1, XP_013638335.1	As010G233690
OG0001159	XP_013590552.1, XP_013590028.1, XP_013591038.1	As010G236770, As010G236800, As010G236780, As010G236790
OG0001160	XP_013589872.1	As011G245380
OG0001160	XP_013583944.1, XP_013630366.1	As012G268400
OG0001161	XP_013607935.1, XP_013638834.1	As011G253310
OG0001161	XP_013622127.1, XP_013590094.1, XP_013588022.1	As012G271410
OG0001169	XP_013626378.1, XP_013587748.1	As012G283970, As001G006050
OG0001169	XP_013608164.1, XP_013630300.1, XP_013612515.1	As002G045450, As002G045480
OG0001170	XP_013606127.1, XP_013624128.1	As022G292050, As022G292140, As048G294600, As012G279330, As012G280590, As009G206290, As001G015180
OG0001171	XP_013596817.1, XP_013631681.1, XP_013606320.1	As001G021220
OG0001171	XP_013605431.1	As008G186600
OG0001172	XP_013596579.1	As001G024140
OG0001172	XP_013600375.1, XP_013600376.1, XP_013638822.1, XP_013599718.1	As008G183530
OG0001173	XP_013624083.1, XP_013635890.1, XP_013606080.1, XP_013605797.1, XP_013605119.1	As002G032750
OG0001174	XP_013622024.1, XP_013637591.1	As002G036310
OG0001174	XP_013608531.1, XP_013607309.1, XP_013608527.1, XP_013611954.1	As009G214250
OG0001175	XP_013629982.1, XP_013629983.1, XP_013611259.1	As002G047920
OG0001176	XP_013606190.1, XP_013630560.1	As005G118510
OG0001176	XP_013606716.1, XP_013625319.1, XP_013620360.1	As002G052820
OG0001177	XP_013636194.1, XP_013618017.1, XP_013620318.1	As002G054880
OG0001178	XP_013619007.1, XP_013609077.1	As002G055020
OG0001178	XP_013599225.1, XP_013599223.1	As009G217930
OG0001179	XP_013599344.1	As003G057140
OG0001179	XP_013628839.1	As011G256550
OG0001180	XP_013630492.1, XP_013597461.1	As003G057900
OG0001180	XP_013621163.1, XP_013598693.1	As004G087660
OG0001181	XP_013623587.1, XP_013630219.1, XP_013598423.1	As003G059790
OG0001181	XP_013611160.1, XP_013629800.1	As004G085930
OG0001182	XP_013634589.1, XP_013622387.1, XP_013634353.1	As004G081230
OG0001182	XP_013594057.1, XP_013638340.1	As003G069510
OG0001183	XP_013622451.1	As003G072080
OG0001183	XP_013613152.1, XP_013622568.1, XP_013594143.1	As011G264670, As010G236540
OG0001184	XP_013633958.1, XP_013604929.1	As012G287840
OG0001184	XP_013633551.1, XP_013621963.1, XP_013631610.1	As005G100420
OG0001185	XP_013602393.1, XP_013590289.1	As012G287600
OG0001185	XP_013634207.1	As005G100800
OG0001186	XP_013636360.1	As005G104120
OG0001187	XP_013634603.1, XP_013627488.1	As006G126100
OG0001187	XP_013602026.1, XP_013600572.1	As008G195000
OG0001189	XP_013638419.1, XP_013622458.1	As006G132950
OG0001189	XP_013623166.1, XP_013605986.1, XP_013616287.1	As009G200010
OG0001190	XP_013629682.1, XP_013585841.1	As006G137230
OG0001190	XP_013630209.1, XP_013612808.1, XP_013616832.1	As009G204060
OG0001191	XP_013593140.1, XP_013618403.1	As009G206340
OG0001191	XP_013638798.1, XP_013626668.1	As006G138540
OG0001192	XP_013598764.1, XP_013605616.1, XP_013601543.1	As012G274380
OG0001193	XP_013636519.1, XP_013605541.1	As012G282070
OG0001193	XP_013631965.1, XP_013636226.1, XP_013622188.1	As006G143230
OG0001194	XP_013602308.1, XP_013631905.1	As012G282360
OG0001194	XP_013618405.1, XP_013587472.1	As006G143580
OG0001195	XP_013601497.1, XP_013584795.1	As007G153910
OG0001195	XP_013590783.1, XP_013617229.1, XP_013590809.1, XP_013615762.1	As010G241270
OG0001196	XP_013588747.1, XP_013619037.1	As010G238520
OG0001196	XP_013602895.1, XP_013583648.1, XP_013600309.1	As007G155700
OG0001197	XP_013604402.1	As008G186880
OG0001200	XP_013619337.1	As009G212830
OG0001200	XP_013627472.1	As012G268800
OG0001200	XP_013590753.1	As012G268790
OG0001201	XP_013609601.1, XP_013593474.1	As009G216930
OG0001201	XP_013639266.1, XP_013604781.1, XP_013621984.1	As010G222450
OG0001202	XP_013602027.1, XP_013602566.1	As010G221230
OG0001203	XP_013614110.1, XP_013620895.1, XP_013633760.1, XP_013627177.1	As010G226280
OG0001204	XP_013583302.1	As010G226550
OG0001205	XP_013590684.1	As012G269930
OG0001205	XP_013618451.1, XP_013621858.1, XP_013638190.1	As011G247320
OG0001206	XP_013609641.1, XP_013587058.1, XP_013587057.1, XP_013583566.1	As011G248610, As011G248600
OG0001207	XP_013601550.1, XP_013595623.1	As012G274390
OG0001207	XP_013639228.1, XP_013586645.1, XP_013626140.1	As011G249080
OG0001208	XP_013605477.1	As012G273020
OG0001208	XP_013637936.1	As011G250940
OG0001209	XP_013587692.1, XP_013629437.1, XP_013608479.1	As011G251200
OG0001210	XP_013622425.1	As012G272240
OG0001211	XP_013625008.1	As012G268580
OG0001222	XP_013597446.1, XP_013628166.1, XP_013608055.1	As001G003410
OG0001222	XP_013605532.1, XP_013634966.1	As007G178150
OG0001223	XP_013597455.1, XP_013627505.1	As011G262960
OG0001223	XP_013626678.1, XP_013596741.1, XP_013586190.1	As001G013780
OG0001224	XP_013585652.1, XP_013599963.1	As008G188670
OG0001224	XP_013611398.1, XP_013597008.1	As001G019000
OG0001225	XP_013598734.1, XP_013613414.1, XP_013613411.1, XP_013613410.1, XP_013598735.1	As001G025730
OG0001226	XP_013598108.1, XP_013621507.1	As001G026900
OG0001227	XP_013639657.1, XP_013638230.1	As002G034420
OG0001227	XP_013625291.1, XP_013610517.1	As005G107870
OG0001229	XP_013614935.1, XP_013623857.1	As002G049770, As002G049710, As002G049750, As002G047650, As002G047640, As002G048550, As002G048440, As002G048410, As002G048430
OG0001230	XP_013620951.1, XP_013629355.1	As009G218340
OG0001230	XP_013628949.1, XP_013620574.1	As002G055400
OG0001231	XP_013626888.1, XP_013619319.1	As009G218430
OG0001231	XP_013619518.1, XP_013610265.1, XP_013627875.1	As002G055440
OG0001232	XP_013622917.1, XP_013626239.1, XP_013597117.1, XP_013624830.1	As003G057340
OG0001233	XP_013604307.1, XP_013598610.1	As003G060920
OG0001233	XP_013608830.1, XP_013625671.1	As004G084810
OG0001234	XP_013592189.1	As010G238140
OG0001234	XP_013638900.1, XP_013590086.1	As003G065230
OG0001235	XP_013593396.1	As010G228510, As011G264390
OG0001235	XP_013630720.1, XP_013598453.1, XP_013596560.1	As003G071710
OG0001236	XP_013602060.1, XP_013615294.1, XP_013602237.1, XP_013615497.1	As004G096250
OG0001236	XP_013627781.1, XP_013631977.1	As006G125660
OG0001237	XP_013635970.1, XP_013631957.1	As005G101170
OG0001237	XP_013636664.1, XP_013605469.1	As012G287400
OG0001238	XP_013636404.1, XP_013635227.1	As012G287280
OG0001238	XP_013590969.1	As005G101270
OG0001239	XP_013591733.1, XP_013604198.1	As012G285940
OG0001239	XP_013635835.1, XP_013637640.1	As005G103030
OG0001240	XP_013627650.1	As005G103570
OG0001240	XP_013635247.1	As005G103560
OG0001241	XP_013626883.1, XP_013634671.1	As005G103630
OG0001242	XP_013622700.1, XP_013610376.1, XP_013612968.1	As005G108180
OG0001243	XP_013614039.1, XP_013619095.1, XP_013591264.1, XP_013621125.1	As005G110180
OG0001245	XP_013595757.1, XP_013593558.1, XP_013605898.1	As010G220630
OG0001245	XP_013597155.1, XP_013621408.1	As005G120340
OG0001246	XP_013593173.1, XP_013632396.1	As008G198180
OG0001246	XP_013606248.1	As006G122500
OG0001247	XP_013627719.1	As006G123620
OG0001247	XP_013587657.1, XP_013638137.1, XP_013626431.1	As006G141330
OG0001248	XP_013636391.1	As006G129030, As006G129020, As008G192650
OG0001249	XP_013625072.1, XP_013631617.1, XP_013623960.1, XP_013635553.1	As006G130480, As006G148330, As006G148320
OG0001250	XP_013630396.1, XP_013616070.1, XP_013613297.1	As009G201070
OG0001250	XP_013587340.1, XP_013629918.1	As006G135030
OG0001251	XP_013584599.1, XP_013639591.1	As006G135310
OG0001251	XP_013625167.1, XP_013606232.1	As009G201580
OG0001252	XP_013590615.1, XP_013623594.1, XP_013623593.1	As009G202070
OG0001252	XP_013586938.1, XP_013637241.1, XP_013623592.1	As006G135600
OG0001253	XP_013619557.1, XP_013583460.1, XP_013627536.1	As006G138960
OG0001253	XP_013612253.1, XP_013596197.1	As009G205910, As007G182060
OG0001254	XP_013622684.1	As012G271900
OG0001254	XP_013636968.1, XP_013621829.1	As006G148850
OG0001255	XP_013619478.1, XP_013591230.1	As010G241660
OG0001255	XP_013637899.1, XP_013603358.1	As007G153580
OG0001256	XP_013589913.1	As010G241030
OG0001256	XP_013599995.1, XP_013602750.1, XP_013583746.1	As007G153970
OG0001257	XP_013592314.1, XP_013613909.1, XP_013590936.1	As010G240510
OG0001257	XP_013613981.1, XP_013599888.1	As007G154290
OG0001258	XP_013585002.1	As007G155250
OG0001258	XP_013590846.1, XP_013590934.1	As010G238870
OG0001259	XP_013602068.1, XP_013586514.1	As007G155870
OG0001259	XP_013633098.1, XP_013616318.1	As010G238270
OG0001260	XP_013627735.1	As007G163650
OG0001261	XP_013599688.1, XP_013638442.1, XP_013621249.1, XP_013598856.1	As008G183080
OG0001262	XP_013586316.1, XP_013602130.1, XP_013586319.1	As008G183230
OG0001263	XP_013604886.1, XP_013586965.1, XP_013606220.1, XP_013607419.1	As008G185060
OG0001264	XP_013584812.1, XP_013629395.1, XP_013586438.1	As011G245280
OG0001264	XP_013626572.1	As012G268320
OG0001265	XP_013592185.1, XP_013629321.1	As012G271440
OG0001265	XP_013622656.1, XP_013637943.1	As011G253290
OG0001274	XP_013603327.1, XP_013634723.1	As007G178240
OG0001274	XP_013621974.1, XP_013602499.1, XP_013593701.1	As001G003270
OG0001275	XP_013597488.1, XP_013584284.1	As007G156730
OG0001275	XP_013629867.1	As001G014870
OG0001276	XP_013587267.1, XP_013633969.1	As001G021540
OG0001276	XP_013603625.1, XP_013584654.1	As008G186480
OG0001277	XP_013615155.1	As001G021700
OG0001277	XP_013610453.1, XP_013613879.1	As006G125870
OG0001278	XP_013630583.1	As001G026660, As001G026620
OG0001279	XP_013628691.1	As009G200780
OG0001279	XP_013637662.1	As006G134750
OG0001280	XP_013599037.1, XP_013618383.1, XP_013610503.1	As001G027620
OG0001280	XP_013613539.1	As004G078400
OG0001281	XP_013610252.1, XP_013611256.1	As003G061850
OG0001281	XP_013590204.1	As004G098150
OG0001282	XP_013596028.1, XP_013605327.1	As002G032810
OG0001283	XP_013634886.1, XP_013603228.1	As012G283460
OG0001283	XP_013634860.1, XP_013626948.1	As002G033170
OG0001284	XP_013606251.1	As002G040880
OG0001284	XP_013615237.1, XP_013612685.1, XP_013630152.1	As009G219310
OG0001285	XP_013615588.1	As002G046220
OG0001285	XP_013601378.1	As006G132440
OG0001286	XP_013622480.1, XP_013609793.1, XP_013626835.1, XP_013597027.1, XP_013616456.1	As002G046800, As002G046810
OG0001287	XP_013599940.1, XP_013637315.1	As006G134550
OG0001287	XP_013612314.1, XP_013621884.1, XP_013621173.1	As002G047070
OG0001288	XP_013621393.1, XP_013610131.1	As002G051870
OG0001289	XP_013603166.1, XP_013601330.1	As003G055830
OG0001289	XP_013609112.1, XP_013595651.1	As004G090340
OG0001290	XP_013622219.1	As004G084370
OG0001290	XP_013597652.1, XP_013599085.1, XP_013628559.1	As003G061690
OG0001291	XP_013585202.1, XP_013638237.1	As003G062380
OG0001291	XP_013583927.1, XP_013615376.1	As003G062370
OG0001292	XP_013630731.1	As006G128480
OG0001292	XP_013587511.1	As003G068450, As006G132720
OG0001293	XP_013589379.1, XP_013603922.1	As012G285310, As003G069570
OG0001294	XP_013632245.1	As007G180370
OG0001294	XP_013594670.1, XP_013593623.1, XP_013624785.1	As003G074750
OG0001295	XP_013615157.1	As004G077550, As004G077530, As004G077540, As004G077570
OG0001296	XP_013635959.1, XP_013631113.1	As004G079870
OG0001297	XP_013606503.1, XP_013618851.1, XP_013626936.1	As004G085780
OG0001298	XP_013589420.1, XP_013587119.1, XP_013626772.1, XP_013591774.1	As004G095930
OG0001299	XP_013634396.1, XP_013633535.1, XP_013632339.1	As005G100270
OG0001300	XP_013605646.1, XP_013588300.1	As012G284530
OG0001300	XP_013622837.1, XP_013631311.1	As005G104930
OG0001301	XP_013591802.1, XP_013605879.1, XP_013633541.1	As012G284300
OG0001301	XP_013636920.1	As005G105210
OG0001302	XP_013628059.1, XP_013612579.1	As005G119060
OG0001302	XP_013598098.1	As010G221410
OG0001303	XP_013611476.1	As006G121100
OG0001303	XP_013630496.1	As008G199380
OG0001304	XP_013584488.1, XP_013603026.1, XP_013614548.1, XP_013627119.1, XP_013634217.1	As006G129740
OG0001305	XP_013587432.1, XP_013629513.1, XP_013626105.1	As006G138870
OG0001305	XP_013616076.1	As009G206160
OG0001306	XP_013598186.1	As009G205940
OG0001306	XP_013584002.1, XP_013589146.1, XP_013630439.1	As006G138930
OG0001307	XP_013614795.1	As009G208950
OG0001308	XP_013634810.1	As006G144870
OG0001309	XP_013631533.1, XP_013615311.1, XP_013623552.1, XP_013632232.1	As006G147030
OG0001309	XP_013631244.1	As012G278060
OG0001310	XP_013605868.1, XP_013585548.1	As007G153270
OG0001310	XP_013621238.1, XP_013592102.1	As010G242210
OG0001311	XP_013606595.1	As009G206930
OG0001312	XP_013614820.1, XP_013609052.1, XP_013598853.1	As009G209520
OG0001313	XP_013592245.1	As010G229670
OG0001314	XP_013628313.1, XP_013638000.1	As011G245230
OG0001314	XP_013621822.1, XP_013588096.1	As012G268220, As012G268230
OG0001315	XP_013586008.1, XP_013610015.1, XP_013591421.1, XP_013625047.1	As011G247950
OG0001316	XP_013605246.1	As012G273940
OG0001316	XP_013621846.1, XP_013613841.1, XP_013637944.1	As011G249510
OG0001317	XP_013592764.1, XP_013592814.1, XP_013592797.1	As012G272280
OG0001318	XP_013596193.1, XP_013602675.1, XP_013584015.1	As012G274540
OG0001328	XP_013600977.1, XP_013628980.1, XP_013635308.1, XP_013600906.1	As001G003730
OG0001329	YP_004927479.1	As010G228770, As010G228760
OG0001330	XP_013613262.1, XP_013593027.1, XP_013622340.1	As011G264300
OG0001330	XP_013599613.1, XP_013598373.1	As001G015630
OG0001331	XP_013630050.1, XP_013610012.1	As001G019080
OG0001332	XP_013637560.1, XP_013620408.1, XP_013613243.1	As001G019570
OG0001332	XP_013586020.1	As008G187940
OG0001333	XP_013612906.1, XP_013610413.1, XP_013637332.1	As001G021210
OG0001333	XP_013605724.1, XP_013585540.1	As008G186610
OG0001334	XP_013586687.1	As008G182480
OG0001334	XP_013615088.1, XP_013599166.1, XP_013606103.1	As001G022740
OG0001335	XP_013619145.1, XP_013612822.1	As009G214520
OG0001335	XP_013586519.1	As002G035960
OG0001336	XP_013586898.1, XP_013586518.1, XP_013613322.1, XP_013629557.1	As002G037540
OG0001337	XP_013616375.1, XP_013606177.1, XP_013625752.1	As002G045530
OG0001338	XP_013597213.1, XP_013587122.1, XP_013616377.1, XP_013623882.1, XP_013606179.1	As002G045540
OG0001339	XP_013620192.1, XP_013611077.1	As002G047440
OG0001339	XP_013597077.1, XP_013604495.1, XP_013600494.1	As006G134360
OG0001341	XP_013629721.1, XP_013630158.1, XP_013620146.1, XP_013612191.1	As002G052360
OG0001342	XP_013619408.1, XP_013629586.1	As002G053260
OG0001342	XP_013623689.1, XP_013613611.1	As005G118290
OG0001343	XP_013612128.1, XP_013622710.1, XP_013615251.1	As002G054600
OG0001343	XP_013595305.1	As009G217260
OG0001344	XP_013595060.1	As003G056040
OG0001344	XP_013610089.1, XP_013619310.1, XP_013615400.1, XP_013596565.1	As004G089590
OG0001345	XP_013596366.1, XP_013617534.1	As003G057260
OG0001345	XP_013593381.1, XP_013614234.1	As004G088210
OG0001346	XP_013598647.1	As003G058800
OG0001347	XP_013595560.1, XP_013584432.1	As003G061790
OG0001347	XP_013625405.1, XP_013638508.1	As006G132770
OG0001348	XP_013625352.1, XP_013593684.1	As011G264720
OG0001348	XP_013622904.1	As003G072120
OG0001349	XP_013610694.1	As011G265000
OG0001349	XP_013593074.1, XP_013598036.1	As003G072460
OG0001350	XP_013627313.1, XP_013589012.1	As003G074310
OG0001351	XP_013603605.1, XP_013603585.1	As004G076770
OG0001352	XP_013591025.1	As004G080580
