Orthogroup	Brassica_oleracea	Alyssum_gmelinii
OG0001691	XP_013632669.1	Ag007G593120
OG0001693	XP_013636068.1, XP_013636497.1	Ag007G594940
OG0001693	XP_013637916.1, XP_013605924.1	Ag004G307230
OG0001694	XP_013621488.1, XP_013611089.1	Ag007G624060
OG0001694	XP_013586541.1, XP_013631960.1	Ag005G488160
OG0001695	XP_013604965.1, XP_013585611.1, XP_013614164.1	Ag004G308760
OG0001695	XP_013638622.1	Ag005G485500
OG0001696	XP_013611174.1, XP_013616261.1, XP_013599427.1	Ag005G484450
OG0001697	XP_013621353.1, XP_013630005.1	Ag005G481080
OG0001698	XP_013628735.1, XP_013631671.1	Ag002G184090
OG0001698	XP_013637444.1, XP_013602020.1	Ag001G079680
OG0001699	XP_013589312.1	Ag001G072890
OG0001699	XP_013636802.1	Ag002G171980
OG0001700	XP_013588218.1, XP_013591489.1	Ag003G211910
OG0001700	XP_013586811.1	Ag004G325030
OG0001701	XP_013587623.1	Ag004G334170
OG0001701	XP_013618182.1, XP_013591826.1	Ag003G222410
OG0001702	XP_013588691.1, XP_013590149.1	Ag003G219020
OG0001702	XP_013584186.1	Ag004G336780
OG0001703	XP_013597070.1, XP_013603645.1, XP_013584119.1	Ag004G338070
OG0001703	XP_013590338.1	Ag003G216990
OG0001704	XP_013585636.1	Ag004G340770
OG0001704	XP_013591900.1, XP_013620872.1	Ag004G343030
OG0001705	XP_013595744.1, XP_013584199.1	Ag003G241480
OG0001705	XP_013590967.1, XP_013620017.1	Ag004G344380
OG0001706	XP_013625419.1	Ag007G613590
OG0001707	XP_013598441.1	Ag007G581490
OG0001708	XP_013593402.1, XP_013619848.1	Ag007G634700
OG0001708	XP_013591991.1, XP_013585818.1	Ag005G482650
OG0001709	XP_013629432.1	Ag008G728620
OG0001709	XP_013599584.1	Ag001G055050
OG0001710	XP_013587003.1, XP_013598783.1	Ag004G336510
OG0001710	XP_013588099.1, XP_013592724.1	Ag003G219320, Ag003G219330
OG0001711	XP_013629111.1, XP_013584350.1	Ag005G460900
OG0001711	XP_013598868.1	Ag001G031890
OG0001712	XP_013590459.1	Ag001G018820, Ag001G019120
OG0001712	XP_013614826.1, XP_013584634.1	Ag005G450890
OG0001713	XP_013600488.1	Ag001G017550
OG0001713	XP_013608402.1, XP_013587548.1	Ag005G449430
OG0001714	XP_013622068.1, XP_013637835.1	Ag005G445110
OG0001714	XP_013590394.1	Ag002G102760, Ag001G012220
OG0001715	XP_013598260.1	Ag005G428970
OG0001715	XP_013631347.1	Ag005G430310, Ag005G430650
OG0001716	XP_013608420.1	Ag001G050390
OG0001716	XP_013639550.1	Ag001G050400
OG0001717	XP_013615851.1, XP_013614987.1, XP_013583989.1, XP_013638665.1, XP_013583253.1, XP_013613746.1, XP_013585456.1, XP_013607870.1	Ag002G144940
OG0001719	XP_013607601.1	Ag003G283360, Ag003G283340
OG0001720	XP_013630531.1	Ag003G294160, Ag004G382410
OG0001721	XP_013605599.1	Ag004G317300
OG0001723	XP_013637062.1	Ag007G615730
OG0001723	XP_013611107.1, XP_013628299.1, XP_013627703.1, XP_013586321.1	Ag004G397860, Ag004G397890
OG0001724	XP_013636504.1, XP_013636989.1, XP_013636993.1, XP_013636992.1	Ag007G591990
OG0001725	XP_013609559.1	Ag007G631160
OG0001726	XP_013627682.1	Ag008G700370
OG0001730	XP_013602968.1, XP_013603582.1	Ag003G253820
OG0001731	XP_013593959.1, XP_013591300.1	Ag003G260590
OG0001731	XP_013609881.1, XP_013597590.1	Ag003G260520
OG0001732	XP_013627586.1, XP_013591656.1	Ag003G261020
OG0001732	XP_013609421.1	Ag005G408690
OG0001733	XP_013598027.1	Ag003G264260, Ag003G265980
OG0001734	XP_013601098.1	Ag003G267260
OG0001735	XP_013598757.1	Ag003G274040
OG0001736	XP_013596524.1	Ag003G284940
OG0001736	XP_013623334.1	Ag005G416190
OG0001737	XP_013631034.1	Ag002G162270
OG0001737	XP_013638003.1, XP_013618754.1	Ag007G579660
OG0001738	XP_013631274.1, XP_013637824.1, XP_013600285.1, XP_013585466.1	Ag007G578090
OG0001739	XP_013587186.1, XP_013605515.1, XP_013604449.1	Ag004G310460, Ag006G552920
OG0001740	XP_013613121.1	Ag004G368780
OG0001740	XP_013605914.1	Ag004G311010
OG0001741	XP_013585681.1, XP_013604555.1	Ag004G311830
OG0001741	XP_013612453.1	Ag004G369320
OG0001742	XP_013627028.1	Ag006G570030
OG0001743	XP_013583513.1	Ag004G313300
OG0001743	XP_013606604.1, XP_013631721.1, XP_013619211.1	Ag004G375130
OG0001744	XP_013632037.1, XP_013587990.1	Ag007G655530
OG0001744	XP_013593646.1, XP_013611942.1	Ag008G667980
OG0001745	XP_013618103.1	Ag008G669680
OG0001745	XP_013597829.1	Ag007G653630
OG0001746	XP_013610392.1, XP_013593983.1, XP_013619084.1	Ag003G277640
OG0001747	XP_013620027.1	Ag005G476800, Ag005G476780, Ag005G476790
OG0001748	XP_013634436.1	Ag007G646720
OG0001748	XP_013588538.1, XP_013613599.1	Ag004G357470
OG0001749	XP_013612681.1	Ag004G400030
OG0001750	XP_013631562.1	Ag008G697510, Ag006G551280
OG0001750	XP_013607168.1, XP_013609044.1	Ag004G386680
OG0001751	XP_013638380.1, XP_013636996.1	Ag005G472200
OG0001751	XP_013625263.1	Ag006G504530
OG0001753	XP_013586407.1	Ag005G471450
OG0001753	XP_013606547.1	Ag006G505870
OG0001754	XP_013630640.1	Ag008G677280
OG0001754	XP_013597702.1	Ag007G598780
OG0001755	XP_013594000.1, XP_013617332.1, XP_013609622.1, XP_013618437.1	Ag003G231370, Ag007G585470
OG0001756	XP_013612731.1, XP_013618616.1	Ag008G684760
OG0001756	XP_013596057.1	Ag003G252770
OG0001757	XP_013611779.1, XP_013621611.1, XP_013627086.1, XP_013600471.1	Ag008G696650
OG0001758	XP_013611368.1, XP_013621190.1	Ag008G719580
OG0001758	XP_013611221.1	Ag007G609630
OG0001759	XP_013596545.1	Ag008G725140
OG0001760	XP_013595059.1	Ag006G577320
OG0001760	XP_013593133.1, XP_013610858.1	Ag002G121300, Ag002G115000
OG0001761	XP_013620304.1	Ag002G110270, Ag002G106640
OG0001761	XP_013596335.1, XP_013615143.1, XP_013638044.1	Ag006G574310
OG0001762	XP_013595335.1	Ag006G572840
OG0001762	XP_013599112.1, XP_013608879.1	Ag002G104960
OG0001763	XP_013614143.1, XP_013596166.1, XP_013596826.1, XP_013597662.1, XP_013597761.1	Ag006G558160
OG0001763	XP_013613758.1	Ag003G277480
OG0001764	XP_013594026.1, XP_013625179.1, XP_013601208.1	Ag006G554270
OG0001765	XP_013610742.1	Ag006G547080, Ag006G542100
OG0001766	XP_013614181.1	Ag002G147890
OG0001766	XP_013588344.1, XP_013600208.1	Ag006G540530
OG0001767	XP_013588542.1, XP_013613630.1	Ag004G341820
OG0001768	XP_013596893.1, XP_013626829.1	Ag007G583740
OG0001769	XP_013593384.1	Ag005G414730
OG0001770	XP_013593947.1, XP_013600571.1, XP_013617776.1	Ag001G058970
OG0001771	XP_013636673.1, XP_013604408.1	Ag006G523520
OG0001771	XP_013629650.1	Ag003G292160
OG0001772	XP_013622582.1	Ag003G296700
OG0001772	XP_013618436.1, XP_013590309.1	Ag004G354510
OG0001773	XP_013621175.1	Ag008G682100, Ag008G682870
OG0001773	XP_013622148.1, XP_013632251.1	Ag002G160550
OG0001774	XP_013596944.1, XP_013639446.1	Ag007G584140
OG0001775	XP_013603133.1, XP_013598605.1	Ag006G555690
OG0001775	XP_013613299.1	Ag002G139810
OG0001776	XP_013596127.1	Ag002G103450, Ag002G103410
OG0001777	XP_013607457.1	Ag006G512740
OG0001777	XP_013636994.1	Ag007G652780
OG0001778	XP_013588017.1, XP_013637328.1, XP_013604326.1	Ag001G098140
OG0001779	XP_013590145.1, XP_013602078.1	Ag001G097950
OG0001779	XP_013631621.1, XP_013633973.1	Ag002G206060
OG0001780	XP_013626709.1, XP_013634373.1	Ag002G201040
OG0001780	XP_013603111.1, XP_013591082.1	Ag001G093150
OG0001781	XP_013637178.1	Ag001G092150
OG0001781	XP_013622057.1, XP_013637352.1	Ag002G199150
OG0001782	XP_013588398.1	Ag001G089590
OG0001782	XP_013630886.1, XP_013631118.1	Ag002G196130
OG0001783	XP_013618172.1	Ag003G239290
OG0001783	XP_013622637.1, XP_013606393.1	Ag008G669340
OG0001784	XP_013593247.1, XP_013607417.1, XP_013587456.1	Ag008G734120
OG0001784	XP_013603164.1	Ag001G059160
OG0001785	XP_013586542.1, XP_013604169.1	Ag004G298050, Ag004G298040
OG0001786	XP_013584478.1	Ag004G298390
OG0001786	XP_013611973.1, XP_013630509.1	Ag006G515740
OG0001787	XP_013608733.1	Ag006G512760
OG0001787	XP_013585761.1, XP_013603241.1	Ag004G299290
OG0001788	XP_013627155.1	Ag006G512160
OG0001788	XP_013602595.1, XP_013583947.1	Ag004G299670
OG0001789	XP_013625873.1, XP_013625271.1, XP_013609136.1, XP_013610598.1	Ag006G510140
OG0001789	XP_013614763.1	Ag006G510100
OG0001790	XP_013633503.1, XP_013636347.1	Ag007G591250
OG0001790	XP_013599470.1	Ag004G305130
OG0001791	XP_013604048.1, XP_013639119.1, XP_013583570.1	Ag004G305550
OG0001791	XP_013635895.1	Ag007G591860
OG0001792	XP_013636422.1, XP_013631883.1	Ag007G592830
OG0001792	XP_013638712.1	Ag004G306190
OG0001793	XP_013586505.1, XP_013603982.1	Ag004G306550
OG0001793	XP_013622663.1	Ag007G593470
OG0001794	XP_013600463.1, XP_013638844.1, XP_013603165.1	Ag004G306970
OG0001794	XP_013630931.1	Ag007G594100
OG0001795	XP_013629561.1, XP_013613088.1	Ag007G621030
OG0001796	XP_013616393.1	Ag007G624590
OG0001797	XP_013639434.1, XP_013625571.1	Ag005G487240
OG0001798	XP_013596753.1	Ag007G634010, Ag007G617560
OG0001798	XP_013628728.1, XP_013624134.1, XP_013587609.1, XP_013584526.1	Ag005G482460, Ag005G482450
OG0001799	XP_013593869.1	Ag007G636850
OG0001799	XP_013621910.1, XP_013637786.1	Ag005G482440
OG0001800	XP_013623184.1, XP_013586508.1	Ag005G481550
OG0001800	XP_013611301.1	Ag007G630070
OG0001801	XP_013612213.1, XP_013614131.1	Ag007G642890
OG0001801	XP_013587525.1	Ag005G480580
OG0001803	XP_013633610.1, XP_013625236.1	Ag002G167110
OG0001803	XP_013588265.1	Ag001G070740
OG0001804	XP_013592654.1	Ag007G587840
OG0001804	XP_013638457.1, XP_013602250.1	Ag004G324610
OG0001805	XP_013590043.1	Ag003G212500
OG0001805	XP_013586866.1, XP_013600265.1	Ag004G325610
OG0001806	XP_013605839.1, XP_013587030.1, XP_013605915.1	Ag004G326900
OG0001807	XP_013634355.1, XP_013627880.1	Ag002G164690
OG0001807	XP_013599662.1	Ag004G332290
OG0001808	XP_013592872.1	Ag003G222660
OG0001808	XP_013586147.1, XP_013586148.1, XP_013615337.1	Ag004G333980
OG0001809	XP_013592476.1	Ag004G346390
OG0001809	XP_013598060.1, XP_013585804.1	Ag003G243150
OG0001810	XP_013596530.1, XP_013585813.1, XP_013627619.1, XP_013590876.1	Ag004G349490
OG0001811	XP_013619359.1, XP_013597257.1	Ag007G596840
OG0001812	XP_013592445.1, XP_013592310.1, XP_013628095.1, XP_013593854.1, XP_013587312.1	Ag004G354290
OG0001814	XP_013603662.1, XP_013624034.1, XP_013634756.1	Ag006G521640
OG0001815	XP_013613681.1, XP_013612768.1	Ag007G630380
OG0001816	XP_013586466.1	Ag005G484350, Ag008G706230
OG0001816	XP_013593318.1	Ag007G637250
OG0001817	XP_013618149.1, XP_013623255.1	Ag006G501100
OG0001817	XP_013586567.1, XP_013584855.1	Ag005G473710
OG0001818	XP_013606003.1, XP_013595736.1	Ag008G722420
OG0001819	XP_013610536.1	Ag001G099880
OG0001819	XP_013593555.1, XP_013605897.1	Ag001G063050
OG0001820	XP_013630355.1, XP_013606791.1	Ag008G690870
OG0001820	XP_013623031.1	Ag008G691000
OG0001821	XP_013589045.1, XP_013588238.1, XP_013592781.1	Ag001G008650
OG0001821	XP_013622355.1	Ag005G462350
OG0001822	XP_013628051.1	Ag005G441860
OG0001822	XP_013591131.1	Ag001G009980
OG0001823	XP_013599090.1, XP_013599089.1	Ag005G403260
OG0001824	XP_013630144.1	Ag002G172600
OG0001824	XP_013605563.1, XP_013636049.1	Ag001G073050
OG0001825	XP_013634842.1, XP_013635238.1	Ag002G183980
OG0001825	XP_013634389.1, XP_013603287.1	Ag001G079270
OG0001826	XP_013632242.1, XP_013637036.1	Ag001G082390
OG0001826	XP_013637155.1, XP_013622126.1	Ag002G189550
OG0001827	XP_013615108.1	Ag001G083310
OG0001828	XP_013634661.1	Ag002G199770
OG0001828	XP_013605559.1, XP_013631449.1	Ag001G092410
OG0001830	XP_013591321.1	Ag001G087790, Ag001G087750
OG0001831	XP_013596434.1	Ag002G174920, Ag002G123490, Ag004G335270
OG0001832	XP_013629840.1, XP_013623926.1, XP_013635351.1	Ag002G172720, Ag002G172670, Ag002G174240, Ag002G141910, Ag002G141860, Ag002G164000, Ag002G164010
OG0001833	XP_013597030.1, XP_013591088.1	Ag003G270110
OG0001833	XP_013620599.1	Ag003G270090
OG0001834	XP_013584424.1	Ag004G323860, Ag004G323810
OG0001835	XP_013615075.1	Ag004G333740
OG0001836	XP_013635017.1, XP_013610636.1	Ag004G378750
OG0001837	XP_013616749.1, XP_013616656.1	Ag006G499640, Ag006G499580
OG0001838	XP_013639280.1, XP_013636832.1	Ag006G577600, Ag006G577590
OG0001844	XP_013608947.1, XP_013599949.1	Ag005G404910
OG0001845	XP_013626287.1	Ag003G265620, Ag003G266430
OG0001845	XP_013596762.1, XP_013598586.1	Ag003G265670, Ag003G266450
OG0001846	XP_013599422.1	Ag005G416590
OG0001846	XP_013611345.1, XP_013630727.1	Ag003G285350
OG0001847	XP_013593966.1	Ag001G101550
OG0001848	XP_013600664.1, XP_013600259.1, XP_013585674.1	Ag004G311930
OG0001849	XP_013611551.1, XP_013606241.1	Ag004G375760, Ag004G375740
OG0001849	XP_013611546.1	Ag004G375730
OG0001850	XP_013621075.1	Ag008G668520
OG0001851	XP_013593203.1, XP_013611676.1, XP_013618157.1	Ag008G669260
OG0001852	XP_013590191.1, XP_013613533.1	Ag007G648730
OG0001853	XP_013602819.1	Ag001G070700
OG0001855	XP_013619513.1, XP_013590834.1	Ag004G361890
OG0001855	XP_013592725.1, XP_013614719.1, XP_013635334.1	Ag003G219370
OG0001856	XP_013605979.1	Ag004G379750
OG0001856	XP_013601962.1, XP_013585011.1, XP_013602396.1	Ag004G315210
OG0001857	XP_013615663.1, XP_013621869.1, XP_013606590.1	Ag008G701620
OG0001858	XP_013613022.1, XP_013622313.1	Ag006G497350
OG0001858	XP_013596595.1	Ag005G475780
OG0001859	XP_013616660.1, XP_013584902.1	Ag005G475220
OG0001859	XP_013606355.1	Ag006G498220
OG0001860	XP_013611098.1	Ag006G501110
OG0001860	XP_013592337.1, XP_013637968.1	Ag005G473700
OG0001861	XP_013628411.1, XP_013638292.1	Ag005G473470
OG0001861	XP_013622627.1	Ag006G501580
OG0001862	XP_013606130.1	Ag006G504810
OG0001862	XP_013618751.1, XP_013638267.1	Ag005G472120
OG0001863	XP_013617970.1	Ag007G586220
OG0001864	XP_013607797.1, XP_013594923.1, XP_013605945.1	Ag001G057530
OG0001865	XP_013612990.1, XP_013606290.1	Ag008G693500
OG0001865	XP_013610404.1	Ag003G251520
OG0001866	XP_013609438.1, XP_013620835.1	Ag008G694080
OG0001866	XP_013600649.1	Ag003G251060
OG0001867	XP_013608566.1, XP_013626541.1, XP_013594197.1, XP_013622194.1	Ag008G702770
OG0001868	XP_013606734.1, XP_013621342.1, XP_013623227.1	Ag008G719670
OG0001868	XP_013611491.1	Ag007G609070
OG0001869	XP_013628521.1	Ag008G733320
OG0001869	XP_013621525.1, XP_013628577.1	Ag007G605070
OG0001870	XP_013618733.1	Ag007G604900
OG0001871	XP_013623690.1, XP_013613612.1, XP_013610480.1	Ag008G732600
OG0001872	XP_013616026.1, XP_013630287.1	Ag008G731790
OG0001873	XP_013618577.1, XP_013625025.1, XP_013611505.1	Ag007G602490
OG0001874	XP_013607412.1, XP_013619017.1, XP_013627510.1, XP_013627504.1	Ag004G382240, Ag004G382180
OG0001875	XP_013619027.1, XP_013600317.1, XP_013612245.1, XP_013612243.1	Ag007G600850
OG0001875	XP_013606047.1	Ag008G724460
OG0001876	XP_013625590.1	Ag007G600620
OG0001877	XP_013619263.1, XP_013609790.1	Ag006G508270
OG0001878	XP_013597710.1	Ag006G577560
OG0001878	XP_013593657.1	Ag002G114470, Ag002G122570
OG0001879	XP_013593733.1	Ag006G576510
OG0001879	XP_013619106.1	Ag001G072540
OG0001880	XP_013615050.1, XP_013604228.1, XP_013604230.1	Ag006G575460
OG0001881	XP_013627161.1, XP_013597292.1	Ag006G563000
OG0001882	XP_013609380.1	Ag002G132320
OG0001882	XP_013601775.1, XP_013621704.1	Ag006G565790
OG0001883	XP_013612720.1	Ag002G137780, Ag002G138330
OG0001883	XP_013623372.1, XP_013598335.1	Ag006G567200
OG0001884	XP_013605910.1, XP_013585515.1, XP_013585514.1	Ag004G322710
OG0001884	XP_013590430.1	Ag003G207810
OG0001885	XP_013605775.1, XP_013592632.1	Ag006G540570
OG0001885	XP_013609743.1, XP_013619524.1	Ag002G147880
OG0001886	XP_013587392.1, XP_013600714.1	Ag006G535050
OG0001886	XP_013630137.1	Ag002G153380
OG0001887	XP_013591449.1	Ag006G533600
OG0001888	XP_013626298.1, XP_013635531.1	Ag007G582420
OG0001889	XP_013622150.1, XP_013606254.1	Ag005G411070
OG0001889	XP_013592039.1	Ag003G288930
OG0001890	XP_013623699.1	Ag003G292510
OG0001890	XP_013639314.1	Ag003G292500
OG0001891	XP_013593681.1, XP_013600083.1	Ag003G248320
OG0001891	XP_013639162.1	Ag004G312380
OG0001892	XP_013598908.1, XP_013621033.1	Ag002G158270
OG0001892	XP_013593949.1	Ag007G584090
OG0001893	XP_013623417.1	Ag002G147720
OG0001893	XP_013607978.1, XP_013612418.1, XP_013627196.1	Ag002G147790
OG0001894	XP_013633927.1, XP_013625475.1, XP_013633716.1	Ag002G184630
OG0001895	XP_013596167.1, XP_013610174.1	Ag002G122580, Ag002G114480, Ag002G114560, Ag002G122700, Ag002G122690
OG0001896	XP_013597334.1, XP_013586942.1, XP_013603212.1, XP_013602620.1	Ag001G043410
OG0001897	XP_013619608.1	Ag005G432290
OG0001897	XP_013615696.1, XP_013594304.1, XP_013602419.1	Ag001G038050
OG0001898	XP_013607430.1, XP_013585794.1	Ag005G437430
OG0001898	XP_013601946.1	Ag001G035470
OG0001899	XP_013588222.1	Ag001G034310
OG0001899	XP_013615128.1, XP_013583781.1, XP_013624275.1	Ag005G439430
OG0001900	XP_013637118.1, XP_013592312.1	Ag007G656810
OG0001901	XP_013587013.1, XP_013591425.1	Ag002G206350
OG0001901	XP_013604107.1	Ag001G097970
OG0001902	XP_013634195.1	Ag002G204540
OG0001903	XP_013631110.1	Ag001G093330
OG0001903	XP_013630167.1, XP_013587926.1	Ag002G201220
OG0001904	XP_013621969.1	Ag001G093130
OG0001904	XP_013634088.1, XP_013635688.1	Ag002G201030
OG0001905	XP_013591734.1, XP_013604199.1	Ag001G091820
OG0001905	XP_013626324.1	Ag002G198810
OG0001906	XP_013604709.1, XP_013636355.1	Ag001G090410
OG0001906	XP_013634216.1, XP_013634366.1	Ag002G196670
OG0001907	XP_013594440.1	Ag001G056180
OG0001908	XP_013597180.1, XP_013617973.1	Ag008G729570, Ag003G284210, Ag003G284230, Ag003G284260, Ag003G284240
OG0001909	XP_013614658.1, XP_013637891.1	Ag004G299530
OG0001910	XP_013606271.1, XP_013622503.1	Ag007G586540
OG0001910	XP_013600401.1	Ag004G301310
OG0001911	XP_013610731.1	Ag007G587880
OG0001911	XP_013584952.1, XP_013604007.1	Ag004G302380
OG0001912	XP_013637139.1	Ag007G590120
OG0001912	XP_013599680.1, XP_013637957.1	Ag004G304120
OG0001913	XP_013605590.1	Ag004G304580
OG0001913	XP_013631820.1	Ag007G590650
OG0001915	XP_013634648.1, XP_013633827.1	Ag007G591450
OG0001915	XP_013584762.1	Ag004G305260
OG0001917	XP_013634754.1, XP_013634931.1	Ag007G595270
OG0001917	XP_013605880.1	Ag004G307470
OG0001918	XP_013626608.1	Ag004G343210, Ag004G340590, Ag004G340010, Ag004G340060, Ag004G340130, Ag004G340040, Ag004G339990, Ag004G340030, Ag004G340090, Ag004G340000, Ag004G340050, Ag004G340070, Ag004G340080, Ag004G340110, Ag001G056910, Ag001G056960, Ag001G056940
OG0001919	XP_013627353.1	Ag007G613960
OG0001919	XP_013583563.1, XP_013623707.1	Ag001G100680
OG0001920	XP_013618168.1	Ag007G622180
OG0001920	XP_013633231.1, XP_013583760.1	Ag005G488660
OG0001921	XP_013629349.1	Ag007G622330
OG0001921	XP_013630420.1, XP_013587168.1	Ag005G488600
OG0001922	XP_013625191.1	Ag005G483250
OG0001922	XP_013615098.1, XP_013606557.1	Ag007G635830
OG0001923	XP_013630397.1, XP_013631106.1	Ag002G180630
OG0001923	XP_013592790.1	Ag001G076830
OG0001924	XP_013591880.1	Ag001G072680, Ag001G072670, Ag001G072640
OG0001924	XP_013631193.1, XP_013631169.1	Ag002G171650, Ag002G171590
OG0001925	XP_013632096.1, XP_013631570.1, XP_013623308.1	Ag002G174830
OG0001925	XP_013604216.1	Ag001G074360
OG0001926	XP_013636470.1, XP_013637279.1	Ag002G175480
OG0001926	XP_013598579.1	Ag001G065670
OG0001927	XP_013585659.1, XP_013604161.1, XP_013602007.1	Ag004G323560
OG0001928	XP_013590188.1	Ag003G214210
OG0001928	XP_013605410.1, XP_013587632.1	Ag004G326370
OG0001929	XP_013588126.1, XP_013621411.1, XP_013588594.1	Ag003G237910
OG0001930	XP_013585291.1	Ag004G330440
OG0001930	XP_013591385.1, XP_013591558.1	Ag003G231520
OG0001931	XP_013589734.1	Ag003G229470
OG0001931	XP_013605256.1, XP_013638157.1	Ag004G331130
OG0001932	XP_013604809.1, XP_013586195.1	Ag004G332080
OG0001932	XP_013591834.1	Ag003G227620
OG0001933	XP_013585309.1	Ag004G336300
OG0001933	XP_013590277.1, XP_013591854.1, XP_013620759.1	Ag003G219480
OG0001934	XP_013584988.1	Ag004G338630, Ag004G338620
OG0001934	XP_013618421.1	Ag003G215220
OG0001935	XP_013638942.1	Ag003G241230
OG0001935	XP_013588327.1, XP_013589834.1	Ag004G344220
OG0001936	XP_013591581.1	Ag004G346240
OG0001937	XP_013614494.1	Ag003G244590
OG0001937	XP_013612633.1, XP_013592810.1	Ag004G348740
OG0001938	XP_013584277.1	Ag004G330340
OG0001939	XP_013636816.1	Ag006G521240
OG0001939	XP_013629317.1, XP_013596272.1	Ag003G295530
OG0001940	XP_013625825.1	Ag001G097460
OG0001940	XP_013609213.1, XP_013597998.1	Ag001G097450
OG0001942	XP_013585067.1, XP_013596856.1	Ag005G467950
OG0001943	XP_013630802.1, XP_013633554.1	Ag005G472340
OG0001944	XP_013626101.1, XP_013586615.1	Ag005G472710
OG0001944	XP_013616680.1	Ag006G503640, Ag006G503610
OG0001945	XP_013627012.1, XP_013604158.1	Ag008G722030
OG0001946	XP_013618537.1, XP_013602362.1	Ag008G691070
OG0001946	XP_013595512.1	Ag008G723640
OG0001948	XP_013616204.1, XP_013607339.1, XP_013622098.1	Ag008G715580
OG0001949	XP_013609829.1	Ag008G717900
OG0001950	XP_013637862.1, XP_013621951.1	Ag005G467970, Ag004G374770
OG0001950	XP_013587976.1	Ag001G003500
OG0001951	XP_013628454.1, XP_013638630.1	Ag005G464770
OG0001951	XP_013588649.1	Ag001G006490
OG0001952	XP_013602102.1	Ag001G031470, Ag001G030270
OG0001952	XP_013638356.1	Ag005G460060
OG0001953	XP_013638372.1	Ag005G450500
OG0001953	XP_013584099.1, XP_013604256.1	Ag001G018080
OG0001954	XP_013608130.1, XP_013587572.1	Ag005G444580
OG0001955	XP_013588384.1, XP_013622606.1, XP_013587834.1	Ag001G010570
OG0001956	XP_013598408.1	Ag005G419280
OG0001957	XP_013637263.1, XP_013637594.1	Ag002G161280
OG0001957	XP_013587486.1	Ag007G580550
OG0001958	XP_013625456.1	Ag008G697480, Ag005G415070
OG0001959	XP_013590724.1, XP_013632086.1	Ag001G091250
