Orthogroup	Brassica_oleracea	Cardamine_amara
OG0000804	XP_013637339.1, XP_013594452.1, XP_013632571.1	evm.model.RL_6.1471
OG0000804	XP_013633161.1	evm.model.RL_6.1472
OG0000805	XP_013619063.1, XP_013602346.1, XP_013636035.1, XP_013623274.1, XP_013583710.1	evm.model.RL_1.2133
OG0000806	XP_013635236.1	evm.model.RL_6.929
OG0000806	XP_013626961.1	evm.model.RL_6.2562
OG0000807	XP_013627663.1, XP_013633722.1	evm.model.RL_6.2553
OG0000807	XP_013629398.1, XP_013584625.1	evm.model.RL_1.29
OG0000808	XP_013633577.1	evm.model.RL_6.982
OG0000808	XP_013603007.1	evm.model.RL_7.1735
OG0000808	XP_013629824.1	evm.model.RL_8.2012
OG0000809	XP_013597861.1, XP_013625216.1, XP_013637687.1	evm.model.RL_5.3297
OG0000809	XP_013590364.1	evm.model.RL_3.1324
OG0000813	XP_013583297.1	evm.model.RL_1.1651
OG0000813	XP_013584895.1	evm.model.RL_1.1652, evm.model.RL_1.1650
OG0000814	XP_013616922.1, XP_013619664.1	evm.model.RL_8.2082, evm.model.RL_8.2083, evm.model.RL_8.862
OG0000818	XP_013622778.1	evm.model.RL_7.1461
OG0000818	XP_013601027.1, XP_013601020.1	evm.model.RL_2.2289
OG0000819	XP_013637894.1	evm.model.RL_1.966
OG0000819	XP_013619169.1, XP_013627129.1	evm.model.RL_4.3071
OG0000819	XP_013590141.1, XP_013633622.1, XP_013602371.1	evm.model.RL_7.744
OG0000821	XP_013608109.1, XP_013615654.1, XP_013626614.1, XP_013618935.1	evm.model.RL_8.1294
OG0000823	XP_013593146.1, XP_013620973.1, XP_013612330.1	evm.model.RL_4.73
OG0000823	XP_013604959.1, XP_013597709.1, XP_013601619.1	evm.model.RL_2.1303
OG0000824	XP_013587936.1	evm.model.RL_5.2646.1.687c88bc, evm.model.RL_5.2647
OG0000824	XP_013606961.1, XP_013616109.1	evm.model.RL_8.737
OG0000825	XP_013591912.1	evm.model.RL_7.212
OG0000825	XP_013630510.1, XP_013637367.1	evm.model.RL_6.2770
OG0000826	XP_013626777.1	evm.model.RL_4.393
OG0000827	XP_013612367.1	evm.model.RL_8.1586
OG0000827	XP_013618619.1, XP_013606887.1	evm.model.RL_4.3372
OG0000828	XP_013627955.1, XP_013630533.1	evm.model.RL_6.1395, evm.model.RL_6.902, evm.model.RL_6.1368, evm.model.RL_4.335
OG0000829	XP_013621820.1	evm.model.RL_4.1889, evm.model.RL_4.1890
OG0000830	XP_013602094.1, XP_013586471.1, XP_013598621.1	evm.model.RL_2.3475
OG0000830	XP_013592771.1	evm.model.RL_3.2014
OG0000831	XP_013584245.1, XP_013599105.1	evm.model.RL_5.3686, evm.model.RL_2.166
OG0000833	XP_013587280.1, XP_013584121.1, XP_013610261.1, XP_013629853.1, XP_013623508.1	evm.model.RL_1.1403, evm.model.RL_1.3124, evm.model.RL_1.2735
OG0000833	XP_013589070.1	evm.model.RL_5.3799
OG0000834	XP_013638659.1, XP_013583244.1, XP_013584992.1	evm.model.RL_1.1773
OG0000835	XP_013608484.1, XP_013630534.1, XP_013587228.1	evm.model.RL_1.1819
OG0000835	XP_013600845.1, XP_013592364.1, XP_013587696.1	evm.model.RL_5.2067
OG0000837	XP_013601845.1	evm.model.RL_5.1028
OG0000841	XP_013596149.1	evm.model.RL_2.1261
OG0000841	XP_013617520.1	evm.model.RL_2.1260, evm.model.RL_3.846
OG0000842	XP_013621097.1	evm.model.RL_7.2394
OG0000842	XP_013609524.1, XP_013617784.1	evm.model.RL_7.2390, evm.model.RL_7.2392
OG0000843	XP_013639762.1	evm.model.RL_8.2205
OG0000844	XP_013586897.1, XP_013612104.1	evm.model.RL_1.867
OG0000844	XP_013611602.1, XP_013630313.1	evm.model.RL_4.3252
OG0000845	XP_013596320.1	evm.model.RL_2.2005, evm.model.RL_8.1161
OG0000845	XP_013602930.1	evm.model.RL_7.1523
OG0000846	XP_013617025.1, XP_013594128.1	evm.model.RL_2.2840_evm.model.RL_2.2841
OG0000847	XP_013590345.1, XP_013610028.1, XP_013612593.1	evm.model.RL_4.2614
OG0000847	XP_013613324.1, XP_013621372.1, XP_013629133.1	evm.model.RL_8.2540
OG0000848	XP_013602603.1, XP_013585625.1	evm.model.RL_2.602.1.687c86e1, evm.model.RL_5.66.1.687c88a9
OG0000848	XP_013625863.1, XP_013608931.1	evm.model.RL_2.768
OG0000849	XP_013634629.1, XP_013634305.1	evm.model.RL_6.2812
OG0000849	XP_013608891.1	evm.model.RL_8.147
OG0000849	XP_013601737.1	evm.model.RL_7.178
OG0000850	XP_013603654.1, XP_013602668.1	evm.model.RL_7.242
OG0000850	XP_013635492.1	evm.model.RL_7.240
OG0000851	XP_013614879.1	evm.model.RL_6.2305
OG0000851	XP_013591873.1	evm.model.RL_7.619
OG0000852	XP_013610268.1	evm.model.RL_4.1630
OG0000853	XP_013626710.1, XP_013626612.1, XP_013610213.1, XP_013609514.1	evm.model.RL_8.338
OG0000854	XP_013636763.1, XP_013630850.1	evm.model.RL_6.936
OG0000854	XP_013604894.1, XP_013604892.1, XP_013586198.1	evm.model.RL_5.648
OG0000855	XP_013629352.1, XP_013603457.1, XP_013621918.1	evm.model.RL_7.1584
OG0000855	XP_013620384.1, XP_013612985.1, XP_013629060.1	evm.model.RL_8.2339
OG0000857	XP_013606002.1	evm.model.RL_7.2100
OG0000857	XP_013603674.1, XP_013608373.1	evm.model.RL_7.1477
OG0000859	XP_013624007.1, XP_013583388.1	evm.model.RL_6.2674
OG0000860	XP_013624004.1, XP_013591021.1, XP_013614457.1, XP_013629717.1, XP_013616910.1	evm.model.RL_2.1168
OG0000863	XP_013615614.1, XP_013627377.1, XP_013584133.1	evm.model.RL_2.1036
OG0000868	XP_013611649.1, XP_013629183.1, XP_013620700.1	evm.model.RL_4.2884
OG0000868	XP_013611723.1, XP_013629344.1, XP_013586795.1	evm.model.RL_1.1099.1.687c87ec
OG0000869	XP_013597716.1, XP_013620974.1, XP_013593770.1, XP_013612331.1	evm.model.RL_4.74
OG0000869	XP_013604961.1, XP_013601636.1	evm.model.RL_2.1304
OG0000870	XP_013592040.1, XP_013637240.1	evm.model.RL_6.1464, evm.model.RL_5.3407, evm.model.RL_6.1463
OG0000871	XP_013614755.1, XP_013630335.1	evm.model.RL_1.168
OG0000871	XP_013637375.1, XP_013614383.1	evm.model.RL_2.373
OG0000875	XP_013586398.1, XP_013586034.1	evm.model.RL_5.516
OG0000881	XP_013633054.1, XP_013594537.1, XP_013639190.1, XP_013613782.1, XP_013617159.1, XP_013615327.1, XP_013583328.1, XP_013608446.1, XP_013615390.1, XP_013617690.1, XP_013594855.1	evm.model.RL_8.657, evm.model.RL_4.147
OG0000881	XP_013608027.1, XP_013639229.1	evm.model.RL_6.567
OG0000884	XP_013619047.1, XP_013590449.1, XP_013591184.1	evm.model.RL_3.1214
OG0000884	XP_013625765.1, XP_013583837.1, XP_013595297.1	evm.model.RL_5.3223
OG0000885	XP_013638969.1, XP_013602928.1, XP_013593813.1	evm.model.RL_5.3520.2.687c88c3
OG0000885	XP_013593300.1, XP_013601160.1	evm.model.RL_2.2318.1.687c86e5
OG0000886	XP_013631023.1, XP_013614864.1	evm.model.RL_4.585, evm.model.RL_4.584
OG0000887	XP_013627501.1	evm.model.RL_6.2864
OG0000887	XP_013602313.1	evm.model.RL_6.2862
OG0000888	XP_013631189.1, XP_013591938.1, XP_013599511.1	evm.model.RL_7.511
OG0000888	XP_013630985.1, XP_013636604.1, XP_013629085.1	evm.model.RL_6.2372
OG0000889	XP_013602272.1, XP_013590260.1, XP_013633621.1	evm.model.RL_7.825
OG0000889	XP_013607160.1	evm.model.RL_7.1733, evm.model.RL_8.2013
OG0000890	XP_013588508.1, XP_013600413.1	evm.model.RL_7.1019
OG0000890	XP_013622346.1, XP_013637246.1, XP_013636869.1, XP_013588888.1	evm.model.RL_6.1835
OG0000891	XP_013638775.1	evm.model.RL_5.3522
OG0000891	XP_013595882.1, XP_013602091.1	evm.model.RL_5.3521
OG0000892	XP_013597929.1, XP_013621349.1, XP_013635562.1, XP_013583600.1, XP_013627909.1	evm.model.RL_4.1191
OG0000894	XP_013606349.1	evm.model.RL_7.1693
OG0000895	XP_013626605.1, XP_013603233.1, XP_013593559.1	evm.model.RL_1.2442, evm.model.RL_1.2443, evm.model.RL_1.2440, evm.model.RL_1.2441
OG0000897	XP_013625607.1	evm.model.RL_6.1893
OG0000900	XP_013600552.1, XP_013603713.1	evm.model.RL_5.1195
OG0000901	XP_013591334.1, XP_013600587.1	evm.model.RL_2.1203
OG0000902	XP_013586710.1, XP_013585731.1	evm.model.RL_1.998
OG0000903	XP_013589239.1	evm.model.RL_7.1829
OG0000904	XP_013615362.1, XP_013622336.1, XP_013612476.1, XP_013622021.1, XP_013616337.1	evm.model.RL_2.2680
OG0000905	XP_013612601.1	evm.model.RL_4.2551
OG0000906	XP_013619796.1	evm.model.RL_2.1348
OG0000906	XP_013606125.1, XP_013625796.1	evm.model.RL_4.2580
OG0000907	XP_013597031.1	evm.model.RL_2.1418
OG0000907	XP_013596846.1, XP_013620305.1, XP_013610185.1	evm.model.RL_4.240
OG0000908	XP_013598085.1	evm.model.RL_2.3408
OG0000908	XP_013584601.1	evm.model.RL_1.481
OG0000909	XP_013593431.1	evm.model.RL_5.3381.1.687c88c2
OG0000909	XP_013631773.1	evm.model.RL_2.844
OG0000909	XP_013611213.1, XP_013622009.1	evm.model.RL_4.2021
OG0000910	XP_013612535.1	evm.model.RL_8.2090
OG0000910	XP_013614519.1	evm.model.RL_8.2089, evm.model.RL_8.2088
OG0000911	XP_013606086.1, XP_013598888.1	evm.model.RL_8.2788
OG0000912	XP_013614540.1, XP_013612334.1	evm.model.RL_8.279
OG0000914	XP_013630271.1	evm.model.RL_1.312
OG0000915	XP_013600896.1, XP_013590378.1, XP_013634855.1	evm.model.RL_7.1095
OG0000915	XP_013636924.1, XP_013636224.1, XP_013626025.1	evm.model.RL_6.1737
OG0000916	XP_013639052.1	evm.model.RL_5.1293
OG0000916	XP_013637688.1	evm.model.RL_5.1294, evm.model.RL_5.1296
OG0000917	XP_013599483.1, XP_013632169.1, XP_013632255.1, XP_013609726.1, XP_013601055.1	evm.model.RL_5.1164
OG0000918	XP_013610284.1	evm.model.RL_4.390.3.687c86ce
OG0000919	XP_013586830.1, XP_013624223.1	evm.model.RL_1.1647
OG0000921	XP_013590136.1	evm.model.RL_5.2063
OG0000921	XP_013591100.1	evm.model.RL_5.2064
OG0000923	XP_013635137.1, XP_013623484.1, XP_013627474.1	evm.model.RL_8.1096, evm.model.RL_8.1098, evm.model.RL_8.1154, evm.model.RL_8.1095
OG0000924	XP_013598410.1, XP_013625066.1	evm.model.RL_2.3157, evm.model.RL_3.688
OG0000924	XP_013596314.1, XP_013612815.1	evm.model.RL_1.2997
OG0000930	XP_013596766.1, XP_013610150.1, XP_013603388.1	evm.model.RL_1.3153
OG0000930	XP_013627199.1, XP_013598048.1, XP_013596686.1	evm.model.RL_2.2456
OG0000931	XP_013638812.1, XP_013628159.1	evm.model.RL_1.762
OG0000931	XP_013585559.1, XP_013625408.1, XP_013628267.1	evm.model.RL_1.1022
OG0000932	XP_013633770.1	evm.model.RL_6.1855
OG0000932	XP_013587224.1, XP_013611692.1, XP_013630811.1	evm.model.RL_1.1104
OG0000933	XP_013589215.1, XP_013603105.1, XP_013596677.1	evm.model.RL_2.2073
OG0000933	XP_013619373.1	evm.model.RL_8.1331
OG0000934	XP_013597384.1	evm.model.RL_2.1501
OG0000935	XP_013628832.1, XP_013611104.1	evm.model.RL_8.408
OG0000935	XP_013593349.1, XP_013629880.1, XP_013598366.1	evm.model.RL_2.1623
OG0000936	XP_013638898.1	evm.model.RL_2.1661
OG0000936	XP_013590788.1	evm.model.RL_2.1663
OG0000937	XP_013595231.1	evm.model.RL_8.883, evm.model.RL_2.1913_evm.model.RL_2.1914
OG0000938	XP_013627804.1	evm.model.RL_2.3376
OG0000938	XP_013608538.1, XP_013613042.1, XP_013608551.1	evm.model.RL_2.3377
OG0000939	XP_013605782.1	evm.model.RL_2.3425, evm.model.RL_6.46
OG0000940	XP_013628812.1, XP_013597907.1	evm.model.RL_1.2529
OG0000940	XP_013601275.1, XP_013629179.1	evm.model.RL_1.2530
OG0000941	XP_013629485.1, XP_013636640.1	evm.model.RL_2.925
OG0000941	XP_013599510.1	evm.model.RL_5.413.1.687c88ac
OG0000942	XP_013599206.1, XP_013626597.1, XP_013626217.1, XP_013633941.1, XP_013637281.1	evm.model.RL_6.2495
OG0000943	XP_013625529.1	evm.model.RL_1.485, evm.model.RL_4.1067
OG0000944	XP_013605303.1	evm.model.RL_7.404.1.687c84b4
OG0000945	XP_013614849.1, XP_013627925.1, XP_013623817.1	evm.model.RL_4.1934
OG0000946	XP_013622738.1	evm.model.RL_4.3392
OG0000946	XP_013623736.1	evm.model.RL_4.3394
OG0000946	XP_013606939.1, XP_013620353.1	evm.model.RL_4.3393
OG0000947	XP_013628175.1, XP_013615084.1	evm.model.RL_4.2073
OG0000947	XP_013638607.1, XP_013636524.1, XP_013621934.1	evm.model.RL_1.134
OG0000948	XP_013602344.1, XP_013631919.1	evm.model.RL_6.2059, evm.model.RL_7.833
OG0000950	XP_013621282.1, XP_013593190.1	evm.model.RL_4.1087
OG0000950	XP_013618582.1	evm.model.RL_1.511
OG0000951	XP_013610415.1, XP_013607834.1	evm.model.RL_4.105
OG0000953	XP_013593988.1, XP_013600342.1	evm.model.RL_7.1379
OG0000954	XP_013587589.1, XP_013584479.1, XP_013610393.1	evm.model.RL_1.1843
OG0000956	XP_013617338.1, XP_013617243.1, XP_013626125.1, XP_013639477.1, XP_013639243.1, XP_013589511.1, XP_013594887.1, XP_013633091.1, XP_013639244.1	evm.model.RL_5.2612
OG0000957	XP_013633203.1, XP_013601107.1, XP_013639199.1	evm.model.RL_1.215
OG0000962	XP_013631028.1	evm.model.RL_2.225
OG0000962	XP_013607481.1	evm.model.RL_7.2182
OG0000963	XP_013622119.1, XP_013638748.1	evm.model.RL_1.847
OG0000965	XP_013627974.1, XP_013584391.1	evm.model.RL_1.1272
OG0000965	XP_013598714.1, XP_013605877.1	evm.model.RL_2.1483
OG0000966	XP_013614151.1, XP_013614837.1	evm.model.RL_2.1507
OG0000966	XP_013597559.1, XP_013614153.1	evm.model.RL_2.1500
OG0000967	XP_013600410.1	evm.model.RL_5.2441
OG0000967	XP_013595455.1, XP_013638410.1	evm.model.RL_5.3543
OG0000968	XP_013589246.1, XP_013633190.1	evm.model.RL_2.433
OG0000968	XP_013635350.1, XP_013635065.1	evm.model.RL_2.434
OG0000970	XP_013597541.1	evm.model.RL_8.2730
OG0000970	XP_013614138.1	evm.model.RL_7.1381, evm.model.RL_2.611
OG0000970	XP_013600618.1	evm.model.RL_6.92
OG0000972	XP_013610792.1, XP_013597067.1	evm.model.RL_4.1104
OG0000972	XP_013622832.1, XP_013593235.1	evm.model.RL_1.518
OG0000973	XP_013624201.1, XP_013614321.1, XP_013630505.1	evm.model.RL_1.554
OG0000974	XP_013633749.1	evm.model.RL_6.1729
OG0000975	XP_013604265.1, XP_013638526.1	evm.model.RL_5.1807
OG0000975	XP_013638381.1	evm.model.RL_5.1808
OG0000976	XP_013605369.1	evm.model.RL_5.1341, evm.model.RL_5.1340
OG0000977	XP_013630109.1	evm.model.RL_7.1667_evm.model.RL_7.1668_evm.model.RL_7.1669
OG0000980	XP_013589534.1	evm.model.RL_2.2453
OG0000983	XP_013626972.1, XP_013608343.1	evm.model.RL_4.1504, evm.model.RL_4.1506, evm.model.RL_4.1508
OG0000986	XP_013637458.1	evm.model.RL_6.66
OG0000986	XP_013593648.1, XP_013596904.1	evm.model.RL_3.121
OG0000987	XP_013585792.1	evm.model.RL_5.2787
OG0000988	XP_013606950.1	evm.model.RL_4.2964
OG0000988	XP_013619727.1	evm.model.RL_1.1035
OG0000989	XP_013626792.1, XP_013623374.1	evm.model.RL_8.1304.1.687c855b
OG0000989	XP_013609027.1	evm.model.RL_4.652
OG0000990	XP_013602171.1, XP_013595827.1, XP_013613039.1, XP_013636736.1, XP_013595592.1	evm.model.RL_4.178
OG0000991	XP_013599489.1	evm.model.RL_5.2648
OG0000992	XP_013603851.1, XP_013635601.1	evm.model.RL_6.83
OG0000992	XP_013594784.1, XP_013599164.1	evm.model.RL_2.3399
OG0000993	XP_013629389.1, XP_013629388.1, XP_013593069.1	evm.model.RL_1.2435, evm.model.RL_2.253, evm.model.RL_1.2104
OG0000994	XP_013636716.1	evm.model.RL_6.1111
OG0000994	XP_013588648.1, XP_013623509.1, XP_013636717.1	evm.model.RL_6.1110
OG0000995	XP_013625124.1, XP_013633497.1	evm.model.RL_6.1248
OG0000995	XP_013599942.1, XP_013585679.1	evm.model.RL_5.448, evm.model.RL_7.480
OG0000996	XP_013621697.1, XP_013637489.1, XP_013631019.1	evm.model.RL_6.1167
OG0000996	XP_013583529.1, XP_013604954.1	evm.model.RL_5.522
OG0000997	XP_013586961.1, XP_013604916.1, XP_013600147.1, XP_013628704.1, XP_013637814.1, XP_013622433.1	evm.model.RL_1.332, evm.model.RL_5.1192
OG0000998	XP_013631553.1, XP_013623256.1, XP_013631039.1	evm.model.RL_6.2077
OG0000998	XP_013602361.1, XP_013633995.1	evm.model.RL_7.810
OG0001000	XP_013626523.1, XP_013609069.1	evm.model.RL_4.2147
OG0001001	XP_013595000.1	evm.model.RL_4.1155
OG0001002	XP_013583707.1	evm.model.RL_1.1244
OG0001002	XP_013591080.1	evm.model.RL_5.3947
OG0001003	XP_013590082.1, XP_013590017.1	evm.model.RL_5.3722
OG0001004	XP_013635666.1, XP_013632450.1	evm.model.RL_6.2130
OG0001008	XP_013609800.1, XP_013622299.1	evm.model.RL_2.2446
OG0001008	XP_013615079.1	evm.model.RL_2.2445
OG0001009	XP_013622798.1, XP_013626918.1	evm.model.RL_2.2489, evm.model.RL_2.2488
OG0001009	XP_013586923.1	evm.model.RL_2.2487
OG0001010	XP_013600890.1, XP_013584501.1, XP_013639041.1	evm.model.RL_5.2768
OG0001010	XP_013634526.1, XP_013634750.1	evm.model.RL_6.1643
OG0001011	XP_013585307.1, XP_013583924.1	evm.model.RL_5.2750
OG0001012	XP_013608963.1, XP_013619749.1	evm.model.RL_3.631
OG0001012	XP_013584924.1, XP_013603734.1	evm.model.RL_5.817
OG0001013	XP_013629247.1, XP_013619801.1	evm.model.RL_3.894, evm.model.RL_3.861, evm.model.RL_3.895
OG0001015	XP_013600301.1, XP_013596896.1, XP_013587991.1	evm.model.RL_2.2077
OG0001016	XP_013622121.1, XP_013606071.1, XP_013620109.1	evm.model.RL_4.2475
OG0001016	XP_013612974.1, XP_013598304.1	evm.model.RL_4.1210
OG0001017	XP_013628109.1	evm.model.RL_8.2647
OG0001018	XP_013629566.1, XP_013612385.1, XP_013620090.1, XP_013597275.1, XP_013619815.1	evm.model.RL_4.1363
OG0001019	XP_013597721.1	evm.model.RL_2.1315
OG0001019	XP_013618285.1, XP_013594241.1	evm.model.RL_4.90.4.687c86cd
OG0001020	XP_013636046.1, XP_013593642.1, XP_013602039.1	evm.model.RL_2.1342
OG0001020	XP_013609942.1, XP_013595409.1	evm.model.RL_4.140
OG0001021	XP_013604622.1, XP_013590895.1, XP_013634472.1	evm.model.RL_7.69
OG0001021	XP_013634525.1, XP_013635169.1, XP_013627262.1	evm.model.RL_6.2938
OG0001022	XP_013629086.1	evm.model.RL_6.2879
OG0001022	XP_013604902.1	evm.model.RL_7.133
OG0001023	XP_013597141.1, XP_013594354.1, XP_013610242.1	evm.model.RL_4.1424
OG0001024	XP_013608077.1	evm.model.RL_6.1242
OG0001025	XP_013583535.1	evm.model.RL_5.529
OG0001025	XP_013631255.1	evm.model.RL_6.1155
OG0001026	XP_013586250.1, XP_013626409.1	evm.model.RL_1.95
OG0001026	XP_013609635.1, XP_013626680.1	evm.model.RL_4.2120
OG0001027	XP_013604000.1, XP_013605855.1	evm.model.RL_5.977
OG0001028	XP_013633423.1, XP_013634475.1, XP_013635119.1, XP_013635220.1, XP_013634734.1	evm.model.RL_6.2049
OG0001028	XP_013630979.1, XP_013603269.1	evm.model.RL_7.855
OG0001029	XP_013603641.1, XP_013593680.1, XP_013638825.1	evm.model.RL_5.3564
OG0001029	XP_013590347.1, XP_013618013.1	evm.model.RL_3.2167
OG0001030	XP_013596537.1	evm.model.RL_5.1813
OG0001030	XP_013590568.1, XP_013619113.1	evm.model.RL_3.1974
OG0001031	XP_013584813.1, XP_013603139.1, XP_013596887.1	evm.model.RL_5.1826
OG0001031	XP_013590134.1, XP_013589815.1	evm.model.RL_3.1986
OG0001032	XP_013590392.1, XP_013618548.1	evm.model.RL_3.2070
OG0001032	XP_013603008.1, XP_013615585.1, XP_013584028.1, XP_013596663.1	evm.model.RL_5.3640
OG0001034	XP_013597953.1	evm.model.RL_5.3439
OG0001035	XP_013610190.1	evm.model.RL_1.349
OG0001036	XP_013592611.1	evm.model.RL_3.2263_evm.model.RL_3.2264_evm.model.RL_3.2265.6.687c9761
OG0001037	XP_013591124.1	evm.model.RL_3.2379
OG0001038	XP_013584845.1	evm.model.RL_1.1203
OG0001038	XP_013623438.1, XP_013619079.1	evm.model.RL_1.1204
OG0001039	XP_013584814.1, XP_013590519.1, XP_013599743.1	evm.model.RL_5.2178
OG0001039	XP_013627390.1, XP_013589322.1, XP_013584695.1	evm.model.RL_1.1675
OG0001040	XP_013630470.1, XP_013588586.1	evm.model.RL_5.1907
OG0001040	XP_013629295.1, XP_013615232.1, XP_013635088.1	evm.model.RL_1.2042
OG0001041	XP_013625581.1	evm.model.RL_1.3135
OG0001041	XP_013625367.1	evm.model.RL_7.1628
OG0001044	XP_013592564.1, XP_013605761.1, XP_013604632.1, XP_013631574.1	evm.model.RL_7.820
OG0001045	XP_013627470.1, XP_013589310.1, XP_013601572.1	evm.model.RL_7.1862, evm.model.RL_7.1863, evm.model.RL_7.1781, evm.model.RL_7.1780
OG0001048	XP_013627946.1	evm.model.RL_4.3026
OG0001048	XP_013610905.1, XP_013610627.1, XP_013610751.1, XP_013610547.1	evm.model.RL_4.2422
OG0001051	XP_013629327.1, XP_013618870.1	evm.model.RL_2.3027
OG0001052	XP_013627945.1	evm.model.RL_2.3036
OG0001053	XP_013605130.1, XP_013611947.1	evm.model.RL_3.565
OG0001053	XP_013605500.1	evm.model.RL_5.857
OG0001054	XP_013606455.1	evm.model.RL_3.300
OG0001054	XP_013617017.1	evm.model.RL_3.301
OG0001056	XP_013584958.1	evm.model.RL_1.953
OG0001056	XP_013609991.1, XP_013627375.1, XP_013620812.1	evm.model.RL_4.3093
OG0001057	XP_013590485.1, XP_013596815.1	evm.model.RL_2.2283
OG0001057	XP_013610126.1, XP_013612514.1, XP_013625753.1	evm.model.RL_8.1506, evm.model.RL_8.1507
OG0001058	XP_013595437.1, XP_013605504.1, XP_013637961.1	evm.model.RL_2.1269
OG0001058	XP_013595434.1, XP_013606688.1	evm.model.RL_2.3110
OG0001060	XP_013604553.1, XP_013636487.1	evm.model.RL_2.896
OG0001060	XP_013598597.1, XP_013606699.1, XP_013629739.1	evm.model.RL_1.2283
OG0001061	XP_013586557.1, XP_013624894.1	evm.model.RL_1.2195
OG0001061	XP_013594156.1, XP_013619965.1	evm.model.RL_2.977, evm.model.RL_2.976
OG0001062	XP_013618143.1	evm.model.RL_8.2716
OG0001063	XP_013584728.1, XP_013624445.1, XP_013630382.1	evm.model.RL_1.519
OG0001064	XP_013636479.1, XP_013636462.1	evm.model.RL_6.1802
OG0001064	XP_013592283.1, XP_013604706.1, XP_013613784.1	evm.model.RL_7.1064, evm.model.RL_7.1062, evm.model.RL_7.1851, evm.model.RL_7.1063
OG0001065	XP_013634853.1, XP_013626778.1, XP_013634761.1	evm.model.RL_6.1862
OG0001065	XP_013613511.1, XP_013590571.1, XP_013599469.1	evm.model.RL_7.1043
OG0001066	XP_013626566.1, XP_013631475.1, XP_013637236.1	evm.model.RL_6.1861
OG0001066	XP_013605812.1, XP_013587846.1	evm.model.RL_7.1042
OG0001067	XP_013591301.1, XP_013620369.1	evm.model.RL_3.2305.2.687c84be
OG0001067	XP_013604433.1, XP_013604363.1	evm.model.RL_5.1512
OG0001068	XP_013630884.1, XP_013588047.1, XP_013588153.1, XP_013615977.1	evm.model.RL_3.1631
OG0001069	XP_013587816.1, XP_013591836.1	evm.model.RL_3.1920
OG0001069	XP_013586196.1, XP_013604810.1, XP_013600035.1	evm.model.RL_5.1770
OG0001070	XP_013587469.1, XP_013621698.1	evm.model.RL_5.3236
OG0001070	XP_013594391.1	evm.model.RL_1.2931
OG0001071	XP_013615845.1, XP_013583869.1, XP_013638608.1	evm.model.RL_5.1253, evm.model.RL_5.1252
OG0001071	XP_013585242.1, XP_013585253.1, XP_013600645.1	evm.model.RL_5.1254
OG0001072	XP_013611777.1	evm.model.RL_4.1341
OG0001072	XP_013603953.1, XP_013600518.1, XP_013630250.1	evm.model.RL_7.1490
OG0001074	XP_013589587.1	evm.model.RL_3.1141
OG0001076	XP_013617830.1, XP_013619647.1	evm.model.RL_2.2967
OG0001079	XP_013585301.1	evm.model.RL_1.88
OG0001080	XP_013601370.1, XP_013596783.1, XP_013597505.1, XP_013598435.1	evm.model.RL_6.2063
OG0001080	XP_013594760.1	evm.model.RL_8.2749
OG0001084	XP_013605450.1	evm.model.RL_1.3239
OG0001084	XP_013592779.1, XP_013593577.1, XP_013603758.1	evm.model.RL_2.2364
OG0001085	XP_013595418.1, XP_013609142.1, XP_013602296.1	evm.model.RL_1.3150
OG0001085	XP_013637146.1, XP_013625542.1	evm.model.RL_2.2463
