Orthogroup	Brassica_oleracea	Odontarrhena_muralis
OG0004481	XP_013596854.1	Om001G031130
OG0004481	XP_013627362.1	Om001G031170, Om001G031150
OG0004482	XP_013600153.1, XP_013601554.1	Om005G190480, Om005G190490, Om005G190530, Om005G190500, Om005G190520, Om005G190510
OG0004483	XP_013619405.1, XP_013590927.1, XP_013603950.1	Om005G208020
OG0004485	XP_013591026.1	Om003G123860
OG0004487	XP_013599497.1, XP_013604665.1, XP_013628216.1	Om004G144640, Om001G037590
OG0004488	XP_013616788.1, XP_013619877.1, XP_013610749.1, XP_013610321.1	Om004G161160
OG0004489	XP_013620004.1	Om003G119010
OG0004492	XP_013622321.1	Om002G082700
OG0004493	XP_013593042.1	Om002G067710
OG0004498	XP_013610465.1, XP_013595458.1, XP_013602471.1	Om001G022310
OG0004499	XP_013603495.1, XP_013583657.1, XP_013594147.1	Om001G022820
OG0004500	XP_013583465.1, XP_013598904.1, XP_013603486.1	Om001G023610
OG0004501	XP_013626237.1, XP_013597452.1, XP_013638191.1	Om001G025270
OG0004502	XP_013606828.1	Om006G249470
OG0004503	XP_013635754.1, XP_013623957.1, XP_013622075.1	Om001G025770
OG0004504	XP_013597686.1	Om001G026280
OG0004505	XP_013597265.1, XP_013627940.1	Om001G026420
OG0004506	XP_013627902.1, XP_013593313.1, XP_013597241.1	Om001G026760
OG0004507	XP_013588857.1, XP_013635668.1	Om003G121850
OG0004508	XP_013626200.1, XP_013638525.1, XP_013593197.1	Om001G028430
OG0004509	XP_013635591.1, XP_013614208.1	Om001G028950
OG0004510	XP_013614217.1	Om001G028970
OG0004511	XP_013625696.1, XP_013595327.1, XP_013593991.1	Om001G030240
OG0004512	XP_013625056.1, XP_013588559.1, XP_013595906.1	Om001G032610
OG0004513	XP_013628762.1, XP_013595907.1, XP_013632461.1	Om001G032780
OG0004514	XP_013637437.1, XP_013596442.1	Om007G276000
OG0004515	XP_013612796.1, XP_013605359.1, XP_013636586.1	Om005G220010
OG0004516	XP_013612300.1	Om005G222880
OG0004518	XP_013621396.1	Om001G010870, Om001G010860
OG0004519	XP_013593771.1, XP_013610160.1, XP_013618470.1	Om006G275300
OG0004520	XP_013587271.1	Om004G147380
OG0004521	XP_013614747.1, XP_013610882.1, XP_013596583.1	Om006G272890
OG0004522	XP_013593179.1	Om006G269880
OG0004526	XP_013605039.1	Om005G191890
OG0004528	XP_013616551.1	Om003G118530
OG0004529	XP_013611525.1, XP_013628358.1, XP_013619077.1, XP_013586972.1	Om002G055980
OG0004530	XP_013619064.1, XP_013619247.1	Om006G245690
OG0004531	XP_013618220.1, XP_013627087.1, XP_013608874.1	Om003G118010
OG0004532	XP_013623868.1, XP_013619057.1, XP_013610281.1	Om003G118460
OG0004533	XP_013606244.1, XP_013626458.1	Om006G250350
OG0004534	XP_013607087.1, XP_013614732.1	Om006G250240
OG0004535	XP_013630760.1, XP_013618943.1	Om006G249210, Om006G249220
OG0004536	XP_013626442.1, XP_013611789.1, XP_013618391.1	Om006G248390
OG0004537	XP_013609398.1, XP_013595582.1	Om007G313320
OG0004538	XP_013626410.1, XP_013618948.1, XP_013609611.1	Om004G162130
OG0004539	XP_013612581.1, XP_013628442.1, XP_013620463.1	Om004G162280
OG0004540	XP_013607220.1, XP_013625429.1, XP_013618480.1	Om004G162790
OG0004541	XP_013618530.1, XP_013618541.1, XP_013608945.1, XP_013622525.1	Om004G163080
OG0004542	XP_013622634.1	Om004G164300
OG0004542	XP_013599364.1	Om006G240030
OG0004543	XP_013612711.1, XP_013630277.1	Om004G165060
OG0004544	XP_013620786.1, XP_013606523.1, XP_013627580.1	Om004G165700
OG0004545	XP_013613034.1, XP_013629000.1, XP_013615295.1, XP_013616052.1	Om004G167080
OG0004546	XP_013611324.1, XP_013625266.1, XP_013618131.1	Om004G167980
OG0004547	XP_013629277.1	Om004G168850
OG0004548	XP_013595241.1	Om001G002310
OG0004549	XP_013597338.1, XP_013597422.1, XP_013594834.1, XP_013627512.1	Om001G002460
OG0004550	XP_013630306.1, XP_013598261.1, XP_013601989.1	Om001G003530
OG0004551	XP_013599317.1	Om001G009200
OG0004552	XP_013626149.1, XP_013595895.1, XP_013604146.1	Om001G010570
OG0004553	XP_013596755.1, XP_013596189.1	Om001G010550
OG0004554	XP_013620358.1, XP_013595233.1	Om056G377040, Om001G003810, Om001G003710, Om001G011450
OG0004556	XP_013585043.1, XP_013639575.1, XP_013585229.1, XP_013585110.1	Om004G137530
OG0004557	XP_013604858.1, XP_013592691.1	Om007G287620, Om007G287580
OG0004558	XP_013583597.1, XP_013594064.1	Om007G288390
OG0004559	XP_013628699.1, XP_013598437.1, XP_013586219.1	Om007G288840
OG0004560	XP_013583833.1, XP_013595461.1, XP_013625965.1	Om007G288870
OG0004561	XP_013597403.1, XP_013627869.1, XP_013639479.1	Om007G290210
OG0004562	XP_013629526.1, XP_013614356.1, XP_013585687.1	Om007G290590
OG0004563	XP_013584578.1, XP_013639509.1, XP_013615576.1	Om007G291580
OG0004564	XP_013625698.1, XP_013638890.1, XP_013594125.1	Om001G034710
OG0004565	XP_013624814.1, XP_013605677.1, XP_013595483.1	Om001G034810
OG0004566	XP_013625067.1, XP_013595763.1, XP_013606626.1	Om001G036210
OG0004567	XP_013634012.1	Om001G040060
OG0004568	XP_013633826.1, XP_013603354.1, XP_013590894.1	Om007G313550
OG0004569	XP_013636813.1	Om007G313760
OG0004570	XP_013613523.1	Om007G315680
OG0004571	XP_013626151.1, XP_013602512.1, XP_013602612.1, XP_013602424.1	Om008G339260, Om005G224140, Om005G224250, Om005G224260
OG0004572	XP_013625713.1, XP_013630904.1, XP_013634905.1	Om008G339160
OG0004573	XP_013593732.1, XP_013612660.1, XP_013614904.1	Om008G361850
OG0004574	XP_013621710.1, XP_013633711.1, XP_013636528.1	Om008G338260
OG0004575	XP_013636392.1	Om008G340820
OG0004576	XP_013627830.1, XP_013610029.1	Om008G350400
OG0004577	XP_013618088.1, XP_013608667.1, XP_013625259.1	Om008G350950
OG0004579	XP_013606657.1	Om008G356050
OG0004580	XP_013595431.1	Om008G356070
OG0004581	XP_013619952.1	Om008G359730
OG0004581	XP_013606618.1	Om008G359740
OG0004582	XP_013595320.1, XP_013618598.1, XP_013608923.1	Om008G361880
OG0004583	XP_013602736.1, XP_013598620.1	Om001G005030
OG0004584	XP_013588825.1	Om003G104080
OG0004585	XP_013590616.1, XP_013603020.1, XP_013636742.1	Om003G103490
OG0004586	XP_013607684.1, XP_013585580.1	Om002G070460
OG0004587	XP_013632159.1, XP_013631374.1, XP_013630325.1	Om008G321810
OG0004589	XP_013634259.1, XP_013629762.1	Om008G323180
OG0004590	XP_013631749.1, XP_013629761.1	Om008G323190
OG0004591	XP_013632250.1, XP_013633472.1	Om008G323250
OG0004592	XP_013631912.1	Om008G325190
OG0004593	XP_013609796.1, XP_013620132.1	Om004G176000
OG0004594	XP_013609064.1, XP_013628681.1, XP_013621628.1	Om004G174410
OG0004595	XP_013623654.1, XP_013613356.1, XP_013615922.1	Om006G242420
OG0004596	XP_013620293.1, XP_013619002.1, XP_013630212.1, XP_013607051.1	Om006G242800
OG0004597	XP_013619050.1, XP_013627643.1, XP_013615651.1, XP_013607237.1	Om006G243660
OG0004598	XP_013612757.1, XP_013612510.1, XP_013630311.1	Om006G244180
OG0004599	XP_013630117.1, XP_013630118.1, XP_013612752.1	Om006G234550
OG0004600	XP_013612111.1, XP_013588021.1	Om006G233860
OG0004601	XP_013626845.1, XP_013618322.1	Om006G233430
OG0004602	XP_013626261.1, XP_013619013.1, XP_013609384.1	Om006G232880
OG0004603	XP_013613607.1, XP_013609065.1	Om006G231780
OG0004604	XP_013618427.1, XP_013629465.1	Om006G231700
OG0004605	XP_013593090.1	Om006G230460
OG0004606	XP_013619453.1, XP_013610625.1, XP_013598968.1	Om006G229800
OG0004607	XP_013586904.1, XP_013594222.1, XP_013601616.1	Om006G257480
OG0004608	XP_013621942.1	Om006G237800
OG0004609	XP_013627710.1, XP_013617428.1, XP_013610549.1	Om004G159550
OG0004610	XP_013593517.1	Om007G278070, Om006G238420
OG0004611	XP_013637102.1, XP_013622072.1, XP_013637643.1	Om007G278690
OG0004612	XP_013633495.1, XP_013625122.1, XP_013634369.1	Om007G280350
OG0004614	XP_013626956.1, XP_013631777.1, XP_013632082.1	Om007G284850
OG0004615	XP_013622446.1	Om007G284570
OG0004616	XP_013629821.1	Om002G042530
OG0004617	XP_013625534.1	Om002G042400
OG0004618	XP_013628019.1, XP_013618100.1, XP_013608897.1	Om007G299060, Om007G301870
OG0004619	XP_013614029.1	Om002G042020
OG0004620	XP_013617869.1, XP_013583867.1, XP_013622743.1	Om002G051130
OG0004621	XP_013628998.1, XP_013617244.1	Om002G044110
OG0004622	XP_013583603.1	Om002G044370
OG0004623	XP_013629240.1, XP_013629131.1	Om002G045670, Om002G045660
OG0004624	XP_013626876.1, XP_013615856.1, XP_013635162.1, XP_013584056.1	Om002G048120
OG0004625	XP_013584783.1, XP_013626934.1, XP_013588629.1	Om002G048260
OG0004626	XP_013627806.1, XP_013587739.1, XP_013621370.1	Om002G048410
OG0004627	XP_013638520.1	Om002G048470
OG0004628	XP_013586363.1, XP_013629385.1, XP_013619363.1	Om002G048860
OG0004629	XP_013638326.1	Om002G050100
OG0004630	XP_013625708.1, XP_013638653.1, XP_013585318.1	Om002G050460
OG0004631	XP_013634975.1, XP_013583441.1	Om002G050520, Om008G349950
OG0004632	XP_013636125.1, XP_013638173.1	Om002G050670
OG0004633	XP_013626364.1, XP_013638939.1, XP_013587481.1	Om002G050710
OG0004634	XP_013635087.1, XP_013627523.1, XP_013635078.1	Om008G329530
OG0004635	XP_013634612.1, XP_013623973.1, XP_013633932.1	Om008G330200
OG0004636	XP_013632164.1, XP_013625438.1, XP_013634203.1	Om008G330250
OG0004637	XP_013634906.1, XP_013635045.1, XP_013626827.1	Om008G330580
OG0004638	XP_013631717.1, XP_013622069.1	Om008G331450
OG0004639	XP_013633822.1, XP_013633821.1, XP_013633817.1	Om008G337220
OG0004640	XP_013631831.1, XP_013623259.1, XP_013632106.1	Om008G337140
OG0004641	XP_013625519.1, XP_013634223.1, XP_013632301.1	Om008G336520
OG0004642	XP_013627183.1	Om008G335350
OG0004643	XP_013637032.1, XP_013637402.1, XP_013625076.1	Om008G333350
OG0004644	XP_013638167.1, XP_013600385.1, XP_013599664.1	Om005G196720, Om004G148760
OG0004645	XP_013603179.1, XP_013604092.1, XP_013639019.1	Om005G196820
OG0004646	XP_013599673.1, XP_013613983.1	Om005G199400
OG0004647	XP_013605385.1, XP_013604907.1, XP_013584153.1	Om005G200290
OG0004648	XP_013604105.1, XP_013584444.1, XP_013594739.1	Om005G201950, Om005G201940
OG0004649	XP_013614614.1, XP_013586025.1	Om005G203710
OG0004650	XP_013583982.1, XP_013596529.1	Om005G204350, Om005G204410
OG0004651	XP_013597242.1, XP_013603789.1, XP_013584956.1	Om004G143730
OG0004652	XP_013599249.1, XP_013600877.1	Om004G143950
OG0004653	XP_013595952.1, XP_013600540.1, XP_013586914.1	Om004G143880
OG0004654	XP_013639403.1, XP_013603172.1	Om004G145290
OG0004656	XP_013599476.1, XP_013593527.1, XP_013589391.1	Om007G285710
OG0004658	XP_013598063.1, XP_013602888.1	Om004G171680, Om007G286800
OG0004659	XP_013604482.1	Om004G151630
OG0004660	XP_013603240.1	Om004G151500
OG0004661	XP_013603750.1, XP_013584946.1, XP_013603974.1, XP_013603706.1	Om005G192030
OG0004662	XP_013601855.1, XP_013601426.1, XP_013584732.1	Om005G188740
OG0004663	XP_013604170.1, XP_013586649.1, XP_013605014.1	Om005G188430
OG0004664	XP_013604207.1, XP_013585676.1	Om001G022250, Om005G188050
OG0004665	XP_013603380.1, XP_013603204.1, XP_013584656.1	Om005G187700
OG0004666	XP_013603880.1, XP_013603871.1	Om005G187170
OG0004667	XP_013599611.1, XP_013587466.1, XP_013605381.1	Om005G187030
OG0004668	XP_013605535.1, XP_013587278.1, XP_013605809.1	Om005G186540
OG0004669	XP_013604893.1, XP_013586197.1, XP_013604890.1	Om005G185880
OG0004670	XP_013604493.1, XP_013599777.1, XP_013587216.1	Om005G184610
OG0004671	XP_013603297.1, XP_013603382.1, XP_013584869.1	Om005G182020
OG0004672	XP_013611466.1, XP_013626844.1, XP_013621134.1	Om007G301560
OG0004673	XP_013606066.1	Om007G298260
OG0004674	XP_013627188.1, XP_013615512.1, XP_013618812.1, XP_013609510.1	Om007G296500
OG0004675	XP_013619512.1, XP_013622786.1, XP_013612634.1	Om007G296430
OG0004676	XP_013616839.1, XP_013622196.1, XP_013613202.1	Om007G295710
OG0004677	XP_013618752.1, XP_013630197.1, XP_013609159.1	Om007G295590
OG0004678	XP_013620544.1, XP_013612795.1, XP_013628181.1	Om007G294880
OG0004679	XP_013618998.1, XP_013607321.1, XP_013593911.1	Om007G294220
OG0004680	XP_013611173.1, XP_013597368.1	Om007G293360
OG0004681	XP_013606056.1, XP_013599386.1	Om007G303370
OG0004682	XP_013594136.1	Om007G303790, Om007G303800
OG0004683	XP_013610283.1	Om010G364750, Om007G309410
OG0004685	XP_013623480.1, XP_013606094.1	Om004G160970
OG0004687	XP_013632945.1, XP_013599482.1	Om003G123830
OG0004688	XP_013626652.1, XP_013618971.1, XP_013609420.1	Om004G170470
OG0004689	XP_013606030.1, XP_013618325.1, XP_013626264.1	Om004G171710
OG0004690	XP_013620815.1, XP_013622064.1, XP_013606021.1	Om004G172890
OG0004691	XP_013611518.1, XP_013620803.1, XP_013616728.1	Om006G240490
OG0004692	XP_013594104.1, XP_013607397.1, XP_013616583.1	Om006G240420
OG0004693	XP_013619393.1, XP_013609751.1, XP_013596379.1	Om006G239910
OG0004694	XP_013596700.1, XP_013618046.1, XP_013610041.1	Om006G237730
OG0004695	XP_013615419.1, XP_013621730.1	Om006G236070, Om001G025030
OG0004696	XP_013610063.1, XP_013618549.1	Om006G235790
OG0004697	XP_013619764.1, XP_013626321.1, XP_013610007.1	Om006G235670
OG0004698	XP_013618977.1, XP_013626924.1, XP_013610422.1	Om006G235600
OG0004699	XP_013616333.1, XP_013623250.1, XP_013606877.1	Om006G235470
OG0004700	XP_013607546.1, XP_013627654.1	Om008G330560, Om006G234960
OG0004701	XP_013605700.1	Om006G257810
OG0004702	XP_013603537.1, XP_013587810.1	Om006G261240
OG0004703	XP_013604507.1	Om006G262510
OG0004704	XP_013585469.1	Om006G266620
OG0004705	XP_013595338.1, XP_013622701.1	Om002G074510
OG0004706	XP_013630792.1	Om006G268410
OG0004707	XP_013588415.1, XP_013587973.1, XP_013618384.1	Om005G209580
OG0004708	XP_013592307.1, XP_013603346.1, XP_013592502.1, XP_013621157.1	Om005G209430
OG0004709	XP_013588071.1, XP_013592169.1, XP_013620742.1	Om005G208530
OG0004710	XP_013588815.1, XP_013613102.1, XP_013592372.1	Om004G143260
OG0004711	XP_013618510.1, XP_013588773.1, XP_013588246.1	Om004G142890
OG0004712	XP_013614617.1, XP_013590317.1, XP_013592006.1	Om004G136250
OG0004713	XP_013591336.1	Om004G137560, Om004G137570
OG0004714	XP_013592904.1	Om004G138230
OG0004715	XP_013598628.1, XP_013629535.1	Om004G138200, Om004G138190
OG0004717	XP_013587325.1, XP_013603498.1	Om005G199590
OG0004718	XP_013591730.1	Om004G132220
OG0004719	XP_013589870.1, XP_013592319.1, XP_013618300.1	Om004G131280
OG0004720	XP_013590004.1, XP_013616091.1, XP_013591712.1	Om004G130860
OG0004721	XP_013614403.1, XP_013588085.1, XP_013588591.1	Om004G130520
OG0004722	XP_013616437.1, XP_013592710.1, XP_013592497.1	Om004G130440
OG0004723	XP_013591640.1, XP_013614005.1, XP_013592886.1	Om004G130340
OG0004724	XP_013618775.1, XP_013592888.1, XP_013590411.1, XP_013615302.1, XP_013594268.1	Om004G130330
OG0004725	XP_013600860.1, XP_013585840.1, XP_013605454.1	Om005G196170
OG0004726	XP_013625104.1, XP_013591078.1, XP_013584631.1	Om002G056440
OG0004727	XP_013590678.1, XP_013627563.1, XP_013585162.1	Om002G056710
OG0004728	XP_013638306.1, XP_013623033.1, XP_013634234.1	Om002G057110
OG0004729	XP_013638841.1	Om002G057720
OG0004730	XP_013626398.1, XP_013588520.1, XP_013584216.1	Om002G058540
OG0004731	XP_013610979.1, XP_013628450.1	Om002G060080, Om002G060060
OG0004732	XP_013584130.1, XP_013626015.1, XP_013617622.1	Om002G060200
OG0004733	XP_013596101.1, XP_013585874.1	Om002G060740, Om007G306580, Om007G306610, Om007G306590
OG0004734	XP_013604157.1, XP_013622327.1, XP_013584046.1	Om002G063120
OG0004736	XP_013608933.1, XP_013586341.1, XP_013622046.1	Om002G065200
OG0004737	XP_013618385.1, XP_013638613.1, XP_013621894.1	Om002G065620
OG0004738	XP_013626568.1, XP_013615604.1, XP_013637935.1	Om002G065960
OG0004739	XP_013622602.1, XP_013587606.1, XP_013604063.1	Om002G066180
OG0004740	XP_013625807.1, XP_013610074.1, XP_013616872.1, XP_013586885.1	Om002G067400
OG0004741	XP_013589876.1, XP_013626791.1	Om002G069530
OG0004742	XP_013607454.1, XP_013622476.1, XP_013585994.1, XP_013585989.1	Om002G070880
OG0004743	XP_013607467.1, XP_013638492.1, XP_013623536.1	Om002G070920
OG0004744	XP_013596515.1	Om002G071800
OG0004745	XP_013627853.1, XP_013597170.1, XP_013592899.1	Om002G072370
OG0004746	XP_013617195.1, XP_013597435.1, XP_013622646.1	Om002G073160
OG0004748	XP_013597189.1	Om004G141040
OG0004749	XP_013596327.1, XP_013611451.1	Om002G057850
OG0004750	XP_013600005.1, XP_013606384.1, XP_013593192.1	Om002G087050
OG0004751	XP_013593087.1, XP_013605858.1, XP_013606812.1	Om002G088140
OG0004752	XP_013629684.1, XP_013592023.1	Om003G089860, Om003G089850
OG0004754	XP_013586821.1, XP_013624954.1	Om003G096960, Om003G096290
OG0004755	XP_013591178.1, XP_013591079.1	Om003G097480
OG0004756	XP_013587114.1, XP_013592284.1	Om003G099320
OG0004756	XP_013613029.1	Om008G331600
OG0004757	XP_013606826.1	Om002G072680
OG0004758	XP_013612005.1, XP_013616065.1, XP_013598385.1	Om006G274180
OG0004759	XP_013602170.1, XP_013589319.1	Om006G253670
OG0004760	XP_013604369.1, XP_013627655.1, XP_013615349.1, XP_013597914.1	Om006G257140
OG0004761	XP_013596649.1	Om006G257040
OG0004762	XP_013605362.1	Om003G098050
OG0004763	XP_013599890.1, XP_013588089.1, XP_013631715.1	Om006G251740
OG0004764	XP_013590125.1, XP_013635503.1, XP_013603967.1	Om006G250740
OG0004765	XP_013590517.1, XP_013602677.1, XP_013633948.1	Om003G119530
OG0004766	XP_013588838.1, XP_013633907.1, XP_013602217.1	Om003G119770
OG0004767	XP_013589816.1, XP_013599586.1, XP_013631940.1	Om006G244030, Om003G120510
OG0004768	XP_013635245.1, XP_013590861.1	Om003G120870
OG0004769	XP_013633546.1, XP_013588575.1, XP_013602335.1	Om003G121100
OG0004770	XP_013595745.1	Om003G129090, Om002G072160, Om002G085450
OG0004771	XP_013632917.1	Om003G126440
OG0004772	XP_013604144.1, XP_013596039.1, XP_013636801.1	Om007G276060
OG0004773	XP_013597563.1	Om008G357980
OG0004775	XP_013591231.1	Om004G134200
OG0004776	XP_013604875.1, XP_013605507.1, XP_013585677.1	Om005G188040
OG0004778	XP_013609143.1, XP_013614936.1, XP_013625910.1, XP_013626637.1	Om006G249970, Om005G220260
OG0004779	XP_013610810.1, XP_013627813.1	Om002G083480
OG0004780	XP_013597139.1	Om002G072950, Om002G072960
OG0004781	XP_013622641.1, XP_013589457.1, XP_013638080.1	Om002G067420
OG0004782	XP_013586093.1, XP_013584222.1	Om002G054850
OG0004783	XP_013612970.1	Om004G169160
OG0004784	XP_013610386.1	Om004G163490
OG0004785	XP_013614193.1	Om006G234050
OG0004786	XP_013611496.1	Om006G245170
OG0004801	XP_013605815.1, XP_013602948.1, XP_013598879.1	Om001G022350
OG0004802	XP_013602474.1, XP_013598880.1, XP_013616315.1	Om001G022370
OG0004803	XP_013595273.1, XP_013635987.1	Om001G022520
OG0004804	XP_013599217.1, XP_013602176.1, XP_013599119.1	Om001G022700
OG0004805	XP_013614670.1, XP_013599335.1, XP_013608954.1	Om001G023820
OG0004806	XP_013629534.1, XP_013601285.1, XP_013599002.1	Om001G025630
OG0004807	XP_013596222.1, XP_013597813.1, XP_013628871.1	Om001G026770
OG0004808	XP_013593072.1, XP_013609520.1	Om001G028370
OG0004809	XP_013626175.1, XP_013584492.1, XP_013596072.1	Om001G028490
OG0004810	XP_013607140.1	Om008G334670
OG0004811	XP_013590958.1, XP_013627146.1	Om001G029940
OG0004812	XP_013607402.1, XP_013629448.1, XP_013599147.1	Om001G029760
OG0004813	XP_013599121.1, XP_013596406.1, XP_013626461.1	Om001G030290
OG0004815	XP_013595452.1, XP_013625859.1	Om001G033160
OG0004817	XP_013592957.1, XP_013597877.1, XP_013604137.1	Om007G276030
OG0004818	XP_013614112.1, XP_013603072.1, XP_013596417.1	Om007G275990
OG0004819	XP_013596213.1, XP_013603154.1, XP_013584469.1	Om007G275720
OG0004821	XP_013586061.1	Om005G187010
OG0004822	XP_013601948.1	Om005G190140
OG0004822	XP_013637022.1	Om005G222890
OG0004823	XP_013636655.1, XP_013606288.1, XP_013607290.1	Om005G222960
OG0004824	XP_013593939.1	Om005G225660
OG0004826	XP_013616239.1, XP_013595556.1, XP_013593891.1, XP_013593892.1	Om006G274690
OG0004827	XP_013613608.1, XP_013598900.1, XP_013612659.1	Om006G272780
OG0004828	XP_013628899.1, XP_013614859.1	Om008G336390
OG0004829	XP_013593931.1, XP_013613400.1, XP_013610097.1	Om006G272150
OG0004830	XP_013633769.1	Om007G317350, Om007G317330, Om007G317340
OG0004831	XP_013611675.1	Om006G271210
OG0004832	XP_013594213.1	Om006G271040
OG0004833	XP_013599039.1, XP_013619781.1	Om006G269510
OG0004834	XP_013610096.1, XP_013619232.1, XP_013599035.1	Om006G269490
OG0004835	XP_013606431.1, XP_013618125.1, XP_013597896.1	Om006G269380
OG0004836	XP_013613716.1	Om007G315440
OG0004838	XP_013621333.1, XP_013608624.1, XP_013599314.1	Om006G268220
OG0004839	XP_013614585.1, XP_013599261.1	Om003G122720
OG0004840	XP_013588859.1	Om005G213540
OG0004842	XP_013606155.1	Om005G225430
OG0004843	XP_013602219.1	Om005G191430
OG0004844	XP_013622285.1, XP_013634228.1, XP_013634086.1	Om008G328320
OG0004845	XP_013627192.1, XP_013638377.1, XP_013619277.1	Om002G051900
