"Cardamine_amara"	"Arabidopsis_thaliana"	"single_Arabidopsis_thaliana"	"OL_Arabidopsis_thaliana"	"N0_HOG"	"N0_Arabidopsis_thaliana"	"OG_Orthogroup"	"OG_Arabidopsis_thaliana"	"RBH_B_id"	"RBH_A_length"	"RBH_B_length"	"RBH_A_qcovhsp"	"RBH_B_qcovhsp"	"RBH_length"	"RBH_pident"	"RBH_bitscore"	"BLAST_saccver"	"BLAST_pident"	"BLAST_length"	"BLAST_mismatch"	"BLAST_gapopen"	"BLAST_qstart"	"BLAST_qend"	"BLAST_sstart"	"BLAST_send"	"BLAST_evalue"	"BLAST_bitscore"	"BLAST_qcovhsp"	"BLAST_qlen"	"BLAST_slen"
"evm.model.RL_1.517.2.687c87ea"	"AT3G05850.1"	"AT3G05850.1"	"AT3G05850.1"	"N0.HOG0017466"	"AT3G05850.1"	"OG0011127"	"AT3G05850.1"	"AT3G05850.1"	846	777	93	100	791	90.013	1441	"AT3G05850.1"	90.013	791	65	2	55	845	1	777	0	1449	93	846	777
"evm.model.RL_1.518"	"AT3G05858.1"	"AT3G05858.1"	"AT3G05858.1"	"N0.HOG0003892"	"AT3G05858.1"	"OG0000972"	"AT3G05858.1, AT5G26620.1"	"AT3G05858.1"	91	90	99	100	90	93.333	173	"AT3G05858.1"	93.333	90	6	0	1	90	1	90	1.84e-58	173	99	91	90
"evm.model.RL_1.519"	"AT2G28700.1, AT3G05860.1"	"AT3G05860.1"	"AT2G28700.1, AT3G05860.1"	"N0.HOG0004107"	"AT2G28700.1, AT3G05860.1"	"OG0001063"	"AT2G28700.1, AT3G05860.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G05860.1"	69.11	191	59	0	1	191	1	191	9.69e-92	273	59	323	260
"evm.model.RL_1.52"	"AT3G01640.2"	"AT3G01640.2"	"AT3G01640.2"	"N0.HOG0023710"	"AT3G01640.2"	"OG0017095"	"AT3G01640.2"	"AT3G01640.2"	376	378	99	99	376	91.223	709	"AT3G01640.2"	91.223	376	29	2	1	372	3	378	0	709	99	376	378
"evm.model.RL_1.520"	"AT3G05870.3"	"AT3G05870.3"	"AT3G05870.3"	"N0.HOG0011620"	"AT3G05870.3"	"OG0005790"	"AT3G05870.3"	"AT3G05870.3"	139	90	58	90	81	100	175	"AT3G05870.3"	100	81	0	0	58	138	10	90	2.71e-58	175	58	139	90
"evm.model.RL_1.521"	"AT3G05900.1"	"AT3G05900.1"	"AT3G05900.1"	"N0.HOG0011153"	"AT3G05900.1"	"OG0005382"	"AT3G05900.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G05900.1"	64.099	727	149	8	1	669	1	673	0	704	99	671	673
"evm.model.RL_1.522"	"AT3G05910.1"	"AT3G05910.1"	"AT3G05910.1"	"N0.HOG0005173"	"AT5G26670.1, AT3G05910.1"	"OG0001597"	"AT3G05910.1, AT5G26670.1"	"AT3G05910.1"	416	415	99	100	415	96.386	842	"AT3G05910.1"	96.386	415	15	0	1	415	1	415	0	842	99	416	415
"evm.model.RL_1.523"	"AT3G05920.1"	"AT3G05920.1"	"AT3G05920.1"	"N0.HOG0005401"	"AT3G05920.1"	"OG0001708"	"AT3G05920.1, AT5G26690.1"	"AT3G05920.1"	129	126	99	100	128	84.375	177	"AT3G05920.1"	85.156	128	17	1	1	128	1	126	6.92e-61	182	99	129	126
"evm.model.RL_1.524"	"AT3G05930.1"	"AT3G05930.1"	"AT3G05930.1"	"N0.HOG0010255"	"AT3G05930.1"	"OG0004625"	"AT3G05930.1"	"AT3G05930.1"	220	219	99	100	219	84.018	369	"AT3G05930.1"	84.018	219	35	0	1	219	1	219	6.24e-132	369	99	220	219
"evm.model.RL_1.525"	"AT3G05935.2"	"AT3G05935.2"	"AT3G05935.2"	"N0.HOG0026957"	"AT3G05935.2"	"OG0020108"	"AT3G05935.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G05935.2"	59.649	114	24	4	16	129	2	93	1.13e-29	104	88	130	167
"evm.model.RL_1.526"	"AT3G05936.1"	"AT3G05936.1"	"AT3G05936.1"	"N0.HOG0020280"	"AT3G05936.1"	"OG0013763"	"AT3G05936.1"	"AT3G05936.1"	109	113	99	100	113	81.416	178	"AT3G05936.1"	81.416	113	16	2	1	108	1	113	7.06e-60	178	99	109	113
"evm.model.RL_1.527"	"AT3G05937.1"	"AT3G05937.1"	"AT3G05937.1"	"N0.HOG0014049"	"AT3G05937.1"	"OG0007939"	"AT3G05937.1"	"AT3G05937.1"	108	53	50	100	54	87.037	64.7	"AT5G26731.1"	64	100	28	4	9	106	6	99	1.08e-21	81.6	91	108	99
"evm.model.RL_1.528"	"AT3G05940.1"	"AT3G05940.1"	"AT3G05940.1"	"N0.HOG0020281"	"AT3G05940.1"	"OG0013764"	"AT3G05940.1"	"AT3G05940.1"	423	422	99	100	422	97.393	850	"AT3G05940.1"	97.393	422	11	0	1	422	1	422	0	850	99	423	422
"evm.model.RL_1.529"	"AT5G26360.1"	"AT5G26360.1"	NA	"N0.HOG0009048"	"AT5G26360.1"	"OG0003745"	"AT5G26360.1"	"AT5G26360.1"	556	555	99	100	555	95.495	1098	"AT5G26360.1"	95.495	555	25	0	1	555	1	555	0	1098	99	556	555
"evm.model.RL_1.53"	"AT3G01630.2"	"AT3G01630.2"	"AT3G01630.2"	"N0.HOG0023516"	"AT3G01630.2"	"OG0016904"	"AT3G01630.2"	"AT3G01630.2"	566	569	99	100	569	89.104	991	"AT3G01630.2"	89.104	569	58	2	1	565	1	569	0	991	99	566	569
"evm.model.RL_1.530"	"AT3G05960.1"	"AT3G05960.1"	"AT3G05960.1"	"N0.HOG0005591"	"AT3G05960.1"	"OG0001798"	"AT3G05960.1, AT5G26250.1"	"AT3G05960.1"	508	507	99	100	507	93.294	954	"AT3G05960.1"	93.294	507	34	0	1	507	1	507	0	954	99	508	507
"evm.model.RL_1.531"	"AT3G05970.1"	"AT3G05970.1"	"AT3G05970.1"	"N0.HOG0005593"	"AT3G05970.1"	"OG0001799"	"AT3G05970.1, AT5G27600.1"	"AT3G05970.1"	727	701	94	99	686	93.804	1271	"AT3G05970.1"	93.878	686	42	0	41	726	16	701	0	1271	94	727	701
"evm.model.RL_1.532"	"AT3G05975.1"	"AT3G05975.1"	"AT3G05975.1"	"N0.HOG0009941"	"AT3G05975.1"	"OG0004377"	"AT3G05975.1"	"AT3G05975.1"	191	189	99	100	190	75.263	303	"AT3G05975.1"	75.263	190	46	1	1	190	1	189	1.53e-106	303	99	191	189
"evm.model.RL_1.533"	"AT3G05980.1"	"AT3G05980.1"	"AT3G05980.1"	"N0.HOG0012996"	"AT3G05980.1"	"OG0006976"	"AT3G05980.1"	"AT3G05980.1"	253	245	99	100	254	81.89	300	"AT3G05980.1"	81.89	254	35	4	1	252	1	245	9.68e-106	305	99	253	245
"evm.model.RL_1.534"	"AT3G05990.1"	"AT3G05990.1"	"AT3G05990.1"	"N0.HOG0012997"	"AT3G05990.1"	"OG0006977"	"AT3G05990.1"	"AT3G05990.1"	514	517	95	95	489	87.73	887	"AT3G05990.1"	87.73	489	57	1	26	511	27	515	0	887	95	514	517
"evm.model.RL_1.535"	"AT3G06010.1"	"AT3G06010.1"	"AT3G06010.1"	"N0.HOG0008710"	"AT3G06010.1, AT5G19310.1"	"OG0003531"	"AT3G06010.1, AT5G19310.1"	"AT3G06010.1"	1131	1102	99	99	1133	91.703	2004	"AT3G06010.1"	91.703	1133	58	8	1	1129	1	1101	0	2004	99	1131	1102
"evm.model.RL_1.536"	"AT3G06020.1"	"AT3G06020.1"	"AT3G06020.1"	"N0.HOG0014050"	"AT3G06020.1"	"OG0007940"	"AT3G06020.1"	"AT3G06020.1"	293	300	99	100	300	78.333	357	"AT3G06020.1"	79.333	300	54	4	1	292	1	300	2.12e-124	357	99	293	300
"evm.model.RL_1.537"	"AT3G06030.1"	"AT3G06030.1"	"AT3G06030.1"	"N0.HOG0023738"	"AT3G06030.1"	"OG0017123"	"AT3G06030.1"	"AT3G06030.1"	653	651	99	100	651	91.551	1227	"AT3G06030.1"	91.551	651	55	0	1	651	1	651	0	1228	99	653	651
"evm.model.RL_1.538"	"AT3G06035.1"	"AT3G06035.1"	"AT3G06035.1"	"N0.HOG0010256"	"AT3G06035.1"	"OG0004626"	"AT3G06035.1"	"AT3G06035.1"	202	200	90	91	183	84.153	318	"AT3G06035.1"	84.153	183	27	2	20	201	19	200	2.95e-112	318	90	202	200
"evm.model.RL_1.539"	"AT3G06040.1"	"AT3G06040.1"	"AT3G06040.1"	"N0.HOG0023739"	"AT3G06040.1"	"OG0017124"	"AT3G06040.1"	"AT3G06040.1"	189	186	99	100	188	84.574	293	"AT3G06040.1"	84.574	188	27	1	1	188	1	186	4.57e-104	296	99	189	186
"evm.model.RL_1.54"	"AT3G01610.2"	"AT3G01610.2"	"AT3G01610.2"	"N0.HOG0010243"	"AT3G01610.2"	"OG0004616"	"AT3G01610.2"	"AT3G01610.2"	822	830	98	97	808	89.109	1426	"AT3G01610.2"	89.109	808	82	3	17	821	16	820	0	1426	98	822	830
"evm.model.RL_1.540"	"AT3G06050.1"	"AT3G06050.1"	"AT3G06050.1"	"N0.HOG0017467"	"AT3G06050.1"	"OG0011128"	"AT3G06050.1"	"AT3G06050.1"	202	201	99	100	201	96.517	394	"AT3G06050.1"	96.517	201	7	0	1	201	1	201	4.88e-142	394	99	202	201
"evm.model.RL_1.541"	"AT3G06060.2"	"AT3G06060.2"	"AT3G06060.2"	"N0.HOG0010258"	"AT3G06060.2"	"OG0004627"	"AT3G06060.2, AT5G19200.1"	"AT3G06060.2"	334	343	98	95	326	90.184	589	"AT3G06060.2"	90.184	326	32	0	1	326	18	343	0	589	98	334	343
"evm.model.RL_1.542"	"AT3G06070.1"	"AT3G06070.1"	"AT3G06070.1"	"N0.HOG0012998"	"AT3G06070.1"	"OG0006978"	"AT3G06070.1"	"AT3G06070.1"	153	151	97	100	151	86.755	244	"AT3G06070.1"	86.755	151	17	3	5	152	1	151	8.32e-85	244	97	153	151
"evm.model.RL_1.543"	"AT3G06080.2"	"AT3G06080.2"	"AT3G06080.2"	"N0.HOG0015199"	"AT3G06080.2"	"OG0009040"	"AT3G06080.2"	"AT3G06080.2"	470	469	99	100	470	88.298	843	"AT3G06080.2"	88.936	470	50	2	1	469	1	469	0	866	99	470	469
"evm.model.RL_1.544"	"AT3G06100.1"	"AT3G06100.1"	"AT3G06100.1"	"N0.HOG0017468"	"AT3G06100.1"	"OG0011129"	"AT3G06100.1"	"AT3G06100.1"	275	275	95	94	259	94.275	493	"AT3G06100.1"	94.275	262	14	1	1	262	1	261	2.57e-180	496	95	275	275
"evm.model.RL_1.545"	"AT3G06110.2"	"AT3G06110.2"	"AT3G06110.2"	"N0.HOG0006309"	"AT3G06110.2"	"OG0002162"	"AT3G06110.2, AT3G23610.3"	"AT3G06110.2"	178	167	92	98	164	91.463	308	"AT3G06110.2"	91.463	164	14	0	1	164	1	164	5.56e-109	308	92	178	167
"evm.model.RL_1.546"	"AT3G06120.1"	"AT3G06120.1"	"AT3G06120.1"	"N0.HOG0009942"	"AT3G06120.1"	"OG0004378"	"AT3G06120.1"	"AT3G06120.1"	202	202	99	100	202	94.554	386	"AT3G06120.1"	94.554	202	10	1	1	201	1	202	5.13e-139	386	99	202	202
"evm.model.RL_1.547"	"AT3G06130.1"	"AT3G06130.1"	"AT3G06130.1"	"N0.HOG0014051"	"AT3G06130.1"	"OG0007941"	"AT3G06130.1"	"AT3G06130.1"	466	473	56	54	263	79.087	262	"AT3G06130.1"	82.129	263	36	4	1	260	1	255	3.55e-88	276	56	466	473
"evm.model.RL_1.548"	"AT3G06140.1"	"AT3G06140.1"	"AT3G06140.1"	"N0.HOG0024286"	"AT3G06140.1"	"OG0017654"	"AT3G06140.1"	"AT3G06140.1"	364	359	87	87	315	87.302	541	"AT3G06140.1"	88.889	315	32	1	49	363	48	359	0	541	87	364	359
"evm.model.RL_1.549"	"AT3G06145.1"	"AT3G06145.1"	"AT3G06145.1"	"N0.HOG0025120"	"AT3G06145.1"	"OG0018449"	"AT3G06145.1"	"AT3G06145.1"	169	166	99	99	168	88.69	288	"AT3G06145.1"	89.286	168	14	1	1	168	3	166	2.52e-108	305	99	169	166
"evm.model.RL_1.55"	"AT3G01600.1"	"AT3G01600.1"	"AT3G01600.1"	"N0.HOG0008518"	"AT3G01600.1"	"OG0003415"	"AT3G01600.1, AT5G14490.3"	"AT3G01600.1"	366	366	99	100	366	89.071	662	"AT3G01600.1"	89.071	366	39	1	1	365	1	366	0	662	99	366	366
"evm.model.RL_1.550"	"AT3G06150.1"	"AT3G06150.1"	"AT3G06150.1"	"N0.HOG0007827"	"AT3G06150.1, AT5G19060.1"	"OG0002981"	"AT3G06150.1, AT5G19060.1"	"AT3G06150.1"	590	594	99	100	596	88.255	1094	"AT3G06150.1"	88.255	596	61	2	1	589	1	594	0	1094	99	590	594
"evm.model.RL_1.551"	"AT3G06160.2"	"AT3G06160.2"	"AT3G06160.2"	"N0.HOG0010899"	"AT3G06160.2, AT3G06220.1"	"OG0005176"	"AT3G06160.2, AT3G06220.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G06160.2"	55.046	327	110	6	1	304	60	372	1e-117	343	99	307	374
"evm.model.RL_1.552"	"AT3G06170.1"	"AT3G06170.1"	"AT3G06170.1"	"N0.HOG0020282"	"AT3G06170.1"	"OG0013765"	"AT3G06170.1"	"AT3G06170.1"	412	409	99	100	411	95.134	791	"AT3G06170.1"	95.134	411	18	2	1	411	1	409	0	791	99	412	409
"evm.model.RL_1.553"	"AT3G06180.1"	"AT3G06180.1"	"AT3G06180.1"	"N0.HOG0007543"	"AT3G06180.1"	"OG0002819"	"AT3G06180.1, AT5G19025.2"	"AT3G06180.1"	242	241	99	100	242	89.388	350	"AT3G06180.1"	91.736	242	18	2	1	241	1	241	2.27e-125	355	99	242	241
"evm.model.RL_1.554"	"AT3G06190.1"	"AT3G06190.1"	"AT3G06190.1"	"N0.HOG0003894"	"AT3G06190.1"	"OG0000973"	"AT3G06190.1, AT5G19000.2"	"AT3G06190.1"	407	406	99	100	406	93.842	795	"AT3G06190.1"	93.842	406	25	0	1	406	1	406	0	795	99	407	406
"evm.model.RL_1.555"	"AT3G06200.1"	"AT3G06200.1"	NA	"N0.HOG0009049"	"AT3G06200.1"	"OG0003746"	"AT3G06200.1"	"AT3G06200.1"	284	282	99	100	283	91.519	515	"AT3G06200.1"	93.64	283	17	1	1	283	1	282	0	535	99	284	282
"evm.model.RL_1.556.1.687c87ea"	"AT3G06220.1"	"AT3G06220.1"	"AT3G06220.1"	"N0.HOG0010899"	"AT3G06160.2, AT3G06220.1"	"OG0005176"	"AT3G06160.2, AT3G06220.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G06220.1"	65.714	175	53	5	4	174	3	174	4.96e-71	213	88	195	174
"evm.model.RL_1.557"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G06230.1"	79.646	113	18	1	103	215	186	293	1.34e-59	189	49	232	293
"evm.model.RL_1.558"	"AT3G06240.1"	"AT3G06240.1"	"AT3G06240.1"	"N0.HOG0013000"	"AT3G06240.1"	"OG0006979"	"AT3G06240.1"	"AT3G06240.1"	442	427	99	99	436	85.55	761	"AT3G06240.1"	85.55	436	53	2	1	436	1	426	0	761	99	442	427
"evm.model.RL_1.559"	"AT3G06250.1"	"AT3G06250.1"	"AT3G06250.1"	"N0.HOG0008019"	"AT3G06250.1"	"OG0003090"	"AT3G06250.1, AT5G18960.1"	"AT3G06250.1"	766	764	99	100	766	93.342	1467	"AT3G06250.1"	93.342	766	48	2	1	765	1	764	0	1467	99	766	764
"evm.model.RL_1.56"	"AT3G01590.1"	"AT3G01590.1"	"AT3G01590.1"	"N0.HOG0007818"	"AT3G01590.1"	"OG0002976"	"AT3G01590.1, AT5G14500.2"	"AT3G01590.1"	305	306	99	99	305	95.738	600	"AT3G01590.1"	95.738	305	11	1	1	303	1	305	0	600	99	305	306
"evm.model.RL_1.560"	"AT3G06260.1"	"AT3G06260.1"	"AT3G06260.1"	"N0.HOG0010683"	"AT3G06260.1"	"OG0004988"	"AT3G06260.1"	"AT3G06260.1"	353	351	99	100	352	96.875	714	"AT3G06260.1"	96.875	352	10	1	1	352	1	351	0	714	99	353	351
"evm.model.RL_1.561"	"AT3G06270.1"	"AT3G06270.1"	"AT3G06270.1"	"N0.HOG0013001"	"AT3G06270.1"	"OG0006980"	"AT3G06270.1"	"AT3G06270.1"	350	348	99	100	349	97.135	704	"AT3G06270.1"	97.135	349	9	1	1	349	1	348	0	704	99	350	348
"evm.model.RL_1.562"	"AT3G06290.1"	"AT3G06290.1"	"AT3G06290.1"	"N0.HOG0015200"	"AT3G06290.1"	"OG0009041"	"AT3G06290.1"	"AT3G06290.1"	1687	1697	99	100	1710	83.743	2839	"AT3G06290.1"	83.86	1710	239	12	1	1686	1	1697	0	2839	99	1687	1697
"evm.model.RL_1.563"	"AT3G06300.1"	"AT3G06300.1"	"AT3G06300.1"	"N0.HOG0005174"	"AT3G06300.1"	"OG0001598"	"AT3G06300.1, AT5G18900.1"	"AT3G06300.1"	298	299	99	99	297	93.603	549	"AT3G06300.1"	93.603	297	19	0	1	297	3	299	0	558	99	298	299
"evm.model.RL_1.564"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G03710.1"	35	180	74	7	2	151	32	198	9.16e-17	76.3	57	264	202
"evm.model.RL_1.565"	"AT3G06310.1"	"AT3G06310.1"	"AT3G06310.1"	"N0.HOG0007589"	"AT3G06310.1"	"OG0002845"	"AT3G06310.1, AT5G18800.1"	"AT3G06310.1"	109	108	99	100	108	96.296	220	"AT3G06310.1"	96.296	108	4	0	1	108	1	108	2.63e-76	220	99	109	108
"evm.model.RL_1.566"	"AT3G06330.1"	"AT3G06330.1"	"AT3G06330.1"	"N0.HOG0010259"	"AT3G06330.1"	"OG0004628"	"AT3G06330.1"	"AT3G06330.1"	440	426	99	99	438	84.018	677	"AT3G06330.1"	84.018	438	56	2	2	439	3	426	0	706	99	440	426
"evm.model.RL_1.567"	"AT3G06340.1"	"AT3G06340.1"	"AT3G06340.1"	"N0.HOG0024604"	"AT3G06340.1"	"OG0017955"	"AT3G06340.1"	"AT3G06340.1"	662	673	99	99	675	73.481	964	"AT3G06340.1"	74.963	675	151	3	1	660	1	672	0	964	99	662	673
"evm.model.RL_1.568"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G06350.1"	87.179	117	14	1	211	327	488	603	3.65e-66	218	36	328	603
"evm.model.RL_1.569"	"AT3G06350.1"	"AT3G06350.1"	"AT3G06350.1"	"N0.HOG0009249"	"AT3G06350.1"	"OG0003878"	"AT3G06350.1"	"AT3G06350.1"	609	603	99	100	608	89.967	1054	"AT3G06350.1"	89.967	608	56	1	1	608	1	603	0	1054	99	609	603
"evm.model.RL_1.57"	"AT3G01580.1"	"AT3G01580.1"	"AT3G01580.1"	"N0.HOG0025108"	"AT3G01580.1"	"OG0018437"	"AT3G01580.1"	"AT3G01580.1"	660	660	99	100	660	89.394	1227	"AT3G01580.1"	89.394	660	69	1	1	659	1	660	0	1227	99	660	660
"evm.model.RL_1.570"	"AT3G06360.1"	"AT3G06360.1"	"AT3G06360.1"	"N0.HOG0024629"	"AT3G06360.1"	"OG0017980"	"AT3G06360.1"	"AT3G06360.1"	131	125	95	92	115	79.2	130	"AT3G06360.1"	79.2	125	26	0	1	125	1	125	3.9e-41	132	95	131	125
"evm.model.RL_1.571"	"AT3G06370.3"	"AT3G06370.3"	"AT3G06370.3"	"N0.HOG0018627"	"AT3G06370.3"	"OG0012193"	"AT3G06370.3"	"AT3G06370.3"	562	552	99	100	561	90.196	1004	"AT3G06370.3"	90.196	561	46	1	1	561	1	552	0	1004	99	562	552
"evm.model.RL_1.572"	"AT3G06380.1"	"AT3G06380.1"	"AT3G06380.1"	"N0.HOG0022162"	"AT3G06380.1"	"OG0015592"	"AT3G06380.1"	"AT3G06380.1"	385	380	99	100	384	86.979	666	"AT3G06380.1"	86.979	384	46	2	1	384	1	380	0	666	99	385	380
"evm.model.RL_1.573"	"AT5G18670.1"	"AT5G18670.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G18670.1"	75.286	437	107	1	1	436	1	437	0	652	99	438	536
"evm.model.RL_1.574"	"AT3G06390.1"	"AT3G06390.1"	"AT3G06390.1"	"N0.HOG0020283"	"AT3G06390.1"	"OG0013766"	"AT3G06390.1"	"AT3G06390.1"	204	199	87	86	176	88.636	303	"AT3G06390.1"	89.326	178	15	1	1	178	1	174	1.42e-114	324	87	204	199
"evm.model.RL_1.575"	"AT3G06400.3"	"AT3G06400.3"	"AT3G06400.3"	"N0.HOG0005594"	"AT3G06400.3"	"OG0001800"	"AT3G06400.3, AT5G18620.2"	"AT3G06400.3"	1055	1057	99	100	1058	97.259	2110	"AT3G06400.3"	97.259	1058	24	4	1	1054	1	1057	0	2110	99	1055	1057
"evm.model.RL_1.576"	"AT3G06410.1"	"AT3G06410.1"	"AT3G06410.1"	"N0.HOG0009943"	"AT3G06410.1"	"OG0004379"	"AT3G06410.1"	"AT3G06410.1"	461	462	99	100	468	88.248	704	"AT3G06410.1"	88.675	468	39	5	1	460	1	462	0	704	99	461	462
"evm.model.RL_1.577.1.687c87eb"	"AT3G06420.1"	"AT3G06420.1"	NA	NA	NA	NA	NA	"AT3G06420.1"	165	119	55	76	91	94.505	180	"AT3G06420.1"	94.505	91	5	0	1	91	1	91	2.21e-59	180	55	165	119
"evm.model.RL_1.578"	"AT3G06430.1"	"AT3G06430.1"	"AT3G06430.1"	"N0.HOG0022163"	"AT3G06430.1"	"OG0015593"	"AT3G06430.1"	"AT3G06430.1"	485	486	97	97	471	93.843	923	"AT3G06430.1"	93.843	471	27	1	16	484	16	486	0	923	97	485	486
"evm.model.RL_1.579"	"AT5G40940.1"	"AT5G40940.1"	"AT5G40940.1"	"N0.HOG0016297"	"AT5G40940.1"	"OG0010054"	"AT5G40940.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G40940.1"	70.896	134	36	2	1	132	272	404	8.03e-62	195	91	145	424
"evm.model.RL_1.58"	"AT3G01570.1"	"AT3G01570.1"	"AT3G01570.1"	"N0.HOG0022106"	"AT3G01570.1"	"OG0015536"	"AT3G01570.1"	"AT3G01570.1"	181	183	99	99	182	81.319	295	"AT3G01570.1"	81.319	182	32	1	1	180	1	182	1.06e-103	295	99	181	183
"evm.model.RL_1.580"	"AT3G06440.1"	"AT3G06440.1"	"AT3G06440.1"	"N0.HOG0018628"	"AT3G06440.1"	"OG0012194"	"AT3G06440.1"	"AT3G06440.1"	526	619	98	83	525	81.524	843	"AT3G06440.1"	81.524	525	80	5	2	519	1	515	0	854	98	526	619
"evm.model.RL_1.581"	"AT3G06460.1"	"AT3G06460.1"	"AT3G06460.1"	"N0.HOG0007544"	"AT3G06470.1, AT3G06460.1"	"OG0002820"	"AT3G06460.1, AT3G06470.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G06470.1"	80.287	279	52	3	1	278	1	277	2.29e-155	434	99	280	278
"evm.model.RL_1.582"	"AT3G06450.1"	"AT3G06450.1"	"AT3G06450.1"	"N0.HOG0023740"	"AT3G06450.1"	"OG0017125"	"AT3G06450.1"	"AT3G06450.1"	736	732	99	100	737	95.522	1429	"AT3G06450.1"	95.522	737	26	4	1	735	1	732	0	1429	99	736	732
"evm.model.RL_1.583"	"AT3G06470.1"	"AT3G06470.1"	NA	"N0.HOG0007544"	"AT3G06470.1, AT3G06460.1"	"OG0002820"	"AT3G06460.1, AT3G06470.1"	"AT3G06470.1"	274	278	99	100	278	88.849	463	"AT3G06470.1"	88.849	278	26	2	1	273	1	278	2.52e-175	484	99	274	278
"evm.model.RL_1.584.1.687c87eb"	"AT3G06483.1"	"AT3G06483.1"	"AT3G06483.1"	"N0.HOG0014052"	"AT3G06483.1"	"OG0007942"	"AT3G06483.1"	"AT3G06483.1"	310	366	85	72	262	93.511	509	"AT3G06483.1"	93.511	262	17	0	1	262	95	356	0	509	85	310	366
"evm.model.RL_1.585"	"AT3G06490.1"	"AT3G06490.1"	"AT3G06490.1"	"N0.HOG0004736"	"AT5G49620.2, AT3G06490.1"	"OG0001367"	"AT3G06490.1, AT5G49620.2"	"AT3G06490.1"	324	323	99	100	325	91.692	521	"AT3G06490.1"	91.692	325	23	3	1	323	1	323	0	521	99	324	323
"evm.model.RL_1.586"	"AT3G06500.1"	"AT3G06500.1"	"AT3G06500.1"	"N0.HOG0023741"	"AT3G06500.1"	"OG0017126"	"AT3G06500.1"	"AT3G06500.1"	661	664	99	100	669	89.537	1201	"AT3G06500.1"	90.284	669	51	6	1	660	1	664	0	1217	99	661	664
"evm.model.RL_1.587"	"AT5G40260.1"	"AT5G40260.1"	NA	"N0.HOG0007493"	"AT5G40260.1"	"OG0002792"	"AT5G40260.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G40260.1"	44.444	198	104	3	22	213	16	213	5.37e-45	149	86	224	239
"evm.model.RL_1.588"	"AT3G06510.2"	"AT3G06510.2"	"AT3G06510.2"	"N0.HOG0015201"	"AT3G06510.2"	"OG0009042"	"AT3G06510.2"	"AT3G06510.2"	468	656	98	75	494	82.591	840	"AT3G06510.2"	82.591	494	49	2	1	460	1	491	0	840	98	468	656
"evm.model.RL_1.589"	"AT3G06520.1"	"AT3G06520.1"	"AT3G06520.1"	"N0.HOG0025253"	"AT3G06520.1"	"OG0018576"	"AT3G06520.1"	"AT3G06520.1"	461	466	98	99	464	78.664	705	"AT3G06520.1"	78.664	464	87	4	1	452	1	464	0	705	98	461	466
"evm.model.RL_1.59"	"AT3G01560.1"	"AT3G01560.1"	"AT3G01560.1"	"N0.HOG0008876"	"AT3G01560.1"	"OG0003640"	"AT3G01560.1, AT5G14540.1"	"AT3G01560.1"	503	511	97	100	509	76.817	580	"AT3G01560.1"	76.817	509	89	13	1	490	1	499	0	580	97	503	511
"evm.model.RL_1.590"	"AT3G06530.4"	"AT3G06530.4"	"AT3G06530.4"	"N0.HOG0011155"	"AT3G06530.4"	"OG0005384"	"AT3G06530.4"	"AT3G06530.4"	2202	2210	99	100	2212	87.703	3833	"AT3G06530.4"	87.703	2212	259	6	1	2201	1	2210	0	3846	99	2202	2210
"evm.model.RL_1.591"	"AT3G06540.1"	"AT3G06540.1"	"AT3G06540.1"	"N0.HOG0014053"	"AT3G06540.1"	"OG0007943"	"AT3G06540.1"	"AT3G06540.1"	512	563	96	87	487	87.064	816	"AT3G06540.1"	87.2	500	58	2	1	494	1	500	0	826	96	512	563
"evm.model.RL_1.592.1.687c87eb"	"AT3G06550.2"	"AT3G06550.2"	"AT3G06550.2"	"N0.HOG0014054"	"AT3G06550.2"	"OG0007944"	"AT3G06550.2"	"AT3G06550.2"	563	568	99	99	567	92.063	1054	"AT3G06550.2"	92.063	567	39	2	1	561	1	567	0	1055	99	563	568
"evm.model.RL_1.593"	"AT3G06560.1, AT5G02670.1"	"AT3G06560.1"	"AT3G06560.1, AT5G02670.1"	"N0.HOG0023742"	"AT3G06560.1, AT5G02670.1"	"OG0017127"	"AT3G06560.1, AT5G02670.1"	"AT3G06560.1"	512	507	98	98	504	82.937	867	"AT3G06560.1"	82.937	504	80	2	1	504	1	498	0	867	98	512	507
