"Euclidium_syriacum"	"prot_length"	"Arabidopsis_thaliana"	"single_Arabidopsis_thaliana"	"homologue_type"	"OL_Arabidopsis_thaliana"	"N0_HOG"	"N0_Arabidopsis_thaliana"	"OG_Orthogroup"	"OG_Arabidopsis_thaliana"	"RBH_B_id"	"RBH_A_length"	"RBH_B_length"	"RBH_A_qcovhsp"	"RBH_B_qcovhsp"	"RBH_length"	"RBH_pident"	"RBH_bitscore"	"BLAST_saccver"	"BLAST_pident"	"BLAST_length"	"BLAST_mismatch"	"BLAST_gapopen"	"BLAST_qstart"	"BLAST_qend"	"BLAST_sstart"	"BLAST_send"	"BLAST_evalue"	"BLAST_bitscore"	"BLAST_qcovhsp"	"BLAST_qlen"	"BLAST_slen"
"ESY21_g55844_DN3_SP0_c0.t1"	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY21_g55845_DN2_SP0_c0.t1"	75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY21_g55846_DN3_SP1_c0.t1"	224	"AT1G80640.1"	"AT1G80640.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G80640.1"	"85.714"	"224"	"26"	"1"	"1"	"224"	"210"	"427"	"7.43e-136"	"387"	"99"	"225"	"427"
"ESY21_g55847_DN3_SP8_c0.t1"	351	"AT3G27560.1"	"AT3G27560.1"	"orthologue"	"AT3G27560.1"	"N0.HOG0008453"	"AT3G27560.1"	"OG0003371"	"AT3G27560.1, AT5G40540.1"	"AT3G27560.1"	352	356	99	100	356	92.697	684	"AT3G27560.1"	"92.697"	"356"	"21"	"1"	"1"	"351"	"1"	"356"	"0"	"684"	"99"	"352"	"356"
"ESY21_g55848_DN3_SP3_c0.t1"	494	"AT3G27550.2"	"AT3G27550.2"	"orthologue"	"AT3G27550.2"	"N0.HOG0012610"	"AT3G27550.2"	"OG0006630"	"AT3G27550.2"	"AT3G27550.2"	495	547	99	92	513	80.117	664	"AT3G27550.2"	"80.117"	"513"	"72"	"6"	"4"	"494"	"43"	"547"	"0"	"664"	"99"	"495"	"547"
"ESY21_g55849_DN3_SP6_c0.t1"	384	"AT3G27540.1"	"AT3G27540.1"	"orthologue"	"AT3G27540.1"	"N0.HOG0003216"	"AT3G27540.1"	"OG0000702"	"AT3G01620.1, AT3G27540.1, AT5G14480.1"	"AT3G27540.1"	385	390	99	99	387	90.698	742	"AT3G27540.1"	"90.698"	"387"	"32"	"1"	"1"	"383"	"1"	"387"	"0"	"742"	"99"	"385"	"390"
"ESY21_g55853_DN3_SP8_c0.t1"	907	"AT3G27530.1"	"AT3G27530.1"	"orthologue"	"AT3G27530.1"	"N0.HOG0012609"	"AT3G27530.1"	"OG0006629"	"AT3G27530.1"	"AT3G27530.1"	908	914	98	100	903	90.81	1630	"AT3G27530.1"	"90.919"	"903"	"73"	"3"	"1"	"894"	"1"	"903"	"0"	"1631"	"98"	"908"	"914"
"ESY21_g55859_DN3_SP0_c0.t1"	213	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY21_g55863_DN2_SP8_c0.t1"	399	"AT3G27475.2, AT3G27470.5"	"AT3G27470.5"	"orthologue"	"AT3G27475.2, AT3G27470.5"	"N0.HOG0019458"	"AT3G27475.2, AT3G27470.5"	"OG0012967"	"AT3G27470.5, AT3G27475.2"	"AT3G27470.5"	400	407	99	97	394	95.178	795	"AT3G27470.5"	"95.178"	"394"	"19"	"0"	"1"	"394"	"1"	"394"	"0"	"795"	"99"	"400"	"407"
"ESY21_g55868_DN1_SP0_c0.t1"	65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY21_g55869_DN3_SP8_c0.t1"	268	"AT3G27460.4"	"AT3G27460.4"	"orthologue"	"AT3G27460.4"	"N0.HOG0008647"	"AT3G27460.4"	"OG0003491"	"AT3G27460.4, AT5G40550.3"	"AT3G27460.4"	269	272	99	99	270	95.556	525	"AT3G27460.4"	"95.556"	"270"	"9"	"1"	"2"	"268"	"3"	"272"	"0"	"525"	"99"	"269"	"272"
"ESY21_g55870_DN1_SP0_c0.t1"	61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY21_g55871_DN2_SP0_c0.t1"	131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY21_g55873_DN3_SP8_c0.t1"	82	"AT5G27700.1, AT3G53890.1"	"AT5G27700.1"	"orthologue"	"AT5G27700.1, AT3G53890.1"	"N0.HOG0003104"	"AT5G27700.1, AT3G53890.1"	"OG0000658"	"AT3G53890.1, AT5G27700.1"	"AT5G27700.1"	83	82	99	100	82	95.122	169	"AT5G27700.1"	"95.122"	"82"	"4"	"0"	"1"	"82"	"1"	"82"	"7.18e-57"	"169"	"99"	"83"	"82"
"ESY21_g55874_DN3_SP7_c0.t1"	458	"AT3G27440.1"	"AT3G27440.1"	"orthologue"	"AT3G27440.1"	"N0.HOG0021347"	"AT3G27440.1"	"OG0014788"	"AT3G27440.1"	"AT3G27440.1"	459	465	99	98	457	93.435	887	"AT3G27440.1"	"93.435"	"457"	"29"	"1"	"1"	"457"	"1"	"456"	"0"	"887"	"99"	"459"	"465"
"ESY21_g55894_DN1_SP0_c0.t1"	78	"AT1G60913.1, AT1G60815.1, AT1G60625.1"	"AT1G60815.1"	"orthologue"	"AT1G60913.1, AT1G60815.1, AT1G60625.1"	"N0.HOG0026486"	"AT1G60913.1, AT1G60815.1, AT1G60625.1"	"OG0019687"	"AT1G60625.1, AT1G60815.1, AT1G60913.1, AT2G32835.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G60815.1"	"51.316"	"76"	"37"	"0"	"1"	"76"	"1"	"76"	"1.38e-25"	"89.7"	"96"	"79"	"81"
"ESY21_g55895_DN3_SP7_c0.t1"	273	"AT3G27430.2"	"AT3G27430.2"	"orthologue"	"AT3G27430.2"	"N0.HOG0005480"	"AT3G27430.2"	"OG0001745"	"AT3G27430.2, AT5G40580.1"	"AT3G27430.2"	273	273	100	100	273	97.436	553	"AT3G27430.2"	"97.436"	"273"	"7"	"0"	"1"	"273"	"1"	"273"	"0"	"553"	"100"	"273"	"273"
"ESY21_g55896_DN3_SP0_c0.t1"	204	"AT3G27420.1"	"AT3G27420.1"	"orthologue"	"AT3G27420.1"	"N0.HOG0006742"	"AT3G27420.1"	"OG0002397"	"AT3G27420.1, AT5G40600.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G27420.1"	"60.251"	"239"	"56"	"4"	"1"	"200"	"1"	"239"	"4.63e-92"	"269"	"98"	"205"	"244"
"ESY21_g55901_DN2_SP0_c0.t1"	178	"AT3G27416.1"	"AT3G27416.1"	"orthologue"	"AT3G27416.1"	"N0.HOG0027135"	"AT3G27416.1"	"OG0020269"	"AT3G27416.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G27416.1"	"63.934"	"183"	"50"	"6"	"1"	"178"	"1"	"172"	"4.42e-26"	"97.8"	"99"	"179"	"173"
"ESY21_g55902_DN3_SP0_c0.t1"	132	"AT3G27410.1"	"AT3G27410.1"	"orthologue"	"AT3G27410.1"	"N0.HOG0015934"	"AT3G27410.1"	"OG0009714"	"AT3G27410.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G27410.1"	"64.706"	"136"	"40"	"3"	"1"	"132"	"1"	"132"	"1.1e-40"	"132"	"99"	"133"	"132"
"ESY21_g55906_DN3_SP7_c0.t1"	412	"AT3G27400.2"	"AT3G27400.2"	"orthologue"	"AT3G27400.2"	"N0.HOG0010494"	"AT3G27400.2"	"OG0004831"	"AT3G27400.2"	"AT3G27400.2"	413	416	99	99	413	92.494	770	"AT3G27400.2"	"92.494"	"413"	"29"	"2"	"1"	"412"	"5"	"416"	"0"	"770"	"99"	"413"	"416"
"ESY21_g55907_DN1_SP0_c0.t1"	60	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY21_g55910_DN1_SP0_c17.t1"	132	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G45570.1"	"30.4"	"125"	"80"	"5"	"8"	"130"	"755"	"874"	"2.09e-10"	"57"	"92"	"133"	"921"
"ESY22_g40378_DN1_SP0_c0.t1"	113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY22_g40379_DN1_SP0_c0.t1"	74	"AT3G45790.1"	"AT3G45790.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G45790.1"	"58.333"	"72"	"30"	"0"	"2"	"73"	"242"	"313"	"7.11e-27"	"99.8"	"96"	"75"	"376"
"ESY22_g40386_DN3_SP0_c42.t1"	163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY22_g40388_DN3_SP8_c0.t1"	548	"AT4G14350.1"	"AT4G14350.1"	"orthologue"	"AT4G14350.1"	"N0.HOG0006740"	"AT4G14350.1"	"OG0002396"	"AT3G23310.1, AT4G14350.1"	"AT4G14350.1"	548	551	100	100	551	96.189	1107	"AT4G14350.1"	"96.189"	"551"	"18"	"1"	"1"	"548"	"1"	"551"	"0"	"1107"	"100"	"548"	"551"
"ESY22_g40391_DN2_SP0_c0.t1"	211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY22_g40408_DN3_SP0_c0.t1"	278	"AT4G14365.1"	"AT4G14365.1"	"orthologue"	"AT4G14365.1"	"N0.HOG0012104"	"AT4G14365.1"	"OG0006198"	"AT4G14365.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G14365.1"	"53.668"	"259"	"101"	"5"	"28"	"278"	"129"	"376"	"2.04e-87"	"265"	"90"	"279"	"376"
"ESY22_g40423_DN3_SP0_c0.t1"	493	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G51172.1"	"42.593"	"54"	"29"	"1"	"67"	"120"	"48"	"99"	"2.39e-08"	"56.2"	"11"	"494"	"681"
"ESY22_g40428_DN2_SP0_c0.t1"	107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY22_g40429_DN1_SP0_c0.t1"	55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY22_g40430_DN3_SP0_c0.t1"	381	"AT4G14365.1"	"AT4G14365.1"	"orthologue"	"AT4G14365.1"	"N0.HOG0012104"	"AT4G14365.1"	"OG0006198"	"AT4G14365.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G14365.1"	"61.88"	"383"	"131"	"4"	"3"	"381"	"5"	"376"	"7.67e-161"	"456"	"99"	"382"	"376"
"ESY22_g40431_DN2_SP0_c0.t1"	132	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY22_g40432_DN1_SP0_c0.t1"	73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY22_g40433_DN2_SP0_c0.t1"	92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY22_g40434_DN1_SP0_c0.t1"	104	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY22_g40435_DN1_SP0_c0.t1"	118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G55340.1"	"57.143"	"21"	"9"	"0"	"32"	"52"	"481"	"501"	"0.019"	"33.5"	"18"	"119"	"597"
"ESY22_g40457_DN2_SP0_c0.t1"	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY22_g40462_DN2_SP0_c0.t1"	323	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY22_g40463_DN2_SP0_c0.t1"	91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY22_g40464_DN3_SP0_c0.t1"	944	"AT4G14368.1"	"AT4G14368.1"	"orthologue"	"AT4G14368.1"	"N0.HOG0006493"	"AT4G14368.1"	"OG0002268"	"AT3G23270.2, AT4G14368.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G14368.1"	"79.396"	"927"	"126"	"11"	"4"	"878"	"81"	"994"	"0"	"1447"	"93"	"944"	"1106"
"ESY22_g40481_DN1_SP0_c0.t1"	62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY22_g40482_DN3_SP0_c0.t1"	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY22_g40487_DN2_SP0_c0.t1"	206	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY22_g40491_DN2_SP0_c0.t1"	87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY22_g40495_DN1_SP0_c0.t1"	296	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G54490.1"	"31.579"	"57"	"38"	"1"	"198"	"253"	"223"	"279"	"0.003"	"39.3"	"19"	"297"	"947"
"ESY22_g40496_DN1_SP0_c0.t1"	60	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY22_g40497_DN1_SP0_c0.t1"	76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY22_g40520_DN2_SP0_c0.t1"	169	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY22_g40530_DN3_SP0_c0.t1"	193	"AT4G14380.1"	"AT4G14380.1"	"orthologue"	"AT4G14380.1"	"N0.HOG0009416"	"AT4G14380.1"	"OG0003988"	"AT4G14380.1"	"AT4G14380.1"	194	200	99	100	200	78	291	"AT4G14380.1"	"78"	"200"	"37"	"2"	"1"	"193"	"1"	"200"	"6.42e-102"	"291"	"99"	"194"	"200"
"ESY22_g40531_DN3_SP7_c0.t1"	164	"AT4G14385.1"	"AT4G14385.1"	"orthologue"	"AT4G14385.1"	"N0.HOG0019953"	"AT4G14385.1"	"OG0013443"	"AT4G14385.1"	"AT4G14385.1"	164	163	100	100	165	92.121	251	"AT4G14385.1"	"92.121"	"165"	"10"	"2"	"1"	"164"	"1"	"163"	"4.92e-87"	"251"	"100"	"164"	"163"
"ESY22_g40532_DN1_SP0_c0.t1"	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY22_g40533_DN2_SP0_c0.t1"	114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY22_g40534_DN3_SP1_c0.t1"	202	"AT4G14410.1"	"AT4G14410.1"	"orthologue"	"AT4G14410.1"	"N0.HOG0012105"	"AT4G14410.1"	"OG0006199"	"AT4G14410.1"	"AT4G14410.1"	203	283	99	71	201	86.07	350	"AT4G14410.1"	"86.07"	"201"	"27"	"1"	"3"	"202"	"83"	"283"	"1.22e-123"	"350"	"99"	"203"	"283"
"ESY22_g40535_DN3_SP0_c0.t1"	158	"AT4G14420.1"	"AT4G14420.1"	"orthologue"	"AT4G14420.1"	"N0.HOG0009894"	"AT4G14420.1"	"OG0004339"	"AT4G14420.1"	"AT4G14420.1"	159	158	95	96	151	88.742	262	"AT4G14420.1"	"88.742"	"151"	"17"	"0"	"1"	"151"	"1"	"151"	"2.45e-91"	"262"	"95"	"159"	"158"
"ESY22_g40540_DN2_SP0_c0.t1"	131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY22_g40541_DN1_SP0_c0.t1"	74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY22_g40543_DN3_SP0_c0.t1"	240	"AT4G14430.1"	"AT4G14430.1"	"orthologue"	"AT4G14430.1"	"N0.HOG0007017"	"AT4G14430.1"	"OG0002539"	"AT4G14430.1, AT4G14440.1"	"AT4G14430.1"	241	240	99	100	240	88.333	403	"AT4G14430.1"	"88.333"	"240"	"28"	"0"	"1"	"240"	"1"	"240"	"9.79e-145"	"404"	"99"	"241"	"240"
"ESY22_g40589_DN2_SP0_c0.t1"	221	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G07660.1"	"24.324"	"74"	"56"	"0"	"127"	"200"	"313"	"386"	"0.065"	"33.9"	"33"	"222"	"1058"
"ESY22_g40598_DN2_SP0_c0.t1"	116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY22_g40599_DN2_SP0_c0.t1"	175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY22_g40600_DN1_SP0_c0.t1"	123	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY22_g40610_DN2_SP0_c0.t1"	107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY22_g40640_DN3_SP7_c0.t1"	137	"AT4G14455.1"	"AT4G14455.1"	"orthologue"	"AT4G14455.1"	"N0.HOG0021840"	"AT4G14455.1"	"OG0015277"	"AT4G14455.1"	"AT4G14455.1"	138	130	96	100	132	92.424	244	"AT4G14455.1"	"92.424"	"132"	"8"	"1"	"6"	"137"	"1"	"130"	"5.46e-85"	"244"	"96"	"138"	"130"
"ESY22_g40641_DN3_SP0_c0.t1"	278	"AT4G14465.1"	"AT4G14465.1"	"orthologue"	"AT4G14465.1"	"N0.HOG0021841"	"AT4G14465.1"	"OG0015278"	"AT4G14465.1"	"AT4G14465.1"	279	281	99	100	282	89.716	449	"AT4G14465.1"	"89.716"	"282"	"24"	"2"	"1"	"278"	"1"	"281"	"3.26e-163"	"453"	"99"	"279"	"281"
"ESY22_g40643_DN2_SP0_c0.t1"	67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY22_g40657_DN2_SP0_c0.t1"	204	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY22_g40669_DN2_SP0_c0.t1"	169	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY22_g40677_DN3_SP0_c0.t1"	499	"AT4G14480.1"	"AT4G14480.1"	"orthologue"	"AT4G14480.1"	"N0.HOG0018403"	"AT4G14480.1"	"OG0011983"	"AT4G14480.1"	"AT4G14480.1"	500	487	99	99	498	87.149	780	"AT4G14480.1"	"87.149"	"498"	"49"	"6"	"1"	"495"	"1"	"486"	"0"	"833"	"99"	"500"	"487"
"ESY22_g40682_DN2_SP0_c0.t1"	156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY22_g40683_DN3_SP0_c0.t1"	173	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY22_g40695_DN3_SP8_c0.t1"	438	"AT4G14500.1"	"AT4G14500.1"	"orthologue"	"AT4G14500.1"	"N0.HOG0006899"	"AT4G14500.1"	"OG0002475"	"AT3G23080.1, AT4G14500.1"	"AT4G14500.1"	439	433	99	100	438	90.183	792	"AT4G14500.1"	"90.183"	"438"	"38"	"3"	"1"	"438"	"1"	"433"	"0"	"811"	"99"	"439"	"433"
"ESY22_g40696_DN3_SP0_c0.t1"	219	"AT4G14510.1"	"AT4G14510.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G14510.1"	"70.792"	"202"	"51"	"2"	"15"	"214"	"687"	"882"	"9.29e-79"	"253"	"91"	"220"	"907"
"ESY22_g40697_DN3_SP0_c0.t1"	740	"AT3G23070.1"	"AT3G23070.1"	"orthologue"	"AT3G23070.1"	"N0.HOG0019054"	"AT3G23070.1"	"OG0012593"	"AT3G23070.1"	"AT4G14510.1"	741	907	90	76	713	71.469	924	"AT4G14510.1"	"71.469"	"715"	"130"	"13"	"59"	"726"	"1"	"688"	"0"	"933"	"90"	"741"	"907"
"ESY22_g40698_DN3_SP0_c0.t1"	188	"AT4G14520.1"	"AT4G14520.1"	"orthologue"	"AT4G14520.1"	"N0.HOG0019954"	"AT4G14520.1"	"OG0013444"	"AT4G14520.1"	"AT4G14520.1"	189	200	99	97	194	72.68	287	"AT4G14520.1"	"72.68"	"194"	"47"	"2"	"1"	"188"	"7"	"200"	"2.84e-100"	"287"	"99"	"189"	"200"
"ESY22_g40699_DN3_SP0_c18.t1"	767	"AT4G14570.1"	"AT4G14570.1"	"other"	NA	NA	NA	"OG0004138"	"AT4G14570.1"	"AT4G14570.1"	768	819	99	93	770	86.364	1326	"AT4G14570.1"	"86.494"	"770"	"95"	"3"	"1"	"767"	"56"	"819"	"0"	"1326"	"99"	"768"	"819"
"ESY22_g40700_DN3_SP0_c0.t1"	429	"AT4G14580.1"	"AT4G14580.1"	"orthologue"	"AT4G14580.1"	"N0.HOG0004101"	"AT4G14580.1"	"OG0001061"	"AT3G23000.1, AT4G14580.1"	"AT4G14580.1"	430	426	98	99	424	84.67	690	"AT4G14580.1"	"84.67"	"424"	"60"	"2"	"7"	"426"	"4"	"426"	"0"	"690"	"98"	"430"	"426"
"ESY22_g40701_DN2_SP0_c0.t1"	79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G13450.1"	"31.667"	"60"	"41"	"0"	"15"	"74"	"167"	"226"	"0.000787"	"35.8"	"75"	"80"	"394"
"ESY22_g40706_DN2_SP0_c0.t1"	380	"AT4G14590.1"	"AT4G14590.1"	"other"	NA	NA	NA	"OG0009980"	"AT4G14590.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G14590.1"	"59.453"	"439"	"90"	"5"	"4"	"354"	"2"	"440"	"5.54e-171"	"486"	"92"	"381"	"508"
"ESY22_g40707_DN3_SP7_c0.t1"	502	"AT4G14605.1"	"AT4G14605.1"	"orthologue"	"AT4G14605.1"	"N0.HOG0018404"	"AT4G14605.1"	"OG0011984"	"AT4G14605.1"	"AT4G14605.1"	503	493	98	100	498	87.55	840	"AT4G14605.1"	"87.55"	"498"	"54"	"4"	"1"	"495"	"1"	"493"	"0"	"844"	"98"	"503"	"493"
"ESY22_g40709_DN3_SP0_c0.t1"	189	"AT4G19350.1"	"AT4G19350.1"	"other"	NA	NA	NA	"OG0010850"	"AT4G19350.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G19350.1"	"54.098"	"183"	"76"	"1"	"1"	"183"	"1"	"175"	"7.24e-65"	"197"	"96"	"190"	"180"
"ESY22_g40712_DN2_SP0_c0.t1"	78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY22_g40713_DN1_SP0_c0.t1"	460	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G57587.1"	"29.861"	"144"	"93"	"3"	"7"	"143"	"60"	"202"	"2.25e-14"	"73.9"	"30"	"461"	"364"
"ESY22_g40721_DN2_SP0_c0.t1"	125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY22_g40728_DN3_SP0_c0.t1"	339	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G52950.1"	"26.415"	"212"	"146"	"3"	"127"	"334"	"36"	"241"	"2.88e-18"	"85.5"	"61"	"339"	"566"
