"Noccaea_praecox"	"prot_length"	"Arabidopsis_thaliana"	"single_Arabidopsis_thaliana"	"homologue_type"	"OL_Arabidopsis_thaliana"	"N0_HOG"	"N0_Arabidopsis_thaliana"	"OG_Orthogroup"	"OG_Arabidopsis_thaliana"	"RBH_B_id"	"RBH_A_length"	"RBH_B_length"	"RBH_A_qcovhsp"	"RBH_B_qcovhsp"	"RBH_length"	"RBH_pident"	"RBH_bitscore"	"BLAST_saccver"	"BLAST_pident"	"BLAST_length"	"BLAST_mismatch"	"BLAST_gapopen"	"BLAST_qstart"	"BLAST_qend"	"BLAST_sstart"	"BLAST_send"	"BLAST_evalue"	"BLAST_bitscore"	"BLAST_qcovhsp"	"BLAST_qlen"	"BLAST_slen"
"Np002G124120"	330	"AT1G64350.1"	"AT1G64350.1"	"orthologue"	"AT1G64350.1"	"N0.HOG0017050"	"AT1G64350.1"	"OG0010753"	"AT1G64350.1"	"AT1G64350.1"	331	326	99	100	330	88.485	580	"AT1G64350.1"	"89.394"	"330"	"31"	"2"	"1"	"330"	"1"	"326"	"0"	"580"	"99"	"331"	"326"
"Np002G124130"	190	"AT1G64355.1"	"AT1G64355.1"	"orthologue"	"AT1G64355.1"	"N0.HOG0024442"	"AT1G64355.1"	"OG0017795"	"AT1G64355.1"	"AT1G64355.1"	191	199	99	100	200	82	306	"AT1G64355.1"	"82"	"200"	"24"	"4"	"1"	"189"	"1"	"199"	"1.39e-107"	"306"	"99"	"191"	"199"
"Np002G124170"	291	"AT5G26270.1"	"AT5G26270.1"	"orthologue"	"AT5G26270.1"	"N0.HOG0027655"	"AT5G26270.1"	"OG0020749"	"AT5G26270.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G26270.1"	"47.321"	"112"	"53"	"2"	"159"	"264"	"169"	"280"	"1.51e-15"	"75.1"	"36"	"292"	"305"
"Np002G124180"	162	"AT1G64370.1"	"AT1G64370.1"	"orthologue"	"AT1G64370.1"	"N0.HOG0014760"	"AT1G64370.1"	"OG0008613"	"AT1G64370.1"	"AT1G64370.1"	163	178	87	81	146	71.918	184	"AT1G64370.1"	"72.327"	"159"	"25"	"3"	"1"	"141"	"1"	"158"	"6.42e-68"	"203"	"87"	"163"	"178"
"Np002G124190"	451	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G27900.2"	"38.298, 37.168"	"235, 226"	"130, 129"	"7, 6"	"1, 229"	"229, 447"	"13, 22"	"238, 241"	"4.61e-34, 8.69e-34"	"127"	"51, 48"	"452"	"256"
"Np002G124210"	332	"AT1G64380.1"	"AT1G64380.1"	"orthologue"	"AT1G64380.1"	"N0.HOG0015961"	"AT1G64380.1"	"OG0009737"	"AT1G64380.1"	"AT1G64380.1"	333	335	99	100	340	82.456	433	"AT1G64380.1"	"82.647"	"340"	"46"	"8"	"1"	"332"	"1"	"335"	"1.68e-153"	"433"	"99"	"333"	"335"
"Np002G124220"	74	"AT3G03310.1"	"AT3G03310.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G03310.1"	"87.671"	"73"	"8"	"1"	"1"	"73"	"375"	"446"	"1.84e-31"	"112"	"97"	"75"	"447"
"Np002G124250"	337	"AT1G64385.1"	"AT1G64385.1"	"orthologue"	"AT1G64385.1"	"N0.HOG0021393"	"AT1G64385.1"	"OG0014832"	"AT1G64385.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G64385.1"	"68.333"	"360"	"82"	"9"	"1"	"337"	"1"	"351"	"2e-155"	"439"	"99"	"338"	"351"
"Np002G124280"	620	"AT1G64390.1"	"AT1G64390.1"	"orthologue"	"AT1G64390.1"	"N0.HOG0014759"	"AT1G64390.1"	"OG0008612"	"AT1G64390.1"	"AT1G64390.1"	621	620	99	100	621	93.559	1156	"AT1G64390.1"	"94.364"	"621"	"33"	"2"	"1"	"620"	"1"	"620"	"0"	"1186"	"99"	"621"	"620"
"Np002G124290"	659	"AT1G64400.1"	"AT1G64400.1"	"orthologue"	"AT1G64400.1"	NA	NA	"OG0010752"	"AT1G64400.1"	"AT1G64400.1"	660	665	99	98	655	92.977	1258	"AT1G64400.1"	"92.977"	"655"	"46"	"0"	"2"	"656"	"3"	"657"	"0"	"1258"	"99"	"660"	"665"
"Np002G124300"	118	"AT1G64405.1"	"AT1G64405.1"	"orthologue"	"AT1G64405.1"	"N0.HOG0017045"	"AT1G64405.1"	"OG0010751"	"AT1G64405.1"	"AT1G64405.1"	119	118	99	100	118	79.661	167	"AT1G64405.1"	"79.661"	"118"	"24"	"0"	"1"	"118"	"1"	"118"	"1.61e-55"	"168"	"99"	"119"	"118"
"Np002G124310"	558	"AT1G64430.1"	"AT1G64430.1"	"orthologue"	"AT1G64430.1"	"N0.HOG0023350"	"AT1G64430.1"	"OG0016741"	"AT1G64430.1"	"AT1G64430.1"	559	559	99	100	559	89.624	1019	"AT1G64430.1"	"89.624"	"559"	"57"	"1"	"1"	"558"	"1"	"559"	"0"	"1019"	"99"	"559"	"559"
"Np002G124320"	347	"AT1G64440.1"	"AT1G64440.1"	"orthologue"	"AT1G64440.1"	"N0.HOG0018102"	"AT1G64440.1"	"OG0011704"	"AT1G64440.1"	"AT1G64440.1"	348	348	99	99	345	93.913	679	"AT1G64440.1"	"93.913"	"345"	"21"	"0"	"3"	"347"	"4"	"348"	"0"	"679"	"99"	"348"	"348"
"Np002G124330"	379	"AT1G64450.1"	"AT1G64450.1"	"orthologue"	"AT1G64450.1"	"N0.HOG0021392"	"AT1G64450.1"	"OG0014831"	"AT1G64450.1"	"AT1G64450.1"	380	342	66	100	256	76.104	322	"AT1G64450.1"	"80.859"	"256"	"34"	"3"	"1"	"250"	"1"	"247"	"1.21e-108"	"322"	"66"	"380"	"342"
"Np002G124340"	551	"AT1G64460.1"	"AT1G64460.1"	"orthologue"	"AT1G64460.1"	"N0.HOG0015960"	"AT1G64460.1"	"OG0009736"	"AT1G64460.1"	"AT1G64460.1"	552	549	99	99	555	87.568	972	"AT1G64460.1"	"87.568"	"555"	"57"	"4"	"1"	"551"	"1"	"547"	"0"	"993"	"99"	"552"	"549"
"Np002G124350"	214	"AT1G64480.1"	"AT1G64480.1"	"orthologue"	"AT1G64480.1"	"N0.HOG0021391"	"AT1G64480.1"	"OG0014830"	"AT1G64480.1"	"AT1G64480.1"	215	214	99	100	214	94.393	412	"AT1G64480.1"	"94.393"	"214"	"12"	"0"	"1"	"214"	"1"	"214"	"8.8e-149"	"412"	"99"	"215"	"214"
"Np002G124370"	519	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G27900.2"	"44.811"	"212"	"104"	"5"	"184"	"388"	"36"	"241"	"2.68e-38"	"140"	"39"	"520"	"256"
"Np002G124380"	99	"AT5G42060.1, AT1G64490.1"	"AT5G42060.1"	"orthologue"	"AT5G42060.1, AT1G64490.1"	"N0.HOG0011964"	"AT5G42060.1, AT1G64490.1"	"OG0006072"	"AT1G64490.1, AT5G42060.1"	"AT5G42060.1"	100	92	80	87	80	72.5	105	"AT5G42060.1"	"72.5"	"80"	"22"	"0"	"1"	"80"	"1"	"80"	"1.24e-31"	"106"	"80"	"100"	"92"
"Np002G124390"	364	"AT1G64500.1"	"AT1G64500.1"	"orthologue"	"AT1G64500.1"	"N0.HOG0018101"	"AT1G64500.1"	"OG0011703"	"AT1G64500.1"	"AT1G64500.1"	365	368	99	100	371	82.48	563	"AT1G64500.1"	"82.48"	"371"	"55"	"6"	"1"	"364"	"1"	"368"	"0"	"585"	"99"	"365"	"368"
"Np002G124400"	213	"AT1G64510.2"	"AT1G64510.2"	"orthologue"	"AT1G64510.2"	"N0.HOG0011963"	"AT1G64510.2"	"OG0006071"	"AT1G64510.2"	"AT1G64510.2"	214	231	99	90	212	87.736	358	"AT1G64510.2"	"91.509"	"212"	"13"	"2"	"2"	"213"	"25"	"231"	"1.11e-138"	"387"	"99"	"214"	"231"
"Np002G124410"	267	"AT1G64520.1"	"AT1G64520.1"	"orthologue"	"AT1G64520.1"	"N0.HOG0009187"	"AT1G64520.1"	"OG0003834"	"AT1G64520.1, AT5G42040.1"	"AT1G64520.1"	268	267	99	100	267	94.007	495	"AT1G64520.1"	"94.007"	"267"	"16"	"0"	"1"	"267"	"1"	"267"	"3.29e-180"	"495"	"99"	"268"	"267"
"Np002G124420"	820	"AT1G64530.1"	"AT1G64530.1"	"orthologue"	"AT1G64530.1"	"N0.HOG0021390"	"AT1G64530.1"	"OG0014829"	"AT1G64530.1"	"AT1G64530.1"	821	841	99	100	853	83.705	1410	"AT1G64530.1"	"83.705"	"853"	"94"	"13"	"1"	"820"	"1"	"841"	"0"	"1410"	"99"	"821"	"841"
"Np002G124430"	74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Np002G124450"	662	"AT5G28540.1, AT5G42020.3"	"AT5G42020.3"	"other"	NA	"N0.HOG0006196"	"AT5G28540.1, AT5G42020.3"	"OG0002103"	"AT5G28540.1, AT5G42020.3"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G42020.3"	"94.769"	"650"	"33"	"1"	"14"	"662"	"24"	"673"	"0"	"1242"	"98"	"663"	"673"
"Np002G124470"	71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Np002G124480"	117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Np002G124500"	432	"AT1G64540.1, AT5G35995.1"	"AT5G35995.1"	"orthologue"	"AT1G64540.1, AT5G35995.1"	"N0.HOG0000735"	"AT1G48400.1, AT1G48390.1, AT1G47920.1, AT5G12450.1, AT1G64540.1, AT5G35995.1, AT4G27050.1"	"OG0000080"	"AT1G21990.1, AT1G47920.1, AT1G48390.1, AT1G48400.1, AT1G64540.1, AT2G29910.6, AT2G29930.1, AT4G27050.1, AT5G12450.1, AT5G35995.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G35995.1"	"61.087"	"460"	"146"	"12"	"1"	"432"	"1"	"455"	"1.85e-176"	"500"	"99"	"433"	"455"
"Np002G124510"	449	"AT1G64540.1, AT5G35995.1"	"AT1G64540.1"	"orthologue"	"AT1G64540.1, AT5G35995.1"	"N0.HOG0000735"	"AT1G48400.1, AT1G48390.1, AT1G47920.1, AT5G12450.1, AT1G64540.1, AT5G35995.1, AT4G27050.1"	"OG0000080"	"AT1G21990.1, AT1G47920.1, AT1G48390.1, AT1G48400.1, AT1G64540.1, AT2G29910.6, AT2G29930.1, AT4G27050.1, AT5G12450.1, AT5G35995.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G64540.1"	"64.912"	"456"	"141"	"7"	"1"	"449"	"1"	"444"	"0"	"535"	"99"	"450"	"444"
"Np002G124530"	120	"AT1G47915.1"	"AT1G47915.1"	"orthologue"	"AT1G47915.1"	"N0.HOG0026809"	"AT1G47915.1"	"OG0019976"	"AT1G47915.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G64540.1"	"68.421"	"114"	"33"	"2"	"1"	"114"	"1"	"111"	"4.32e-43"	"145"	"94"	"121"	"444"
"Np002G124540"	136	"AT5G12450.1"	"AT5G12450.1"	"orthologue"	"AT5G12450.1"	"N0.HOG0000735"	"AT1G48400.1, AT1G48390.1, AT1G47920.1, AT5G12450.1, AT1G64540.1, AT5G35995.1, AT4G27050.1"	"OG0000080"	"AT1G21990.1, AT1G47920.1, AT1G48390.1, AT1G48400.1, AT1G64540.1, AT2G29910.6, AT2G29930.1, AT4G27050.1, AT5G12450.1, AT5G35995.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G64540.1"	"43.662"	"71"	"20"	"2"	"86"	"136"	"218"	"288"	"4.31e-07"	"47.4"	"37"	"137"	"444"
"Np002G124550"	717	"AT1G64550.1"	"AT1G64550.1"	"orthologue"	"AT1G64550.1"	"N0.HOG0018100"	"AT1G64550.1"	"OG0011702"	"AT1G64550.1"	"AT1G64550.1"	718	715	99	100	717	96.234	1429	"AT1G64550.1"	"96.234"	"717"	"25"	"1"	"1"	"717"	"1"	"715"	"0"	"1429"	"99"	"718"	"715"
"Np002G124560"	1209	"AT1G64570.1"	"AT1G64570.1"	"orthologue"	"AT1G64570.1"	"N0.HOG0019490"	"AT1G64570.1"	"OG0012999"	"AT1G64570.1"	"AT1G64570.1"	1210	1239	97	96	1199	76.814	1640	"AT1G64570.1"	"76.814"	"1199"	"246"	"10"	"38"	"1209"	"46"	"1239"	"0"	"1681"	"97"	"1210"	"1239"
"Np002G124570"	150	"AT5G47600.1"	"AT5G47600.1"	"orthologue"	"AT5G47600.1"	"N0.HOG0007397"	"AT5G47600.1"	"OG0002738"	"AT5G47600.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G47600.1"	"56.41"	"117"	"49"	"1"	"23"	"139"	"14"	"128"	"5.23e-44"	"140"	"77"	"151"	"131"
"Np002G124590"	125	"AT4G11980.1"	"AT4G11980.1"	"orthologue"	"AT4G11980.1"	"N0.HOG0018366"	"AT4G11980.1"	"OG0011947"	"AT4G11980.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G11980.1"	"89.344"	"122"	"13"	"0"	"1"	"122"	"179"	"300"	"7.05e-76"	"226"	"97"	"126"	"309"
"Np002G124630"	99	"AT4G24030.1"	"AT4G24030.1"	"orthologue"	"AT4G24030.1"	"N0.HOG0035178"	"AT4G24030.1"	"OG0027989"	"AT4G24030.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G24030.1"	"40.741"	"54"	"32"	"0"	"15"	"68"	"1"	"54"	"0.000125"	"38.1"	"54"	"100"	"128"
"Np002G124640"	347	"AT1G64590.1"	"AT1G64590.1"	"orthologue"	"AT1G64590.1"	"N0.HOG0013582"	"AT1G64590.1"	"OG0007518"	"AT1G64590.1"	"AT1G64590.1"	348	334	95	99	332	91.867	577	"AT1G64590.1"	"91.867"	"332"	"26"	"1"	"1"	"331"	"1"	"332"	"0"	"577"	"95"	"348"	"334"
"Np002G124650"	559	"AT1G64600.1"	"AT1G64600.1"	"orthologue"	"AT1G64600.1"	"N0.HOG0017044"	"AT1G64600.1"	"OG0010750"	"AT1G64600.1"	"AT1G64600.1"	560	537	99	100	559	84.258	915	"AT1G64600.1"	"86.225"	"559"	"55"	"4"	"1"	"559"	"1"	"537"	"0"	"935"	"99"	"560"	"537"
"Np002G124660"	647	"AT1G64610.1"	"AT1G64610.1"	"orthologue"	"AT1G64610.1"	"N0.HOG0015958"	"AT1G64610.1"	"OG0009735"	"AT1G64610.1"	"AT1G64610.1"	648	647	99	100	663	73.303	917	"AT1G64610.1"	"73.303"	"663"	"145"	"14"	"1"	"647"	"1"	"647"	"0"	"917"	"99"	"648"	"647"
"Np002G124700"	364	"AT1G64620.1"	"AT1G64620.1"	"orthologue"	"AT1G64620.1"	"N0.HOG0018099"	"AT1G64620.1"	"OG0011701"	"AT1G64620.1"	"AT1G64620.1"	365	352	99	100	372	73.656	425	"AT1G64620.1"	"75.269"	"372"	"64"	"13"	"1"	"364"	"1"	"352"	"3.66e-155"	"439"	"99"	"365"	"352"
"Np002G124720"	155	"AT5G42000.1"	"AT5G42000.1"	"other"	NA	"N0.HOG0011440"	"AT5G42000.1"	"OG0005630"	"AT5G42000.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G42000.1"	"92.208"	"154"	"12"	"0"	"2"	"155"	"1"	"154"	"2.81e-107"	"302"	"99"	"156"	"154"
"Np002G124730"	576	"AT5G24352.1, AT1G64625.1"	"AT1G64625.1"	"orthologue"	"AT5G24352.1, AT1G64625.1"	"N0.HOG0015957"	"AT5G24352.1, AT1G64625.1"	"OG0009734"	"AT1G64625.1, AT5G24352.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G64625.1"	"68.213"	"582"	"110"	"17"	"2"	"572"	"1"	"518"	"0"	"735"	"99"	"577"	"527"
"Np002G124740"	526	"AT1G64630.1"	"AT1G64630.1"	"orthologue"	"AT1G64630.1"	"N0.HOG0009583"	"AT1G64630.1"	"OG0004102"	"AT1G64630.1, AT5G41990.1"	"AT1G64630.1"	527	524	99	100	530	78.302	815	"AT1G64630.1"	"78.302"	"530"	"99"	"8"	"1"	"520"	"1"	"524"	"0"	"815"	"99"	"527"	"524"
"Np002G124750"	193	"AT1G64640.1"	"AT1G64640.1"	"orthologue"	"AT1G64640.1"	"N0.HOG0014758"	"AT1G64640.1"	"OG0008611"	"AT1G64640.1"	"AT1G64640.1"	194	191	99	100	194	87.629	311	"AT1G64640.1"	"87.629"	"194"	"20"	"3"	"1"	"193"	"1"	"191"	"1.18e-109"	"311"	"99"	"194"	"191"
"Np002G124760"	462	"AT1G64650.1"	"AT1G64650.1"	"orthologue"	"AT1G64650.1"	"N0.HOG0003519"	"AT4G27720.1, AT1G64650.1"	"OG0000818"	"AT1G64650.1, AT3G49310.1, AT4G27720.1"	"AT1G64650.1"	463	462	99	100	462	98.268	932	"AT1G64650.1"	"98.268"	"462"	"8"	"0"	"1"	"462"	"1"	"462"	"0"	"932"	"99"	"463"	"462"
"Np002G124770"	441	"AT1G64660.1"	"AT1G64660.1"	"orthologue"	"AT1G64660.1"	"N0.HOG0023349"	"AT1G64660.1"	"OG0016740"	"AT1G64660.1"	"AT1G64660.1"	442	441	99	100	441	90.703	802	"AT1G64660.1"	"90.703"	"441"	"41"	"0"	"1"	"441"	"1"	"441"	"0"	"822"	"99"	"442"	"441"
"Np002G124780"	470	"AT1G64670.2"	"AT1G64670.2"	"orthologue"	"AT1G64670.2"	"N0.HOG0019489"	"AT1G64670.2"	"OG0012998"	"AT1G64670.2"	"AT1G64670.2"	471	524	99	89	469	92.964	890	"AT1G64670.2"	"92.964"	"469"	"31"	"2"	"1"	"469"	"56"	"522"	"0"	"910"	"99"	"471"	"524"
"Np002G124790"	209	"AT1G64700.1"	"AT1G64700.1"	"orthologue"	"AT1G64700.1"	"N0.HOG0023348"	"AT1G64700.1"	"OG0016739"	"AT1G64700.1"	"AT1G64700.1"	210	203	88	99	185	80.097	311	"AT1G64700.1"	"83.243"	"185"	"30"	"1"	"1"	"184"	"1"	"185"	"2.2e-109"	"311"	"88"	"210"	"203"
"Np002G124800"	219	"AT5G42905.1"	"AT5G42905.1"	"other"	NA	"N0.HOG0001403"	"AT5G42905.1"	"OG0000178"	"AT5G42905.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G42905.1"	"54.369"	"206"	"88"	"2"	"3"	"203"	"39"	"243"	"2.18e-72"	"220"	"91"	"220"	"258"
"Np002G124810"	399	"AT1G64710.1"	"AT1G64710.1"	"orthologue"	"AT1G64710.1"	"N0.HOG0017042"	"AT1G64710.1"	"OG0010748"	"AT1G64710.1"	"AT1G64710.1"	400	380	95	100	381	93.701	738	"AT1G64710.1"	"93.701"	"381"	"23"	"1"	"19"	"399"	"1"	"380"	"0"	"738"	"95"	"400"	"380"
"Np002G124820"	397	"AT1G64720.1"	"AT1G64720.1"	"orthologue"	"AT1G64720.1"	"N0.HOG0021387"	"AT1G64720.1"	"OG0014826"	"AT1G64720.1"	"AT1G64720.1"	398	385	99	99	398	86.181	691	"AT1G64720.1"	"86.432"	"398"	"39"	"4"	"1"	"397"	"2"	"385"	"0"	"691"	"99"	"398"	"385"
"Np002G124830"	133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G28290.1"	"100"	"89"	"0"	"0"	"45"	"133"	"1"	"89"	"1.61e-60"	"194"	"66"	"134"	"568"
"Np002G124840"	133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G28290.1"	"100"	"89"	"0"	"0"	"45"	"133"	"1"	"89"	"1.61e-60"	"194"	"66"	"134"	"568"
"Np003G124850"	432	"AT5G01010.2"	"AT5G01010.2"	"orthologue"	"AT5G01010.2"	"N0.HOG0018601"	"AT5G01010.2"	"OG0012168"	"AT5G01010.2"	"AT5G01010.2"	433	479	99	98	471	84.501	804	"AT5G01010.2"	"84.501"	"471"	"32"	"1"	"1"	"430"	"1"	"471"	"0"	"804"	"99"	"433"	"479"
"Np003G124860"	151	"AT5G02000.1"	"AT5G02000.1"	"orthologue"	"AT5G02000.1"	"N0.HOG0026303"	"AT5G02000.1"	"OG0019527"	"AT5G02000.1"	"AT5G02000.1"	152	146	96	99	149	72.483	180	"AT5G02000.1"	"73.51"	"151"	"29"	"6"	"6"	"151"	"2"	"146"	"1.34e-65"	"196"	"96"	"152"	"146"
"Np003G124870"	430	"AT5G01990.1"	"AT5G01990.1"	"orthologue"	"AT5G01990.1"	"N0.HOG0012195"	"AT5G01990.1"	"OG0006279"	"AT5G01990.1"	"AT5G01990.1"	431	431	99	100	431	93.968	808	"AT5G01990.1"	"93.968"	"431"	"25"	"1"	"1"	"430"	"1"	"431"	"0"	"808"	"99"	"431"	"431"
"Np003G124880"	474	"AT5G01980.1"	"AT5G01980.1"	"orthologue"	"AT5G01980.1"	"N0.HOG0022115"	"AT5G01980.1"	"OG0015545"	"AT5G01980.1"	"AT5G01980.1"	475	493	99	99	497	77.465	694	"AT5G01980.1"	"79.76"	"499"	"66"	"10"	"4"	"474"	"2"	"493"	"0"	"718"	"99"	"475"	"493"
"Np003G124890"	333	"AT5G01970.1"	"AT5G01970.1"	"orthologue"	"AT5G01970.1"	"N0.HOG0025899"	"AT5G01970.1"	"OG0019163"	"AT5G01970.1"	"AT5G01970.1"	334	351	96	100	339	81.742	548	"AT5G01970.1"	"83.186"	"339"	"33"	"7"	"1"	"320"	"1"	"334"	"0"	"548"	"96"	"334"	"351"
"Np003G124900"	421	"AT5G01960.1"	"AT5G01960.1"	"orthologue"	"AT5G01960.1"	"N0.HOG0018602"	"AT5G01960.1"	"OG0012169"	"AT5G01960.1"	"AT5G01960.1"	422	426	99	100	426	92.254	818	"AT5G01960.1"	"92.254"	"426"	"28"	"2"	"1"	"421"	"1"	"426"	"0"	"818"	"99"	"422"	"426"
"Np003G124920"	596	"AT3G08570.1"	"AT3G08570.1"	"orthologue"	"AT3G08570.1"	"N0.HOG0024609"	"AT3G08570.1"	"OG0017960"	"AT3G08570.1"	"AT3G08570.1"	597	617	96	96	588	85.135	1003	"AT3G08570.1"	"85.714"	"588"	"69"	"5"	"21"	"593"	"22"	"609"	"0"	"1003"	"96"	"597"	"617"
"Np003G124930"	955	"AT5G37450.2"	"AT5G37450.2"	"orthologue"	"AT5G37450.2"	"N0.HOG0025112"	"AT5G37450.2"	"OG0018441"	"AT5G37450.2"	"AT5G37450.2"	956	983	99	98	964	80.899	1571	"AT5G37450.2"	"80.899"	"979"	"150"	"7"	"11"	"955"	"8"	"983"	"0"	"1582"	"99"	"956"	"983"
"Np003G124940"	948	"AT5G01950.7"	"AT5G01950.7"	"orthologue"	"AT5G01950.7"	"N0.HOG0022117"	"AT5G01950.7"	"OG0015547"	"AT5G01950.7"	"AT5G01950.7"	949	956	99	100	956	90.377	1650	"AT5G01950.7"	"90.377"	"956"	"84"	"2"	"1"	"948"	"1"	"956"	"0"	"1650"	"99"	"949"	"956"
"Np003G124950"	452	"AT5G01930.1"	"AT5G01930.1"	"orthologue"	"AT5G01930.1"	"N0.HOG0020240"	"AT5G01930.1"	"OG0013723"	"AT5G01930.1"	"AT5G01930.1"	453	448	99	100	452	92.478	830	"AT5G01930.1"	"92.92"	"452"	"28"	"2"	"1"	"452"	"1"	"448"	"0"	"881"	"99"	"453"	"448"
"Np003G124960"	478	"AT5G01920.1"	"AT5G01920.1"	"orthologue"	"AT5G01920.1"	"N0.HOG0022118"	"AT5G01920.1"	"OG0015548"	"AT5G01920.1"	"AT5G01920.1"	479	495	99	100	502	84.064	787	"AT5G01920.1"	"84.064"	"502"	"49"	"7"	"1"	"478"	"1"	"495"	"0"	"787"	"99"	"479"	"495"
"Np003G124970"	179	"AT5G01910.1"	"AT5G01910.1"	"orthologue"	"AT5G01910.1"	"N0.HOG0022119"	"AT5G01910.1"	"OG0015549"	"AT5G01910.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G01910.1"	"61.932"	"176"	"26"	"5"	"4"	"169"	"3"	"147"	"5.39e-57"	"176"	"92"	"180"	"180"
"Np003G124980"	258	"AT5G01900.1"	"AT5G01900.1"	"orthologue"	"AT5G01900.1"	"N0.HOG0016380"	"AT5G01900.1"	"OG0010135"	"AT5G01900.1"	"AT5G01900.1"	259	263	99	99	264	75.758	384	"AT5G01900.1"	"76.981"	"265"	"51"	"6"	"1"	"258"	"1"	"262"	"9.68e-138"	"387"	"99"	"259"	"263"
"Np003G125000"	627	"AT2G30290.2"	"AT2G30290.2"	"orthologue"	"AT2G30290.2"	"N0.HOG0022120"	"AT2G30290.2"	"OG0015550"	"AT2G30290.2"	"AT2G30290.2"	628	641	99	97	624	92.949	1228	"AT2G30290.2"	"92.949"	"624"	"44"	"0"	"4"	"627"	"2"	"625"	"0"	"1228"	"99"	"628"	"641"
"Np003G125010"	966	"AT5G01890.1"	"AT5G01890.1"	"orthologue"	"AT5G01890.1"	"N0.HOG0022121"	"AT5G01890.1"	"OG0015551"	"AT5G01890.1"	"AT5G01890.1"	967	967	99	98	954	86.934	1632	"AT5G01890.1"	"86.934"	"972"	"116"	"3"	"1"	"966"	"1"	"967"	"0"	"1675"	"99"	"967"	"967"
"Np003G125020"	223	"AT3G08740.1"	"AT3G08740.1"	"other"	NA	NA	NA	"OG0004980"	"AT3G08740.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G08740.1"	"77.021"	"235"	"41"	"4"	"1"	"222"	"1"	"235"	"1.44e-130"	"367"	"99"	"224"	"236"
"Np003G125030"	151	"AT5G01880.1"	"AT5G01880.1"	"orthologue"	"AT5G01880.1"	"N0.HOG0020241"	"AT5G01880.1"	"OG0013724"	"AT5G01880.1"	"AT5G01880.1"	152	159	99	99	158	78.481	207	"AT5G01880.1"	"78.481"	"158"	"26"	"3"	"1"	"150"	"1"	"158"	"1.99e-70"	"209"	"99"	"152"	"159"
"Np003G125040"	236	"AT5G01860.1"	"AT5G01860.1"	"orthologue"	"AT5G01860.1"	"N0.HOG0012197"	"AT5G01860.1"	"OG0006281"	"AT5G01860.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G01860.1"	"67.355"	"242"	"46"	"10"	"1"	"236"	"1"	"215"	"1.65e-87"	"258"	"99"	"237"	"215"
"Np003G125050"	346	"AT5G01850.2"	"AT5G01850.2"	"orthologue"	"AT5G01850.2"	"N0.HOG0024611"	"AT5G01850.2"	"OG0017962"	"AT5G01850.2"	"AT5G01850.2"	347	357	99	100	370	81.622	583	"AT5G01850.2"	"81.622"	"370"	"31"	"3"	"1"	"346"	"1"	"357"	"0"	"583"	"99"	"347"	"357"
"Np003G125070"	298	"AT5G01840.1"	"AT5G01840.1"	"orthologue"	"AT5G01840.1"	"N0.HOG0022122"	"AT5G01840.1"	"OG0015552"	"AT5G01840.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G01840.1"	"63.366"	"303"	"73"	"7"	"1"	"298"	"1"	"270"	"7.55e-104"	"303"	"99"	"299"	"270"
