"Erysimum_linariifolium"	"Arabidopsis_thaliana"	"single_Arabidopsis_thaliana"	"OL_Arabidopsis_thaliana"	"N0_HOG"	"N0_Arabidopsis_thaliana"	"OG_Orthogroup"	"OG_Arabidopsis_thaliana"	"RBH_B_id"	"RBH_A_length"	"RBH_B_length"	"RBH_A_qcovhsp"	"RBH_B_qcovhsp"	"RBH_length"	"RBH_pident"	"RBH_bitscore"	"BLAST_saccver"	"BLAST_pident"	"BLAST_length"	"BLAST_mismatch"	"BLAST_gapopen"	"BLAST_qstart"	"BLAST_qend"	"BLAST_sstart"	"BLAST_send"	"BLAST_evalue"	"BLAST_bitscore"	"BLAST_qcovhsp"	"BLAST_qlen"	"BLAST_slen"
"El002G087070"	"AT1G04970.1"	"AT1G04970.1"	"AT1G04970.1"	"N0.HOG0022434"	"AT1G04970.1"	"OG0015859"	"AT1G04970.1"	"AT1G04970.1"	503	488	97	99	487	92.813	897	"AT1G04970.1"	92.813	487	35	0	1	487	1	487	0	897	97	503	488
"El002G087090"	"AT1G04985.1"	"AT1G04985.1"	"AT1G04985.1"	"N0.HOG0023862"	"AT1G04985.1"	"OG0017247"	"AT1G04985.1"	"AT1G04985.1"	194	193	99	100	193	92.746	345	"AT1G04985.1"	92.746	193	14	0	1	193	1	193	2.23e-123	345	99	194	193
"El002G087100"	"AT1G04990.1"	"AT1G04990.1"	"AT1G04990.1"	"N0.HOG0022433"	"AT1G04990.1"	"OG0015858"	"AT1G04990.1"	"AT1G04990.1"	407	404	99	99	408	82.598	692	"AT1G04990.1"	83.824	408	55	2	3	406	4	404	0	711	99	407	404
"El002G087120"	"AT1G05000.2"	"AT1G05000.2"	"AT1G05000.2"	"N0.HOG0007014"	"AT1G05000.2"	"OG0002537"	"AT1G05000.2, AT4G03960.1"	"AT1G05000.2"	244	247	99	100	247	91.093	458	"AT1G05000.2"	91.093	247	18	2	1	243	1	247	3.67e-166	458	99	244	247
"El002G087130"	"AT1G05005.1"	"AT1G05005.1"	"AT1G05005.1"	"N0.HOG0002053"	"AT1G05005.1"	"OG0000335"	"AT1G05005.1, AT1G28020.1, AT1G43010.1, AT3G11350.1, AT3G11380.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G28020.1"	42.857	301	132	4	40	300	41	341	2.24e-68	222	72	364	494
"El002G087140"	"AT1G05010.1"	"AT1G05010.1"	"AT1G05010.1"	"N0.HOG0023861"	"AT1G05010.1"	"OG0017246"	"AT1G05010.1"	"AT1G05010.1"	324	323	99	100	323	95.666	640	"AT1G05010.1"	95.666	323	14	0	1	323	1	323	0	640	99	324	323
"El002G087150"	"AT1G05020.1"	"AT1G05020.1"	"AT1G05020.1"	"N0.HOG0014217"	"AT1G05020.1"	"OG0008103"	"AT1G05020.1"	"AT1G05020.1"	658	653	99	100	659	89.53	1149	"AT1G05020.1"	89.833	659	59	4	1	657	1	653	0	1179	99	658	653
"El002G087160"	"AT1G05040.1"	"AT1G05040.1"	"AT1G05040.1"	"N0.HOG0025564"	"AT1G05040.1"	"OG0018862"	"AT1G05040.1"	"AT1G05040.1"	170	166	96	98	168	70.833	226	"AT1G05040.1"	70.833	168	39	2	2	165	3	164	3.97e-77	226	96	170	166
"El002G087170"	"AT5G40170.1"	"AT5G40170.1"	"AT5G40170.1"	"N0.HOG0007849"	"AT5G40170.1"	"OG0002994"	"AT5G40170.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G40170.1"	69.472	796	236	5	2	794	1	792	0	1075	99	795	792
"El002G087180"	"AT1G05055.1"	"AT1G05055.1"	"AT1G05055.1"	"N0.HOG0022432"	"AT1G05055.1"	"OG0015857"	"AT1G05055.1"	"AT1G05055.1"	422	421	99	100	421	97.387	849	"AT1G05055.1"	97.387	421	11	0	1	421	1	421	0	849	99	422	421
"El002G087190"	"AT1G05060.1"	"AT1G05060.1"	"AT1G05060.1"	"N0.HOG0020503"	"AT1G05060.1"	"OG0013970"	"AT1G05060.1"	"AT1G05060.1"	254	253	99	100	253	95.257	494	"AT1G05060.1"	95.257	253	12	0	1	253	1	253	2.14e-180	494	99	254	253
"El002G087200"	"AT2G32630.1"	"AT2G32630.1"	NA	"N0.HOG0018552"	"AT2G32630.1"	"OG0012125"	"AT2G32630.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G32630.1"	72.444	577	156	3	17	591	14	589	0	816	96	597	624
"El002G087210"	"AT1G05065.1"	"AT1G05065.1"	"AT1G05065.1"	"N0.HOG0025434"	"AT1G05065.1"	"OG0018739"	"AT1G05065.1"	"AT1G05065.1"	77	83	99	94	78	83.333	124	"AT1G05065.1"	83.333	78	11	2	1	76	6	83	2.98e-39	124	99	77	83
"El002G087220"	"AT1G05070.1"	"AT1G05070.1"	"AT1G05070.1"	"N0.HOG0008347"	"AT1G05070.1"	"OG0003299"	"AT1G05070.1, AT2G32580.1"	"AT1G05070.1"	192	184	99	100	191	90.052	347	"AT1G05070.1"	90.052	191	12	1	1	191	1	184	2.79e-124	347	99	192	184
"El002G087230"	"AT1G05090.1, AT4G20720.1"	"AT4G20720.1"	"AT1G05090.1, AT4G20720.1"	"N0.HOG0012291"	"AT1G05090.1, AT4G20720.1, AT1G05087.1"	"OG0006362"	"AT1G05087.1, AT1G05090.1, AT4G20720.1"	"AT4G20720.1"	731	729	99	100	737	81.411	1137	"AT4G20720.1"	81.411	737	122	9	1	730	1	729	0	1137	99	731	729
"El002G087240"	"AT1G05100.1"	"AT1G05100.1"	"AT1G05100.1"	"N0.HOG0022431"	"AT1G05100.1"	"OG0015856"	"AT1G05100.1"	"AT1G05100.1"	335	339	99	100	342	84.211	583	"AT1G05100.1"	84.211	342	41	5	1	332	1	339	0	583	99	335	339
"El002G087250"	"AT1G05120.2"	"AT1G05120.2"	"AT1G05120.2"	"N0.HOG0010750"	"AT1G05120.2"	"OG0005045"	"AT1G02670.3, AT1G05120.2"	"AT1G05120.2"	849	876	99	95	848	87.382	1459	"AT1G05120.2"	88.325	848	84	4	1	848	44	876	0	1518	99	849	876
"El002G087260"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G07570.1"	25.806	310	178	9	40	342	43	307	0.031	36.2	85	357	1504
"El002G087280"	"AT1G05140.1"	"AT1G05140.1"	"AT1G05140.1"	"N0.HOG0007581"	"AT1G05140.1"	"OG0002841"	"AT1G05140.1, AT2G32480.1"	"AT1G05140.1"	448	441	99	100	447	93.065	783	"AT1G05140.1"	93.065	447	25	3	1	447	1	441	0	783	99	448	441
"El002G087290"	"AT1G05150.1"	"AT1G05150.1"	"AT1G05150.1"	"N0.HOG0008512"	"AT1G05150.1"	"OG0003412"	"AT1G05150.1, AT2G32450.1"	"AT1G05150.1"	808	808	99	100	809	97.033	1619	"AT1G05150.1"	97.033	809	21	3	1	807	1	808	0	1619	99	808	808
"El002G087300"	"AT1G05170.2"	"AT1G05170.2"	"AT1G05170.2"	"N0.HOG0007809"	"AT1G05170.2"	"OG0002972"	"AT1G05170.2, AT2G32430.1"	"AT1G05170.2"	410	407	99	100	407	96.314	825	"AT1G05170.2"	96.314	407	15	0	3	409	1	407	0	825	99	410	407
"El002G087320"	"AT1G05180.1"	"AT1G05180.1"	"AT1G05180.1"	"N0.HOG0006106"	"AT1G05180.1"	"OG0002059"	"AT1G05180.1, AT2G32410.1"	"AT1G05180.1"	542	540	99	99	539	89.054	1003	"AT1G05180.1"	89.054	539	58	1	4	541	2	540	0	1003	99	542	540
"El002G087330"	"AT3G57090.1"	"AT3G57090.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G57090.1"	70.13	77	15	1	1	69	1	77	6.87e-31	107	68	102	170
"El002G087340"	"AT1G05190.1"	"AT1G05190.1"	"AT1G05190.1"	"N0.HOG0010747"	"AT1G05190.1"	"OG0005044"	"AT1G05190.1"	"AT1G05190.1"	224	223	99	100	223	98.655	447	"AT1G05190.1"	98.655	223	3	0	1	223	1	223	1.61e-162	447	99	224	223
"El002G087350"	"AT1G05200.1"	"AT1G05200.1"	"AT1G05200.1"	"N0.HOG0016525"	"AT1G05200.1"	"OG0010271"	"AT1G05200.1"	"AT1G05200.1"	958	959	99	99	956	92.887	1793	"AT1G05200.1"	93.201	956	62	2	1	954	1	955	0	1793	99	958	959
"El002G087360"	"AT1G05205.1"	"AT1G05205.1"	"AT1G05205.1"	"N0.HOG0016524"	"AT1G05205.1"	"OG0010270"	"AT1G05205.1"	"AT1G05205.1"	87	91	99	95	86	95.349	171	"AT1G05205.1"	95.349	86	4	0	1	86	1	86	1.88e-57	171	99	87	91
"El002G087370"	"AT1G05210.1"	"AT1G05210.1"	"AT1G05210.1"	"N0.HOG0005166"	"AT1G05210.1"	"OG0001594"	"AT1G05210.1, AT1G05220.1, AT2G32380.1"	"AT1G05210.1"	169	168	99	100	168	91.071	307	"AT1G05210.1"	91.071	168	15	0	1	168	1	168	6.06e-109	307	99	169	168
"El002G087390"	"AT1G05230.1"	"AT1G05230.1"	"AT1G05230.1"	"N0.HOG0006297"	"AT2G32370.1, AT1G05230.1"	"OG0002157"	"AT1G05230.1, AT2G32370.1"	"AT1G05230.1"	722	721	99	100	721	98.336	1483	"AT1G05230.1"	98.336	721	12	0	1	721	1	721	0	1483	99	722	721
"El002G087410"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G02890.1"	38.889	36	22	0	7	42	112	147	0.08	29.6	54	67	531
"El002G087420"	"AT1G05240.1, AT1G05250.1"	"AT1G05250.1"	NA	NA	NA	"OG0000544"	"AT1G05240.1, AT1G05250.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G05250.1, AT1G05240.1"	74.923	323	79	1	4	324	3	325	7.13e-171	476	99	325	325
"El002G087430"	"AT1G05240.1, AT1G05250.1"	"AT1G05250.1"	NA	NA	NA	"OG0000544"	"AT1G05240.1, AT1G05250.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G05250.1, AT1G05240.1"	75.232	323	78	1	4	324	3	325	2.46e-171	478	99	325	325
"El002G087440"	"AT1G05260.1"	"AT1G05260.1"	"AT1G05260.1"	"N0.HOG0015373"	"AT1G05260.1"	"OG0009208"	"AT1G05260.1"	"AT1G05260.1"	327	326	99	100	326	96.012	645	"AT1G05260.1"	96.012	326	13	0	1	326	1	326	0	645	99	327	326
"El002G087450"	"AT1G05270.1"	"AT1G05270.1"	"AT1G05270.1"	"N0.HOG0004364"	"AT1G05270.1"	"OG0001187"	"AT1G05270.1, AT2G32340.1"	"AT1G05270.1"	368	371	99	100	371	92.722	648	"AT1G05270.1"	92.722	371	23	1	1	367	1	371	0	648	99	368	371
"El002G087460"	"AT1G05280.1"	"AT1G05280.1"	"AT1G05280.1"	"N0.HOG0009073"	"AT1G05280.1"	"OG0003761"	"AT1G05280.1"	"AT1G05280.1"	495	491	99	100	494	90.283	889	"AT1G05280.1"	90.283	494	45	3	1	494	1	491	0	889	99	495	491
"El002G087470"	"AT1G05290.1"	"AT1G05290.1"	"AT1G05290.1"	"N0.HOG0015767"	"AT1G05290.1"	"OG0009576"	"AT1G05290.1"	"AT1G05290.1"	371	369	99	100	376	71.011	454	"AT1G05290.1"	72.34	376	89	9	1	368	1	369	1.9e-164	464	99	371	369
"El002G087490"	"AT1G05291.1"	"AT1G05291.1"	"AT1G05291.1"	"N0.HOG0023249"	"AT1G05291.1"	"OG0016641"	"AT1G05291.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G05291.1"	68.208	173	49	3	1	171	1	169	4.43e-65	197	97	176	204
"El002G087510"	"AT1G05300.1"	"AT1G05300.1"	"AT1G05300.1"	"N0.HOG0006049"	"AT1G05300.1"	"OG0002032"	"AT1G05300.1, AT2G32270.1"	"AT1G05300.1"	362	360	99	99	361	93.352	642	"AT1G05300.1"	93.352	361	20	2	2	361	3	360	0	642	99	362	360
"El002G087530"	"AT1G05310.1"	"AT1G05310.1"	"AT1G05310.1"	"N0.HOG0020502"	"AT1G05310.1"	"OG0013969"	"AT1G05310.1"	"AT1G05310.1"	301	393	91	73	282	86.735	465	"AT1G05310.1"	86.879	282	21	2	18	292	16	288	4.02e-170	476	91	301	393
"El002G087540"	"AT1G05320.1"	"AT1G05320.1"	"AT1G05320.1"	"N0.HOG0004719"	"AT1G05320.1"	"OG0001360"	"AT1G05320.1, AT2G32240.1"	"AT1G05320.1"	771	790	99	100	802	77.182	1102	"AT1G05320.1"	77.307	802	138	6	1	770	1	790	0	1117	99	771	790
"El002G087550"	"AT1G05340.1"	"AT1G05340.1"	"AT1G05340.1"	"N0.HOG0004178"	"AT2G32210.1, AT2G32190.1, AT1G05340.1"	"OG0001100"	"AT1G05340.1, AT2G32190.1, AT2G32210.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G32190.1, AT2G32210.1"	75.342	73	15	2	1	72	1	71	2.6e-33	108	99	73	71
"El002G087570"	"AT1G05350.1"	"AT1G05350.1"	"AT1G05350.1"	"N0.HOG0015372"	"AT1G05350.1"	"OG0009207"	"AT1G05350.1"	"AT1G05350.1"	433	431	99	99	432	95.602	840	"AT1G05350.1"	95.602	432	16	2	1	431	1	430	0	840	99	433	431
"El002G087580"	"AT1G05360.1"	"AT1G05360.1"	"AT1G05360.1"	"N0.HOG0024867"	"AT1G05360.1"	"OG0018212"	"AT1G05360.1"	"AT1G05360.1"	417	416	97	100	406	93.51	788	"AT1G05360.1"	94.089	406	24	0	1	406	1	406	0	788	97	417	416
"El002G087590"	"AT1G05370.1"	"AT1G05370.1"	"AT1G05370.1"	"N0.HOG0015371"	"AT1G05370.1"	"OG0009206"	"AT1G05370.1"	"AT1G05370.1"	419	417	99	100	418	97.608	833	"AT1G05370.1"	97.608	418	9	1	1	418	1	417	0	833	99	419	417
"El002G087600"	"AT1G05380.1"	"AT1G05380.1"	"AT1G05380.1"	"N0.HOG0022426"	"AT1G05380.1"	"OG0015854"	"AT1G05380.1"	"AT1G05380.1"	1221	1138	80	86	980	84.184	1621	"AT1G05380.1"	84.49	980	146	4	242	1220	164	1138	0	1635	80	1221	1138
"El002G087610"	"AT1G05385.1"	"AT1G05385.1"	"AT1G05385.1"	"N0.HOG0023860"	"AT1G05385.1"	"OG0017245"	"AT1G05385.1"	"AT1G05385.1"	199	199	99	100	199	88.945	334	"AT1G05385.1"	88.945	199	21	1	1	198	1	199	1e-129	362	99	199	199
"El002G087620"	"AT1G05420.2"	"AT1G05420.2"	"AT1G05420.2"	"N0.HOG0017581"	"AT1G05420.2"	"OG0011230"	"AT1G05420.2"	"AT1G05420.2"	235	242	99	93	234	82.051	283	"AT1G05420.2"	85.897	234	25	4	1	234	17	242	1.2e-110	317	99	235	242
"El002G087630"	"AT1G05410.1"	"AT1G05410.1"	"AT1G05410.1"	"N0.HOG0016523"	"AT1G05410.1"	"OG0010269"	"AT1G05410.1"	"AT1G05410.1"	470	471	99	100	471	86.412	816	"AT1G05410.1"	86.412	471	62	1	1	469	1	471	0	816	99	470	471
"El002G087640"	"AT1G05430.1"	"AT1G05430.1"	"AT1G05430.1"	"N0.HOG0018803"	"AT1G05430.1"	"OG0012357"	"AT1G05430.1"	"AT1G05430.1"	270	269	99	100	269	84.758	470	"AT1G05430.1"	84.758	269	41	0	1	269	1	269	5.83e-170	470	99	270	269
"El002G087650"	"AT1G05440.1"	"AT1G05440.1"	"AT1G05440.1"	"N0.HOG0022425"	"AT1G05440.1"	"OG0015853"	"AT1G05440.1"	"AT1G05440.1"	374	393	99	96	379	79.42	558	"AT1G05440.1"	79.42	379	71	3	1	373	16	393	0	558	99	374	393
"El002G087660"	"AT1G05450.2"	"AT1G05450.2"	"AT1G05450.2"	"N0.HOG0016522"	"AT1G05450.2"	"OG0010268"	"AT1G05450.2"	"AT1G05450.2"	205	205	99	84	172	75.362	219	"AT1G05450.2"	75.362	207	46	3	1	204	1	205	5.39e-91	265	99	205	205
"El002G087670"	"AT1G05460.1"	"AT1G05460.1"	"AT1G05460.1"	"N0.HOG0024692"	"AT1G05460.1"	"OG0018040"	"AT1G05460.1"	"AT1G05460.1"	1019	1002	99	100	1018	89.784	1893	"AT1G05460.1"	89.784	1018	88	1	1	1018	1	1002	0	1893	99	1019	1002
"El002G087680"	"AT1G05470.1"	"AT1G05470.1"	"AT1G05470.1"	"N0.HOG0005801"	"AT1G05470.1"	"OG0001912"	"AT1G05470.1, AT2G32010.1"	"AT1G05470.1"	613	617	99	100	618	96.278	1229	"AT1G05470.1"	96.278	618	16	2	1	612	1	617	0	1229	99	613	617
"El002G087700"	"AT1G05490.1"	"AT1G05490.1"	"AT1G05490.1"	"N0.HOG0017579"	"AT1G05490.1"	"OG0011229"	"AT1G05490.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G05490.1"	75.474	1423	233	16	1	1320	1	1410	0	1975	99	1321	1410
"El002G087720"	"AT1G05500.1"	"AT1G05500.1"	"AT1G05500.1"	"N0.HOG0016857"	"AT1G05500.1"	"OG0010583"	"AT1G05500.1"	"AT1G05500.1"	561	560	99	100	560	97.679	1121	"AT1G05500.1"	97.679	560	13	0	1	560	1	560	0	1121	99	561	560
"El002G087730"	"AT1G05510.1"	"AT1G05510.1"	"AT1G05510.1"	"N0.HOG0007112"	"AT1G05510.1"	"OG0002580"	"AT1G05510.1, AT2G31985.1"	"AT1G05510.1"	242	241	99	100	241	95.021	488	"AT1G05510.1"	95.021	241	12	0	1	241	1	241	5.18e-178	488	99	242	241
"El002G087740"	"AT1G05520.1"	"AT1G05520.1"	"AT1G05520.1"	"N0.HOG0003824"	"AT1G05520.1"	"OG0000941"	"AT1G05520.1, AT3G23660.2, AT4G14160.1"	"AT1G05520.1"	781	783	99	100	783	95.913	1561	"AT1G05520.1"	95.913	783	29	1	1	780	1	783	0	1561	99	781	783
"El002G087750"	"AT1G05530.1"	"AT1G05530.1"	"AT1G05530.1"	"N0.HOG0006354"	"AT1G05530.1"	"OG0002188"	"AT1G05530.1, AT1G05560.2"	"AT1G05530.1"	454	455	99	100	455	86.813	793	"AT1G05530.1"	86.813	455	58	1	1	453	1	455	0	793	99	454	455
"El002G087760"	"AT1G05530.1"	"AT1G05530.1"	NA	"N0.HOG0006354"	"AT1G05530.1"	"OG0002188"	"AT1G05530.1, AT1G05560.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G05560.2"	73.846	455	88	7	1	428	51	501	0	630	99	430	519
"El002G087770"	"AT1G05560.2"	"AT1G05560.2"	"AT1G05560.2"	"N0.HOG0006355"	"AT1G05560.2"	"OG0002188"	"AT1G05530.1, AT1G05560.2"	"AT1G05560.2"	515	519	97	98	509	82.318	819	"AT1G05560.2"	82.318	509	78	3	9	505	11	519	0	819	97	515	519
"El002G087780"	"AT1G05570.1"	"AT1G05570.1"	"AT1G05570.1"	"N0.HOG0006786"	"AT1G05570.1"	"OG0002418"	"AT1G05570.1, AT2G31960.1, AT5G36870.1"	"AT1G05570.1"	1953	1950	99	100	1953	97.849	3965	"AT1G05570.1"	97.849	1953	38	2	1	1952	1	1950	0	3965	99	1953	1950
"El002G087790"	"AT1G05575.1"	"AT1G05575.1"	"AT1G05575.1"	"N0.HOG0008733"	"AT1G05575.1"	"OG0003546"	"AT1G05575.1, AT2G31945.1"	"AT1G05575.1"	87	89	86	84	75	89.333	110	"AT1G05575.1"	89.333	75	8	0	1	75	1	75	1.54e-33	110	86	87	89
"El002G087800"	"AT1G05577.1"	"AT1G05577.1"	"AT1G05577.1"	"N0.HOG0017578"	"AT1G05577.1"	"OG0011228"	"AT1G05577.1"	"AT1G05577.1"	369	372	99	100	377	89.39	617	"AT1G05577.1"	89.39	377	26	5	1	368	1	372	0	632	99	369	372
"El002G087810"	"AT1G05580.1"	"AT1G05580.1"	"AT1G05580.1"	"N0.HOG0006528"	"AT1G05580.1"	"OG0002287"	"AT1G05580.1, AT2G31910.1"	"AT1G05580.1"	865	867	99	100	868	90.668	1612	"AT1G05580.1"	90.668	868	76	3	1	864	1	867	0	1612	99	865	867
"El002G087820"	"AT1G05590.1"	"AT1G05590.1"	"AT1G05590.1"	"N0.HOG0024691"	"AT1G05590.1"	"OG0018039"	"AT1G05590.1"	"AT1G05590.1"	582	580	99	100	581	90.189	1088	"AT1G05590.1"	90.189	581	56	1	1	581	1	580	0	1088	99	582	580
"El002G087830"	"AT1G05600.1"	"AT1G05600.1"	"AT1G05600.1"	"N0.HOG0020501"	"AT1G05600.1"	"OG0013968"	"AT1G05600.1"	"AT1G05600.1"	506	504	99	99	503	90.656	952	"AT1G05600.1"	90.656	503	45	1	3	505	4	504	0	952	99	506	504
"El002G087840"	"AT1G05610.2"	"AT1G05610.2"	"AT1G05610.2"	"N0.HOG0023859"	"AT1G05610.2"	"OG0017244"	"AT1G05610.2"	"AT1G05610.2"	486	482	99	100	487	89.528	897	"AT1G05610.2"	89.528	487	44	3	1	485	1	482	0	897	99	486	482
"El002G087850"	"AT1G05620.1"	"AT1G05620.1"	"AT1G05620.1"	"N0.HOG0014216"	"AT1G05620.1"	"OG0008102"	"AT1G05620.1"	"AT1G05620.1"	321	322	99	99	320	93.75	614	"AT1G05620.1"	93.75	320	20	0	1	320	3	322	0	614	99	321	322
"El002G087860"	"AT1G05630.1"	"AT1G05630.1"	"AT1G05630.1"	"N0.HOG0011229"	"AT1G05630.1"	"OG0005446"	"AT1G05630.1"	"AT1G05630.1"	1140	1170	99	100	1173	91.475	2149	"AT1G05630.1"	91.475	1173	63	3	1	1139	1	1170	0	2187	99	1140	1170
"El002G087870"	"AT1G05640.1"	"AT1G05640.1"	"AT1G05640.1"	"N0.HOG0025757"	"AT1G05640.1"	"OG0019037"	"AT1G05640.1"	"AT1G05640.1"	627	627	99	100	627	90.431	1148	"AT1G05640.1"	90.431	627	59	1	1	626	1	627	0	1148	99	627	627
"El002G087890"	"AT1G05650.1, AT1G05660.1"	"AT1G05650.1"	"AT1G05650.1, AT1G05660.1"	"N0.HOG0008898"	"AT1G05650.1, AT1G05660.1"	"OG0003654"	"AT1G05650.1, AT1G05660.1"	"AT1G05650.1"	396	394	99	100	395	91.899	738	"AT1G05650.1"	91.899	395	31	1	1	395	1	394	0	738	99	396	394
"El002G087900"	"AT1G05650.1, AT1G05660.1"	"AT1G05650.1"	NA	NA	NA	"OG0003654"	"AT1G05650.1, AT1G05660.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G05650.1"	87.056	394	51	0	1	394	1	394	0	709	99	395	394
"El002G087910"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G31810.1"	54.839	31	14	0	26	56	238	268	0.004	33.5	44	71	491
"El002G087920"	"AT1G05670.1"	"AT1G05670.1"	"AT1G05670.1"	"N0.HOG0020500"	"AT1G05670.1"	"OG0013967"	"AT1G05670.1"	"AT1G05670.1"	734	741	99	99	733	91.269	1382	"AT1G05670.1"	91.269	733	63	1	1	733	10	741	0	1401	99	734	741
"El002G087930"	"AT1G05680.1"	"AT1G05680.1"	"AT1G05680.1"	"N0.HOG0008897"	"AT1G05680.1, AT1G05675.1"	"OG0003653"	"AT1G05675.1, AT1G05680.1"	"AT1G05680.1"	454	453	99	100	453	91.611	868	"AT1G05680.1"	91.611	453	38	0	1	453	1	453	0	868	99	454	453
"El002G087950"	"AT1G05690.1"	"AT1G05690.1"	"AT1G05690.1"	"N0.HOG0024246"	"AT1G05690.1"	"OG0017617"	"AT1G05690.1"	"AT1G05690.1"	414	364	86	98	355	87.042	612	"AT1G05690.1"	87.042	355	46	0	54	408	3	357	0	612	86	414	364
"El002G087960"	"AT1G05700.2"	"AT1G05700.2"	"AT1G05700.2"	"N0.HOG0017899"	"AT1G05700.2"	"OG0011523"	"AT1G05700.2"	"AT1G05700.2"	861	883	99	100	883	87.429	1568	"AT1G05700.2"	87.429	883	88	1	1	860	1	883	0	1568	99	861	883
"El002G087980"	"AT1G05710.10"	"AT1G05710.10"	"AT1G05710.10"	"N0.HOG0005802"	"AT1G05710.10"	"OG0001913"	"AT1G05710.10, AT2G31730.1"	"AT1G05710.10"	150	171	99	99	170	83.529	286	"AT1G05710.10"	83.529	170	6	1	1	148	1	170	8.22e-101	286	99	150	171
"El002G087990"	"AT1G05720.1"	"AT1G05720.1"	"AT1G05720.1"	"N0.HOG0013117"	"AT1G05720.1"	"OG0007093"	"AT1G05720.1"	"AT1G05720.1"	169	163	99	100	167	91.617	314	"AT1G05720.1"	91.617	167	10	1	1	167	1	163	9.18e-112	314	99	169	163
"El002G088000"	"AT1G05730.1"	"AT1G05730.1"	"AT1G05730.1"	"N0.HOG0017958"	"AT1G05730.1, AT1G05740.1"	"OG0011572"	"AT1G05730.1, AT1G05740.1"	"AT1G05730.1"	150	149	99	99	148	92.568	288	"AT1G05730.1"	92.568	148	11	0	1	148	1	148	4.03e-102	288	99	150	149
"El002G088010"	"AT1G05750.1"	"AT1G05750.1"	"AT1G05750.1"	"N0.HOG0016521"	"AT1G05750.1"	"OG0010267"	"AT1G05750.1"	"AT1G05750.1"	507	500	99	99	505	92.277	965	"AT1G05750.1"	92.277	505	33	1	1	505	1	499	0	965	99	507	500
"El002G088020"	"AT1G05760.2"	"AT1G05760.2"	"AT1G05760.2"	"N0.HOG0011228"	"AT1G05760.2"	"OG0005445"	"AT1G05760.2, AT1G05770.1"	"AT1G05760.2"	179	198	96	89	172	92.09	328	"AT1G05760.2"	92.442	172	13	0	7	178	27	198	8.21e-117	328	96	179	198
"El002G088030"	"AT1G05770.1"	"AT1G05770.1"	"AT1G05770.1"	"N0.HOG0011227"	"AT1G05770.1"	"OG0005445"	"AT1G05760.2, AT1G05770.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G05760.2"	65.363	179	54	4	7	184	27	198	1.11e-73	219	96	185	198
"El002G088040"	"AT1G05780.1"	"AT1G05780.1"	"AT1G05780.1"	"N0.HOG0009034"	"AT1G05780.1"	"OG0003738"	"AT1G05780.1, AT2G31710.1"	"AT1G05780.1"	107	106	99	100	106	85.849	190	"AT1G05780.1"	85.849	106	15	0	1	106	1	106	1.43e-64	190	99	107	106
"El002G088050"	"AT1G05785.6"	"AT1G05785.6"	"AT1G05785.6"	"N0.HOG0025138"	"AT1G05785.6"	"OG0018467"	"AT1G05785.6"	"AT1G05785.6"	136	173	93	73	126	96.825	238	"AT1G05785.6"	96.825	126	4	0	1	126	1	126	4.48e-82	238	93	136	173
"El002G088060"	"AT4G03298.1"	"AT4G03298.1"	"AT4G03298.1"	"N0.HOG0027879"	"AT4G03298.1"	"OG0020949"	"AT4G03298.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G03298.1"	47.826	115	43	6	6	108	4	113	3.58e-22	87	77	133	221
"El002G088070"	"AT1G05790.3"	"AT1G05790.3"	"AT1G05790.3"	"N0.HOG0015370"	"AT1G05790.3"	"OG0009205"	"AT1G05790.3"	"AT1G05790.3"	727	722	99	100	727	91.884	1384	"AT1G05790.3"	91.884	727	53	3	1	726	1	722	0	1384	99	727	722
"El002G088080"	"AT1G05800.1"	"AT1G05800.1"	"AT1G05800.1"	"N0.HOG0025230"	"AT1G05800.1"	"OG0018554"	"AT1G05800.1"	"AT1G05800.1"	472	471	99	100	471	89.597	835	"AT1G05800.1"	89.597	471	49	0	1	471	1	471	0	835	99	472	471
"El002G088100"	"AT1G05805.1"	"AT1G05805.1"	"AT1G05805.1"	"N0.HOG0020499"	"AT1G05805.1"	"OG0013966"	"AT1G05805.1"	"AT1G05805.1"	355	362	99	100	366	89.617	566	"AT1G05805.1"	90.984	366	17	8	1	354	1	362	0	603	99	355	362
