"Arabis_alpina"	"Arabidopsis_thaliana"	"single_Arabidopsis_thaliana"	"OL_Arabidopsis_thaliana"	"N0_HOG"	"N0_Arabidopsis_thaliana"	"OG_Orthogroup"	"OG_Arabidopsis_thaliana"	"RBH_B_id"	"RBH_A_length"	"RBH_B_length"	"RBH_A_qcovhsp"	"RBH_B_qcovhsp"	"RBH_length"	"RBH_pident"	"RBH_bitscore"	"BLAST_saccver"	"BLAST_pident"	"BLAST_length"	"BLAST_mismatch"	"BLAST_gapopen"	"BLAST_qstart"	"BLAST_qend"	"BLAST_sstart"	"BLAST_send"	"BLAST_evalue"	"BLAST_bitscore"	"BLAST_qcovhsp"	"BLAST_qlen"	"BLAST_slen"
"Aa_G253050.h1.t1"	"AT2G23350.1"	"AT2G23350.1"	"AT2G23350.1"	"N0.HOG0015317"	"AT2G23350.1"	"OG0009154"	"AT2G23350.1"	"AT2G23350.1"	646	662	95	95	620	89.809	1117	"AT2G23350.1"	90.806	620	51	6	32	646	44	662	0	1125	95	646	662
"Aa_G253060.h1.t1"	"AT2G23360.1"	"AT2G23360.1"	"AT2G23360.1"	"N0.HOG0014155"	"AT2G23360.1"	"OG0008045"	"AT2G23360.1"	"AT2G23360.1"	923	898	99	99	926	80.994	1433	"AT2G23360.1"	80.994	926	143	9	1	922	1	897	0	1439	99	923	898
"Aa_G253070.h1.t1"	"AT2G23370.1"	"AT2G23370.1"	"AT2G23370.1"	"N0.HOG0023821"	"AT2G23370.1"	"OG0017206"	"AT2G23370.1"	"AT2G23370.1"	342	340	100	100	343	86.006	589	"AT2G23370.1"	86.006	343	44	2	1	342	1	340	0	589	100	342	340
"Aa_G253080.h1.t1"	"AT2G23380.1"	"AT2G23380.1"	"AT2G23380.1"	"N0.HOG0022330"	"AT2G23380.1"	"OG0015758"	"AT2G23380.1"	"AT2G23380.1"	906	902	99	100	895	87.933	1578	"AT2G23380.1"	87.933	895	104	1	12	906	12	902	0	1578	99	906	902
"Aa_G25310.h1.t1"	"AT1G34130.1"	"AT1G34130.1"	"AT1G34130.1"	"N0.HOG0016104"	"AT1G34130.1"	"OG0009868"	"AT1G34130.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G34130.1"	87.629	97	12	0	3	99	639	735	1.88e-57	187	98	99	735
"Aa_G253190.h1.t1"	"AT5G56130.1"	"AT5G56130.1"	NA	"N0.HOG0018173"	"AT5G56130.1"	"OG0011769"	"AT5G56130.1"	"AT5G56130.1"	314	315	100	100	315	96.825	638	"AT5G56130.1"	96.825	315	9	1	1	314	1	315	0	638	100	314	315
"Aa_G25320.h1.t1"	"AT1G03910.2"	"AT1G03910.2"	NA	"N0.HOG0008198"	"AT1G03910.2"	"OG0003202"	"AT1G03910.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G03910.2"	60.251	717	127	14	1	560	1	716	0	719	100	560	716
"Aa_G253200.h1.t1"	"AT5G56120.1"	"AT5G56120.1"	"AT5G56120.1"	"N0.HOG0021496"	"AT5G56120.1"	"OG0014935"	"AT5G56120.1"	"AT5G56120.1"	238	236	100	100	238	90.336	416	"AT5G56120.1"	90.756	238	20	1	1	238	1	236	1.22e-149	416	100	238	236
"Aa_G253210.h1.t1"	"AT5G56110.1"	"AT5G56110.1"	"AT5G56110.1"	"N0.HOG0014815"	"AT5G56110.1"	"OG0008668"	"AT5G56110.1"	"AT5G56110.1"	434	320	73	97	318	91.509	513	"AT5G56110.1"	92.453	318	17	3	117	434	10	320	0	514	73	434	320
"Aa_G253220.h1.t1"	"AT5G56090.1"	"AT5G56090.1"	"AT5G56090.1"	"N0.HOG0013667"	"AT5G56090.1"	"OG0007593"	"AT5G56090.1"	"AT5G56090.1"	448	457	100	100	457	92.341	802	"AT5G56090.1"	92.341	457	26	2	1	448	1	457	0	802	100	448	457
"Aa_G253230.h1.t1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G15420.1"	33.333	162	107	1	222	383	383	543	5.13e-21	98.6	21	786	957
"Aa_G253260.h1.t1"	"AT5G56050.1"	"AT5G56050.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G56050.1"	47.09	189	99	1	10	198	95	282	2.07e-61	192	95	199	283
"Aa_G253260.h2.t1"	"AT5G56050.1"	"AT5G56050.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G56050.1"	47.09	189	99	1	10	198	95	282	2.07e-61	192	95	199	283
"Aa_G253260.h3.t1"	"AT5G56050.1"	"AT5G56050.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G56050.1"	47.09	189	99	1	10	198	95	282	2.07e-61	192	95	199	283
"Aa_G253270.h1.t1"	"AT4G14910.2"	"AT4G14910.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G14910.2"	56.757	37	14	2	1	35	41	77	0.000201	35.4	85	41	308
"Aa_G253270.h2.t1"	"AT4G14910.2"	"AT4G14910.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G14910.2"	56.757	37	14	2	1	35	41	77	0.000201	35.4	85	41	308
"Aa_G253270.h3.t1"	"AT4G14910.2"	"AT4G14910.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G14910.2"	56.757	37	14	2	1	35	41	77	0.000201	35.4	85	41	308
"Aa_G25330.h1.t1"	"AT2G36830.1"	"AT2G36830.1"	"AT2G36830.1"	"N0.HOG0005101"	"AT2G36830.1, AT3G26520.1"	"OG0001556"	"AT2G36830.1, AT3G26520.1"	"AT2G36830.1"	251	251	100	100	251	94.422	467	"AT2G36830.1"	94.422	251	14	0	1	251	1	251	1.2e-169	467	100	251	251
"Aa_G25340.h1.t1"	"AT2G36835.1"	"AT2G36835.1"	"AT2G36835.1"	"N0.HOG0018651"	"AT2G36835.1"	"OG0012217"	"AT2G36835.1"	"AT2G36835.1"	124	124	100	100	124	94.355	240	"AT2G36835.1"	94.355	124	7	0	1	124	1	124	5.57e-84	240	100	124	124
"Aa_G253410.h1.t1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G15420.1"	38.333	60	37	0	105	164	385	444	1.09e-05	44.3	36	165	957
"Aa_G253420.h1.t1"	"AT3G01480.1"	"AT3G01480.1"	"AT3G01480.1"	"N0.HOG0017442"	"AT3G01480.1"	"OG0011107"	"AT3G01480.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G01480.1"	70.303	165	20	4	84	220	273	436	2e-67	213	62	221	437
"Aa_G253430.h1.t1"	"AT5G49720.1, AT4G24260.1"	"AT5G49720.1"	NA	"N0.HOG0005105"	"AT5G49720.1, AT4G24260.1"	"OG0001559"	"AT4G24260.1, AT5G49720.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G49720.1"	76.606	607	133	3	1	600	1	605	0	920	97	616	621
"Aa_G253440.h1.t1"	"AT1G56710.1"	"AT1G56710.1"	"AT1G56710.1"	"N0.HOG0024269"	"AT1G56710.1"	"OG0017637"	"AT1G56710.1"	"AT1G56710.1"	411	434	99	94	408	86.765	716	"AT1G56710.1"	86.765	408	51	3	3	409	27	432	0	716	99	411	434
"Aa_G253450.h1.t1"	"AT1G56700.1"	"AT1G56700.1"	"AT1G56700.1"	"N0.HOG0021300"	"AT1G56700.1"	"OG0014741"	"AT1G56700.1"	"AT1G56700.1"	217	219	100	100	219	91.324	411	"AT1G56700.1"	91.324	219	17	1	1	217	1	219	2.09e-148	411	100	217	219
"Aa_G253460.h1.t1"	"AT1G56690.1"	"AT1G56690.1"	"AT1G56690.1"	"N0.HOG0016989"	"AT1G09410.1, AT1G56690.1"	"OG0010700"	"AT1G09410.1, AT1G56690.1"	"AT1G56690.1"	704	704	100	100	704	87.784	1310	"AT1G56690.1"	87.784	704	86	0	1	704	1	704	0	1310	100	704	704
"Aa_G253470.h1.t1"	"AT1G56670.1"	"AT1G56670.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G56670.1"	87.342	237	30	0	2	238	137	373	2.45e-159	446	99	238	373
"Aa_G25350.h1.t1"	"AT2G36840.1"	"AT2G36840.1"	"AT2G36840.1"	"N0.HOG0020322"	"AT2G36840.1"	"OG0013802"	"AT2G36840.1"	"AT2G36840.1"	411	410	100	100	411	89.294	749	"AT2G36840.1"	89.294	411	43	1	1	411	1	410	0	749	100	411	410
"Aa_G253580.h1.t1"	"AT3G48430.1"	"AT3G48430.1"	NA	"N0.HOG0010349"	"AT3G48430.1"	"OG0004703"	"AT3G48430.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G48430.1"	90.741	486	45	0	1	486	1	486	0	888	100	486	1360
"Aa_G253590.h1.t1"	"AT3G48425.1"	"AT3G48425.1"	"AT3G48425.1"	"N0.HOG0022634"	"AT3G48425.1"	"OG0016057"	"AT3G48425.1"	"AT3G48425.1"	356	364	100	99	360	90.556	676	"AT3G48425.1"	90.556	360	30	1	1	356	1	360	0	676	100	356	364
"Aa_G253600.h1.t1"	"AT3G48420.1"	"AT3G48420.1"	"AT3G48420.1"	"N0.HOG0014337"	"AT3G48420.1"	"OG0008222"	"AT3G48420.1"	"AT3G48420.1"	316	319	91	100	292	89.408	516	"AT3G48420.1"	91.096	292	20	3	30	316	29	319	0	516	91	316	319
"Aa_G253610.h1.t1"	"AT4G15450.1"	"AT4G15450.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G15450.1"	75.862	87	21	0	2	88	262	348	1.2e-36	127	83	105	381
"Aa_G253630.h1.t1"	"AT3G03830.1, AT3G03820.1, AT3G03840.1, AT3G03850.1"	"AT3G03820.1"	NA	"N0.HOG0000451"	"AT3G03830.1, AT3G03820.1, AT3G03840.1, AT3G03850.1"	"OG0000048"	"AT2G21200.1, AT3G03820.1, AT3G03830.1, AT3G03840.1, AT3G03850.1, AT5G18010.1, AT5G18020.1, AT5G18030.1, AT5G18050.1, AT5G18060.1, AT5G18080.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G18020.1"	79.167	96	14	2	1	96	1	90	1.9e-49	150	100	96	91
"Aa_G253640.h1.t1"	"AT2G21200.1, AT5G18060.1, AT5G18050.1, AT5G18010.1, AT5G18020.1, AT5G18080.1, AT5G18030.1"	"AT5G18020.1"	NA	"N0.HOG0000452"	"AT2G21200.1, AT5G18060.1, AT5G18050.1, AT5G18010.1, AT5G18020.1, AT5G18080.1, AT5G18030.1"	"OG0000048"	"AT2G21200.1, AT3G03820.1, AT3G03830.1, AT3G03840.1, AT3G03850.1, AT5G18010.1, AT5G18020.1, AT5G18030.1, AT5G18050.1, AT5G18060.1, AT5G18080.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G18020.1"	86.022	93	10	1	1	93	1	90	1.39e-53	161	100	93	91
"Aa_G253660.h1.t1"	"AT5G18090.1"	"AT5G18090.1"	"AT5G18090.1"	"N0.HOG0006864"	"AT5G18090.1"	"OG0002456"	"AT5G18000.1, AT5G18090.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G18000.1"	56.869	313	111	6	5	299	1	307	1.26e-112	327	97	305	307
"Aa_G253670.h1.t1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G06420.1"	24.832	149	65	4	64	165	72	220	3.34e-06	45.8	51	200	249
"Aa_G253680.h1.t1"	"AT2G21200.1, AT5G18060.1, AT5G18050.1, AT5G18010.1, AT5G18020.1, AT5G18080.1, AT5G18030.1"	"AT5G18030.1"	NA	"N0.HOG0000452"	"AT2G21200.1, AT5G18060.1, AT5G18050.1, AT5G18010.1, AT5G18020.1, AT5G18080.1, AT5G18030.1"	"OG0000048"	"AT2G21200.1, AT3G03820.1, AT3G03830.1, AT3G03840.1, AT3G03850.1, AT5G18010.1, AT5G18020.1, AT5G18030.1, AT5G18050.1, AT5G18060.1, AT5G18080.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G18030.1, AT5G18020.1"	78.351	97	12	1	1	97	1	88	7.77e-49	149	100	97	88
"Aa_G253690.h1.t1"	"AT2G21200.1, AT5G18060.1, AT5G18050.1, AT5G18010.1, AT5G18020.1, AT5G18080.1, AT5G18030.1"	"AT5G18020.1"	NA	"N0.HOG0000452"	"AT2G21200.1, AT5G18060.1, AT5G18050.1, AT5G18010.1, AT5G18020.1, AT5G18080.1, AT5G18030.1"	"OG0000048"	"AT2G21200.1, AT3G03820.1, AT3G03830.1, AT3G03840.1, AT3G03850.1, AT5G18010.1, AT5G18020.1, AT5G18030.1, AT5G18050.1, AT5G18060.1, AT5G18080.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G18020.1"	79.381	97	13	1	1	97	1	90	9.64e-52	157	100	97	91
"Aa_G253710.h1.t1"	"AT2G21200.1, AT5G18060.1, AT5G18050.1, AT5G18010.1, AT5G18020.1, AT5G18080.1, AT5G18030.1"	"AT5G18030.1"	NA	"N0.HOG0000452"	"AT2G21200.1, AT5G18060.1, AT5G18050.1, AT5G18010.1, AT5G18020.1, AT5G18080.1, AT5G18030.1"	"OG0000048"	"AT2G21200.1, AT3G03820.1, AT3G03830.1, AT3G03840.1, AT3G03850.1, AT5G18010.1, AT5G18020.1, AT5G18030.1, AT5G18050.1, AT5G18060.1, AT5G18080.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G18030.1, AT5G18020.1"	80.412	97	10	1	1	97	1	88	1.88e-51	155	100	97	88
"Aa_G253720.h1.t1"	"AT5G18070.1"	"AT5G18070.1"	"AT5G18070.1"	"N0.HOG0013804"	"AT5G18070.1"	"OG0007716"	"AT5G18070.1"	"AT5G18070.1"	543	556	100	99	555	86.306	958	"AT5G18070.1"	86.306	555	63	5	1	543	1	554	0	958	100	543	556
"Aa_G253730.h1.t1"	"AT2G21200.1, AT5G18060.1, AT5G18050.1, AT5G18010.1, AT5G18020.1, AT5G18080.1, AT5G18030.1"	"AT5G18020.1"	NA	"N0.HOG0000452"	"AT2G21200.1, AT5G18060.1, AT5G18050.1, AT5G18010.1, AT5G18020.1, AT5G18080.1, AT5G18030.1"	"OG0000048"	"AT2G21200.1, AT3G03820.1, AT3G03830.1, AT3G03840.1, AT3G03850.1, AT5G18010.1, AT5G18020.1, AT5G18030.1, AT5G18050.1, AT5G18060.1, AT5G18080.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G18020.1"	81.72	93	14	1	1	93	1	90	3.16e-51	155	100	93	91
"Aa_G253740.h1.t1"	"AT3G03830.1, AT3G03820.1, AT3G03840.1, AT3G03850.1"	"AT3G03820.1"	NA	"N0.HOG0000451"	"AT3G03830.1, AT3G03820.1, AT3G03840.1, AT3G03850.1"	"OG0000048"	"AT2G21200.1, AT3G03820.1, AT3G03830.1, AT3G03840.1, AT3G03850.1, AT5G18010.1, AT5G18020.1, AT5G18030.1, AT5G18050.1, AT5G18060.1, AT5G18080.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G18030.1"	78.889	90	14	2	1	87	1	88	1.85e-43	135	98	89	88
"Aa_G253760.h1.t1"	"AT5G18030.1"	"AT5G18030.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G18030.1"	91.837	49	4	0	1	49	40	88	8.27e-30	99.4	100	49	88
"Aa_G253780.h1.t1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G15420.1"	30.769	156	107	1	258	413	389	543	9.72e-19	91.3	20	776	957
"Aa_G253800.h1.t1"	"AT2G18780.1"	"AT2G18780.1"	"AT2G18780.1"	"N0.HOG0000536"	"AT2G18780.1, AT3G16740.1"	"OG0000057"	"AT2G17830.1, AT2G18780.1, AT3G16740.1, AT3G16820.1, AT3G17320.1, AT3G17400.1, AT3G17620.1, AT3G18120.1, AT3G19470.1, AT3G22770.1, AT3G23420.1, AT3G24580.1, AT5G36200.1, AT5G36730.1, AT5G36820.1, AT5G42460.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G16740.1"	63.542	384	122	5	2	367	4	387	7.44e-167	471	99	367	391
"Aa_G253910.h1.t1"	"ATMG00860.1"	"ATMG00860.1"	NA	NA	NA	"OG0000015"	"ATMG00860.1"	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	59.184	98	38	1	498	593	8	105	2.48e-35	130	16	593	158
"Aa_G253920.h1.t1"	"AT5G38470.1"	"AT5G38470.1"	"AT5G38470.1"	"N0.HOG0012779"	"AT5G38470.1"	"OG0006780"	"AT5G38470.1"	"AT5G38470.1"	392	378	100	100	392	84.694	588	"AT5G38470.1"	84.949	392	45	3	1	392	1	378	0	610	100	392	378
"Aa_G253930.h1.t1"	"AT5G38460.1"	"AT5G38460.1"	"AT5G38460.1"	"N0.HOG0019828"	"AT5G38460.1"	"OG0013324"	"AT5G38460.1"	"AT5G38460.1"	532	533	100	100	537	86.778	946	"AT5G38460.1"	86.778	537	62	5	1	532	1	533	0	946	100	532	533
"Aa_G253940.h1.t1"	"AT1G64900.1, AT1G64940.1, AT1G64950.1, AT2G12190.1, AT1G64930.1, AT5G61320.1"	"AT1G64940.1"	NA	"N0.HOG0003585"	"AT1G64900.1, AT1G64940.1, AT1G64950.1, AT2G12190.1, AT1G64930.1, AT5G61320.1"	"OG0000843"	"AT1G64900.1, AT1G64930.1, AT1G64940.1, AT1G64950.1, AT2G12190.1, AT5G61320.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G64940.1"	81.532	509	78	5	1	494	1	508	0	836	99	495	511
"Aa_G253950.h1.t1"	"AT1G64940.1"	"AT1G64940.1"	NA	"N0.HOG0003585"	"AT1G64900.1, AT1G64940.1, AT1G64950.1, AT2G12190.1, AT1G64930.1, AT5G61320.1"	"OG0000843"	"AT1G64900.1, AT1G64930.1, AT1G64940.1, AT1G64950.1, AT2G12190.1, AT5G61320.1"	"AT1G64940.1"	496	511	99	99	508	82.48	810	"AT1G64940.1"	82.48	508	76	5	1	495	1	508	0	837	99	496	511
"Aa_G253960.h1.t1"	"AT5G38450.1"	"AT5G38450.1"	"AT5G38450.1"	"N0.HOG0024506"	"AT5G38450.1"	"OG0017857"	"AT5G38450.1"	"AT5G38450.1"	480	518	100	93	480	92.917	872	"AT5G38450.1"	92.917	480	34	0	1	480	39	518	0	872	100	480	518
"Aa_G253980.h1.t1"	"AT5G38410.3, AT5G38430.1, AT5G38420.1"	"AT5G38430.1"	"AT5G38410.3, AT5G38430.1, AT5G38420.1"	"N0.HOG0002588"	"AT5G38410.3, AT5G38430.1, AT5G38420.1"	"OG0000482"	"AT1G67090.1, AT5G38410.3, AT5G38420.1, AT5G38430.1"	"AT5G38430.1"	181	181	100	100	181	93.923	365	"AT5G38430.1"	93.923	181	11	0	1	181	1	181	2.02e-131	365	100	181	181
"Aa_G2540.h1.t1"	"AT3G62190.1"	"AT3G62190.1"	"AT3G62190.1"	"N0.HOG0024171"	"AT3G62190.1"	"OG0017551"	"AT3G62190.1"	"AT3G62190.1"	138	138	100	100	138	92.029	260	"AT3G62190.1"	92.029	138	11	0	1	138	1	138	3.03e-91	260	100	138	138
"Aa_G254090.h1.t1"	"AT3G20660.1"	"AT3G20660.1"	"AT3G20660.1"	"N0.HOG0016725"	"AT3G20660.1"	"OG0010459"	"AT3G20660.1"	"AT3G20660.1"	517	526	99	98	517	88.008	909	"AT3G20660.1"	88.008	517	56	3	7	517	10	526	0	909	99	517	526
"Aa_G254110.h1.t1"	"AT3G20650.1"	"AT3G20650.1"	"AT3G20650.1"	"N0.HOG0008934"	"AT3G20650.1"	"OG0003678"	"AT3G20650.1"	"AT3G20650.1"	370	370	100	100	370	93.243	702	"AT3G20650.1"	93.243	370	25	0	1	370	1	370	0	703	100	370	370
"Aa_G254120.h1.t1"	"AT3G20640.1"	"AT3G20640.1"	"AT3G20640.1"	"N0.HOG0010846"	"AT3G20640.1"	"OG0005128"	"AT3G20640.1"	"AT3G20640.1"	438	454	100	100	465	80.215	564	"AT3G20640.1"	80.215	465	54	18	1	438	1	454	0	590	100	438	454
"Aa_G254130.h1.t1"	"AT3G20630.1"	"AT3G20630.1"	"AT3G20630.1"	"N0.HOG0011319"	"AT3G20630.1"	"OG0005526"	"AT3G20630.1"	"AT3G20630.1"	697	797	99	87	696	91.667	1333	"AT3G20630.1"	91.667	696	57	1	1	695	1	696	0	1333	99	697	797
"Aa_G254140.h1.t1"	"AT3G20620.1"	"AT3G20620.1"	NA	"N0.HOG0005086"	"AT3G20620.1"	"OG0001547"	"AT3G20620.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G20620.1"	46.845	412	185	7	1	402	1	388	9.83e-131	380	99	406	391
"Aa_G254170.h1.t1"	"AT3G20630.1"	"AT3G20630.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G20630.1"	92.5	40	3	0	1	40	607	646	9.81e-20	79.7	70	57	797
"Aa_G254180.h1.t1"	"AT3G20630.1"	"AT3G20630.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G20630.1"	60.377	53	12	2	1	49	750	797	2.77e-14	63.9	98	50	797
"Aa_G254300.h1.t1"	"AT3G47690.1"	"AT3G47690.1"	"AT3G47690.1"	"N0.HOG0023233"	"AT3G47690.1"	"OG0016630"	"AT3G47690.1"	"AT3G47690.1"	284	276	97	93	257	93.885	517	"AT3G47690.1"	93.885	278	12	2	1	275	1	276	0	534	97	284	276
"Aa_G254310.h1.t1"	"AT3G47700.1"	"AT3G47700.1"	"AT3G47700.1"	"N0.HOG0022646"	"AT3G47700.1"	"OG0016069"	"AT3G47700.1"	"AT3G47700.1"	795	795	100	100	795	89.434	1446	"AT3G47700.1"	89.434	795	84	0	1	795	1	795	0	1446	100	795	795
"Aa_G254320.h1.t1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G00980.1"	24.878	205	138	4	104	308	283	471	4.86e-12	67.8	38	533	488
"Aa_G254330.h1.t1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G47710.1"	90.11	91	8	1	1	91	1	90	3.5e-51	160	45	204	92
"Aa_G254340.h1.t1"	"AT3G47720.1"	"AT3G47720.1"	"AT3G47720.1"	"N0.HOG0026867"	"AT3G47720.1"	"OG0020027"	"AT3G47720.1"	"AT3G47720.1"	318	316	99	99	323	70.588	436	"AT3G47720.1"	70.898	323	78	6	1	315	1	315	7.05e-156	438	99	318	316
"Aa_G254350.h1.t1"	"AT3G47730.1"	"AT3G47730.1"	"AT3G47730.1"	"N0.HOG0020680"	"AT3G47730.1"	"OG0014140"	"AT3G47730.1"	"AT3G47730.1"	982	983	99	98	969	91.228	1813	"AT3G47730.1"	91.228	969	77	2	1	969	1	961	0	1827	99	982	983
"Aa_G254360.h1.t1"	"AT3G47750.1, AT3G47760.3"	"AT3G47760.3"	"AT3G47750.1, AT3G47760.3"	"N0.HOG0002719"	"AT3G47740.1, AT3G47750.1, AT3G47760.3, AT3G47770.2"	"OG0000526"	"AT3G47740.1, AT3G47750.1, AT3G47760.3, AT3G47770.2, AT3G47780.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G47740.1"	81.712	853	152	2	28	880	84	932	0	1432	97	880	932
"Aa_G254470.h1.t1"	"AT5G45140.1"	"AT5G45140.1"	"AT5G45140.1"	"N0.HOG0012093"	"AT5G45140.1"	"OG0006187"	"AT5G45140.1"	"AT5G45140.1"	1149	1161	100	99	1157	87.9	2112	"AT5G45140.1"	87.9	1157	127	2	1	1149	10	1161	0	2112	100	1149	1161
"Aa_G254480.h1.t1"	"AT3G20420.1"	"AT3G20420.1"	"AT3G20420.1"	"N0.HOG0017766"	"AT3G20420.1"	"OG0011403"	"AT3G20420.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G20420.1"	52.226	337	143	9	334	659	56	385	5.85e-89	284	44	736	391
"Aa_G254490.h1.t1"	"AT2G09388.1"	"AT2G09388.1"	NA	"N0.HOG0000224"	"AT2G09388.1"	"OG0000024"	"AT2G09388.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G39775.1"	26.943	193	118	2	185	377	3	172	1.54e-20	89.7	19	1005	178
"Aa_G254500.h1.t1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G15420.1"	30.147	136	94	1	196	331	409	543	7.41e-16	81.6	19	699	957
"Aa_G254510.h1.t1"	"AT5G45160.1"	"AT5G45160.1"	"AT5G45160.1"	"N0.HOG0016199"	"AT5G45160.1"	"OG0009959"	"AT5G45160.1"	"AT5G45160.1"	835	834	100	100	837	89.606	1521	"AT5G45160.1"	89.606	837	82	3	1	835	1	834	0	1530	100	835	834
"Aa_G254520.h1.t1"	"AT5G45170.1"	"AT5G45170.1"	"AT5G45170.1"	"N0.HOG0018376"	"AT5G45170.1"	"OG0011957"	"AT5G45170.1"	"AT5G45170.1"	367	372	99	99	372	91.129	688	"AT5G45170.1"	91.129	372	26	2	1	366	1	371	0	688	99	367	372
"Aa_G254530.h1.t1"	"AT5G45190.2"	"AT5G45190.2"	"AT5G45190.2"	"N0.HOG0004351"	"AT5G45190.2"	"OG0001180"	"AT4G19600.1, AT5G45190.2"	"AT5G45190.2"	467	590	100	80	470	90.638	858	"AT5G45190.2"	90.638	470	41	3	1	467	121	590	0	858	100	467	590
"Aa_G254540.h1.t1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G45290.2"	47.945	73	35	2	145	216	466	536	3.77e-15	73.9	29	250	546
"Aa_G254550.h1.t1"	"AT4G19600.1, AT5G45190.2"	"AT5G45190.2"	NA	NA	NA	"OG0001180"	"AT4G19600.1, AT5G45190.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G45190.2"	73.913	115	4	3	17	112	137	244	1.21e-46	158	68	142	590
"Aa_G254660.h1.t1"	"AT4G39570.1"	"AT4G39570.1"	"AT4G39570.1"	"N0.HOG0000718"	"AT4G39570.1"	"OG0000077"	"AT1G19930.1, AT1G60570.1, AT1G77880.1, AT4G05620.1, AT4G39550.1, AT4G39560.1, AT4G39570.1, AT4G39580.1, AT5G49000.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G39550.1"	52.75	400	162	10	1	384	1	389	3.91e-128	373	99	387	392
"Aa_G254670.h1.t1"	"ATMG00860.1"	"ATMG00860.1"	NA	NA	NA	"OG0000015"	"ATMG00860.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G23950.1"	52.66	376	114	7	1	315	1	373	1.28e-113	365	20	1571	418
"Aa_G254690.h1.t1"	"AT3G23980.1"	"AT3G23980.1"	"AT3G23980.1"	"N0.HOG0012428"	"AT3G23980.1"	"OG0006479"	"AT3G23980.1"	"AT3G23980.1"	705	714	100	100	734	77.657	1051	"AT3G23980.1"	77.793	734	114	14	1	705	1	714	0	1057	100	705	714
"Aa_G254950.h1.t1"	"AT1G26770.2"	"AT1G26770.2"	"AT1G26770.2"	"N0.HOG0005846"	"AT1G26770.2, AT1G69530.3"	"OG0001937"	"AT1G26770.2, AT1G69530.3"	"AT1G26770.2"	249	259	100	96	249	92.771	448	"AT1G26770.2"	92.771	249	18	0	1	249	11	259	5.71e-162	448	100	249	259
