"Aethionema_saxatile"	"prot_length"	"Arabidopsis_thaliana"	"single_Arabidopsis_thaliana"	"homologue_type"	"OL_Arabidopsis_thaliana"	"N0_HOG"	"N0_Arabidopsis_thaliana"	"OG_Orthogroup"	"OG_Arabidopsis_thaliana"	"RBH_B_id"	"RBH_A_length"	"RBH_B_length"	"RBH_A_qcovhsp"	"RBH_B_qcovhsp"	"RBH_length"	"RBH_pident"	"RBH_bitscore"	"BLAST_saccver"	"BLAST_pident"	"BLAST_length"	"BLAST_mismatch"	"BLAST_gapopen"	"BLAST_qstart"	"BLAST_qend"	"BLAST_sstart"	"BLAST_send"	"BLAST_evalue"	"BLAST_bitscore"	"BLAST_qcovhsp"	"BLAST_qlen"	"BLAST_slen"
"As004G086730"	853	"AT5G44530.2"	"AT5G44530.2"	"orthologue"	"AT5G44530.2"	"N0.HOG0023541"	"AT5G44530.2"	"OG0016929"	"AT5G44530.2"	"AT5G44530.2"	854	865	99	99	878	76.993	1364	"AT5G44530.2"	"77.107"	"878"	"159"	"5"	"1"	"851"	"1"	"863"	"0"	"1374"	"99"	"854"	"865"
"As004G086740"	126	"AT5G44540.1"	"AT5G44540.1"	"orthologue"	"AT5G44540.1"	"N0.HOG0012802"	"AT5G44540.1"	"OG0006801"	"AT5G44540.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G44540.1"	"46.296"	"108"	"38"	"4"	"20"	"123"	"25"	"116"	"2.28e-18"	"74.3"	"82"	"127"	"119"
"As004G086750"	205	"AT5G44550.1"	"AT5G44550.1"	"orthologue"	"AT5G44550.1"	"N0.HOG0014969"	"AT5G44550.1"	"OG0008813"	"AT5G44550.1"	"AT5G44550.1"	206	197	93	96	191	83.246	291	"AT5G44550.1"	"83.246"	"191"	"31"	"1"	"9"	"199"	"5"	"194"	"1.42e-107"	"306"	"93"	"206"	"197"
"As004G086760"	180	"AT4G20380.8"	"AT4G20380.8"	"other"	NA	NA	NA	"OG0003159"	"AT4G20380.8"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G20380.8"	"63.85"	"213"	"41"	"4"	"1"	"180"	"1"	"210"	"4.12e-78"	"231"	"99"	"181"	"210"
"As004G086770"	218	"AT5G44560.1"	"AT5G44560.1"	"orthologue"	"AT5G44560.1"	"N0.HOG0006720"	"AT5G44560.1"	"OG0002384"	"AT5G44560.1"	"AT5G44560.1"	219	222	99	100	222	95.495	418	"AT5G44560.1"	"95.495"	"222"	"6"	"1"	"1"	"218"	"1"	"222"	"5.08e-151"	"418"	"99"	"219"	"222"
"As004G086790"	96	"AT5G44565.2, AT5G44578.1"	"AT5G44578.1"	"orthologue"	"AT5G44565.2, AT5G44578.1"	"N0.HOG0003886"	"AT5G44585.1, AT5G44582.1, AT5G44580.1, AT5G44565.2, AT5G44578.1"	"OG0000969"	"AT5G44565.2, AT5G44578.1, AT5G44580.1, AT5G44582.1, AT5G44585.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G44580.1"	"46.25"	"80"	"38"	"2"	"7"	"83"	"11"	"88"	"2.71e-13"	"59.7"	"79"	"97"	"98"
"As004G086800"	97	"AT5G44565.2, AT5G44578.1"	"AT5G44578.1"	"orthologue"	"AT5G44565.2, AT5G44578.1"	"N0.HOG0003886"	"AT5G44585.1, AT5G44582.1, AT5G44580.1, AT5G44565.2, AT5G44578.1"	"OG0000969"	"AT5G44565.2, AT5G44578.1, AT5G44580.1, AT5G44582.1, AT5G44585.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G44580.1"	"45.946"	"74"	"34"	"3"	"7"	"77"	"11"	"81"	"3.35e-12"	"57"	"72"	"98"	"98"
"As004G086820"	74	"AT5G44572.1, AT5G44574.1"	"AT5G44572.1"	"orthologue"	"AT5G44572.1, AT5G44574.1"	"N0.HOG0025067"	"AT5G44572.1, AT5G44574.1"	"OG0018396"	"AT5G44572.1, AT5G44574.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G44572.1"	"58.182"	"55"	"17"	"2"	"17"	"71"	"24"	"72"	"8.67e-11"	"52.4"	"73"	"75"	"93"
"As004G086840"	82	"AT5G44575.1"	"AT5G44575.1"	"orthologue"	"AT5G44575.1"	"N0.HOG0026774"	"AT5G44575.1"	"OG0019947"	"AT5G44575.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"As004G086860"	93	"AT5G44572.1, AT5G44574.1"	"AT5G44572.1"	"orthologue"	"AT5G44572.1, AT5G44574.1"	"N0.HOG0025067"	"AT5G44572.1, AT5G44574.1"	"OG0018396"	"AT5G44572.1, AT5G44574.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G44572.1"	"56.25"	"64"	"27"	"1"	"9"	"71"	"23"	"86"	"2.95e-11"	"54.3"	"67"	"94"	"93"
"As004G086870"	169	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G07760.1"	"33.333"	"51"	"31"	"1"	"88"	"138"	"161"	"208"	"0.001"	"38.5"	"30"	"170"	"530"
"As004G086880"	377	"AT5G32613.1"	"AT5G32613.1"	"other"	NA	NA	NA	"OG0000293"	"AT5G32613.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G32613.1"	"49.18"	"122"	"59"	"2"	"36"	"155"	"211"	"331"	"1.38e-30"	"121"	"32"	"378"	"457"
"As004G086900"	70	"AT5G44575.1"	"AT5G44575.1"	"orthologue"	"AT5G44575.1"	"N0.HOG0026774"	"AT5G44575.1"	"OG0019947"	"AT5G44575.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"As004G086920"	67	"AT5G44585.1, AT5G44582.1, AT5G44580.1"	"AT5G44580.1"	"orthologue"	"AT5G44585.1, AT5G44582.1, AT5G44580.1"	"N0.HOG0003886"	"AT5G44585.1, AT5G44582.1, AT5G44580.1, AT5G44565.2, AT5G44578.1"	"OG0000969"	"AT5G44565.2, AT5G44578.1, AT5G44580.1, AT5G44582.1, AT5G44585.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G44580.1"	"43.939"	"66"	"30"	"2"	"3"	"62"	"4"	"68"	"3.07e-07"	"43.1"	"88"	"68"	"98"
"As004G086930"	92	"AT5G44585.1, AT5G44582.1, AT5G44580.1"	"AT5G44580.1"	"orthologue"	"AT5G44585.1, AT5G44582.1, AT5G44580.1"	"N0.HOG0003886"	"AT5G44585.1, AT5G44582.1, AT5G44580.1, AT5G44565.2, AT5G44578.1"	"OG0000969"	"AT5G44565.2, AT5G44578.1, AT5G44580.1, AT5G44582.1, AT5G44585.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G44580.1"	"60.638"	"94"	"31"	"2"	"3"	"92"	"7"	"98"	"5.1e-22"	"82"	"97"	"93"	"98"
"As004G086940"	97	"AT5G44585.1, AT5G44582.1, AT5G44580.1"	"AT5G44580.1"	"orthologue"	"AT5G44585.1, AT5G44582.1, AT5G44580.1"	"N0.HOG0003886"	"AT5G44585.1, AT5G44582.1, AT5G44580.1, AT5G44565.2, AT5G44578.1"	"OG0000969"	"AT5G44565.2, AT5G44578.1, AT5G44580.1, AT5G44582.1, AT5G44585.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G44580.1"	"62.105"	"95"	"33"	"2"	"3"	"97"	"7"	"98"	"2.6e-25"	"90.5"	"97"	"98"	"98"
"As004G086960"	90	"AT5G44585.1, AT5G44582.1, AT5G44580.1"	"AT5G44580.1"	"orthologue"	"AT5G44585.1, AT5G44582.1, AT5G44580.1"	"N0.HOG0003886"	"AT5G44585.1, AT5G44582.1, AT5G44580.1, AT5G44565.2, AT5G44578.1"	"OG0000969"	"AT5G44565.2, AT5G44578.1, AT5G44580.1, AT5G44582.1, AT5G44585.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G44580.1"	"46.667"	"75"	"36"	"3"	"1"	"73"	"1"	"73"	"5.65e-11"	"53.5"	"80"	"91"	"98"
"As004G086970"	482	"AT4G20360.1"	"AT4G20360.1"	"other"	NA	NA	NA	"OG0001660"	"AT4G20360.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G20360.1"	"90.832"	"469"	"37"	"3"	"14"	"482"	"14"	"476"	"0"	"831"	"97"	"483"	"476"
"As004G086980"	335	"AT5G44600.1, AT5G44590.1"	"AT5G44600.1"	"orthologue"	"AT5G44600.1, AT5G44590.1"	"N0.HOG0008847"	"AT5G44600.1, AT5G44590.1"	"OG0003620"	"AT5G44590.1, AT5G44600.1"	"AT5G44600.1"	336	333	99	100	338	76.923	502	"AT5G44600.1"	"76.923"	"338"	"68"	"4"	"1"	"333"	"1"	"333"	"0"	"509"	"99"	"336"	"333"
"As004G086990"	391	"AT4G20300.2"	"AT4G20300.2"	"other"	NA	"N0.HOG0008990"	"AT4G20300.2"	"OG0003712"	"AT4G20300.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G20300.2"	"63.342"	"401"	"88"	"16"	"1"	"391"	"1"	"352"	"2.03e-128"	"373"	"99"	"392"	"352"
"As004G087000"	202	"AT4G20280.1"	"AT4G20280.1"	"other"	NA	"N0.HOG0017068"	"AT4G20280.1"	"OG0010770"	"AT4G20280.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G20280.1"	"72.381"	"210"	"50"	"3"	"1"	"202"	"1"	"210"	"1.34e-82"	"243"	"99"	"203"	"210"
"As004G087010"	275	"AT4G20260.4"	"AT4G20260.4"	"orthologue"	"AT4G20260.4"	"N0.HOG0012712"	"AT4G20260.4"	"OG0006721"	"AT4G20260.4"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G20260.4"	"55.061"	"247"	"74"	"6"	"1"	"241"	"1"	"216"	"2.41e-50"	"165"	"87"	"276"	"226"
"As004G087020"	831	"AT5G44635.2"	"AT5G44635.2"	"orthologue"	"AT5G44635.2"	"N0.HOG0021801"	"AT5G44635.2"	"OG0015238"	"AT5G44635.2"	"AT5G44635.2"	832	857	99	100	858	89.627	1550	"AT5G44635.2"	"89.744"	"858"	"60"	"3"	"1"	"831"	"1"	"857"	"0"	"1565"	"99"	"832"	"857"
"As004G087030"	285	"AT5G44650.1"	"AT5G44650.1"	"orthologue"	"AT5G44650.1"	"N0.HOG0021802"	"AT5G44650.1"	"OG0015239"	"AT5G44650.1"	"AT5G44650.1"	286	280	98	99	281	76.761	379	"AT5G44650.1"	"76.761"	"284"	"56"	"4"	"7"	"285"	"2"	"280"	"8.36e-143"	"402"	"98"	"286"	"280"
"As004G087040"	362	"AT5G44660.1"	"AT5G44660.1"	"orthologue"	"AT5G44660.1"	"N0.HOG0013831"	"AT5G44660.1"	"OG0007741"	"AT5G44660.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G44660.1"	"56.751"	"437"	"100"	"14"	"1"	"362"	"1"	"423"	"1.86e-140"	"405"	"99"	"363"	"423"
"As004G087050"	509	"AT5G44670.1"	"AT5G44670.1"	"orthologue"	"AT5G44670.1"	"N0.HOG0006236"	"AT5G44670.1"	"OG0002125"	"AT4G20170.1, AT5G44670.1"	"AT5G44670.1"	510	519	99	100	522	79.119	874	"AT5G44670.1"	"79.119"	"522"	"93"	"4"	"1"	"509"	"1"	"519"	"0"	"874"	"99"	"510"	"519"
"As004G087060"	354	"AT5G44680.1"	"AT5G44680.1"	"orthologue"	"AT5G44680.1"	"N0.HOG0019920"	"AT5G44680.1"	"OG0013410"	"AT5G44680.1"	"AT5G44680.1"	355	353	99	99	355	79.718	562	"AT5G44680.1"	"79.718"	"355"	"66"	"4"	"1"	"353"	"1"	"351"	"0"	"562"	"99"	"355"	"353"
"As004G087070"	464	"AT1G68100.1"	"AT1G68100.1"	"orthologue"	"AT1G68100.1"	"N0.HOG0017265"	"AT1G68100.1"	"OG0010945"	"AT1G68100.1"	"AT1G68100.1"	465	469	99	96	459	79.707	629	"AT1G68100.1"	"79.707"	"478"	"74"	"6"	"1"	"464"	"1"	"469"	"0"	"648"	"99"	"465"	"469"
"As004G087080"	673	"AT5G44690.1"	"AT5G44690.1"	"orthologue"	"AT5G44690.1"	"N0.HOG0025886"	"AT5G44690.1"	"OG0019150"	"AT5G44690.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G20160.2"	"43.041"	"388"	"142"	"13"	"350"	"672"	"839"	"1212"	"5.95e-57"	"209"	"48"	"674"	"1213"
"As004G087090"	81	"AT4G20150.1"	"AT4G20150.1"	"orthologue"	"AT4G20150.1"	"N0.HOG0011021"	"AT4G20150.1"	"OG0005269"	"AT4G20150.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G20150.1"	"91.358"	"81"	"7"	"0"	"1"	"81"	"1"	"81"	"2.83e-52"	"157"	"99"	"82"	"81"
"As004G087100"	1253	"AT4G20140.1"	"AT4G20140.1"	"orthologue"	"AT4G20140.1"	"N0.HOG0023434"	"AT4G20140.1"	"OG0016825"	"AT4G20140.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G20140.1"	"75.464"	"1239"	"295"	"6"	"16"	"1247"	"13"	"1249"	"0"	"1861"	"98"	"1254"	"1249"
"As004G087110"	102	"AT5G44710.1"	"AT5G44710.1"	"orthologue"	"AT5G44710.1"	"N0.HOG0010582"	"AT5G44710.1"	"OG0004908"	"AT5G44710.1"	"AT5G44710.1"	103	102	99	100	102	79.412	171	"AT5G44710.1"	"79.412"	"102"	"21"	"0"	"1"	"102"	"1"	"102"	"4.48e-57"	"171"	"99"	"103"	"102"
"As004G087120"	308	"AT5G44720.1"	"AT5G44720.1"	"orthologue"	"AT5G44720.1"	"N0.HOG0008848"	"AT5G44720.1"	"OG0003621"	"AT5G44720.1"	"AT5G44720.1"	309	308	99	97	300	83.442	522	"AT5G44720.1"	"83.442"	"308"	"51"	"0"	"1"	"308"	"1"	"308"	"0"	"531"	"99"	"309"	"308"
"As004G087130"	252	"AT5G44730.1"	"AT5G44730.1"	"orthologue"	"AT5G44730.1"	"N0.HOG0014970"	"AT5G44730.1"	"OG0008814"	"AT5G44730.1"	"AT5G44730.1"	253	255	99	99	253	89.723	476	"AT5G44730.1"	"89.723"	"253"	"25"	"1"	"1"	"252"	"3"	"255"	"8.76e-173"	"476"	"99"	"253"	"255"
"As004G087140"	661	"AT5G44740.2"	"AT5G44740.2"	"orthologue"	"AT5G44740.2"	"N0.HOG0021803"	"AT5G44740.2"	"OG0015240"	"AT5G44740.2"	"AT5G44740.2"	662	672	99	99	671	79.881	1103	"AT5G44740.2"	"79.881"	"671"	"122"	"4"	"1"	"659"	"1"	"670"	"0"	"1103"	"99"	"662"	"672"
"As004G087150"	1087	"AT5G44750.2"	"AT5G44750.2"	"orthologue"	"AT5G44750.2"	"N0.HOG0019921"	"AT5G44750.2"	"OG0013411"	"AT5G44750.2"	"AT5G44750.2"	1088	1105	97	97	1083	78.855	1704	"AT5G44750.2"	"78.855"	"1083"	"199"	"8"	"28"	"1087"	"30"	"1105"	"0"	"1707"	"97"	"1088"	"1105"
"As004G087160"	768	"AT5G44760.1"	"AT5G44760.1"	"orthologue"	"AT5G44760.1"	"N0.HOG0013727"	"AT5G44760.1"	"OG0007643"	"AT4G20080.1, AT5G44760.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G20080.1"	"79.688"	"768"	"137"	"7"	"12"	"768"	"15"	"774"	"0"	"1228"	"98"	"769"	"774"
"As004G087170"	192	"AT4G20000.1"	"AT4G20000.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G20000.1"	"40.58"	"207"	"90"	"9"	"1"	"190"	"1"	"191"	"2.09e-28"	"105"	"98"	"193"	"208"
"As004G087180"	1009	"AT5G44790.1"	"AT5G44790.1"	"orthologue"	"AT5G44790.1"	"N0.HOG0012711"	"AT5G44790.1"	"OG0006720"	"AT5G44790.1"	"AT5G44790.1"	1010	1001	99	100	1010	88.317	1796	"AT5G44790.1"	"88.317"	"1010"	"108"	"3"	"1"	"1009"	"1"	"1001"	"0"	"1797"	"99"	"1010"	"1001"
"As004G087190"	2252	"AT5G44800.1"	"AT5G44800.1"	"orthologue"	"AT5G44800.1"	"N0.HOG0019922"	"AT5G44800.1"	"OG0013412"	"AT5G44800.1"	"AT5G44800.1"	2253	2223	99	99	2247	75.066	3159	"AT5G44800.1"	"76.413"	"2247"	"435"	"13"	"1"	"2222"	"8"	"2184"	"0"	"3271"	"99"	"2253"	"2223"
"As004G087200"	124	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"As004G087210"	371	"AT4G19975.1"	"AT4G19975.1"	"orthologue"	"AT4G19975.1"	"N0.HOG0005983"	"AT4G19975.1, AT5G44820.1"	"OG0002002"	"AT4G19975.1, AT5G44820.1"	"AT5G44820.1"	372	367	95	96	358	81.285	597	"AT5G44820.1"	"81.285"	"358"	"56"	"5"	"18"	"371"	"17"	"367"	"0"	"597"	"95"	"372"	"367"
"As004G087220"	393	"AT4G35670.1, AT5G27530.1, AT5G44830.1, AT5G44840.1"	"AT5G44840.1"	"orthologue"	"AT4G35670.1, AT5G27530.1, AT5G44830.1, AT5G44840.1"	NA	NA	"OG0000756"	"AT4G35670.1, AT5G27530.1, AT5G44830.1, AT5G44840.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G44840.1"	"65.206"	"388"	"134"	"1"	"1"	"388"	"4"	"390"	"0"	"530"	"98"	"394"	"391"
"As004G087230"	231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"As004G087240"	618	"AT5G35810.1, AT3G54065.1, AT5G35830.1, AT3G54070.1"	"AT5G35810.1"	"orthologue"	"AT5G35810.1, AT3G54065.1, AT5G35830.1, AT3G54070.1"	"N0.HOG0009890"	"AT5G35810.1, AT3G54065.1, AT5G35830.1, AT3G54070.1"	"OG0004335"	"AT3G54065.1, AT3G54070.1, AT5G35810.1, AT5G35830.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G35810.1"	"64.451"	"346"	"118"	"1"	"277"	"617"	"1"	"346"	"3.98e-159"	"459"	"55"	"619"	"347"
"As004G087260"	266	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"As004G087270"	252	"AT5G44900.1"	"AT5G44900.1"	"orthologue"	"AT5G44900.1"	"N0.HOG0000833"	"AT1G57670.1, AT5G44900.1, AT5G45220.1, AT1G60320.1, AT1G57830.1, AT1G09665.1"	"OG0000096"	"AT1G09665.1, AT1G47370.1, AT1G57670.1, AT1G57830.1, AT1G57850.1, AT1G60320.1, AT2G03030.1, AT2G03300.1, AT5G44900.1, AT5G45220.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G44900.1"	"52.778"	"252"	"119"	"0"	"1"	"252"	"1"	"252"	"1.87e-94"	"277"	"99"	"253"	"252"
"As004G087290"	321	"AT5G44860.1"	"AT5G44860.1"	"orthologue"	"AT5G44860.1"	"N0.HOG0007465"	"AT5G44860.1"	"OG0002774"	"AT4G19950.1, AT5G44860.1"	"AT5G44860.1"	322	321	99	100	321	87.539	547	"AT5G44860.1"	"87.539"	"321"	"40"	"0"	"1"	"321"	"1"	"321"	"0"	"547"	"99"	"322"	"321"
"As004G087300"	252	"AT5G44900.1"	"AT5G44900.1"	"orthologue"	"AT5G44900.1"	"N0.HOG0000833"	"AT1G57670.1, AT5G44900.1, AT5G45220.1, AT1G60320.1, AT1G57830.1, AT1G09665.1"	"OG0000096"	"AT1G09665.1, AT1G47370.1, AT1G57670.1, AT1G57830.1, AT1G57850.1, AT1G60320.1, AT2G03030.1, AT2G03300.1, AT5G44900.1, AT5G45220.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G44900.1"	"55.777"	"251"	"111"	"0"	"1"	"251"	"1"	"251"	"3.4e-99"	"289"	"99"	"253"	"252"
"As004G087360"	187	"AT1G57670.1, AT5G44900.1, AT5G45220.1, AT1G60320.1, AT1G57830.1, AT1G09665.1"	"AT5G44900.1"	"other"	NA	"N0.HOG0000833"	"AT1G57670.1, AT5G44900.1, AT5G45220.1, AT1G60320.1, AT1G57830.1, AT1G09665.1"	"OG0000096"	"AT1G09665.1, AT1G47370.1, AT1G57670.1, AT1G57830.1, AT1G57850.1, AT1G60320.1, AT2G03030.1, AT2G03300.1, AT5G44900.1, AT5G45220.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G44900.1"	"57.065"	"184"	"78"	"1"	"1"	"183"	"1"	"184"	"1.65e-71"	"216"	"97"	"188"	"252"
"As004G087370"	251	"AT5G44900.1"	"AT5G44900.1"	"orthologue"	"AT5G44900.1"	"N0.HOG0000833"	"AT1G57670.1, AT5G44900.1, AT5G45220.1, AT1G60320.1, AT1G57830.1, AT1G09665.1"	"OG0000096"	"AT1G09665.1, AT1G47370.1, AT1G57670.1, AT1G57830.1, AT1G57850.1, AT1G60320.1, AT2G03030.1, AT2G03300.1, AT5G44900.1, AT5G45220.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G44900.1"	"52.59"	"251"	"119"	"0"	"1"	"251"	"1"	"251"	"2.11e-88"	"262"	"99"	"252"	"252"
"As004G087380"	186	"AT1G57670.1, AT5G44900.1, AT5G45220.1, AT1G60320.1, AT1G57830.1, AT1G09665.1"	"AT5G44900.1"	"other"	NA	"N0.HOG0000833"	"AT1G57670.1, AT5G44900.1, AT5G45220.1, AT1G60320.1, AT1G57830.1, AT1G09665.1"	"OG0000096"	"AT1G09665.1, AT1G47370.1, AT1G57670.1, AT1G57830.1, AT1G57850.1, AT1G60320.1, AT2G03030.1, AT2G03300.1, AT5G44900.1, AT5G45220.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G44900.1"	"59.538"	"173"	"70"	"0"	"9"	"181"	"13"	"185"	"4.77e-70"	"213"	"93"	"187"	"252"
"As004G087400"	467	"AT5G44930.1"	"AT5G44930.1"	"orthologue"	"AT5G44930.1"	"N0.HOG0007966"	"AT5G44930.1"	"OG0003059"	"AT2G35100.1, AT5G44930.1"	"AT5G44930.1"	468	443	96	99	451	78.936	711	"AT5G44930.1"	"79.157"	"451"	"80"	"3"	"8"	"458"	"4"	"440"	"0"	"732"	"96"	"468"	"443"
"As004G087410"	474	"AT4G27600.1"	"AT4G27600.1"	"orthologue"	"AT4G27600.1"	"N0.HOG0012803"	"AT4G27600.1"	"OG0006802"	"AT4G27600.1"	"AT4G27600.1"	475	471	92	100	440	79.583	727	"AT4G27600.1"	"82.955"	"440"	"63"	"4"	"32"	"468"	"41"	"471"	"0"	"731"	"92"	"475"	"471"
"As004G087420"	597	"AT5G45030.1"	"AT5G45030.1"	"orthologue"	"AT5G45030.1"	"N0.HOG0025068"	"AT5G45030.1"	"OG0018397"	"AT5G45030.1"	"AT5G45030.1"	598	607	99	99	607	86.656	1035	"AT5G45030.1"	"86.656"	"607"	"67"	"7"	"1"	"596"	"1"	"604"	"0"	"1035"	"99"	"598"	"607"
"As004G087430"	173	"AT5G45040.1"	"AT5G45040.1"	"orthologue"	"AT5G45040.1"	"N0.HOG0014971"	"AT5G45040.1"	"OG0008815"	"AT5G45040.1"	"AT5G45040.1"	174	175	98	98	171	74.854	264	"AT5G45040.1"	"74.854"	"171"	"42"	"1"	"4"	"173"	"5"	"175"	"1.09e-91"	"264"	"98"	"174"	"175"
"As004G087440"	541	"AT4G19860.1"	"AT4G19860.1"	"orthologue"	"AT4G19860.1"	"N0.HOG0011489"	"AT4G19860.1"	"OG0005672"	"AT4G19860.1"	"AT4G19860.1"	542	535	99	100	541	82.994	946	"AT4G19860.1"	"82.994"	"541"	"86"	"1"	"1"	"541"	"1"	"535"	"0"	"946"	"99"	"542"	"535"
"As004G087450"	202	"AT1G33920.1"	"AT1G33920.1"	"other"	NA	NA	NA	"OG0019786"	"AT1G33920.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G65390.1"	"55"	"200"	"79"	"5"	"5"	"202"	"221"	"411"	"8.05e-67"	"210"	"98"	"203"	"411"
"As004G087470"	256	"AT5G45090.1, AT5G45080.1, AT5G45070.1"	"AT5G45070.1"	"other"	NA	"N0.HOG0002642"	"AT5G45090.1, AT5G45080.1, AT5G45070.1"	"OG0000500"	"AT5G45070.1, AT5G45080.1, AT5G45090.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G45070.1"	"45.045"	"222"	"119"	"2"	"3"	"221"	"2"	"223"	"2.82e-59"	"191"	"85"	"257"	"354"
"As004G087480"	358	"AT5G45080.1"	"AT5G45080.1"	"orthologue"	"AT5G45080.1"	"N0.HOG0002642"	"AT5G45090.1, AT5G45080.1, AT5G45070.1"	"OG0000500"	"AT5G45070.1, AT5G45080.1, AT5G45090.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G45080.1"	"52.296"	"392"	"153"	"4"	"1"	"358"	"1"	"392"	"2.12e-132"	"383"	"99"	"359"	"392"
"As004G087510"	140	"AT5G45080.1"	"AT5G45080.1"	"orthologue"	"AT5G45080.1"	"N0.HOG0002642"	"AT5G45090.1, AT5G45080.1, AT5G45070.1"	"OG0000500"	"AT5G45070.1, AT5G45080.1, AT5G45090.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G45080.1"	"31.818"	"132"	"78"	"3"	"12"	"132"	"161"	"291"	"1.01e-11"	"60.8"	"86"	"141"	"392"
"As004G087530"	380	"AT5G45080.1"	"AT5G45080.1"	"orthologue"	"AT5G45080.1"	"N0.HOG0002642"	"AT5G45090.1, AT5G45080.1, AT5G45070.1"	"OG0000500"	"AT5G45070.1, AT5G45080.1, AT5G45090.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G45070.1"	"45.932"	"381"	"174"	"5"	"1"	"378"	"1"	"352"	"2.04e-115"	"339"	"99"	"381"	"354"
"As004G087540"	375	"AT5G45080.1"	"AT5G45080.1"	"orthologue"	"AT5G45080.1"	"N0.HOG0002642"	"AT5G45090.1, AT5G45080.1, AT5G45070.1"	"OG0000500"	"AT5G45070.1, AT5G45080.1, AT5G45090.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G45080.1"	"48.429"	"382"	"169"	"6"	"14"	"373"	"15"	"390"	"3.73e-117"	"345"	"96"	"376"	"392"
"As004G087550"	349	"AT5G45090.1, AT5G45080.1, AT5G45070.1"	"AT5G45070.1"	"other"	NA	"N0.HOG0002642"	"AT5G45090.1, AT5G45080.1, AT5G45070.1"	"OG0000500"	"AT5G45070.1, AT5G45080.1, AT5G45090.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G45070.1"	"46.797"	"359"	"176"	"7"	"1"	"349"	"1"	"354"	"1.27e-107"	"318"	"99"	"350"	"354"
"As004G087560"	377	"AT5G45080.1"	"AT5G45080.1"	"orthologue"	"AT5G45080.1"	"N0.HOG0002642"	"AT5G45090.1, AT5G45080.1, AT5G45070.1"	"OG0000500"	"AT5G45070.1, AT5G45080.1, AT5G45090.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G45080.1"	"49.337"	"377"	"175"	"3"	"14"	"375"	"15"	"390"	"9.95e-121"	"354"	"96"	"378"	"392"
