"Cochlearia_excelsa"	"Arabidopsis_thaliana"	"single_Arabidopsis_thaliana"	"OL_Arabidopsis_thaliana"	"N0_HOG"	"N0_Arabidopsis_thaliana"	"OG_Orthogroup"	"OG_Arabidopsis_thaliana"	"RBH_B_id"	"RBH_A_length"	"RBH_B_length"	"RBH_A_qcovhsp"	"RBH_B_qcovhsp"	"RBH_length"	"RBH_pident"	"RBH_bitscore"	"BLAST_saccver"	"BLAST_pident"	"BLAST_length"	"BLAST_mismatch"	"BLAST_gapopen"	"BLAST_qstart"	"BLAST_qend"	"BLAST_sstart"	"BLAST_send"	"BLAST_evalue"	"BLAST_bitscore"	"BLAST_qcovhsp"	"BLAST_qlen"	"BLAST_slen"
"g13088"	"AT3G10410.1"	"AT3G10410.1"	"AT3G10410.1"	"N0.HOG0010989"	"AT3G10410.1"	"OG0005241"	"AT3G10410.1"	"AT3G10410.1"	523	516	99	100	523	83.365	904	"AT3G10410.1"	83.365	523	79	5	1	522	1	516	0	904	99	523	516
"g13089"	"AT3G10420.2"	"AT3G10420.2"	"AT3G10420.2"	"N0.HOG0019541"	"AT3G10420.2"	"OG0013050"	"AT3G10420.2"	"AT3G10420.2"	679	684	99	100	688	88.679	1175	"AT3G10420.2"	88.679	689	62	5	1	678	1	684	0	1175	99	679	684
"g1309"	"AT5G51950.1"	"AT5G51950.1"	"AT5G51950.1"	"N0.HOG0003529"	"AT5G51950.1"	"OG0000821"	"AT5G51930.1, AT5G51950.1"	"AT5G51950.1"	577	586	99	98	575	86.783	1045	"AT5G51950.1"	86.783	575	76	0	2	576	12	586	0	1045	99	577	586
"g13091"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G09388.1"	36.508	63	40	0	29	91	86	148	3.78e-05	41.6	36	174	153
"g13097"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G15420.1"	42.105	38	22	0	104	141	449	486	0.004	36.2	26	148	957
"g13098"	"AT3G10470.1"	"AT3G10470.1"	"AT3G10470.1"	"N0.HOG0004089"	"AT3G10470.1"	"OG0001056"	"AT3G10470.1, AT5G04390.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G10470.1"	71.465	389	79	10	14	374	14	398	4.16e-151	431	96	375	398
"g13099"	"AT3G10490.2, AT3G10480.3"	"AT3G10490.2"	NA	"N0.HOG0003391"	"AT3G10490.2, AT3G10480.3"	"OG0000775"	"AT3G10480.3, AT3G10490.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G10490.2"	79.258	458	74	9	1	444	1	451	0	665	99	445	451
"g131"	"AT5G65750.1"	"AT5G65750.1"	"AT5G65750.1"	"N0.HOG0005158"	"AT5G65750.1"	"OG0001590"	"AT3G55410.1, AT5G65750.1"	"AT5G65750.1"	1026	1025	99	100	1025	95.024	2061	"AT5G65750.1"	95.024	1025	51	0	1	1025	1	1025	0	2061	99	1026	1025
"g1310"	"AT5G51930.1, AT5G51950.1"	"AT5G51950.1"	NA	NA	NA	"OG0000821"	"AT5G51930.1, AT5G51950.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G56060.1"	65.445	573	170	4	3	549	6	576	0	769	99	554	577
"g13100"	"AT3G10510.1"	"AT3G10510.1"	"AT3G10510.1"	"N0.HOG0028329"	"AT3G10510.1"	"OG0021346"	"AT3G10510.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G10510.1"	52.394	376	150	8	1	366	15	371	1.66e-114	337	99	367	371
"g13101"	"AT3G10570.1"	"AT3G10570.1"	"AT3G10570.1"	"N0.HOG0003458"	"AT3G10570.1"	"OG0000801"	"AT3G10560.1, AT3G10570.1, AT5G04630.1, AT5G04660.1"	"AT3G10570.1"	514	513	99	100	513	86.55	885	"AT3G10570.1"	86.55	513	69	0	1	513	1	513	0	885	99	514	513
"g13102"	"AT1G66245.1"	"AT1G66245.1"	"AT1G66245.1"	"N0.HOG0015983"	"AT1G66245.1"	"OG0009759"	"AT1G66245.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G66245.1"	68.729	291	80	7	1	284	1	287	5.45e-119	342	99	285	287
"g13103"	"AT3G10595.1"	"AT3G10595.1"	"AT3G10595.1"	"N0.HOG0021099"	"AT3G10595.1"	"OG0014552"	"AT3G10595.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G10595.1"	49.738	191	72	4	1	175	1	183	3.66e-59	182	97	180	183
"g13104"	"AT3G10600.1"	"AT3G10600.1"	"AT3G10600.1"	"N0.HOG0007707"	"AT3G10600.1"	"OG0002909"	"AT3G10600.1, AT5G04770.1"	"AT3G10600.1"	585	584	99	100	584	89.212	1033	"AT3G10600.1"	89.212	584	63	0	1	584	1	584	0	1033	99	585	584
"g13105"	"AT3G10620.1"	"AT3G10620.1"	"AT3G10620.1"	"N0.HOG0023370"	"AT3G10620.1"	"OG0016761"	"AT3G10620.1"	"AT3G10620.1"	228	216	99	99	227	79.295	338	"AT3G10620.1"	79.295	227	35	3	1	227	1	215	9.88e-125	351	99	228	216
"g13106"	"AT3G10630.1"	"AT3G10630.1"	"AT3G10630.1"	"N0.HOG0019543"	"AT3G10630.1"	"OG0013052"	"AT3G10630.1"	"AT3G10630.1"	493	487	99	100	490	82.449	816	"AT3G10630.1"	82.449	490	83	1	1	490	1	487	0	818	99	493	487
"g13107"	"AT3G10780.1"	"AT3G10780.1"	"AT3G10780.1"	NA	NA	"OG0003619"	"AT3G10780.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G10780.1"	62.209	172	65	0	1	172	1	172	3.6e-78	232	92	186	217
"g13108"	"AT3G10880.1"	"AT3G10880.1"	"AT3G10880.1"	NA	NA	"OG0012779"	"AT3G10880.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G10880.1"	59.459	333	91	8	12	314	1	319	4.67e-111	325	91	333	319
"g13109"	"AT3G10915.7"	"AT3G10915.7"	"AT3G10915.7"	"N0.HOG0012641"	"AT3G10915.7"	"OG0006656"	"AT3G10915.7"	"AT3G10915.7"	228	251	94	85	214	89.252	382	"AT3G10915.7"	89.252	214	22	1	14	227	39	251	1.95e-136	382	94	228	251
"g1311"	"AT5G51890.1"	"AT5G51890.1"	"AT5G51890.1"	"N0.HOG0010516"	"AT5G51890.1"	"OG0004852"	"AT5G51890.1"	"AT5G51890.1"	322	322	99	100	322	89.441	597	"AT5G51890.1"	89.441	322	33	1	1	321	1	322	0	597	99	322	322
"g13110"	"AT5G05300.1"	"AT5G05300.1"	NA	NA	NA	"OG0003961"	"AT5G05300.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G05300.1"	52.885	104	41	3	4	103	3	102	1.08e-25	91.7	96	104	102
"g13111"	"AT3G10940.1"	"AT3G10940.1"	"AT3G10940.1"	"N0.HOG0021446"	"AT3G10940.1"	"OG0014885"	"AT3G10940.1"	"AT3G10940.1"	283	282	99	100	285	82.456	486	"AT3G10940.1"	82.456	285	44	2	1	282	1	282	5.04e-176	486	99	283	282
"g13112"	"AT3G11200.1"	"AT3G11200.1"	"AT3G11200.1"	"N0.HOG0005705"	"AT5G05610.1, AT3G11200.1"	"OG0001860"	"AT3G11200.1, AT5G05610.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G11200.1"	90.244	246	20	1	2	247	4	245	1.48e-139	391	99	248	246
"g13113"	"AT2G19220.1, AT3G11310.1, AT3G11300.1, AT3G11290.1"	"AT3G11290.1"	"AT2G19220.1, AT3G11310.1, AT3G11300.1, AT3G11290.1"	"N0.HOG0003938"	"AT5G05800.1, AT2G19220.1, AT3G11310.1, AT3G11300.1, AT3G11290.1"	"OG0000988"	"AT2G19220.1, AT3G11290.1, AT3G11300.1, AT3G11310.1, AT5G05800.1"	"AT3G11290.1"	407	460	99	88	410	72.439	590	"AT3G11290.1"	72.683	410	101	6	1	406	58	460	0	593	99	407	460
"g13114"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G34910.1"	34.146	82	52	1	28	109	22	101	6.19e-05	42	25	329	132
"g13115"	"AT3G11330.1"	"AT3G11330.1"	"AT3G11330.1"	"N0.HOG0015986"	"AT3G11330.1"	"OG0009762"	"AT3G11330.1"	"AT3G11330.1"	501	499	99	100	505	83.762	791	"AT3G11330.1"	83.762	505	71	2	1	500	1	499	0	815	99	501	499
"g13116"	"AT5G05970.2"	"AT5G05970.2"	NA	NA	NA	"OG0003897"	"AT5G05970.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G05970.2"	75.253	792	168	13	4	779	3	782	0	1144	99	780	782
"g13117"	"AT3G11400.2"	"AT3G11400.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G11400.2"	64.474	152	43	4	36	176	126	277	2.23e-54	174	80	177	321
"g13118"	"AT3G11420.1"	"AT3G11420.1"	"AT3G11420.1"	"N0.HOG0009382"	"AT3G11420.1"	"OG0003962"	"AT3G11420.1"	"AT3G11420.1"	504	505	99	100	505	84.554	882	"AT3G11420.1"	84.554	505	76	2	1	503	1	505	0	882	99	504	505
"g13119"	"AT3G11460.1"	"AT3G11460.1"	"AT3G11460.1"	"N0.HOG0023373"	"AT3G11460.1"	"OG0016764"	"AT3G11460.1"	"AT3G11460.1"	630	623	99	97	606	82.315	1059	"AT3G11460.1"	82.315	622	106	2	8	629	6	623	0	1075	99	630	623
"g1312"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G06105.1"	38.235	34	21	0	103	136	64	97	0.031	35.4	10	327	390
"g13120"	"AT3G52580.1"	"AT3G52580.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G52580.1"	94.245	139	8	0	1	139	1	139	4.11e-94	270	75	186	150
"g13121"	"AT3G11640.1"	"AT3G11640.1"	"AT3G11640.1"	"N0.HOG0023163"	"AT3G11640.1"	"OG0016571"	"AT3G11640.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G11640.1"	64.943	174	44	5	1	165	1	166	9.29e-49	155	97	170	186
"g13122"	"AT3G11650.1"	"AT3G11650.1"	"AT3G11650.1"	"N0.HOG0012645"	"AT3G11650.1"	"OG0006660"	"AT3G11650.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G11650.1"	67.886	246	72	4	1	246	1	239	5.53e-122	346	99	248	240
"g13123"	"AT3G11780.2"	"AT3G11780.2"	"AT3G11780.2"	"N0.HOG0011365"	"AT3G11780.2"	"OG0005568"	"AT3G11780.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G11780.2"	74.419	172	24	3	1	153	1	171	3.95e-86	249	99	154	171
"g13124"	"AT3G11800.1"	"AT3G11800.1"	"AT3G11800.1"	"N0.HOG0013636"	"AT3G11800.1"	"OG0007562"	"AT3G11800.1"	"AT3G11800.1"	247	246	99	94	232	89.516	433	"AT3G11800.1"	89.516	248	22	3	1	246	1	246	2.39e-164	454	99	247	246
"g13125"	"AT3G11820.1"	"AT3G11820.1"	"AT3G11820.1"	"N0.HOG0012647"	"AT3G11820.1"	"OG0006662"	"AT3G11820.1"	"AT3G11820.1"	334	346	99	100	348	85.345	547	"AT3G11820.1"	85.345	348	34	3	1	333	1	346	0	547	99	334	346
"g13126"	"AT3G11910.1"	"AT3G11910.1"	"AT3G11910.1"	"N0.HOG0003649"	"AT3G11910.1"	"OG0000868"	"AT3G11910.1, AT5G06600.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G11910.1"	90.135	1115	98	1	1	1103	1	1115	0	2087	99	1104	1115
"g13127"	"AT3G11930.3"	"AT3G11930.3"	NA	NA	NA	"OG0003045"	"AT3G11930.3"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G11930.3"	66.522	230	35	4	1	192	1	226	5.74e-102	293	99	193	226
"g13128"	"AT3G11940.1"	"AT3G11940.1"	"AT3G11940.1"	"N0.HOG0003802"	"AT3G11940.1"	"OG0000932"	"AT2G37270.1, AT3G11940.1"	"AT3G11940.1"	208	207	99	100	207	97.101	415	"AT3G11940.1"	97.101	207	6	0	1	207	1	207	2.52e-150	415	99	208	207
"g13129"	"AT3G11950.1"	"AT3G11950.1"	"AT3G11950.1"	"N0.HOG0013639"	"AT3G11950.1"	"OG0007565"	"AT3G11950.1"	"AT3G11950.1"	719	572	82	100	612	73.366	872	"AT3G11950.1"	73.693	612	98	9	130	718	1	572	0	883	82	719	572
"g13130"	"AT3G11960.1"	"AT3G11960.1"	"AT3G11960.1"	"N0.HOG0014782"	"AT3G11960.1"	"OG0008635"	"AT3G11960.1"	"AT3G11960.1"	1361	1379	99	100	1380	88.261	2430	"AT3G11960.1"	88.261	1380	140	4	2	1360	1	1379	0	2430	99	1361	1379
"g13131"	"AT4G13263.1, AT4G13261.1, AT5G35405.1, AT2G04041.1, AT2G04031.1, AT2G04037.1, AT1G47470.1, AT1G47450.1, AT3G11990.1, AT1G45190.1"	"AT1G47470.1"	"AT4G13263.1, AT4G13261.1, AT5G35405.1, AT2G04041.1, AT2G04031.1, AT2G04037.1, AT1G47470.1, AT1G47450.1, AT3G11990.1, AT1G45190.1"	"N0.HOG0002393"	"AT4G13263.1, AT4G13261.1, AT5G35405.1, AT2G04041.1, AT2G04031.1, AT2G04037.1, AT1G47470.1, AT1G47450.1, AT3G11990.1, AT1G45190.1"	"OG0000425"	"AT1G45190.1, AT1G47450.1, AT1G47470.1, AT1G52970.1, AT2G04031.1, AT2G04037.1, AT2G04041.1, AT3G11990.1, AT4G13261.1, AT4G13263.1, AT5G35405.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G47470.1"	58.96	173	68	2	1	170	1	173	1.81e-73	218	99	171	173
"g13132"	"AT3G12010.1"	"AT3G12010.1"	"AT3G12010.1"	"N0.HOG0019551"	"AT3G12010.1"	"OG0013060"	"AT3G12010.1"	"AT3G12010.1"	686	682	99	98	670	88.399	1196	"AT3G12010.1"	88.399	681	79	0	5	685	2	682	0	1196	99	686	682
"g13133"	"AT3G12050.1"	"AT3G12050.1"	"AT3G12050.1"	"N0.HOG0018139"	"AT3G12050.1"	"OG0011736"	"AT3G12050.1"	"AT3G12050.1"	363	360	99	100	363	85.399	610	"AT3G12050.1"	85.675	363	48	3	1	362	1	360	0	611	99	363	360
"g13134"	"AT3G12130.1"	"AT3G12130.1"	"AT3G12130.1"	"N0.HOG0006697"	"AT3G12130.1"	"OG0002373"	"AT3G12130.1, AT5G06770.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G12130.1"	85.306	245	32	1	1	241	1	245	1.04e-146	409	99	242	248
"g13135"	"AT3G12160.1"	"AT3G12160.1"	"AT3G12160.1"	"N0.HOG0011455"	"AT3G12160.1"	"OG0005641"	"AT3G12160.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G12160.1"	95.982	224	7	2	1	224	1	222	1.28e-159	440	99	225	222
"g13136"	"AT3G12210.2"	"AT3G12210.2"	"AT3G12210.2"	"N0.HOG0017641"	"AT3G12210.2"	"OG0011285"	"AT3G12210.2"	"AT3G12210.2"	341	209	60	98	205	77.561	319	"AT3G12210.2"	77.561	205	46	0	1	205	1	205	3.86e-110	319	60	341	209
"g13137"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G12260.1"	79.31	29	6	0	50	78	73	101	5.59e-10	51.6	37	79	133
"g13138"	"AT4G12250.1"	"AT4G12250.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G12250.1"	93.478	184	10	1	39	222	54	235	5.41e-120	347	83	223	436
"g13139"	"AT3G12360.1"	"AT3G12360.1"	"AT3G12360.1"	"N0.HOG0014785"	"AT3G12360.1"	"OG0008638"	"AT3G12360.1"	"AT3G12360.1"	589	590	99	100	590	94.237	1134	"AT3G12360.1"	94.237	590	32	1	1	588	1	590	0	1134	99	589	590
"g1314"	"AT5G51870.3"	"AT5G51870.3"	"AT5G51870.3"	"N0.HOG0006456"	"AT5G51870.3, AT5G51860.1"	"OG0002246"	"AT5G51860.1, AT5G51870.3"	"AT5G51870.3"	162	229	97	69	157	78.981	251	"AT5G51870.3"	78.981	157	33	0	1	157	11	167	4.73e-86	251	97	162	229
"g13140"	"AT3G12480.1"	"AT3G12480.1"	"AT3G12480.1"	"N0.HOG0012650"	"AT3G12480.1"	"OG0006665"	"AT3G12480.1"	"AT3G12480.1"	284	293	96	96	284	80.282	411	"AT3G12480.1"	80.282	284	42	4	1	272	1	282	3.47e-146	411	96	284	293
"g13141"	"AT3G12550.1"	"AT3G12550.1"	"AT3G12550.1"	"N0.HOG0021409"	"AT3G12550.1"	"OG0014848"	"AT3G12550.1"	"AT3G12550.1"	631	638	99	99	634	77.129	1004	"AT3G12550.1"	77.129	634	140	3	1	629	1	634	0	1004	99	631	638
"g13142"	"AT3G12620.1"	"AT3G12620.1"	"AT3G12620.1"	"N0.HOG0013595"	"AT3G12620.1"	"OG0007531"	"AT3G12620.1"	"AT3G12620.1"	385	385	99	99	382	93.979	744	"AT3G12620.1"	93.979	382	22	1	3	383	4	385	0	744	99	385	385
"g13143"	"AT3G12630.1"	"AT3G12630.1"	"AT3G12630.1"	"N0.HOG0008904"	"AT3G12630.1"	"OG0003657"	"AT3G12630.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G12630.1"	83.333	162	21	3	1	158	1	160	3.52e-87	251	99	159	160
"g13144"	"AT3G12670.1"	"AT3G12670.1"	"AT3G12670.1"	"N0.HOG0013349"	"AT3G12670.1"	"OG0007309"	"AT3G12670.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G12670.1"	91.047	592	47	2	1	587	1	591	0	1092	99	588	591
"g13145"	"AT3G12690.1"	"AT3G12690.1"	"AT3G12690.1"	"N0.HOG0014414"	"AT3G12690.1"	"OG0008294"	"AT3G12690.1"	"AT3G12690.1"	565	577	99	100	580	86.724	1017	"AT3G12690.1"	86.724	580	58	8	1	564	1	577	0	1017	99	565	577
"g13146"	"AT3G12780.1, AT1G56190.1"	"AT3G12780.1"	"AT3G12780.1, AT1G56190.1"	"N0.HOG0003429"	"AT3G12780.1, AT1G56190.1"	"OG0000789"	"AT1G56190.1, AT1G79550.1, AT3G12780.1"	"AT3G12780.1"	754	481	62	100	473	93.983	852	"AT3G12780.1"	94.715	473	18	3	287	753	10	481	0	872	62	754	481
"g13147"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G34280.1"	37.931	435	197	15	1	406	1	391	9.11e-81	253	99	407	391
"g13148"	"AT3G12870.1"	"AT3G12870.1"	"AT3G12870.1"	NA	NA	"OG0006442"	"AT3G12870.1"	"AT3G12870.1"	204	206	99	100	206	88.835	341	"AT3G12870.1"	89.32	206	19	1	1	203	1	206	3.36e-121	341	99	204	206
"g13149"	"AT3G12920.1"	"AT3G12920.1"	"AT3G12920.1"	"N0.HOG0010011"	"AT3G12920.1"	"OG0004436"	"AT3G12920.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G12920.1"	68.398	231	63	4	22	246	109	335	1.25e-105	308	91	247	335
"g1315"	"AT5G51850.1"	"AT5G51850.1"	"AT5G51850.1"	"N0.HOG0023386"	"AT5G51850.1"	"OG0016777"	"AT5G51850.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G51850.1"	55.803	629	200	21	1	607	1	573	5.83e-180	521	98	618	590
"g13150"	"AT4G04190.1"	"AT4G04190.1"	"AT4G04190.1"	"N0.HOG0013720"	"AT4G04190.1"	"OG0007637"	"AT4G04190.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G04190.1"	93.75	160	10	0	1	160	1	160	1.69e-109	309	99	162	184
"g13151"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G19990.1"	68	50	16	0	67	116	1	50	5.97e-17	74.7	43	117	419
"g13152"	"AT3G12970.1"	"AT3G12970.1"	"AT3G12970.1"	"N0.HOG0006367"	"AT3G12970.1"	"OG0002194"	"AT1G56020.1, AT3G12970.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G12970.1"	68.984	374	70	14	1	332	1	370	4.98e-138	396	99	335	381
"g13153"	"AT3G13110.1"	"AT3G13110.1"	"AT3G13110.1"	"N0.HOG0022797"	"AT3G13110.1"	"OG0016220"	"AT3G13110.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13110.1"	78.372	393	61	6	1	371	1	391	0	590	99	372	391
"g13154"	"AT3G13120.1"	"AT3G13120.1"	NA	"N0.HOG0010378"	"AT3G13120.1"	"OG0004728"	"AT3G13120.1"	"AT3G13120.1"	200	191	99	100	199	81.91	298	"AT3G13120.1"	82.412	199	27	3	1	199	1	191	1.29e-104	298	99	200	191
"g13155"	"AT3G13160.1"	"AT3G13160.1"	"AT3G13160.1"	"N0.HOG0006597"	"AT3G13160.1"	"OG0002325"	"AT1G55890.1, AT3G13160.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13160.1"	73.096	394	103	1	1	391	1	394	0	597	99	392	394
"g13156"	"AT3G13170.1"	"AT3G13170.1"	"AT3G13170.1"	"N0.HOG0024030"	"AT3G13170.1"	"OG0017415"	"AT3G13170.1"	"AT3G13170.1"	366	362	98	99	358	89.665	682	"AT3G13170.1"	89.665	358	37	0	1	358	1	358	0	682	98	366	362
"g13157"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G28823.1"	42.222	90	49	2	117	205	134	221	3.64e-10	61.6	21	433	568
"g13158"	"AT3G13175.1"	"AT3G13175.1"	"AT3G13175.1"	"N0.HOG0017731"	"AT3G13175.1"	"OG0011369"	"AT3G13175.1"	"AT3G13175.1"	101	106	93	92	98	79.592	150	"AT3G13175.1"	79.592	98	16	2	4	97	1	98	8.83e-49	150	93	101	106
"g13159"	"AT3G13180.1"	"AT3G13180.1"	"AT3G13180.1"	"N0.HOG0024769"	"AT3G13180.1"	"OG0018117"	"AT3G13180.1"	"AT3G13180.1"	524	523	99	100	523	90.822	961	"AT3G13180.1"	90.822	523	48	0	1	523	1	523	0	961	99	524	523
"g1316"	"AT5G51840.1"	"AT5G51840.1"	"AT5G51840.1"	"N0.HOG0017100"	"AT5G51840.1"	"OG0010796"	"AT5G51840.1"	"AT5G51840.1"	245	245	95	96	236	84.322	358	"AT5G51840.1"	86.017	236	28	3	1	233	2	235	2.92e-142	397	95	245	245
"g13160"	"AT3G13190.1"	"AT3G13190.1"	"AT3G13190.1"	"N0.HOG0017732"	"AT3G13190.1"	"OG0011370"	"AT3G13190.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13190.1"	64.264	333	78	6	1	311	1	314	9.88e-125	360	93	334	316
"g13161"	"AT3G13220.1"	"AT3G13220.1"	"AT3G13220.1"	"N0.HOG0020807"	"AT3G13220.1"	"OG0014267"	"AT3G13220.1"	"AT3G13220.1"	686	685	99	99	684	92.69	1296	"AT3G13220.1"	92.69	684	47	2	1	682	1	683	0	1296	99	686	685
"g13162"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G42905.1"	56.846	241	104	0	1020	1260	1	241	1.37e-87	284	19	1298	258
"g13163"	"AT3G13290.1, AT3G13300.1"	"AT3G13300.1"	"AT3G13290.1, AT3G13300.1"	"N0.HOG0008403"	"AT3G13290.1, AT3G13300.1"	"OG0003336"	"AT3G13290.1, AT3G13300.1"	"AT3G13300.1"	1360	1344	99	100	1361	81.19	2189	"AT3G13300.1"	81.19	1361	237	5	1	1359	1	1344	0	2189	99	1360	1344
"g13164"	"AT3G13290.1, AT3G13300.1"	"AT3G13300.1"	"AT3G13290.1, AT3G13300.1"	"N0.HOG0008403"	"AT3G13290.1, AT3G13300.1"	"OG0003336"	"AT3G13290.1, AT3G13300.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13300.1"	79.5	1361	220	14	1	1319	1	1344	0	2113	99	1320	1344
"g13165"	"AT3G13350.1"	"AT3G13350.1"	NA	"N0.HOG0003966"	"AT3G13350.1"	"OG0001002"	"AT1G55650.1, AT3G13350.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13350.1"	66.554	296	95	3	5	297	12	306	1.48e-144	409	97	302	319
"g13166"	"AT3G13360.2"	"AT3G13360.2"	"AT3G13360.2"	"N0.HOG0015582"	"AT3G13360.2"	"OG0009406"	"AT3G13360.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13360.2"	60.421	475	130	16	1	433	60	518	1.82e-158	457	99	434	518
"g1317"	"AT5G51830.1"	"AT5G51830.1"	"AT5G51830.1"	"N0.HOG0011456"	"AT5G51830.1"	"OG0005642"	"AT5G51830.1"	"AT5G51830.1"	347	343	99	100	343	93.586	640	"AT5G51830.1"	93.586	343	22	0	1	343	1	343	0	662	99	347	343
"g13170"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00750.1"	51.429	35	14	1	519	553	34	65	9.07e-05	42.4	5	656	119
"g13173"	"AT3G13380.1"	"AT3G13380.1"	"AT3G13380.1"	"N0.HOG0006599"	"AT3G13380.1"	"OG0002326"	"AT1G55610.1, AT3G13380.1"	"AT3G13380.1"	1165	1164	99	99	1175	82.553	1885	"AT3G13380.1"	82.894	1175	177	9	1	1163	1	1163	0	1905	99	1165	1164
"g13174"	"AT3G13390.1"	"AT3G13390.1"	"AT3G13390.1"	"N0.HOG0004532"	"AT3G13390.1"	"OG0001264"	"AT1G55570.1, AT3G13390.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13390.1"	93.141	554	38	0	1	554	1	554	0	1023	99	555	554
"g13175"	"AT3G13400.1"	"AT3G13400.1"	"AT3G13400.1"	"N0.HOG0005063"	"AT3G13400.1"	"OG0001535"	"AT1G55560.1, AT3G13400.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13400.1"	93.297	552	36	1	1	552	1	551	0	1052	99	553	551
"g13176"	"AT3G13410.1"	"AT3G13410.1"	"AT3G13410.1"	"N0.HOG0008054"	"AT3G13410.1"	"OG0003111"	"AT3G13410.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13410.1"	80.734	327	51	3	2	322	1	321	0	524	99	323	321
"g13177"	"AT3G13460.1"	"AT3G13460.1"	"AT3G13460.1"	"N0.HOG0007622"	"AT3G13460.1"	"OG0002864"	"AT1G55500.5, AT3G13460.1"	"AT3G13460.1"	665	667	99	100	677	77.696	1029	"AT3G13460.1"	77.696	677	128	11	1	664	1	667	0	1029	99	665	667
"g13179"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G64260.1"	25.758	66	49	0	6	71	652	717	0.02	33.5	55	121	719
"g13180"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G45570.1"	35.119	336	206	5	75	404	581	910	1.75e-60	211	79	419	921
"g13181"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G45570.1"	33.962	265	143	5	35	267	107	371	4.54e-41	162	27	879	921
"g13182"	"AT3G13480.1"	"AT3G13480.1"	"AT3G13480.1"	"N0.HOG0010379"	"AT3G13480.1"	"OG0004729"	"AT3G13480.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13480.1"	55.944	143	57	4	5	143	32	172	4.69e-32	111	97	144	172
