"Odontarrhena_muralis"	"Arabidopsis_thaliana"	"single_Arabidopsis_thaliana"	"OL_Arabidopsis_thaliana"	"N0_HOG"	"N0_Arabidopsis_thaliana"	"OG_Orthogroup"	"OG_Arabidopsis_thaliana"	"RBH_B_id"	"RBH_A_length"	"RBH_B_length"	"RBH_A_qcovhsp"	"RBH_B_qcovhsp"	"RBH_length"	"RBH_pident"	"RBH_bitscore"	"BLAST_saccver"	"BLAST_pident"	"BLAST_length"	"BLAST_mismatch"	"BLAST_gapopen"	"BLAST_qstart"	"BLAST_qend"	"BLAST_sstart"	"BLAST_send"	"BLAST_evalue"	"BLAST_bitscore"	"BLAST_qcovhsp"	"BLAST_qlen"	"BLAST_slen"
"Om001G009610"	"AT4G22790.1"	"AT4G22790.1"	"AT4G22790.1"	"N0.HOG0009871"	"AT4G22790.1"	"OG0004319"	"AT4G22790.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G22790.1"	83.084	467	78	1	1	467	23	488	0	770	99	472	491
"Om001G009620"	"AT4G22790.1"	"AT4G22790.1"	"AT4G22790.1"	"N0.HOG0009871"	"AT4G22790.1"	"OG0004319"	"AT4G22790.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G22790.1"	84.646	495	68	3	1	491	1	491	0	820	99	495	491
"Om001G009650"	"AT4G22810.1"	"AT4G22810.1"	"AT4G22810.1"	"N0.HOG0006992"	"AT4G22810.1"	"OG0002524"	"AT4G12050.1, AT4G22810.1"	"AT4G22810.1"	333	324	99	100	333	87.387	422	"AT4G22810.1"	87.387	333	32	8	1	332	1	324	4.67e-149	422	99	333	324
"Om001G009660"	"AT4G22820.1"	"AT4G22820.1"	"AT4G22820.1"	"N0.HOG0025556"	"AT4G22820.1"	"OG0018854"	"AT4G22820.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G22820.1"	68.687	198	31	6	1	189	1	176	1.3e-84	247	99	190	176
"Om001G009690"	"AT5G41720.1"	"AT5G41720.1"	"AT5G41720.1"	NA	NA	"OG0000750"	"AT1G64290.1, AT1G64295.1, AT2G05360.1, AT5G41720.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G64290.1"	46.702	379	167	12	1	367	6	361	6.64e-96	291	91	403	364
"Om001G009700"	"AT4G22830.2"	"AT4G22830.2"	"AT4G22830.2"	NA	NA	"OG0006133"	"AT4G22830.2"	"AT4G22830.2"	184	201	86	79	159	84.906	279	"AT4G22830.2"	84.906	159	23	1	26	183	43	201	5.17e-97	279	86	184	201
"Om001G009710"	"AT4G22840.1"	"AT4G22840.1"	"AT4G22840.1"	"N0.HOG0005987"	"AT4G22840.1"	"OG0002004"	"AT4G12030.2, AT4G22840.1"	"AT4G22840.1"	409	409	99	99	406	87.685	695	"AT4G22840.1"	87.685	406	46	3	1	403	1	405	0	695	99	409	409
"Om001G009720"	"AT4G22850.1"	"AT4G22850.1"	"AT4G22850.1"	"N0.HOG0021593"	"AT4G22850.1"	"OG0015030"	"AT4G22850.1"	"AT4G22850.1"	293	296	99	100	296	85.135	475	"AT4G22850.1"	85.135	296	40	2	1	292	1	296	3.64e-171	475	99	293	296
"Om001G009730"	"AT4G22860.1"	"AT4G22860.1"	"AT4G22860.1"	"N0.HOG0014895"	"AT4G22860.1"	"OG0008741"	"AT4G22860.1"	"AT4G22860.1"	513	509	99	100	515	78.447	794	"AT4G22860.1"	78.447	515	102	4	1	512	1	509	0	816	99	513	509
"Om001G009740"	"AT4G22880.1"	"AT4G22880.1"	"AT4G22880.1"	"N0.HOG0013741"	"AT4G22880.1"	"OG0007657"	"AT4G22880.1"	"AT4G22880.1"	357	356	99	99	354	92.09	670	"AT4G22880.1"	92.09	354	28	0	1	354	1	354	0	670	99	357	356
"Om001G009750"	"AT4G22890.1"	"AT4G22890.1"	"AT4G22890.1"	"N0.HOG0005309"	"AT4G22890.1"	"OG0001662"	"AT4G11960.1, AT4G22890.1"	"AT4G22890.1"	318	324	99	100	325	86.769	565	"AT4G22890.1"	86.769	325	34	2	1	317	1	324	0	565	99	318	324
"Om001G009760"	"AT4G22900.1"	"AT4G22900.1"	"AT4G22900.1"	"N0.HOG0021594"	"AT4G22900.1"	"OG0015031"	"AT4G22900.1"	"AT4G22900.1"	347	343	99	99	353	75.637	513	"AT4G22900.1"	77.62	353	59	7	1	345	1	341	0	520	99	347	343
"Om001G009770"	"AT4G22910.1"	"AT4G22910.1"	"AT4G22910.1"	"N0.HOG0004464"	"AT4G22910.1"	"OG0001233"	"AT4G11920.1, AT4G22910.1"	"AT4G22910.1"	473	483	99	99	481	92.516	894	"AT4G22910.1"	92.516	481	26	4	2	472	3	483	0	894	99	473	483
"Om001G009780"	"AT4G22920.1"	"AT4G22920.1"	"AT4G22920.1"	"N0.HOG0007733"	"AT4G11911.1, AT4G22920.1"	"OG0002925"	"AT4G11911.1, AT4G22920.1"	"AT4G22920.1"	267	268	99	100	268	86.567	475	"AT4G22920.1"	86.94	268	33	1	1	266	1	268	4.72e-172	475	99	267	268
"Om001G009790"	"AT4G23190.1"	"AT4G23190.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23190.1"	47.289	664	273	16	7	625	8	639	0	604	95	652	667
"Om001G009800"	"AT4G22930.1"	"AT4G22930.1"	"AT4G22930.1"	"N0.HOG0015887"	"AT4G22930.1"	"OG0009673"	"AT4G22930.1"	"AT4G22930.1"	379	377	99	99	376	93.085	725	"AT4G22930.1"	93.085	376	26	0	1	376	1	376	0	725	99	379	377
"Om001G009820"	"AT4G22950.1"	"AT4G22950.1"	"AT4G22950.1"	"N0.HOG0010556"	"AT4G22950.1"	"OG0004889"	"AT4G22950.1"	"AT4G22950.1"	231	219	99	100	230	81.739	321	"AT4G22950.1"	81.739	230	31	2	1	230	1	219	7.98e-126	354	99	231	219
"Om001G009870"	"AT4G22970.3"	"AT4G22970.3"	NA	"N0.HOG0009399"	"AT4G22970.3, AT5G28550.1"	"OG0003976"	"AT4G22970.3, AT5G28550.1"	"AT4G22970.3"	2165	2181	99	99	2191	77.042	3335	"AT4G22970.3"	77.042	2191	461	9	2	2163	3	2180	0	3335	99	2165	2181
"Om001G009880"	"AT4G22980.1"	"AT4G22980.1"	"AT4G22980.1"	"N0.HOG0014896"	"AT4G22980.1"	"OG0008742"	"AT4G22980.1"	"AT4G22980.1"	572	559	99	100	587	76.32	849	"AT4G22980.1"	76.32	587	95	14	1	571	1	559	0	849	99	572	559
"Om001G009890"	"AT4G22990.2"	"AT4G22990.2"	"AT4G22990.2"	"N0.HOG0007952"	"AT4G22990.2"	"OG0003051"	"AT4G11810.1, AT4G22990.2"	"AT4G22990.2"	702	700	99	100	701	92.154	1289	"AT4G22990.2"	92.154	701	54	1	1	701	1	700	0	1289	99	702	700
"Om001G009900"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G28700.1"	33.166	199	84	7	8	199	167	323	1.03e-16	76.6	96	200	329
"Om001G009910"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G28700.1"	32.642	193	81	7	1	186	173	323	5.98e-16	73.9	99	187	329
"Om001G009920"	"AT4G23010.3"	"AT4G23010.3"	"AT4G23010.3"	"N0.HOG0014897"	"AT4G23010.3"	"OG0008743"	"AT4G23010.3"	"AT4G23010.3"	347	392	99	99	391	83.632	652	"AT4G23010.3"	83.632	391	17	1	3	346	2	392	0	652	99	347	392
"Om001G009930"	"AT4G23020.2"	"AT4G23020.2"	"AT4G23020.2"	NA	NA	"OG0011555"	"AT4G23020.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G11780.1"	44.742	485	163	17	1	392	1	473	3.91e-94	290	99	393	473
"Om001G009950"	"AT4G23020.2"	"AT4G23020.2"	"AT4G23020.2"	NA	NA	"OG0011555"	"AT4G23020.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23020.2"	68.345	139	30	4	1	138	1	126	6.91e-51	171	57	242	452
"Om001G009960"	"AT4G23030.1"	"AT4G23030.1"	"AT4G23030.1"	"N0.HOG0013742"	"AT4G23030.1"	"OG0007658"	"AT4G23030.1"	"AT4G23030.1"	523	502	96	99	504	90.079	823	"AT4G23030.1"	90.079	504	43	2	2	505	3	499	0	823	96	523	502
"Om001G009970"	"AT4G23050.2"	"AT4G23050.2"	"AT4G23050.2"	"N0.HOG0016096"	"AT4G23050.2"	"OG0009860"	"AT4G23050.2"	"AT4G23050.2"	730	736	99	100	741	83.266	1236	"AT4G23050.2"	83.266	741	107	6	1	729	1	736	0	1244	99	730	736
"Om001G009980"	"AT4G23050.2"	"AT4G23050.2"	"AT4G23050.2"	"N0.HOG0016096"	"AT4G23050.2"	"OG0009860"	"AT4G23050.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23050.2"	78.226	744	118	8	1	708	1	736	0	1170	99	709	736
"Om001G009990"	"AT4G23060.1"	"AT4G23060.1"	"AT4G23060.1"	"N0.HOG0013743"	"AT4G23060.1"	"OG0007659"	"AT4G23060.1"	"AT4G23060.1"	485	484	99	100	494	79.555	643	"AT4G23060.1"	79.555	494	81	8	1	484	1	484	0	698	99	485	484
"Om001G010000"	"AT4G23070.1"	"AT4G23070.1"	"AT4G23070.1"	"N0.HOG0016097"	"AT4G23070.1"	"OG0009861"	"AT4G23070.1"	"AT4G23070.1"	318	313	99	99	316	84.494	486	"AT4G23070.1"	84.494	316	43	3	1	315	1	311	8.34e-175	486	99	318	313
"Om001G010040"	"AT4G11650.1"	"AT4G11650.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G11650.1"	59.111	225	84	4	9	231	5	223	2.33e-90	266	96	232	244
"Om001G010100"	"AT4G23100.1"	"AT4G23100.1"	"AT4G23100.1"	"N0.HOG0014898"	"AT4G23100.1"	"OG0008744"	"AT4G23100.1"	"AT4G23100.1"	521	522	99	100	525	93.714	1014	"AT4G23100.1"	93.714	525	25	3	1	520	1	522	0	1014	99	521	522
"Om001G010110"	"AT4G23130.2"	"AT4G23130.2"	"AT4G23130.2"	"N0.HOG0000312"	"AT4G23270.3, AT4G23280.1, AT4G23310.1, AT4G23130.2, AT3G45860.1, AT4G05200.2"	"OG0000033"	"AT3G45860.1, AT4G00960.1, AT4G00970.1, AT4G05200.2, AT4G21400.1, AT4G21410.3, AT4G23130.2, AT4G23140.2, AT4G23150.1, AT4G23180.1, AT4G23230.1, AT4G23270.3, AT4G23280.1, AT4G23310.1"	"AT4G23130.2"	661	663	97	97	649	78.582	997	"AT4G23130.2"	78.582	649	124	4	22	660	20	663	0	1018	97	661	663
"Om001G010140"	"AT4G23170.1"	"AT4G23170.1"	NA	NA	NA	"OG0003800"	"AT4G23170.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23230.1"	62.609	230	84	1	24	251	19	248	2.36e-97	297	84	270	627
"Om001G010150"	"AT4G23150.1"	"AT4G23150.1"	NA	"N0.HOG0000311"	"AT4G23230.1, AT4G23140.2, AT4G23150.1, AT4G21400.1, AT4G21410.3, AT4G00960.1, AT4G00970.1"	"OG0000033"	"AT3G45860.1, AT4G00960.1, AT4G00970.1, AT4G05200.2, AT4G21400.1, AT4G21410.3, AT4G23130.2, AT4G23140.2, AT4G23150.1, AT4G23180.1, AT4G23230.1, AT4G23270.3, AT4G23280.1, AT4G23310.1"	"AT4G23150.1"	653	659	96	99	639	70.579	871	"AT4G23150.1"	70.579	639	178	4	24	652	21	659	0	871	96	653	659
"Om001G010160"	"AT4G23230.1, AT4G23140.2, AT4G23150.1, AT4G21400.1, AT4G21410.3, AT4G00960.1, AT4G00970.1"	"AT4G23150.1"	NA	"N0.HOG0000311"	"AT4G23230.1, AT4G23140.2, AT4G23150.1, AT4G21400.1, AT4G21410.3, AT4G00960.1, AT4G00970.1"	"OG0000033"	"AT3G45860.1, AT4G00960.1, AT4G00970.1, AT4G05200.2, AT4G21400.1, AT4G21410.3, AT4G23130.2, AT4G23140.2, AT4G23150.1, AT4G23180.1, AT4G23230.1, AT4G23270.3, AT4G23280.1, AT4G23310.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23180.1"	68.594	640	193	4	35	670	31	666	0	844	95	671	669
"Om001G010170"	"AT4G23230.1, AT4G23140.2, AT4G23150.1, AT4G21400.1, AT4G21410.3, AT4G00960.1, AT4G00970.1"	"AT4G23230.1"	NA	"N0.HOG0000311"	"AT4G23230.1, AT4G23140.2, AT4G23150.1, AT4G21400.1, AT4G21410.3, AT4G00960.1, AT4G00970.1"	"OG0000033"	"AT3G45860.1, AT4G00960.1, AT4G00970.1, AT4G05200.2, AT4G21400.1, AT4G21410.3, AT4G23130.2, AT4G23140.2, AT4G23150.1, AT4G23180.1, AT4G23230.1, AT4G23270.3, AT4G23280.1, AT4G23310.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23230.1"	71.192	604	156	5	32	620	27	627	0	871	90	654	627
"Om001G010190"	"AT4G23230.1, AT4G23140.2, AT4G23150.1, AT4G21400.1, AT4G21410.3, AT4G00960.1, AT4G00970.1"	"AT4G23230.1"	NA	"N0.HOG0000311"	"AT4G23230.1, AT4G23140.2, AT4G23150.1, AT4G21400.1, AT4G21410.3, AT4G00960.1, AT4G00970.1"	"OG0000033"	"AT3G45860.1, AT4G00960.1, AT4G00970.1, AT4G05200.2, AT4G21400.1, AT4G21410.3, AT4G23130.2, AT4G23140.2, AT4G23150.1, AT4G23180.1, AT4G23230.1, AT4G23270.3, AT4G23280.1, AT4G23310.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23180.1"	69.659	646	189	4	20	665	31	669	0	890	97	666	669
"Om001G010200"	"AT4G11530.1, AT4G11521.1, AT4G23220.1, AT4G23190.1, AT4G23300.1, AT4G23210.3"	"AT4G23220.1"	NA	"N0.HOG0000223"	"AT4G11530.1, AT4G11521.1, AT4G23220.1, AT4G23190.1, AT4G23300.1, AT4G23210.3"	"OG0000023"	"AT4G11460.1, AT4G11470.2, AT4G11480.1, AT4G11521.1, AT4G11530.1, AT4G23190.1, AT4G23200.1, AT4G23210.3, AT4G23220.1, AT4G23240.1, AT4G23250.2, AT4G23260.1, AT4G23290.2, AT4G23300.1, AT4G23320.3"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23220.1"	63.118	667	223	11	1	653	1	658	0	832	99	654	658
"Om001G010210"	"AT4G23230.1, AT4G23140.2, AT4G23150.1, AT4G21400.1, AT4G21410.3, AT4G00960.1, AT4G00970.1"	"AT4G23230.1"	NA	"N0.HOG0000311"	"AT4G23230.1, AT4G23140.2, AT4G23150.1, AT4G21400.1, AT4G21410.3, AT4G00960.1, AT4G00970.1"	"OG0000033"	"AT3G45860.1, AT4G00960.1, AT4G00970.1, AT4G05200.2, AT4G21400.1, AT4G21410.3, AT4G23130.2, AT4G23140.2, AT4G23150.1, AT4G23180.1, AT4G23230.1, AT4G23270.3, AT4G23280.1, AT4G23310.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23180.1"	71.406	640	177	2	18	653	32	669	0	917	97	654	669
"Om001G010220"	"AT4G23270.3, AT4G23280.1, AT4G23310.1, AT4G23130.2, AT3G45860.1, AT4G05200.2"	"AT4G23130.2"	NA	"N0.HOG0000312"	"AT4G23270.3, AT4G23280.1, AT4G23310.1, AT4G23130.2, AT3G45860.1, AT4G05200.2"	"OG0000033"	"AT3G45860.1, AT4G00960.1, AT4G00970.1, AT4G05200.2, AT4G21400.1, AT4G21410.3, AT4G23130.2, AT4G23140.2, AT4G23150.1, AT4G23180.1, AT4G23230.1, AT4G23270.3, AT4G23280.1, AT4G23310.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23130.2"	63.206	655	212	7	19	655	20	663	0	799	97	656	663
"Om001G010230"	"AT4G35130.1"	"AT4G35130.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G35130.1"	61.719	128	42	3	6	126	5	132	3.42e-45	155	95	127	804
"Om001G010240"	"AT4G23180.1"	"AT4G23180.1"	"AT4G23180.1"	"N0.HOG0000310"	"AT4G23180.1"	"OG0000033"	"AT3G45860.1, AT4G00960.1, AT4G00970.1, AT4G05200.2, AT4G21400.1, AT4G21410.3, AT4G23130.2, AT4G23140.2, AT4G23150.1, AT4G23180.1, AT4G23230.1, AT4G23270.3, AT4G23280.1, AT4G23310.1"	"AT4G23180.1"	658	669	98	96	643	79.005	998	"AT4G23180.1"	79.005	643	131	2	15	657	31	669	0	998	98	658	669
"Om001G010250"	"AT4G23190.1, AT4G23300.1"	"AT4G23190.1"	"AT4G23190.1, AT4G23300.1"	"N0.HOG0000223"	"AT4G11530.1, AT4G11521.1, AT4G23220.1, AT4G23190.1, AT4G23300.1, AT4G23210.3"	"OG0000023"	"AT4G11460.1, AT4G11470.2, AT4G11480.1, AT4G11521.1, AT4G11530.1, AT4G23190.1, AT4G23200.1, AT4G23210.3, AT4G23220.1, AT4G23240.1, AT4G23250.2, AT4G23260.1, AT4G23290.2, AT4G23300.1, AT4G23320.3"	"AT4G23190.1"	670	667	98	99	661	77.458	1041	"AT4G23190.1"	77.458	661	144	4	1	658	1	659	0	1041	98	670	667
"Om001G010300"	"AT1G64820.1"	"AT1G64820.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G64820.1"	76.961	204	42	1	2	200	299	502	1.53e-109	322	99	201	502
"Om001G010320"	"AT2G25810.1"	"AT2G25810.1"	"AT2G25810.1"	"N0.HOG0018594"	"AT2G25810.1"	"OG0012163"	"AT2G25810.1"	"AT2G25810.1"	254	249	98	99	249	86.747	398	"AT2G25810.1"	86.747	249	30	2	1	248	1	247	3.82e-142	398	98	254	249
"Om001G010340"	"AT3G07565.4"	"AT3G07565.4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G07565.4"	49.275	207	95	2	32	228	47	253	2.84e-62	196	80	247	268
"Om001G010350"	"AT4G11530.1, AT4G11521.1, AT4G23220.1, AT4G23190.1, AT4G23300.1, AT4G23210.3"	"AT4G23190.1"	NA	"N0.HOG0000223"	"AT4G11530.1, AT4G11521.1, AT4G23220.1, AT4G23190.1, AT4G23300.1, AT4G23210.3"	"OG0000023"	"AT4G11460.1, AT4G11470.2, AT4G11480.1, AT4G11521.1, AT4G11530.1, AT4G23190.1, AT4G23200.1, AT4G23210.3, AT4G23220.1, AT4G23240.1, AT4G23250.2, AT4G23260.1, AT4G23290.2, AT4G23300.1, AT4G23320.3"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23190.1"	63.444	662	221	7	1	644	1	659	0	834	97	664	667
"Om001G010360"	"AT4G11460.1, AT4G23260.1, AT4G23250.2"	"AT4G23250.2"	"AT4G11460.1, AT4G23260.1, AT4G23250.2"	"N0.HOG0000220"	"AT4G23320.3, AT4G23290.2, AT4G23240.1, AT4G11460.1, AT4G23260.1, AT4G23250.2, AT4G11470.2, AT4G11480.1"	"OG0000023"	"AT4G11460.1, AT4G11470.2, AT4G11480.1, AT4G11521.1, AT4G11530.1, AT4G23190.1, AT4G23200.1, AT4G23210.3, AT4G23220.1, AT4G23240.1, AT4G23250.2, AT4G23260.1, AT4G23290.2, AT4G23300.1, AT4G23320.3"	"AT4G23250.2"	675	1001	99	65	652	73.343	948	"AT4G23250.2"	73.343	679	168	5	1	669	1	676	0	948	99	675	1001
"Om001G010370"	"AT4G23320.3, AT4G23290.2, AT4G23240.1, AT4G11460.1, AT4G23260.1, AT4G23250.2, AT4G11470.2, AT4G11480.1"	"AT4G23240.1"	NA	"N0.HOG0000220"	"AT4G23320.3, AT4G23290.2, AT4G23240.1, AT4G11460.1, AT4G23260.1, AT4G23250.2, AT4G11470.2, AT4G11480.1"	"OG0000023"	"AT4G11460.1, AT4G11470.2, AT4G11480.1, AT4G11521.1, AT4G11530.1, AT4G23190.1, AT4G23200.1, AT4G23210.3, AT4G23220.1, AT4G23240.1, AT4G23250.2, AT4G23260.1, AT4G23290.2, AT4G23300.1, AT4G23320.3"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23240.1"	57.864	674	251	12	6	667	10	662	0	738	99	668	662
"Om001G010380"	"AT4G23320.3, AT4G23290.2, AT4G23240.1, AT4G11460.1, AT4G23260.1, AT4G23250.2, AT4G11470.2, AT4G11480.1"	"AT4G23240.1"	NA	"N0.HOG0000220"	"AT4G23320.3, AT4G23290.2, AT4G23240.1, AT4G11460.1, AT4G23260.1, AT4G23250.2, AT4G11470.2, AT4G11480.1"	"OG0000023"	"AT4G11460.1, AT4G11470.2, AT4G11480.1, AT4G11521.1, AT4G11530.1, AT4G23190.1, AT4G23200.1, AT4G23210.3, AT4G23220.1, AT4G23240.1, AT4G23250.2, AT4G23260.1, AT4G23290.2, AT4G23300.1, AT4G23320.3"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23240.1"	56.891	682	245	13	6	667	10	662	0	723	99	668	662
"Om001G010400"	"AT4G23320.3"	"AT4G23320.3"	"AT4G23320.3"	"N0.HOG0000220"	"AT4G23320.3, AT4G23290.2, AT4G23240.1, AT4G11460.1, AT4G23260.1, AT4G23250.2, AT4G11470.2, AT4G11480.1"	"OG0000023"	"AT4G11460.1, AT4G11470.2, AT4G11480.1, AT4G11521.1, AT4G11530.1, AT4G23190.1, AT4G23200.1, AT4G23210.3, AT4G23220.1, AT4G23240.1, AT4G23250.2, AT4G23260.1, AT4G23290.2, AT4G23300.1, AT4G23320.3"	"AT4G23320.3"	640	528	80	96	516	80.426	853	"AT4G23320.3"	80.426	516	92	4	126	639	20	528	0	853	80	640	528
"Om001G010410"	"AT4G23330.1"	"AT4G23330.1"	"AT4G23330.1"	"N0.HOG0011050"	"AT4G23330.1"	"OG0005297"	"AT4G23330.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23330.1"	84.071	113	17	1	1	113	1	112	4.44e-61	189	76	149	270
"Om001G010430"	"AT4G23340.1"	"AT4G23340.1"	"AT4G23340.1"	"N0.HOG0006700"	"AT4G23340.1"	"OG0002375"	"AT4G23340.1, AT5G51310.1"	"AT4G23340.1"	325	324	99	100	324	88.58	586	"AT4G23340.1"	88.58	324	37	0	1	324	1	324	0	586	99	325	324
"Om001G010440"	"AT4G23350.1, AT4G23355.1, AT4G23360.1, AT4G23365.1"	"AT4G23365.1"	"AT4G23350.1, AT4G23355.1, AT4G23360.1, AT4G23365.1"	"N0.HOG0002678"	"AT4G23350.1, AT4G23355.1, AT4G23360.1, AT4G23365.1, AT4G23370.1, AT4G23373.1, AT2G20170.1, AT4G23390.1, AT4G23380.1"	"OG0000512"	"AT2G20170.1, AT4G23350.1, AT4G23355.1, AT4G23360.1, AT4G23365.1, AT4G23370.1, AT4G23373.1, AT4G23380.1, AT4G23390.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23365.1, AT4G23350.1"	59.25	400	163	0	1	400	1	400	2.85e-176	496	99	403	402
"Om001G010460"	"AT3G45525.1"	"AT3G45525.1"	"AT3G45525.1"	"N0.HOG0001225"	"AT3G43750.1, AT2G16520.1, AT3G45525.1, AT3G45560.1, AT3G45570.1, AT3G45580.1, AT2G26135.1, AT2G26130.1, AT3G45540.1, AT3G45480.1, AT3G45460.1, AT3G45510.1, AT2G22940.1"	"OG0000150"	"AT2G16520.1, AT2G22940.1, AT2G26130.1, AT2G26135.1, AT3G43750.1, AT3G45460.1, AT3G45480.1, AT3G45510.1, AT3G45525.1, AT3G45540.1, AT3G45555.1, AT3G45560.1, AT3G45570.1, AT3G45580.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G45580.1"	64.336	143	47	3	22	164	26	164	3.96e-52	171	85	169	408
"Om001G010480"	"AT1G01620.1, AT4G23400.1"	"AT4G23400.1"	"AT1G01620.1, AT4G23400.1"	"N0.HOG0002064"	"AT1G01620.1, AT4G23400.1"	"OG0000339"	"AT1G01620.1, AT3G61430.1, AT4G00430.1, AT4G23400.1"	"AT4G23400.1"	288	287	99	99	285	95.439	559	"AT4G23400.1"	95.439	285	13	0	1	285	1	285	0	559	99	288	287
"Om001G010500"	"AT4G23410.1"	"AT4G23410.1"	"AT4G23410.1"	"N0.HOG0016098"	"AT4G23410.1"	"OG0009862"	"AT4G23410.1"	"AT4G23410.1"	283	281	99	100	282	88.298	505	"AT4G23410.1"	88.298	282	31	2	1	281	1	281	0	505	99	283	281
"Om001G010510"	"AT4G23430.2"	"AT4G23430.2"	NA	"N0.HOG0009872"	"AT4G23420.3, AT4G23430.2"	"OG0004320"	"AT4G23420.3, AT4G23430.2"	"AT4G23430.2"	323	322	99	100	322	90.683	614	"AT4G23430.2"	90.683	322	30	0	1	322	1	322	0	614	99	323	322
"Om001G010530"	"AT5G33330.1"	"AT5G33330.1"	"AT5G33330.1"	"N0.HOG0003182"	"AT5G33330.1, AT4G03040.1, AT1G66045.1"	"OG0000690"	"AT1G66045.1, AT4G03040.1, AT5G33330.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G60040.3"	37.209	129	80	1	1	129	3	130	7.16e-18	78.2	97	133	839
"Om001G010540"	"AT4G23560.1, AT4G09740.1, AT3G42153.1"	"AT4G23560.1"	"AT4G23560.1, AT4G09740.1, AT3G42153.1"	"N0.HOG0008669"	"AT4G23560.1, AT4G09740.1, AT3G42153.1"	"OG0003503"	"AT3G42153.1, AT4G09740.1, AT4G23560.1"	"AT4G23560.1"	483	479	98	99	475	84.211	809	"AT4G23560.1"	84.211	475	75	0	1	475	1	475	0	809	98	483	479
"Om001G010550"	"AT4G23550.1"	"AT4G23550.1"	"AT4G23550.1"	"N0.HOG0010165"	"AT4G23550.1"	"OG0004553"	"AT4G23550.1"	"AT4G23550.1"	309	310	99	100	313	84.345	523	"AT4G23550.1"	84.345	313	41	4	1	308	1	310	0	523	99	309	310
"Om001G010560"	"AT4G23540.1"	"AT4G23540.1"	"AT4G23540.1"	"N0.HOG0018241"	"AT4G23540.1"	"OG0011836"	"AT4G23540.1"	"AT4G23540.1"	1134	1131	99	99	1134	82.363	1877	"AT4G23540.1"	82.363	1134	194	3	1	1132	1	1130	0	1877	99	1134	1131
"Om001G010570"	"AT4G23530.1"	"AT4G23530.1"	"AT4G23530.1"	"N0.HOG0010164"	"AT4G23530.1"	"OG0004552"	"AT4G23530.1"	"AT4G23530.1"	403	396	99	100	405	80.049	571	"AT4G23530.1"	80.049	406	67	6	1	402	1	396	0	576	99	403	396
"Om001G010600"	"AT4G23520.1"	"AT4G23520.1"	"AT4G23520.1"	"N0.HOG0023183"	"AT4G23520.1"	"OG0016587"	"AT4G23520.1"	"AT4G23520.1"	322	356	99	92	326	73.62	496	"AT4G23520.1"	73.62	326	78	4	1	318	27	352	3.49e-178	496	99	322	356
"Om001G010620"	"AT4G23500.1"	"AT4G23500.1"	"AT4G23500.1"	"N0.HOG0012720"	"AT4G23500.1"	"OG0006729"	"AT4G23500.1"	"AT4G23500.1"	497	495	96	96	475	93.474	901	"AT4G23500.1"	93.474	475	29	1	22	496	23	495	0	901	96	497	495
"Om001G010630"	"AT4G23493.1"	"AT4G23493.1"	"AT4G23493.1"	"N0.HOG0016099"	"AT4G23493.1"	"OG0009863"	"AT4G23493.1"	"AT4G23493.1"	84	87	98	99	86	73.256	118	"AT4G23493.1"	73.256	86	19	2	1	82	1	86	1.11e-36	118	98	84	87
"Om001G010640"	"AT4G23490.1"	"AT4G23490.1"	"AT4G23490.1"	"N0.HOG0014899"	"AT4G23490.1"	"OG0008745"	"AT4G23490.1"	"AT4G23490.1"	525	526	99	100	527	92.03	992	"AT4G23490.1"	92.03	527	38	2	1	524	1	526	0	992	99	525	526
