"Arabidopsis_lyrata_Rawat"	"prot_length"	"Arabidopsis_thaliana"	"single_Arabidopsis_thaliana"	"homologue_type"	"OL_Arabidopsis_thaliana"	"N0_HOG"	"N0_Arabidopsis_thaliana"	"OG_Orthogroup"	"OG_Arabidopsis_thaliana"	"RBH_B_id"	"RBH_A_length"	"RBH_B_length"	"RBH_A_qcovhsp"	"RBH_B_qcovhsp"	"RBH_length"	"RBH_pident"	"RBH_bitscore"	"BLAST_saccver"	"BLAST_pident"	"BLAST_length"	"BLAST_mismatch"	"BLAST_gapopen"	"BLAST_qstart"	"BLAST_qend"	"BLAST_sstart"	"BLAST_send"	"BLAST_evalue"	"BLAST_bitscore"	"BLAST_qcovhsp"	"BLAST_qlen"	"BLAST_slen"
"AL2G25500"	5391	"AT1G67120.2"	"AT1G67120.2"	"orthologue"	"AT1G67120.2"	"N0.HOG0011437"	"AT1G67120.2"	"OG0005628"	"AT1G67120.2"	"AT1G67120.2"	5392	5400	99	100	5403	94.151	10346	"AT1G67120.2"	"94.151"	"5403"	"301"	"5"	"1"	"5391"	"1"	"5400"	"0"	"10346"	"99"	"5392"	"5400"
"AL2G25520"	2225	"AT1G67140.2"	"AT1G67140.2"	"orthologue"	"AT1G67140.2"	"N0.HOG0015944"	"AT1G67140.2"	"OG0009724"	"AT1G67140.2"	"AT1G67140.2"	2226	2222	99	99	2234	93.688	4188	"AT1G67140.2"	"93.688"	"2234"	"118"	"7"	"1"	"2225"	"1"	"2220"	"0"	"4188"	"99"	"2226"	"2222"
"AL2G25620"	53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"AL2G25630"	34	"AT1G67148.1"	"AT1G67148.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G67148.1"	"54.286"	"35"	"8"	"2"	"7"	"33"	"11"	"45"	"0.021"	"28.1"	"77"	"35"	"45"
"AL2G25640"	408	"AT1G67150.2"	"AT1G67150.2"	"orthologue"	"AT1G67150.2"	"N0.HOG0001305"	"AT1G67150.2"	"OG0000162"	"AT1G65985.1, AT1G67150.2, AT2G28580.2, AT2G44930.1, AT3G60470.1"	"AT1G67150.2"	409	412	99	100	412	93.204	791	"AT1G67150.2"	"93.204"	"412"	"24"	"1"	"1"	"408"	"1"	"412"	"0"	"791"	"99"	"409"	"412"
"AL2G25650"	66	"AT1G67160.1"	"AT1G67160.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G67160.1"	"54.545"	"44"	"18"	"2"	"23"	"66"	"406"	"447"	"0.000681"	"35.4"	"66"	"67"	"450"
"AL2G25670"	364	"AT1G67170.1"	"AT1G67170.1"	"orthologue"	"AT1G67170.1"	"N0.HOG0015943"	"AT1G67170.1"	"OG0009723"	"AT1G67170.1"	"AT1G67170.1"	365	359	99	100	364	92.308	684	"AT1G67170.1"	"92.308"	"364"	"23"	"1"	"1"	"364"	"1"	"359"	"0"	"684"	"99"	"365"	"359"
"AL2G25680"	464	"AT1G67180.1"	"AT1G67180.1"	"orthologue"	"AT1G67180.1"	"N0.HOG0019473"	"AT1G67180.1"	"OG0012982"	"AT1G67180.1"	"AT1G67180.1"	465	453	99	100	465	89.677	855	"AT1G67180.1"	"89.677"	"465"	"35"	"3"	"1"	"464"	"1"	"453"	"0"	"855"	"99"	"465"	"453"
"AL2G25690"	419	"AT1G67190.1"	"AT1G67190.1"	"orthologue"	"AT1G67190.1"	"N0.HOG0019472"	"AT1G67190.1"	"OG0012981"	"AT1G67190.1"	"AT1G67190.1"	420	419	99	100	419	99.523	856	"AT1G67190.1"	"99.523"	"419"	"2"	"0"	"1"	"419"	"1"	"419"	"0"	"856"	"99"	"420"	"419"
"AL2G25700"	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G19660.1"	"42.105"	"38"	"22"	"0"	"44"	"81"	"25"	"62"	"0.000119"	"36.6"	"45"	"85"	"64"
"AL2G25710"	363	"AT1G57670.1, AT5G44900.1, AT5G45220.1, AT1G60320.1, AT1G57830.1, AT1G09665.1"	"AT5G45220.1"	"other"	NA	"N0.HOG0000833"	"AT1G57670.1, AT5G44900.1, AT5G45220.1, AT1G60320.1, AT1G57830.1, AT1G09665.1"	"OG0000096"	"AT1G09665.1, AT1G47370.1, AT1G57670.1, AT1G57830.1, AT1G57850.1, AT1G60320.1, AT2G03030.1, AT2G03300.1, AT5G44900.1, AT5G45220.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G45220.1"	"54.622"	"238"	"62"	"3"	"156"	"359"	"306"	"531"	"1.18e-73"	"238"	"56"	"364"	"546"
"AL2G25720"	409	"AT1G67210.1"	"AT1G67210.1"	"orthologue"	"AT1G67210.1"	"N0.HOG0021362"	"AT1G67210.1"	"OG0014801"	"AT1G67210.1"	"AT1G67210.1"	410	405	99	100	411	91.727	716	"AT1G67210.1"	"91.727"	"411"	"26"	"5"	"1"	"409"	"1"	"405"	"0"	"716"	"99"	"410"	"405"
"AL2G25730"	95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"AL2G25740"	1022	"AT1G67220.1"	"AT1G67220.1"	"orthologue"	"AT1G67220.1"	"N0.HOG0017916"	"AT1G67220.1"	"OG0011539"	"AT1G67220.1"	"AT1G67220.1"	1023	1367	78	58	799	86.108	1459	"AT1G67220.1"	"86.108"	"799"	"108"	"1"	"224"	"1022"	"572"	"1367"	"0"	"1469"	"78"	"1023"	"1367"
"AL2G25750"	1135	"AT1G67230.1"	"AT1G67230.1"	"orthologue"	"AT1G67230.1"	"N0.HOG0013574"	"AT1G67230.1"	"OG0007510"	"AT1G67230.1"	"AT1G67230.1"	1136	1132	99	100	1135	92.511	2074	"AT1G67230.1"	"92.511"	"1135"	"82"	"2"	"1"	"1135"	"1"	"1132"	"0"	"2074"	"99"	"1136"	"1132"
"AL2G25760"	190	"AT1G67250.1, AT1G62920.1"	"AT1G67250.1"	"orthologue"	"AT1G67250.1, AT1G62920.1"	"N0.HOG0007227"	"AT1G67250.1, AT1G62920.1, AT5G38650.1"	"OG0002642"	"AT1G62920.1, AT1G67250.1, AT5G38650.1"	"AT1G67250.1"	191	141	99	100	190	72.105	262	"AT1G67250.1"	"72.105"	"190"	"4"	"1"	"1"	"190"	"1"	"141"	"3.8e-91"	"262"	"99"	"191"	"141"
"AL2G25770"	344	"AT1G67260.1"	"AT1G67260.1"	"orthologue"	"AT1G67260.1"	"N0.HOG0010984"	"AT1G67260.1"	"OG0005236"	"AT1G67260.1"	"AT1G67260.1"	345	359	96	93	337	78.932	483	"AT1G67260.1"	"78.932"	"337"	"61"	"4"	"13"	"342"	"16"	"349"	"2.27e-177"	"495"	"96"	"345"	"359"
"AL2G25780"	396	"AT1G67270.1"	"AT1G67270.1"	"orthologue"	"AT1G67270.1"	"N0.HOG0001644"	"AT1G67780.1, AT1G67270.1"	"OG0000231"	"AT1G67270.1, AT1G67780.1, AT5G38690.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G67270.1"	"64.435"	"239"	"41"	"4"	"1"	"195"	"1"	"239"	"1.5e-86"	"271"	"49"	"397"	"493"
"AL2G25790"	440	"AT1G67270.1"	"AT1G67270.1"	"orthologue"	"AT1G67270.1"	"N0.HOG0001644"	"AT1G67780.1, AT1G67270.1"	"OG0000231"	"AT1G67270.1, AT1G67780.1, AT5G38690.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G67270.1"	"87.599"	"379"	"45"	"1"	"18"	"394"	"106"	"484"	"0"	"594"	"85"	"441"	"493"
"AL2G25800"	353	"AT1G67280.1"	"AT1G67280.1"	"orthologue"	"AT1G67280.1"	"N0.HOG0018945"	"AT1G67280.1"	"OG0012490"	"AT1G67280.1"	"AT1G67280.1"	354	350	99	100	353	96.601	701	"AT1G67280.1"	"96.601"	"353"	"9"	"1"	"1"	"353"	"1"	"350"	"0"	"701"	"99"	"354"	"350"
"AL2G25810"	614	"AT1G67290.1"	"AT1G67290.1"	"orthologue"	"AT1G67290.1"	"N0.HOG0004493"	"AT5G19580.1, AT1G67290.1"	"OG0001243"	"AT1G67290.1, AT5G19580.1"	"AT1G67290.1"	615	615	99	100	617	92.22	1123	"AT1G67290.1"	"92.22"	"617"	"43"	"3"	"1"	"614"	"1"	"615"	"0"	"1123"	"99"	"615"	"615"
"AL2G25820"	494	"AT1G67300.2"	"AT1G67300.2"	"orthologue"	"AT1G67300.2"	"N0.HOG0021961"	"AT1G67300.2"	"OG0015393"	"AT1G67300.2"	"AT1G67300.2"	495	494	99	100	495	97.172	962	"AT1G67300.2"	"97.172"	"495"	"12"	"2"	"1"	"494"	"1"	"494"	"0"	"962"	"99"	"495"	"494"
"AL2G25830"	993	"AT1G67310.1"	"AT1G67310.1"	"orthologue"	"AT1G67310.1"	"N0.HOG0015504"	"AT1G67310.1"	"OG0009332"	"AT1G67310.1"	"AT1G67310.1"	994	1016	99	97	994	89.135	1768	"AT1G67310.1"	"89.135"	"994"	"92"	"5"	"4"	"993"	"35"	"1016"	"0"	"1768"	"99"	"994"	"1016"
"AL2G25840"	452	"AT1G67320.3"	"AT1G67320.3"	"orthologue"	"AT1G67320.3"	"N0.HOG0016968"	"AT1G67320.3"	"OG0010682"	"AT1G67320.3"	"AT1G67320.3"	453	490	99	100	490	89.796	892	"AT1G67320.3"	"89.796"	"490"	"12"	"2"	"1"	"452"	"1"	"490"	"0"	"892"	"99"	"453"	"490"
"AL2G25850"	659	"AT5G59260.1, AT5G59270.2"	"AT5G59260.1"	"other"	NA	NA	NA	"OG0001097"	"AT5G59260.1, AT5G59270.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G59260.1"	"60.882"	"680"	"239"	"9"	"1"	"659"	"1"	"674"	"0"	"801"	"99"	"660"	"674"
"AL2G25860"	288	"AT1G67325.2"	"AT1G67325.2"	"orthologue"	"AT1G67325.2"	"N0.HOG0015505"	"AT1G67325.2"	"OG0009333"	"AT1G67325.2"	"AT1G67325.2"	289	288	99	100	288	97.222	569	"AT1G67325.2"	"97.222"	"288"	"8"	"0"	"1"	"288"	"1"	"288"	"0"	"569"	"99"	"289"	"288"
"AL2G25870"	291	"AT1G67330.1"	"AT1G67330.1"	"orthologue"	"AT1G67330.1"	"N0.HOG0014350"	"AT1G67330.1"	"OG0008235"	"AT1G67330.1"	"AT1G67330.1"	292	291	99	100	291	95.533	588	"AT1G67330.1"	"95.533"	"291"	"13"	"0"	"1"	"291"	"1"	"291"	"0"	"588"	"99"	"292"	"291"
"AL2G25880"	81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"AL2G25890"	375	"AT1G67340.1"	"AT1G67340.1"	"orthologue"	"AT1G67340.1"	"N0.HOG0010727"	"AT1G67340.1"	"OG0005024"	"AT1G67340.1"	"AT1G67340.1"	376	379	99	100	379	95.778	735	"AT1G67340.1"	"95.778"	"379"	"12"	"3"	"1"	"375"	"1"	"379"	"0"	"735"	"99"	"376"	"379"
"AL2G25900"	96	"AT1G67350.1"	"AT1G67350.1"	"orthologue"	"AT1G67350.1"	"N0.HOG0018942"	"AT1G67350.1"	"OG0012487"	"AT1G67350.1"	"AT1G67350.1"	97	98	98	97	95	98.947	198	"AT1G67350.1"	"98.947"	"95"	"1"	"0"	"1"	"95"	"1"	"95"	"3.06e-68"	"198"	"98"	"97"	"98"
"AL2G25910"	246	"AT1G67360.1"	"AT1G67360.1"	"orthologue"	"AT1G67360.1"	"N0.HOG0017522"	"AT1G67360.1"	"OG0011182"	"AT1G67360.1"	"AT1G67360.1"	247	240	99	100	246	89.024	444	"AT1G67360.1"	"89.024"	"246"	"21"	"1"	"1"	"246"	"1"	"240"	"1.75e-160"	"444"	"99"	"247"	"240"
"AL2G25920"	599	"AT1G67370.1"	"AT1G67370.1"	"orthologue"	"AT1G67370.1"	"N0.HOG0019246"	"AT1G67370.1"	"OG0012770"	"AT1G67370.1"	"AT1G67370.1"	600	596	99	100	599	95.826	1183	"AT1G67370.1"	"95.826"	"599"	"22"	"2"	"1"	"599"	"1"	"596"	"0"	"1183"	"99"	"600"	"596"
"AL2G25930"	479	"AT1G67390.1"	"AT1G67390.1"	"orthologue"	"AT1G67390.1"	"N0.HOG0002130"	"AT1G80960.1, AT1G78470.1, AT1G67390.1, AT3G43410.1, AT5G35945.1"	"OG0000355"	"AT1G67390.1, AT1G78470.1, AT1G80960.1, AT3G43410.1, AT5G35945.1"	"AT1G67390.1"	480	479	99	100	482	76.763	741	"AT1G67390.1"	"76.763"	"482"	"106"	"4"	"1"	"479"	"1"	"479"	"0"	"741"	"99"	"480"	"479"
"AL2G25940"	459	"AT1G80960.1, AT1G78470.1, AT1G67390.1, AT3G43410.1, AT5G35945.1"	"AT1G67390.1"	"other"	NA	"N0.HOG0002130"	"AT1G80960.1, AT1G78470.1, AT1G67390.1, AT3G43410.1, AT5G35945.1"	"OG0000355"	"AT1G67390.1, AT1G78470.1, AT1G80960.1, AT3G43410.1, AT5G35945.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G67390.1"	"61.803"	"466"	"164"	"8"	"1"	"459"	"21"	"479"	"0"	"550"	"99"	"460"	"479"
"AL2G25950"	141	"AT1G02980.1"	"AT1G02980.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G02980.1"	"71.569"	"102"	"28"	"1"	"37"	"137"	"1"	"102"	"6.63e-45"	"155"	"71"	"142"	"742"
"AL2G25960"	281	"AT3G43400.1, AT1G67400.1"	"AT1G67400.1"	"orthologue"	"AT3G43400.1, AT1G67400.1"	"N0.HOG0024882"	"AT3G43400.1, AT1G67400.1"	"OG0018227"	"AT1G67400.1, AT3G43400.1"	"AT1G67400.1"	282	281	99	100	281	97.153	570	"AT1G67400.1"	"97.153"	"281"	"8"	"0"	"1"	"281"	"1"	"281"	"0"	"570"	"99"	"282"	"281"
"AL2G25970"	98	"AT3G05170.1"	"AT3G05170.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G05170.1"	"91.304"	"69"	"6"	"0"	"2"	"70"	"33"	"101"	"4.08e-39"	"131"	"70"	"99"	"316"
"AL2G25980"	429	"AT1G67410.1"	"AT1G67410.1"	"orthologue"	"AT1G67410.1"	"N0.HOG0014348"	"AT1G67410.1"	"OG0008233"	"AT1G67410.1"	"AT1G67410.1"	430	430	99	100	430	95.814	859	"AT1G67410.1"	"95.814"	"430"	"17"	"1"	"1"	"429"	"1"	"430"	"0"	"859"	"99"	"430"	"430"
"AL2G25990"	878	"AT1G67420.4"	"AT1G67420.4"	"orthologue"	"AT1G67420.4"	"N0.HOG0013218"	"AT1G67420.4"	"OG0007188"	"AT1G67420.4"	"AT1G67420.4"	879	943	99	95	899	92.77	1698	"AT1G67420.4"	"92.77"	"899"	"39"	"2"	"1"	"878"	"50"	"943"	"0"	"1698"	"99"	"879"	"943"
"AL2G26000"	208	"AT1G67430.1"	"AT1G67430.1"	"orthologue"	"AT1G67430.1"	"N0.HOG0004195"	"AT1G67430.1"	"OG0001111"	"AT1G27400.1, AT1G67430.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G67430.1"	"84.135"	"208"	"0"	"1"	"1"	"208"	"1"	"175"	"1.54e-124"	"348"	"99"	"209"	"175"
"AL2G26010"	480	"AT1G67440.2"	"AT1G67440.2"	"orthologue"	"AT1G67440.2"	"N0.HOG0018941"	"AT1G67440.2"	"OG0012486"	"AT1G67440.2"	"AT1G67440.2"	481	490	99	99	488	93.033	866	"AT1G67440.2"	"93.033"	"488"	"26"	"2"	"1"	"480"	"1"	"488"	"0"	"899"	"99"	"481"	"490"
"AL2G26020"	720	"AT1G72270.1, AT4G27010.2"	"AT1G72270.1"	"other"	NA	NA	NA	"OG0002558"	"AT1G72270.1, AT4G27010.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G72270.1"	"88.036"	"560"	"54"	"4"	"21"	"580"	"37"	"583"	"0"	"981"	"78"	"721"	"2401"
"AL2G26030"	483	"AT1G67460.1"	"AT1G67460.1"	"other"	NA	NA	NA	"OG0019521"	"AT1G67460.1"	"AT1G67460.1"	484	299	53	85	257	90.272	469	"AT1G67440.2"	"64.159"	"452"	"130"	"8"	"49"	"482"	"26"	"463"	"0"	"544"	"90"	"484"	"490"
"AL2G26040"	121	"AT2G45630.2"	"AT2G45630.2"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G45630.2"	"86.207"	"116"	"16"	"0"	"1"	"116"	"12"	"127"	"1.41e-63"	"196"	"95"	"122"	"338"
"AL2G26050"	376	"AT1G67480.1"	"AT1G67480.1"	"orthologue"	"AT1G67480.1"	"N0.HOG0013217"	"AT1G67480.1"	"OG0007187"	"AT1G67480.1"	"AT1G67480.1"	377	376	99	100	376	95.479	740	"AT1G67480.1"	"95.479"	"376"	"17"	"0"	"1"	"376"	"1"	"376"	"0"	"740"	"99"	"377"	"376"
"AL2G26060"	96	"AT4G18050.2"	"AT4G18050.2"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G18050.2"	"52.632"	"57"	"27"	"0"	"4"	"60"	"30"	"86"	"1.19e-13"	"64.7"	"59"	"97"	"1246"
"AL2G26080"	884	"AT1G67490.1"	"AT1G67490.1"	"orthologue"	"AT1G67490.1"	"N0.HOG0022670"	"AT1G67490.1"	"OG0016093"	"AT1G67490.1"	"AT1G67490.1"	885	852	99	100	887	91.094	1654	"AT1G67490.1"	"91.094"	"887"	"41"	"4"	"1"	"884"	"1"	"852"	"0"	"1654"	"99"	"885"	"852"
"AL2G26090"	759	"AT1G78960.1"	"AT1G78960.1"	"other"	NA	"N0.HOG0005061"	"AT1G66960.2, AT1G78970.1"	"OG0001534"	"AT1G66960.2, AT1G78960.1, AT1G78970.1"	"AT1G78960.1"	760	763	99	99	757	84.941	1381	"AT1G78960.1"	"84.941"	"757"	"114"	"0"	"1"	"757"	"1"	"757"	"0"	"1381"	"99"	"760"	"763"
"AL2G26100"	1910	"AT1G67500.2"	"AT1G67500.2"	"orthologue"	"AT1G67500.2"	"N0.HOG0021295"	"AT1G67500.2"	"OG0014736"	"AT1G67500.2"	"AT1G67500.2"	1911	1915	99	100	1932	90.217	3554	"AT1G67500.2"	"90.217"	"1932"	"137"	"11"	"14"	"1910"	"1"	"1915"	"0"	"3554"	"99"	"1911"	"1915"
"AL2G26110"	718	"AT1G67510.1"	"AT1G67510.1"	"orthologue"	"AT1G67510.1"	"N0.HOG0025169"	"AT1G67510.1"	"OG0018498"	"AT1G67510.1"	"AT1G67510.1"	719	719	98	98	704	95.028	1305	"AT1G67510.1"	"95.028"	"704"	"34"	"1"	"16"	"718"	"16"	"719"	"0"	"1305"	"98"	"719"	"719"
"AL2G26120"	784	"AT1G67520.6"	"AT1G67520.6"	"orthologue"	"AT1G67520.6"	"N0.HOG0007419"	"AT1G67520.6"	"OG0002747"	"AT1G67520.6, AT3G16030.6"	"AT1G67520.6"	785	825	93	93	786	82.061	1260	"AT1G67520.6"	"82.061"	"786"	"72"	"7"	"48"	"779"	"30"	"800"	"0"	"1260"	"93"	"785"	"825"
"AL2G26130"	493	"AT1G44120.2"	"AT1G44120.2"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G44120.2"	"72.697"	"597"	"36"	"7"	"16"	"487"	"1495"	"2089"	"0"	"769"	"96"	"494"	"2141"
"AL2G26140"	410	"AT1G44130.1"	"AT1G44130.1"	"orthologue"	"AT1G44130.1"	"N0.HOG0019289"	"AT1G44130.1"	"OG0012807"	"AT1G44130.1"	"AT1G44130.1"	411	405	99	100	410	86.829	707	"AT1G44130.1"	"86.829"	"410"	"49"	"1"	"1"	"410"	"1"	"405"	"0"	"707"	"99"	"411"	"405"
"AL2G26150"	292	"AT1G44160.1"	"AT1G44160.1"	"orthologue"	"AT1G44160.1"	"N0.HOG0011027"	"AT1G44160.1"	"OG0005274"	"AT1G44160.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G44160.1"	"67.787"	"357"	"50"	"4"	"1"	"292"	"1"	"357"	"5.73e-151"	"426"	"99"	"293"	"357"
"AL2G26160"	484	"AT1G44170.1"	"AT1G44170.1"	"orthologue"	"AT1G44170.1"	"N0.HOG0009217"	"AT1G44170.1"	"OG0003856"	"AT1G44170.1"	"AT1G44170.1"	485	484	99	100	484	95.661	946	"AT1G44170.1"	"95.661"	"484"	"21"	"0"	"1"	"484"	"1"	"484"	"0"	"946"	"99"	"485"	"484"
"AL2G26170"	60	"AT1G44170.1"	"AT1G44170.1"	"orthologue"	"AT1G44170.1"	"N0.HOG0009217"	"AT1G44170.1"	"OG0003856"	"AT1G44170.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G44170.1"	"86.667"	"60"	"8"	"0"	"1"	"60"	"1"	"60"	"6.96e-31"	"110"	"98"	"61"	"484"
"AL2G26180"	59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G59960.1"	"85.714"	"14"	"2"	"0"	"44"	"57"	"104"	"117"	"0.025"	"30.8"	"23"	"60"	"329"
"AL2G26190"	1172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G22440.1"	"39.597"	"298"	"135"	"3"	"795"	"1091"	"3"	"256"	"1.55e-58"	"202"	"25"	"1173"	"256"
"AL2G26200"	787	"AT1G67530.1"	"AT1G67530.1"	"orthologue"	"AT1G67530.1"	"N0.HOG0008184"	"AT1G67530.1, AT1G24330.1"	"OG0003193"	"AT1G24330.1, AT1G67530.1"	"AT1G67530.1"	788	782	99	100	787	95.172	1525	"AT1G67530.1"	"95.172"	"787"	"33"	"1"	"1"	"787"	"1"	"782"	"0"	"1525"	"99"	"788"	"782"
"AL2G26210"	255	"AT1G67540.2"	"AT1G67540.2"	"orthologue"	"AT1G67540.2"	"N0.HOG0016631"	"AT1G67540.2"	"OG0010371"	"AT1G67540.2"	"AT1G67540.2"	256	255	99	100	256	92.969	397	"AT1G67540.2"	"92.969"	"256"	"16"	"2"	"1"	"255"	"1"	"255"	"6.31e-142"	"397"	"99"	"256"	"255"
"AL2G26220"	837	"AT1G67550.1"	"AT1G67550.1"	"orthologue"	"AT1G67550.1"	"N0.HOG0020706"	"AT1G67550.1"	"OG0014166"	"AT1G67550.1"	"AT1G67550.1"	838	838	99	100	838	97.136	1678	"AT1G67550.1"	"97.136"	"838"	"23"	"1"	"1"	"837"	"1"	"838"	"0"	"1678"	"99"	"838"	"838"
"AL2G26230"	917	"AT1G67560.1"	"AT1G67560.1"	"orthologue"	"AT1G67560.1"	"N0.HOG0014346"	"AT1G67560.1"	"OG0008231"	"AT1G67560.1"	"AT1G67560.1"	918	917	99	100	917	95.638	1828	"AT1G67560.1"	"95.638"	"917"	"40"	"0"	"1"	"917"	"1"	"917"	"0"	"1828"	"99"	"918"	"917"
"AL2G26240"	453	"AT1G67570.1"	"AT1G67570.1"	"orthologue"	"AT1G67570.1"	"N0.HOG0012254"	"AT1G67570.1"	"OG0006328"	"AT1G67570.1"	"AT1G67570.1"	454	456	99	100	456	94.518	887	"AT1G67570.1"	"94.518"	"456"	"21"	"1"	"2"	"453"	"1"	"456"	"0"	"887"	"99"	"454"	"456"
"AL2G26250"	756	"AT1G67580.1"	"AT1G67580.1"	"orthologue"	"AT1G67580.1"	"N0.HOG0020403"	"AT1G67580.1"	"OG0013876"	"AT1G67580.1"	"AT1G67580.1"	757	752	99	100	756	93.519	1414	"AT1G67580.1"	"93.519"	"756"	"45"	"1"	"1"	"756"	"1"	"752"	"0"	"1414"	"99"	"757"	"752"
"AL2G26260"	348	"AT1G67590.1"	"AT1G67590.1"	"orthologue"	"AT1G67590.1"	"N0.HOG0014345"	"AT1G67590.1"	"OG0008230"	"AT1G67590.1"	"AT1G67590.1"	349	347	99	100	348	96.264	681	"AT1G67590.1"	"96.264"	"348"	"12"	"1"	"1"	"348"	"1"	"347"	"0"	"681"	"99"	"349"	"347"
"AL2G26270"	163	"AT1G67600.1"	"AT1G67600.1"	"orthologue"	"AT1G67600.1"	"N0.HOG0006576"	"AT1G67600.1"	"OG0002314"	"AT1G24350.3, AT1G67600.1"	"AT1G67600.1"	164	163	99	100	163	94.479	316	"AT1G67600.1"	"94.479"	"163"	"9"	"0"	"1"	"163"	"1"	"163"	"9.52e-113"	"316"	"99"	"164"	"163"
"AL2G26280"	184	"AT1G67620.1"	"AT1G67620.1"	"orthologue"	"AT1G67620.1"	"N0.HOG0018940"	"AT1G67620.1"	"OG0012485"	"AT1G67620.1"	"AT1G67620.1"	185	184	99	100	187	90.374	326	"AT1G67620.1"	"91.979"	"187"	"9"	"2"	"1"	"184"	"1"	"184"	"4.77e-118"	"331"	"99"	"185"	"184"
"AL2G26290"	248	"AT1G67623.1"	"AT1G67623.1"	"orthologue"	"AT1G67623.1"	"N0.HOG0004129"	"AT1G67623.1, AT1G74875.1"	"OG0001074"	"AT1G67623.1, AT1G74875.1"	"AT1G67623.1"	249	296	96	74	219	72.083	337	"AT1G67623.1"	"72.083"	"240"	"65"	"2"	"1"	"238"	"1"	"240"	"6.38e-122"	"348"	"96"	"249"	"296"
"AL2G26300"	619	"AT1G67630.1"	"AT1G67630.1"	"orthologue"	"AT1G67630.1"	"N0.HOG0020705"	"AT1G67630.1"	"OG0014165"	"AT1G67630.1"	"AT1G67630.1"	620	620	99	100	620	94.677	1210	"AT1G67630.1"	"94.677"	"620"	"32"	"1"	"1"	"619"	"1"	"620"	"0"	"1210"	"99"	"620"	"620"
"AL2G26310"	442	"AT1G67640.1"	"AT1G67640.1"	"orthologue"	"AT1G67640.1"	"N0.HOG0006336"	"AT1G67640.1, AT1G24400.1"	"OG0002179"	"AT1G24400.1, AT1G67640.1"	"AT1G67640.1"	443	441	99	100	442	97.964	889	"AT1G67640.1"	"97.964"	"442"	"8"	"1"	"1"	"442"	"1"	"441"	"0"	"889"	"99"	"443"	"441"
"AL2G26330"	512	"AT1G27540.1, AT1G27550.1, AT1G27580.1, AT2G14290.1, AT2G14500.1, AT2G24080.1, AT4G10820.1, AT5G25290.1, AT5G25300.1"	"AT5G25290.1"	"other"	NA	NA	NA	"OG0000108"	"AT1G27540.1, AT1G27550.1, AT1G27580.1, AT2G14290.1, AT2G14500.1, AT2G24080.1, AT4G10820.1, AT5G25290.1, AT5G25300.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G25290.1"	"45.251"	"358"	"160"	"11"	"24"	"358"	"49"	"393"	"5.38e-80"	"254"	"65"	"513"	"397"
"AL2G26340"	596	"AT1G67650.1"	"AT1G67650.1"	"orthologue"	"AT1G67650.1"	"N0.HOG0012306"	"AT1G67650.1, AT1G67680.1"	"OG0006375"	"AT1G67650.1, AT1G67680.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G67650.1"	"72.289"	"664"	"92"	"11"	"12"	"596"	"1"	"651"	"0"	"821"	"98"	"597"	"651"
