"Arabidopsis_lyrata_NCBI"	"prot_length"	"Arabidopsis_thaliana"	"single_Arabidopsis_thaliana"	"homologue_type"	"OL_Arabidopsis_thaliana"	"N0_HOG"	"N0_Arabidopsis_thaliana"	"OG_Orthogroup"	"OG_Arabidopsis_thaliana"	"RBH_B_id"	"RBH_A_length"	"RBH_B_length"	"RBH_A_qcovhsp"	"RBH_B_qcovhsp"	"RBH_length"	"RBH_pident"	"RBH_bitscore"	"BLAST_saccver"	"BLAST_pident"	"BLAST_length"	"BLAST_mismatch"	"BLAST_gapopen"	"BLAST_qstart"	"BLAST_qend"	"BLAST_sstart"	"BLAST_send"	"BLAST_evalue"	"BLAST_bitscore"	"BLAST_qcovhsp"	"BLAST_qlen"	"BLAST_slen"
"XP_002879598.1"	497	"AT2G36240.1"	"AT2G36240.1"	"orthologue"	"AT2G36240.1"	"N0.HOG0017482"	"AT2G36240.1"	"OG0011143"	"AT2G36240.1"	"AT2G36240.1"	497	497	99	99	496	94.96	984	"AT2G36240.1"	"94.96"	"496"	"25"	"0"	"1"	"496"	"1"	"496"	"0"	"984"	"99"	"497"	"497"
"XP_002879601.1"	161	"AT2G36320.1"	"AT2G36320.1"	"orthologue"	"AT2G36320.1"	"N0.HOG0004286"	"AT3G52800.1, AT2G36320.1"	"OG0001153"	"AT2G36320.1, AT3G52800.1"	"AT2G36320.1"	161	161	100	100	162	95.679	312	"AT2G36320.1"	"95.679"	"162"	"5"	"2"	"1"	"161"	"1"	"161"	"3.46e-111"	"312"	"100"	"161"	"161"
"XP_002879603.1"	356	"AT2G36325.1"	"AT2G36325.1"	"orthologue"	"AT2G36325.1"	"N0.HOG0024639"	"AT2G36325.1"	"OG0017988"	"AT2G36325.1"	"AT2G36325.1"	356	356	100	100	356	88.764	656	"AT2G36325.1"	"88.764"	"356"	"40"	"0"	"1"	"356"	"1"	"356"	"0"	"656"	"100"	"356"	"356"
"XP_002879606.1"	155	"AT2G36355.1"	"AT2G36355.1"	"orthologue"	"AT2G36355.1"	"N0.HOG0026864"	"AT2G36355.1"	"OG0020024"	"AT2G36355.1"	"AT2G36355.1"	155	155	100	100	155	94.839	296	"AT2G36355.1"	"94.839"	"155"	"8"	"0"	"1"	"155"	"1"	"155"	"4.16e-105"	"296"	"100"	"155"	"155"
"XP_002879611.1"	442	"AT2G36420.1"	"AT2G36420.1"	"orthologue"	"AT2G36420.1"	"N0.HOG0010271"	"AT2G36420.1"	"OG0004640"	"AT2G36420.1"	"AT2G36420.1"	442	439	100	100	443	92.099	705	"AT2G36420.1"	"92.099"	"443"	"30"	"2"	"1"	"442"	"1"	"439"	"0"	"712"	"100"	"442"	"439"
"XP_002879612.1"	451	"AT2G36430.1"	"AT2G36430.1"	"orthologue"	"AT2G36430.1"	"N0.HOG0013028"	"AT2G36430.1"	"OG0007007"	"AT2G36430.1"	"AT2G36430.1"	451	448	100	100	451	94.235	860	"AT2G36430.1"	"94.235"	"451"	"23"	"1"	"1"	"451"	"1"	"448"	"0"	"860"	"100"	"451"	"448"
"XP_002879616.1"	674	"AT2G36570.1"	"AT2G36570.1"	"orthologue"	"AT2G36570.1"	"N0.HOG0020319"	"AT2G36570.1"	"OG0013799"	"AT2G36570.1"	"AT2G36570.1"	674	672	99	97	656	95.274	1216	"AT2G36570.1"	"95.691"	"673"	"26"	"3"	"1"	"672"	"1"	"671"	"0"	"1303"	"99"	"674"	"672"
"XP_002879617.1"	527	"AT2G36580.1"	"AT2G36580.1"	"orthologue"	"AT2G36580.1"	"N0.HOG0006063"	"AT2G36580.1, AT3G52990.1"	"OG0002040"	"AT2G36580.1, AT3G52990.1"	"AT2G36580.1"	527	527	100	100	527	98.482	1069	"AT2G36580.1"	"98.482"	"527"	"8"	"0"	"1"	"527"	"1"	"527"	"0"	"1069"	"100"	"527"	"527"
"XP_002879618.1"	300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G53000.1"	"79.07"	"301"	"59"	"2"	"1"	"300"	"1"	"298"	"1.1e-176"	"489"	"100"	"300"	"300"
"XP_002879619.1"	179	"AT2G36610.1"	"AT2G36610.1"	"orthologue"	"AT2G36610.1"	"N0.HOG0022200"	"AT2G36610.1"	"OG0015630"	"AT2G36610.1"	"AT2G36610.1"	179	185	100	100	187	86.631	327	"AT2G36610.1"	"86.631"	"187"	"15"	"2"	"1"	"179"	"1"	"185"	"2.45e-116"	"327"	"100"	"179"	"185"
"XP_002879620.1"	395	"AT2G36650.1"	"AT2G36650.1"	"orthologue"	"AT2G36650.1"	"N0.HOG0016417"	"AT2G36650.1"	"OG0010169"	"AT2G36650.1"	"AT2G36650.1"	395	373	92	98	365	88.219	561	"AT2G36650.1"	"88.219"	"365"	"39"	"3"	"1"	"364"	"1"	"362"	"0"	"561"	"92"	"395"	"373"
"XP_002879625.1"	75	"AT2G36724.1"	"AT2G36724.1"	"orthologue"	"AT2G36724.1"	"N0.HOG0009565"	"AT2G36724.1"	"OG0004088"	"AT2G26865.1, AT2G36724.1"	"AT2G36724.1"	75	79	97	92	73	90.411	114	"AT2G36724.1"	"90.411"	"73"	"7"	"0"	"1"	"73"	"1"	"73"	"3.25e-35"	"114"	"97"	"75"	"79"
"XP_002879626.1"	547	"AT1G03910.2"	"AT1G03910.2"	"other"	NA	"N0.HOG0008198"	"AT1G03910.2"	"OG0003202"	"AT1G03910.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G03910.2"	"64.984"	"634"	"106"	"11"	"27"	"547"	"86"	"716"	"0"	"741"	"95"	"547"	"716"
"XP_002879629.2"	334	"AT2G36890.2"	"AT2G36890.2"	"orthologue"	"AT2G36890.2"	"N0.HOG0011635"	"AT2G36890.2"	"OG0005803"	"AT2G36890.2"	"AT2G36890.2"	334	339	100	100	341	87.977	479	"AT2G36890.2"	"87.977"	"341"	"32"	"3"	"1"	"334"	"1"	"339"	"4.1e-173"	"483"	"100"	"334"	"339"
"XP_002879630.2"	1337	"AT2G36910.1"	"AT2G36910.1"	"orthologue"	"AT2G36910.1"	"N0.HOG0015239"	"AT2G36910.1"	"OG0009077"	"AT2G36910.1"	"AT2G36910.1"	1337	1286	96	100	1286	99.456	2634	"AT2G36910.1"	"99.456"	"1286"	"6"	"1"	"53"	"1337"	"1"	"1286"	"0"	"2634"	"96"	"1337"	"1286"
"XP_002879634.1"	388	"AT2G36950.1"	"AT2G36950.1"	"orthologue"	"AT2G36950.1"	"N0.HOG0009948"	"AT2G36950.1"	"OG0004383"	"AT2G36950.1"	"AT2G36950.1"	388	386	100	100	392	88.01	593	"AT2G36950.1"	"88.776"	"392"	"34"	"3"	"1"	"388"	"1"	"386"	"0"	"595"	"100"	"388"	"386"
"XP_002879636.1"	487	"AT2G36970.1"	"AT2G36970.1"	"orthologue"	"AT2G36970.1"	"N0.HOG0014082"	"AT2G36970.1"	"OG0007972"	"AT2G36970.1"	"AT2G36970.1"	487	490	100	99	487	94.456	954	"AT2G36970.1"	"94.456"	"487"	"26"	"1"	"1"	"487"	"1"	"486"	"0"	"954"	"100"	"487"	"490"
"XP_002879637.1"	624	"AT2G36980.1"	"AT2G36980.1"	"orthologue"	"AT2G36980.1"	"N0.HOG0022202"	"AT2G36980.1"	"OG0015632"	"AT2G36980.1"	"AT2G36980.1"	624	625	100	100	625	91.84	1199	"AT2G36980.1"	"91.84"	"625"	"50"	"1"	"1"	"624"	"1"	"625"	"0"	"1199"	"100"	"624"	"625"
"XP_002879644.2"	296	"AT2G37020.3"	"AT2G37020.3"	"orthologue"	"AT2G37020.3"	"N0.HOG0020325"	"AT2G37020.3"	"OG0013805"	"AT2G37020.3"	"AT2G37020.3"	296	309	100	100	309	90.615	556	"AT2G37020.3"	"90.615"	"309"	"16"	"2"	"1"	"296"	"1"	"309"	"0"	"556"	"100"	"296"	"309"
"XP_002879650.2"	542	"AT2G37070.1"	"AT2G37070.1"	"orthologue"	"AT2G37070.1"	"N0.HOG0006553"	"AT2G37070.1"	"OG0002302"	"AT2G37070.1, AT3G53320.1"	"AT2G37070.1"	542	530	99	99	548	82.482	859	"AT2G37070.1"	"82.482"	"548"	"70"	"3"	"1"	"541"	"1"	"529"	"0"	"859"	"99"	"542"	"530"
"XP_002879652.1"	242	"AT2G37110.1"	"AT2G37110.1"	"orthologue"	"AT2G37110.1"	"N0.HOG0013029"	"AT2G37110.1"	"OG0007008"	"AT2G37110.1"	"AT2G37110.1"	242	242	100	100	242	95.868	480	"AT2G37110.1"	"95.868"	"242"	"10"	"0"	"1"	"242"	"1"	"242"	"5.83e-175"	"480"	"100"	"242"	"242"
"XP_002879656.1"	131	"AT2G37195.2"	"AT2G37195.2"	"orthologue"	"AT2G37195.2"	"N0.HOG0022207"	"AT2G37195.2"	"OG0015637"	"AT2G37195.2"	"AT2G37195.2"	131	143	100	93	133	93.233	225	"AT2G37195.2"	"93.233"	"133"	"7"	"1"	"1"	"131"	"11"	"143"	"1.41e-77"	"225"	"100"	"131"	"143"
"XP_002879658.1"	284	"AT2G37250.1"	"AT2G37250.1"	"orthologue"	"AT2G37250.1"	"N0.HOG0013030"	"AT2G37250.1"	"OG0007009"	"AT2G37250.1"	"AT2G37250.1"	284	284	100	100	284	95.07	556	"AT2G37250.1"	"95.07"	"284"	"14"	"0"	"1"	"284"	"1"	"284"	"0"	"556"	"100"	"284"	"284"
"XP_002879660.2"	1438	"AT2G37280.3"	"AT2G37280.3"	"orthologue"	"AT2G37280.3"	"N0.HOG0005824"	"AT3G53480.1, AT2G37280.3"	"OG0001924"	"AT2G37280.3, AT3G53480.1"	"AT2G37280.3"	1438	1442	98	99	1433	92.238	2735	"AT2G37280.3"	"92.324"	"1433"	"79"	"3"	"35"	"1438"	"12"	"1442"	"0"	"2735"	"98"	"1438"	"1442"
"XP_002879662.1"	273	"AT2G37330.1"	"AT2G37330.1"	"orthologue"	"AT2G37330.1"	"N0.HOG0013031"	"AT2G37330.1"	"OG0007010"	"AT2G37330.1"	"AT2G37330.1"	273	273	100	100	273	96.337	536	"AT2G37330.1"	"96.337"	"273"	"10"	"0"	"1"	"273"	"1"	"273"	"0"	"536"	"100"	"273"	"273"
"XP_002879666.1"	259	"AT2G37390.1"	"AT2G37390.1"	"orthologue"	"AT2G37390.1"	"N0.HOG0011637"	"AT2G37390.1"	"OG0005805"	"AT2G37390.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G37390.1"	"90.734"	"259"	"24"	"0"	"1"	"259"	"1"	"259"	"2.73e-166"	"459"	"100"	"259"	"259"
"XP_002879667.1"	209	"AT2G43260.2, AT2G43270.1, AT2G43440.1, AT2G43445.1, AT4G17780.1"	"AT4G17780.1"	"other"	NA	NA	NA	"OG0000387"	"AT2G43260.2, AT2G43270.1, AT2G43440.1, AT2G43445.1, AT4G17780.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G17780.1"	"54.839"	"217"	"78"	"4"	"1"	"207"	"1"	"207"	"8.95e-66"	"207"	"99"	"209"	"398"
"XP_002879672.1"	232	"AT2G37435.1"	"AT2G37435.1"	"orthologue"	"AT2G37435.1"	"N0.HOG0006922"	"AT2G37435.1"	"OG0002487"	"AT2G37435.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G37435.1"	"63.842"	"177"	"56"	"5"	"31"	"205"	"1"	"171"	"7.32e-71"	"213"	"75"	"232"	"171"
"XP_002879677.1"	191	"AT2G37480.1"	"AT2G37480.1"	"other"	NA	"N0.HOG0003702"	"AT2G37480.1"	"OG0000890"	"AT2G37480.1, AT3G53670.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G37480.1"	"89.175"	"194"	"18"	"2"	"1"	"191"	"1"	"194"	"6.63e-114"	"322"	"100"	"191"	"194"
"XP_002879680.1"	192	"AT2G37480.1"	"AT2G37480.1"	"orthologue"	"AT2G37480.1"	"N0.HOG0003702"	"AT2G37480.1"	"OG0000890"	"AT2G37480.1, AT3G53670.1"	"AT2G37480.1"	192	194	100	100	194	92.784	338	"AT2G37480.1"	"92.784"	"194"	"12"	"1"	"1"	"192"	"1"	"194"	"8.12e-121"	"339"	"100"	"192"	"194"
"XP_002879681.1"	124	"AT2G37530.1"	"AT2G37530.1"	"orthologue"	"AT2G37530.1"	"N0.HOG0022211"	"AT2G37530.1"	"OG0015641"	"AT2G37530.1"	"AT2G37530.1"	124	122	100	100	124	91.935	217	"AT2G37530.1"	"91.935"	"124"	"8"	"1"	"1"	"124"	"1"	"122"	"3.53e-77"	"223"	"100"	"124"	"122"
"XP_002879682.1"	361	"AT2G37560.1"	"AT2G37560.1"	"orthologue"	"AT2G37560.1"	"N0.HOG0016963"	"AT2G37560.1"	"OG0010678"	"AT2G37560.1"	"AT2G37560.1"	361	363	100	100	363	95.317	726	"AT2G37560.1"	"95.317"	"363"	"15"	"1"	"1"	"361"	"1"	"363"	"0"	"726"	"100"	"361"	"363"
"XP_002879684.1"	377	"AT2G37620.1"	"AT2G37620.1"	"orthologue"	"AT2G37620.1"	"N0.HOG0000792"	"AT1G49240.1, AT3G18780.2, AT2G42090.1, AT2G42170.1, AT2G42100.1, AT3G12110.1, AT2G37620.1, AT3G53750.1, AT5G59370.1, AT3G46520.1"	"OG0000089"	"AT1G49240.1, AT2G37620.1, AT2G42090.1, AT2G42100.1, AT2G42170.1, AT3G12110.1, AT3G18780.2, AT3G46520.1, AT3G53750.1, AT5G09810.1, AT5G59370.1"	"AT2G37620.1, AT3G53750.1"	377	377	100	100	377	99.735	784	"AT3G53750.1, AT2G37620.1"	"99.735"	"377"	"1"	"0"	"1"	"377"	"1"	"377"	"0"	"784"	"100"	"377"	"377"
"XP_002879686.1"	326	"AT2G37590.1"	"AT2G37590.1"	"orthologue"	"AT2G37590.1"	"N0.HOG0010273"	"AT2G37590.1"	"OG0004642"	"AT2G37590.1"	"AT2G37590.1"	326	330	100	100	330	92.727	529	"AT2G37590.1"	"93.03"	"330"	"19"	"1"	"1"	"326"	"1"	"330"	"0"	"529"	"100"	"326"	"330"
"XP_002879690.2"	740	"AT2G37650.1"	"AT2G37650.1"	"orthologue"	"AT2G37650.1"	"N0.HOG0017486"	"AT2G37650.1"	"OG0011147"	"AT2G37650.1"	"AT2G37650.1"	740	718	94	97	704	92.614	1272	"AT2G37650.1"	"92.614"	"704"	"38"	"5"	"1"	"696"	"1"	"698"	"0"	"1272"	"94"	"740"	"718"
"XP_002879695.1"	172	"AT2G40780.1"	"AT2G40780.1"	"orthologue"	"AT2G40780.1"	"N0.HOG0015978"	"AT2G40780.1"	"OG0009754"	"AT2G40780.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G40780.1"	"95.349"	"172"	"7"	"1"	"1"	"172"	"1"	"171"	"1.41e-120"	"337"	"100"	"172"	"171"
"XP_002879705.2"	384	"AT2G37720.1"	"AT2G37720.1"	"orthologue"	"AT2G37720.1"	"N0.HOG0011111"	"AT2G37720.1, AT5G64020.1"	"OG0005349"	"AT2G37720.1, AT5G64020.1"	"AT2G37720.1"	384	482	100	80	384	86.719	677	"AT2G37720.1"	"86.719"	"384"	"51"	"0"	"1"	"384"	"99"	"482"	"0"	"677"	"100"	"384"	"482"
"XP_002879706.1"	81	"AT2G37750.1"	"AT2G37750.1"	"orthologue"	"AT2G37750.1"	"N0.HOG0012224"	"AT2G37750.1"	"OG0006306"	"AT2G37750.1"	"AT2G37750.1"	81	82	100	100	82	89.024	119	"AT2G37750.1"	"90.244"	"82"	"7"	"1"	"1"	"81"	"1"	"82"	"1.26e-37"	"120"	"100"	"81"	"82"
"XP_002879707.1"	311	"AT2G37760.1"	"AT2G37760.1"	"orthologue"	"AT2G37760.1"	"N0.HOG0017487"	"AT2G37760.1"	"OG0011148"	"AT2G37760.1"	"AT2G37760.1"	311	311	100	100	311	94.855	616	"AT2G37760.1"	"94.855"	"311"	"16"	"0"	"1"	"311"	"1"	"311"	"0"	"616"	"100"	"311"	"311"
"XP_002879710.1"	733	"AT2G37840.1"	"AT2G37840.1"	"orthologue"	"AT2G37840.1"	"N0.HOG0007551"	"AT2G37840.1"	"OG0002824"	"AT2G37840.1, AT3G53930.2"	"AT2G37840.1"	733	733	100	100	733	96.044	1447	"AT2G37840.1"	"96.044"	"733"	"29"	"0"	"1"	"733"	"1"	"733"	"0"	"1447"	"100"	"733"	"733"
"XP_002879711.1"	431	"AT2G37860.3"	"AT2G37860.3"	"orthologue"	"AT2G37860.3"	"N0.HOG0015242"	"AT2G37860.3"	"OG0009080"	"AT2G37860.3"	"AT2G37860.3"	431	432	100	100	432	96.296	842	"AT2G37860.3"	"96.296"	"432"	"15"	"1"	"1"	"431"	"1"	"432"	"0"	"842"	"100"	"431"	"432"
"XP_002879712.1"	115	"AT2G37870.1"	"AT2G37870.1"	"orthologue"	"AT2G37870.1"	"N0.HOG0015243"	"AT2G37870.1"	"OG0009081"	"AT2G37870.1"	"AT2G37870.1"	115	115	100	100	115	97.391	218	"AT2G37870.1"	"97.391"	"115"	"3"	"0"	"1"	"115"	"1"	"115"	"2.83e-75"	"218"	"100"	"115"	"115"
"XP_002879715.1"	574	"AT2G37930.3"	"AT2G37930.3"	"orthologue"	"AT2G37930.3"	"N0.HOG0015757"	"AT2G37930.3"	"OG0009568"	"AT2G37930.3"	"AT2G37930.3"	574	571	100	100	575	88	989	"AT2G37930.3"	"88"	"575"	"64"	"2"	"1"	"574"	"1"	"571"	"0"	"989"	"100"	"574"	"571"
"XP_002879719.2"	245	"AT2G37970.1"	"AT2G37970.1"	"orthologue"	"AT2G37970.1"	"N0.HOG0010699"	"AT2G37970.1"	"OG0005001"	"AT2G37970.1"	"AT2G37970.1"	245	246	100	100	246	93.902	456	"AT2G37970.1"	"93.902"	"246"	"14"	"1"	"1"	"245"	"1"	"246"	"1.52e-165"	"456"	"100"	"245"	"246"
"XP_002879729.2"	118	"AT2G38140.1"	"AT2G38140.1"	"orthologue"	"AT2G38140.1"	"N0.HOG0022218"	"AT2G38140.1"	"OG0015648"	"AT2G38140.1"	"AT2G38140.1"	118	118	100	100	118	97.458	231	"AT2G38140.1"	"97.458"	"118"	"3"	"0"	"1"	"118"	"1"	"118"	"2.65e-80"	"231"	"100"	"118"	"118"
"XP_002879730.1"	294	"AT2G38180.1"	"AT2G38180.1"	"orthologue"	"AT2G38180.1"	"N0.HOG0010701"	"AT2G38180.1"	"OG0005003"	"AT2G38180.1"	"AT2G38180.1"	294	312	100	93	292	88.141	558	"AT2G38180.1"	"88.141"	"312"	"19"	"1"	"1"	"294"	"1"	"312"	"0"	"559"	"100"	"294"	"312"
"XP_002879732.1"	309	"AT2G38230.1"	"AT2G38230.1"	"orthologue"	"AT2G38230.1"	"N0.HOG0007502"	"AT2G38230.1, AT5G01410.1"	"OG0002799"	"AT2G38230.1, AT5G01410.1"	"AT2G38230.1"	309	309	100	100	309	99.029	617	"AT2G38230.1"	"99.029"	"309"	"3"	"0"	"1"	"309"	"1"	"309"	"0"	"617"	"100"	"309"	"309"
"XP_002879733.1"	291	"AT2G38250.1"	"AT2G38250.1"	"orthologue"	"AT2G38250.1"	"N0.HOG0014090"	"AT2G38250.1"	"OG0007980"	"AT2G38250.1"	"AT2G38250.1"	291	289	100	100	291	95.876	563	"AT2G38250.1"	"95.876"	"291"	"10"	"2"	"1"	"291"	"1"	"289"	"0"	"563"	"100"	"291"	"289"
"XP_002879739.1"	206	"AT2G38310.1"	"AT2G38310.1"	"orthologue"	"AT2G38310.1"	"N0.HOG0011177"	"AT2G38310.1"	"OG0005402"	"AT2G38310.1"	"AT2G38310.1"	206	207	100	100	207	99.517	418	"AT2G38310.1"	"99.517"	"207"	"0"	"1"	"1"	"206"	"1"	"207"	"1.45e-151"	"418"	"100"	"206"	"207"
"XP_002879742.1"	349	"AT2G38390.1"	"AT2G38390.1"	"orthologue"	"AT2G38390.1"	"N0.HOG0006066"	"AT2G38390.1, AT2G38380.1"	"OG0002042"	"AT2G38380.1, AT2G38390.1"	"AT2G38390.1"	349	349	100	100	349	92.264	662	"AT2G38390.1"	"92.264"	"349"	"27"	"0"	"1"	"349"	"1"	"349"	"0"	"662"	"100"	"349"	"349"
"XP_002879743.1"	477	"AT2G38400.2"	"AT2G38400.2"	"orthologue"	"AT2G38400.2"	"N0.HOG0012225"	"AT2G38400.2"	"OG0006307"	"AT2G38400.2"	"AT2G38400.2"	477	493	99	96	475	96.842	960	"AT2G38400.2"	"96.842"	"475"	"15"	"0"	"1"	"475"	"1"	"475"	"0"	"960"	"99"	"477"	"493"
"XP_002879744.2"	453	"AT2G38420.1"	"AT2G38420.1"	"orthologue"	"AT2G38420.1"	"N0.HOG0018656"	"AT2G38420.1"	"OG0012222"	"AT2G38420.1"	"AT2G38420.1"	453	453	100	100	453	93.819	853	"AT2G38420.1"	"93.819"	"453"	"28"	"0"	"1"	"453"	"1"	"453"	"0"	"869"	"100"	"453"	"453"
"XP_002879746.1"	139	"AT2G38450.1"	"AT2G38450.1"	"orthologue"	"AT2G38450.1"	"N0.HOG0024847"	"AT2G38450.1"	"OG0018195"	"AT2G38450.1"	"AT2G38450.1"	139	138	99	99	138	94.928	258	"AT2G38450.1"	"94.928"	"138"	"6"	"1"	"1"	"138"	"1"	"137"	"1.09e-90"	"258"	"99"	"139"	"138"
"XP_002879747.1"	525	"AT2G38460.1"	"AT2G38460.1"	"orthologue"	"AT2G38460.1"	"N0.HOG0007037"	"AT2G38460.1"	"OG0002548"	"AT2G38460.1, AT5G03570.3"	"AT2G38460.1"	525	524	100	100	526	93.726	965	"AT2G38460.1"	"93.916"	"526"	"29"	"2"	"1"	"525"	"1"	"524"	"0"	"971"	"100"	"525"	"524"
"XP_002879748.2"	513	"AT2G38470.1"	"AT2G38470.1"	"orthologue"	"AT2G38470.1"	"N0.HOG0011643"	"AT2G38470.1"	"OG0005811"	"AT2G38470.1"	"AT2G38470.1"	513	519	99	99	519	94.798	1008	"AT2G38470.1"	"94.798"	"519"	"18"	"3"	"3"	"513"	"2"	"519"	"0"	"1008"	"99"	"513"	"519"
"XP_002879749.2"	825	"AT3G51640.1, AT3G51650.1"	"AT3G51650.1"	"other"	NA	NA	NA	"OG0004021"	"AT3G51640.1, AT3G51650.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G51650.1"	"73.036"	"853"	"191"	"11"	"1"	"825"	"1"	"842"	"0"	"1147"	"100"	"825"	"842"
"XP_002879750.1"	486	"AT2G38510.1"	"AT2G38510.1"	"orthologue"	"AT2G38510.1"	"N0.HOG0017490"	"AT2G38510.1"	"OG0011151"	"AT2G38510.1"	"AT2G38510.1"	486	486	100	100	486	97.737	970	"AT2G38510.1"	"97.737"	"486"	"11"	"0"	"1"	"486"	"1"	"486"	"0"	"970"	"100"	"486"	"486"
"XP_002879752.1"	334	"AT2G38550.1"	"AT2G38550.1"	"orthologue"	"AT2G38550.1"	"N0.HOG0022216"	"AT2G38550.1"	"OG0015646"	"AT2G38550.1"	"AT2G38550.1"	334	335	100	99	337	92.285	609	"AT2G38550.1"	"92.285"	"337"	"20"	"2"	"1"	"334"	"2"	"335"	"0"	"609"	"100"	"334"	"335"
"XP_002879756.2"	252	"AT2G38600.1"	"AT2G38600.1"	"orthologue"	"AT2G38600.1"	"N0.HOG0015245"	"AT2G38600.1"	"OG0009083"	"AT2G38600.1"	"AT2G38600.1"	252	251	99	100	251	94.024	501	"AT2G38600.1"	"94.024"	"251"	"15"	"0"	"2"	"252"	"1"	"251"	"0"	"501"	"99"	"252"	"251"
"XP_002879759.1"	421	"AT2G38670.1"	"AT2G38670.1"	"orthologue"	"AT2G38670.1"	"N0.HOG0011641"	"AT2G38670.1"	"OG0005809"	"AT2G38670.1"	"AT2G38670.1"	421	421	100	100	421	99.525	867	"AT2G38670.1"	"99.525"	"421"	"2"	"0"	"1"	"421"	"1"	"421"	"0"	"867"	"100"	"421"	"421"
"XP_002879762.1"	550	"AT2G38720.1"	"AT2G38720.1"	"orthologue"	"AT2G38720.1"	"N0.HOG0020316"	"AT2G38720.1"	"OG0013796"	"AT2G38720.1"	"AT2G38720.1"	550	550	98	98	539	94.063	1028	"AT2G38720.1"	"94.063"	"539"	"32"	"0"	"12"	"550"	"12"	"550"	"0"	"1028"	"98"	"550"	"550"
"XP_002879764.1"	458	"AT2G38780.6"	"AT2G38780.6"	"orthologue"	"AT2G38780.6"	"N0.HOG0017480"	"AT2G38780.6"	"OG0011141"	"AT2G38780.6"	"AT2G38780.6"	458	492	99	97	479	86.639	809	"AT2G38780.6"	"86.639"	"479"	"40"	"2"	"4"	"458"	"14"	"492"	"0"	"817"	"99"	"458"	"492"
"XP_002879768.1"	333	"AT2G38830.1"	"AT2G38830.1"	"orthologue"	"AT2G38830.1"	"N0.HOG0024217"	"AT2G38830.1"	"OG0017591"	"AT2G38830.1"	"AT2G38830.1"	333	331	96	96	321	90.343	578	"AT2G38830.1"	"90.343"	"321"	"26"	"3"	"2"	"320"	"3"	"320"	"0"	"578"	"96"	"333"	"331"
"XP_002879771.1"	141	"AT2G38880.11"	"AT2G38880.11"	"orthologue"	"AT2G38880.11"	"N0.HOG0015711"	"AT2G38880.11"	"OG0009526"	"AT2G38880.11"	"AT2G38880.11"	141	164	100	100	164	85.976	275	"AT2G38880.11"	"85.976"	"164"	"0"	"1"	"1"	"141"	"1"	"164"	"9.9e-97"	"275"	"100"	"141"	"164"
"XP_002879773.1"	73	"AT2G38900.2"	"AT2G38900.2"	"orthologue"	"AT2G38900.2"	"N0.HOG0007175"	"AT2G38870.1, AT2G38900.2"	"OG0002611"	"AT2G38870.1, AT2G38900.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G38900.2"	"64.773"	"88"	"16"	"1"	"1"	"73"	"1"	"88"	"6.09e-33"	"108"	"100"	"73"	"88"
"XP_002879777.2"	480	"AT2G38995.2"	"AT2G38995.2"	"orthologue"	"AT2G38995.2"	"N0.HOG0003208"	"AT2G38995.2"	"OG0000699"	"AT2G38995.2, AT2G43255.2, AT5G37300.4"	"AT2G38995.2"	480	487	100	99	484	82.438	828	"AT2G38995.2"	"82.438"	"484"	"81"	"1"	"1"	"480"	"4"	"487"	"0"	"828"	"100"	"480"	"487"
"XP_002879780.1"	235	"AT2G39020.1"	"AT2G39020.1"	"orthologue"	"AT2G39020.1"	"N0.HOG0016414"	"AT2G39020.1"	"OG0010166"	"AT2G39020.1"	"AT2G39020.1"	235	236	100	100	236	96.61	463	"AT2G39020.1"	"96.61"	"236"	"7"	"1"	"1"	"235"	"1"	"236"	"1.25e-168"	"463"	"100"	"235"	"236"
"XP_002879782.2"	318	"AT2G39050.1"	"AT2G39050.1"	"orthologue"	"AT2G39050.1"	"N0.HOG0020312"	"AT2G39050.1"	"OG0013792"	"AT2G39050.1"	"AT2G39050.1"	318	317	95	96	304	93.421	577	"AT2G39050.1"	"93.421"	"304"	"19"	"1"	"16"	"318"	"14"	"317"	"0"	"578"	"95"	"318"	"317"
"XP_002879785.1"	388	"AT2G39120.1"	"AT2G39120.1"	"orthologue"	"AT2G39120.1"	"N0.HOG0023758"	"AT2G39120.1"	"OG0017143"	"AT2G39120.1"	"AT2G39120.1"	388	387	100	100	389	93.83	752	"AT2G39120.1"	"93.83"	"389"	"21"	"2"	"1"	"388"	"1"	"387"	"0"	"752"	"100"	"388"	"387"
"XP_002879786.1"	412	"AT2G39140.1"	"AT2G39140.1"	"orthologue"	"AT2G39140.1"	"N0.HOG0020311"	"AT2G39140.1"	"OG0013791"	"AT2G39140.1"	"AT2G39140.1"	412	410	100	100	412	96.845	807	"AT2G39140.1"	"96.845"	"412"	"11"	"2"	"1"	"412"	"1"	"410"	"0"	"807"	"100"	"412"	"410"
