Orthogroup	Alyssum_gmelinii	Arabidopsis_arenosa	Arabidopsis_lyrata_NCBI	Arabidopsis_lyrata_Rawat	Arabidopsis_thaliana	Arabis_alpina	Brassica_oleracea	Brassica_rapa	Camelina_sativa	Capsella_rubella	Cardamine_glauca	Cardamine_hirsuta	Cochlearia_excelsa	Conringia_planisiliqua	Euclidium_syriacum	Eutrema_salsugineum	Noccaea_praecox	Raphanus_sativus	Rorippa_islandica
OG0040114					AT3G42155.1														
OG0040115					AT3G44766.1														
OG0040116					AT3G29796.1														
OG0040117					AT3G16020.1														
OG0040118					AT3G18915.1														
OG0040119					AT3G60760.1														
OG0040120					AT3G29173.1														
OG0040121					AT3G58877.1														
OG0040122					AT3G03180.3														
OG0040123					AT3G25200.1														
OG0040124					AT3G25719.1														
OG0040125					AT3G15251.1														
OG0040126					AT3G26355.1														
OG0040127					AT3G20900.1														
OG0040128					AT3G28922.1														
OG0040129					AT3G59245.1														
OG0040130					AT3G06870.1														
OG0040131					AT3G52130.1														
OG0040132					AT3G44405.4														
OG0040133					AT3G52941.1														
OG0040134					AT3G26512.1														
OG0040135					AT3G44261.1														
OG0040136					AT3G48475.1														
OG0040137					AT3G29305.1														
OG0040138					AT3G22183.1														
OG0040139					AT3G49920.1														
OG0040140					AT3G22723.1														
OG0040141					AT3G60286.1														
OG0040142					AT3G28310.1														
OG0040143					AT3G55900.1														
OG0040144					AT3G28958.1														
OG0040145					AT3G29570.1														
OG0040146					AT3G44140.1														
OG0040147					AT3G28170.1														
OG0040148					AT3G44435.1														
OG0040149					AT3G15111.1														
OG0040150					AT3G46150.1														
OG0040151					AT3G60560.1														
OG0040152					AT3G24514.1														
OG0040153					AT3G57180.1														
OG0040154					AT3G31350.1														
OG0040155					AT3G45820.1														
OG0040156					AT3G46616.1														
OG0040157					AT3G17765.1														
OG0040158					AT3G19035.1														
OG0040159					AT3G42310.1														
OG0040160					AT3G30805.1														
OG0040161					AT3G63255.1														
OG0040162					AT3G62510.2														
OG0040163					AT3G60975.1														
OG0040164					AT3G26147.1														
OG0040165					AT3G49744.1														
OG0040166					AT3G28243.1														
OG0040167					AT3G48346.1														
OG0040168					AT3G48343.1														
OG0040169					AT3G05035.2														
OG0040170					AT3G53294.1														
OG0040171					AT3G27070.2														
OG0040172					AT3G52075.1														
OG0040173					AT3G59295.1														
OG0040174					AT3G13276.1														
OG0040175					AT3G43503.1														
OG0040176					AT3G21165.1														
OG0040177					AT3G28590.1														
OG0040178					AT3G29560.1														
OG0040179					AT3G43432.1														
OG0040180					AT3G42075.1														
OG0040181					AT3G26395.1														
OG0040182					AT3G62500.2														
OG0040183					AT3G57160.2														
OG0040184					AT3G01475.1														
OG0040185					AT3G06436.1														
OG0040186					AT3G10930.1														
OG0040187					AT3G21473.1														
OG0040188					AT3G44440.1														
OG0040189					AT3G48298.1														
OG0040190					AT3G48344.1														
OG0040191					AT3G16432.1														
OG0040192					AT3G47965.1														
OG0040193					AT3G50550.1														
OG0040194					AT3G46617.1														
OG0040195					AT3G03847.1														
OG0040196					AT3G26237.1														
OG0040197					AT4G05091.1														
OG0040198					AT4G05097.1														
OG0040199					AT4G06655.1														
OG0040200					AT4G37409.1														
OG0040201					AT4G00883.1														
OG0040202					AT4G00889.1														
OG0040203					AT4G08406.1														
OG0040204					AT4G38005.1														
OG0040205					AT4G12380.1														
OG0040206					AT4G12495.1														
OG0040207					AT4G38820.1														
OG0040208					AT4G09585.1														
OG0040209					AT4G09589.1														
OG0040210					AT4G23271.1														
OG0040211					AT4G08740.1														
OG0040212					AT4G03443.1														
OG0040213					AT4G02489.1														
OG0040214					AT4G29548.1														
OG0040215					AT4G12485.1														
OG0040216					AT4G31260.1														
OG0040217					AT4G31030.1														
OG0040218					AT4G09355.1														
OG0040219					AT4G16955.1														
OG0040220					AT4G26145.1														
OG0040221					AT4G19095.1														
OG0040222					AT4G02541.1														
OG0040223					AT4G04423.1														
OG0040224					AT4G35295.1														
OG0040225					AT4G08760.1														
OG0040226					AT4G09784.1														
OG0040227					AT4G12005.1														
OG0040228					AT4G37022.1														
OG0040229					AT4G21063.1														
OG0040230					AT4G04925.1														
OG0040231					AT4G26460.2														
OG0040232					AT4G24920.2														
OG0040233					AT4G11870.1														
OG0040234					AT4G30970.1														
OG0040235					AT4G19270.1														
OG0040236					AT4G17243.1														
OG0040237					AT4G31960.1														
OG0040238					AT4G38775.1														
OG0040239					AT4G38401.1														
OG0040240					AT4G11845.1														
OG0040241					AT4G00925.1														
OG0040242					AT4G03157.1														
OG0040243					AT4G36510.1														
OG0040244					AT4G13575.1														
OG0040245					AT4G24644.1														
OG0040246					AT4G01535.1														
OG0040247					AT4G15245.1														
OG0040248					AT4G16915.1														
OG0040249					AT4G20953.1														
OG0040250					AT4G23970.1														
OG0040251					AT4G16265.2														
OG0040252					AT4G21926.1														
OG0040253					AT4G32240.1														
OG0040254					AT4G37682.1														
OG0040255					AT4G37685.1														
OG0040256					AT4G39930.1														
OG0040257					AT4G35375.1														
OG0040258					AT4G08868.1														
OG0040259					AT4G10680.1														
OG0040260					AT4G36791.1														
OG0040261					AT4G14810.1														
OG0040262					AT4G20690.1														
OG0040263					AT4G31580.1														
OG0040264					AT4G23015.1														
OG0040265					AT4G05631.1														
OG0040266					AT4G39925.1														
OG0040267					AT4G28755.1														
OG0040268					AT4G30300.1														
OG0040269					AT4G34881.1														
OG0040270					AT4G01516.1														
OG0040271					AT4G40063.1														
OG0040272					AT4G16240.1														
OG0040273					AT4G22440.1														
OG0040274					AT4G27654.1														
OG0040275					AT4G37483.1														
OG0040276					AT4G22510.1														
OG0040277					AT4G00651.1														
OG0040278					AT4G09850.1														
OG0040279					AT4G17100.1														
OG0040280					AT4G26040.1														
OG0040281					AT4G00280.1														
OG0040282					AT4G08395.1														
OG0040283					AT4G11211.1														
OG0040284					AT4G26290.1														
OG0040285					AT4G25510.1														
OG0040286					AT4G37230.1														
OG0040287					AT4G14105.1														
OG0040288					AT4G39020.1														
OG0040289					AT4G20835.1														
OG0040290					AT4G09012.1														
OG0040291					AT4G33735.1														
OG0040292					AT4G16360.1														
OG0040293					AT4G28068.1														
OG0040294					AT4G12990.1														
OG0040295					AT4G35485.1														
OG0040296					AT4G11430.1														
OG0040297					AT4G20935.1														
OG0040298					AT4G27565.1														
OG0040299					AT4G09860.1														
OG0040300					AT4G07995.1														
OG0040301					AT4G21213.1														
OG0040302					AT4G33885.1														
OG0040303					AT4G00342.1														
OG0040304					AT4G15130.1														
OG0040305					AT4G00163.1														
OG0040306					AT4G08039.1														
OG0040307					AT4G09035.1														
OG0040308					AT4G36460.1														
OG0040309					AT5G09711.1														
OG0040310					AT5G15843.1														
OG0040311					AT5G22680.1														
OG0040312					AT5G42504.1														
OG0040313					AT5G46085.1														
OG0040314					AT5G05598.1														
OG0040315					AT5G22785.1														
OG0040316					AT5G26262.1														
OG0040317					AT5G22960.1														
OG0040318					AT5G14900.1														
OG0040319					AT5G27889.1														
OG0040320					AT5G51915.1														
OG0040321					AT5G24575.1														
OG0040322					AT5G64395.1														
OG0040323					AT5G56795.1														
OG0040324					AT5G57569.1														
OG0040325					AT5G52045.1														
OG0040326					AT5G55893.1														
OG0040327					AT5G28295.1														
