Orthogroup	Arabidopsis_lyrata_Rawat	Raphanus_sativus
OG0003076	AL6G52780	XP_018456215.1
OG0003076	AL1G10590	XP_018466807.1, XP_018489852.1, XP_018434878.1
OG0003077	AL1G10740	XP_018441803.1
OG0003077	AL6G53030	XP_018455591.1
OG0003078	AL1G12160	XP_018490080.1, XP_018466645.1, XP_018466000.1, XP_018450476.1, XP_018449611.1, XP_018470847.1, XP_018483584.1
OG0003079	AL1G12880	XP_018482767.1
OG0003080	AL4G26010	XP_018484965.1
OG0003081	AL2G15960	XP_018433155.1
OG0003081	AL1G21790	XP_018490039.1
OG0003082	AL5G10700	XP_018441505.1
OG0003083	AL1G27040	XP_018449960.1, XP_018449527.1, XP_018491114.1, XP_018441598.1
OG0003084	AL2G34690	XP_018472429.1, XP_018472428.1
OG0003084	AL1G27580	XP_018438966.1, XP_018467344.1
OG0003085	AL1G30940	XP_018440899.1
OG0003085	AL2G33890	XP_018441493.1
OG0003086	AL2G36280	XP_018444704.1
OG0003086	AL1G33450	XP_018449695.1
OG0003087	AL1G33670	XP_018462940.1, XP_018479996.1, XP_018451771.1
OG0003088	AL1G33700	XP_018466782.1
OG0003088	AL1G33690	XP_018482212.1
OG0003089	nbis-gene-1282, AL5G21570	XP_018483423.1, XP_018437006.1
OG0003092	AL8G15040, AL8G15050	XP_018447958.1
OG0003093	AL7G14560	XP_018468588.1, XP_018468744.1, XP_018471428.1, XP_018483838.1, XP_018447663.1
OG0003094	AL7G16300	XP_018447548.1
OG0003094	AL7G16290	XP_018449758.1
OG0003095	AL6G50970	XP_018455977.1
OG0003095	AL7G16310	XP_018470921.1
OG0003096	AL7G19810, AL7G19800	XP_018479048.1, XP_018480266.1, XP_018467821.1
OG0003097	AL1G38710	XP_018435718.1, XP_018451086.1
OG0003098	AL6G51930	XP_018473587.1, XP_018474531.1, XP_018472931.1
OG0003100	AL9U11480, AL2G19900, AL2G22230, AL6G41900, AL4G20700, AL7G11630, AL5G12730, AL8G21940, AL1G50720	XP_018435952.1, XP_018459045.1, XP_018461037.1, XP_018461036.1, XP_018435899.1
OG0003101	AL3G51410, AL3G51420, AL3G51400	XP_018450606.1, XP_018450605.1, XP_018492248.1
OG0003102	AL7G21440	XP_018470385.1
OG0003102	AL4G14100	XP_018484097.1
OG0003104	AL8G38090	XP_018452352.1, XP_018466407.1
OG0003104	AL4G25440	XP_018477641.1
OG0003105	AL27U10050, AL8G23590, AL8G21910, AL7G49530, AL5G15210, AL2G22270, AL9U11510, AL2G22280, AL4G20720, AL1G50700, AL1G44440, AL8G20220, AL8G18780, AL3G51050, AL5G12680, AL2G19940, AL1G55610, AL6G41940, AL4G18530, AL7G11660, AL5G12690, AL5G28280, AL7G24600	XP_018464941.1, XP_018458406.1
OG0003106	nbis-gene-1091	XP_018438104.1, XP_018482199.1, XP_018461239.1, XP_018473092.1
OG0003106	nbis-gene-1359	XP_018489891.1, XP_018489910.1
OG0003116	AL4G13950	XP_018480475.1, XP_018478544.1
OG0003116	AL7G21660	XP_018484555.1
OG0003117	AL6G29010	XP_018442203.1, XP_018476756.1
OG0003118	AL6G26850	XP_018446419.1
OG0003118	AL3G11810	XP_018487135.1
OG0003119	AL6G25710	XP_018473688.1, XP_018473691.1, XP_018446890.1
OG0003120	AL6G20850	XP_018445630.1
OG0003120	AL8G42830	XP_018456898.1, XP_018456899.1
OG0003121	AL4G28370, AL4G28380	XP_018487016.1, XP_018473275.1
OG0003122	nbis-gene-1281, AL7G27940	XP_018478245.1, XP_018466313.1, XP_018471910.1
OG0003123	AL7G21020	XP_018449533.1, XP_018466373.1, XP_018468528.1
OG0003124	AL1G42740	XP_018476989.1
OG0003125	AL1G49280	XP_018490851.1, XP_018492636.1
OG0003125	AL1G20850	XP_018439221.1
OG0003126	AL1G45780	XP_018447223.1
OG0003127	AL5G30790	XP_018433130.1
OG0003127	AL8G44680	XP_018441267.1
OG0003128	AL6G33500	XP_018474489.1, XP_018442794.1
OG0003128	AL7G45920	XP_018449055.1
OG0003129	AL8G40650, AL5G28210	XP_018456443.1, XP_018485519.1, XP_018463381.1
OG0003130	AL3G51100	XP_018457589.1
OG0003130	AL8G40050	XP_018457587.1
OG0003131	AL6G17750	XP_018444348.1
OG0003131	AL653U10010	XP_018479277.1
OG0003132	AL6G35410	XP_018477713.1, XP_018460743.1
OG0003133	AL2G14950	XP_018439486.1
OG0003134	AL3G36600	XP_018491747.1, XP_018486906.1
OG0003136	AL6G33530	XP_018444898.1, XP_018443260.1
OG0003137	nbis-gene-579	XP_018454105.1
OG0003138	AL271U10030, AL8G26690	XP_018470231.1, XP_018473283.1
OG0003139	AL7G27120	XP_018455528.1, XP_018454343.1, XP_018454344.1
OG0003140	AL264U10030, AL1G35210, AL1G35230	XP_018486667.1, XP_018438296.1
OG0003141	AL3G29990	XP_018489745.1, XP_018490034.1, XP_018490059.1
OG0003142	AL6G50640, AL1G12240	XP_018457959.1
OG0003143	AL6G50530	XP_018456004.1
OG0003144	AL5G36340	XP_018440194.1, XP_018440195.1
OG0003146	AL6G14090	XP_018445921.1
OG0003148	AL2G11720	XP_018456489.1, XP_018457695.1
OG0003150	AL2G41220	XP_018471536.1
OG0003150	AL1G27610	XP_018435395.1
OG0003152	AL1G28480	XP_018437586.1
OG0003153	AL2G39260	XP_018442842.1, XP_018442857.1
OG0003154	AL1G34250	XP_018468461.1, XP_018466273.1, XP_018447865.1
OG0003156	AL5G14600	XP_018437163.1, XP_018481207.1, XP_018481219.1
OG0003157	AL1G32220	XP_018443309.1
OG0003158	AL3G27340	XP_018464611.1, XP_018479505.1, XP_018479511.1
OG0003158	AL1G61660	XP_018493519.1, XP_018446968.1
OG0003159	AL4G32190	XP_018479907.1, XP_018479904.1, XP_018464752.1, XP_018438473.1, XP_018481767.1, XP_018481766.1, XP_018438139.1
OG0003160	AL4G32540, AL2G25230	XP_018474072.1, XP_018483938.1
OG0003161	AL6G19590	XP_018463897.1
OG0003161	AL5G24010	XP_018436491.1
OG0003163	AL7G41230	XP_018469218.1
OG0003163	AL3G37140	XP_018437886.1, XP_018437897.1
OG0003164	AL3G35540	XP_018487025.1
OG0003165	AL2G33260	XP_018442167.1, XP_018468245.1
OG0003166	AL1G30630	XP_018433417.1
OG0003167	AL5G17370	XP_018437459.1
OG0003168	nbis-gene-1943	XP_018479628.1, XP_018479629.1
OG0003168	AL5G19090	XP_018483893.1, XP_018458470.1
OG0003169	AL5G16990	XP_018477153.1
OG0003171	AL4G14820	XP_018457940.1
OG0003172	AL2G22670, AL2G22650	XP_018482076.1
OG0003172	AL2G22660	XP_018446457.1
OG0003173	AL1G57110	XP_018477609.1
OG0003175	AL8G17810, AL1G52820	XP_018460395.1, XP_018477608.1, XP_018434676.1
OG0003176	AL7G37120	XP_018484089.1, XP_018466271.1, XP_018463644.1, XP_018468378.1, XP_018467041.1
OG0003177	AL8G25540, AL8G25530	XP_018453660.1, XP_018453332.1, XP_018455648.1, XP_018462475.1, XP_018462276.1, XP_018469377.1
OG0003178	AL8G23630	XP_018473296.1
OG0003178	AL1G26390	XP_018484485.1
OG0003179	AL7G38480	XP_018470857.1, XP_018470869.1
OG0003179	AL4G31840	XP_018481811.1
OG0003180	AL7G37630, AL4G31190	XP_018463585.1, XP_018449414.1, XP_018472102.1
OG0003181	AL8G45120, AL5G31360	XP_018480439.1, XP_018439845.1, XP_018468187.1
OG0003182	AL5G42770	XP_018432801.1
OG0003182	AL3G24710	XP_018446529.1
OG0003183	AL5G41860, AL4G42690	XP_018459605.1, XP_018478390.1, XP_018491577.1, XP_018444714.1
OG0003184	AL5G40160	XP_018460877.1, XP_018467526.1, XP_018445091.1
OG0003185	AL5G44650	XP_018453614.1, XP_018478421.1
OG0003186	AL5G23760	XP_018438199.1
OG0003187	AL5G37330	XP_018491918.1
OG0003189	AL5G36090	XP_018491034.1
OG0003190	AL5G34650	XP_018486252.1
OG0003190	AL4G34010	XP_018484160.1
OG0003191	AL2G26770	XP_018452025.1, XP_018472474.1
OG0003192	AL3G51020, AL6G43520	XP_018492704.1
OG0003193	AL5G38050	XP_018458575.1, XP_018461052.1
OG0003194	AL100U10010, AL4G36520	XP_018477725.1, XP_018433808.1
OG0003195	AL4G13600	XP_018480297.1
OG0003195	AL7G13940	XP_018481804.1, XP_018472343.1, XP_018472353.1
OG0003196	AL4G16380	XP_018440017.1
OG0003197	AL6G46230	XP_018473164.1, XP_018473169.1
OG0003198	AL3G15730	XP_018487073.1
OG0003199	AL7G24150	XP_018469335.1, XP_018470190.1
OG0003200	AL6G40700	XP_018481734.1, XP_018438253.1
OG0003201	AL3G15720, AL6G39520	XP_018434342.1, XP_018486219.1
OG0003202	AL6G30310	XP_018476471.1
OG0003203	AL3G18500, AL3G18560	XP_018485862.1
OG0003206	AL3G24510	XP_018488741.1, XP_018489272.1, XP_018437747.1, XP_018437736.1, XP_018490999.1
OG0003208	AL3G31960	XP_018487580.1, XP_018435453.1, XP_018488247.1
OG0003211	AL1G14420	XP_018451114.1
OG0003211	AL1G21030	XP_018437802.1, XP_018469114.1
OG0003212	AL1G17260	XP_018471513.1, XP_018471500.1, XP_018448154.1
OG0003213	AL1G18840	XP_018449633.1
OG0003214	AL2G16650	XP_018436756.1
OG0003215	AL1G24330	XP_018437984.1, XP_018488934.1
OG0003216	AL1G24840	XP_018460875.1
OG0003217	AL5G11280, AL98U10010	XP_018478432.1, XP_018478796.1
OG0003218	AL1G29530	XP_018451953.1
OG0003219	AL1G36120	XP_018484053.1, XP_018438360.1
OG0003220	AL2G31610	XP_018455332.1
OG0003220	AL1G36180	XP_018483138.1
OG0003221	AL1G36440	XP_018440614.1
OG0003222	AL1G36480	XP_018470975.1
OG0003224	AL2G17270	XP_018453115.1
OG0003224	AL2G17210	XP_018453114.1
OG0003225	AL7G39240	XP_018481091.1, XP_018481673.1
OG0003226	AL1G54490	XP_018489448.1, XP_018482650.1
OG0003228	AL746U10010, AL7G17750	XP_018459414.1, XP_018459413.1, XP_018482020.1, XP_018482016.1
OG0003229	AL1G38980, AL1G50130	XP_018460426.1, XP_018448145.1, XP_018483898.1
OG0003230	AL7G25090	XP_018470292.1
OG0003230	AL2G19600	XP_018472149.1
OG0003231	AL5G13670	XP_018480908.1
OG0003231	AL5G13530	XP_018437340.1
OG0003232	AL4G12760	XP_018465659.1
OG0003232	AL1G60350, AL3G29500, AL3G45750, AL6G50810	XP_018459316.1, XP_018460962.1
OG0003233	AL7G14730, AL1G65990	XP_018480974.1, XP_018447662.1
OG0003236	AL4G12050	XP_018437137.1, XP_018483956.1
OG0003239	AL5G23970	XP_018436486.1
OG0003240	nbis-gene-1826	XP_018466525.1, XP_018462630.1
OG0003246	AL5G25610	XP_018440640.1
OG0003247	AL5G25720	XP_018440386.1
OG0003247	AL8G35700	XP_018491435.1
OG0003248	AL5G27420, AL5G27410	XP_018467211.1, XP_018465720.1, XP_018457465.1, XP_018440623.1
OG0003249	AL8G11800	XP_018434983.1, XP_018434781.1
OG0003250	AL6G25960	XP_018467487.1
OG0003250	AL3G10980	XP_018488339.1
OG0003251	AL6G24700	XP_018472582.1
OG0003252	AL6G22790	XP_018446331.1, XP_018455770.1
OG0003254	AL8G42510	XP_018493200.1
OG0003254	AL6G20740	XP_018475886.1
OG0003255	AL6G20720	XP_018444074.1
OG0003255	AL6G20710	XP_018443996.1
OG0003256	AL6G20630, AL6G20600	XP_018446157.1, XP_018475891.1, XP_018475892.1, XP_018471782.1
OG0003257	AL6G20070	XP_018473287.1, XP_018458588.1, XP_018442151.1
OG0003258	AL8G41670	XP_018487160.1
OG0003259	AL4G24480	XP_018433010.1
OG0003259	AL1G51360, AL6G15610	XP_018476440.1
OG0003260	AL4G25370	XP_018477840.1, XP_018476746.1
OG0003261	AL4G25450	XP_018434491.1, XP_018478294.1
OG0003262	AL1G15450	XP_018486190.1
OG0003262	AL80U10030, AL4G27260	XP_018439127.1
OG0003263	AL1G56240, AL1G56150	XP_018488101.1, XP_018488102.1, XP_018477533.1
OG0003264	AL4G28510, AL7G46580, AL7G46610, AL120U10020	XP_018464056.1, XP_018466710.1
OG0003265	AL7G50050	XP_018483953.1, XP_018483113.1, XP_018483112.1
OG0003266	AL1G38520	XP_018473886.1, XP_018447480.1
OG0003267	AL1G44360	XP_018464443.1
OG0003267	AL1G44340	XP_018491904.1
OG0003268	AL8G38440, AL8G38480	XP_018477565.1, XP_018465229.1
OG0003269	AL8G41330	XP_018488472.1, XP_018439924.1
OG0003270	AL8G37880	XP_018440358.1, XP_018466699.1, XP_018432816.1
OG0003271	AL6G34820	XP_018477375.1, XP_018457961.1
OG0003272	AL5G14020	XP_018448222.1
OG0003273	AL5G23460	XP_018465672.1, XP_018469573.1
OG0003273	AL6G34090	XP_018473462.1
OG0003274	AL3G51610	XP_018435855.1
OG0003275	AL3G24820, AL2G30990	XP_018493081.1, XP_018486333.1, XP_018434185.1
OG0003276	AL8G34650, AL7G45810	XP_018474224.1, XP_018474226.1, XP_018455615.1
OG0003277	AL7G26350	XP_018457653.1, XP_018484221.1, XP_018484222.1
OG0003278	nbis-gene-1334	XP_018433784.1, XP_018472304.1
OG0003279	AL5G29510, AL8G43350	XP_018441653.1, XP_018465167.1, XP_018486662.1
OG0003280	AL6G12940, AL6G12510	XP_018468240.1
OG0003281	AL1G23670	XP_018445038.1, XP_018463575.1, XP_018468284.1
OG0003282	AL1G37060, AL1G31870	XP_018488213.1, XP_018468197.1, XP_018460846.1, XP_018459398.1, XP_018443208.1
OG0003283	AL4G17320	XP_018459881.1, XP_018459265.1, XP_018432987.1
OG0003285	AL7G35260	XP_018478640.1, XP_018469979.1, XP_018469976.1
OG0003286	AL7G34350	XP_018458659.1, XP_018482594.1, XP_018469182.1, XP_018482595.1, XP_018469236.1
OG0003287	AL1G35730	XP_018452227.1, XP_018456644.1
OG0003288	AL8G40910, AL8G41190, AL8G41200, AL8G43360, AL8G41820, AL8G21440, AL5G41570	XP_018474893.1
OG0003289	AL3G36770	XP_018470163.1
OG0003290	AL3G36430	XP_018492375.1
OG0003290	AL7G40810	XP_018470779.1
OG0003291	AL2G11630	XP_018491197.1
OG0003292	AL1G38750	XP_018448298.1, XP_018450269.1, XP_018489148.1
OG0003293	nbis-gene-289	XP_018488120.1
OG0003295	AL7G36000	XP_018462847.1, XP_018454134.1, XP_018453906.1
OG0003297	AL835U10030	XP_018490373.1
OG0003298	AL7G34450	XP_018470200.1, XP_018471363.1
OG0003299	AL2G22290, AL8G25570	XP_018459274.1, XP_018475817.1
OG0003300	AL1G57840	XP_018445269.1
OG0003301	AL8G45520	XP_018472211.1
OG0003301	AL5G31810	XP_018440879.1
OG0003302	AL5G43940	XP_018432609.1
OG0003303	AL4G35890	XP_018473145.1
OG0003303	AL5G35220	XP_018484291.1
OG0003304	AL7G25610	XP_018467766.1, XP_018467765.1
OG0003305	AL3G41250	XP_018452118.1
OG0003306	AL3G41820	XP_018432599.1
OG0003306	AL8G21020	XP_018483316.1
OG0003307	AL1G40390, AL2G26540	XP_018445075.1
OG0003308	AL3G53200	XP_018491781.1, XP_018436987.1, XP_018436982.1
OG0003309	AL1G63250	XP_018450628.1, XP_018433210.1
OG0003310	AL1G52440	XP_018472411.1
OG0003311	AL4G46800	XP_018437948.1, XP_018441439.1
OG0003311	AL4G46790	XP_018478262.1, XP_018464362.1
OG0003312	AL2G36230	XP_018445323.1
OG0003312	AL4G43230	XP_018434067.1
OG0003313	AL7G16570	XP_018453007.1
OG0003314	AL3G15480	XP_018478348.1, XP_018485867.1
OG0003315	AL6G38310	XP_018441772.1
OG0003316	AL3G17070	XP_018491098.1
OG0003316	AL6G30330	XP_018446578.1
OG0003317	AL8G21720	XP_018434745.1, XP_018482885.1
OG0003318	AL3G29360, AL3G27770	XP_018486535.1, XP_018486550.1, XP_018487332.1, XP_018487217.1
OG0003319	AL3G29790	XP_018492321.1, XP_018440605.1
OG0003320	AL1G56520, AL1G56550	XP_018447646.1
OG0003320	AL3G32270	XP_018488559.1
OG0003321	AL7G19320	XP_018469308.1
OG0003322	AL7G51640	XP_018481820.1
OG0003323	AL3G36480, AL3G36490	XP_018490435.1
OG0003323	AL3G36500	XP_018459671.1
OG0003324	AL7G22020	XP_018482593.1, XP_018478849.1
OG0003324	AL3G52930	XP_018455879.1
OG0003325	AL8G23210	XP_018453648.1, XP_018458009.1
OG0003326	AL5G32230	XP_018440634.1, XP_018484974.1, XP_018484961.1
OG0003327	AL6G52110	XP_018456205.1
OG0003328	AL6G52390	XP_018474365.1, XP_018474377.1
OG0003329	AL7G21500	XP_018469527.1
OG0003330	AL1G17450	XP_018489408.1, XP_018461520.1, XP_018487414.1, XP_018434778.1
OG0003331	AL1G19170	XP_018465404.1, XP_018492384.1, XP_018450959.1
OG0003332	AL1G26300	XP_018447906.1
OG0003332	AL5G11930	XP_018483253.1
OG0003333	AL1G28020	XP_018433331.1, XP_018433313.1, XP_018490122.1
OG0003334	AL1G31910	XP_018482040.1, XP_018461426.1, XP_018461425.1, XP_018449524.1, XP_018450592.1, XP_018462008.1
OG0003335	AL1G33380	XP_018458491.1, XP_018445720.1, XP_018467932.1
OG0003336	AL2G31030	XP_018452835.1
OG0003337	AL2G30170	XP_018441228.1
OG0003337	AL1G36860	XP_018451208.1
OG0003338	AL1G38020, AL2G29300	XP_018456071.1, XP_018445969.1
OG0003339	AL8G44850	XP_018448623.1
OG0003339	AL8G44860	XP_018456863.1
OG0003340	AL7G37400	XP_018437294.1, XP_018439052.1
OG0003341	AL6G47190	XP_018437688.1, XP_018438059.1, XP_018461695.1, XP_018481863.1
OG0003342	AL2G23110	XP_018468051.1, XP_018490433.1, XP_018480976.1
OG0003343	AL7G22930, AL7G22920	XP_018467797.1
OG0003346	nbis-gene-816	YP_006665995.1
OG0003347	AL7G15550	XP_018449179.1, XP_018450115.1, XP_018450116.1, XP_018477189.1, XP_018453496.1, XP_018450063.1, XP_018450117.1
OG0003348	AL7G15570, nbis-gene-2233	XP_018481259.1, XP_018466529.1, XP_018469213.1
OG0003349	AL310U10010, AL7G17140	XP_018484477.1
OG0003350	AL7G19510	XP_018480244.1, XP_018480263.1, XP_018470799.1, XP_018451193.1
OG0003351	AL2G31750, AL2G31740	XP_018443506.1, XP_018446243.1
OG0003353	AL7G25270	XP_018451416.1, XP_018451441.1, XP_018483946.1
OG0003354	nbis-gene-140, nbis-gene-141	XP_018448068.1, XP_018489497.1
OG0003356	AL1G41370	XP_018489081.1
OG0003360	AL3G47040, AL3G46980	XP_018488156.1, XP_018490147.1
OG0003362	AL3G46020	XP_018461510.1, XP_018467649.1
OG0003364	nbis-gene-1218	XP_018464158.1, XP_018478686.1, XP_018434490.1
OG0003364	AL7G48570	XP_018480907.1
OG0003366	AL1G62400	XP_018466488.1
OG0003366	AL3G26700	XP_018490527.1, XP_018461936.1, XP_018490639.1, XP_018440603.1
OG0003372	AL5G27310	XP_018448768.1, XP_018434949.1, XP_018434944.1
OG0003373	AL1G41430	XP_018467688.1
OG0003373	AL1G41520	XP_018469307.1
OG0003374	AL1G47090	XP_018489025.1
OG0003375	AL8G25150	XP_018488540.1
OG0003375	AL2G37760	XP_018466451.1
OG0003376	AL3G43370	XP_018486665.1
OG0003377	AL6G27230	XP_018475805.1, XP_018461364.1
OG0003378	AL6G27120	XP_018442098.1
OG0003378	AL3G11990	XP_018464059.1
OG0003379	AL7G48170	XP_018455833.1, XP_018466159.1
OG0003381	AL6G23000	XP_018442764.1
OG0003381	AL3G23680	XP_018474875.1
OG0003382	nbis-gene-589, AL2G30430, AL1G67430	XP_018435777.1, XP_018435778.1
OG0003383	AL6G21300	XP_018474396.1
OG0003383	AL6G36640	XP_018477216.1
OG0003384	AL7G13160	XP_018449847.1
OG0003385	AL6G18570	XP_018446876.1
OG0003386	AL6G18110	XP_018476072.1, XP_018470406.1
OG0003387	AL7G28260	XP_018451126.1
OG0003388	AL7G28310	XP_018453546.1
OG0003389	AL4G27970, AL4G20060	XP_018463033.1, XP_018458358.1, XP_018438834.1
OG0003390	AL4G25040	XP_018435197.1, XP_018435196.1, XP_018479842.1
OG0003392	AL8G15900, AL8G15910	XP_018484881.1
OG0003393	AL4G30860	XP_018433134.1
OG0003393	AL1G44680	XP_018478912.1, XP_018477035.1
OG0003396	AL8G42060, AL6G20170	XP_018457904.1, XP_018474951.1
OG0003397	AL7G17940	XP_018461792.1, XP_018449377.1, XP_018468025.1, XP_018480782.1, XP_018493346.1
OG0003398	AL8G40260	XP_018458211.1
OG0003399	AL3G51140, AL8G39970	XP_018458184.1, XP_018458201.1, XP_018452513.1
OG0003400	AL8G39880	XP_018466241.1
OG0003400	AL5G27380	XP_018455039.1, XP_018488692.1, XP_018488700.1
OG0003401	AL6G35300, AL6G35310	XP_018458680.1
OG0003402	AL6G32480	XP_018468395.1, XP_018470597.1, XP_018442741.1
OG0003404	AL8G34910, AL5G26480	XP_018456453.1, XP_018472778.1
OG0003405	AL8G32490, AL2G30930, AL239U10010	XP_018475934.1, XP_018465492.1, XP_018457395.1
OG0003408	AL6G14640	XP_018475446.1, XP_018469509.1, XP_018461907.1, XP_018443901.1, XP_018446364.1
OG0003409	AL6G13010	XP_018474350.1, XP_018474347.1
OG0003409	nbis-gene-1444	XP_018475987.1, XP_018475342.1
OG0003410	AL3G20470	XP_018491679.1
OG0003410	AL6G11350	XP_018472605.1
OG0003411	AL6G10480, AL3G19870	XP_018434966.1
OG0003412	AL3G19840	XP_018491826.1, XP_018491493.1
OG0003413	AL3G23980	XP_018480608.1
OG0003414	AL2G39350	XP_018472283.1, XP_018448615.1, XP_018456237.1
OG0003415	AL7G11100	XP_018484165.1, XP_018454040.1, XP_018451025.1
OG0003416	AL2G36660	XP_018463696.1, XP_018477284.1, XP_018446995.1
OG0003417	AL1G63740	XP_018434588.1, XP_018450674.1, XP_018450769.1, XP_018491763.1, XP_018432538.1
OG0003418	AL1G62330	XP_018434857.1
OG0003419	AL1G61950, AL1G61940	XP_018492252.1
OG0003420	AL4G32720	XP_018479915.1, XP_018479914.1
OG0003421	AL3G38530	XP_018464052.1
OG0003421	AL7G42230	XP_018484315.1
OG0003422	AL7G13570	XP_018470452.1
OG0003423	AL2G33500	XP_018453494.1, XP_018454852.1, XP_018455928.1, XP_018445754.1
OG0003424	AL5G18110	XP_018454494.1, XP_018477414.1
OG0003425	AL1G38970	XP_018482125.1
OG0003426	AL7G35990	XP_018454968.1, XP_018454824.1
OG0003427	AL1G59730	XP_018432588.1, XP_018473903.1
OG0003428	AL1G59770	XP_018488118.1, XP_018490244.1
OG0003428	AL3G35370	XP_018490329.1
OG0003429	AL1G61250	XP_018441445.1
OG0003431	AL7G35570, AL7G35560	XP_018480798.1
OG0003432	AL7G35690	XP_018451947.1
OG0003433	AL5G30890	XP_018468978.1, XP_018481461.1
OG0003434	AL8G25630, AL8G25670	XP_018453344.1, XP_018476226.1
OG0003435	AL8G25510	XP_018461457.1, XP_018452535.1, XP_018462246.1, XP_018473833.1, XP_018472316.1, XP_018470136.1
OG0003438	AL7G33430	XP_018446744.1, XP_018485256.1
OG0003439	AL3G21950	XP_018460596.1, XP_018465642.1
OG0003439	AL3G22350, AL4G14330	XP_018438395.1, XP_018445847.1
OG0003440	AL7G31970	XP_018479184.1, XP_018462382.1, XP_018459197.1, XP_018448486.1, XP_018468874.1
OG0003441	AL7G44820, AL1G49060	XP_018451147.1, XP_018449609.1, XP_018458431.1
OG0003442	AL4G43550	XP_018435158.1
OG0003443	AL4G41200, AL5G40420	XP_018486283.1, XP_018446672.1
OG0003444	AL4G39500	XP_018477125.1, XP_018473067.1, XP_018439307.1, XP_018473066.1
OG0003445	AL5G38460	XP_018446163.1, XP_018458563.1
OG0003446	AL4G37970	XP_018458719.1, XP_018480853.1
OG0003447	AL3G42760	XP_018491377.1, XP_018489558.1, XP_018489566.1
OG0003448	AL3G39820, AL4G17820	XP_018433912.1, XP_018491298.1, XP_018491297.1, XP_018486189.1, XP_018486229.1
OG0003449	AL7G14320	XP_018457662.1, XP_018451621.1, XP_018471964.1, XP_018471950.1
OG0003450	AL4G11920	XP_018434214.1, XP_018478672.1
OG0003451	AL3G54010	XP_018433257.1
OG0003452	AL6G43400	XP_018459452.1, XP_018452161.1
OG0003452	AL1G48590	XP_018462170.1
OG0003453	AL5G30070, AL6G40800, AL4G46990	XP_018481687.1, XP_018436474.1, XP_018477954.1
OG0003454	AL4G46930, AL3G49500	XP_018456026.1, XP_018434164.1, XP_018483573.1
OG0003455	AL4G44960	XP_018466875.1, XP_018481797.1, XP_018480837.1, XP_018437700.1
OG0003456	AL4G43870, AL364U10030	XP_018437287.1
OG0003457	AL4G42820	XP_018480307.1, XP_018480284.1
OG0003457	AL5G41980	XP_018433817.1
OG0003458	AL4G42780	XP_018433820.1
OG0003459	AL3G17060	XP_018462417.1, XP_018489090.1
OG0003460	AL3G17200	XP_018493525.1, XP_018493526.1
OG0003460	AL3G17220	XP_018435305.1
OG0003461	AL3G17740	XP_018488313.1
OG0003462	AL3G20090, AL3G20300	XP_018486251.1, XP_018492595.1
OG0003463	AL5G11970, AL3G23010	XP_018485438.1
OG0003464	AL3G23520	XP_018434854.1, XP_018491055.1, XP_018466759.1, XP_018464816.1, XP_018466018.1
OG0003465	AL3G27280, AL3G25540	XP_018490167.1, XP_018433012.1, XP_018486387.1
OG0003466	AL3G25750, AL3G25760	XP_018434667.1, XP_018488698.1
OG0003467	AL3G28520	XP_018492116.1
OG0003468	AL7G28870, AL7G28860	XP_018472483.1, XP_018472484.1
OG0003469	AL7G21230	XP_018454475.1, XP_018454521.1
OG0003470	AL1G19360	XP_018451210.1, XP_018493230.1, XP_018481900.1
OG0003471	AL1G18400, AL1G18390	XP_018451514.1
OG0003472	AL1G20040	XP_018450100.1, XP_018460009.1, XP_018450060.1, XP_018459388.1, XP_018486546.1, XP_018441520.1, XP_018464428.1
OG0003473	AL1G20580	XP_018487299.1, XP_018480513.1
