Orthogroup	Arabidopsis_lyrata_Rawat	Rorippa_islandica
OG0002698	AL7G47410	Roisl.0009s0038.1.p, Roisl.0009s0027.1.p, Roisl.0204s0028.1.p, Roisl.0017s0298.1.p
OG0002698	AL7G47390, AL7G47750	Roisl.0009s0028.1.p
OG0002699	AL8G26160	Roisl.0189s0181.1.p
OG0002699	AL604U10010, AL8G26170	Roisl.0189s0180.1.p
OG0002700	AL4G39720	Roisl.0189s0152.1.p
OG0002705	AL7G25540	Roisl.0022s0390.1.p
OG0002705	AL8G29840	Roisl.0052s0003.1.p
OG0002706	AL6G28840	Roisl.0210s1473.1.p
OG0002708	AL6G25760	Roisl.0210s1199.1.p
OG0002708	AL3G10880	Roisl.0016s0085.1.p
OG0002710	AL6G22820	Roisl.0210s0928.1.p
OG0002711	AL6G20140	Roisl.0210s0684.1.p
OG0002711	AL8G42020	Roisl.0024s0343.1.p
OG0002712	AL7G52750	Roisl.0046s0050.1.p
OG0002712	AL7G52760	Roisl.0046s0051.1.p
OG0002713	AL4G33610	Roisl.0017s0064.1.p
OG0002713	AL6G19370	Roisl.0210s0616.1.p
OG0002714	AL8G38150	Roisl.0080s0108.1.p
OG0002714	AL6G18000	Roisl.0210s0507.1.p
OG0002715	AL4G22800	Roisl.0204s0047.1.p
OG0002715	AL1G18670	Roisl.0091s1108.1.p
OG0002716	AL4G22590, AL4G22580	Roisl.0204s0032.1.p, Roisl.0204s0031.1.p
OG0002717	AL4G26920	Roisl.0017s0494.1.p
OG0002717	AL1G15740	Roisl.0091s0844.1.p
OG0002718	AL1G14170	Roisl.0210s0389.1.p
OG0002718	AL4G28980	Roisl.0028s0730.1.p
OG0002719	AL6G12230	Roisl.0030s0012.1.p
OG0002719	AL8G16520, AL37U10030	Roisl.0012s0179.1.p, Roisl.0012s0156.1.p, Roisl.0012s0167.1.p, Roisl.0012s0161.1.p
OG0002720	AL7G27570, AL7G27580	Roisl.0022s0199.1.p, Roisl.0022s0198.1.p
OG0002721	AL1G53740	Roisl.0013s0203.1.p
OG0002721	AL8G18490	Roisl.0055s0028.1.p
OG0002723	AL4G30570	Roisl.0028s0867.1.p
OG0002723	AL1G44020	Roisl.0213s0275.1.p
OG0002724	AL1G45650	Roisl.0213s0391.1.p
OG0002724	AL4G31090	Roisl.0028s0922.1.p
OG0002725	AL5G44840	Roisl.0018s0342.1.p
OG0002726	AL6G37090	Roisl.0046s0217.1.p
OG0002727	AL5G21270	Roisl.0208s0037.1.p
OG0002727	AL6G32340	Roisl.0210s1806.1.p
OG0002728	AL5G23750	Roisl.0019s0084.1.p
OG0002728	AL8G37270	Roisl.0080s0201.1.p
OG0002729	AL5G24200	Roisl.0209s0265.1.p
OG0002729	AL8G36840	Roisl.0080s0244.1.p
OG0002730	AL7G41310	Roisl.0002s0264.1.p
OG0002731	AL8G31620	Roisl.0080s0726.1.p
OG0002731	AL7G26370	Roisl.0022s0313.1.p
OG0002732	AL5G28930	Roisl.0046s0851.1.p
OG0002733	AL6G17400	Roisl.0210s0454.1.p
OG0002733	AL8G39050	Roisl.0080s0023.1.p
OG0002734	AL6G16380	Roisl.0042s0027.1.p
OG0002734	AL3G23210	Roisl.0074s0842.1.p
OG0002735	AL4G38080	Roisl.0028s0609.1.p
OG0002735	AL6G15360	Roisl.0042s0119.1.p
OG0002736	AL6G14670	Roisl.0042s0160.1.p
OG0002736	AL3G22180	Roisl.0074s0941.1.p
OG0002737	AL6G13120	Roisl.0030s0084.1.p
OG0002738	AL7G24320	Roisl.0022s0502.1.p
OG0002738	AL3G53790	Roisl.0214s0493.1.p
OG0002740	AL3G19940	Roisl.0079s0251.1.p
OG0002740	AL6G10520	Roisl.0034s0052.1.p
OG0002741	AL1G28990	Roisl.0007s0451.1.p
OG0002741	AL2G39310	Roisl.0115s0239.1.p
OG0002742	nbis-gene-890	Roisl.0066s0204.1.p
OG0002743	AL7G25560	Roisl.0022s0388.1.p
OG0002743	AL8G29870	Roisl.0052s0001.1.p
OG0002744	AL3G26080	Roisl.0074s0587.1.p
OG0002744	AL1G63040	Roisl.0006s0508.1.p
OG0002745	AL1G61960	Roisl.0006s0419.1.p
OG0002745	AL3G27140	Roisl.0074s0484.1.p
OG0002746	AL3G27620	Roisl.0074s0443.1.p
OG0002746	AL1G61540	Roisl.0006s0387.1.p
OG0002747	AL5G22490	Roisl.0037s0016.1.p
OG0002747	AL7G19120	Roisl.0003s0285.1.p
OG0002748	AL8G23640	Roisl.0076s0003.1.p
OG0002748	AL7G28600	Roisl.0022s0105.1.p
OG0002749	AL7G42740	Roisl.0075s0091.1.p
OG0002750	AL2G23570	Roisl.0209s0063.1.p
OG0002751	AL9U11050	Roisl.0058s0077.1.p
OG0002751	AL7G40350, AL7G40310	Roisl.0002s0191.1.p
OG0002752	AL3G35770	Roisl.0115s0517.1.p
OG0002752	AL7G40160	Roisl.0002s0166.1.p
OG0002753	AL2G24620	Roisl.0024s0031.1.p
OG0002754	AL7G39390	Roisl.0002s0092.1.p
OG0002754	AL3G29550	Roisl.0074s0284.1.p
OG0002755	AL1G30570	Roisl.0007s0316.1.p
OG0002755	AL2G33420	Roisl.0019s0115.1.p
OG0002756	AL1G24780, AL165U10010	Roisl.0021s0408.1.p
OG0002756	AL4G20530	Roisl.0021s0407.1.p, Roisl.0066s0058.1.p
OG0002757	AL7G23730	Roisl.0044s0024.1.p
OG0002757	AL3G47860	Roisl.0214s0425.1.p
OG0002758	AL3G47950	Roisl.0214s0417.1.p
OG0002758	AL7G23400	Roisl.0044s0053.1.p
OG0002760	AL7G48690	Roisl.0009s0139.1.p
OG0002761	AL2G29140	Roisl.0019s0550.1.p
OG0002761	AL1G38460	Roisl.0191s0296.1.p
OG0002762	AL7G13700	Roisl.0001s0345.1.p
OG0002762	AL4G13330	Roisl.0006s0585.1.p
OG0002763	AL1G59430	Roisl.0006s0209.1.p
OG0002763	AL3G35060	Roisl.0115s0445.1.p
OG0002764	AL1G59590	Roisl.0006s0223.1.p
OG0002764	AL3G35270	Roisl.0115s0466.1.p
OG0002765	AL1G60030, AL1G60020	Roisl.0006s0256.1.p
OG0002766	AL9U11040	Roisl.0058s0073.1.p
OG0002766	AL2G22880, AL2G24350, AL3G40740	Roisl.0053s0173.1.p
OG0002767	AL4G31750	Roisl.0028s0990.1.p
OG0002768	AL7G36190, AL7G36200	Roisl.0091s0503.1.p
OG0002769	AL8G10630	Roisl.0005s0040.1.p
OG0002769	AL7G37300	Roisl.0091s0598.1.p
OG0002770	AL8G10580	Roisl.0005s0036.1.p
OG0002770	AL7G37370	Roisl.0091s0605.1.p
OG0002771	AL5G30460	Roisl.0046s0973.1.p
OG0002771	AL8G44340	Roisl.0024s0564.1.p
OG0002772	AL4G34930	Roisl.0017s0153.1.p
OG0002773	AL7G30950	Roisl.0209s0262.1.p, Roisl.0091s0061.1.p
OG0002775	AL6G25460	Roisl.0210s1171.1.p
OG0002775	AL3G10640	Roisl.0016s0062.1.p
OG0002776	AL4G47000	Roisl.0067s0074.1.p
OG0002776	AL5G45320	Roisl.0018s0390.1.p
OG0002777	AL4G43920	Roisl.0028s0101.1.p
OG0002777	AL5G42540	Roisl.0018s0146.1.p
OG0002778	AL5G41460	Roisl.0018s0067.1.p
OG0002778	AL4G42150	Roisl.0028s0266.1.p
OG0002779	AL4G38540	Roisl.0028s0559.1.p
OG0002780	AL5G36110	Roisl.0046s1492.1.p
OG0002780	AL5G36120	Roisl.0046s1493.1.p
OG0002781	AL3G26550	Roisl.0074s0540.1.p, Roisl.0074s0539.1.p
OG0002782	AL4G33520	Roisl.0017s0054.1.p
OG0002782	AL5G34300	Roisl.0046s1314.1.p
OG0002783	AL5G33960	Roisl.0046s1284.1.p
OG0002784	AL3G42800	Roisl.0213s0718.1.p
OG0002785	AL3G39710	Roisl.0053s0250.1.p
OG0002786	AL3G52080	Roisl.0066s0033.1.p, Roisl.0066s0031.1.p
OG0002787	AL1G13510	Roisl.0210s0326.1.p
OG0002788	AL5G11000	Roisl.0011s0094.1.p
OG0002788	AL1G26710	Roisl.0007s0667.1.p
OG0002790	AL4G36760	Roisl.0017s0314.1.p
OG0002790	AL4G36780	Roisl.0017s0315.1.p
OG0002791	AL7G11020	Roisl.0115s0690.1.p
OG0002791	AL4G10610	Roisl.0082s0140.1.p
OG0002792	AL6G41460	Roisl.0032s0074.1.p
OG0002792	AL1G49950	Roisl.0048s0042.1.p
OG0002793	AL1G48710	Roisl.0056s0032.1.p
OG0002793	AL2G31410	Roisl.0019s0337.1.p
OG0002794	AL5G11320	Roisl.0011s0118.1.p
OG0002794	AL5G11340, AL5G11230	Roisl.0011s0117.1.p
OG0002795	AL3G16550	Roisl.0039s0116.1.p
OG0002795	AL6G38670	Roisl.0046s0337.1.p
OG0002796	AL6G40360	Roisl.0046s0457.1.p
OG0002796	AL3G15740	Roisl.0039s0053.1.p
OG0002797	AL5G41840	Roisl.0018s0087.1.p
OG0002798	AL4G42310	Roisl.0028s0254.1.p
OG0002799	AL8G10960	Roisl.0005s0064.1.p
OG0002799	AL7G37010	Roisl.0091s0572.1.p
OG0002800	AL3G14060, AL492U10010, AL3G14140, AL3G14100, AL3G14150	Roisl.0016s0358.1.p
OG0002802	nbis-gene-1593	Roisl.0046s0433.1.p
OG0002802	AL3G15380	Roisl.0039s0022.1.p
OG0002803	AL3G17010	Roisl.0039s0163.1.p
OG0002803	AL6G30440	Roisl.0210s1619.1.p
OG0002804	AL3G17040	Roisl.0039s0166.1.p
OG0002804	AL6G30380	Roisl.0210s1613.1.p
OG0002805	AL6G51200	Roisl.0191s0588.1.p
OG0002805	AL3G44080	Roisl.0038s0005.1.p
OG0002806	AL3G27790	Roisl.0074s0429.1.p
OG0002807	AL3G29930	Roisl.0074s0249.1.p
OG0002807	AL7G38960	Roisl.0002s0053.1.p
OG0002808	AL1G55770	Roisl.0013s0057.1.p
OG0002808	AL3G31900	Roisl.0074s0073.1.p
OG0002809	AL8G37450, AL1G58630	Roisl.0006s0150.1.p
OG0002810	AL3G37790	Roisl.0053s0378.1.p
OG0002810	AL7G41690	Roisl.0075s0195.1.p
OG0002811	AL1G24830	Roisl.0021s0412.1.p
OG0002811	AL1G24810	Roisl.0021s0411.1.p
OG0002812	AL1G21560	Roisl.0021s0138.1.p
OG0002812	AL2G15780	Roisl.0214s0562.1.p
OG0002813	AL1G22580	Roisl.0021s0226.1.p
OG0002814	AL1G22720	Roisl.0021s0242.1.p
OG0002814	AL2G14290	Roisl.0209s0647.1.p
OG0002815	AL2G13050	Roisl.0189s0250.1.p, Roisl.0010s0071.1.p
OG0002815	AL1G23580	Roisl.0021s0318.1.p
OG0002816	AL1G23730	Roisl.0021s0330.1.p
OG0002816	AL2G12840	Roisl.0010s0085.1.p
OG0002817	AL1G29560	Roisl.0019s0268.1.p
OG0002818	AL2G32380	Roisl.0019s0225.1.p
OG0002818	AL1G29790	Roisl.0007s0378.1.p
OG0002819	AL2G30530	Roisl.0019s0428.1.p, Roisl.0019s0434.1.p
OG0002819	AL1G36620	Roisl.0191s0141.1.p
OG0002820	nbis-gene-1229	Roisl.0001s0384.1.p, Roisl.0209s0592.1.p
OG0002820	nbis-gene-1761	Roisl.0044s0050.1.p
OG0002821	AL7G47740	Roisl.0009s0063.1.p
OG0002821	AL2G10830	Roisl.0050s0078.1.p
OG0002822	AL1G56260, AL1G56180	Roisl.0013s0018.1.p
OG0002823	AL7G13850, AL7G13840	Roisl.0001s0324.1.p
OG0002824	AL8G13800	Roisl.0005s0351.1.p
OG0002825	AL7G15430	Roisl.0001s0189.1.p
OG0002826	AL4G16980	Roisl.0023s0094.1.p
OG0002826	AL7G19430	Roisl.0003s0259.1.p
OG0002827	AL7G17780	Roisl.0008s0316.1.p
OG0002827	AL3G46040	Roisl.0040s0003.1.p
OG0002828	AL7G20280	Roisl.0003s0189.1.p
OG0002829	AL6G51790	Roisl.0191s0635.1.p, Roisl.0191s0636.1.p
OG0002830	AL1G60980	Roisl.0006s0326.1.p
OG0002831	AL4G33860, AL4G33850	Roisl.0010s0141.1.p, Roisl.0027s0007.1.p
OG0002832	AL8G24290, AL8G23220, AL3G30620	Roisl.0074s0189.1.p
OG0002833	nbis-gene-1749	Roisl.0003s0014.1.p
OG0002834	AL5G43600	Roisl.0018s0255.1.p, Roisl.0018s0254.1.p
OG0002835	AL5G18520	Roisl.0188s0114.1.p
OG0002836	nbis-gene-1995	Roisl.0209s0650.1.p
OG0002836	AL7G15460	Roisl.0001s0186.1.p
OG0002836	nbis-gene-1587	Roisl.0001s0187.1.p
OG0002837	AL8G27810	Roisl.0031s0090.1.p
OG0002837	nbis-gene-1768	Roisl.0022s0462.1.p
OG0002839	nbis-gene-1959	Roisl.0210s1836.1.p, Roisl.0012s0135.1.p, Roisl.0020s0164.1.p, Roisl.0020s0177.1.p
OG0002844	AL5G12570	Roisl.0011s0186.1.p
OG0002844	AL6G52060	Roisl.0200s0021.1.p
OG0002845	AL3G13140	Roisl.0016s0282.1.p
OG0002845	AL6G28600	Roisl.0210s1450.1.p
OG0002846	AL3G10080	Roisl.0016s0011.1.p
OG0002846	AL6G24720	Roisl.0210s1106.1.p
OG0002847	AL6G24580	Roisl.0210s1091.1.p
OG0002848	AL5G12040, AL5G12300, AL7G43090	Roisl.0075s0054.1.p
OG0002848	AL3G39700	Roisl.0053s0252.1.p
OG0002849	nbis-gene-1120	Roisl.0017s0326.1.p
OG0002850	AL6G21940	Roisl.0210s0846.1.p
OG0002850	AL6G37140	Roisl.0046s0213.1.p
OG0002851	AL6G21820	Roisl.0210s0836.1.p
OG0002852	AL1G30320	Roisl.0046s0577.1.p
OG0002852	AL6G38710	Roisl.0046s0341.1.p
OG0002853	AL6G34580	Roisl.0210s1997.1.p
OG0002853	AL6G18770	Roisl.0210s0579.1.p
OG0002854	AL4G20790	Roisl.0209s0491.1.p, Roisl.0046s0672.1.p
OG0002855	AL4G22440	Roisl.0204s0016.1.p
OG0002856	AL4G25340	Roisl.0033s0064.1.p
OG0002856	AL1G16910	Roisl.0091s0953.1.p
OG0002857	AL1G16070	Roisl.0091s0879.1.p
OG0002858	AL4G27980	Roisl.0028s0641.1.p
OG0002858	AL1G14830	Roisl.0091s0759.1.p
OG0002859	AL1G14910	Roisl.0091s0766.1.p
OG0002859	AL4G27840	Roisl.0028s0632.1.p
OG0002860	AL4G28230	Roisl.0028s0663.1.p
OG0002860	AL1G14580	Roisl.0091s0730.1.p
OG0002861	AL4G28850	Roisl.0028s0717.1.p
OG0002861	AL1G14290	Roisl.0091s0701.1.p
OG0002862	AL1G18200, AL7G46970, AL7G46960, AL6G53580	Roisl.0091s1071.1.p
OG0002863	AL7G27410	Roisl.0022s0217.1.p
OG0002863	AL7G27390	Roisl.0022s0220.1.p
OG0002864	AL5G37210	Roisl.0019s0335.1.p
OG0002865	AL4G31640	Roisl.0028s0979.1.p
OG0002865	AL1G45830	Roisl.0213s0450.1.p
OG0002866	nbis-gene-191	Roisl.0213s0470.1.p
OG0002867	AL212U10010, AL4G31610	Roisl.0028s0974.1.p
OG0002868	AL8G43630	Roisl.0024s0491.1.p
OG0002868	AL5G29800, AL8G14300	Roisl.0046s0919.1.p
OG0002869	AL8G43410	Roisl.0024s0468.1.p
OG0002869	AL5G29520	Roisl.0046s0904.1.p
OG0002870	AL8G40820	Roisl.0024s0247.1.p
OG0002870	AL6G19290	Roisl.0210s0609.1.p
OG0002871	AL8G40430	Roisl.0024s0211.1.p
OG0002872	AL8G38410	Roisl.0080s0080.1.p
OG0002872	AL8G38490	Roisl.0080s0079.1.p
OG0002873	AL6G32770	Roisl.0210s1842.1.p
OG0002874	AL7G26110	Roisl.0022s0337.1.p
OG0002874	AL8G30810	Roisl.0080s0806.1.p
OG0002875	AL8G30840	Roisl.0080s0803.1.p, Roisl.0048s0010.1.p
OG0002875	AL7G26130	Roisl.0022s0335.1.p
OG0002877	AL2G12310	Roisl.0010s0138.1.p
OG0002878	nbis-gene-1458	Roisl.0011s0194.1.p, Roisl.0030s0190.1.p
OG0002879	AL6G13720	Roisl.0030s0138.1.p
OG0002879	AL3G21580	Roisl.0074s1001.1.p
OG0002880	AL7G48090	Roisl.0009s0091.1.p
OG0002880	AL2G11340	Roisl.0010s0202.1.p
OG0002881	AL2G41290, AL4G18200	Roisl.0012s0360.1.p
OG0002882	AL2G24560, AL2G24400	Roisl.0024s0028.1.p
OG0002883	AL2G38940	Roisl.0004s0042.1.p
OG0002883	AL1G29220, AL7G51000	Roisl.0007s0426.1.p
OG0002884	AL5G29710	Roisl.0046s0914.1.p
OG0002885	AL3G37360	Roisl.0053s0407.1.p
OG0002886	AL4G32860	Roisl.0054s0042.1.p
OG0002886	AL5G34000	Roisl.0046s1288.1.p
OG0002887	AL7G28830	Roisl.0008s0254.1.p
OG0002888	AL9U11880, AL9U11820	Roisl.0082s0048.1.p, Roisl.0082s0047.1.p
OG0002889	AL3G40290	Roisl.0053s0197.1.p
OG0002890	AL9U10300	Roisl.0058s0025.1.p
OG0002891	AL1G33940	Roisl.0007s0041.1.p
OG0002892	AL2G34280	Roisl.0004s0458.1.p
OG0002893	AL8G13120	Roisl.0005s0293.1.p
OG0002893	AL6G32000	Roisl.0210s1769.1.p
OG0002894	AL8G13850	Roisl.0005s0164.1.p
OG0002895	AL3G28250	Roisl.0074s0388.1.p
OG0002895	AL1G61050	Roisl.0006s0332.1.p
OG0002896	AL7G27440	Roisl.0022s0214.1.p, Roisl.0022s0213.1.p
OG0002897	AL3G47200, AL3G47210	Roisl.0045s0066.1.p, Roisl.0001s0001.1.p
OG0002898	AL4G42560, AL8G10940	Roisl.0005s0062.1.p
OG0002899	AL7G16460	Roisl.0001s0080.1.p
OG0002899	AL3G49160	Roisl.0066s0326.1.p
OG0002900	AL7G30530	Roisl.0091s0017.1.p
OG0002900	AL6G46520	Roisl.0213s0540.1.p
OG0002902	AL6G48230	Roisl.0082s0223.1.p
OG0002902	nbis-gene-1804, AL3G50460	Roisl.0091s0132.1.p
OG0002903	AL5G31600	Roisl.0046s1068.1.p
OG0002903	AL8G45250	Roisl.0024s0650.1.p
OG0002904	AL8G45450	Roisl.0024s0665.1.p
OG0002904	AL5G31670	Roisl.0046s1075.1.p
OG0002905	AL8G45600	Roisl.0024s0677.1.p
OG0002906	AL4G46820	Roisl.0035s0011.1.p
OG0002906	AL5G45070, AL2G23490	Roisl.0018s0361.1.p
OG0002907	nbis-gene-1410	Roisl.0018s0345.1.p
OG0002907	AL4G46490	Roisl.0035s0038.1.p
OG0002908	AL5G44160	Roisl.0018s0290.1.p
OG0002909	AL4G45630	Roisl.0035s0116.1.p
OG0002910	AL5G43060	Roisl.0018s0198.1.p
OG0002911	AL4G42670	Roisl.0028s0213.1.p
OG0002913	nbis-gene-1362	Roisl.0046s1435.1.p
OG0002914	AL8G28130	Roisl.0031s0115.1.p
OG0002914	AL7G24720	Roisl.0022s0460.1.p
OG0002915	AL3G43810	Roisl.0015s0179.1.p, Roisl.0038s0030.1.p
OG0002916	AL7G14630	Roisl.0001s0265.1.p
OG0002916	AL3G51370	Roisl.0066s0094.1.p
OG0002917	AL8G33340	Roisl.0080s0565.1.p
OG0002918	AL68U10030, AL4G34730	Roisl.0017s0134.1.p
OG0002919	AL6G30700, AL6G30710	Roisl.0210s1642.1.p
OG0002921	AL3G12860	Roisl.0016s0260.1.p
OG0002922	AL6G39750	Roisl.0046s0422.1.p
OG0002922	AL3G15500	Roisl.0039s0034.1.p
OG0002923	AL88U10040, AL3G16400	Roisl.0039s0104.1.p
OG0002923	AL6G38910	Roisl.0046s0353.1.p
OG0002924	AL3G19360	Roisl.0079s0198.1.p
OG0002924	AL3G25440	Roisl.0074s0636.1.p
OG0002925	AL3G19960, AL3G19950	Roisl.0079s0252.1.p
OG0002926	AL3G21240	Roisl.0074s1027.1.p
OG0002926	AL3G21250	Roisl.0074s1026.1.p
OG0002927	AL3G25120, AL3G25110	Roisl.0213s0763.1.p, Roisl.0074s0663.1.p
OG0002928	AL3G27330	Roisl.0074s0466.1.p
OG0002928	AL1G61680	Roisl.0006s0398.1.p
OG0002930	AL3G28490	Roisl.0074s0368.1.p
OG0002930	AL3G28480	Roisl.0074s0369.1.p
OG0002931	AL3G31230	Roisl.0074s0131.1.p
OG0002931	AL3G31240	Roisl.0074s0130.1.p
OG0002932	AL3G31370	Roisl.0074s0117.1.p
OG0002932	AL3G31360	Roisl.0074s0119.1.p
OG0002933	AL3G32800	Roisl.0115s0362.1.p
OG0002935	AL3G35890	Roisl.0115s0530.1.p
OG0002936	AL3G35810	Roisl.0115s0523.1.p
OG0002937	AL2G20410	Roisl.0022s0033.1.p
OG0002938	AL6G53070	Roisl.0191s0469.1.p
OG0002938	AL1G10780	Roisl.0210s0077.1.p
OG0002939	AL6G51630	Roisl.0191s0620.1.p
OG0002940	AL4G26340, AL163U10030	Roisl.0033s0124.1.p
OG0002940	AL1G16170	Roisl.0091s0888.1.p
OG0002941	nbis-gene-88	Roisl.0007s0621.1.p
OG0002942	AL1G32480	Roisl.0007s0157.1.p
OG0002943	AL2G11670, AL2G11680	Roisl.0010s0177.1.p
OG0002944	AL2G15250	Roisl.0209s0747.1.p
OG0002944	AL2G15260	Roisl.0209s0749.1.p
OG0002945	AL2G18530, AL2G18540	Roisl.0214s0799.1.p
OG0002946	AL4G13080	Roisl.0046s0500.1.p
OG0002947	AL7G32210, AL7G31640	Roisl.0091s0153.1.p
OG0002947	AL6G48420	Roisl.0082s0248.1.p
OG0002948	AL7G10910	Roisl.0115s0701.1.p
OG0002949	AL5G17400	Roisl.0115s0668.1.p
OG0002949	AL7G11220	Roisl.0115s0671.1.p
OG0002950	AL7G12800	Roisl.0001s0418.1.p
OG0002950	AL4G12230	Roisl.0046s0564.1.p
OG0002951	AL7G15480	Roisl.0001s0184.1.p
OG0002951	AL3G50630	Roisl.0066s0176.1.p
OG0002952	AL7G19440	Roisl.0003s0257.1.p
OG0002952	AL4G16970	Roisl.0023s0093.1.p
OG0002953	AL4G19200	Roisl.0027s0135.1.p
OG0002953	AL7G18330	Roisl.0008s0264.1.p
OG0002954	AL4G16690	Roisl.0023s0062.1.p
OG0002954	AL7G19730	Roisl.0003s0229.1.p
OG0002955	AL7G19890	Roisl.0003s0215.1.p
OG0002955	AL4G16490	Roisl.0023s0035.1.p
OG0002956	AL6G30340	Roisl.0053s0275.1.p
OG0002957	AL6G51270, AL6G51310, AL6G51290	Roisl.0191s0595.1.p
OG0002958	AL3G53770	Roisl.0214s0491.1.p
OG0002958	AL7G24280	Roisl.0022s0506.1.p
OG0002960	AL2G26190	Roisl.0189s0217.1.p, Roisl.0057s0012.1.p, Roisl.0002s0189.1.p, Roisl.0046s0517.1.p, Roisl.0082s0103.1.p, Roisl.0213s0658.1.p, Roisl.0110s0001.1.p, Roisl.0210s2117.1.p, Roisl.0041s0039.1.p, Roisl.0210s2201.1.p
OG0002961	AL1G64080, AL1G63810, AL1G64360	Roisl.0007s0780.1.p
OG0002962	AL7G12610	Roisl.0001s0435.1.p
OG0002962	AL2G20220	Roisl.0022s0009.1.p
OG0002963	nbis-gene-715, AL3G29940	Roisl.0074s0248.1.p
OG0002963	AL3G30060	Roisl.0074s0233.1.p
OG0002964	nbis-gene-1012	Roisl.0115s0084.1.p, Roisl.0022s0010.1.p
OG0002971	AL6G15340	Roisl.0042s0121.1.p
OG0002972	AL7G21670	Roisl.0003s0058.1.p
OG0002973	AL8G19000, AL3G18970	Roisl.0079s0159.1.p
OG0002975	AL6G38780, AL6G37640, AL6G39390	Roisl.0214s0022.1.p
OG0002976	AL6G27890	Roisl.0210s1392.1.p
OG0002976	AL3G12530	Roisl.0016s0237.1.p
OG0002977	AL6G26890	Roisl.0210s1299.1.p
OG0002978	AL3G10200	Roisl.0016s0021.1.p
OG0002978	AL6G24790	Roisl.0210s1113.1.p
OG0002979	AL6G23940	Roisl.0210s1024.1.p
OG0002980	AL7G10750	Roisl.0209s0072.1.p, Roisl.0075s0209.1.p, Roisl.0046s0687.1.p, Roisl.0075s0210.1.p
OG0002981	AL6G20840	Roisl.0210s0752.1.p
OG0002981	AL8G42820	Roisl.0024s0418.1.p
OG0002982	AL6G20240	Roisl.0210s0693.1.p
OG0002982	AL8G42110	Roisl.0024s0354.1.p
OG0002983	AL6G43360, AL7G29850	Roisl.0046s0329.1.p, Roisl.0008s0160.1.p
OG0002984	AL6G18840	Roisl.0210s0585.1.p
OG0002985	AL1G17300	Roisl.0091s0986.1.p
OG0002985	AL4G24750	Roisl.0033s0013.1.p
OG0002986	AL4G40690	Roisl.0028s0388.1.p, Roisl.0026s0118.1.p
OG0002987	AL8G15960	Roisl.0012s0224.1.p
OG0002988	AL8G18200	Roisl.0214s0308.1.p
OG0002988	AL1G41170	Roisl.0213s0027.1.p
OG0002989	AL4G30740	Roisl.0028s0885.1.p
OG0002990	AL1G44790	Roisl.0213s0335.1.p
OG0002990	AL1G44780	Roisl.0213s0334.1.p
OG0002991	AL1G46740	Roisl.0209s0173.1.p
OG0002992	AL8G43970	Roisl.0024s0527.1.p
OG0002993	AL5G29990	Roisl.0046s0935.1.p
OG0002994	AL8G43800	Roisl.0024s0510.1.p
OG0002995	AL8G37520	Roisl.0080s0173.1.p, Roisl.0080s0174.1.p, Roisl.0025s0008.1.p
OG0002996	AL6G47720, AL6G33770, AL6G33800	Roisl.0210s1934.1.p
OG0002997	AL8G36860	Roisl.0080s0241.1.p, Roisl.0080s0242.1.p
OG0002999	AL8G34150, AL8G34270	Roisl.0080s0489.1.p, Roisl.0080s0477.1.p
OG0003000	AL8G31800	Roisl.0080s0711.1.p, Roisl.0080s0710.1.p
OG0003001	AL1G16370	Roisl.0091s0904.1.p
OG0003002	AL8G30440	Roisl.0080s0841.1.p
OG0003003	AL7G25840	Roisl.0022s0366.1.p
OG0003003	AL8G30390	Roisl.0080s0845.1.p
OG0003004	AL1G20150, AL1G57770	Roisl.0006s0074.1.p, Roisl.0046s0102.1.p
OG0003005	AL6G16820	Roisl.0210s0401.1.p
OG0003006	AL1G12600	Roisl.0210s0252.1.p
OG0003006	AL6G50160	Roisl.0082s0394.1.p
OG0003008	AL5G38900, AL3G11670	Roisl.0026s0160.1.p
OG0003009	AL3G20770	Roisl.0079s0314.1.p
OG0003010	AL7G48380	Roisl.0009s0112.1.p
OG0003010	AL7G48430	Roisl.0009s0115.1.p
OG0003011	AL2G38150	Roisl.0004s0107.1.p
OG0003012	AL6G44430	Roisl.0043s0007.1.p, Roisl.0210s2191.1.p
OG0003012	AL1G26060	Roisl.0007s0732.1.p
OG0003012	nbis-gene-451, AL2G19860	Roisl.0021s0623.1.p
OG0003013	AL2G37750	Roisl.0004s0143.1.p
OG0003013	AL1G34970	Roisl.0191s0002.1.p
OG0003014	AL7G15520	Roisl.0001s0181.1.p
OG0003014	AL3G50590	Roisl.0066s0180.1.p
OG0003015	nbis-gene-1713	Roisl.0001s0182.1.p
OG0003015	AL3G50600	Roisl.0066s0179.1.p
OG0003016	AL6G42310	Roisl.0184s0021.1.p
OG0003017	AL9U11070	Roisl.0053s0172.1.p
OG0003018	AL3G40560	Roisl.0053s0187.1.p
OG0003019	AL7G42750	Roisl.0075s0087.1.p, Roisl.0075s0088.1.p
OG0003020	AL7G42580	Roisl.0075s0104.1.p
OG0003021	AL1G30840	Roisl.0007s0294.1.p
OG0003021	AL2G33730	Roisl.0004s0518.1.p
OG0003022	AL1G39660	Roisl.0191s0403.1.p
OG0003022	AL2G27680	Roisl.0019s0678.1.p
OG0003023	AL7G22940	Roisl.0044s0100.1.p
OG0003024	AL1G34230	Roisl.0007s0007.1.p
OG0003025	AL7G49810	Roisl.0009s0234.1.p
OG0003026	AL5G17690	Roisl.0025s0048.1.p
