Orthogroup	Arabidopsis_lyrata_Rawat	Capsella_rubella
OG0004406	AL8G15480	XP_006280269.1
OG0004407	AL4G19210	XP_006296228.1, XP_006295833.1
OG0004407	AL5G34660	XP_006292367.1
OG0004409	AL7G14050	XP_006282739.1
OG0004410	AL7G16020	XP_006283663.1
OG0004411	AL7G18350	XP_006285817.1
OG0004412	AL6G53250	XP_006290996.1, XP_023637079.1
OG0004413	AL7G17850	XP_023634640.1
OG0004414	AL7G17570	XP_006282823.1
OG0004415	AL7G17410	XP_006284461.1
OG0004416	AL7G19860	XP_006284339.1
OG0004417	AL7G20430	XP_023634984.1
OG0004418	AL7G20690	XP_006282807.2
OG0004419	AL3G38380	XP_006296884.1
OG0004420	AL1G50080	XP_006304590.2
OG0004421	AL6G52470	XP_006290127.1
OG0004422	AL6G52410	XP_023637413.1
OG0004423	AL7G24290	XP_006284909.1
OG0004425	AL1G40530	XP_023633062.1
OG0004425	AL2G26370	XP_023643247.1
OG0004426	nbis-gene-2080, AL7G51470, nbis-gene-306, nbis-gene-1320, AL1G64740, AL6G33650, AL7G23130, AL6G19420	XP_023636046.1
OG0004427	AL1G55430	XP_023645577.1
OG0004427	AL1G55390	XP_023645648.1, XP_023645649.1
OG0004428	AL1G57650	XP_006306376.1
OG0004429	AL1G61120	XP_006306483.1
OG0004431	nbis-gene-641	XP_023642444.1
OG0004432	nbis-gene-1965, nbis-gene-1057	XP_006295860.1
OG0004433	AL4G28690	XP_006282048.1, XP_006296136.1
OG0004434	AL7G24950	XP_006283542.1
OG0004435	AL4G20390	XP_006280503.1
OG0004436	AL6G39700	XP_006287646.1
OG0004438	nbis-gene-2068	XP_023633479.1
OG0004439	nbis-gene-2019	XP_006282060.1
OG0004440	AL2G39400	XP_023643519.1
OG0004451	AL7G30440	XP_006283627.1
OG0004452	AL5G26380	XP_006290361.2
OG0004453	AL4G20400, AL4G36260	XP_006293764.1
OG0004454	AL8G10730	XP_006281100.1
OG0004455	AL5G11450	XP_006290985.1
OG0004456	AL6G29310	XP_006288614.1
OG0004457	AL1G14330	XP_023644389.1
OG0004458	AL6G27850	XP_006288409.1
OG0004459	AL5G46270	XP_006291446.1
OG0004460	AL6G27160	XP_006286968.1
OG0004461	AL6G26700	XP_006288751.1
OG0004462	AL6G25940	XP_023636879.1
OG0004463	AL6G25580	XP_006289576.2, XP_006305277.2
OG0004464	AL3G49380	XP_006303404.1, XP_006298784.1
OG0004465	AL6G24370	XP_006286669.1
OG0004466	AL6G24070	XP_006288546.1
OG0004468	AL6G23730	XP_023637157.1
OG0004469	AL6G23050, AL6G23550, AL6G23540	XP_006287046.1
OG0004470	AL6G23200	XP_006286884.1
OG0004471	AL6G22840	XP_023637033.1
OG0004472	AL6G22560	XP_006288317.1
OG0004473	AL6G21740	XP_006286964.1
OG0004475	AL6G21350	XP_006287637.1
OG0004476	AL6G21030	XP_023635960.1
OG0004477	AL6G20360	XP_006289537.1
OG0004478	AL6G19540	XP_006289693.1
OG0004479	AL6G18460	XP_006288315.1
OG0004481	AL6G49690	XP_006288733.1
OG0004482	AL8G19190	XP_006283129.1
OG0004482	AL7G28060	XP_023634042.1
OG0004483	AL7G28410	XP_006283843.1
OG0004484	AL4G21380	XP_006294224.1
OG0004485	AL4G22200	XP_006293462.1
OG0004486	AL4G21990	XP_006294616.1
OG0004487	AL4G24310	XP_006295147.1
OG0004488	AL4G24490, AL4G24510, AL278U10020	XP_006296093.2
OG0004489	AL4G24730	XP_006294257.2
OG0004490	AL4G25160	XP_006294068.1
OG0004491	AL4G25300	XP_006295305.1
OG0004491	AL4G25310	XP_006295837.1
OG0004491	AL136U10030	XP_006296406.1
OG0004492	AL4G25350	XP_006293696.1
OG0004493	AL4G26760	XP_006296276.1
OG0004495	AL4G28210	XP_006295274.1
OG0004496	AL4G28590	XP_006294591.1
OG0004497	AL4G29030	XP_006294908.1
OG0004498	AL4G29110	XP_006293572.2
OG0004500	AL1G13860	XP_006303636.1
OG0004502	AL7G27310	XP_006282560.1
OG0004503	AL1G52860	XP_006304691.1
OG0004504	AL1G41440	XP_006305638.1
OG0004505	AL1G41660	XP_006303207.1
OG0004506	AL1G41700	XP_006304016.1
OG0004506	AL1G41710	XP_006306328.1
OG0004507	AL1G41810, AL4G22450	XP_023644853.1
OG0004508	AL1G42100	XP_006304138.1
OG0004509	AL1G42790	XP_006303384.1
OG0004510	AL1G43190	XP_006305571.1
OG0004510	AL1G43180	XP_006305869.1
OG0004511	AL1G43470	XP_006305756.1
OG0004512	AL1G43600	XP_006304077.1
OG0004513	AL1G43680	XP_006305778.1
OG0004514	AL4G43960	XP_006295136.1
OG0004515	AL1G44010	XP_023644892.1
OG0004516	AL1G44760	XP_006307149.1, XP_006307225.1
OG0004517	AL1G49190	XP_006306526.1
OG0004518	AL5G11910	XP_006292606.1
OG0004519	AL5G12770	XP_006291429.1
OG0004520	AL5G13460	XP_006291803.1
OG0004521	AL8G44470	XP_006280268.1
OG0004522	AL8G43060	XP_006279503.1
OG0004523	AL8G42030	XP_006281177.1
OG0004524	AL8G41370	XP_006280792.1
OG0004525	AL8G41300	XP_006281775.1
OG0004526	AL8G40940, AL8G40880	XP_006281600.1
OG0004527	AL8G40220	XP_006279645.1
OG0004528	AL5G26690	XP_006291725.1
OG0004529	AL8G39000	XP_006306131.1, XP_006280803.1
OG0004530	AL8G38100	XP_006281711.1
OG0004531	AL6G34490	XP_023637034.1
OG0004532	AL5G13080	XP_023638822.1
OG0004534	AL6G37440	XP_006287907.1
OG0004535	AL6G37490	XP_006287768.2
OG0004536	AL6G38210	XP_006286540.1
OG0004537	AL7G45190	XP_006285953.1
OG0004538	AL6G31750	XP_006288350.1
OG0004539	AL6G32180	XP_006286670.1
OG0004540	AL6G32430	XP_006289996.1
OG0004541	AL6G32440	XP_006287488.1
OG0004542	AL6G32540	XP_006289179.1
OG0004543	AL6G32740	XP_006290054.1
OG0004544	AL6G32940	XP_006289681.1
OG0004545	AL6G33320	XP_006289164.1
OG0004546	AL6G33730	XP_006287471.1
OG0004547	AL71U10070, AL8G36720	XP_006280364.1
OG0004548	AL8G36360	XP_006282063.1
OG0004549	AL8G35790	XP_006280849.1
OG0004550	AL7G44450, AL8G35680	XP_006281216.1
OG0004551	AL8G34930	XP_006280699.1
OG0004552	AL8G34430	XP_023636915.1
OG0004553	AL1G20320	XP_023644690.1
OG0004555	AL8G34070	XP_006279994.1
OG0004556	AL7G34340	XP_006282459.1
OG0004557	AL8G32710	XP_006280600.1
OG0004558	AL8G32470	XP_006281445.1
OG0004559	AL1G14950	XP_006304184.1
OG0004560	AL8G31830	XP_006280373.1
OG0004561	AL7G25790	XP_006284412.1
OG0004562	AL8G30150	XP_006280045.1
OG0004563	AL5G29150	XP_006291345.1
OG0004564	AL5G28980	XP_023638004.1
OG0004565	AL6G17500	XP_006288091.1
OG0004566	AL6G14420	XP_006289993.1
OG0004567	AL6G14070	XP_006288156.1
OG0004568	AL6G13600	XP_006289944.1
OG0004569	AL6G12950	XP_006288382.1
OG0004570	AL6G12010	XP_023635966.1
OG0004571	AL3G19740	XP_006298456.1
OG0004572	AL7G47090	XP_006284757.1
OG0004573	AL2G41120	XP_006302248.1
OG0004574	AL2G40720	XP_006302151.1
OG0004575	AL2G40250	XP_006302423.1
OG0004576	AL2G39000	XP_006302631.1
OG0004578	AL2G38590	XP_006300626.1
OG0004579	AL2G38070	XP_006302283.1
OG0004580	AL2G37990	XP_006300688.2
OG0004581	AL3G41430, AL2G36940	XP_006302849.1
OG0004582	AL2G36460	XP_006302239.1
OG0004583	AL2G35510	XP_006301163.1
OG0004584	AL2G35500	XP_006300542.1
OG0004585	AL1G39670	XP_006307027.1
OG0004586	AL1G62870	XP_006305069.1
OG0004587	AL7G45110	XP_006283808.1
OG0004588	AL1G61670	XP_006305108.1
OG0004589	AL4G32110, AL970U10020	XP_006293941.2
OG0004590	AL7G43510, AL4G43900	XP_006295032.1
OG0004592	AL8G14410, AL2G18990	XP_006296642.2
OG0004593	AL8G27370	XP_006280969.2
OG0004595	AL9U10190, AL9U10180	XP_006285453.1
OG0004596	AL7G42250	XP_023634917.1
OG0004597	AL7G41790, AL7G41760	XP_006284189.2
OG0004598	AL3G45770	XP_023634547.1
OG0004599	AL2G32520	XP_006300533.1
OG0004600	AL7G31250	XP_006283894.1
OG0004601	AL2G34370	XP_023642847.1
OG0004602	AL2G28400	XP_006302775.1
OG0004603	AL7G19330	XP_006284165.2
OG0004604	AL7G23440	XP_023634997.1
OG0004606	AL8G25020	XP_006282414.2
OG0004607	AL5G14570	XP_006292915.1
OG0004608	AL22U10100	XP_006300561.1
OG0004609	AL8G12420	XP_006281752.1
OG0004610	AL486U10020	XP_023637476.1
OG0004611	AL3G34510	XP_006299632.1
OG0004612	AL1G59100, AL1G59090	XP_006304715.1
OG0004613	AL1G59400	XP_006305632.1
OG0004614	AL8G20560, nbis-gene-2055, AL3G39270	XP_006297196.1
OG0004616	AL1G60660	XP_006307223.1
OG0004617	AL1G61300	XP_006304689.1
OG0004618	nbis-gene-296	XP_006304757.1
OG0004619	AL4G31760	XP_006294551.1
OG0004620	AL7G35540	XP_006285118.1
OG0004621	AL7G35860	XP_006284508.1
OG0004622	AL7G43540, AL5G12290, AL7G43060	XP_006285083.1
OG0004623	AL7G36050	XP_006282645.1
OG0004624	AL7G29860	XP_023635089.1
OG0004625	AL7G30140, AL8G12210	XP_006284707.1
OG0004626	AL3G52680	XP_006296817.1
OG0004627	AL3G49940	XP_023641945.1
OG0004628	AL7G29220	XP_006284034.1
OG0004629	AL7G29240	XP_006285208.1
OG0004630	AL7G29480	XP_006284559.1
OG0004631	AL7G29590, AL6G45280	XP_023635184.1
OG0004632	AL8G12530	XP_023635311.1
OG0004633	AL7G31280	XP_006284387.1
OG0004635	AL7G33470	XP_023635203.1
OG0004636	AL2G11950, nbis-gene-372	XP_023643395.1
OG0004637	AL5G45780	XP_006291216.1
OG0004638	AL5G45710	XP_006290445.1
OG0004639	AL5G44740	XP_006291204.1
OG0004640	AL5G44240	XP_006298990.1
OG0004641	AL5G44010	XP_023639169.1, XP_006286552.1
OG0004642	AL5G42600	XP_006291797.1
OG0004643	AL5G41720	XP_006292060.1
OG0004644	AL7G28350	XP_006283604.1
OG0004645	AL5G39730	XP_006291219.1
OG0004646	AL5G39530	XP_006291969.1
OG0004647	AL5G39010	XP_006291767.1
OG0004648	AL5G38930	XP_006290337.2
OG0004650	AL5G38560	XP_006293161.1
OG0004651	AL5G38190	XP_006291470.1
OG0004652	AL5G38080	XP_006291972.1
OG0004653	AL5G37730	XP_006291218.2
OG0004654	AL5G37500	XP_023637966.1
OG0004655	AL5G36830	XP_023638150.1
OG0004656	AL5G36730	XP_006293018.1
OG0004657	AL5G35080	XP_023637835.1
OG0004658	AL5G34990	XP_006291961.1
OG0004659	AL8G29690	XP_006281659.1
OG0004661	AL2G26470	XP_006302330.1
OG0004662	AL2G27350	XP_006302884.1
OG0004663	AL3G52000	XP_006300045.1
OG0004664	AL3G52760	XP_006297851.1
OG0004665	AL3G48910, AL3G48890	XP_023641715.1
OG0004666	AL4G38380	XP_006295288.1
OG0004667	AL4G11730	XP_023639465.1
OG0004668	AL4G37950	XP_006295748.1
OG0004669	AL301U10020, AL4G37700	XP_006295267.1
OG0004670	AL4G37520	XP_023640995.1
OG0004671	AL4G37180	XP_006294361.1
OG0004672	AL4G36840, AL463U10030	XP_023639851.1, XP_006296257.1
OG0004673	AL4G36820	XP_023639938.1, XP_006295102.1
OG0004674	AL4G36380	XP_023640982.1
OG0004675	AL4G35930	XP_023639874.1
OG0004676	AL4G34940	XP_006295430.2
OG0004677	AL6G48260	XP_006287351.2
OG0004678	AL6G47200	XP_006288780.1
OG0004679	AL1G52470	XP_006307424.2
OG0004679	AL1G52220	XP_006307525.2
OG0004680	AL6G43300	XP_006288008.1
OG0004681	AL6G45340	XP_006288586.1
OG0004682	AL2G25300	XP_006287393.1
OG0004683	AL6G38530	XP_006287991.1
OG0004684	AL6G40160	XP_006288621.2
OG0004685	AL3G53320	XP_023642096.1
OG0004686	AL7G13980	XP_006283840.2
OG0004687	AL4G44830	XP_006294978.1
OG0004688	AL4G44200	XP_006296505.1
OG0004689	AL4G43650	XP_006294994.1
OG0004690	AL4G42170	XP_006294556.1
OG0004691	AL8G11180, AL8G11200	XP_023638894.1
OG0004692	AL3G10960	XP_006298185.2
OG0004693	AL3G12160	XP_006297511.1
OG0004694	AL3G13290	XP_006299135.1
OG0004694	AL3G13280	XP_006297391.1
OG0004695	AL3G13750	XP_006296718.1
OG0004698	AL3G16870	XP_006298596.1
OG0004699	AL3G16970	XP_006279063.1
OG0004700	AL3G17260	XP_006297692.1
OG0004701	AL3G17560	XP_006296810.1
OG0004702	AL3G18270	XP_006297312.1
OG0004703	AL3G18910	XP_023642318.1
OG0004704	nbis-gene-675	XP_006298554.1
OG0004705	AL3G19710	XP_006298777.1
OG0004706	AL3G20520	XP_023641463.1
OG0004707	AL3G23390	XP_006297353.1
OG0004708	AL3G23940	XP_023642242.1
OG0004709	AL3G24330	XP_006298989.1
OG0004710	AL3G24380	XP_006297668.2
OG0004711	AL3G24600	XP_006298077.1
OG0004712	AL3G25390	XP_006300168.2
OG0004713	AL3G26150	XP_006297825.2
OG0004714	AL3G26190	XP_006296970.1
OG0004715	AL8G19880	XP_006279396.1
OG0004716	AL3G27880	XP_006299581.1
OG0004717	AL3G27980	XP_023642035.1
OG0004718	AL4G34540, AL4G34500, AL3G29080	XP_006298541.1
OG0004720	AL3G33080	XP_006297595.1
OG0004721	AL3G31790	XP_006298983.1
OG0004722	AL3G31910	XP_006297326.1
OG0004723	AL3G34880	XP_006298013.1
OG0004724	AL3G35020	XP_006297412.1
OG0004725	AL3G35080	XP_006296586.2
OG0004726	AL3G35250	XP_006299444.1
OG0004727	AL3G35260	XP_006297290.2
OG0004728	AL686U10010, AL7G52300, AL7G52280, AL7G52430, AL7G52400	XP_023634085.1
OG0004729	AL3G37810	XP_006299394.1
OG0004730	AL3G36950	XP_006299670.2
OG0004731	AL3G36880	XP_006299352.2
OG0004732	AL7G21940	XP_006283224.1
OG0004733	AL6G29870	XP_006288956.1
OG0004734	AL6G29830	XP_006289214.1
OG0004735	AL6G29670	XP_023637536.1
OG0004736	AL5G32460	XP_006292618.1
OG0004737	AL5G32400	XP_023638472.1
OG0004738	AL8G26190	XP_006280819.1
OG0004739	AL1G10140	XP_023644718.1
OG0004740	AL6G52260	XP_006288044.1
OG0004741	AL1G12390	XP_006305553.1
OG0004742	AL8G10450	XP_023635001.1
OG0004743	AL1G15670	XP_006304224.2
OG0004744	AL1G15990	XP_006303301.1
OG0004745	AL1G16730	XP_023644688.1
OG0004746	AL1G17230	XP_023644576.1
OG0004747	AL1G18330	XP_006305894.1
OG0004748	AL1G18350, AL1G18340	XP_006304051.1
OG0004749	AL1G18410, AL1G47140	XP_006306580.1
OG0004750	AL1G18940	XP_006304902.1
OG0004751	AL1G19450	XP_023645329.1
OG0004752	AL1G19510	XP_006305375.1
OG0004753	nbis-gene-60	XP_006305963.2
OG0004754	AL1G19890	XP_006305109.1
OG0004756	AL1G20680	XP_006306692.1
OG0004757	AL1G29730	XP_006303881.1
OG0004757	AL2G17610	XP_006301678.1
OG0004758	AL1G20760	XP_023645391.1, XP_006294531.2
OG0004759	AL1G20770	XP_006305039.1
OG0004760	AL1G20920	XP_006304195.1
OG0004761	AL1G21470	XP_006306228.1
OG0004763	AL1G23410	XP_023645852.1, XP_006304023.1
OG0004764	AL1G23910	XP_006303220.1
OG0004765	AL6G42500, AL6G42490, AL6G42520	XP_006287993.1
OG0004766	AL1G24480	XP_023645148.1
OG0004767	AL1G25130	XP_023645358.1
OG0004768	AL1G25540	XP_023636722.1
OG0004769	AL1G27440	XP_023645958.1
OG0004770	AL1G27550	XP_006303283.1
OG0004771	AL1G28370	XP_006305067.1
OG0004772	AL1G28880	XP_006306582.1
OG0004773	AL1G29860	XP_023645047.1
OG0004774	AL1G30070	XP_023632966.1
OG0004775	AL5G13020, AL7G30390	XP_006283598.1
OG0004776	AL1G30960	XP_006304432.2
OG0004777	AL1G31080	XP_006303528.1, XP_023635011.1
OG0004778	AL1G32630	XP_006304793.1
OG0004780	AL2G31520, AL106U10030	XP_006302893.1
OG0004781	AL2G31190	XP_006301360.1
OG0004782	AL2G30230	XP_006301002.1
OG0004783	AL2G30180	XP_006300487.1
OG0004784	AL2G34040	XP_023643856.1, XP_023644083.1
OG0004785	AL1G67200	XP_006302815.1
OG0004786	AL1G55270	XP_006305883.1
OG0004787	AL1G55280	XP_006307404.1
OG0004788	AL7G12300	XP_006284416.2
OG0004789	AL7G14340	XP_006285274.1
OG0004790	AL7G14610	XP_006285310.1
OG0004790	AL3G51380	XP_023642226.1
OG0004791	AL7G15280	XP_006285074.1
OG0004792	AL7G15610	XP_023633784.1
OG0004793	AL7G16890	XP_006286097.1
OG0004794	AL7G18850	XP_006282899.1
OG0004795	AL7G18680	XP_006284926.2
OG0004796	AL7G18400	XP_006283045.1
OG0004796	AL7G18410, AL5G20110	XP_023634060.1
OG0004797	AL7G17800	XP_006285540.1
OG0004798	AL7G20210	XP_006284195.1
OG0004799	AL3G39100	XP_006297998.1
OG0004800	AL8G20490, AL3G39260	XP_006299645.1
OG0004801	AL2G32100	XP_006301311.1
OG0004802	AL2G32030	XP_006301410.1
OG0004803	AL2G31880	XP_006302555.1
OG0004804	AL2G31670	XP_006302060.1
OG0004805	AL1G37290	XP_023644791.1
OG0004806	AL1G39060	XP_006305653.1
OG0004807	AL1G39120	XP_006306284.1
OG0004808	AL7G29090	XP_006283118.1
OG0004809	AL7G24670	XP_006284985.1
OG0004810	AL7G24330	XP_006284530.2
OG0004812	AL1G16530	XP_023645488.1
OG0004812	nbis-gene-1045	XP_023640619.1
OG0004815	AL5G45680	XP_006291281.1
OG0004815	AL1G34210	XP_006306049.1
OG0004817	nbis-gene-2224	XP_023635253.1, XP_006285433.2
OG0004818	AL3G19090	XP_006297469.2
OG0004819	AL5G11270	XP_006291399.2
OG0004820	AL5G18690	XP_006291492.1
OG0004821	AL5G25200	XP_006290447.1
OG0004821	AL5G25210	XP_006292341.1
OG0004823	AL6G40630, AL6G40620	XP_023637304.1
OG0004824	nbis-gene-1653	XP_006289090.1
OG0004824	AL6G49340, AL6G48880	XP_006289844.1
OG0004825	AL7G21700	XP_023634953.1
OG0004826	AL7G26900	XP_006283766.1
OG0004827	AL7G28700	XP_006285937.1
OG0004828	AL7G38280	XP_023633864.1
OG0004829	AL7G40060	XP_006285398.1
OG0004830	AL8G27330, AL453U10010	XP_006280723.1
OG0004833	nbis-gene-128	XP_006303688.1
OG0004834	AL4G11090, AL1G18480, AL4G42270	XP_023639056.1
OG0004847	AL5G26160	XP_006292235.2
OG0004848	AL5G26490	XP_006290806.1
OG0004849	AL8G29830	XP_006303654.1
OG0004850	AL5G10560	XP_006291920.1
OG0004851	AL5G11500	XP_006291389.2
OG0004852	AL6G28890	XP_006286529.1
OG0004853	AL6G28860	XP_006288397.1
OG0004854	AL6G28610	XP_006287863.1
OG0004855	AL6G28380	XP_006287913.1
OG0004856	AL6G28280	XP_006287812.1
OG0004857	AL6G27510	XP_006288319.2
OG0004858	AL3G29520	XP_023641311.1
OG0004859	AL6G27200	XP_006286354.1
OG0004860	AL6G24400	XP_006288725.1
OG0004861	AL6G26410	XP_006287791.1
OG0004862	AL6G25970	XP_006288253.1
OG0004863	AL6G25910	XP_006286537.1
OG0004864	AL1G17890	XP_023645902.1
OG0004865	AL1G31740, AL8G27080	XP_006281503.1
OG0004867	AL6G25140	XP_006287684.1
OG0004868	AL6G24800	XP_006288149.1
OG0004869	AL6G24650	XP_006289381.1
OG0004870	AL6G24560	XP_006289077.1
OG0004871	AL8G22430, AL8G22410	XP_006279922.1
OG0004872	AL6G24040	XP_006287760.1
OG0004873	AL6G23950	XP_006288550.2
OG0004874	AL6G23830	XP_023636850.1
OG0004875	AL6G23790	XP_006289127.1
OG0004876	AL3G24750	XP_006297672.1
OG0004877	AL6G23430	XP_006288326.2
OG0004878	AL6G22920	XP_006288958.1
OG0004879	AL6G22650	XP_023636397.1
OG0004880	AL6G22520	XP_006288548.2
OG0004881	AL6G22500	XP_006288575.1
OG0004882	AL6G22420	XP_023637290.1
OG0004883	AL6G21360	XP_023637587.1
OG0004884	AL6G20540	XP_006289107.1
OG0004885	AL6G20340	XP_006288864.1
OG0004886	AL6G19820	XP_006288272.1
OG0004887	AL6G19670	XP_006289438.1
OG0004888	AL6G19640	XP_006288944.1
OG0004889	AL6G19220	XP_023636975.1
OG0004890	AL6G18920, AL6G19100	XP_023636162.1
OG0004891	AL6G18060	XP_006288096.1
OG0004892	AL5G15350	XP_006290254.1
OG0004893	AL6G49530	XP_023636422.1
OG0004894	AL7G28120	XP_023634721.1
OG0004895	AL7G28160	XP_006285021.1
OG0004896	AL7G28220	XP_006285332.1
OG0004897	AL7G28420	XP_006284198.1
OG0004898	AL4G20930, AL172U10020	XP_006295144.1
OG0004899	AL4G23020	XP_006293692.1
OG0004900	AL4G23040	XP_006293444.2
OG0004901	AL4G24030, AL4G24050	XP_006294939.1, XP_023639558.1
OG0004902	AL4G25030	XP_006294360.1
OG0004903	AL4G25100	XP_006295580.1
OG0004904	AL4G25420	XP_006296283.1
OG0004905	AL4G25480	XP_006294407.1
OG0004906	AL2G30630, AL4G26490	XP_006296404.1
OG0004907	AL4G27170	XP_006296239.1
OG0004908	AL4G27510	XP_023640532.1
OG0004908	AL4G27520	XP_006296504.1
OG0004909	AL4G29130	XP_006296391.1
OG0004910	AL8G16060	XP_023640730.1
OG0004911	AL8G15700	XP_006280168.1
OG0004912	AL7G27720	XP_006285349.1
OG0004913	AL1G54040	XP_006304176.1
OG0004914	AL1G41690	XP_006306281.1
OG0004915	AL1G41730	XP_006304100.1
OG0004916	AL1G42070	XP_006306677.1
OG0004917	AL7G46270	XP_006283186.1
OG0004918	AL7G26380	XP_006284000.1
OG0004918	AL7G26400	XP_006285375.1
OG0004919	AL1G43360	XP_006304542.1
OG0004920	AL1G44230	XP_006307346.2
OG0004921	AL954U10010, AL8G23340	XP_006281302.2
OG0004922	AL1G49260, AL2G29970	XP_006305824.1
OG0004923	AL1G49710	XP_006305587.1
OG0004924	AL1G46790	XP_023633227.1
OG0004925	AL8G44300	XP_006281307.1
OG0004926	AL8G43930	XP_006281206.1
OG0004927	AL8G43370, AL8G43710	XP_006281253.1
OG0004928	AL8G43510	XP_006281553.1
OG0004930	AL8G42750	XP_006280664.1
OG0004931	AL8G26010	XP_006280471.1
OG0004932	AL4G34650	XP_006279639.1
OG0004933	AL8G41000	XP_006280667.1
OG0004934	AL8G39210	XP_006280728.1
OG0004935	AL8G37530	XP_006281003.1
OG0004936	AL8G37470	XP_006280855.1
OG0004937	AL6G34540	XP_023636329.1
OG0004938	AL6G34900	XP_023637176.1
OG0004939	AL4G17280	XP_006296341.1
OG0004940	AL6G31040	XP_006288134.1
OG0004941	AL6G30930	XP_006287932.2
OG0004942	AL6G31410	XP_006288905.1
OG0004943	AL6G31790	XP_006288656.1
OG0004944	AL6G31910	XP_006287281.1
OG0004945	AL6G32060	XP_023637156.1
OG0004946	AL6G32170	XP_006289376.1
OG0004947	AL6G32220	XP_006288839.2
OG0004948	AL6G32280	XP_006288517.1
OG0004949	AL6G32330	XP_006290065.1
OG0004950	AL6G33080	XP_006287962.1
OG0004951	AL6G33380	XP_006286563.1
OG0004952	AL6G33400	XP_006288518.2
OG0004953	AL8G36420	XP_006279867.1
OG0004953	AL5G24740	XP_006292104.1
OG0004955	AL8G35250	XP_006281227.1
OG0004956	AL8G34980	XP_006279487.1
OG0004957	AL8G34950	XP_006280254.1
OG0004958	AL8G34770	XP_006280957.1
OG0004959	AL8G34690	XP_023643478.1
OG0004960	AL8G34420	XP_006281943.1
OG0004961	AL8G34240	XP_023633499.1
OG0004962	AL8G33980	XP_006281604.1
OG0004963	AL8G33290	XP_023635061.1
OG0004964	AL8G32890	XP_006281142.1
OG0004965	AL8G31470	XP_006280353.1
OG0004966	AL8G31420	XP_023633457.1
OG0004967	AL8G30130	XP_023637746.1
OG0004968	AL5G29450	XP_023638241.1
OG0004969	AL5G29280	XP_006292796.1
OG0004970	AL6G50450	XP_023637288.1
OG0004971	AL6G17740	XP_006287548.2
OG0004973	AL6G16220	XP_023635973.1
OG0004975	AL6G15920	XP_006287345.1
OG0004976	AL6G15450	XP_023635921.1
OG0004977	AL6G15300	XP_023637359.1
OG0004978	AL6G14970	XP_006287733.1
OG0004979	AL6G14100	XP_006286645.1
OG0004980	nbis-gene-1449	XP_006289155.1
OG0004981	AL1G39390	XP_006306850.1
OG0004982	AL6G13190	XP_006287334.1
OG0004983	AL6G12780	XP_006287585.1
OG0004985	AL7G49040	XP_006284137.1
OG0004986	AL7G48230	XP_006282694.1
OG0004987	AL7G47930	XP_006283517.1
OG0004988	AL1G61600	XP_006307039.1
OG0004989	AL1G27430	XP_006305150.1
OG0004990	AL5G13060, AL2G41140	XP_006300504.1
OG0004991	AL2G41040	XP_006302137.1
OG0004992	AL2G40960	XP_006301449.1
OG0004993	AL2G40830	XP_006302271.1
OG0004994	AL2G40770	XP_006302480.1
OG0004995	AL627U10010, AL2G40640	XP_006301084.1
OG0004996	AL2G40460	XP_006302927.1
OG0004997	AL2G38480	XP_006302818.1
OG0004998	AL3G27950	XP_023642051.1
OG0004999	AL2G37350	XP_006301006.1
OG0005000	AL2G37000	XP_006302034.1
OG0005001	AL2G36640	XP_006301299.1
OG0005002	AL2G36240	XP_006302854.1
OG0005003	AL2G36040	XP_006302795.1
OG0005004	AL2G35910	XP_006302445.1
OG0005005	AL2G35600	XP_006300296.1
OG0005006	AL2G35480	XP_006302285.2
OG0005007	AL2G35330	XP_006302882.1
OG0005008	AL3G50540	XP_006298226.1
OG0005009	AL3G25080	XP_006298536.1
OG0005010	AL1G63690	XP_006306815.1
OG0005011	AL3G26030	XP_023642602.1
OG0005012	AL1G62860, AL1G63010	XP_006306478.1
OG0005013	AL1G62760	XP_023645080.1
OG0005014	nbis-gene-303	XP_006305603.1
OG0005015	AL1G62080	XP_006305723.1
OG0005016	AL4G32120	XP_006295620.1
OG0005017	AL4G32290	XP_023639689.1
OG0005018	AL4G32600	XP_006294194.1
OG0005019	AL4G32920	XP_006294321.1
OG0005019	AL4G32900	XP_006296290.1
OG0005020	AL5G18960	XP_006293035.1
OG0005021	AL7G44620	XP_006285211.1
OG0005022	AL8G27600, AL4G21090, AL8G27540	XP_006279621.2
OG0005023	AL1G41040, AL1G41140	XP_006305000.1
OG0005025	AL8G14950, AL1G47770	XP_006303138.1
OG0005026	AL7G42340	XP_006282877.1
OG0005027	nbis-gene-1858	XP_006285171.1
OG0005027	nbis-gene-1859	XP_006282786.2
