Orthogroup	Arabidopsis_lyrata_Rawat	Cardamine_hirsuta
OG0002677	AL4G31480	CARHR129590
OG0002677	nbis-gene-1687	CARHR294000
OG0002678	AL4G10220	CARHR111960
OG0002678	AL7G10620	CARHR294440
OG0002679	AL7G12160	CARHR246790
OG0002680	nbis-gene-950, AL2G12800, AL4G12540	CARHR114220
OG0002680	AL7G13100	CARHR246040
OG0002681	AL7G16640	CARHR242830
OG0002681	AL3G52520	CARHR106610
OG0002682	AL7G16780	CARHR242290
OG0002682	AL3G52260	CARHR106450
OG0002683	AL7G17090	CARHR242570
OG0002683	AL3G47050	CARHR105670
OG0002684	AL7G19280	CARHR240460
OG0002685	AL4G18020	CARHR286470
OG0002685	AL7G18750	CARHR240950
OG0002686	AL7G17740	CARHR241820, CARHR156580
OG0002687	AL3G46390	CARHR286410
OG0002687	AL7G17650	CARHR241900
OG0002687	AL7G17640	CARHR146060
OG0002688	AL4G16210	CARHR116630
OG0002689	AL1G39540, AL5G14150, AL9U10800, nbis-gene-251, AL6G36070, nbis-gene-2215	CARHR180790, CARHR184030
OG0002689	nbis-gene-540	CARHR103730
OG0002690	AL1G40840, AL1G40620	CARHR026790, CARHR027020
OG0002694	AL2G17180, AL2G16970, AL2G16990	CARHR053340
OG0002695	AL3G26240, AL286U10020, AL3G19220	CARHR258940, CARHR082590, CARHR082560, CARHR082550, CARHR219870
OG0002696	AL6G46670, AL6G46710, AL6G46690, AL6G46680	CARHR114330
OG0002697	AL5G29040	CARHR293060, CARHR158230, CARHR158220
OG0002697	AL5G28960, AL5G29030	CARHR158210
OG0002698	AL7G47410	CARHR134010
OG0002698	AL7G47390, AL7G47750	CARHR103640
OG0002699	AL604U10010, AL8G26170	CARHR264770
OG0002700	AL4G39720	CARHR265060
OG0002705	AL7G25540	CARHR234940
OG0002705	AL8G29840	CARHR267770
OG0002707	AL3G52600	CARHR106670
OG0002708	AL3G10880	CARHR075650
OG0002710	AL6G22820	CARHR201100
OG0002711	AL6G20140	CARHR203660
OG0002711	AL8G42020	CARHR278580
OG0002712	AL7G52750	CARHR214610
OG0002712	AL7G52760	CARHR214620
OG0002712	nbis-gene-1341	CARHR159770
OG0002713	AL6G19370	CARHR204340
OG0002714	AL8G38150	CARHR275220
OG0002714	AL6G18000	CARHR205510
OG0002715	AL4G22800	CARHR120220
OG0002715	AL1G18670	CARHR008120
OG0002716	AL4G22590, AL4G22580	CARHR120390
OG0002717	AL4G26920	CARHR125310
OG0002717	AL1G15740	CARHR005340
OG0002718	AL1G14170	CARHR003860
OG0002718	AL4G28980	CARHR127330
OG0002719	AL6G12230	CARHR210350
OG0002719	AL8G16520, AL37U10030	CARHR179740
OG0002720	AL7G27570, AL7G27580	CARHR232930, CARHR232920
OG0002721	AL1G53740	CARHR037070
OG0002721	AL8G18490	CARHR181610
OG0002722	AL1G53270	CARHR036630
OG0002723	AL4G30570	CARHR128690
OG0002723	AL1G44020	CARHR029290
OG0002724	AL1G45650	CARHR030600
OG0002724	AL4G31090	CARHR129230
OG0002725	AL5G44840	CARHR172460
OG0002726	AL6G37090	CARHR188080
OG0002727	AL6G32340	CARHR192020
OG0002728	AL5G23750	CARHR150750
OG0002728	AL8G37270	CARHR274360
OG0002729	AL5G24200	CARHR150050
OG0002731	AL8G31620	CARHR269410
OG0002731	AL7G26370	CARHR234120
OG0002732	AL5G28930	CARHR158070
OG0002733	AL6G17400	CARHR205970
OG0002733	AL8G39050	CARHR276010
OG0002734	AL6G16380	CARHR207070
OG0002734	AL3G23210	CARHR086210
OG0002735	AL4G38080	CARHR135360, CARHR103760
OG0002736	AL6G14670	CARHR208300
OG0002736	AL3G22180	CARHR085290
OG0002737	AL6G13120	CARHR209690
OG0002738	AL7G24320	CARHR235990
OG0002738	AL3G53790	CARHR111340
OG0002739	AL6G11180, AL6G11190, AL1G33340	CARHR211370
OG0002740	AL3G19940	CARHR083270
OG0002740	AL6G10520	CARHR211890
OG0002741	AL1G28990	CARHR017290
OG0002741	AL2G39310	CARHR072480
OG0002742	nbis-gene-890	CARHR107540
OG0002743	AL7G25560	CARHR234900
OG0002743	AL8G29870	CARHR267790
OG0002744	AL3G26080	CARHR088710
OG0002744	AL1G63040	CARHR044640
OG0002745	AL1G61960	CARHR043670
OG0002745	AL3G27140	CARHR089770
OG0002746	AL3G27620	CARHR090210
OG0002746	AL1G61540	CARHR043390
OG0002747	AL5G22490	CARHR104530
OG0002747	AL7G19120	CARHR240610
OG0002748	AL8G23640	CARHR259070
OG0002748	AL7G28600	CARHR231990
OG0002749	AL1G21770	CARHR219670
OG0002749	AL2G17960	CARHR054020
OG0002749	AL7G42740	CARHR219660
OG0002750	AL2G23570	CARHR057920
OG0002752	AL7G40160	CARHR222150
OG0002753	AL2G24620	CARHR058710
OG0002754	AL7G39390	CARHR290410
OG0002754	AL3G29550	CARHR091880
OG0002755	AL1G30570	CARHR018780
OG0002755	AL2G33420	CARHR066700
OG0002756	AL1G24780, AL165U10010	CARHR013480
OG0002757	AL7G23730	CARHR236560
OG0002757	AL3G47860	CARHR110720
OG0002758	AL3G47950	CARHR110650
OG0002758	AL7G23400	CARHR236780
OG0002760	AL7G48690	CARHR213550
OG0002761	AL2G29140	CARHR062930
OG0002761	AL1G38460	CARHR025000, CARHR024880
OG0002762	AL7G13700	CARHR245570
OG0002762	AL4G13330	CARHR293030
OG0002763	AL3G35060	CARHR096950
OG0002764	AL1G59590	CARHR041840, CARHR103680
OG0002764	AL3G35270	CARHR097140
OG0002765	AL1G60030, AL1G60020	CARHR042140
OG0002766	AL9U11040	CARHR218570
OG0002766	AL2G22880, AL2G24350, AL3G40740	CARHR101310
OG0002767	AL4G31750	CARHR129910
OG0002768	AL7G36190, AL7G36200	CARHR224970
OG0002769	AL8G10630	CARHR173960
OG0002769	AL7G37300	CARHR224020
OG0002770	AL8G10580	CARHR173920
OG0002770	AL7G37370	CARHR223950
OG0002771	AL5G30460	CARHR159800
OG0002771	AL8G44340	CARHR280640
OG0002772	AL4G34930	CARHR132510
OG0002773	AL7G30950	CARHR229510, CARHR229520
OG0002775	AL6G25460	CARHR198620
OG0002775	AL3G10640	CARHR075420
OG0002776	AL4G47000	CARHR142830
OG0002776	AL5G45320	CARHR172820
OG0002777	AL5G42540	CARHR170640
OG0002778	AL5G41460	CARHR169920
OG0002778	AL4G42150	CARHR138490
OG0002779	AL4G38540	CARHR135780
OG0002780	AL5G36110	CARHR165000
OG0002780	AL5G36120	CARHR165010
OG0002781	AL3G26550	CARHR089170, CARHR089180
OG0002782	AL4G33520	CARHR131670
OG0002782	AL5G34300	CARHR163280
OG0002784	AL3G42800	CARHR103060
OG0002785	AL3G39710	CARHR100380
OG0002786	AL3G52080	CARHR109270
OG0002787	AL1G13510	CARHR003250
OG0002787	AL4G33010	CARHR131200, CARHR131270
OG0002788	AL5G11000	CARHR144450
OG0002788	AL1G26710	CARHR015230
OG0002790	AL4G36760	CARHR134260
OG0002790	AL4G36780	CARHR134270
OG0002791	AL7G11020	CARHR247660
OG0002791	AL4G10610	CARHR112340
OG0002792	AL6G41460	CARHR260090
OG0002792	AL1G49950	CARHR286310
OG0002793	AL1G48710	CARHR033720
OG0002793	AL2G31410	CARHR290920
OG0002794	AL5G11230	CARHR144650
OG0002795	AL3G16550	CARHR080260
OG0002795	AL6G38670	CARHR186760
OG0002796	AL6G40360	CARHR184990
OG0002796	AL3G15740	CARHR079640
OG0002798	AL1G53780	CARHR138620, CARHR138640
OG0002798	AL4G42310	CARHR138630
OG0002799	AL8G10960	CARHR174270
OG0002799	AL7G37010	CARHR224300, CARHR224290
OG0002800	AL492U10010, AL3G14140	CARHR078310
OG0002800	AL3G14100, AL3G14150	CARHR078340, CARHR078330, CARHR078320
OG0002801	AL8G13590	CARHR079300
OG0002802	nbis-gene-1593	CARHR185810
OG0002802	AL3G15380	CARHR079330
OG0002803	AL3G17010	CARHR080670
OG0002803	AL6G30440	CARHR193930
OG0002804	AL3G17040	CARHR080700
OG0002804	AL6G30380	CARHR193980
OG0002805	AL6G51200	CARHR249630
OG0002805	AL3G44080	CARHR103990
OG0002806	AL3G27790	CARHR090340
OG0002807	AL3G29930	CARHR092220
OG0002807	AL7G38960	CARHR222520
OG0002808	AL1G55770	CARHR038940
OG0002808	AL3G31900	CARHR093960
OG0002809	AL8G37450, AL1G58630	CARHR040940, CARHR096330, CARHR040950, CARHR096310
OG0002810	AL3G37790	CARHR099110
OG0002810	AL7G41690	CARHR220660
OG0002811	AL1G24830	CARHR013520
OG0002812	AL1G21560	CARHR010870
OG0002812	AL2G15780	CARHR051790
OG0002813	AL1G22580	CARHR255430, CARHR011740
OG0002814	AL1G22720	CARHR011900
OG0002814	AL2G14290	CARHR050530
OG0002815	AL2G13050	CARHR049100
OG0002815	AL1G23580	CARHR012580
OG0002816	AL1G23730	CARHR012690
OG0002816	AL2G12840	CARHR048860
OG0002817	AL1G29560	CARHR065230
OG0002818	AL2G32380	CARHR065620
OG0002818	AL1G29790	CARHR018100
OG0002819	AL2G30530	CARHR064260
OG0002819	AL1G36620	CARHR023430
OG0002820	nbis-gene-1229	CARHR049960
OG0002820	nbis-gene-1761	CARHR236760
OG0002821	AL7G47740	CARHR212880
OG0002821	AL2G10830	CARHR046740
OG0002822	AL1G56260, AL1G56180	CARHR039300
OG0002823	AL7G13850, AL7G13840	CARHR245450
OG0002824	AL8G13800	CARHR177060
OG0002824	AL5G11550	CARHR177160
OG0002825	AL7G15430	CARHR244040
OG0002826	AL4G16980	CARHR115870
OG0002826	AL7G19430	CARHR240330
OG0002827	AL7G17780	CARHR241790
OG0002827	AL3G46040	CARHR105250
OG0002828	AL7G20280	CARHR239620
OG0002829	AL6G51790	CARHR250120, CARHR250150, CARHR250130
OG0002830	AL1G60980	CARHR042830, CARHR179860, CARHR107260
OG0002833	AL3G47880, nbis-gene-1749	CARHR101110, CARHR101100, CARHR101090, CARHR164790
OG0002834	AL5G43600	CARHR171670, CARHR219290
OG0002835	AL5G18590	CARHR151830
OG0002835	AL5G18520	CARHR151780
OG0002836	AL7G15460	CARHR244020
OG0002836	nbis-gene-1587	CARHR244030
OG0002837	AL8G27810	CARHR266230
OG0002839	nbis-gene-1959	CARHR179970, CARHR150620
OG0002839	nbis-gene-1298, nbis-gene-1297	CARHR150670
OG0002844	AL5G12570	CARHR145370
OG0002844	AL6G52060	CARHR212720
OG0002845	AL3G13140	CARHR077490
OG0002845	AL6G28600	CARHR195680
OG0002846	AL3G10080	CARHR074940
OG0002846	AL6G24720	CARHR199300
OG0002847	AL6G24580	CARHR199500
OG0002848	AL5G12040, AL5G12300, AL7G43090	CARHR219150
OG0002848	AL3G39700	CARHR100370
OG0002849	nbis-gene-1120	CARHR102960
OG0002850	AL6G21940	CARHR201970
OG0002850	AL6G37140	CARHR188120
OG0002851	AL6G21830, AL6G21820	CARHR288960
OG0002852	AL6G38710	CARHR186700
OG0002853	AL6G34580	CARHR190220
OG0002853	AL6G18770	CARHR204740
OG0002854	AL4G20790	CARHR119470
OG0002855	AL4G22440	CARHR120520
OG0002856	AL4G25340	CARHR123900
OG0002856	AL1G16910	CARHR006560
OG0002857	AL1G16070	CARHR005630
OG0002857	AL4G26590	CARHR124980
OG0002858	AL4G27980	CARHR126430
OG0002858	AL1G14830	CARHR004540
OG0002859	AL1G14910	CARHR004600
OG0002859	AL4G27840	CARHR126280
OG0002860	AL4G28230	CARHR126680
OG0002860	AL1G14580	CARHR004250
OG0002861	AL4G28850	CARHR127240
OG0002861	AL1G14290	CARHR003960
OG0002862	AL7G46970, AL7G46960	CARHR249550
OG0002863	AL7G27410	CARHR233110
OG0002863	AL7G27390	CARHR233150
OG0002864	AL1G41570	CARHR027510
OG0002865	AL4G31640	CARHR129790
OG0002865	AL1G45830	CARHR031060
OG0002866	nbis-gene-191	CARHR031240
OG0002867	AL212U10010, AL4G31610	CARHR129730
OG0002868	AL8G43630	CARHR279930
OG0002868	AL5G29800, AL8G14300	CARHR158880
OG0002869	AL8G43410	CARHR279690
OG0002869	AL5G29520	CARHR158740
OG0002870	AL8G40820	CARHR278210
OG0002870	AL6G19290	CARHR204400
OG0002871	AL8G40430	CARHR277200
OG0002872	AL8G38490	CARHR275490
OG0002873	AL6G32580	CARHR118920
OG0002873	AL6G32770	CARHR191720
OG0002874	AL7G26110	CARHR234340
OG0002874	AL8G30810	CARHR268620
OG0002875	AL8G30840	CARHR268650
OG0002875	AL7G26130	CARHR234320, CARHR204420
OG0002877	AL2G12310	CARHR048300
OG0002877	AL2G12290	CARHR284450
OG0002878	nbis-gene-1458	CARHR208650
OG0002879	AL6G13720	CARHR209170
OG0002879	AL3G21580	CARHR084730
OG0002880	AL7G48090	CARHR212980
OG0002880	AL2G11340	CARHR047400
OG0002881	AL2G41290, AL4G18200	CARHR118380, CARHR177910, CARHR177890
OG0002882	AL2G24560, AL2G24400	CARHR058570
OG0002883	AL2G38940	CARHR072030
OG0002883	AL1G29220, AL7G51000	CARHR017570
OG0002884	AL5G29710	CARHR158830
OG0002885	AL3G37360	CARHR156370
OG0002885	AL3G39210, AL3G39180	CARHR100120, CARHR252650
OG0002886	AL4G32860	CARHR130970
OG0002886	AL5G34000	CARHR162970
OG0002887	AL7G28830	CARHR231800
OG0002888	AL9U11880, AL9U11820	CARHR218090
OG0002889	AL3G40290	CARHR101010
OG0002890	AL9U10300	CARHR218930
OG0002891	AL1G33940	CARHR021350
OG0002891	AL3G20830	CARHR084030
OG0002892	AL2G34280	CARHR067700
OG0002893	AL8G13120	CARHR176470
OG0002893	AL6G32000	CARHR034140
OG0002894	AL4G14810	CARHR176950
OG0002894	AL8G13850	CARHR177250
OG0002895	AL3G28250	CARHR090700
OG0002895	AL1G61050	CARHR042870
OG0002896	AL7G27440	CARHR233080, CARHR233070
OG0002898	AL4G42560, AL8G10940	CARHR174230
OG0002899	AL7G16460	CARHR243040
OG0002899	AL3G49160	CARHR106760
OG0002900	AL7G30530	CARHR230050
OG0002900	AL6G46520	CARHR254500
OG0002901	AL66U10020, AL8G15260	CARHR178550
OG0002902	AL6G48230	CARHR252810
OG0002902	nbis-gene-1804, AL3G50460	CARHR228690
OG0002903	AL8G45250	CARHR281440
OG0002904	AL8G45450	CARHR281600
OG0002904	AL5G31670	CARHR160840
OG0002905	AL8G45600	CARHR281740
OG0002905	AL5G31900	CARHR161040
OG0002906	AL4G46820	CARHR142650
OG0002906	AL5G45070, AL2G23490	CARHR172650
OG0002907	nbis-gene-1410	CARHR172490
OG0002907	AL4G46490	CARHR142370
OG0002908	AL5G44160	CARHR054060
OG0002909	AL4G45630	CARHR141610
OG0002910	AL5G43060	CARHR171140
OG0002911	AL4G42670	CARHR138980
OG0002913	nbis-gene-1362	CARHR164420
OG0002914	AL8G28130	CARHR266550
OG0002914	AL7G24720	CARHR235610
OG0002915	AL3G43810	CARHR217560, CARHR103840
OG0002916	AL7G14630	CARHR244780
OG0002916	AL3G51370	CARHR108690
OG0002917	AL8G33340	CARHR271160
OG0002919	AL6G30680	CARHR193720, CARHR193710
OG0002919	AL6G30700, AL6G30710	CARHR193730
OG0002920	AL4G44680	CARHR140700
OG0002921	AL3G12860	CARHR077270
OG0002922	AL3G15500	CARHR079440
OG0002923	AL88U10040, AL3G16400	CARHR080160
OG0002923	AL6G38910	CARHR186560
OG0002924	AL3G19360	CARHR082720
OG0002924	AL3G25440	CARHR088200
OG0002925	AL3G19960, AL3G19950	CARHR083280
OG0002926	AL3G21240	CARHR084470
OG0002926	AL3G21250	CARHR084480
OG0002927	AL3G25120, AL3G25110	CARHR087910
OG0002928	AL3G27330, AL975U10010, AL1G61680	CARHR089960
OG0002930	AL3G28490	CARHR090920
OG0002930	AL3G28480	CARHR090910
OG0002931	AL3G31230	CARHR093390
OG0002931	AL3G31240	CARHR093400
OG0002932	AL3G31370	CARHR093510
OG0002932	AL3G31360	CARHR093500
OG0002933	AL3G32810	CARHR094800
OG0002933	AL3G32800	CARHR094790
OG0002935	AL3G35890	CARHR097700
OG0002936	AL3G35810	CARHR097630
OG0002937	AL2G20410	CARHR056940, CARHR056960
OG0002937	AL7G45250	CARHR056950
OG0002938	AL1G10780	CARHR000750
OG0002939	AL6G51630	CARHR249970
OG0002940	AL4G26340, AL163U10030	CARHR124750
OG0002940	AL1G16170	CARHR005720
OG0002941	nbis-gene-88	CARHR015640
OG0002942	AL1G32480	CARHR020280
OG0002943	AL2G11670, AL2G11680	CARHR047830, CARHR047840
OG0002944	AL2G15250	CARHR051570
OG0002944	AL2G15260	CARHR051610
OG0002945	AL2G18530, AL2G18540	CARHR054240
OG0002946	AL4G13080	CARHR114300
OG0002947	AL7G32210, AL7G31640, AL7G50070	CARHR228460
OG0002947	AL6G48420	CARHR252620
OG0002948	AL7G10910	CARHR247770
OG0002949	AL7G11220	CARHR247450
OG0002950	AL7G12800	CARHR246270
OG0002950	AL4G12230	CARHR113990
OG0002951	AL7G15480	CARHR244000
OG0002951	AL3G50630	CARHR107890
OG0002952	AL7G19440	CARHR240320
OG0002952	AL4G16970	CARHR115880
OG0002953	AL7G18330	CARHR241270
OG0002954	AL4G16690	CARHR116210
OG0002954	AL7G19730	CARHR240040
OG0002955	AL7G19890	CARHR239900
OG0002955	AL4G16490	CARHR116390
OG0002956	AL6G30340	CARHR100070
OG0002958	AL3G53770	CARHR111320
OG0002958	AL7G24280	CARHR236020
OG0002961	AL1G64080, AL1G63810, AL1G64360	CARHR174360
OG0002962	AL7G12610	CARHR246440
OG0002962	AL2G20220	CARHR056820
OG0002963	AL3G30060	CARHR092330
OG0002971	AL6G15340	CARHR207810
OG0002971	AL2G31390	CARHR211680
OG0002972	AL7G21670	CARHR238360
OG0002973	AL8G19000, AL3G18970	CARHR082310
OG0002975	AL6G38780, AL6G37640, AL6G39390	CARHR294550
OG0002976	AL6G27890	CARHR196280
OG0002976	AL3G12530	CARHR077040
OG0002977	AL6G26890	CARHR197300
OG0002978	AL3G10200	CARHR075030
OG0002978	AL6G24790	CARHR199220
OG0002979	AL6G23940	CARHR200120
OG0002980	AL7G10750	CARHR147800, CARHR147780, CARHR220790, CARHR156510, CARHR147790
OG0002981	AL6G20840	CARHR202950
OG0002981	AL8G42820	CARHR279210
OG0002982	AL6G20240	CARHR203570
OG0002982	AL8G42110	CARHR278670
OG0002983	AL6G43360, AL7G29850	CARHR050230, CARHR230940
OG0002984	AL6G18840	CARHR204660
OG0002985	AL1G17300	CARHR006890
OG0002985	AL4G24750	CARHR123240
OG0002986	AL5G39380	CARHR168010
OG0002987	AL8G15960	CARHR179190
OG0002988	AL8G18200	CARHR181430
OG0002988	AL1G41170	CARHR134160
OG0002989	AL4G30740	CARHR128910
OG0002990	AL1G44790	CARHR030190
OG0002990	AL1G44780	CARHR030180
OG0002991	AL1G46740	CARHR031940
OG0002992	AL8G43970	CARHR280250
OG0002993	AL5G29990	CARHR159040
OG0002994	AL8G43800	CARHR280090
OG0002995	AL8G37520	CARHR113110
OG0002996	AL6G47720, AL6G33770, AL6G33800	CARHR190820
OG0002997	AL8G36860	CARHR273950, CARHR273940, CARHR273930
OG0002999	AL8G34150, AL8G34270	CARHR271860, CARHR271980
OG0003000	AL8G31800	CARHR269570
OG0003001	AL1G16370	CARHR005980
OG0003002	AL8G30440	CARHR268310
OG0003002	AL7G25880	CARHR234560
OG0003003	AL7G25840	CARHR234600
OG0003003	AL8G30390	CARHR268260
OG0003004	AL1G20150, AL1G57770	CARHR040170, CARHR189180
OG0003005	AL6G16820	CARHR206480
OG0003006	AL1G12600	CARHR002480
OG0003006	AL6G50160	CARHR251140
OG0003008	AL5G38900, AL3G11670	CARHR167560
OG0003009	AL6G11980	CARHR210650
OG0003009	AL3G20770	CARHR084000
OG0003010	AL7G48380	CARHR110430, CARHR213240
OG0003010	AL7G48430	CARHR213250
OG0003011	AL2G38150	CARHR071360
OG0003012	AL1G26060	CARHR014590
OG0003012	nbis-gene-451, AL2G19860	CARHR056620
OG0003013	AL2G37750	CARHR071070
OG0003014	AL7G15520	CARHR243980
OG0003015	nbis-gene-1713	CARHR243970
OG0003015	AL3G50600	CARHR107840
OG0003016	AL6G42310	CARHR259530
OG0003017	AL9U11070	CARHR101320
OG0003018	AL3G40560	CARHR101140
OG0003018	AL9U10840	CARHR218660
OG0003019	AL7G42750	CARHR219650, CARHR219550, CARHR219630, CARHR219620
OG0003020	AL7G42610	CARHR179980
OG0003020	AL7G42580	CARHR219820
OG0003021	AL1G30840	CARHR019030
OG0003021	AL2G33730	CARHR067010
OG0003022	AL1G39660	CARHR025810
OG0003022	AL2G27680	CARHR061570
OG0003023	AL7G22940	CARHR237270
OG0003024	AL1G34230	CARHR021630
OG0003025	AL7G49810	CARHR261940
OG0003026	AL5G17690	CARHR149810
OG0003027	AL8G13230	CARHR176540
OG0003028	AL3G33020	CARHR095040
OG0003029	AL1G58480	CARHR040840
OG0003029	AL3G34290	CARHR096270
OG0003030	AL1G56300	CARHR039330
OG0003031	AL1G59560	CARHR041810
OG0003032	AL3G28860	CARHR091340
OG0003033	AL4G35210, AL4G35220	CARHR132800, CARHR132790, CARHR132810
OG0003034	AL8G23360	CARHR281190
OG0003035	AL7G33510	CARHR227210
OG0003037	AL6G48790	CARHR252360
OG0003037	AL7G32840	CARHR227850
OG0003038	AL1G52730	CARHR219580
OG0003038	AL7G52330, AL6G42550	CARHR151570
OG0003039	AL5G43110	CARHR171190
OG0003040	AL5G42670	CARHR170740
OG0003041	AL5G42350	CARHR170440
OG0003042	AL4G41820	CARHR169650
OG0003043	AL5G39790	CARHR168450
OG0003044	AL5G34460	CARHR163450
OG0003046	AL2G23220	CARHR057640, CARHR057720
OG0003046	AL5G33510	CARHR162620
OG0003047	AL2G26030	CARHR068030
OG0003047	AL2G26010	CARHR059980
OG0003048	AL2G26200	CARHR060100
OG0003049	AL2G26670, AL2G26650	CARHR060520
OG0003050	AL7G45160	CARHR216500
OG0003051	AL1G40460	CARHR026650
OG0003051	AL7G28380	CARHR232210
OG0003052	AL4G10290	CARHR112050
OG0003052	AL7G10660	CARHR247940
OG0003054	AL7G33560, AL7G33140	CARHR227160
OG0003055	AL6G30530	CARHR193840
OG0003056	AL3G16830	CARHR080510
OG0003056	AL6G30790	CARHR193660
OG0003057	nbis-gene-1581	CARHR186960
OG0003058	AL3G14990	CARHR079090
OG0003059	AL4G47080	CARHR142910
OG0003059	AL8G25140	CARHR257280
OG0003060	AL4G44430	CARHR140540
OG0003061	AL4G42750	CARHR139060
OG0003062	AL4G42730	CARHR139040, CARHR199340, CARHR058880
OG0003063	AL4G40040	CARHR025870
OG0003064	AL6G40880, AL3G15610	CARHR079530
OG0003064	AL6G39600	CARHR186010
OG0003065	AL1G19550	CARHR008990
OG0003065	AL3G16140	CARHR079920
OG0003066	AL3G16430	CARHR080190
OG0003067	AL8G23200	CARHR182040
OG0003068	AL6G10160	CARHR212220
OG0003069	AL3G22420, AL3G22410	CARHR085460
OG0003071	AL2G26120	CARHR179300
OG0003071	AL3G28680	CARHR091190
OG0003072	AL3G31180	CARHR093340
OG0003072	AL1G55260	CARHR038210
OG0003073	AL3G31520	CARHR093630
OG0003073	AL1G55480	CARHR038730
OG0003074	AL7G46700	CARHR214960
OG0003074	AL2G24290	CARHR058510
OG0003075	AL6G30220	CARHR194130, CARHR194140
OG0003076	AL6G52780	CARHR248810
OG0003076	AL1G10590	CARHR000570
OG0003077	AL1G10740	CARHR000710
OG0003077	AL6G53030	CARHR248530
OG0003078	AL1G12160	CARHR035210, CARHR002080
OG0003079	AL1G12880	CARHR002730
OG0003079	AL1G67150, AL1G51780	CARHR054000
OG0003080	AL1G16400	CARHR006000
OG0003080	AL4G26010	CARHR124500
OG0003081	AL2G15960	CARHR052310
OG0003081	AL1G21790	CARHR011070
OG0003082	AL5G10700	CARHR144160
OG0003083	AL5G10460, AL1G27040	CARHR015510
OG0003084	AL1G27580	CARHR016010
OG0003085	AL1G30940	CARHR019120
OG0003085	AL2G33890	CARHR067180
OG0003086	AL2G36280	CARHR069770
OG0003086	AL1G33450	CARHR020990
OG0003087	AL1G33670	CARHR021130
OG0003088	AL1G33700	CARHR021160
OG0003088	AL1G33690	CARHR021150
OG0003089	AL1G34200	CARHR021590
OG0003092	AL8G15040	CARHR178350
OG0003092	AL8G15050	CARHR178360
OG0003093	AL7G14560	CARHR244820
OG0003094	AL7G16300	CARHR243190
OG0003094	AL7G16290	CARHR243200
OG0003095	AL6G50970	CARHR250380
OG0003095	AL7G16310	CARHR243170
OG0003096	AL7G19810, AL7G19800	CARHR239990
OG0003097	AL2G28840	CARHR062660
OG0003097	AL1G38710	CARHR025050
OG0003098	AL6G51930	CARHR250220
OG0003101	AL3G51410	CARHR108650
OG0003102	AL7G21440	CARHR238560
OG0003102	AL4G14100	CARHR118300
OG0003106	nbis-gene-1359	CARHR163060
OG0003116	AL7G21660	CARHR238370
OG0003117	AL6G29010	CARHR195220
OG0003118	AL6G26850	CARHR197330
OG0003118	AL3G11810	CARHR076470
OG0003119	AL6G25710	CARHR198400, CARHR198410
OG0003120	AL8G42830	CARHR279220
OG0003121	AL4G28370, AL4G28380	CARHR126810
OG0003122	nbis-gene-1281, AL7G27940	CARHR232610
OG0003123	AL1G53870	CARHR037210
OG0003123	AL7G21020	CARHR238960
OG0003124	AL4G29920	CARHR128120
OG0003124	AL1G42740	CARHR028240
OG0003125	AL1G49280	CARHR030680
OG0003125	AL1G20850	CARHR010260
OG0003126	AL1G45750	CARHR286930
OG0003126	AL1G45780	CARHR286920
OG0003127	AL5G30790	CARHR160160
OG0003127	AL8G44680	CARHR280930
OG0003128	AL6G33500	CARHR191050
OG0003128	AL7G45920	CARHR215770
OG0003129	AL8G40650	CARHR277440
OG0003130	AL3G51100	CARHR276830
OG0003131	AL6G17750	CARHR205700
OG0003131	AL653U10010	CARHR275450
OG0003132	AL6G35410	CARHR189530
OG0003133	AL2G14950	CARHR051210, CARHR051160
OG0003134	AL3G36600	CARHR098220
OG0003136	AL6G33550	CARHR191010
OG0003137	nbis-gene-579	CARHR102930, CARHR274150
OG0003138	AL271U10030, AL8G26690	CARHR259130, CARHR265280
OG0003139	AL7G27120	CARHR233360
OG0003140	AL264U10030, AL1G35210, AL1G35230	CARHR038350, CARHR022320
OG0003141	AL3G29990	CARHR092260
OG0003142	AL1G12240	CARHR002180
