Orthogroup	Arabidopsis_lyrata_Rawat	Arabidopsis_thaliana
OG0001934	AL1G45460	AT1G31070.2
OG0001934	AL4G31040	AT2G35020.1
OG0001935	AL4G31420	AT2G35370.1
OG0001935	AL1G46720	AT1G32470.1
OG0001936	AL4G31360	AT2G35330.1
OG0001936	AL1G46780	AT1G32530.1
OG0001937	AL5G30200	AT3G50080.1
OG0001937	AL8G44090	AT5G67250.1
OG0001938	AL3G27410	AT3G15060.1
OG0001938	AL8G37480	AT5G60860.1
OG0001939	AL6G34970	AT5G23700.3
OG0001939	AL5G28370	AT3G48860.2
OG0001940	AL7G19340	AT4G32470.1
OG0001940	AL6G37230	AT5G25450.1
OG0001941	AL8G35450	AT5G59240.1
OG0001942	AL5G23360	AT3G44900.1
OG0001942	AL6G34040	AT5G22900.1
OG0001943	AL8G37140	AT5G60550.1
OG0001943	AL5G23810	AT3G45240.1
OG0001944	AL5G25260	AT3G46430.1, AT5G59613.1
OG0001945	AL2G15980	AT1G60620.1
OG0001945	AL2G15670	AT1G60850.1
OG0001946	AL8G34630	AT5G58440.1
OG0001946	AL6G17300	AT5G07120.1
OG0001947	AL7G27230	AT4G25810.1
OG0001947	AL8G33540	AT5G57560.1
OG0001948	AL8G33430	AT5G57480.1
OG0001948	AL7G27200	AT4G25835.1
OG0001949	AL3G49790	AT2G17000.1
OG0001949	AL3G49800	AT2G17010.1
OG0001950	AL7G51450	AT5G38970.1
OG0001950	AL5G19860	AT3G30180.1
OG0001951	AL7G26460	AT4G26480.1
OG0001952	AL8G30360	AT5G54900.1
OG0001952	AL7G25830	AT4G27000.1
OG0001953	AL8G30120	AT5G54670.1
OG0001953	AL7G25620	AT4G27180.1
OG0001954	AL3G23910	AT3G12250.4
OG0001954	AL6G17100	AT5G06950.1
OG0001955	AL6G16650	AT5G06560.1
OG0001955	AL3G23420	AT3G11850.1
OG0001956	AL3G22110	AT3G10640.1
OG0001956	AL6G14520	AT5G04850.2
OG0001957	AL3G21140	AT3G09900.1
OG0001957	AL6G12960	AT5G03520.1
OG0001958	AL6G12620, AL1G29620	AT5G03300.1
OG0001958	AL3G21050	AT3G09820.1
OG0001959	AL7G18510	AT4G33070.1
OG0001959	AL6G10810	AT5G01330.1
OG0001959	AL6G10820	AT5G01320.1
OG0001960	AL5G16710	AT3G27380.1
OG0001960	AL7G49090	AT5G40650.1
OG0001961	AL1G27880	AT1G15760.1
OG0001961	AL2G40950	AT1G80520.1
OG0001962	AL2G40560	AT1G80830.1
OG0001963	AL1G28170	AT1G16010.1
OG0001963	AL2G40480	AT1G80900.1
OG0001964	AL1G28420	AT1G16300.1
OG0001964	AL2G40170	AT1G79530.1
OG0001965	AL1G33980	AT1G20950.1
OG0001965	AL2G36690	AT1G76550.1
OG0001966	AL7G15540	AT4G35610.1
OG0001966	AL7G15420	AT4G35700.1
OG0001967	AL1G33520	AT1G20580.1
OG0001967	AL2G36390	AT1G76300.1
OG0001968	AL2G35890	AT1G75880.1
OG0001968	AL2G35900	AT1G75890.3
OG0001969	AL3G50120	AT2G17260.1
OG0001969	AL7G15880	AT4G35290.1
OG0001970	AL3G50490	AT2G17530.1
OG0001970	AL7G15670	AT4G35500.2
OG0001971	AL3G50720	AT2G17720.1
OG0001971	AL7G15260	AT4G35810.1
OG0001972	AL3G50800	AT2G17780.1
OG0001972	AL7G15120	AT4G35920.1
OG0001973	AL3G26200	AT3G14000.1
OG0001973	AL1G62900	AT1G54180.1
OG0001974	AL3G27290	AT3G14960.1
OG0001974	AL1G61720	AT1G53290.1
OG0001975	AL5G33800	AT3G52990.1
OG0001975	AL4G32750	AT2G36580.1
OG0001977	AL7G42970	AT4G13615.1
OG0001977	AL3G39170	AT3G24100.1
OG0001978	AL7G41650	AT4G14490.1
OG0001978	AL3G11690	AT3G02400.1
OG0001979	AL7G41580	AT4G14560.1
OG0001979	AL3G37470	AT3G23030.2
OG0001980	AL7G41330	AT4G14680.2
OG0001980	AL3G37240	AT3G22890.1
OG0001981	AL3G29570	AT3G16650.1
OG0001981	AL7G39370	AT4G15900.1
OG0001982	AL5G37410	AT3G56090.1
OG0001982	AL4G38110	AT2G40300.1
OG0001983	AL5G25240	AT3G46340.1
OG0001984	AL5G15530	AT3G26690.1
OG0001984	AL1G24520	AT1G12880.1
OG0001985	AL8G13110	AT5G45560.1
OG0001985	AL7G35070	AT4G19040.2
OG0001986	AL1G57120, AL1G57150	AT1G49710.1
OG0001986	AL3G32680	AT3G19280.1
OG0001987	AL1G58680	AT1G50950.2
OG0001987	AL3G34420	AT3G20560.1
OG0001988	AL1G59510	AT1G51600.1
OG0001988	AL3G35170	AT3G21175.1
OG0001989	AL3G28800	AT3G16120.1
OG0001989	AL1G60420	AT1G52245.1
OG0001992	AL7G36650	AT4G17880.1
OG0001992	AL8G11580	AT5G46760.1
OG0001993	AL6G51830	AT4G01510.5
OG0001993	AL1G11510	AT1G01020.1
OG0001994	AL6G46650	AT4G11911.1
OG0001994	AL7G30600	AT4G22920.1
OG0001995	AL7G31320, AL8G44690	AT4G22300.1
OG0001995	AL7G31310	AT4G22305.1
OG0001996	AL7G31930	AT4G21910.2
OG0001996	AL7G31940	AT4G21903.2
OG0001997	AL6G48780	AT4G05180.1
OG0001997	AL7G32830	AT4G21280.2
OG0001998	AL5G45770	AT3G62990.1
OG0001998	AL4G47540	AT2G47950.2
OG0001999	AL4G44610	AT2G45440.1
OG0001999	AL5G43200	AT3G60880.2
OG0002000	AL4G44170	AT2G45080.1
OG0002000	AL5G42870	AT3G60550.1
OG0002001	AL5G42840	AT3G60540.1
OG0002001	AL4G44160	AT2G45070.1
OG0002002	AL5G42260	AT3G60070.1
OG0002002	AL4G43240	AT2G44280.1
OG0002003	AL1G21290, AL3G43770	AT1G10490.1
OG0002003	AL5G39590	AT3G57940.1
OG0002004	AL4G39660	AT2G41560.1
OG0002004	AL5G38870	AT3G57330.1
OG0002005	AL7G24970	AT4G27690.1
OG0002005	AL8G28260	AT5G53530.1
OG0002007	AL4G36170	AT2G38870.1
OG0002007	AL4G36210	AT2G38900.2
OG0002008	AL4G35810	AT2G38530.1
OG0002008	AL3G46850	AT2G15050.1
OG0002008	AL4G35820	AT2G38540.1
OG0002009	AL5G32320	AT3G51860.2
OG0002009	AL4G35190	AT2G38170.3
OG0002010	AL8G10360, AL8G10380	AT5G47590.1
OG0002011	AL4G10340	AT2G21220.1
OG0002011	AL7G10740	AT4G38860.1
OG0002012	AL6G43620	AT4G09900.1
OG0002012	AL1G48430	AT1G33990.1
OG0002013	AL3G16290	AT3G05640.1
OG0002013	AL6G38980	AT5G27930.1
OG0002014	AL5G45610	AT3G62830.1
OG0002014	AL4G47230	AT2G47650.2
OG0002015	AL4G47140	AT2G47560.1
OG0002015	AL5G45440	AT3G62690.1
OG0002016	AL3G30120	AT3G17140.1
OG0002017	AL4G40440	AT2G42080.1
OG0002017	AL5G39680	AT3G58020.1
OG0002018	AL3G15700	AT3G05260.1
OG0002019	AL6G30140, AL3G17250	AT3G06320.1, AT5G18790.1
OG0002020	AL3G30140	AT3G17152.1
OG0002020	nbis-gene-717	AT3G17150.1
OG0002021	AL3G30280	AT3G17240.1
OG0002021	AL1G54550	AT1G48030.1
OG0002022	AL3G30510	AT3G17430.1
OG0002022	AL1G54820	AT1G48230.1
OG0002023	AL5G19430	AT4G04402.1, AT3G29350.1
OG0002023	AL7G51130	AT5G39340.2
OG0002024	AL7G46180	AT5G37475.1
OG0002025	AL3G36530	AT3G22270.1
OG0002025	AL7G40840	AT4G14990.1
OG0002026	AL6G29910	AT5G18640.2
OG0002026	AL6G29900	AT5G18630.1
OG0002027	AL1G10860	AT1G01540.2
OG0002028	nbis-gene-1674	AT4G01026.1
OG0002029	nbis-gene-1675	AT4G01023.2
OG0002029	AL1G11100	AT1G01350.1, AT5G06420.1
OG0002030	AL1G12020	AT5G38700.1
OG0002030	AL6G50980	AT4G02170.1
OG0002031	AL1G15430	AT1G05560.2
OG0002031	AL1G15380	AT1G05530.1
OG0002032	AL1G66490	AT1G56600.1
OG0002032	AL1G19860	AT1G09350.1
OG0002033	AL1G21390	AT1G10570.1
OG0002033	AL2G16440	AT1G60220.1
OG0002034	AL1G22270	AT1G11250.1
OG0002034	AL2G15020	AT1G61290.1
OG0002035	AL1G22810	AT1G11670.1
OG0002035	AL2G14160	AT1G61890.1
OG0002036	AL2G12540	AT1G63050.1
OG0002036	AL1G23990, AL1G24100	AT1G12640.1
OG0002037	AL5G15110	AT3G26340.1
OG0002037	AL1G24710	AT1G13060.2
OG0002038	AL1G26660	AT1G14685.1
OG0002038	AL5G11070	AT2G01930.1
OG0002039	AL1G27740	AT1G15620.1
OG0002039	AL1G27730	AT1G15640.1
OG0002039	AL1G27720	AT1G15610.1, AT1G15630.1
OG0002040	AL1G34370	AT1G21280.1
OG0002041	AL1G36950	AT1G23210.1
OG0002041	AL2G30140	AT1G70710.1
OG0002042	AL7G47610	AT5G41730.1
OG0002042	AL2G10640	AT1G64300.1
OG0002043	AL5G24660	AT3G45960.2
OG0002043	AL5G24680	AT3G45970.1
OG0002043	AL7G10270	AT4G38400.1
OG0002044	AL7G16220	AT4G35000.1
OG0002045	AL7G18530	AT4G33050.5
OG0002045	AL4G18660	AT2G26190.1
OG0002046	AL4G22500, AL4G22510	AT2G27780.1, AT5G27310.1, AT2G13640.1
OG0002047	AL5G30620	AT3G50480.1, AT3G50470.1
OG0002047	AL5G30610	AT3G50460.1
OG0002047	AL5G30600	AT3G50450.1
OG0002048	AL6G43640	AT4G09950.1
OG0002048	AL6G43630	AT4G09940.2
OG0002056	AL8G35080	AT5G58787.1
OG0002056	AL5G26420	AT3G47160.2
OG0002057	AL5G27400	AT3G48070.2
OG0002057	AL8G39930	AT5G62910.1
OG0002058	AL6G29370	AT5G18170.1
OG0002058	AL3G13800	AT3G03910.1
OG0002059	AL6G29350	AT5G18150.1
OG0002059	AL6G25370	AT5G14602.1
OG0002060	AL6G29290	AT5G18090.1
OG0002060	AL6G29100	AT5G18000.1
OG0002061	AL3G13100	AT3G03430.1
OG0002061	AL6G28560	AT5G17480.1
OG0002062	AL6G27820	AT5G16800.3
OG0002062	AL3G12440	AT3G02980.1
OG0002063	AL3G12180	AT3G02770.1
OG0002063	AL6G27380	AT5G16450.1
OG0002064	AL6G27130	AT5G16240.1
OG0002064	AL3G12000	AT3G02630.1
OG0002065	AL6G26920	AT5G16040.1
OG0002066	AL3G11770	AT3G02460.1
OG0002066	AL6G26810	AT5G15930.1
OG0002067	AL6G25100	AT5G14390.1
OG0002067	AL3G10460	AT3G01690.1
OG0002068	AL6G24160	AT5G13550.1
OG0002068	AL3G24150	AT3G12520.1
OG0002069	AL6G23710	AT5G13110.1
OG0002069	AL1G40640	AT1G24280.1
OG0002070	AL6G22390	AT5G11670.1
OG0002071	AL8G16020	AT5G44050.1
OG0002072	AL6G20320	AT5G09900.3
OG0002072	AL8G42220	AT5G64760.1
OG0002073	AL6G19920	AT5G09520.1
OG0002073	AL6G19930	AT5G09530.1
OG0002074	AL8G37910, AL665U10010	AT5G61250.1
OG0002074	AL6G18170	AT5G07830.1
OG0002075	AL6G49930	AT4G03000.1
OG0002075	AL1G12890	AT1G03365.1
OG0002076	AL4G22250	AT2G27960.1
OG0002076	AL4G22230	AT2G27970.1
OG0002077	AL4G21790	AT2G28310.1
OG0002077	AL1G18380	AT1G08040.1
OG0002078	AL1G15350	AT1G05510.1
OG0002078	AL4G27350	AT2G31985.1
OG0002079	AL1G15100	AT1G05300.1
OG0002080	AL1G13450	AT1G03870.1
OG0002080	AL8G15890	AT5G44130.1
OG0002081	AL8G18280	AT5G42790.1
OG0002081	AL1G53390	AT1G47250.1
OG0002082	AL1G26250	AT1G14360.1
OG0002082	AL5G12020	AT2G02810.1
OG0002083	AL8G44700	AT5G66760.1
OG0002083	AL3G51730	AT2G18450.1
OG0002084	AL5G29980	AT3G49950.1
OG0002084	AL8G43900	AT5G67411.1
OG0002085	AL8G35260, AL139U10010, AL8G42380	AT5G64890.1
OG0002086	AL8G38550	AT5G61790.1
OG0002086	AL6G17610	AT5G07340.2
OG0002087	AL5G29400	AT3G49560.1
OG0002087	AL6G36250	AT5G24650.1
OG0002088	AL6G36360	AT5G24780.1
OG0002088	AL6G36400	AT5G24770.1
OG0002089	AL5G20980	AT3G42790.1
OG0002089	AL6G32040	AT5G20510.1
OG0002090	AL6G34070	AT5G22930.1
OG0002090	AL5G23410	AT3G44940.1
OG0002091	AL5G25190	AT3G46290.1
OG0002091	AL8G36220	AT5G59700.1
OG0002092	AL7G27030	AT4G25970.1
OG0002092	AL161U10010, nbis-gene-2164	AT5G57190.1
OG0002093	AL7G26870	AT4G26110.1
OG0002093	AL8G32810	AT5G56950.1
OG0002094	AL7G26520	AT4G26430.1
OG0002094	AL8G31910	AT5G56280.1
OG0002095	AL7G26120	AT4G26710.1
OG0002096	AL8G30330	AT5G54870.1
OG0002096	AL7G25810	AT4G27020.1
OG0002097	AL6G50340	AT4G02690.1
OG0002097	AL1G12530	AT1G03070.1
OG0002098	AL7G16870	AT4G34400.1
OG0002099	nbis-gene-1471	AT5G05780.1
OG0002100	AL6G10960	AT5G01225.1
OG0002100	AL3G20070	AT3G09032.1
OG0002101	AL6G10660	AT3G49420.1, AT5G01430.1
OG0002102	AL5G16310	AT3G27190.1
OG0002102	AL7G48700	AT5G40870.1
OG0002103	AL2G16880	AT1G59870.1
OG0002103	AL1G27290	AT1G15210.1
OG0002104	AL1G27860	AT1G15750.1
OG0002104	AL2G40980	AT1G80490.2
OG0002105	AL1G28320	AT1G16190.1
OG0002105	AL2G40340	AT1G79650.4
OG0002106	nbis-gene-93	AT1G16440.1
OG0002106	AL2G39850	AT1G79250.1
OG0002107	AL2G39680	AT1G79210.1
OG0002108	AL2G39640	AT1G79160.1
OG0002108	AL1G28660	AT1G16500.1
OG0002109	AL1G35590	AT1G22150.1
OG0002109	AL2G38290	AT1G78000.1
OG0002110	AL1G34520	AT1G21410.1
OG0002111	AL1G34120	AT1G21070.1
OG0002111	AL2G36810	AT1G76670.1
OG0002112	AL1G63680	AT1G55610.1
OG0002112	AL3G25230	AT3G13380.1
OG0002113	AL1G63560	AT1G55535.1
OG0002113	AL3G25290	AT3G13420.3
OG0002114	AL3G25480	AT3G13570.1
OG0002114	AL1G63350	AT1G55310.3
OG0002115	AL2G26310	AT1G67640.1
OG0002115	AL1G40540	AT1G24400.1
OG0002116	AL7G42640	AT4G13850.1
OG0002116	AL3G38820	AT3G23830.1
OG0002117	AL7G41850	AT4G14368.1
OG0002117	AL3G37920	AT3G23270.2
OG0002118	AL7G41630	AT4G14500.1
OG0002118	AL3G37520	AT3G23080.1
OG0002119	AL3G36310	AT3G22110.1
OG0002120	AL1G52050, AL1G51930	AT1G72270.1
OG0002120	AL7G25820	AT4G27010.2
OG0002121	AL7G36380	AT4G18050.2
OG0002121	AL8G11810	AT5G46540.1
OG0002122	AL7G39950	AT4G15560.1
OG0002122	AL3G35610	AT3G21500.3
OG0002123	AL7G11270	AT4G39280.1
OG0002124	AL1G29830	AT1G17530.1
OG0002124	AL2G32430	AT1G72750.1
OG0002125	AL3G48360	AT2G19860.1
OG0002125	AL7G23310	AT4G29130.1
OG0002126	AL5G18410	AT3G28710.1
OG0002127	AL7G48910	AT5G40810.1
OG0002128	AL8G13060	AT5G45620.1
OG0002128	AL7G35140	AT4G19006.2
OG0002129	AL1G59390	AT1G51500.1
OG0002129	AL3G35030	AT3G21090.1
OG0002130	AL3G28350	AT3G15690.2
OG0002130	AL1G60940	AT1G52670.1
OG0002131	AL4G30680	AT2G34690.1
OG0002132	AL5G18540	AT3G28820.1, AT3G28810.1
OG0002132	AL5G18840	AT3G28980.1
OG0002133	AL7G29690	AT4G23670.1
OG0002133	AL7G29680	AT4G23680.1
OG0002134	AL7G16810	AT4G34420.1
OG0002134	AL3G47480	AT2G15730.1
OG0002135	AL3G49230	AT2G16600.1
OG0002135	AL7G16340	AT4G34870.1
OG0002136	AL7G29400	AT4G23920.1
OG0002136	AL6G45060	AT4G10960.1
OG0002137	AL7G29490	AT4G23870.1
OG0002138	AL7G19310	AT4G32500.1
OG0002138	AL4G17060	AT2G25600.1
OG0002139	AL1G48290, AL1G48270, AL7G30890	AT4G22700.1
OG0002140	AL7G33950	AT4G19960.3
OG0002141	AL7G33940	AT4G19975.1
OG0002141	AL8G14690	AT5G44820.1
OG0002142	AL7G33530	AT4G20360.1
OG0002143	AL7G33040	AT4G21090.1
OG0002143	AL6G49040	AT4G05450.1
OG0002144	AL6G43150	AT4G09570.1
OG0002144	AL1G50560	AT1G35670.1
OG0002145	AL4G47260	AT2G47690.1
OG0002146	AL4G45720	AT2G46420.1
OG0002146	AL5G44210	AT3G61700.2
OG0002147	AL5G43930	AT3G61560.1
OG0002147	AL4G45420	AT2G46170.1
OG0002148	AL5G43220	AT3G60900.1
OG0002148	AL4G44640	AT2G45470.1
OG0002149	AL5G42500	AT3G60280.1
OG0002149	AL5G42490	AT3G60270.1
OG0002150	AL5G39720	AT3G58050.2
OG0002150	AL4G40320	AT2G41960.1
OG0002151	AL4G39030	AT2G41060.1
OG0002151	AL5G38250	AT3G56860.1
OG0002152	AL5G38110	AT3G56750.1
OG0002152	AL4G39120	AT2G41150.2
OG0002153	AL5G37760	AT3G56430.1
OG0002153	AL4G38690	AT2G40800.1
OG0002154	AL4G35900	AT2G38630.1
OG0002154	AL5G35230	AT3G54190.1
OG0002155	AL4G33470	AT2G37120.1
OG0002155	AL5G34280	AT3G53370.1
OG0002156	AL8G28270	AT5G53540.1
OG0002156	AL7G24980	AT4G27680.1
OG0002157	AL3G29830	AT3G16860.1
OG0002157	AL7G39050	AT4G16120.1
OG0002158	AL9U10320	AT4G13345.4
OG0002158	AL3G39890	AT3G24460.1
OG0002159	AL4G20430, AL5G25940, AL5G26410	AT3G47150.1
OG0002159	AL5G26390	AT3G47130.1
OG0002160	AL2G26270	AT1G67600.1
OG0002160	AL1G40570	AT1G24350.3
OG0002161	AL2G26850	AT1G68060.1
OG0002161	AL1G40210	AT1G24764.3
OG0002162	AL3G52120	AT2G18730.1
OG0002162	AL7G21810	AT4G30340.1
OG0002163	AL4G39240	AT2G41260.2
OG0002163	AL4G39260	AT2G41280.1
OG0002164	AL4G37660	AT2G40020.4
OG0002165	nbis-gene-1095	AT2G37450.2
OG0002165	AL4G33890	AT2G37460.1
OG0002166	AL8G10930	AT5G47160.1
OG0002167	AL4G10380	AT2G21240.1
OG0002167	AL7G10800	AT4G38910.2
OG0002168	AL4G10600	AT2G21410.1
OG0002168	AL7G11010	AT4G39080.1
OG0002169	AL7G11050	AT4G39110.1
OG0002169	AL4G10660	AT2G21480.1
OG0002170	AL4G11490	AT2G22140.1
OG0002170	AL4G11110	AT2G21800.2
OG0002171	AL6G44160	AT4G10310.1
OG0002172	AL6G40350	AT5G28040.1
OG0002172	AL3G15240	AT3G04930.1
OG0002174	AL825U10020, AL4G44930	AT2G45740.1
OG0002174	AL1G10510	AT1G01820.1
OG0002175	AL7G26710	AT4G26250.1
OG0002175	AL6G35060	AT5G23790.1
OG0002176	AL88U10030, AL3G16390	AT3G05700.1
OG0002176	AL6G38920	AT5G26990.1
OG0002177	AL3G18100	AT3G06930.2
OG0002177	AL8G22390	AT5G49020.1
OG0002178	AL8G21740	AT5G48680.1
OG0002178	AL3G18420	AT3G07170.1
OG0002179	AL3G19640	AT3G08640.1
OG0002179	AL3G19620	AT3G08630.1
OG0002180	AL3G23760	AT3G12130.1
OG0002180	AL6G16880	AT5G06770.1
OG0002181	AL1G54830	AT1G48240.1
OG0002181	AL3G30520	AT3G17440.1
OG0002182	AL3G31330	AT3G18160.3
OG0002182	AL1G55300	AT1G48635.2
OG0002183	AL1G56000	AT3G18410.1, AT1G49140.1
OG0002184	AL3G32720	AT3G19320.1
OG0002184	AL1G57200	AT1G49750.1
OG0002185	AL5G18710	AT3G28920.1
OG0002185	AL7G50540	AT5G39760.1
OG0002186	AL3G36840, AL3G32630	AT3G22530.1
OG0002186	AL7G41020, AL1G56850	AT4G14830.1
OG0002187	nbis-gene-1894	AT5G36100.1
OG0002187	AL2G19730	AT1G65090.2
OG0002188	AL1G19400	AT1G08970.1
OG0002188	AL1G65290	AT1G54830.1
OG0002189	AL5G33020	AT3G52370.2
OG0002189	AL4G31970	AT2G35860.1
OG0002190	AL4G37890	AT2G40170.1
OG0002190	nbis-gene-1351	AT3G51810.1
OG0002191	AL1G15470	AT1G05580.1
OG0002191	AL4G27210	AT2G31910.1
OG0002192	AL1G21080	AT1G10340.1
OG0002192	AL4G15180	AT2G24600.3
OG0002193	AL2G17280	AT1G59660.1
OG0002193	AL1G21160	AT1G10390.1
OG0002194	AL2G16810	AT1G59940.2
OG0002194	AL1G21260	AT1G10470.1
OG0002195	AL1G21910	AT1G10930.1
OG0002196	AL2G12950	AT1G62820.1
OG0002196	AL1G23640	AT1G12310.1
OG0002197	AL1G27100	AT1G15030.1
OG0002197	AL5G10210, AL5G10330	AT2G01260.1
OG0002198	AL1G36560	AT1G22990.1
OG0002198	AL2G30620	AT1G71050.1
OG0002199	AL2G30590	AT1G71020.1
OG0002199	AL1G36600	AT1G23030.1
OG0002200	nbis-gene-594	AT1G71140.1
OG0002201	AL2G13300	AT1G62570.1
OG0002201	AL2G13310	AT1G62560.1
OG0002201	AL2G13320	AT1G62540.2
OG0002202	AL7G47140	AT5G42020.3
OG0002202	AL2G10250	AT5G28540.1
OG0002203	AL7G22890	AT4G29510.1
OG0002203	AL3G48570	AT2G19670.1
OG0002205	AL2G23720	AT1G66120.1
OG0002207	AL4G11070	AT2G21790.1
OG0002208	AL7G13340	AT4G37450.2
OG0002208	AL4G12970	AT2G23130.1
OG0002209	AL7G16970	AT4G34300.1
OG0002209	AL7G17490	AT4G33930.1
OG0002210	AL7G17010	AT4G34265.3
OG0002210	AL3G46800	AT2G15000.4
OG0002211	AL7G42720	AT4G13800.1
OG0002211	AL3G38840	AT3G23870.1
OG0002212	AL1G40770	AT1G27370.1
OG0002212	AL1G40760	AT1G27360.1
OG0002213	AL7G25990	AT4G26850.1
OG0002213	AL8G30620	AT5G55120.1
OG0002214	AL2G25220	AT1G66940.4
OG0002216	AL7G19460	AT4G32380.1
OG0002216	AL7G19470	AT4G32375.1
OG0002221	AL1G46820	AT1G32580.1
OG0002221	AL941U10010, AL4G31280	AT2G35240.1
OG0002222	AL1G42330	AT1G28710.1
OG0002222	AL1G42320	AT1G28700.1
OG0002223	AL3G12980, AL288U10020	AT3G03341.1
OG0002224	AL8G24020	AT5G50020.2
OG0002224	AL7G28570	AT4G24630.1
OG0002225	AL6G25380	AT5G14610.1
OG0002225	AL3G10610	AT3G01540.2
OG0002226	AL6G24450	AT5G13825.1
OG0002227	AL4G21120	AT2G27210.1
OG0002227	AL1G18830	AT1G08420.1
OG0002228	nbis-gene-1031	AT2G28725.1
OG0002228	AL1G18080	AT1G07795.1
OG0002229	AL4G27310	AT2G31960.1
OG0002229	AL1G15440	AT1G05570.1
OG0002230	AL1G13940	AT1G04340.1
OG0002230	AL349U10010	AT5G43460.1
OG0002231	AL1G13820	AT1G04220.1
OG0002232	AL8G15720	AT5G44280.2
OG0002232	AL1G13320	AT1G03770.2
OG0002233	AL1G13410, AL1G13160	AT1G03670.1
OG0002234	AL7G28000	AT4G25150.1
OG0002234	AL8G25520	AT5G51260.1
OG0002235	AL7G27930	AT4G25220.1
OG0002235	AL1G44600	AT1G30560.1
OG0002236	AL8G26580	AT5G52200.1
OG0002237	AL1G42870	AT1G29160.1
OG0002237	AL4G30030	AT2G34140.1
OG0002238	AL3G51290	AT2G18110.1
OG0002238	AL1G44150	AT1G30230.2
OG0002239	nbis-gene-1081	AT2G34880.1
OG0002239	AL1G44980	AT1G30810.1
OG0002240	AL1G49630	AT1G31420.1
OG0002240	AL4G31690	AT2G35620.1
OG0002241	AL1G46580	AT1G32380.1
OG0002241	AL4G31440	AT2G35390.2
OG0002242	AL8G44290	AT5G67080.1
OG0002242	AL5G30440	AT3G50310.1
OG0002243	AL6G17570	AT5G07320.1
OG0002243	AL8G38570	AT5G61810.1
OG0002244	AL269U10020, AL3G41370, AL3G41380, AL3G41390, AL215U10060, AL269U10010, AL3G41400, AL8G37440, AL269U10050, AL269U10030, AL269U10040	AT5G60840.1
OG0002245	AL6G36130	AT5G24550.1, AT5G24540.1
OG0002246	AL6G32110	AT5G20570.2
OG0002247	AL6G32310	AT5G20790.1
OG0002247	AL5G21230	AT3G43110.1
OG0002248	AL9U11100, AL9U11080	AT4G13090.1
OG0002248	AL9U11120	AT4G13080.1
OG0002249	AL8G36260	AT5G59740.1
OG0002249	AL5G24910	AT3G46180.1
OG0002250	nbis-gene-2169	AT5G58680.1
OG0002250	AL3G10800	AT3G01400.1
OG0002251	AL8G33610	AT5G57580.1
OG0002251	AL7G27240	AT4G25800.1
OG0002252	AL7G26690	AT4G26260.2
OG0002252	AL8G32460	AT5G56640.1
OG0002253	AL8G30240	AT5G54810.1
OG0002253	AL7G25730	AT4G27070.1
OG0002254	AL1G12520	AT1G03060.1
OG0002254	AL6G50380	AT4G02660.2
OG0002255	AL3G49330	AT2G16650.1
OG0002255	AL7G31960	AT4G21900.1
OG0002256	AL3G22830	AT3G11320.1
OG0002256	AL6G15720	AT5G05820.1
OG0002257	AL3G22520	AT3G10980.1
OG0002257	AL6G15220	AT5G05350.1
OG0002258	AL4G35730	AT2G38460.1
OG0002258	AL6G13070	AT5G03570.3
OG0002259	AL6G12190	AT5G02910.1
OG0002259	AL6G12220	AT5G02920.1
OG0002259	nbis-gene-1441	AT5G02930.1
OG0002260	AL6G10710	AT5G01410.1
OG0002260	AL4G35230	AT2G38230.1
OG0002261	AL7G48710	AT5G40860.1
OG0002261	AL5G16340	AT3G27210.1
OG0002262	AL2G41360	AT1G80160.3
OG0002262	AL1G27480	AT1G15380.1
OG0002263	AL2G41200	AT1G80300.1
OG0002263	AL1G27620	AT1G15500.1
OG0002264	AL1G28030	AT1G15870.1
OG0002265	AL1G35620	AT1G22170.1
OG0002265	AL2G38340	AT1G78050.1
OG0002266	AL2G37970	AT1G77740.1
OG0002266	AL1G35380, AL1G35190	AT1G21980.1
OG0002267	AL2G37070	AT1G76940.1
OG0002267	AL1G34410	AT1G21320.1
OG0002268	AL1G33390	AT1G76185.1, AT1G20460.1
OG0002269	AL2G35430	AT1G75460.1
OG0002269	AL1G32470	AT1G19740.1
OG0002270	AL1G32380	AT1G19660.1
OG0002270	AL2G35310	AT1G75380.1
OG0002271	AL5G42240	AT3G60050.1
OG0002271	AL1G63710	AT1G55630.1
OG0002272	AL3G25300	AT3G13430.1
OG0002272	AL1G63550	AT1G55530.1
OG0002273	AL3G25420	AT3G13510.1
OG0002273	AL1G63410	AT1G55360.1
OG0002274	AL3G37960	AT3G23310.1
OG0002274	AL7G41880	AT4G14350.1
OG0002275	AL7G41700	AT4G14440.1
OG0002275	AL7G41710	AT4G14430.1
OG0002276	AL2G33180	AT1G73390.1
OG0002276	AL1G30290	AT1G17940.1
OG0002277	AL2G28180	AT1G69120.1
OG0002277	AL1G39440	AT1G26310.1
OG0002278	AL7G24170	AT4G28400.1
OG0002278	AL3G53710	AT2G20630.2
OG0002279	AL7G23750	AT4G28750.1
OG0002279	AL3G47830	AT2G20260.1
OG0002280	AL7G49370	AT5G40460.1
OG0002280	AL5G17050	AT3G27630.1
OG0002281	AL5G16650	AT3G27330.1
OG0002281	AL7G49020	AT5G40720.1
OG0002282	AL1G25220	AT1G13460.1
OG0002282	AL5G14700	AT3G26020.4
OG0002283	AL3G33000	AT3G19570.2
OG0002283	AL1G57430	AT1G49890.1
OG0002284	AL1G60440	AT1G52280.1
