Orthogroup	Arabidopsis_lyrata_Rawat	Arabis_alpina
OG0003311	AL4G46800, AL4G46790	Aa_G249880.h1.t1
OG0003312	AL2G36230	Aa_G87800.h1.t1
OG0003313	AL8G21250, AL3G52630	Aa_G543460.h1.t1
OG0003313	AL7G16570	Aa_G483280.h1.t1
OG0003314	AL3G15480	Aa_G643720.h1.t1, Aa_G4870.h1.t1
OG0003316	AL6G30330	Aa_G83710.h1.t1
OG0003317	AL3G18450	Aa_G78740.h1.t1
OG0003318	AL3G29360, AL3G27770	Aa_G234900.h1.t1, Aa_G443940.h1.t1
OG0003319	AL3G29790	Aa_G418190.h1.t1
OG0003319	AL7G39100	Aa_G468220.h1.t1
OG0003320	AL3G32270	Aa_G342880.h1.t1
OG0003321	AL7G19320	Aa_G44520.h1.t1
OG0003322	AL7G51640	Aa_G421590.h1.t1
OG0003323	AL3G36500	Aa_G538110.h1.t1
OG0003324	AL7G22020	Aa_G461030.h1.t1
OG0003325	AL8G23210	Aa_G196470.h1.t1
OG0003326	AL5G32230	Aa_G236050.h1.t1
OG0003327	AL1G10890, AL6G52110	Aa_G105780.h1.t1
OG0003328	AL6G52390	Aa_G67850.h1.t1
OG0003328	AL1G11110	Aa_G325220.h1.t1
OG0003330	AL1G17450	Aa_G275840.h1.t1
OG0003331	AL1G19170	Aa_G80790.h1.t1
OG0003332	AL1G26300	Aa_G117740.h1.t1
OG0003332	AL5G11930	Aa_G146180.h1.t1
OG0003333	AL1G28020	Aa_G707400.h1.t1
OG0003334	AL1G31910	Aa_G407780.h1.t1
OG0003335	AL1G33380	Aa_G622600.h1.t1
OG0003336	AL1G36420	Aa_G121900.h1.t1
OG0003336	AL2G31030	Aa_G297530.h1.t1
OG0003337	AL2G30170	Aa_G62630.h1.t1, Aa_G163410.h1.t1
OG0003338	AL1G38020	Aa_G281090.h1.t1
OG0003338	AL2G29300	Aa_G294990.h1.t1
OG0003339	AL8G44860	Aa_G43550.h1.t1
OG0003342	AL2G23110	Aa_G686010.h1.t1
OG0003343	AL7G22930, AL7G22920	Aa_G628350.h1.t1
OG0003347	AL7G15550	Aa_G590220.h1.t1
OG0003349	AL310U10010, AL7G17140	Aa_G892590.h1.t1
OG0003350	AL7G19510	Aa_G724250.h1.t1
OG0003351	AL2G31750, AL2G31740	Aa_G475210.h1.t1, Aa_G475230.h1.t1
OG0003352	AL6G52040	Aa_G53210.h1.t1
OG0003352	AL1G10840	Aa_G105750.h1.t1
OG0003353	AL7G25270	Aa_G217470.h1.t1
OG0003356	AL1G41370	Aa_G568400.h1.t1
OG0003358	nbis-gene-2125, AL7G47240, nbis-gene-1790, nbis-gene-1053, AL8G16340	Aa_G445870.h1.t1
OG0003360	AL3G47040, AL3G46980, AL9U10040, AL9U10030	Aa_G406260.h1.t1
OG0003362	AL3G46020	Aa_G550800.h1.t1, Aa_G162240.h1.t1, Aa_G482940.h1.t1, Aa_G482910.h1.t1
OG0003366	AL1G62400	Aa_G504510.h1.t1
OG0003366	AL3G26700	Aa_G56270.h1.t1
OG0003373	AL1G41430	Aa_G130700.h1.t1
OG0003373	AL1G41520	Aa_G245110.h1.t1
OG0003374	AL1G47090	Aa_G618620.h1.t1
OG0003375	AL8G25150	Aa_G164700.h1.t1
OG0003376	AL7G44410	Aa_G455170.h2.t1, Aa_G455170.h1.t1
OG0003376	AL3G43370	Aa_G579500.h1.t1
OG0003377	AL6G27230	Aa_G525310.h1.t1, Aa_G530150.h1.t1, Aa_G96760.h1.t1
OG0003378	AL6G27120	Aa_G96860.h1.t1
OG0003378	AL3G11990	Aa_G42320.h1.t1
OG0003381	AL6G23000, AL3G23680	Aa_G256600.h1.t1
OG0003383	AL6G36640	Aa_G596550.h1.t1
OG0003384	AL7G13160	Aa_G602870.h1.t1
OG0003385	AL6G18570	Aa_G665890.h1.t1
OG0003386	AL6G18110	Aa_G76400.h1.t1
OG0003387	AL8G24840	Aa_G313100.h1.t1
OG0003388	AL8G24620	Aa_G442860.h1.t1
OG0003388	AL7G28310	Aa_G622910.h2.t1, Aa_G622910.h1.t1, Aa_G450900.h1.t1
OG0003389	AL4G27970, AL4G20060	Aa_G3130.h1.t1
OG0003390	AL4G25040	Aa_G35450.h1.t1
OG0003391	AL8G17040, AL6G41710	Aa_G520330.h1.t1
OG0003392	AL8G15900, AL8G15910	Aa_G488800.h1.t1, Aa_G89480.h1.t1
OG0003393	AL4G30860, AL1G44680	Aa_G279700.h1.t1
OG0003394	AL1G44690	Aa_G279710.h1.t1
OG0003396	AL8G42060, AL6G20170	Aa_G309220.h1.t1
OG0003397	AL7G17940	Aa_G397120.h1.t1, Aa_G51540.h1.t1
OG0003398	AL8G40260	Aa_G320830.h1.t1
OG0003399	AL3G51140, AL8G39970	Aa_G406290.h1.t1
OG0003400	AL5G27380	Aa_G331120.h1.t1
OG0003401	AL6G35300, AL6G35310	Aa_G377400.h1.t1
OG0003402	AL6G32480	Aa_G672080.h1.t1
OG0003404	AL8G34910	Aa_G93980.h1.t1
OG0003405	AL8G32490, AL2G30930, AL239U10010	Aa_G22070.h1.t1
OG0003406	AL8G19870	Aa_G379660.h1.t1
OG0003408	AL6G14640	Aa_G303960.h1.t1
OG0003410	AL3G20470, AL6G11350	Aa_G403690.h1.t1
OG0003411	AL6G10480	Aa_G53920.h1.t1
OG0003412	AL3G19840	Aa_G24270.h1.t1
OG0003412	AL6G10260	Aa_G264670.h1.t1
OG0003413	AL3G23980	Aa_G40520.h1.t1
OG0003414	AL2G39350	Aa_G293060.h1.t1
OG0003415	AL7G11100	Aa_G351930.h1.t1
OG0003416	AL2G36660	Aa_G111050.h1.t1
OG0003417	AL1G63740	Aa_G600260.h1.t1, Aa_G600260.h2.t1
OG0003418	AL3G26780, AL1G62330	Aa_G56210.h1.t1
OG0003419	AL1G61950, AL1G61940	Aa_G74180.h1.t1, Aa_G74170.h1.t1
OG0003420	AL4G32720	Aa_G371410.h1.t1, Aa_G11730.h1.t1
OG0003421	AL3G38530	Aa_G428240.h1.t1
OG0003422	AL4G13170	Aa_G204780.h1.t1
OG0003422	AL7G13570	Aa_G402100.h1.t1
OG0003423	AL7G17070	Aa_G787950.h1.t1
OG0003424	AL5G18110	Aa_G185350.h1.t1
OG0003425	AL1G38970	Aa_G579790.h1.t1
OG0003426	AL8G12270, AL7G35990	Aa_G58270.h1.t1
OG0003427	AL1G59780	Aa_G44160.h1.t1
OG0003427	AL1G59730	Aa_G166350.h1.t1
OG0003428	AL1G59770	Aa_G166360.h1.t1
OG0003429	AL1G61250	Aa_G173450.h1.t1, Aa_G319810.h1.t1
OG0003429	AL3G53880	Aa_G440850.h1.t1
OG0003431	AL7G35570, AL7G35560	Aa_G501790.h1.t1, Aa_G507670.h1.t1, Aa_G507660.h1.t1, Aa_G736330.h1.t1, Aa_G736320.h1.t1
OG0003432	AL5G33410	Aa_G153550.h1.t1
OG0003433	AL5G30890	Aa_G209280.h1.t1, Aa_G308970.h1.t1
OG0003434	AL8G25630, AL8G25670	Aa_G84130.h1.t1
OG0003435	AL8G25510	Aa_G83980.h1.t1
OG0003437	AL7G34090	Aa_G461690.h1.t1, Aa_G581930.h1.t1
OG0003438	AL8G15320	Aa_G480020.h1.t1
OG0003438	AL7G33430	Aa_G245240.h1.t1
OG0003439	AL3G21950	Aa_G136920.h1.t1, Aa_G817720.h1.t1, Aa_G817720.h2.t1
OG0003440	AL7G31970	Aa_G213420.h1.t1
OG0003441	AL7G44820, AL1G49060	Aa_G357540.h1.t1, Aa_G16680.h1.t1
OG0003443	AL4G41200, AL5G40420	Aa_G114130.h1.t1
OG0003444	AL4G39500	Aa_G188490.h1.t1, Aa_G404030.h1.t1
OG0003445	AL5G38460	Aa_G513060.h1.t1, Aa_G513070.h1.t1
OG0003446	AL4G37970	Aa_G340420.h1.t1
OG0003447	AL3G42760	Aa_G211300.h1.t1
OG0003447	AL5G33790	Aa_G447740.h1.t1
OG0003448	AL3G39820, AL4G17820	Aa_G26910.h1.t1
OG0003449	AL7G14320	Aa_G688010.h1.t1, Aa_G223090.h1.t1
OG0003450	AL4G11920	Aa_G407230.h1.t1
OG0003452	AL6G43400	Aa_G390470.h1.t1
OG0003453	AL5G30070, AL6G40800, AL4G46990	Aa_G226200.h1.t1, Aa_G191160.h1.t1
OG0003454	AL4G46930, AL3G49500	Aa_G226130.h1.t1
OG0003455	AL4G44960	Aa_G17220.h1.t1
OG0003456	AL4G43870, AL364U10030	Aa_G252310.h1.t1
OG0003457	AL4G42820	Aa_G360590.h1.t1
OG0003457	AL5G41980	Aa_G132660.h1.t1
OG0003458	AL4G42780	Aa_G360630.h1.t1
OG0003459	AL3G17060	Aa_G524350.h1.t1, Aa_G524350.h2.t1, Aa_G83700.h1.t1
OG0003460	AL3G17200	Aa_G47720.h1.t1
OG0003461	AL3G17740	Aa_G47300.h1.t1
OG0003462	AL3G20090, AL3G20300	Aa_G24050.h1.t1
OG0003463	AL3G23010	Aa_G216130.h1.t1
OG0003464	AL3G23520	Aa_G5500.h1.t1
OG0003465	AL3G27280, AL3G25540	Aa_G534970.h1.t1
OG0003466	AL3G25750, AL3G25760	Aa_G207860.h1.t1
OG0003469	AL7G21230	Aa_G190590.h1.t1
OG0003469	AL7G50520	Aa_G461020.h1.t1, Aa_G224590.h1.t1
OG0003470	AL1G19360	Aa_G19350.h1.t1
OG0003472	AL1G20040	Aa_G73520.h1.t1
OG0003473	AL1G20580	Aa_G671210.h1.t1
OG0003474	AL1G20910	Aa_G446360.h1.t1
OG0003474	AL2G17490	Aa_G282510.h1.t1
OG0003475	AL2G12700	Aa_G487450.h1.t1
OG0003475	AL1G23810	Aa_G10840.h1.t1
OG0003476	AL1G24550	Aa_G26550.h1.t1
OG0003476	AL5G15480	Aa_G25640.h1.t1
OG0003477	AL1G48800	Aa_G115500.h1.t1
OG0003477	AL1G26610	Aa_G12060.h1.t1
OG0003481	AL8G11080, AL7G37540	Aa_G63500.h1.t1
OG0003482	AL3G53130	Aa_G56930.h1.t1
OG0003482	AL7G38810	Aa_G380660.h1.t1
OG0003483	AL355U10020, nbis-gene-1167, AL4G45560	Aa_G381010.h1.t1
OG0003484	AL7G10290, AL7G24500	Aa_G219310.h1.t1
OG0003485	AL7G13210	Aa_G153250.h1.t1
OG0003485	AL7G13200	Aa_G153240.h1.t1
OG0003486	AL7G15290	Aa_G376350.h1.t1, Aa_G329670.h1.t1
OG0003487	AL3G52540	Aa_G503090.h1.t1, Aa_G110260.h1.t1
OG0003488	AL7G21140	Aa_G436990.h1.t1, Aa_G436990.h3.t1, Aa_G436990.h2.t1
OG0003491	AL1G38730	Aa_G559810.h1.t1
OG0003494	AL1G63660	Aa_G193170.h1.t1
OG0003504	AL3G38120	Aa_G87460.h1.t1
OG0003504	AL3G38170	Aa_G87530.h1.t1
OG0003512	AL4G19450	Aa_G663300.h1.t1
OG0003514	AL6G27900	Aa_G162250.h1.t1
OG0003515	AL6G26760	Aa_G356650.h1.t1
OG0003516	AL6G22130	Aa_G116810.h1.t1
OG0003517	AL3G33220	Aa_G164630.h1.t1
OG0003519	AL8G38080	Aa_G606840.h1.t1
OG0003520	AL3G21620	Aa_G419530.h1.t1
OG0003521	AL4G21200	Aa_G570510.h1.t1, Aa_G180180.h1.t1
OG0003521	AL1G53070, AL4G21190	Aa_G31100.h1.t1
OG0003522	AL4G22650, AL4G22670	Aa_G144590.h1.t1
OG0003523	AL4G21740	Aa_G18080.h1.t1
OG0003525	AL4G25280, AL136U10020	Aa_G737950.h3.t1, Aa_G737950.h4.t1, Aa_G737950.h2.t1, Aa_G737950.h1.t1, Aa_G645460.h1.t1, Aa_G257690.h2.t1, Aa_G257690.h1.t1, Aa_G257690.h3.t1, Aa_G257690.h4.t1
OG0003527	AL4G26650	Aa_G167470.h1.t1, Aa_G140060.h1.t1
OG0003528	AL4G26840	Aa_G640490.h1.t1
OG0003529	AL4G27630	Aa_G424790.h1.t1
OG0003530	AL8G16560, AL8G16440, AL1G13830, AL37U10050	Aa_G203730.h1.t1
OG0003532	AL1G44970	Aa_G216380.h1.t1
OG0003533	AL8G20700, AL74U10010, AL8G22110, AL8G44260	Aa_G482320.h1.t1
OG0003534	AL8G44020	Aa_G383170.h1.t1, Aa_G383160.h1.t1, Aa_G383140.h1.t1, Aa_G383130.h1.t1, Aa_G383120.h1.t1
OG0003535	AL8G43010	Aa_G292900.h1.t1
OG0003536	AL8G39020	Aa_G315900.h1.t1, Aa_G244240.h1.t1
OG0003537	AL8G38580	Aa_G435130.h1.t1
OG0003538	AL6G38760	Aa_G539310.h1.t1, Aa_G539280.h1.t1
OG0003541	AL8G37090, AL8G37100	Aa_G337310.h1.t1, Aa_G337320.h1.t1
OG0003542	AL2G33600	Aa_G567790.h1.t1
OG0003542	AL6G43100	Aa_G184590.h1.t1
OG0003543	AL8G35960, AL8G35970	Aa_G28130.h1.t1, Aa_G28120.h1.t1
OG0003544	AL8G35820	Aa_G28000.h1.t1, Aa_G28040.h1.t1, Aa_G27980.h1.t1
OG0003545	AL8G34390	Aa_G209530.h1.t1
OG0003546	AL8G33840	Aa_G763610.h1.t1
OG0003547	AL8G31980	Aa_G242660.h1.t1
OG0003547	AL1G18420	Aa_G286040.h1.t1
OG0003548	AL8G31210	Aa_G679170.h1.t1
OG0003550	AL6G15910	Aa_G195230.h1.t1
OG0003551	AL6G15010	Aa_G353330.h1.t1
OG0003552	AL3G48780	Aa_G143460.h1.t1
OG0003554	AL5G16870	Aa_G27490.h1.t1
OG0003555	AL2G39440, AL1G47190	Aa_G797250.h1.t1, Aa_G800460.h1.t1
OG0003556	AL1G35880	Aa_G502390.h1.t1
OG0003557	AL3G50130	Aa_G383820.h1.t1
OG0003559	AL7G41840	Aa_G54980.h1.t1
OG0003562	AL6G39190, AL7G39490	Aa_G550950.h1.t1
OG0003563	AL2G33060	Aa_G403170.h1.t1, Aa_G762350.h1.t1
OG0003564	AL1G31510	Aa_G493850.h1.t1
OG0003567	AL8G13020	Aa_G176730.h1.t1, Aa_G176690.h1.t1
OG0003568	AL1G66580	Aa_G246750.h1.t1
OG0003571	AL7G33290	Aa_G68840.h1.t1
OG0003572	AL7G34280	Aa_G448060.h1.t1
OG0003573	AL7G38440	Aa_G49350.h1.t1
OG0003575	AL5G45730	Aa_G364410.h1.t1
OG0003577	AL4G46560	Aa_G593420.h1.t1
OG0003577	AL5G44960	Aa_G2560.h1.t1
OG0003578	AL6G15510, AL5G44050	Aa_G128090.h1.t1
OG0003579	AL5G43050	Aa_G48640.h1.t1
OG0003580	AL5G37470	Aa_G268640.h1.t1
OG0003580	AL5G40250	Aa_G433150.h1.t1
OG0003581	AL5G39800	Aa_G98580.h1.t1
OG0003581	AL4G40790	Aa_G210210.h1.t1
OG0003582	AL5G39310	Aa_G114690.h1.t1
OG0003582	AL4G40250	Aa_G67210.h1.t1
OG0003583	AL5G36240	Aa_G566600.h1.t1
OG0003584	AL5G21410, AL5G34180	Aa_G14270.h1.t1
OG0003586	AL7G52790	Aa_G454570.h1.t1
OG0003587	AL5G37300	Aa_G287290.h1.t1
OG0003588	AL379U10010	Aa_G200030.h1.t1
OG0003591	AL4G29720	Aa_G305690.h1.t1
OG0003592	AL5G21960	Aa_G17960.h1.t1
OG0003593	AL1G48460	Aa_G57250.h1.t1
OG0003594	AL6G45780, AL6G45770	Aa_G39360.h1.t1, Aa_G39380.h1.t1, Aa_G39370.h1.t1
OG0003595	AL6G38480, AL1G54410	Aa_G66270.h1.t1, Aa_G40960.h1.t1, Aa_G363160.h1.t1
OG0003596	AL6G39870	Aa_G251140.h1.t1
OG0003597	AL1G13720	Aa_G400420.h1.t1
OG0003599	AL6G29470	Aa_G410980.h1.t1
OG0003601	AL3G24300	Aa_G40210.h1.t1
OG0003604	AL4G14630	Aa_G569080.h1.t1
OG0003604	AL7G21070	Aa_G163920.h1.t1
OG0003605	AL3G34460, AL3G34450	Aa_G138510.h1.t1
OG0003606	AL3G34530	Aa_G531180.h1.t1, Aa_G254110.h1.t1
OG0003607	AL7G41980	Aa_G249230.h1.t1
OG0003608	AL7G41870	Aa_G291460.h1.t1
OG0003609	AL5G11210	Aa_G186490.h1.t1
OG0003609	AL5G11200	Aa_G448960.h1.t1
OG0003611	AL1G65310	Aa_G316180.h1.t1
OG0003612	AL5G33080	Aa_G311930.h1.t1, Aa_G700450.h1.t1
OG0003613	AL1G10800	Aa_G105710.h1.t1
OG0003614	AL1G12360, AL1G12370	Aa_G6870.h1.t1, Aa_G6880.h1.t1
OG0003616	AL1G16040	Aa_G706780.h1.t1, Aa_G706760.h1.t1
OG0003617	AL1G16310	Aa_G22950.h1.t1
OG0003618	AL1G18720	Aa_G574650.h1.t1, Aa_G574680.h1.t1, Aa_G574660.h1.t1, Aa_G829400.h1.t1, Aa_G151710.h1.t1, Aa_G574670.h1.t1
OG0003619	AL1G20790, AL1G47570, AL1G47560, AL1G20660	Aa_G171390.h1.t1
OG0003620	AL2G16960	Aa_G192540.h1.t1
OG0003621	nbis-gene-65	Aa_G678810.h1.t1
OG0003623	AL1G23470, AL2G13290	Aa_G193760.h1.t1
OG0003624	AL1G32130	Aa_G284100.h1.t1
OG0003626	AL3G26990, AL1G29230	Aa_G274950.h1.t1
OG0003627	AL1G33740	Aa_G119650.h1.t1, Aa_G119660.h1.t1
OG0003627	AL1G33710	Aa_G546740.h1.t1
OG0003628	AL8G14810	Aa_G123730.h1.t1
OG0003629	AL5G22860, AL7G17190	Aa_G909550.h1.t1
OG0003629	AL7G17200	Aa_G793090.h1.t1, Aa_G770570.h1.t1
OG0003630	AL4G18230	Aa_G495980.h1.t1
OG0003631	AL5G22610, AL7G17670	Aa_G214560.h1.t1
OG0003632	AL7G19680	Aa_G394940.h1.t1
OG0003633	AL1G38010	Aa_G281100.h1.t1
OG0003634	AL6G52820	Aa_G425550.h1.t1
OG0003637	AL4G22700, AL1G37360, AL1G37380, AL1G37370	Aa_G62270.h1.t1, Aa_G62260.h1.t1
OG0003638	AL3G18170, nbis-gene-672	Aa_G174160.h1.t1
OG0003639	AL8G24770, AL8G24750, AL3G46350	Aa_G597660.h1.t1
OG0003656	AL5G27830	Aa_G768770.h1.t1, Aa_G522150.h1.t1
OG0003656	AL5G27840	Aa_G253580.h1.t1
OG0003657	AL5G27130	Aa_G377230.h1.t1
OG0003658	AL8G13320	Aa_G527670.h1.t1
OG0003659	AL6G26380	Aa_G431450.h1.t1
OG0003660	AL7G31260	Aa_G419770.h1.t1
OG0003661	AL6G22680	Aa_G279040.h1.t1
OG0003662	AL6G22340	Aa_G267470.h1.t1
OG0003663	AL1G28070	Aa_G66930.h1.t1, Aa_G608900.h1.t1
OG0003665	nbis-gene-687	Aa_G136950.h1.t1
OG0003666	AL1G17000	Aa_G429870.h1.t1
OG0003666	AL4G25110	Aa_G35390.h1.t1
OG0003669	AL7G41530, AL7G41380, AL1G42780	Aa_G456670.h1.t1, Aa_G425240.h1.t1
OG0003670	AL6G34880	Aa_G143190.h1.t1
OG0003671	AL6G36270, AL6G36260	Aa_G392350.h1.t1
OG0003672	AL6G37600	Aa_G539330.h1.t1
OG0003673	AL6G32570	Aa_G404770.h1.t1
OG0003674	AL5G22290	Aa_G403360.h1.t1
OG0003674	AL6G33200	Aa_G8710.h1.t1
OG0003675	AL8G37010	Aa_G362120.h1.t1
OG0003676	AL8G36620	Aa_G33970.h1.t1
OG0003678	AL8G32000, AL7G26570	Aa_G242690.h1.t1
OG0003679	AL8G31120	Aa_G48450.h1.t1
OG0003680	AL5G29420	Aa_G250830.h1.t1
OG0003680	AL5G29410	Aa_G250810.h1.t1
OG0003681	AL5G28120	Aa_G168320.h1.t1
OG0003682	nbis-gene-1492, AL6G50720	Aa_G297830.h1.t1, Aa_G99660.h1.t1
OG0003683	AL6G10880	Aa_G430020.h1.t1, Aa_G430050.h1.t1, Aa_G420160.h1.t1
OG0003684	AL5G16940	Aa_G27450.h1.t1
OG0003685	AL1G18110	Aa_G481420.h1.t1
OG0003686	AL7G47190	Aa_G184930.h1.t1
OG0003686	AL2G10120	Aa_G277460.h1.t1
OG0003688	AL2G22300, AL8G25550	Aa_G410350.h1.t1
OG0003689	AL2G40970, AL6G52910	Aa_G410380.h1.t1
OG0003691	AL2G34930	Aa_G259490.h1.t1
OG0003692	AL1G64320, AL3G24590	Aa_G205650.h1.t1
OG0003693	AL1G61490	Aa_G381950.h1.t1
OG0003694	AL8G24230	Aa_G73990.h1.t1
OG0003695	AL7G39800	Aa_G720130.h2.t1, Aa_G720130.h1.t1
OG0003697	AL7G23610	Aa_G319940.h1.t1
OG0003698	AL5G17640	Aa_G34340.h1.t1
OG0003699	AL6G52210	Aa_G53370.h1.t1
OG0003700	AL8G12250	Aa_G58290.h1.t1, Aa_G155400.h1.t1
OG0003701	AL3G30840, AL3G30820	Aa_G522740.h1.t1, Aa_G225220.h1.t1, Aa_G367640.h1.t1
OG0003703	nbis-gene-1992	Aa_G200220.h1.t1
OG0003703	AL8G14400	Aa_G200170.h1.t1
OG0003704	AL1G58810, AL1G58840	Aa_G178330.h1.t1
OG0003706	AL1G26870	Aa_G284050.h1.t1
OG0003707	AL3G35320	Aa_G227470.h1.t1, Aa_G227480.h1.t1
OG0003708	AL878U10010, AL3G46580	Aa_G601360.h1.t1
OG0003709	AL4G29340, AL1G51390	Aa_G113410.h1.t1
OG0003710	AL4G31940, AL4G31930	Aa_G24530.h1.t1
OG0003711	AL3G40870, AL5G36010	Aa_G482010.h1.t1
OG0003712	AL8G44880	Aa_G43600.h1.t1
OG0003713	AL2G23500, AL5G45060	Aa_G167650.h1.t1, Aa_G570130.h1.t1
OG0003714	AL4G46050	Aa_G332660.h1.t1
OG0003715	AL1G53560, AL5G43630	Aa_G81110.h1.t1
OG0003716	AL5G43400	Aa_G57920.h1.t1
OG0003717	AL5G41040	Aa_G544170.h1.t1, Aa_G741430.h1.t1, Aa_G430880.h1.t1, Aa_G544160.h1.t1, Aa_G533500.h1.t1, Aa_G430870.h1.t1, Aa_G350840.h1.t1, Aa_G773700.h1.t1
OG0003718	AL8G10870, AL5G37060	Aa_G386980.h1.t1
OG0003719	AL4G37250	Aa_G586040.h1.t1
OG0003721	AL1G40440	Aa_G61680.h1.t1
OG0003722	AL3G51840	Aa_G688030.h1.t1
OG0003723	AL3G52920, AL5G14080	Aa_G426550.h1.t1
OG0003724	AL3G52860, AL3G52870	Aa_G695510.h1.t1, Aa_G607510.h1.t1, Aa_G695500.h1.t1, Aa_G461530.h1.t1
OG0003725	AL1G54170, AL3G52820	Aa_G386780.h1.t1
OG0003726	AL7G22410	Aa_G301270.h1.t1
OG0003727	AL7G45710	Aa_G581140.h1.t1
OG0003729	nbis-gene-1580	Aa_G128680.h1.t1
OG0003730	AL3G16170	Aa_G133720.h1.t1
OG0003731	AL4G38180	Aa_G175140.h1.t1
OG0003733	AL4G42940	Aa_G595250.h1.t1
OG0003734	AL4G42810	Aa_G360600.h1.t1, Aa_G360620.h1.t1, Aa_G360610.h1.t1
OG0003735	AL4G42650	Aa_G445420.h1.t1
OG0003736	AL3G17290	Aa_G47770.h1.t1
OG0003737	AL3G18900	Aa_G454250.h1.t1, Aa_G174420.h1.t1
OG0003738	AL3G19430	Aa_G302020.h1.t1
OG0003739	AL3G26360, AL3G26380	Aa_G458840.h1.t1, Aa_G713570.h1.t1
OG0003741	AL1G27360	Aa_G121220.h1.t1
OG0003741	AL810U10020, AL3G28690	Aa_G241930.h1.t1
OG0003742	AL3G31290, AL4G11350	Aa_G62950.h1.t1
OG0003743	AL451U10010, AL3G31880	Aa_G104710.h1.t1
OG0003744	AL3G35880	Aa_G399600.h1.t1
OG0003745	AL5G32260, AL7G47860	Aa_G236080.h1.t1
OG0003746	AL1G12610	Aa_G358060.h1.t1
OG0003747	AL1G15580, AL1G15590	Aa_G219920.h1.t1
OG0003748	AL1G17590	Aa_G310620.h1.t1, Aa_G310610.h1.t1
OG0003750	AL1G29120	Aa_G647850.h1.t1
OG0003751	AL1G29590	Aa_G495520.h1.t1
OG0003752	AL2G30860	Aa_G150430.h1.t1, Aa_G170780.h1.t1, Aa_G170770.h1.t1
OG0003753	AL2G30100	Aa_G438010.h1.t1, Aa_G438000.h1.t1, Aa_G68560.h1.t1
OG0003754	AL3G43930, AL7G44130	Aa_G194430.h1.t1
OG0003755	AL7G47120	Aa_G488500.h1.t1
OG0003756	AL8G15580	Aa_G103170.h1.t1
OG0003757	AL8G32340, AL1G54730	Aa_G57600.h1.t1
OG0003758	AL3G31300, AL814U10010, AL5G17190	Aa_G255190.h1.t1
OG0003759	AL1G56280, AL1G56190	Aa_G95970.h1.t1
OG0003760	AL7G10420, AL7G10430	Aa_G676580.h1.t1
OG0003761	AL7G11780	Aa_G450590.h1.t1
OG0003762	AL7G11840	Aa_G423700.h1.t1, Aa_G450630.h1.t1
OG0003763	AL7G12460	Aa_G294350.h1.t1
OG0003765	AL7G27110	Aa_G153920.h1.t1, Aa_G565400.h1.t1
OG0003767	AL6G52030, AL6G52670	Aa_G78430.h1.t1
OG0003768	AL7G24360	Aa_G4790.h1.t1, Aa_G4810.h1.t1, Aa_G512420.h1.t1
OG0003769	AL1G44590	Aa_G138800.h1.t1
OG0003776	AL7G38460	Aa_G49370.h1.t1
OG0003778	AL4G26260, AL4G26270	Aa_G400150.h1.t1
OG0003790	AL6G28400	Aa_G56680.h1.t1
OG0003791	AL6G28330, AL6G28350	Aa_G523370.h1.t1
OG0003792	AL6G26980	Aa_G59290.h1.t1
OG0003794	AL3G26740, AL6G22640	Aa_G279000.h1.t1
OG0003795	AL6G21200, AL6G21260	Aa_G168590.h1.t1
OG0003796	AL6G20160	Aa_G309230.h1.t1
OG0003797	AL6G18800	Aa_G210600.h1.t1
OG0003797	AL6G34640	Aa_G104770.h1.t1, Aa_G104780.h1.t1
OG0003798	AL7G28360	Aa_G130120.h1.t1, Aa_G460470.h1.t1
OG0003800	AL283U10030, AL4G25850	Aa_G86070.h1.t1
OG0003801	AL4G26950	Aa_G460440.h1.t1
OG0003802	AL80U10090, AL4G27330	Aa_G154630.h1.t1
OG0003803	AL4G29120, AL1G14110	Aa_G208580.h1.t1
OG0003804	AL8G25740, AL7G27910	Aa_G90850.h1.t1
OG0003805	AL7G50490	Aa_G61120.h1.t1
OG0003806	AL4G31670, AL1G49410	Aa_G434810.h1.t1
OG0003808	AL8G44190	Aa_G165890.h1.t1
OG0003809	AL8G40850	Aa_G76000.h1.t1
OG0003810	AL5G27740	Aa_G390190.h1.t1
OG0003810	AL8G40240	Aa_G320860.h1.t1
OG0003811	AL8G39510	Aa_G13740.h1.t1
OG0003812	AL1G60620	Aa_G13560.h1.t1
OG0003813	AL6G53500, AL8G42840	Aa_G37300.h1.t1
OG0003814	AL6G34700, AL6G30600	Aa_G637260.h1.t1
OG0003815	AL6G22200	Aa_G116870.h1.t1, Aa_G539360.h1.t1
OG0003816	AL6G33060	Aa_G8790.h1.t1
OG0003817	AL8G37280	Aa_G127210.h1.t1
OG0003818	AL8G34090	Aa_G274210.h1.t1, Aa_G31660.h1.t1
OG0003819	AL7G26410	Aa_G69720.h1.t1
OG0003820	AL8G31020	Aa_G48370.h1.t1
OG0003821	AL8G30570	Aa_G483100.h1.t1
OG0003822	AL8G29630	Aa_G54520.h1.t1
OG0003823	AL6G17350	Aa_G363980.h1.t1, Aa_G244280.h1.t1, Aa_G244290.h1.t1
OG0003824	AL6G16130, AL7G50420	Aa_G570060.h1.t1
OG0003825	AL5G21520, AL5G21420	Aa_G337540.h1.t1
OG0003826	AL8G22790	Aa_G9460.h1.t1
OG0003828	AL7G14890	Aa_G453290.h1.t1
OG0003829	AL7G48240	Aa_G298240.h1.t1
OG0003830	AL2G39320	Aa_G370260.h1.t1
