Orthogroup	Arabidopsis_lyrata_Rawat	Eutrema_salsugineum
OG0002916	AL7G14630	XP_006411999.1
OG0002917	AL8G33340	XP_006401212.1
OG0002919	AL6G30680, AL6G30700, AL6G30710	XP_006400481.1
OG0002920	AL4G44680, AL4G44690	XP_006397734.1
OG0002921	AL3G12860	XP_006408324.1
OG0002921	AL6G28390	XP_024012070.1
OG0002922	AL6G39750	XP_006394979.1
OG0002922	AL3G15500	XP_006408110.1
OG0002923	AL88U10040, AL3G16400	XP_006408038.1
OG0002924	AL3G19360	XP_006407775.1
OG0002924	AL3G25440	XP_006407202.2
OG0002925	AL3G19960, AL3G19950	XP_006407729.1, XP_006407731.1
OG0002926	AL3G21250	XP_006407619.1
OG0002927	AL3G25120, AL3G25110	XP_006407240.1, XP_006407239.1
OG0002928	AL3G27330, AL975U10010	XP_006407023.1
OG0002930	AL3G28490, AL3G28480	XP_006406915.1
OG0002931	AL3G31240	XP_006406658.1, XP_006406654.1
OG0002932	AL3G31360	XP_006406640.1
OG0002933	AL3G32800	XP_006406504.1
OG0002935	AL3G35890	XP_006406237.1
OG0002936	AL3G35810	XP_024015191.1
OG0002937	AL7G45250	XP_006395898.1
OG0002938	AL6G53070	XP_006396237.1
OG0002938	AL1G10780	XP_006418437.1
OG0002939	AL6G51630	XP_006396366.1
OG0002940	AL4G26340, AL163U10030	XP_006410243.1
OG0002940	AL1G16170	XP_006417948.1
OG0002941	nbis-gene-88	XP_024008348.1
OG0002942	AL1G32480	XP_006416465.1
OG0002943	AL2G11670, AL2G11680	XP_006391736.1
OG0002944	AL2G15250, AL2G15260	XP_006392054.1
OG0002945	AL2G18630	XP_006392355.1
OG0002945	AL2G18530, AL2G18540	XP_006392356.2
OG0002946	AL4G13080	XP_024014077.1, XP_006396169.1, XP_006404791.1, XP_006404798.2
OG0002947	AL6G48420	XP_006396654.1
OG0002948	AL7G10910	XP_006411695.1
OG0002949	AL5G17400	XP_006411729.1
OG0002949	AL7G11220	XP_024005518.1
OG0002950	AL7G12800	XP_006411841.1
OG0002951	AL7G15480	XP_006412077.1
OG0002951	AL3G50630	XP_006409271.1
OG0002952	AL7G19440	XP_006412478.1
OG0002952	AL4G16970	XP_006405184.1
OG0002953	AL4G19200	XP_006408782.1
OG0002953	AL7G18330	XP_006412376.1
OG0002954	AL4G16690	XP_006405219.1
OG0002954	AL7G19730	XP_006412511.1
OG0002955	AL7G19890	XP_006412528.2
OG0002955	AL4G16490	XP_006405129.1
OG0002956	AL3G39140, AL6G30340	XP_006418806.1
OG0002957	AL6G51270	XP_024006570.1
OG0002957	AL6G51310	XP_024005585.1, XP_024004016.1
OG0002957	AL6G51290	XP_024004017.1, XP_024003768.1
OG0002958	AL3G53770	XP_006409005.1
OG0002958	AL7G24280	XP_024005659.1
OG0002959	AL8G12110, AL1G54190, AL1G54150, AL1G54120	XP_006398327.1, XP_006398326.1
OG0002961	AL1G64080, AL1G63810, AL1G64360	XP_006405934.2, XP_024014675.1
OG0002962	AL7G12610, AL2G20220	XP_006411824.1
OG0002963	nbis-gene-715, AL3G29940	XP_006406784.2
OG0002963	AL3G30060	XP_006406771.1
OG0002971	AL6G15340	XP_006399006.1
OG0002971	AL2G31390	XP_006399007.1
OG0002972	AL7G21670	XP_006412703.1
OG0002973	AL8G19000, AL3G18970	XP_024015236.1
OG0002975	nbis-gene-1601	XP_024004426.1
OG0002975	AL6G38780, AL6G37640, AL6G39390	XP_006405042.1
OG0002976	AL6G27890	XP_006400231.1
OG0002976	AL3G12530	XP_006408352.1
OG0002977	AL6G26890	XP_006400131.2
OG0002978	AL3G10200	XP_024014301.1
OG0002978	AL6G24790	XP_006399921.1
OG0002979	AL6G23940	XP_006399823.1
OG0002980	AL7G10750	XP_024007912.1
OG0002981	AL6G20840	XP_006399528.1
OG0002982	AL6G20240	XP_006399466.1
OG0002982	AL8G42110	XP_006394125.1
OG0002983	AL6G43360, AL7G29850	XP_006413541.1
OG0002984	AL6G18840	XP_006399330.1
OG0002985	AL1G17300	XP_006417832.1, XP_024009038.1
OG0002985	AL4G24750	XP_006410050.1
OG0002986	AL5G39380	XP_006402852.1
OG0002987	AL8G15960	XP_006403143.1
OG0002988	AL1G41170	XP_006415744.1
OG0002989	AL4G30740	XP_006410626.1
OG0002989	AL1G44630	XP_006415449.1
OG0002990	AL1G44790	XP_006415431.1
OG0002990	AL1G44780	XP_006415432.1
OG0002991	AL4G31370	XP_006410692.1
OG0002992	AL8G43970	XP_006393933.1
OG0002993	AL5G29990	XP_006404085.1
OG0002994	AL8G43800	XP_024007527.1
OG0002994	AL5G29930	XP_006404089.1
OG0002996	AL6G47720, AL6G33770, AL6G33800	XP_006400781.1
OG0002997	AL8G36860	XP_006400865.2
OG0002998	AL4G13320, AL4G13310	XP_024012469.1
OG0002999	AL8G34150, AL8G34270	XP_024012245.1
OG0003000	AL8G31800	XP_006401368.1
OG0003001	AL1G16360	XP_006417932.1, XP_006417931.1
OG0003002	AL8G30440	XP_006401504.1
OG0003003	AL7G25840	XP_006413119.1
OG0003003	AL8G30390	XP_024011190.1
OG0003004	AL1G20150, AL1G57770	XP_024007739.1, XP_006414685.2, XP_006417554.1, XP_024014388.1
OG0003005	AL6G16820	XP_006399146.1
OG0003006	AL1G12600	XP_024008784.1
OG0003006	AL6G50160	XP_024010518.1
OG0003008	AL3G11670	XP_024007733.1, XP_024008988.1, XP_006402885.1, XP_024009010.1
OG0003009	AL6G11980	XP_006398726.1
OG0003009	AL3G20770	XP_006407663.1
OG0003010	AL7G48380, AL7G48430	XP_024014747.1
OG0003011	AL2G38150	XP_006390044.1
OG0003012	AL6G44430, AL1G26060, AL6G44410, nbis-gene-451, AL2G19860	XP_006397062.2
OG0003013	AL2G37750	XP_006390079.1
OG0003013	AL1G34970	XP_006416266.1
OG0003014	AL7G15520	XP_006412081.2
OG0003014	AL3G50590	XP_006409274.1
OG0003015	nbis-gene-1713	XP_024004644.1
OG0003015	AL3G50600	XP_006409273.1
OG0003017	AL9U11070	XP_006414975.1
OG0003017	AL3G40750	XP_006418676.1
OG0003018	AL9U10840	XP_006414962.1
OG0003019	AL7G42750	XP_006414858.1
OG0003020	AL7G42610, AL7G42580	XP_006414845.1
OG0003021	AL1G30840	XP_006416606.1
OG0003021	AL2G33730	XP_024007783.1
OG0003022	AL1G39660	XP_024007767.1
OG0003022	AL2G27680	XP_006391101.1
OG0003023	AL7G22940	XP_006412838.1
OG0003024	AL1G34230	XP_006416325.2
OG0003025	AL7G49810	XP_024014383.1
OG0003026	AL5G17690	XP_006395374.1
OG0003028	AL3G33020	XP_024015009.1
OG0003028	AL1G57460	XP_006393203.1
OG0003029	AL1G58480	XP_006393108.1
OG0003029	AL3G34290	XP_006406375.1
OG0003030	AL1G56300	XP_024006391.1
OG0003032	AL3G28860	XP_006406867.1
OG0003033	AL4G35210, AL4G35220	XP_024003933.1
OG0003034	AL8G23360	XP_006414440.1
OG0003037	AL6G48790	XP_006396621.1
OG0003039	AL5G43110	XP_006402542.1
OG0003039	AL4G44520	XP_006397719.1
OG0003040	AL5G42670	XP_006402582.1
OG0003041	AL5G42350	XP_006402621.1
OG0003042	AL4G41820	XP_024004260.1
OG0003043	AL5G39790	XP_006402809.1
OG0003044	AL5G34460	XP_006403676.2
OG0003046	AL2G23220, AL5G33510	XP_006391315.1
OG0003047	AL2G26010	XP_006391279.2
OG0003048	AL1G40590	XP_006415794.1
OG0003049	AL2G26670, AL2G26650	XP_006391210.1
OG0003050	AL7G45160	XP_006395906.1
OG0003051	AL1G40460	XP_006415806.1
OG0003051	AL7G28380	XP_006413382.1
OG0003052	AL7G10660	XP_024004343.1
OG0003054	AL7G33560, AL7G33140	XP_006413879.1
OG0003056	AL6G30790	XP_024012127.1
OG0003058	AL3G14990	XP_006408144.1
OG0003058	AL6G40460	XP_024007144.1
OG0003059	AL4G47080	XP_006397946.1
OG0003061	AL4G42750	XP_006397560.1
OG0003062	AL4G42730	XP_006397558.1
OG0003063	AL4G40040	XP_006391400.1
OG0003064	AL6G40880, AL3G15610	XP_024015345.1
OG0003064	AL6G39600	XP_024006949.1
OG0003065	AL3G16140	XP_006408061.1
OG0003066	AL3G16430	XP_024015616.1
OG0003067	AL8G23200	XP_006395061.1
OG0003069	AL3G22420, AL3G22410	XP_006407494.1
OG0003070	AL3G25280	XP_006407226.1
OG0003072	AL3G31180	XP_006406663.1
OG0003073	AL3G31520	XP_006406623.1
OG0003074	AL7G46700	XP_006405832.1
OG0003074	AL2G24290	XP_006391399.1
OG0003075	AL6G30240	XP_024012396.1
OG0003076	AL6G52780	XP_024010087.1
OG0003076	AL1G10590	XP_024009080.1
OG0003077	nbis-gene-2153	XP_006410769.2, XP_024004205.1
OG0003078	AL1G12160	XP_006418305.1
OG0003079	AL1G12880	XP_006418241.1
OG0003080	AL1G16400	XP_006417928.1
OG0003081	AL2G15960	XP_006392138.1
OG0003081	AL1G21790	XP_006417410.1
OG0003082	AL5G10700	XP_006395873.1
OG0003083	AL5G10460	XP_006398539.1
OG0003083	AL1G27040	XP_006416954.1
OG0003084	AL2G34690	XP_006390387.1
OG0003084	AL1G27580	XP_006416903.1
OG0003085	AL1G30940	XP_006416598.1
OG0003085	AL2G33890	XP_006390475.1
OG0003086	AL2G36280	XP_006390221.1
OG0003086	AL1G33450	XP_006416389.1
OG0003087	AL1G33670	XP_006416373.2
OG0003087	AL1G33680	XP_024007860.1
OG0003088	AL1G33700	XP_006416370.2
OG0003088	AL1G33690	XP_006416371.1
OG0003089	AL1G34200, nbis-gene-1282, AL5G21570	XP_024008590.1
OG0003092	AL8G15040, AL8G15050	XP_024011079.1
OG0003093	AL7G14560	XP_006411995.1
OG0003094	AL7G16300	XP_006412173.1
OG0003094	AL7G16290	XP_024005858.1
OG0003095	AL7G16310	XP_006412175.1
OG0003096	AL7G19810	XP_006416041.1
OG0003096	AL7G19800	XP_006412515.1
OG0003097	AL1G38710	XP_006415970.1
OG0003098	AL6G51930	XP_006396346.1
OG0003101	AL3G51410, AL3G51420, AL3G51400	XP_024016603.1
OG0003102	AL4G14100	XP_006404902.1
OG0003103	nbis-gene-14	XP_024004064.1
OG0003104	AL8G38090	XP_006394509.1
OG0003104	AL4G25440	XP_024004245.1
OG0003106	nbis-gene-1091	XP_024004279.1
OG0003106	nbis-gene-1359	XP_024013355.1
OG0003116	AL4G13950	XP_006404883.1
OG0003116	AL7G21660	XP_006412702.1
OG0003117	AL6G29010	XP_006400334.1
OG0003118	AL6G26850	XP_006400128.1
OG0003119	AL6G25710	XP_006400011.1
OG0003120	AL8G42830	XP_006394054.1
OG0003121	AL4G28370, AL4G28380	XP_006410424.1, XP_006410421.1
OG0003122	nbis-gene-1281, AL7G27940	XP_024005322.1
OG0003123	AL7G21020	XP_006412636.1
OG0003124	AL1G42740	XP_006415619.1
OG0003125	AL1G49280	XP_006415361.1
OG0003125	AL1G20850	XP_006417490.1
OG0003126	AL1G45780	XP_024008969.1, XP_006415313.1
OG0003127	AL5G30790	XP_006404015.1
OG0003127	AL8G44680	XP_006393872.1
OG0003128	AL6G33500	XP_006400754.1
OG0003128	AL7G45920	XP_006405905.1
OG0003129	AL8G40650	XP_006394261.1
OG0003129	AL5G28210	XP_006404223.1
OG0003130	AL8G40060, AL3G51100	XP_006394326.2
OG0003131	AL653U10010	XP_006394483.1
OG0003132	AL6G35410	XP_006394663.2
OG0003133	AL2G14950	XP_006392004.2, XP_024015694.1
OG0003134	AL3G36600	XP_006406183.1
OG0003136	AL6G33530	XP_006400759.1
OG0003136	AL6G33550	XP_006400761.1
OG0003138	AL271U10030, AL8G26690	XP_006401839.1
OG0003139	AL7G27120	XP_024005325.1
OG0003140	AL264U10030, AL1G35210, AL1G35230	XP_006416245.2
OG0003141	AL3G29990	XP_024012244.1, XP_006406779.1
OG0003142	AL1G12240	XP_024008853.1
OG0003143	AL6G50530	XP_024010045.1
OG0003143	AL6G50570	XP_006396459.2
OG0003144	AL5G36340, AL5G36320	XP_006415630.1
OG0003148	AL2G11720	XP_006391738.1
OG0003149	AL2G41630, AL2G41620	XP_024012421.1
OG0003150	AL2G41220	XP_006389777.1
OG0003151	AL2G40110, AL1G28460	XP_006416826.1
OG0003152	AL2G40060, AL1G28480	XP_006389888.1
OG0003153	AL2G39260	XP_006389952.1
OG0003154	AL1G34250	XP_006416324.1
OG0003156	AL5G14600	XP_006416439.1, XP_024010931.1
OG0003157	AL1G32220	XP_006416502.1
OG0003158	AL1G61660	XP_006392809.1
OG0003159	AL4G32190	XP_006410782.1, XP_006410783.1
OG0003160	AL4G32540, AL2G25230	XP_006410815.1
OG0003161	AL5G24010	XP_006419037.1
OG0003162	AL3G38950	XP_024009521.1
OG0003163	AL7G41230	XP_006414653.1
OG0003163	AL3G37140	XP_024015643.1
OG0003164	AL3G35540	XP_024015504.1
OG0003164	AL7G39790	XP_006414478.1
OG0003165	AL2G33260	XP_006390549.1
OG0003166	AL1G30630	XP_006416626.1
OG0003166	AL2G33320	XP_006390541.1
OG0003167	AL5G17370	XP_006395393.1
OG0003168	nbis-gene-1943	XP_024014766.1
OG0003168	AL5G19090	XP_006395298.1
OG0003169	AL5G16990	XP_006395419.1
OG0003171	AL4G14820	XP_006404972.2
OG0003172	AL2G22670, AL2G22650	XP_024010541.1, XP_006391530.2
OG0003173	AL1G57110	XP_006393223.2
OG0003173	AL6G44230, AL4G39300	XP_024004228.1
OG0003174	AL1G61330	XP_024013166.1
OG0003175	AL8G17810, AL1G52820	XP_006403320.1
OG0003176	AL7G37110	XP_006414220.1
OG0003177	AL8G25540, AL8G25530	XP_006401994.1
OG0003178	AL1G26390	XP_006417005.1
OG0003179	AL7G38480	XP_006414343.1
OG0003179	AL4G31840	XP_006410743.2
OG0003180	AL7G37630	XP_006414274.1
OG0003180	AL4G31190	XP_006410676.2
OG0003181	AL8G45120, AL5G31360	XP_024013579.1
OG0003182	AL3G24710	XP_006402576.1
OG0003183	AL5G41860, AL4G42690	XP_006402651.1
OG0003186	AL5G23760	XP_006404082.1
OG0003187	AL5G37330	XP_024012853.1
OG0003188	AL5G37240	XP_006403042.1
OG0003189	AL4G36540	XP_006411149.1
OG0003189	AL5G36090	XP_006403509.1
OG0003190	AL5G34650	XP_006403664.1
OG0003190	AL4G34010	XP_006410939.1
OG0003191	AL2G26770	XP_006391180.1
OG0003192	AL3G51020, AL6G43520	XP_006409213.1
OG0003192	AL7G20270	XP_006395587.1
OG0003193	AL5G38050	XP_006402961.1
OG0003194	AL100U10010, AL4G36520	XP_006411146.1
OG0003195	AL7G13940	XP_006411943.1
OG0003196	AL4G16380	XP_006405114.1
OG0003196	AL7G20000	XP_024004425.1
OG0003197	AL6G46230	XP_006396874.1
OG0003199	AL7G24150	XP_006412956.1
OG0003200	AL3G14750	XP_006408164.1
OG0003200	AL6G40700	XP_006395027.1
OG0003201	AL3G15720	XP_006408092.1
OG0003201	AL6G39520	XP_006394963.1
OG0003202	AL6G30310	XP_006400450.1
OG0003202	AL3G17120	XP_024014852.1
OG0003203	AL3G18500, AL3G18560	XP_006407855.1
OG0003206	nbis-gene-1655, AL3G24510	XP_006407289.1
OG0003208	AL3G31960	XP_006406581.1
OG0003210	AL7G53030	XP_006405814.1
OG0003211	AL1G14420	XP_024007816.1
OG0003211	AL1G21030	XP_024008652.1
OG0003213	AL1G18850, AL1G18840	XP_006417690.1
OG0003214	AL2G16650	XP_006392193.1
OG0003214	AL1G21350	XP_006417454.1
OG0003215	AL1G24330	XP_024008488.1
OG0003216	AL7G20520	XP_006394895.2
OG0003216	AL1G24840	XP_006417149.1
OG0003217	AL5G11280, AL98U10010	XP_006395815.1, XP_006414755.1
OG0003218	AL8G24660	XP_006402095.1
OG0003219	AL1G36120	XP_006416183.1
OG0003220	AL2G31610	XP_006390718.2
OG0003220	AL1G36180	XP_006416176.1
OG0003221	AL1G36440	XP_024008462.1
OG0003221	AL1G36450, AL8G15180	XP_024011091.1
OG0003222	AL2G30840	XP_006390791.1
OG0003222	AL1G36480	XP_006416142.1
OG0003224	AL2G17210	XP_006392255.1
OG0003225	AL7G39240	XP_006414404.2
OG0003226	AL1G54490	XP_006393503.1
OG0003227	AL3G46700, AL7G16980	XP_006412243.1
OG0003228	AL746U10010, AL7G17750	XP_006412320.1
OG0003229	AL1G38980, AL1G50130	XP_024009934.1, XP_006415951.1
OG0003230	AL7G25090	XP_006413053.1
OG0003231	AL5G13670	XP_006395677.1
OG0003231	AL5G13530	XP_006395678.1
OG0003232	AL1G60350, AL3G29500, AL3G45750, AL6G50810	XP_024009984.1
OG0003233	AL7G14730, AL1G65990	XP_006414050.1, XP_006412012.2
OG0003236	AL4G12050	XP_006404709.1
OG0003236	AL7G12540	XP_006411818.1
OG0003237	AL7G51630	XP_006405699.2
OG0003239	AL5G23980	XP_024009675.1
OG0003239	AL5G23970	XP_006419042.1
OG0003240	nbis-gene-1826	XP_024005830.1
OG0003246	AL5G25610	XP_024009698.1, XP_024009519.1
OG0003247	AL5G25720	XP_006418866.1
OG0003248	AL5G27420, AL5G27410	XP_006404298.1
OG0003249	AL8G11800	XP_024011145.1
OG0003250	AL6G25960	XP_006400031.1
OG0003251	AL6G24700	XP_006399909.1
OG0003252	AL6G38140	XP_024006829.1
OG0003253	AL7G35850, AL3G37850	XP_006414102.2
OG0003254	AL8G42510	XP_006394086.1
OG0003254	AL6G20740	XP_006399518.1
OG0003255	AL6G20720	XP_006399517.1
OG0003255	AL6G20710	XP_006399516.1
OG0003256	AL6G20630, AL6G20600	XP_006399505.1
OG0003257	AL6G20070	XP_006399446.1
OG0003258	AL8G41670	XP_006394168.1
OG0003259	AL4G24480	XP_006410033.1
OG0003259	AL1G51360, AL6G15610	XP_024012276.1
OG0003261	AL4G25450	XP_006410160.1
OG0003262	AL80U10030, AL4G27260	XP_006410328.2
OG0003263	AL1G56240, AL1G56150	XP_006393272.1
OG0003265	AL7G50050	XP_006405305.1
OG0003266	AL1G38520	XP_006415987.1
OG0003267	AL1G44360	XP_024007754.1
OG0003267	AL1G44340	XP_024007758.1
OG0003269	AL8G41330	XP_006394205.1
OG0003270	AL8G37880	XP_006394531.1
OG0003273	AL6G34090	XP_006400804.1
OG0003274	AL3G51610	XP_006409163.1
OG0003275	AL3G24820, AL2G30990	XP_006407263.1
OG0003276	AL8G34650, AL7G45810	XP_006401077.1
OG0003277	AL7G26350	XP_006413168.1
OG0003278	nbis-gene-1334	XP_024013777.1
OG0003280	AL6G12940, AL6G12510	XP_006398767.1, XP_006408279.1
OG0003281	AL1G23670	XP_006398673.1
OG0003282	AL1G37060, AL1G31870	XP_006416104.1
OG0003283	AL4G17320	XP_024007040.1
OG0003284	AL2G41130	XP_024008512.1
OG0003285	AL7G35260	XP_006414041.1
OG0003286	AL7G34350	XP_006413939.1
OG0003287	AL1G35730	XP_006390012.1
OG0003289	AL7G40970	XP_006414628.1
OG0003290	AL3G36430	XP_024014922.1
OG0003290	AL7G40810	XP_024005684.1
OG0003291	AL2G11630	XP_006405990.2
OG0003292	AL1G38750	XP_024007889.1
OG0003293	nbis-gene-289	XP_006392979.2
OG0003295	AL7G36000	XP_024004616.1
OG0003297	AL835U10030	XP_006394298.1
OG0003298	AL7G34450	XP_006413952.1
OG0003299	AL2G22290, AL8G25570	XP_006409296.1, XP_006401996.1
OG0003300	AL1G57840	XP_006391231.1
OG0003301	AL5G31810	XP_006403924.1
OG0003302	AL5G43940	XP_006402469.1
OG0003302	AL4G45430	XP_006397802.2
OG0003303	AL4G35890	XP_006411079.1
OG0003303	AL5G35220	XP_006403608.1
OG0003304	AL7G25600	XP_024004373.1
OG0003305	AL3G41250	XP_006418635.1
OG0003306	AL3G41820	XP_024009710.1
OG0003306	AL8G21020	XP_006395200.1
OG0003307	AL1G40390, AL2G26540	XP_024009275.1
OG0003308	AL3G53200	XP_006409116.1, XP_006412720.1
OG0003309	AL1G63250	XP_006392672.1
OG0003310	AL1G52440	XP_006393712.2
OG0003311	AL4G46800	XP_006397920.1
OG0003311	AL4G46790	XP_006397918.1
OG0003312	AL2G36230	XP_006390227.1
OG0003313	AL8G21250, AL3G52630	XP_024016217.1
OG0003313	AL7G16570	XP_006412203.1
OG0003314	AL3G15480	XP_006408112.1, XP_006394996.1
OG0003315	AL6G38310	XP_006394877.1
OG0003316	AL3G17070	XP_006407973.1
OG0003316	AL6G30330	XP_006400452.1
OG0003317	AL3G18450	XP_006407860.1
OG0003317	AL8G21720	XP_006395148.1
OG0003318	AL3G29360, AL3G27770	XP_006406985.1
OG0003319	AL3G29790	XP_006406802.1
OG0003319	AL7G39100	XP_006414395.1
OG0003320	AL1G56520, AL1G56550	XP_006393261.1
OG0003320	AL3G32270	XP_024015617.1
OG0003321	AL7G24230, AL7G19320	XP_006412965.1
OG0003322	AL7G51640	XP_006405701.1
OG0003323	AL3G36500	XP_006406195.1
OG0003324	AL3G52930	XP_006412738.1
OG0003325	AL8G23210	XP_024007009.1
OG0003326	AL5G32230	XP_006403883.1
OG0003327	AL6G52110	XP_006396282.1
OG0003328	AL6G52390	XP_006396313.1
OG0003330	AL1G17450	XP_006417817.2
OG0003331	AL1G19170	XP_024008846.1
OG0003332	AL5G11930	XP_006395762.1
OG0003333	AL1G28020	XP_006416869.1
OG0003334	AL1G31910	XP_006416518.1
OG0003335	AL1G33380	XP_024008146.1
OG0003335	AL1G33370	XP_006416402.1
OG0003336	AL2G31030	XP_006390777.1
OG0003337	AL2G30170	XP_006390847.1
OG0003337	AL1G36860	XP_006416116.1
OG0003338	AL1G38020, AL2G29300	XP_006390928.1
OG0003340	AL7G37400	XP_024011028.1
OG0003341	AL8G15020, AL90U10020	XP_006398084.1
OG0003342	AL2G23110	XP_024009848.1, XP_006405930.1
OG0003343	AL7G22930, AL7G22920	XP_006412837.1
OG0003347	AL7G15550	XP_006412084.1
OG0003348	AL7G15570, nbis-gene-2233	XP_024005601.1
OG0003349	AL310U10010, AL7G17140	XP_006412261.1
OG0003350	AL7G19510	XP_006412488.1
OG0003351	AL2G31750, AL2G31740	XP_024012361.1, XP_006390702.2
OG0003352	AL6G52040, AL1G10840	XP_006396275.1
OG0003356	AL1G41370	XP_006415721.1
OG0003360	AL3G47040, AL3G46980	XP_024016306.1
OG0003361	AL8G27090, AL4G22300	XP_006401803.2, XP_006401801.1, XP_006401800.1
OG0003362	AL3G46020	XP_024003755.1
OG0003364	nbis-gene-1218	XP_006395490.1
OG0003364	AL7G48570	XP_006405408.1
OG0003365	AL4G19130, AL5G13820	XP_024012115.1
OG0003366	AL1G62400	XP_024006367.1
OG0003366	AL3G26700	XP_024015418.1
OG0003372	AL5G27310	XP_006404310.2
OG0003373	AL1G41430	XP_006415715.1
OG0003373	AL1G41520	XP_006415706.1
OG0003374	AL1G47090	XP_024008802.1
OG0003375	AL8G25150	XP_006406449.1
OG0003376	AL3G43370	XP_006396131.1
OG0003377	AL6G27230	XP_024011575.1
OG0003378	AL6G27120	XP_006400156.1
OG0003379	AL7G48170	XP_006405369.1, XP_024014753.1
OG0003381	AL6G23000	XP_006407374.1, XP_006399737.1
OG0003383	AL6G36640	XP_006394748.1
OG0003384	AL7G13160	XP_006411868.2
OG0003385	AL6G18570	XP_006399304.1
OG0003386	AL6G18110	XP_024012093.1
OG0003387	AL7G28260	XP_006413368.1
OG0003388	AL8G24620	XP_006402109.2
OG0003388	AL7G28310	XP_006413374.1
OG0003389	AL4G27970, AL4G20060	XP_006417291.1
OG0003390	AL4G25040	XP_006410143.1
OG0003392	AL8G15900, AL8G15910	XP_006403138.1
OG0003393	AL1G44680	XP_006415442.1
OG0003395	nbis-gene-632, nbis-gene-2213	XP_006393978.2
OG0003396	AL8G42060, AL6G20170	XP_006394129.1, XP_006399460.1
OG0003397	AL7G17940	XP_006412340.2, XP_024007034.1
OG0003398	AL8G40260	XP_006394305.1
OG0003399	AL3G51140, AL8G39970	XP_024014285.1, XP_006394332.1
OG0003400	AL8G39880	XP_006394342.1
OG0003400	AL5G27380	XP_024013487.1
OG0003401	AL6G35300, AL6G35310	XP_024007537.1
OG0003402	AL6G32480	XP_006400657.1
OG0003404	AL5G26480	XP_006404397.2
OG0003405	AL8G32490, AL2G30930, AL239U10010	XP_006401297.1
OG0003408	AL6G14640	XP_006398950.1, XP_006398951.1
OG0003409	nbis-gene-1444	XP_006398808.2
OG0003410	AL6G11350	XP_006398678.1
OG0003411	AL6G10480, AL3G19870	XP_024015410.1
OG0003412	AL3G19840	XP_006407739.1
OG0003412	AL6G10260	XP_006398582.1
OG0003414	AL2G39350	XP_006389940.1
OG0003415	AL7G11100	XP_024005819.1
OG0003416	AL2G36660	XP_006390184.1
OG0003417	AL1G63740	XP_006392613.1
OG0003418	AL1G62330	XP_024006286.1
OG0003419	AL1G61950, AL1G61940	XP_006392789.1
OG0003420	AL4G32720	XP_006414712.1
OG0003421	AL3G38530	XP_006418852.1
OG0003421	AL7G42230	XP_006414787.1
OG0003422	AL4G13170	XP_006404810.1
OG0003422	AL7G13570	XP_006411908.1
OG0003423	AL7G17070	XP_006396140.1
OG0003424	AL5G18110	XP_006395360.1
OG0003425	AL1G38970	XP_006415952.1
OG0003426	AL7G35990	XP_024010946.1, XP_024005492.1
OG0003427	AL1G59730	XP_006392998.1
OG0003428	AL3G35370	XP_006406285.1
OG0003429	AL1G61250	XP_006392852.1
OG0003429	AL3G53880	XP_006409014.1
OG0003430	nbis-gene-1251	XP_006395315.1
OG0003431	AL7G35570, AL7G35560	XP_006414070.1, XP_006414069.1
OG0003432	AL7G35690	XP_006414085.1
OG0003432	AL5G33410	XP_006403783.1
OG0003433	AL5G30890	XP_006404007.1, XP_006404008.1
OG0003434	AL8G25630, AL8G25670	XP_006401985.1
OG0003435	AL8G25510	XP_006402000.1
OG0003438	AL8G15320	XP_006398060.1
OG0003438	AL7G33430	XP_006413865.1
OG0003439	AL3G22350, AL4G14330	XP_006407546.1, XP_006407549.1
OG0003440	AL7G31970	XP_006413719.1
OG0003441	AL7G44820, AL1G49060	XP_024008231.1
OG0003442	AL4G43550	XP_006397633.1
OG0003443	AL4G41200, AL5G40420	XP_006402762.1
OG0003444	AL4G39500	XP_006411407.1, XP_024013024.1
OG0003445	AL5G38460	XP_006402922.1, XP_024013000.1
OG0003446	AL4G37970	XP_006411280.2
OG0003447	AL3G42760	XP_006396166.1
OG0003447	AL5G33790	XP_006403742.1
OG0003448	AL3G39820, AL4G17820	XP_006418755.1
OG0003449	AL7G14320	XP_006409139.1, XP_006411972.1
OG0003450	AL4G11920	XP_006404696.1
OG0003452	AL6G43400	XP_006397146.1
OG0003452	AL1G48590	XP_006415036.1
OG0003453	AL5G30070, AL6G40800, AL4G46990	XP_024010862.1, XP_024004903.1
OG0003454	AL4G46930, AL3G49500	XP_006397930.1
OG0003455	AL4G44960	XP_006397758.1
OG0003456	AL4G43870, AL364U10030	XP_006397659.1
