Orthogroup	Arabidopsis_lyrata_Rawat	Camelina_sativa
OG0001125	AL4G28580	XP_010509934.1, XP_010413918.1, XP_010473869.1
OG0001126	AL1G53650	XP_010479148.1, XP_010500267.1, XP_010461541.1
OG0001127	AL1G42290, AL1G42280	XP_010478242.1, XP_010499397.1, XP_010460659.1
OG0001128	AL2G27140	XP_010470775.1, XP_010415446.1, XP_010511819.1
OG0001128	AL3G20540	XP_010472353.2
OG0001129	AL1G49600	XP_010480892.1, XP_019091502.1, XP_010499694.1
OG0001129	AL4G31680	XP_010516745.1, XP_010412885.1, XP_010507561.1, XP_010513038.1
OG0001130	AL6G31060	XP_010493028.1, XP_010420761.1, XP_010454237.1
OG0001131	AL7G26000	XP_010433432.1, XP_010438689.1, XP_010448204.1
OG0001131	AL8G30690	XP_010449187.1, XP_010443127.1, XP_010482938.1
OG0001132	AL3G21970	XP_010464732.1, XP_010489752.1, XP_010485735.1
OG0001132	AL6G14190	XP_010423566.1, XP_010490968.1, XP_010452352.1
OG0001133	AL6G13340	XP_010490871.1, XP_010423661.1, XP_010452275.1
OG0001133	AL6G13360	XP_010456386.1, XP_010424789.1, XP_010495061.1
OG0001134	AL3G21040	XP_010486555.1, XP_010477098.1, XP_010464636.1
OG0001134	AL6G12610	XP_010452201.1, XP_019084555.1, XP_010490798.1
OG0001135	AL6G11060	XP_010424822.1
OG0001135	AL6G11050	XP_019089812.1, XP_010424823.1
OG0001136	AL7G47490	XP_010441350.1, XP_010436127.1, XP_010447957.1
OG0001136	AL8G12490, AL3G24970	XP_010465138.1
OG0001136	AL5G31530	XP_019091706.1
OG0001137	AL8G24280	XP_010485003.1, XP_010441342.1, XP_019088732.1
OG0001137	AL2G40450	XP_010429881.1, XP_010417648.1, XP_010472850.1
OG0001138	AL2G39720	XP_010472770.1
OG0001139	AL2G39280	XP_010429746.1, XP_010417495.1
OG0001139	AL1G29060	XP_010498020.1, XP_010476824.1, XP_010459243.1
OG0001140	AL2G36790	XP_010416589.1, XP_010471823.1, XP_010428729.1
OG0001140	AL4G37320, AL2G36780	XP_010428728.1, XP_010471819.1, XP_010416584.1
OG0001141	AL5G11310	XP_010513966.1, XP_010495967.1, XP_010502224.1
OG0001141	AL1G26550	XP_019098995.1, XP_010476515.1, XP_019090749.1
OG0001142	AL1G36800	XP_010498819.1, XP_010460095.1, XP_010477602.1
OG0001142	AL2G30260	XP_010415770.1, XP_010427874.1, XP_010471084.1
OG0001142	AL2G30250	XP_010427873.1, XP_010415769.1, XP_010415768.1, XP_010471082.1
OG0001143	AL1G32300	XP_010459627.1, XP_010477175.1, XP_010498378.1
OG0001143	AL2G35200	XP_010428538.1, XP_010471635.1, XP_010416397.1
OG0001144	AL1G63540	XP_010501160.1, XP_010480085.1, XP_010462402.1, XP_010501165.1, XP_010480087.1
OG0001144	AL3G25350	XP_010500569.1
OG0001145	AL2G33000	XP_010416115.1, XP_010428234.1, XP_010471382.1
OG0001145	AL1G30240	XP_010459403.1, XP_010498162.1, XP_010476951.1
OG0001146	AL3G53570	XP_010415583.1, XP_010415562.1, XP_010489021.1, XP_010467801.1
OG0001146	AL7G24080	XP_010433214.1, XP_010447974.1, XP_010438448.1
OG0001147	AL6G43560	XP_010418444.1
OG0001148	AL5G20100	XP_010503010.1, XP_010514683.1, XP_010425778.1
OG0001148	AL7G51620	XP_019086335.1, XP_010445624.1, XP_010496568.1
OG0001149	AL8G11980	XP_010449503.1, XP_010439903.1, XP_010434578.1
OG0001149	nbis-gene-1822	XP_010441580.1
OG0001150	AL5G44020	XP_010418586.1, XP_010469106.1, XP_010512520.1
OG0001150	AL4G45610	XP_010518301.1, XP_010506631.1, XP_010508039.1, XP_010497474.1
OG0001151	AL4G44210	XP_010518124.1, XP_010508210.1, XP_010506448.1
OG0001151	AL5G42890	XP_010512387.1, XP_010469165.1, XP_010413542.1
OG0001152	AL5G41470	XP_019101702.1, XP_019082949.1, XP_019082361.1, XP_019100597.1, XP_010469305.2
OG0001153	AL5G37650	XP_010516237.1, XP_010504531.1, XP_010431397.1
OG0001153	AL4G38370	XP_010508846.1, XP_010517493.1, XP_010505802.1
OG0001154	AL4G10800	XP_010472158.1, XP_010429083.1, XP_010416918.1
OG0001154	AL7G11190	XP_010446458.1, XP_010431891.1, XP_010437036.1
OG0001155	AL6G37720	XP_010445875.1
OG0001156	AL3G15230	XP_010485880.1, XP_010420118.1, XP_010463979.1
OG0001156	AL6G40370	XP_010455165.1, XP_010494076.1, XP_010421674.1
OG0001157	AL4G46230	XP_019082431.1, XP_010507976.1
OG0001157	AL4G46210	XP_010512820.1
OG0001158	AL5G25680, AL5G25710	XP_010426116.1
OG0001158	AL5G25700	XP_010426118.1
OG0001159	AL1G65050	XP_010513592.1
OG0001159	nbis-gene-1981	XP_010481389.1
OG0001160	AL6G29390	XP_010492820.1, XP_010454044.1
OG0001160	AL3G13850	XP_010463863.1, XP_010485760.1, XP_010516062.1
OG0001161	AL1G25200	XP_010476339.1, XP_010458793.1, XP_010495303.1
OG0001161	AL3G14020	XP_010518444.1, XP_010485781.1, XP_010463885.1
OG0001162	AL1G23520	XP_010458650.1, XP_010493951.1, XP_010476187.1
OG0001162	AL2G13190	XP_010418267.1, XP_010430328.1, XP_010473488.1
OG0001163	AL1G26120	XP_010476528.1, XP_010458912.1, XP_010476471.1
OG0001163	AL1G26130	XP_010462697.1, XP_010476473.2
OG0001164	AL2G37860	XP_010416721.1, XP_010428849.1, XP_010471961.1
OG0001164	AL1G35240, AL1G35120	XP_010477441.1, XP_010459915.1, XP_010498650.1
OG0001165	AL9U11710	XP_010507250.1, XP_019090979.1
OG0001165	AL1G48830	XP_010484835.1
OG0001166	AL3G31510	XP_019102511.1, XP_019096174.1, XP_010506674.1, XP_010497756.1, XP_019092021.1
OG0001166	AL1G55470	XP_010479305.1, XP_010500416.1, XP_010461704.1
OG0001167	AL9U11600	XP_010450256.1, XP_010435333.1
OG0001167	AL9U11620	XP_010435334.1, XP_010450255.1
OG0001167	AL9U11640	XP_010435337.1, XP_010440630.1, XP_010450045.1, XP_010450253.1
OG0001168	AL7G16560	XP_010447048.1, XP_010432389.1
OG0001168	AL7G16550	XP_010437577.1, XP_010432387.1, XP_010447047.1
OG0001169	AL7G18140	XP_010437764.1, XP_010432564.1, XP_010447243.1
OG0001169	AL3G45570	XP_010467203.1
OG0001170	AL6G12350	XP_010490773.1, XP_010423780.1, XP_010452166.1
OG0001170	AL6G45250	XP_010435535.1, XP_010455509.1, XP_010422048.1
OG0001171	nbis-gene-2045	XP_010482005.1, XP_010493600.1, XP_010493543.1, XP_010442150.1
OG0001174	AL6G46660	XP_010434020.1, XP_010422148.1, XP_010455611.1
OG0001174	AL7G30610	XP_010439264.1
OG0001175	AL6G26640	XP_010420253.1, XP_010453727.1, XP_010492428.1
OG0001175	AL3G11590	XP_010470619.1, XP_010463632.1, XP_010485469.1
OG0001176	AL3G11520	XP_010485466.1, XP_010463624.1, XP_010464948.1
OG0001176	AL6G26580	XP_010420248.1
OG0001177	AL6G22960	XP_010491975.1, XP_010419806.1
OG0001177	AL6G30850	XP_010420737.1, XP_010454209.1, XP_010492994.1
OG0001178	AL6G20380	XP_010491641.1, XP_019097624.1, XP_010422916.1, XP_010453009.1
OG0001178	AL8G42330	XP_010484283.1, XP_010462651.1, XP_010444441.1
OG0001179	AL8G41950	XP_010484240.1, XP_010461972.1, XP_010444392.1
OG0001179	nbis-gene-1500	XP_010491608.1, XP_010422953.1
OG0001180	AL4G27030	XP_010513044.1, XP_010513148.1, XP_010510160.1, XP_010473913.1, XP_019082537.1
OG0001180	AL4G27020	XP_010473914.1
OG0001181	AL3G45730	XP_010488883.1
OG0001181	AL3G36160, AL7G52960, AL7G52940	XP_010495898.1
OG0001182	AL8G17780	XP_010442090.1, XP_010481918.1, XP_010494265.1
OG0001182	AL2G35400	XP_010416433.1, XP_010428570.1, XP_010471658.1
OG0001183	AL4G30200	XP_019093481.1, XP_010413763.1, XP_019101321.1
OG0001183	AL1G43160	XP_010460714.1, XP_019094469.1, XP_019099266.1
OG0001184	AL4G31630	XP_010509592.1, XP_010505067.1, XP_010516737.1
OG0001184	nbis-gene-190	XP_010461012.1, XP_010478610.1, XP_019099334.1
OG0001185	AL8G43520	XP_010484425.1, XP_010463583.1, XP_010444599.1
OG0001185	AL5G29650	XP_010426494.1, XP_010515330.1, XP_010503635.1
OG0001186	AL5G24320	XP_010454652.1, XP_010421173.1, XP_010493487.1
OG0001186	AL5G28220	XP_010503515.1, XP_010426372.1
OG0001187	nbis-gene-718	XP_010465720.1, XP_019092520.1, XP_010480223.1, XP_010414965.1
OG0001188	nbis-gene-990	XP_010419340.1, XP_010431623.1
OG0001188	nbis-gene-638	XP_010463563.1, XP_019096312.1, XP_010417149.1, XP_010489641.1
OG0001188	nbis-gene-936, nbis-gene-935	XP_019085615.1, XP_010429093.1, XP_010430662.1, XP_010472166.1, XP_019085376.1
OG0001189	AL6G31090	XP_010420764.1, XP_010454240.1, XP_010493033.1, XP_010424026.2
OG0001189	AL2G25810	XP_010470630.1, XP_010511646.1
OG0001190	AL7G25170	XP_010438593.1, XP_010448111.1, XP_010433349.1
OG0001190	AL8G29230	XP_010442984.1, XP_010482818.1
OG0001191	AL8G29310, AL8G29370	XP_010442991.1, XP_010482824.1, XP_010446534.1
OG0001192	AL2G36220	XP_010416527.1, XP_010471765.1, XP_010428667.1
OG0001192	AL1G35050	XP_010459724.1, XP_010498473.1, XP_010480557.1
OG0001193	AL1G64380	XP_010480123.1, XP_010480124.1, XP_010480175.1, XP_010462480.1, XP_010501245.1
OG0001193	AL3G24530	XP_010499575.1, XP_010465064.1
OG0001194	AL2G34600	XP_010416326.1, XP_010428462.1, XP_010471562.1
OG0001194	AL1G31440	XP_010477089.1, XP_010498294.1, XP_010459534.1
OG0001195	AL5G17130	XP_010502775.1, XP_010514479.1
OG0001195	AL3G42720	XP_010412501.1, XP_010488741.1, XP_010467054.1
OG0001196	AL5G16210	XP_010502667.1, XP_010514391.1, XP_010425446.1
OG0001196	AL7G48640	XP_010450580.1, XP_010436031.1, XP_019088661.1
OG0001197	AL3G24730	XP_010465099.1, XP_010465097.1, XP_010499778.1
OG0001197	AL3G24740	XP_010499809.1, XP_010465096.1
OG0001198	AL2G31730	XP_010474267.1, XP_010427904.1, XP_010428071.1, XP_010428065.1, XP_010428063.1, XP_010471231.1, XP_010415937.1, XP_010415938.1, XP_010428073.1
OG0001199	AL7G36660	XP_010439933.1, XP_010434610.1, XP_010449548.1
OG0001199	AL8G11550	XP_010441547.1, XP_010494860.1
OG0001200	AL7G37190	XP_019089395.1, XP_010439998.1, XP_010440002.1, XP_019089121.1, XP_010439999.1, XP_010449613.1
OG0001200	AL7G37180	XP_010449610.1, XP_010434662.1, XP_010439997.1
OG0001201	AL3G11250	XP_010425450.1, XP_010485436.1, XP_010437677.1, XP_010463592.1
OG0001202	nbis-gene-1836	XP_010449721.1, XP_010440100.1
OG0001202	AL7G37890	XP_010434771.1, XP_010449719.1
OG0001203	AL5G31590	XP_010426661.1, XP_010503801.1, XP_010515507.1
OG0001203	AL8G45240	XP_010444816.1, XP_010484666.1, XP_010465701.1
OG0001204	AL5G43530	XP_010469049.1, XP_010512460.1, XP_010413437.1
OG0001204	AL4G45030	XP_010518225.1, XP_010508104.1, XP_010506561.1
OG0001205	AL4G43040	XP_010518008.1, XP_010508329.1, XP_010506329.1
OG0001205	AL5G42150	XP_010512291.1, XP_010413613.1, XP_010469245.1
OG0001206	AL5G41060	XP_019100977.1
OG0001206	AL5G41070	XP_010512152.1, XP_019100979.1, XP_019100978.1, XP_010413738.1
OG0001207	AL5G39810	XP_010516459.1, XP_010504763.1, XP_010427719.1
OG0001207	AL4G40800	XP_019100580.1, XP_010508583.1
OG0001208	AL4G40340	XP_010505999.1, XP_010517704.1, XP_010508635.1
OG0001208	AL5G39710	XP_010504741.1, XP_010516444.1, XP_010427701.1
OG0001209	AL5G39580	XP_010516432.1, XP_010504731.1, XP_010427685.1
OG0001209	AL4G40550	XP_010517731.1, XP_010506025.1, XP_010508608.1
OG0001210	AL4G33580	XP_010505298.1, XP_010509365.1, XP_010516980.1
OG0001210	AL5G34370	XP_010515835.1, XP_010504107.1
OG0001211	AL7G22990	XP_010447856.1, XP_010433099.1, XP_010438303.1
OG0001211	AL3G48510	XP_010489135.1, XP_010495941.1, XP_010416733.1
OG0001212	AL4G37790	XP_019101963.1
OG0001212	AL8G24310, AL7G49890	XP_019100735.1, XP_010505731.1
OG0001213	AL304U10030	XP_019093191.1
OG0001213	AL3G16040, AL6G37010, AL8G28550, AL1G56010, nbis-gene-666	XP_010485992.1, XP_010427488.1, XP_010485994.1, XP_010485993.1
OG0001214	AL3G17870	XP_010444475.1, XP_010486204.1, XP_010464262.1
OG0001214	AL8G22890	XP_010482206.1, XP_010442388.1, XP_010440413.1
OG0001215	AL3G20510	XP_010486501.1, XP_010464577.1
OG0001216	AL3G32200	XP_010487803.1, XP_010507165.1
OG0001216	AL1G56250, AL1G56170	XP_010479363.1, XP_010461768.1, XP_010500472.1
OG0001218	AL6G44110	XP_010437331.1, XP_019090384.1
OG0001219	AL6G19480	XP_010424576.1, XP_010452891.1, XP_019097682.1, XP_010491528.1, XP_010423026.1
OG0001220	AL5G34940	XP_010431338.1
OG0001220	AL7G20890	XP_010432896.1, XP_010447608.1, XP_010438070.1
OG0001220	AL7G11530	XP_010436322.1
OG0001221	AL8G10490	XP_010495820.1, XP_010481315.1
OG0001221	AL8G10500	XP_010481317.1, XP_010441448.1, XP_010494985.1
OG0001221	AL8G10540	XP_019098595.1, XP_019087542.1
OG0001222	AL3G50920	XP_010489427.1, XP_010413346.1, XP_010467587.1
OG0001222	AL7G15010	XP_010446825.1, XP_010437388.1, XP_010446837.1
OG0001223	AL1G39030	XP_010460279.1, XP_010499009.1, XP_010477830.1
OG0001224	AL2G17730	XP_010414724.1, XP_010470243.1, XP_010511065.1
OG0001225	AL7G31100	XP_010436439.1, XP_010445205.1, XP_010439332.1, XP_010434046.1, XP_010439330.2, XP_010439331.1, XP_019086443.1, XP_010448886.1, XP_010434045.1, XP_010448883.1, XP_010448885.1, XP_010448884.1
OG0001225	AL7G31090	XP_010434044.1
OG0001226	AL7G44270	XP_010495473.1, XP_010420772.1, XP_010488149.1, XP_010450359.1, XP_010434319.1, XP_010426354.1, XP_010428268.1, XP_010413972.1, XP_010435514.1, XP_010437176.1, XP_010467222.1, XP_010447713.1, XP_010455524.1, XP_010480159.1, XP_010442371.1, XP_010451892.1, XP_010454176.1, XP_010448668.1, XP_010494126.1, XP_010493848.1, XP_019087045.1, XP_010493748.1, XP_010511904.1, XP_010507569.1, XP_010447871.1, XP_010441304.1, XP_010453036.1, XP_010420847.1
OG0001226	AL5G17770	XP_010473686.1
OG0001231	AL3G12720	XP_010506498.1
OG0001231	AL6G28020	XP_010492635.1, XP_010453882.1, XP_010420412.1
OG0001232	AL6G25700	XP_010453620.1, XP_019083974.1, XP_010492311.1
OG0001232	AL2G35740	XP_010428611.1, XP_010471702.1, XP_010471701.1, XP_010416470.1
OG0001233	AL2G13730	XP_010430256.1
OG0001233	AL7G25800	XP_010433413.1, XP_010438664.1, XP_010448181.1
OG0001234	AL6G36730	XP_010454833.1, XP_010493756.1, XP_010421358.1
OG0001234	AL6G21420	XP_010453116.1, XP_010419638.1, XP_010491765.1
OG0001235	AL6G19300	XP_010491502.1, XP_010452870.1, XP_010423047.1
OG0001235	AL8G40830	XP_019093959.1, XP_010484121.1, XP_010444283.1
OG0001236	AL3G18950	XP_010486326.1, XP_010455618.1, XP_010464394.1
OG0001236	AL6G50090	XP_010430473.1, XP_010422527.1, XP_010455933.1
OG0001237	AL84U10010	XP_010510518.1, XP_010469976.1
OG0001237	AL6G16010	XP_010423394.1, XP_010452516.1, XP_010423393.2, XP_010491151.1, XP_010452515.1
OG0001238	AL2G19390	XP_010494388.1, XP_010481794.1, XP_010441928.1
OG0001238	AL2G19480, AL2G19420	XP_010482059.1, XP_010442231.1
OG0001239	AL4G28100	XP_010473865.1, XP_010414145.1, XP_010418678.1, XP_010418682.1, XP_019100795.1, XP_019093991.1, XP_019101336.1, XP_019100787.1, XP_019093212.1, XP_010469562.1, XP_019101345.1
OG0001240	AL1G14520	XP_010484275.1, XP_010484253.1, XP_010457541.1, XP_010475146.1
OG0001240	AL4G28130	XP_010413959.1, XP_010469561.1, XP_010509988.1
OG0001241	AL1G14530	XP_010462562.1, XP_010475149.1, XP_010484287.1
OG0001241	AL4G28170	XP_010418672.1, XP_010509976.1, XP_010469553.1
OG0001242	AL1G42710	XP_019094907.1
OG0001242	AL1G42720	XP_010460672.1, XP_010478257.1, XP_019097647.1
OG0001243	AL8G22540, AL6G40340	XP_010494070.1, XP_010421668.1
OG0001243	AL6G40300	XP_010494067.1
OG0001244	AL5G29870	XP_019085291.1, XP_010515351.1
OG0001244	AL5G29880	XP_010503655.1, XP_010426516.1, XP_010515353.1
OG0001245	AL8G40970	XP_019087689.1
OG0001245	AL8G40980	XP_010460961.1, XP_010484129.1
OG0001245	AL8G40890, AL8G40950, AL203U10010	XP_019087998.1, XP_010484127.1
OG0001246	AL2G26000	XP_010415319.1, XP_019101597.1, XP_010470648.1
OG0001246	AL1G40810	XP_010478075.1, XP_010499218.1
OG0001247	AL8G38540	XP_010444003.1, XP_010483859.1, XP_010457713.1
OG0001247	AL6G17650	XP_010491343.1, XP_010423217.1, XP_010452696.1
OG0001248	AL6G33030	XP_010493266.1, XP_010420996.1, XP_010454471.1
OG0001248	AL5G22120	XP_010514755.1, XP_019085592.1
OG0001249	AL8G34540	XP_010443564.1, XP_010483437.1
OG0001249	AL6G17240	XP_010423258.1, XP_010452654.1, XP_010491305.1
OG0001250	AL1G66210	XP_010511289.1, XP_010480257.1, XP_010414992.1
OG0001251	AL8G29220	XP_019098768.1, XP_010442983.1, XP_010446409.1, XP_010482816.1
OG0001252	AL6G50580	XP_010422582.1, XP_010429750.1, XP_010456024.1
OG0001252	AL1G12330	XP_010457286.1, XP_010474879.1, XP_019098372.1
OG0001253	nbis-gene-1660	XP_010422545.1, XP_010455912.1, XP_010430176.1
OG0001254	AL3G20930	XP_010475817.1, XP_010486541.1, XP_010464624.1
OG0001254	AL6G12330	XP_010490770.1, XP_010452164.1, XP_010423782.1
OG0001255	AL6G12110	XP_010490751.1, XP_019090224.1, XP_010452137.1, XP_010452132.1, XP_019089976.1, XP_010456368.1, XP_019084571.1
OG0001255	AL3G20820	XP_010474487.1, XP_010486533.1, XP_010464609.1
OG0001256	AL2G39290	XP_019085157.1, XP_010417496.1
OG0001256	AL1G29030	XP_010459238.1, XP_010476818.1, XP_010498016.1
OG0001257	AL2G36950	XP_010431538.1, XP_019083407.1, XP_019093786.1
OG0001257	AL2G36870, AL1G34220, AL4G22620	XP_019094116.1
OG0001258	AL2G35220	XP_010416399.1, XP_010471638.1, XP_010428542.1
OG0001258	AL2G35210	XP_010416398.1, XP_010428539.1, XP_010471636.1
OG0001259	AL2G35130	XP_010471628.1, XP_010428530.1, XP_010416389.1
OG0001259	AL1G32200	XP_010477164.1, XP_010498363.1, XP_010459616.1
OG0001260	AL3G50270	XP_010489365.1, XP_010515096.1, XP_010467510.1
OG0001260	AL7G15720	XP_019089628.1, XP_019086762.1, XP_010437471.1, XP_019089629.1
OG0001261	AL7G15320	XP_019089454.1, XP_010437425.1
OG0001261	AL3G50690	XP_019083696.1, XP_010489396.1, XP_010467561.1
OG0001262	AL1G63620	XP_010501175.1, XP_010462412.1, XP_010480098.1
OG0001262	AL3G25240	XP_010487091.1, XP_010465172.1, XP_010500423.1
OG0001263	AL5G33580, AL278U10010	XP_010426902.1, XP_010504026.1, XP_010515753.1
OG0001263	AL4G32450	XP_010516844.1, XP_010505169.1, XP_010509487.1
OG0001264	AL9U11650	XP_010435352.1, XP_010450252.1, XP_010440629.1
OG0001265	AL7G41070	XP_010440387.1, XP_010435064.1, XP_010449988.1
OG0001266	AL1G31360	XP_010459528.1, XP_010477083.1, XP_010498288.1
OG0001266	AL2G34550	XP_010416323.1, XP_010471556.1
OG0001267	AL7G22600, AL7G22610	XP_010447822.1, XP_010438276.1
OG0001267	AL7G22620	XP_010447823.1, XP_010438277.1
OG0001268	AL2G27930	XP_019082641.1, XP_019088223.1, XP_019093706.1, XP_019101105.1
OG0001269	AL8G13860	XP_010494628.1, XP_010481607.1
OG0001270	AL1G58010	XP_010461883.1, XP_010479490.1, XP_010500597.1
OG0001271	AL1G58040	XP_010461885.1, XP_010479491.1, XP_010500600.1
OG0001271	AL3G33650	XP_010508334.1, XP_010487959.1, XP_010466172.1
OG0001272	AL1G58050	XP_010479492.1, XP_010500602.1, XP_010461891.1
OG0001272	AL3G33660	XP_010466175.1, XP_010487963.1, XP_010508345.1
OG0001273	AL6G45440	XP_010455527.1, XP_010422067.1, XP_010435260.1
OG0001273	AL7G29740	XP_010439152.1, XP_010433883.1, XP_010509305.1
OG0001274	AL3G52110	XP_019096829.1, XP_010414604.1
OG0001274	AL1G13770	XP_010475060.1, XP_010483158.1, XP_010457451.1
OG0001275	nbis-gene-1917	XP_010441343.1, XP_010436122.1, XP_010496896.1
OG0001276	AL7G31890	XP_010448965.1, XP_010439398.1, XP_010434101.1
OG0001276	AL6G48190	XP_010455773.1, XP_019089386.1
OG0001277	AL6G48400	XP_010432053.1, XP_010455798.1, XP_010422328.1
OG0001277	AL7G32180	XP_010434132.1, XP_010439429.1, XP_010449009.1
OG0001278	AL371U10010, AL4G45110	XP_010518235.1, XP_010506570.1, XP_010508096.1
OG0001278	AL1G53600, AL5G43660	XP_010512478.1, XP_010413420.1, XP_010469064.1
OG0001279	AL5G42080	XP_010512285.1, XP_010469257.1, XP_010413620.1
OG0001279	AL4G42980	XP_010508340.1, XP_010506315.1, XP_010517995.1
OG0001280	AL4G41060	XP_010412853.1, XP_010508560.1, XP_019082344.1, XP_010506080.1
OG0001280	AL5G40280	XP_010504808.1
OG0001281	AL3G42900, AL3G42870, AL3G42880	XP_010467068.1, XP_010490171.1, XP_019098882.1
OG0001282	AL5G39550	XP_010427682.1, XP_010516427.1
OG0001282	AL4G40590	XP_010508603.1, XP_010517737.1, XP_010506033.1
OG0001283	AL3G19490	XP_010461812.1, XP_010464460.1
OG0001283	AL5G37220	XP_010427395.1, XP_010516185.1
OG0001284	AL5G36820	XP_010427346.1, XP_010516141.1, XP_010504420.1
OG0001284	AL4G37340	XP_010505668.1, XP_010508967.1, XP_010517343.1
OG0001285	AL8G27720	XP_010482692.1, XP_010442864.1, XP_010445538.1
OG0001285	AL8G27730	XP_010442865.1
OG0001285	AL7G24890	XP_010448077.1, XP_010433310.1
OG0001286	AL4G33370	XP_010505261.1, XP_010509401.1, XP_010516949.1
OG0001286	AL5G34170	XP_010504083.1, XP_010515816.1, XP_010426963.1
OG0001287	AL3G51250	XP_010489501.1, XP_010467610.1
OG0001287	AL7G14860	XP_010437367.1, XP_010432191.1, XP_010432192.1
OG0001288	AL4G15070	XP_010419311.1, XP_010429434.1, XP_010472462.1
OG0001288	AL7G20620	XP_010432863.1, XP_010447555.1, XP_010438039.1
OG0001289	AL4G43590	XP_010452662.1, XP_010508282.1, XP_010506383.1
OG0001289	AL4G43580, AL4G43570	XP_010512853.1
OG0001290	AL3G18780	XP_010464368.1, XP_010486305.1, XP_010452365.1
OG0001290	AL3G18790	XP_010486306.1, XP_010452459.1, XP_010464370.1
OG0001291	AL3G28410	XP_010487410.1, XP_010465562.1, XP_010503383.1
OG0001292	AL3G29580	XP_010504523.1, XP_019096695.1
OG0001292	AL3G29590	XP_010504535.1, XP_010487530.1
OG0001293	AL1G13250, AL1G13240	XP_010482393.1
OG0001294	AL1G26440	XP_010476505.1, XP_010458950.1
OG0001295	AL1G29820	XP_010476905.1, XP_010459348.1, XP_010498110.1
OG0001295	AL2G32420	XP_010428172.1, XP_010471305.1, XP_010416037.1
OG0001296	nbis-gene-1960	XP_010450960.1, XP_010440915.1, XP_010440916.1, XP_010435719.1, XP_010450959.1
OG0001297	AL5G18730, AL5G18770	XP_010425685.2, XP_010514611.1, XP_010480958.1, XP_019096051.1, XP_010463192.1, XP_010514610.1, XP_010425686.1, XP_019099836.1
OG0001298	AL1G40310	XP_019091249.1, XP_019091250.1, XP_019099216.1, XP_019094203.1
OG0001298	AL2G26720	XP_019083235.1, XP_019094048.1, XP_019094047.1, XP_019101609.1
OG0001299	AL4G30470	XP_010509743.1, XP_010504911.1, XP_010516597.1
OG0001299	AL4G23390	XP_010513271.1, XP_010470040.1
OG0001299	AL4G30460	XP_010516596.1, XP_010504909.1, XP_010509744.1, XP_010412869.1
OG0001300	AL3G20640	XP_010473408.1, XP_010464594.1
OG0001300	AL6G11750	XP_010452095.1, XP_010423852.1, XP_010490711.1, XP_010486519.1
OG0001300	AL3G24240	XP_010499196.1, XP_010465033.1, XP_010486981.1
OG0001301	AL8G11390	XP_010441524.1, XP_010494894.1, XP_019095798.1, XP_010494895.1, XP_010494893.1, XP_019095799.1, XP_010441523.1, XP_019095797.1
