Orthogroup	Arabidopsis_lyrata_Rawat	Brassica_oleracea
OG0003258	AL8G41670	XP_013618601.1, XP_013625676.1
OG0003259	AL4G24480	XP_013636853.1
OG0003259	AL1G51360, AL6G15610	XP_013629643.1
OG0003260	AL4G25370	XP_013637083.1, XP_013630190.1
OG0003261	AL4G25450	XP_013631130.1, XP_013631192.1, XP_013631547.1
OG0003262	AL1G15450	XP_013639047.1, XP_013585303.1
OG0003262	AL80U10030, AL4G27260	XP_013634890.1
OG0003263	AL1G56240, AL1G56150	XP_013639595.1, XP_013594292.1, XP_013590881.1
OG0003265	AL7G50050	XP_013636548.1, XP_013592106.1
OG0003266	AL1G38520	XP_013584161.1, XP_013601991.1
OG0003267	AL1G44360	XP_013638641.1
OG0003267	AL1G44340	XP_013598069.1
OG0003268	AL8G38440, AL8G38480	XP_013595030.1, XP_013588798.1
OG0003269	AL8G41330	XP_013628721.1, XP_013618320.1
OG0003270	AL8G37880	XP_013620443.1, XP_013603998.1, XP_013620012.1, XP_013628049.1, XP_013599160.1, XP_013601746.1
OG0003271	AL6G34820	XP_013598910.1, XP_013611206.1, XP_013620723.1
OG0003273	AL5G23460	XP_013619379.1
OG0003273	AL6G34090	XP_013630610.1
OG0003274	AL3G51610	XP_013596191.1
OG0003275	AL3G24820, AL2G30990	XP_013629035.1, XP_013629003.1, XP_013611055.1
OG0003276	AL8G34650, AL7G45810	XP_013616950.1, XP_013623849.1, XP_013608263.1
OG0003277	AL7G26350	XP_013637852.1, XP_013598721.1
OG0003278	nbis-gene-1334	XP_013600017.1, XP_013601415.1
OG0003279	AL5G29510, AL8G43350	XP_013629284.1
OG0003280	AL3G38450	XP_013611499.1
OG0003280	AL6G12940, AL6G12510	XP_013618798.1
OG0003281	AL1G23670	XP_013606293.1, XP_013620134.1
OG0003282	AL1G37060, AL1G31870	XP_013625686.1, XP_013618927.1, XP_013589991.1, XP_013586686.1
OG0003283	AL4G17320	XP_013618150.1
OG0003283	AL1G51210	XP_013609620.1
OG0003285	AL7G35260	XP_013595287.1, XP_013597144.1
OG0003286	AL7G34350	XP_013597656.1, XP_013590315.1, XP_013587751.1, XP_013596550.1
OG0003287	AL1G35730	XP_013588203.1, XP_013588687.1
OG0003288	AL8G40910, AL8G41190, AL8G41200, AL8G43360, AL8G41820, AL8G21440, AL5G41570	XP_013632808.1
OG0003289	AL3G36770	XP_013601899.1
OG0003289	AL7G40970	XP_013599760.1
OG0003290	AL3G36430	XP_013585579.1
OG0003290	AL7G40810	XP_013602618.1
OG0003291	AL2G11630	XP_013610417.1
OG0003292	AL1G38750	XP_013603948.1, XP_013585218.1
OG0003293	nbis-gene-289	XP_013589141.1
OG0003293	nbis-gene-1919, nbis-gene-1920, nbis-gene-1922	XP_013624975.1
OG0003295	AL7G36000	XP_013596396.1, XP_013593683.1
OG0003297	AL835U10030	XP_013627992.1
OG0003298	AL7G34450	XP_013597444.1
OG0003299	AL2G22290, AL8G25570	XP_013628653.1
OG0003300	AL1G57840	XP_013591583.1
OG0003301	AL8G45520	XP_013606872.1
OG0003301	AL5G31810	XP_013604985.1
OG0003302	AL5G43940	XP_013592195.1, XP_013605739.1
OG0003303	AL4G35890	XP_013625096.1
OG0003303	AL5G35220	XP_013637094.1
OG0003304	AL7G25600	XP_013599271.1
OG0003305	AL3G41250	XP_013609024.1
OG0003306	AL3G41820	XP_013599181.1
OG0003306	AL8G21020	XP_013597997.1
OG0003307	AL1G40390, AL2G26540	XP_013588345.1
OG0003308	AL3G53200	XP_013626395.1, XP_013596115.1
OG0003309	AL1G63250	XP_013627449.1, XP_013588108.1
OG0003310	AL1G52440	XP_013587823.1
OG0003311	AL4G46800	XP_013634888.1
OG0003311	AL4G46790	XP_013636455.1, XP_013623399.1, XP_013637098.1
OG0003312	AL2G36230	XP_013591778.1
OG0003312	AL4G43230	XP_013633862.1
OG0003313	AL7G16570	XP_013617435.1
OG0003314	AL3G15480	XP_013597363.1, XP_013586242.1, XP_013622822.1
OG0003315	AL6G38310	XP_013624312.1
OG0003316	AL3G17070	XP_013584446.1
OG0003316	AL6G30330	XP_013612414.1
OG0003317	AL8G21720	XP_013618091.1, XP_013594178.1
OG0003318	AL3G29360, AL3G27770	XP_013638705.1, XP_013617790.1
OG0003319	AL3G29790	XP_013586220.1, XP_013609528.1
OG0003320	AL1G56520, AL1G56550	XP_013599854.1
OG0003320	AL3G32270	XP_013638364.1
OG0003321	AL7G19320	XP_013603993.1, XP_013592610.1
OG0003322	AL7G51640	XP_013635149.1
OG0003323	AL3G36500	XP_013615501.1
OG0003324	AL7G22020	XP_013596126.1
OG0003324	AL3G52930	XP_013583986.1
OG0003325	AL8G23210	XP_013612669.1
OG0003326	AL5G32230	XP_013603048.1, XP_013598609.1
OG0003327	AL6G52110	XP_013608711.1
OG0003328	AL6G52390	XP_013629961.1
OG0003329	AL7G21500	XP_013621574.1
OG0003330	AL1G17450	XP_013605553.1, XP_013585960.1
OG0003331	AL1G19170	XP_013586543.1
OG0003332	AL1G26300	XP_013602028.1, XP_013594619.1
OG0003332	AL5G11930	XP_013595615.1
OG0003333	AL1G28020	XP_013601816.1, XP_013583790.1
OG0003334	AL1G31910	XP_013584344.1, XP_013584274.1, XP_013600307.1, XP_013603207.1
OG0003335	AL1G33380	XP_013593319.1, XP_013587156.1
OG0003336	AL1G36420	XP_013592978.1
OG0003336	AL2G31030	XP_013587762.1
OG0003337	AL2G30170	XP_013587289.1
OG0003337	AL1G36860	XP_013605807.1
OG0003338	AL1G38020, AL2G29300	XP_013591291.1, XP_013591580.1
OG0003339	AL8G44850	XP_013617944.1
OG0003339	AL8G44860	XP_013609647.1, XP_013609452.1
OG0003340	AL7G37400	XP_013615958.1
OG0003341	AL6G47190	XP_013618833.1, XP_013596459.1
OG0003342	AL2G23110	XP_013618506.1, XP_013636454.1
OG0003343	AL7G22930, AL7G22920	XP_013594086.1
OG0003346	nbis-gene-816	YP_004927471.1
OG0003347	AL7G15550	XP_013630706.1, XP_013593542.1, XP_013637586.1, XP_013594202.1
OG0003348	AL7G15570, nbis-gene-2233	XP_013627999.1, XP_013596503.1, XP_013594692.1, XP_013591373.1, XP_013627866.1
OG0003349	AL1G52360	XP_013610866.1
OG0003349	AL310U10010, AL7G17140	XP_013598221.1
OG0003350	AL7G19510	XP_013599173.1, XP_013604699.1, XP_013621886.1
OG0003351	AL2G31750, AL2G31740	XP_013589975.1, XP_013620859.1
OG0003352	AL1G10840	XP_013623337.1
OG0003353	AL7G25270	XP_013604996.1, XP_013597203.1
OG0003354	nbis-gene-140, nbis-gene-141	XP_013614582.1
OG0003356	AL1G41370	XP_013614712.1
OG0003358	nbis-gene-2125, AL7G47240, nbis-gene-1790, nbis-gene-1053, AL8G16340	XP_013616988.1, XP_013607638.1, XP_013639594.1
OG0003360	AL3G47040, AL3G46980	XP_013627810.1
OG0003362	AL3G46020	XP_013609366.1, XP_013639750.1, XP_013634978.1
OG0003364	nbis-gene-1218	XP_013618566.1
OG0003364	AL7G48570	XP_013632284.1, XP_013590301.1
OG0003366	AL1G62400	XP_013628661.1
OG0003366	AL3G26700	XP_013627943.1, XP_013585503.1, XP_013590743.1
OG0003372	AL5G27310	XP_013616779.1, XP_013604323.1
OG0003373	AL1G41430	XP_013585733.1
OG0003374	AL1G47090	XP_013584260.1
OG0003375	AL8G25150	XP_013637877.1, XP_013617073.1
OG0003376	AL3G43370	XP_013625258.1, XP_013593096.1
OG0003377	AL6G27230	XP_013616806.1, XP_013615821.1, XP_013628658.1, XP_013628657.1
OG0003378	AL6G27120	XP_013606169.1
OG0003381	AL6G23000	XP_013612647.1
OG0003381	AL3G23680	XP_013630806.1
OG0003382	nbis-gene-589, AL2G30430, AL1G67430	XP_013619962.1
OG0003383	AL6G21300	XP_013622688.1
OG0003383	AL6G36640	XP_013598733.1
OG0003384	AL7G13160	XP_013629811.1, XP_013592943.1
OG0003385	AL6G18570	XP_013602446.1, XP_013609416.1
OG0003386	AL6G18110	XP_013629401.1
OG0003387	AL7G28260	XP_013618742.1
OG0003388	AL7G28310	XP_013616979.1
OG0003389	AL4G27970, AL4G20060	XP_013604312.1, XP_013585438.1
OG0003390	AL4G25040	XP_013634405.1, XP_013634327.1
OG0003392	AL8G15900, AL8G15910	XP_013620882.1, XP_013596349.1
OG0003393	AL4G30860	XP_013631880.1
OG0003393	AL1G44680	XP_013638487.1
OG0003395	nbis-gene-632, nbis-gene-2213	XP_013619717.1
OG0003396	AL8G42060, AL6G20170	XP_013610910.1
OG0003397	AL7G17940	XP_013625288.1, XP_013636914.1, XP_013595981.1, XP_013629305.1
OG0003398	AL8G40260	XP_013620013.1
OG0003399	AL3G51140, AL8G39970	XP_013618921.1, XP_013590630.1, XP_013610352.1
OG0003400	AL8G39880	XP_013618338.1
OG0003400	AL5G27380	XP_013608621.1, XP_013625467.1
OG0003401	AL6G35300, AL6G35310	XP_013619754.1
OG0003402	AL6G32480	XP_013620479.1, XP_013608983.1
OG0003404	AL8G34910, AL5G26480	XP_013622712.1
OG0003405	AL8G32490, AL2G30930, AL239U10010	XP_013628295.1, XP_013612471.1
OG0003408	AL6G14640	XP_013628260.1, XP_013616351.1, XP_013611032.1, XP_013612406.1
OG0003409	AL6G13010	XP_013623744.1
OG0003409	nbis-gene-1444	XP_013623743.1
OG0003410	AL3G20470	XP_013638731.1
OG0003410	AL6G11350	XP_013625554.1
OG0003411	AL6G10480, AL3G19870	XP_013617637.1
OG0003412	AL3G19840	XP_013628808.1, XP_013586333.1
OG0003413	AL3G23980	XP_013633915.1
OG0003414	AL2G39350	XP_013620374.1, XP_013592071.1
OG0003415	AL7G11100	XP_013593978.1, XP_013614669.1, XP_013622789.1
OG0003416	AL2G36660	XP_013591903.1, XP_013614461.1
OG0003417	AL1G63740	XP_013587999.1, XP_013622711.1, XP_013588247.1
OG0003418	AL1G62330	XP_013620397.1
OG0003419	AL1G61950, AL1G61940	XP_013613493.1
OG0003421	AL3G38530	XP_013606752.1, XP_013598938.1
OG0003422	AL4G13170	XP_013600634.1
OG0003422	AL7G13570	XP_013595810.1
OG0003423	AL2G33500	XP_013592359.1
OG0003423	AL7G17070	XP_013598753.1
OG0003424	AL5G18110	XP_013608843.1, XP_013593982.1
OG0003425	AL1G38970	XP_013597600.1
OG0003426	AL7G35990	XP_013598581.1, XP_013620913.1
OG0003427	AL1G59730	XP_013592589.1, XP_013588555.1
OG0003428	AL1G59770	XP_013592882.1
OG0003428	AL3G35370	XP_013585345.1
OG0003429	AL1G61250	XP_013592805.1
OG0003429	AL3G53880	XP_013593461.1
OG0003431	AL7G35570, AL7G35560	XP_013624282.1, XP_013597102.1
OG0003432	AL7G35690	XP_013619547.1
OG0003433	AL5G30890	XP_013596481.1
OG0003434	AL8G25630, AL8G25670	XP_013607205.1, XP_013622636.1
OG0003435	AL8G25510	XP_013613914.1, XP_013615015.1
OG0003438	AL7G33430	XP_013622370.1, XP_013600913.1, XP_013596195.1
OG0003439	AL3G22350, AL4G14330	XP_013592953.1
OG0003440	AL7G31970	XP_013627337.1, XP_013586482.1, XP_013589293.1, XP_013588853.1
OG0003441	AL7G44820, AL1G49060	XP_013604864.1, XP_013589812.1
OG0003442	AL4G43550	XP_013633988.1
OG0003443	AL4G41200, AL5G40420	XP_013599889.1, XP_013631297.1, XP_013591648.1
OG0003444	AL4G39500	XP_013634010.1, XP_013603905.1
OG0003445	AL5G38460	XP_013614082.1, XP_013614084.1
OG0003446	AL4G37970	XP_013635181.1
OG0003447	AL3G42760	XP_013626784.1, XP_013594223.1
OG0003448	AL3G39820, AL4G17820	XP_013616644.1, XP_013625697.1, XP_013593497.1
OG0003449	AL7G14320	XP_013611335.1, XP_013629705.1, XP_013622715.1
OG0003450	AL4G11920	XP_013602018.1, XP_013634568.1
OG0003451	AL3G54010	XP_013602723.1
OG0003452	AL6G43400	XP_013612184.1
OG0003452	AL1G48590	XP_013588160.1
OG0003453	AL5G30070, AL6G40800, AL4G46990	XP_013635095.1, XP_013635744.1
OG0003454	AL4G46930, AL3G49500	XP_013632171.1, XP_013634235.1
OG0003455	AL4G44960	XP_013627673.1, XP_013637319.1, XP_013634901.1
OG0003456	AL4G43870, AL364U10030	XP_013635007.1
OG0003457	AL4G42820	XP_013628877.1
OG0003457	AL5G41980	XP_013633583.1
OG0003458	AL4G42780	XP_013632410.1
OG0003459	AL3G17060	XP_013614318.1
OG0003460	AL3G17200	XP_013583455.1
OG0003461	AL3G17740	XP_013623370.1
OG0003462	AL3G20090, AL3G20300	XP_013629775.1, XP_013586893.1
OG0003463	AL5G11970, AL3G23010	XP_013638201.1
OG0003464	AL3G23520	XP_013611705.1, XP_013587225.1, XP_013630809.1
OG0003465	AL3G27280, AL3G25540	XP_013619976.1, XP_013627979.1, XP_013638036.1, XP_013583374.1
OG0003466	AL3G25750, AL3G25760	XP_013637068.1, XP_013638762.1
OG0003467	AL3G28520	XP_013627162.1
OG0003468	AL7G28870, AL7G28860	XP_013599457.1, XP_013614065.1
OG0003469	AL7G21230	XP_013607016.1
OG0003470	AL1G19360	XP_013602435.1, XP_013604975.1, XP_013586292.1
OG0003471	AL1G18400, AL1G18390	XP_013600001.1
OG0003472	AL1G20040	XP_013603167.1, XP_013615692.1, XP_013583798.1
OG0003473	AL1G20580	XP_013602918.1, XP_013584456.1
OG0003474	AL1G20910	XP_013637925.1
OG0003474	AL2G17490	XP_013618818.1
OG0003475	AL1G23810	XP_013637905.1
OG0003476	AL1G24550, AL5G15480	XP_013601063.1
OG0003477	AL1G48800	XP_013586480.1, XP_013604177.1
OG0003479	AL7G49920	XP_013635175.1
OG0003480	AL3G42280	XP_013634120.1
OG0003481	AL8G11080, AL7G37540	XP_013595275.1, XP_013618156.1
OG0003482	AL3G53130	XP_013585553.1
OG0003482	AL7G38810	XP_013628810.1
OG0003483	AL355U10020, nbis-gene-1167, AL4G45560	XP_013616143.1, XP_013597830.1
OG0003484	AL7G10290	XP_013593320.1
OG0003485	AL7G13210	XP_013600752.1
OG0003485	AL7G13200	XP_013600744.1
OG0003486	AL7G15290	XP_013617943.1, XP_013622572.1, XP_013595465.1
OG0003487	AL7G16600	XP_013589231.1, XP_013627112.1, XP_013599000.1
OG0003488	AL4G14490	XP_013599825.1
OG0003494	AL1G63660	XP_013591013.1, XP_013627577.1, XP_013590971.1, XP_013614725.1, XP_013624968.1
OG0003496	AL2G25100, AL2G25070	XP_013624366.1
OG0003497	AL2G25780, AL2G25790, AL2G26510	XP_013589939.1, XP_013618673.1
OG0003504	AL3G38120	XP_013615176.1
OG0003504	AL3G38170, AL242U10030	XP_013622321.1
OG0003512	AL4G19450	XP_013626608.1
OG0003514	AL6G27900	XP_013620312.1
OG0003515	AL6G26760	XP_013612153.1
OG0003516	AL6G22130	XP_013626846.1, XP_013606187.1
OG0003517	AL3G33220	XP_013638480.1
OG0003518	AL6G19240, AL5G33000	XP_013604078.1, XP_013609731.1
OG0003519	AL8G38080	XP_013597932.1
OG0003521	AL4G21200	XP_013631783.1
OG0003522	AL4G22650, AL4G22670	XP_013631710.1
OG0003523	AL4G21740	XP_013636763.1, XP_013630850.1
OG0003525	AL4G25280, AL136U10020	XP_013634151.1
OG0003526	AL4G26530, AL2G35340	XP_013634160.1, XP_013634616.1
OG0003527	AL4G26650	XP_013633494.1
OG0003528	AL4G26840	XP_013623909.1, XP_013632043.1
OG0003529	AL4G27630	XP_013630914.1, XP_013622580.1
OG0003530	AL8G16560, AL8G16440, AL1G13830, AL37U10050	XP_013593741.1
OG0003532	AL1G44970	XP_013600250.1, XP_013603555.1
OG0003533	AL8G20700, AL74U10010, AL8G22110	XP_013619376.1
OG0003534	AL8G44020	XP_013598571.1, XP_013596844.1, XP_013632221.1, XP_013597184.1
OG0003535	AL6G20960	XP_013609689.1
OG0003535	AL8G43010	XP_013630182.1
OG0003536	AL8G39020	XP_013627093.1, XP_013625453.1, XP_013618111.1
OG0003537	AL8G38580	XP_013618900.1, XP_013630819.1
OG0003538	AL3G41810, AL6G37550, AL6G38760	XP_013598863.1
OG0003539	AL2G27820	XP_013589607.1
OG0003540	AL6G34110	XP_013618910.1
OG0003541	AL8G37090, AL8G37100	XP_013610454.1, XP_013610467.1
OG0003542	AL2G33600, AL6G43100	XP_013590588.1
OG0003543	AL8G35960, AL8G35970	XP_013609766.1, XP_013616581.1
OG0003544	AL8G35820	XP_013618245.1
OG0003545	AL8G34390	XP_013606110.1, XP_013622006.1, XP_013621673.1
OG0003546	AL8G33840	XP_013621098.1, XP_013612747.1, XP_013627379.1, XP_013623851.1
OG0003547	AL1G18420	XP_013584860.1
OG0003548	AL8G31210	XP_013628849.1, XP_013621649.1, XP_013613197.1
OG0003549	AL6G17430	XP_013627368.1, XP_013610469.1
OG0003550	AL6G15910	XP_013606366.1
OG0003551	AL6G15010	XP_013628598.1, XP_013620142.1
OG0003552	AL3G48780	XP_013606829.1
OG0003553	AL6G12050	XP_013608556.1, XP_013608557.1, XP_013608555.1, XP_013608558.1
OG0003554	AL5G16870	XP_013595321.1
OG0003555	AL2G39440, AL1G47190	XP_013590548.1, XP_013590839.1
OG0003556	AL1G35880	XP_013586722.1, XP_013599612.1, XP_013588000.1
OG0003558	AL1G57220	XP_013584887.1, XP_013591155.1
OG0003559	AL7G41840	XP_013634816.1
OG0003560	AL7G41570	XP_013605143.1, XP_013592537.1, XP_013624955.1
OG0003562	AL7G39490	XP_013601609.1, XP_013595639.1
OG0003563	AL2G33060	XP_013591685.1
OG0003564	AL1G31510	XP_013605693.1, XP_013599567.1
OG0003565	AL5G14340, AL5G14330	XP_013596872.1, XP_013596353.1, XP_013610180.1
OG0003566	AL2G28650	XP_013592789.1, XP_013588095.1
OG0003567	AL8G13020	XP_013612248.1
OG0003568	AL8G17920, AL1G66580	XP_013609974.1, XP_013634652.1
OG0003571	AL7G33290	XP_013619811.1, XP_013586964.1
OG0003573	AL7G38440	XP_013600801.1, XP_013590072.1, XP_013596713.1
OG0003575	AL5G45730	XP_013603303.1
OG0003575	AL39U10030, AL4G47450	XP_013635751.1
OG0003576	AL2G23480	XP_013591174.1
OG0003577	AL4G46560	XP_013635981.1
OG0003578	AL6G15510, AL5G44050	XP_013605040.1
OG0003579	AL5G43050	XP_013636937.1
OG0003580	AL5G37470	XP_013614443.1, XP_013604005.1
OG0003581	AL5G39800	XP_013591821.1
OG0003582	AL5G39310	XP_013635388.1
OG0003582	AL4G40250	XP_013627257.1
OG0003583	AL5G36240	XP_013589883.1, XP_013602014.1
OG0003584	AL5G21410, AL5G34180	XP_013590118.1
OG0003586	AL7G52790	XP_013590763.1
OG0003586	AL2G24900	XP_013616542.1
OG0003587	AL5G37300	XP_013604692.1
OG0003588	AL4G41500	XP_013623991.1
OG0003589	AL5G32090	XP_013615266.1, XP_013604832.1
OG0003590	AL4G34700	XP_013635930.1, XP_013626547.1
OG0003591	AL4G29720	XP_013632025.1
OG0003591	AL6G12870	XP_013626837.1
OG0003592	AL4G18850, AL5G21960	XP_013636842.1
OG0003593	AL1G48460	XP_013592463.1, XP_013586070.1
OG0003594	AL6G45780, AL6G45770	XP_013626269.1, XP_013634284.1, XP_013609245.1
OG0003595	AL6G38480, AL1G54410	XP_013591645.1, XP_013620998.1, XP_013608672.1
OG0003596	AL6G39870	XP_013598819.1
OG0003597	AL1G13720	XP_013585462.1
OG0003598	AL8G29180	XP_013585374.1
OG0003601	AL3G24300	XP_013638131.1, XP_013607998.1, XP_013635474.1, XP_013624444.1, XP_013622469.1, XP_013597489.1
OG0003602	AL3G28050	XP_013633485.1
OG0003603	AL1G60430	XP_013592574.1
OG0003604	AL4G14630	XP_013631150.1
OG0003604	AL7G21070	XP_013627824.1
OG0003605	AL3G34460, AL3G34450	XP_013626042.1, XP_013583483.1
OG0003606	AL3G34530	XP_013611596.1, XP_013583653.1
OG0003607	AL7G41980	XP_013629872.1
OG0003608	AL7G41870, AL3G37950	XP_013597580.1, XP_013630337.1
OG0003609	AL5G11210, AL5G11200	XP_013610030.1, XP_013618859.1
OG0003610	AL1G64960	XP_013605107.1
OG0003611	AL1G65310	XP_013635825.1
OG0003612	AL5G33080	XP_013598976.1, XP_013637181.1, XP_013602511.1, XP_013604318.1
OG0003613	AL1G36590, AL1G10800	XP_013604165.1
OG0003614	AL1G12360, AL1G12370	XP_013584553.1
OG0003615	AL1G15560	XP_013585206.1, XP_013614798.1
OG0003616	AL1G16040	XP_013602940.1, XP_013600685.1, XP_013584038.1
OG0003617	AL1G16310	XP_013586587.1
OG0003617	AL1G16320	XP_013586589.1
OG0003618	AL1G18720	XP_013586805.1, XP_013601017.1
OG0003619	AL1G20790, AL1G47570, AL1G47560, AL1G20660	XP_013615233.1, XP_013607794.1
OG0003620	AL2G16960	XP_013605347.1
OG0003621	nbis-gene-65	XP_013604055.1, XP_013585283.1, XP_013601431.1, XP_013603852.1, XP_013585235.1
OG0003622	AL1G22110	XP_013584533.1
OG0003623	AL1G23470	XP_013600472.1, XP_013638591.1
OG0003624	AL1G32130	XP_013584374.1, XP_013600764.1, XP_013600762.1, XP_013603520.1
OG0003625	AL1G28770	XP_013587558.1
OG0003625	AL2G39560	XP_013604750.1
OG0003626	AL3G26990	XP_013615507.1
OG0003627	AL1G33710	XP_013587712.1
OG0003628	AL8G14810	XP_013613594.1
OG0003629	AL5G22780, AL5G22860, AL7G17190, AL7G17200	XP_013625053.1, XP_013598220.1, XP_013603797.1
OG0003630	AL7G18660	XP_013595314.1
OG0003631	AL5G22610, AL7G17670	XP_013622617.1, XP_013596623.1
OG0003632	AL4G16790, AL7G19680	XP_013614217.1
OG0003633	AL1G38010	XP_013585806.1, XP_013593011.1
OG0003634	AL6G52820	XP_013612641.1
OG0003635	nbis-gene-42	XP_013585246.1
OG0003635	AL4G26240	XP_013635762.1
OG0003636	AL4G23680	XP_013634367.1
OG0003637	AL4G22700, AL1G37360, AL1G37380, AL1G37370	XP_013596633.1, XP_013596253.1
OG0003641	AL4G21510	XP_013639150.1
OG0003642	AL5G29230, AL5G29210	XP_013601575.1, XP_013604085.1
OG0003646	AL8G26400	XP_013591232.1
OG0003648	AL3G53090	XP_013623039.1, XP_013623051.1, XP_013623028.1, XP_013603281.1
OG0003656	AL5G27830	XP_013604507.1
OG0003657	AL5G27130	XP_013601515.1, XP_013623263.1, XP_013626416.1
OG0003659	AL3G11320	XP_013586970.1
OG0003661	AL6G22680	XP_013627072.1
OG0003662	AL6G22340	XP_013607287.1, XP_013618889.1
OG0003664	AL6G20060	XP_013618819.1, XP_013611532.1, XP_013611531.1
OG0003665	nbis-gene-687	XP_013614517.1, XP_013594842.1, XP_013585083.1
OG0003666	AL4G25110	XP_013631143.1
OG0003668	AL7G27530	XP_013593006.1
OG0003670	AL6G34880	XP_013621648.1, XP_013617938.1, XP_013608353.1, XP_013620722.1, XP_013597530.1, XP_013611205.1
OG0003671	AL6G36270, AL6G36260	XP_013619320.1
OG0003672	AL6G37600	XP_013620804.1, XP_013620803.1, XP_013616728.1, XP_013611518.1
OG0003673	AL6G32570	XP_013622649.1
OG0003673	AL5G21610	XP_013616121.1
OG0003674	AL5G22290	XP_013625378.1
OG0003675	AL8G37010	XP_013611418.1, XP_013619122.1, XP_013628787.1
OG0003677	AL4G30170, AL4G30150, AL4G30160	XP_013635010.1
OG0003678	AL8G32000	XP_013629587.1, XP_013611621.1
OG0003679	AL8G31120	XP_013626382.1, XP_013591270.1, XP_013616601.1, XP_013609448.1
OG0003680	AL5G29410	XP_013594998.1, XP_013603263.1
OG0003681	AL5G28120	XP_013621718.1, XP_013586777.1
OG0003682	nbis-gene-1492	XP_013607459.1, XP_013621013.1
OG0003683	AL6G10880	XP_013630675.1
OG0003684	AL5G16940	XP_013609276.1, XP_013595664.1
OG0003685	AL1G18110	XP_013605167.1, XP_013584052.1
OG0003686	AL7G47190	XP_013592163.1
OG0003689	AL2G40970, AL6G52910	XP_013591454.1, XP_013635166.1
OG0003692	AL3G24590	XP_013620177.1
OG0003693	AL1G61490	XP_013590926.1
OG0003694	AL8G24230	XP_013610010.1, XP_013618933.1, XP_013626070.1, XP_013591547.1
OG0003695	AL7G39800	XP_013595435.1, XP_013600776.1
OG0003696	AL7G24040	XP_013609960.1
OG0003697	AL7G23610	XP_013599064.1
OG0003697	AL7G23620	XP_013600517.1
OG0003698	AL5G17640	XP_013593179.1
OG0003699	AL6G52210	XP_013622593.1, XP_013606793.1, XP_013585300.1, XP_013618311.1
OG0003700	AL8G12250	XP_013612527.1, XP_013621438.1, XP_013599040.1
OG0003701	AL3G30840, AL3G30820	XP_013637704.1, XP_013639387.1, XP_013591102.1
OG0003702	AL4G42420	XP_013627231.1
OG0003703	AL8G14400	XP_013613463.1, XP_013621608.1
OG0003704	AL1G58810, AL1G58840, AL1G58160	XP_013586821.1, XP_013624954.1
OG0003706	AL1G32070	XP_013586062.1, XP_013604682.1
OG0003707	AL1G59650	XP_013628707.1, XP_013588234.1
OG0003709	AL4G29340, AL1G51390	XP_013634866.1
OG0003710	AL4G31940, AL4G31930	XP_013631767.1
OG0003711	AL3G40870, AL5G36010	XP_013588258.1, XP_013605312.1
OG0003712	AL8G44880	XP_013606540.1, XP_013606539.1, XP_013598600.1
OG0003713	AL2G23500, AL5G45060	XP_013636366.1, XP_013604904.1
OG0003714	AL4G46050	XP_013636778.1
OG0003715	AL1G53560, AL5G43630	XP_013639672.1, XP_013605471.1, XP_013636669.1
OG0003716	AL5G43400	XP_013588573.1, XP_013600176.1
OG0003718	AL8G10870	XP_013589348.1
OG0003718	AL5G37060	XP_013603606.1
OG0003719	AL4G37250	XP_013637531.1, XP_013630299.1, XP_013636228.1
OG0003721	AL1G40440	XP_013628539.1, XP_013597933.1, XP_013586161.1
OG0003722	AL3G51840	XP_013595348.1, XP_013611338.1
OG0003724	AL3G52860, AL3G52870	XP_013627309.1
OG0003725	AL1G54170, AL3G52820	XP_013629796.1, XP_013615462.1
OG0003726	AL7G22410	XP_013629158.1, XP_013596457.1
OG0003727	AL7G45710	XP_013596008.1, XP_013613906.1
OG0003729	nbis-gene-1580, AL6G38370	XP_013608678.1, XP_013614666.1
OG0003730	AL6G39160	XP_013595743.1
